Fp1   -0,2912 -0,3464 -0,5113 -0,7231 -0,9103 -1,0235 -1,0374 -0,9402 -0,7139 -0,3344 0,1999 0,8425 1,5030 2,0800 2,5104 2,7891 2,9342 2,9490 2,8313 2,5931 2,2567 1,8475 1,3962 0,9429 0,5350 0,2122 -0,0175 -0,1837 -0,3363 -0,5315 -0,8100 -1,1593 -1,4991 -1,7217 -1,7511 -1,5686 -1,2118 -0,7688 -0,3531 -0,0558 0,0863 0,0732 -0,0865 -0,3753 -0,7546 -1,1632 -1,5357 -1,8249 -2,0031 -2,0391 -1,8911 -1,5319 -0,9622 -0,2020 0,6900 1,5864 2,3275 2,8105 3,0353 3,0766 3,0389 3,0291 3,1282 3,3544 3,6582 3,9629 4,2084 4,3617 4,4071 4,3305 4,1162 3,7638 3,3060 2,8112 2,3632 2,0179 1,7647 1,5359 1,2514 0,8528 0,3131 -0,3598 -1,1141 -1,8531 -2,4554 -2,8087 -2,8477 -2,5832 -2,0890 -1,4417 -0,6849 0,1483 0,9991 1,7811 2,4146 2,8740 3,2169 3,5524 3,9464 4,3560 4,6650 4,7677 4,6182 4,2318 3,6717 3,0380 2,4367 1,9240 1,4752 1,0152 0,4744 -0,1776 -0,9281 -1,7331 -2,5322 -3,2628 -3,8700 -4,3101 -4,5484 -4,5672 -4,3793 -4,0308 -3,5796 -3,0686 -2,5279 -1,9902 -1,4771 -0,9807 -0,4845 -0,0039 0,4050 0,6850 0,8290 0,8963 0,9803 1,1635 1,4893 1,9480 2,4771 2,9796 3,3556 3,5372 3,5183 3,3631 3,1789 3,0760 3,1453 3,4312 3,9004 4,4500 4,9596 5,3388 5,5353 5,5192 5,2853 4,8717 4,3579 3,8418 3,4152 3,1398 3,0328 3,0741 3,2270 3,4459 3,6711 3,8406 3,9176 3,9054 3,8373 3,7549 3,6896 3,6511 3,6257 3,5854 3,4954 3,3271 3,0807 2,7854 2,4643 2,1132 1,7339 1,3720 1,1021 0,9839 1,0403 1,2549 1,5697 1,8926 2,1265 2,1952 2,0512 1,6939 1,1894 0,6509 0,1905 -0,1204 -0,2694 -0,3045 -0,3091 -0,3489 -0,4329 -0,5297 -0,6251 -0,7534 -0,9651 -1,2697 -1,6086 -1,8792 -1,9916 -1,9197 -1,7167 -1,4840 -1,3139 -1,2475 -1,2777 -1,3735 -1,4933 -1,5973 -1,6624 -1,6868 -1,6875 -1,7060 -1,8062 -2,0372 -2,3895 -2,7947 -3,1622 -3,4179 -3,5245 -3,4854 -3,3286 -3,0821 -2,7668 -2,4066 -2,0308 -1,6678 -1,3395 -1,0584 -0,8358 -0,6864 -0,6182 -0,6266 -0,6945 -0,7923 -0,8907 -0,9847 -1,0957 -1,2477 -1,4412 -1,6454 -1,8129 -1,9007 -1,8818 -1,7435 -1,4806 -1,0997 -0,6303 -0,1307 0,3198 0,6437 0,7996 0,7974 0,6743 0,4633 0,1852 -0,1405 -0,4865 -0,8210 -1,1210 -1,3748 -1,5720 -1,6926 -1,7183 -1,6556 -1,5384 -1,4139 -1,3279 -1,3075 -1,3399 -1,3688 -1,3203 -1,1456 -0,8374 -0,4159 0,0823 0,5962 1,0423 1,3493 1,5009 1,5415 1,5390 1,5304 1,4971 1,3998 1,2290 1,0128 0,7847 0,5557 0,3067 0,0124 -0,3182 -0,6210 -0,7991 -0,7710 -0,5075 -0,0422 0,5383 1,1214 1,6115 1,9681 2,2152 2,4084 2,5847 2,7361 2,8173 2,7876 2,6631 2,5239 2,4599 2,5102 2,6544 2,8405 3,0190 3,1686 3,2921 3,3864 3,4292 3,4049 3,3285 3,2311 3,1371 3,0634 3,0212 3,0148 3,0524 3,1497 3,3134 3,5283 3,7636 3,9834 4,1421 4,1802 4,0455 3,7241 3,2536 2,7166 2,2150 1,8227 1,5461 1,3364 1,1384 0,9219 0,6688 0,3528 -0,0453 -0,5041 -0,9540 -1,3097 -1,5124 -1,5409 -1,3984 -1,1021 -0,6868 -0,2166 0,2189 0,5469 0,7565 0,8945 1,0222 1,1761 1,3465 1,4857 1,5426 1,5017 1,3917 1,2640 1,1711 1,1630 1,2786 1,5173 1,8194 2,0859 2,2278 2,2075 2,0471 1,8083 1,5624 1,3668 1,2533 1,2245 1,2527 1,2910 1,2919 1,2220 1,0656 0,8187 0,4905 0,1119 -0,2712 -0,6158 -0,8780 -1,0001 -0,9314 -0,6676 -0,2634 0,1902 0,6079 0,9437 1,1992 1,4046 1,5913 1,7668 1,9092 1,9926 2,0166 1,9928 1,9167 1,7780 1,5921 1,4008 1,2487 1,1691 1,1785 1,2657 1,3924 1,5293 1,6941 1,9430 2,3187 2,8026 3,3125 3,7434 4,0181 4,1183 4,0758 3,9391 3,7465 3,5146 3,2365 2,8953 2,4907 2,0646 1,7056 1,5187 1,5760 1,8731 2,3079 2,7103 2,9200 2,8557 2,5379 2,0674 1,5713 1,1438 0,8311 0,6578 0,6340 0,7299 0,8685 0,9656 0,9827 0,9352 0,8549 0,7650 0,6865 0,6474 0,6785 0,7975 0,9945 1,2345 1,4736 1,6722 1,8082 1,8873 1,9280 1,9300 1,8675 1,7194 1,4881 1,1794 0,7864 0,3074 -0,2290 -0,7630 -1,2315 -1,5957 -1,8494 -2,0160 -2,1439 -2,2922 -2,4984 -2,7460 -2,9663 -3,0816 -3,0477 -2,8611 -2,5466 -2,1524 -1,7421 -1,3792 -1,1096 -0,9495 -0,8825 -0,8651 -0,8347 -0,7305 -0,5309 -0,2747 -0,0345 0,1307 0,1978 0,1771 0,1101 0,0584 0,0745 0,1789 0,3616 0,5936 0,8369 1,0532 1,2168 1,3274 1,4188 1,5489 1,7644 2,0715 2,4423 2,8387 3,2210 3,5480 3,7909 3,9440 4,0075 3,9668 3,8032 3,5123 3,0992 2,5666 1,9145 1,1588 0,3578 -0,3849 -0,9556 -1,2849 -1,3827 -1,3318 -1,2494 -1,2469 -1,3972 -1,7069 -2,0996 -2,4373 -2,5866 -2,4866 -2,1679 -1,7279 -1,2904 -0,9707 -0,8487 -0,9516 -1,2399 -1,6072 -1,9245 -2,1059 -2,1433 -2,0893 -2,0155 -1,9867 -2,0575 -2,2780 -2,6872 -3,2827 -3,9953 -4,7049 -5,2883 -5,6667 -5,8271 -5,8038 -5,6445 -5,3968 -5,1044 -4,8043 -4,5323 -4,3271 -4,2114 -4,1831 -4,2270 -4,3293 -4,4826 -4,6783 -4,8833 -5,0409 -5,1062 -5,0666 -4,9275 -4,6945 -4,3750 -3,9891 -3,5684 -3,1391
Fz    -0,1825 0,0252 0,2202 0,4087 0,5818 0,7297 0,8458 0,9282 0,9839 1,0234 1,0468 1,0394 0,9862 0,8847 0,7491 0,6084 0,4955 0,4325 0,4263 0,4698 0,5445 0,6327 0,7297 0,8391 0,9559 1,0608 1,1266 1,1230 1,0203 0,8014 0,4755 0,0795 -0,3356 -0,7250 -1,0607 -1,3294 -1,5274 -1,6563 -1,7212 -1,7294 -1,6897 -1,6150 -1,5221 -1,4236 -1,3192 -1,1988 -1,0570 -0,9005 -0,7346 -0,5464 -0,3060 0,0134 0,4152 0,8709 1,3287 1,7373 2,0664 2,3126 2,4951 2,6428 2,7813 2,9270 3,0886 3,2653 3,4421 3,5928 3,6870 3,6966 3,6019 3,3968 3,0941 2,7291 2,3494 1,9985 1,7023 1,4659 1,2735 1,0946 0,8948 0,6499 0,3554 0,0273 -0,3009 -0,5900 -0,8093 -0,9458 -0,9985 -0,9676 -0,8492 -0,6361 -0,3256 0,0638 0,4809 0,8593 1,1570 1,3877 1,6173 1,9195 2,3203 2,7744 3,1956 3,5089 3,6784 3,7033 3,6020 3,3937 3,0835 2,6600 2,1059 1,4138 0,6005 -0,2847 -1,1646 -1,9585 -2,6101 -3,0949 -3,4102 -3,5666 -3,5777 -3,4501 -3,1879 -2,8130 -2,3766 -1,9390 -1,5344 -1,1602 -0,7994 -0,4409 -0,0768 0,3037 0,7085 1,1342 1,5700 2,0070 2,4366 2,8459 3,2196 3,5483 3,8329 4,0797 4,2933 4,4725 4,6146 4,7239 4,8183 4,9263 5,0701 5,2464 5,4260 5,5769 5,6845 5,7469 5,7647 5,7473 5,7206 5,7184 5,7661 5,8754 6,0444 6,2569 6,4858 6,6959 6,8445 6,8830 6,7690 6,4877 6,0649 5,5552 5,0187 4,5079 4,0608 3,6932 3,4045 3,1935 3,0662 3,0351 3,1128 3,2937 3,5387 3,7862 3,9844 4,1093 4,1563 4,1196 3,9862 3,7455 3,4006 2,9727 2,4947 1,9989 1,5115 1,0612 0,6877 0,4305 0,3079 0,3041 0,3758 0,4690 0,5354 0,5417 0,4759 0,3448 0,1595 -0,0789 -0,3753 -0,7275 -1,1160 -1,5030 -1,8472 -2,1194 -2,3066 -2,4106 -2,4428 -2,4199 -2,3656 -2,3068 -2,2587 -2,2178 -2,1726 -2,1191 -2,0658 -2,0254 -2,0006 -1,9818 -1,9594 -1,9379 -1,9351 -1,9680 -2,0346 -2,1045 -2,1247 -2,0413 -1,8278 -1,5005 -1,1140 -0,7351 -0,4109 -0,1607 0,0113 0,1070 0,1301 0,0833 -0,0291 -0,1972 -0,4045 -0,6259 -0,8306 -0,9925 -1,0947 -1,1218 -1,0567 -0,8937 -0,6534 -0,3751 -0,0973 0,1500 0,3358 0,4216 0,3666 0,1450 -0,2320 -0,7051 -1,1903 -1,6173 -1,9483 -2,1701 -2,2830 -2,2982 -2,2389 -2,1363 -2,0213 -1,9166 -1,8363 -1,7860 -1,7579 -1,7289 -1,6741 -1,5838 -1,4683 -1,3496 -1,2495 -1,1784 -1,1307 -1,0880 -1,0279 -0,9322 -0,7985 -0,6420 -0,4803 -0,3186 -0,1524 0,0214 0,2019 0,3907 0,5919 0,8001 0,9909 1,1311 1,1985 1,1917 1,1240 1,0151 0,8880 0,7642 0,6584 0,5802 0,5419 0,5612 0,6569 0,8444 1,1307 1,5081 1,9545 2,4392 2,9224 3,3590 3,7150 3,9797 4,1639 4,2924 4,3940 4,4888 4,5840 4,6776 4,7610 4,8163 4,8189 4,7514 4,6171 4,4378 4,2431 4,0645 3,9249 3,8251 3,7478 3,6797 3,6220 3,5791 3,5429 3,5011 3,4553 3,4223 3,4149 3,4297 3,4528 3,4684 3,4619 3,4222 3,3428 3,2194 3,0437 2,8013 2,4791 2,0775 1,6192 1,1442 0,6972 0,3173 0,0302 -0,1532 -0,2355 -0,2274 -0,1415 0,0083 0,2029 0,4156 0,6208 0,8046 0,9642 1,0932 1,1714 1,1728 1,0865 0,9337 0,7693 0,6617 0,6583 0,7602 0,9293 1,1149 1,2752 1,3836 1,4319 1,4309 1,3999 1,3484 1,2702 1,1560 1,0091 0,8492 0,7082 0,6181 0,5935 0,6217 0,6639 0,6722 0,6165 0,5074 0,3927 0,3327 0,3774 0,5562 0,8685 1,2802 1,7312 2,1462 2,4518 2,6053 2,6150 2,5307 2,4118 2,3025 2,2317 2,2237 2,2958 2,4477 2,6615 2,9116 3,1673 3,3949 3,5674 3,6702 3,6929 3,6313 3,4972 3,3141 3,1019 2,8688 2,6135 2,3318 2,0258 1,7149 1,4394 1,2496 1,1881 1,2778 1,5138 1,8600 2,2582 2,6448 2,9657 3,1833 3,2781 3,2458 3,0942 2,8408 2,5142 2,1535 1,8032 1,4973 1,2488 1,0570 0,9204 0,8385 0,8120 0,8474 0,9535 1,1272 1,3434 1,5607 1,7390 1,8563 1,9121 1,9216 1,9051 1,8767 1,8411 1,8008 1,7675 1,7653 1,8186 1,9338 2,0938 2,2641 2,3982 2,4479 2,3853 2,2196 1,9844 1,7030 1,3746 0,9936 0,5694 0,1181 -0,3544 -0,8579 -1,4030 -1,9784 -2,5411 -3,0345 -3,4147 -3,6613 -3,7706 -3,7444 -3,5881 -3,3110 -2,9238 -2,4438 -1,9043 -1,3531 -0,8368 -0,3885 -0,0240 0,2528 0,4424 0,5450 0,5601 0,4983 0,3951 0,3057 0,2768 0,3267 0,4459 0,6115 0,8067 1,0354 1,3180 1,6731 2,1014 2,5774 3,0512 3,4692 3,8008 4,0482 4,2327 4,3737 4,4758 4,5283 4,5134 4,4201 4,2570 4,0517 3,8331 3,6154 3,3983 3,1799 2,9653 2,7588 2,5491 2,3077 2,0141 1,6805 1,3471 1,0539 0,8192 0,6314 0,4531 0,2372 -0,0501 -0,4150 -0,8371 -1,2762 -1,6820 -2,0070 -2,2199 -2,3143 -2,3107 -2,2503 -2,1845 -2,1626 -2,2165 -2,3487 -2,5319 -2,7279 -2,9078 -3,0585 -3,1813 -3,2958 -3,4392 -3,6451 -3,9214 -4,2500 -4,6015 -4,9457 -5,2567 -5,5139 -5,7048 -5,8295 -5,9028 -5,9517 -6,0029 -6,0688 -6,1444 -6,2144 -6,2617 -6,2741 -6,2494 -6,1952 -6,1231 -6,0400 -5,9448 -5,8321 -5,6951 -5,5228 -5,3040 -5,0376 -4,7359 -4,4210 -4,1207 -3,8598
F3    0,0274 0,2445 0,4782 0,7063 0,8995 1,0424 1,1368 1,1962 1,2415 1,2884 1,3305 1,3422 1,3005 1,1957 1,0316 0,8260 0,6084 0,4120 0,2645 0,1780 0,1453 0,1506 0,1846 0,2491 0,3450 0,4614 0,5773 0,6693 0,7102 0,6664 0,5088 0,2353 -0,1200 -0,4992 -0,8435 -1,1095 -1,2800 -1,3664 -1,3986 -1,4093 -1,4205 -1,4387 -1,4582 -1,4675 -1,4569 -1,4215 -1,3637 -1,2924 -1,2109 -1,0970 -0,9050 -0,5952 -0,1597 0,3729 0,9448 1,4844 1,9292 2,2481 2,4471 2,5551 2,6070 2,6368 2,6716 2,7184 2,7648 2,7999 2,8242 2,8345 2,8115 2,7287 2,5731 2,3543 2,0948 1,8184 1,5452 1,2867 1,0378 0,7759 0,4740 0,1195 -0,2782 -0,6952 -1,1011 -1,4659 -1,7665 -1,9876 -2,1168 -2,1408 -2,0442 -1,8094 -1,4262 -0,9150 -0,3410 0,2085 0,6702 1,0393 1,3714 1,7433 2,1926 2,6859 3,1452 3,4992 3,7076 3,7544 3,6355 3,3490 2,8905 2,2578 1,4652 0,5549 -0,4095 -1,3593 -2,2321 -2,9761 -3,5587 -3,9709 -4,2191 -4,3118 -4,2548 -4,0519 -3,7158 -3,2830 -2,8125 -2,3590 -1,9442 -1,5541 -1,1607 -0,7435 -0,3003 0,1535 0,5953 1,0065 1,3775 1,7048 1,9856 2,2193 2,4195 2,6207 2,8632 3,1679 3,5211 3,8812 4,1991 4,4414 4,6067 4,7262 4,8442 4,9891 5,1613 5,3470 5,5300 5,6852 5,7811 5,8006 5,7591 5,6968 5,6569 5,6677 5,7373 5,8582 6,0166 6,1979 6,3829 6,5432 6,6454 6,6641 6,5910 6,4295 6,1882 5,8845 5,5474 5,2115 4,9127 4,6865 4,5584 4,5349 4,6097 4,7639 4,9549 5,1207 5,2093 5,1999 5,0990 4,9194 4,6664 4,3408 3,9467 3,4970 3,0133 2,5219 2,0519 1,6383 1,3213 1,1297 1,0630 1,0907 1,1694 1,2561 1,3105 1,2999 1,2086 1,0356 0,7765 0,4173 -0,0471 -0,5861 -1,1300 -1,5981 -1,9358 -2,1291 -2,1928 -2,1562 -2,0555 -1,9291 -1,8149 -1,7379 -1,6974 -1,6781 -1,6756 -1,7041 -1,7803 -1,9010 -2,0390 -2,1650 -2,2724 -2,3793 -2,5032 -2,6377 -2,7524 -2,8085 -2,7697 -2,6075 -2,3120 -1,9080 -1,4552 -1,0248 -0,6665 -0,3965 -0,2107 -0,1024 -0,0697 -0,1162 -0,2441 -0,4454 -0,6940 -0,9462 -1,1480 -1,2520 -1,2293 -1,0723 -0,7979 -0,4523 -0,0994 0,2070 0,4438 0,6121 0,7149 0,7408 0,6672 0,4752 0,1694 -0,2115 -0,6058 -0,9535 -1,2169 -1,3894 -1,4930 -1,5613 -1,6172 -1,6646 -1,6991 -1,7171 -1,7175 -1,7003 -1,6623 -1,5951 -1,4909 -1,3499 -1,1795 -0,9881 -0,7804 -0,5680 -0,3780 -0,2462 -0,1997 -0,2425 -0,3583 -0,5189 -0,6866 -0,8178 -0,8786 -0,8628 -0,7865 -0,6599 -0,4739 -0,2195 0,0848 0,3906 0,6435 0,8105 0,8848 0,8750 0,7954 0,6571 0,4659 0,2338 -0,0125 -0,2356 -0,3917 -0,4299 -0,2997 0,0258 0,5339 1,1725 1,8581 2,5000 3,0387 3,4620 3,7882 4,0450 4,2581 4,4452 4,6147 4,7672 4,8940 4,9753 4,9906 4,9403 4,8483 4,7368 4,6102 4,4685 4,3189 4,1650 4,0023 3,8336 3,6753 3,5442 3,4455 3,3818 3,3629 3,3980 3,4832 3,6007 3,7283 3,8421 3,9138 3,9116 3,8085 3,5868 3,2374 2,7640 2,1880 1,5444 0,8736 0,2192 -0,3708 -0,8464 -1,1653 -1,3032 -1,2599 -1,0596 -0,7448 -0,3667 0,0258 0,3940 0,7148 0,9824 1,2001 1,3646 1,4585 1,4645 1,3848 1,2495 1,1067 1,0024 0,9584 0,9624 0,9810 0,9886 0,9798 0,9589 0,9316 0,9058 0,8852 0,8573 0,7937 0,6688 0,4821 0,2648 0,0639 -0,0809 -0,1535 -0,1648 -0,1490 -0,1530 -0,2149 -0,3398 -0,4925 -0,6138 -0,6412 -0,5281 -0,2650 0,1155 0,5519 0,9701 1,3018 1,5094 1,5976 1,6016 1,5661 1,5283 1,5161 1,5576 1,6809 1,9017 2,2116 2,5809 2,9681 3,3311 3,6385 3,8653 3,9838 3,9787 3,8698 3,7076 3,5429 3,4002 3,2737 3,1418 2,9863 2,8034 2,6016 2,3965 2,2131 2,0905 2,0722 2,1782 2,3846 2,6347 2,8692 3,0462 3,1446 3,1542 3,0669 2,8783 2,5986 2,2609 1,9178 1,6207 1,3978 1,2503 1,1620 1,1088 1,0729 1,0570 1,0785 1,1455 1,2374 1,3144 1,3445 1,3212 1,2605 1,1890 1,1331 1,1048 1,0944 1,0798 1,0490 1,0198 1,0379 1,1466 1,3571 1,6383 1,9255 2,1370 2,2058 2,1139 1,8931 1,5867 1,2224 0,8238 0,4215 0,0376 -0,3339 -0,7232 -1,1572 -1,6338 -2,1213 -2,5771 -2,9633 -3,2499 -3,4150 -3,4495 -3,3592 -3,1578 -2,8631 -2,5024 -2,1188 -1,7611 -1,4606 -1,2156 -1,0001 -0,7894 -0,5763 -0,3715 -0,1987 -0,0836 -0,0299 -0,0096 0,0192 0,0889 0,2147 0,3982 0,6353 0,9281 1,2870 1,7195 2,2202 2,7673 3,3218 3,8364 4,2757 4,6263 4,8889 5,0655 5,1568 5,1614 5,0771 4,9076 4,6732 4,4083 4,1425 3,8834 3,6161 3,3194 2,9857 2,6266 2,2573 1,8813 1,5013 1,1333 0,8000 0,5132 0,2659 0,0339 -0,2154 -0,5086 -0,8494 -1,2128 -1,5553 -1,8326 -2,0148 -2,0914 -2,0686 -1,9674 -1,8259 -1,6937 -1,6152 -1,6138 -1,6924 -1,8452 -2,0657 -2,3433 -2,6555 -2,9674 -3,2453 -3,4739 -3,6640 -3,8450 -4,0458 -4,2794 -4,5397 -4,8095 -5,0691 -5,3011 -5,4907 -5,6299 -5,7260 -5,8034 -5,8901 -6,0013 -6,1373 -6,2847 -6,4162 -6,5000 -6,5180 -6,4761 -6,3982 -6,3065 -6,2020 -6,0673 -5,8813 -5,6281 -5,3007 -4,9124 -4,5036 -4,1332 -3,8586 -3,7107
F7    -0,1919 0,0527 0,2995 0,5527 0,7960 0,9993 1,1365 1,1987 1,2027 1,1853 1,1773 1,1801 1,1714 1,1276 1,0467 0,9509 0,8723 0,8376 0,8566 0,9172 0,9929 1,0668 1,1461 1,2452 1,3552 1,4313 1,4104 1,2463 0,9348 0,5103 0,0221 -0,4805 -0,9474 -1,3309 -1,5998 -1,7472 -1,7932 -1,7802 -1,7541 -1,7400 -1,7349 -1,7248 -1,7036 -1,6709 -1,6220 -1,5532 -1,4745 -1,4078 -1,3611 -1,3044 -1,1820 -0,9525 -0,6086 -0,1726 0,3071 0,7614 1,1247 1,3713 1,5257 1,6319 1,7217 1,8156 1,9307 2,0673 2,1972 2,2794 2,2849 2,2021 2,0261 1,7579 1,4162 1,0418 0,6841 0,3816 0,1495 -0,0207 -0,1490 -0,2574 -0,3689 -0,5067 -0,6886 -0,9186 -1,1799 -1,4402 -1,6658 -1,8258 -1,8917 -1,8474 -1,6943 -1,4378 -1,0795 -0,6340 -0,1440 0,3323 0,7493 1,1011 1,4316 1,8078 2,2620 2,7547 3,1939 3,4932 3,6071 3,5308 3,2884 2,9171 2,4431 1,8659 1,1727 0,3697 -0,5022 -1,3790 -2,1992 -2,9229 -3,5343 -4,0249 -4,3770 -4,5671 -4,5823 -4,4277 -4,1234 -3,7034 -3,2156 -2,7108 -2,2233 -1,7574 -1,2968 -0,8256 -0,3407 0,1448 0,6071 1,0270 1,4048 1,7527 2,0752 2,3673 2,6298 2,8790 3,1382 3,4171 3,7021 3,9667 4,1898 4,3674 4,5161 4,6714 4,8734 5,1420 5,4589 5,7773 6,0508 6,2536 6,3757 6,4095 6,3499 6,2078 6,0154 5,8228 5,6875 5,6518 5,7201 5,8623 6,0296 6,1663 6,2198 6,1568 5,9729 5,6910 5,3559 5,0271 4,7560 4,5563 4,4033 4,2664 4,1440 4,0700 4,0893 4,2191 4,4268 4,6468 4,8231 4,9344 4,9848 4,9735 4,8831 4,7020 4,4492 4,1637 3,8716 3,5676 3,2308 2,8594 2,4866 2,1653 1,9383 1,8194 1,7913 1,8097 1,8145 1,7550 1,6120 1,3929 1,1092 0,7652 0,3719 -0,0375 -0,4109 -0,6978 -0,8681 -0,9191 -0,8729 -0,7711 -0,6601 -0,5717 -0,5154 -0,4846 -0,4641 -0,4419 -0,4223 -0,4341 -0,5205 -0,7117 -1,0019 -1,3495 -1,6990 -2,0055 -2,2471 -2,4195 -2,5200 -2,5373 -2,4559 -2,2602 -1,9406 -1,5054 -0,9970 -0,4933 -0,0832 0,1728 0,2614 0,2060 0,0471 -0,1686 -0,3928 -0,5820 -0,7127 -0,7903 -0,8348 -0,8585 -0,8545 -0,8046 -0,7009 -0,5556 -0,3908 -0,2244 -0,0661 0,0808 0,2106 0,3007 0,3113 0,2072 -0,0140 -0,3147 -0,6332 -0,9103 -1,1122 -1,2367 -1,3018 -1,3341 -1,3604 -1,3993 -1,4534 -1,5067 -1,5294 -1,4948 -1,3940 -1,2364 -1,0462 -0,8589 -0,7116 -0,6207 -0,5704 -0,5275 -0,4668 -0,3765 -0,2487 -0,0807 0,1137 0,3060 0,4699 0,5932 0,6767 0,7255 0,7463 0,7529 0,7666 0,8023 0,8523 0,8869 0,8716 0,7894 0,6491 0,4788 0,3088 0,1577 0,0352 -0,0448 -0,0648 -0,0211 0,0756 0,2155 0,3954 0,6146 0,8749 1,1774 1,5098 1,8491 2,1788 2,4943 2,7938 3,0711 3,3140 3,5077 3,6417 3,7146 3,7309 3,6928 3,5980 3,4496 3,2667 3,0828 2,9326 2,8378 2,8025 2,8156 2,8586 2,9174 2,9867 3,0689 3,1705 3,2973 3,4428 3,5776 3,6586 3,6553 3,5638 3,4002 3,1825 2,9151 2,5909 2,2074 1,7774 1,3275 0,8846 0,4596 0,0454 -0,3669 -0,7674 -1,1265 -1,4097 -1,5888 -1,6437 -1,5680 -1,3761 -1,1053 -0,8053 -0,5230 -0,2892 -0,1081 0,0385 0,1670 0,2689 0,3120 0,2662 0,1384 -0,0097 -0,0882 -0,0379 0,1338 0,3685 0,5956 0,7620 0,8428 0,8414 0,7826 0,6974 0,6065 0,5139 0,4153 0,3112 0,2120 0,1309 0,0740 0,0333 -0,0134 -0,0957 -0,2407 -0,4621 -0,7508 -1,0754 -1,3903 -1,6363 -1,7461 -1,6715 -1,4097 -1,0054 -0,5376 -0,0974 0,2440 0,4591 0,5661 0,6101 0,6392 0,6876 0,7732 0,9019 1,0671 1,2560 1,4628 1,6902 1,9344 2,1799 2,4054 2,5894 2,7148 2,7729 2,7687 2,7199 2,6478 2,5667 2,4814 2,3928 2,3043 2,2244 2,1685 2,1563 2,1993 2,2884 2,3923 2,4713 2,4985 2,4722 2,4102 2,3333 2,2517 2,1601 2,0450 1,8959 1,7150 1,5189 1,3263 1,1465 0,9818 0,8356 0,7124 0,6177 0,5629 0,5590 0,5992 0,6546 0,6890 0,6781 0,6185 0,5228 0,4070 0,2890 0,1895 0,1284 0,1170 0,1561 0,2444 0,3874 0,5934 0,8581 1,1518 1,4247 1,6291 1,7404 1,7570 1,6810 1,5012 1,2018 0,7897 0,3019 -0,2209 -0,7601 -1,3170 -1,8902 -2,4567 -2,9759 -3,4084 -3,7287 -3,9235 -3,9857 -3,9149 -3,7251 -3,4451 -3,1066 -2,7374 -2,3683 -2,0357 -1,7699 -1,5793 -1,4475 -1,3470 -1,2512 -1,1392 -1,0024 -0,8521 -0,7092 -0,5826 -0,4651 -0,3475 -0,2248 -0,0862 0,0928 0,3390 0,6603 1,0332 1,4180 1,7855 2,1303 2,4593 2,7719 3,0510 3,2697 3,4053 3,4505 3,4142 3,3147 3,1749 3,0230 2,8885 2,7869 2,7036 2,5977 2,4253 2,1604 1,7975 1,3455 0,8271 0,2871 -0,2109 -0,6084 -0,8767 -1,0287 -1,1109 -1,1853 -1,3085 -1,5150 -1,8065 -2,1489 -2,4836 -2,7519 -2,9111 -2,9377 -2,8306 -2,6191 -2,3624 -2,1335 -1,9923 -1,9654 -2,0484 -2,2217 -2,4559 -2,7141 -2,9652 -3,1959 -3,4105 -3,6270 -3,8711 -4,1556 -4,4620 -4,7439 -4,9533 -5,0654 -5,0881 -5,0535 -5,0009 -4,9657 -4,9738 -5,0360 -5,1476 -5,2968 -5,4654 -5,6253 -5,7431 -5,7925 -5,7614 -5,6556 -5,4927 -5,2881 -5,0474 -4,7698 -4,4538 -4,1060 -3,7483 -3,4122 -3,1263 -2,9111 -2,7747
