Fp1   -1,5432 -1,6996 -1,8023 -1,8455 -1,8181 -1,7151 -1,5515 -1,3557 -1,1507 -0,9372 -0,6959 -0,4076 -0,0753 0,2717 0,5930 0,8568 1,0484 1,1675 1,2226 1,2330 1,2298 1,2479 1,3061 1,3905 1,4575 1,4541 1,3378 1,0912 0,7281 0,2858 -0,1862 -0,6333 -1,0048 -1,2685 -1,4175 -1,4588 -1,4015 -1,2624 -1,0692 -0,8477 -0,6060 -0,3325 -0,0092 0,3691 0,7873 1,2137 1,6044 1,9121 2,1048 2,1819 2,1734 2,1311 2,1148 2,1674 2,2900 2,4433 2,5729 2,6389 2,6338 2,5832 2,5342 2,5343 2,6046 2,7220 2,8367 2,9106 2,9343 2,9193 2,8884 2,8751 2,9184 3,0483 3,2712 3,5651 3,8894 4,1958 4,4350 4,5645 4,5625 4,4355 4,2094 3,9144 3,5784 3,2225 2,8597 2,5009 2,1577 1,8381 1,5428 1,2698 1,0200 0,7974 0,6069 0,4485 0,3156 0,1985 0,0838 -0,0477 -0,2138 -0,4201 -0,6576 -0,9075 -1,1471 -1,3506 -1,4875 -1,5271 -1,4480 -1,2483 -0,9425 -0,5531 -0,1071 0,3694 0,8578 1,3476 1,8339 2,3130 2,7755 3,2024 3,5721 3,8714 4,0981 4,2559 4,3517 4,3928 4,3813 4,3088 4,1622 3,9416 3,6691 3,3733 3,0753 2,7940 2,5508 2,3621 2,2305 2,1412 2,0631 1,9573 1,7913 1,5469 1,2203 0,8211 0,3726 -0,0919 -0,5299 -0,8958 -1,1535 -1,2887 -1,3129 -1,2571 -1,1554 -1,0286 -0,8843 -0,7298 -0,5840 -0,4816 -0,4656 -0,5660 -0,7818 -1,0849 -1,4339 -1,7802 -2,0749 -2,2858 -2,4080 -2,4632 -2,4919 -2,5382 -2,6234 -2,7342 -2,8352 -2,8895 -2,8729 -2,7908 -2,6844 -2,6068 -2,5919 -2,6442 -2,7501 -2,8893 -3,0385 -3,1724 -3,2683 -3,3158 -3,3258 -3,3267 -3,3540 -3,4395 -3,5986 -3,8278 -4,1126 -4,4308 -4,7518 -5,0422 -5,2821 -5,4785 -5,6572 -5,8370 -6,0168 -6,1786 -6,2956 -6,3408 -6,3004 -6,1815 -6,0047 -5,7950 -5,5874 -5,4275 -5,3513 -5,3587 -5,4125 -5,4624 -5,4643 -5,3920 -5,2448 -5,0426 -4,8125 -4,5808 -4,3687 -4,1848 -4,0214 -3,8621 -3,6931 -3,5070 -3,3054 -3,1023 -2,9229 -2,7973 -2,7500 -2,7862 -2,8877 -3,0256 -3,1765 -3,3313 -3,4962 -3,6912 -3,9423 -4,2644 -4,6470 -5,0569 -5,4454 -5,7526 -5,9247 -5,9438 -5,8429 -5,6927 -5,5678 -5,5146 -5,5394 -5,6176 -5,7084 -5,7620 -5,7332 -5,5991 -5,3664 -5,0695 -4,7669 -4,5273 -4,4025 -4,4066 -4,5160 -4,6842 -4,8621 -5,0119 -5,1080 -5,1331 -5,0842 -4,9745 -4,8266 -4,6658 -4,5150 -4,3885 -4,2881 -4,2076 -4,1356 -4,0576 -3,9646 -3,8604 -3,7576 -3,6671 -3,5875 -3,5024 -3,3896 -3,2396 -3,0659 -2,8991 -2,7744 -2,7237 -2,7637 -2,8856 -3,0584 -3,2389 -3,3817 -3,4532 -3,4448 -3,3697 -3,2515 -3,1149 -2,9762 -2,8337 -2,6734 -2,4849 -2,2691 -2,0316 -1,7762 -1,5119 -1,2601 -1,0492 -0,9049 -0,8415 -0,8565 -0,9261 -1,0072 -1,0503 -1,0218 -0,9223 -0,7856 -0,6582 -0,5734 -0,5344 -0,5183 -0,4906 -0,4181 -0,2828 -0,0898 0,1381 0,3745 0,5993 0,7981 0,9596 1,0816 1,1783 1,2772 1,4013 1,5458 1,6697 1,7139 1,6361 1,4347 1,1481 0,8390 0,5743 0,4098 0,3752 0,4605 0,6172 0,7824 0,9063 0,9668 0,9682 0,9313 0,8846 0,8560 0,8635 0,9083 0,9743 1,0334 1,0573 1,0344 0,9795 0,9279 0,9182 0,9751 1,1046 1,2987 1,5340 1,7656 1,9346 1,9932 1,9362 1,8145 1,7119 1,6959 1,7840 1,9501 2,1538 2,3567 2,5258 2,6357 2,6682 2,6111 2,4703 2,2805 2,0887 1,9255 1,7964 1,6885 1,5784 1,4479 1,3024 1,1686 1,0775 1,0476 1,0723 1,1232 1,1704 1,1956 1,1876 1,1387 1,0521 0,9496 0,8679 0,8445 0,9058 1,0607 1,2969 1,5863 1,8988 2,2082 2,4944 2,7499 2,9845 3,2166 3,4541 3,6793 3,8546 3,9486 3,9484 3,8487 3,6431 3,3351 2,9538 2,5530 2,1888 1,8954 1,6780 1,5197 1,3919 1,2636 1,1109 0,9260 0,7194 0,5133 0,3325 0,2008 0,1438 0,1796 0,3046 0,4938 0,7195 0,9658 1,2301 1,5125 1,8027 2,0791 2,3186 2,5040 2,6263 2,6894 2,7150 2,7381 2,7952 2,9118 3,0942 3,3295 3,5916 3,8461 4,0514 4,1622 4,1401 3,9746 3,6946 3,3509 2,9898 2,6442 2,3380 2,0811 1,8598 1,6474 1,4268 1,1969 0,9629 0,7277 0,4933 0,2660 0,0591 -0,1129 -0,2400 -0,3143 -0,3189 -0,2245 -0,0026 0,3544 0,8208 1,3351 1,8110 2,1702 2,3774 2,4454 2,4098 2,3074 2,1720 2,0336 1,9101 1,8018 1,7007 1,6107 1,5564 1,5703 1,6707 1,8485 2,0741 2,3165 2,5618 2,8161 3,0919 3,3942 3,7195 4,0643 4,4287 4,8069 5,1743 5,4894 5,7153 5,8351 5,8488 5,7571 5,5566 5,2479 4,8417 4,3587 3,8318 3,3063 2,8334 2,4544 2,1864 2,0150 1,8985 1,7827 1,6217 1,3990 1,1378 0,8882 0,6986 0,5893 0,5441 0,5215 0,4770 0,3810 0,2208 0,0034 -0,2323 -0,4183 -0,4900 -0,4224 -0,2407 -0,0105 0,1885 0,2991 0,3131 0,2678 0,2151 0,1898 0,2021 0,2435 0,2954 0,3349 0,3370 0,2782 0,1449 -0,0641 -0,3399 -0,6620 -1,0018 -1,3325 -1,6360 -1,9033 -2,1342 -2,3354 -2,5134 -2,6682 -2,7962 -2,9017 -3,0008 -3,1126 -3,2590 -3,4710 -3,7768 -4,1739 -4,6188 -5,0476 -5,4099 -5,6865 -5,8826 -6,0088 -6,0760 -6,1013 -6,1066 -6,0958 -6,0384 -5,8898 -5,6336 -5,2991 -4,9455 -4,6357 -4,4178 -4,3210 -4,3554 -4,5049 -4,7254
Fz    -1,0463 -1,2491 -1,3561 -1,3574 -1,2637 -1,1047 -0,9203 -0,7449 -0,5923 -0,4533 -0,3051 -0,1313 0,0662 0,2657 0,4378 0,5605 0,6280 0,6474 0,6316 0,5983 0,5722 0,5819 0,6456 0,7545 0,8698 0,9371 0,9074 0,7558 0,4916 0,1536 -0,2036 -0,5226 -0,7558 -0,8824 -0,9171 -0,8975 -0,8618 -0,8377 -0,8359 -0,8437 -0,8232 -0,7217 -0,4931 -0,1216 0,3705 0,9313 1,4915 1,9822 2,3570 2,6046 2,7449 2,8210 2,8878 2,9849 3,1097 3,2165 3,2444 3,1533 2,9455 2,6642 2,3774 2,1569 2,0496 2,0543 2,1303 2,2335 2,3412 2,4528 2,5795 2,7368 2,9374 3,1833 3,4601 3,7414 3,9988 4,2065 4,3386 4,3690 4,2825 4,0841 3,7965 3,4491 3,0726 2,6948 2,3386 2,0217 1,7567 1,5459 1,3776 1,2290 1,0763 0,9064 0,7187 0,5172 0,3053 0,0852 -0,1486 -0,4127 -0,7217 -1,0725 -1,4418 -1,7989 -2,1163 -2,3726 -2,5509 -2,6394 -2,6346 -2,5427 -2,3754 -2,1457 -1,8681 -1,5556 -1,2151 -0,8504 -0,4659 -0,0696 0,3235 0,6885 0,9970 1,2314 1,3942 1,5056 1,5912 1,6674 1,7326 1,7709 1,7636 1,7047 1,6088 1,5032 1,4159 1,3728 1,3955 1,4919 1,6491 1,8332 1,9960 2,0909 2,0891 1,9857 1,7949 1,5443 1,2703 1,0136 0,8147 0,7075 0,7104 0,8192 1,0077 1,2365 1,4685 1,6831 1,8763 2,0497 2,2010 2,3195 2,3844 2,3743 2,2809 2,1138 1,8990 1,6787 1,5011 1,3965 1,3600 1,3546 1,3258 1,2231 1,0284 0,7685 0,4998 0,2818 0,1573 0,1356 0,1851 0,2502 0,2777 0,2336 0,1036 -0,1106 -0,3919 -0,7119 -1,0400 -1,3535 -1,6434 -1,9149 -2,1842 -2,4741 -2,7987 -3,1524 -3,5149 -3,8606 -4,1606 -4,3859 -4,5214 -4,5786 -4,5895 -4,5839 -4,5749 -4,5593 -4,5235 -4,4496 -4,3258 -4,1540 -3,9461 -3,7194 -3,4983 -3,3152 -3,1965 -3,1402 -3,1120 -3,0606 -2,9383 -2,7186 -2,4086 -2,0440 -1,6733 -1,3433 -1,0864 -0,9073 -0,7826 -0,6756 -0,5570 -0,4165 -0,2653 -0,1328 -0,0566 -0,0683 -0,1795 -0,3723 -0,6047 -0,8288 -1,0107 -1,1415 -1,2379 -1,3390 -1,4923 -1,7308 -2,0532 -2,4276 -2,8043 -3,1282 -3,3537 -3,4627 -3,4747 -3,4410 -3,4245 -3,4722 -3,5990 -3,7899 -4,0094 -4,2091 -4,3403 -4,3730 -4,3085 -4,1759 -4,0214 -3,8912 -3,8132 -3,7884 -3,7963 -3,8080 -3,7979 -3,7499 -3,6551 -3,5085 -3,3156 -3,0972 -2,8781 -2,6752 -2,4953 -2,3384 -2,2018 -2,0842 -1,9838 -1,8927 -1,7987 -1,6923 -1,5685 -1,4240 -1,2515 -1,0370 -0,7699 -0,4594 -0,1377 0,1532 0,3719 0,4843 0,4765 0,3665 0,1991 0,0327 -0,0734 -0,0829 -0,0022 0,1265 0,2504 0,3274 0,3428 0,3171 0,2943 0,3172 0,4101 0,5778 0,8123 1,0919 1,3826 1,6484 1,8606 2,0029 2,0756 2,0985 2,1064 2,1337 2,1955 2,2818 2,3655 2,4191 2,4307 2,4119 2,3911 2,4018 2,4730 2,6164 2,8184 3,0463 3,2643 3,4481 3,5852 3,6685 3,6998 3,6996 3,7038 3,7440 3,8245 3,9137 3,9607 3,9254 3,7993 3,6080 3,3986 3,2247 3,1316 3,1420 3,2467 3,4094 3,5841 3,7331 3,8361 3,8930 3,9224 3,9547 4,0194 4,1307 4,2829 4,4544 4,6139 4,7287 4,7820 4,7850 4,7719 4,7827 4,8483 4,9845 5,1942 5,4618 5,7472 5,9907 6,1374 6,1700 6,1245 6,0709 6,0691 6,1373 6,2546 6,3809 6,4711 6,4878 6,4133 6,2491 6,0075 5,7134 5,4097 5,1409 4,9289 4,7686 4,6411 4,5267 4,4171 4,3231 4,2656 4,2604 4,3084 4,3919 4,4824 4,5570 4,6063 4,6256 4,6085 4,5554 4,4833 4,4235 4,4096 4,4660 4,6004 4,7978 5,0277 5,2624 5,4880 5,7021 5,9090 6,1200 6,3506 6,6073 6,8715 7,1018 7,2553 7,3048 7,2371 7,0484 6,7518 6,3884 6,0203 5,7022 5,4561 5,2693 5,1108 4,9471 4,7516 4,5125 4,2372 3,9473 3,6665 3,4115 3,1975 3,0471 2,9835 3,0141 3,1256 3,2967 3,5104 3,7607 4,0457 4,3549 4,6646 4,9456 5,1728 5,3297 5,4146 5,4476 5,4682 5,5215 5,6433 5,8471 6,1220 6,4394 6,7609 7,0443 7,2509 7,3509 7,3346 7,2220 7,0561 6,8842 6,7425 6,6473 6,5888 6,5326 6,4427 6,3064 6,1348 5,9428 5,7350 5,5062 5,2495 4,9611 4,6411 4,2944 3,9384 3,6117 3,3723 3,2765 3,3539 3,5907 3,9283 4,2763 4,5442 4,6798 4,6804 4,5738 4,3945 4,1767 3,9510 3,7386 3,5464 3,3743 3,2278 3,1239 3,0858 3,1316 3,2647 3,4715 3,7303 4,0228 4,3390 4,6754 5,0340 5,4207 5,8453 6,3175 6,8360 7,3765 7,8928 8,3329 8,6576 8,8488 8,9007 8,8126 8,5913 8,2552 7,8340 7,3679 6,9013 6,4732 6,1099 5,8217 5,5976 5,4041 5,1959 4,9378 4,6250 4,2913 3,9960 3,7954 3,7138 3,7318 3,7983 3,8568 3,8676 3,8118 3,6886 3,5245 3,3775 3,3113 3,3567 3,4943 3,6653 3,8007 3,8514 3,8061 3,6880 3,5367 3,3903 3,2774 3,2116 3,1896 3,1931 3,1943 3,1632 3,0789 2,9368 2,7505 2,5488 2,3626 2,2100 2,0879 1,9764 1,8505 1,6927 1,5014 1,2920 1,0835 0,8795 0,6643 0,4178 0,1227 -0,2379 -0,6759 -1,1804 -1,7117 -2,2165 -2,6549 -3,0121 -3,2922 -3,5048 -3,6614 -3,7774 -3,8682 -3,9310 -3,9328 -3,8282 -3,5937 -3,2464 -2,8386 -2,4373 -2,1048 -1,8911 -1,8253 -1,9034 -2,0871
F3    -1,0574 -1,3851 -1,6197 -1,7311 -1,7078 -1,5663 -1,3505 -1,1157 -0,9023 -0,7166 -0,5361 -0,3337 -0,0995 0,1527 0,3933 0,5927 0,7333 0,8127 0,8416 0,8429 0,8499 0,8922 0,9760 1,0733 1,1320 1,1000 0,9464 0,6716 0,3072 -0,0948 -0,4773 -0,7917 -1,0073 -1,1183 -1,1415 -1,1033 -1,0270 -0,9321 -0,8322 -0,7266 -0,5936 -0,3960 -0,0997 0,3031 0,7910 1,3244 1,8518 2,3152 2,6681 2,8918 2,9966 3,0146 2,9901 2,9594 2,9291 2,8762 2,7727 2,6091 2,4002 2,1799 1,9912 1,8723 1,8378 1,8649 1,9101 1,9464 1,9794 2,0295 2,1131 2,2397 2,4151 2,6365 2,8884 3,1465 3,3875 3,5872 3,7121 3,7227 3,5943 3,3349 2,9794 2,5722 2,1533 1,7502 1,3764 1,0396 0,7469 0,5020 0,3006 0,1361 0,0054 -0,0918 -0,1604 -0,2146 -0,2746 -0,3595 -0,4906 -0,6929 -0,9823 -1,3519 -1,7736 -2,2097 -2,6225 -2,9776 -3,2456 -3,4046 -3,4441 -3,3664 -3,1807 -2,8997 -2,5395 -2,1193 -1,6605 -1,1867 -0,7189 -0,2701 0,1473 0,5124 0,8003 0,9972 1,1090 1,1574 1,1685 1,1604 1,1359 1,0833 0,9883 0,8526 0,7020 0,5686 0,4725 0,4260 0,4443 0,5388 0,7049 0,9137 1,1161 1,2598 1,3081 1,2472 1,0821 0,8347 0,5413 0,2437 -0,0186 -0,2135 -0,3197 -0,3294 -0,2521 -0,1142 0,0537 0,2336 0,4203 0,6071 0,7773 0,9049 0,9591 0,9183 0,7825 0,5716 0,3189 0,0712 -0,1187 -0,2136 -0,2086 -0,1346 -0,0493 -0,0140 -0,0617 -0,1818 -0,3352 -0,4748 -0,5624 -0,5877 -0,5790 -0,5845 -0,6412 -0,7637 -0,9521 -1,2005 -1,4960 -1,8140 -2,1198 -2,3821 -2,5865 -2,7403 -2,8676 -2,9999 -3,1610 -3,3589 -3,5908 -3,8437 -4,0905 -4,2947 -4,4317 -4,5083 -4,5567 -4,6077 -4,6737 -4,7496 -4,8177 -4,8483 -4,8110 -4,6929 -4,5047 -4,2755 -4,0474 -3,8664 -3,7659 -3,7461 -3,7698 -3,7829 -3,7380 -3,6097 -3,4000 -3,1324 -2,8415 -2,5671 -2,3475 -2,2023 -2,1219 -2,0779 -2,0417 -1,9952 -1,9336 -1,8660 -1,8103 -1,7882 -1,8192 -1,9104 -2,0481 -2,2043 -2,3560 -2,4995 -2,6498 -2,8335 -3,0784 -3,3988 -3,7868 -4,2141 -4,6373 -5,0012 -5,2579 -5,3930 -5,4337 -5,4302 -5,4312 -5,4664 -5,5423 -5,6461 -5,7525 -5,8286 -5,8443 -5,7850 -5,6560 -5,4807 -5,2997 -5,1598 -5,0943 -5,1073 -5,1742 -5,2535 -5,3025 -5,2913 -5,2053 -5,0447 -4,8260 -4,5763 -4,3229 -4,0886 -3,8899 -3,7322 -3,6102 -3,5137 -3,4281 -3,3352 -3,2200 -3,0777 -2,9119 -2,7293 -2,5329 -2,3150 -2,0617 -1,7689 -1,4528 -1,1467 -0,8911 -0,7236 -0,6676 -0,7243 -0,8736 -1,0783 -1,2899 -1,4658 -1,5864 -1,6541 -1,6792 -1,6712 -1,6351 -1,5662 -1,4549 -1,2986 -1,1065 -0,8897 -0,6523 -0,3976 -0,1393 0,0993 0,2894 0,4060 0,4408 0,4095 0,3505 0,3132 0,3330 0,4117 0,5187 0,6125 0,6644 0,6718 0,6551 0,6475 0,6848 0,7893 0,9573 1,1633 1,3744 1,5641 1,7178 1,8324 1,9166 1,9915 2,0849 2,2156 2,3763 2,5278 2,6158 2,6024 2,4885 2,3098 2,1164 1,9573 1,8710 1,8760 1,9638 2,1009 2,2428 2,3487 2,3968 2,3936 2,3708 2,3696 2,4192 2,5252 2,6692 2,8180 2,9353 2,9953 2,9952 2,9567 2,9150 2,9043 2,9454 3,0435 3,1963 3,3923 3,5983 3,7601 3,8277 3,7932 3,7070 3,6515 3,6893 3,8310 4,0441 4,2805 4,4954 4,6546 4,7346 4,7167 4,5866 4,3527 4,0587 3,7635 3,5074 3,2993 3,1226 2,9502 2,7669 2,5846 2,4327 2,3393 2,3176 2,3574 2,4276 2,4936 2,5313 2,5264 2,4754 2,3916 2,3079 2,2660 2,2989 2,4216 2,6274 2,8891 3,1719 3,4512 3,7178 3,9709 4,2145 4,4567 4,7026 4,9448 5,1572 5,3051 5,3654 5,3341 5,2161 5,0171 4,7492 4,4414 4,1371 3,8736 3,6640 3,4987 3,3559 3,2093 3,0360 2,8244 2,5790 2,3189 2,0719 1,8657 1,7231 1,6632 1,6953 1,8089 1,9783 2,1799 2,4049 2,6602 2,9559 3,2871 3,6287 3,9470 4,2125 4,4086 4,5348 4,6089 4,6617 4,7285 4,8400 5,0137 5,2474 5,5174 5,7831 5,9954 6,1078 6,0882 5,9349 5,6832 5,3884 5,0993 4,8470 4,6443 4,4803 4,3207 4,1308 3,9035 3,6598 3,4248 3,2093 3,0110 2,8247 2,6467 2,4726 2,2981 2,1288 1,9908 1,9284 1,9853 2,1806 2,4955 2,8753 3,2450 3,5351 3,7069 3,7575 3,7041 3,5715 3,3902 3,1928 3,0014 2,8196 2,6431 2,4783 2,3498 2,2908 2,3283 2,4691 2,6976 2,9875 3,3196 3,6861 4,0826 4,5041 4,9472 5,4138 5,9109 6,4392 6,9750 7,4680 7,8638 8,1285 8,2501 8,2256 8,0581 7,7639 7,3713 6,9107 6,4135 5,9194 5,4732 5,1104 4,8408 4,6446 4,4809 4,3042 4,0822 3,8121 3,5245 3,2696 3,0923 3,0114 3,0139 3,0619 3,1094 3,1165 3,0554 2,9169 2,7241 2,5353 2,4195 2,4189 2,5271 2,6912 2,8352 2,8989 2,8682 2,7737 2,6619 2,5648 2,4938 2,4462 2,4146 2,3919 2,3706 2,3416 2,2986 2,2374 2,1532 2,0407 1,8966 1,7199 1,5170 1,3018 1,0869 0,8744 0,6615 0,4503 0,2460 0,0440 -0,1704 -0,4104 -0,6811 -0,9875 -1,3329 -1,7061 -2,0767 -2,4099 -2,6849 -2,9019 -3,0741 -3,2130 -3,3253 -3,4202 -3,5093 -3,5876 -3,6182 -3,5491 -3,3515 -3,0416 -2,6710 -2,3044 -2,0016 -1,8108 -1,7607 -1,8505 -2,0473
F7    -1,3777 -1,4937 -1,5698 -1,6123 -1,6173 -1,5768 -1,4914 -1,3722 -1,2300 -1,0662 -0,8716 -0,6377 -0,3691 -0,0879 0,1780 0,4134 0,6189 0,7965 0,9406 1,0454 1,1199 1,1856 1,2558 1,3184 1,3412 1,2898 1,1404 0,8871 0,5452 0,1507 -0,2488 -0,6061 -0,8839 -1,0632 -1,1460 -1,1437 -1,0646 -0,9225 -0,7454 -0,5579 -0,3610 -0,1314 0,1571 0,5110 0,9117 1,3247 1,7049 2,0026 2,1801 2,2293 2,1735 2,0586 1,9398 1,8613 1,8380 1,8535 1,8772 1,8803 1,8506 1,8018 1,7717 1,8002 1,8983 2,0343 2,1557 2,2276 2,2481 2,2363 2,2158 2,2124 2,2535 2,3594 2,5324 2,7566 3,0063 3,2512 3,4548 3,5775 3,5940 3,5098 3,3571 3,1739 2,9844 2,7945 2,5993 2,3990 2,2074 2,0435 1,9194 1,8377 1,7975 1,7950 1,8202 1,8554 1,8809 1,8800 1,8358 1,7288 1,5438 1,2814 0,9602 0,6086 0,2532 -0,0815 -0,3671 -0,5709 -0,6660 -0,6418 -0,5049 -0,2763 0,0111 0,3224 0,6370 0,9557 1,2907 1,6447 1,9999 2,3274 2,6058 2,8307 3,0099 3,1534 3,2666 3,3466 3,3868 3,3840 3,3445 3,2882 3,2417 3,2198 3,2189 3,2301 3,2513 3,2846 3,3310 3,3820 3,4154 3,4022 3,3196 3,1569 2,9131 2,5971 2,2307 1,8490 1,4997 1,2344 1,0894 1,0694 1,1476 1,2812 1,4331 1,5839 1,7319 1,8816 2,0283 2,1444 2,1841 2,1129 1,9324 1,6754 1,3875 1,1139 0,8897 0,7341 0,6511 0,6319 0,6485 0,6589 0,6312 0,5616 0,4670 0,3715 0,2977 0,2508 0,2093 0,1399 0,0235 -0,1375 -0,3301 -0,5406 -0,7521 -0,9403 -1,0774 -1,1461 -1,1517 -1,1214 -1,0931 -1,1003 -1,1584 -1,2646 -1,4123 -1,5986 -1,8168 -2,0512 -2,2883 -2,5300 -2,7853 -3,0488 -3,2996 -3,5189 -3,6982 -3,8310 -3,9059 -3,9105 -3,8362 -3,6896 -3,5056 -3,3413 -3,2435 -3,2160 -3,2233 -3,2251 -3,1968 -3,1296 -3,0261 -2,8969 -2,7556 -2,6184 -2,5013 -2,4155 -2,3638 -2,3445 -2,3503 -2,3629 -2,3595 -2,3298 -2,2823 -2,2367 -2,2151 -2,2327 -2,2921 -2,3845 -2,4980 -2,6259 -2,7698 -2,9399 -3,1477 -3,3944 -3,6646 -3,9307 -4,1596 -4,3150 -4,3700 -4,3284 -4,2303 -4,1308 -4,0742 -4,0803 -4,1463 -4,2528 -4,3669 -4,4457 -4,4489 -4,3551 -4,1684 -3,9181 -3,6544 -3,4320 -3,2888 -3,2349 -3,2584 -3,3368 -3,4478 -3,5715 -3,6840 -3,7590 -3,7797 -3,7446 -3,6629 -3,5500 -3,4253 -3,3094 -3,2221 -3,1758 -3,1662 -3,1721 -3,1725 -3,1594 -3,1352 -3,1067 -3,0818 -3,0624 -3,0387 -2,9966 -2,9323 -2,8579 -2,7957 -2,7700 -2,7968 -2,8732 -2,9760 -3,0716 -3,1269 -3,1221 -3,0605 -2,9632 -2,8551 -2,7553 -2,6709 -2,5954 -2,5156 -2,4276 -2,3402 -2,2604 -2,1776 -2,0710 -1,9299 -1,7626 -1,5953 -1,4604 -1,3814 -1,3592 -1,3683 -1,3694 -1,3324 -1,2548 -1,1609 -1,0861 -1,0628 -1,1090 -1,2193 -1,3605 -1,4787 -1,5237 -1,4706 -1,3210 -1,0933 -0,8146 -0,5186 -0,2387 0,0050 0,2152 0,4093 0,6015 0,7845 0,9248 0,9769 0,9119 0,7387 0,5013 0,2571 0,0564 -0,0675 -0,1039 -0,0709 -0,0093 0,0387 0,0512 0,0292 -0,0161 -0,0723 -0,1252 -0,1614 -0,1741 -0,1658 -0,1469 -0,1324 -0,1352 -0,1548 -0,1749 -0,1723 -0,1276 -0,0341 0,1008 0,2620 0,4292 0,5719 0,6487 0,6235 0,4956 0,3136 0,1493 0,0555 0,0432 0,0942 0,1891 0,3199 0,4842 0,6721 0,8559 0,9934 1,0530 1,0342 0,9584 0,8484 0,7249 0,6056 0,4963 0,3897 0,2800 0,1747 0,0925 0,0494 0,0414 0,0430 0,0271 -0,0207 -0,1057 -0,2270 -0,3724 -0,5129 -0,6101 -0,6314 -0,5582 -0,3861 -0,1275 0,1868 0,5179 0,8327 1,1122 1,3521 1,5591 1,7428 1,9100 2,0574 2,1743 2,2531 2,2918 2,2816 2,2024 2,0373 1,7901 1,4898 1,1778 0,8873 0,6330 0,4158 0,2300 0,0636 -0,0987 -0,2665 -0,4395 -0,6092 -0,7615 -0,8775 -0,9314 -0,8975 -0,7679 -0,5574 -0,2884 0,0218 0,3622 0,7192 1,0682 1,3764 1,6166 1,7733 1,8419 1,8295 1,7605 1,6741 1,6138 1,6145 1,6925 1,8440 2,0500 2,2777 2,4834 2,6214 2,6559 2,5730 2,3880 2,1354 1,8497 1,5577 1,2809 1,0318 0,8061 0,5897 0,3740 0,1583 -0,0590 -0,2813 -0,5064 -0,7189 -0,8935 -1,0070 -1,0495 -1,0217 -0,9231 -0,7488 -0,4974 -0,1817 0,1702 0,5161 0,8061 1,0001 1,0889 1,0959 1,0562 0,9978 0,9376 0,8839 0,8355 0,7814 0,7136 0,6447 0,6105 0,6495 0,7768 0,9760 1,2124 1,4557 1,6974 1,9530 2,2455 2,5881 2,9774 3,4008 3,8450 4,2932 4,7170 5,0821 5,3645 5,5581 5,6672 5,6951 5,6403 5,4971 5,2564 4,9131 4,4795 3,9908 3,4960 3,0432 2,6660 2,3752 2,1565 1,9753 1,7924 1,5854 1,3644 1,1662 1,0298 0,9711 0,9754 1,0069 1,0245 0,9915 0,8832 0,7009 0,4856 0,3075 0,2287 0,2705 0,4101 0,5917 0,7476 0,8256 0,8139 0,7431 0,6598 0,5974 0,5650 0,5545 0,5518 0,5442 0,5226 0,4812 0,4183 0,3293 0,2014 0,0191 -0,2234 -0,5168 -0,8362 -1,1463 -1,4156 -1,6325 -1,8039 -1,9400 -2,0500 -2,1488 -2,2546 -2,3772 -2,5215 -2,7042 -2,9496 -3,2642 -3,6225 -3,9788 -4,2910 -4,5383 -4,7191 -4,8402 -4,9098 -4,9403 -4,9479 -4,9369 -4,8854 -4,7621 -4,5617 -4,3159 -4,0752 -3,8867 -3,7828 -3,7819 -3,8880 -4,0834 -4,3277
