Fp1   0,0793 -0,1083 -0,2829 -0,4489 -0,6118 -0,7702 -0,9037 -0,9721 -0,9348 -0,7720 -0,4898 -0,1151 0,3145 0,7650 1,2072 1,6093 1,9395 2,1692 2,2695 2,2183 2,0174 1,7021 1,3301 0,9530 0,5970 0,2679 -0,0331 -0,3020 -0,5362 -0,7401 -0,9256 -1,1047 -1,2689 -1,3775 -1,3809 -1,2557 -1,0136 -0,6903 -0,3350 -0,0047 0,2461 0,3819 0,3991 0,3165 0,1529 -0,0833 -0,3825 -0,7191 -1,0498 -1,3231 -1,4958 -1,5487 -1,4919 -1,3524 -1,1605 -0,9495 -0,7545 -0,5953 -0,4633 -0,3343 -0,1939 -0,0501 0,0702 0,1333 0,1110 -0,0187 -0,2737 -0,6621 -1,1677 -1,7446 -2,3284 -2,8516 -3,2580 -3,5157 -3,6165 -3,5639 -3,3710 -3,0691 -2,7042 -2,3241 -1,9698 -1,6730 -1,4563 -1,3343 -1,3111 -1,3725 -1,4854 -1,6167 -1,7528 -1,8928 -2,0301 -2,1472 -2,2255 -2,2563 -2,2448 -2,2117 -2,1988 -2,2585 -2,4232 -2,6913 -3,0422 -3,4563 -3,9270 -4,4622 -5,0731 -5,7515 -6,4547 -7,1121 -7,6435 -7,9836 -8,1041 -8,0151 -7,7442 -7,3142 -6,7392 -6,0393 -5,2450 -4,3837 -3,4704 -2,5152 -1,5346 -0,5537 0,3990 1,3017 2,1513 2,9673 3,7729 4,5677 5,3210 5,9934 6,5535 6,9825 7,2886 7,5082 7,6782 7,8140 7,9148 7,9799 8,0198 8,0556 8,1057 8,1679 8,2165 8,2219 8,1671 8,0451 7,8574 7,6166 7,3471 7,0804 6,8487 6,6787 6,5892 6,5913 6,6863 6,8674 7,1231 7,4335 7,7631 8,0649 8,2983 8,4431 8,4975 8,4705 8,3759 8,2269 8,0402 7,8427 7,6648 7,5256 7,4254 7,3473 7,2650 7,1522 6,9880 6,7657 6,4997 6,2246 5,9894 5,8431 5,8118 5,8788 5,9896 6,0756 6,0830 5,9884 5,8007 5,5581 5,3131 5,1051 4,9424 4,8142 4,7068 4,6035 4,4781 4,2988 4,0435 3,7151 3,3423 2,9649 2,6171 2,3154 2,0504 1,7947 1,5326 1,2850 1,0922 0,9723 0,9057 0,8628 0,8351 0,8402 0,9066 1,0558 1,2876 1,5725 1,8624 2,1185 2,3271 2,4866 2,5929 2,6415 2,6278 2,5426 2,3791 2,1494 1,8890 1,6360 1,4093 1,2165 1,0724 0,9942 0,9849 1,0311 1,1092 1,1937 1,2696 1,3373 1,4036 1,4746 1,5580 1,6579 1,7681 1,8870 2,0319 2,2230 2,4521 2,6767 2,8431 2,9162 2,8971 2,8214 2,7361 2,6663 2,6073 2,5508 2,5094 2,5153 2,6000 2,7790 3,0493 3,3909 3,7632 4,1134 4,4022 4,6157 4,7498 4,7955 4,7486 4,6241 4,4609 4,3095 4,2096 4,1747 4,1953 4,2558 4,3482 4,4697 4,6123 4,7549 4,8622 4,8939 4,8221 4,6387 4,3509 3,9808 3,5668 3,1582 2,8061 2,5563 2,4430 2,4814 2,6601 2,9353 3,2420 3,5257 3,7658 3,9675 4,1414 4,2900 4,4072 4,4880 4,5388 4,5731 4,5954 4,5971 4,5662 4,4911 4,3604 4,1724 3,9427 3,7007 3,4822 3,3223 3,2494 3,2805 3,4119 3,6163 3,8542 4,0885 4,2881 4,4285 4,4991 4,5068 4,4701 4,4161 4,3802 4,3909 4,4485 4,5204 4,5550 4,5061 4,3599 4,1442 3,9089 3,6945 3,5201 3,3987 3,3472 3,3769 3,4800 3,6299 3,7919 3,9329 4,0262 4,0533 4,0066 3,8868 3,6986 3,4593 3,2066 2,9864 2,8356 2,7757 2,8098 2,9195 3,0730 3,2377 3,3819 3,4738 3,4948 3,4539 3,3823 3,3213 3,3112 3,3765 3,5160 3,7037 3,9007 4,0785 4,2312 4,3578 4,4364 4,4252 4,2832 3,9922 3,5716 3,0803 2,6011 2,2132 1,9666 1,8797 1,9564 2,1920 2,5640 3,0263 3,5141 3,9542 4,2812 4,4548 4,4628 4,3101 4,0155 3,6195 3,1794 2,7548 2,3932 2,1226 1,9548 1,8884 1,9034 1,9684 2,0594 2,1613 2,2548 2,3151 2,3280 2,2976 2,2393 2,1690 2,0957 2,0224 1,9576 1,9238 1,9418 2,0041 2,0710 2,0948 2,0450 1,9200 1,7445 1,5482 1,3381 1,1037 0,8551 0,6414 0,5225 0,5187 0,5970 0,7043 0,8054 0,8942 0,9835 1,0856 1,1976 1,3055 1,3990 1,4844 1,5845 1,7205 1,8908 2,0631 2,1875 2,2177 2,1305 1,9344 1,6574 1,3296 0,9792 0,6407 0,3610 0,1926 0,1730 0,3095 0,5819 0,9584 1,4038 1,8743 2,3157 2,6753 2,9177 3,0294 3,0119 2,8747 2,6289 2,2849 1,8611 1,3904 0,9115 0,4563 0,0381 -0,3593 -0,7754 -1,2402 -1,7476 -2,2621 -2,7450 -3,1722 -3,5420 -3,8755 -4,2023 -4,5431 -4,9027 -5,2713 -5,6323 -5,9694 -6,2714 -6,5289 -6,7307 -6,8642 -6,9184 -6,8873 -6,7782 -6,6186 -6,4439 -6,2705 -6,0866 -5,8710 -5,6137 -5,3080 -4,9365 -4,4813 -3,9458 -3,3651 -2,7990 -2,3096 -1,9324 -1,6602 -1,4481 -1,2300 -0,9400 -0,5396 -0,0319 0,5530 1,1770 1,7899 2,3226 2,7099 2,9290 3,0123 3,0279 3,0478 3,1215 3,2594 3,4318 3,5951 3,7262 3,8262 3,8942 3,9081 3,8405 3,6824 3,4420 3,1304 2,7596 2,3508 1,9377 1,5531 1,2111 0,9043 0,6211 0,3563 0,0994 -0,1744 -0,4952 -0,8798 -1,3158 -1,7594 -2,1469 -2,4144 -2,5224 -2,4829 -2,3569 -2,2190 -2,1299 -2,1321 -2,2453 -2,4545 -2,7200 -3,0037 -3,2829 -3,5494 -3,7979 -4,0074 -4,1441 -4,1922 -4,1692 -4,1035 -4,0121 -3,9050 -3,7921 -3,6772 -3,5495 -3,3904 -3,1917 -2,9668 -2,7469 -2,5736 -2,4904 -2,5237 -2,6692 -2,8986 -3,1730 -3,4465 -3,6672 -3,7890 -3,7906 -3,6880 -3,5282 -3,3605 -3,2074 -3,0634 -2,9159 -2,7594 -2,5927 -2,4139 -2,2288 -2,0595 -1,9332 -1,8669
Fz    1,2905 1,0263 0,7955 0,5878 0,3987 0,2315 0,0990 0,0216 0,0196 0,1013 0,2553 0,4538 0,6670 0,8766 1,0750 1,2552 1,4040 1,5016 1,5249 1,4539 1,2816 1,0265 0,7341 0,4578 0,2319 0,0651 -0,0477 -0,1156 -0,1545 -0,1919 -0,2615 -0,3910 -0,5835 -0,8099 -1,0224 -1,1773 -1,2499 -1,2411 -1,1742 -1,0822 -0,9949 -0,9304 -0,8941 -0,8803 -0,8796 -0,8865 -0,9018 -0,9306 -0,9801 -1,0549 -1,1530 -1,2669 -1,3843 -1,4853 -1,5427 -1,5335 -1,4487 -1,2930 -1,0814 -0,8386 -0,5966 -0,3913 -0,2561 -0,2134 -0,2696 -0,4193 -0,6549 -0,9719 -1,3626 -1,8069 -2,2715 -2,7141 -3,0896 -3,3580 -3,4930 -3,4867 -3,3538 -3,1319 -2,8710 -2,6181 -2,4069 -2,2569 -2,1756 -2,1603 -2,2009 -2,2805 -2,3809 -2,4925 -2,6187 -2,7679 -2,9448 -3,1508 -3,3855 -3,6429 -3,9070 -4,1534 -4,3617 -4,5275 -4,6644 -4,7991 -4,9660 -5,1971 -5,5074 -5,8860 -6,2990 -6,7035 -7,0619 -7,3472 -7,5422 -7,6400 -7,6470 -7,5761 -7,4323 -7,2044 -6,8731 -6,4276 -5,8717 -5,2181 -4,4831 -3,6842 -2,8377 -1,9567 -1,0517 -0,1325 0,7897 1,7015 2,5865 3,4223 4,1813 4,8385 5,3797 5,8088 6,1559 6,4726 6,8043 7,1674 7,5507 7,9323 8,2909 8,6082 8,8672 9,0504 9,1452 9,1580 9,1164 9,0520 8,9798 8,8938 8,7766 8,6111 8,3912 8,1279 7,8510 7,6037 7,4332 7,3798 7,4651 7,6794 7,9811 8,3119 8,6163 8,8525 8,9969 9,0475 9,0219 8,9470 8,8468 8,7346 8,6097 8,4637 8,2929 8,1081 7,9346 7,8036 7,7397 7,7522 7,8340 7,9649 8,1167 8,2612 8,3737 8,4332 8,4281 8,3626 8,2536 8,1222 7,9874 7,8654 7,7661 7,6920 7,6417 7,6178 7,6295 7,6878 7,7921 7,9199 8,0325 8,0931 8,0831 8,0075 7,8887 7,7530 7,6202 7,5017 7,4063 7,3435 7,3183 7,3203 7,3289 7,3346 7,3494 7,3977 7,5024 7,6792 7,9289 8,2294 8,5403 8,8260 9,0717 9,2749 9,4294 9,5258 9,5598 9,5350 9,4597 9,3458 9,2085 9,0569 8,8914 8,7149 8,5431 8,4009 8,3134 8,2997 8,3698 8,5213 8,7406 9,0064 9,2939 9,5809 9,8546 10,1090 10,3358 10,5236 10,6684 10,7763 10,8531 10,8948 10,8906 10,8322 10,7226 10,5778 10,4223 10,2777 10,1539 10,0520 9,9715 9,9129 9,8776 9,8694 9,8921 9,9433 10,0113 10,0827 10,1565 10,2480 10,3760 10,5445 10,7361 10,9206 11,0715 11,1746 11,2271 11,2328 11,1977 11,1277 11,0277 10,9034 10,7611 10,6060 10,4398 10,2622 10,0736 9,8800 9,6952 9,5390 9,4297 9,3802 9,3978 9,4875 9,6506 9,8775 10,1442 10,4199 10,6752 10,8873 11,0419 11,1292 11,1395 11,0672 10,9191 10,7184 10,5007 10,3009 10,1378 10,0121 9,9168 9,8468 9,8032 9,7965 9,8435 9,9591 10,1513 10,4173 10,7431 11,1072 11,4807 11,8289 12,1180 12,3218 12,4253 12,4270 12,3405 12,1876 11,9901 11,7696 11,5530 11,3674 11,2272 11,1270 11,0456 10,9587 10,8543 10,7393 10,6309 10,5429 10,4802 10,4421 10,4314 10,4573 10,5306 10,6577 10,8369 11,0556 11,2853 11,4860 11,6191 11,6544 11,5693 11,3579 11,0409 10,6659 10,2977 10,0048 9,8401 9,8250 9,9483 10,1747 10,4578 10,7531 11,0270 11,2593 11,4422 11,5772 11,6700 11,7228 11,7265 11,6617 11,5122 11,2845 11,0107 10,7284 10,4629 10,2283 10,0338 9,8854 9,7888 9,7496 9,7702 9,8437 9,9547 10,0850 10,2184 10,3429 10,4503 10,5361 10,5979 10,6292 10,6182 10,5544 10,4331 10,2539 10,0228 9,7591 9,4941 9,2602 9,0778 8,9517 8,8758 8,8427 8,8449 8,8737 8,9187 8,9712 9,0217 9,0561 9,0581 9,0196 8,9451 8,8485 8,7479 8,6601 8,5965 8,5617 8,5529 8,5596 8,5645 8,5481 8,4930 8,3853 8,2151 7,9783 7,6808 7,3428 6,9994 6,6937 6,4637 6,3278 6,2810 6,3066 6,3890 6,5154 6,6751 6,8604 7,0656 7,2827 7,4979 7,6931 7,8523 7,9626 8,0086 7,9701 7,8302 7,5888 7,2689 6,9087 6,5442 6,1960 5,8715 5,5801 5,3475 5,2117 5,2019 5,3219 5,5496 5,8485 6,1811 6,5143 6,8206 7,0767 7,2629 7,3645 7,3757 7,3025 7,1557 6,9419 6,6682 6,3503 6,0111 5,6748 5,3661 5,1052 4,8996 4,7428 4,6183 4,5034 4,3737 4,2103 4,0025 3,7446 3,4317 3,0598 2,6293 2,1515 1,6531 1,1679 0,7253 0,3423 0,0223 -0,2362 -0,4265 -0,5305 -0,5325 -0,4320 -0,2417 0,0251 0,3598 0,7532 1,1867 1,6346 2,0720 2,4793 2,8408 3,1444 3,3842 3,5647 3,7060 3,8409 4,0028 4,2132 4,4811 4,8073 5,1913 5,6355 6,1407 6,6925 7,2511 7,7654 8,2002 8,5491 8,8235 9,0396 9,2185 9,3820 9,5373 9,6717 9,7656 9,8023 9,7683 9,6589 9,4855 9,2694 9,0280 8,7691 8,4970 8,2193 7,9465 7,6831 7,4215 7,1463 6,8497 6,5409 6,2393 5,9613 5,7139 5,4993 5,3193 5,1770 5,0779 5,0298 5,0371 5,0936 5,1830 5,2871 5,3898 5,4751 5,5256 5,5242 5,4551 5,3076 5,0867 4,8189 4,5445 4,3049 4,1315 4,0353 4,0079 4,0330 4,0924 4,1644 4,2279 4,2723 4,3033 4,3427 4,4227 4,5714 4,7937 5,0598 5,3120 5,4869 5,5378 5,4448 5,2175 4,8946 4,5345 4,1967 3,9231 3,7301 3,6150 3,5700 3,5897 3,6681 3,7965 3,9659 4,1667 4,3862 4,6060 4,8032 4,9578 5,0576
F3    1,5770 1,2433 0,8939 0,5605 0,2700 0,0311 -0,1594 -0,2990 -0,3716 -0,3583 -0,2513 -0,0594 0,1984 0,5027 0,8360 1,1771 1,4984 1,7662 1,9432 1,9947 1,9004 1,6682 1,3383 0,9639 0,5831 0,2115 -0,1432 -0,4755 -0,7892 -1,0989 -1,4142 -1,7215 -1,9749 -2,1071 -2,0631 -1,8321 -1,4530 -0,9932 -0,5255 -0,1144 0,1896 0,3572 0,3864 0,2957 0,1084 -0,1581 -0,4882 -0,8572 -1,2285 -1,5583 -1,8083 -1,9589 -2,0103 -1,9670 -1,8292 -1,6047 -1,3222 -1,0259 -0,7575 -0,5470 -0,4176 -0,3906 -0,4758 -0,6572 -0,8951 -1,1473 -1,3891 -1,6192 -1,8562 -2,1281 -2,4492 -2,7986 -3,1227 -3,3630 -3,4789 -3,4507 -3,2782 -2,9874 -2,6321 -2,2846 -2,0156 -1,8767 -1,8926 -2,0607 -2,3485 -2,6963 -3,0402 -3,3425 -3,6023 -3,8345 -4,0436 -4,2178 -4,3424 -4,4135 -4,4388 -4,4304 -4,4021 -4,3652 -4,3215 -4,2695 -4,2251 -4,2252 -4,3104 -4,5052 -4,8105 -5,2051 -5,6512 -6,1022 -6,5088 -6,8298 -7,0456 -7,1573 -7,1680 -7,0659 -6,8310 -6,4507 -5,9276 -5,2770 -4,5243 -3,7000 -2,8314 -1,9367 -1,0285 -0,1196 0,7744 1,6319 2,4223 3,1105 3,6731 4,1082 4,4302 4,6621 4,8424 5,0252 5,2575 5,5536 5,8936 6,2363 6,5355 6,7541 6,8767 6,9095 6,8698 6,7785 6,6563 6,5175 6,3677 6,2062 6,0303 5,8418 5,6507 5,4756 5,3445 5,2905 5,3404 5,5067 5,7842 6,1462 6,5470 6,9367 7,2776 7,5449 7,7180 7,7806 7,7293 7,5788 7,3633 7,1297 6,9183 6,7440 6,5942 6,4478 6,2990 6,1647 6,0724 6,0445 6,0907 6,2059 6,3716 6,5614 6,7460 6,8965 6,9906 7,0195 6,9903 6,9183 6,8174 6,6977 6,5707 6,4513 6,3584 6,3141 6,3343 6,4156 6,5295 6,6312 6,6778 6,6478 6,5443 6,3832 6,1820 5,9583 5,7329 5,5340 5,3947 5,3409 5,3669 5,4243 5,4478 5,4030 5,3083 5,2145 5,1709 5,2038 5,3117 5,4732 5,6624 5,8620 6,0601 6,2373 6,3671 6,4310 6,4268 6,3588 6,2293 6,0447 5,8199 5,5748 5,3302 5,1137 4,9620 4,9062 4,9563 5,1001 5,3109 5,5553 5,8017 6,0244 6,2042 6,3312 6,4093 6,4558 6,4941 6,5480 6,6341 6,7502 6,8675 6,9415 6,9330 6,8298 6,6577 6,4715 6,3279 6,2550 6,2438 6,2720 6,3255 6,3984 6,4838 6,5717 6,6530 6,7234 6,7824 6,8334 6,8855 6,9512 7,0349 7,1244 7,2000 7,2510 7,2847 7,3186 7,3660 7,4268 7,4913 7,5485 7,5902 7,6115 7,6061 7,5600 7,4513 7,2627 6,9971 6,6823 6,3656 6,1013 5,9380 5,9098 6,0292 6,2785 6,6091 6,9518 7,2388 7,4261 7,5040 7,4900 7,4161 7,3198 7,2386 7,2011 7,2151 7,2607 7,3001 7,2954 7,2240 7,0886 6,9178 6,7528 6,6306 6,5778 6,6066 6,7110 6,8689 7,0511 7,2352 7,4155 7,5975 7,7864 7,9814 8,1693 8,3188 8,3926 8,3724 8,2684 8,1074 7,9259 7,7683 7,6729 7,6512 7,6810 7,7168 7,7115 7,6406 7,5129 7,3595 7,2086 7,0703 6,9435 6,8310 6,7446 6,6980 6,6990 6,7502 6,8536 7,0056 7,1906 7,3810 7,5372 7,6107 7,5639 7,3951 7,1426 6,8678 6,6288 6,4611 6,3750 6,3681 6,4342 6,5582 6,7088 6,8462 6,9446 7,0071 7,0620 7,1412 7,2537 7,3728 7,4434 7,4106 7,2573 7,0177 6,7510 6,5045 6,2995 6,1389 6,0166 5,9252 5,8639 5,8432 5,8767 5,9669 6,1044 6,2771 6,4745 6,6835 6,8824 7,0422 7,1363 7,1506 7,0862 6,9515 6,7498 6,4823 6,1631 5,8287 5,5302 5,3166 5,2205 5,2518 5,3941 5,6010 5,8085 5,9616 6,0337 6,0232 5,9355 5,7713 5,5325 5,2346 4,9137 4,6187 4,3945 4,2728 4,2706 4,3874 4,5987 4,8571 5,1070 5,3008 5,4032 5,3871 5,2316 4,9300 4,5075 4,0288 3,5865 3,2680 3,1196 3,1329 3,2669 3,4761 3,7200 3,9621 4,1732 4,3353 4,4405 4,4901 4,4995 4,5004 4,5281 4,5963 4,6803 4,7260 4,6798 4,5159 4,2423 3,8871 3,4841 3,0698 2,6850 2,3736 2,1757 2,1175 2,2040 2,4186 2,7301 3,1014 3,4924 3,8662 4,1988 4,4796 4,7010 4,8504 4,9133 4,8797 4,7504 4,5383 4,2627 3,9393 3,5795 3,1992 2,8187 2,4549 2,1191 1,8237 1,5831 1,4027 1,2687 1,1455 0,9787 0,7116 0,3133 -0,2009 -0,7731 -1,3253 -1,7878 -2,1219 -2,3276 -2,4362 -2,4893 -2,5156 -2,5180 -2,4837 -2,4057 -2,2920 -2,1564 -2,0068 -1,8433 -1,6594 -1,4411 -1,1707 -0,8400 -0,4610 -0,0626 0,3184 0,6469 0,9009 1,0824 1,2179 1,3505 1,5316 1,8045 2,1865 2,6691 3,2270 3,8157 4,3692 4,8199 5,1347 5,3276 5,4397 5,5154 5,5958 5,7130 5,8741 6,0611 6,2460 6,3985 6,4831 6,4662 6,3309 6,0845 5,7539 5,3767 4,9958 4,6557 4,3936 4,2222 4,1173 4,0262 3,9007 3,7266 3,5218 3,3081 3,0912 2,8646 2,6259 2,3882 2,1803 2,0386 1,9905 2,0385 2,1583 2,3115 2,4607 2,5753 2,6329 2,6196 2,5271 2,3536 2,1124 1,8337 1,5591 1,3360 1,2049 1,1836 1,2609 1,4086 1,5911 1,7682 1,9026 1,9733 1,9864 1,9767 1,9940 2,0790 2,2397 2,4438 2,6362 2,7661 2,8057 2,7511 2,6171 2,4332 2,2372 2,0623 1,9234 1,8101 1,6960 1,5627 1,4207 1,3086 1,2697 1,3325 1,5035 1,7704 2,1028 2,4571 2,7862 3,0488
F7    0,8313 0,8264 0,8335 0,7868 0,6346 0,3638 0,0125 -0,3422 -0,6189 -0,7613 -0,7486 -0,5952 -0,3405 -0,0335 0,2783 0,5534 0,7654 0,9090 0,9961 1,0422 1,0541 1,0271 0,9532 0,8289 0,6596 0,4613 0,2584 0,0729 -0,0912 -0,2486 -0,4179 -0,6079 -0,8104 -0,9983 -1,1359 -1,1943 -1,1635 -1,0543 -0,8897 -0,6943 -0,4899 -0,2948 -0,1219 0,0175 0,1065 0,1258 0,0642 -0,0726 -0,2627 -0,4745 -0,6754 -0,8370 -0,9400 -0,9787 -0,9604 -0,9023 -0,8240 -0,7361 -0,6345 -0,5084 -0,3568 -0,1970 -0,0566 0,0374 0,0607 -0,0060 -0,1715 -0,4304 -0,7619 -1,1344 -1,5117 -1,8522 -2,1120 -2,2644 -2,3128 -2,2820 -2,2045 -2,1134 -2,0382 -1,9990 -2,0024 -2,0403 -2,0989 -2,1684 -2,2386 -2,2906 -2,3033 -2,2672 -2,1900 -2,0879 -1,9763 -1,8669 -1,7694 -1,6907 -1,6292 -1,5780 -1,5401 -1,5332 -1,5783 -1,6873 -1,8628 -2,1011 -2,3963 -2,7476 -3,1589 -3,6253 -4,1195 -4,5901 -4,9734 -5,2160 -5,2972 -5,2321 -5,0529 -4,7888 -4,4610 -4,0832 -3,6592 -3,1844 -2,6596 -2,1020 -1,5374 -0,9837 -0,4443 0,0856 0,6125 1,1392 1,6578 2,1469 2,5769 2,9244 3,1822 3,3612 3,4925 3,6228 3,7921 4,0103 4,2557 4,4943 4,7003 4,8659 4,9981 5,1050 5,1842 5,2235 5,2071 5,1234 4,9723 4,7704 4,5509 4,3583 4,2351 4,2064 4,2760 4,4337 4,6607 4,9338 5,2262 5,5031 5,7280 5,8804 5,9674 6,0121 6,0338 6,0369 6,0109 5,9409 5,8235 5,6742 5,5202 5,3882 5,2962 5,2485 5,2375 5,2467 5,2482 5,2069 5,0978 4,9248 4,7226 4,5430 4,4329 4,4139 4,4712 4,5586 4,6185 4,6070 4,5133 4,3633 4,2031 4,0697 3,9744 3,9073 3,8513 3,7956 3,7430 3,7022 3,6719 3,6361 3,5745 3,4768 3,3481 3,2004 3,0408 2,8719 2,7056 2,5682 2,4831 2,4474 2,4347 2,4240 2,4174 2,4324 2,4857 2,5800 2,6968 2,8028 2,8660 2,8699 2,8141 2,7063 2,5601 2,4003 2,2563 2,1433 2,0591 2,0034 1,9899 2,0344 2,1406 2,3024 2,5101 2,7438 2,9665 3,1361 3,2252 3,2304 3,1694 3,0690 2,9536 2,8459 2,7683 2,7355 2,7487 2,8083 2,9285 3,1236 3,3805 3,6491 3,8608 3,9612 3,9332 3,8001 3,6078 3,4033 3,2229 3,0951 3,0448 3,0850 3,2065 3,3826 3,5845 3,7883 3,9695 4,1020 4,1755 4,2084 4,2366 4,2932 4,3952 4,5403 4,7122 4,8893 5,0458 5,1519 5,1851 5,1426 5,0383 4,8929 4,7262 4,5511 4,3691 4,1752 3,9685 3,7591 3,5679 3,4179 3,3214 3,2771 3,2782 3,3213 3,4071 3,5372 3,7092 3,9092 4,1063 4,2639 4,3608 4,3991 4,3937 4,3563 4,2833 4,1620 3,9882 3,7767 3,5519 3,3353 3,1404 2,9734 2,8368 2,7365 2,6833 2,6890 2,7620 2,9020 3,0997 3,3397 3,5987 3,8439 4,0395 4,1561 4,1744 4,0910 3,9255 3,7190 3,5166 3,3512 3,2427 3,2015 3,2274 3,3044 3,3991 3,4708 3,4929 3,4632 3,3947 3,3009 3,1928 3,0860 3,0007 2,9567 2,9695 3,0474 3,1883 3,3754 3,5746 3,7400 3,8269 3,8049 3,6655 3,4282 3,1397 2,8562 2,6246 2,4720 2,4012 2,3963 2,4397 2,5204 2,6242 2,7217 2,7755 2,7618 2,6845 2,5741 2,4787 2,4467 2,5031 2,6383 2,8194 3,0158 3,2141 3,4091 3,5871 3,7197 3,7713 3,7155 3,5533 3,3207 3,0747 2,8672 2,7279 2,6661 2,6827 2,7716 2,9112 3,0625 3,1816 3,2360 3,2126 3,1194 2,9766 2,8043 2,6166 2,4267 2,2484 2,0937 1,9687 1,8754 1,8182 1,8034 1,8293 1,8839 1,9531 2,0251 2,0846 2,1108 2,0856 2,0064 1,8906 1,7652 1,6487 1,5424 1,4426 1,3579 1,3057 1,2928 1,3078 1,3307 1,3433 1,3333 1,2938 1,2138 1,0728 0,8620 0,6107 0,3855 0,2564 0,2602 0,3907 0,6153 0,8940 1,1912 1,4795 1,7368 1,9414 2,0735 2,1241 2,1039 2,0440 1,9810 1,9349 1,8957 1,8330 1,7225 1,5656 1,3854 1,2048 1,0304 0,8565 0,6816 0,5233 0,4170 0,3987 0,4852 0,6735 0,9582 1,3383 1,8023 2,3081 2,7831 3,1480 3,3458 3,3591 3,2072 2,9287 2,5675 2,1704 1,7851 1,4530 1,1994 1,0271 0,9128 0,8164 0,7008 0,5491 0,3652 0,1625 -0,0451 -0,2506 -0,4607 -0,6935 -0,9663 -1,2826 -1,6280 -1,9759 -2,3016 -2,5970 -2,8720 -3,1446 -3,4238 -3,6953 -3,9242 -4,0743 -4,1280 -4,0931 -3,9918 -3,8418 -3,6513 -3,4305 -3,1959 -2,9562 -2,7015 -2,4140 -2,0921 -1,7645 -1,4724 -1,2364 -1,0387 -0,8342 -0,5747 -0,2297 0,1997 0,6788 1,1550 1,5823 1,9326 2,1914 2,3571 2,4481 2,5026 2,5595 2,6387 2,7401 2,8492 2,9412 2,9934 3,0048 2,9926 2,9723 2,9451 2,9054 2,8491 2,7747 2,6829 2,5783 2,4723 2,3809 2,3154 2,2747 2,2462 2,2150 2,1684 2,0901 1,9584 1,7577 1,4903 1,1785 0,8566 0,5625 0,3332 0,1963 0,1575 0,1991 0,2939 0,4153 0,5354 0,6283 0,6765 0,6688 0,5958 0,4541 0,2539 0,0200 -0,2136 -0,4168 -0,5756 -0,6907 -0,7669 -0,8070 -0,8142 -0,7947 -0,7526 -0,6814 -0,5623 -0,3769 -0,1256 0,1628 0,4398 0,6569 0,7810 0,7994 0,7185 0,5634 0,3756 0,2035 0,0853 0,0331 0,0258 0,0163 -0,0397 -0,1505 -0,2796 -0,3685 -0,3728 -0,2816 -0,1121 0,1039 0,3326 0,5491 0,7390
