Fp1   -0,2291 -0,2751 -0,3747 -0,5229 -0,6912 -0,8193 -0,8514 -0,7680 -0,5809 -0,3248 -0,0624 0,1312 0,2076 0,1665 0,0450 -0,1068 -0,2434 -0,3237 -0,3015 -0,1287 0,2226 0,7318 1,3228 1,8970 2,3760 2,7191 2,9060 2,9092 2,6976 2,2764 1,7086 1,0856 0,4826 -0,0583 -0,5157 -0,8668 -1,0879 -1,1816 -1,1954 -1,2019 -1,2561 -1,3678 -1,5032 -1,6038 -1,6076 -1,4716 -1,1898 -0,7973 -0,3700 -0,0070 0,2090 0,2482 0,1364 -0,0677 -0,3023 -0,5231 -0,7031 -0,8218 -0,8677 -0,8472 -0,7748 -0,6565 -0,4898 -0,2780 -0,0415 0,1788 0,3283 0,3579 0,2488 0,0240 -0,2623 -0,5422 -0,7567 -0,8817 -0,9296 -0,9198 -0,8556 -0,7315 -0,5495 -0,3279 -0,1033 0,0738 0,1601 0,1512 0,0866 0,0119 -0,0551 -0,1140 -0,1581 -0,1747 -0,1636 -0,1375 -0,1051 -0,0613 0,0068 0,1058 0,2205 0,3152 0,3468 0,2688 0,0397 -0,3528 -0,8698 -1,4121 -1,8418 -2,0549 -2,0536 -1,9409 -1,8359 -1,7953 -1,8132 -1,8658 -1,9240 -1,9370 -1,8349 -1,5617 -1,1187 -0,5927 -0,1338 0,1226 0,1337 -0,0394 -0,2881 -0,5169 -0,6675 -0,7188 -0,6776 -0,5607 -0,3846 -0,1631 0,0993 0,4011 0,7270 1,0499 1,3421 1,5746 1,7133 1,7228 1,5783 1,2790 0,8629 0,4072 0,0029 -0,2786 -0,4059 -0,3821 -0,2255 0,0402 0,3853 0,7748 1,1657 1,5066 1,7600 1,9179 1,9820 1,9540 1,8605 1,7610 1,7187 1,7719 1,9266 2,1532 2,3919 2,5769 2,6661 2,6532 2,5665 2,4594 2,3815 2,3496 2,3584 2,4107 2,5209 2,6937 2,9140 3,1606 3,4219 3,6908 3,9584 4,2188 4,4713 4,7117 4,9284 5,1080 5,2399 5,3086 5,2826 5,1248 4,8278 4,4391 4,0377 3,6862 3,4141 3,2293 3,1230 3,0653 3,0152 2,9454 2,8539 2,7506 2,6484 2,5674 2,5255 2,5116 2,4811 2,3888 2,2220 2,0008 1,7567 1,5044 1,2215 0,8640 0,4092 -0,1167 -0,6462 -1,0934 -1,3736 -1,4308 -1,2704 -0,9560 -0,5598 -0,1190 0,3613 0,8802 1,4242 1,9556 2,4039 2,6863 2,7464 2,5737 2,2069 1,7258 1,2216 0,7634 0,3923 0,1281 -0,0366 -0,1446 -0,2675 -0,4656 -0,7291 -0,9630 -1,0433 -0,8853 -0,4771 0,1152 0,7662 1,3352 1,7139 1,8500 1,7395 1,4049 0,8872 0,2498 -0,4305 -1,0810 -1,6298 -2,0063 -2,1685 -2,1313 -1,9625 -1,7548 -1,5938 -1,5272 -1,5489 -1,6255 -1,7395 -1,8973 -2,0970 -2,3050 -2,4710 -2,5558 -2,5399 -2,4157 -2,1822 -1,8579 -1,4951 -1,1692 -0,9518 -0,8843 -0,9659 -1,1707 -1,4685 -1,8184 -2,1585 -2,4218 -2,5533 -2,5097 -2,2571 -1,7854 -1,1333 -0,3893 0,3391 0,9573 1,3932 1,6020 1,5780 1,3513 0,9653 0,4603 -0,1190 -0,7175 -1,2871 -1,7939 -2,1997 -2,4622 -2,5670 -2,5333 -2,3923 -2,1878 -1,9900 -1,8773 -1,8963 -2,0494 -2,3073 -2,6249 -2,9513 -3,2270 -3,3899 -3,4060 -3,2880 -3,0698 -2,7723 -2,3919 -1,9153 -1,3544 -0,7717 -0,2679 0,0606 0,1586 0,0234 -0,2940 -0,6889 -1,0319 -1,2298 -1,2712 -1,2156 -1,1331 -1,0545 -0,9720 -0,8695 -0,7387 -0,5789 -0,3923 -0,1844 0,0277 0,2096 0,3168 0,3104 0,1709 -0,0890 -0,4280 -0,8024 -1,1811 -1,5391 -1,8495 -2,0851 -2,2304 -2,2990 -2,3278 -2,3376 -2,2989 -2,1458 -1,8256 -1,3411 -0,7562 -0,1716 0,3102 0,6137 0,7132 0,6453 0,4856 0,3019 0,1306 -0,0117 -0,1177 -0,1904 -0,2435 -0,3046 -0,4212 -0,6408 -0,9663 -1,3472 -1,7080 -1,9691 -2,0682 -1,9987 -1,8156 -1,5937 -1,3893 -1,2276 -1,1013 -0,9826 -0,8418 -0,6552 -0,4030 -0,0694 0,3520 0,8381 1,3138 1,6644 1,7932 1,6730 1,3551 0,9471 0,5793 0,3724 0,4046 0,6794 1,1168 1,5958 2,0237 2,3649 2,6168 2,7942 2,9341 3,0757 3,2207 3,3375 3,4037 3,4108 3,3293 3,1089 2,7344 2,2606 1,7823 1,3768 1,0709 0,8498 0,6916 0,5901 0,5462 0,5566 0,6179 0,7266 0,8628 0,9916 1,0923 1,1739 1,2537 1,3336 1,4006 1,4395 1,4492 1,4461 1,4418 1,4186 1,3435 1,2090 1,0457 0,9035 0,8359 0,8940 1,1130 1,4871 1,9533 2,4113 2,7671 2,9646 2,9942 2,8829 2,6705 2,3895 2,0640 1,7249 1,4171 1,1866 1,0569 1,0112 0,9964 0,9595 0,8844 0,7882 0,6943 0,6182 0,5604 0,5070 0,4424 0,3562 0,2364 0,0647 -0,1734 -0,4675 -0,7691 -1,0148 -1,1775 -1,2943 -1,4322 -1,6342 -1,9010 -2,1995 -2,4831 -2,7203 -2,9118 -3,0704 -3,1903 -3,2351 -3,1524 -2,9042 -2,4902 -1,9500 -1,3523 -0,7790 -0,3069 0,0097 0,1520 0,1414 0,0436 -0,0421 -0,0221 0,1468 0,4423 0,7933 1,1085 1,3054 1,3414 1,2345 1,0566 0,8857 0,7521 0,6369 0,5147 0,3827 0,2563 0,1530 0,0831 0,0618 0,1199 0,2826 0,5350 0,8195 1,0616 1,1992 1,2114 1,1242 0,9875 0,8642 0,8220 0,8962 1,0536 1,2070 1,2615 1,1557 0,8846 0,5122 0,1535 -0,0820 -0,1469 -0,0676 0,0844 0,2299 0,3137 0,3173 0,2430 0,0895 -0,1479 -0,4594 -0,8062 -1,1216 -1,3229 -1,3283 -1,0920 -0,6483 -0,1151 0,3532 0,6216 0,6161 0,3500 -0,0956 -0,6268 -1,1642 -1,6321 -1,9660 -2,1362 -2,1537 -2,0588 -1,9112 -1,7857 -1,7702 -1,9409 -2,3159 -2,8380 -3,3968 -3,8647 -4,1357 -4,1584 -3,9435 -3,5571 -3,1136 -2,7415 -2,5238 -2,4651 -2,5020 -2,5270 -2,4279 -2,1469 -1,7123 -1,2170 -0,7778 -0,4933
Fz    0,9430 0,7519 0,5399 0,3111 0,0870 -0,0829 -0,1458 -0,0797 0,0907 0,3038 0,4848 0,5727 0,5400 0,3979 0,1875 -0,0359 -0,2190 -0,3229 -0,3274 -0,2313 -0,0528 0,1704 0,3915 0,5741 0,7031 0,7851 0,8374 0,8660 0,8593 0,8050 0,7070 0,5804 0,4370 0,2821 0,1260 -0,0100 -0,1073 -0,1733 -0,2425 -0,3514 -0,5181 -0,7413 -1,0017 -1,2580 -1,4528 -1,5318 -1,4665 -1,2706 -0,9967 -0,7148 -0,4886 -0,3620 -0,3453 -0,4060 -0,4851 -0,5289 -0,5068 -0,4122 -0,2578 -0,0668 0,1375 0,3348 0,5015 0,6073 0,6223 0,5317 0,3509 0,1232 -0,0991 -0,2758 -0,3852 -0,4163 -0,3649 -0,2449 -0,0952 0,0337 0,1049 0,1120 0,0784 0,0444 0,0380 0,0520 0,0608 0,0657 0,1030 0,2052 0,3707 0,5680 0,7556 0,8942 0,9536 0,9257 0,8356 0,7332 0,6672 0,6543 0,6651 0,6420 0,5365 0,3235 0,0008 -0,4037 -0,8354 -1,2352 -1,5519 -1,7504 -1,8304 -1,8311 -1,8003 -1,7539 -1,6709 -1,5223 -1,2909 -0,9705 -0,5597 -0,0633 0,4984 1,0752 1,5842 1,9415 2,1112 2,1254 2,0624 2,0114 2,0477 2,2101 2,4903 2,8449 3,2200 3,5795 3,9232 4,2688 4,6186 4,9578 5,2632 5,5012 5,6345 5,6404 5,5110 5,2470 4,8689 4,4234 3,9692 3,5649 3,2661 3,1145 3,1296 3,3013 3,5799 3,8862 4,1416 4,2958 4,3485 4,3479 4,3498 4,3748 4,4062 4,4163 4,3873 4,3200 4,2362 4,1696 4,1422 4,1489 4,1636 4,1615 4,1466 4,1565 4,2263 4,3562 4,5263 4,7321 4,9934 5,3262 5,7083 6,0816 6,3864 6,5894 6,6855 6,6859 6,6075 6,4676 6,2863 6,0925 5,9222 5,7952 5,6924 5,5670 5,3857 5,1601 4,9324 4,7328 4,5612 4,4072 4,2736 4,1694 4,0934 4,0403 4,0133 4,0145 4,0302 4,0404 4,0348 4,0071 3,9427 3,8173 3,6050 3,2914 2,8869 2,4263 1,9489 1,4869 1,0676 0,7135 0,4392 0,2553 0,1753 0,2148 0,3821 0,6732 1,0719 1,5520 2,0827 2,6303 3,1419 3,5343 3,7185 3,6527 3,3738 2,9727 2,5453 2,1654 1,8830 1,7234 1,6836 1,7336 1,8211 1,8828 1,8696 1,7743 1,6439 1,5563 1,5775 1,7281 1,9795 2,2659 2,5031 2,6124 2,5515 2,3296 1,9921 1,5922 1,1763 0,7851 0,4470 0,1708 -0,0446 -0,1970 -0,2852 -0,3174 -0,3111 -0,2950 -0,3066 -0,3711 -0,4786 -0,5961 -0,7003 -0,7861 -0,8524 -0,8967 -0,9263 -0,9527 -0,9640 -0,9102 -0,7272 -0,3822 0,0931 0,6098 1,0636 1,3815 1,5461 1,5805 1,5149 1,3796 1,2178 1,0773 0,9921 0,9768 1,0315 1,1531 1,3464 1,6235 1,9804 2,3696 2,7017 2,8872 2,8830 2,7029 2,3933 2,0119 1,6183 1,2559 0,9326 0,6356 0,3686 0,1540 -0,0040 -0,1342 -0,2715 -0,4328 -0,6201 -0,8259 -1,0312 -1,2101 -1,3434 -1,4270 -1,4701 -1,4842 -1,4756 -1,4522 -1,4293 -1,4169 -1,4060 -1,3748 -1,3040 -1,1876 -1,0300 -0,8388 -0,6268 -0,4182 -0,2438 -0,1234 -0,0537 -0,0148 0,0148 0,0475 0,0858 0,1259 0,1536 0,1422 0,0697 -0,0639 -0,2366 -0,4157 -0,5678 -0,6658 -0,6914 -0,6392 -0,5226 -0,3653 -0,1779 0,0503 0,3289 0,6434 0,9577 1,2323 1,4444 1,5914 1,6730 1,6732 1,5717 1,3718 1,1108 0,8490 0,6532 0,5759 0,6351 0,8092 1,0450 1,2778 1,4548 1,5493 1,5688 1,5591 1,5851 1,6877 1,8559 2,0443 2,2128 2,3384 2,3992 2,3674 2,2240 1,9756 1,6641 1,3519 1,0879 0,8854 0,7266 0,5846 0,4490 0,3402 0,2974 0,3533 0,5203 0,7926 1,1559 1,5929 2,0786 2,5716 3,0181 3,3706 3,6042 3,7186 3,7295 3,6600 3,5450 3,4289 3,3465 3,3067 3,3006 3,3307 3,4244 3,6113 3,8945 4,2454 4,6137 4,9419 5,1879 5,3422 5,4169 5,4128 5,3136 5,1154 4,8418 4,5197 4,1610 3,7731 3,3723 2,9900 2,6714 2,4570 2,3576 2,3506 2,3958 2,4505 2,4791 2,4716 2,4520 2,4593 2,5226 2,6508 2,8294 3,0233 3,1904 3,2966 3,3250 3,2778 3,1739 3,0421 2,9208 2,8565 2,8884 3,0339 3,2854 3,6079 3,9385 4,2034 4,3464 4,3531 4,2522 4,0934 3,9221 3,7683 3,6555 3,6111 3,6495 3,7435 3,8295 3,8461 3,7672 3,6050 3,3926 3,1696 2,9734 2,8261 2,7308 2,6821 2,6659 2,6435 2,5501 2,3228 1,9416 1,4513 0,9380 0,4727 0,0755 -0,2694 -0,5878 -0,9080 -1,2499 -1,6061 -1,9459 -2,2381 -2,4672 -2,6331 -2,7375 -2,7708 -2,7154 -2,5562 -2,2868 -1,9170 -1,4813 -1,0380 -0,6567 -0,3984 -0,2891 -0,2925 -0,3183 -0,2731 -0,1101 0,1610 0,4950 0,8365 1,1371 1,3644 1,5076 1,5783 1,6012 1,5955 1,5717 1,5478 1,5602 1,6515 1,8448 2,1330 2,4936 2,9024 3,3297 3,7344 4,0714 4,3004 4,3983 4,3768 4,2782 4,1457 4,0072 3,8806 3,7731 3,6736 3,5565 3,3988 3,1916 2,9406 2,6651 2,3944 2,1542 1,9573 1,8125 1,7313 1,7164 1,7545 1,8281 1,9192 1,9950 2,0115 1,9414 1,7922 1,5985 1,4110 1,2875 1,2694 1,3561 1,5099 1,6796 1,8108 1,8535 1,7824 1,6099 1,3707 1,1011 0,8295 0,5668 0,2974 -0,0050 -0,3485 -0,7107 -1,0554 -1,3606 -1,6276 -1,8653 -2,0735 -2,2409 -2,3469 -2,3656 -2,2775 -2,0916 -1,8636 -1,6857 -1,6374 -1,7316 -1,9089 -2,0725 -2,1245 -1,9965 -1,6776 -1,2161 -0,6919 -0,1911 0,2133
F3    -0,5257 -0,4591 -0,3820 -0,3235 -0,2945 -0,2685 -0,1988 -0,0494 0,1825 0,4559 0,6891 0,7899 0,7054 0,4509 0,0981 -0,2524 -0,5035 -0,5918 -0,5014 -0,2576 0,0872 0,4655 0,8092 1,0655 1,2081 1,2433 1,2041 1,1249 1,0265 0,9238 0,8300 0,7441 0,6476 0,5254 0,3880 0,2698 0,1997 0,1632 0,1018 -0,0441 -0,2948 -0,6307 -1,0100 -1,3762 -1,6585 -1,7839 -1,7089 -1,4525 -1,0945 -0,7371 -0,4684 -0,3427 -0,3644 -0,4836 -0,6250 -0,7213 -0,7244 -0,6142 -0,4092 -0,1602 0,0785 0,2709 0,3937 0,4210 0,3300 0,1221 -0,1647 -0,4663 -0,7155 -0,8639 -0,8984 -0,8349 -0,6973 -0,5174 -0,3465 -0,2453 -0,2542 -0,3724 -0,5558 -0,7333 -0,8493 -0,9035 -0,9334 -0,9544 -0,9373 -0,8435 -0,6637 -0,4240 -0,1755 0,0217 0,1178 0,0940 -0,0220 -0,1642 -0,2645 -0,2951 -0,2842 -0,2902 -0,3610 -0,5233 -0,7860 -1,1254 -1,4847 -1,8038 -2,0359 -2,1543 -2,1742 -2,1554 -2,1618 -2,2190 -2,3177 -2,4335 -2,5225 -2,5158 -2,3438 -1,9698 -1,4050 -0,7212 -0,0547 0,4351 0,6490 0,5971 0,3784 0,1304 -0,0183 0,0044 0,1938 0,4948 0,8415 1,1902 1,5424 1,9226 2,3302 2,7323 3,0870 3,3524 3,4997 3,5303 3,4606 3,2982 3,0517 2,7454 2,4083 2,0676 1,7559 1,5088 1,3609 1,3375 1,4319 1,5942 1,7549 1,8591 1,9026 1,9444 2,0617 2,2864 2,5879 2,8974 3,1392 3,2664 3,2887 3,2570 3,2119 3,1535 3,0611 2,9309 2,7985 2,7204 2,7220 2,7767 2,8547 2,9712 3,1731 3,4857 3,8773 4,2708 4,5875 4,7783 4,8297 4,7582 4,6040 4,4185 4,2489 4,1352 4,1097 4,1784 4,3019 4,4119 4,4605 4,4509 4,4110 4,3479 4,2478 4,1118 3,9711 3,8607 3,7921 3,7573 3,7381 3,7036 3,6175 3,4679 3,2768 3,0730 2,8634 2,6313 2,3526 2,0125 1,6187 1,2012 0,7992 0,4483 0,1800 0,0180 -0,0272 0,0450 0,2364 0,5507 0,9825 1,5107 2,1008 2,7106 3,2993 3,8312 4,2644 4,5344 4,5693 4,3384 3,8858 3,3077 2,7015 2,1464 1,7116 1,4454 1,3515 1,3880 1,4923 1,6066 1,6970 1,7658 1,8566 2,0305 2,3188 2,6908 3,0665 3,3495 3,4526 3,3215 2,9640 2,4555 1,8967 1,3653 0,9054 0,5428 0,2843 0,1115 0,0018 -0,0507 -0,0467 -0,0022 0,0490 0,0624 -0,0021 -0,1511 -0,3413 -0,5067 -0,6058 -0,6445 -0,6512 -0,6438 -0,6307 -0,6152 -0,5745 -0,4509 -0,1837 0,2429 0,7732 1,2897 1,6491 1,7399 1,5392 1,1147 0,5715 0,0182 -0,4373 -0,7092 -0,7611 -0,6062 -0,2945 0,1063 0,5415 0,9921 1,4616 1,9357 2,3576 2,6500 2,7621 2,6946 2,4845 2,1743 1,8012 1,3931 0,9561 0,4846 -0,0061 -0,4788 -0,9076 -1,2842 -1,5934 -1,8145 -1,9499 -2,0258 -2,0607 -2,0535 -1,9994 -1,9084 -1,8050 -1,7091 -1,6234 -1,5497 -1,5033 -1,4979 -1,5236 -1,5488 -1,5383 -1,4749 -1,3685 -1,2466 -1,1395 -1,0741 -1,0685 -1,1204 -1,2003 -1,2707 -1,3134 -1,3315 -1,3288 -1,2975 -1,2371 -1,1778 -1,1670 -1,2306 -1,3534 -1,4956 -1,6198 -1,7024 -1,7326 -1,7113 -1,6477 -1,5461 -1,3906 -1,1561 -0,8440 -0,5009 -0,1988 0,0027 0,0870 0,0818 0,0229 -0,0841 -0,2559 -0,4966 -0,7847 -1,0822 -1,3383 -1,4958 -1,5119 -1,3835 -1,1569 -0,9110 -0,7227 -0,6362 -0,6473 -0,7011 -0,7155 -0,6357 -0,4732 -0,2867 -0,1286 -0,0159 0,0511 0,0607 -0,0125 -0,1836 -0,4339 -0,7174 -0,9929 -1,2439 -1,4784 -1,7155 -1,9576 -2,1699 -2,2928 -2,2798 -2,1174 -1,8135 -1,3772 -0,8181 -0,1621 0,5379 1,2113 1,7941 2,2459 2,5492 2,7033 2,7252 2,6587 2,5645 2,4875 2,4328 2,3785 2,3183 2,2900 2,3518 2,5372 2,8305 3,1717 3,4783 3,6872 3,7929 3,8327 3,8356 3,8053 3,7442 3,6635 3,5609 3,4090 3,1706 2,8209 2,3664 1,8548 1,3608 0,9524 0,6677 0,5139 0,4725 0,5101 0,6018 0,7448 0,9439 1,1962 1,4911 1,8114 2,1309 2,4152 2,6265 2,7327 2,7147 2,5717 2,3314 2,0610 1,8508 1,7742 1,8632 2,1120 2,4881 2,9325 3,3595 3,6772 3,8252 3,7940 3,6135 3,3310 2,9946 2,6551 2,3731 2,2011 2,1483 2,1682 2,1795 2,1084 1,9233 1,6428 1,3190 1,0107 0,7612 0,5978 0,5381 0,5768 0,6664 0,7291 0,6889 0,5029 0,1803 -0,2217 -0,6364 -1,0240 -1,3689 -1,6646 -1,9173 -2,1448 -2,3664 -2,5996 -2,8572 -3,1387 -3,4228 -3,6655 -3,8067 -3,7910 -3,5901 -3,2090 -2,6800 -2,0568 -1,4158 -0,8496 -0,4401 -0,2206 -0,1479 -0,1180 -0,0292 0,1600 0,4217 0,6871 0,8886 0,9907 0,9879 0,8822 0,6794 0,4022 0,0899 -0,2045 -0,4045 -0,4243 -0,2126 0,2163 0,7939 1,4337 2,0598 2,6130 3,0541 3,3658 3,5379 3,5557 3,4201 3,1754 2,9035 2,6913 2,5948 2,6112 2,6814 2,7305 2,7124 2,6149 2,4365 2,1827 1,8815 1,5774 1,3057 1,0893 0,9459 0,8734 0,8427 0,8257 0,8119 0,7892 0,7356 0,6338 0,4848 0,3090 0,1483 0,0632 0,1106 0,3129 0,6431 1,0337 1,3924 1,6285 1,6906 1,5862 1,3629 1,0817 0,7980 0,5375 0,2763 -0,0390 -0,4450 -0,9349 -1,4746 -2,0303 -2,5738 -3,0663 -3,4600 -3,7117 -3,7837 -3,6490 -3,3148 -2,8425 -2,3444 -1,9566 -1,7857 -1,8514 -2,0815 -2,3588 -2,5643 -2,6054 -2,4461 -2,1123 -1,6630 -1,1641 -0,6803
F7    -0,3927 -0,4681 -0,5606 -0,6935 -0,8638 -1,0299 -1,1353 -1,1292 -0,9807 -0,7031 -0,3630 -0,0498 0,1750 0,3064 0,3857 0,4667 0,5806 0,7184 0,8418 0,9222 0,9752 1,0472 1,1758 1,3704 1,6148 1,8751 2,1070 2,2575 2,2772 2,1467 1,8716 1,4598 0,9306 0,3375 -0,2366 -0,6986 -0,9755 -1,0616 -1,0350 -1,0039 -1,0313 -1,1126 -1,2066 -1,2790 -1,3244 -1,3550 -1,3678 -1,3407 -1,2688 -1,1761 -1,0862 -1,0106 -0,9566 -0,9232 -0,8932 -0,8408 -0,7491 -0,6290 -0,5248 -0,4868 -0,5285 -0,6146 -0,6966 -0,7524 -0,7950 -0,8531 -0,9477 -1,0842 -1,2573 -1,4546 -1,6523 -1,8167 -1,9258 -1,9948 -2,0670 -2,1650 -2,2527 -2,2591 -2,1450 -1,9449 -1,7455 -1,6354 -1,6579 -1,7870 -1,9468 -2,0685 -2,1317 -2,1531 -2,1449 -2,0990 -2,0146 -1,9171 -1,8340 -1,7702 -1,7098 -1,6279 -1,5094 -1,3657 -1,2313 -1,1534 -1,1775 -1,3217 -1,5677 -1,8803 -2,2240 -2,5742 -2,9308 -3,3053 -3,6739 -3,9586 -4,0869 -4,0616 -3,9407 -3,7704 -3,5676 -3,3361 -3,0686 -2,7627 -2,4566 -2,2216 -2,1068 -2,1054 -2,1732 -2,2573 -2,3081 -2,2812 -2,1428 -1,8801 -1,5255 -1,1513 -0,8197 -0,5561 -0,3672 -0,2436 -0,1594 -0,0969 -0,0638 -0,0810 -0,1629 -0,3140 -0,5305 -0,7920 -1,0555 -1,2683 -1,3935 -1,4243 -1,3779 -1,2867 -1,1919 -1,1225 -1,0746 -1,0192 -0,9176 -0,7371 -0,4850 -0,2154 0,0150 0,1812 0,2883 0,3682 0,4654 0,6031 0,7758 0,9707 1,1665 1,3194 1,3889 1,3796 1,3352 1,3000 1,3035 1,3624 1,4725 1,6073 1,7337 1,8284 1,8873 1,9323 2,0120 2,1796 2,4587 2,8317 3,2540 3,6773 4,0657 4,3907 4,6087 4,6626 4,5260 4,2404 3,8919 3,5605 3,2928 3,0888 2,9036 2,6764 2,3741 2,0218 1,6920 1,4542 1,3358 1,3304 1,4127 1,5354 1,6370 1,6681 1,6154 1,5060 1,3888 1,2992 1,2323 1,1551 1,0410 0,8836 0,6871 0,4642 0,2463 0,0782 -0,0024 0,0161 0,1143 0,2592 0,4377 0,6747 0,9981 1,3612 1,6275 1,6748 1,5083 1,2528 1,0491 0,9701 1,0051 1,0900 1,1465 1,1089 0,9456 0,6712 0,3314 -0,0136 -0,2799 -0,3711 -0,2368 0,0898 0,5281 0,9989 1,4216 1,7053 1,7937 1,7069 1,5154 1,2787 1,0140 0,7070 0,3361 -0,1000 -0,5594 -0,9728 -1,2884 -1,4937 -1,6069 -1,6654 -1,7131 -1,7762 -1,8528 -1,9328 -2,0189 -2,1187 -2,2169 -2,2714 -2,2554 -2,1763 -2,0421 -1,8394 -1,5503 -1,1712 -0,7222 -0,2629 0,1081 0,2964 0,2688 0,0542 -0,2974 -0,7331 -1,1927 -1,6181 -1,9604 -2,1824 -2,2665 -2,2107 -2,0150 -1,6776 -1,2098 -0,6564 -0,1015 0,3617 0,6727 0,8066 0,7452 0,4744 0,0173 -0,5532 -1,1487 -1,6932 -2,1184 -2,3721 -2,4455 -2,3744 -2,2134 -2,0247 -1,8838 -1,8599 -1,9721 -2,1735 -2,3793 -2,5172 -2,5614 -2,5247 -2,4344 -2,3277 -2,2426 -2,1953 -2,1708 -2,1406 -2,0893 -2,0251 -1,9735 -1,9601 -1,9875 -2,0287 -2,0517 -2,0337 -1,9506 -1,7913 -1,5882 -1,4107 -1,3133 -1,2950 -1,3107 -1,3190 -1,3137 -1,3174 -1,3534 -1,4233 -1,4992 -1,5281 -1,4612 -1,2941 -1,0816 -0,9097 -0,8409 -0,8862 -1,0258 -1,2385 -1,5036 -1,7840 -2,0180 -2,1396 -2,1145 -1,9550 -1,7147 -1,4776 -1,3254 -1,2937 -1,3580 -1,4565 -1,5204 -1,4967 -1,3644 -1,1428 -0,8873 -0,6710 -0,5521 -0,5396 -0,5925 -0,6604 -0,7252 -0,7990 -0,8950 -1,0131 -1,1449 -1,2871 -1,4542 -1,6602 -1,8805 -2,0610 -2,1708 -2,2225 -2,2399 -2,2228 -2,1477 -2,0022 -1,8060 -1,5967 -1,4057 -1,2404 -1,0812 -0,8936 -0,6520 -0,3716 -0,1144 0,0477 0,0777 -0,0058 -0,1349 -0,2210 -0,1860 0,0154 0,3756 0,8222 1,2443 1,5587 1,7508 1,8528 1,9028 1,9237 1,9184 1,8751 1,7914 1,7022 1,6626 1,6900 1,7394 1,7440 1,6686 1,5182 1,3125 1,0736 0,8315 0,6216 0,4702 0,3815 0,3311 0,2775 0,1940 0,0896 0,0024 -0,0134 0,0856 0,2930 0,5512 0,7969 0,9974 1,1434 1,2268 1,2408 1,1980 1,1409 1,1274 1,1917 1,3178 1,4556 1,5543 1,5827 1,5386 1,4520 1,3668 1,3029 1,2444 1,1663 1,0608 0,9415 0,8314 0,7404 0,6585 0,5767 0,5016 0,4463 0,4108 0,3711 0,2868 0,1186 -0,1498 -0,4913 -0,8377 -1,1116 -1,2546 -1,2390 -1,0818 -0,8512 -0,6448 -0,5390 -0,5439 -0,6127 -0,6979 -0,7977 -0,9507 -1,1837 -1,4762 -1,7739 -2,0274 -2,2207 -2,3638 -2,4672 -2,5350 -2,5755 -2,6040 -2,6337 -2,6722 -2,7218 -2,7746 -2,8052 -2,7777 -2,6663 -2,4658 -2,1785 -1,8089 -1,3706 -0,8885 -0,3937 0,0822 0,5101 0,8540 1,0608 1,0809 0,9044 0,5765 0,1924 -0,1259 -0,2817 -0,2487 -0,0710 0,1650 0,3737 0,5099 0,5789 0,6244 0,7026 0,8444 1,0321 1,2161 1,3492 1,4072 1,3885 1,2977 1,1387 0,9332 0,7284 0,5663 0,4561 0,3871 0,3514 0,3370 0,3130 0,2512 0,1628 0,0891 0,0583 0,0631 0,0758 0,0681 0,0187 -0,0910 -0,2729 -0,5137 -0,7672 -0,9844 -1,1421 -1,2265 -1,2035 -1,0320 -0,7018 -0,2534 0,2294 0,6376 0,8553 0,7941 0,4401 -0,1373 -0,8299 -1,5295 -2,1294 -2,5412 -2,7356 -2,7465 -2,6315 -2,4457 -2,2480 -2,1120 -2,1028 -2,2360 -2,4742 -2,7532 -2,9987 -3,1493 -3,1904 -3,1567 -3,1011 -3,0815 -3,1502 -3,3167 -3,5307 -3,7049 -3,7351 -3,5382 -3,1163 -2,5602 -1,9841 -1,4819 -1,1271
