Fp1   -4,8775 -5,0425 -5,0873 -5,0742 -5,0470 -5,0083 -4,9360 -4,8062 -4,5964 -4,2896 -3,8962 -3,4584 -3,0087 -2,5374 -2,0200 -1,4661 -0,9320 -0,4990 -0,2332 -0,1288 -0,0821 0,0553 0,3872 0,9234 1,6010 2,3341 3,0436 3,6652 4,1560 4,4892 4,6256 4,5117 4,1247 3,5064 2,7511 1,9800 1,3238 0,9004 0,7795 0,9429 1,2751 1,6132 1,8354 1,9212 1,9431 2,0050 2,1710 2,4298 2,7230 3,0089 3,2949 3,6009 3,9042 4,1397 4,2552 4,2440 4,1212 3,8932 3,5653 3,1680 2,7602 2,4090 2,1589 2,0060 1,8985 1,7758 1,6065 1,3864 1,1050 0,7365 0,2693 -0,2657 -0,7996 -1,2518 -1,5604 -1,6995 -1,6687 -1,4685 -1,1081 -0,6376 -0,1436 0,3004 0,6747 1,0051 1,3147 1,5795 1,7329 1,7191 1,5400 1,2602 0,9668 0,7141 0,4972 0,2741 0,0070 -0,3071 -0,6369 -0,9392 -1,1815 -1,3549 -1,4773 -1,5781 -1,6710 -1,7398 -1,7561 -1,7093 -1,6184 -1,5263 -1,4888 -1,5572 -1,7589 -2,0922 -2,5296 -3,0212 -3,5006 -3,9058 -4,2064 -4,4154 -4,5776 -4,7470 -4,9636 -5,2478 -5,6096 -6,0427 -6,5034 -6,9148 -7,2073 -7,3488 -7,3252 -7,1096 -6,6790 -6,0552 -5,3057 -4,5037 -3,6946 -2,8990 -2,1240 -1,3690 -0,6425 0,0283 0,6256 1,1684 1,6978 2,2461 2,8216 3,4155 4,0220 4,6454 5,2723 5,8422 6,2727 6,5209 6,6089 6,5958 6,5397 6,4828 6,4504 6,4405 6,4166 6,3219 6,1002 5,7122 5,1490 4,4425 3,6749 2,9797 2,4962 2,2932 2,3433 2,5590 2,8289 3,0346 3,0681 2,8616 2,4103 1,7619 0,9889 0,1825 -0,5455 -1,0855 -1,3746 -1,4199 -1,2833 -1,0407 -0,7472 -0,4273 -0,0818 0,2932 0,6758 1,0135 1,2562 1,3794 1,3710 1,2252 0,9573 0,6061 0,2181 -0,1666 -0,5222 -0,8356 -1,0935 -1,2739 -1,3616 -1,3668 -1,3190 -1,2446 -1,1595 -1,0708 -0,9682 -0,8152 -0,5717 -0,2310 0,1739 0,5995 1,0183 1,4177 1,7880 2,1270 2,4609 2,8466 3,3263 3,8683 4,3502 4,6090 4,5318 4,1150 3,4494 2,6684 1,9020 1,2442 0,7381 0,3884 0,1866 0,1255 0,1921 0,3601 0,5961 0,8618 1,0929 1,1852 1,0106 0,4626 -0,4744 -1,6740 -2,8849 -3,8235 -4,2903 -4,2449 -3,8024 -3,1646 -2,5265 -2,0059 -1,6303 -1,3866 -1,2695 -1,2815 -1,3987 -1,5394 -1,5816 -1,4335 -1,0875 -0,6207 -0,1643 0,1384 0,1796 -0,0790 -0,5909 -1,2303 -1,8253 -2,2222 -2,3460 -2,2086 -1,8727 -1,4192 -0,9321 -0,4913 -0,1647 0,0145 0,0711 0,0771 0,1053 0,1899 0,3250 0,4803 0,6218 0,7295 0,7989 0,8376 0,8674 0,9169 1,0019 1,1165 1,2439 1,3701 1,4792 1,5351 1,4854 1,2909 0,9481 0,4902 -0,0188 -0,4917 -0,8411 -1,0186 -1,0315 -0,9262 -0,7625 -0,5885 -0,4179 -0,2175 0,0721 0,4759 0,9437 1,3758 1,6782 1,7867 1,6608 1,2881 0,7017 -0,0160 -0,7456 -1,3565 -1,7517 -1,9041 -1,8451 -1,6258 -1,3090 -0,9768 -0,7010 -0,4954 -0,3183 -0,1141 0,1614 0,5447 1,0662 1,7445 2,5778 3,5224 4,4714 5,2685 5,7676 5,8983 5,6867 5,2264 4,6312 3,9982 3,3915 2,8423 2,3584 1,9313 1,5351 1,1269 0,6596 0,1084 -0,4966 -1,0593 -1,4409 -1,5240 -1,2860 -0,8054 -0,1934 0,4683 1,1234 1,7051 2,1286 2,3174 2,2405 1,9374 1,4955 0,9936 0,4776 -0,0194 -0,4692 -0,8596 -1,1805 -1,4010 -1,4870 -1,4517 -1,3803 -1,3864 -1,5280 -1,7705 -2,0271 -2,2194 -2,2982 -2,2318 -1,9992 -1,5969 -1,0516 -0,4297 0,1676 0,6409 0,9467 1,1221 1,2601 1,4483 1,7155 2,0257 2,3095 2,4989 2,5403 2,3905 2,0196 1,4366 0,7151 -0,0089 -0,5738 -0,8420 -0,7390 -0,2727 0,4578 1,2863 2,0544 2,6923 3,2296 3,7301 4,2133 4,6180 4,8216 4,6961 4,1704 3,2700 2,1074 0,8320 -0,4128 -1,5059 -2,3505 -2,8712 -3,0212 -2,8126 -2,3319 -1,7056 -1,0481 -0,4425 0,0547 0,4141 0,6362 0,7443 0,7719 0,7397 0,6357 0,4330 0,1337 -0,2153 -0,5474 -0,8007 -0,9226 -0,8674 -0,6021 -0,1266 0,5133 1,2404 1,9740 2,6417 3,1754 3,5189 3,6519 3,6023 3,4323 3,2209 3,0392 2,9155 2,8182 2,6732 2,3927 1,9046 1,1887 0,3028 -0,6365 -1,5034 -2,1903 -2,6163 -2,7404 -2,5636 -2,1199 -1,4779 -0,7455 -0,0525 0,4834 0,7845 0,8359 0,6876 0,4314 0,1693 -0,0073 -0,0354 0,1068 0,3965 0,7691 1,1314 1,3854 1,4525 1,2858 0,8695 0,2246 -0,5800 -1,4380 -2,2440 -2,9179 -3,3924 -3,6099 -3,5573 -3,2920 -2,9062 -2,4617 -1,9686 -1,4263 -0,8638 -0,3264 0,1547 0,5603 0,8658 1,0441 1,0767 0,9612 0,7199 0,3957 0,0372 -0,2992 -0,5361 -0,5770 -0,3227 0,2949 1,2647 2,4751 3,7404 4,8642 5,7250 6,3258 6,7528 7,0813 7,3233 7,4355 7,3425 6,9720 6,3028 5,3907 4,3487 3,3011 2,3439 1,5225 0,8280 0,2239 -0,3078 -0,7373 -0,9964 -1,0158 -0,7613 -0,2540 0,4253 1,1466 1,7481 2,0629 1,9713 1,4570 0,6191 -0,3653 -1,3035 -2,0484 -2,5318 -2,7520 -2,7429 -2,5604 -2,2810 -1,9843 -1,7184 -1,4657 -1,1409 -0,6416 0,0784 0,9764 1,9496 2,8822 3,6670 4,2109 4,4600 4,4287 4,1951 3,8551 3,4745 3,0713 2,6359 2,1624 1,6631 1,1759 0,7818 0,5957 0,6943 1,0390 1,4778 1,8232 1,9447 1,8300 1,5844 1,3542 1,2229 1,1692 1,1259 1,0629 1,0031
Fz    -4,9122 -5,3852 -5,7438 -5,9573 -6,0355 -6,0077 -5,8954 -5,7078 -5,4490 -5,1260 -4,7517 -4,3390 -3,8904 -3,4020 -2,8770 -2,3266 -1,7603 -1,1873 -0,6233 -0,0981 0,3412 0,6437 0,7836 0,7791 0,6952 0,6311 0,6869 0,9164 1,3050 1,7951 2,3298 2,8754 3,4137 3,9192 4,3521 4,6741 4,8678 4,9370 4,8899 4,7289 4,4627 4,1201 3,7409 3,3611 3,0172 2,7514 2,5959 2,5539 2,6006 2,7067 2,8566 3,0383 3,2194 3,3421 3,3513 3,2350 3,0374 2,8354 2,7010 2,6740 2,7514 2,8914 3,0279 3,0910 3,0310 2,8378 2,5399 2,1813 1,7977 1,4155 1,0543 0,7143 0,3689 -0,0146 -0,4381 -0,8569 -1,2022 -1,4159 -1,4676 -1,3515 -1,0869 -0,7257 -0,3540 -0,0738 0,0371 -0,0339 -0,2246 -0,4292 -0,5453 -0,5160 -0,3522 -0,1153 0,1322 0,3659 0,6010 0,8648 1,1677 1,4918 1,7948 2,0217 2,1184 2,0500 1,8201 1,4741 1,0767 0,6794 0,3011 -0,0680 -0,4539 -0,8821 -1,3613 -1,8759 -2,3978 -2,9047 -3,3868 -3,8440 -4,2801 -4,6965 -5,0851 -5,4309 -5,7215 -5,9562 -6,1437 -6,2937 -6,4114 -6,4959 -6,5372 -6,5113 -6,3793 -6,0934 -5,6151 -4,9366 -4,0883 -3,1227 -2,0911 -1,0379 -0,0102 0,9491 1,8222 2,6251 3,3938 4,1581 4,9185 5,6459 6,3124 6,9243 7,5198 8,1341 8,7676 9,3813 9,9167 10,3200 10,5565 10,6092 10,4759 10,1782 9,7669 9,3055 8,8468 8,4230 8,0492 7,7250 7,4267 7,1024 6,7057 6,2470 5,7920 5,4010 5,0803 4,7910 4,4891 4,1559 3,8073 3,4743 3,1726 2,8975 2,6403 2,3943 2,1490 1,8928 1,6250 1,3618 1,1272 0,9362 0,7839 0,6528 0,5355 0,4451 0,3996 0,4024 0,4393 0,4808 0,4907 0,4461 0,3542 0,2478 0,1617 0,1087 0,0635 -0,0248 -0,1945 -0,4406 -0,7135 -0,9363 -1,0282 -0,9366 -0,6618 -0,2563 0,2003 0,6354 1,0086 1,3192 1,5933 1,8621 2,1425 2,4343 2,7335 3,0416 3,3615 3,6837 3,9805 4,2165 4,3658 4,4228 4,4018 4,3248 4,2113 4,0738 3,9132 3,7139 3,4547 3,1270 2,7390 2,3033 1,8302 1,3270 0,8003 0,2635 -0,2538 -0,7095 -1,0630 -1,2872 -1,3777 -1,3628 -1,2994 -1,2484 -1,2439 -1,2887 -1,3711 -1,4756 -1,5770 -1,6388 -1,6236 -1,5097 -1,3018 -1,0268 -0,7265 -0,4476 -0,2318 -0,1073 -0,0809 -0,1342 -0,2352 -0,3550 -0,4766 -0,5967 -0,7216 -0,8616 -1,0270 -1,2177 -1,4051 -1,5301 -1,5334 -1,3953 -1,1437 -0,8273 -0,4840 -0,1278 0,2401 0,6097 0,9560 1,2584 1,5186 1,7488 1,9455 2,0827 2,1331 2,0943 1,9933 1,8659 1,7370 1,6166 1,5058 1,4038 1,3105 1,2238 1,1405 1,0642 1,0134 1,0202 1,1107 1,2860 1,5200 1,7679 1,9765 2,0905 2,0630 1,8740 1,5357 1,0739 0,5099 -0,1372 -0,8365 -1,5389 -2,1847 -2,7193 -3,1056 -3,3287 -3,3902 -3,2943 -3,0365 -2,6049 -2,0010 -1,2581 -0,4392 0,3791 1,1253 1,7463 2,2131 2,5244 2,7069 2,8041 2,8545 2,8799 2,8968 2,9405 3,0714 3,3530 3,8204 4,4583 5,1967 5,9341 6,5786 7,0714 7,3850 7,5089 7,4371 7,1618 6,6800 6,0101 5,2074 4,3660 3,5928 2,9711 2,5368 2,2810 2,1731 2,1834 2,2924 2,4868 2,7452 3,0260 3,2640 3,3825 3,3243 3,0755 2,6586 2,1112 1,4775 0,8018 0,1269 -0,4987 -1,0201 -1,3975 -1,6227 -1,7061 -1,6502 -1,4491 -1,1093 -0,6588 -0,1319 0,4439 1,0400 1,6062 2,0683 2,3580 2,4538 2,3950 2,2659 2,1624 2,1561 2,2692 2,4765 2,7309 2,9933 3,2441 3,4786 3,7035 3,9376 4,2077 4,5351 4,9159 5,3121 5,6585 5,8870 5,9603 5,8920 5,7329 5,5308 5,3017 5,0312 4,7018 4,3197 3,9144 3,5203 3,1561 2,8158 2,4777 2,1220 1,7437 1,3580 0,9906 0,6536 0,3304 -0,0113 -0,3881 -0,7788 -1,1277 -1,3659 -1,4431 -1,3534 -1,1349 -0,8400 -0,5076 -0,1546 0,2240 0,6496 1,1409 1,6885 2,2486 2,7631 3,1870 3,5001 3,6955 3,7684 3,7271 3,6021 3,4352 3,2641 3,1171 3,0093 2,9402 2,8983 2,8689 2,8398 2,8037 2,7652 2,7464 2,7784 2,8878 3,0821 3,3364 3,5929 3,7809 3,8436 3,7549 3,5240 3,1835 2,7667 2,2956 1,7936 1,2968 0,8437 0,4582 0,1453 -0,1021 -0,2908 -0,4108 -0,4266 -0,2872 0,0405 0,5292 1,0792 1,5516 1,8250 1,8433 1,6346 1,2863 0,8959 0,5390 0,2668 0,1081 0,0693 0,1354 0,2755 0,4590 0,6759 0,9362 1,2481 1,6059 1,9966 2,4039 2,7996 3,1402 3,3790 3,4832 3,4395 3,2497 2,9311 2,5202 2,0648 1,6090 1,1891 0,8468 0,6417 0,6439 0,9096 1,4584 2,2632 3,2457 4,2814 5,2290 5,9762 6,4628 6,6798 6,6612 6,4687 6,1668 5,8075 5,4288 5,0555 4,6978 4,3477 3,9868 3,6042 3,2042 2,7974 2,3977 2,0218 1,6824 1,3845 1,1358 0,9518 0,8363 0,7570 0,6497 0,4584 0,1744 -0,1655 -0,5083 -0,8062 -1,0198 -1,1227 -1,1094 -0,9973 -0,8180 -0,6146 -0,4456 -0,3747 -0,4392 -0,6200 -0,8473 -1,0437 -1,1701 -1,2343 -1,2656 -1,2903 -1,3189 -1,3288 -1,2563 -1,0243 -0,5848 0,0574 0,8449 1,6801 2,4452 3,0321 3,3720 3,4469 3,2811 2,9208 2,4140 1,8060 1,1403 0,4571 -0,2049 -0,8032 -1,2909 -1,6249 -1,7826 -1,7770 -1,6564 -1,4854 -1,3193 -1,1856 -1,0860 -1,0088 -0,9345 -0,8450 -0,7388
F3    -4,0210 -4,3819 -4,6465 -4,7855 -4,7975 -4,6984 -4,5127 -4,2712 -4,0026 -3,7246 -3,4408 -3,1426 -2,8146 -2,4455 -2,0369 -1,5948 -1,1218 -0,6238 -0,1204 0,3476 0,7142 0,9073 0,8881 0,6771 0,3574 0,0587 -0,0861 -0,0009 0,3043 0,7625 1,3053 1,8927 2,5039 3,1099 3,6598 4,0928 4,3585 4,4297 4,3067 4,0192 3,6244 3,1905 2,7698 2,3901 2,0696 1,8280 1,6798 1,6268 1,6554 1,7400 1,8561 1,9871 2,1164 2,2179 2,2638 2,2490 2,2082 2,2046 2,2950 2,4956 2,7686 3,0368 3,2166 3,2518 3,1304 2,8793 2,5446 2,1668 1,7722 1,3810 1,0080 0,6484 0,2734 -0,1473 -0,6093 -1,0621 -1,4327 -1,6574 -1,6967 -1,5371 -1,2007 -0,7567 -0,3150 0,0037 0,1146 0,0077 -0,2485 -0,5410 -0,7598 -0,8375 -0,7665 -0,5785 -0,3058 0,0384 0,4528 0,9332 1,4570 1,9743 2,4093 2,6796 2,7230 2,5199 2,1034 1,5490 0,9454 0,3610 -0,1758 -0,6742 -1,1634 -1,6728 -2,2082 -2,7394 -3,2169 -3,6054 -3,9014 -4,1277 -4,3171 -4,4980 -4,6866 -4,8882 -5,0992 -5,3065 -5,4897 -5,6308 -5,7254 -5,7829 -5,8132 -5,8148 -5,7681 -5,6411 -5,4016 -5,0293 -4,5242 -3,9046 -3,1924 -2,4101 -1,5923 -0,7824 -0,0059 0,7474 1,5115 2,3137 3,1467 3,9676 4,7326 5,4335 6,0988 6,7606 7,4237 8,0634 8,6436 9,1313 9,4928 9,6854 9,6661 9,4246 9,0027 8,4729 7,9064 7,3588 6,8745 6,4858 6,1936 5,9535 5,7080 5,4464 5,2111 5,0395 4,9146 4,7713 4,5419 4,2004 3,7777 3,3362 2,9293 2,5878 2,3264 2,1350 1,9705 1,7763 1,5144 1,1844 0,8228 0,4819 0,1974 -0,0214 -0,1716 -0,2394 -0,2123 -0,0960 0,0854 0,2994 0,5155 0,7147 0,8941 1,0623 1,2290 1,3885 1,5043 1,5194 1,3913 1,1221 0,7655 0,4121 0,1565 0,0579 0,1177 0,2906 0,5116 0,7212 0,8888 1,0241 1,1658 1,3549 1,6097 1,9248 2,2866 2,6864 3,1144 3,5421 3,9199 4,2007 4,3636 4,4179 4,3923 4,3199 4,2290 4,1362 4,0379 3,9038 3,6909 3,3682 2,9240 2,3590 1,6823 0,9088 0,0599 -0,8238 -1,6703 -2,3868 -2,8853 -3,1069 -3,0441 -2,7577 -2,3645 -1,9911 -1,7233 -1,5890 -1,5761 -1,6491 -1,7543 -1,8302 -1,8272 -1,7232 -1,5228 -1,2483 -0,9350 -0,6325 -0,3973 -0,2745 -0,2751 -0,3715 -0,5129 -0,6457 -0,7310 -0,7566 -0,7370 -0,7042 -0,6982 -0,7498 -0,8554 -0,9692 -1,0317 -1,0103 -0,9120 -0,7625 -0,5791 -0,3614 -0,1025 0,1957 0,5213 0,8676 1,2375 1,6228 1,9760 2,2179 2,2813 2,1585 1,9040 1,5917 1,2746 0,9781 0,7114 0,4777 0,2824 0,1369 0,0569 0,0573 0,1502 0,3399 0,6109 0,9260 1,2416 1,5209 1,7333 1,8474 1,8319 1,6718 1,3747 0,9523 0,4045 -0,2654 -1,0214 -1,7934 -2,5006 -3,0765 -3,4754 -3,6690 -3,6412 -3,3865 -2,9064 -2,2160 -1,3610 -0,4237 0,4946 1,3002 1,9274 2,3456 2,5549 2,5764 2,4471 2,2130 1,9151 1,5817 1,2427 0,9493 0,7746 0,7958 1,0702 1,6095 2,3642 3,2356 4,1122 4,8991 5,5255 5,9372 6,0888 5,9482 5,5142 4,8313 3,9928 3,1275 2,3661 1,8013 1,4677 1,3470 1,3871 1,5276 1,7248 1,9617 2,2299 2,5024 2,7229 2,8212 2,7474 2,4932 2,0813 1,5438 0,9159 0,2352 -0,4550 -1,0988 -1,6359 -2,0303 -2,2854 -2,4189 -2,4277 -2,2855 -1,9721 -1,4950 -0,8843 -0,1774 0,5823 1,3260 1,9488 2,3368 2,4250 2,2360 1,8725 1,4767 1,1720 1,0145 0,9815 1,0078 1,0388 1,0561 1,0718 1,1146 1,2229 1,4386 1,7923 2,2821 2,8662 3,4736 4,0220 4,4417 4,7004 4,8019 4,7600 4,5777 4,2541 3,8096 3,2983 2,7860 2,3148 1,8896 1,4913 1,1041 0,7339 0,4013 0,1255 -0,0863 -0,2479 -0,3964 -0,5768 -0,8161 -1,1061 -1,4078 -1,6716 -1,8566 -1,9477 -1,9555 -1,8955 -1,7689 -1,5636 -1,2599 -0,8354 -0,2839 0,3642 1,0454 1,6916 2,2548 2,7065 3,0180 3,1618 3,1399 2,9937 2,7784 2,5346 2,2834 2,0333 1,7878 1,5537 1,3431 1,1688 1,0413 0,9739 0,9907 1,1195 1,3678 1,7061 2,0762 2,4166 2,6846 2,8646 2,9643 3,0053 3,0042 2,9541 2,8237 2,5794 2,2091 1,7265 1,1614 0,5507 -0,0652 -0,6346 -1,0857 -1,3309 -1,2936 -0,9483 -0,3605 0,3153 0,8902 1,2156 1,2343 0,9843 0,5623 0,0740 -0,3923 -0,7679 -1,0067 -1,0939 -1,0406 -0,8715 -0,6130 -0,2801 0,1260 0,5975 1,0974 1,5676 1,9564 2,2315 2,3712 2,3596 2,1980 1,9087 1,5219 1,0701 0,5952 0,1465 -0,2375 -0,5349 -0,7199 -0,7395 -0,5224 -0,0083 0,8258 1,9479 3,2597 4,6008 5,7817 6,6370 7,0675 7,0568 6,6674 6,0178 5,2421 4,4557 3,7452 3,1707 2,7612 2,5043 2,3528 2,2523 2,1616 2,0544 1,9213 1,7707 1,6179 1,4761 1,3604 1,2864 1,2453 1,1801 0,9972 0,6174 0,0264 -0,7146 -1,4951 -2,1892 -2,6822 -2,8970 -2,8155 -2,4776 -1,9588 -1,3515 -0,7598 -0,2870 -0,0022 0,0868 0,0253 -0,1263 -0,3318 -0,5884 -0,9064 -1,2897 -1,7229 -2,1502 -2,4693 -2,5656 -2,3605 -1,8402 -1,0617 -0,1393 0,7818 1,5600 2,0916 2,3352 2,3177 2,1139 1,8111 1,4788 1,1492 0,8158 0,4549 0,0556 -0,3593 -0,7304 -0,9881 -1,0953 -1,0700 -0,9711 -0,8612 -0,7782 -0,7327 -0,7186 -0,7231 -0,7374 -0,7645
F7    -3,4599 -3,6276 -3,7092 -3,7353 -3,7275 -3,6825 -3,5719 -3,3642 -3,0600 -2,7067 -2,3646 -2,0472 -1,6963 -1,2196 -0,5652 0,2235 1,0045 1,5947 1,8548 1,7511 1,3689 0,8789 0,4643 0,2389 0,2256 0,4069 0,7639 1,2595 1,8210 2,3590 2,7905 3,0527 3,1221 3,0193 2,7877 2,4694 2,0958 1,6922 1,2956 0,9615 0,7297 0,5742 0,4095 0,1680 -0,1204 -0,3276 -0,3097 0,0039 0,5822 1,3256 2,1210 2,8721 3,4885 3,8828 4,0116 3,9127 3,6897 3,4523 3,2568 3,0869 2,8901 2,6345 2,3300 2,0142 1,7313 1,5271 1,4420 1,4829 1,5978 1,6830 1,6189 1,3267 0,8157 0,1794 -0,4613 -1,0191 -1,4480 -1,7063 -1,7443 -1,5396 -1,1288 -0,5958 -0,0316 0,4924 0,9231 1,2278 1,4129 1,5231 1,6121 1,7091 1,8053 1,8661 1,8530 1,7347 1,4938 1,1421 0,7268 0,3199 -0,0103 -0,2302 -0,3486 -0,3967 -0,4071 -0,4127 -0,4480 -0,5371 -0,6741 -0,8176 -0,9134 -0,9346 -0,9039 -0,8788 -0,9153 -1,0406 -1,2522 -1,5435 -1,9239 -2,4059 -2,9721 -3,5599 -4,0742 -4,4206 -4,5489 -4,4820 -4,3115 -4,1649 -4,1566 -4,3422 -4,6977 -5,1190 -5,4392 -5,4775 -5,1239 -4,4028 -3,4499 -2,4243 -1,4395 -0,5452 0,2566 0,9781 1,6133 2,1274 2,4814 2,6776 2,7782 2,8686 3,0100 3,2307 3,5373 3,9233 4,3837 4,9218 5,5202 6,0996 6,5328 6,7233 6,6582 6,3911 5,9970 5,5498 5,1139 4,7282 4,3831 4,0233 3,6026 3,1490 2,7566 2,5059 2,4219 2,5020 2,7345 3,0782 3,4479 3,7348 3,8377 3,6834 3,2422 2,5376 1,6532 0,7250 -0,0913 -0,6675 -0,9431 -0,9418 -0,7505 -0,4659 -0,1395 0,2429 0,7269 1,3320 2,0169 2,6750 3,1577 3,3390 3,1942 2,8223 2,3827 2,0005 1,7233 1,5447 1,4427 1,3975 1,3840 1,3656 1,3147 1,2364 1,1632 1,1293 1,1507 1,2212 1,3264 1,4696 1,6936 2,0604 2,5915 3,2261 3,8450 4,3469 4,7153 5,0018 5,2503 5,4584 5,5908 5,6015 5,4617 5,1809 4,7928 4,3220 3,7725 3,1481 2,4782 1,8153 1,2082 0,6867 0,2668 -0,0517 -0,2983 -0,5165 -0,7235 -0,8966 -1,0105 -1,0797 -1,1574 -1,2920 -1,4881 -1,7161 -1,9465 -2,1614 -2,3409 -2,4444 -2,4097 -2,1857 -1,7801 -1,2664 -0,7320 -0,2273 0,2313 0,6321 0,9503 1,1455 1,1799 1,0365 0,7195 0,2581 -0,2822 -0,8108 -1,2355 -1,4811 -1,5149 -1,3557 -1,0446 -0,6159 -0,1104 0,3949 0,8014 1,0359 1,0762 0,9445 0,7001 0,4276 0,2066 0,0850 0,0714 0,1293 0,1832 0,1584 0,0326 -0,1442 -0,2822 -0,3061 -0,1832 0,0765 0,4305 0,8262 1,2225 1,5847 1,8690 2,0224 1,9971 1,7698 1,3637 0,8537 0,3301 -0,1548 -0,5987 -1,0221 -1,4390 -1,8256 -2,1000 -2,1490 -1,9025 -1,3905 -0,7239 -0,0169 0,6623 1,2630 1,7090 1,9136 1,8273 1,4640 0,9018 0,2713 -0,2816 -0,6490 -0,7952 -0,7538 -0,6006 -0,4197 -0,2773 -0,2102 -0,2223 -0,2853 -0,3464 -0,3493 -0,2524 -0,0320 0,3227 0,8017 1,3547 1,8851 2,2824 2,4788 2,4852 2,3819 2,2727 2,2277 2,2464 2,2732 2,2553 2,1772 2,0378 1,8152 1,4707 0,9851 0,3894 -0,2424 -0,8160 -1,2331 -1,4063 -1,2847 -0,8809 -0,2774 0,4001 1,0200 1,4712 1,6761 1,6051 1,2934 0,8371 0,3630 0,0036 -0,1228 0,0259 0,3549 0,6728 0,8100 0,6939 0,3368 -0,2032 -0,8425 -1,4763 -1,9915 -2,2947 -2,3435 -2,1609 -1,8149 -1,3761 -0,8894 -0,3745 0,1461 0,6147 0,9522 1,1159 1,1322 1,0719 1,0062 0,9772 0,9819 0,9837 0,9533 0,8931 0,8159 0,7198 0,5890 0,4044 0,1524 -0,1604 -0,4878 -0,7315 -0,7651 -0,5100 0,0007 0,6599 1,3812 2,1332 2,8851 3,5560 4,0333 4,2362 4,1564 3,8575 3,4463 3,0227 2,6282 2,2407 1,8205 1,3605 0,9031 0,5220 0,2779 0,1774 0,1676 0,1734 0,1447 0,0833 0,0415 0,0909 0,2615 0,4938 0,6534 0,6054 0,2912 -0,2428 -0,8634 -1,3881 -1,6361 -1,4977 -0,9834 -0,2136 0,6250 1,3360 1,7880 1,9684 1,9710 1,9411 2,0113 2,2484 2,6289 3,0600 3,4301 3,6564 3,7087 3,6082 3,3968 3,0979 2,7091 2,2321 1,6886 1,0943 0,4507 -0,1995 -0,7298 -0,9904 -0,9147 -0,5642 -0,0947 0,3173 0,5566 0,6221 0,6180 0,6909 0,9482 1,4038 1,9805 2,5608 3,0519 3,4257 3,7037 3,9025 3,9926 3,9022 3,5529 2,9063 1,9970 0,9256 -0,1818 -1,2137 -2,0969 -2,7933 -3,2720 -3,4872 -3,3928 -2,9857 -2,3383 -1,5820 -0,8509 -0,2333 0,2383 0,5770 0,8210 1,0023 1,1274 1,1848 1,1647 1,0777 0,9617 0,8578 0,7788 0,7180 0,6793 0,6913 0,8073 1,0921 1,5777 2,2273 2,9547 3,6807 4,3717 5,0415 5,7180 6,4035 7,0620 7,6278 8,0216 8,1706 8,0187 7,5330 6,7248 5,6692 4,4907 3,3279 2,3106 1,5434 1,0752 0,8735 0,8433 0,8948 1,0008 1,1839 1,4623 1,8111 2,1585 2,4044 2,4560 2,2659 1,8489 1,2681 0,6076 -0,0573 -0,6749 -1,2062 -1,6121 -1,8670 -1,9686 -1,9101 -1,6623 -1,2106 -0,5897 0,1447 0,9578 1,8302 2,7310 3,6062 4,3837 4,9978 5,4224 5,6774 5,7921 5,7645 5,5719 5,2106 4,7126 4,1347 3,5510 3,0501 2,7184 2,6143 2,7565 3,1290 3,6758 4,3012 4,9031 5,4118 5,7824 5,9639 5,8988 5,5576 4,9715 4,2336 3,4676
