Fp1   -0,5927 -0,4665 -0,2472 0,0862 0,4015 0,4760 0,1671 -0,4797 -1,2956 -2,1310 -2,9250 -3,6616 -4,3097 -4,8099 -5,0672 -4,9416 -4,3121 -3,1883 -1,7346 -0,1793 1,2776 2,4797 3,3057 3,6995 3,6985 3,4001 2,9056 2,3322 1,8526 1,6366 1,7274 1,9986 2,2161 2,1649 1,7977 1,2640 0,7646 0,4042 0,1814 0,0624 0,0513 0,1988 0,5162 0,8762 1,0527 0,8815 0,3501 -0,4343 -1,3130 -2,1379 -2,8057 -3,2476 -3,4221 -3,3417 -3,0815 -2,7335 -2,3443 -1,9074 -1,4253 -0,9499 -0,5305 -0,1412 0,2869 0,7456 1,1035 1,2069 1,0066 0,5796 0,0675 -0,3956 -0,7371 -0,9557 -1,0698 -1,0721 -0,9674 -0,8284 -0,7639 -0,8303 -1,0066 -1,2494 -1,5295 -1,7963 -1,9387 -1,8344 -1,4581 -0,9168 -0,3718 0,0604 0,3327 0,4329 0,3589 0,1331 -0,1809 -0,5135 -0,8495 -1,2223 -1,6307 -1,9851 -2,1590 -2,0858 -1,7800 -1,2710 -0,5537 0,3760 1,4544 2,5496 3,5507 4,4282 5,1905 5,8101 6,2135 6,3084 6,0055 5,2674 4,1769 2,9360 1,7933 0,9607 0,5606 0,6173 1,0758 1,8188 2,6653 3,3601 3,6143 3,2290 2,2086 0,7481 -0,8891 -2,4840 -3,8738 -4,8975 -5,3910 -5,2588 -4,5412 -3,4005 -2,0468 -0,6630 0,6328 1,7942 2,8347 3,7938 4,6901 5,4960 6,1536 6,6237 6,9381 7,1987 7,5219 8,0011 8,6942 9,5865 10,5501 11,3600 11,7837 11,6977 11,1447 10,2870 9,3146 8,3981 7,6696 7,1739 6,8358 6,5215 6,1492 5,7342 5,3259 4,9280 4,5160 4,1162 3,8271 3,7558 3,9394 4,2957 4,6339 4,7579 4,5949 4,2242 3,8101 3,5360 3,5431 3,8432 4,2909 4,6808 4,8793 4,8690 4,6860 4,3332 3,7795 3,0494 2,2811 1,6768 1,3778 1,3702 1,4948 1,5321 1,3175 0,8628 0,3880 0,1900 0,4560 1,1765 2,1655 3,1295 3,7684 3,8811 3,4433 2,6255 1,7091 0,9386 0,4379 0,2243 0,2433 0,3921 0,5591 0,6655 0,6775 0,6118 0,5514 0,6127 0,8348 1,1290 1,3881 1,6018 1,8348 2,1374 2,4993 2,8607 3,1400 3,2492 3,1115 2,7184 2,1707 1,6337 1,2587 1,1386 1,2932 1,6726 2,1824 2,7117 3,1536 3,4165 3,4193 3,1004 2,4872 1,7347 1,0481 0,5890 0,4614 0,7209 1,3487 2,2305 3,1846 4,0097 4,5358 4,6976 4,5712 4,3019 3,9970 3,6862 3,3549 3,0015 2,6536 2,3404 2,0821 1,8924 1,7738 1,7285 1,7772 1,9341 2,1505 2,3204 2,3893 2,4358 2,5892 2,8718 3,1683 3,3571 3,4472 3,5693 3,8538 4,3326 4,9321 5,5198 5,9461 6,0857 5,8896 5,3988 4,7209 4,0043 3,3913 2,9522 2,6750 2,5191 2,4443 2,3993 2,3269 2,1972 2,0284 1,8739 1,7857 1,7712 1,7868 1,7855 1,7513 1,6720 1,5164 1,2646 0,9249 0,5138 0,0559 -0,3884 -0,7483 -1,0134 -1,2347 -1,4468 -1,6345 -1,7686 -1,8264 -1,7747 -1,5614 -1,1440 -0,5406 0,1404 0,7217 1,0283 0,9765 0,6208 0,1139 -0,3779 -0,7143 -0,7911 -0,5794 -0,1554 0,3327 0,7170 0,8357 0,5736 -0,0462 -0,8116 -1,4248 -1,6852 -1,5794 -1,2270 -0,7576 -0,2259 0,3669 0,9845 1,5003 1,7378 1,5876 1,0864 0,3728 -0,3891 -1,0337 -1,4321 -1,5630 -1,5229 -1,4412 -1,3819 -1,3063 -1,1098 -0,7084 -0,1187 0,5409 1,1222 1,5098 1,6327 1,4735 1,1018 0,6701 0,3370 0,1682 0,1102 0,0640 -0,0150 -0,0744 -0,0002 0,2955 0,7942 1,3377 1,6711 1,5828 1,0353 0,1484 -0,9118 -1,9949 -2,9672 -3,7028 -4,1020 -4,1400 -3,8915 -3,4970 -3,1001 -2,7862 -2,5381 -2,2630 -1,8903 -1,4376 -0,9790 -0,5551 -0,1083 0,4646 1,1865 1,9606 2,6512 3,1519 3,3752 3,2405 2,7090 1,8361 0,7965 -0,1788 -0,9260 -1,4108 -1,6848 -1,8165 -1,8618 -1,8798 -1,9508 -2,1507 -2,4961 -2,9218 -3,3150 -3,5551 -3,5422 -3,2512 -2,7749 -2,2652 -1,8172 -1,4318 -1,0665 -0,6838 -0,2780 0,1013 0,3665 0,4615 0,3884 0,1396 -0,3346 -1,0374 -1,8521 -2,6132 -3,2350 -3,7322 -4,1230 -4,3524 -4,3206 -3,9568 -3,2678 -2,3593 -1,4107 -0,5852 0,0464 0,4737 0,6671 0,5846 0,2473 -0,2381 -0,7350 -1,1398 -1,3922 -1,4609 -1,3444 -1,0598 -0,6281 -0,0875 0,4909 1,0237 1,4411 1,6896 1,7412 1,6138 1,3699 1,0879 0,8160 0,5374 0,2027 -0,1846 -0,5280 -0,6955 -0,6151 -0,3225 0,0662 0,4100 0,5829 0,4890 0,0595 -0,7370 -1,8514 -3,1169 -4,2750 -5,0732 -5,3836 -5,2538 -4,8517 -4,3761 -4,0087 -3,9003 -4,1348 -4,6656 -5,3263 -5,9559 -6,4969 -6,9360 -7,1795 -7,0600 -6,4807 -5,5048 -4,3016 -3,0645 -1,9793 -1,1914 -0,7536 -0,6183 -0,6707 -0,7520 -0,7056 -0,4529 -0,0095 0,5626 1,1832 1,7686 2,2589 2,6224 2,8432 2,9169 2,8467 2,6491 2,3791 2,1387 2,0424 2,1527 2,4391 2,8160 3,2207 3,6430 4,0859 4,5175 4,8680 5,0579 5,0312 4,7999 4,4657 4,1703 4,0090 3,9853 4,0378 4,0925 4,0658 3,8269 3,2412 2,3081 1,2178 0,2383 -0,4563 -0,8729 -1,1509 -1,4338 -1,7819 -2,1842 -2,6042 -2,9782 -3,1958 -3,1386 -2,7654 -2,1644 -1,5294 -1,0885 -1,0399 -1,4937 -2,3934 -3,4940 -4,4792 -5,1423 -5,4659 -5,5586 -5,5501 -5,5269 -5,4878 -5,3313 -4,9315 -4,2436 -3,3247 -2,2872 -1,2746 -0,4477 0,0589 0,1739 -0,1104 -0,7426 -1,5950 -2,4534 -3,0734 -3,2966 -3,1243 -2,6879 -2,1739 -1,7727 -1,6404
Fz    -0,0438 0,1291 0,3400 0,5988 0,7743 0,6660 0,1771 -0,6000 -1,4790 -2,3305 -3,1263 -3,8677 -4,5169 -4,9982 -5,2093 -5,0167 -4,3083 -3,0953 -1,5426 0,1125 1,6522 2,9012 3,7277 4,0807 4,0187 3,6649 3,1365 2,5528 2,0831 1,8949 2,0303 2,3571 2,6236 2,5838 2,1619 1,5073 0,8497 0,3285 -0,0348 -0,2629 -0,3486 -0,2469 0,0385 0,3590 0,4748 0,2248 -0,3906 -1,2592 -2,2265 -3,1456 -3,9057 -4,4251 -4,6478 -4,5705 -4,2560 -3,7983 -3,2657 -2,6850 -2,0959 -1,5912 -1,2571 -1,0767 -0,9447 -0,8014 -0,7099 -0,7769 -1,0377 -1,4328 -1,8482 -2,1716 -2,3532 -2,4246 -2,4356 -2,3879 -2,2714 -2,1374 -2,0746 -2,1214 -2,2454 -2,4053 -2,5900 -2,7779 -2,8889 -2,8201 -2,5387 -2,1227 -1,6998 -1,3589 -1,1313 -1,0348 -1,0970 -1,3225 -1,6583 -2,0256 -2,3868 -2,7506 -3,0986 -3,3340 -3,3290 -3,0152 -2,4017 -1,5157 -0,3645 1,0233 2,5352 3,9882 5,2311 6,2159 6,9583 7,4619 7,6987 7,6255 7,1977 6,4048 5,3224 4,1124 2,9733 2,0859 1,5736 1,4836 1,7902 2,4028 3,1528 3,7785 3,9778 3,5480 2,4993 1,0342 -0,5774 -2,1109 -3,4000 -4,2846 -4,6067 -4,2859 -3,3863 -2,0953 -0,6399 0,7920 2,0897 3,2201 4,2106 5,1140 5,9616 6,7292 7,3440 7,7399 7,9289 8,0193 8,1576 8,4691 9,0305 9,8346 10,7579 11,5807 12,0712 12,0911 11,6548 10,9062 10,0392 9,2353 8,6294 8,2663 8,0778 7,9321 7,7323 7,4734 7,1915 6,8827 6,5183 6,1297 5,8271 5,7265 5,8723 6,1916 6,4992 6,5960 6,3981 5,9707 5,4671 5,0704 4,9308 5,0735 5,3704 5,6317 5,7259 5,6248 5,3507 4,8971 4,2338 3,3997 2,5609 1,9544 1,7504 1,9422 2,3510 2,7213 2,8517 2,7204 2,5091 2,4756 2,7867 3,4411 4,2746 5,0122 5,3681 5,1569 4,3752 3,2207 2,0027 0,9882 0,3173 0,0198 0,0501 0,3065 0,6671 1,0343 1,3494 1,5959 1,8169 2,0895 2,4238 2,7168 2,8656 2,8851 2,8792 2,9383 3,0851 3,2807 3,4554 3,5249 3,4036 3,0594 2,5703 2,0997 1,8186 1,8387 2,1773 2,7612 3,4605 4,1286 4,6365 4,8912 4,8251 4,4003 3,6749 2,8375 2,1237 1,7124 1,7066 2,1418 2,9703 4,0538 5,1942 6,1816 6,8392 7,0816 6,9492 6,5580 6,0136 5,3714 4,6643 3,9530 3,3227 2,8326 2,4970 2,2984 2,2001 2,1706 2,2058 2,3089 2,4419 2,5271 2,5360 2,5578 2,7164 3,0178 3,3250 3,5023 3,5649 3,6682 3,9708 4,5198 5,2362 5,9644 6,5280 6,7869 6,6888 6,2696 5,6150 4,8415 4,0756 3,4053 2,8673 2,4831 2,2640 2,1758 2,1430 2,0983 2,0205 1,9330 1,8714 1,8351 1,7768 1,6548 1,4703 1,2334 0,9350 0,5762 0,1817 -0,2323 -0,6636 -1,0921 -1,4902 -1,8684 -2,2594 -2,6526 -2,9878 -3,2067 -3,2764 -3,1661 -2,8373 -2,2739 -1,5255 -0,7226 -0,0506 0,3135 0,2793 -0,1080 -0,6945 -1,2920 -1,7238 -1,8519 -1,6272 -1,1225 -0,5062 0,0103 0,2206 -0,0070 -0,6357 -1,4290 -2,0718 -2,3577 -2,2735 -1,9391 -1,4828 -0,9623 -0,3884 0,1978 0,6793 0,9050 0,7968 0,4063 -0,1497 -0,7566 -1,2882 -1,6250 -1,7419 -1,7450 -1,7914 -1,9725 -2,2492 -2,4760 -2,4974 -2,2482 -1,7824 -1,2243 -0,7088 -0,3575 -0,2535 -0,3874 -0,6340 -0,8225 -0,8585 -0,7803 -0,6918 -0,6440 -0,5768 -0,3639 0,0777 0,7004 1,3070 1,6168 1,4167 0,6896 -0,4119 -1,6866 -2,9553 -4,0655 -4,8839 -5,3222 -5,3795 -5,1427 -4,7343 -4,2707 -3,8337 -3,4315 -3,0079 -2,5215 -2,0024 -1,5233 -1,1131 -0,6990 -0,1700 0,4868 1,1587 1,7143 2,0747 2,1760 1,9395 1,3193 0,3767 -0,6973 -1,6623 -2,3594 -2,7697 -2,9685 -3,0545 -3,1100 -3,2037 -3,4005 -3,7348 -4,1639 -4,5722 -4,8340 -4,8586 -4,5928 -4,0412 -3,3013 -2,5260 -1,8255 -1,2248 -0,6958 -0,1958 0,3039 0,7832 1,1711 1,3973 1,4249 1,2066 0,6766 -0,1470 -1,1001 -1,9747 -2,6677 -3,2023 -3,6191 -3,8867 -3,9220 -3,6594 -3,1011 -2,3409 -1,5452 -0,8727 -0,3967 -0,1201 -0,0448 -0,1768 -0,4674 -0,8016 -1,0616 -1,1858 -1,1579 -0,9739 -0,6389 -0,1734 0,3888 0,9926 1,5670 2,0516 2,4033 2,5843 2,5769 2,4119 2,1642 1,9200 1,7258 1,5416 1,2698 0,8587 0,3694 -0,0618 -0,3243 -0,4040 -0,3727 -0,3382 -0,4106 -0,6898 -1,2629 -2,1884 -3,4421 -4,8638 -6,1778 -7,1017 -7,4863 -7,3769 -6,9546 -6,4364 -6,0176 -5,8535 -6,0251 -6,4796 -7,0416 -7,5314 -7,8651 -8,0138 -7,9016 -7,4146 -6,5166 -5,3091 -3,9717 -2,6834 -1,5990 -0,8368 -0,4416 -0,3682 -0,5009 -0,6739 -0,7117 -0,5052 -0,0462 0,5965 1,3137 2,0001 2,5928 3,0629 3,3965 3,5923 3,6571 3,6089 3,4950 3,3944 3,3915 3,5327 3,7975 4,1245 4,4738 4,8529 5,2763 5,7093 6,0550 6,1910 6,0337 5,6050 5,0471 4,5530 4,2604 4,1906 4,2690 4,3861 4,4125 4,1770 3,5269 2,4699 1,2222 0,0878 -0,7201 -1,1831 -1,4497 -1,7061 -2,0620 -2,5358 -3,0963 -3,6743 -4,1500 -4,3886 -4,3185 -3,9845 -3,5374 -3,1847 -3,1361 -3,5345 -4,3573 -5,3796 -6,2922 -6,8840 -7,1201 -7,0934 -6,9413 -6,7720 -6,5976 -6,3224 -5,8326 -5,1013 -4,1990 -3,2379 -2,3453 -1,6504 -1,2482 -1,1765 -1,4312 -1,9770 -2,7211 -3,4847 -4,0439 -4,2455 -4,0900 -3,7069 -3,2767 -2,9818 -2,9708
F3    -0,7565 -0,5694 -0,3402 -0,0350 0,2232 0,2173 -0,1776 -0,8914 -1,7468 -2,6105 -3,4407 -4,2179 -4,8793 -5,3269 -5,4536 -5,1495 -4,3408 -3,0613 -1,4689 0,2230 1,8187 3,1572 4,1099 4,6102 4,6738 4,3703 3,7891 3,0702 2,4339 2,0922 2,0962 2,2905 2,3991 2,1832 1,6022 0,8447 0,1664 -0,2834 -0,4837 -0,4642 -0,2385 0,1907 0,7521 1,2416 1,3996 1,0784 0,3145 -0,7286 -1,8425 -2,8411 -3,5999 -4,0458 -4,1421 -3,9104 -3,4385 -2,8403 -2,2095 -1,6172 -1,1404 -0,8588 -0,7829 -0,8008 -0,7551 -0,6001 -0,4448 -0,4349 -0,6242 -0,9537 -1,3165 -1,6305 -1,8747 -2,0638 -2,1810 -2,1603 -1,9726 -1,7061 -1,5160 -1,5004 -1,6514 -1,9062 -2,2024 -2,4662 -2,5831 -2,4352 -1,9978 -1,3856 -0,7867 -0,3518 -0,1454 -0,1684 -0,3941 -0,7785 -1,2612 -1,7860 -2,3235 -2,8630 -3,3693 -3,7516 -3,8930 -3,7191 -3,2174 -2,3940 -1,2506 0,1716 1,7358 3,2367 4,5161 5,5346 6,3145 6,8514 7,0970 6,9833 6,4427 5,4534 4,1013 2,5852 1,1597 0,0641 -0,5369 -0,5865 -0,1368 0,6791 1,6651 2,5536 3,0367 2,8893 2,0859 0,7909 -0,7639 -2,3844 -3,9100 -5,1474 -5,8782 -5,9624 -5,4228 -4,4254 -3,1844 -1,8731 -0,5907 0,6293 1,7980 2,9345 4,0221 4,9896 5,7350 6,1890 6,3885 6,4784 6,6315 6,9761 7,5660 8,3512 9,1672 9,7807 9,9899 9,7266 9,0873 8,2703 7,4723 6,8269 6,3886 6,1194 5,8983 5,5946 5,1660 4,6834 4,2426 3,8670 3,5257 3,2253 3,0360 3,0384 3,2585 3,6192 3,9406 4,0358 3,8373 3,4259 2,9653 2,6357 2,5648 2,7487 3,0482 3,2981 3,4114 3,3847 3,2343 2,9402 2,4661 1,8441 1,2224 0,8135 0,7684 1,0738 1,5561 1,9749 2,1429 2,0379 1,8249 1,7343 1,9090 2,3510 2,9382 3,4528 3,6410 3,3151 2,4637 1,2957 0,1398 -0,7339 -1,2073 -1,2872 -1,0485 -0,6027 -0,0695 0,4546 0,9148 1,3047 1,6715 2,0784 2,5046 2,8130 2,8755 2,7103 2,4641 2,2893 2,2518 2,3280 2,4531 2,5498 2,5371 2,3759 2,1150 1,8657 1,7385 1,8054 2,0879 2,5567 3,1319 3,6913 4,1011 4,2544 4,0863 3,5809 2,8168 1,9867 1,3165 0,9641 0,9937 1,3933 2,0815 2,9109 3,6976 4,2728 4,5350 4,4885 4,2387 3,9156 3,5849 3,2209 2,7668 2,2190 1,6378 1,0946 0,6416 0,3102 0,1078 0,0280 0,0685 0,2144 0,4045 0,5507 0,6292 0,7339 0,9867 1,3898 1,8036 2,0898 2,2546 2,4296 2,7355 3,1861 3,6957 4,1400 4,4021 4,4037 4,1366 3,6570 3,0559 2,4405 1,9008 1,4616 1,0956 0,7888 0,5576 0,4041 0,2971 0,2082 0,1450 0,1410 0,2188 0,3518 0,4640 0,4814 0,3728 0,1366 -0,2097 -0,6159 -1,0261 -1,4356 -1,8771 -2,3388 -2,7435 -3,0280 -3,1961 -3,2815 -3,3073 -3,2871 -3,2200 -3,0725 -2,7873 -2,3279 -1,7247 -1,0887 -0,5874 -0,3847 -0,5648 -1,0813 -1,7845 -2,4960 -3,0551 -3,3377 -3,2949 -2,9772 -2,5160 -2,0868 -1,8692 -1,9817 -2,4014 -2,9467 -3,3794 -3,5443 -3,4280 -3,1172 -2,7014 -2,2044 -1,6129 -0,9652 -0,4021 -0,1201 -0,2395 -0,7163 -1,4025 -2,1433 -2,7965 -3,2506 -3,4867 -3,5931 -3,6874 -3,8189 -3,9285 -3,8842 -3,5729 -2,9900 -2,2482 -1,5044 -0,8998 -0,5620 -0,5929 -0,9928 -1,6104 -2,2131 -2,6330 -2,8538 -2,9562 -2,9961 -2,9420 -2,7068 -2,2245 -1,5188 -0,7424 -0,1570 -0,0023 -0,3521 -1,1169 -2,1467 -3,2942 -4,4126 -5,3530 -5,9966 -6,3072 -6,3412 -6,2103 -6,0378 -5,9115 -5,8326 -5,7248 -5,5228 -5,2395 -4,9400 -4,6540 -4,3243 -3,8734 -3,3207 -2,7872 -2,3863 -2,1659 -2,1495 -2,3727 -2,8580 -3,5625 -4,3497 -5,0421 -5,5251 -5,7931 -5,9055 -5,9292 -5,9221 -5,9492 -6,0900 -6,4001 -6,8615 -7,3685 -7,7601 -7,8753 -7,6112 -6,9785 -6,1219 -5,2461 -4,4881 -3,8669 -3,3350 -2,8340 -2,3250 -1,8188 -1,3710 -1,0254 -0,7981 -0,7483 -0,9871 -1,5526 -2,3312 -3,1458 -3,8873 -4,5317 -5,0520 -5,3583 -5,3363 -4,9229 -4,1477 -3,1386 -2,0890 -1,1722 -0,4626 0,0442 0,3561 0,4713 0,4209 0,2793 0,1225 -0,0061 -0,0834 -0,0819 0,0285 0,2689 0,6429 1,1271 1,6756 2,2333 2,7325 3,0940 3,2701 3,2856 3,2183 3,1447 3,0872 2,9826 2,7286 2,2912 1,7533 1,2506 0,8782 0,6552 0,5467 0,4822 0,3600 0,0643 -0,5151 -1,4536 -2,7254 -4,1541 -5,4606 -6,3869 -6,8109 -6,7705 -6,3974 -5,8470 -5,2834 -4,8843 -4,7915 -5,0140 -5,4112 -5,8123 -6,1344 -6,3546 -6,4035 -6,1597 -5,5597 -4,6683 -3,6285 -2,5840 -1,6577 -0,9483 -0,4953 -0,2565 -0,1319 0,0017 0,2512 0,6525 1,1608 1,6937 2,1752 2,5638 2,8569 3,0573 3,1482 3,1077 2,9285 2,6354 2,2981 2,0156 1,8739 1,9079 2,0895 2,3598 2,6816 3,0569 3,4897 3,9382 4,3096 4,4981 4,4393 4,1581 3,7696 3,4198 3,2119 3,1703 3,2602 3,4198 3,5412 3,4325 2,8902 1,8734 0,5824 -0,6635 -1,6286 -2,2762 -2,7328 -3,1604 -3,6490 -4,2019 -4,7715 -5,2770 -5,6135 -5,6965 -5,5164 -5,1519 -4,7437 -4,4635 -4,4858 -4,9277 -5,7464 -6,7003 -7,4766 -7,8850 -7,9287 -7,7291 -7,4232 -7,0978 -6,7482 -6,2849 -5,6241 -4,7817 -3,8606 -2,9656 -2,1617 -1,4996 -1,0414 -0,8552 -0,9972 -1,4851 -2,2530 -3,1167 -3,8209 -4,1660 -4,1087 -3,7566 -3,3009 -2,9547 -2,8930
F7    0,4034 0,3886 0,2786 0,1556 0,0003 -0,3129 -0,8567 -1,5371 -2,1759 -2,6706 -3,0428 -3,3616 -3,6532 -3,8645 -3,8729 -3,5326 -2,7626 -1,6267 -0,3190 0,9325 1,9421 2,5859 2,8159 2,6845 2,3211 1,8516 1,3444 0,8576 0,5196 0,4895 0,8110 1,3329 1,7813 1,9255 1,7219 1,3181 0,9137 0,6194 0,4340 0,3281 0,3249 0,4890 0,8272 1,2085 1,4121 1,2622 0,7116 -0,1553 -1,1585 -2,0899 -2,7898 -3,1772 -3,2482 -3,0757 -2,7882 -2,5069 -2,2845 -2,0881 -1,8461 -1,5235 -1,1404 -0,7285 -0,3240 -0,0023 0,1384 0,0499 -0,2176 -0,5385 -0,7919 -0,9416 -1,0461 -1,1856 -1,3645 -1,4915 -1,4869 -1,3961 -1,3578 -1,4736 -1,7486 -2,1338 -2,5722 -2,9924 -3,2931 -3,3831 -3,2529 -2,9862 -2,6859 -2,3938 -2,0983 -1,8168 -1,6265 -1,5993 -1,7407 -2,0002 -2,3177 -2,6555 -2,9851 -3,2470 -3,3487 -3,2157 -2,8326 -2,2305 -1,4580 -0,5938 0,2349 0,9044 1,3827 1,7365 2,0349 2,2655 2,3549 2,2326 1,8624 1,2581 0,5005 -0,2751 -0,9344 -1,4024 -1,6747 -1,7841 -1,7594 -1,6012 -1,3130 -0,9824 -0,8017 -0,9548 -1,4825 -2,2755 -3,1789 -4,0814 -4,9100 -5,5688 -5,9280 -5,8971 -5,5003 -4,8662 -4,1346 -3,3702 -2,5643 -1,6833 -0,6926 0,4152 1,5811 2,6866 3,5985 4,2095 4,4877 4,5128 4,4507 4,4902 4,7748 5,3328 6,0380 6,6490 6,9337 6,7965 6,2991 5,5826 4,7850 4,0176 3,3692 2,8904 2,5641 2,3164 2,0841 1,8767 1,7409 1,6682 1,5808 1,4144 1,2005 1,0661 1,1396 1,4352 1,8205 2,1014 2,1478 1,9594 1,6479 1,3778 1,2852 1,3958 1,6043 1,7608 1,7847 1,6924 1,5343 1,3172 0,9934 0,5296 -0,0294 -0,5682 -0,9743 -1,2137 -1,3419 -1,4519 -1,6021 -1,7562 -1,7918 -1,5870 -1,0968 -0,3714 0,4560 1,2030 1,6818 1,7374 1,3125 0,5219 -0,3727 -1,0922 -1,4589 -1,4372 -1,1143 -0,6416 -0,1610 0,2335 0,4946 0,6324 0,7269 0,8827 1,1353 1,4127 1,6097 1,6964 1,7350 1,8028 1,9211 2,0591 2,1840 2,2806 2,3191 2,2482 2,0480 1,7692 1,5111 1,3685 1,3850 1,5408 1,7744 2,0194 2,2271 2,3673 2,4008 2,2657 1,9323 1,4739 1,0445 0,7944 0,8162 1,1239 1,6408 2,2227 2,7327 3,0949 3,2895 3,3466 3,3448 3,3649 3,4210 3,4476 3,3682 3,1745 2,9158 2,6256 2,3013 1,9500 1,6182 1,3805 1,3080 1,4124 1,6142 1,7918 1,8829 1,9421 2,0831 2,3425 2,6222 2,7942 2,8422 2,8698 2,9902 3,2358 3,5511 3,8368 3,9962 3,9758 3,7923 3,5022 3,1517 2,7762 2,4223 2,1320 1,9206 1,7836 1,6997 1,6190 1,4831 1,2743 1,0376 0,8486 0,7637 0,7764 0,8051 0,7411 0,5154 0,1231 -0,3840 -0,9082 -1,3270 -1,5418 -1,5330 -1,3602 -1,1083 -0,8602 -0,6876 -0,6139 -0,6076 -0,6284 -0,6506 -0,6410 -0,5485 -0,3312 -0,0031 0,3429 0,5748 0,5966 0,3926 0,0160 -0,4540 -0,9321 -1,3176 -1,5241 -1,5459 -1,4707 -1,4293 -1,5459 -1,8970 -2,4642 -3,1086 -3,6169 -3,8174 -3,6708 -3,2663 -2,7544 -2,2702 -1,8776 -1,5674 -1,3154 -1,1456 -1,1292 -1,3054 -1,6211 -1,9775 -2,3089 -2,5908 -2,8165 -3,0022 -3,1961 -3,4444 -3,7307 -3,9580 -3,9975 -3,7665 -3,2855 -2,6743 -2,0867 -1,6399 -1,3957 -1,3667 -1,5057 -1,6957 -1,7962 -1,7386 -1,5752 -1,4202 -1,3493 -1,3453 -1,3114 -1,1348 -0,7677 -0,2955 0,0644 0,0876 -0,2991 -1,0032 -1,8780 -2,8023 -3,6863 -4,4639 -5,1026 -5,5988 -5,9425 -6,1050 -6,0740 -5,8626 -5,4670 -4,8618 -4,0782 -3,2546 -2,5660 -2,0915 -1,7595 -1,4364 -1,0601 -0,6686 -0,3184 -0,0294 0,1895 0,3052 0,2590 -0,0025 -0,4750 -1,0823 -1,7295 -2,3461 -2,8827 -3,3075 -3,6182 -3,8496 -4,0628 -4,3071 -4,5828 -4,8500 -5,0605 -5,1527 -5,0380 -4,6575 -4,0627 -3,3931 -2,7638 -2,2049 -1,7025 -1,2508 -0,8565 -0,5332 -0,3009 -0,1668 -0,1219 -0,1878 -0,4200 -0,8266 -1,3299 -1,8307 -2,2854 -2,7158 -3,1477 -3,5393 -3,7718 -3,7116 -3,2871 -2,5474 -1,6621 -0,8303 -0,1682 0,3011 0,5762 0,6475 0,5294 0,2764 -0,0508 -0,4187 -0,8019 -1,1560 -1,4287 -1,5865 -1,6243 -1,5550 -1,3898 -1,1345 -0,8035 -0,4266 -0,0421 0,3046 0,5588 0,6790 0,6530 0,4689 0,1090 -0,3910 -0,9112 -1,3105 -1,5079 -1,5044 -1,3575 -1,1548 -1,0066 -1,0252 -1,2915 -1,8365 -2,6228 -3,5254 -4,3490 -4,8921 -5,0350 -4,8013 -4,3409 -3,8455 -3,4792 -3,3695 -3,5924 -4,1077 -4,7484 -5,3363 -5,7902 -6,0861 -6,1525 -5,8754 -5,2186 -4,2941 -3,2931 -2,3756 -1,6399 -1,1444 -0,8950 -0,8242 -0,8277 -0,8096 -0,6959 -0,4522 -0,1081 0,2492 0,5300 0,7083 0,8163 0,8792 0,8948 0,8670 0,8215 0,8041 0,8756 1,0894 1,4510 1,8883 2,2766 2,5192 2,6129 2,6434 2,7182 2,8904 3,1340 3,3817 3,5729 3,6637 3,6237 3,4559 3,2010 2,8958 2,5511 2,1773 1,7815 1,3104 0,6628 -0,1853 -1,0952 -1,8403 -2,2624 -2,3646 -2,2909 -2,2296 -2,3196 -2,6057 -3,0432 -3,5235 -3,9085 -4,0890 -4,0443 -3,8393 -3,5800 -3,4020 -3,4775 -3,9541 -4,8201 -5,8386 -6,6768 -7,1240 -7,1799 -6,9757 -6,6607 -6,3355 -6,0141 -5,6251 -5,0766 -4,3343 -3,4460 -2,5170 -1,6809 -1,0721 -0,7832 -0,8356 -1,1929 -1,7856 -2,5153 -3,2443 -3,8047 -4,0579 -3,9670 -3,6215 -3,1978 -2,8873 -2,8276
