Fp1   0,4798 0,5399 0,4714 0,2802 -0,0070 -0,3530 -0,7241 -1,0934 -1,4372 -1,7411 -2,0049 -2,2270 -2,3867 -2,4474 -2,3748 -2,1512 -1,7927 -1,3598 -0,9380 -0,5880 -0,3146 -0,0905 0,0971 0,2375 0,3201 0,3520 0,3504 0,3299 0,3063 0,3055 0,3522 0,4606 0,6401 0,8909 1,1809 1,4419 1,6048 1,6396 1,5642 1,4252 1,2738 1,1499 1,0683 1,0118 0,9461 0,8524 0,7434 0,6448 0,5666 0,5042 0,4529 0,4120 0,3800 0,3447 0,2778 0,1499 -0,0395 -0,2484 -0,4192 -0,5153 -0,5233 -0,4393 -0,2716 -0,0545 0,1520 0,2891 0,3313 0,2902 0,1914 0,0643 -0,0500 -0,1020 -0,0449 0,1503 0,4667 0,8285 1,1323 1,2998 1,3013 1,1458 0,8632 0,5007 0,1293 -0,1625 -0,3069 -0,2994 -0,2001 -0,0861 -0,0002 0,0579 0,1126 0,1985 0,3502 0,5763 0,8331 1,0329 1,0913 0,9831 0,7559 0,4925 0,2641 0,1112 0,0491 0,0785 0,1885 0,3517 0,5181 0,6223 0,6030 0,4176 0,0524 -0,4706 -1,1023 -1,7878 -2,4799 -3,1382 -3,7265 -4,2137 -4,5763 -4,8010 -4,8810 -4,8206 -4,6546 -4,4568 -4,3106 -4,2597 -4,2753 -4,2673 -4,1398 -3,8594 -3,4788 -3,0952 -2,7835 -2,5633 -2,4051 -2,2540 -2,0511 -1,7501 -1,3314 -0,8128 -0,2372 0,3645 0,9863 1,6200 2,2345 2,7846 3,2301 3,5498 3,7462 3,8400 3,8567 3,8215 3,7669 3,7388 3,7899 3,9604 4,2500 4,6084 4,9525 5,1966 5,2861 5,2182 5,0352 4,7959 4,5429 4,2874 4,0241 3,7617 3,5302 3,3658 3,2968 3,3387 3,4892 3,7266 4,0217 4,3528 4,7044 5,0555 5,3737 5,6165 5,7412 5,7258 5,5858 5,3746 5,1652 5,0250 4,9976 5,0936 5,2869 5,5141 5,6845 5,7114 5,5539 5,2333 4,8076 4,3351 3,8623 3,4271 3,0634 2,8039 2,6753 2,6827 2,7946 2,9475 3,0723 3,1176 3,0591 2,9040 2,6907 2,4754 2,3064 2,2002 2,1331 2,0580 1,9351 1,7598 1,5588 1,3592 1,1745 1,0113 0,8673 0,7208 0,5416 0,3226 0,1001 -0,0721 -0,1757 -0,2507 -0,3669 -0,5739 -0,8631 -1,1672 -1,4030 -1,5183 -1,5008 -1,3619 -1,1290 -0,8494 -0,5881 -0,4125 -0,3775 -0,5157 -0,8230 -1,2476 -1,7020 -2,0994 -2,3914 -2,5773 -2,6737 -2,6779 -2,5741 -2,3709 -2,1198 -1,8929 -1,7519 -1,7339 -1,8457 -2,0538 -2,2913 -2,4961 -2,6372 -2,7049 -2,6970 -2,6285 -2,5248 -2,3976 -2,2419 -2,0613 -1,8840 -1,7513 -1,6840 -1,6560 -1,6108 -1,5086 -1,3536 -1,1815 -1,0385 -0,9631 -0,9676 -1,0291 -1,1055 -1,1648 -1,1983 -1,2022 -1,1566 -1,0357 -0,8349 -0,5820 -0,3234 -0,1042 0,0444 0,1096 0,0961 0,0115 -0,1447 -0,3618 -0,5984 -0,7999 -0,9279 -0,9673 -0,9135 -0,7644 -0,5362 -0,2780 -0,0556 0,0781 0,0911 -0,0276 -0,2539 -0,5240 -0,7612 -0,9096 -0,9507 -0,9018 -0,8030 -0,6959 -0,6073 -0,5522 -0,5395 -0,5622 -0,5844 -0,5515 -0,4220 -0,2018 0,0494 0,2549 0,3739 0,4221 0,4502 0,5016 0,5838 0,6698 0,7226 0,7179 0,6482 0,5227 0,3693 0,2268 0,1305 0,1006 0,1398 0,2354 0,3598 0,4748 0,5419 0,5360 0,4542 0,3092 0,1058 -0,1658 -0,5023 -0,8576 -1,1582 -1,3534 -1,4422 -1,4573 -1,4394 -1,4257 -1,4464 -1,5202 -1,6413 -1,7710 -1,8532 -1,8396 -1,7022 -1,4379 -1,0812 -0,7139 -0,4452 -0,3514 -0,4227 -0,5750 -0,7127 -0,7749 -0,7447 -0,6464 -0,5362 -0,4740 -0,4850 -0,5451 -0,6029 -0,6170 -0,5846 -0,5432 -0,5370 -0,5758 -0,6216 -0,6203 -0,5447 -0,4044 -0,2225 -0,0124 0,2155 0,4288 0,5702 0,5928 0,4915 0,3114 0,1390 0,0630 0,1232 0,3004 0,5458 0,8092 1,0535 1,2612 1,4269 1,5436 1,6054 1,6242 1,6296 1,6453 1,6708 1,6888 1,6820 1,6403 1,5619 1,4614 1,3770 1,3588 1,4378 1,6015 1,7951 1,9414 1,9686 1,8416 1,5749 1,2107 0,7880 0,3407 -0,0807 -0,4019 -0,5544 -0,5190 -0,3389 -0,0880 0,1674 0,3727 0,4737 0,4400 0,3047 0,1487 0,0368 -0,0220 -0,0631 -0,1265 -0,2203 -0,3143 -0,3667 -0,3569 -0,2868 -0,1624 0,0145 0,2404 0,5068 0,8012 1,1011 1,3604 1,5155 1,5183 1,3659 1,1070 0,8224 0,5859 0,4346 0,3751 0,4010 0,4953 0,6304 0,7749 0,9002 0,9891 1,0423 1,0667 1,0645 1,0308 0,9528 0,8140 0,6067 0,3315 -0,0198 -0,4694 -1,0323 -1,6880 -2,3708 -2,9956 -3,5009 -3,8617 -4,0736 -4,1471 -4,1133 -4,0213 -3,9225 -3,8520 -3,8165 -3,8028 -3,8014 -3,8167 -3,8591 -3,9336 -4,0271 -4,1044 -4,1319 -4,1132 -4,0946 -4,1237 -4,2021 -4,2783 -4,2804 -4,1576 -3,8987 -3,5193 -3,0360 -2,4589 -1,8139 -1,1602 -0,5722 -0,1009 0,2474 0,5018 0,7017 0,8742 1,0238 1,1375 1,1974 1,1867 1,0955 0,9376 0,7550 0,5946 0,4886 0,4545 0,4969 0,6036 0,7471 0,8906 1,0013 1,0663 1,0987 1,1251 1,1634 1,2139 1,2711 1,3352 1,4128 1,5091 1,6198 1,7384 1,8831 2,0927 2,3745 2,6740 2,9062 3,0065 2,9505 2,7480 2,4337 2,0508 1,6291 1,1867 0,7544 0,3823 0,1164 -0,0280 -0,0760 -0,0821 -0,1053 -0,1778 -0,2926 -0,4209 -0,5319 -0,6015 -0,6252 -0,6349 -0,6952 -0,8728 -1,2054 -1,6834 -2,2495 -2,8171 -3,3051 -3,6663 -3,8939 -4,0053 -4,0254 -3,9815 -3,9059 -3,8411 -3,8394 -3,9449 -4,1679 -4,4729 -4,7927 -5,0619 -5,2506 -5,3629 -5,4032 -5,3561 -5,2098 -4,9859
Fz    -0,7376 -0,9008 -1,0927 -1,2886 -1,4645 -1,6147 -1,7533 -1,8961 -2,0448 -2,1881 -2,3088 -2,3812 -2,3703 -2,2481 -2,0114 -1,6861 -1,3205 -0,9753 -0,7080 -0,5450 -0,4597 -0,3865 -0,2679 -0,0886 0,1269 0,3399 0,5224 0,6659 0,7793 0,8811 0,9885 1,1134 1,2662 1,4486 1,6384 1,7908 1,8644 1,8469 1,7590 1,6396 1,5244 1,4373 1,3904 1,3799 1,3878 1,3952 1,3962 1,3944 1,3886 1,3732 1,3490 1,3244 1,3055 1,2888 1,2593 1,1995 1,1045 0,9883 0,8730 0,7730 0,6963 0,6506 0,6362 0,6343 0,6155 0,5650 0,4979 0,4447 0,4259 0,4439 0,4878 0,5394 0,5851 0,6293 0,6882 0,7710 0,8735 0,9792 1,0624 1,0979 1,0743 1,0004 0,9032 0,8205 0,7810 0,7829 0,7925 0,7708 0,6988 0,5821 0,4402 0,3043 0,2165 0,2108 0,2868 0,4030 0,5006 0,5359 0,4952 0,3888 0,2392 0,0749 -0,0747 -0,1872 -0,2531 -0,2755 -0,2735 -0,2856 -0,3633 -0,5538 -0,8809 -1,3320 -1,8599 -2,4044 -2,9193 -3,3856 -3,8059 -4,1867 -4,5237 -4,7975 -4,9778 -5,0362 -4,9675 -4,8021 -4,5967 -4,4086 -4,2682 -4,1648 -4,0579 -3,9049 -3,6840 -3,3999 -3,0736 -2,7261 -2,3656 -1,9864 -1,5802 -1,1446 -0,6825 -0,2033 0,2791 0,7588 1,2409 1,7284 2,2090 2,6533 3,0255 3,3078 3,5200 3,7139 3,9395 4,2165 4,5318 4,8551 5,1551 5,4132 5,6263 5,8006 5,9417 6,0492 6,1198 6,1531 6,1529 6,1262 6,0829 6,0344 5,9910 5,9648 5,9750 6,0440 6,1860 6,4012 6,6743 6,9744 7,2607 7,5000 7,6823 7,8206 7,9333 8,0231 8,0771 8,0889 8,0809 8,1017 8,1975 8,3766 8,5967 8,7883 8,8958 8,8971 8,7976 8,6179 8,3892 8,1461 7,9062 7,6591 7,3814 7,0614 6,7091 6,3549 6,0413 5,8038 5,6501 5,5600 5,5034 5,4560 5,4008 5,3241 5,2096 5,0415 4,8143 4,5352 4,2139 3,8547 3,4649 3,0680 2,6969 2,3719 2,0942 1,8578 1,6549 1,4719 1,2902 1,0943 0,8771 0,6367 0,3699 0,0732 -0,2525 -0,6000 -0,9464 -1,2516 -1,4788 -1,6150 -1,6676 -1,6510 -1,5855 -1,5017 -1,4329 -1,4016 -1,4201 -1,5015 -1,6550 -1,8705 -2,1137 -2,3391 -2,5084 -2,6060 -2,6392 -2,6205 -2,5523 -2,4359 -2,2908 -2,1579 -2,0808 -2,0885 -2,1873 -2,3556 -2,5484 -2,7188 -2,8382 -2,8939 -2,8822 -2,8121 -2,7041 -2,5780 -2,4463 -2,3173 -2,1990 -2,0958 -2,0048 -1,9126 -1,8009 -1,6589 -1,4925 -1,3223 -1,1757 -1,0753 -1,0258 -1,0121 -1,0082 -0,9881 -0,9365 -0,8576 -0,7677 -0,6792 -0,5929 -0,5054 -0,4184 -0,3370 -0,2627 -0,1880 -0,1020 -0,0054 0,0822 0,1373 0,1538 0,1434 0,1190 0,0847 0,0427 0,0034 -0,0217 -0,0302 -0,0289 -0,0252 -0,0302 -0,0643 -0,1504 -0,3009 -0,5120 -0,7620 -1,0074 -1,1936 -1,2797 -1,2542 -1,1303 -0,9365 -0,7106 -0,4914 -0,3075 -0,1668 -0,0616 0,0136 0,0536 0,0529 0,0215 -0,0136 -0,0241 0,0048 0,0687 0,1530 0,2465 0,3460 0,4503 0,5563 0,6631 0,7703 0,8692 0,9380 0,9512 0,8949 0,7781 0,6290 0,4757 0,3267 0,1706 -0,0072 -0,2196 -0,4806 -0,7961 -1,1437 -1,4779 -1,7642 -2,0013 -2,2076 -2,3968 -2,5672 -2,7053 -2,7991 -2,8418 -2,8264 -2,7445 -2,5934 -2,3790 -2,1122 -1,8083 -1,4943 -1,2133 -1,0076 -0,8938 -0,8571 -0,8681 -0,8947 -0,9052 -0,8738 -0,7912 -0,6655 -0,5111 -0,3398 -0,1595 0,0213 0,1878 0,3190 0,3976 0,4248 0,4261 0,4368 0,4803 0,5605 0,6731 0,8162 0,9853 1,1609 1,3150 1,4326 1,5193 1,5934 1,6811 1,8094 1,9912 2,2183 2,4655 2,6988 2,8922 3,0421 3,1555 3,2291 3,2476 3,1990 3,0822 2,9032 2,6754 2,4222 2,1746 1,9643 1,8205 1,7641 1,7917 1,8683 1,9389 1,9505 1,8709 1,6929 1,4302 1,1144 0,7878 0,4837 0,2114 -0,0388 -0,2744 -0,4850 -0,6471 -0,7447 -0,7833 -0,7853 -0,7755 -0,7734 -0,7902 -0,8212 -0,8414 -0,8200 -0,7441 -0,6258 -0,4929 -0,3730 -0,2812 -0,2185 -0,1847 -0,1872 -0,2325 -0,3109 -0,3974 -0,4634 -0,4838 -0,4408 -0,3305 -0,1693 0,0088 0,1644 0,2661 0,3015 0,2835 0,2384 0,1876 0,1459 0,1255 0,1318 0,1600 0,1993 0,2336 0,2461 0,2277 0,1753 0,0893 -0,0249 -0,1636 -0,3322 -0,5392 -0,7886 -1,0837 -1,4292 -1,8210 -2,2373 -2,6417 -3,0030 -3,3137 -3,5807 -3,7988 -3,9486 -4,0158 -4,0096 -3,9641 -3,9235 -3,9212 -3,9698 -4,0614 -4,1739 -4,2863 -4,3913 -4,4895 -4,5752 -4,6357 -4,6596 -4,6396 -4,5659 -4,4217 -4,1887 -3,8585 -3,4461 -2,9921 -2,5484 -2,1525 -1,8116 -1,5057 -1,2056 -0,8888 -0,5443 -0,1700 0,2251 0,6172 0,9756 1,2804 1,5300 1,7301 1,8785 1,9609 1,9625 1,8823 1,7366 1,5557 1,3779 1,2385 1,1593 1,1452 1,1894 1,2800 1,4041 1,5505 1,7106 1,8801 2,0615 2,2642 2,4950 2,7471 2,9976 3,2127 3,3640 3,4541 3,5196 3,5968 3,6815 3,7315 3,7035 3,5811 3,3724 3,0982 2,7821 2,4386 2,0709 1,6854 1,3049 0,9647 0,6977 0,5180 0,4106 0,3370 0,2534 0,1222 -0,0839 -0,3705 -0,7101 -1,0540 -1,3620 -1,6218 -1,8477 -2,0653 -2,2946 -2,5418 -2,8070 -3,0945 -3,4084 -3,7403 -4,0692 -4,3736 -4,6414 -4,8702 -5,0650 -5,2357 -5,3929 -5,5456 -5,6972 -5,8383 -5,9451 -5,9926 -5,9687 -5,8795 -5,7484 -5,6108 -5,4967
F3    -0,2011 -0,3310 -0,5039 -0,6941 -0,8899 -1,0952 -1,3170 -1,5500 -1,7709 -1,9523 -2,0803 -2,1507 -2,1511 -2,0593 -1,8618 -1,5694 -1,2183 -0,8636 -0,5652 -0,3626 -0,2488 -0,1736 -0,0789 0,0647 0,2460 0,4261 0,5621 0,6274 0,6250 0,5909 0,5793 0,6383 0,7930 1,0352 1,3172 1,5634 1,7021 1,6990 1,5721 1,3755 1,1712 1,0111 0,9280 0,9243 0,9701 1,0247 1,0639 1,0805 1,0696 1,0283 0,9612 0,8759 0,7766 0,6636 0,5365 0,4008 0,2741 0,1844 0,1558 0,1994 0,3134 0,4809 0,6567 0,7710 0,7646 0,6274 0,4030 0,1611 -0,0342 -0,1418 -0,1525 -0,0894 0,0106 0,1252 0,2526 0,3960 0,5493 0,6960 0,8142 0,8883 0,9214 0,9368 0,9679 1,0430 1,1620 1,2753 1,3006 1,1815 0,9358 0,6416 0,3861 0,2309 0,2036 0,2966 0,4690 0,6592 0,8074 0,8745 0,8512 0,7499 0,5907 0,3976 0,1999 0,0264 -0,1024 -0,1738 -0,1906 -0,1839 -0,2117 -0,3394 -0,6121 -1,0334 -1,5615 -2,1294 -2,6772 -3,1742 -3,6150 -3,9977 -4,3070 -4,5160 -4,5978 -4,5410 -4,3693 -4,1447 -3,9422 -3,8196 -3,7964 -3,8462 -3,9039 -3,8947 -3,7702 -3,5282 -3,2040 -2,8433 -2,4731 -2,0923 -1,6857 -1,2416 -0,7573 -0,2458 0,2580 0,7136 1,1032 1,4436 1,7690 2,0992 2,4198 2,6998 2,9296 3,1389 3,3721 3,6506 3,9620 4,2756 4,5577 4,7829 4,9434 5,0503 5,1214 5,1629 5,1664 5,1192 5,0178 4,8768 4,7271 4,5953 4,4919 4,4258 4,4244 4,5272 4,7609 5,1230 5,5792 6,0684 6,5157 6,8551 7,0488 7,0977 7,0391 6,9241 6,7905 6,6594 6,5553 6,5213 6,6034 6,8137 7,1094 7,4080 7,6275 7,7188 7,6729 7,5113 7,2725 6,9967 6,7007 6,3703 5,9875 5,5650 5,1486 4,7969 4,5590 4,4511 4,4420 4,4692 4,4769 4,4359 4,3352 4,1704 3,9415 3,6596 3,3513 3,0456 2,7548 2,4718 2,1874 1,9045 1,6349 1,3891 1,1767 1,0074 0,8832 0,7896 0,6966 0,5691 0,3793 0,1113 -0,2391 -0,6555 -1,0962 -1,5070 -1,8361 -2,0437 -2,1163 -2,0712 -1,9438 -1,7708 -1,5851 -1,4198 -1,3065 -1,2650 -1,3023 -1,4243 -1,6349 -1,9132 -2,2033 -2,4364 -2,5666 -2,5942 -2,5608 -2,5142 -2,4740 -2,4316 -2,3785 -2,3272 -2,3076 -2,3513 -2,4741 -2,6631 -2,8776 -3,0679 -3,1943 -3,2300 -3,1661 -3,0228 -2,8431 -2,6659 -2,5083 -2,3677 -2,2338 -2,0984 -1,9600 -1,8195 -1,6765 -1,5323 -1,3924 -1,2646 -1,1560 -1,0676 -0,9875 -0,8954 -0,7756 -0,6211 -0,4374 -0,2485 -0,0904 0,0057 0,0237 -0,0376 -0,1644 -0,3223 -0,4638 -0,5459 -0,5456 -0,4656 -0,3318 -0,1747 -0,0092 0,1638 0,3362 0,4809 0,5652 0,5758 0,5272 0,4481 0,3653 0,2965 0,2416 0,1774 0,0719 -0,0907 -0,2991 -0,5172 -0,6940 -0,7836 -0,7676 -0,6572 -0,4787 -0,2641 -0,0446 0,1605 0,3498 0,5308 0,7061 0,8633 0,9748 1,0135 0,9728 0,8720 0,7453 0,6299 0,5530 0,5246 0,5374 0,5740 0,6156 0,6557 0,7082 0,7928 0,9096 1,0269 1,0959 1,0798 0,9754 0,8115 0,6274 0,4444 0,2591 0,0565 -0,1820 -0,4761 -0,8301 -1,2096 -1,5526 -1,8137 -1,9922 -2,1178 -2,2189 -2,3062 -2,3732 -2,4072 -2,3954 -2,3236 -2,1804 -1,9660 -1,6935 -1,3836 -1,0603 -0,7503 -0,4859 -0,2963 -0,1896 -0,1501 -0,1538 -0,1740 -0,1783 -0,1361 -0,0380 0,0986 0,2452 0,3848 0,5234 0,6776 0,8485 1,0060 1,1046 1,1194 1,0714 1,0122 0,9852 1,0052 1,0690 1,1712 1,3017 1,4369 1,5472 1,6151 1,6415 1,6432 1,6523 1,7055 1,8240 2,0055 2,2287 2,4611 2,6728 2,8532 3,0061 3,1286 3,2008 3,1975 3,1060 2,9353 2,7179 2,5026 2,3362 2,2458 2,2372 2,3017 2,4160 2,5373 2,6093 2,5841 2,4477 2,2221 1,9458 1,6579 1,3931 1,1721 0,9896 0,8155 0,6206 0,4053 0,2022 0,0437 -0,0671 -0,1522 -0,2307 -0,3020 -0,3536 -0,3696 -0,3310 -0,2231 -0,0495 0,1602 0,3562 0,4891 0,5358 0,5065 0,4230 0,2978 0,1398 -0,0267 -0,1623 -0,2290 -0,2059 -0,0935 0,0938 0,3339 0,5964 0,8421 1,0301 1,1345 1,1570 1,1175 1,0319 0,9082 0,7571 0,5982 0,4592 0,3672 0,3346 0,3539 0,4075 0,4747 0,5331 0,5579 0,5197 0,3871 0,1428 -0,2060 -0,6372 -1,1240 -1,6336 -2,1251 -2,5558 -2,8986 -3,1550 -3,3401 -3,4578 -3,4981 -3,4554 -3,3440 -3,2017 -3,0796 -3,0237 -3,0606 -3,1925 -3,3980 -3,6417 -3,8896 -4,1148 -4,2962 -4,4216 -4,4873 -4,4875 -4,4076 -4,2300 -3,9457 -3,5647 -3,1204 -2,6659 -2,2546 -1,9155 -1,6379 -1,3795 -1,0911 -0,7439 -0,3401 0,0920 0,5085 0,8635 1,1293 1,3131 1,4466 1,5521 1,6212 1,6274 1,5574 1,4263 1,2657 1,1081 0,9824 0,9083 0,8869 0,9040 0,9447 1,0033 1,0871 1,2101 1,3801 1,5892 1,8229 2,0745 2,3422 2,6139 2,8569 3,0245 3,0857 3,0640 3,0349 3,0700 3,1762 3,2907 3,3317 3,2513 3,0503 2,7617 2,4240 2,0576 1,6625 1,2442 0,8379 0,5060 0,3054 0,2495 0,2904 0,3418 0,3273 0,2081 -0,0263 -0,3674 -0,7779 -1,1932 -1,5481 -1,8064 -1,9696 -2,0652 -2,1258 -2,1804 -2,2599 -2,4002 -2,6278 -2,9446 -3,3277 -3,7387 -4,1347 -4,4790 -4,7570 -4,9809 -5,1731 -5,3447 -5,4881 -5,5807 -5,5925 -5,4990 -5,2988 -5,0255 -4,7487 -4,5547 -4,5030
F7    -0,4632 -0,5917 -0,6457 -0,6244 -0,5425 -0,4412 -0,3798 -0,4019 -0,5115 -0,6828 -0,8833 -1,0786 -1,2302 -1,3042 -1,2817 -1,1655 -0,9817 -0,7731 -0,5828 -0,4320 -0,3091 -0,1864 -0,0487 0,0961 0,2284 0,3335 0,4156 0,4931 0,5808 0,6799 0,7796 0,8701 0,9590 1,0639 1,1792 1,2640 1,2722 1,1902 1,0438 0,8776 0,7249 0,5917 0,4637 0,3254 0,1793 0,0495 -0,0331 -0,0557 -0,0346 0,0036 0,0480 0,1031 0,1709 0,2386 0,2825 0,2855 0,2525 0,2038 0,1557 0,1132 0,0825 0,0784 0,1171 0,2008 0,3101 0,4118 0,4760 0,4827 0,4256 0,3216 0,2111 0,1413 0,1496 0,2532 0,4376 0,6575 0,8566 0,9835 1,0008 0,9050 0,7387 0,5649 0,4273 0,3412 0,3101 0,3372 0,4265 0,5759 0,7667 0,9636 1,1315 1,2583 1,3576 1,4510 1,5453 1,6206 1,6379 1,5639 1,3936 1,1584 0,9185 0,7419 0,6720 0,7046 0,7903 0,8592 0,8494 0,7258 0,4878 0,1651 -0,2008 -0,5733 -0,9267 -1,2507 -1,5554 -1,8659 -2,2043 -2,5753 -2,9657 -3,3518 -3,7045 -3,9925 -4,1926 -4,3016 -4,3376 -4,3281 -4,2901 -4,2184 -4,0943 -3,9040 -3,6476 -3,3280 -2,9439 -2,5003 -2,0222 -1,5466 -1,1052 -0,7123 -0,3617 -0,0318 0,3093 0,7032 1,1857 1,7534 2,3462 2,8752 3,2790 3,5578 3,7506 3,8876 3,9733 4,0047 3,9898 3,9475 3,9021 3,8796 3,8944 3,9319 3,9480 3,8941 3,7516 3,5471 3,3331 3,1515 3,0142 2,9158 2,8557 2,8425 2,8822 2,9670 3,0803 3,2075 3,3352 3,4440 3,5224 3,5909 3,6999 3,8933 4,1680 4,4664 4,7099 4,8502 4,8953 4,8934 4,8931 4,9140 4,9416 4,9456 4,9069 4,8246 4,7022 4,5398 4,3399 4,1140 3,8835 3,6768 3,5218 3,4282 3,3766 3,3365 3,2942 3,2518 3,2061 3,1419 3,0469 2,9223 2,7768 2,6179 2,4480 2,2650 2,0674 1,8556 1,6243 1,3597 1,0558 0,7329 0,4242 0,1436 -0,1222 -0,3855 -0,6386 -0,8607 -1,0362 -1,1634 -1,2494 -1,3001 -1,3176 -1,3031 -1,2649 -1,2230 -1,1954 -1,1887 -1,2072 -1,2575 -1,3383 -1,4347 -1,5339 -1,6388 -1,7566 -1,8813 -2,0006 -2,1139 -2,2326 -2,3675 -2,5170 -2,6582 -2,7503 -2,7613 -2,6927 -2,5690 -2,4114 -2,2336 -2,0611 -1,9353 -1,8955 -1,9612 -2,1268 -2,3567 -2,5860 -2,7445 -2,7915 -2,7291 -2,5927 -2,4292 -2,2717 -2,1246 -1,9786 -1,8389 -1,7335 -1,6912 -1,7118 -1,7570 -1,7699 -1,7094 -1,5717 -1,3860 -1,1977 -1,0527 -0,9799 -0,9828 -1,0452 -1,1412 -1,2468 -1,3469 -1,4278 -1,4677 -1,4377 -1,3155 -1,1029 -0,8359 -0,5727 -0,3603 -0,2053 -0,0853 0,0135 0,0777 0,0779 -0,0108 -0,1886 -0,4176 -0,6254 -0,7383 -0,7244 -0,6091 -0,4460 -0,2787 -0,1284 -0,0003 0,1068 0,1931 0,2490 0,2595 0,2256 0,1763 0,1499 0,1657 0,2155 0,2758 0,3245 0,3505 0,3595 0,3762 0,4295 0,5236 0,6293 0,7127 0,7702 0,8313 0,9280 1,0648 1,2158 1,3511 1,4647 1,5709 1,6777 1,7732 1,8359 1,8416 1,7636 1,5831 1,3084 0,9842 0,6796 0,4657 0,3843 0,4240 0,5307 0,6412 0,7031 0,6738 0,5280 0,2773 -0,0307 -0,3419 -0,6196 -0,8469 -1,0203 -1,1448 -1,2268 -1,2715 -1,2849 -1,2694 -1,2177 -1,1142 -0,9448 -0,7082 -0,4206 -0,1134 0,1755 0,4123 0,5770 0,6617 0,6659 0,6032 0,5095 0,4290 0,3881 0,3868 0,4074 0,4260 0,4257 0,4110 0,4020 0,4083 0,4151 0,3970 0,3469 0,2895 0,2674 0,3132 0,4303 0,5950 0,7672 0,8969 0,9404 0,8842 0,7499 0,5784 0,4221 0,3343 0,3452 0,4502 0,6202 0,8204 1,0261 1,2266 1,4100 1,5514 1,6255 1,6309 1,5956 1,5563 1,5339 1,5315 1,5468 1,5823 1,6465 1,7443 1,8645 1,9813 2,0712 2,1251 2,1399 2,1052 2,0060 1,8431 1,6380 1,4111 1,1665 0,9056 0,6505 0,4487 0,3529 0,3902 0,5445 0,7642 0,9823 1,1310 1,1544 1,0313 0,7915 0,5009 0,2280 0,0241 -0,0819 -0,0844 0,0062 0,1765 0,4106 0,6793 0,9412 1,1572 1,3033 1,3783 1,4048 1,4149 1,4265 1,4317 1,4123 1,3611 1,2879 1,2125 1,1584 1,1431 1,1733 1,2485 1,3577 1,4680 1,5338 1,5237 1,4368 1,2966 1,1321 0,9595 0,7854 0,6232 0,4928 0,4035 0,3447 0,2903 0,2102 0,0809 -0,1069 -0,3461 -0,6118 -0,8686 -1,0924 -1,2832 -1,4592 -1,6450 -1,8631 -2,1245 -2,4220 -2,7289 -3,0083 -3,2307 -3,3836 -3,4657 -3,4847 -3,4579 -3,3970 -3,2901 -3,1148 -2,8737 -2,6087 -2,3775 -2,2131 -2,1049 -2,0129 -1,8970 -1,7377 -1,5409 -1,3276 -1,1132 -0,8963 -0,6676 -0,4212 -0,1546 0,1360 0,4494 0,7661 1,0456 1,2484 1,3644 1,4202 1,4581 1,5064 1,5618 1,5964 1,5776 1,4891 1,3429 1,1757 1,0342 0,9573 0,9626 1,0441 1,1821 1,3551 1,5458 1,7459 1,9560 2,1784 2,4067 2,6276 2,8297 3,0020 3,1271 3,1953 3,2196 3,2213 3,2045 3,1553 3,0624 2,9285 2,7640 2,5864 2,4163 2,2628 2,1175 1,9735 1,8335 1,6975 1,5581 1,4132 1,2720 1,1409 1,0081 0,8437 0,6159 0,3192 -0,0100 -0,3117 -0,5458 -0,7188 -0,8705 -1,0383 -1,2311 -1,4301 -1,6120 -1,7719 -1,9235 -2,0806 -2,2451 -2,4118 -2,5735 -2,7182 -2,8293 -2,8994 -2,9443 -3,0043 -3,1228 -3,3097 -3,5264 -3,7124 -3,8255 -3,8560 -3,8144 -3,7207 -3,5961
