Fp1   -0,7508 -0,8982 -0,9933 -1,0216 -1,0055 -0,9501 -0,8204 -0,5648 -0,1655 0,3298 0,8342 1,2736 1,6116 1,8549 2,0450 2,2188 2,3697 2,4647 2,4837 2,4319 2,3315 2,2077 2,0738 1,9400 1,8375 1,8042 1,8353 1,8698 1,8286 1,6602 1,3666 0,9966 0,6085 0,2369 -0,1236 -0,5130 -0,9691 -1,4890 -2,0251 -2,5067 -2,8679 -3,0715 -3,1122 -3,0067 -2,7978 -2,5665 -2,4095 -2,3990 -2,5681 -2,9191 -3,4183 -3,9879 -4,5269 -4,9461 -5,1845 -5,2079 -5,0171 -4,6680 -4,2646 -3,9092 -3,6562 -3,4985 -3,3810 -3,2420 -3,0555 -2,8411 -2,6451 -2,5168 -2,4883 -2,5595 -2,6972 -2,8614 -3,0289 -3,1850 -3,3065 -3,3718 -3,3753 -3,3184 -3,2040 -3,0377 -2,8100 -2,4936 -2,0796 -1,6059 -1,1415 -0,7612 -0,5346 -0,5096 -0,6835 -1,0005 -1,3857 -1,7705 -2,0892 -2,2848 -2,3328 -2,2453 -2,0454 -1,7436 -1,3515 -0,9169 -0,5151 -0,1987 0,0229 0,1555 0,2009 0,1696 0,0860 -0,0216 -0,1311 -0,2366 -0,3521 -0,4960 -0,6722 -0,8679 -1,0736 -1,2964 -1,5473 -1,8205 -2,0914 -2,3336 -2,5301 -2,6669 -2,7280 -2,7066 -2,6201 -2,5098 -2,4250 -2,4109 -2,4987 -2,6903 -2,9418 -3,1792 -3,3333 -3,3680 -3,2973 -3,1753 -3,0510 -2,9333 -2,8083 -2,6708 -2,5212 -2,3368 -2,0637 -1,6538 -1,1249 -0,5777 -0,1363 0,1392 0,2763 0,3351 0,3493 0,3162 0,2156 0,0196 -0,2983 -0,7317 -1,2206 -1,6818 -2,0568 -2,3306 -2,5204 -2,6527 -2,7367 -2,7520 -2,6702 -2,4878 -2,2314 -1,9420 -1,6666 -1,4495 -1,3185 -1,2760 -1,2909 -1,2960 -1,2175 -1,0266 -0,7551 -0,4510 -0,1352 0,1827 0,4692 0,6801 0,8147 0,9431 1,1624 1,5079 1,9123 2,2617 2,4785 2,5397 2,4476 2,2117 1,8525 1,4086 0,9331 0,4708 0,0352 -0,3809 -0,7794 -1,1488 -1,4790 -1,7816 -2,0874 -2,4142 -2,7422 -3,0259 -3,2215 -3,3063 -3,2885 -3,1935 -3,0321 -2,7926 -2,4652 -2,0731 -1,6855 -1,3965 -1,2847 -1,3746 -1,6220 -1,9561 -2,3334 -2,7348 -3,1386 -3,5151 -3,8355 -4,0819 -4,2641 -4,4243 -4,6125 -4,8575 -5,1593 -5,4861 -5,7655 -5,9031 -5,8294 -5,5373 -5,0790 -4,5363 -3,9919 -3,5120 -3,1385 -2,8808 -2,7086 -2,5601 -2,3752 -2,1295 -1,8415 -1,5613 -1,3554 -1,2847 -1,3790 -1,6313 -2,0053 -2,4455 -2,8897 -3,2913 -3,6485 -4,0150 -4,4698 -5,0616 -5,7690 -6,5004 -7,1328 -7,5626 -7,7337 -7,6357 -7,2903 -6,7434 -6,0644 -5,3394 -4,6440 -4,0149 -3,4554 -2,9714 -2,5889 -2,3238 -2,1497 -2,0164 -1,8991 -1,8201 -1,8171 -1,8981 -2,0350 -2,1994 -2,3919 -2,6212 -2,8601 -3,0453 -3,1257 -3,0993 -3,0001 -2,8580 -2,6705 -2,4040 -2,0262 -1,5525 -1,0488 -0,5853 -0,2028 0,0837 0,2731 0,3706 0,3641 0,2166 -0,1010 -0,5755 -1,1445 -1,7056 -2,1514 -2,4309 -2,5766 -2,6613 -2,7352 -2,8101 -2,8862 -2,9714 -3,0810 -3,2276 -3,4046 -3,5770 -3,6952 -3,7176 -3,6316 -3,4557 -3,2184 -2,9505 -2,7004 -2,5262 -2,4485 -2,4381 -2,4691 -2,5452 -2,6590 -2,7599 -2,7826 -2,6734 -2,3798 -1,8620 -1,1403 -0,3128 0,4857 1,1454 1,6252 1,9567 2,2040 2,4121 2,5791 2,6717 2,6719 2,5954 2,4645 2,2824 2,0476 1,7887 1,5680 1,4355 1,3835 1,3593 1,3159 1,2429 1,1642 1,1136 1,1123 1,1733 1,3157 1,5525 1,8673 2,2121 2,5235 2,7368 2,8024 2,7110 2,4994 2,2211 1,9143 1,5947 1,2651 0,9331 0,6237 0,3711 0,1953 0,0932 0,0518 0,0726 0,1837 0,4132 0,7427 1,0973 1,3834 1,5434 1,5825 1,5494 1,5071 1,5094 1,5775 1,6969 1,8467 2,0259 2,2425 2,4836 2,7172 2,9259 3,1150 3,2906 3,4404 3,5391 3,5751 3,5664 3,5495 3,5687 3,6691 3,8686 4,1339 4,3941 4,5861 4,6845 4,6903 4,6157 4,4880 4,3504 4,2411 4,1797 4,1742 4,2202 4,2824 4,2974 4,2184 4,0544 3,8498 3,6361 3,4219 3,2144 3,0362 2,9209 2,8974 2,9771 3,1535 3,4121 3,7346 4,0927 4,4507 4,7847 5,0915 5,3694 5,5885 5,6864 5,6102 5,3641 5,0104 4,6308 4,2923 4,0368 3,8875 3,8585 3,9579 4,1811 4,4985 4,8625 5,2327 5,5823 5,8851 6,1163 6,2633 6,3260 6,3128 6,2389 6,1272 6,0007 5,8695 5,7309 5,5751 5,3892 5,1710 4,9431 4,7480 4,6341 4,6348 4,7460 4,9281 5,1322 5,3247 5,4974 5,6634 5,8419 6,0498 6,3008 6,5924 6,8862 7,1077 7,1629 6,9652 6,4845 5,7876 5,0157 4,3230 3,8270 3,5800 3,5572 3,6707 3,8133 3,9115 3,9590 4,0137 4,1618 4,4696 4,9507 5,5652 6,2379 6,8818 7,4222 7,8105 8,0312 8,1054 8,0771 7,9989 7,9269 7,9020 7,9422 8,0584 8,2566 8,5236 8,8266 9,1261 9,3992 9,6581 9,9332 10,2322 10,5267 10,7780 10,9577 11,0491 11,0478 10,9591 10,7910 10,5544 10,2705 9,9705 9,6854 9,4421 9,2731 9,2134 9,2765 9,4395 9,6451 9,8237 9,9282 9,9462 9,8829 9,7597 9,6392 9,6153 9,7506 10,0252 10,3513 10,6469 10,8970 11,1321 11,3499 11,4885 11,4796 11,3089 11,0166 10,6609 10,2920 9,9450 9,6388 9,3724 9,1256 8,8758 8,6169 8,3600 8,1264 7,9435 7,8320 7,7988 7,8436 7,9640 8,1496 8,3711 8,5691 8,6650 8,6104 8,4149 8,1130 7,7289 7,2861 6,8248 6,3964 6,0411 5,7643 5,5430 5,3604 5,2215 5,1317 5,0757 5,0113 4,8814 4,6523 4,3472 4,0251
Fz    -0,3944 -0,0607 0,2632 0,5443 0,7686 0,9577 1,1532 1,3844 1,6521 1,9353 2,2099 2,4626 2,6956 2,9197 3,1402 3,3383 3,4691 3,4859 3,3625 3,0933 2,6947 2,2077 1,6884 1,1902 0,7539 0,4011 0,1273 -0,0947 -0,2973 -0,5027 -0,7182 -0,9440 -1,1801 -1,4219 -1,6633 -1,9072 -2,1606 -2,4169 -2,6490 -2,8171 -2,8894 -2,8657 -2,7830 -2,6939 -2,6399 -2,6450 -2,7228 -2,8810 -3,1203 -3,4306 -3,7821 -4,1252 -4,4082 -4,5953 -4,6675 -4,6140 -4,4345 -4,1483 -3,7908 -3,4044 -3,0401 -2,7503 -2,5662 -2,4816 -2,4611 -2,4594 -2,4415 -2,3962 -2,3313 -2,2564 -2,1750 -2,0970 -2,0474 -2,0526 -2,1177 -2,2103 -2,2642 -2,2071 -2,0023 -1,6673 -1,2519 -0,8123 -0,4049 -0,0777 0,1407 0,2306 0,1647 -0,0816 -0,5016 -1,0513 -1,6718 -2,3127 -2,9331 -3,4951 -3,9703 -4,3443 -4,6039 -4,7262 -4,6937 -4,5217 -4,2629 -3,9841 -3,7400 -3,5574 -3,4322 -3,3384 -3,2455 -3,1325 -2,9911 -2,8240 -2,6520 -2,5189 -2,4783 -2,5631 -2,7741 -3,0898 -3,4738 -3,8734 -4,2304 -4,5036 -4,6825 -4,7753 -4,7865 -4,7136 -4,5619 -4,3541 -4,1281 -3,9291 -3,7934 -3,7269 -3,6967 -3,6487 -3,5401 -3,3630 -3,1473 -2,9362 -2,7529 -2,5895 -2,4273 -2,2633 -2,1100 -1,9714 -1,8271 -1,6499 -1,4387 -1,2227 -1,0290 -0,8584 -0,7014 -0,5641 -0,4658 -0,4220 -0,4408 -0,5272 -0,6755 -0,8585 -1,0357 -1,1797 -1,2925 -1,3934 -1,4976 -1,6025 -1,6797 -1,6772 -1,5552 -1,3304 -1,0751 -0,8788 -0,8185 -0,9438 -1,2639 -1,7432 -2,3112 -2,8760 -3,3454 -3,6583 -3,8051 -3,8148 -3,7195 -3,5428 -3,3110 -3,0492 -2,7510 -2,3629 -1,8152 -1,0863 -0,2440 0,5779 1,2437 1,6655 1,8177 1,7312 1,4780 1,1487 0,8248 0,5546 0,3478 0,1864 0,0395 -0,1292 -0,3570 -0,6775 -1,1085 -1,6374 -2,2171 -2,7835 -3,2763 -3,6532 -3,9044 -4,0521 -4,1272 -4,1534 -4,1524 -4,1598 -4,2287 -4,4072 -4,7079 -5,0945 -5,4945 -5,8400 -6,1051 -6,2976 -6,4250 -6,4756 -6,4235 -6,2519 -5,9812 -5,6747 -5,4098 -5,2384 -5,1690 -5,1736 -5,2090 -5,2389 -5,2493 -5,2434 -5,2210 -5,1631 -5,0420 -4,8461 -4,5927 -4,3181 -4,0556 -3,8196 -3,6111 -3,4301 -3,2777 -3,1576 -3,0860 -3,0824 -3,1454 -3,2473 -3,3545 -3,4492 -3,5347 -3,6209 -3,7175 -3,8455 -4,0433 -4,3464 -4,7521 -5,2033 -5,6113 -5,8951 -6,0015 -5,9065 -5,6164 -5,1723 -4,6439 -4,1122 -3,6451 -3,2765 -3,0050 -2,8193 -2,7239 -2,7305 -2,8297 -2,9871 -3,1758 -3,3975 -3,6635 -3,9659 -4,2736 -4,5522 -4,7832 -4,9553 -5,0386 -4,9848 -4,7655 -4,4053 -3,9706 -3,5321 -3,1359 -2,7966 -2,5093 -2,2703 -2,0837 -1,9530 -1,8796 -1,8660 -1,9123 -2,0092 -2,1443 -2,3136 -2,5212 -2,7689 -3,0482 -3,3356 -3,5992 -3,8187 -3,9969 -4,1451 -4,2553 -4,2965 -4,2422 -4,0986 -3,9020 -3,6882 -3,4695 -3,2425 -3,0101 -2,7934 -2,6230 -2,5232 -2,4990 -2,5374 -2,6183 -2,7161 -2,7881 -2,7918 -2,7306 -2,6603 -2,6333 -2,6499 -2,6671 -2,6319 -2,4963 -2,2324 -1,8595 -1,4466 -1,0734 -0,7854 -0,5773 -0,4159 -0,2773 -0,1656 -0,1088 -0,1412 -0,2732 -0,4741 -0,6883 -0,8670 -0,9790 -1,0032 -0,9248 -0,7503 -0,5214 -0,3012 -0,1414 -0,0638 -0,0654 -0,1372 -0,2755 -0,4714 -0,6927 -0,8920 -1,0296 -1,0848 -1,0493 -0,9213 -0,7096 -0,4353 -0,1267 0,1792 0,4394 0,6180 0,6985 0,6823 0,5850 0,4370 0,2811 0,1586 0,0917 0,0814 0,1206 0,2019 0,3090 0,4099 0,4660 0,4541 0,3797 0,2639 0,1284 -0,0090 -0,1377 -0,2510 -0,3291 -0,3311 -0,2183 0,0086 0,3089 0,6389 0,9738 1,2995 1,6003 1,8597 2,0711 2,2383 2,3624 2,4359 2,4521 2,4084 2,2977 2,1114 1,8640 1,6019 1,3730 1,1954 1,0642 0,9747 0,9256 0,9099 0,9119 0,9085 0,8733 0,7925 0,6886 0,6239 0,6635 0,8282 1,0805 1,3484 1,5584 1,6637 1,6566 1,5579 1,3966 1,2014 1,0029 0,8267 0,6896 0,6084 0,5997 0,6622 0,7661 0,8683 0,9474 1,0303 1,1780 1,4403 1,8178 2,2578 2,6837 3,0341 3,2912 3,4844 3,6621 3,8535 4,0555 4,2438 4,3901 4,4738 4,4869 4,4343 4,3380 4,2355 4,1702 4,1819 4,2935 4,4945 4,7387 4,9655 5,1308 5,2240 5,2661 5,2957 5,3464 5,4287 5,5356 5,6604 5,8021 5,9612 6,1331 6,3067 6,4669 6,6065 6,7328 6,8530 6,9513 6,9813 6,8867 6,6421 6,2784 5,8640 5,4671 5,1338 4,8866 4,7256 4,6316 4,5783 4,5499 4,5571 4,6351 4,8143 5,0845 5,3973 5,7048 5,9928 6,2789 6,5930 6,9556 7,3590 7,7616 8,1028 8,3376 8,4659 8,5288 8,5886 8,7091 8,9283 9,2406 9,6037 9,9533 10,2204 10,3552 10,3439 10,2031 9,9691 9,6864 9,3928 9,1069 8,8298 8,5553 8,2864 8,0436 7,8510 7,7203 7,6481 7,6300 7,6745 7,8009 8,0180 8,3107 8,6395 8,9542 9,2171 9,4198 9,5753 9,7053 9,8433 10,0309 10,2841 10,5591 10,7646 10,8258 10,7406 10,5644 10,3460 10,0902 9,7777 9,3962 8,9430 8,4128 7,8024 7,1256 6,4133 5,6957 4,9857 4,2810 3,5797 2,8901 2,2318 1,6306 1,1077 0,6715 0,3245 0,0672 -0,1085 -0,2319 -0,3597 -0,5629 -0,8833 -1,3052 -1,7796 -2,2589 -2,7029 -3,0766 -3,3568 -3,5419 -3,6567 -3,7407 -3,8271 -3,9298 -4,0508 -4,1945 -4,3746 -4,6049 -4,8786 -5,1621 -5,4189
F3    -2,1498 -1,8627 -1,4235 -0,8258 -0,1263 0,5877 1,2281 1,7198 2,0157 2,1143 2,0633 1,9404 1,8206 1,7595 1,7964 1,9478 2,1887 2,4560 2,6742 2,7723 2,6955 2,4315 2,0298 1,5809 1,1773 0,8836 0,7176 0,6463 0,5995 0,5031 0,3218 0,0690 -0,2264 -0,5489 -0,8944 -1,2494 -1,5776 -1,8346 -2,0016 -2,1009 -2,1710 -2,2354 -2,2984 -2,3580 -2,4155 -2,4873 -2,6086 -2,8125 -3,1007 -3,4317 -3,7318 -3,9261 -3,9716 -3,8717 -3,6725 -3,4497 -3,2767 -3,1885 -3,1748 -3,2007 -3,2267 -3,2121 -3,1191 -2,9350 -2,6905 -2,4461 -2,2603 -2,1681 -2,1701 -2,2360 -2,3200 -2,3825 -2,4048 -2,3886 -2,3415 -2,2715 -2,1905 -2,1096 -2,0296 -1,9465 -1,8627 -1,7902 -1,7402 -1,7055 -1,6574 -1,5687 -1,4373 -1,2912 -1,1747 -1,1293 -1,1893 -1,3884 -1,7455 -2,2339 -2,7762 -3,2773 -3,6658 -3,9125 -4,0223 -4,0187 -3,9330 -3,7999 -3,6544 -3,5227 -3,4050 -3,2708 -3,0846 -2,8365 -2,5516 -2,2841 -2,1061 -2,0880 -2,2740 -2,6636 -3,2097 -3,8301 -4,4196 -4,8673 -5,0895 -5,0713 -4,8836 -4,6443 -4,4502 -4,3375 -4,2907 -4,2765 -4,2730 -4,2763 -4,2905 -4,3045 -4,2798 -4,1723 -3,9619 -3,6554 -3,2811 -2,8910 -2,5443 -2,2808 -2,1137 -2,0393 -2,0395 -2,0798 -2,1184 -2,1232 -2,0782 -1,9712 -1,7872 -1,5201 -1,1914 -0,8506 -0,5511 -0,3230 -0,1637 -0,0516 0,0313 0,0923 0,1355 0,1589 0,1478 0,0799 -0,0603 -0,2756 -0,5510 -0,8390 -1,0649 -1,1688 -1,1506 -1,0732 -1,0221 -1,0585 -1,2000 -1,4265 -1,6928 -1,9455 -2,1387 -2,2460 -2,2686 -2,2311 -2,1708 -2,1310 -2,1520 -2,2465 -2,3725 -2,4315 -2,3117 -1,9490 -1,3540 -0,6068 0,1567 0,7758 1,1253 1,1627 0,9261 0,5026 -0,0072 -0,5190 -0,9812 -1,3753 -1,7094 -2,0054 -2,2873 -2,5831 -2,9203 -3,2983 -3,6797 -4,0151 -4,2744 -4,4623 -4,6104 -4,7442 -4,8645 -4,9664 -5,0532 -5,1226 -5,1553 -5,1253 -5,0239 -4,8664 -4,6768 -4,4796 -4,3082 -4,2056 -4,2069 -4,3238 -4,5393 -4,8110 -5,0889 -5,3396 -5,5512 -5,7226 -5,8578 -5,9596 -6,0188 -6,0144 -5,9269 -5,7513 -5,5042 -5,2205 -4,9353 -4,6646 -4,3984 -4,1109 -3,7798 -3,4005 -2,9945 -2,6124 -2,3173 -2,1544 -2,1315 -2,2234 -2,3970 -2,6365 -2,9412 -3,2989 -3,6727 -4,0151 -4,2911 -4,4915 -4,6335 -4,7470 -4,8570 -4,9702 -5,0734 -5,1406 -5,1406 -5,0427 -4,8260 -4,4939 -4,0818 -3,6514 -3,2732 -3,0033 -2,8674 -2,8612 -2,9670 -3,1564 -3,3767 -3,5645 -3,6830 -3,7284 -3,7058 -3,6129 -3,4455 -3,2168 -2,9686 -2,7517 -2,5985 -2,5144 -2,4854 -2,4940 -2,5292 -2,5872 -2,6684 -2,7720 -2,8846 -2,9781 -3,0209 -2,9897 -2,8824 -2,7301 -2,5897 -2,5117 -2,5101 -2,5610 -2,6215 -2,6569 -2,6641 -2,6682 -2,6972 -2,7583 -2,8346 -2,9030 -2,9504 -2,9691 -2,9499 -2,8891 -2,7986 -2,7029 -2,6235 -2,5639 -2,5135 -2,4703 -2,4617 -2,5281 -2,6819 -2,8956 -3,1321 -3,3619 -3,5463 -3,6355 -3,6061 -3,4858 -3,3299 -3,1826 -3,0636 -2,9760 -2,9110 -2,8488 -2,7688 -2,6555 -2,4914 -2,2548 -1,9390 -1,5706 -1,2055 -0,9029 -0,6980 -0,5931 -0,5659 -0,5819 -0,6053 -0,6175 -0,6320 -0,6779 -0,7694 -0,9029 -1,0773 -1,2988 -1,5569 -1,8085 -2,0015 -2,1094 -2,1325 -2,0724 -1,9210 -1,6750 -1,3572 -1,0169 -0,7053 -0,4520 -0,2578 -0,1027 0,0364 0,1614 0,2484 0,2731 0,2368 0,1674 0,0994 0,0547 0,0333 0,0178 -0,0129 -0,0658 -0,1235 -0,1554 -0,1462 -0,1083 -0,0705 -0,0644 -0,1217 -0,2641 -0,4776 -0,7062 -0,8831 -0,9704 -0,9646 -0,8694 -0,6789 -0,4002 -0,0777 0,2231 0,4576 0,6240 0,7531 0,8823 1,0361 1,2227 1,4428 1,6935 1,9583 2,2015 2,3747 2,4328 2,3562 2,1620 1,8825 1,5339 1,1256 0,6950 0,3117 0,0391 -0,0978 -0,1087 -0,0178 0,1471 0,3551 0,5742 0,7726 0,9237 1,0145 1,0510 1,0630 1,0958 1,1767 1,2838 1,3576 1,3449 1,2274 1,0161 0,7364 0,4274 0,1449 -0,0450 -0,0862 0,0410 0,3100 0,6663 1,0596 1,4650 1,8795 2,3030 2,7227 3,1085 3,4193 3,6113 3,6495 3,5270 3,2783 2,9712 2,6836 2,4806 2,3984 2,4358 2,5567 2,7072 2,8423 2,9441 3,0319 3,1564 3,3623 3,6354 3,8991 4,0664 4,0941 4,0022 3,8585 3,7380 3,6869 3,7138 3,8017 3,9222 4,0483 4,1585 4,2398 4,3027 4,3890 4,5486 4,8049 5,1232 5,4038 5,5319 5,4524 5,1922 4,8227 4,4150 4,0214 3,6757 3,4035 3,2310 3,1862 3,2888 3,5389 3,9162 4,3856 4,9091 5,4580 6,0122 6,5487 7,0387 7,4536 7,7724 7,9856 8,0961 8,1135 8,0572 7,9628 7,8761 7,8352 7,8577 7,9451 8,0955 8,3006 8,5367 8,7745 8,9909 9,1652 9,2741 9,3002 9,2443 9,1280 8,9816 8,8237 8,6457 8,4145 8,1059 7,7425 7,3892 7,1126 6,9511 6,9128 6,9926 7,1842 7,4691 7,8021 8,1207 8,3709 8,5267 8,5926 8,5887 8,5332 8,4382 8,3111 8,1570 7,9886 7,8299 7,6936 7,5600 7,3922 7,1734 6,9217 6,6626 6,4006 6,1175 5,7868 5,3889 4,9236 4,4165 3,9150 3,4745 3,1330 2,8879 2,6970 2,5013 2,2565 1,9572 1,6352 1,3410 1,1186 0,9806 0,9012 0,8391 0,7558 0,6182 0,4090 0,1365 -0,1802 -0,5212 -0,8620 -1,1727 -1,4193 -1,5663 -1,5922 -1,5053 -1,3500 -1,1965 -1,1130 -1,1329 -1,2541 -1,4645
F7    -1,2880 -1,1978 -1,0890 -0,9741 -0,8649 -0,7473 -0,5881 -0,3591 -0,0562 0,2980 0,6665 1,0102 1,2960 1,5065 1,6477 1,7358 1,7775 1,7778 1,7551 1,7333 1,7263 1,7281 1,7122 1,6484 1,5280 1,3660 1,1765 0,9552 0,6887 0,3754 0,0372 -0,2926 -0,5912 -0,8499 -1,0673 -1,2444 -1,3784 -1,4601 -1,4831 -1,4514 -1,3774 -1,2776 -1,1671 -1,0548 -0,9512 -0,8801 -0,8743 -0,9617 -1,1579 -1,4614 -1,8466 -2,2655 -2,6660 -3,0079 -3,2631 -3,4082 -3,4293 -3,3370 -3,1710 -2,9828 -2,8170 -2,6966 -2,6181 -2,5644 -2,5244 -2,4979 -2,4907 -2,5142 -2,5808 -2,6907 -2,8231 -2,9468 -3,0348 -3,0662 -3,0252 -2,9071 -2,7230 -2,4913 -2,2311 -1,9615 -1,6954 -1,4358 -1,1863 -0,9568 -0,7623 -0,6277 -0,5917 -0,6874 -0,9176 -1,2489 -1,6283 -2,0052 -2,3415 -2,6176 -2,8352 -3,0085 -3,1418 -3,2174 -3,2085 -3,1070 -2,9313 -2,7135 -2,4843 -2,2675 -2,0737 -1,8944 -1,7103 -1,5088 -1,2938 -1,0881 -0,9266 -0,8358 -0,8208 -0,8697 -0,9706 -1,1218 -1,3252 -1,5714 -1,8329 -2,0760 -2,2815 -2,4531 -2,6049 -2,7487 -2,8947 -3,0510 -3,2179 -3,3844 -3,5306 -3,6313 -3,6605 -3,6007 -3,4505 -3,2246 -2,9495 -2,6557 -2,3654 -2,0841 -1,8112 -1,5586 -1,3520 -1,2050 -1,0979 -0,9947 -0,8830 -0,7889 -0,7498 -0,7810 -0,8729 -1,0060 -1,1569 -1,3026 -1,4361 -1,5737 -1,7376 -1,9240 -2,0908 -2,1835 -2,1748 -2,0804 -1,9442 -1,8108 -1,6981 -1,5891 -1,4534 -1,2766 -1,0724 -0,8751 -0,7251 -0,6521 -0,6660 -0,7564 -0,8939 -1,0332 -1,1315 -1,1731 -1,1733 -1,1533 -1,1174 -1,0597 -0,9851 -0,9085 -0,8300 -0,7209 -0,5390 -0,2673 0,0606 0,3796 0,6341 0,7935 0,8422 0,7726 0,5871 0,3016 -0,0495 -0,4151 -0,7415 -0,9912 -1,1511 -1,2315 -1,2640 -1,2982 -1,3857 -1,5527 -1,7816 -2,0194 -2,2044 -2,2943 -2,2852 -2,2034 -2,0807 -1,9392 -1,7911 -1,6491 -1,5391 -1,4981 -1,5517 -1,6919 -1,8742 -2,0488 -2,1987 -2,3414 -2,5006 -2,6826 -2,8683 -3,0257 -3,1316 -3,1872 -3,2153 -3,2469 -3,3042 -3,3861 -3,4619 -3,4858 -3,4252 -3,2793 -3,0709 -2,8304 -2,5934 -2,4015 -2,2888 -2,2620 -2,2929 -2,3314 -2,3334 -2,2810 -2,1834 -2,0701 -1,9829 -1,9566 -1,9993 -2,0908 -2,1952 -2,2783 -2,3212 -2,3254 -2,3125 -2,3246 -2,4134 -2,6164 -2,9331 -3,3166 -3,6915 -3,9880 -4,1647 -4,2094 -4,1359 -3,9808 -3,7903 -3,6003 -3,4194 -3,2239 -2,9753 -2,6532 -2,2744 -1,8772 -1,4902 -1,1238 -0,7900 -0,5140 -0,3212 -0,2232 -0,2163 -0,2881 -0,4253 -0,6097 -0,8066 -0,9712 -1,0769 -1,1339 -1,1733 -1,2186 -1,2682 -1,2958 -1,2666 -1,1618 -0,9920 -0,7931 -0,6169 -0,5172 -0,5289 -0,6560 -0,8811 -1,1790 -1,5175 -1,8530 -2,1315 -2,2952 -2,3040 -2,1621 -1,9268 -1,6815 -1,4911 -1,3788 -1,3349 -1,3360 -1,3577 -1,3779 -1,3791 -1,3579 -1,3313 -1,3286 -1,3780 -1,4936 -1,6634 -1,8532 -2,0309 -2,1831 -2,3038 -2,3857 -2,4326 -2,4619 -2,4784 -2,4566 -2,3596 -2,1626 -1,8534 -1,4319 -0,9264 -0,4014 0,0657 0,4204 0,6542 0,8023 0,9178 1,0378 1,1619 1,2544 1,2715 1,1869 0,9963 0,7153 0,3807 0,0456 -0,2374 -0,4392 -0,5648 -0,6383 -0,6796 -0,6956 -0,6852 -0,6503 -0,5994 -0,5340 -0,4354 -0,2763 -0,0499 0,2164 0,4728 0,6704 0,7775 0,7872 0,7202 0,6123 0,4962 0,3904 0,2989 0,2192 0,1544 0,1152 0,1057 0,1160 0,1324 0,1538 0,1984 0,2892 0,4311 0,6052 0,7837 0,9467 1,0859 1,1938 1,2586 1,2697 1,2201 1,1118 0,9701 0,8499 0,8130 0,8908 1,0671 1,2940 1,5166 1,6892 1,7822 1,7849 1,7074 1,5740 1,4095 1,2366 1,0808 0,9665 0,9062 0,9011 0,9529 1,0635 1,2202 1,3936 1,5603 1,7211 1,8906 2,0769 2,2744 2,4629 2,6064 2,6646 2,6223 2,5070 2,3684 2,2408 2,1299 2,0263 1,9253 1,8359 1,7778 1,7745 1,8495 2,0222 2,2970 2,6531 3,0459 3,4221 3,7356 3,9532 4,0532 4,0226 3,8627 3,5981 3,2734 2,9345 2,6130 2,3284 2,1060 1,9839 2,0015 2,1784 2,5007 2,9185 3,3608 3,7567 4,0519 4,2209 4,2697 4,2302 4,1515 4,0852 4,0695 4,1180 4,2194 4,3427 4,4457 4,4826 4,4179 4,2429 3,9880 3,7158 3,4917 3,3496 3,2880 3,2876 3,3279 3,3950 3,4831 3,5902 3,7124 3,8457 3,9897 4,1420 4,2898 4,4072 4,4609 4,4304 4,3326 4,2236 4,1684 4,2071 4,3408 4,5352 4,7323 4,8708 4,9126 4,8645 4,7796 4,7296 4,7685 4,9130 5,1518 5,4627 5,8182 6,1832 6,5179 6,7860 6,9584 7,0145 6,9575 6,8302 6,7024 6,6425 6,6963 6,8707 7,1279 7,4043 7,6369 7,7822 7,8302 7,8018 7,7296 7,6454 7,5731 7,5223 7,4899 7,4673 7,4444 7,4150 7,3823 7,3553 7,3360 7,3169 7,2941 7,2793 7,2872 7,3132 7,3312 7,3089 7,2242 7,0796 6,9000 6,7097 6,5212 6,3482 6,2146 6,1388 6,1120 6,1012 6,0791 6,0534 6,0547 6,0942 6,1423 6,1476 6,0662 5,8771 5,5893 5,2400 4,8803 4,5578 4,3064 4,1420 4,0611 4,0465 4,0764 4,1317 4,1969 4,2580 4,3068 4,3515 4,4132 4,5116 4,6488 4,7964 4,8969 4,8926 4,7583 4,5009 4,1500 3,7551 3,3763 3,0631 2,8349 2,6750 2,5459 2,4195 2,2927 2,1746 2,0611 1,9264 1,7392 1,4947 1,2284 0,9900
