Fp1   2,6479 2,2005 1,4821 0,6062 -0,2856 -1,0671 -1,6715 -2,1023 -2,4013 -2,5911 -2,6322 -2,4251 -1,8749 -0,9891 0,0878 1,1399 1,9690 2,4363 2,4743 2,1113 1,4940 0,8451 0,3555 0,0988 0,0264 0,0259 0,0039 -0,0711 -0,2003 -0,3922 -0,6365 -0,8715 -1,0103 -0,9837 -0,7611 -0,3708 0,1070 0,5987 1,0703 1,4663 1,6498 1,4726 0,9215 0,1735 -0,5050 -0,9161 -1,0101 -0,8561 -0,5714 -0,2683 -0,0343 0,0746 0,0283 -0,1874 -0,5430 -0,9041 -1,0545 -0,8408 -0,2810 0,4867 1,3064 2,0481 2,6085 2,9009 2,8544 2,4418 1,7234 0,8663 0,1030 -0,3670 -0,4828 -0,3651 -0,2478 -0,3492 -0,7776 -1,4881 -2,2676 -2,7891 -2,7733 -2,1642 -1,1612 -0,0833 0,7946 1,3275 1,5161 1,4774 1,3660 1,2838 1,2500 1,2329 1,1746 0,9967 0,6308 0,0611 -0,6553 -1,3923 -1,9918 -2,3187 -2,2751 -1,8026 -0,9270 0,2115 1,4009 2,4386 3,1994 3,6421 3,7504 3,4918 2,8643 1,9756 1,0377 0,2669 -0,2124 -0,3992 -0,3748 -0,2193 0,0473 0,4487 0,9612 1,4449 1,6997 1,6049 1,1929 0,5981 -0,0349 -0,6059 -1,0456 -1,2618 -1,1276 -0,5507 0,4512 1,7297 3,0405 4,1251 4,8045 5,0263 4,8427 4,3524 3,6602 2,8633 2,0411 1,2512 0,5417 -0,0197 -0,3168 -0,1889 0,4824 1,6482 3,0797 4,4943 5,6697 6,4485 6,7128 6,4254 5,7026 4,7925 3,9290 3,2350 2,7907 2,7035 3,0339 3,7071 4,5425 5,3414 5,9572 6,3235 6,4258 6,2702 5,9087 5,4570 5,0369 4,7112 4,4790 4,2877 4,0464 3,6706 3,1491 2,5767 2,1161 1,9125 2,0068 2,3043 2,6368 2,8735 2,9951 3,0832 3,2400 3,4970 3,7802 3,9411 3,8070 3,2429 2,2373 0,9653 -0,2553 -1,1096 -1,4323 -1,2581 -0,7643 -0,1644 0,3811 0,7856 1,0036 1,0146 0,8472 0,6011 0,4238 0,4597 0,7998 1,4212 2,1463 2,6962 2,8355 2,4926 1,7550 0,7933 -0,1754 -0,8958 -1,1504 -0,8935 -0,3025 0,3296 0,7551 0,8562 0,6477 0,2467 -0,1902 -0,5337 -0,7011 -0,6506 -0,3901 0,0140 0,4371 0,7199 0,7242 0,3991 -0,1877 -0,8847 -1,5423 -2,0744 -2,4385 -2,5684 -2,3597 -1,7452 -0,7701 0,4097 1,5760 2,4983 3,0049 3,0620 2,7746 2,2981 1,7639 1,2643 0,8494 0,5277 0,2898 0,1365 0,0748 0,0936 0,1605 0,2546 0,4104 0,7034 1,1553 1,6585 2,0119 2,0247 1,6128 0,8606 0,0119 -0,6336 -0,8710 -0,6970 -0,2835 0,1586 0,4977 0,7286 0,9547 1,2841 1,7050 2,0681 2,1737 1,8773 1,1600 0,1325 -1,0062 -2,0149 -2,6721 -2,8530 -2,5697 -1,9538 -1,2017 -0,4767 0,1873 0,8818 1,7062 2,6368 3,4938 4,0401 4,1208 3,7138 2,8753 1,6852 0,2535 -1,2539 -2,6214 -3,6453 -4,2240 -4,3887 -4,2301 -3,7973 -3,0695 -2,0258 -0,7318 0,6593 1,9779 3,0951 3,9333 4,4514 4,6282 4,4564 3,9466 3,1358 2,0925 0,9154 -0,2803 -1,3767 -2,2479 -2,7724 -2,8922 -2,6378 -2,0682 -1,2168 -0,1281 1,0735 2,1917 3,0504 3,5716 3,7692 3,6941 3,4030 2,9644 2,4428 1,8532 1,1659 0,3865 -0,3889 -1,0221 -1,4190 -1,5512 -1,4350 -1,1406 -0,8064 -0,5816 -0,5397 -0,6691 -0,9133 -1,1646 -1,2463 -0,9776 -0,2877 0,7432 1,9576 3,1990 4,3077 5,1112 5,4797 5,3852 4,9043 4,1868 3,4118 2,7270 2,2105 1,8823 1,7332 1,7293 1,7940 1,8085 1,6649 1,3386 0,9158 0,5521 0,3949 0,5164 0,8878 1,4241 2,0649 2,8030 3,6364 4,5016 5,2479 5,6828 5,6808 5,2720 4,6203 3,9124 3,2782 2,7780 2,3961 2,0314 1,5456 0,8473 -0,0521 -1,0152 -1,7950 -2,1050 -1,7272 -0,6286 0,9803 2,7246 4,2405 5,3209 5,9549 6,2685 6,4174 6,5057 6,5759 6,6405 6,6855 6,6449 6,4118 5,8924 5,0472 3,8807 2,4182 0,7362 -0,9870 -2,5010 -3,5834 -4,1068 -4,0371 -3,3904 -2,2020 -0,5531 1,3817 3,3407 5,0475 6,3027 7,0389 7,3032 7,1962 6,8107 6,1916 5,3336 4,2230 2,8975 1,4801 0,1584 -0,8781 -1,4890 -1,6071 -1,2683 -0,6237 0,1134 0,7459 1,1451 1,2787 1,2267 1,1786 1,3775 1,9770 2,8942 3,8218 4,4151 4,4767 4,0060 3,1342 2,0423 0,9337 0,0263 -0,5092 -0,6258 -0,4114 -0,0276 0,3706 0,6819 0,8645 0,9549 1,0789 1,3782 1,9023 2,5820 3,2802 3,8443 4,1378 4,0643 3,5996 2,8354 1,9803 1,2714 0,8421 0,6522 0,5330 0,2997 -0,1391 -0,7233 -1,2747 -1,6037 -1,6074 -1,2991 -0,7737 -0,1604 0,4325 0,9771 1,5299 2,1465 2,7743 3,2339 3,3341 3,0324 2,4667 1,8226 1,1982 0,6044 0,0628 -0,3119 -0,3178 0,2284 1,3628 2,9283 4,6273 6,1158 7,1019 7,4193 7,0465 6,0947 4,8003 3,4782 2,3836 1,5853 1,0113 0,6152 0,4565 0,6322 1,1555 1,8974 2,6425 3,2063 3,5147 3,6086 3,5914 3,5561 3,5372 3,5174 3,4644 3,3702 3,2790 3,2691 3,3735 3,5182 3,5628 3,4121 3,0917 2,7355 2,5063 2,4886 2,6120 2,6768 2,4563 1,7993 0,7022 -0,6807 -2,1095 -3,3448 -4,1921 -4,5441 -4,4152 -3,8987 -3,0987 -2,1341 -1,1749 -0,4095 0,0336 0,1242 -0,0729 -0,4264 -0,8016 -1,1211 -1,3717 -1,5725 -1,7348 -1,8397 -1,8591 -1,8020 -1,7369 -1,7486 -1,8669 -2,0611 -2,2960 -2,5530 -2,8134 -3,0769 -3,3913 -3,8107 -4,3039 -4,7360 -4,9531 -4,8598 -4,4152
Fz    -0,4765 -0,2997 -0,0125 0,3287 0,6431 0,8575 0,9337 0,8752 0,7143 0,4980 0,2762 0,0856 -0,0629 -0,1829 -0,3004 -0,4369 -0,5891 -0,7159 -0,7582 -0,6818 -0,4997 -0,2606 -0,0304 0,1305 0,1920 0,1678 0,1024 0,0436 0,0157 0,0110 0,0022 -0,0334 -0,0972 -0,1730 -0,2475 -0,3238 -0,4122 -0,5119 -0,6024 -0,6501 -0,6212 -0,4942 -0,2708 0,0151 0,3045 0,5416 0,6966 0,7680 0,7778 0,7639 0,7598 0,7755 0,7980 0,8067 0,7869 0,7361 0,6586 0,5577 0,4394 0,3237 0,2467 0,2459 0,3342 0,4805 0,6196 0,6932 0,6831 0,6068 0,4956 0,3796 0,2810 0,2120 0,1787 0,1830 0,2192 0,2731 0,3255 0,3574 0,3549 0,3149 0,2463 0,1637 0,0762 -0,0189 -0,1270 -0,2411 -0,3423 -0,4147 -0,4527 -0,4557 -0,4237 -0,3616 -0,2825 -0,2042 -0,1454 -0,1183 -0,1226 -0,1485 -0,1853 -0,2262 -0,2694 -0,3122 -0,3492 -0,3810 -0,4131 -0,4445 -0,4674 -0,4764 -0,4724 -0,4555 -0,4180 -0,3526 -0,2701 -0,2026 -0,1819 -0,2115 -0,2581 -0,2682 -0,1982 -0,0439 0,1561 0,3530 0,5242 0,6758 0,8246 0,9863 1,1694 1,3704 1,5763 1,7686 1,9249 2,0179 2,0223 1,9332 1,7809 1,6202 1,5014 1,4588 1,5162 1,6839 1,9441 2,2471 2,5362 2,7876 3,0307 3,3269 3,7238 4,2231 4,7851 5,3536 5,8772 6,3174 6,6504 6,8725 7,0109 7,1213 7,2583 7,4487 7,6919 7,9669 8,2314 8,4336 8,5383 8,5367 8,4396 8,2717 8,0679 7,8603 7,6651 7,4835 7,3108 7,1401 6,9527 6,7133 6,3836 5,9507 5,4480 4,9501 4,5413 4,2802 4,1829 4,2203 4,3206 4,3868 4,3368 4,1466 3,8585 3,5498 3,2862 3,0961 2,9689 2,8641 2,7267 2,5116 2,2128 1,8761 1,5799 1,3964 1,3635 1,4805 1,7196 2,0375 2,3808 2,6848 2,8848 2,9504 2,9098 2,8313 2,7798 2,7918 2,8696 2,9900 3,1251 3,2538 3,3525 3,3939 3,3636 3,2691 3,1316 2,9762 2,8251 2,6907 2,5695 2,4427 2,2864 2,0924 1,8839 1,7144 1,6449 1,7043 1,8580 2,0175 2,0921 2,0414 1,8835 1,6626 1,4183 1,1791 0,9707 0,8144 0,7176 0,6703 0,6505 0,6261 0,5682 0,4757 0,3759 0,2983 0,2526 0,2319 0,2283 0,2445 0,2900 0,3691 0,4702 0,5678 0,6335 0,6562 0,6602 0,6998 0,8226 1,0280 1,2612 1,4507 1,5541 1,5771 1,5575 1,5369 1,5439 1,5873 1,6535 1,7118 1,7281 1,6770 1,5565 1,3909 1,2094 1,0257 0,8488 0,7073 0,6512 0,7271 0,9416 1,2511 1,5911 1,9118 2,1889 2,4232 2,6378 2,8628 3,1053 3,3255 3,4436 3,3771 3,0815 2,5734 1,9319 1,2750 0,7173 0,3342 0,1533 0,1573 0,2866 0,4634 0,6345 0,7886 0,9375 1,0928 1,2555 1,4139 1,5433 1,6125 1,5943 1,4774 1,2794 1,0474 0,8388 0,7006 0,6658 0,7544 0,9658 1,2734 1,6356 2,0137 2,3855 2,7488 3,1113 3,4710 3,8064 4,0827 4,2594 4,3001 4,1950 3,9732 3,6844 3,3668 3,0351 2,6911 2,3413 2,0077 1,7262 1,5312 1,4308 1,3880 1,3360 1,2219 1,0382 0,8191 0,6176 0,4831 0,4451 0,4998 0,5993 0,6665 0,6439 0,5358 0,3971 0,2868 0,2423 0,2880 0,4387 0,6853 0,9924 1,3156 1,6202 1,8863 2,1050 2,2728 2,3942 2,4915 2,6018 2,7569 2,9626 3,1962 3,4222 3,6134 3,7580 3,8449 3,8519 3,7628 3,5970 3,4073 3,2421 3,1120 2,9911 2,8452 2,6597 2,4464 2,2278 2,0220 1,8421 1,6991 1,6032 1,5675 1,6067 1,7161 1,8578 1,9827 2,0701 2,1377 2,2189 2,3367 2,4908 2,6613 2,8242 2,9644 3,0717 3,1345 3,1423 3,0985 3,0295 2,9784 2,9865 3,0709 3,2107 3,3611 3,4892 3,5959 3,7052 3,8353 3,9753 4,0881 4,1287 4,0613 3,8659 3,5423 3,1176 2,6527 2,2351 1,9524 1,8509 1,8980 1,9877 2,0011 1,8824 1,6658 1,4382 1,2815 1,2419 1,3289 1,5313 1,8320 2,2043 2,5953 2,9278 3,1305 3,1703 3,0571 2,8237 2,5043 2,1294 1,7280 1,3273 0,9510 0,6235 0,3702 0,2206 0,2086 0,3567 0,6557 1,0611 1,5017 1,8887 2,1327 2,1778 2,0311 1,7595 1,4577 1,2130 1,0897 1,1148 1,2540 1,4140 1,4891 1,4244 1,2494 1,0540 0,9201 0,8799 0,9273 1,0378 1,1777 1,3170 1,4427 1,5557 1,6619 1,7622 1,8426 1,8794 1,8539 1,7616 1,6072 1,3936 1,1138 0,7628 0,3624 -0,0300 -0,3409 -0,5075 -0,4969 -0,3214 -0,0395 0,2692 0,5398 0,7460 0,8958 1,0030 1,0676 1,0903 1,0946 1,1247 1,2200 1,3921 1,6194 1,8672 2,1073 2,3184 2,4789 2,5717 2,5957 2,5588 2,4631 2,3051 2,0952 1,8748 1,7082 1,6486 1,7154 1,8999 2,1778 2,5056 2,8207 3,0609 3,1906 3,2082 3,1311 2,9838 2,8001 2,6258 2,5018 2,4401 2,4145 2,3766 2,2755 2,0775 1,7845 1,4391 1,1080 0,8529 0,7075 0,6648 0,6841 0,7125 0,7024 0,6190 0,4517 0,2237 -0,0223 -0,2516 -0,4564 -0,6494 -0,8482 -1,0649 -1,3060 -1,5749 -1,8758 -2,2176 -2,6091 -3,0408 -3,4763 -3,8687 -4,1897 -4,4386 -4,6237 -4,7445 -4,7934 -4,7695 -4,6953 -4,6174 -4,5846 -4,6234 -4,7326 -4,8835 -5,0256 -5,1058 -5,0935 -4,9900 -4,8108 -4,5610 -4,2357 -3,8449 -3,4257 -3,0195 -2,6415 -2,2822 -1,9320 -1,5964 -1,2892 -1,0162 -0,7636
F3    -1,0868 -0,6917 -0,2450 0,1455 0,3976 0,4824 0,4274 0,3009 0,1834 0,1303 0,1413 0,1525 0,0782 -0,1160 -0,3876 -0,6633 -0,8782 -0,9696 -0,8883 -0,6404 -0,2995 0,0289 0,2513 0,3207 0,2534 0,1194 0,0082 -0,0159 0,0643 0,2221 0,4026 0,5452 0,6027 0,5412 0,3372 -0,0094 -0,4561 -0,9144 -1,2718 -1,4345 -1,3601 -1,0590 -0,5840 -0,0237 0,5188 0,9706 1,3113 1,5530 1,7118 1,7932 1,7903 1,6940 1,5197 1,3235 1,1716 1,0937 1,0735 1,0719 1,0499 0,9806 0,8570 0,6987 0,5469 0,4416 0,3948 0,3936 0,4249 0,4807 0,5459 0,5984 0,6185 0,6028 0,5769 0,5811 0,6358 0,7265 0,8140 0,8550 0,8238 0,7220 0,5689 0,3831 0,1772 -0,0296 -0,2108 -0,3503 -0,4462 -0,4968 -0,4944 -0,4270 -0,2769 -0,0384 0,2564 0,5391 0,7376 0,8091 0,7498 0,5876 0,3689 0,1372 -0,0866 -0,3010 -0,5071 -0,6964 -0,8501 -0,9440 -0,9593 -0,8885 -0,7338 -0,5020 -0,2099 0,0963 0,3318 0,4052 0,2814 0,0145 -0,2861 -0,5178 -0,6178 -0,5592 -0,3421 0,0152 0,4857 1,0379 1,6361 2,2401 2,8014 3,2571 3,5344 3,5761 3,3638 2,9238 2,3189 1,6409 1,0060 0,5307 0,2863 0,2766 0,4594 0,7751 1,1510 1,5102 1,8059 2,0566 2,3441 2,7679 3,3758 4,1213 4,8893 5,5634 6,0716 6,3873 6,5110 6,4656 6,3178 6,1856 6,1928 6,4032 6,7950 7,2814 7,7423 8,0605 8,1687 8,0735 7,8372 7,5458 7,2872 7,1337 7,1148 7,1995 7,3113 7,3617 7,2749 7,0104 6,5802 6,0381 5,4437 4,8377 4,2504 3,7187 3,2744 2,9209 2,6372 2,4031 2,2145 2,0806 2,0179 2,0509 2,2049 2,4867 2,8612 3,2381 3,4956 3,5392 3,3516 2,9939 2,5620 2,1408 1,7868 1,5304 1,3814 1,3340 1,3672 1,4439 1,5234 1,5891 1,6654 1,7935 1,9852 2,2087 2,4199 2,5985 2,7549 2,9007 3,0155 3,0561 2,9969 2,8494 2,6443 2,4094 2,1649 1,9327 1,7440 1,6298 1,6000 1,6329 1,6971 1,7864 1,9184 2,0900 2,2454 2,2979 2,1823 1,8936 1,4948 1,0940 0,7952 0,6460 0,6228 0,6611 0,6984 0,6961 0,6360 0,5125 0,3350 0,1336 -0,0412 -0,1320 -0,1064 0,0133 0,1621 0,2799 0,3452 0,3675 0,3695 0,3858 0,4539 0,5926 0,7967 1,0489 1,3175 1,5480 1,6734 1,6410 1,4448 1,1451 0,8529 0,6828 0,7097 0,9525 1,3705 1,8616 2,2803 2,4923 2,4307 2,1106 1,6020 0,9951 0,3825 -0,1353 -0,4499 -0,4761 -0,1949 0,3396 1,0353 1,7981 2,5435 3,1947 3,6853 3,9740 4,0520 3,9263 3,6019 3,0781 2,3618 1,5002 0,5979 -0,2145 -0,8328 -1,2099 -1,3520 -1,2999 -1,1072 -0,8155 -0,4383 0,0253 0,5599 1,1177 1,6292 2,0237 2,2478 2,2717 2,0792 1,6743 1,1151 0,5241 0,0382 -0,2572 -0,3501 -0,2781 -0,0917 0,1750 0,5125 0,9230 1,4075 1,9639 2,5895 3,2745 3,9811 4,6254 5,0833 5,2289 4,9980 4,4311 3,6566 2,8303 2,0761 1,4576 0,9776 0,6035 0,3127 0,1184 0,0459 0,0877 0,1909 0,2865 0,3205 0,2683 0,1461 0,0113 -0,0670 -0,0485 0,0607 0,2213 0,3910 0,5514 0,7042 0,8415 0,9383 0,9780 0,9708 0,9391 0,8973 0,8563 0,8398 0,8812 1,0016 1,2024 1,4789 1,8292 2,2440 2,6910 3,1162 3,4684 3,7306 3,9291 4,0998 4,2376 4,2915 4,2169 4,0171 3,7369 3,4243 3,0978 2,7477 2,3648 1,9578 1,5547 1,1984 0,9346 0,7957 0,7917 0,9093 1,1189 1,3894 1,6941 2,0116 2,3337 2,6719 3,0350 3,4026 3,7264 3,9612 4,0869 4,1114 4,0591 3,9428 3,7408 3,4230 3,0076 2,5861 2,2902 2,2289 2,4408 2,8843 3,4630 4,0639 4,5813 4,9316 5,0693 4,9942 4,7416 4,3646 3,9232 3,4781 3,0837 2,7842 2,6121 2,5750 2,6423 2,7511 2,8197 2,7577 2,4924 2,0216 1,4400 0,8936 0,5066 0,3366 0,3707 0,5589 0,8533 1,2148 1,6024 1,9716 2,2797 2,4907 2,5736 2,4960 2,2322 1,7871 1,2089 0,5806 0,0007 -0,4377 -0,6629 -0,6307 -0,3383 0,1543 0,7350 1,2852 1,7157 1,9696 2,0166 1,8681 1,5937 1,3017 1,0975 1,0537 1,1940 1,4841 1,8298 2,0951 2,1593 1,9882 1,6530 1,2767 0,9607 0,7481 0,6254 0,5523 0,5033 0,4919 0,5635 0,7717 1,1502 1,6828 2,2989 2,9067 3,4255 3,7895 3,9358 3,8075 3,3900 2,7439 1,9991 1,3070 0,7807 0,4657 0,3534 0,3946 0,5073 0,6095 0,6580 0,6506 0,6094 0,5672 0,5583 0,6201 0,7993 1,1331 1,6246 2,2408 2,9205 3,5831 4,1454 4,5357 4,6955 4,5816 4,1704 3,4721 2,5543 1,5510 0,6467 0,0367 -0,1303 0,1933 0,9288 1,8987 2,8987 3,7615 4,3885 4,7614 4,9292 4,9620 4,9043 4,7736 4,5894 4,3775 4,1455 3,8750 3,5426 3,1366 2,6566 2,1228 1,5848 1,1089 0,7559 0,5708 0,5746 0,7511 1,0393 1,3425 1,5577 1,6213 1,5400 1,3798 1,2213 1,1101 1,0400 0,9808 0,9104 0,8115 0,6574 0,4179 0,0719 -0,3904 -0,9697 -1,6545 -2,4129 -3,1893 -3,9141 -4,5142 -4,9242 -5,1016 -5,0323 -4,7362 -4,2831 -3,7958 -3,4116 -3,2196 -3,2311 -3,3949 -3,6271 -3,8351 -3,9376 -3,8860 -3,6759 -3,3373 -2,9243 -2,5093 -2,1568 -1,8810 -1,6390 -1,3737 -1,0515 -0,6709 -0,2584 0,1392 0,4744
F7    0,7645 0,4704 0,3571 0,4189 0,5289 0,5303 0,3321 -0,0681 -0,6050 -1,1703 -1,6362 -1,8913 -1,8802 -1,6199 -1,1839 -0,6742 -0,1900 0,2028 0,4772 0,6267 0,6628 0,6263 0,5661 0,4973 0,3868 0,1850 -0,1181 -0,4677 -0,7828 -1,0180 -1,1835 -1,3043 -1,3631 -1,2935 -1,0376 -0,6056 -0,0867 0,3966 0,7525 0,9538 1,0208 0,9988 0,9527 0,9498 1,0141 1,1061 1,1581 1,1369 1,0752 1,0316 1,0192 0,9931 0,8957 0,6931 0,3928 0,0532 -0,2386 -0,4171 -0,4650 -0,3909 -0,1980 0,1196 0,5614 1,1015 1,6814 2,2328 2,7026 3,0492 3,2349 3,2333 3,0367 2,6565 2,1148 1,4387 0,6721 -0,1119 -0,8183 -1,3379 -1,5648 -1,4448 -1,0146 -0,3893 0,2752 0,8214 1,1528 1,2875 1,3272 1,3534 1,3450 1,1863 0,7543 0,0130 -0,9408 -1,8818 -2,5067 -2,5416 -1,8815 -0,6694 0,7648 2,0673 3,0118 3,5581 3,7962 3,8345 3,7445 3,5726 3,3344 2,9862 2,4498 1,7078 0,8685 0,1182 -0,3896 -0,5983 -0,5192 -0,1674 0,4485 1,2701 2,1423 2,8351 3,1297 2,9178 2,2568 1,3507 0,4643 -0,1871 -0,5083 -0,5196 -0,2972 0,0912 0,6039 1,1962 1,8025 2,3671 2,8803 3,3593 3,7888 4,0961 4,1991 4,0778 3,7852 3,3825 2,8877 2,3119 1,7360 1,3156 1,2073 1,4945 2,1514 3,0405 3,9518 4,6814 5,1150 5,2629 5,2342 5,1761 5,2034 5,3578 5,6161 5,9117 6,1460 6,2291 6,1363 5,9078 5,5996 5,2606 4,9416 4,6982 4,5781 4,6050 4,7638 5,0032 5,2572 5,4583 5,5374 5,4508 5,2260 4,9593 4,7499 4,6410 4,6210 4,6487 4,6636 4,6036 4,4435 4,2123 3,9576 3,6915 3,3745 2,9535 2,4127 1,7789 1,0884 0,3731 -0,3078 -0,8386 -1,0766 -0,9314 -0,4231 0,3310 1,1669 1,9171 2,4452 2,6760 2,6081 2,3135 1,9194 1,5582 1,3086 1,1678 1,0675 0,9317 0,7432 0,5566 0,4496 0,4731 0,6300 0,8808 1,1782 1,4954 1,8112 2,0757 2,2063 2,1179 1,7532 1,1001 0,2078 -0,8009 -1,7444 -2,4283 -2,7161 -2,6003 -2,2127 -1,7441 -1,3362 -1,0263 -0,7617 -0,4608 -0,0694 0,4202 0,9649 1,4724 1,8301 1,9603 1,8490 1,5211 1,0029 0,3319 -0,4029 -1,0549 -1,4687 -1,5507 -1,3100 -0,8414 -0,2636 0,3241 0,8399 1,2198 1,4421 1,5369 1,5647 1,5951 1,6971 1,9040 2,1617 2,3328 2,2745 1,9125 1,2626 0,4107 -0,5160 -1,3772 -2,0419 -2,4082 -2,4263 -2,1169 -1,5655 -0,8871 -0,1903 0,4304 0,8985 1,1704 1,2363 1,1063 0,8074 0,3961 -0,0386 -0,3984 -0,6133 -0,6632 -0,5688 -0,3783 -0,1620 -0,0011 0,0377 -0,0689 -0,2958 -0,5969 -0,9263 -1,2231 -1,3976 -1,3793 -1,2025 -1,0225 -1,0165 -1,2578 -1,6721 -2,0959 -2,3639 -2,3595 -2,0401 -1,4626 -0,7760 -0,1543 0,2853 0,5064 0,5259 0,3968 0,2087 0,0626 0,0257 0,1187 0,3371 0,6496 0,9804 1,2314 1,3438 1,3294 1,2467 1,1553 1,0894 1,0742 1,1552 1,3751 1,7049 2,0156 2,1406 1,9743 1,5152 0,8423 0,0855 -0,5955 -1,0468 -1,1703 -0,9666 -0,5365 -0,0311 0,4138 0,7163 0,8574 0,8635 0,7785 0,6373 0,4500 0,2109 -0,0758 -0,3853 -0,6810 -0,9117 -1,0029 -0,8818 -0,5234 0,0356 0,7356 1,5395 2,4307 3,3682 4,2486 4,9105 5,1886 4,9914 4,3536 3,4216 2,3863 1,4236 0,6687 0,2010 0,0262 0,0834 0,2951 0,6187 1,0362 1,5114 1,9784 2,3721 2,6619 2,8661 3,0421 3,2429 3,4667 3,6541 3,7398 3,7106 3,6286 3,5951 3,6693 3,8099 3,8936 3,8022 3,4998 3,0331 2,4773 1,8936 1,3271 0,8384 0,5238 0,4915 0,8123 1,4696 2,3267 3,1562 3,7346 3,9400 3,7857 3,3909 2,9404 2,6478 2,6933 3,1449 3,9127 4,7674 5,4258 5,6622 5,3784 4,6009 3,4448 2,0841 0,7202 -0,4709 -1,3827 -1,9707 -2,2196 -2,1322 -1,7458 -1,1349 -0,3841 0,4392 1,2890 2,1318 2,9265 3,5964 4,0411 4,1970 4,0750 3,7243 3,1642 2,3739 1,3548 0,1911 -0,9475 -1,8515 -2,3359 -2,3077 -1,8072 -0,9986 -0,1133 0,6298 1,0944 1,2602 1,2201 1,1412 1,1780 1,3758 1,6474 1,8597 1,9492 1,9549 1,9567 1,9928 2,0225 1,9521 1,6936 1,2166 0,5711 -0,1254 -0,7245 -1,1011 -1,1960 -1,0013 -0,5208 0,2139 1,1059 2,0189 2,8407 3,5104 3,9979 4,2611 4,2341 3,8754 3,2300 2,4317 1,6347 0,9265 0,3021 -0,2824 -0,8351 -1,3053 -1,6187 -1,7210 -1,5980 -1,2794 -0,8383 -0,3694 0,0583 0,4267 0,7389 0,9761 1,1004 1,0946 0,9894 0,8560 0,7720 0,7748 0,8328 0,8703 0,8303 0,7283 0,6646 0,7894 1,2251 1,9724 2,8675 3,6333 4,0045 3,8592 3,2734 2,4627 1,6695 1,0814 0,8026 0,8494 1,1578 1,6221 2,1441 2,6436 3,0387 3,2595 3,2905 3,1810 3,0119 2,8518 2,7344 2,6614 2,6211 2,6027 2,5935 2,5714 2,5062 2,3746 2,1861 1,9962 1,8834 1,9054 2,0677 2,3160 2,5509 2,6593 2,5544 2,2074 1,6669 1,0543 0,5091 0,1124 -0,1397 -0,3015 -0,4308 -0,5659 -0,7190 -0,8713 -0,9864 -1,0469 -1,0774 -1,1246 -1,2248 -1,3927 -1,6252 -1,8876 -2,1026 -2,1739 -2,0306 -1,6705 -1,1775 -0,6946 -0,3785 -0,3667 -0,7398 -1,4703 -2,3992 -3,2888 -3,9374 -4,2744 -4,3602 -4,3031 -4,1702 -3,9699 -3,6917 -3,3423 -2,9481 -2,5344 -2,0990
