Fp1   -0,3446 0,0343 0,2721 0,3668 0,3647 0,3363 0,3642 0,5151 0,8003 1,1593 1,4818 1,6554 1,6186 1,3913 1,0555 0,7135 0,4464 0,2866 0,2240 0,2417 0,3411 0,5397 0,8454 1,2301 1,6242 1,9434 2,1381 2,2098 2,1791 2,0526 1,8228 1,4895 1,0750 0,6239 0,1873 -0,2083 -0,5843 -0,9843 -1,4275 -1,8980 -2,3570 -2,7598 -3,0755 -3,2890 -3,3823 -3,3258 -3,1016 -2,7357 -2,2968 -1,8594 -1,4744 -1,1623 -0,9233 -0,7570 -0,6582 -0,5999 -0,5429 -0,4483 -0,2746 0,0055 0,3856 0,8445 1,3571 1,8686 2,2878 2,5295 2,5548 2,3872 2,1027 1,7906 1,5207 1,3385 1,2480 1,1876 1,0636 0,8267 0,5118 0,2189 0,0468 0,0126 0,0363 0,0188 -0,0767 -0,2180 -0,3391 -0,3722 -0,2834 -0,1047 0,0749 0,1510 0,0445 -0,2715 -0,7594 -1,3279 -1,8595 -2,2544 -2,4832 -2,6026 -2,7084 -2,8649 -3,0632 -3,2354 -3,3140 -3,2868 -3,1958 -3,1024 -3,0617 -3,1083 -3,2561 -3,5074 -3,8540 -4,2773 -4,7677 -5,3400 -6,0110 -6,7613 -7,5258 -8,2118 -8,7295 -9,0330 -9,1397 -9,1029 -8,9687 -8,7619 -8,4904 -8,1469 -7,7218 -7,2248 -6,6850 -6,1320 -5,5902 -5,0876 -4,6498 -4,2680 -3,8863 -3,4471 -2,9560 -2,4904 -2,1410 -1,9491 -1,8759 -1,8070 -1,6004 -1,1597 -0,4842 0,3331 1,1508 1,8333 2,2914 2,4995 2,4914 2,3443 2,1650 2,0768 2,1956 2,5822 3,1837 3,8422 4,3963 4,7718 4,9764 5,0552 5,0784 5,1296 5,2571 5,4295 5,5581 5,5728 5,4785 5,3349 5,1893 5,0365 4,8264 4,4976 4,0104 3,3633 2,5980 1,7964 1,0550 0,4296 -0,1059 -0,6312 -1,2112 -1,8610 -2,5505 -3,2171 -3,7858 -4,1984 -4,4445 -4,5721 -4,6609 -4,7931 -5,0471 -5,4745 -6,0692 -6,7813 -7,5595 -8,3496 -9,0639 -9,6000 -9,8975 -9,9615 -9,8446 -9,6326 -9,4217 -9,2757 -9,2088 -9,2156 -9,2956 -9,4380 -9,5956 -9,7043 -9,7537 -9,8314 -10,0748 -10,5663 -11,2729 -12,0766 -12,8560 -13,5421 -14,1150 -14,5672 -14,8794 -15,0214 -14,9704 -14,7298 -14,3376 -13,8649 -13,4071 -13,0630 -12,9001 -12,9321 -13,1162 -13,3680 -13,5898 -13,7173 -13,7533 -13,7478 -13,7408 -13,7414 -13,7503 -13,7608 -13,7430 -13,6618 -13,5103 -13,3114 -13,0884 -12,8372 -12,5252 -12,1061 -11,5416 -10,8374 -10,0681 -9,3616 -8,8552 -8,6471 -8,7540 -9,1046 -9,5897 -10,1229 -10,6647 -11,2079 -11,7453 -12,2396 -12,6157 -12,7922 -12,7445 -12,5471 -12,3427 -12,2639 -12,3685 -12,6231 -12,9318 -13,1835 -13,2913 -13,2163 -12,9755 -12,6238 -12,2099 -11,7542 -11,2814 -10,8466 -10,5066 -10,2877 -10,1851 -10,1693 -10,1880 -10,1795 -10,0960 -9,9251 -9,7024 -9,4926 -9,3427 -9,2488 -9,1661 -9,0497 -8,8925 -8,7279 -8,5904 -8,4842 -8,3993 -8,3318 -8,2699 -8,1868 -8,0681 -7,9409 -7,8663 -7,9029 -8,0741 -8,3546 -8,6825 -8,9838 -9,1950 -9,2775 -9,2247 -9,0559 -8,8040 -8,5013 -8,1739 -7,8533 -7,5800 -7,3818 -7,2550 -7,1673 -7,0730 -6,9414 -6,7865 -6,6602 -6,6005 -6,6006 -6,6312 -6,6705 -6,7097 -6,7413 -6,7502 -6,7204 -6,6431 -6,5065 -6,3003 -6,0522 -5,8296 -5,6846 -5,6197 -5,6081 -5,6275 -5,6693 -5,7229 -5,7586 -5,7290 -5,5872 -5,3155 -4,9454 -4,5448 -4,1806 -3,8911 -3,6835 -3,5465 -3,4676 -3,4504 -3,5165 -3,6778 -3,9169 -4,2171 -4,5855 -5,0095 -5,4131 -5,6920 -5,7813 -5,6815 -5,4408 -5,1364 -4,8685 -4,7369 -4,7830 -4,9570 -5,1598 -5,3100 -5,3590 -5,2666 -4,9974 -4,5518 -3,9910 -3,4208 -2,9535 -2,6731 -2,6001 -2,6662 -2,7452 -2,7322 -2,6029 -2,3998 -2,1791 -1,9781 -1,8079 -1,6511 -1,4716 -1,2346 -0,9263 -0,5682 -0,2146 0,0839 0,3194 0,5171 0,6953 0,8476 0,9475 0,9521 0,8171 0,5307 0,1376 -0,2821 -0,6581 -0,9517 -1,1395 -1,2029 -1,1408 -0,9765 -0,7567 -0,5473 -0,4164 -0,4110 -0,5493 -0,8269 -1,2115 -1,6354 -2,0161 -2,3014 -2,4868 -2,5920 -2,6347 -2,6260 -2,5622 -2,4101 -2,1185 -1,6652 -1,0966 -0,5173 -0,0348 0,2900 0,4472 0,4567 0,3517 0,1779 -0,0057 -0,1380 -0,1784 -0,1217 0,0118 0,2062 0,4662 0,7949 1,1691 1,5513 1,9113 2,2332 2,5208 2,8035 3,1205 3,4863 3,8746 4,2378 4,5290 4,6974 4,6863 4,4527 3,9860 3,3171 2,5224 1,7057 0,9608 0,3523 -0,0729 -0,2682 -0,1941 0,1428 0,6457 1,1324 1,4034 1,3260 0,8836 0,1598 -0,7229 -1,6646 -2,6126 -3,5397 -4,4065 -5,1546 -5,7279 -6,0981 -6,2902 -6,3873 -6,4928 -6,6682 -6,9001 -7,1308 -7,3145 -7,4422 -7,5152 -7,5198 -7,4442 -7,2999 -7,1075 -6,8832 -6,6554 -6,4787 -6,4159 -6,5035 -6,7204 -6,9846 -7,1901 -7,2583 -7,1544 -6,8676 -6,3916 -5,7220 -4,8626 -3,8366 -2,6947 -1,5138 -0,3873 0,5974 1,3942 2,0166 2,5164 2,9499 3,3605 3,7841 4,2574 4,8054 5,4083 5,9831 6,4177 6,6322 6,6002 6,3190 5,7830 5,0021 4,0424 3,0290 2,0912 1,3031 0,6758 0,1852 -0,2059 -0,5396 -0,8537 -1,1686 -1,4836 -1,7949 -2,1200 -2,4937 -2,9451 -3,4894 -4,1254 -4,8173 -5,4833 -6,0179 -6,3406 -6,4330 -6,3447 -6,1699 -6,0070 -5,9300 -5,9776 -6,1457 -6,3914 -6,6545 -6,8835 -7,0559 -7,1817 -7,2817 -7,3629 -7,4176 -7,4308 -7,3799 -7,2394 -6,9988 -6,6804 -6,3348 -6,0162 -5,7710 -5,6451 -5,6764 -5,8635 -6,1415 -6,3971 -6,5389 -6,5606 -6,5216 -6,4744 -6,4213 -6,3327 -6,1903 -6,0037 -5,7881 -5,5412 -5,2442 -4,8787 -4,4513 -4,0190
Fz    -2,4533 -2,1243 -1,7573 -1,3698 -0,9670 -0,5588 -0,1629 0,2049 0,5381 0,8306 1,0680 1,2329 1,3153 1,3171 1,2596 1,1877 1,1445 1,1330 1,1123 1,0378 0,9023 0,7406 0,5976 0,4972 0,4381 0,4059 0,3853 0,3682 0,3520 0,3329 0,3015 0,2470 0,1706 0,0865 0,0062 -0,0718 -0,1551 -0,2462 -0,3437 -0,4501 -0,5746 -0,7268 -0,9063 -1,0908 -1,2299 -1,2616 -1,1440 -0,8825 -0,5372 -0,1996 0,0477 0,1676 0,1770 0,1202 0,0323 -0,0768 -0,2160 -0,3993 -0,6278 -0,8736 -1,0852 -1,2101 -1,2141 -1,0938 -0,8841 -0,6472 -0,4474 -0,3269 -0,2942 -0,3327 -0,4181 -0,5271 -0,6429 -0,7609 -0,8791 -0,9815 -1,0464 -1,0700 -1,0708 -1,0747 -1,0993 -1,1507 -1,2272 -1,3199 -1,4111 -1,4793 -1,5114 -1,5131 -1,5059 -1,5144 -1,5547 -1,6280 -1,7247 -1,8339 -1,9408 -2,0211 -2,0541 -2,0455 -2,0332 -2,0739 -2,2158 -2,4763 -2,8444 -3,2914 -3,7741 -4,2386 -4,6350 -4,9322 -5,1299 -5,2558 -5,3461 -5,4300 -5,5333 -5,6829 -5,8985 -6,1815 -6,5100 -6,8452 -7,1433 -7,3707 -7,5112 -7,5668 -7,5478 -7,4563 -7,2842 -7,0306 -6,7136 -6,3631 -6,0031 -5,6402 -5,2648 -4,8628 -4,4274 -3,9553 -3,4360 -2,8580 -2,2306 -1,5982 -1,0282 -0,5771 -0,2577 -0,0312 0,1746 0,4360 0,8015 1,2672 1,7822 2,2809 2,7143 3,0631 3,3400 3,5778 3,8095 4,0569 4,3298 4,6234 4,9139 5,1682 5,3646 5,5006 5,5814 5,6107 5,5903 5,5184 5,3894 5,2036 4,9752 4,7270 4,4794 4,2436 4,0189 3,7952 3,5620 3,3157 3,0570 2,7837 2,4954 2,2009 1,9129 1,6313 1,3347 0,9963 0,6118 0,2092 -0,1650 -0,4641 -0,6552 -0,7387 -0,7616 -0,8069 -0,9588 -1,2729 -1,7629 -2,3962 -3,1014 -3,7944 -4,4054 -4,8882 -5,2158 -5,3830 -5,4110 -5,3386 -5,2059 -5,0469 -4,8951 -4,7801 -4,7189 -4,7219 -4,8043 -4,9773 -5,2320 -5,5464 -5,9107 -6,3386 -6,8452 -7,4149 -7,9949 -8,5217 -8,9545 -9,2854 -9,5251 -9,6833 -9,7594 -9,7426 -9,6179 -9,3794 -9,0473 -8,6724 -8,3179 -8,0313 -7,8328 -7,7209 -7,6761 -7,6628 -7,6392 -7,5739 -7,4583 -7,3019 -7,1176 -6,9181 -6,7198 -6,5346 -6,3606 -6,1903 -6,0223 -5,8541 -5,6714 -5,4543 -5,1950 -4,9028 -4,5908 -4,2691 -3,9546 -3,6831 -3,5002 -3,4357 -3,4835 -3,6057 -3,7526 -3,8832 -3,9779 -4,0445 -4,1129 -4,2215 -4,3971 -4,6395 -4,9231 -5,2214 -5,5269 -5,8427 -6,1608 -6,4545 -6,6941 -6,8637 -6,9657 -7,0174 -7,0455 -7,0735 -7,1089 -7,1436 -7,1674 -7,1765 -7,1700 -7,1487 -7,1143 -7,0641 -6,9895 -6,8829 -6,7434 -6,5789 -6,4087 -6,2535 -6,1169 -5,9855 -5,8467 -5,6933 -5,5172 -5,3125 -5,0772 -4,8163 -4,5513 -4,3174 -4,1406 -4,0176 -3,9192 -3,8083 -3,6579 -3,4630 -3,2438 -3,0353 -2,8734 -2,7884 -2,7997 -2,9052 -3,0788 -3,2818 -3,4781 -3,6391 -3,7430 -3,7795 -3,7524 -3,6776 -3,5766 -3,4693 -3,3717 -3,2954 -3,2448 -3,2142 -3,1945 -3,1830 -3,1861 -3,2103 -3,2583 -3,3314 -3,4258 -3,5256 -3,6050 -3,6384 -3,6160 -3,5529 -3,4776 -3,4069 -3,3369 -3,2583 -3,1727 -3,0876 -3,0034 -2,9165 -2,8320 -2,7582 -2,6933 -2,6259 -2,5386 -2,4061 -2,2037 -1,9277 -1,5984 -1,2506 -0,9266 -0,6751 -0,5369 -0,5286 -0,6421 -0,8494 -1,0984 -1,3252 -1,4851 -1,5696 -1,5915 -1,5630 -1,4869 -1,3634 -1,2021 -1,0275 -0,8747 -0,7761 -0,7462 -0,7721 -0,8223 -0,8626 -0,8620 -0,7949 -0,6509 -0,4430 -0,2009 0,0452 0,2764 0,4864 0,6741 0,8376 0,9751 1,0905 1,1951 1,2998 1,4051 1,4985 1,5622 1,5841 1,5581 1,4752 1,3232 1,1068 0,8594 0,6283 0,4485 0,3298 0,2605 0,2168 0,1737 0,1185 0,0570 0,0055 -0,0200 -0,0094 0,0352 0,0891 0,1111 0,0651 -0,0619 -0,2529 -0,4674 -0,6618 -0,8102 -0,9051 -0,9417 -0,9139 -0,8300 -0,7205 -0,6218 -0,5527 -0,5054 -0,4550 -0,3762 -0,2532 -0,0841 0,1172 0,3221 0,4999 0,6334 0,7224 0,7763 0,8037 0,8130 0,8194 0,8424 0,8940 0,9716 1,0678 1,1833 1,3232 1,4779 1,6165 1,7078 1,7421 1,7343 1,7143 1,7137 1,7468 1,8038 1,8604 1,8906 1,8718 1,7842 1,6140 1,3621 1,0463 0,6955 0,3390 0,0015 -0,2964 -0,5382 -0,7209 -0,8532 -0,9368 -0,9645 -0,9447 -0,9201 -0,9564 -1,1130 -1,4140 -1,8349 -2,3154 -2,7918 -3,2304 -3,6338 -4,0177 -4,3864 -4,7215 -4,9891 -5,1629 -5,2484 -5,2831 -5,3054 -5,3247 -5,3251 -5,2919 -5,2317 -5,1672 -5,1169 -5,0775 -5,0262 -4,9384 -4,8052 -4,6431 -4,4927 -4,4001 -4,3881 -4,4421 -4,5245 -4,6053 -4,6744 -4,7272 -4,7426 -4,6837 -4,5208 -4,2512 -3,9004 -3,5100 -3,1177 -2,7368 -2,3494 -1,9239 -1,4489 -0,9512 -0,4776 -0,0592 0,3036 0,6338 0,9592 1,2888 1,5969 1,8326 1,9507 1,9345 1,7944 1,5535 1,2425 0,9045 0,5859 0,3119 0,0766 -0,1401 -0,3506 -0,5541 -0,7418 -0,8971 -0,9992 -1,0366 -1,0239 -1,0021 -1,0151 -1,0859 -1,2124 -1,3768 -1,5522 -1,7088 -1,8221 -1,8771 -1,8709 -1,8203 -1,7627 -1,7435 -1,8005 -1,9527 -2,1951 -2,5032 -2,8437 -3,1850 -3,5062 -3,7987 -4,0588 -4,2782 -4,4408 -4,5281 -4,5285 -4,4398 -4,2702 -4,0409 -3,7861 -3,5412 -3,3366 -3,2016 -3,1597 -3,2096 -3,3144 -3,4178 -3,4759 -3,4794 -3,4484 -3,4124 -3,3943 -3,4045 -3,4411 -3,4922 -3,5431 -3,5887 -3,6374 -3,6992 -3,7754 -3,8626
F3    -1,4725 -1,0271 -0,5955 -0,2143 0,1105 0,3850 0,6140 0,7970 0,9282 0,9953 0,9871 0,9085 0,7839 0,6446 0,5179 0,4321 0,4179 0,4920 0,6461 0,8544 1,0826 1,2874 1,4199 1,4471 1,3705 1,2206 1,0374 0,8580 0,7093 0,6002 0,5162 0,4260 0,3005 0,1291 -0,0844 -0,3274 -0,5752 -0,7930 -0,9536 -1,0522 -1,1057 -1,1480 -1,2216 -1,3568 -1,5472 -1,7498 -1,9083 -1,9821 -1,9588 -1,8455 -1,6548 -1,4047 -1,1235 -0,8505 -0,6272 -0,4836 -0,4348 -0,4826 -0,6109 -0,7825 -0,9546 -1,0948 -1,1802 -1,1900 -1,1064 -0,9222 -0,6537 -0,3430 -0,0391 0,2213 0,4178 0,5419 0,5890 0,5559 0,4563 0,3276 0,2073 0,1038 -0,0025 -0,1369 -0,3094 -0,5106 -0,7249 -0,9487 -1,1927 -1,4634 -1,7473 -2,0155 -2,2371 -2,3865 -2,4455 -2,4105 -2,3000 -2,1552 -2,0227 -1,9306 -1,8831 -1,8761 -1,9139 -2,0134 -2,1950 -2,4687 -2,8300 -3,2626 -3,7368 -4,2086 -4,6292 -4,9642 -5,2094 -5,3880 -5,5302 -5,6616 -5,8067 -5,9901 -6,2276 -6,5224 -6,8655 -7,2325 -7,5837 -7,8750 -8,0763 -8,1800 -8,1882 -8,0933 -7,8827 -7,5619 -7,1656 -6,7476 -6,3568 -6,0152 -5,7100 -5,4099 -5,0840 -4,7060 -4,2553 -3,7302 -3,1576 -2,5886 -2,0852 -1,6952 -1,4225 -1,2187 -1,0077 -0,7269 -0,3598 0,0588 0,4737 0,8508 1,1925 1,5220 1,8643 2,2356 2,6359 3,0479 3,4432 3,7869 4,0425 4,1863 4,2194 4,1657 4,0596 3,9381 3,8298 3,7402 3,6520 3,5450 3,4080 3,2358 3,0309 2,8068 2,5812 2,3632 2,1517 1,9407 1,7218 1,4843 1,2193 0,9276 0,6250 0,3367 0,0789 -0,1547 -0,3871 -0,6377 -0,9056 -1,1689 -1,4011 -1,5883 -1,7422 -1,9038 -2,1267 -2,4481 -2,8668 -3,3400 -3,8009 -4,1976 -4,5242 -4,8083 -5,0684 -5,2972 -5,4781 -5,6008 -5,6655 -5,6865 -5,6876 -5,6845 -5,6775 -5,6664 -5,6677 -5,7141 -5,8368 -6,0491 -6,3468 -6,7145 -7,1220 -7,5203 -7,8601 -8,1161 -8,2948 -8,4245 -8,5411 -8,6722 -8,8232 -8,9706 -9,0732 -9,0950 -9,0245 -8,8766 -8,6793 -8,4580 -8,2332 -8,0204 -7,8302 -7,6714 -7,5575 -7,5039 -7,5142 -7,5660 -7,6160 -7,6267 -7,5878 -7,5062 -7,3834 -7,2112 -6,9820 -6,6975 -6,3674 -6,0103 -5,6574 -5,3432 -5,0873 -4,8897 -4,7428 -4,6420 -4,5876 -4,5817 -4,6190 -4,6795 -4,7369 -4,7727 -4,7814 -4,7681 -4,7446 -4,7289 -4,7466 -4,8266 -4,9906 -5,2440 -5,5697 -5,9280 -6,2640 -6,5246 -6,6770 -6,7121 -6,6326 -6,4530 -6,2101 -5,9560 -5,7302 -5,5472 -5,4102 -5,3216 -5,2803 -5,2823 -5,3217 -5,3829 -5,4369 -5,4522 -5,4108 -5,3171 -5,1935 -5,0602 -4,9168 -4,7494 -4,5548 -4,3459 -4,1407 -3,9544 -3,7939 -3,6565 -3,5422 -3,4662 -3,4517 -3,5045 -3,5907 -3,6438 -3,6035 -3,4529 -3,2232 -2,9691 -2,7424 -2,5763 -2,4813 -2,4495 -2,4625 -2,5015 -2,5563 -2,6258 -2,7097 -2,8005 -2,8819 -2,9338 -2,9419 -2,9020 -2,8194 -2,7079 -2,5874 -2,4752 -2,3765 -2,2861 -2,1981 -2,1165 -2,0568 -2,0327 -2,0376 -2,0449 -2,0343 -2,0087 -1,9846 -1,9706 -1,9594 -1,9338 -1,8773 -1,7826 -1,6551 -1,5101 -1,3605 -1,2102 -1,0592 -0,9101 -0,7710 -0,6549 -0,5718 -0,5211 -0,4955 -0,4878 -0,4887 -0,4827 -0,4580 -0,4218 -0,3948 -0,3914 -0,4144 -0,4602 -0,5151 -0,5584 -0,5825 -0,6032 -0,6442 -0,7135 -0,7992 -0,8849 -0,9615 -1,0251 -1,0750 -1,1177 -1,1645 -1,2176 -1,2618 -1,2667 -1,1979 -1,0302 -0,7633 -0,4303 -0,0902 0,1979 0,4016 0,5261 0,6053 0,6807 0,7822 0,9202 1,0818 1,2285 1,3101 1,2964 1,1968 1,0515 0,9068 0,7928 0,7179 0,6793 0,6692 0,6759 0,6902 0,7101 0,7314 0,7313 0,6706 0,5198 0,2841 0,0009 -0,2869 -0,5509 -0,7776 -0,9587 -1,0845 -1,1476 -1,1537 -1,1229 -1,0817 -1,0529 -1,0534 -1,0870 -1,1312 -1,1436 -1,0964 -1,0006 -0,8884 -0,7812 -0,6778 -0,5648 -0,4339 -0,2910 -0,1560 -0,0569 -0,0171 -0,0350 -0,0823 -0,1206 -0,1221 -0,0820 -0,0153 0,0605 0,1387 0,2229 0,3166 0,4179 0,5240 0,6377 0,7646 0,9093 1,0810 1,2924 1,5441 1,8206 2,1009 2,3605 2,5682 2,6947 2,7270 2,6696 2,5326 2,3276 2,0700 1,7780 1,4701 1,1637 0,8689 0,5832 0,2938 -0,0133 -0,3388 -0,6584 -0,9338 -1,1386 -1,2732 -1,3624 -1,4427 -1,5466 -1,6892 -1,8658 -2,0634 -2,2798 -2,5292 -2,8284 -3,1788 -3,5543 -3,9080 -4,2000 -4,4206 -4,5892 -4,7325 -4,8659 -4,9928 -5,1133 -5,2294 -5,3419 -5,4463 -5,5325 -5,5887 -5,6038 -5,5680 -5,4791 -5,3495 -5,1994 -5,0432 -4,8841 -4,7178 -4,5422 -4,3624 -4,1855 -4,0088 -3,8187 -3,5978 -3,3296 -3,0040 -2,6228 -2,2004 -1,7546 -1,2960 -0,8271 -0,3554 0,0970 0,5049 0,8631 1,1923 1,5213 1,8635 2,2046 2,5065 2,7230 2,8161 2,7628 2,5602 2,2285 1,8115 1,3703 0,9609 0,6073 0,2951 -0,0084 -0,3298 -0,6826 -1,0693 -1,4766 -1,8694 -2,2021 -2,4426 -2,5874 -2,6624 -2,7125 -2,7883 -2,9318 -3,1572 -3,4368 -3,7124 -3,9252 -4,0429 -4,0732 -4,0587 -4,0571 -4,1167 -4,2575 -4,4627 -4,6893 -4,8920 -5,0451 -5,1541 -5,2500 -5,3709 -5,5410 -5,7576 -5,9917 -6,2020 -6,3510 -6,4153 -6,3874 -6,2717 -6,0790 -5,8303 -5,5644 -5,3326 -5,1770 -5,1121 -5,1244 -5,1857 -5,2645 -5,3291 -5,3478 -5,3007 -5,1922 -5,0489 -4,8995 -4,7608 -4,6368 -4,5264 -4,4304 -4,3520 -4,2948
F7    0,1021 0,2388 0,3087 0,3129 0,2813 0,2575 0,2855 0,3976 0,6019 0,8688 1,1309 1,3044 1,3246 1,1789 0,9139 0,6162 0,3770 0,2505 0,2394 0,3146 0,4455 0,6201 0,8363 1,0728 1,2737 1,3784 1,3675 1,2733 1,1515 1,0451 0,9613 0,8756 0,7592 0,5987 0,3935 0,1413 -0,1691 -0,5449 -0,9727 -1,4180 -1,8352 -2,1803 -2,4271 -2,5716 -2,6171 -2,5600 -2,4037 -2,1785 -1,9301 -1,6911 -1,4733 -1,2758 -1,0947 -0,9322 -0,7937 -0,6773 -0,5780 -0,4914 -0,4034 -0,2860 -0,1073 0,1537 0,4902 0,8572 1,1851 1,4098 1,4943 1,4367 1,2650 1,0190 0,7367 0,4596 0,2198 0,0131 -0,1913 -0,4025 -0,5820 -0,6674 -0,6208 -0,4665 -0,2816 -0,1418 -0,0788 -0,0776 -0,0895 -0,0545 0,0599 0,2278 0,3767 0,4276 0,3326 0,0960 -0,2272 -0,5603 -0,8426 -1,0526 -1,2127 -1,3713 -1,5676 -1,8028 -2,0382 -2,2168 -2,2952 -2,2672 -2,1620 -2,0258 -1,9080 -1,8515 -1,8881 -2,0338 -2,2825 -2,6080 -2,9847 -3,4061 -3,8798 -4,4035 -4,9440 -5,4378 -5,8166 -6,0451 -6,1315 -6,1019 -5,9770 -5,7737 -5,5089 -5,1981 -4,8634 -4,5381 -4,2527 -4,0168 -3,8189 -3,6389 -3,4562 -3,2445 -2,9692 -2,6062 -2,1718 -1,7299 -1,3611 -1,1146 -0,9720 -0,8472 -0,6331 -0,2633 0,2575 0,8622 1,4511 1,9271 2,2306 2,3628 2,3806 2,3657 2,3872 2,4854 2,6816 2,9826 3,3559 3,7185 3,9820 4,1069 4,1056 4,0205 3,9095 3,8331 3,8262 3,8829 3,9687 4,0477 4,1001 4,1202 4,1004 4,0233 3,8712 3,6395 3,3418 2,9994 2,6284 2,2473 1,8881 1,5789 1,3131 1,0568 0,7851 0,4967 0,2054 -0,0633 -0,2753 -0,4063 -0,4670 -0,5011 -0,5549 -0,6587 -0,8333 -1,0874 -1,4073 -1,7684 -2,1527 -2,5390 -2,8863 -3,1487 -3,3036 -3,3587 -3,3388 -3,2824 -3,2420 -3,2645 -3,3672 -3,5402 -3,7645 -4,0162 -4,2571 -4,4436 -4,5636 -4,6636 -4,8249 -5,1044 -5,4948 -5,9371 -6,3644 -6,7351 -7,0371 -7,2696 -7,4223 -7,4695 -7,3849 -7,1633 -6,8316 -6,4466 -6,0826 -5,8079 -5,6566 -5,6166 -5,6427 -5,6818 -5,6956 -5,6739 -5,6378 -5,6226 -5,6476 -5,7044 -5,7704 -5,8175 -5,8136 -5,7362 -5,5865 -5,3842 -5,1501 -4,8967 -4,6279 -4,3359 -4,0041 -3,6266 -3,2297 -2,8700 -2,6155 -2,5227 -2,6123 -2,8595 -3,2125 -3,6191 -4,0397 -4,4481 -4,8213 -5,1211 -5,2877 -5,2721 -5,0832 -4,7995 -4,5336 -4,3812 -4,3849 -4,5224 -4,7210 -4,8902 -4,9600 -4,9068 -4,7572 -4,5699 -4,4039 -4,2942 -4,2509 -4,2703 -4,3351 -4,4184 -4,4980 -4,5593 -4,5878 -4,5682 -4,4908 -4,3590 -4,1964 -4,0436 -3,9281 -3,8397 -3,7412 -3,6012 -3,4193 -3,2261 -3,0593 -2,9395 -2,8725 -2,8617 -2,9011 -2,9703 -3,0530 -3,1523 -3,2843 -3,4642 -3,6949 -3,9588 -4,2194 -4,4335 -4,5648 -4,5941 -4,5234 -4,3704 -4,1603 -3,9177 -3,6654 -3,4319 -3,2514 -3,1467 -3,1163 -3,1397 -3,1888 -3,2381 -3,2780 -3,3212 -3,3848 -3,4683 -3,5490 -3,5947 -3,5820 -3,5105 -3,4032 -3,2908 -3,1867 -3,0750 -2,9316 -2,7629 -2,6101 -2,5127 -2,4823 -2,5088 -2,5783 -2,6796 -2,7993 -2,9163 -3,0049 -3,0405 -3,0067 -2,8996 -2,7272 -2,5076 -2,2692 -2,0427 -1,8520 -1,7142 -1,6471 -1,6680 -1,7775 -1,9549 -2,1786 -2,4375 -2,7058 -2,9254 -3,0368 -3,0262 -2,9311 -2,8079 -2,7042 -2,6569 -2,6938 -2,8194 -3,0003 -3,1791 -3,3062 -3,3580 -3,3277 -3,2142 -3,0288 -2,8027 -2,5803 -2,4060 -2,3130 -2,3041 -2,3340 -2,3262 -2,2236 -2,0236 -1,7646 -1,4910 -1,2339 -1,0094 -0,8191 -0,6499 -0,4781 -0,2822 -0,0601 0,1653 0,3619 0,5080 0,6002 0,6461 0,6535 0,6191 0,5259 0,3592 0,1277 -0,1299 -0,3629 -0,5359 -0,6375 -0,6693 -0,6383 -0,5599 -0,4589 -0,3666 -0,3187 -0,3456 -0,4566 -0,6378 -0,8651 -1,1101 -1,3400 -1,5321 -1,6922 -1,8472 -2,0172 -2,1950 -2,3514 -2,4500 -2,4507 -2,3161 -2,0353 -1,6435 -1,2158 -0,8338 -0,5507 -0,3794 -0,3039 -0,2964 -0,3265 -0,3651 -0,3889 -0,3861 -0,3586 -0,3162 -0,2667 -0,2061 -0,1203 0,0039 0,1712 0,3753 0,5998 0,8295 1,0597 1,2920 1,5203 1,7282 1,9000 2,0270 2,0951 2,0773 1,9464 1,6920 1,3319 0,9119 0,4930 0,1332 -0,1206 -0,2320 -0,1736 0,0658 0,4603 0,9291 1,3489 1,5931 1,5767 1,2876 0,7827 0,1521 -0,5233 -1,1950 -1,8381 -2,4264 -2,9271 -3,3182 -3,6029 -3,8061 -3,9615 -4,0967 -4,2157 -4,2996 -4,3302 -4,3152 -4,2882 -4,2808 -4,2965 -4,3111 -4,2922 -4,2132 -4,0655 -3,8734 -3,6918 -3,5805 -3,5741 -3,6648 -3,8035 -3,9213 -3,9567 -3,8659 -3,6200 -3,2068 -2,6378 -1,9501 -1,1975 -0,4372 0,2804 0,9156 1,4492 1,8891 2,2590 2,5757 2,8425 3,0614 3,2512 3,4544 3,7159 4,0446 4,3937 4,6816 4,8354 4,8183 4,6249 4,2637 3,7557 3,1501 2,5253 1,9588 1,4910 1,1172 0,8148 0,5689 0,3735 0,2191 0,0878 -0,0418 -0,1937 -0,3986 -0,6848 -1,0595 -1,5029 -1,9767 -2,4336 -2,8279 -3,1294 -3,3297 -3,4381 -3,4751 -3,4695 -3,4512 -3,4385 -3,4334 -3,4267 -3,4086 -3,3774 -3,3425 -3,3255 -3,3535 -3,4415 -3,5783 -3,7342 -3,8794 -3,9874 -4,0341 -4,0075 -3,9207 -3,8077 -3,7051 -3,6476 -3,6741 -3,8154 -4,0660 -4,3674 -4,6241 -4,7535 -4,7328 -4,5956 -4,3904 -4,1465 -3,8772 -3,6009 -3,3466 -3,1345 -2,9582 -2,7882 -2,5896 -2,3456 -2,0778
