Fp1   -1,7130 -1,5533 -1,2686 -0,7914 -0,1069 0,7060 1,4845 2,0658 2,3836 2,4710 2,3945 2,2141 1,9684 1,6683 1,3200 0,9649 0,6885 0,5505 0,5018 0,4256 0,2517 0,0021 -0,2343 -0,3517 -0,2917 -0,0712 0,2467 0,5880 0,8684 0,9914 0,8857 0,5641 0,1173 -0,3602 -0,8125 -1,2107 -1,5432 -1,8175 -2,0417 -2,2058 -2,2866 -2,2441 -2,0155 -1,5619 -0,9447 -0,3330 0,0756 0,1540 -0,1154 -0,6776 -1,4511 -2,3327 -3,1946 -3,9071 -4,3774 -4,5775 -4,5314 -4,2769 -3,8496 -3,3031 -2,7438 -2,3239 -2,1624 -2,2585 -2,4913 -2,7027 -2,7946 -2,7714 -2,6857 -2,5612 -2,3901 -2,1699 -1,9059 -1,6006 -1,2668 -0,9307 -0,5972 -0,2316 0,1883 0,6195 0,9908 1,2592 1,4089 1,4412 1,3900 1,3015 1,1831 0,9920 0,6859 0,2781 -0,1645 -0,5704 -0,9052 -1,1795 -1,4264 -1,6699 -1,9008 -2,0689 -2,1106 -2,0035 -1,7899 -1,5559 -1,4091 -1,4472 -1,7150 -2,1987 -2,8503 -3,6012 -4,3716 -5,0822 -5,6660 -6,0998 -6,4314 -6,7479 -7,1179 -7,5749 -8,1252 -8,7363 -9,3278 -9,8071 -10,1324 -10,3332 -10,4645 -10,5503 -10,5726 -10,4955 -10,2947 -9,9623 -9,4855 -8,8401 -7,9963 -6,9319 -5,6658 -4,2743 -2,8446 -1,4177 0,0063 1,4230 2,7976 4,0797 5,2299 6,2226 7,0282 7,6170 7,9669 8,0444 7,8196 7,3403 6,7488 6,1906 5,7345 5,3826 5,1106 4,8914 4,7143 4,5965 4,5710 4,6575 4,8294 4,9976 5,0476 4,9157 4,6242 4,2433 3,8510 3,5502 3,4641 3,6592 4,0888 4,6269 5,1485 5,5712 5,8403 5,9189 5,8137 5,5956 5,3763 5,2526 5,2512 5,3119 5,3336 5,2421 5,0305 4,7769 4,6217 4,6710 4,9043 5,1975 5,4204 5,4922 5,3901 5,1379 4,7676 4,2929 3,7324 3,1373 2,5843 2,1405 1,8304 1,6298 1,4860 1,3475 1,1899 1,0177 0,8378 0,6343 0,3685 0,0060 -0,4484 -0,9460 -1,4449 -1,9559 -2,5190 -3,1553 -3,8589 -4,5975 -5,3012 -5,8726 -6,2297 -6,3507 -6,2792 -6,0801 -5,7968 -5,4465 -5,0450 -4,6181 -4,1892 -3,7849 -3,4541 -3,2569 -3,2336 -3,3919 -3,6970 -4,0617 -4,3818 -4,5842 -4,6361 -4,5417 -4,3540 -4,1645 -4,0515 -4,0374 -4,0910 -4,1504 -4,1490 -4,0531 -3,8838 -3,6925 -3,5310 -3,4448 -3,4607 -3,5675 -3,7259 -3,8884 -4,0006 -4,0106 -3,8871 -3,6235 -3,2329 -2,7521 -2,2402 -1,7554 -1,3377 -1,0115 -0,7817 -0,6201 -0,4754 -0,3077 -0,1082 0,1131 0,3546 0,6378 0,9806 1,3453 1,6317 1,7318 1,5883 1,2153 0,6944 0,1483 -0,3164 -0,6561 -0,8817 -1,0207 -1,0982 -1,1321 -1,1301 -1,0954 -1,0408 -0,9856 -0,9363 -0,8830 -0,8161 -0,7422 -0,6820 -0,6640 -0,7232 -0,8852 -1,1423 -1,4649 -1,8239 -2,1797 -2,4826 -2,7044 -2,8527 -2,9534 -3,0398 -3,1536 -3,3243 -3,5332 -3,7079 -3,7496 -3,5676 -3,1268 -2,4833 -1,7685 -1,1321 -0,6895 -0,4947 -0,5331 -0,7424 -1,0480 -1,3798 -1,6775 -1,9054 -2,0531 -2,1232 -2,1266 -2,0755 -1,9762 -1,8347 -1,6658 -1,4889 -1,3254 -1,2049 -1,1539 -1,1650 -1,1980 -1,2150 -1,2008 -1,1628 -1,1234 -1,1022 -1,1094 -1,1602 -1,2733 -1,4457 -1,6486 -1,8534 -2,0622 -2,3082 -2,6239 -3,0105 -3,4335 -3,8289 -4,1119 -4,2126 -4,1200 -3,8787 -3,5467 -3,1715 -2,7962 -2,4834 -2,3188 -2,3526 -2,5362 -2,7557 -2,9221 -3,0025 -2,9951 -2,9031 -2,7263 -2,4632 -2,1153 -1,6955 -1,2347 -0,7853 -0,4169 -0,1838 -0,0872 -0,0879 -0,1614 -0,3233 -0,5853 -0,8878 -1,1005 -1,1064 -0,8701 -0,4303 0,1311 0,7185 1,2431 1,6168 1,7553 1,6263 1,2754 0,7859 0,2360 -0,3091 -0,8003 -1,2130 -1,5452 -1,8157 -2,0663 -2,3440 -2,6614 -2,9818 -3,2422 -3,3813 -3,3754 -3,2772 -3,1964 -3,2129 -3,3254 -3,5013 -3,7423 -4,0641 -4,4370 -4,7969 -5,1070 -5,3703 -5,5975 -5,7919 -5,9445 -6,0182 -5,9631 -5,7744 -5,5229 -5,3069 -5,1787 -5,1274 -5,1142 -5,1049 -5,0799 -5,0246 -4,9187 -4,7481 -4,5368 -4,3414 -4,1977 -4,0980 -4,0247 -3,9804 -3,9889 -4,0805 -4,2687 -4,5331 -4,8238 -5,0828 -5,2615 -5,3304 -5,2775 -5,1065 -4,8384 -4,5116 -4,1957 -3,9901 -3,9720 -4,1382 -4,4106 -4,6937 -4,9254 -5,0985 -5,2461 -5,3943 -5,5334 -5,6382 -5,6920 -5,6826 -5,5919 -5,3972 -5,0863 -4,6848 -4,2694 -3,9408 -3,7737 -3,7990 -4,0281 -4,4728 -5,1232 -5,9150 -6,7397 -7,4965 -8,1286 -8,6266 -9,0140 -9,3343 -9,6238 -9,8828 -10,0799 -10,1814 -10,1648 -10,0201 -9,7566 -9,3997 -8,9739 -8,4839 -7,9121 -7,2444 -6,4989 -5,7372 -5,0496 -4,5110 -4,1390 -3,9017 -3,7577 -3,6683 -3,5809 -3,4370 -3,2016 -2,8675 -2,4338 -1,9043 -1,3141 -0,7415 -0,2724 0,0600 0,2931 0,4871 0,6775 0,8613 1,0110 1,1020 1,1126 0,9959 0,6909 0,1765 -0,5053 -1,2742 -2,0374 -2,7062 -3,2191 -3,5639 -3,7698 -3,8630 -3,8354 -3,6782 -3,4282 -3,1537 -2,9020 -2,6691 -2,4151 -2,1108 -1,7727 -1,4476 -1,1713 -0,9567 -0,8085 -0,7226 -0,6712 -0,6141 -0,5246 -0,3908 -0,2032 0,0332 0,2775 0,4686 0,5667 0,5658 0,4669 0,2639 -0,0352 -0,3992 -0,7997 -1,2256 -1,6638 -2,0846 -2,4588 -2,7643 -2,9717 -3,0483 -2,9921 -2,8548 -2,7132 -2,6119 -2,5455 -2,4905 -2,4546 -2,5011 -2,7087 -3,0992 -3,6214 -4,1983 -4,7734 -5,3199 -5,8213 -6,2558 -6,5978 -6,8298 -6,9591 -7,0214 -7,0537 -7,0728 -7,0876 -7,1201 -7,2109 -7,4001 -7,6924 -8,0487 -8,4157
Fz    -0,1865 -0,1794 -0,0627 0,1949 0,6006 1,1096 1,6197 2,0229 2,2690 2,3662 2,3424 2,2262 2,0416 1,7996 1,5054 1,1811 0,8773 0,6391 0,4574 0,2848 0,0919 -0,1104 -0,2827 -0,3784 -0,3728 -0,2793 -0,1392 -0,0034 0,0757 0,0499 -0,1049 -0,3609 -0,6479 -0,9021 -1,0942 -1,2193 -1,2871 -1,3229 -1,3560 -1,4011 -1,4539 -1,4855 -1,4463 -1,3048 -1,0898 -0,8891 -0,8035 -0,8923 -1,1531 -1,5458 -2,0214 -2,5262 -2,9970 -3,3639 -3,5674 -3,5817 -3,4175 -3,1069 -2,6921 -2,2306 -1,8050 -1,5107 -1,4087 -1,4808 -1,6317 -1,7377 -1,7118 -1,5465 -1,2897 -0,9887 -0,6735 -0,3713 -0,1065 0,1085 0,2681 0,3708 0,4311 0,4782 0,5231 0,5400 0,4992 0,4005 0,2628 0,1127 -0,0150 -0,0969 -0,1504 -0,2287 -0,3811 -0,6177 -0,9106 -1,2175 -1,5041 -1,7532 -1,9577 -2,1137 -2,2191 -2,2692 -2,2568 -2,1902 -2,1034 -2,0428 -2,0561 -2,1862 -2,4575 -2,8714 -3,4146 -4,0610 -4,7684 -5,4819 -6,1466 -6,7285 -7,2318 -7,6821 -8,0974 -8,4859 -8,8554 -9,2025 -9,5001 -9,7152 -9,8448 -9,9237 -9,9942 -10,0745 -10,1519 -10,1978 -10,1889 -10,1077 -9,9260 -9,6068 -9,1198 -8,4479 -7,5976 -6,6005 -5,4932 -4,2998 -3,0394 -1,7468 -0,4784 0,7042 1,7570 2,6583 3,4022 3,9956 4,4453 4,7350 4,8389 4,7728 4,6039 4,3989 4,1855 3,9688 3,7584 3,5733 3,4353 3,3681 3,3916 3,5117 3,7056 3,9180 4,0849 4,1754 4,2076 4,2221 4,2626 4,3897 4,6750 5,1512 5,7769 6,4593 7,1071 7,6618 8,0940 8,3921 8,5617 8,6291 8,6386 8,6353 8,6367 8,6178 8,5281 8,3244 8,0030 7,6218 7,2837 7,0712 6,9915 6,9914 7,0077 6,9953 6,9364 6,8380 6,7089 6,5432 6,3346 6,0927 5,8397 5,5967 5,3684 5,1385 4,8808 4,5775 4,2366 3,8904 3,5687 3,2685 2,9506 2,5683 2,1035 1,5782 1,0257 0,4586 -0,1282 -0,7380 -1,3646 -1,9876 -2,5699 -3,0652 -3,4342 -3,6625 -3,7708 -3,7986 -3,7782 -3,7273 -3,6596 -3,5885 -3,5152 -3,4328 -3,3441 -3,2659 -3,2204 -3,2263 -3,2830 -3,3578 -3,4060 -3,4028 -3,3451 -3,2430 -3,1251 -3,0405 -3,0356 -3,1284 -3,3050 -3,5259 -3,7339 -3,8765 -3,9334 -3,9231 -3,8909 -3,8882 -3,9442 -4,0454 -4,1485 -4,2109 -4,2058 -4,1209 -3,9503 -3,6879 -3,3279 -2,8798 -2,3800 -1,8799 -1,4265 -1,0539 -0,7766 -0,5831 -0,4433 -0,3303 -0,2303 -0,1343 -0,0211 0,1431 0,3834 0,6861 0,9938 1,2322 1,3463 1,3231 1,1948 1,0238 0,8652 0,7357 0,6220 0,5114 0,4029 0,2970 0,1920 0,0838 -0,0344 -0,1676 -0,3105 -0,4489 -0,5686 -0,6623 -0,7315 -0,7901 -0,8646 -0,9777 -1,1270 -1,2921 -1,4546 -1,5942 -1,6870 -1,7273 -1,7385 -1,7564 -1,8084 -1,9138 -2,0837 -2,3073 -2,5472 -2,7521 -2,8729 -2,8806 -2,7813 -2,6131 -2,4286 -2,2763 -2,1875 -2,1677 -2,2000 -2,2574 -2,3095 -2,3323 -2,3239 -2,3008 -2,2745 -2,2440 -2,2080 -2,1755 -2,1624 -2,1790 -2,2176 -2,2563 -2,2789 -2,2820 -2,2590 -2,1981 -2,0979 -1,9701 -1,8367 -1,7268 -1,6620 -1,6457 -1,6716 -1,7334 -1,8216 -1,9254 -2,0395 -2,1704 -2,3365 -2,5561 -2,8308 -3,1358 -3,4178 -3,6053 -3,6428 -3,5243 -3,2856 -2,9738 -2,6320 -2,3052 -2,0487 -1,9202 -1,9392 -2,0555 -2,1817 -2,2544 -2,2550 -2,1906 -2,0727 -1,9115 -1,7174 -1,5006 -1,2704 -1,0396 -0,8315 -0,6774 -0,5948 -0,5681 -0,5627 -0,5584 -0,5602 -0,5678 -0,5387 -0,3996 -0,0996 0,3590 0,9315 1,5493 2,1390 2,6404 3,0028 3,1792 3,1474 2,9287 2,5746 2,1493 1,7178 1,3254 0,9834 0,6779 0,3835 0,0676 -0,2969 -0,7126 -1,1571 -1,6001 -2,0119 -2,3756 -2,7089 -3,0576 -3,4460 -3,8466 -4,2150 -4,5345 -4,8055 -5,0101 -5,1182 -5,1290 -5,0799 -5,0170 -4,9676 -4,9320 -4,8870 -4,8059 -4,6911 -4,5847 -4,5385 -4,5772 -4,6913 -4,8520 -5,0258 -5,1853 -5,3155 -5,4115 -5,4803 -5,5437 -5,6222 -5,7113 -5,7851 -5,8201 -5,8132 -5,7850 -5,7661 -5,7688 -5,7760 -5,7587 -5,6999 -5,6008 -5,4696 -5,3097 -5,1225 -4,9195 -4,7262 -4,5889 -4,5730 -4,7262 -5,0359 -5,4337 -5,8338 -6,1650 -6,3910 -6,5131 -6,5491 -6,5102 -6,4074 -6,2611 -6,0904 -5,9036 -5,7018 -5,4888 -5,2828 -5,1211 -5,0448 -5,0737 -5,2005 -5,4125 -5,7082 -6,0828 -6,5076 -6,9366 -7,3261 -7,6489 -7,9007 -8,0988 -8,2719 -8,4470 -8,6375 -8,8419 -9,0480 -9,2366 -9,3867 -9,4829 -9,5201 -9,5034 -9,4352 -9,3018 -9,0827 -8,7782 -8,4254 -8,0842 -7,8011 -7,5821 -7,4015 -7,2351 -7,0727 -6,9046 -6,7162 -6,4939 -6,2267 -5,8994 -5,4993 -5,0351 -4,5465 -4,0853 -3,6834 -3,3450 -3,0658 -2,8464 -2,6936 -2,6163 -2,6158 -2,6855 -2,8285 -3,0610 -3,3905 -3,8020 -4,2642 -4,7347 -5,1621 -5,4951 -5,7013 -5,7755 -5,7226 -5,5404 -5,2352 -4,8438 -4,4182 -3,9912 -3,5707 -3,1591 -2,7680 -2,4145 -2,1090 -1,8464 -1,6159 -1,4113 -1,2223 -1,0221 -0,7788 -0,4796 -0,1376 0,2189 0,5525 0,8130 0,9467 0,9215 0,7350 0,4000 -0,0646 -0,6259 -1,2372 -1,8575 -2,4611 -3,0241 -3,5160 -3,9133 -4,2079 -4,3983 -4,4873 -4,4964 -4,4720 -4,4592 -4,4722 -4,4985 -4,5305 -4,5973 -4,7704 -5,1229 -5,6717 -6,3629 -7,1069 -7,8204 -8,4473 -8,9535 -9,3157 -9,5190 -9,5676 -9,4981 -9,3762 -9,2673 -9,2070 -9,2026 -9,2548 -9,3719 -9,5629 -9,8233 -10,1338 -10,4685
F3    -0,7893 -0,7069 -0,5007 -0,1465 0,3559 0,9508 1,5208 1,9508 2,2029 2,3065 2,3000 2,2096 2,0528 1,8336 1,5462 1,2018 0,8578 0,5872 0,4054 0,2624 0,1063 -0,0729 -0,2387 -0,3301 -0,3055 -0,1718 0,0259 0,2325 0,3928 0,4494 0,3604 0,1380 -0,1516 -0,4412 -0,6997 -0,9197 -1,1006 -1,2520 -1,3874 -1,5122 -1,6206 -1,6882 -1,6706 -1,5371 -1,3121 -1,0790 -0,9426 -0,9731 -1,1775 -1,5219 -1,9639 -2,4561 -2,9375 -3,3352 -3,5842 -3,6587 -3,5782 -3,3787 -3,0857 -2,7231 -2,3445 -2,0422 -1,9021 -1,9401 -2,0862 -2,2273 -2,2787 -2,2301 -2,1186 -1,9675 -1,7774 -1,5571 -1,3303 -1,1219 -0,9522 -0,8340 -0,7591 -0,6988 -0,6391 -0,6022 -0,6165 -0,6857 -0,7989 -0,9386 -1,0737 -1,1793 -1,2744 -1,4180 -1,6562 -1,9805 -2,3410 -2,6816 -2,9637 -3,1731 -3,3126 -3,3893 -3,4073 -3,3557 -3,2100 -2,9661 -2,6642 -2,3750 -2,1803 -2,1529 -2,3309 -2,7111 -3,2636 -3,9393 -4,6711 -5,3839 -6,0099 -6,5132 -6,9119 -7,2606 -7,6096 -7,9875 -8,3993 -8,8200 -9,1970 -9,4836 -9,6786 -9,8267 -9,9774 -10,1494 -10,3275 -10,4786 -10,5684 -10,5623 -10,4179 -10,0961 -9,5762 -8,8572 -7,9614 -6,9323 -5,8115 -4,6190 -3,3663 -2,0844 -0,8317 0,3268 1,3477 2,2169 2,9372 3,5158 3,9476 4,1985 4,2309 4,0674 3,8017 3,5307 3,3010 3,1195 2,9821 2,8827 2,8208 2,8093 2,8690 3,0107 3,2161 3,4289 3,5754 3,6101 3,5409 3,4084 3,2672 3,1981 3,2963 3,6139 4,1196 4,7184 5,3060 5,8062 6,1727 6,3855 6,4541 6,4159 6,3269 6,2441 6,1962 6,1640 6,0924 5,9237 5,6369 5,2798 4,9573 4,7591 4,6986 4,7240 4,7711 4,7936 4,7679 4,6901 4,5580 4,3600 4,0899 3,7602 3,3998 3,0426 2,7117 2,4106 2,1300 1,8615 1,6090 1,3893 1,2155 1,0736 0,9173 0,6925 0,3758 -0,0109 -0,4329 -0,8803 -1,3619 -1,8824 -2,4371 -3,0086 -3,5576 -4,0272 -4,3637 -4,5425 -4,5790 -4,5108 -4,3735 -4,1952 -4,0029 -3,8204 -3,6552 -3,5061 -3,3873 -3,3287 -3,3522 -3,4596 -3,6283 -3,8068 -3,9368 -3,9833 -3,9364 -3,8049 -3,6237 -3,4528 -3,3524 -3,3553 -3,4603 -3,6325 -3,8068 -3,9156 -3,9256 -3,8509 -3,7425 -3,6657 -3,6667 -3,7443 -3,8608 -3,9752 -4,0583 -4,0893 -4,0511 -3,9281 -3,7096 -3,4026 -3,0425 -2,6818 -2,3744 -2,1634 -2,0636 -2,0498 -2,0703 -2,0771 -2,0436 -1,9609 -1,8243 -1,6256 -1,3625 -1,0558 -0,7579 -0,5374 -0,4511 -0,5186 -0,7091 -0,9495 -1,1675 -1,3321 -1,4513 -1,5436 -1,6218 -1,6934 -1,7589 -1,8153 -1,8671 -1,9230 -1,9837 -2,0401 -2,0841 -2,1149 -2,1403 -2,1784 -2,2584 -2,4037 -2,6073 -2,8372 -3,0582 -3,2322 -3,3244 -3,3310 -3,2851 -3,2282 -3,1884 -3,1862 -3,2387 -3,3429 -3,4671 -3,5608 -3,5702 -3,4610 -3,2429 -2,9687 -2,7086 -2,5219 -2,4419 -2,4676 -2,5638 -2,6800 -2,7719 -2,8173 -2,8253 -2,8207 -2,8115 -2,7832 -2,7192 -2,6177 -2,4916 -2,3594 -2,2348 -2,1256 -2,0433 -1,9977 -1,9764 -1,9489 -1,8916 -1,8000 -1,6913 -1,6003 -1,5591 -1,5779 -1,6499 -1,7603 -1,8891 -2,0197 -2,1514 -2,3018 -2,4977 -2,7605 -3,0930 -3,4701 -3,8324 -4,0955 -4,1931 -4,1188 -3,9164 -3,6408 -3,3365 -3,0483 -2,8412 -2,7937 -2,9420 -3,2318 -3,5538 -3,8182 -3,9824 -4,0359 -3,9878 -3,8595 -3,6772 -3,4672 -3,2540 -3,0589 -2,8998 -2,7920 -2,7331 -2,6930 -2,6353 -2,5587 -2,5058 -2,5162 -2,5628 -2,5549 -2,4077 -2,0922 -1,6301 -1,0717 -0,4786 0,0915 0,5759 0,9035 1,0261 0,9466 0,7088 0,3808 0,0440 -0,2366 -0,4405 -0,5872 -0,7196 -0,8900 -1,1373 -1,4619 -1,8283 -2,1874 -2,4961 -2,7386 -2,9492 -3,1919 -3,4974 -3,8317 -4,1423 -4,4151 -4,6617 -4,8721 -5,0177 -5,0941 -5,1323 -5,1693 -5,2225 -5,2795 -5,3007 -5,2434 -5,1006 -4,9141 -4,7433 -4,6298 -4,5867 -4,6072 -4,6766 -4,7821 -4,9155 -5,0640 -5,2112 -5,3500 -5,4826 -5,6039 -5,6997 -5,7619 -5,8004 -5,8438 -5,9245 -6,0523 -6,2039 -6,3387 -6,4252 -6,4540 -6,4341 -6,3775 -6,2923 -6,1890 -6,0885 -6,0329 -6,0890 -6,3114 -6,6930 -7,1622 -7,6191 -7,9781 -8,2000 -8,2982 -8,3058 -8,2445 -8,1262 -7,9627 -7,7566 -7,4973 -7,1738 -6,7922 -6,3900 -6,0322 -5,7845 -5,6826 -5,7296 -5,9196 -6,2494 -6,6990 -7,2163 -7,7320 -8,1880 -8,5534 -8,8295 -9,0406 -9,2183 -9,3866 -9,5547 -9,7202 -9,8756 -10,0124 -10,1217 -10,1936 -10,2203 -10,1982 -10,1157 -9,9417 -9,6445 -9,2289 -8,7499 -8,2890 -7,9083 -7,6202 -7,3998 -7,2175 -7,0498 -6,8701 -6,6519 -6,3813 -6,0556 -5,6705 -5,2179 -4,7031 -4,1625 -3,6517 -3,2078 -2,8340 -2,5244 -2,2837 -2,1235 -2,0492 -2,0483 -2,1013 -2,2109 -2,4040 -2,6951 -3,0646 -3,4739 -3,8821 -4,2479 -4,5296 -4,6977 -4,7475 -4,6852 -4,5090 -4,2247 -3,8714 -3,5091 -3,1778 -2,8823 -2,6137 -2,3706 -2,1604 -1,9878 -1,8484 -1,7325 -1,6318 -1,5373 -1,4323 -1,2986 -1,1321 -0,9425 -0,7399 -0,5361 -0,3579 -0,2457 -0,2338 -0,3413 -0,5815 -0,9588 -1,4533 -2,0221 -2,6263 -3,2460 -3,8648 -4,4570 -4,9953 -5,4537 -5,8023 -6,0187 -6,1124 -6,1300 -6,1243 -6,1167 -6,0987 -6,0653 -6,0469 -6,1124 -6,3269 -6,7002 -7,1835 -7,7028 -8,1894 -8,5949 -8,8951 -9,0811 -9,1520 -9,1182 -9,0130 -8,8891 -8,7936 -8,7468 -8,7463 -8,7862 -8,8712 -9,0122 -9,2080 -9,4368 -9,6647
F7    -0,5542 -0,4732 -0,3158 -0,0798 0,2317 0,5933 0,9438 1,2129 1,3657 1,4104 1,3709 1,2670 1,1084 0,9011 0,6626 0,4294 0,2472 0,1426 0,0975 0,0667 0,0169 -0,0554 -0,1241 -0,1535 -0,1289 -0,0632 0,0240 0,1191 0,2079 0,2678 0,2733 0,2137 0,0984 -0,0554 -0,2335 -0,4203 -0,5967 -0,7471 -0,8607 -0,9270 -0,9378 -0,8952 -0,8128 -0,7109 -0,6116 -0,5425 -0,5388 -0,6237 -0,7917 -1,0185 -1,2781 -1,5460 -1,7966 -2,0045 -2,1490 -2,2213 -2,2280 -2,1836 -2,0968 -1,9658 -1,7937 -1,6081 -1,4532 -1,3541 -1,3000 -1,2595 -1,2061 -1,1317 -1,0409 -0,9394 -0,8330 -0,7295 -0,6333 -0,5430 -0,4608 -0,3989 -0,3681 -0,3624 -0,3677 -0,3799 -0,3994 -0,4193 -0,4329 -0,4365 -0,4200 -0,3746 -0,3137 -0,2759 -0,2977 -0,3855 -0,5133 -0,6415 -0,7361 -0,7819 -0,7868 -0,7771 -0,7759 -0,7805 -0,7646 -0,7078 -0,6096 -0,4842 -0,3633 -0,2934 -0,3148 -0,4488 -0,7004 -1,0564 -1,4848 -1,9436 -2,3913 -2,8010 -3,1739 -3,5350 -3,9109 -4,3139 -4,7373 -5,1582 -5,5460 -5,8803 -6,1605 -6,3951 -6,5826 -6,7078 -6,7574 -6,7330 -6,6450 -6,4940 -6,2596 -5,9128 -5,4361 -4,8309 -4,1165 -3,3230 -2,4725 -1,5707 -0,6261 0,3300 1,2513 2,0995 2,8544 3,5077 4,0549 4,4900 4,8009 4,9677 4,9790 4,8607 4,6772 4,4936 4,3425 4,2251 4,1237 4,0133 3,8798 3,7377 3,6221 3,5630 3,5653 3,6052 3,6434 3,6515 3,6301 3,6009 3,5882 3,6149 3,7052 3,8735 4,1054 4,3593 4,5900 4,7682 4,8783 4,9153 4,8869 4,8166 4,7379 4,6831 4,6659 4,6706 4,6578 4,5831 4,4229 4,1958 3,9582 3,7629 3,6189 3,5002 3,3846 3,2708 3,1666 3,0715 2,9684 2,8278 2,6256 2,3591 2,0482 1,7232 1,4109 1,1289 0,8885 0,6973 0,5599 0,4767 0,4388 0,4220 0,3875 0,3025 0,1652 0,0043 -0,1503 -0,2946 -0,4479 -0,6357 -0,8806 -1,1920 -1,5518 -1,9154 -2,2290 -2,4537 -2,5805 -2,6272 -2,6231 -2,5920 -2,5470 -2,4949 -2,4384 -2,3799 -2,3295 -2,3055 -2,3258 -2,3993 -2,5147 -2,6377 -2,7275 -2,7614 -2,7380 -2,6656 -2,5591 -2,4418 -2,3395 -2,2710 -2,2462 -2,2641 -2,3083 -2,3521 -2,3737 -2,3686 -2,3523 -2,3515 -2,3812 -2,4313 -2,4762 -2,4939 -2,4730 -2,4131 -2,3188 -2,1919 -2,0320 -1,8471 -1,6603 -1,4977 -1,3786 -1,3161 -1,3145 -1,3579 -1,4093 -1,4300 -1,3975 -1,3044 -1,1485 -0,9298 -0,6590 -0,3636 -0,0827 0,1472 0,3027 0,3783 0,3895 0,3705 0,3574 0,3675 0,3937 0,4132 0,3995 0,3349 0,2183 0,0578 -0,1420 -0,3788 -0,6383 -0,8922 -1,1116 -1,2796 -1,3967 -1,4830 -1,5701 -1,6824 -1,8230 -1,9793 -2,1309 -2,2525 -2,3239 -2,3468 -2,3426 -2,3342 -2,3331 -2,3412 -2,3549 -2,3653 -2,3584 -2,3156 -2,2144 -2,0406 -1,8045 -1,5394 -1,2869 -1,0835 -0,9535 -0,9049 -0,9260 -0,9885 -1,0595 -1,1170 -1,1562 -1,1802 -1,1872 -1,1690 -1,1182 -1,0300 -0,9038 -0,7501 -0,5913 -0,4510 -0,3425 -0,2631 -0,1970 -0,1277 -0,0482 0,0394 0,1241 0,1852 0,2039 0,1763 0,1101 0,0150 -0,0962 -0,2092 -0,3215 -0,4522 -0,6338 -0,8937 -1,2390 -1,6501 -2,0834 -2,4771 -2,7735 -2,9459 -3,0067 -2,9925 -2,9383 -2,8641 -2,7855 -2,7283 -2,7182 -2,7575 -2,8250 -2,8989 -2,9640 -3,0030 -2,9930 -2,9144 -2,7585 -2,5326 -2,2612 -1,9795 -1,7236 -1,5242 -1,3950 -1,3247 -1,2929 -1,2928 -1,3355 -1,4324 -1,5673 -1,6883 -1,7381 -1,6885 -1,5434 -1,3245 -1,0596 -0,7746 -0,4973 -0,2645 -0,1109 -0,0552 -0,0963 -0,2128 -0,3663 -0,5202 -0,6579 -0,7819 -0,9058 -1,0493 -1,2284 -1,4432 -1,6724 -1,8831 -2,0458 -2,1485 -2,2089 -2,2648 -2,3409 -2,4278 -2,5012 -2,5570 -2,6101 -2,6655 -2,7096 -2,7313 -2,7352 -2,7342 -2,7373 -2,7431 -2,7382 -2,7045 -2,6381 -2,5589 -2,4947 -2,4608 -2,4581 -2,4840 -2,5403 -2,6331 -2,7619 -2,9075 -3,0415 -3,1460 -3,2182 -3,2596 -3,2712 -3,2581 -3,2340 -3,2243 -3,2574 -3,3410 -3,4503 -3,5452 -3,6007 -3,6172 -3,6076 -3,5831 -3,5534 -3,5285 -3,5175 -3,5350 -3,6094 -3,7683 -4,0137 -4,3124 -4,6084 -4,8462 -4,9944 -5,0514 -5,0276 -4,9325 -4,7826 -4,6008 -4,3990 -4,1697 -3,9003 -3,5945 -3,2865 -3,0335 -2,8920 -2,8906 -3,0238 -3,2687 -3,5969 -3,9719 -4,3497 -4,6933 -4,9826 -5,2180 -5,4189 -5,6096 -5,8043 -6,0015 -6,1854 -6,3334 -6,4294 -6,4733 -6,4770 -6,4551 -6,4206 -6,3802 -6,3237 -6,2189 -6,0272 -5,7303 -5,3461 -4,9208 -4,5022 -4,1126 -3,7438 -3,3770 -2,9980 -2,5970 -2,1674 -1,7046 -1,2023 -0,6507 -0,0468 0,5883 1,2042 1,7423 2,1657 2,4685 2,6615 2,7583 2,7671 2,6888 2,5267 2,2925 1,9942 1,6339 1,2267 0,8067 0,4112 0,0666 -0,2129 -0,4229 -0,5689 -0,6623 -0,7072 -0,6941 -0,6198 -0,5079 -0,3956 -0,3031 -0,2219 -0,1326 -0,0257 0,0961 0,2269 0,3638 0,4972 0,6028 0,6555 0,6529 0,6159 0,5677 0,5227 0,4886 0,4654 0,4382 0,3817 0,2765 0,1203 -0,0777 -0,3045 -0,5425 -0,7750 -1,0023 -1,2450 -1,5237 -1,8433 -2,1915 -2,5388 -2,8428 -3,0698 -3,2177 -3,3173 -3,4060 -3,5017 -3,6008 -3,6948 -3,7874 -3,8945 -4,0281 -4,1827 -4,3435 -4,5021 -4,6554 -4,7946 -4,9001 -4,9531 -4,9455 -4,8812 -4,7769 -4,6623 -4,5703 -4,5236 -4,5291 -4,5805 -4,6707 -4,7968 -4,9499 -5,1104 -5,2603
