Fp1   -2,6935 -4,2523 -5,3357 -5,9145 -6,1482 -6,2240 -6,2535 -6,2679 -6,2152 -5,9446 -5,2738 -4,1196 -2,5432 -0,6938 1,2334 2,9929 4,3413 5,1438 5,3891 5,1286 4,4848 3,6660 2,8901 2,3287 2,1385 2,4366 3,1596 4,0058 4,5945 4,7201 4,4852 4,1840 4,0228 3,9425 3,7271 3,2625 2,6319 1,9844 1,3942 0,8415 0,2661 -0,3767 -1,0913 -1,8420 -2,5528 -3,1145 -3,4267 -3,4401 -3,1422 -2,5297 -1,6458 -0,6352 0,2908 0,9765 1,4330 1,8648 2,5363 3,5282 4,6255 5,4476 5,6576 5,0669 3,6138 1,3757 -1,3234 -3,9419 -5,9713 -7,1386 -7,4115 -6,9167 -5,8467 -4,3906 -2,7436 -1,1855 -0,0754 0,3525 0,2147 -0,0788 -0,1410 0,1457 0,6353 1,0945 1,3769 1,4757 1,4707 1,4491 1,4397 1,3775 1,1099 0,4302 -0,8510 -2,7787 -5,1472 -7,4967 -9,2351 -9,8438 -9,0592 -6,9482 -3,8887 -0,4931 2,5443 4,6456 5,4591 4,8701 3,0564 0,5441 -1,9201 -3,6511 -4,2717 -3,8294 -2,7676 -1,7234 -1,2346 -1,5027 -2,3103 -3,1616 -3,5734 -3,2825 -2,2431 -0,5545 1,5391 3,6837 5,5375 6,8370 7,3933 7,1256 6,1338 4,7410 3,4189 2,5475 2,1463 1,8319 1,0648 -0,5186 -2,9048 -5,6981 -8,2888 -10,1108 -10,8627 -10,5286 -9,2146 -7,0622 -4,3259 -1,4052 1,2760 3,4338 4,9900 6,0090 6,5979 6,8597 6,8698 6,6267 6,0237 4,9406 3,4218 1,7534 0,3647 -0,3741 -0,3694 0,1174 0,6304 0,7804 0,3995 -0,4626 -1,6137 -2,7635 -3,5659 -3,7545 -3,3182 -2,5599 -1,9633 -1,9241 -2,5123 -3,4269 -4,1807 -4,3710 -3,8312 -2,6234 -0,9867 0,7156 2,0981 2,8637 2,8409 2,0048 0,5467 -1,1302 -2,6011 -3,6393 -4,2856 -4,7702 -5,3785 -6,3392 -7,7894 -9,7531 -12,0162 -14,0304 -15,1256 -14,9350 -13,6215 -11,6998 -9,6442 -7,6505 -5,7130 -3,8279 -2,0719 -0,5365 0,7307 1,7195 2,4558 3,0084 3,4254 3,6094 3,2995 2,2437 0,3710 -2,1759 -5,0948 -8,0256 -10,6838 -12,9299 -14,6854 -15,8038 -16,0896 -15,4516 -13,9774 -11,8677 -9,3825 -6,8683 -4,7430 -3,3389 -2,7103 -2,6109 -2,6942 -2,7676 -2,8515 -3,0356 -3,3773 -3,9350 -4,7885 -5,9603 -7,3242 -8,5980 -9,4280 -9,5349 -8,8621 -7,6567 -6,4169 -5,6495 -5,5382 -5,8387 -6,1386 -6,1966 -6,0437 -5,8273 -5,5963 -5,2351 -4,5913 -3,6568 -2,6250 -1,7793 -1,3258 -1,3206 -1,7087 -2,4044 -3,3657 -4,5883 -5,9894 -7,3228 -8,2405 -8,4518 -7,8569 -6,5788 -4,9114 -3,2195 -1,8168 -0,8550 -0,2626 0,2084 0,8004 1,5441 2,1915 2,3587 1,7798 0,4678 -1,3055 -3,1478 -4,7198 -5,8549 -6,5555 -6,9181 -7,0768 -7,1451 -7,1358 -6,9207 -6,2967 -5,1482 -3,5665 -1,8105 -0,1929 1,0048 1,6061 1,6173 1,2357 0,7241 0,2420 -0,1748 -0,5138 -0,7893 -1,1380 -1,7823 -2,8555 -4,3176 -6,0620 -8,0516 -10,2722 -12,5563 -14,5210 -15,6591 -15,4705 -13,6283 -10,1874 -5,7108 -1,1297 2,6469 5,0706 6,0287 5,7639 4,7705 3,6045 2,6382 1,9551 1,4381 0,8994 0,1908 -0,6824 -1,5411 -2,1799 -2,5316 -2,6712 -2,6989 -2,6309 -2,3664 -1,7611 -0,7888 0,3463 1,2612 1,5980 1,2349 0,3113 -0,9409 -2,3483 -3,7925 -5,1340 -6,1885 -6,7797 -6,8070 -6,2480 -5,1080 -3,4045 -1,1929 1,4055 4,1565 6,6820 8,5409 9,4003 9,1937 8,1555 6,6873 5,2131 4,1432 3,8274 4,3784 5,4798 6,4292 6,4861 5,2678 2,9070 -0,0619 -2,9623 -5,2605 -6,7574 -7,5828 -7,9859 -8,1020 -7,8918 -7,2158 -5,9274 -3,9785 -1,5223 1,0812 3,3738 4,9367 5,5106 5,0669 3,7779 1,9233 -0,1742 -2,1762 -3,7962 -4,8950 -5,4896 -5,6467 -5,3907 -4,7193 -3,6489 -2,2173 -0,4953 1,3716 3,1628 4,6682 5,7787 6,4882 6,8495 6,9226 6,7005 6,1156 5,1735 4,0356 2,9548 2,1505 1,6919 1,4362 1,0862 0,3954 -0,6040 -1,5613 -2,0243 -1,7262 -0,6974 0,8136 2,4728 3,9788 5,1282 5,7963 5,9004 5,4213 4,4257 3,0278 1,3441 -0,5264 -2,4762 -4,2864 -5,5611 -5,8402 -4,8264 -2,5940 0,3351 3,1369 5,0118 5,5194 4,7192 3,0339 0,9874 -1,0080 -2,7272 -4,0253 -4,6990 -4,5343 -3,4803 -1,7496 0,2465 2,0681 3,3764 4,0019 4,0352 3,8341 3,8032 4,1294 4,7451 5,4972 6,2818 7,0185 7,5740 7,7192 7,0908 5,2710 2,1163 -1,9269 -5,9037 -8,8115 -10,0820 -9,7717 -8,3832 -6,5062 -4,5590 -2,7302 -1,0094 0,7669 2,7815 4,9827 6,9580 8,1686 8,3287 7,5139 5,9836 4,0445 2,0277 0,2343 -1,1256 -1,9325 -2,1496 -1,8643 -1,2962 -0,6723 -0,0792 0,5342 1,2616 2,2109 3,5096 5,2433 7,3688 9,6392 11,5952 12,7261 12,7227 11,6389 9,8877 8,0320 6,4834 5,3485 4,4935 3,7039 2,8079 1,7631 0,7369 0,0591 -0,0054 0,5338 1,4030 2,2723 2,9510 3,3873 3,5949 3,6887 3,8910 4,3492 4,9500 5,3681 5,3148 4,7224 3,6970 2,3917 0,9965 -0,2253 -1,0285 -1,3672 -1,4171 -1,3610 -1,2068 -0,8618 -0,3024 0,4115 1,2352 2,1568 3,1154 3,9695 4,5721 4,8204 4,6318 3,9310 2,7073 1,1371 -0,3518 -1,2404 -1,2423 -0,4764 0,7000 1,9678 3,1201 3,9826 4,3792 4,1392 3,1110 1,2336 -1,3523 -4,2332 -6,7668 -8,3201 -8,5881 -7,6952 -6,0113 -3,9526 -1,9063 -0,1338 1,3691 2,8535 4,5568 6,4224 8,0748 9,0204 8,8549 7,4031 4,7999 1,4717 -2,0082 -5,1462 -7,6761 -9,5075 -10,5633 -10,6987
Fz    -3,4025 -4,8866 -5,8913 -6,2770 -6,0927 -5,4975 -4,6965 -3,8925 -3,2102 -2,6346 -2,0486 -1,3347 -0,4349 0,6373 1,7829 2,8257 3,5936 4,0305 4,2173 4,2855 4,3308 4,3820 4,4162 4,4161 4,4218 4,5003 4,6488 4,7440 4,6121 4,1667 3,4893 2,7652 2,1212 1,5194 0,8232 -0,0391 -1,0002 -1,9154 -2,6463 -3,0998 -3,2351 -3,0654 -2,6629 -2,1541 -1,6773 -1,3128 -1,0610 -0,8966 -0,8203 -0,8440 -0,9557 -1,1205 -1,3020 -1,4654 -1,5566 -1,4789 -1,1233 -0,4650 0,3588 1,0642 1,3312 0,9488 -0,1059 -1,6755 -3,4591 -5,0908 -6,2704 -6,8489 -6,8183 -6,2721 -5,3649 -4,2624 -3,1240 -2,1310 -1,4738 -1,2510 -1,3779 -1,6404 -1,8633 -2,0129 -2,1500 -2,3277 -2,5324 -2,6791 -2,6480 -2,3647 -1,8767 -1,3655 -1,0882 -1,2926 -2,1128 -3,4771 -5,1096 -6,6226 -7,6391 -7,9044 -7,3454 -6,0534 -4,2296 -2,1458 -0,1156 1,5494 2,5953 2,8986 2,5443 1,8239 1,1055 0,6588 0,5660 0,7460 1,0185 1,1590 0,9779 0,4180 -0,4103 -1,2983 -2,0455 -2,5095 -2,5937 -2,2445 -1,4944 -0,4852 0,5858 1,5416 2,2657 2,7106 2,8854 2,8467 2,6988 2,5499 2,4089 2,1253 1,4567 0,2162 -1,5999 -3,7722 -5,9255 -7,6625 -8,6920 -8,8757 -8,1868 -6,6786 -4,5107 -1,9784 0,5197 2,5963 4,0127 4,7290 4,8627 4,6302 4,2813 4,0013 3,8265 3,6638 3,4122 3,0592 2,6688 2,3082 1,9835 1,6414 1,2284 0,7261 0,1395 -0,5131 -1,1785 -1,7425 -2,0564 -2,0292 -1,7027 -1,2478 -0,9016 -0,8760 -1,2624 -1,9817 -2,8231 -3,5563 -4,0335 -4,2068 -4,0881 -3,7397 -3,3019 -2,9752 -2,9382 -3,2571 -3,8347 -4,4485 -4,8958 -5,1345 -5,2869 -5,5311 -5,9973 -6,7241 -7,6775 -8,7943 -9,9702 -11,0085 -11,6622 -11,7790 -11,4073 -10,7651 -10,0920 -9,5059 -8,9827 -8,4348 -7,7752 -6,9229 -5,8102 -4,4335 -2,8912 -1,3560 -0,0143 0,9501 1,3543 1,0688 0,0845 -1,4770 -3,4069 -5,4747 -7,4767 -9,2353 -10,5673 -11,2947 -11,3195 -10,6898 -9,5773 -8,1849 -6,6898 -5,2674 -4,1222 -3,4421 -3,2992 -3,5907 -4,0928 -4,5948 -4,9942 -5,2927 -5,5540 -5,8845 -6,4079 -7,1899 -8,1549 -9,0785 -9,6793 -9,7592 -9,3094 -8,5102 -7,6501 -7,0033 -6,6950 -6,6591 -6,7375 -6,8095 -6,8405 -6,8397 -6,7744 -6,5403 -6,0475 -5,3310 -4,5525 -3,8884 -3,4105 -3,0683 -2,7819 -2,5573 -2,5216 -2,8481 -3,6196 -4,7262 -5,8736 -6,7144 -7,0091 -6,7018 -5,8986 -4,8003 -3,6285 -2,5523 -1,6278 -0,7817 0,1138 1,0851 1,9531 2,4064 2,2123 1,3710 0,1001 -1,2925 -2,5465 -3,5264 -4,2087 -4,6238 -4,8196 -4,8579 -4,7865 -4,5970 -4,2405 -3,7039 -3,0527 -2,4028 -1,8689 -1,5380 -1,4655 -1,6519 -2,0085 -2,3794 -2,6220 -2,6521 -2,4335 -1,9942 -1,4701 -1,0755 -0,9851 -1,2438 -1,7994 -2,5908 -3,5580 -4,5917 -5,5222 -6,1492 -6,2763 -5,7622 -4,6017 -2,9969 -1,3318 -0,0245 0,6478 0,6277 0,0516 -0,8198 -1,7014 -2,4006 -2,8794 -3,2243 -3,5634 -3,9664 -4,3707 -4,6175 -4,5997 -4,3813 -4,1746 -4,2064 -4,5785 -5,2126 -5,9176 -6,5222 -6,9676 -7,3062 -7,6183 -7,9185 -8,1441 -8,2346 -8,2040 -8,1293 -8,0788 -8,0522 -7,9761 -7,7500 -7,2914 -6,5496 -5,4975 -4,1207 -2,4207 -0,4763 1,4775 3,0704 3,9617 4,0365 3,4624 2,5576 1,6321 0,9357 0,6551 0,8498 1,3528 1,7885 1,7600 1,0558 -0,2675 -1,9311 -3,5577 -4,8264 -5,5964 -5,9302 -5,9919 -5,9117 -5,7218 -5,3547 -4,6934 -3,6764 -2,3868 -1,0452 0,0778 0,7517 0,8473 0,3729 -0,5329 -1,6477 -2,7248 -3,5652 -4,0905 -4,3471 -4,4386 -4,4618 -4,4853 -4,5547 -4,6909 -4,8700 -5,0217 -5,0610 -4,9316 -4,6291 -4,1852 -3,6390 -3,0257 -2,3875 -1,7820 -1,2550 -0,7942 -0,3385 0,1542 0,6503 1,0377 1,1640 0,8977 0,2233 -0,6824 -1,5044 -1,9802 -2,0601 -1,8781 -1,6008 -1,3235 -1,0685 -0,8369 -0,6635 -0,6271 -0,8060 -1,2212 -1,8253 -2,5391 -3,2919 -4,0087 -4,5423 -4,6465 -4,0684 -2,7061 -0,7273 1,4342 3,2365 4,2667 4,4000 3,7724 2,6293 1,2117 -0,2846 -1,7285 -3,0308 -4,0819 -4,7469 -4,9337 -4,6620 -4,0606 -3,3040 -2,5550 -1,9280 -1,4416 -1,0015 -0,4622 0,2764 1,2171 2,2838 3,3720 4,3677 5,1372 5,5130 5,2693 4,1478 2,0256 -0,8900 -4,0568 -6,8076 -8,6233 -9,3019 -8,9400 -7,7870 -6,1304 -4,2439 -2,3259 -0,4478 1,3800 3,0452 4,2732 4,7680 4,4088 3,3064 1,7138 -0,0616 -1,7059 -2,9623 -3,6827 -3,8191 -3,3941 -2,5058 -1,3505 -0,1907 0,7247 1,2258 1,2744 1,0123 0,7231 0,6845 1,0195 1,6323 2,2574 2,6120 2,5397 2,0490 1,2765 0,4052 -0,4237 -1,1419 -1,7323 -2,2032 -2,5698 -2,8224 -2,8971 -2,7110 -2,2525 -1,6325 -1,0377 -0,6136 -0,3819 -0,2748 -0,2064 -0,0716 0,2495 0,7909 1,4106 1,8466 1,8909 1,4992 0,7359 -0,3142 -1,5294 -2,7042 -3,6113 -4,1431 -4,3547 -4,3497 -4,1666 -3,7882 -3,1980 -2,3836 -1,3237 -0,0319 1,3799 2,7066 3,7260 4,2636 4,2049 3,4979 2,1807 0,4186 -1,4778 -3,1145 -4,1685 -4,5040 -4,1399 -3,1674 -1,7554 -0,1888 1,1786 2,0255 2,1458 1,5012 0,2418 -1,3136 -2,7481 -3,7024 -4,0416 -3,8735 -3,4269 -2,9392 -2,5995 -2,4843 -2,5024 -2,4401 -2,1215 -1,5519 -0,8957 -0,3499 -0,0889 -0,2683 -0,9693 -2,1084 -3,4459 -4,7230 -5,7882 -6,5934 -7,1048 -7,2622
F3    -2,2808 -3,8536 -5,1114 -5,8751 -6,1333 -5,9803 -5,5599 -5,0267 -4,4877 -3,9477 -3,3277 -2,5432 -1,5487 -0,3448 0,9910 2,2744 3,2900 3,9335 4,2566 4,3858 4,4358 4,4701 4,4903 4,4769 4,4534 4,4819 4,5763 4,6466 4,5611 4,2687 3,8496 3,4368 3,0775 2,6693 2,0484 1,1539 0,0947 -0,9298 -1,7496 -2,2824 -2,5255 -2,5278 -2,3685 -2,1407 -1,9263 -1,7637 -1,6442 -1,5486 -1,4733 -1,4215 -1,3887 -1,3660 -1,3495 -1,3331 -1,2768 -1,0844 -0,6509 0,0331 0,8152 1,4155 1,5510 1,0743 0,0201 -1,4475 -3,0843 -4,6069 -5,7675 -6,4137 -6,4953 -6,0535 -5,2031 -4,0931 -2,8807 -1,7484 -0,9095 -0,5200 -0,5574 -0,8275 -1,1284 -1,3874 -1,6345 -1,9000 -2,1621 -2,3525 -2,3922 -2,2480 -1,9752 -1,7147 -1,6569 -1,9925 -2,8377 -4,1450 -5,6703 -7,0341 -7,8514 -7,8698 -7,0460 -5,5202 -3,5373 -1,3981 0,5627 2,0285 2,7843 2,7861 2,1798 1,2541 0,3404 -0,2988 -0,5476 -0,4555 -0,2013 -0,0223 -0,1207 -0,5655 -1,2526 -1,9743 -2,5329 -2,7991 -2,7024 -2,2213 -1,4142 -0,4304 0,5507 1,3897 2,0114 2,3992 2,5757 2,5889 2,5066 2,3826 2,1891 1,7839 0,9765 -0,3496 -2,1472 -4,2009 -6,1870 -7,7573 -8,6403 -8,7027 -7,9238 -6,3656 -4,2000 -1,7320 0,6524 2,6033 3,9103 4,5267 4,5408 4,1578 3,6521 3,2295 2,8983 2,5199 1,9982 1,3885 0,8434 0,5003 0,3935 0,4379 0,4930 0,4349 0,1825 -0,2935 -0,9417 -1,6059 -2,0703 -2,1826 -1,9577 -1,5798 -1,3174 -1,3968 -1,8814 -2,6262 -3,3610 -3,8462 -3,9776 -3,7840 -3,3601 -2,8271 -2,3394 -2,0629 -2,1072 -2,4638 -2,9824 -3,4273 -3,6278 -3,6065 -3,5534 -3,6906 -4,1604 -4,9902 -6,1179 -7,4399 -8,8114 -10,0080 -10,7728 -10,9596 -10,6228 -9,9646 -9,1952 -8,4240 -7,6599 -6,8774 -6,0537 -5,1543 -4,1301 -2,9594 -1,6933 -0,4534 0,6109 1,3459 1,6034 1,2807 0,3522 -1,1285 -3,0243 -5,1272 -7,2089 -9,0533 -10,4459 -11,1945 -11,2119 -10,5755 -9,4805 -8,1257 -6,6576 -5,2172 -3,9913 -3,1769 -2,8792 -3,0356 -3,4488 -3,9085 -4,2806 -4,5149 -4,6445 -4,7994 -5,1690 -5,8847 -6,9044 -7,9928 -8,8060 -9,0522 -8,6500 -7,7742 -6,7680 -5,9702 -5,5430 -5,4308 -5,4775 -5,5614 -5,6436 -5,7163 -5,7097 -5,4786 -4,9170 -4,0760 -3,1528 -2,3721 -1,8611 -1,6073 -1,5270 -1,5807 -1,8443 -2,4628 -3,5041 -4,8402 -6,1635 -7,1276 -7,5020 -7,2425 -6,4715 -5,4066 -4,2637 -3,1784 -2,1771 -1,1989 -0,1733 0,8581 1,6777 1,9951 1,6612 0,7870 -0,3367 -1,4062 -2,2274 -2,7637 -3,1077 -3,3964 -3,7366 -4,1682 -4,6292 -4,9463 -4,9205 -4,4628 -3,6537 -2,6879 -1,7832 -1,1190 -0,7995 -0,8215 -1,0677 -1,3644 -1,5669 -1,5955 -1,4211 -1,0764 -0,6873 -0,4478 -0,5229 -0,9604 -1,7033 -2,6735 -3,7971 -4,9614 -5,9996 -6,7142 -6,8988 -6,3745 -5,0787 -3,1730 -1,0510 0,8190 2,0936 2,6480 2,5619 2,0588 1,4013 0,7753 0,2418 -0,2394 -0,7595 -1,3694 -1,9915 -2,4616 -2,6949 -2,7850 -2,9422 -3,3582 -4,0862 -4,9973 -5,8568 -6,4709 -6,7906 -6,9021 -6,9240 -6,9085 -6,8364 -6,6845 -6,4796 -6,2932 -6,1852 -6,1451 -6,0896 -5,9122 -5,5288 -4,8908 -3,9820 -2,8006 -1,3373 0,3833 2,2020 3,8017 4,8385 5,1428 4,8105 4,1068 3,3125 2,6648 2,3623 2,5022 2,9547 3,3486 3,2500 2,3991 0,8369 -1,1239 -3,0507 -4,5883 -5,5877 -6,1034 -6,2802 -6,2264 -5,9635 -5,4376 -4,5603 -3,2964 -1,7561 -0,1974 1,0692 1,7983 1,8930 1,4184 0,5364 -0,5658 -1,6979 -2,6823 -3,4055 -3,8475 -4,0531 -4,0808 -3,9796 -3,8014 -3,6088 -3,4452 -3,3025 -3,1232 -2,8358 -2,3947 -1,7982 -1,0835 -0,3089 0,4648 1,1744 1,7610 2,2090 2,5594 2,8585 3,1065 3,2486 3,1785 2,7700 1,9836 0,9726 0,0397 -0,5462 -0,7026 -0,5203 -0,1381 0,3459 0,8732 1,3864 1,8034 2,0240 1,9628 1,5866 0,9324 0,0868 -0,8578 -1,8070 -2,5968 -2,9555 -2,5926 -1,3739 0,5409 2,7009 4,5384 5,6145 5,7737 5,1122 3,8409 2,2024 0,4542 -1,1769 -2,5306 -3,4894 -3,9679 -3,9493 -3,5048 -2,7609 -1,8619 -0,9610 -0,1951 0,3882 0,8680 1,3776 1,9919 2,6915 3,4191 4,1317 4,7808 5,2760 5,4681 5,1227 3,9563 1,8281 -1,0520 -4,1290 -6,7392 -8,3969 -8,9496 -8,5271 -7,3743 -5,7361 -3,8309 -1,8234 0,2077 2,2201 4,0831 5,5295 6,2708 6,1634 5,2666 3,7839 2,0041 0,2555 -1,1791 -2,1273 -2,5070 -2,2858 -1,5088 -0,3478 0,9286 2,0473 2,8011 3,1029 3,0388 2,8380 2,7401 2,8768 3,2206 3,6033 3,8180 3,7363 3,3492 2,7468 2,0560 1,3746 0,7528 0,2086 -0,2540 -0,6329 -0,9039 -0,9975 -0,8347 -0,4167 0,1369 0,6543 1,0261 1,2546 1,3959 1,5017 1,6463 1,9324 2,3889 2,8702 3,1020 2,8652 2,1266 0,9834 -0,4364 -1,9562 -3,3086 -4,2303 -4,6365 -4,6553 -4,4673 -4,1521 -3,6921 -3,0465 -2,1796 -1,0657 0,2755 1,7361 3,1182 4,1881 4,7469 4,6766 3,9565 2,6657 0,9898 -0,7673 -2,2320 -3,1068 -3,2756 -2,7545 -1,6224 -0,0647 1,5801 2,9035 3,5744 3,4333 2,5105 0,9968 -0,7860 -2,4253 -3,5460 -3,9784 -3,7993 -3,2309 -2,5353 -1,9497 -1,5975 -1,4060 -1,1517 -0,6436 0,1162 0,9493 1,6245 1,9289 1,6943 0,8640 -0,4378 -1,9400 -3,3760 -4,6164 -5,6512 -6,4631 -6,9586
F7    -1,8162 -3,1953 -4,1803 -4,6281 -4,5665 -4,1390 -3,5468 -2,9884 -2,5806 -2,3066 -2,0553 -1,7084 -1,1917 -0,4914 0,3227 1,0976 1,6789 2,0200 2,1990 2,3331 2,4990 2,7068 2,9188 3,1059 3,2924 3,5222 3,7771 3,9485 3,9046 3,5989 3,1204 2,6297 2,2296 1,8855 1,4752 0,9165 0,2334 -0,4809 -1,1256 -1,6214 -1,9142 -1,9801 -1,8383 -1,5632 -1,2612 -1,0130 -0,8451 -0,7591 -0,7628 -0,8566 -1,0125 -1,1881 -1,3525 -1,4846 -1,5372 -1,4147 -1,0138 -0,3204 0,5248 1,2519 1,5704 1,2991 0,4306 -0,8850 -2,3812 -3,7461 -4,7291 -5,2043 -5,1610 -4,6754 -3,8782 -2,9097 -1,9000 -0,9918 -0,3430 -0,0541 -0,0861 -0,2895 -0,5406 -0,8267 -1,1959 -1,6593 -2,1467 -2,5269 -2,6624 -2,4809 -2,0362 -1,5123 -1,1607 -1,2095 -1,7671 -2,7580 -3,9383 -4,9794 -5,5727 -5,5295 -4,8330 -3,6104 -2,0647 -0,4307 1,0459 2,1363 2,6672 2,5710 1,9433 1,0418 0,1863 -0,3835 -0,5854 -0,4735 -0,1837 0,1047 0,2203 0,0750 -0,2955 -0,7718 -1,2224 -1,5383 -1,6244 -1,4084 -0,8930 -0,1811 0,5746 1,2410 1,7364 2,0337 2,1460 2,1166 2,0216 1,9378 1,8632 1,6694 1,1582 0,1765 -1,2904 -3,0868 -4,9217 -6,4615 -7,4384 -7,7049 -7,2115 -5,9865 -4,1648 -2,0128 0,1092 1,8523 2,9991 3,5099 3,4894 3,1342 2,6766 2,2978 2,0452 1,8407 1,5891 1,2691 0,9314 0,6385 0,4011 0,1718 -0,1022 -0,4388 -0,8285 -1,2519 -1,6776 -2,0396 -2,2431 -2,2262 -2,0176 -1,7332 -1,5292 -1,5405 -1,8170 -2,2871 -2,7892 -3,1615 -3,3163 -3,2438 -2,9729 -2,5655 -2,1417 -1,8641 -1,8632 -2,1630 -2,6514 -3,1198 -3,3882 -3,4289 -3,3701 -3,3940 -3,6338 -4,1294 -4,8503 -5,7393 -6,7012 -7,5570 -8,0806 -8,1253 -7,7203 -7,0532 -6,3522 -5,7566 -5,2798 -4,8618 -4,4234 -3,8747 -3,1264 -2,1407 -0,9749 0,2344 1,3214 2,1136 2,4377 2,1690 1,2923 -0,0921 -1,8114 -3,6779 -5,5237 -7,1934 -8,5155 -9,3182 -9,5024 -9,0966 -8,2311 -7,0602 -5,7250 -4,3828 -3,2299 -2,4545 -2,1449 -2,2292 -2,5144 -2,8059 -3,0010 -3,0985 -3,1681 -3,3254 -3,6941 -4,3310 -5,1611 -5,9835 -6,5496 -6,6802 -6,3552 -5,7190 -5,0152 -4,4862 -4,2605 -4,3088 -4,5124 -4,7616 -5,0025 -5,2135 -5,3426 -5,2882 -4,9716 -4,4224 -3,7752 -3,1788 -2,7001 -2,3076 -1,9457 -1,6298 -1,4815 -1,6677 -2,2792 -3,2361 -4,2917 -5,1412 -5,5545 -5,4452 -4,8663 -3,9683 -2,9387 -1,9369 -1,0368 -0,2081 0,6223 1,4441 2,0863 2,2954 1,9195 1,0264 -0,1391 -1,2878 -2,2032 -2,7922 -3,0671 -3,0940 -2,9598 -2,7630 -2,5815 -2,4239 -2,2342 -1,9556 -1,5833 -1,1666 -0,7832 -0,5128 -0,4168 -0,5127 -0,7492 -1,0202 -1,2214 -1,2871 -1,1834 -0,9233 -0,6081 -0,4118 -0,4807 -0,8484 -1,4603 -2,2559 -3,1800 -4,1380 -4,9882 -5,5679 -5,7097 -5,2695 -4,1999 -2,6403 -0,9200 0,5672 1,5312 1,8717 1,6675 1,1246 0,4952 -0,0305 -0,3928 -0,6499 -0,9064 -1,2200 -1,5362 -1,7252 -1,7193 -1,6111 -1,6118 -1,9159 -2,5754 -3,4564 -4,3145 -4,9379 -5,2537 -5,3337 -5,3080 -5,2590 -5,1897 -5,0816 -4,9582 -4,8800 -4,8839 -4,9335 -4,9265 -4,7495 -4,3281 -3,6411 -2,7057 -1,5453 -0,1661 1,3987 2,9976 4,3498 5,1691 5,3342 4,9468 4,2343 3,4258 2,7170 2,2736 2,1762 2,3285 2,4599 2,2660 1,5710 0,3981 -1,0573 -2,5147 -3,7281 -4,5859 -5,1277 -5,4582 -5,6389 -5,6504 -5,4101 -4,8191 -3,8399 -2,5610 -1,1876 0,0313 0,8808 1,2335 1,0800 0,5243 -0,2531 -1,0408 -1,6554 -2,0089 -2,1286 -2,1087 -2,0499 -2,0272 -2,0824 -2,2189 -2,3990 -2,5553 -2,6143 -2,5245 -2,2771 -1,9008 -1,4377 -0,9240 -0,3912 0,1200 0,5678 0,9428 1,2768 1,6042 1,9130 2,1303 2,1440 1,8522 1,2452 0,4707 -0,2106 -0,5860 -0,6257 -0,4558 -0,2178 0,0254 0,2798 0,5541 0,8066 0,9396 0,8449 0,4656 -0,1790 -1,0144 -1,9445 -2,8499 -3,5472 -3,7826 -3,3202 -2,0788 -0,2294 1,8172 3,5556 4,5948 4,8006 4,2790 3,2482 1,9341 0,5301 -0,8257 -2,0364 -2,9996 -3,6045 -3,7823 -3,5525 -3,0155 -2,3071 -1,5624 -0,8889 -0,3205 0,2007 0,7771 1,4843 2,3305 3,2634 4,1976 5,0249 5,6125 5,8083 5,4278 4,2703 2,2497 -0,4466 -3,3469 -5,8673 -7,5454 -8,1900 -7,8665 -6,7778 -5,1760 -3,3238 -1,4391 0,3630 2,0320 3,4562 4,4121 4,6771 4,1857 3,0702 1,5795 -0,0070 -1,4244 -2,4646 -3,0031 -2,9912 -2,4404 -1,4365 -0,1605 1,1428 2,2346 2,9355 3,1731 3,0318 2,7356 2,5339 2,5734 2,8308 3,1353 3,2802 3,1338 2,6815 2,0114 1,2592 0,5376 -0,0952 -0,6199 -1,0288 -1,3119 -1,4458 -1,3832 -1,0834 -0,5799 -0,0074 0,4567 0,6943 0,7034 0,5610 0,3640 0,2315 0,2942 0,6054 1,0581 1,4282 1,5201 1,2647 0,6821 -0,1825 -1,2343 -2,2846 -3,1127 -3,6067 -3,8117 -3,8269 -3,6971 -3,4119 -2,9488 -2,2748 -1,3446 -0,1516 1,2067 2,5280 3,5733 4,1397 4,0969 3,4037 2,1207 0,4261 -1,3757 -2,9128 -3,8906 -4,1966 -3,8628 -2,9826 -1,7117 -0,3020 0,9402 1,7447 1,9450 1,5138 0,5694 -0,6445 -1,8123 -2,6618 -3,0850 -3,1432 -2,9749 -2,7292 -2,5441 -2,4922 -2,5102 -2,4169 -2,0474 -1,3870 -0,5711 0,2140 0,7877 0,9885 0,7278 0,0600 -0,8360 -1,7799 -2,6928 -3,5706 -4,3769 -5,0009
