Fp1   -0,7037 -0,5132 -0,3045 -0,0578 0,2162 0,4827 0,7090 0,8732 0,9536 0,9218 0,7545 0,4499 0,0262 -0,4923 -1,0702 -1,6377 -2,0908 -2,3264 -2,2793 -1,9420 -1,3727 -0,6727 0,0552 0,7292 1,2916 1,7063 1,9547 2,0342 1,9577 1,7507 1,4465 1,0720 0,6463 0,2017 -0,2026 -0,4983 -0,6434 -0,6340 -0,4874 -0,2397 0,0396 0,2604 0,3579 0,3184 0,1646 -0,0734 -0,3680 -0,6800 -0,9513 -1,1328 -1,2133 -1,2013 -1,0996 -0,9253 -0,7289 -0,5623 -0,4384 -0,3333 -0,2163 -0,0730 0,0947 0,2790 0,4597 0,5961 0,6461 0,6031 0,5074 0,4163 0,3658 0,3650 0,4088 0,4789 0,5417 0,5575 0,4899 0,3149 0,0344 -0,3085 -0,6330 -0,8539 -0,9266 -0,8598 -0,6793 -0,3912 -0,0001 0,4519 0,8812 1,1971 1,3422 1,3033 1,0930 0,7462 0,3391 -0,0151 -0,2166 -0,2358 -0,1217 0,0407 0,1768 0,2508 0,2705 0,2490 0,1582 -0,0577 -0,4090 -0,8129 -1,1377 -1,2873 -1,2348 -0,9978 -0,6144 -0,1460 0,3200 0,6741 0,8067 0,6531 0,2442 -0,2879 -0,7841 -1,1570 -1,4130 -1,5934 -1,7140 -1,7574 -1,7019 -1,5479 -1,3204 -1,0538 -0,7799 -0,5246 -0,3061 -0,1323 -0,0116 0,0455 0,0493 0,0510 0,1212 0,3048 0,6035 0,9952 1,4501 1,9253 2,3602 2,6891 2,8653 2,8773 2,7345 2,4384 1,9924 1,4397 0,8643 0,3465 -0,0583 -0,3072 -0,3743 -0,2767 -0,0753 0,1543 0,3440 0,4388 0,4145 0,2997 0,1637 0,0709 0,0519 0,1047 0,2111 0,3605 0,5770 0,9152 1,4033 1,9893 2,5668 3,0476 3,3829 3,5392 3,5037 3,3207 3,0890 2,9058 2,8206 2,8364 2,9313 3,0755 3,2493 3,4474 3,6643 3,8879 4,1100 4,3293 4,5335 4,6882 4,7603 4,7555 4,7174 4,6886 4,6827 4,6823 4,6427 4,4966 4,1821 3,6828 3,0433 2,3488 1,6929 1,1492 0,7588 0,5356 0,4843 0,6126 0,9160 1,3453 1,8066 2,1937 2,4170 2,4214 2,2041 1,8219 1,3641 0,9078 0,4956 0,1453 -0,1309 -0,3146 -0,3914 -0,3702 -0,2835 -0,1620 -0,0137 0,1730 0,4074 0,6750 0,9304 1,1196 1,2079 1,1909 1,0914 0,9477 0,7938 0,6470 0,5140 0,3995 0,3119 0,2677 0,2849 0,3638 0,4802 0,6108 0,7645 0,9710 1,2344 1,5207 1,8005 2,0870 2,4081 2,7392 2,9835 3,0327 2,8479 2,4897 2,0876 1,7750 1,6303 1,6604 1,8271 2,0733 2,3374 2,5682 2,7421 2,8603 2,9172 2,8758 2,6987 2,3938 2,0095 1,5934 1,1730 0,7665 0,3923 0,0601 -0,2382 -0,5188 -0,7817 -1,0002 -1,1417 -1,1962 -1,1805 -1,1157 -1,0051 -0,8416 -0,6255 -0,3636 -0,0649 0,2389 0,4745 0,5459 0,3803 -0,0289 -0,6104 -1,2437 -1,8100 -2,2260 -2,4395 -2,4089 -2,1082 -1,5490 -0,7845 0,0960 0,9791 1,7576 2,3547 2,7285 2,8754 2,8281 2,6438 2,3907 2,1417 1,9670 1,9226 2,0294 2,2488 2,4796 2,6002 2,5345 2,2902 1,9466 1,6094 1,3620 1,2416 1,2519 1,3798 1,5967 1,8650 2,1560 2,4604 2,7696 3,0471 3,2351 3,3029 3,2708 3,1816 3,0703 2,9635 2,8856 2,8547 2,8749 2,9338 3,0092 3,0813 3,1404 3,1778 3,1764 3,1184 3,0066 2,8738 2,7752 2,7649 2,8619 3,0241 3,1582 3,1630 2,9763 2,5991 2,0835 1,5028 0,9281 0,4227 0,0437 -0,1651 -0,1862 -0,0357 0,2384 0,5675 0,8902 1,1790 1,4298 1,6214 1,7107 1,6718 1,5229 1,3083 1,0671 0,8277 0,6187 0,4602 0,3426 0,2342 0,1185 0,0187 -0,0163 0,0640 0,2977 0,7011 1,2556 1,8989 2,5454 3,1330 3,6468 4,0936 4,4647 4,7223 4,8128 4,7017 4,4080 4,0021 3,5663 3,1576 2,8048 2,5334 2,3882 2,4195 2,6337 2,9637 3,3068 3,5978 3,8333 4,0407 4,2449 4,4406 4,5727 4,5571 4,3338 3,8977 3,2925 2,6066 1,9724 1,5315 1,3785 1,5293 1,9196 2,4306 2,9326 3,3232 3,5497 3,6226 3,6096 3,5995 3,6510 3,7640 3,8968 4,0122 4,1025 4,1805 4,2548 4,3139 4,3346 4,2982 4,1908 3,9970 3,7128 3,3671 3,0130 2,6883 2,3983 2,1449 1,9449 1,8007 1,6796 1,5461 1,4028 1,2892 1,2527 1,3278 1,5262 1,8312 2,2026 2,5900 2,9428 3,2234 3,4253 3,5743 3,7060 3,8323 3,9283 3,9524 3,8848 3,7551 3,6295 3,5610 3,5489 3,5458 3,4921 3,3370 3,0551 2,6677 2,2549 1,9308 1,7861 1,8398 2,0417 2,3090 2,5577 2,7304 2,8170 2,8485 2,8643 2,8846 2,9048 2,9045 2,8603 2,7662 2,6426 2,5167 2,3983 2,2765 2,1289 1,9334 1,6803 1,3822 1,0782 0,8227 0,6546 0,5706 0,5190 0,4303 0,2706 0,0667 -0,1246 -0,2561 -0,3034 -0,2695 -0,1820 -0,0685 0,0683 0,2455 0,4764 0,7514 1,0278 1,2323 1,2895 1,1710 0,9276 0,6643 0,4756 0,4075 0,4597 0,5938 0,7429 0,8393 0,8517 0,8034 0,7503 0,7415 0,8065 0,9643 1,2217 1,5613 1,9470 2,3432 2,7190 3,0459 3,3197 3,5734 3,8397 4,1075 4,3305 4,4609 4,4724 4,3761 4,2242 4,0898 4,0356 4,0872 4,2208 4,3741 4,4780 4,4865 4,3890 4,2030 3,9572 3,6810 3,4060 3,1555 2,9386 2,7697 2,6790 2,6789 2,7174 2,6887 2,5088 2,1702 1,7102 1,1453 0,4676 -0,3052 -1,1032 -1,8263 -2,3863 -2,7357 -2,8774 -2,8513 -2,7041 -2,4686 -2,1706 -1,8459 -1,5311 -1,2381 -0,9615 -0,7150 -0,5475
Fz    -1,2767 -1,2746 -1,1849 -1,0196 -0,8339 -0,6785 -0,5576 -0,4314 -0,2540 -0,0131 0,2637 0,5331 0,7668 0,9643 1,1407 1,2989 1,4116 1,4326 1,3311 1,1066 0,7749 0,3687 -0,0405 -0,3538 -0,4950 -0,4485 -0,2546 0,0265 0,3449 0,6591 0,9108 1,0145 0,8966 0,5521 0,0605 -0,4439 -0,8232 -0,9908 -0,9438 -0,7514 -0,5088 -0,2865 -0,1132 0,0022 0,0442 -0,0107 -0,1726 -0,4067 -0,6215 -0,7144 -0,6387 -0,4210 -0,1280 0,1713 0,4294 0,6333 0,7955 0,9249 1,0073 1,0198 0,9644 0,8747 0,7832 0,6976 0,6114 0,5323 0,4962 0,5510 0,7206 0,9791 1,2508 1,4393 1,4697 1,3224 1,0438 0,7293 0,4784 0,3479 0,3309 0,3685 0,3828 0,3169 0,1628 -0,0365 -0,2156 -0,3253 -0,3509 -0,3036 -0,1994 -0,0513 0,1235 0,3052 0,4930 0,7136 0,9961 1,3378 1,6855 1,9391 1,9840 1,7481 1,2439 0,5495 -0,2457 -1,0552 -1,7695 -2,2633 -2,4528 -2,3385 -2,0007 -1,5723 -1,2003 -0,9936 -0,9890 -1,1621 -1,4581 -1,8088 -2,1350 -2,3569 -2,4328 -2,4005 -2,3658 -2,4349 -2,6465 -2,9572 -3,2829 -3,5473 -3,7019 -3,7211 -3,5911 -3,3154 -2,9372 -2,5446 -2,2375 -2,0728 -2,0240 -1,9959 -1,8901 -1,6628 -1,3261 -0,9105 -0,4397 0,0638 0,5616 0,9965 1,3186 1,5158 1,6062 1,6057 1,5114 1,3132 1,0101 0,6090 0,1189 -0,4385 -1,0218 -1,5818 -2,0798 -2,4916 -2,8037 -3,0071 -3,0844 -3,0050 -2,7451 -2,3146 -1,7593 -1,1465 -0,5484 -0,0238 0,3976 0,7126 0,9295 1,0678 1,1737 1,3243 1,6034 2,0607 2,6862 3,4177 4,1695 4,8632 5,4521 5,9229 6,2761 6,5105 6,6287 6,6373 6,5344 6,3109 5,9790 5,5921 5,2269 4,9450 4,7738 4,7126 4,7381 4,8060 4,8657 4,8852 4,8619 4,8125 4,7534 4,6846 4,5919 4,4715 4,3473 4,2538 4,2047 4,1750 4,1136 3,9829 3,7877 3,5571 3,3065 3,0287 2,7142 2,3656 1,9982 1,6373 1,3114 1,0403 0,8322 0,6961 0,6498 0,7039 0,8299 0,9548 0,9960 0,9016 0,6722 0,3661 0,0858 -0,0636 -0,0242 0,1899 0,5061 0,8304 1,0898 1,2497 1,3042 1,2701 1,1881 1,0982 1,0071 0,9026 0,7979 0,7380 0,7581 0,8495 0,9651 1,0513 1,0802 1,0648 1,0503 1,0876 1,2095 1,4204 1,6912 1,9668 2,1939 2,3493 2,4464 2,5199 2,5960 2,6704 2,7152 2,7043 2,6332 2,5233 2,4160 2,3537 2,3508 2,3811 2,4028 2,3859 2,3133 2,1736 1,9692 1,7231 1,4693 1,2377 1,0473 0,8996 0,7740 0,6405 0,4829 0,3087 0,1471 0,0406 0,0282 0,1141 0,2524 0,3783 0,4578 0,4982 0,5193 0,5282 0,5241 0,5161 0,5282 0,5801 0,6634 0,7344 0,7336 0,6250 0,4273 0,2108 0,0637 0,0561 0,2144 0,5069 0,8416 1,0915 1,1564 1,0314 0,8175 0,6611 0,6727 0,8868 1,2761 1,7857 2,3507 2,8938 3,3326 3,6029 3,6788 3,5844 3,3906 3,1833 3,0236 2,9353 2,9174 2,9541 3,0238 3,1148 3,2364 3,4096 3,6390 3,8948 4,1318 4,3205 4,4542 4,5436 4,6141 4,6965 4,7988 4,8879 4,9035 4,7987 4,5714 4,2687 3,9693 3,7514 3,6638 3,7143 3,8774 4,1115 4,3744 4,6283 4,8346 4,9544 4,9575 4,8307 4,5872 4,2696 3,9297 3,5997 3,2866 2,9854 2,6891 2,3870 2,0710 1,7580 1,5014 1,3636 1,3771 1,5303 1,7673 1,9967 2,1246 2,0999 1,9399 1,7193 1,5273 1,4220 1,4126 1,4659 1,5248 1,5353 1,4765 1,3748 1,2914 1,2937 1,4265 1,6921 2,0424 2,3963 2,6780 2,8489 2,9127 2,8999 2,8551 2,8375 2,9093 3,1022 3,3955 3,7339 4,0641 4,3601 4,6264 4,8857 5,1641 5,4723 5,7879 6,0558 6,2161 6,2392 6,1476 6,0071 5,8952 5,8685 5,9438 6,0916 6,2470 6,3353 6,3006 6,1202 5,8023 5,3862 4,9440 4,5672 4,3400 4,3160 4,5078 4,8868 5,3863 5,9118 6,3588 6,6342 6,6810 6,5008 6,1532 5,7288 5,3209 5,0085 4,8367 4,7984 4,8367 4,8691 4,8161 4,6235 4,2730 3,7728 3,1393 2,3998 1,6102 0,8617 0,2605 -0,1075 -0,2096 -0,0717 0,2524 0,7150 1,2835 1,9226 2,5804 3,2026 3,7555 4,2279 4,6132 4,8968 5,0500 5,0346 4,8194 4,4049 3,8460 3,2477 2,7236 2,3418 2,1016 1,9577 1,8687 1,8276 1,8482 1,9321 2,0584 2,1955 2,3184 2,4161 2,4914 2,5607 2,6476 2,7637 2,8970 3,0201 3,1082 3,1445 3,1094 2,9786 2,7429 2,4325 2,1138 1,8569 1,6984 1,6324 1,6375 1,7043 1,8315 1,9995 2,1545 2,2258 2,1664 1,9822 1,7241 1,4606 1,2515 1,1299 1,0882 1,0734 1,0154 0,8783 0,6849 0,4960 0,3832 0,4026 0,5644 0,8277 1,1328 1,4303 1,6845 1,8633 1,9339 1,8724 1,6821 1,4027 1,0988 0,8271 0,6077 0,4276 0,2760 0,1656 0,1145 0,1140 0,1301 0,1426 0,1763 0,2906 0,5373 0,9205 1,3885 1,8612 2,2695 2,5834 2,8166 3,0020 3,1610 3,2915 3,3790 3,4198 3,4365 3,4675 3,5455 3,6849 3,8753 4,0787 4,2366 4,2990 4,2601 4,1662 4,0778 4,0155 3,9433 3,8032 3,5570 3,2015 2,7633 2,2907 1,8392 1,4394 1,0747 0,7073 0,3288 -0,0323 -0,3518 -0,6456 -0,9538 -1,2924 -1,6262 -1,8812 -1,9791 -1,8676 -1,5352 -1,0145 -0,3861 0,2238 0,6770 0,8797 0,8134 0,5124 0,0297 -0,5709
F3    -1,2808 -0,9937 -0,6652 -0,3291 -0,0460 0,1384 0,2283 0,2785 0,3641 0,5379 0,8092 1,1538 1,5362 1,9224 2,2754 2,5483 2,6867 2,6483 2,4251 2,0399 1,5175 0,8852 0,2072 -0,4097 -0,8655 -1,1132 -1,1582 -1,0292 -0,7591 -0,3893 0,0097 0,3303 0,4621 0,3499 0,0232 -0,4174 -0,8440 -1,1565 -1,3191 -1,3606 -1,3372 -1,2876 -1,2209 -1,1416 -1,0699 -1,0338 -1,0455 -1,0802 -1,0722 -0,9519 -0,6978 -0,3491 0,0229 0,3518 0,6046 0,7911 0,9440 1,0853 1,2102 1,3013 1,3495 1,3590 1,3358 1,2823 1,2017 1,1114 1,0556 1,0940 1,2622 1,5329 1,8182 2,0128 2,0438 1,8982 1,6275 1,3316 1,1183 1,0531 1,1310 1,2871 1,4341 1,4995 1,4446 1,2676 1,0015 0,6989 0,4091 0,1652 -0,0052 -0,0676 0,0073 0,2171 0,5244 0,8765 1,2224 1,5241 1,7556 1,8821 1,8486 1,6081 1,1617 0,5560 -0,1470 -0,8746 -1,5309 -2,0161 -2,2703 -2,2970 -2,1581 -1,9598 -1,8229 -1,8333 -2,0063 -2,2998 -2,6451 -2,9659 -3,1878 -3,2527 -3,1503 -2,9468 -2,7686 -2,7441 -2,9367 -3,3147 -3,7752 -4,1972 -4,4859 -4,5877 -4,4798 -4,1673 -3,7049 -3,2010 -2,7729 -2,4842 -2,3099 -2,1609 -1,9527 -1,6623 -1,3309 -1,0253 -0,7922 -0,6326 -0,5109 -0,3916 -0,2586 -0,1118 0,0316 0,1323 0,1382 0,0078 -0,2689 -0,6677 -1,1410 -1,6316 -2,0870 -2,4751 -2,7901 -3,0391 -3,2217 -3,3253 -3,3296 -3,2130 -2,9631 -2,5887 -2,1288 -1,6487 -1,2181 -0,8833 -0,6608 -0,5523 -0,5508 -0,6199 -0,6762 -0,6039 -0,2941 0,3087 1,1777 2,2136 3,2855 4,2702 5,0784 5,6654 6,0235 6,1671 6,1250 5,9316 5,6132 5,1923 4,7107 4,2424 3,8691 3,6428 3,5707 3,6220 3,7430 3,8801 4,0025 4,1098 4,2263 4,3879 4,6167 4,8928 5,1577 5,3556 5,4714 5,5275 5,5475 5,5228 5,4072 5,1502 4,7379 4,1981 3,5718 2,8944 2,2035 1,5505 0,9924 0,5754 0,3247 0,2402 0,2969 0,4564 0,6809 0,9297 1,1406 1,2348 1,1531 0,8815 0,4500 -0,0735 -0,5887 -0,9853 -1,1838 -1,1649 -0,9693 -0,6727 -0,3474 -0,0454 0,1938 0,3447 0,4102 0,4050 0,3240 0,1529 -0,0888 -0,3364 -0,5159 -0,5896 -0,5802 -0,5536 -0,5645 -0,6097 -0,6362 -0,5874 -0,4310 -0,1557 0,2288 0,6872 1,1682 1,6227 2,0137 2,3173 2,5200 2,6120 2,5909 2,4713 2,2819 2,0513 1,8068 1,5844 1,4217 1,3335 1,2999 1,2781 1,2235 1,1134 0,9679 0,8475 0,8201 0,9215 1,1379 1,4100 1,6462 1,7542 1,6841 1,4505 1,1180 0,7638 0,4450 0,1803 -0,0509 -0,2776 -0,4950 -0,6541 -0,6947 -0,5843 -0,3256 0,0545 0,5101 0,9728 1,3542 1,5623 1,5323 1,2550 0,7847 0,2186 -0,3370 -0,7889 -1,0707 -1,1656 -1,1289 -1,0735 -1,0974 -1,2053 -1,3058 -1,2870 -1,0953 -0,7510 -0,3076 0,1977 0,7525 1,3391 1,9130 2,4155 2,7966 3,0322 3,1349 3,1442 3,0983 3,0202 2,9282 2,8454 2,7957 2,7945 2,8435 2,9370 3,0659 3,2126 3,3578 3,4943 3,6260 3,7600 3,9058 4,0696 4,2371 4,3659 4,4058 4,3300 4,1492 3,9118 3,6908 3,5538 3,5317 3,6078 3,7279 3,8278 3,8656 3,8397 3,7776 3,7097 3,6500 3,5908 3,5109 3,3968 3,2544 3,0968 2,9269 2,7332 2,4977 2,2009 1,8298 1,3988 0,9681 0,6249 0,4453 0,4718 0,6960 1,0442 1,3934 1,6249 1,6831 1,5994 1,4552 1,3222 1,2362 1,2051 1,2209 1,2642 1,3133 1,3617 1,4253 1,5271 1,6782 1,8668 2,0515 2,1680 2,1569 1,9999 1,7359 1,4455 1,2193 1,1354 1,2456 1,5590 2,0392 2,6216 3,2357 3,8208 4,3320 4,7389 5,0295 5,2092 5,2862 5,2574 5,1103 4,8436 4,4962 4,1515 3,9051 3,8264 3,9323 4,1791 4,4809 4,7468 4,9091 4,9287 4,7891 4,4983 4,1006 3,6816 3,3530 3,2174 3,3330 3,6905 4,2087 4,7579 5,2025 5,4460 5,4595 5,2831 4,9976 4,6872 4,4166 4,2268 4,1337 4,1240 4,1590 4,1835 4,1396 3,9840 3,6990 3,2828 2,7386 2,0879 1,3869 0,7168 0,1593 -0,2202 -0,3833 -0,3256 -0,0738 0,3317 0,8529 1,4534 2,0913 2,7235 3,3170 3,8463 4,2797 4,5722 4,6705 4,5286 4,1332 3,5296 2,8295 2,1833 1,7162 1,4663 1,3781 1,3601 1,3531 1,3551 1,3928 1,4765 1,5845 1,6806 1,7402 1,7635 1,7731 1,7999 1,8663 1,9716 2,0869 2,1670 2,1738 2,0880 1,9008 1,6089 1,2345 0,8407 0,5104 0,3043 0,2329 0,2637 0,3553 0,4879 0,6586 0,8498 1,0060 1,0513 0,9368 0,6756 0,3343 -0,0003 -0,2522 -0,3809 -0,3981 -0,3671 -0,3681 -0,4405 -0,5574 -0,6546 -0,6718 -0,5771 -0,3836 -0,1444 0,0808 0,2585 0,3848 0,4709 0,5238 0,5387 0,5099 0,4449 0,3618 0,2696 0,1529 -0,0147 -0,2344 -0,4612 -0,6290 -0,7021 -0,6920 -0,6216 -0,4812 -0,2294 0,1623 0,6656 1,1982 1,6723 2,0376 2,2889 2,4485 2,5490 2,6219 2,6902 2,7628 2,8420 2,9333 3,0410 3,1578 3,2687 3,3620 3,4284 3,4496 3,4018 3,2832 3,1349 3,0186 2,9629 2,9348 2,8650 2,6899 2,3734 1,9100 1,3305 0,7059 0,1232 -0,3558 -0,7073 -0,9253 -1,0098 -0,9776 -0,8755 -0,7711 -0,7212 -0,7429 -0,8101 -0,8709 -0,8687 -0,7571 -0,5166 -0,1765 0,1766 0,4298 0,4946 0,3368 -0,0313 -0,5691 -1,2168
F7    -0,7267 -1,1075 -1,4709 -1,6916 -1,6831 -1,4236 -0,9468 -0,3141 0,4054 1,1221 1,7172 2,0726 2,1224 1,8841 1,4530 0,9634 0,5374 0,2487 0,1191 0,1261 0,2115 0,3108 0,3952 0,4771 0,5775 0,7029 0,8471 0,9981 1,1339 1,2147 1,1904 1,0293 0,7468 0,4044 0,0740 -0,1987 -0,4140 -0,6190 -0,8754 -1,2056 -1,5587 -1,8291 -1,9188 -1,7893 -1,4677 -1,0319 -0,5930 -0,2514 -0,0410 0,0731 0,1406 0,1818 0,2012 0,2298 0,3363 0,5843 0,9705 1,4038 1,7450 1,8765 1,7562 1,4242 0,9690 0,4843 0,0374 -0,3317 -0,5801 -0,6407 -0,4550 -0,0394 0,4929 0,9880 1,3322 1,4886 1,4813 1,3705 1,2333 1,1347 1,1012 1,1137 1,1145 1,0341 0,8334 0,5331 0,2083 -0,0432 -0,1372 -0,0396 0,2053 0,4792 0,6380 0,5832 0,3153 -0,0642 -0,4051 -0,5732 -0,4941 -0,1751 0,2939 0,7750 1,1317 1,2482 1,0456 0,5296 -0,1791 -0,8919 -1,4423 -1,7404 -1,7795 -1,6240 -1,3854 -1,1732 -1,0530 -1,0514 -1,1783 -1,4220 -1,7281 -2,0100 -2,1957 -2,2681 -2,2612 -2,2237 -2,1850 -2,1545 -2,1468 -2,1899 -2,2915 -2,4023 -2,4285 -2,2878 -1,9637 -1,5220 -1,0793 -0,7450 -0,5776 -0,5759 -0,6907 -0,8379 -0,9160 -0,8314 -0,5354 -0,0593 0,4842 0,9474 1,2056 1,1822 0,8494 0,2392 -0,5430 -1,3394 -1,9996 -2,4399 -2,6508 -2,6620 -2,5232 -2,3085 -2,1063 -1,9849 -1,9660 -2,0236 -2,0954 -2,0996 -1,9722 -1,7025 -1,3341 -0,9426 -0,6064 -0,3699 -0,2235 -0,1277 -0,0505 0,0313 0,1502 0,3413 0,6184 0,9717 1,3866 1,8520 2,3456 2,8309 3,2798 3,6859 4,0484 4,3565 4,5938 4,7497 4,8127 4,7640 4,6111 4,4265 4,3170 4,3514 4,5317 4,8169 5,1487 5,4710 5,7403 5,9205 5,9850 5,9269 5,7600 5,5113 5,2199 4,9352 4,7040 4,5483 4,4508 4,3591 4,2165 3,9977 3,7215 3,4263 3,1334 2,8393 2,5388 2,2305 1,8969 1,5139 1,0890 0,6697 0,3122 0,0546 -0,0811 -0,0851 0,0192 0,1615 0,2558 0,2521 0,1622 0,0441 -0,0306 -0,0081 0,1261 0,3468 0,6021 0,8273 0,9587 0,9483 0,7824 0,5059 0,2168 0,0053 -0,1167 -0,2176 -0,3692 -0,5750 -0,7713 -0,8836 -0,8840 -0,8056 -0,7101 -0,6405 -0,5930 -0,5160 -0,3324 0,0150 0,5168 1,0901 1,6209 2,0200 2,2594 2,3666 2,3799 2,3185 2,1953 2,0383 1,8804 1,7416 1,6352 1,5816 1,5975 1,6775 1,7980 1,9245 2,0060 1,9848 1,8290 1,5463 1,1710 0,7522 0,3604 0,0775 -0,0481 -0,0442 0,0004 0,0052 -0,0451 -0,1138 -0,1657 -0,2004 -0,2429 -0,3042 -0,3578 -0,3698 -0,3428 -0,3182 -0,3391 -0,4132 -0,5029 -0,5518 -0,5322 -0,4783 -0,4690 -0,5669 -0,7734 -1,0306 -1,2397 -1,2775 -1,0395 -0,5046 0,2246 0,9412 1,4168 1,5085 1,2275 0,7234 0,2026 -0,1610 -0,2739 -0,1214 0,2487 0,7415 1,2468 1,6788 1,9953 2,1957 2,3115 2,3891 2,4746 2,6012 2,7703 2,9426 3,0743 3,1641 3,2555 3,4061 3,6605 4,0214 4,4386 4,8369 5,1443 5,3008 5,2731 5,0761 4,7742 4,4514 4,1737 3,9639 3,7952 3,6116 3,3803 3,1351 2,9574 2,9149 3,0265 3,2738 3,6170 3,9908 4,3089 4,4973 4,5260 4,4061 4,1654 3,8316 3,4284 2,9808 2,5297 2,1378 1,8690 1,7499 1,7559 1,8417 1,9759 2,1387 2,3006 2,4122 2,4148 2,2783 2,0408 1,7909 1,6031 1,4977 1,4565 1,4572 1,4890 1,5435 1,6052 1,6544 1,6816 1,7000 1,7424 1,8405 2,0120 2,2671 2,5993 2,9653 3,3017 3,5739 3,7955 3,9948 4,1677 4,2746 4,2804 4,1832 4,0103 3,7979 3,5716 3,3441 3,1308 2,9538 2,8256 2,7458 2,7192 2,7660 2,9066 3,1374 3,4310 3,7510 4,0561 4,3008 4,4485 4,4796 4,3913 4,1893 3,8833 3,4941 3,0648 2,6524 2,3035 2,0448 1,8914 1,8582 1,9666 2,2325 2,6366 3,1206 3,6191 4,0803 4,4576 4,7104 4,8276 4,8449 4,8337 4,8651 4,9610 5,0700 5,0960 4,9565 4,6206 4,1094 3,4791 2,8060 2,1676 1,6174 1,1741 0,8438 0,6490 0,6248 0,7934 1,1497 1,6559 2,2471 2,8447 3,3705 3,7638 4,0115 4,1570 4,2575 4,3320 4,3578 4,3044 4,1617 3,9504 3,7132 3,4869 3,2818 3,0979 2,9504 2,8636 2,8446 2,8776 2,9400 3,0081 3,0548 3,0549 2,9880 2,8361 2,5870 2,2460 1,8491 1,4571 1,1265 0,8910 0,7727 0,8017 1,0063 1,3768 1,8414 2,2906 2,6295 2,8082 2,8178 2,6618 2,3382 1,8602 1,2904 0,7286 0,2602 -0,0738 -0,2567 -0,2765 -0,1507 0,0492 0,2292 0,3375 0,3889 0,4299 0,4830 0,5235 0,5122 0,4354 0,3123 0,1892 0,1311 0,1959 0,4017 0,7173 1,0850 1,4468 1,7479 1,9329 1,9563 1,8076 1,5254 1,1888 0,8899 0,6971 0,6269 0,6447 0,6961 0,7421 0,7699 0,7902 0,8386 0,9612 1,1849 1,5093 1,9206 2,3933 2,8828 3,3367 3,7198 4,0208 4,2365 4,3591 4,3811 4,3044 4,1486 3,9596 3,8057 3,7548 3,8394 4,0274 4,2293 4,3429 4,3045 4,1227 3,8693 3,6236 3,4180 3,2328 3,0353 2,8222 2,6327 2,5185 2,4979 2,5471 2,6177 2,6383 2,5264 2,2364 1,8011 1,3102 0,8423 0,4183 0,0140 -0,3917 -0,7795 -1,0928 -1,2768 -1,3066 -1,1776 -0,8911 -0,4674 0,0312 0,5056 0,8516 0,9935 0,9039 0,6086
