Fp1   -1,5199 -1,4830 -1,4694 -1,4587 -1,4519 -1,4693 -1,5334 -1,6478 -1,7903 -1,9257 -2,0220 -2,0555 -2,0154 -1,9009 -1,7150 -1,4626 -1,1573 -0,8265 -0,5050 -0,2222 0,0098 0,1969 0,3512 0,4768 0,5682 0,6245 0,6621 0,7083 0,7799 0,8718 0,9658 1,0493 1,1237 1,2003 1,2935 1,4135 1,5545 1,6891 1,7831 1,8156 1,7843 1,6989 1,5662 1,3821 1,1467 0,8885 0,6611 0,5088 0,4374 0,4202 0,4232 0,4178 0,3779 0,2816 0,1271 -0,0598 -0,2375 -0,3723 -0,4520 -0,4843 -0,4853 -0,4719 -0,4554 -0,4385 -0,4183 -0,3868 -0,3250 -0,2018 0,0063 0,2931 0,6217 0,9504 1,2581 1,5428 1,8105 2,0724 2,3406 2,6156 2,8834 3,1240 3,3172 3,4422 3,4803 3,4216 3,2729 3,0560 2,8002 2,5339 2,2715 2,0051 1,7156 1,3970 1,0690 0,7706 0,5402 0,3970 0,3312 0,3048 0,2695 0,1940 0,0757 -0,0772 -0,2666 -0,4978 -0,7560 -1,0032 -1,1957 -1,3036 -1,3223 -1,2746 -1,1989 -1,1311 -1,0984 -1,1184 -1,1947 -1,3215 -1,4951 -1,7070 -1,9302 -2,1297 -2,2850 -2,3888 -2,4352 -2,4180 -2,3394 -2,2202 -2,0999 -2,0190 -1,9951 -2,0149 -2,0470 -2,0618 -2,0446 -1,9984 -1,9349 -1,8568 -1,7495 -1,5962 -1,3987 -1,1809 -0,9735 -0,7979 -0,6641 -0,5808 -0,5596 -0,6082 -0,7255 -0,9078 -1,1527 -1,4537 -1,7978 -2,1667 -2,5347 -2,8699 -3,1464 -3,3551 -3,5038 -3,6085 -3,6832 -3,7403 -3,8013 -3,8938 -4,0284 -4,1802 -4,3020 -4,3597 -4,3517 -4,2980 -4,2210 -4,1376 -4,0581 -3,9887 -3,9321 -3,8895 -3,8647 -3,8605 -3,8651 -3,8444 -3,7542 -3,5676 -3,2913 -2,9550 -2,5880 -2,2132 -1,8540 -1,5383 -1,2907 -1,1263 -1,0585 -1,1016 -1,2500 -1,4565 -1,6466 -1,7591 -1,7726 -1,6982 -1,5578 -1,3738 -1,1723 -0,9899 -0,8691 -0,8353 -0,8795 -0,9691 -1,0711 -1,1612 -1,2193 -1,2298 -1,1877 -1,1023 -0,9962 -0,8948 -0,8100 -0,7321 -0,6395 -0,5173 -0,3670 -0,1997 -0,0255 0,1542 0,3505 0,5788 0,8415 1,1140 1,3528 1,5158 1,5773 1,5279 1,3738 1,1390 0,8641 0,5920 0,3488 0,1360 -0,0624 -0,2690 -0,5052 -0,7825 -1,0945 -1,4190 -1,7269 -1,9936 -2,2054 -2,3560 -2,4379 -2,4442 -2,3834 -2,2921 -2,2228 -2,2128 -2,2645 -2,3530 -2,4474 -2,5289 -2,6001 -2,6828 -2,8013 -2,9651 -3,1704 -3,4124 -3,6874 -3,9887 -4,3077 -4,6394 -4,9799 -5,3198 -5,6434 -5,9292 -6,1507 -6,2843 -6,3229 -6,2818 -6,1910 -6,0821 -5,9802 -5,8993 -5,8362 -5,7701 -5,6748 -5,5360 -5,3583 -5,1624 -4,9781 -4,8358 -4,7573 -4,7515 -4,8126 -4,9204 -5,0497 -5,1813 -5,2991 -5,3837 -5,4176 -5,3934 -5,3160 -5,2010 -5,0740 -4,9695 -4,9194 -4,9317 -4,9816 -5,0302 -5,0488 -5,0223 -4,9341 -4,7659 -4,5171 -4,2153 -3,9042 -3,6207 -3,3799 -3,1764 -2,9972 -2,8315 -2,6719 -2,5156 -2,3693 -2,2482 -2,1668 -2,1324 -2,1401 -2,1680 -2,1812 -2,1432 -2,0291 -1,8413 -1,6120 -1,3868 -1,2085 -1,1143 -1,1252 -1,2308 -1,3925 -1,5643 -1,7068 -1,7900 -1,7962 -1,7267 -1,6026 -1,4550 -1,3131 -1,1965 -1,1099 -1,0443 -0,9870 -0,9334 -0,8896 -0,8663 -0,8723 -0,9124 -0,9836 -1,0713 -1,1521 -1,2063 -1,2300 -1,2345 -1,2294 -1,2083 -1,1592 -1,0858 -1,0099 -0,9536 -0,9219 -0,9014 -0,8733 -0,8265 -0,7596 -0,6760 -0,5808 -0,4817 -0,3861 -0,2947 -0,1968 -0,0724 0,0965 0,3054 0,5204 0,7006 0,8239 0,8893 0,9064 0,8920 0,8673 0,8511 0,8560 0,8854 0,9319 0,9806 1,0137 1,0164 0,9839 0,9236 0,8428 0,7375 0,5921 0,3908 0,1293 -0,1800 -0,5143 -0,8448 -1,1367 -1,3534 -1,4646 -1,4553 -1,3349 -1,1394 -0,9121 -0,6781 -0,4382 -0,1799 0,1147 0,4658 0,8829 1,3491 1,8217 2,2496 2,5882 2,8073 2,8951 2,8615 2,7382 2,5734 2,4119 2,2756 2,1701 2,1023 2,0781 2,0859 2,0957 2,0727 1,9893 1,8376 1,6407 1,4449 1,2926 1,2039 1,1738 1,1795 1,1922 1,1941 1,1868 1,1777 1,1632 1,1348 1,0980 1,0764 1,0954 1,1624 1,2661 1,3887 1,5143 1,6288 1,7198 1,7722 1,7590 1,6456 1,4144 1,0860 0,7136 0,3549 0,0499 -0,1823 -0,3352 -0,4106 -0,4194 -0,3836 -0,3313 -0,2773 -0,2117 -0,1166 0,0106 0,1532 0,2969 0,4510 0,6433 0,8911 1,1786 1,4665 1,7124 1,8789 1,9357 1,8650 1,6656 1,3496 0,9366 0,4506 -0,0825 -0,6373 -1,1881 -1,7111 -2,1893 -2,6122 -2,9699 -3,2518 -3,4512 -3,5651 -3,5893 -3,5217 -3,3737 -3,1671 -2,9201 -2,6426 -2,3433 -2,0361 -1,7373 -1,4582 -1,2039 -0,9800 -0,7951 -0,6559 -0,5634 -0,5154 -0,5128 -0,5619 -0,6647 -0,8066 -0,9610 -1,1097 -1,2581 -1,4301 -1,6496 -1,9230 -2,2385 -2,5772 -2,9229 -3,2571 -3,5534 -3,7875 -3,9525 -4,0594 -4,1212 -4,1434 -4,1240 -4,0549 -3,9283 -3,7480 -3,5343 -3,3154 -3,1153 -2,9505 -2,8334 -2,7724 -2,7629 -2,7766 -2,7670 -2,6984 -2,5734 -2,4246 -2,2844 -2,1650 -2,0592 -1,9496 -1,8174 -1,6551 -1,4767 -1,3211 -1,2429 -1,2902 -1,4799 -1,7884 -2,1594 -2,5254 -2,8293 -3,0373 -3,1426 -3,1593 -3,1102 -3,0182 -2,9047 -2,7889 -2,6861 -2,6059 -2,5495 -2,5040 -2,4459 -2,3570 -2,2395 -2,1164 -2,0198 -1,9777 -1,9976 -2,0565 -2,1068 -2,1052 -2,0408 -1,9361 -1,8277 -1,7487 -1,7221 -1,7585 -1,8515 -1,9768 -2,1014 -2,2021 -2,2740 -2,3213 -2,3439 -2,3391 -2,3115 -2,2796
Fz    -1,5543 -1,5567 -1,5735 -1,5818 -1,5797 -1,5889 -1,6397 -1,7440 -1,8812 -2,0137 -2,1090 -2,1473 -2,1201 -2,0239 -1,8545 -1,6121 -1,3069 -0,9602 -0,6006 -0,2579 0,0443 0,2923 0,4804 0,6024 0,6527 0,6396 0,5939 0,5631 0,5902 0,6951 0,8706 1,0935 1,3373 1,5787 1,7986 1,9814 2,1091 2,1615 2,1260 2,0093 1,8375 1,6464 1,4593 1,2699 1,0550 0,8094 0,5646 0,3689 0,2542 0,2208 0,2439 0,2813 0,2805 0,1931 -0,0033 -0,2908 -0,6195 -0,9332 -1,1940 -1,3892 -1,5238 -1,6096 -1,6556 -1,6610 -1,6181 -1,5133 -1,3217 -1,0112 -0,5698 -0,0310 0,5341 1,0570 1,5047 1,8795 2,2021 2,5008 2,7979 3,0968 3,3820 3,6302 3,8203 3,9388 3,9783 3,9347 3,8109 3,6257 3,4130 3,2069 3,0173 2,8223 2,5907 2,3138 2,0140 1,7288 1,4880 1,2976 1,1366 0,9642 0,7377 0,4429 0,1063 -0,2291 -0,5373 -0,8173 -1,0723 -1,2891 -1,4378 -1,4880 -1,4309 -1,2922 -1,1245 -0,9832 -0,9076 -0,9109 -0,9772 -1,0798 -1,2089 -1,3677 -1,5472 -1,7230 -1,8731 -1,9826 -2,0411 -2,0445 -2,0006 -1,9360 -1,8930 -1,9108 -2,0006 -2,1373 -2,2781 -2,3885 -2,4543 -2,4750 -2,4476 -2,3564 -2,1774 -1,8994 -1,5411 -1,1472 -0,7688 -0,4452 -0,1990 -0,0423 0,0145 -0,0368 -0,1972 -0,4606 -0,8160 -1,2468 -1,7298 -2,2320 -2,7075 -3,1059 -3,3896 -3,5474 -3,5941 -3,5565 -3,4600 -3,3271 -3,1888 -3,0844 -3,0394 -3,0459 -3,0722 -3,0912 -3,0960 -3,0916 -3,0834 -3,0724 -3,0547 -3,0248 -2,9799 -2,9270 -2,8840 -2,8683 -2,8755 -2,8685 -2,7932 -2,6093 -2,3117 -1,9243 -1,4797 -1,0125 -0,5623 -0,1752 0,1074 0,2585 0,2646 0,1243 -0,1367 -0,4549 -0,7464 -0,9413 -1,0057 -0,9391 -0,7621 -0,5095 -0,2301 0,0180 0,1828 0,2382 0,1927 0,0814 -0,0508 -0,1616 -0,2158 -0,1934 -0,0964 0,0520 0,2169 0,3647 0,4802 0,5755 0,6775 0,8026 0,9448 1,0879 1,2234 1,3633 1,5399 1,7864 2,1084 2,4705 2,8098 3,0648 3,1963 3,1890 3,0478 2,7998 2,4937 2,1821 1,8949 1,6270 1,3496 1,0300 0,6451 0,1923 -0,3062 -0,8098 -1,2710 -1,6491 -1,9203 -2,0820 -2,1484 -2,1446 -2,1037 -2,0643 -2,0605 -2,1055 -2,1846 -2,2687 -2,3319 -2,3641 -2,3767 -2,3984 -2,4596 -2,5765 -2,7509 -2,9777 -3,2486 -3,5503 -3,8686 -4,1959 -4,5325 -4,8801 -5,2338 -5,5745 -5,8676 -6,0764 -6,1774 -6,1677 -6,0635 -5,8961 -5,7058 -5,5303 -5,3897 -5,2779 -5,1695 -5,0415 -4,8877 -4,7188 -4,5549 -4,4185 -4,3303 -4,3047 -4,3422 -4,4247 -4,5236 -4,6128 -4,6688 -4,6702 -4,6079 -4,4906 -4,3371 -4,1710 -4,0201 -3,9169 -3,8896 -3,9451 -4,0618 -4,2034 -4,3403 -4,4542 -4,5268 -4,5381 -4,4780 -4,3538 -4,1861 -3,9943 -3,7843 -3,5507 -3,2930 -3,0243 -2,7664 -2,5423 -2,3696 -2,2550 -2,1934 -2,1733 -2,1753 -2,1683 -2,1166 -1,9925 -1,7868 -1,5187 -1,2349 -0,9907 -0,8328 -0,7950 -0,8873 -1,0826 -1,3262 -1,5622 -1,7498 -1,8623 -1,8840 -1,8113 -1,6569 -1,4508 -1,2317 -1,0307 -0,8590 -0,7127 -0,5909 -0,5060 -0,4759 -0,5095 -0,5989 -0,7253 -0,8692 -1,0140 -1,1417 -1,2339 -1,2830 -1,2959 -1,2815 -1,2336 -1,1368 -0,9876 -0,8052 -0,6217 -0,4656 -0,3498 -0,2705 -0,2142 -0,1653 -0,1088 -0,0335 0,0604 0,1621 0,2625 0,3692 0,5109 0,7181 0,9874 1,2664 1,4852 1,6008 1,6102 1,5411 1,4353 1,3346 1,2678 1,2453 1,2581 1,2839 1,2992 1,2876 1,2401 1,1560 1,0419 0,9049 0,7409 0,5317 0,2543 -0,1006 -0,5183 -0,9636 -1,3887 -1,7409 -1,9758 -2,0709 -2,0261 -1,8611 -1,6155 -1,3364 -1,0526 -0,7644 -0,4537 -0,0927 0,3473 0,8774 1,4711 2,0716 2,6170 3,0559 3,3511 3,4842 3,4600 3,3105 3,0917 2,8635 2,6626 2,5002 2,3786 2,2954 2,2359 2,1743 2,0841 1,9451 1,7524 1,5282 1,3176 1,1627 1,0771 1,0407 1,0184 0,9831 0,9315 0,8822 0,8538 0,8461 0,8445 0,8421 0,8533 0,9030 1,0033 1,1409 1,2862 1,4097 1,4917 1,5271 1,5196 1,4664 1,3503 1,1559 0,8946 0,6073 0,3406 0,1219 -0,0436 -0,1583 -0,2198 -0,2238 -0,1781 -0,1058 -0,0261 0,0627 0,1730 0,3070 0,4491 0,5815 0,7067 0,8487 1,0275 1,2393 1,4608 1,6623 1,8138 1,8879 1,8661 1,7396 1,5062 1,1697 0,7420 0,2379 -0,3278 -0,9377 -1,5685 -2,1926 -2,7814 -3,3040 -3,7301 -4,0411 -4,2336 -4,3130 -4,2892 -4,1797 -4,0052 -3,7788 -3,5076 -3,2005 -2,8696 -2,5248 -2,1684 -1,7976 -1,4168 -1,0460 -0,7164 -0,4594 -0,2939 -0,2241 -0,2484 -0,3629 -0,5518 -0,7876 -1,0491 -1,3353 -1,6607 -2,0393 -2,4715 -2,9426 -3,4330 -3,9237 -4,3905 -4,8006 -5,1241 -5,3500 -5,4861 -5,5457 -5,5367 -5,4592 -5,3093 -5,0880 -4,8096 -4,5026 -4,2002 -3,9310 -3,7160 -3,5706 -3,5028 -3,5029 -3,5334 -3,5391 -3,4818 -3,3632 -3,2100 -3,0421 -2,8616 -2,6630 -2,4416 -2,1937 -1,9216 -1,6465 -1,4128 -1,2744 -1,2732 -1,4224 -1,6992 -2,0493 -2,4038 -2,6987 -2,8866 -2,9471 -2,8948 -2,7699 -2,6145 -2,4588 -2,3232 -2,2235 -2,1699 -2,1596 -2,1697 -2,1632 -2,1096 -2,0019 -1,8614 -1,7287 -1,6480 -1,6442 -1,7047 -1,7846 -1,8375 -1,8470 -1,8314 -1,8193 -1,8269 -1,8609 -1,9310 -2,0463 -2,2013 -2,3744 -2,5423 -2,6908 -2,8105 -2,8897 -2,9150 -2,8808 -2,7986
F3    -0,9151 -0,8358 -0,7533 -0,6668 -0,6001 -0,5956 -0,6911 -0,8859 -1,1325 -1,3684 -1,5501 -1,6598 -1,6942 -1,6525 -1,5301 -1,3252 -1,0498 -0,7379 -0,4391 -0,1990 -0,0388 0,0510 0,0972 0,1204 0,1265 0,1226 0,1304 0,1813 0,2967 0,4746 0,6925 0,9216 1,1383 1,3295 1,4952 1,6400 1,7541 1,8083 1,7794 1,6696 1,5013 1,3013 1,0830 0,8365 0,5483 0,2339 -0,0546 -0,2587 -0,3515 -0,3472 -0,2823 -0,1983 -0,1381 -0,1389 -0,2163 -0,3549 -0,5202 -0,6793 -0,8126 -0,9134 -0,9841 -1,0323 -1,0657 -1,0877 -1,1002 -1,1001 -1,0637 -0,9475 -0,7182 -0,3854 -0,0025 0,3700 0,7029 1,0032 1,2948 1,5997 1,9247 2,2564 2,5700 2,8398 3,0441 3,1659 3,1943 3,1262 2,9714 2,7560 2,5181 2,2953 2,1062 1,9400 1,7690 1,5757 1,3664 1,1652 0,9930 0,8523 0,7231 0,5678 0,3495 0,0627 -0,2591 -0,5742 -0,8681 -1,1502 -1,4212 -1,6555 -1,8135 -1,8635 -1,8009 -1,6559 -1,4818 -1,3312 -1,2419 -1,2317 -1,2929 -1,4053 -1,5584 -1,7482 -1,9539 -2,1399 -2,2754 -2,3415 -2,3305 -2,2485 -2,1191 -1,9834 -1,8916 -1,8834 -1,9638 -2,0966 -2,2266 -2,3121 -2,3383 -2,3114 -2,2402 -2,1184 -1,9225 -1,6354 -1,2703 -0,8700 -0,4869 -0,1629 0,0795 0,2336 0,2986 0,2758 0,1710 -0,0096 -0,2633 -0,5854 -0,9620 -1,3693 -1,7772 -2,1543 -2,4746 -2,7195 -2,8833 -2,9754 -3,0108 -3,0049 -2,9818 -2,9765 -3,0130 -3,0797 -3,1340 -3,1376 -3,0814 -2,9799 -2,8534 -2,7206 -2,5986 -2,5030 -2,4437 -2,4248 -2,4458 -2,4984 -2,5596 -2,5904 -2,5461 -2,3969 -2,1421 -1,8044 -1,4130 -0,9993 -0,6008 -0,2607 -0,0182 0,1009 0,0827 -0,0767 -0,3564 -0,6948 -1,0048 -1,2140 -1,2918 -1,2449 -1,0985 -0,8857 -0,6468 -0,4301 -0,2831 -0,2320 -0,2690 -0,3622 -0,4731 -0,5653 -0,6106 -0,5960 -0,5269 -0,4227 -0,3095 -0,2100 -0,1294 -0,0534 0,0374 0,1482 0,2654 0,3722 0,4662 0,5645 0,6979 0,8943 1,1568 1,4519 1,7211 1,9067 1,9737 1,9131 1,7396 1,4923 1,2277 0,9946 0,8074 0,6413 0,4553 0,2168 -0,0878 -0,4491 -0,8389 -1,2205 -1,5605 -1,8379 -2,0461 -2,1872 -2,2649 -2,2857 -2,2666 -2,2400 -2,2423 -2,2925 -2,3805 -2,4780 -2,5573 -2,6063 -2,6349 -2,6703 -2,7367 -2,8378 -2,9624 -3,1010 -3,2519 -3,4173 -3,6004 -3,8069 -4,0418 -4,3073 -4,6017 -4,9125 -5,2100 -5,4533 -5,6075 -5,6587 -5,6200 -5,5247 -5,4130 -5,3154 -5,2417 -5,1791 -5,1045 -5,0017 -4,8711 -4,7256 -4,5830 -4,4603 -4,3740 -4,3382 -4,3576 -4,4197 -4,5006 -4,5773 -4,6304 -4,6412 -4,5970 -4,4945 -4,3405 -4,1565 -3,9800 -3,8581 -3,8274 -3,8898 -4,0083 -4,1323 -4,2253 -4,2660 -4,2347 -4,1140 -3,9043 -3,6301 -3,3286 -3,0351 -2,7713 -2,5451 -2,3556 -2,1981 -2,0678 -1,9662 -1,9022 -1,8824 -1,9021 -1,9472 -1,9956 -2,0146 -1,9660 -1,8196 -1,5705 -1,2498 -0,9145 -0,6209 -0,4103 -0,3102 -0,3295 -0,4489 -0,6266 -0,8164 -0,9788 -1,0835 -1,1116 -1,0584 -0,9352 -0,7698 -0,6005 -0,4583 -0,3509 -0,2646 -0,1873 -0,1268 -0,1052 -0,1384 -0,2254 -0,3538 -0,5105 -0,6808 -0,8405 -0,9604 -1,0255 -1,0431 -1,0256 -0,9707 -0,8715 -0,7402 -0,6129 -0,5251 -0,4883 -0,4868 -0,4950 -0,4921 -0,4659 -0,4090 -0,3176 -0,1946 -0,0483 0,1131 0,2920 0,5036 0,7611 1,0476 1,3091 1,4870 1,5557 1,5271 1,4315 1,3042 1,1794 1,0854 1,0394 1,0406 1,0704 1,1018 1,1086 1,0706 0,9801 0,8448 0,6789 0,4907 0,2750 0,0158 -0,2977 -0,6590 -1,0462 -1,4273 -1,7631 -2,0126 -2,1432 -2,1388 -2,0095 -1,7977 -1,5595 -1,3312 -1,1114 -0,8688 -0,5581 -0,1410 0,3905 1,0017 1,6291 2,2068 2,6811 3,0140 3,1868 3,2063 3,1075 2,9489 2,7896 2,6637 2,5811 2,5439 2,5459 2,5610 2,5514 2,4857 2,3431 2,1177 1,8299 1,5265 1,2573 1,0504 0,9046 0,7977 0,7060 0,6225 0,5607 0,5318 0,5259 0,5228 0,5194 0,5381 0,6072 0,7335 0,8965 1,0656 1,2164 1,3338 1,4090 1,4330 1,3873 1,2479 1,0074 0,6931 0,3603 0,0621 -0,1744 -0,3460 -0,4546 -0,4975 -0,4748 -0,4041 -0,3213 -0,2549 -0,2027 -0,1398 -0,0505 0,0565 0,1640 0,2736 0,4107 0,6013 0,8481 1,1285 1,4067 1,6419 1,7939 1,8312 1,7353 1,4992 1,1286 0,6431 0,0721 -0,5492 -1,1806 -1,7814 -2,3183 -2,7715 -3,1338 -3,4052 -3,5905 -3,6946 -3,7192 -3,6662 -3,5467 -3,3789 -3,1751 -2,9379 -2,6681 -2,3731 -2,0669 -1,7643 -1,4780 -1,2217 -1,0121 -0,8640 -0,7807 -0,7532 -0,7715 -0,8337 -0,9385 -1,0688 -1,1948 -1,2983 -1,3894 -1,4990 -1,6617 -1,8987 -2,2120 -2,5893 -3,0083 -3,4318 -3,8092 -4,0953 -4,2743 -4,3603 -4,3792 -4,3513 -4,2832 -4,1688 -4,0015 -3,7925 -3,5736 -3,3802 -3,2327 -3,1354 -3,0880 -3,0916 -3,1381 -3,1945 -3,2083 -3,1412 -2,9969 -2,8094 -2,6073 -2,3942 -2,1558 -1,8782 -1,5621 -1,2282 -0,9132 -0,6648 -0,5336 -0,5581 -0,7497 -1,0847 -1,5086 -1,9520 -2,3498 -2,6531 -2,8360 -2,8971 -2,8522 -2,7228 -2,5325 -2,3075 -2,0760 -1,8665 -1,6968 -1,5619 -1,4377 -1,3010 -1,1487 -1,0010 -0,8923 -0,8538 -0,8982 -1,0097 -1,1449 -1,2551 -1,3159 -1,3400 -1,3573 -1,3907 -1,4507 -1,5425 -1,6644 -1,8024 -1,9355 -2,0503 -2,1433 -2,2073 -2,2232 -2,1713 -2,0474 -1,8727
F7    -0,7135 -0,8015 -0,9488 -1,0988 -1,2187 -1,3034 -1,3684 -1,4393 -1,5399 -1,6788 -1,8405 -1,9912 -2,0987 -2,1435 -2,1090 -1,9744 -1,7291 -1,3902 -1,0017 -0,6160 -0,2758 -0,0038 0,1970 0,3348 0,4202 0,4662 0,4942 0,5274 0,5734 0,6240 0,6779 0,7533 0,8747 1,0493 1,2603 1,4812 1,6847 1,8368 1,9049 1,8796 1,7853 1,6640 1,5416 1,4080 1,2411 1,0531 0,8985 0,8307 0,8611 0,9619 1,0923 1,2085 1,2630 1,2167 1,0620 0,8304 0,5756 0,3501 0,1886 0,0997 0,0714 0,0856 0,1310 0,2023 0,2900 0,3829 0,4833 0,6132 0,7967 1,0328 1,2853 1,5084 1,6855 1,8364 1,9964 2,1968 2,4539 2,7620 3,0996 3,4408 3,7553 4,0062 4,1562 4,1825 4,0862 3,8909 3,6318 3,3438 3,0485 2,7450 2,4161 2,0495 1,6602 1,2928 0,9989 0,8124 0,7367 0,7399 0,7677 0,7779 0,7567 0,7011 0,5931 0,4095 0,1561 -0,1199 -0,3505 -0,4726 -0,4536 -0,3086 -0,0913 0,1340 0,3129 0,4111 0,4179 0,3313 0,1419 -0,1526 -0,5224 -0,9156 -1,2900 -1,6187 -1,8775 -2,0413 -2,0938 -2,0448 -1,9377 -1,8282 -1,7466 -1,6813 -1,5963 -1,4638 -1,2821 -1,0731 -0,8644 -0,6679 -0,4725 -0,2618 -0,0386 0,1736 0,3545 0,5050 0,6370 0,7491 0,8220 0,8320 0,7644 0,6126 0,3782 0,0788 -0,2528 -0,5792 -0,8642 -1,0768 -1,2045 -1,2656 -1,3029 -1,3583 -1,4438 -1,5426 -1,6399 -1,7422 -1,8585 -1,9699 -2,0290 -1,9953 -1,8665 -1,6737 -1,4558 -1,2424 -1,0515 -0,8943 -0,7756 -0,6948 -0,6533 -0,6568 -0,7013 -0,7541 -0,7551 -0,6530 -0,4423 -0,1586 0,1541 0,4623 0,7430 0,9784 1,1584 1,2823 1,3503 1,3533 1,2864 1,1740 1,0681 1,0144 1,0277 1,0999 1,2194 1,3763 1,5578 1,7387 1,8828 1,9635 1,9861 1,9801 1,9704 1,9642 1,9619 1,9684 1,9891 2,0180 2,0345 2,0138 1,9490 1,8610 1,7855 1,7513 1,7708 1,8431 1,9573 2,0982 2,2616 2,4551 2,6741 2,8825 3,0250 3,0549 2,9506 2,7182 2,3926 2,0358 1,7209 1,5043 1,4023 1,3938 1,4389 1,4925 1,5089 1,4555 1,3307 1,1641 0,9956 0,8479 0,7181 0,5934 0,4739 0,3745 0,3031 0,2401 0,1511 0,0183 -0,1472 -0,3210 -0,4785 -0,6019 -0,6923 -0,7753 -0,8816 -1,0176 -1,1650 -1,3021 -1,4182 -1,5161 -1,6120 -1,7319 -1,9008 -2,1314 -2,4208 -2,7455 -3,0596 -3,3121 -3,4726 -3,5429 -3,5503 -3,5319 -3,5196 -3,5305 -3,5595 -3,5796 -3,5545 -3,4583 -3,2890 -3,0735 -2,8619 -2,7070 -2,6402 -2,6636 -2,7582 -2,8944 -3,0440 -3,1900 -3,3159 -3,3914 -3,3782 -3,2536 -3,0288 -2,7463 -2,4631 -2,2376 -2,1127 -2,0911 -2,1354 -2,2005 -2,2634 -2,3141 -2,3256 -2,2533 -2,0725 -1,8037 -1,4997 -1,2146 -0,9793 -0,7956 -0,6484 -0,5245 -0,4201 -0,3412 -0,3053 -0,3388 -0,4638 -0,6815 -0,9590 -1,2288 -1,4107 -1,4412 -1,2941 -0,9909 -0,5944 -0,1813 0,1802 0,4368 0,5604 0,5621 0,4843 0,3788 0,2936 0,2654 0,3099 0,4200 0,5757 0,7532 0,9256 1,0684 1,1729 1,2488 1,3081 1,3477 1,3480 1,2882 1,1608 0,9799 0,7784 0,6007 0,4881 0,4583 0,4915 0,5446 0,5868 0,6199 0,6655 0,7373 0,8300 0,9278 1,0157 1,0871 1,1431 1,1912 1,2456 1,3240 1,4359 1,5698 1,6986 1,7990 1,8701 1,9370 2,0355 2,1796 2,3445 2,4876 2,5807 2,6177 2,6065 2,5644 2,5156 2,4818 2,4747 2,4930 2,5245 2,5480 2,5390 2,4816 2,3782 2,2425 2,0838 1,8983 1,6724 1,3961 1,0782 0,7489 0,4420 0,1816 -0,0134 -0,1219 -0,1189 0,0165 0,2798 0,6252 0,9875 1,3221 1,6217 1,9033 2,1909 2,5024 2,8367 3,1657 3,4466 3,6454 3,7511 3,7724 3,7289 3,6423 3,5348 3,4339 3,3639 3,3267 3,3079 3,3004 3,3077 3,3285 3,3487 3,3458 3,2933 3,1768 3,0149 2,8566 2,7480 2,7075 2,7222 2,7581 2,7813 2,7822 2,7767 2,7778 2,7718 2,7337 2,6594 2,5749 2,5133 2,4939 2,5241 2,6081 2,7456 2,9262 3,1317 3,3336 3,4855 3,5332 3,4500 3,2594 3,0214 2,7954 2,6132 2,4769 2,3723 2,2835 2,1985 2,1011 1,9700 1,8040 1,6429 1,5446 1,5390 1,6126 1,7381 1,9108 2,1481 2,4520 2,7859 3,0956 3,3416 3,5036 3,5694 3,5335 3,4020 3,1867 2,8967 2,5415 2,1353 1,6987 1,2561 0,8302 0,4351 0,0752 -0,2441 -0,5098 -0,7063 -0,8185 -0,8314 -0,7381 -0,5526 -0,3041 -0,0193 0,2812 0,5760 0,8431 1,0698 1,2600 1,4264 1,5732 1,6897 1,7589 1,7725 1,7376 1,6670 1,5679 1,4495 1,3391 1,2767 1,2828 1,3376 1,3947 1,4102 1,3631 1,2536 1,0889 0,8750 0,6253 0,3719 0,1564 0,0043 -0,0873 -0,1389 -0,1703 -0,1875 -0,1805 -0,1317 -0,0348 0,0943 0,2263 0,3387 0,4250 0,4851 0,5103 0,4900 0,4371 0,3941 0,3998 0,4586 0,5522 0,6709 0,8223 1,0148 1,2443 1,4941 1,7444 1,9711 2,1345 2,1817 2,0706 1,7977 1,4067 0,9746 0,5829 0,2924 0,1319 0,0978 0,1625 0,2900 0,4463 0,6011 0,7334 0,8379 0,9191 0,9843 1,0478 1,1308 1,2445 1,3768 1,4995 1,5839 1,6093 1,5703 1,4928 1,4319 1,4399 1,5320 1,6818 1,8410 1,9610 2,0057 1,9581 1,8198 1,6087 1,3542 1,0845 0,8187 0,5727 0,3670 0,2180 0,1263 0,0722
