Fp1   -1,3309 -1,5537 -1,7137 -1,8132 -1,8711 -1,9117 -1,9488 -1,9872 -2,0295 -2,0648 -2,0506 -1,9210 -1,6167 -1,1214 -0,4917 0,1556 0,7037 1,0904 1,3121 1,3964 1,3831 1,3284 1,2997 1,3426 1,4505 1,5713 1,6470 1,6499 1,5834 1,4636 1,3152 1,1709 1,0530 0,9567 0,8604 0,7556 0,6574 0,5879 0,5589 0,5656 0,5770 0,5338 0,3758 0,0882 -0,2757 -0,6158 -0,8350 -0,8854 -0,7865 -0,6094 -0,4388 -0,3323 -0,3049 -0,3444 -0,4286 -0,5294 -0,6114 -0,6343 -0,5677 -0,4208 -0,2453 -0,0989 -0,0028 0,0705 0,1767 0,3613 0,6258 0,9243 1,1954 1,3988 1,5236 1,5722 1,5464 1,4456 1,2752 1,0506 0,7881 0,4970 0,1857 -0,1301 -0,4288 -0,6910 -0,9051 -1,0582 -1,1249 -1,0745 -0,8990 -0,6285 -0,3187 -0,0265 0,2031 0,3396 0,3688 0,2911 0,1203 -0,1110 -0,3489 -0,5341 -0,6270 -0,6212 -0,5346 -0,3948 -0,2257 -0,0478 0,1127 0,2185 0,2374 0,1646 0,0277 -0,1286 -0,2560 -0,3184 -0,3139 -0,2797 -0,2659 -0,3052 -0,4064 -0,5691 -0,7974 -1,0925 -1,4289 -1,7476 -1,9861 -2,1193 -2,1705 -2,1863 -2,1991 -2,1995 -2,1413 -1,9758 -1,6837 -1,2839 -0,8270 -0,3756 0,0208 0,3414 0,5878 0,7662 0,8818 0,9483 0,9990 1,0796 1,2244 1,4413 1,7211 2,0463 2,3868 2,7027 2,9600 3,1378 3,2308 3,2556 3,2464 3,2300 3,2084 3,1708 3,1158 3,0538 2,9954 2,9455 2,9095 2,9023 2,9520 3,0935 3,3516 3,7264 4,1849 4,6676 5,1114 5,4710 5,7256 5,8745 5,9340 5,9411 5,9477 5,9941 6,0806 6,1727 6,2389 6,2847 6,3477 6,4646 6,6488 6,8943 7,1825 7,4762 7,7193 7,8531 7,8418 7,6909 7,4504 7,1962 6,9998 6,9019 6,9014 6,9616 7,0275 7,0494 7,0019 6,8839 6,7012 6,4544 6,1438 5,7810 5,3898 4,9934 4,6070 4,2445 3,9312 3,7066 3,6093 3,6550 3,8221 4,0544 4,2790 4,4310 4,4721 4,3890 4,1812 3,8571 3,4423 2,9835 2,5429 2,1840 1,9500 1,8451 1,8353 1,8715 1,9132 1,9376 1,9442 1,9504 1,9753 2,0257 2,0915 2,1433 2,1411 2,0597 1,9119 1,7441 1,6135 1,5713 1,6520 1,8686 2,2202 2,6990 3,2870 3,9460 4,6118 5,2017 5,6375 5,8733 5,9111 5,7962 5,5948 5,3681 5,1634 5,0277 5,0066 5,1117 5,3000 5,5051 5,6839 5,8253 5,9299 5,9945 6,0133 5,9898 5,9374 5,8721 5,8108 5,7640 5,7249 5,6813 5,6376 5,6039 5,5710 5,5109 5,3992 5,2377 5,0587 4,9084 4,8268 4,8357 4,9332 5,0923 5,2669 5,4057 5,4671 5,4351 5,3281 5,1855 5,0440 4,9282 4,8498 4,8030 4,7692 4,7293 4,6761 4,6249 4,6095 4,6544 4,7513 4,8700 4,9905 5,1192 5,2784 5,4786 5,7024 5,9197 6,1113 6,2742 6,4152 6,5387 6,6323 6,6646 6,6102 6,4776 6,3020 6,1119 5,9160 5,7255 5,5725 5,4958 5,5175 5,6271 5,7779 5,8984 5,9197 5,8046 5,5613 5,2413 4,9275 4,7015 4,6040 4,6233 4,7150 4,8280 4,9237 4,9838 5,0147 5,0494 5,1316 5,2820 5,4747 5,6483 5,7443 5,7309 5,5972 5,3509 5,0333 4,7179 4,4842 4,3850 4,4240 4,5489 4,6761 4,7376 4,7144 4,6318 4,5284 4,4318 4,3600 4,3385 4,4029 4,5754 4,8360 5,1200 5,3444 5,4446 5,4015 5,2465 5,0399 4,8397 4,6821 4,5738 4,5006 4,4489 4,4244 4,4489 4,5383 4,6818 4,8457 4,9842 5,0462 4,9907 4,8095 4,5333 4,2126 3,8901 3,5904 3,3265 3,1137 2,9827 2,9699 3,0858 3,2971 3,5407 3,7511 3,8872 3,9475 3,9582 3,9487 3,9445 3,9772 4,0740 4,2293 4,3942 4,5000 4,4966 4,3789 4,1895 3,9901 3,8200 3,6788 3,5421 3,3856 3,2057 3,0319 2,9167 2,9042 3,0041 3,1841 3,3853 3,5500 3,6417 3,6463 3,5667 3,4230 3,2560 3,1196 3,0573 3,0781 3,1502 3,2189 3,2406 3,2045 3,1241 3,0227 2,9301 2,8733 2,8544 2,8442 2,8089 2,7386 2,6442 2,5417 2,4472 2,3714 2,3066 2,2252 2,1046 1,9568 1,8309 1,7773 1,8126 1,9167 2,0517 2,1768 2,2568 2,2680 2,2015 2,0665 1,8872 1,6926 1,5033 1,3208 1,1310 0,9183 0,6750 0,4069 0,1395 -0,0843 -0,2296 -0,2936 -0,2914 -0,2205 -0,0631 0,1732 0,4361 0,6585 0,7938 0,8266 0,7662 0,6317 0,4386 0,1937 -0,1017 -0,4417 -0,8062 -1,1639 -1,4843 -1,7495 -1,9580 -2,1150 -2,2265 -2,3049 -2,3667 -2,4174 -2,4503 -2,4595 -2,4467 -2,4123 -2,3456 -2,2327 -2,0760 -1,8983 -1,7236 -1,5596 -1,3985 -1,2256 -1,0203 -0,7596 -0,4335 -0,0610 0,3178 0,6672 0,9684 1,2088 1,3707 1,4436 1,4460 1,4165 1,3762 1,3110 1,1883 0,9831 0,6931 0,3417 -0,0298 -0,3775 -0,6684 -0,8804 -1,0010 -1,0303 -0,9785 -0,8604 -0,6963 -0,5146 -0,3522 -0,2542 -0,2617 -0,3893 -0,6123 -0,8762 -1,1220 -1,3170 -1,4613 -1,5678 -1,6453 -1,6979 -1,7236 -1,7091 -1,6314 -1,4780 -1,2697 -1,0626 -0,9203 -0,8800 -0,9410 -1,0732 -1,2343 -1,3929 -1,5454 -1,7008 -1,8393 -1,8983 -1,8145 -1,5736 -1,2222 -0,8399 -0,5018 -0,2528 -0,1022 -0,0414 -0,0676 -0,1809 -0,3591 -0,5511 -0,7055 -0,7980 -0,8283 -0,8086 -0,7618 -0,7228 -0,7301 -0,8011 -0,9128 -1,0238 -1,1192 -1,2235 -1,3677 -1,5553 -1,7611 -1,9542 -2,1193 -2,2575 -2,3742 -2,4695 -2,5396
Fz    -1,9259 -2,2139 -2,4654 -2,6672 -2,8272 -2,9593 -3,0626 -3,1238 -3,1317 -3,0733 -2,9178 -2,6166 -2,1312 -1,4663 -0,6842 0,1171 0,8489 1,4604 1,9343 2,2693 2,4765 2,5903 2,6644 2,7377 2,8035 2,8166 2,7310 2,5319 2,2399 1,8960 1,5475 1,2377 0,9933 0,8177 0,7017 0,6365 0,6119 0,6096 0,6073 0,5837 0,5133 0,3645 0,1183 -0,2048 -0,5378 -0,7919 -0,8963 -0,8271 -0,6133 -0,3232 -0,0378 0,1841 0,3211 0,3746 0,3553 0,2854 0,2021 0,1515 0,1708 0,2654 0,4078 0,5632 0,7155 0,8743 1,0621 1,2932 1,5573 1,8236 2,0595 2,2480 2,3842 2,4617 2,4703 2,4089 2,2995 2,1774 2,0614 1,9401 1,7900 1,5967 1,3577 1,0797 0,7820 0,4992 0,2726 0,1347 0,0947 0,1351 0,2203 0,3077 0,3587 0,3445 0,2481 0,0618 -0,2095 -0,5386 -0,8702 -1,1380 -1,2954 -1,3333 -1,2662 -1,1108 -0,8841 -0,6194 -0,3720 -0,2018 -0,1446 -0,1965 -0,3223 -0,4709 -0,5878 -0,6336 -0,6081 -0,5520 -0,5214 -0,5599 -0,6883 -0,9072 -1,2044 -1,5580 -1,9320 -2,2775 -2,5503 -2,7344 -2,8463 -2,9248 -3,0070 -3,0957 -3,1513 -3,1200 -2,9680 -2,6948 -2,3344 -1,9469 -1,5955 -1,3200 -1,1265 -0,9968 -0,9015 -0,8065 -0,6791 -0,4959 -0,2515 0,0429 0,3693 0,7058 1,0197 1,2726 1,4356 1,4989 1,4763 1,4097 1,3558 1,3547 1,4109 1,5058 1,6218 1,7517 1,8942 2,0496 2,2214 2,4181 2,6545 2,9581 3,3676 3,9058 4,5521 5,2462 5,9179 6,5117 6,9948 7,3571 7,6104 7,7864 7,9281 8,0676 8,2052 8,3137 8,3664 8,3652 8,3476 8,3716 8,4898 8,7329 9,1022 9,5584 10,0153 10,3635 10,5160 10,4503 10,2200 9,9282 9,6753 9,5104 9,4151 9,3229 9,1551 8,8593 8,4304 7,9035 7,3308 6,7625 6,2373 5,7815 5,4108 5,1237 4,8967 4,6956 4,4999 4,3199 4,1899 4,1410 4,1779 4,2747 4,3864 4,4649 4,4708 4,3788 4,1767 3,8669 3,4662 3,0053 2,5258 2,0764 1,7046 1,4431 1,2988 1,2535 1,2720 1,3151 1,3603 1,4114 1,4848 1,5933 1,7368 1,8973 2,0415 2,1428 2,2017 2,2456 2,3138 2,4460 2,6787 3,0397 3,5408 4,1742 4,9149 5,7246 6,5525 7,3374 8,0168 8,5397 8,8809 9,0543 9,1110 9,1139 9,1121 9,1360 9,2036 9,3150 9,4477 9,5692 9,6597 9,7220 9,7695 9,8102 9,8417 9,8562 9,8450 9,8027 9,7367 9,6727 9,6402 9,6545 9,7112 9,7918 9,8748 9,9442 9,9886 10,0001 9,9806 9,9414 9,8961 9,8557 9,8254 9,8066 9,7992 9,8007 9,7992 9,7737 9,7080 9,6013 9,4641 9,3116 9,1611 9,0231 8,8898 8,7412 8,5685 8,3955 8,2694 8,2227 8,2484 8,3177 8,4104 8,5286 8,6896 8,9026 9,1517 9,4052 9,6379 9,8392 10,0086 10,1472 10,2456 10,2824 10,2447 10,1452 10,0139 9,8792 9,7623 9,6866 9,6798 9,7641 9,9434 10,1988 10,4869 10,7441 10,9069 10,9368 10,8363 10,6517 10,4577 10,3194 10,2607 10,2647 10,3012 10,3499 10,4040 10,4632 10,5346 10,6382 10,7962 11,0131 11,2616 11,4868 11,6292 11,6490 11,5304 11,2776 10,9224 10,5273 10,1643 9,8841 9,6959 9,5656 9,4360 9,2626 9,0417 8,8065 8,5971 8,4374 8,3395 8,3149 8,3713 8,5002 8,6709 8,8409 8,9706 9,0362 9,0418 9,0216 9,0173 9,0502 9,1165 9,1994 9,2781 9,3312 9,3456 9,3253 9,2795 9,2035 9,0791 8,8876 8,6187 8,2752 7,8778 7,4659 7,0847 6,7666 6,5285 6,3834 6,3492 6,4468 6,6852 7,0427 7,4656 7,8855 8,2351 8,4661 8,5676 8,5689 8,5220 8,4815 8,4963 8,5939 8,7586 8,9295 9,0268 8,9902 8,8100 8,5349 8,2428 7,9908 7,7830 7,5806 7,3394 7,0442 6,7218 6,4302 6,2310 6,1558 6,1890 6,2799 6,3735 6,4321 6,4344 6,3676 6,2290 6,0353 5,8273 5,6565 5,5549 5,5140 5,4976 5,4730 5,4284 5,3674 5,3034 5,2624 5,2750 5,3471 5,4416 5,5034 5,4980 5,4197 5,2801 5,1015 4,9062 4,7023 4,4863 4,2650 4,0667 3,9290 3,8697 3,8717 3,8957 3,9030 3,8710 3,7967 3,6903 3,5576 3,3926 3,1866 2,9381 2,6530 2,3402 2,0085 1,6660 1,3246 1,0065 0,7412 0,5478 0,4185 0,3288 0,2671 0,2508 0,3067 0,4348 0,5982 0,7467 0,8421 0,8664 0,8227 0,7273 0,5940 0,4240 0,2081 -0,0604 -0,3770 -0,7255 -1,0818 -1,4183 -1,7096 -1,9344 -2,0801 -2,1494 -2,1565 -2,1151 -2,0338 -1,9241 -1,8056 -1,6959 -1,5964 -1,4985 -1,4072 -1,3465 -1,3350 -1,3673 -1,4246 -1,4911 -1,5489 -1,5623 -1,4795 -1,2569 -0,8823 -0,3781 0,2016 0,7773 1,2650 1,6059 1,7848 1,8227 1,7496 1,5822 1,3256 0,9886 0,5934 0,1703 -0,2522 -0,6510 -1,0031 -1,2811 -1,4585 -1,5254 -1,4965 -1,4006 -1,2641 -1,1086 -0,9626 -0,8691 -0,8723 -0,9899 -1,1989 -1,4439 -1,6658 -1,8299 -1,9358 -2,0052 -2,0597 -2,1052 -2,1272 -2,0975 -1,9887 -1,7962 -1,5518 -1,3152 -1,1450 -1,0712 -1,0857 -1,1525 -1,2328 -1,3092 -1,3927 -1,5002 -1,6183 -1,6957 -1,6806 -1,5629 -1,3831 -1,2021 -1,0609 -0,9559 -0,8481 -0,7005 -0,5091 -0,2975 -0,0913 0,0954 0,2518 0,3648 0,4247 0,4305 0,3840 0,2807 0,1045 -0,1616 -0,5120 -0,9141 -1,3292 -1,7292 -2,0894 -2,3858 -2,6058 -2,7609 -2,8877 -3,0305 -3,2155 -3,4338 -3,6429
F3    -1,5691 -1,7901 -2,0004 -2,1728 -2,3071 -2,4201 -2,5183 -2,5928 -2,6303 -2,6134 -2,5099 -2,2762 -1,8784 -1,3200 -0,6580 0,0145 0,6132 1,0935 1,4490 1,6932 1,8494 1,9542 2,0532 2,1729 2,2947 2,3648 2,3363 2,2036 1,9963 1,7547 1,5180 1,3215 1,1861 1,1065 1,0567 1,0114 0,9560 0,8802 0,7737 0,6279 0,4330 0,1769 -0,1430 -0,4997 -0,8315 -1,0592 -1,1181 -0,9848 -0,6891 -0,3091 0,0551 0,3265 0,4762 0,5129 0,4628 0,3618 0,2533 0,1862 0,1979 0,2869 0,4102 0,5192 0,5978 0,6706 0,7807 0,9571 1,1943 1,4574 1,7057 1,9154 2,0823 2,2045 2,2704 2,2663 2,1920 2,0634 1,8970 1,6978 1,4681 1,2191 0,9680 0,7287 0,5112 0,3275 0,1960 0,1356 0,1528 0,2348 0,3521 0,4697 0,5564 0,5865 0,5341 0,3728 0,0956 -0,2614 -0,6172 -0,8830 -1,0088 -0,9981 -0,8832 -0,6947 -0,4558 -0,1976 0,0308 0,1745 0,2013 0,1184 -0,0346 -0,2041 -0,3382 -0,4026 -0,3972 -0,3583 -0,3361 -0,3693 -0,4760 -0,6620 -0,9272 -1,2622 -1,6386 -2,0089 -2,3246 -2,5604 -2,7261 -2,8556 -2,9777 -3,0857 -3,1351 -3,0712 -2,8600 -2,5057 -2,0532 -1,5742 -1,1356 -0,7679 -0,4633 -0,2025 0,0226 0,2123 0,3760 0,5335 0,7006 0,8800 1,0687 1,2595 1,4311 1,5529 1,6063 1,6000 1,5687 1,5594 1,6080 1,7180 1,8606 2,0018 2,1282 2,2468 2,3638 2,4730 2,5642 2,6393 2,7248 2,8733 3,1481 3,5901 4,1867 4,8706 5,5531 6,1575 6,6341 6,9647 7,1617 7,2618 7,3121 7,3483 7,3778 7,3845 7,3524 7,2894 7,2308 7,2208 7,2924 7,4621 7,7303 8,0727 8,4344 8,7417 8,9294 8,9703 8,8919 8,7632 8,6581 8,6185 8,6382 8,6696 8,6468 8,5173 8,2647 7,9050 7,4682 6,9849 6,4830 5,9915 5,5388 5,1445 4,8115 4,5325 4,3074 4,1524 4,0875 4,1177 4,2246 4,3706 4,5054 4,5775 4,5486 4,4026 4,1458 3,8003 3,3952 2,9625 2,5361 2,1486 1,8287 1,5970 1,4608 1,4102 1,4186 1,4539 1,5016 1,5716 1,6808 1,8352 2,0227 2,2117 2,3610 2,4421 2,4591 2,4478 2,4613 2,5551 2,7743 3,1413 3,6520 4,2800 4,9853 5,7210 6,4338 7,0649 7,5561 7,8637 7,9755 7,9239 7,7767 7,6052 7,4592 7,3682 7,3525 7,4155 7,5367 7,6849 7,8379 7,9853 8,1201 8,2301 8,2997 8,3188 8,2877 8,2142 8,1161 8,0203 7,9485 7,9101 7,9078 7,9383 7,9894 8,0423 8,0768 8,0796 8,0537 8,0169 7,9892 7,9836 8,0041 8,0486 8,1154 8,1972 8,2715 8,3069 8,2855 8,2151 8,1206 8,0312 7,9679 7,9340 7,9179 7,9061 7,8960 7,9052 7,9650 8,0903 8,2601 8,4323 8,5777 8,6992 8,8263 8,9856 9,1746 9,3677 9,5399 9,6809 9,7964 9,8943 9,9635 9,9729 9,8993 9,7507 9,5612 9,3678 9,1975 9,0734 9,0204 9,0571 9,1840 9,3788 9,5960 9,7750 9,8622 9,8305 9,6869 9,4696 9,2378 9,0460 8,9165 8,8365 8,7824 8,7447 8,7288 8,7408 8,7871 8,8852 9,0587 9,3123 9,6146 9,9026 10,1070 10,1814 10,1081 9,8974 9,5932 9,2648 8,9777 8,7679 8,6360 8,5505 8,4627 8,3324 8,1516 7,9456 7,7508 7,5923 7,4808 7,4239 7,4338 7,5166 7,6574 7,8197 7,9592 8,0434 8,0712 8,0766 8,1024 8,1698 8,2734 8,3940 8,5076 8,5893 8,6190 8,5909 8,5100 8,3792 8,1970 7,9652 7,6905 7,3807 7,0457 6,7039 6,3801 6,0968 5,8687 5,7064 5,6242 5,6460 5,7953 6,0710 6,4376 6,8323 7,1809 7,4255 7,5476 7,5662 7,5193 7,4532 7,4209 7,4617 7,5711 7,6973 7,7701 7,7354 7,5793 7,3356 7,0672 6,8253 6,6184 6,4170 6,1852 5,9142 5,6375 5,4185 5,3174 5,3566 5,5082 5,7124 5,9081 6,0495 6,1107 6,0855 5,9874 5,8485 5,7116 5,6137 5,5636 5,5297 5,4611 5,3297 5,1498 4,9586 4,7913 4,6829 4,6682 4,7531 4,8961 5,0350 5,1264 5,1540 5,1170 5,0247 4,8903 4,7199 4,5147 4,2881 4,0728 3,9068 3,8080 3,7640 3,7468 3,7325 3,7082 3,6698 3,6133 3,5257 3,3905 3,2031 2,9731 2,7129 2,4302 2,1296 1,8165 1,5007 1,2009 0,9438 0,7517 0,6262 0,5486 0,5073 0,5177 0,6038 0,7593 0,9366 1,0738 1,1271 1,0822 0,9492 0,7485 0,4969 0,2035 -0,1256 -0,4805 -0,8458 -1,2009 -1,5209 -1,7833 -1,9760 -2,0977 -2,1527 -2,1520 -2,1089 -2,0332 -1,9328 -1,8220 -1,7180 -1,6270 -1,5384 -1,4376 -1,3257 -1,2231 -1,1496 -1,1076 -1,0892 -1,0874 -1,0891 -1,0599 -0,9477 -0,7069 -0,3247 0,1732 0,7311 1,2747 1,7303 2,0505 2,2309 2,2955 2,2622 2,1277 1,8830 1,5331 1,1045 0,6367 0,1698 -0,2624 -0,6334 -0,9190 -1,0984 -1,1655 -1,1325 -1,0196 -0,8457 -0,6330 -0,4163 -0,2476 -0,1816 -0,2465 -0,4253 -0,6659 -0,9101 -1,1214 -1,2931 -1,4368 -1,5648 -1,6799 -1,7710 -1,8140 -1,7823 -1,6675 -1,4985 -1,3363 -1,2457 -1,2649 -1,3895 -1,5772 -1,7739 -1,9453 -2,0930 -2,2342 -2,3591 -2,4161 -2,3493 -2,1459 -1,8484 -1,5249 -1,2300 -0,9820 -0,7692 -0,5764 -0,4044 -0,2662 -0,1663 -0,0931 -0,0336 0,0112 0,0308 0,0155 -0,0421 -0,1531 -0,3342 -0,5927 -0,9037 -1,2181 -1,5007 -1,7455 -1,9537 -2,1166 -2,2229 -2,2778 -2,3110 -2,3632 -2,4604 -2,5986 -2,7456
F7    -1,4328 -1,6825 -1,9016 -2,0694 -2,1840 -2,2562 -2,2907 -2,2846 -2,2359 -2,1407 -1,9841 -1,7422 -1,3955 -0,9481 -0,4461 0,0330 0,4224 0,6977 0,8718 0,9711 1,0223 1,0564 1,1089 1,2005 1,3158 1,4128 1,4600 1,4620 1,4440 1,4209 1,3941 1,3651 1,3371 1,3075 1,2703 1,2266 1,1812 1,1312 1,0678 0,9778 0,8385 0,6203 0,3088 -0,0693 -0,4400 -0,7049 -0,7831 -0,6479 -0,3385 0,0520 0,4131 0,6638 0,7743 0,7536 0,6294 0,4409 0,2372 0,0748 -0,0016 0,0092 0,0625 0,1057 0,1192 0,1273 0,1787 0,3089 0,5110 0,7397 0,9431 1,0922 1,1813 1,2062 1,1539 1,0164 0,8091 0,5693 0,3351 0,1271 -0,0494 -0,1964 -0,3217 -0,4366 -0,5432 -0,6239 -0,6477 -0,5877 -0,4371 -0,2120 0,0575 0,3386 0,6037 0,8275 0,9802 1,0278 0,9508 0,7702 0,5527 0,3793 0,3012 0,3230 0,4205 0,5654 0,7352 0,9042 1,0358 1,0911 1,0500 0,9256 0,7578 0,5909 0,4557 0,3661 0,3180 0,2891 0,2504 0,1833 0,0824 -0,0563 -0,2428 -0,4851 -0,7726 -1,0667 -1,3140 -1,4776 -1,5602 -1,5993 -1,6347 -1,6732 -1,6802 -1,6034 -1,4051 -1,0837 -0,6802 -0,2650 0,0970 0,3795 0,5965 0,7734 0,9245 1,0552 1,1760 1,3039 1,4545 1,6359 1,8492 2,0822 2,3031 2,4724 2,5676 2,5945 2,5829 2,5735 2,6003 2,6664 2,7406 2,7865 2,7927 2,7711 2,7328 2,6771 2,6037 2,5288 2,4897 2,5392 2,7285 3,0792 3,5613 4,1004 4,6129 5,0382 5,3466 5,5365 5,6304 5,6671 5,6888 5,7224 5,7640 5,7853 5,7616 5,6965 5,6237 5,5881 5,6259 5,7573 5,9845 6,2801 6,5811 6,8078 6,9007 6,8526 6,7144 6,5679 6,4855 6,4973 6,5826 6,6829 6,7300 6,6778 6,5213 6,2878 6,0119 5,7201 5,4291 5,1498 4,8863 4,6327 4,3794 4,1285 3,9031 3,7394 3,6651 3,6860 3,7840 3,9226 4,0524 4,1226 4,0950 3,9538 3,7052 3,3716 2,9838 2,5772 2,1872 1,8460 1,5801 1,4101 1,3460 1,3806 1,4863 1,6233 1,7618 1,8935 2,0212 2,1461 2,2625 2,3517 2,3855 2,3431 2,2306 2,0821 1,9477 1,8823 1,9363 2,1407 2,4988 2,9854 3,5529 4,1377 4,6719 5,0962 5,3692 5,4717 5,4091 5,2182 4,9636 4,7160 4,5305 4,4452 4,4801 4,6227 4,8244 5,0271 5,1937 5,3145 5,3966 5,4498 5,4803 5,4882 5,4667 5,4061 5,3059 5,1799 5,0453 4,9147 4,8009 4,7166 4,6655 4,6377 4,6137 4,5770 4,5274 4,4825 4,4639 4,4816 4,5269 4,5804 4,6310 4,6794 4,7199 4,7325 4,7021 4,6340 4,5500 4,4766 4,4353 4,4322 4,4543 4,4808 4,5024 4,5370 4,6186 4,7602 4,9317 5,0822 5,1803 5,2331 5,2739 5,3300 5,4028 5,4805 5,5522 5,6100 5,6511 5,6774 5,6810 5,6368 5,5225 5,3409 5,1204 4,8988 4,7079 4,5737 4,5192 4,5579 4,6843 4,8718 5,0760 5,2452 5,3376 5,3320 5,2313 5,0623 4,8708 4,7040 4,5883 4,5241 4,5000 4,5092 4,5460 4,5939 4,6359 4,6790 4,7521 4,8756 5,0381 5,1983 5,3113 5,3530 5,3200 5,2200 5,0759 4,9266 4,8113 4,7530 4,7518 4,7815 4,7996 4,7717 4,6928 4,5850 4,4771 4,3860 4,3186 4,2841 4,2968 4,3619 4,4629 4,5653 4,6297 4,6273 4,5566 4,4496 4,3535 4,3020 4,3019 4,3429 4,4092 4,4809 4,5368 4,5687 4,5860 4,6000 4,6077 4,5953 4,5492 4,4621 4,3357 4,1835 4,0257 3,8771 3,7421 3,6244 3,5408 3,5223 3,5957 3,7628 3,9963 4,2455 4,4470 4,5514 4,5473 4,4590 4,3277 4,2036 4,1447 4,1972 4,3620 4,5850 4,7798 4,8668 4,8118 4,6428 4,4273 4,2254 4,0550 3,8942 3,7157 3,5229 3,3577 3,2783 3,3273 3,5080 3,7796 4,0735 4,3189 4,4623 4,4783 4,3687 4,1566 3,8836 3,6044 3,3688 3,1971 3,0691 2,9418 2,7900 2,6248 2,4746 2,3649 2,3234 2,3805 2,5407 2,7620 2,9821 3,1564 3,2666 3,3103 3,2953 3,2336 3,1305 2,9850 2,8029 2,6082 2,4352 2,3064 2,2218 2,1713 2,1487 2,1523 2,1797 2,2187 2,2402 2,2068 2,0957 1,9105 1,6739 1,4101 1,1334 0,8496 0,5656 0,2973 0,0718 -0,0847 -0,1682 -0,2018 -0,2069 -0,1742 -0,0760 0,0896 0,2784 0,4269 0,4868 0,4397 0,2960 0,0845 -0,1646 -0,4339 -0,7205 -1,0249 -1,3401 -1,6507 -1,9361 -2,1739 -2,3497 -2,4644 -2,5328 -2,5768 -2,6124 -2,6400 -2,6505 -2,6387 -2,6054 -2,5457 -2,4424 -2,2770 -2,0503 -1,7863 -1,5128 -1,2489 -1,0112 -0,8177 -0,6757 -0,5654 -0,4434 -0,2679 -0,0242 0,2718 0,5832 0,8604 1,0529 1,1322 1,1121 1,0346 0,9282 0,7889 0,5958 0,3363 0,0195 -0,3261 -0,6646 -0,9660 -1,2093 -1,3772 -1,4555 -1,4468 -1,3734 -1,2603 -1,1235 -0,9757 -0,8417 -0,7644 -0,7904 -0,9378 -1,1764 -1,4434 -1,6812 -1,8627 -1,9936 -2,0987 -2,2042 -2,3228 -2,4456 -2,5453 -2,5897 -2,5618 -2,4769 -2,3802 -2,3255 -2,3479 -2,4465 -2,5879 -2,7290 -2,8459 -2,9460 -3,0482 -3,1433 -3,1810 -3,1071 -2,9108 -2,6366 -2,3557 -2,1278 -1,9745 -1,8814 -1,8219 -1,7772 -1,7406 -1,7088 -1,6768 -1,6411 -1,6067 -1,5823 -1,5735 -1,5870 -1,6371 -1,7398 -1,8933 -2,0675 -2,2230 -2,3452 -2,4485 -2,5496 -2,6454 -2,7188 -2,7614 -2,7884 -2,8295 -2,9046 -3,0088 -3,1139
