Fp1   -1,7738 -2,3446 -2,9986 -3,6971 -4,3766 -4,9586 -5,3659 -5,5439 -5,4821 -5,2177 -4,8107 -4,3059 -3,7141 -3,0382 -2,3131 -1,6049 -0,9736 -0,4477 -0,0272 0,2983 0,5311 0,6575 0,6640 0,5574 0,3626 0,1081 -0,1797 -0,4714 -0,7257 -0,8808 -0,8659 -0,6299 -0,1669 0,4828 1,2539 2,0828 2,9235 3,7428 4,5027 5,1541 5,6452 5,9309 5,9730 5,7425 5,2412 4,5278 3,7115 2,9115 2,2197 1,6895 1,3397 1,1614 1,1312 1,2284 1,4348 1,7106 1,9850 2,1797 2,2452 2,1801 2,0173 1,7953 1,5378 1,2503 0,9260 0,5588 0,1609 -0,2303 -0,5583 -0,7562 -0,7614 -0,5374 -0,0823 0,5812 1,4040 2,2908 3,1076 3,7335 4,1075 4,2291 4,1361 3,8950 3,5952 3,3265 3,1478 3,0681 3,0568 3,0683 3,0638 3,0281 2,9751 2,9193 2,8417 2,7040 2,4942 2,2362 1,9576 1,6650 1,3541 1,0279 0,6969 0,3759 0,0936 -0,1050 -0,1830 -0,1382 0,0011 0,1987 0,4209 0,6282 0,7700 0,8035 0,7315 0,6155 0,5347 0,5189 0,5175 0,4333 0,1902 -0,2180 -0,7295 -1,2582 -1,7467 -2,1976 -2,6706 -3,2491 -3,9881 -4,8733 -5,8183 -6,6865 -7,3243 -7,6105 -7,5060 -7,0668 -6,4155 -5,6944 -5,0217 -4,4583 -3,9966 -3,5796 -3,1362 -2,6031 -1,9351 -1,1258 -0,2321 0,6400 1,3913 1,9789 2,4194 2,7560 3,0187 3,2067 3,3067 3,3255 3,3031 3,2984 3,3629 3,5134 3,7234 3,9439 4,1285 4,2355 4,2318 4,1294 4,0132 4,0020 4,1672 4,4917 4,8924 5,2649 5,5184 5,5973 5,4853 5,1951 4,7615 4,2446 3,7206 3,2581 2,9071 2,7032 2,6571 2,7301 2,8414 2,9205 2,9493 2,9574 2,9987 3,1305 3,3944 3,7964 4,2956 4,8106 5,2429 5,5014 5,5170 5,2658 4,7863 4,1691 3,5275 2,9733 2,5921 2,4164 2,4113 2,4841 2,5220 2,4436 2,2300 1,9164 1,5577 1,1914 0,8218 0,4306 0,0062 -0,4367 -0,8648 -1,2410 -1,5241 -1,6737 -1,6671 -1,5034 -1,1895 -0,7297 -0,1264 0,6079 1,4368 2,2959 3,1046 3,7852 4,2855 4,5894 4,7031 4,6390 4,4125 4,0288 3,4665 2,7001 1,7562 0,7388 -0,2006 -0,9278 -1,3873 -1,6138 -1,6899 -1,6872 -1,6331 -1,5075 -1,2671 -0,8758 -0,3179 0,4023 1,2499 2,1358 2,9155 3,4360 3,6003 3,4045 2,9248 2,2717 1,5496 0,8469 0,2454 -0,1699 -0,3189 -0,1631 0,2574 0,8327 1,4336 1,9596 2,3581 2,6262 2,7911 2,8730 2,8642 2,7416 2,4958 2,1509 1,7606 1,3790 1,0273 0,6940 0,3612 0,0173 -0,3456 -0,7298 -1,1221 -1,4908 -1,7993 -2,0228 -2,1540 -2,1950 -2,1512 -2,0357 -1,8717 -1,6852 -1,5077 -1,3826 -1,3460 -1,3939 -1,4820 -1,5604 -1,5927 -1,5496 -1,4041 -1,1384 -0,7623 -0,3301 0,0723 0,3630 0,4865 0,4223 0,1896 -0,1631 -0,5816 -1,0177 -1,4203 -1,7276 -1,8826 -1,8532 -1,6467 -1,3127 -0,9180 -0,5099 -0,1093 0,2583 0,5423 0,6883 0,6718 0,5074 0,2336 -0,1058 -0,4662 -0,7974 -1,0437 -1,1531 -1,0917 -0,8556 -0,4685 0,0317 0,6023 1,2041 1,8155 2,4357 3,0673 3,6939 4,2613 4,6763 4,8421 4,7137 4,3208 3,7286 2,9863 2,1378 1,2701 0,5179 0,0102 -0,1800 -0,0551 0,3026 0,7503 1,1327 1,3306 1,2941 1,0551 0,7175 0,4296 0,3323 0,4888 0,8428 1,2368 1,4850 1,4548 1,1147 0,5247 -0,2011 -0,9210 -1,4795 -1,7403 -1,6311 -1,1647 -0,4206 0,4916 1,4567 2,3531 3,0550 3,4694 3,5812 3,4634 3,2398 3,0181 2,8355 2,6609 2,4486 2,1830 1,8855 1,5951 1,3357 1,0973 0,8596 0,6314 0,4584 0,3868 0,4302 0,5706 0,7707 0,9702 1,0831 1,0165 0,7043 0,1397 -0,6097 -1,4219 -2,1712 -2,7782 -3,2346 -3,5907 -3,9089 -4,2112 -4,4659 -4,6287 -4,6854 -4,6443 -4,5084 -4,2789 -3,9776 -3,6413 -3,2927 -2,9323 -2,5431 -2,0886 -1,5128 -0,7607 0,1858 1,2709 2,3644 3,3119 4,0066 4,4267 4,6195 4,6512 4,5545 4,3135 3,9015 3,3347 2,6921 2,0892 1,6308 1,3765 1,3317 1,4504 1,6450 1,8088 1,8565 1,7545 1,5242 1,2309 0,9665 0,8194 0,8343 0,9936 1,2245 1,4281 1,5227 1,4755 1,3041 1,0580 0,7903 0,5324 0,2860 0,0393 -0,2094 -0,4438 -0,6414 -0,7930 -0,9193 -1,0641 -1,2598 -1,4942 -1,7100 -1,8258 -1,7633 -1,4749 -0,9647 -0,2961 0,4133 1,0201 1,4109 1,5502 1,4759 1,2450 0,8930 0,4392 -0,0946 -0,6817 -1,2874 -1,8675 -2,3765 -2,7736 -3,0270 -3,1271 -3,0850 -2,9142 -2,6311 -2,2646 -1,8460 -1,3828 -0,8582 -0,2738 0,3163 0,8306 1,2147 1,4656 1,6181 1,7185 1,7988 1,8703 1,9504 2,0898 2,3638 2,8237 3,4481 4,1333 4,7321 5,1337 5,3309 5,4018 5,4241 5,4253 5,4003 5,3383 5,2180 4,9876 4,5735 3,9308 3,0940 2,1731 1,3024 0,5914 0,1082 -0,1143 -0,0693 0,2284 0,7331 1,3446 1,9040 2,2486 2,2850 2,0071 1,4650 0,7316 -0,1157 -0,9928 -1,7898 -2,3724 -2,6281 -2,5183 -2,0832 -1,4203 -0,6662 0,0361 0,5917 0,9876 1,2632 1,4512 1,5540 1,5529 1,4156 1,1003 0,5823 -0,1101 -0,8977 -1,6982 -2,4654 -3,1834 -3,8313 -4,3582 -4,6903 -4,7761 -4,6332 -4,3446 -4,0057 -3,6716 -3,3501 -3,0433 -2,7764 -2,5679 -2,4000 -2,2427 -2,0917 -1,9699 -1,9043 -1,9152 -2,0122 -2,1819 -2,3793 -2,5462 -2,6449 -2,6778 -2,6840 -2,7186 -2,8217
Fz    -3,9483 -3,9177 -3,9097 -3,9365 -3,9894 -4,0490 -4,0917 -4,0957 -4,0489 -3,9521 -3,8092 -3,6190 -3,3796 -3,1025 -2,8140 -2,5383 -2,2797 -2,0208 -1,7356 -1,4009 -1,0023 -0,5394 -0,0324 0,4811 0,9604 1,3774 1,7203 1,9878 2,1813 2,2977 2,3226 2,2392 2,0501 1,7923 1,5266 1,3161 1,2135 1,2535 1,4443 1,7696 2,2034 2,7154 3,2641 3,7938 4,2508 4,6031 4,8413 4,9584 4,9300 4,7185 4,2959 3,6669 2,8776 2,0057 1,1331 0,3212 -0,3963 -1,0000 -1,4683 -1,7768 -1,9143 -1,8894 -1,7256 -1,4590 -1,1435 -0,8415 -0,6008 -0,4372 -0,3337 -0,2497 -0,1328 0,0665 0,3816 0,8237 1,3880 2,0582 2,8062 3,5928 4,3770 5,1199 5,7755 6,2871 6,6075 6,7220 6,6429 6,3905 5,9894 5,4707 4,8661 4,2024 3,5104 2,8300 2,1948 1,6132 1,0698 0,5522 0,0736 -0,3314 -0,6314 -0,8164 -0,9019 -0,9220 -0,9191 -0,9332 -0,9919 -1,1026 -1,2441 -1,3593 -1,3706 -1,2238 -0,9304 -0,5685 -0,2449 -0,0530 -0,0482 -0,2387 -0,5888 -1,0360 -1,5160 -1,9847 -2,4251 -2,8404 -3,2464 -3,6609 -4,0916 -4,5262 -4,9313 -5,2602 -5,4696 -5,5414 -5,4914 -5,3620 -5,1992 -5,0267 -4,8357 -4,5989 -4,2900 -3,8904 -3,3936 -2,8157 -2,1977 -1,5860 -1,0084 -0,4619 0,0839 0,6667 1,3031 1,9714 2,6216 3,2060 3,6992 4,0932 4,3857 4,5751 4,6575 4,6282 4,4927 4,2766 4,0165 3,7433 3,4821 3,2634 3,1238 3,0876 3,1435 3,2488 3,3644 3,4835 3,6262 3,8167 4,0681 4,3771 4,7213 5,0582 5,3306 5,4805 5,4687 5,2916 4,9828 4,5963 4,1824 3,7761 3,3979 3,0560 2,7478 2,4744 2,2625 2,1668 2,2431 2,5175 2,9714 3,5491 4,1769 4,7828 5,3078 5,7118 5,9722 6,0724 5,9979 5,7466 5,3389 4,8147 4,2253 3,6238 3,0521 2,5303 2,0601 1,6394 1,2732 0,9709 0,7285 0,5151 0,2872 0,0250 -0,2494 -0,4878 -0,6428 -0,6842 -0,6013 -0,3999 -0,1020 0,2573 0,6422 1,0294 1,4130 1,8046 2,2303 2,7162 3,2609 3,8210 4,3256 4,7076 4,9294 4,9865 4,8909 4,6553 4,2898 3,8075 3,2310 2,5964 1,9492 1,3302 0,7636 0,2553 -0,1934 -0,5710 -0,8538 -1,0162 -1,0350 -0,8888 -0,5636 -0,0616 0,5911 1,3446 2,1413 2,9293 3,6563 4,2635 4,7011 4,9509 5,0276 4,9625 4,7899 4,5439 4,2568 3,9562 3,6652 3,4055 3,1984 3,0555 2,9631 2,8761 2,7354 2,5011 2,1784 1,8182 1,4904 1,2465 1,1010 1,0401 1,0417 1,0826 1,1335 1,1583 1,1250 1,0213 0,8621 0,6821 0,5178 0,3911 0,3031 0,2401 0,1840 0,1229 0,0547 -0,0196 -0,1061 -0,2202 -0,3813 -0,6051 -0,8987 -1,2547 -1,6410 -2,0014 -2,2729 -2,4107 -2,3965 -2,2304 -1,9232 -1,4965 -0,9858 -0,4422 0,0715 0,4917 0,7727 0,9074 0,9255 0,8647 0,7421 0,5519 0,2848 -0,0544 -0,4414 -0,8331 -1,1695 -1,3852 -1,4274 -1,2700 -0,9222 -0,4287 0,1381 0,6997 1,1962 1,5955 1,8838 2,0558 2,1192 2,1050 2,0649 2,0599 2,1461 2,3548 2,6724 3,0397 3,3797 3,6415 3,8247 3,9616 4,0790 4,1837 4,2693 4,3193 4,3039 4,1848 3,9360 3,5635 3,1054 2,6117 2,1303 1,7061 1,3750 1,1506 1,0160 0,9311 0,8546 0,7655 0,6663 0,5744 0,5146 0,5165 0,6102 0,8155 1,1283 1,5151 1,9290 2,3347 2,7121 3,0372 3,2767 3,4051 3,4225 3,3628 3,2874 3,2583 3,3056 3,4239 3,5958 3,8045 4,0213 4,2010 4,2989 4,2893 4,1687 3,9528 3,6709 3,3520 3,0143 2,6679 2,3203 1,9783 1,6465 1,3224 0,9972 0,6583 0,2953 -0,0990 -0,5293 -0,9973 -1,4947 -2,0010 -2,4871 -2,9210 -3,2757 -3,5410 -3,7272 -3,8544 -3,9347 -3,9679 -3,9489 -3,8736 -3,7408 -3,5535 -3,3131 -3,0137 -2,6459 -2,2009 -1,6774 -1,0908 -0,4719 0,1485 0,7548 1,3468 1,9239 2,4759 2,9947 3,4877 3,9724 4,4545 4,9109 5,2967 5,5676 5,6945 5,6618 5,4650 5,1138 4,6367 4,0830 3,5185 3,0080 2,5942 2,2916 2,0980 2,0037 1,9933 2,0450 2,1291 2,2086 2,2459 2,2149 2,1025 1,9002 1,6032 1,2238 0,7978 0,3733 -0,0084 -0,3222 -0,5553 -0,6958 -0,7332 -0,6691 -0,5252 -0,3348 -0,1303 0,0644 0,2322 0,3610 0,4513 0,5215 0,5936 0,6663 0,7110 0,6981 0,6200 0,4905 0,3366 0,1934 0,0907 0,0371 0,0245 0,0463 0,1017 0,1882 0,2990 0,4211 0,5309 0,6059 0,6508 0,7017 0,8009 0,9668 1,1824 1,4147 1,6399 1,8515 2,0569 2,2704 2,5088 2,7856 3,1023 3,4501 3,8230 4,2297 4,6883 5,2079 5,7665 6,2994 6,7207 6,9758 7,0797 7,0985 7,0938 7,0917 7,0882 7,0542 6,9391 6,6964 6,3159 5,8331 5,3138 4,8212 4,3822 3,9889 3,6299 3,3059 3,0209 2,7739 2,5598 2,3704 2,1955 2,0258 1,8558 1,6852 1,5169 1,3557 1,2052 1,0616 0,9144 0,7600 0,6119 0,4972 0,4422 0,4538 0,5117 0,5858 0,6604 0,7379 0,8229 0,9098 0,9826 1,0215 1,0082 0,9299 0,7869 0,5969 0,3899 0,1943 0,0290 -0,0977 -0,1885 -0,2575 -0,3267 -0,4243 -0,5847 -0,8410 -1,2090 -1,6794 -2,2249 -2,8101 -3,3950 -3,9344 -4,3801 -4,6967 -4,8755 -4,9313 -4,8889 -4,7698 -4,5811 -4,3173 -3,9737 -3,5608 -3,1099 -2,6723 -2,3117 -2,0885 -2,0393 -2,1590 -2,3964 -2,6674 -2,8789
F3    -3,4171 -3,3094 -3,2168 -3,1588 -3,1367 -3,1430 -3,1678 -3,2001 -3,2304 -3,2549 -3,2719 -3,2751 -3,2554 -3,2083 -3,1371 -3,0472 -2,9365 -2,7874 -2,5703 -2,2556 -1,8253 -1,2832 -0,6619 -0,0171 0,5961 1,1466 1,6255 2,0262 2,3316 2,5121 2,5334 2,3760 2,0573 1,6333 1,1785 0,7632 0,4484 0,2905 0,3346 0,6013 1,0848 1,7574 2,5681 3,4459 4,3148 5,1110 5,7833 6,2759 6,5201 6,4516 6,0408 5,3105 4,3367 3,2279 2,0961 1,0314 0,0885 -0,7111 -1,3611 -1,8554 -2,1840 -2,3321 -2,2852 -2,0453 -1,6480 -1,1574 -0,6458 -0,1771 0,2047 0,4861 0,6841 0,8306 0,9550 1,0880 1,2768 1,5852 2,0652 2,7318 3,5566 4,4752 5,3935 6,2026 6,8043 7,1348 7,1711 6,9318 6,4721 5,8655 5,1769 4,4527 3,7324 3,0561 2,4524 1,9170 1,4149 0,9145 0,4224 -0,0202 -0,3671 -0,5917 -0,6967 -0,7136 -0,6938 -0,6948 -0,7618 -0,9137 -1,1321 -1,3538 -1,4846 -1,4454 -1,2257 -0,8990 -0,5900 -0,4196 -0,4618 -0,7238 -1,1517 -1,6614 -2,1776 -2,6595 -3,0990 -3,5041 -3,8837 -4,2414 -4,5776 -4,8905 -5,1686 -5,3847 -5,5099 -5,5380 -5,4949 -5,4231 -5,3538 -5,2864 -5,1923 -5,0359 -4,7934 -4,4526 -4,0088 -3,4744 -2,8867 -2,2946 -1,7353 -1,2128 -0,6919 -0,1192 0,5382 1,2645 2,0011 2,6807 3,2616 3,7357 4,1107 4,3903 4,5654 4,6165 4,5290 4,3091 3,9856 3,6024 3,2154 2,8887 2,6807 2,6203 2,6847 2,8079 2,9291 3,0300 3,1298 3,2626 3,4624 3,7512 4,1257 4,5492 4,9540 5,2560 5,3828 5,3016 5,0279 4,6140 4,1300 3,6442 3,2042 2,8222 2,4786 2,1482 1,8308 1,5608 1,3913 1,3698 1,5242 1,8565 2,3405 2,9247 3,5430 4,1260 4,6063 4,9197 5,0138 4,8634 4,4821 3,9193 3,2485 2,5513 1,8977 1,3300 0,8665 0,5147 0,2817 0,1741 0,1863 0,2838 0,4073 0,5037 0,5565 0,5862 0,6258 0,6984 0,8081 0,9404 1,0667 1,1541 1,1819 1,1504 1,0781 0,9999 0,9680 1,0375 1,2329 1,5278 1,8589 2,1599 2,3900 2,5435 2,6358 2,6821 2,6855 2,6322 2,4963 2,2545 1,9008 1,4497 0,9299 0,3782 -0,1674 -0,6733 -1,1135 -1,4711 -1,7330 -1,8809 -1,8886 -1,7254 -1,3663 -0,8051 -0,0571 0,8405 1,8204 2,7846 3,6312 4,2874 4,7179 4,9144 4,8884 4,6733 4,3260 3,9172 3,5177 3,1852 2,9526 2,8175 2,7388 2,6494 2,4882 2,2287 1,8877 1,5158 1,1730 0,9049 0,7304 0,6468 0,6392 0,6844 0,7514 0,8069 0,8221 0,7763 0,6604 0,4859 0,2852 0,0962 -0,0559 -0,1650 -0,2358 -0,2726 -0,2743 -0,2402 -0,1797 -0,1201 -0,1040 -0,1764 -0,3695 -0,6883 -1,1028 -1,5545 -1,9768 -2,3123 -2,5157 -2,5524 -2,4036 -2,0760 -1,6081 -1,0657 -0,5286 -0,0764 0,2312 0,3763 0,3846 0,2953 0,1287 -0,1171 -0,4451 -0,8417 -1,2745 -1,6932 -2,0295 -2,2074 -2,1629 -1,8644 -1,3269 -0,6124 0,1847 0,9637 1,6396 2,1560 2,4858 2,6265 2,5995 2,4497 2,2339 2,0104 1,8381 1,7665 1,8118 1,9449 2,1106 2,2672 2,4101 2,5574 2,7212 2,9003 3,0907 3,2821 3,4421 3,5124 3,4327 3,1755 2,7587 2,2298 1,6461 1,0695 0,5594 0,1567 -0,1320 -0,3354 -0,5009 -0,6681 -0,8527 -1,0418 -1,1963 -1,2596 -1,1749 -0,9060 -0,4540 0,1370 0,7940 1,4424 2,0188 2,4669 2,7413 2,8251 2,7400 2,5496 2,3486 2,2272 2,2314 2,3591 2,5858 2,8778 3,1842 3,4387 3,5852 3,5962 3,4693 3,2231 2,8938 2,5235 2,1485 1,7947 1,4729 1,1812 0,9071 0,6288 0,3205 -0,0344 -0,4327 -0,8534 -1,2744 -1,6843 -2,0794 -2,4587 -2,8226 -3,1665 -3,4769 -3,7362 -3,9307 -4,0512 -4,0906 -4,0490 -3,9365 -3,7670 -3,5538 -3,3123 -3,0542 -2,7789 -2,4733 -2,1198 -1,7066 -1,2353 -0,7220 -0,1904 0,3396 0,8596 1,3660 1,8542 2,3201 2,7657 3,1980 3,6191 4,0142 4,3545 4,6154 4,7832 4,8432 4,7722 4,5479 4,1693 3,6712 3,1209 2,5942 2,1499 1,8182 1,6076 1,5099 1,5025 1,5524 1,6182 1,6533 1,6162 1,4841 1,2542 0,9354 0,5443 0,1100 -0,3265 -0,7274 -1,0700 -1,3431 -1,5342 -1,6223 -1,5878 -1,4317 -1,1873 -0,9115 -0,6590 -0,4601 -0,3250 -0,2601 -0,2667 -0,3288 -0,4233 -0,5466 -0,7175 -0,9454 -1,2060 -1,4504 -1,6315 -1,7212 -1,7183 -1,6443 -1,5215 -1,3575 -1,1532 -0,9189 -0,6694 -0,4135 -0,1579 0,0874 0,3165 0,5331 0,7408 0,9267 1,0639 1,1385 1,1664 1,1778 1,1985 1,2482 1,3453 1,5055 1,7337 2,0231 2,3701 2,7871 3,2944 3,8965 4,5507 5,1569 5,5965 5,8032 5,8060 5,6991 5,5725 5,4724 5,4031 5,3324 5,2002 4,9467 4,5437 4,0143 3,4372 2,9178 2,5328 2,2995 2,1898 2,1516 2,1241 2,0582 1,9309 1,7419 1,5017 1,2280 0,9459 0,6871 0,4866 0,3710 0,3428 0,3736 0,4200 0,4526 0,4720 0,5043 0,5747 0,6781 0,7746 0,8207 0,8000 0,7259 0,6248 0,5203 0,4214 0,3177 0,1876 0,0190 -0,1743 -0,3541 -0,4827 -0,5477 -0,5618 -0,5465 -0,5202 -0,4933 -0,4663 -0,4402 -0,4340 -0,4936 -0,6782 -1,0285 -1,5414 -2,1705 -2,8468 -3,4984 -4,0652 -4,5111 -4,8276 -5,0223 -5,1044 -5,0773 -4,9342 -4,6660 -4,2739 -3,7801 -3,2349 -2,7168 -2,3189 -2,1230 -2,1701 -2,4365 -2,8374 -3,2516 -3,5589
F7    -1,7206 -2,2899 -2,8454 -3,3671 -3,8143 -4,1343 -4,2813 -4,2331 -4,0059 -3,6570 -3,2595 -2,8626 -2,4760 -2,0950 -1,7344 -1,4326 -1,2266 -1,1268 -1,1109 -1,1404 -1,1902 -1,2676 -1,3971 -1,5812 -1,7773 -1,9109 -1,9175 -1,7798 -1,5174 -1,1462 -0,6643 -0,0699 0,6240 1,3881 2,1766 2,9280 3,5796 4,0966 4,4806 4,7532 4,9422 5,0716 5,1425 5,1259 4,9878 4,7252 4,3739 3,9781 3,5564 3,1026 2,6104 2,0931 1,5896 1,1592 0,8562 0,6943 0,6301 0,5925 0,5345 0,4576 0,3930 0,3793 0,4511 0,6215 0,8603 1,0919 1,2230 1,1878 0,9804 0,6636 0,3520 0,1710 0,2157 0,5340 1,1296 1,9546 2,9056 3,8481 4,6585 5,2498 5,5836 5,6784 5,6062 5,4613 5,3081 5,1498 4,9485 4,6667 4,2915 3,8399 3,3581 2,9147 2,5775 2,3843 2,3303 2,3751 2,4542 2,4885 2,4110 2,2034 1,9138 1,6307 1,4324 1,3465 1,3400 1,3464 1,3104 1,2215 1,1106 1,0213 0,9842 1,0125 1,1107 1,2807 1,5110 1,7617 1,9640 2,0378 1,9272 1,6295 1,1854 0,6333 -0,0235 -0,8038 -1,7081 -2,6957 -3,6941 -4,6089 -5,3363 -5,7990 -5,9827 -5,9275 -5,6810 -5,2645 -4,6809 -3,9504 -3,1365 -2,3385 -1,6538 -1,1474 -0,8397 -0,7033 -0,6690 -0,6419 -0,5333 -0,2898 0,1048 0,6426 1,2981 2,0360 2,8140 3,5692 4,2181 4,6854 4,9345 4,9788 4,8799 4,7241 4,5824 4,4866 4,4458 4,4627 4,5334 4,6452 4,7776 4,9041 4,9975 5,0417 5,0391 5,0072 4,9775 4,9889 5,0611 5,1666 5,2296 5,1617 4,9111 4,4905 3,9663 3,4267 2,9518 2,5868 2,3340 2,1789 2,1256 2,2098 2,4813 2,9601 3,5920 4,2460 4,7707 5,0673 5,1250 4,9978 4,7528 4,4456 4,1307 3,8665 3,6957 3,6297 3,6525 3,7298 3,8132 3,8541 3,8203 3,7020 3,5117 3,2838 3,0631 2,8798 2,7295 2,5759 2,3785 2,1197 1,8104 1,4817 1,1781 0,9431 0,7901 0,6960 0,6333 0,6037 0,6424 0,7944 1,0819 1,4912 1,9888 2,5403 3,1122 3,6630 4,1367 4,4677 4,5908 4,4498 4,0101 3,2789 2,3269 1,2919 0,3560 -0,3095 -0,6139 -0,5828 -0,3318 -0,0109 0,2423 0,3413 0,2806 0,1339 0,0161 0,0333 0,2458 0,6464 1,1565 1,6579 2,0484 2,2752 2,3317 2,2497 2,1064 2,0165 2,0864 2,3652 2,8339 3,4094 3,9564 4,3313 4,4414 4,2781 3,9126 3,4609 3,0221 2,6248 2,2335 1,8108 1,3692 0,9612 0,6383 0,4306 0,3430 0,3560 0,4417 0,5815 0,7584 0,9381 1,0675 1,0927 0,9823 0,7469 0,4342 0,0951 -0,2463 -0,5971 -0,9747 -1,3749 -1,7618 -2,0897 -2,3254 -2,4499 -2,4566 -2,3620 -2,2041 -2,0165 -1,8063 -1,5612 -1,2740 -0,9602 -0,6583 -0,4098 -0,2384 -0,1451 -0,1220 -0,1705 -0,3091 -0,5668 -0,9491 -1,3893 -1,7490 -1,8942 -1,7850 -1,5010 -1,1845 -0,9572 -0,8742 -0,9213 -1,0311 -1,1043 -1,0350 -0,7419 -0,2007 0,5309 1,3111 1,9471 2,2651 2,1915 1,7956 1,2540 0,7598 0,4484 0,3794 0,5612 0,9783 1,5914 2,3206 3,0478 3,6498 4,0451 4,2258 4,2505 4,1964 4,0974 3,9203 3,5973 3,0756 2,3492 1,4795 0,6010 -0,1240 -0,5864 -0,7757 -0,7669 -0,6773 -0,6049 -0,5769 -0,5416 -0,4027 -0,0751 0,4496 1,0702 1,6167 1,9400 1,9822 1,7815 1,4208 0,9784 0,5249 0,1432 -0,0772 -0,0752 0,1563 0,5783 1,1217 1,7050 2,2560 2,7256 3,0908 3,3643 3,6036 3,8810 4,2169 4,5500 4,7805 4,8380 4,7104 4,4372 4,0902 3,7412 3,4288 3,1404 2,8292 2,4629 2,0663 1,7110 1,4592 1,3098 1,1981 1,0419 0,7824 0,4034 -0,0618 -0,5411 -0,9515 -1,2271 -1,3395 -1,3109 -1,2145 -1,1468 -1,1689 -1,2671 -1,3728 -1,4131 -1,3448 -1,1684 -0,9238 -0,6611 -0,4009 -0,1277 0,1771 0,5223 0,9224 1,3981 1,9571 2,5717 3,1657 3,6374 3,9200 4,0288 4,0459 4,0591 4,1110 4,1954 4,2835 4,3459 4,3639 4,3357 4,2694 4,1773 4,0841 4,0239 4,0104 4,0192 4,0037 3,9240 3,7652 3,5437 3,3063 3,1144 3,0089 2,9888 3,0295 3,0983 3,1449 3,1121 2,9723 2,7425 2,4694 2,2064 1,9953 1,8509 1,7533 1,6599 1,5296 1,3377 1,0740 0,7402 0,3491 -0,0754 -0,4907 -0,8226 -0,9745 -0,8747 -0,5291 -0,0299 0,4943 0,9484 1,3054 1,5851 1,8164 2,0108 2,1632 2,2747 2,3549 2,3852 2,3019 2,0331 1,5466 0,8772 0,1350 -0,5210 -0,9481 -1,0849 -0,9745 -0,7315 -0,4620 -0,1976 0,1067 0,5307 1,1220 1,8360 2,5443 3,1067 3,4417 3,5668 3,5888 3,6297 3,7400 3,8743 3,9352 3,8434 3,5974 3,2884 3,0449 2,9488 3,0071 3,1811 3,4100 3,6209 3,7552 3,7952 3,7553 3,6581 3,5030 3,2374 2,7869 2,1394 1,3881 0,6950 0,2052 -0,0301 -0,0578 0,0472 0,2532 0,5704 0,9968 1,4852 1,9621 2,3598 2,6252 2,7229 2,6458 2,4209 2,1008 1,7480 1,4245 1,1883 1,0854 1,1358 1,3129 1,5431 1,7481 1,8973 2,0157 2,1400 2,2721 2,3761 2,4081 2,3251 2,0831 1,6616 1,0891 0,4278 -0,2606 -0,9315 -1,5494 -2,0738 -2,4583 -2,6612 -2,6585 -2,4573 -2,0954 -1,6188 -1,0621 -0,4582 0,1401 0,6697 1,0834 1,3541 1,4669 1,4311 1,2827 1,0566 0,7596 0,3803 -0,0626 -0,4923 -0,8194 -1,0160 -1,1382 -1,2843 -1,5234 -1,8438
