Fp1   -2,2672 -1,9057 -1,5878 -1,2774 -0,9652 -0,6767 -0,4345 -0,2245 0,0007 0,2865 0,6478 1,0720 1,5280 1,9608 2,3043 2,5271 2,6498 2,7070 2,7146 2,6774 2,5882 2,4170 2,1387 1,7680 1,3525 0,9455 0,5870 0,2926 0,0521 -0,1683 -0,4117 -0,6944 -0,9860 -1,2394 -1,4289 -1,5624 -1,6662 -1,7398 -1,7382 -1,6218 -1,4081 -1,1651 -0,9624 -0,8313 -0,7732 -0,7903 -0,8915 -1,0676 -1,2740 -1,4577 -1,5991 -1,7150 -1,8348 -1,9826 -2,1623 -2,3413 -2,4559 -2,4573 -2,3570 -2,2195 -2,1097 -2,0479 -2,0067 -1,9469 -1,8548 -1,7394 -1,6153 -1,5081 -1,4568 -1,4943 -1,6314 -1,8574 -2,1386 -2,4118 -2,6099 -2,7051 -2,6994 -2,5881 -2,3670 -2,0568 -1,6997 -1,3471 -1,0493 -0,8373 -0,7154 -0,6759 -0,7071 -0,7878 -0,8851 -0,9570 -0,9638 -0,8845 -0,7246 -0,5128 -0,2992 -0,1472 -0,1110 -0,2129 -0,4328 -0,7135 -0,9865 -1,2084 -1,3832 -1,5537 -1,7717 -2,0743 -2,4923 -3,0603 -3,8011 -4,6985 -5,6900 -6,6837 -7,5856 -8,3295 -8,8967 -9,3086 -9,5931 -9,7590 -9,8037 -9,7317 -9,5554 -9,2738 -8,8513 -8,2437 -7,4690 -6,6297 -5,8425 -5,1700 -4,6260 -4,2028 -3,8610 -3,5189 -3,0902 -2,5326 -1,8452 -1,0374 -0,1198 0,8841 1,9234 2,9141 3,7649 4,4249 4,8994 5,2171 5,4081 5,5108 5,5631 5,5768 5,5359 5,4173 5,2125 4,9262 4,5474 4,0554 3,4874 2,9690 2,6388 2,5519 2,6546 2,8305 2,9767 3,0569 3,1004 3,1569 3,2501 3,3663 3,4723 3,5440 3,5872 3,6305 3,6969 3,7867 3,8925 4,0363 4,2809 4,6707 5,1613 5,6364 5,9857 6,1442 6,0907 5,8515 5,5008 5,1184 4,7348 4,3312 3,8940 3,4473 3,0289 2,6450 2,2583 1,8286 1,3600 0,9064 0,5442 0,3399 0,3175 0,4433 0,6390 0,8138 0,9026 0,8870 0,7694 0,5404 0,1939 -0,2396 -0,7008 -1,1208 -1,4187 -1,5161 -1,3782 -1,0385 -0,6002 -0,2068 0,0286 0,0776 -0,0087 -0,1476 -0,2694 -0,3361 -0,3428 -0,3068 -0,2484 -0,1843 -0,1397 -0,1509 -0,2457 -0,4384 -0,7443 -1,1580 -1,6093 -1,9801 -2,1872 -2,2410 -2,2170 -2,1885 -2,1934 -2,2336 -2,2786 -2,2841 -2,2281 -2,1188 -1,9674 -1,7876 -1,6242 -1,5467 -1,6048 -1,7990 -2,0826 -2,3851 -2,6433 -2,8111 -2,8448 -2,6982 -2,3520 -1,8522 -1,2998 -0,7853 -0,3419 0,0264 0,3014 0,4649 0,5198 0,4701 0,3265 0,1445 0,0045 -0,0523 -0,0397 0,0083 0,0733 0,1654 0,3137 0,5492 0,8700 1,2061 1,4623 1,6128 1,7160 1,8364 1,9854 2,1194 2,1575 2,0189 1,6663 1,1255 0,4792 -0,1523 -0,6658 -1,0344 -1,2933 -1,4691 -1,5523 -1,5404 -1,4818 -1,4489 -1,4597 -1,4508 -1,3427 -1,1181 -0,8292 -0,5407 -0,2837 -0,0588 0,1451 0,3453 0,5524 0,7465 0,8783 0,9020 0,8069 0,6153 0,3539 0,0504 -0,2528 -0,5076 -0,6760 -0,7405 -0,7135 -0,6315 -0,5352 -0,4497 -0,3740 -0,3039 -0,2577 -0,2526 -0,2651 -0,2348 -0,1046 0,1394 0,4524 0,7587 1,0091 1,2032 1,3503 1,4263 1,3913 1,2426 1,0138 0,7295 0,3976 0,0325 -0,3462 -0,7123 -1,0130 -1,1898 -1,2385 -1,2208 -1,2067 -1,2230 -1,2601 -1,3135 -1,4030 -1,5335 -1,6645 -1,7481 -1,7682 -1,7322 -1,6632 -1,5929 -1,5341 -1,4729 -1,3934 -1,2800 -1,1032 -0,8434 -0,5333 -0,2513 -0,0581 0,0472 0,1040 0,1491 0,2030 0,2624 0,3002 0,2854 0,2054 0,0702 -0,1064 -0,3175 -0,5506 -0,7922 -1,0496 -1,3490 -1,7068 -2,1052 -2,5034 -2,8575 -3,1127 -3,2151 -3,1557 -2,9760 -2,7379 -2,5005 -2,2999 -2,1386 -1,9955 -1,8494 -1,6958 -1,5534 -1,4588 -1,4432 -1,5112 -1,6501 -1,8388 -2,0342 -2,1717 -2,1948 -2,0872 -1,8932 -1,7154 -1,6756 -1,8383 -2,1558 -2,5125 -2,8233 -3,0657 -3,2312 -3,2991 -3,2582 -3,1182 -2,9137 -2,7074 -2,5620 -2,5120 -2,5641 -2,6985 -2,8720 -3,0410 -3,1889 -3,3297 -3,4873 -3,6729 -3,8803 -4,0973 -4,3157 -4,5413 -4,7944 -5,0785 -5,3394 -5,4787 -5,4275 -5,2065 -4,9108 -4,6385 -4,4219 -4,2113 -3,9265 -3,5374 -3,1009 -2,7134 -2,4502 -2,3461 -2,3960 -2,5762 -2,8824 -3,3169 -3,8450 -4,4026 -4,9421 -5,4473 -5,9002 -6,2464 -6,4165 -6,3965 -6,2661 -6,1510 -6,1338 -6,2207 -6,3861 -6,6138 -6,9036 -7,2642 -7,6949 -8,1539 -8,5528 -8,7882 -8,7756 -8,4972 -8,0468 -7,6055 -7,3517 -7,3981 -7,7753 -8,4194 -9,1799 -9,8909 -10,4524 -10,8383 -11,0599 -11,1509 -11,1646 -11,1524 -11,1473 -11,1670 -11,1928 -11,1311 -10,8323 -10,1783 -9,1619 -7,8926 -6,5240 -5,1802 -3,9651 -2,9932 -2,3254 -1,8906 -1,5405 -1,1607 -0,7038 -0,1790 0,3487 0,7781 1,0117 0,9892 0,7265 0,3377 -0,0233 -0,2597 -0,3559 -0,3451 -0,3026 -0,3271 -0,4768 -0,7410 -1,0763 -1,4332 -1,7587 -2,0126 -2,1900 -2,3179 -2,4301 -2,5582 -2,7371 -2,9858 -3,2843 -3,5917 -3,8823 -4,1507 -4,3925 -4,5860 -4,6993 -4,7241 -4,6916 -4,6493 -4,6368 -4,6596 -4,6614 -4,5617 -4,3450 -4,0804 -3,8692 -3,8105 -3,9696 -4,3412 -4,8658 -5,4879 -6,1692 -6,8587 -7,4894 -8,0042 -8,3613 -8,5264 -8,4871 -8,2681 -7,9285 -7,5571 -7,2507 -7,0674 -7,0010 -7,0001 -7,0098 -6,9978 -6,9412 -6,8137 -6,6141 -6,3738 -6,1082 -5,7840 -5,3588 -4,8451 -4,3241 -3,8883 -3,5811 -3,4001 -3,3452 -3,4434 -3,7212 -4,1518 -4,6483 -5,1307 -5,5849 -6,0434 -6,5289 -7,0342 -7,5427 -8,0377 -8,4783 -8,7788 -8,8443
Fz    -0,3043 0,0511 0,2848 0,4117 0,4448 0,3990 0,3072 0,2220 0,1985 0,2710 0,4383 0,6737 0,9424 1,2060 1,4290 1,6016 1,7424 1,8654 1,9563 1,9851 1,9217 1,7393 1,4300 1,0222 0,5721 0,1368 -0,2435 -0,5474 -0,7706 -0,9290 -1,0522 -1,1549 -1,2221 -1,2336 -1,1924 -1,1249 -1,0648 -1,0271 -1,0017 -0,9769 -0,9603 -0,9711 -1,0176 -1,0820 -1,1293 -1,1275 -1,0588 -0,9180 -0,7067 -0,4357 -0,1333 0,1571 0,3901 0,5283 0,5512 0,4673 0,3145 0,1378 -0,0378 -0,2112 -0,3875 -0,5591 -0,7073 -0,8227 -0,9200 -1,0180 -1,1160 -1,2018 -1,2738 -1,3428 -1,4216 -1,5173 -1,6248 -1,7209 -1,7766 -1,7785 -1,7251 -1,6103 -1,4319 -1,2077 -0,9720 -0,7580 -0,5882 -0,4717 -0,4098 -0,4075 -0,4729 -0,6015 -0,7646 -0,9110 -0,9863 -0,9611 -0,8443 -0,6777 -0,5239 -0,4515 -0,5134 -0,7298 -1,0831 -1,5227 -1,9812 -2,4003 -2,7524 -3,0441 -3,2995 -3,5403 -3,7860 -4,0628 -4,4004 -4,8194 -5,3239 -5,8958 -6,4911 -7,0528 -7,5390 -7,9390 -8,2593 -8,5038 -8,6724 -8,7711 -8,8141 -8,8090 -8,7385 -8,5688 -8,2918 -7,9445 -7,5759 -7,2162 -6,8830 -6,5892 -6,3217 -6,0271 -5,6391 -5,1265 -4,5036 -3,8089 -3,0835 -2,3616 -1,6730 -1,0581 -0,5635 -0,2139 0,0027 0,1146 0,1471 0,1259 0,0810 0,0407 0,0232 0,0325 0,0642 0,1100 0,1485 0,1518 0,1242 0,1214 0,2090 0,4070 0,6757 0,9379 1,1196 1,1892 1,1706 1,1194 1,0884 1,1089 1,1888 1,3215 1,4981 1,7108 1,9483 2,1909 2,4210 2,6505 2,9286 3,2983 3,7434 4,1924 4,5640 4,7917 4,8350 4,6960 4,4214 4,0664 3,6583 3,2011 2,7121 2,2382 1,8307 1,5066 1,2394 0,9881 0,7336 0,4976 0,3334 0,2955 0,4064 0,6420 0,9431 1,2369 1,4623 1,5861 1,5971 1,4924 1,2796 0,9866 0,6560 0,3348 0,0750 -0,0772 -0,1058 -0,0364 0,0675 0,1288 0,0978 -0,0212 -0,1796 -0,3169 -0,3884 -0,3755 -0,2817 -0,1205 0,0928 0,3381 0,5844 0,7932 0,9321 0,9772 0,9077 0,7218 0,4620 0,2012 -0,0053 -0,1478 -0,2441 -0,3131 -0,3687 -0,4221 -0,4728 -0,5086 -0,5233 -0,5209 -0,5039 -0,4786 -0,4763 -0,5490 -0,7379 -1,0488 -1,4469 -1,8725 -2,2649 -2,5714 -2,7391 -2,7171 -2,4841 -2,0753 -1,5681 -1,0361 -0,5209 -0,0512 0,3350 0,6037 0,7402 0,7402 0,6129 0,3970 0,1480 -0,0934 -0,3097 -0,4988 -0,6596 -0,7764 -0,8169 -0,7506 -0,5806 -0,3617 -0,1659 -0,0204 0,0996 0,2226 0,3466 0,4367 0,4382 0,3051 0,0298 -0,3521 -0,7726 -1,1462 -1,4012 -1,5161 -1,5186 -1,4476 -1,3277 -1,1780 -1,0310 -0,9238 -0,8620 -0,8055 -0,7075 -0,5600 -0,3986 -0,2693 -0,1972 -0,1815 -0,2067 -0,2504 -0,2912 -0,3243 -0,3633 -0,4214 -0,4949 -0,5705 -0,6402 -0,7007 -0,7479 -0,7830 -0,8118 -0,8380 -0,8639 -0,8868 -0,8939 -0,8650 -0,7836 -0,6553 -0,5121 -0,3847 -0,2765 -0,1673 -0,0332 0,1372 0,3309 0,5186 0,6831 0,8309 0,9695 1,0804 1,1263 1,0859 0,9627 0,7605 0,4758 0,1149 -0,2984 -0,7188 -1,0760 -1,3000 -1,3639 -1,2901 -1,1166 -0,8751 -0,5964 -0,3212 -0,0930 0,0708 0,1902 0,2890 0,3700 0,4257 0,4518 0,4485 0,4228 0,3880 0,3571 0,3413 0,3533 0,3938 0,4374 0,4458 0,4019 0,3258 0,2518 0,2024 0,1813 0,1723 0,1444 0,0665 -0,0792 -0,2955 -0,5804 -0,9286 -1,3200 -1,7227 -2,1104 -2,4661 -2,7731 -3,0103 -3,1623 -3,2264 -3,2063 -3,1107 -2,9603 -2,7824 -2,6020 -2,4382 -2,2985 -2,1786 -2,0728 -1,9831 -1,9184 -1,8930 -1,9293 -2,0497 -2,2609 -2,5555 -2,9184 -3,3183 -3,7050 -4,0239 -4,2305 -4,3060 -4,2700 -4,1739 -4,0649 -3,9510 -3,8072 -3,6157 -3,3817 -3,1131 -2,8061 -2,4557 -2,0650 -1,6563 -1,2776 -0,9815 -0,7975 -0,7281 -0,7558 -0,8509 -0,9834 -1,1363 -1,3137 -1,5374 -1,8262 -2,1764 -2,5636 -2,9581 -3,3437 -3,7184 -4,0720 -4,3682 -4,5641 -4,6519 -4,6744 -4,6951 -4,7544 -4,8414 -4,9000 -4,8682 -4,7279 -4,5243 -4,3377 -4,2370 -4,2528 -4,3718 -4,5592 -4,7933 -5,0658 -5,3567 -5,6356 -5,8871 -6,1156 -6,3230 -6,4851 -6,5627 -6,5440 -6,4718 -6,4118 -6,3970 -6,4197 -6,4719 -6,5600 -6,6875 -6,8536 -7,0599 -7,2925 -7,5063 -7,6397 -7,6338 -7,4576 -7,1472 -6,8116 -6,5783 -6,5397 -6,7397 -7,1720 -7,7755 -8,4522 -9,1022 -9,6486 -10,0474 -10,2902 -10,3954 -10,3929 -10,3195 -10,2199 -10,1218 -9,9998 -9,7793 -9,3877 -8,8092 -8,0969 -7,3362 -6,5952 -5,9174 -5,3421 -4,8854 -4,5088 -4,1473 -3,7631 -3,3513 -2,9202 -2,4890 -2,0946 -1,7930 -1,6458 -1,6814 -1,8611 -2,1068 -2,3621 -2,6141 -2,8741 -3,1667 -3,5132 -3,9008 -4,2829 -4,6130 -4,8617 -5,0119 -5,0575 -5,0125 -4,9095 -4,7832 -4,6639 -4,5775 -4,5333 -4,5152 -4,5028 -4,4990 -4,5267 -4,6023 -4,7175 -4,8473 -4,9750 -5,1015 -5,2366 -5,3903 -5,5574 -5,7002 -5,7692 -5,7505 -5,6721 -5,5805 -5,5297 -5,5658 -5,7011 -5,9205 -6,2114 -6,5649 -6,9500 -7,3169 -7,6221 -7,8392 -7,9516 -7,9534 -7,8546 -7,6870 -7,5068 -7,3764 -7,3314 -7,3640 -7,4330 -7,4899 -7,5038 -7,4596 -7,3511 -7,1930 -7,0184 -6,8471 -6,6689 -6,4603 -6,2137 -5,9530 -5,7220 -5,5576 -5,4815 -5,5115 -5,6675 -5,9530 -6,3280 -6,7157 -7,0545 -7,3380 -7,5979 -7,8581 -8,1133 -8,3460 -8,5441 -8,6863 -8,7251 -8,6087
F3    -1,0369 -0,6899 -0,4371 -0,2687 -0,1710 -0,1299 -0,1215 -0,1084 -0,0499 0,0801 0,2810 0,5363 0,8265 1,1201 1,3734 1,5587 1,6807 1,7514 1,7695 1,7294 1,6229 1,4307 1,1368 0,7580 0,3470 -0,0359 -0,3492 -0,5759 -0,7175 -0,7938 -0,8370 -0,8683 -0,8829 -0,8675 -0,8228 -0,7675 -0,7268 -0,7088 -0,6937 -0,6585 -0,6035 -0,5510 -0,5192 -0,5048 -0,4924 -0,4734 -0,4485 -0,4179 -0,3722 -0,3002 -0,2079 -0,1236 -0,0802 -0,0956 -0,1664 -0,2695 -0,3707 -0,4448 -0,4957 -0,5547 -0,6554 -0,8062 -0,9816 -1,1462 -1,2870 -1,4081 -1,5063 -1,5723 -1,6091 -1,6352 -1,6717 -1,7335 -1,8210 -1,9108 -1,9642 -1,9512 -1,8561 -1,6676 -1,3864 -1,0393 -0,6756 -0,3508 -0,1092 0,0328 0,0879 0,0760 0,0099 -0,0963 -0,2162 -0,3121 -0,3489 -0,3159 -0,2336 -0,1440 -0,0974 -0,1412 -0,3060 -0,5944 -0,9766 -1,3944 -1,7810 -2,0929 -2,3325 -2,5429 -2,7773 -3,0694 -3,4323 -3,8723 -4,3895 -4,9703 -5,5902 -6,2190 -6,8199 -7,3501 -7,7767 -8,0895 -8,2932 -8,3909 -8,3872 -8,3003 -8,1621 -7,9960 -7,7940 -7,5260 -7,1885 -6,8287 -6,5081 -6,2585 -6,0810 -5,9613 -5,8626 -5,7159 -5,4497 -5,0343 -4,4862 -3,8388 -3,1261 -2,3820 -1,6453 -0,9672 -0,4017 0,0280 0,3430 0,5809 0,7691 0,9244 1,0597 1,1847 1,3016 1,3987 1,4576 1,4661 1,4149 1,2990 1,1484 1,0390 1,0409 1,1631 1,3544 1,5363 1,6413 1,6465 1,5857 1,5242 1,5196 1,5988 1,7578 1,9788 2,2453 2,5453 2,8642 3,1813 3,4807 3,7769 4,1210 4,5530 5,0442 5,5066 5,8490 6,0076 5,9472 5,6718 5,2312 4,6933 4,1044 3,4862 2,8668 2,2969 1,8271 1,4697 1,1866 0,9192 0,6344 0,3506 0,1286 0,0318 0,0864 0,2660 0,5048 0,7227 0,8517 0,8554 0,7241 0,4622 0,0926 -0,3350 -0,7543 -1,1016 -1,3211 -1,3772 -1,2766 -1,0704 -0,8394 -0,6698 -0,6148 -0,6677 -0,7715 -0,8552 -0,8695 -0,8004 -0,6594 -0,4618 -0,2163 0,0629 0,3429 0,5792 0,7374 0,7969 0,7400 0,5647 0,3141 0,0657 -0,1234 -0,2517 -0,3520 -0,4532 -0,5710 -0,7112 -0,8586 -0,9783 -1,0405 -1,0359 -0,9658 -0,8447 -0,7160 -0,6432 -0,6732 -0,8131 -1,0313 -1,2729 -1,4840 -1,6242 -1,6596 -1,5574 -1,3041 -0,9304 -0,5014 -0,0757 0,3168 0,6511 0,8915 1,0169 1,0316 0,9355 0,7218 0,4132 0,0634 -0,2768 -0,5777 -0,8270 -1,0198 -1,1426 -1,1667 -1,0609 -0,8266 -0,5264 -0,2491 -0,0331 0,1504 0,3407 0,5406 0,7103 0,7844 0,7049 0,4538 0,0639 -0,3909 -0,8179 -1,1448 -1,3549 -1,4765 -1,5418 -1,5653 -1,5597 -1,5537 -1,5769 -1,6199 -1,6260 -1,5358 -1,3346 -1,0583 -0,7608 -0,4820 -0,2398 -0,0370 0,1338 0,2811 0,3980 0,4587 0,4368 0,3286 0,1522 -0,0736 -0,3348 -0,6133 -0,8898 -1,1462 -1,3652 -1,5349 -1,6478 -1,6964 -1,6752 -1,5877 -1,4584 -1,3284 -1,2289 -1,1593 -1,0956 -1,0089 -0,8819 -0,7243 -0,5658 -0,4252 -0,2983 -0,1838 -0,1104 -0,1230 -0,2402 -0,4458 -0,7183 -1,0407 -1,3879 -1,7279 -2,0252 -2,2305 -2,2942 -2,2049 -1,9970 -1,7169 -1,3984 -1,0684 -0,7620 -0,5158 -0,3378 -0,1975 -0,0616 0,0774 0,2135 0,3354 0,4233 0,4573 0,4315 0,3548 0,2506 0,1552 0,0966 0,0672 0,0314 -0,0349 -0,1200 -0,1932 -0,2331 -0,2359 -0,2152 -0,1960 -0,2003 -0,2363 -0,3065 -0,4243 -0,6117 -0,8753 -1,1957 -1,5399 -1,8775 -2,1852 -2,4426 -2,6313 -2,7396 -2,7578 -2,6822 -2,5281 -2,3261 -2,1114 -1,9172 -1,7656 -1,6613 -1,6005 -1,5841 -1,6219 -1,7252 -1,9009 -2,1461 -2,4457 -2,7808 -3,1330 -3,4734 -3,7639 -3,9709 -4,0728 -4,0664 -3,9791 -3,8667 -3,7789 -3,7194 -3,6514 -3,5431 -3,3899 -3,1950 -2,9566 -2,6744 -2,3550 -2,0242 -1,7360 -1,5478 -1,4891 -1,5582 -1,7314 -1,9691 -2,2286 -2,4788 -2,7097 -2,9328 -3,1626 -3,3978 -3,6234 -3,8282 -4,0204 -4,2235 -4,4456 -4,6541 -4,7966 -4,8539 -4,8660 -4,9044 -5,0220 -5,2151 -5,4208 -5,5566 -5,5786 -5,5078 -5,4040 -5,3245 -5,3011 -5,3313 -5,3926 -5,4760 -5,5863 -5,7161 -5,8463 -5,9718 -6,1039 -6,2443 -6,3595 -6,3965 -6,3362 -6,2242 -6,1323 -6,0935 -6,0966 -6,1316 -6,2046 -6,3200 -6,4794 -6,6836 -6,9105 -7,1038 -7,1953 -7,1298 -6,8895 -6,5290 -6,1722 -5,9541 -5,9704 -6,2638 -6,8119 -7,5199 -8,2542 -8,8984 -9,3808 -9,6725 -9,7833 -9,7529 -9,6321 -9,4735 -9,3288 -9,2213 -9,1080 -8,8906 -8,4791 -7,8544 -7,0810 -6,2606 -5,4694 -4,7542 -4,1637 -3,7261 -3,4005 -3,1016 -2,7691 -2,3876 -1,9700 -1,5501 -1,1800 -0,9228 -0,8349 -0,9280 -1,1398 -1,3702 -1,5539 -1,6817 -1,7765 -1,8810 -2,0386 -2,2538 -2,4902 -2,7084 -2,8867 -3,0129 -3,0830 -3,1116 -3,1293 -3,1632 -3,2276 -3,3286 -3,4602 -3,5965 -3,7104 -3,7993 -3,8798 -3,9597 -4,0227 -4,0438 -4,0199 -3,9768 -3,9520 -3,9774 -4,0581 -4,1503 -4,1869 -4,1403 -4,0427 -3,9619 -3,9780 -4,1488 -4,4711 -4,8970 -5,3847 -5,9066 -6,4194 -6,8637 -7,1910 -7,3739 -7,4011 -7,2821 -7,0484 -6,7488 -6,4472 -6,2099 -6,0825 -6,0717 -6,1456 -6,2540 -6,3541 -6,4158 -6,4204 -6,3731 -6,2977 -6,2065 -6,0855 -5,9111 -5,6802 -5,4262 -5,2011 -5,0429 -4,9704 -5,0040 -5,1741 -5,4990 -5,9464 -6,4336 -6,8823 -7,2679 -7,6057 -7,9120 -8,1880 -8,4304 -8,6395 -8,8012 -8,8671 -8,7773
F7    -1,4429 -1,1970 -0,9896 -0,8247 -0,6977 -0,6009 -0,5303 -0,4835 -0,4502 -0,4145 -0,3657 -0,2992 -0,2137 -0,1169 -0,0261 0,0478 0,1141 0,1915 0,2894 0,4047 0,5234 0,6201 0,6699 0,6663 0,6229 0,5588 0,4874 0,4160 0,3518 0,3037 0,2765 0,2679 0,2719 0,2803 0,2830 0,2680 0,2263 0,1633 0,1018 0,0627 0,0481 0,0434 0,0319 0,0100 -0,0114 -0,0213 -0,0189 -0,0054 0,0256 0,0815 0,1556 0,2258 0,2674 0,2679 0,2325 0,1794 0,1274 0,0838 0,0423 -0,0085 -0,0769 -0,1646 -0,2616 -0,3521 -0,4284 -0,4870 -0,5158 -0,5039 -0,4623 -0,4201 -0,4022 -0,4219 -0,4848 -0,5832 -0,6917 -0,7807 -0,8281 -0,8171 -0,7375 -0,5928 -0,4045 -0,2100 -0,0498 0,0507 0,0897 0,0794 0,0330 -0,0377 -0,1174 -0,1833 -0,2090 -0,1766 -0,0844 0,0550 0,2165 0,3645 0,4601 0,4737 0,3918 0,2222 -0,0108 -0,2820 -0,5818 -0,9156 -1,2899 -1,7023 -2,1460 -2,6189 -3,1224 -3,6548 -4,2058 -4,7535 -5,2642 -5,7033 -6,0498 -6,3010 -6,4625 -6,5376 -6,5240 -6,4196 -6,2319 -5,9768 -5,6672 -5,3112 -4,9268 -4,5456 -4,1935 -3,8723 -3,5706 -3,2839 -3,0114 -2,7358 -2,4265 -2,0576 -1,6114 -1,0746 -0,4462 0,2567 0,9988 1,7268 2,3799 2,9151 3,3237 3,6173 3,8113 3,9227 3,9698 3,9695 3,9369 3,8838 3,8174 3,7391 3,6426 3,5185 3,3764 3,2549 3,1940 3,2062 3,2759 3,3751 3,4774 3,5664 3,6384 3,7005 3,7614 3,8255 3,8938 3,9666 4,0451 4,1317 4,2258 4,3230 4,4217 4,5355 4,6924 4,9100 5,1658 5,4030 5,5645 5,6188 5,5632 5,4196 5,2225 4,9975 4,7466 4,4560 4,1194 3,7526 3,3826 3,0207 2,6545 2,2690 1,8694 1,4809 1,1358 0,8657 0,6905 0,6080 0,5946 0,6150 0,6355 0,6320 0,5853 0,4766 0,2965 0,0590 -0,2014 -0,4447 -0,6347 -0,7497 -0,7891 -0,7728 -0,7358 -0,7202 -0,7545 -0,8348 -0,9245 -0,9804 -0,9814 -0,9338 -0,8558 -0,7626 -0,6640 -0,5693 -0,4915 -0,4458 -0,4423 -0,4826 -0,5649 -0,6829 -0,8163 -0,9351 -1,0211 -1,0821 -1,1452 -1,2343 -1,3552 -1,4928 -1,6166 -1,6929 -1,7038 -1,6550 -1,5638 -1,4503 -1,3379 -1,2493 -1,1989 -1,1883 -1,2041 -1,2221 -1,2226 -1,2011 -1,1586 -1,0855 -0,9658 -0,7942 -0,5854 -0,3641 -0,1536 0,0288 0,1736 0,2831 0,3639 0,4087 0,3980 0,3220 0,1913 0,0282 -0,1421 -0,2973 -0,4206 -0,4982 -0,5160 -0,4585 -0,3218 -0,1323 0,0616 0,2268 0,3624 0,4787 0,5744 0,6297 0,6106 0,4881 0,2580 -0,0515 -0,3861 -0,6834 -0,9000 -1,0286 -1,0906 -1,1145 -1,1219 -1,1274 -1,1410 -1,1654 -1,1870 -1,1767 -1,1103 -0,9876 -0,8297 -0,6606 -0,4960 -0,3450 -0,2102 -0,0810 0,0558 0,1945 0,3089 0,3708 0,3664 0,2959 0,1647 -0,0182 -0,2329 -0,4502 -0,6410 -0,7839 -0,8685 -0,8947 -0,8700 -0,8088 -0,7336 -0,6723 -0,6451 -0,6522 -0,6752 -0,6896 -0,6762 -0,6276 -0,5507 -0,4628 -0,3782 -0,3012 -0,2300 -0,1684 -0,1295 -0,1267 -0,1662 -0,2502 -0,3767 -0,5338 -0,7039 -0,8712 -1,0178 -1,1235 -1,1793 -1,1934 -1,1775 -1,1354 -1,0663 -0,9758 -0,8834 -0,8122 -0,7668 -0,7321 -0,6914 -0,6375 -0,5733 -0,5108 -0,4666 -0,4530 -0,4725 -0,5132 -0,5505 -0,5633 -0,5517 -0,5327 -0,5162 -0,4938 -0,4517 -0,3862 -0,3070 -0,2333 -0,1870 -0,1798 -0,2069 -0,2530 -0,3051 -0,3579 -0,4114 -0,4694 -0,5389 -0,6268 -0,7346 -0,8509 -0,9506 -1,0034 -0,9841 -0,8847 -0,7248 -0,5478 -0,4034 -0,3283 -0,3352 -0,4127 -0,5333 -0,6671 -0,7980 -0,9300 -1,0798 -1,2590 -1,4628 -1,6762 -1,8834 -2,0667 -2,2069 -2,2892 -2,3091 -2,2820 -2,2443 -2,2370 -2,2772 -2,3413 -2,3795 -2,3534 -2,2577 -2,1111 -1,9392 -1,7648 -1,6029 -1,4671 -1,3767 -1,3435 -1,3579 -1,3971 -1,4405 -1,4718 -1,4768 -1,4487 -1,3924 -1,3223 -1,2540 -1,2002 -1,1739 -1,1909 -1,2668 -1,4055 -1,5865 -1,7670 -1,9022 -1,9726 -1,9953 -2,0106 -2,0581 -2,1543 -2,2829 -2,4072 -2,4980 -2,5497 -2,5757 -2,5948 -2,6197 -2,6450 -2,6518 -2,6344 -2,6066 -2,5776 -2,5441 -2,5069 -2,4823 -2,4870 -2,5178 -2,5522 -2,5717 -2,5821 -2,6092 -2,6754 -2,7867 -2,9403 -3,1295 -3,3447 -3,5817 -3,8441 -4,1194 -4,3670 -4,5382 -4,6017 -4,5573 -4,4456 -4,3379 -4,3065 -4,3999 -4,6339 -4,9890 -5,4138 -5,8431 -6,2219 -6,5180 -6,7208 -6,8404 -6,9014 -6,9234 -6,9115 -6,8653 -6,7797 -6,6313 -6,3790 -5,9888 -5,4601 -4,8353 -4,1735 -3,5127 -2,8718 -2,2814 -1,7775 -1,3640 -1,0089 -0,6754 -0,3390 0,0055 0,3336 0,6004 0,7661 0,8094 0,7384 0,5994 0,4574 0,3554 0,3049 0,3064 0,3529 0,4231 0,4931 0,5485 0,5825 0,5948 0,5956 0,5987 0,6045 0,5978 0,5650 0,5075 0,4337 0,3462 0,2389 0,0999 -0,0804 -0,2976 -0,5253 -0,7201 -0,8417 -0,8802 -0,8645 -0,8397 -0,8372 -0,8581 -0,8778 -0,8726 -0,8466 -0,8287 -0,8544 -0,9541 -1,1423 -1,4114 -1,7442 -2,1283 -2,5490 -2,9713 -3,3421 -3,6139 -3,7608 -3,7802 -3,6883 -3,5097 -3,2710 -3,0055 -2,7512 -2,5330 -2,3538 -2,2064 -2,0897 -2,0103 -1,9678 -1,9507 -1,9494 -1,9619 -1,9811 -1,9867 -1,9578 -1,8929 -1,8119 -1,7405 -1,6966 -1,6936 -1,7496 -1,8912 -2,1403 -2,4865 -2,8786 -3,2580 -3,5968 -3,8957 -4,1618 -4,3997 -4,6173 -4,8255 -5,0215 -5,1762 -5,2500
