Fp1   -0,8513 -0,5979 -0,4216 -0,2965 -0,2286 -0,2555 -0,4029 -0,6497 -0,9402 -1,2100 -1,3894 -1,4130 -1,2605 -0,9815 -0,6634 -0,3682 -0,0952 0,1991 0,5415 0,9043 1,2277 1,4655 1,6068 1,6787 1,7241 1,7586 1,7490 1,6422 1,4167 1,1144 0,8231 0,6176 0,5100 0,4531 0,3788 0,2338 -0,0022 -0,3081 -0,6233 -0,8622 -0,9469 -0,8550 -0,6572 -0,4843 -0,4277 -0,4787 -0,5630 -0,6131 -0,6118 -0,5860 -0,5777 -0,6323 -0,7864 -1,0490 -1,3922 -1,7768 -2,1884 -2,6289 -3,0717 -3,4410 -3,6422 -3,6140 -3,3607 -2,9483 -2,4935 -2,1578 -2,0856 -2,2960 -2,6553 -2,9774 -3,1397 -3,1173 -2,9625 -2,7724 -2,6425 -2,6111 -2,6401 -2,6414 -2,5281 -2,2565 -1,8298 -1,2701 -0,6029 0,1297 0,8631 1,5243 2,0560 2,4388 2,6903 2,8399 2,9011 2,8669 2,7385 2,5421 2,3164 2,0955 1,8964 1,7270 1,5971 1,5005 1,3983 1,2510 1,0564 0,8408 0,6259 0,4059 0,1482 -0,1853 -0,6176 -1,1554 -1,7901 -2,5013 -3,2596 -4,0209 -4,7229 -5,3041 -5,7445 -6,0911 -6,4187 -6,7634 -7,1215 -7,4992 -7,9157 -8,3511 -8,7206 -8,9125 -8,8494 -8,5293 -8,0299 -7,4687 -6,9303 -6,4193 -5,8836 -5,2679 -4,5400 -3,6931 -2,7359 -1,6813 -0,5579 0,5717 1,6232 2,5227 3,2289 3,7531 4,1565 4,4902 4,7460 4,8913 4,9387 4,9591 5,0327 5,1912 5,3981 5,5815 5,6923 5,7193 5,6473 5,4351 5,0581 4,5515 3,9927 3,4495 2,9423 2,4401 1,8905 1,2689 0,6019 -0,0627 -0,6964 -1,2975 -1,8762 -2,4394 -2,9887 -3,5183 -4,0013 -4,4003 -4,7006 -4,8961 -4,9475 -4,8026 -4,4615 -3,9923 -3,4796 -2,9740 -2,4857 -2,0061 -1,5397 -1,1266 -0,8271 -0,6740 -0,6433 -0,6784 -0,7369 -0,8176 -0,9582 -1,2174 -1,6409 -2,2338 -2,9621 -3,7684 -4,5827 -5,3308 -5,9532 -6,4404 -6,8443 -7,2298 -7,6324 -8,0809 -8,6171 -9,2587 -9,9663 -10,6590 -11,2518 -11,6848 -11,9318 -11,9870 -11,8509 -11,5336 -11,0835 -10,5916 -10,1415 -9,7616 -9,4327 -9,1254 -8,8248 -8,5299 -8,2308 -7,8981 -7,5074 -7,0635 -6,5928 -6,1227 -5,6724 -5,2612 -4,9233 -4,7059 -4,6453 -4,7485 -4,9940 -5,3392 -5,7340 -6,1319 -6,4894 -6,7650 -6,9300 -6,9844 -6,9550 -6,8659 -6,7155 -6,4864 -6,1676 -5,7685 -5,3146 -4,8287 -4,3239 -3,8102 -3,2983 -2,8075 -2,3805 -2,0645 -1,8729 -1,7826 -1,7608 -1,7814 -1,8332 -1,9273 -2,0819 -2,2905 -2,5068 -2,6683 -2,7294 -2,6564 -2,4129 -1,9955 -1,4702 -0,9356 -0,4633 -0,0811 0,2201 0,4719 0,6932 0,8561 0,8897 0,7325 0,3917 -0,0456 -0,4668 -0,7990 -1,0261 -1,1623 -1,2257 -1,2273 -1,1659 -1,0375 -0,8674 -0,7207 -0,6675 -0,7449 -0,9533 -1,2711 -1,6695 -2,1231 -2,6079 -3,0893 -3,5280 -3,8930 -4,1580 -4,2963 -4,2906 -4,1406 -3,8679 -3,5198 -3,1586 -2,8426 -2,6094 -2,4630 -2,3829 -2,3454 -2,3283 -2,3026 -2,2456 -2,1685 -2,1281 -2,2021 -2,4394 -2,8140 -3,2161 -3,4994 -3,5554 -3,3564 -2,9511 -2,4335 -1,9131 -1,4895 -1,2341 -1,1778 -1,3016 -1,5338 -1,7702 -1,9215 -1,9590 -1,9149 -1,8421 -1,7808 -1,7546 -1,7762 -1,8433 -1,9284 -1,9806 -1,9392 -1,7530 -1,3955 -0,8725 -0,2322 0,4345 1,0284 1,4918 1,8165 2,0030 2,0279 1,8542 1,4665 0,8985 0,2389 -0,3878 -0,8650 -1,1307 -1,1911 -1,0927 -0,8911 -0,6535 -0,4664 -0,3979 -0,4494 -0,5735 -0,7320 -0,9200 -1,1495 -1,4332 -1,7702 -2,1336 -2,4766 -2,7460 -2,8835 -2,8441 -2,6355 -2,3208 -1,9781 -1,6679 -1,4291 -1,2904 -1,2712 -1,3576 -1,4807 -1,5391 -1,4586 -1,2413 -0,9662 -0,7397 -0,6375 -0,6833 -0,8642 -1,1437 -1,4652 -1,7625 -1,9705 -2,0363 -1,9291 -1,6341 -1,1445 -0,4756 0,3151 1,1423 1,9353 2,6637 3,3189 3,8759 4,2686 4,4055 4,2309 3,7840 3,1865 2,5790 2,0747 1,7502 1,6393 1,7280 1,9694 2,3060 2,6674 2,9627 3,1097 3,0885 2,9601 2,8198 2,7371 2,7400 2,8285 2,9729 3,1132 3,1941 3,2101 3,2053 3,2234 3,2675 3,3026 3,2916 3,2354 3,1794 3,1769 3,2499 3,3832 3,5348 3,6438 3,6524 3,5463 3,3827 3,2623 3,2536 3,3426 3,4545 3,5207 3,5339 3,5438 3,6051 3,7375 3,9338 4,1849 4,4793 4,7739 4,9818 5,0025 4,7639 4,2473 3,5032 2,6537 1,8529 1,2085 0,7240 0,3154 -0,1165 -0,6311 -1,2452 -1,9505 -2,7289 -3,5631 -4,4438 -5,3631 -6,3017 -7,2258 -8,0903 -8,8296 -9,3612 -9,6315 -9,6553 -9,4901 -9,1796 -8,7447 -8,2096 -7,6118 -6,9927 -6,3935 -5,8464 -5,3564 -4,8968 -4,4267 -3,9132 -3,3462 -2,7382 -2,0990 -1,4204 -0,7090 -0,0236 0,5522 0,9675 1,2228 1,3483 1,3800 1,3489 1,2741 1,1622 1,0199 0,8661 0,7284 0,6369 0,6215 0,7084 0,9077 1,1869 1,4544 1,5919 1,5183 1,2306 0,8040 0,3533 -0,0353 -0,3632 -0,7109 -1,1784 -1,8209 -2,6119 -3,4588 -4,2604 -4,9601 -5,5584 -6,0776 -6,5227 -6,8908 -7,2075 -7,5260 -7,8934 -8,3382 -8,8756 -9,4855 -10,0860 -10,5744 -10,9016 -11,0861 -11,1704 -11,1793 -11,1047 -10,9282 -10,6585 -10,3346 -10,0028 -9,7043 -9,4643 -9,2780 -9,1110 -8,9190 -8,6795 -8,4183 -8,2050 -8,1236 -8,2387 -8,5730 -9,1117 -9,8202 -10,6487 -11,5309 -12,3947 -13,1689 -13,7772 -14,1442 -14,2322 -14,0701 -13,7364 -13,3268 -12,9456 -12,6893 -12,6119 -12,7145 -12,9684 -13,3376 -13,7759 -14,2100 -14,5394 -14,6730 -14,5818 -14,3051
Fz    -1,8940 -1,8213 -1,7867 -1,8059 -1,8826 -2,0088 -2,1600 -2,2997 -2,3953 -2,4269 -2,3825 -2,2563 -2,0588 -1,8216 -1,5828 -1,3633 -1,1595 -0,9539 -0,7277 -0,4689 -0,1804 0,1165 0,3937 0,6308 0,8126 0,9198 0,9368 0,8691 0,7460 0,6114 0,5160 0,5033 0,5936 0,7837 1,0568 1,3840 1,7248 2,0339 2,2725 2,4126 2,4372 2,3436 2,1508 1,8969 1,6288 1,3904 1,2102 1,0915 1,0156 0,9537 0,8753 0,7506 0,5569 0,2905 -0,0277 -0,3646 -0,6931 -0,9914 -1,2312 -1,3833 -1,4450 -1,4538 -1,4646 -1,5164 -1,6274 -1,8091 -2,0656 -2,3768 -2,6913 -2,9483 -3,1114 -3,1891 -3,2248 -3,2646 -3,3262 -3,3902 -3,4168 -3,3682 -3,2235 -2,9795 -2,6440 -2,2316 -1,7718 -1,3171 -0,9318 -0,6677 -0,5435 -0,5400 -0,6144 -0,7203 -0,8186 -0,8774 -0,8745 -0,8038 -0,6743 -0,5003 -0,2973 -0,0843 0,1187 0,2953 0,4314 0,5175 0,5571 0,5684 0,5731 0,5802 0,5777 0,5366 0,4233 0,2145 -0,0911 -0,4719 -0,8986 -1,3539 -1,8376 -2,3525 -2,8900 -3,4289 -3,9420 -4,4036 -4,7988 -5,1265 -5,3898 -5,5787 -5,6626 -5,6047 -5,3898 -5,0398 -4,6006 -4,1162 -3,6117 -3,0948 -2,5695 -2,0470 -1,5398 -1,0498 -0,5648 -0,0689 0,4447 0,9721 1,5014 2,0099 2,4647 2,8379 3,1258 3,3502 3,5418 3,7237 3,9105 4,1159 4,3504 4,6136 4,8862 5,1360 5,3349 5,4669 5,5208 5,4841 5,3467 5,1031 4,7527 4,3043 3,7784 3,2051 2,6201 2,0569 1,5354 1,0564 0,6133 0,2058 -0,1627 -0,4974 -0,8093 -1,0981 -1,3401 -1,4968 -1,5328 -1,4266 -1,1718 -0,7803 -0,2899 0,2378 0,7376 1,1602 1,4808 1,6977 1,8219 1,8639 1,8335 1,7548 1,6703 1,6214 1,6218 1,6463 1,6451 1,5768 1,4344 1,2385 1,0119 0,7637 0,4877 0,1646 -0,2263 -0,6901 -1,2132 -1,7757 -2,3656 -2,9868 -3,6493 -4,3518 -5,0760 -5,7947 -6,4724 -7,0614 -7,5065 -7,7654 -7,8318 -7,7438 -7,5692 -7,3747 -7,1988 -7,0466 -6,9054 -6,7594 -6,5929 -6,3891 -6,1334 -5,8238 -5,4802 -5,1351 -4,8099 -4,4982 -4,1767 -3,8282 -3,4552 -3,0779 -2,7206 -2,3998 -2,1253 -1,9057 -1,7441 -1,6292 -1,5369 -1,4391 -1,3148 -1,1566 -0,9663 -0,7415 -0,4730 -0,1579 0,1848 0,5156 0,7931 0,9923 1,1056 1,1320 1,0832 0,9946 0,9151 0,8808 0,8960 0,9381 0,9817 1,0141 1,0292 1,0144 0,9520 0,8322 0,6671 0,4896 0,3381 0,2432 0,2262 0,2972 0,4469 0,6482 0,8649 1,0576 1,1872 1,2242 1,1580 0,9879 0,7087 0,3206 -0,1405 -0,6014 -0,9909 -1,2726 -1,4451 -1,5227 -1,5199 -1,4469 -1,3155 -1,1492 -0,9891 -0,8814 -0,8529 -0,8948 -0,9725 -1,0505 -1,1074 -1,1370 -1,1458 -1,1470 -1,1523 -1,1697 -1,2018 -1,2440 -1,2896 -1,3298 -1,3501 -1,3373 -1,2931 -1,2326 -1,1729 -1,1296 -1,1185 -1,1491 -1,2169 -1,3034 -1,3840 -1,4390 -1,4595 -1,4468 -1,4087 -1,3534 -1,2800 -1,1790 -1,0489 -0,9080 -0,7883 -0,7132 -0,6734 -0,6267 -0,5318 -0,3821 -0,2063 -0,0453 0,0640 0,0965 0,0471 -0,0649 -0,2035 -0,3327 -0,4327 -0,5012 -0,5389 -0,5397 -0,4924 -0,3857 -0,2164 -0,0021 0,2228 0,4357 0,6386 0,8403 1,0404 1,2314 1,3985 1,5136 1,5439 1,4726 1,3137 1,1047 0,8857 0,6798 0,4842 0,2802 0,0554 -0,1850 -0,4234 -0,6350 -0,7828 -0,8213 -0,7215 -0,5038 -0,2419 -0,0272 0,0737 0,0373 -0,1222 -0,3643 -0,6332 -0,8696 -1,0269 -1,0811 -1,0319 -0,9052 -0,7499 -0,6153 -0,5298 -0,5018 -0,5216 -0,5575 -0,5683 -0,5320 -0,4576 -0,3746 -0,3112 -0,2760 -0,2549 -0,2247 -0,1662 -0,0703 0,0616 0,2232 0,4089 0,6206 0,8734 1,1862 1,5576 1,9565 2,3410 2,6872 2,9983 3,2869 3,5508 3,7653 3,8965 3,9279 3,8780 3,7912 3,7156 3,6974 3,7795 3,9814 4,2792 4,6159 4,9309 5,1763 5,3176 5,3416 5,2744 5,1773 5,1130 5,1149 5,1862 5,3123 5,4601 5,5752 5,6006 5,5109 5,3271 5,1022 4,8900 4,7193 4,5884 4,4839 4,3973 4,3265 4,2711 4,2305 4,2019 4,1734 4,1261 4,0503 3,9604 3,8823 3,8330 3,8205 3,8538 3,9422 4,0917 4,3035 4,5677 4,8524 5,1056 5,2779 5,3487 5,3260 5,2183 5,0162 4,7049 4,2926 3,8276 3,3806 3,0013 2,6879 2,3980 2,0887 1,7427 1,3615 0,9468 0,5019 0,0381 -0,4286 -0,8884 -1,3339 -1,7459 -2,0968 -2,3748 -2,5945 -2,7854 -2,9797 -3,2020 -3,4485 -3,6766 -3,8268 -3,8566 -3,7580 -3,5548 -3,2876 -2,9897 -2,6718 -2,3244 -1,9313 -1,4850 -0,9986 -0,5038 -0,0295 0,4150 0,8367 1,2415 1,6225 1,9642 2,2537 2,4851 2,6565 2,7705 2,8378 2,8771 2,9116 2,9662 3,0576 3,1883 3,3524 3,5416 3,7402 3,9139 4,0158 4,0109 3,8929 3,6863 3,4397 3,2091 3,0281 2,8884 2,7549 2,5957 2,3996 2,1770 1,9502 1,7381 1,5375 1,3149 1,0269 0,6509 0,1944 -0,3179 -0,8561 -1,3911 -1,9059 -2,4053 -2,9041 -3,3988 -3,8609 -4,2592 -4,5795 -4,8262 -5,0095 -5,1278 -5,1681 -5,1263 -5,0206 -4,8843 -4,7495 -4,6327 -4,5338 -4,4467 -4,3699 -4,3141 -4,3050 -4,3705 -4,5213 -4,7451 -5,0161 -5,3133 -5,6306 -5,9700 -6,3275 -6,6919 -7,0514 -7,3939 -7,7006 -7,9503 -8,1308 -8,2384 -8,2711 -8,2364 -8,1601 -8,0751 -8,0031 -7,9502 -7,9073 -7,8487 -7,7363 -7,5328 -7,2183 -6,8039 -6,3282
F3    -0,8808 -0,7792 -0,7587 -0,8157 -0,9359 -1,1027 -1,2858 -1,4463 -1,5563 -1,5999 -1,5592 -1,4216 -1,2035 -0,9554 -0,7384 -0,5927 -0,5230 -0,5092 -0,5252 -0,5448 -0,5413 -0,4915 -0,3839 -0,2217 -0,0232 0,1828 0,3718 0,5335 0,6697 0,7897 0,9113 1,0489 1,1962 1,3329 1,4474 1,5463 1,6436 1,7415 1,8184 1,8338 1,7468 1,5386 1,2248 0,8529 0,4809 0,1516 -0,1192 -0,3377 -0,5218 -0,6894 -0,8521 -1,0183 -1,1947 -1,3805 -1,5584 -1,7026 -1,7972 -1,8462 -1,8670 -1,8823 -1,9159 -1,9858 -2,0915 -2,2181 -2,3612 -2,5347 -2,7428 -2,9564 -3,1234 -3,2045 -3,1972 -3,1324 -3,0519 -2,9870 -2,9491 -2,9344 -2,9273 -2,8951 -2,7939 -2,5925 -2,2844 -1,8778 -1,3925 -0,8717 -0,3821 0,0110 0,2721 0,4013 0,4177 0,3478 0,2294 0,1126 0,0425 0,0358 0,0774 0,1382 0,1861 0,1884 0,1236 -0,0052 -0,1726 -0,3442 -0,4863 -0,5760 -0,6137 -0,6271 -0,6591 -0,7486 -0,9223 -1,1970 -1,5756 -2,0412 -2,5632 -3,1124 -3,6651 -4,1955 -4,6790 -5,1044 -5,4784 -5,8147 -6,1241 -6,4088 -6,6557 -6,8321 -6,8923 -6,8001 -6,5547 -6,1969 -5,7877 -5,3765 -4,9799 -4,5833 -4,1628 -3,7040 -3,2010 -2,6519 -2,0629 -1,4490 -0,8259 -0,2025 0,4109 0,9928 1,5134 1,9518 2,3075 2,5994 2,8536 3,0884 3,3084 3,5081 3,6756 3,7949 3,8516 3,8469 3,8042 3,7512 3,6931 3,6062 3,4579 3,2280 2,9119 2,5132 2,0412 1,5113 0,9446 0,3648 -0,2067 -0,7553 -1,2704 -1,7405 -2,1565 -2,5219 -2,8488 -3,1388 -3,3715 -3,5166 -3,5566 -3,4921 -3,3312 -3,0828 -2,7622 -2,3982 -2,0293 -1,6930 -1,4175 -1,2181 -1,0975 -1,0503 -1,0644 -1,1199 -1,1944 -1,2717 -1,3467 -1,4277 -1,5310 -1,6635 -1,8090 -1,9364 -2,0285 -2,1012 -2,1964 -2,3579 -2,6124 -2,9695 -3,4305 -3,9910 -4,6338 -5,3274 -6,0348 -6,7227 -7,3658 -7,9442 -8,4372 -8,8192 -9,0630 -9,1443 -9,0537 -8,8086 -8,4551 -8,0496 -7,6387 -7,2564 -6,9322 -6,6929 -6,5563 -6,5196 -6,5497 -6,5924 -6,5958 -6,5280 -6,3754 -6,1315 -5,7977 -5,3939 -4,9645 -4,5690 -4,2592 -4,0557 -3,9406 -3,8743 -3,8236 -3,7707 -3,7013 -3,5978 -3,4493 -3,2635 -3,0671 -2,8927 -2,7598 -2,6680 -2,6026 -2,5434 -2,4697 -2,3642 -2,2218 -2,0540 -1,8794 -1,7131 -1,5667 -1,4522 -1,3794 -1,3504 -1,3593 -1,3965 -1,4559 -1,5371 -1,6430 -1,7715 -1,9093 -2,0343 -2,1221 -2,1486 -2,0923 -1,9449 -1,7151 -1,4229 -1,0983 -0,7866 -0,5429 -0,4066 -0,3813 -0,4439 -0,5690 -0,7315 -0,8925 -1,0031 -1,0307 -0,9773 -0,8759 -0,7742 -0,7135 -0,7144 -0,7808 -0,9151 -1,1227 -1,3991 -1,7194 -2,0421 -2,3202 -2,5151 -2,6061 -2,5933 -2,4993 -2,3661 -2,2424 -2,1645 -2,1398 -2,1508 -2,1725 -2,1861 -2,1820 -2,1645 -2,1566 -2,1896 -2,2807 -2,4172 -2,5647 -2,6932 -2,7932 -2,8659 -2,9071 -2,9052 -2,8488 -2,7334 -2,5652 -2,3619 -2,1467 -1,9425 -1,7717 -1,6563 -1,6099 -1,6240 -1,6625 -1,6768 -1,6369 -1,5532 -1,4658 -1,4128 -1,4117 -1,4610 -1,5469 -1,6456 -1,7320 -1,7900 -1,8117 -1,7877 -1,7053 -1,5578 -1,3527 -1,1079 -0,8454 -0,5923 -0,3726 -0,1826 0,0138 0,2510 0,5317 0,8259 1,0807 1,2281 1,2062 0,9918 0,6144 0,1411 -0,3481 -0,7843 -1,1335 -1,4012 -1,6111 -1,7836 -1,9278 -2,0422 -2,1134 -2,1220 -2,0566 -1,9254 -1,7551 -1,5768 -1,4150 -1,2873 -1,2051 -1,1695 -1,1690 -1,1856 -1,2061 -1,2273 -1,2522 -1,2919 -1,3670 -1,4905 -1,6520 -1,8264 -1,9839 -2,0881 -2,1053 -2,0281 -1,8820 -1,7091 -1,5442 -1,3958 -1,2497 -1,0910 -0,9138 -0,7146 -0,4918 -0,2522 -0,0121 0,2135 0,4234 0,6294 0,8350 1,0210 1,1606 1,2507 1,3223 1,4216 1,5778 1,7836 1,9981 2,1724 2,2791 2,3215 2,3210 2,3046 2,3026 2,3401 2,4169 2,5053 2,5726 2,6007 2,5863 2,5366 2,4700 2,4146 2,3936 2,4110 2,4558 2,5183 2,5935 2,6746 2,7526 2,8221 2,8836 2,9417 3,0011 3,0589 3,0998 3,1044 3,0638 2,9894 2,9082 2,8469 2,8132 2,7877 2,7353 2,6363 2,5082 2,3933 2,3249 2,3119 2,3447 2,4040 2,4688 2,5272 2,5814 2,6445 2,7257 2,8158 2,8881 2,9145 2,8769 2,7650 2,5759 2,3208 2,0315 1,7514 1,5094 1,2975 1,0729 0,7845 0,4009 -0,0817 -0,6461 -1,2565 -1,8614 -2,4129 -2,8922 -3,3113 -3,6946 -4,0634 -4,4314 -4,7951 -5,1282 -5,4008 -5,6049 -5,7500 -5,8408 -5,8681 -5,8166 -5,6759 -5,4526 -5,1692 -4,8471 -4,4940 -4,1113 -3,7055 -3,2880 -2,8707 -2,4650 -2,0770 -1,7012 -1,3261 -0,9445 -0,5549 -0,1587 0,2354 0,5991 0,8830 1,0413 1,0645 0,9923 0,9008 0,8692 0,9414 1,1087 1,3289 1,5592 1,7726 1,9503 2,0702 2,1136 2,0784 1,9777 1,8315 1,6615 1,4828 1,2956 1,0884 0,8460 0,5538 0,1990 -0,2175 -0,6738 -1,1417 -1,6122 -2,0934 -2,5864 -3,0735 -3,5299 -3,9369 -4,2910 -4,6096 -4,9304 -5,2886 -5,6859 -6,0844 -6,4282 -6,6671 -6,7753 -6,7634 -6,6674 -6,5267 -6,3729 -6,2314 -6,1272 -6,0839 -6,1130 -6,2037 -6,3229 -6,4273 -6,4810 -6,4739 -6,4288 -6,3896 -6,3964 -6,4664 -6,5936 -6,7610 -6,9512 -7,1483 -7,3431 -7,5370 -7,7337 -7,9236 -8,0824 -8,1866 -8,2260 -8,2086 -8,1660 -8,1448 -8,1778 -8,2637 -8,3765 -8,4852 -8,5625 -8,5830 -8,5230 -8,3705 -8,1407 -7,8721
F7    -0,5115 -0,3947 -0,3404 -0,3077 -0,2785 -0,2695 -0,3127 -0,4195 -0,5706 -0,7279 -0,8447 -0,8784 -0,8158 -0,6849 -0,5285 -0,3680 -0,1918 0,0234 0,2816 0,5564 0,8054 0,9910 1,0990 1,1499 1,1802 1,2037 1,2008 1,1459 1,0337 0,8867 0,7469 0,6479 0,5851 0,5196 0,4080 0,2229 -0,0383 -0,3452 -0,6373 -0,8433 -0,9066 -0,8136 -0,6173 -0,4176 -0,2915 -0,2477 -0,2491 -0,2609 -0,2746 -0,2997 -0,3500 -0,4353 -0,5548 -0,6937 -0,8339 -0,9732 -1,1344 -1,3489 -1,6211 -1,9117 -2,1507 -2,2697 -2,2364 -2,0695 -1,8348 -1,6311 -1,5478 -1,6080 -1,7581 -1,9143 -2,0132 -2,0297 -1,9711 -1,8646 -1,7387 -1,6018 -1,4418 -1,2405 -0,9837 -0,6662 -0,2982 0,0973 0,4985 0,8923 1,2704 1,6231 1,9402 2,2117 2,4265 2,5719 2,6339 2,6005 2,4763 2,2908 2,0858 1,8960 1,7375 1,6126 1,5180 1,4362 1,3359 1,1984 1,0310 0,8491 0,6569 0,4439 0,1926 -0,1116 -0,4732 -0,8832 -1,3213 -1,7630 -2,1862 -2,5671 -2,8760 -3,0880 -3,2046 -3,2651 -3,3211 -3,3975 -3,4907 -3,6006 -3,7387 -3,8987 -4,0346 -4,0813 -3,9924 -3,7638 -3,4352 -3,0683 -2,7087 -2,3629 -2,0101 -1,6273 -1,1993 -0,7176 -0,1792 0,4142 1,0570 1,7358 2,4238 3,0841 3,6795 4,1893 4,6152 4,9596 5,2042 5,3269 5,3359 5,2754 5,1989 5,1390 5,0940 5,0375 4,9424 4,7955 4,5856 4,2974 3,9369 3,5512 3,2053 2,9368 2,7287 2,5207 2,2524 1,9024 1,4953 1,0752 0,6746 0,3074 -0,0209 -0,3052 -0,5460 -0,7556 -0,9476 -1,1292 -1,3043 -1,4638 -1,5701 -1,5760 -1,4636 -1,2533 -0,9745 -0,6394 -0,2443 0,2123 0,7051 1,1701 1,5282 1,7314 1,7836 1,7228 1,5905 1,4133 1,1917 0,9008 0,5133 0,0278 -0,5264 -1,1010 -1,6424 -2,1017 -2,4479 -2,6871 -2,8626 -3,0261 -3,2207 -3,4857 -3,8462 -4,2893 -4,7651 -5,2143 -5,5901 -5,8667 -6,0331 -6,0834 -6,0155 -5,8395 -5,5909 -5,3264 -5,0898 -4,8864 -4,6914 -4,4778 -4,2379 -3,9891 -3,7600 -3,5679 -3,4088 -3,2651 -3,1166 -2,9466 -2,7406 -2,4949 -2,2270 -1,9668 -1,7427 -1,5840 -1,5232 -1,5809 -1,7465 -1,9780 -2,2214 -2,4347 -2,6013 -2,7246 -2,8110 -2,8537 -2,8352 -2,7419 -2,5734 -2,3407 -2,0630 -1,7622 -1,4547 -1,1502 -0,8581 -0,5963 -0,3892 -0,2498 -0,1679 -0,1186 -0,0810 -0,0457 -0,0152 -0,0030 -0,0256 -0,0853 -0,1612 -0,2240 -0,2548 -0,2342 -0,1298 0,0746 0,3477 0,6283 0,8676 1,0546 1,2136 1,3791 1,5653 1,7508 1,8879 1,9294 1,8632 1,7213 1,5503 1,3827 1,2384 1,1338 1,0817 1,0892 1,1645 1,3059 1,4736 1,5929 1,5996 1,4754 1,2398 0,9247 0,5580 0,1581 -0,2608 -0,6760 -1,0540 -1,3606 -1,5708 -1,6709 -1,6558 -1,5331 -1,3346 -1,1213 -0,9590 -0,8823 -0,8826 -0,9244 -0,9711 -1,0029 -1,0120 -0,9951 -0,9552 -0,9087 -0,8812 -0,8948 -0,9551 -1,0401 -1,1014 -1,0845 -0,9577 -0,7251 -0,4221 -0,1004 0,1877 0,4001 0,5086 0,5009 0,3919 0,2339 0,1052 0,0653 0,1139 0,1962 0,2482 0,2323 0,1402 -0,0144 -0,1981 -0,3607 -0,4514 -0,4364 -0,3031 -0,0542 0,2945 0,7052 1,1121 1,4461 1,6704 1,7886 1,8196 1,7711 1,6322 1,3874 1,0442 0,6464 0,2633 -0,0325 -0,1895 -0,1907 -0,0492 0,2004 0,4982 0,7652 0,9381 1,0006 0,9742 0,8847 0,7440 0,5538 0,3152 0,0360 -0,2650 -0,5566 -0,7974 -0,9422 -0,9649 -0,8790 -0,7246 -0,5381 -0,3436 -0,1657 -0,0348 0,0265 0,0266 0,0122 0,0426 0,1506 0,3236 0,5153 0,6722 0,7608 0,7743 0,7231 0,6257 0,5077 0,4002 0,3315 0,3202 0,3778 0,5142 0,7374 1,0446 1,4123 1,8028 2,1852 2,5460 2,8748 3,1423 3,2960 3,2821 3,0839 2,7458 2,3601 2,0255 1,8133 1,7586 1,8611 2,0890 2,3936 2,7227 3,0185 3,2164 3,2692 3,1805 3,0080 2,8268 2,6912 2,6255 2,6305 2,6846 2,7448 2,7677 2,7422 2,6962 2,6650 2,6601 2,6699 2,6850 2,7183 2,7990 2,9463 3,1509 3,3820 3,6025 3,7754 3,8678 3,8709 3,8180 3,7701 3,7692 3,8060 3,8328 3,8045 3,7129 3,5894 3,4781 3,4100 3,3948 3,4266 3,4889 3,5531 3,5785 3,5263 3,3722 3,1123 2,7723 2,4103 2,0901 1,8385 1,6304 1,4183 1,1720 0,8870 0,5680 0,2149 -0,1802 -0,6334 -1,1671 -1,7954 -2,5036 -3,2412 -3,9384 -4,5232 -4,9380 -5,1651 -5,2368 -5,2037 -5,0915 -4,8973 -4,6161 -4,2584 -3,8528 -3,4426 -3,0703 -2,7547 -2,4801 -2,2047 -1,8840 -1,4954 -1,0450 -0,5483 -0,0135 0,5460 1,0922 1,5730 1,9518 2,2225 2,4017 2,5132 2,5780 2,6067 2,6004 2,5599 2,4917 2,4080 2,3298 2,2885 2,3164 2,4273 2,5973 2,7595 2,8298 2,7541 2,5407 2,2524 1,9682 1,7357 1,5432 1,3374 1,0662 0,7116 0,3005 -0,1119 -0,4743 -0,7682 -1,0157 -1,2524 -1,4946 -1,7397 -1,9906 -2,2605 -2,5548 -2,8669 -3,1860 -3,4921 -3,7439 -3,9000 -3,9609 -3,9755 -4,0010 -4,0596 -4,1282 -4,1662 -4,1521 -4,0947 -4,0180 -3,9453 -3,8904 -3,8496 -3,8011 -3,7173 -3,5850 -3,4256 -3,2917 -3,2407 -3,3070 -3,4940 -3,7885 -4,1740 -4,6235 -5,0959 -5,5495 -5,9480 -6,2525 -6,4248 -6,4508 -6,3567 -6,1900 -5,9934 -5,8043 -5,6623 -5,5980 -5,6215 -5,7303 -5,9162 -6,1569 -6,4028 -6,5805 -6,6218 -6,5028 -6,2522
