Fp1   0,3967 -0,0477 -0,4597 -0,8596 -1,2559 -1,6472 -2,0224 -2,3529 -2,6016 -2,7471 -2,7979 -2,7823 -2,7322 -2,6696 -2,5969 -2,5014 -2,3749 -2,2245 -2,0658 -1,9120 -1,7686 -1,6295 -1,4774 -1,2908 -1,0522 -0,7532 -0,3932 0,0232 0,4811 0,9480 1,3836 1,7641 2,0902 2,3692 2,5931 2,7341 2,7674 2,6981 2,5614 2,4013 2,2575 2,1561 2,1015 2,0849 2,0947 2,1200 2,1562 2,2063 2,2736 2,3546 2,4310 2,4691 2,4436 2,3725 2,3150 2,3188 2,3711 2,4050 2,3498 2,1721 1,8776 1,4921 1,0563 0,6353 0,3137 0,1686 0,2370 0,4969 0,8702 1,2468 1,5195 1,6228 1,5585 1,3841 1,1724 0,9825 0,8584 0,8218 0,8532 0,9007 0,9164 0,8767 0,7826 0,6530 0,5107 0,3683 0,2360 0,1382 0,1020 0,1267 0,1807 0,2316 0,2703 0,3017 0,3220 0,3123 0,2535 0,1413 -0,0105 -0,1737 -0,3121 -0,3989 -0,4268 -0,3985 -0,3205 -0,2061 -0,0740 0,0636 0,2133 0,3926 0,6068 0,8403 1,0679 1,2703 1,4449 1,6033 1,7535 1,8884 2,0034 2,1225 2,2960 2,5593 2,9018 3,2868 3,6970 4,1500 4,6694 5,2467 5,8327 6,3600 6,7723 7,0511 7,2252 7,3474 7,4611 7,5912 7,7455 7,9162 8,0860 8,2349 8,3383 8,3691 8,3134 8,1800 7,9920 7,7762 7,5462 7,2866 6,9670 6,5709 6,1047 5,5897 5,0538 4,5198 3,9961 3,4851 2,9992 2,5612 2,1952 1,9217 1,7543 1,6931 1,7249 1,8364 2,0264 2,3001 2,6566 3,0845 3,5618 4,0489 4,4828 4,7935 4,9363 4,9098 4,7507 4,5130 4,2425 3,9568 3,6383 3,2529 2,7906 2,2975 1,8618 1,5597 1,4172 1,4211 1,5491 1,7710 2,0308 2,2534 2,3755 2,3667 2,2314 2,0004 1,7209 1,4519 1,2525 1,1537 1,1374 1,1472 1,1169 0,9943 0,7567 0,4179 0,0197 -0,3860 -0,7612 -1,1047 -1,4404 -1,7781 -2,1014 -2,3875 -2,6205 -2,7907 -2,8936 -2,9367 -2,9418 -2,9404 -2,9652 -3,0357 -3,1460 -3,2689 -3,3741 -3,4394 -3,4541 -3,4200 -3,3433 -3,2199 -3,0399 -2,8149 -2,5909 -2,4287 -2,3613 -2,3687 -2,3974 -2,4096 -2,4152 -2,4597 -2,5824 -2,7786 -2,9951 -3,1575 -3,2117 -3,1539 -3,0267 -2,8905 -2,7941 -2,7579 -2,7771 -2,8322 -2,8984 -2,9599 -3,0144 -3,0566 -3,0647 -3,0121 -2,8938 -2,7426 -2,6293 -2,6313 -2,7819 -3,0444 -3,3417 -3,6103 -3,8220 -3,9551 -3,9683 -3,8358 -3,6010 -3,3660 -3,2203 -3,1919 -3,2553 -3,3685 -3,4972 -3,6123 -3,6867 -3,7129 -3,7204 -3,7560 -3,8369 -3,9317 -3,9941 -4,0008 -3,9478 -3,8375 -3,6861 -3,5281 -3,3981 -3,3131 -3,2746 -3,2798 -3,3336 -3,4498 -3,6388 -3,8916 -4,1758 -4,4440 -4,6562 -4,8089 -4,9390 -5,0930 -5,2960 -5,5458 -5,8222 -6,0991 -6,3494 -6,5385 -6,6280 -6,6026 -6,4859 -6,3214 -6,1431 -5,9702 -5,8126 -5,6702 -5,5318 -5,3791 -5,1976 -4,9849 -4,7490 -4,4996 -4,2500 -4,0253 -3,8578 -3,7654 -3,7402 -3,7689 -3,8512 -3,9892 -4,1708 -4,3861 -4,6422 -4,9445 -5,2769 -5,6044 -5,8825 -6,0675 -6,1324 -6,0788 -5,9285 -5,7062 -5,4277 -5,1072 -4,7730 -4,4723 -4,2530 -4,1369 -4,1113 -4,1444 -4,1997 -4,2393 -4,2262 -4,1323 -3,9465 -3,6731 -3,3239 -2,9163 -2,4726 -2,0174 -1,5788 -1,1920 -0,9009 -0,7467 -0,7454 -0,8745 -1,0888 -1,3518 -1,6543 -2,0033 -2,3867 -2,7498 -3,0172 -3,1350 -3,0951 -2,9365 -2,7372 -2,5975 -2,6086 -2,8197 -3,2209 -3,7443 -4,2850 -4,7417 -5,0637 -5,2626 -5,3788 -5,4402 -5,4550 -5,4327 -5,3995 -5,3815 -5,3807 -5,3796 -5,3691 -5,3617 -5,3810 -5,4437 -5,5458 -5,6610 -5,7539 -5,7902 -5,7319 -5,5430 -5,2123 -4,7740 -4,3087 -3,9057 -3,6078 -3,3970 -3,2331 -3,0927 -2,9747 -2,8860 -2,8325 -2,8166 -2,8341 -2,8778 -2,9412 -3,0152 -3,0904 -3,1638 -3,2416 -3,3329 -3,4455 -3,5779 -3,7089 -3,8010 -3,8231 -3,7706 -3,6640 -3,5404 -3,4447 -3,4067 -3,4138 -3,4159 -3,3622 -3,2333 -3,0480 -2,8500 -2,6817 -2,5679 -2,5152 -2,5163 -2,5525 -2,5945 -2,6038 -2,5441 -2,4001 -2,1863 -1,9467 -1,7456 -1,6399 -1,6470 -1,7346 -1,8362 -1,8865 -1,8558 -1,7536 -1,6072 -1,4511 -1,3262 -1,2711 -1,3070 -1,4281 -1,5939 -1,7365 -1,7938 -1,7440 -1,6084 -1,4295 -1,2518 -1,1151 -1,0564 -1,1024 -1,2489 -1,4535 -1,6563 -1,8084 -1,9034 -1,9967 -2,1823 -2,5299 -3,0376 -3,6339 -4,2202 -4,7185 -5,0978 -5,3763 -5,5959 -5,7844 -5,9411 -6,0636 -6,1705 -6,2856 -6,4105 -6,5203 -6,5858 -6,6014 -6,5856 -6,5512 -6,4878 -6,3762 -6,2038 -5,9529 -5,5850 -5,0514 -4,3283 -3,4451 -2,4781 -1,5215 -0,6615 0,0412 0,5654 0,9372 1,2199 1,4766 1,7317 1,9648 2,1341 2,2062 2,1768 2,0705 1,9222 1,7531 1,5655 1,3576 1,1336 0,8887 0,5935 0,1981 -0,3444 -1,0399 -1,8338 -2,6459 -3,4226 -4,1499 -4,8305 -5,4668 -6,0587 -6,6029 -7,0883 -7,4967 -7,8181 -8,0643 -8,2584 -8,4091 -8,5023 -8,5219 -8,4693 -8,3588 -8,2059 -8,0277 -7,8434 -7,6725 -7,5368 -7,4578 -7,4444 -7,4818 -7,5319 -7,5504 -7,5117 -7,4212 -7,3003 -7,1594 -6,9910 -6,7878 -6,5597 -6,3317 -6,1301 -5,9727 -5,8630 -5,7897 -5,7388 -5,7089 -5,7103 -5,7599 -5,8833 -6,1044 -6,4101 -6,7352 -7,0010 -7,1625 -7,2212 -7,2137 -7,1891 -7,1771 -7,1741 -7,1660 -7,1544 -7,1485 -7,1448 -7,1239 -7,0618 -6,9446 -6,7829 -6,6106 -6,4629 -6,3558 -6,2760
Fz    -0,5402 -0,8399 -1,0955 -1,3386 -1,5952 -1,8789 -2,1841 -2,4786 -2,7149 -2,8591 -2,9126 -2,9079 -2,8854 -2,8690 -2,8543 -2,8196 -2,7490 -2,6440 -2,5103 -2,3425 -2,1286 -1,8638 -1,5572 -1,2289 -0,9015 -0,5868 -0,2732 0,0658 0,4411 0,8321 1,2087 1,5587 1,8869 2,1909 2,4491 2,6319 2,7243 2,7401 2,7112 2,6667 2,6273 2,6110 2,6325 2,6980 2,8007 2,9239 3,0547 3,1957 3,3595 3,5489 3,7390 3,8844 3,9511 3,9457 3,9140 3,9047 3,9286 3,9519 3,9251 3,8176 3,6261 3,3656 3,0599 2,7399 2,4441 2,2166 2,0909 2,0674 2,1091 2,1624 2,1816 2,1420 2,0452 1,9151 1,7838 1,6813 1,6286 1,6241 1,6325 1,6013 1,4911 1,2906 1,0149 0,6954 0,3635 0,0413 -0,2516 -0,4929 -0,6686 -0,7881 -0,8804 -0,9718 -1,0682 -1,1624 -1,2536 -1,3576 -1,4975 -1,6854 -1,9121 -2,1490 -2,3597 -2,5143 -2,5964 -2,6037 -2,5472 -2,4487 -2,3271 -2,1849 -2,0039 -1,7585 -1,4379 -1,0595 -0,6595 -0,2728 0,0804 0,3881 0,6385 0,8248 0,9618 1,0921 1,2723 1,5418 1,9026 2,3361 2,8387 3,4315 4,1373 4,9542 5,8454 6,7486 7,6008 8,3644 9,0333 9,6175 10,1258 10,5565 10,8952 11,1231 11,2263 11,1963 11,0285 10,7276 10,3149 9,8251 9,2939 8,7510 8,2127 7,6788 7,1446 6,6116 6,0811 5,5458 4,9929 4,4115 3,8002 3,1795 2,5921 2,0854 1,6937 1,4326 1,2995 1,2760 1,3330 1,4445 1,5975 1,7927 2,0394 2,3510 2,7363 3,1837 3,6480 4,0599 4,3586 4,5171 4,5430 4,4662 4,3251 4,1539 3,9702 3,7744 3,5617 3,3381 3,1263 2,9571 2,8554 2,8340 2,8940 3,0234 3,1969 3,3798 3,5288 3,5953 3,5413 3,3605 3,0818 2,7567 2,4397 2,1633 1,9212 1,6768 1,3872 1,0269 0,5949 0,1069 -0,4137 -0,9336 -1,4144 -1,8345 -2,2001 -2,5326 -2,8508 -3,1615 -3,4617 -3,7450 -4,0066 -4,2419 -4,4447 -4,6129 -4,7558 -4,8860 -5,0016 -5,0820 -5,1015 -5,0460 -4,9196 -4,7349 -4,5005 -4,2188 -3,8988 -3,5686 -3,2724 -3,0563 -2,9460 -2,9284 -2,9590 -2,9899 -2,9911 -2,9557 -2,8922 -2,8089 -2,7008 -2,5524 -2,3605 -2,1555 -1,9952 -1,9347 -1,9969 -2,1602 -2,3749 -2,5916 -2,7770 -2,9150 -3,0011 -3,0360 -3,0238 -2,9722 -2,8934 -2,8120 -2,7753 -2,8346 -3,0020 -3,2331 -3,4566 -3,6198 -3,7060 -3,7137 -3,6329 -3,4577 -3,2128 -2,9480 -2,7074 -2,5099 -2,3516 -2,2226 -2,1200 -2,0441 -1,9901 -1,9487 -1,9085 -1,8543 -1,7668 -1,6278 -1,4315 -1,1841 -0,8907 -0,5526 -0,1842 0,1780 0,4922 0,7295 0,8746 0,9154 0,8386 0,6350 0,3123 -0,0990 -0,5477 -0,9709 -1,3149 -1,5663 -1,7601 -1,9521 -2,1865 -2,4810 -2,8304 -3,2121 -3,5881 -3,9092 -4,1290 -4,2239 -4,2032 -4,0952 -3,9313 -3,7452 -3,5722 -3,4370 -3,3479 -3,3006 -3,2843 -3,2875 -3,3012 -3,3186 -3,3340 -3,3423 -3,3395 -3,3180 -3,2679 -3,1923 -3,1171 -3,0752 -3,0862 -3,1604 -3,3036 -3,5045 -3,7309 -3,9435 -4,1060 -4,1897 -4,1781 -4,0724 -3,8860 -3,6321 -3,3162 -2,9455 -2,5434 -2,1517 -1,8114 -1,5376 -1,3163 -1,1260 -0,9556 -0,8010 -0,6540 -0,4937 -0,2903 -0,0198 0,3212 0,7149 1,1329 1,5487 1,9399 2,2811 2,5378 2,6757 2,6815 2,5748 2,3919 2,1576 1,8742 1,5349 1,1435 0,7222 0,3063 -0,0672 -0,3749 -0,6213 -0,8427 -1,0933 -1,4203 -1,8439 -2,3565 -2,9277 -3,5026 -4,0151 -4,4228 -4,7266 -4,9505 -5,1144 -5,2308 -5,3144 -5,3842 -5,4554 -5,5343 -5,6230 -5,7279 -5,8540 -5,9929 -6,1261 -6,2375 -6,3189 -6,3670 -6,3782 -6,3414 -6,2377 -6,0501 -5,7777 -5,4446 -5,0887 -4,7373 -4,3995 -4,0779 -3,7793 -3,5140 -3,2874 -3,0952 -2,9242 -2,7591 -2,5926 -2,4314 -2,2926 -2,1930 -2,1408 -2,1326 -2,1570 -2,2012 -2,2549 -2,3015 -2,3143 -2,2715 -2,1745 -2,0517 -1,9465 -1,8997 -1,9300 -2,0187 -2,1147 -2,1595 -2,1176 -1,9936 -1,8277 -1,6708 -1,5612 -1,5166 -1,5379 -1,6111 -1,7067 -1,7852 -1,8178 -1,8047 -1,7766 -1,7815 -1,8616 -2,0270 -2,2494 -2,4816 -2,6813 -2,8189 -2,8773 -2,8513 -2,7471 -2,5841 -2,3961 -2,2246 -2,1057 -2,0589 -2,0795 -2,1384 -2,2000 -2,2486 -2,2916 -2,3401 -2,3953 -2,4511 -2,5058 -2,5683 -2,6464 -2,7307 -2,7971 -2,8235 -2,8142 -2,8132 -2,8933 -3,1162 -3,4951 -3,9880 -4,5233 -5,0368 -5,4924 -5,8827 -6,2125 -6,4791 -6,6680 -6,7732 -6,8167 -6,8392 -6,8696 -6,9055 -6,9236 -6,9046 -6,8465 -6,7582 -6,6455 -6,5066 -6,3265 -6,0642 -5,6540 -5,0394 -4,2126 -3,2188 -2,1272 -1,0079 0,0686 1,0326 1,8272 2,4243 2,8367 3,1103 3,2977 3,4325 3,5211 3,5539 3,5230 3,4290 3,2775 3,0770 2,8334 2,5471 2,2193 1,8572 1,4645 1,0240 0,5003 -0,1259 -0,8329 -1,5754 -2,3172 -3,0427 -3,7505 -4,4429 -5,1190 -5,7738 -6,4005 -6,9879 -7,5180 -7,9693 -8,3224 -8,5594 -8,6601 -8,6099 -8,4148 -8,1056 -7,7319 -7,3536 -7,0295 -6,8022 -6,6921 -6,7013 -6,8171 -7,0120 -7,2489 -7,4889 -7,6980 -7,8504 -7,9281 -7,9194 -7,8201 -7,6396 -7,4076 -7,1731 -6,9859 -6,8740 -6,8364 -6,8582 -6,9312 -7,0573 -7,2324 -7,4338 -7,6301 -7,7967 -7,9146 -7,9640 -7,9350 -7,8444 -7,7323 -7,6390 -7,5825 -7,5476 -7,4932 -7,3808 -7,2022 -6,9791 -6,7405 -6,5048 -6,2736 -6,0379 -5,7936 -5,5466 -5,3025 -5,0597 -4,8116
F3    -0,3905 -0,7130 -1,0307 -1,3555 -1,6764 -1,9726 -2,2254 -2,4134 -2,5145 -2,5200 -2,4437 -2,3153 -2,1731 -2,0522 -1,9684 -1,9107 -1,8575 -1,7941 -1,7146 -1,6122 -1,4781 -1,3042 -1,0846 -0,8163 -0,5041 -0,1610 0,2032 0,5878 0,9866 1,3747 1,7184 2,0009 2,2262 2,3999 2,5127 2,5431 2,4780 2,3321 2,1431 1,9519 1,7903 1,6758 1,6098 1,5817 1,5752 1,5761 1,5848 1,6197 1,7010 1,8290 1,9727 2,0804 2,1156 2,0888 2,0516 2,0508 2,0892 2,1280 2,1203 2,0400 1,8834 1,6519 1,3495 1,0032 0,6729 0,4357 0,3586 0,4654 0,7206 1,0454 1,3522 1,5772 1,7002 1,7431 1,7466 1,7488 1,7776 1,8388 1,9013 1,9131 1,8368 1,6675 1,4268 1,1487 0,8620 0,5805 0,3163 0,0976 -0,0403 -0,0801 -0,0348 0,0648 0,1853 0,2921 0,3430 0,2933 0,1134 -0,1946 -0,5970 -1,0378 -1,4535 -1,7922 -2,0304 -2,1742 -2,2485 -2,2827 -2,2964 -2,2904 -2,2468 -2,1416 -1,9623 -1,7197 -1,4450 -1,1724 -0,9218 -0,6968 -0,4976 -0,3235 -0,1592 0,0360 0,3170 0,7164 1,2158 1,7656 2,3344 2,9336 3,5943 4,3297 5,1167 5,9006 6,6125 7,2029 7,6692 8,0455 8,3713 8,6731 8,9568 9,2105 9,4140 9,5438 9,5723 9,4764 9,2554 8,9363 8,5574 8,1499 7,7246 7,2689 6,7628 6,2037 5,6091 5,0011 4,3943 3,7904 3,1795 2,5567 1,9402 1,3667 0,8731 0,4870 0,2256 0,0997 0,1163 0,2827 0,6034 1,0705 1,6568 2,3198 3,0112 3,6808 4,2760 4,7483 5,0721 5,2532 5,3154 5,2821 5,1692 4,9806 4,7071 4,3354 3,8730 3,3707 2,9163 2,5923 2,4378 2,4490 2,6025 2,8613 3,1685 3,4558 3,6627 3,7439 3,6730 3,4597 3,1568 2,8418 2,5834 2,4129 2,3171 2,2521 2,1634 2,0026 1,7413 1,3728 0,9097 0,3848 -0,1554 -0,6779 -1,1723 -1,6331 -2,0473 -2,4002 -2,6825 -2,8953 -3,0536 -3,1838 -3,3132 -3,4635 -3,6515 -3,8837 -4,1466 -4,4059 -4,6217 -4,7627 -4,8111 -4,7610 -4,6150 -4,3801 -4,0717 -3,7238 -3,3899 -3,1284 -2,9716 -2,8982 -2,8455 -2,7602 -2,6360 -2,5082 -2,4196 -2,3845 -2,3762 -2,3415 -2,2350 -2,0534 -1,8431 -1,6718 -1,5921 -1,6180 -1,7280 -1,8811 -2,0352 -2,1605 -2,2424 -2,2688 -2,2207 -2,0823 -1,8592 -1,5960 -1,3760 -1,2837 -1,3490 -1,5299 -1,7492 -1,9506 -2,1168 -2,2393 -2,2887 -2,2354 -2,0897 -1,9009 -1,7193 -1,5702 -1,4581 -1,3827 -1,3436 -1,3334 -1,3371 -1,3442 -1,3569 -1,3791 -1,3996 -1,3940 -1,3451 -1,2530 -1,1185 -0,9337 -0,6990 -0,4361 -0,1759 0,0583 0,2509 0,3862 0,4433 0,3999 0,2497 0,0134 -0,2674 -0,5440 -0,7823 -0,9854 -1,1916 -1,4424 -1,7534 -2,1097 -2,4819 -2,8410 -3,1591 -3,4011 -3,5296 -3,5270 -3,4083 -3,2045 -2,9419 -2,6438 -2,3411 -2,0661 -1,8381 -1,6572 -1,5123 -1,3922 -1,2886 -1,1913 -1,0935 -1,0077 -0,9638 -0,9779 -1,0279 -1,0699 -1,0767 -1,0488 -1,0025 -0,9681 -0,9850 -1,0791 -1,2520 -1,4856 -1,7435 -1,9757 -2,1375 -2,2044 -2,1716 -2,0433 -1,8270 -1,5408 -1,2248 -0,9367 -0,7289 -0,6201 -0,5889 -0,5978 -0,6193 -0,6383 -0,6358 -0,5811 -0,4431 -0,2064 0,1261 0,5358 0,9967 1,4836 1,9710 2,4235 2,7919 3,0249 3,0944 3,0113 2,8120 2,5284 2,1701 1,7389 1,2605 0,7961 0,4166 0,1616 0,0216 -0,0544 -0,1407 -0,3160 -0,6347 -1,1061 -1,6962 -2,3398 -2,9488 -3,4363 -3,7581 -3,9315 -4,0057 -4,0220 -4,0021 -3,9619 -3,9173 -3,8774 -3,8413 -3,8093 -3,7926 -3,8083 -3,8715 -3,9921 -4,1691 -4,3833 -4,5974 -4,7594 -4,8075 -4,6859 -4,3692 -3,8797 -3,2898 -2,6943 -2,1609 -1,7142 -1,3607 -1,1097 -0,9683 -0,9263 -0,9510 -0,9978 -1,0257 -1,0105 -0,9492 -0,8539 -0,7450 -0,6446 -0,5694 -0,5272 -0,5221 -0,5573 -0,6279 -0,7172 -0,8082 -0,8974 -0,9960 -1,1192 -1,2765 -1,4607 -1,6388 -1,7651 -1,8064 -1,7571 -1,6411 -1,5051 -1,4014 -1,3647 -1,4016 -1,4934 -1,6058 -1,6993 -1,7377 -1,6998 -1,5895 -1,4355 -1,2870 -1,2029 -1,2265 -1,3602 -1,5644 -1,7782 -1,9460 -2,0353 -2,0325 -1,9350 -1,7592 -1,5502 -1,3697 -1,2677 -1,2574 -1,3027 -1,3300 -1,2674 -1,0902 -0,8296 -0,5430 -0,2863 -0,1075 -0,0501 -0,1423 -0,3739 -0,6910 -1,0199 -1,2988 -1,5073 -1,6839 -1,9082 -2,2460 -2,7044 -3,2345 -3,7720 -4,2760 -4,7366 -5,1594 -5,5447 -5,8696 -6,0965 -6,2089 -6,2284 -6,1932 -6,1258 -6,0245 -5,8832 -5,7191 -5,5713 -5,4709 -5,4185 -5,3922 -5,3568 -5,2566 -5,0156 -4,5670 -3,8899 -3,0232 -2,0474 -1,0571 -0,1392 0,6403 1,2463 1,6850 2,0035 2,2656 2,5097 2,7269 2,8738 2,9080 2,8152 2,6104 2,3215 1,9762 1,5992 1,2159 0,8503 0,5141 0,1904 -0,1756 -0,6581 -1,3013 -2,0817 -2,9272 -3,7641 -4,5420 -5,2362 -5,8436 -6,3744 -6,8432 -7,2642 -7,6459 -7,9883 -8,2868 -8,5338 -8,7120 -8,7954 -8,7681 -8,6394 -8,4343 -8,1802 -7,9093 -7,6573 -7,4535 -7,3159 -7,2538 -7,2656 -7,3361 -7,4389 -7,5484 -7,6509 -7,7426 -7,8173 -7,8619 -7,8631 -7,8204 -7,7496 -7,6726 -7,5989 -7,5228 -7,4360 -7,3410 -7,2564 -7,2122 -7,2325 -7,3209 -7,4688 -7,6655 -7,8885 -8,0958 -8,2508 -8,3532 -8,4335 -8,5275 -8,6529 -8,7909 -8,8891 -8,8976 -8,8052 -8,6398 -8,4410 -8,2344 -8,0216 -7,7892 -7,5325 -7,2675 -7,0168 -6,7892 -6,5704
F7    -0,1090 -0,4459 -0,7624 -1,0753 -1,3905 -1,7047 -2,0057 -2,2654 -2,4492 -2,5431 -2,5583 -2,5083 -2,3968 -2,2292 -2,0190 -1,7798 -1,5228 -1,2634 -1,0220 -0,8161 -0,6490 -0,5069 -0,3692 -0,2193 -0,0472 0,1533 0,3882 0,6640 0,9817 1,3252 1,6614 1,9579 2,1981 2,3746 2,4728 2,4670 2,3389 2,0996 1,7903 1,4668 1,1854 0,9856 0,8783 0,8514 0,8821 0,9442 1,0179 1,0980 1,1882 1,2877 1,3752 1,4060 1,3419 1,1924 1,0152 0,8692 0,7705 0,6921 0,5960 0,4554 0,2516 -0,0297 -0,3796 -0,7464 -1,0489 -1,2128 -1,1949 -0,9933 -0,6514 -0,2525 0,1062 0,3532 0,4715 0,4960 0,4797 0,4639 0,4752 0,5242 0,5953 0,6524 0,6599 0,5988 0,4746 0,3174 0,1680 0,0546 -0,0120 -0,0260 0,0124 0,0815 0,1399 0,1595 0,1463 0,1209 0,0896 0,0404 -0,0379 -0,1445 -0,2723 -0,4098 -0,5366 -0,6310 -0,6835 -0,6969 -0,6814 -0,6548 -0,6373 -0,6390 -0,6540 -0,6718 -0,6945 -0,7346 -0,7988 -0,8795 -0,9548 -0,9968 -0,9870 -0,9214 -0,7992 -0,6077 -0,3239 0,0616 0,5231 1,0186 1,5335 2,0988 2,7558 3,5087 4,3099 5,0797 5,7371 6,2372 6,5881 6,8289 7,0039 7,1566 7,3210 7,5016 7,6738 7,8058 7,8768 7,8804 7,8232 7,7153 7,5632 7,3768 7,1686 6,9393 6,6805 6,3888 6,0662 5,7187 5,3612 5,0087 4,6593 4,2996 3,9297 3,5712 3,2527 2,9959 2,8118 2,6938 2,6148 2,5472 2,4921 2,4865 2,5777 2,7916 3,1173 3,5089 3,8988 4,2272 4,4615 4,5899 4,6052 4,4997 4,2747 3,9513 3,5623 3,1301 2,6695 2,2196 1,8483 1,6138 1,5320 1,5843 1,7420 1,9686 2,2071 2,3844 2,4390 2,3444 2,1153 1,7976 1,4494 1,1297 0,8895 0,7486 0,6805 0,6267 0,5275 0,3437 0,0674 -0,2807 -0,6645 -1,0398 -1,3655 -1,6252 -1,8325 -2,0043 -2,1441 -2,2533 -2,3423 -2,4233 -2,4991 -2,5653 -2,6205 -2,6728 -2,7372 -2,8226 -2,9212 -3,0166 -3,0951 -3,1405 -3,1335 -3,0685 -2,9538 -2,7930 -2,5822 -2,3318 -2,0810 -1,8845 -1,7777 -1,7524 -1,7707 -1,8028 -1,8489 -1,9293 -2,0542 -2,2032 -2,3318 -2,3940 -2,3643 -2,2502 -2,0886 -1,9259 -1,7926 -1,6898 -1,6048 -1,5353 -1,4927 -1,4894 -1,5240 -1,5729 -1,5974 -1,5668 -1,4804 -1,3772 -1,3272 -1,3958 -1,5941 -1,8615 -2,1079 -2,2778 -2,3687 -2,3923 -2,3366 -2,1845 -1,9606 -1,7333 -1,5687 -1,4976 -1,5201 -1,6238 -1,7894 -1,9840 -2,1590 -2,2733 -2,3252 -2,3500 -2,3779 -2,4065 -2,4201 -2,4152 -2,3912 -2,3371 -2,2457 -2,1259 -1,9923 -1,8550 -1,7255 -1,6234 -1,5785 -1,6241 -1,7762 -2,0178 -2,2985 -2,5507 -2,7223 -2,8106 -2,8579 -2,9128 -2,9994 -3,1178 -3,2575 -3,4053 -3,5439 -3,6404 -3,6468 -3,5307 -3,3029 -3,0065 -2,6872 -2,3803 -2,1113 -1,8923 -1,7191 -1,5761 -1,4472 -1,3240 -1,2064 -1,0949 -0,9907 -0,9027 -0,8446 -0,8173 -0,8030 -0,7854 -0,7714 -0,7809 -0,8285 -0,9282 -1,0966 -1,3358 -1,6232 -1,9241 -2,1991 -2,4072 -2,5198 -2,5374 -2,4870 -2,4007 -2,2912 -2,1524 -1,9867 -1,8205 -1,6880 -1,6036 -1,5554 -1,5177 -1,4659 -1,3854 -1,2733 -1,1313 -0,9582 -0,7436 -0,4712 -0,1347 0,2533 0,6688 1,0849 1,4688 1,7775 1,9705 2,0316 1,9746 1,8283 1,6173 1,3534 1,0447 0,7182 0,4301 0,2394 0,1754 0,2265 0,3453 0,4565 0,4744 0,3283 -0,0145 -0,5370 -1,1663 -1,7852 -2,2743 -2,5679 -2,6761 -2,6536 -2,5542 -2,4152 -2,2710 -2,1617 -2,1173 -2,1366 -2,1925 -2,2584 -2,3242 -2,3926 -2,4691 -2,5497 -2,6161 -2,6416 -2,5985 -2,4579 -2,2005 -1,8372 -1,4195 -1,0258 -0,7210 -0,5138 -0,3575 -0,1982 -0,0169 0,1685 0,3288 0,4423 0,5006 0,5079 0,4737 0,4051 0,3062 0,1759 0,0076 -0,1999 -0,4332 -0,6719 -0,8956 -1,0779 -1,1840 -1,1864 -1,0839 -0,9084 -0,7157 -0,5678 -0,5064 -0,5287 -0,5898 -0,6347 -0,6269 -0,5609 -0,4591 -0,3559 -0,2798 -0,2453 -0,2540 -0,2986 -0,3670 -0,4377 -0,4802 -0,4655 -0,3792 -0,2331 -0,0650 0,0802 0,1775 0,2372 0,3034 0,4296 0,6408 0,9189 1,2202 1,4927 1,6861 1,7668 1,7253 1,5730 1,3475 1,1152 0,9459 0,8785 0,9116 1,0151 1,1460 1,2594 1,3147 1,2869 1,1827 1,0389 0,8989 0,7891 0,7029 0,5947 0,3977 0,0647 -0,3982 -0,9367 -1,4827 -1,9881 -2,4382 -2,8499 -3,2504 -3,6455 -4,0111 -4,3218 -4,5759 -4,7827 -4,9355 -5,0081 -4,9795 -4,8613 -4,6975 -4,5283 -4,3651 -4,2001 -4,0181 -3,7850 -3,4442 -2,9411 -2,2602 -1,4456 -0,5874 0,2140 0,8797 1,3729 1,7094 1,9494 2,1672 2,4120 2,6831 2,9377 3,1217 3,1995 3,1694 3,0578 2,8969 2,7054 2,4897 2,2621 2,0418 1,8285 1,5850 1,2530 0,7897 0,2010 -0,4572 -1,1210 -1,7625 -2,3904 -3,0204 -3,6550 -4,2821 -4,8794 -5,4154 -5,8538 -6,1714 -6,3797 -6,5170 -6,6148 -6,6768 -6,6925 -6,6560 -6,5682 -6,4333 -6,2594 -6,0613 -5,8629 -5,6997 -5,6072 -5,6015 -5,6716 -5,7848 -5,8959 -5,9617 -5,9557 -5,8690 -5,6964 -5,4378 -5,1171 -4,7902 -4,5198 -4,3459 -4,2783 -4,3051 -4,4011 -4,5379 -4,6926 -4,8479 -4,9974 -5,1625 -5,3888 -5,7015 -6,0704 -6,4282 -6,7144 -6,9039 -7,0151 -7,0933 -7,1700 -7,2410 -7,2881 -7,3064 -7,2967 -7,2465 -7,1312 -6,9315 -6,6501 -6,3201 -5,9941 -5,7161 -5,5001 -5,3288
