Fp1   -2,5325 -2,4474 -2,3924 -2,3728 -2,3785 -2,3909 -2,3931 -2,3722 -2,3173 -2,2213 -2,0840 -1,9125 -1,7187 -1,5146 -1,3053 -1,0880 -0,8544 -0,5951 -0,3011 0,0299 0,3867 0,7439 1,0669 1,3207 1,4828 1,5524 1,5493 1,5074 1,4635 1,4429 1,4526 1,4898 1,5522 1,6382 1,7389 1,8363 1,9108 1,9485 1,9427 1,8898 1,7852 1,6235 1,4003 1,1160 0,7804 0,4129 0,0366 -0,3258 -0,6533 -0,9302 -1,1495 -1,3147 -1,4424 -1,5587 -1,6841 -1,8181 -1,9401 -2,0238 -2,0505 -2,0132 -1,9157 -1,7694 -1,5890 -1,3902 -1,1896 -0,9993 -0,8200 -0,6461 -0,4785 -0,3271 -0,1988 -0,0910 0,0018 0,0802 0,1428 0,1945 0,2494 0,3254 0,4369 0,5907 0,7813 0,9867 1,1712 1,2971 1,3324 1,2543 1,0518 0,7279 0,2956 -0,2304 -0,8365 -1,5006 -2,1800 -2,8168 -3,3592 -3,7781 -4,0677 -4,2347 -4,2875 -4,2357 -4,0951 -3,8891 -3,6448 -3,3881 -3,1415 -2,9208 -2,7333 -2,5844 -2,4891 -2,4739 -2,5665 -2,7839 -3,1281 -3,5868 -4,1317 -4,7170 -5,2841 -5,7746 -6,1465 -6,3819 -6,4795 -6,4442 -6,2850 -6,0206 -5,6794 -5,2846 -4,8393 -4,3265 -3,7241 -3,0212 -2,2270 -1,3649 -0,4581 0,4759 1,4241 2,3781 3,3335 4,2828 5,2076 6,0743 6,8370 7,4499 7,8865 8,1480 8,2568 8,2464 8,1529 8,0026 7,8044 7,5517 7,2297 6,8218 6,3195 5,7304 5,0774 4,3910 3,7021 3,0383 2,4225 1,8735 1,4069 1,0360 0,7691 0,6045 0,5304 0,5271 0,5645 0,6066 0,6270 0,6208 0,6026 0,5988 0,6361 0,7324 0,8939 1,1146 1,3762 1,6520 1,9167 2,1566 2,3708 2,5675 2,7612 2,9682 3,2009 3,4617 3,7426 4,0274 4,2919 4,5041 4,6277 4,6316 4,5009 4,2401 3,8657 3,3940 2,8381 2,2105 1,5213 0,7736 -0,0349 -0,9026 -1,8153 -2,7431 -3,6453 -4,4770 -5,1937 -5,7580 -6,1518 -6,3854 -6,4963 -6,5322 -6,5305 -6,5071 -6,4609 -6,3900 -6,2996 -6,1979 -6,0878 -5,9657 -5,8287 -5,6811 -5,5304 -5,3733 -5,1914 -4,9660 -4,6938 -4,3856 -4,0541 -3,7122 -3,3771 -3,0693 -2,8052 -2,5916 -2,4237 -2,2871 -2,1638 -2,0362 -1,8887 -1,7113 -1,5049 -1,2836 -1,0688 -0,8784 -0,7148 -0,5624 -0,4017 -0,2282 -0,0593 0,0718 0,1248 0,0690 -0,1000 -0,3572 -0,6624 -0,9778 -1,2769 -1,5452 -1,7789 -1,9849 -2,1787 -2,3774 -2,5912 -2,8214 -3,0588 -3,2837 -3,4736 -3,6113 -3,6902 -3,7154 -3,7013 -3,6640 -3,6166 -3,5701 -3,5348 -3,5197 -3,5311 -3,5728 -3,6448 -3,7448 -3,8748 -4,0433 -4,2552 -4,4978 -4,7424 -4,9552 -5,1046 -5,1646 -5,1219 -4,9788 -4,7479 -4,4461 -4,0937 -3,7151 -3,3355 -2,9784 -2,6638 -2,4028 -2,1925 -2,0193 -1,8708 -1,7453 -1,6468 -1,5757 -1,5261 -1,4870 -1,4433 -1,3766 -1,2686 -1,1082 -0,8956 -0,6426 -0,3719 -0,1148 0,0988 0,2536 0,3549 0,4175 0,4486 0,4428 0,3965 0,3202 0,2326 0,1481 0,0749 0,0213 0,0009 0,0333 0,1389 0,3270 0,5890 0,9015 1,2341 1,5547 1,8346 2,0507 2,1846 2,2242 2,1700 2,0366 1,8478 1,6305 1,4077 1,1950 1,0021 0,8380 0,7148 0,6473 0,6461 0,7054 0,7993 0,8916 0,9509 0,9582 0,9079 0,8048 0,6600 0,4866 0,2932 0,0798 -0,1572 -0,4186 -0,7005 -0,9962 -1,2971 -1,5870 -1,8407 -2,0333 -2,1517 -2,1969 -2,1756 -2,0924 -1,9517 -1,7653 -1,5543 -1,3434 -1,1563 -1,0143 -0,9356 -0,9372 -1,0368 -1,2458 -1,5586 -1,9483 -2,3729 -2,7857 -3,1476 -3,4312 -3,6197 -3,7094 -3,7122 -3,6548 -3,5716 -3,4937 -3,4383 -3,4039 -3,3744 -3,3306 -3,2590 -3,1467 -2,9765 -2,7334 -2,4147 -2,0366 -1,6327 -1,2410 -0,8894 -0,5955 -0,3694 -0,2121 -0,1137 -0,0600 -0,0381 -0,0353 -0,0352 -0,0162 0,0402 0,1386 0,2668 0,4062 0,5462 0,6894 0,8440 1,0091 1,1705 1,3095 1,4146 1,4804 1,4995 1,4608 1,3568 1,1920 0,9828 0,7531 0,5280 0,3284 0,1685 0,0531 -0,0235 -0,0803 -0,1493 -0,2652 -0,4496 -0,7033 -1,0094 -1,3415 -1,6723 -1,9788 -2,2453 -2,4629 -2,6299 -2,7526 -2,8433 -2,9158 -2,9783 -3,0292 -3,0588 -3,0539 -3,0046 -2,9111 -2,7835 -2,6369 -2,4863 -2,3439 -2,2183 -2,1125 -2,0241 -1,9482 -1,8792 -1,8103 -1,7360 -1,6556 -1,5697 -1,4711 -1,3448 -1,1792 -0,9741 -0,7408 -0,4979 -0,2679 -0,0771 0,0439 0,0642 -0,0365 -0,2574 -0,5748 -0,9540 -1,3627 -1,7747 -2,1668 -2,5154 -2,7977 -2,9914 -3,0769 -3,0431 -2,8907 -2,6329 -2,2908 -1,8821 -1,4109 -0,8680 -0,2445 0,4533 1,2023 1,9751 2,7534 3,5309 4,3050 5,0683 5,8098 6,5227 7,2043 7,8513 8,4585 9,0216 9,5365 9,9974 10,3964 10,7268 10,9838 11,1629 11,2613 11,2794 11,2153 11,0595 10,7968 10,4102 9,8876 9,2348 8,4798 7,6630 6,8260 6,0061 5,2327 4,5287 3,9155 3,4131 3,0337 2,7717 2,5968 2,4629 2,3289 2,1791 2,0243 1,8890 1,7963 1,7589 1,7787 1,8507 1,9640 2,0994 2,2334 2,3459 2,4231 2,4599 2,4611 2,4389 2,4101 2,3958 2,4157 2,4752 2,5586 2,6342 2,6653 2,6244 2,5042 2,3171 2,0830 1,8154 1,5155 1,1760 0,7918 0,3677 -0,0825 -0,5413 -0,9920 -1,4233 -1,8307 -2,2146 -2,5818 -2,9459 -3,3212 -3,7120 -4,1084 -4,4906 -4,8339 -5,1158 -5,3256 -5,4657 -5,5426 -5,5605 -5,5243 -5,4461 -5,3468 -5,2438 -5,1401 -5,0259 -4,8869 -4,7091 -4,4797
Fz    -1,0791 -1,1144 -1,1718 -1,2646 -1,3879 -1,5243 -1,6530 -1,7553 -1,8197 -1,8479 -1,8511 -1,8391 -1,8179 -1,7931 -1,7652 -1,7228 -1,6442 -1,5046 -1,2817 -0,9669 -0,5774 -0,1550 0,2485 0,5889 0,8464 1,0325 1,1793 1,3222 1,4880 1,6845 1,8955 2,0903 2,2397 2,3276 2,3523 2,3229 2,2520 2,1515 2,0317 1,8967 1,7370 1,5280 1,2411 0,8637 0,4134 -0,0665 -0,5250 -0,9204 -1,2303 -1,4548 -1,6107 -1,7227 -1,8172 -1,9190 -2,0449 -2,1960 -2,3577 -2,5163 -2,6731 -2,8418 -3,0350 -3,2507 -3,4669 -3,6514 -3,7762 -3,8195 -3,7603 -3,5898 -3,3295 -3,0266 -2,7283 -2,4601 -2,2264 -2,0241 -1,8468 -1,6790 -1,4921 -1,2535 -0,9422 -0,5606 -0,1349 0,2923 0,6736 0,9684 1,1472 1,1933 1,1042 0,8911 0,5711 0,1577 -0,3411 -0,9125 -1,5275 -2,1382 -2,6888 -3,1292 -3,4234 -3,5530 -3,5219 -3,3611 -3,1222 -2,8583 -2,6067 -2,3839 -2,1900 -2,0148 -1,8436 -1,6736 -1,5291 -1,4568 -1,5042 -1,6994 -2,0407 -2,4965 -3,0100 -3,5087 -3,9191 -4,1863 -4,2858 -4,2227 -4,0202 -3,7047 -3,2983 -2,8224 -2,2975 -1,7307 -1,1018 -0,3709 0,4964 1,5049 2,6223 3,7956 4,9779 6,1425 7,2810 8,3954 9,4919 10,5709 11,6163 12,5863 13,4123 14,0177 14,3515 14,4093 14,2298 13,8795 13,4318 12,9437 12,4409 11,9210 11,3665 10,7585 10,0868 9,3551 8,5798 7,7876 7,0141 6,2999 5,6818 5,1836 4,8137 4,5723 4,4566 4,4579 4,5591 4,7364 4,9610 5,2017 5,4374 5,6656 5,8944 6,1337 6,3944 6,6909 7,0385 7,4498 7,9296 8,4707 9,0537 9,6523 10,2374 10,7823 11,2680 11,6900 12,0579 12,3883 12,7014 13,0128 13,3173 13,5758 13,7226 13,6906 13,4377 12,9587 12,2753 11,4185 10,4220 9,3233 8,1586 6,9532 5,7179 4,4543 3,1653 1,8625 0,5707 -0,6741 -1,8269 -2,8422 -3,6907 -4,3724 -4,9135 -5,3522 -5,7217 -6,0410 -6,3152 -6,5445 -6,7264 -6,8518 -6,9075 -6,8823 -6,7722 -6,5837 -6,3274 -6,0069 -5,6162 -5,1541 -4,6352 -4,0861 -3,5360 -3,0105 -2,5276 -2,0979 -1,7259 -1,4091 -1,1358 -0,8858 -0,6339 -0,3540 -0,0223 0,3749 0,8293 1,3088 1,7750 2,2046 2,5995 2,9797 3,3651 3,7582 4,1380 4,4658 4,6941 4,7830 4,7213 4,5347 4,2696 3,9677 3,6547 3,3418 3,0308 2,7155 2,3837 2,0236 1,6353 1,2360 0,8571 0,5339 0,2937 0,1420 0,0588 0,0084 -0,0443 -0,1215 -0,2329 -0,3818 -0,5680 -0,7866 -1,0302 -1,2882 -1,5453 -1,7846 -2,0014 -2,2092 -2,4258 -2,6524 -2,8697 -3,0469 -3,1462 -3,1331 -2,9920 -2,7342 -2,3904 -1,9977 -1,5893 -1,1903 -0,8170 -0,4802 -0,1866 0,0644 0,2787 0,4588 0,5986 0,6907 0,7359 0,7444 0,7315 0,7186 0,7346 0,8122 0,9754 1,2261 1,5373 1,8609 2,1448 2,3493 2,4564 2,4732 2,4279 2,3559 2,2795 2,1979 2,0973 1,9719 1,8308 1,6922 1,5807 1,5261 1,5574 1,6954 1,9476 2,3038 2,7332 3,1937 3,6444 4,0509 4,3821 4,6107 4,7171 4,6983 4,5729 4,3776 4,1557 3,9452 3,7700 3,6363 3,5408 3,4858 3,4860 3,5564 3,6969 3,8845 4,0791 4,2380 4,3294 4,3407 4,2797 4,1661 4,0209 3,8612 3,6959 3,5218 3,3262 3,0937 2,8128 2,4770 2,0864 1,6529 1,2034 0,7704 0,3766 0,0281 -0,2783 -0,5455 -0,7722 -0,9548 -1,0875 -1,1655 -1,1926 -1,1894 -1,1900 -1,2320 -1,3479 -1,5574 -1,8616 -2,2422 -2,6609 -3,0654 -3,4052 -3,6439 -3,7596 -3,7438 -3,6059 -3,3760 -3,1011 -2,8319 -2,6090 -2,4519 -2,3582 -2,3141 -2,3015 -2,3012 -2,2976 -2,2846 -2,2627 -2,2372 -2,2184 -2,2148 -2,2240 -2,2395 -2,2592 -2,2838 -2,3127 -2,3417 -2,3610 -2,3568 -2,3159 -2,2294 -2,0992 -1,9422 -1,7849 -1,6481 -1,5377 -1,4434 -1,3463 -1,2317 -1,0987 -0,9599 -0,8340 -0,7404 -0,6997 -0,7341 -0,8605 -1,0775 -1,3607 -1,6694 -1,9594 -2,1940 -2,3519 -2,4284 -2,4331 -2,3904 -2,3366 -2,3062 -2,3201 -2,3838 -2,4924 -2,6335 -2,7889 -2,9413 -3,0801 -3,2028 -3,3142 -3,4235 -3,5407 -3,6724 -3,8155 -3,9534 -4,0596 -4,1083 -4,0919 -4,0291 -3,9551 -3,9058 -3,9089 -3,9796 -4,1182 -4,3076 -4,5164 -4,7098 -4,8620 -4,9604 -5,0057 -5,0110 -4,9883 -4,9331 -4,8262 -4,6509 -4,4063 -4,1117 -3,8037 -3,5257 -3,3147 -3,1943 -3,1732 -3,2464 -3,3950 -3,5900 -3,8017 -4,0076 -4,1928 -4,3493 -4,4764 -4,5792 -4,6595 -4,7084 -4,7068 -4,6356 -4,4882 -4,2723 -3,9993 -3,6716 -3,2794 -2,8074 -2,2445 -1,5898 -0,8480 -0,0237 0,8757 1,8314 2,8108 3,7769 4,6973 5,5459 6,3038 6,9629 7,5291 8,0199 8,4575 8,8590 9,2297 9,5599 9,8268 10,0042 10,0752 10,0381 9,9002 9,6687 9,3441 8,9230 8,4084 7,8118 7,1493 6,4415 5,7162 5,0065 4,3461 3,7669 3,2968 2,9529 2,7303 2,5936 2,4837 2,3426 2,1408 1,8855 1,6093 1,3552 1,1682 1,0851 1,1213 1,2616 1,4624 1,6672 1,8273 1,9157 1,9316 1,8962 1,8429 1,8057 1,8088 1,8544 1,9164 1,9495 1,9083 1,7640 1,5128 1,1752 0,7859 0,3758 -0,0393 -0,4621 -0,9077 -1,3920 -1,9246 -2,5096 -3,1463 -3,8251 -4,5285 -5,2395 -5,9469 -6,6456 -7,3363 -8,0225 -8,6988 -9,3476 -9,9434 -10,4545 -10,8464 -11,0954 -11,1987 -11,1700 -11,0326 -10,8148 -10,5461 -10,2530 -9,9525 -9,6463 -9,3212 -8,9532 -8,5161 -7,9959
F3    -0,7384 -0,8534 -0,9325 -0,9924 -1,0439 -1,0949 -1,1537 -1,2276 -1,3204 -1,4305 -1,5511 -1,6735 -1,7886 -1,8822 -1,9304 -1,9020 -1,7713 -1,5302 -1,1907 -0,7803 -0,3363 0,1016 0,4990 0,8320 1,0916 1,2837 1,4253 1,5395 1,6496 1,7682 1,8920 2,0069 2,0992 2,1593 2,1805 2,1578 2,0877 1,9691 1,8042 1,5946 1,3375 1,0272 0,6604 0,2431 -0,2025 -0,6379 -1,0196 -1,3136 -1,5057 -1,6067 -1,6462 -1,6597 -1,6783 -1,7221 -1,7953 -1,8849 -1,9686 -2,0270 -2,0515 -2,0427 -2,0040 -1,9369 -1,8419 -1,7201 -1,5742 -1,4047 -1,2086 -0,9847 -0,7414 -0,4956 -0,2640 -0,0605 0,1030 0,2205 0,2982 0,3574 0,4302 0,5488 0,7362 0,9992 1,3240 1,6779 2,0180 2,3021 2,4946 2,5669 2,5018 2,2971 1,9641 1,5174 0,9690 0,3356 -0,3473 -1,0240 -1,6349 -2,1329 -2,4880 -2,6847 -2,7227 -2,6202 -2,4137 -2,1513 -1,8799 -1,6348 -1,4344 -1,2812 -1,1690 -1,0963 -1,0769 -1,1385 -1,3093 -1,6016 -2,0035 -2,4798 -2,9799 -3,4473 -3,8288 -4,0845 -4,1952 -4,1662 -4,0214 -3,7883 -3,4866 -3,1265 -2,7119 -2,2400 -1,6996 -1,0746 -0,3522 0,4713 1,3911 2,3994 3,4855 4,6327 5,8204 7,0304 8,2435 9,4323 10,5570 11,5683 12,4143 13,0508 13,4546 13,6308 13,6106 13,4428 13,1774 12,8493 12,4721 12,0425 11,5471 10,9691 10,2977 9,5386 8,7185 7,8775 7,0569 6,2949 5,6285 5,0931 4,7139 4,4998 4,4424 4,5200 4,7044 4,9647 5,2627 5,5546 5,8063 6,0038 6,1539 6,2791 6,4118 6,5845 6,8182 7,1148 7,4577 7,8219 8,1859 8,5361 8,8650 9,1694 9,4515 9,7212 9,9930 10,2782 10,5770 10,8770 11,1529 11,3653 11,4647 11,4047 11,1552 10,7085 10,0779 9,2923 8,3903 7,4121 6,3894 5,3415 4,2783 3,2051 2,1281 1,0588 0,0177 -0,9640 -1,8463 -2,5900 -3,1705 -3,5867 -3,8576 -4,0081 -4,0599 -4,0310 -3,9385 -3,7990 -3,6263 -3,4296 -3,2120 -2,9719 -2,7089 -2,4295 -2,1421 -1,8471 -1,5343 -1,1931 -0,8211 -0,4249 -0,0164 0,3883 0,7708 1,1146 1,4084 1,6492 1,8458 2,0178 2,1887 2,3797 2,6055 2,8692 3,1594 3,4540 3,7307 3,9792 4,2067 4,4336 4,6780 4,9400 5,1998 5,4256 5,5827 5,6450 5,6092 5,4975 5,3453 5,1823 5,0240 4,8722 4,7200 4,5562 4,3683 4,1476 3,8930 3,6153 3,3374 3,0878 2,8908 2,7576 2,6842 2,6514 2,6308 2,5966 2,5376 2,4579 2,3678 2,2760 2,1849 2,0882 1,9764 1,8424 1,6785 1,4718 1,2117 0,9034 0,5725 0,2590 0,0084 -0,1378 -0,1510 -0,0223 0,2394 0,6135 1,0740 1,5918 2,1352 2,6680 3,1514 3,5531 3,8558 4,0605 4,1784 4,2230 4,2093 4,1551 4,0799 4,0036 3,9476 3,9335 3,9773 4,0842 4,2489 4,4570 4,6840 4,8976 5,0661 5,1713 5,2118 5,1978 5,1411 5,0499 4,9300 4,7883 4,6358 4,4877 4,3609 4,2703 4,2267 4,2398 4,3198 4,4737 4,7013 4,9943 5,3367 5,7065 6,0767 6,4150 6,6871 6,8661 6,9388 6,9043 6,7707 6,5545 6,2807 5,9825 5,6985 5,4644 5,3037 5,2228 5,2137 5,2574 5,3275 5,3937 5,4268 5,4052 5,3197 5,1714 4,9671 4,7192 4,4439 4,1566 3,8684 3,5860 3,3118 3,0436 2,7767 2,5091 2,2459 1,9958 1,7671 1,5690 1,4144 1,3185 1,2910 1,3286 1,4122 1,5122 1,5969 1,6384 1,6146 1,5086 1,3072 1,0020 0,5971 0,1184 -0,3848 -0,8542 -1,2399 -1,5076 -1,6382 -1,6287 -1,4975 -1,2851 -1,0473 -0,8399 -0,7011 -0,6407 -0,6427 -0,6798 -0,7255 -0,7573 -0,7560 -0,7082 -0,6087 -0,4627 -0,2850 -0,0935 0,0953 0,2652 0,4005 0,4911 0,5360 0,5453 0,5392 0,5425 0,5757 0,6496 0,7635 0,9049 1,0546 1,1946 1,3134 1,4068 1,4783 1,5355 1,5813 1,6120 1,6190 1,5894 1,5039 1,3435 1,1015 0,7922 0,4480 0,1076 -0,1958 -0,4376 -0,6011 -0,6795 -0,6809 -0,6308 -0,5660 -0,5242 -0,5325 -0,6018 -0,7260 -0,8844 -1,0481 -1,1911 -1,2996 -1,3730 -1,4209 -1,4577 -1,4948 -1,5341 -1,5658 -1,5711 -1,5300 -1,4315 -1,2796 -1,0929 -0,8975 -0,7166 -0,5636 -0,4428 -0,3530 -0,2886 -0,2443 -0,2201 -0,2198 -0,2451 -0,2939 -0,3607 -0,4320 -0,4805 -0,4714 -0,3784 -0,1951 0,0631 0,3618 0,6529 0,8827 1,0048 0,9924 0,8428 0,5773 0,2354 -0,1368 -0,5002 -0,8302 -1,1146 -1,3467 -1,5177 -1,6156 -1,6293 -1,5514 -1,3803 -1,1246 -0,8020 -0,4278 -0,0033 0,4845 1,0509 1,7007 2,4277 3,2211 4,0668 4,9477 5,8433 6,7281 7,5714 8,3439 9,0243 9,6032 10,0849 10,4852 10,8254 11,1252 11,3991 11,6561 11,8967 12,1093 12,2750 12,3750 12,3918 12,3067 12,1042 11,7745 11,3150 10,7320 10,0417 9,2677 8,4381 7,5883 6,7591 5,9912 5,3202 4,7742 4,3699 4,1057 3,9571 3,8822 3,8351 3,7824 3,7098 3,6201 3,5292 3,4602 3,4343 3,4601 3,5248 3,5951 3,6332 3,6142 3,5330 3,4026 3,2479 3,0955 2,9665 2,8749 2,8242 2,8015 2,7802 2,7323 2,6388 2,4892 2,2790 2,0088 1,6836 1,3093 0,8885 0,4211 -0,0890 -0,6277 -1,1711 -1,6921 -2,1670 -2,5823 -2,9378 -3,2469 -3,5361 -3,8394 -4,1840 -4,5769 -5,0037 -5,4361 -5,8400 -6,1833 -6,4442 -6,6105 -6,6754 -6,6369 -6,5001 -6,2754 -5,9779 -5,6240 -5,2289 -4,8047 -4,3596 -3,8976 -3,4180
F7    -1,4974 -1,4230 -1,3792 -1,3714 -1,3977 -1,4549 -1,5374 -1,6324 -1,7202 -1,7770 -1,7799 -1,7188 -1,6016 -1,4419 -1,2427 -0,9954 -0,6934 -0,3426 0,0398 0,4292 0,7959 1,1104 1,3476 1,4900 1,5305 1,4761 1,3483 1,1855 1,0356 0,9364 0,9027 0,9320 1,0140 1,1321 1,2599 1,3655 1,4227 1,4168 1,3441 1,2107 1,0289 0,8108 0,5658 0,3034 0,0389 -0,2055 -0,4070 -0,5502 -0,6333 -0,6708 -0,6896 -0,7188 -0,7776 -0,8702 -0,9843 -1,0959 -1,1751 -1,1988 -1,1610 -1,0736 -0,9546 -0,8168 -0,6645 -0,5006 -0,3346 -0,1848 -0,0705 -0,0022 0,0218 0,0133 -0,0106 -0,0364 -0,0598 -0,0818 -0,1013 -0,1100 -0,0950 -0,0463 0,0398 0,1648 0,3309 0,5340 0,7572 0,9727 1,1487 1,2534 1,2582 1,1405 0,8884 0,5046 0,0084 -0,5648 -1,1682 -1,7502 -2,2651 -2,6840 -2,9991 -3,2142 -3,3329 -3,3574 -3,2960 -3,1676 -2,9980 -2,8153 -2,6487 -2,5240 -2,4557 -2,4468 -2,4955 -2,6009 -2,7624 -2,9775 -3,2375 -3,5285 -3,8351 -4,1427 -4,4369 -4,7005 -4,9101 -5,0420 -5,0799 -5,0162 -4,8500 -4,5875 -4,2424 -3,8291 -3,3583 -2,8350 -2,2601 -1,6327 -0,9513 -0,2117 0,5908 1,4507 2,3488 3,2606 4,1646 5,0429 5,8781 6,6467 7,3182 7,8584 8,2431 8,4693 8,5540 8,5247 8,4095 8,2264 7,9789 7,6639 7,2795 6,8262 6,3056 5,7256 5,1062 4,4757 3,8599 3,2776 2,7479 2,2981 1,9582 1,7461 1,6582 1,6751 1,7702 1,9111 2,0559 2,1587 2,1886 2,1451 2,0597 1,9825 1,9589 2,0086 2,1207 2,2636 2,4005 2,5052 2,5747 2,6283 2,6957 2,8030 2,9674 3,1994 3,5004 3,8554 4,2301 4,5841 4,8848 5,1095 5,2396 5,2610 5,1659 4,9545 4,6365 4,2269 3,7408 3,1909 2,5878 1,9396 1,2519 0,5295 -0,2170 -0,9699 -1,7080 -2,4074 -3,0376 -3,5640 -3,9597 -4,2194 -4,3637 -4,4274 -4,4391 -4,4088 -4,3316 -4,2024 -4,0258 -3,8146 -3,5821 -3,3349 -3,0715 -2,7918 -2,5037 -2,2198 -1,9497 -1,6983 -1,4680 -1,2553 -1,0497 -0,8406 -0,6225 -0,3928 -0,1537 0,0834 0,3010 0,4862 0,6362 0,7577 0,8658 0,9788 1,1098 1,2614 1,4282 1,6068 1,8053 2,0380 2,3069 2,5909 2,8551 3,0671 3,2016 3,2442 3,2013 3,0991 2,9693 2,8346 2,7042 2,5818 2,4694 2,3656 2,2629 2,1523 2,0305 1,9019 1,7757 1,6599 1,5589 1,4755 1,4102 1,3563 1,2992 1,2281 1,1481 1,0771 1,0296 1,0064 0,9965 0,9823 0,9470 0,8795 0,7728 0,6200 0,4169 0,1703 -0,0990 -0,3584 -0,5670 -0,6857 -0,6915 -0,5830 -0,3717 -0,0756 0,2811 0,6676 1,0485 1,3864 1,6492 1,8221 1,9154 1,9606 1,9927 2,0330 2,0851 2,1380 2,1714 2,1664 2,1174 2,0402 1,9711 1,9531 2,0175 2,1720 2,3965 2,6465 2,8673 3,0162 3,0752 3,0485 2,9521 2,8058 2,6326 2,4591 2,3108 2,2049 2,1484 2,1403 2,1741 2,2445 2,3536 2,5071 2,7036 2,9296 3,1609 3,3697 3,5328 3,6330 3,6540 3,5825 3,4190 3,1809 2,8967 2,5950 2,2958 2,0132 1,7625 1,5601 1,4178 1,3428 1,3391 1,4053 1,5290 1,6852 1,8407 1,9618 2,0208 1,9963 1,8743 1,6526 1,3439 0,9727 0,5723 0,1820 -0,1593 -0,4253 -0,6134 -0,7419 -0,8359 -0,9109 -0,9644 -0,9765 -0,9188 -0,7716 -0,5373 -0,2433 0,0634 0,3294 0,5099 0,5810 0,5425 0,4103 0,2034 -0,0648 -0,3838 -0,7386 -1,1058 -1,4590 -1,7784 -2,0534 -2,2757 -2,4357 -2,5263 -2,5499 -2,5209 -2,4594 -2,3836 -2,3047 -2,2253 -2,1441 -2,0607 -1,9707 -1,8585 -1,7017 -1,4848 -1,2106 -0,9008 -0,5862 -0,2959 -0,0529 0,1288 0,2472 0,3118 0,3417 0,3605 0,3868 0,4262 0,4739 0,5226 0,5674 0,6070 0,6430 0,6811 0,7287 0,7909 0,8621 0,9235 0,9539 0,9438 0,8948 0,8078 0,6794 0,5108 0,3152 0,1146 -0,0687 -0,2188 -0,3270 -0,3904 -0,4113 -0,3983 -0,3723 -0,3657 -0,4093 -0,5208 -0,7031 -0,9426 -1,2072 -1,4519 -1,6357 -1,7346 -1,7454 -1,6838 -1,5831 -1,4831 -1,4146 -1,3886 -1,3978 -1,4232 -1,4436 -1,4425 -1,4078 -1,3300 -1,2055 -1,0399 -0,8496 -0,6591 -0,4965 -0,3860 -0,3396 -0,3520 -0,4057 -0,4814 -0,5621 -0,6262 -0,6453 -0,5958 -0,4725 -0,2863 -0,0543 0,2025 0,4572 0,6778 0,8321 0,8955 0,8560 0,7165 0,4959 0,2216 -0,0816 -0,3926 -0,6874 -0,9385 -1,1211 -1,2186 -1,2230 -1,1341 -0,9625 -0,7322 -0,4693 -0,1834 0,1418 0,5378 1,0277 1,6077 2,2493 2,9154 3,5778 4,2269 4,8691 5,5120 6,1524 6,7797 7,3830 7,9515 8,4750 8,9447 9,3526 9,6904 9,9553 10,1532 10,2948 10,3887 10,4386 10,4423 10,3894 10,2654 10,0577 9,7556 9,3508 8,8475 8,2674 7,6409 6,9982 6,3665 5,7651 5,2016 4,6747 4,1839 3,7368 3,3443 3,0112 2,7299 2,4853 2,2654 2,0674 1,8951 1,7552 1,6557 1,6056 1,6117 1,6712 1,7676 1,8789 1,9872 2,0793 2,1445 2,1772 2,1767 2,1499 2,1157 2,1018 2,1297 2,2036 2,3108 2,4233 2,5040 2,5181 2,4435 2,2761 2,0284 1,7195 1,3643 0,9732 0,5595 0,1437 -0,2501 -0,6029 -0,9096 -1,1789 -1,4261 -1,6694 -1,9272 -2,2097 -2,5107 -2,8120 -3,0952 -3,3491 -3,5685 -3,7540 -3,9077 -4,0270 -4,1055 -4,1384 -4,1257 -4,0716 -3,9810 -3,8565 -3,6984 -3,5032 -3,2610 -2,9579
