Fp1   -1,8312 -1,4440 -1,1830 -1,0914 -1,0832 -0,9786 -0,6385 -0,1007 0,4495 0,8364 1,0126 1,0623 1,1181 1,2550 1,4402 1,5753 1,5996 1,5423 1,4606 1,3709 1,2661 1,1682 1,1374 1,2274 1,4287 1,6778 1,9210 2,1384 2,3058 2,3415 2,0976 1,4439 0,3895 -0,8856 -2,1084 -3,0367 -3,5583 -3,6887 -3,4944 -3,0646 -2,5278 -2,0152 -1,5897 -1,2330 -0,8948 -0,5443 -0,1692 0,2439 0,6695 0,9820 0,9923 0,5749 -0,2213 -1,1728 -2,0002 -2,5216 -2,7208 -2,6900 -2,5143 -2,2173 -1,7967 -1,2808 -0,7412 -0,2680 0,0506 0,1365 -0,0476 -0,4495 -0,9290 -1,3327 -1,5781 -1,6755 -1,6798 -1,6152 -1,4361 -1,0604 -0,4294 0,4597 1,5090 2,4687 3,0030 2,8745 2,0851 0,8903 -0,3090 -1,1628 -1,5270 -1,4587 -1,0950 -0,5608 0,0411 0,6325 1,1956 1,7794 2,4213 3,0603 3,5422 3,6857 3,3627 2,5710 1,4461 0,1800 -1,0714 -2,2058 -3,1372 -3,8004 -4,2046 -4,4385 -4,6015 -4,7510 -4,9090 -5,0785 -5,2411 -5,3315 -5,2188 -4,7856 -4,0528 -3,1784 -2,3209 -1,5330 -0,7570 0,1069 1,1016 2,1686 3,2260 4,2591 5,2953 6,3168 7,2256 7,8716 8,1197 7,9506 7,5154 7,0642 6,8131 6,8736 7,2603 7,9112 8,6736 9,2987 9,5241 9,1978 8,3459 7,1589 5,9158 4,8788 4,2050 3,9063 3,8654 3,8866 3,7617 3,3590 2,7182 2,0434 1,5657 1,4243 1,6558 2,2267 3,0598 4,0518 5,0732 5,9830 6,6894 7,1883 7,5409 7,8433 8,2045 8,6976 9,2961 9,8567 10,1815 10,1346 9,7220 9,0755 8,3732 7,7803 7,4203 7,3249 7,3816 7,3854 7,1714 6,6863 5,9617 5,0959 4,2642 3,6722 3,4632 3,6691 4,2113 4,9312 5,6499 6,2214 6,5655 6,6900 6,6761 6,6297 6,6351 6,7186 6,8329 6,8682 6,6860 6,1919 5,4002 4,4227 3,4136 2,5234 1,8716 1,5404 1,5782 1,9996 2,7485 3,6470 4,4356 4,9204 5,0893 5,1003 5,1648 5,4087 5,8247 6,3196 6,7450 6,9349 6,8276 6,5444 6,3068 6,3071 6,6386 7,2602 8,0033 8,6604 9,0672 9,1006 8,6687 7,7579 6,4799 5,0393 3,6356 2,4048 1,4339 0,7805 0,4657 0,4739 0,7734 1,3395 2,1415 3,1026 4,0891 4,9587 5,6268 6,0870 6,3528 6,3943 6,1615 5,6500 4,9226 4,1179 3,4476 3,1011 3,0949 3,2460 3,3103 3,1264 2,6639 2,0062 1,2919 0,6393 0,1154 -0,2289 -0,3315 -0,1784 0,1173 0,3398 0,2901 -0,1261 -0,8850 -1,8199 -2,6199 -2,9772 -2,7829 -2,1775 -1,4478 -0,8694 -0,5904 -0,6059 -0,8021 -1,0225 -1,1092 -0,9317 -0,4449 0,2668 1,0272 1,6564 2,0371 2,1538 2,1136 2,1125 2,3325 2,8347 3,5253 4,2097 4,6878 4,8336 4,6112 4,0540 3,2771 2,4882 1,9219 1,7398 1,9726 2,5204 3,1947 3,7859 4,1432 4,2363 4,1482 3,9982 3,8564 3,7099 3,4911 3,1329 2,5958 1,8722 1,0402 0,3243 0,0100 0,2526 0,9746 1,9252 2,8179 3,4372 3,6821 3,5983 3,3711 3,2093 3,2312 3,4885 4,0375 4,9293 6,1308 7,4701 8,6731 9,4729 9,7203 9,4584 8,9260 8,4389 8,2150 8,2822 8,4987 8,6388 8,5096 8,0256 7,2099 6,1944 5,2130 4,5091 4,2084 4,2835 4,6293 5,1292 5,6456 6,0078 6,0723 5,8014 5,2850 4,6973 4,2240 4,0027 4,0902 4,4522 4,9921 5,6063 6,2247 6,8188 7,3940 7,9773 8,5953 9,2439 9,8918 10,5040 11,0300 11,3739 11,4074 11,0507 10,3544 9,4884 8,6478 7,9554 7,4042 6,8888 6,3181 5,6898 5,0547 4,4669 3,9831 3,6585 3,5215 3,5634 3,7276 3,9029 3,9712 3,8833 3,6919 3,4998 3,3628 3,2606 3,1670 3,0813 2,9789 2,8017 2,5041 2,0807 1,5769 1,0889 0,7358 0,6009 0,6790 0,8728 1,0449 1,0835 0,9401 0,6108 0,1086 -0,5002 -1,0490 -1,3200 -1,1623 -0,5737 0,2979 1,2254 1,9968 2,4836 2,6656 2,5975 2,3180 1,8100 1,0643 0,1339 -0,8651 -1,7561 -2,3498 -2,5463 -2,3720 -1,9129 -1,2670 -0,5783 -0,0377 0,2102 0,1544 -0,1038 -0,4481 -0,8010 -1,0822 -1,1808 -1,0079 -0,5525 0,1026 0,7919 1,3282 1,6001 1,6138 1,4516 1,2126 0,9833 0,8147 0,7022 0,6034 0,4879 0,3541 0,2018 0,0206 -0,2068 -0,5181 -0,9576 -1,5253 -2,1694 -2,8198 -3,3981 -3,8354 -4,1410 -4,4359 -4,8647 -5,4599 -6,0990 -6,5833 -6,7592 -6,5946 -6,1646 -5,6009 -5,0693 -4,7365 -4,6831 -4,8317 -4,9745 -4,8830 -4,4061 -3,5268 -2,3897 -1,2652 -0,4271 -0,0207 -0,0282 -0,3349 -0,8018 -1,2707 -1,5577 -1,4963 -0,9865 -0,0292 1,2308 2,5161 3,5211 4,0186 3,9207 3,3179 2,4538 1,6116 1,0231 0,8541 1,1690 1,8547 2,6088 3,0376 2,8260 1,9101 0,5255 -0,9346 -2,1356 -2,9346 -3,3667 -3,5321 -3,5151 -3,3979 -3,2897 -3,3011 -3,4899 -3,8229 -4,1987 -4,5408 -4,8660 -5,2713 -5,8726 -6,7196 -7,7378 -8,7575 -9,5928 -10,1089 -10,2673 -10,1407 -9,8769 -9,6206 -9,4487 -9,3554 -9,2815 -9,1587 -8,9245 -8,5166 -7,9056 -7,1356 -6,3014 -5,4996 -4,8054 -4,2574 -3,8385 -3,4864 -3,1491 -2,8321 -2,5871 -2,4763 -2,5472 -2,8046 -3,1837 -3,5703 -3,8738 -4,0934 -4,3098 -4,6042 -4,9934 -5,4537 -5,9890 -6,6480 -7,4639 -8,3913 -9,3100 -10,0809 -10,6055 -10,8515 -10,8449 -10,6394 -10,2787 -9,7683 -9,0909 -8,2658 -7,3856 -6,5893 -6,0081 -5,7092 -5,6614 -5,7553 -5,8553
Fz    -1,4442 -1,2112 -0,9619 -0,7133 -0,4545 -0,1488 0,2324 0,6652 1,0741 1,3837 1,5696 1,6691 1,7467 1,8444 1,9566 2,0491 2,0982 2,1098 2,0997 2,0661 1,9880 1,8467 1,6441 1,3993 1,1335 0,8659 0,6214 0,4264 0,2888 0,1766 0,0172 -0,2651 -0,6975 -1,2377 -1,7945 -2,2664 -2,5828 -2,7202 -2,6878 -2,5198 -2,2750 -2,0162 -1,7814 -1,5724 -1,3637 -1,1226 -0,8248 -0,4668 -0,0838 0,2398 0,3983 0,3218 0,0230 -0,3972 -0,7957 -1,0584 -1,1527 -1,1229 -1,0370 -0,9418 -0,8614 -0,8119 -0,8020 -0,8289 -0,8848 -0,9653 -1,0642 -1,1621 -1,2305 -1,2506 -1,2298 -1,1972 -1,1794 -1,1740 -1,1399 -1,0181 -0,7652 -0,3776 0,0881 0,5108 0,7504 0,7215 0,4328 -0,0172 -0,4740 -0,7896 -0,8822 -0,7516 -0,4488 -0,0431 0,3921 0,7925 1,1247 1,3943 1,6182 1,7911 1,8803 1,8425 1,6423 1,2698 0,7477 0,1185 -0,5752 -1,2897 -1,9662 -2,5401 -2,9729 -3,2671 -3,4442 -3,5234 -3,5220 -3,4589 -3,3464 -3,1718 -2,8905 -2,4581 -1,8834 -1,2328 -0,5804 0,0335 0,6094 1,1745 1,7544 2,3543 2,9764 3,6401 4,3634 5,1302 5,8834 6,5405 7,0247 7,3069 7,4289 7,4787 7,5408 7,6623 7,8510 8,0844 8,3084 8,4365 8,3765 8,0698 7,5133 6,7653 5,9336 5,1422 4,4870 4,0062 3,6728 3,4086 3,1127 2,7119 2,2154 1,7183 1,3425 1,1809 1,2822 1,6522 2,2540 3,0133 3,8333 4,6213 5,3209 5,9201 6,4271 6,8504 7,1976 7,4731 7,6618 7,7185 7,5852 7,2325 6,6922 6,0469 5,3884 4,7864 4,2804 3,8727 3,5204 3,1575 2,7359 2,2401 1,6740 1,0670 0,4928 0,0551 -0,1544 -0,0867 0,2502 0,7915 1,4309 2,0461 2,5323 2,8388 2,9788 3,0080 2,9895 2,9625 2,9320 2,8777 2,7640 2,5596 2,2597 1,8882 1,4867 1,1070 0,8026 0,6187 0,5870 0,7211 1,0005 1,3542 1,6822 1,9142 2,0500 2,1488 2,2831 2,4903 2,7569 3,0347 3,2582 3,3662 3,3476 3,2629 3,2038 3,2397 3,3970 3,6540 3,9444 4,1794 4,2742 4,1634 3,8125 3,2336 2,4900 1,6755 0,8783 0,1625 -0,4272 -0,8632 -1,1402 -1,2727 -1,2782 -1,1654 -0,9435 -0,6395 -0,2968 0,0426 0,3508 0,6147 0,8207 0,9434 0,9648 0,9012 0,8001 0,7278 0,7590 0,9418 1,2496 1,5803 1,8146 1,8763 1,7550 1,4962 1,1707 0,8375 0,5295 0,2658 0,0631 -0,0792 -0,1994 -0,3658 -0,6444 -1,0715 -1,6412 -2,2881 -2,8853 -3,2994 -3,4702 -3,4370 -3,2992 -3,1533 -3,0507 -2,9934 -2,9516 -2,8868 -2,7623 -2,5437 -2,2104 -1,7715 -1,2664 -0,7519 -0,2891 0,0761 0,3383 0,5414 0,7485 0,9975 1,2784 1,5466 1,7520 1,8672 1,8926 1,8459 1,7632 1,7051 1,7407 1,9163 2,2298 2,6274 3,0244 3,3379 3,5203 3,5763 3,5523 3,5031 3,4576 3,4048 3,3060 3,1211 2,8288 2,4335 1,9803 1,5677 1,3176 1,3050 1,5153 1,8618 2,2381 2,5597 2,7782 2,8947 2,9632 3,0529 3,2036 3,4296 3,7482 4,1799 4,7123 5,2741 5,7546 6,0520 6,1147 5,9699 5,7260 5,5211 5,4465 5,5087 5,6414 5,7399 5,7042 5,4736 5,0431 4,4729 3,8793 3,3888 3,0784 2,9551 2,9814 3,1076 3,2762 3,4207 3,4855 3,4536 3,3532 3,2416 3,1786 3,2047 3,3264 3,5139 3,7187 3,9029 4,0559 4,1923 4,3402 4,5271 4,7642 5,0328 5,2924 5,5033 5,6386 5,6775 5,5997 5,4013 5,1154 4,8066 4,5402 4,3514 4,2278 4,1193 3,9772 3,7788 3,5217 3,2161 2,8898 2,5813 2,3241 2,1399 2,0318 1,9726 1,9137 1,8144 1,6681 1,4989 1,3329 1,1859 1,0795 1,0438 1,0860 1,1737 1,2521 1,2694 1,2007 1,0622 0,9053 0,7875 0,7385 0,7395 0,7336 0,6609 0,4891 0,2172 -0,1333 -0,5162 -0,8561 -1,0641 -1,0718 -0,8653 -0,4960 -0,0559 0,3605 0,6842 0,8883 0,9875 1,0017 0,9315 0,7782 0,5638 0,3252 0,1091 -0,0389 -0,1004 -0,0867 -0,0118 0,1183 0,2791 0,4210 0,5065 0,5393 0,5514 0,5728 0,6185 0,7003 0,8365 1,0408 1,3094 1,6149 1,9068 2,1299 2,2566 2,2975 2,2834 2,2473 2,2189 2,2165 2,2347 2,2515 2,2501 2,2239 2,1628 2,0502 1,8726 1,6210 1,2962 0,9223 0,5459 0,2184 -0,0207 -0,1574 -0,2179 -0,2683 -0,3766 -0,5644 -0,7928 -0,9873 -1,0791 -1,0378 -0,8758 -0,6353 -0,3751 -0,1535 0,0024 0,1190 0,2679 0,5272 0,9423 1,5066 2,1554 2,7781 3,2585 3,5243 3,5708 3,4477 3,2368 3,0402 2,9598 3,0611 3,3516 3,7853 4,2705 4,6926 4,9534 4,9974 4,8190 4,4715 4,0612 3,7048 3,4824 3,4284 3,5311 3,7225 3,8813 3,8706 3,5955 3,0537 2,3428 1,6155 1,0094 0,5916 0,3496 0,2281 0,1695 0,1242 0,0486 -0,0883 -0,2947 -0,5502 -0,8158 -1,0686 -1,3324 -1,6748 -2,1737 -2,8684 -3,7262 -4,6472 -5,5012 -6,1783 -6,6288 -6,8728 -6,9794 -7,0258 -7,0583 -7,0744 -7,0359 -6,8996 -6,6322 -6,2104 -5,6364 -4,9557 -4,2414 -3,5640 -2,9750 -2,4965 -2,1139 -1,7832 -1,4622 -1,1425 -0,8538 -0,6484 -0,5806 -0,6809 -0,9332 -1,2802 -1,6572 -2,0260 -2,3792 -2,7168 -3,0293 -3,3108 -3,5845 -3,9030 -4,3145 -4,8203 -5,3631 -5,8545 -6,2166 -6,4106 -6,4407 -6,3372 -6,1309 -5,8349 -5,4474 -4,9716 -4,4305 -3,8615 -3,3005 -2,7682 -2,2612 -1,7577 -1,2355
F3    -1,3140 -1,1259 -0,9456 -0,8022 -0,6899 -0,5561 -0,3384 -0,0326 0,2975 0,5813 0,7986 0,9860 1,1946 1,4408 1,6930 1,9031 2,0476 2,1358 2,1794 2,1737 2,1137 2,0120 1,8894 1,7530 1,5906 1,3967 1,1983 1,0409 0,9442 0,8676 0,7142 0,3892 -0,1285 -0,7699 -1,4185 -1,9661 -2,3490 -2,5493 -2,5760 -2,4618 -2,2709 -2,0749 -1,9104 -1,7652 -1,6022 -1,3904 -1,1129 -0,7658 -0,3800 -0,0446 0,1221 0,0398 -0,2811 -0,7339 -1,1653 -1,4605 -1,6028 -1,6548 -1,6850 -1,7185 -1,7447 -1,7485 -1,7280 -1,6927 -1,6577 -1,6380 -1,6384 -1,6430 -1,6204 -1,5478 -1,4339 -1,3193 -1,2498 -1,2406 -1,2568 -1,2271 -1,0813 -0,7921 -0,4102 -0,0699 0,0681 -0,0945 -0,5392 -1,1300 -1,6633 -1,9621 -1,9582 -1,6980 -1,2806 -0,8013 -0,3356 0,0649 0,3906 0,6746 0,9507 1,2103 1,4007 1,4564 1,3309 1,0179 0,5519 -0,0111 -0,6198 -1,2314 -1,7946 -2,2512 -2,5692 -2,7631 -2,8682 -2,9117 -2,9145 -2,8970 -2,8639 -2,7770 -2,5539 -2,1286 -1,5242 -0,8458 -0,2013 0,3596 0,8544 1,3428 1,8789 2,4761 3,1247 3,8258 4,5822 5,3654 6,1024 6,6895 7,0333 7,1112 7,0021 6,8461 6,7686 6,8301 7,0251 7,3047 7,5913 7,7870 7,8003 7,5736 7,0972 6,4176 5,6296 4,8473 4,1683 3,6449 3,2667 2,9653 2,6449 2,2397 1,7703 1,3448 1,0931 1,1050 1,4101 1,9833 2,7570 3,6383 4,5242 5,3201 5,9747 6,4964 6,9256 7,2992 7,6400 7,9549 8,2194 8,3655 8,3052 7,9879 7,4433 6,7679 6,0738 5,4503 4,9564 4,6061 4,3514 4,1108 3,8296 3,4937 3,0981 2,6428 2,1680 1,7586 1,5013 1,4449 1,5852 1,8675 2,2033 2,4983 2,6852 2,7532 2,7442 2,7180 2,7152 2,7416 2,7786 2,7958 2,7495 2,5919 2,3011 1,8980 1,4375 0,9836 0,5895 0,2977 0,1519 0,1946 0,4304 0,7861 1,1351 1,3777 1,5000 1,5658 1,6634 1,8420 2,0850 2,3311 2,5003 2,5199 2,3762 2,1434 1,9343 1,8342 1,8835 2,0819 2,3824 2,6973 2,9239 2,9690 2,7698 2,3139 1,6496 0,8744 0,0977 -0,5917 -1,1358 -1,5130 -1,7365 -1,8367 -1,8355 -1,7347 -1,5286 -1,2320 -0,8910 -0,5638 -0,2907 -0,0795 0,0805 0,1946 0,2609 0,2831 0,2759 0,2742 0,3376 0,5166 0,7970 1,0918 1,2926 1,3223 1,1589 0,8400 0,4425 0,0430 -0,3055 -0,5599 -0,6769 -0,6391 -0,4935 -0,3480 -0,3212 -0,4950 -0,8975 -1,4826 -2,1142 -2,6225 -2,9058 -2,9767 -2,9283 -2,8675 -2,8627 -2,9267 -3,0263 -3,1068 -3,1097 -2,9806 -2,6827 -2,2171 -1,6332 -1,0180 -0,4702 -0,0603 0,2058 0,3845 0,5454 0,7186 0,8812 0,9855 0,9972 0,9186 0,7791 0,6094 0,4380 0,3049 0,2620 0,3539 0,5938 0,9488 1,3487 1,7118 1,9759 2,1198 2,1641 2,1489 2,1009 2,0109 1,8440 1,5765 1,2124 0,7745 0,3153 -0,0601 -0,2253 -0,1109 0,2505 0,7500 1,2597 1,6749 1,9335 2,0364 2,0514 2,0660 2,1286 2,2499 2,4458 2,7502 3,1760 3,6761 4,1528 4,5007 4,6477 4,5953 4,4377 4,3142 4,3205 4,4625 4,6710 4,8393 4,8676 4,6990 4,3325 3,8245 3,2786 2,8082 2,4843 2,3179 2,2845 2,3527 2,4804 2,6008 2,6400 2,5566 2,3661 2,1301 1,9217 1,7915 1,7500 1,7721 1,8208 1,8749 1,9368 2,0179 2,1265 2,2707 2,4593 2,6883 2,9336 3,1632 3,3436 3,4309 3,3704 3,1303 2,7386 2,2778 1,8469 1,5184 1,3010 1,1432 0,9890 0,8181 0,6317 0,4323 0,2320 0,0571 -0,0690 -0,1378 -0,1624 -0,1803 -0,2388 -0,3679 -0,5591 -0,7727 -0,9731 -1,1457 -1,2711 -1,3160 -1,2654 -1,1464 -1,0174 -0,9406 -0,9535 -1,0505 -1,1896 -1,3231 -1,4331 -1,5428 -1,6986 -1,9350 -2,2511 -2,6191 -3,0025 -3,3541 -3,6096 -3,7030 -3,5958 -3,2999 -2,8785 -2,4208 -2,0062 -1,6822 -1,4541 -1,2960 -1,1952 -1,1738 -1,2565 -1,4404 -1,6973 -1,9744 -2,2082 -2,3600 -2,4309 -2,4372 -2,3958 -2,3418 -2,3289 -2,3889 -2,5033 -2,6224 -2,7041 -2,7257 -2,6622 -2,4830 -2,1766 -1,7651 -1,3023 -0,8698 -0,5514 -0,3891 -0,3661 -0,4352 -0,5516 -0,6770 -0,7778 -0,8390 -0,8735 -0,9030 -0,9416 -1,0001 -1,0896 -1,2156 -1,3823 -1,5967 -1,8523 -2,1192 -2,3571 -2,5313 -2,6236 -2,6486 -2,6572 -2,7015 -2,7914 -2,8874 -2,9278 -2,8667 -2,7011 -2,4689 -2,2260 -2,0302 -1,9308 -1,9436 -2,0205 -2,0578 -1,9484 -1,6358 -1,1332 -0,5221 0,0680 0,5072 0,7231 0,7217 0,5605 0,3188 0,0905 -0,0318 0,0100 0,2248 0,5781 0,9920 1,3581 1,5781 1,5989 1,4234 1,1162 0,7901 0,5528 0,4620 0,5328 0,7464 1,0272 1,2386 1,2267 0,8915 0,2442 -0,5880 -1,4210 -2,1002 -2,5605 -2,8285 -2,9750 -3,0690 -3,1668 -3,3122 -3,5270 -3,8061 -4,1192 -4,4238 -4,6926 -4,9385 -5,2218 -5,6323 -6,2339 -7,0036 -7,8244 -8,5417 -9,0412 -9,2929 -9,3441 -9,2816 -9,1929 -9,1356 -9,1209 -9,1194 -9,0850 -8,9673 -8,7188 -8,3235 -7,8177 -7,2695 -6,7457 -6,2962 -5,9472 -5,6868 -5,4612 -5,2092 -4,9092 -4,5931 -4,3268 -4,1780 -4,1800 -4,3116 -4,5139 -4,7315 -4,9425 -5,1571 -5,3899 -5,6390 -5,9011 -6,1993 -6,5815 -7,0781 -7,6603 -8,2426 -8,7291 -9,0582 -9,2149 -9,2173 -9,0998 -8,8961 -8,6204 -8,2640 -7,8194 -7,3077 -6,7803 -6,2942 -5,8817 -5,5316 -5,2023 -4,8577
F7    -2,4199 -2,2188 -2,0152 -1,8434 -1,7087 -1,5760 -1,3989 -1,1686 -0,9195 -0,6895 -0,4837 -0,2719 -0,0189 0,2856 0,6185 0,9362 1,1998 1,3917 1,5113 1,5695 1,5919 1,6101 1,6379 1,6548 1,6207 1,5161 1,3736 1,2593 1,2160 1,2157 1,1639 0,9679 0,6165 0,1913 -0,2000 -0,4925 -0,6767 -0,7723 -0,8022 -0,7878 -0,7547 -0,7238 -0,6936 -0,6463 -0,5747 -0,4907 -0,3979 -0,2786 -0,1290 0,0058 0,0466 -0,0723 -0,3613 -0,7625 -1,1816 -1,5535 -1,8817 -2,2087 -2,5560 -2,9011 -3,2051 -3,4439 -3,6130 -3,7107 -3,7291 -3,6654 -3,5288 -3,3331 -3,0898 -2,8096 -2,5066 -2,2086 -1,9572 -1,7807 -1,6621 -1,5423 -1,3615 -1,1053 -0,8328 -0,6647 -0,7177 -1,0291 -1,5270 -2,0579 -2,4500 -2,5877 -2,4565 -2,1248 -1,6826 -1,2020 -0,7394 -0,3351 0,0047 0,3061 0,5879 0,8331 1,0016 1,0576 0,9803 0,7631 0,4150 -0,0350 -0,5433 -1,0632 -1,5480 -1,9539 -2,2529 -2,4377 -2,5112 -2,4873 -2,4046 -2,3168 -2,2549 -2,1930 -2,0556 -1,7739 -1,3478 -0,8472 -0,3572 0,0746 0,4566 0,8385 1,2689 1,7610 2,3077 2,9070 3,5475 4,1816 4,7287 5,1005 5,2440 5,1854 5,0300 4,8994 4,8692 4,9553 5,1345 5,3639 5,5856 5,7353 5,7596 5,6241 5,3132 4,8438 4,2768 3,7096 3,2411 2,9237 2,7393 2,6176 2,4730 2,2461 1,9387 1,6143 1,3604 1,2569 1,3566 1,6640 2,1348 2,6992 3,2816 3,8130 4,2576 4,6256 4,9467 5,2388 5,5029 5,7271 5,8796 5,9053 5,7445 5,3772 4,8545 4,2768 3,7339 3,2734 2,9155 2,6592 2,4709 2,3048 2,1402 1,9763 1,8049 1,6178 1,4387 1,3172 1,2906 1,3676 1,5370 1,7701 2,0208 2,2395 2,3956 2,4901 2,5443 2,5763 2,5851 2,5556 2,4794 2,3659 2,2224 2,0345 1,7754 1,4301 1,0109 0,5526 0,0970 -0,3147 -0,6311 -0,7874 -0,7468 -0,5527 -0,3150 -0,1356 -0,0474 -0,0106 0,0427 0,1513 0,2986 0,4335 0,4941 0,4260 0,2246 -0,0432 -0,2889 -0,4598 -0,5373 -0,5159 -0,4048 -0,2358 -0,0632 0,0500 0,0548 -0,0655 -0,2952 -0,5963 -0,9211 -1,2198 -1,4493 -1,5823 -1,6074 -1,5219 -1,3275 -1,0268 -0,6306 -0,1781 0,2610 0,6162 0,8523 0,9816 1,0419 1,0634 1,0585 1,0302 0,9810 0,9300 0,9251 1,0186 1,2203 1,4838 1,7371 1,9140 1,9700 1,8963 1,7183 1,4768 1,2148 0,9836 0,8387 0,8073 0,8566 0,9016 0,8515 0,6495 0,2825 -0,2058 -0,7032 -1,0757 -1,2463 -1,2287 -1,1062 -0,9835 -0,9361 -0,9818 -1,0900 -1,2182 -1,3301 -1,3868 -1,3426 -1,1621 -0,8425 -0,4222 0,0331 0,4617 0,8365 1,1690 1,4795 1,7600 1,9702 2,0669 2,0400 1,9239 1,7731 1,6240 1,4866 1,3676 1,2884 1,2752 1,3332 1,4354 1,5332 1,5726 1,5113 1,3399 1,0902 0,8183 0,5664 0,3333 0,0863 -0,1969 -0,5126 -0,8428 -1,1445 -1,3335 -1,3252 -1,0996 -0,7142 -0,2633 0,1676 0,5206 0,7630 0,8934 0,9545 1,0144 1,1185 1,2718 1,4746 1,7515 2,1268 2,5787 3,0334 3,3993 3,6062 3,6435 3,5796 3,5253 3,5647 3,7200 3,9526 4,1782 4,3029 4,2656 4,0621 3,7458 3,4050 3,1229 2,9441 2,8683 2,8661 2,8987 2,9258 2,9069 2,8104 2,6283 2,3808 2,1103 1,8686 1,6998 1,6263 1,6481 1,7591 1,9562 2,2270 2,5364 2,8373 3,0931 3,2882 3,4222 3,5014 3,5339 3,5181 3,4242 3,2018 2,8266 2,3354 1,8108 1,3490 1,0299 0,8773 0,8498 0,8876 0,9531 1,0232 1,0700 1,0667 1,0019 0,8845 0,7435 0,6161 0,5278 0,4840 0,4716 0,4727 0,4775 0,4780 0,4642 0,4433 0,4405 0,4700 0,5198 0,5651 0,5816 0,5514 0,4732 0,3687 0,2639 0,1616 0,0380 -0,1357 -0,3676 -0,6387 -0,9188 -1,1817 -1,4059 -1,5702 -1,6471 -1,6000 -1,4019 -1,0658 -0,6548 -0,2585 0,0486 0,2387 0,3255 0,3239 0,2279 0,0330 -0,2443 -0,5635 -0,8604 -1,0716 -1,1726 -1,1863 -1,1532 -1,1101 -1,0995 -1,1730 -1,3626 -1,6532 -1,9888 -2,3024 -2,5311 -2,6166 -2,5203 -2,2485 -1,8495 -1,3907 -0,9463 -0,5822 -0,3233 -0,1413 0,0079 0,1447 0,2733 0,4048 0,5492 0,6959 0,8203 0,9042 0,9376 0,9156 0,8424 0,7258 0,5690 0,3817 0,1954 0,0510 -0,0280 -0,0475 -0,0361 -0,0269 -0,0349 -0,0523 -0,0613 -0,0416 0,0228 0,1259 0,2316 0,2933 0,2803 0,1840 0,0207 -0,1576 -0,2686 -0,2364 -0,0281 0,3358 0,7875 1,2288 1,5638 1,7387 1,7553 1,6529 1,4887 1,3303 1,2419 1,2669 1,4234 1,7021 2,0543 2,4007 2,6718 2,8377 2,9094 2,9342 2,9755 3,0712 3,2216 3,4219 3,6711 3,9337 4,1216 4,1306 3,8973 3,4317 2,8155 2,1712 1,6107 1,1892 0,8958 0,6896 0,5307 0,3778 0,1908 -0,0463 -0,3205 -0,6078 -0,8925 -1,1742 -1,4652 -1,7913 -2,1898 -2,6849 -3,2563 -3,8357 -4,3364 -4,6993 -4,9204 -5,0420 -5,1228 -5,2125 -5,3339 -5,4745 -5,5933 -5,6441 -5,5897 -5,4081 -5,1104 -4,7457 -4,3742 -4,0397 -3,7636 -3,5458 -3,3570 -3,1433 -2,8643 -2,5308 -2,1962 -1,9195 -1,7387 -1,6590 -1,6545 -1,6801 -1,6960 -1,6936 -1,6997 -1,7464 -1,8405 -1,9723 -2,1561 -2,4399 -2,8606 -3,3948 -3,9628 -4,4692 -4,8408 -5,0444 -5,0874 -5,0085 -4,8593 -4,6789 -4,4792 -4,2566 -4,0166 -3,7831 -3,5861 -3,4408 -3,3356 -3,2425 -3,1401
