Fp1   0,2628 0,5876 0,8223 0,9738 1,0515 1,0630 1,0099 0,9054 0,7906 0,7249 0,7553 0,8893 1,0941 1,3211 1,5313 1,6977 1,7987 1,8210 1,7647 1,6375 1,4494 1,2206 0,9878 0,7857 0,6197 0,4698 0,3242 0,2009 0,1295 0,1232 0,1747 0,2676 0,3717 0,4335 0,3941 0,2247 -0,0581 -0,4069 -0,7697 -1,1154 -1,4381 -1,7401 -2,0253 -2,3110 -2,6257 -2,9795 -3,3469 -3,6863 -3,9716 -4,2050 -4,4124 -4,6322 -4,9005 -5,2317 -5,6061 -5,9786 -6,3000 -6,5311 -6,6527 -6,6739 -6,6239 -6,5307 -6,4101 -6,2692 -6,1146 -5,9533 -5,7862 -5,6030 -5,3915 -5,1510 -4,8944 -4,6381 -4,3915 -4,1578 -3,9456 -3,7674 -3,6223 -3,4857 -3,3213 -3,0975 -2,7933 -2,4021 -1,9390 -1,4371 -0,9370 -0,4785 -0,0900 0,2257 0,4959 0,7560 1,0168 1,2596 1,4705 1,6600 1,8418 2,0169 2,1848 2,3465 2,4870 2,5683 2,5505 2,4206 2,1909 1,8682 1,4431 0,9184 0,3324 -0,2536 -0,7801 -1,2058 -1,5132 -1,7081 -1,8165 -1,8829 -1,9588 -2,0800 -2,2521 -2,4571 -2,6616 -2,8280 -2,9352 -2,9935 -3,0348 -3,0839 -3,1376 -3,1772 -3,1903 -3,1684 -3,0976 -2,9695 -2,7934 -2,5864 -2,3539 -2,0833 -1,7579 -1,3792 -0,9743 -0,5769 -0,2076 0,1263 0,4150 0,6335 0,7476 0,7388 0,6284 0,4659 0,2909 0,1036 -0,1330 -0,4591 -0,8726 -1,3161 -1,7087 -1,9886 -2,1288 -2,1321 -2,0197 -1,8169 -1,5402 -1,2049 -0,8441 -0,5067 -0,2309 -0,0228 0,1374 0,2725 0,3970 0,5324 0,7139 0,9682 1,2944 1,6723 2,0693 2,4306 2,6841 2,7715 2,6771 2,4293 2,0832 1,6974 1,3155 0,9644 0,6619 0,4169 0,2294 0,0900 -0,0203 -0,1274 -0,2641 -0,4732 -0,8016 -1,2751 -1,8700 -2,5221 -3,1737 -3,8094 -4,4479 -5,1123 -5,8024 -6,4825 -7,0927 -7,5906 -7,9871 -8,3384 -8,7000 -9,0896 -9,4940 -9,9006 -10,3101 -10,7227 -11,1273 -11,5016 -11,8155 -12,0396 -12,1572 -12,1660 -12,0681 -11,8588 -11,5285 -11,0782 -10,5387 -9,9680 -9,4207 -8,9142 -8,4358 -7,9830 -7,5808 -7,2512 -6,9820 -6,7363 -6,4831 -6,2091 -5,9096 -5,5780 -5,2089 -4,8116 -4,4112 -4,0250 -3,6507 -3,2751 -2,8796 -2,4384 -1,9246 -1,3295 -0,6841 -0,0602 0,4587 0,8127 0,9781 0,9643 0,8123 0,5831 0,3276 0,0630 -0,2204 -0,5388 -0,9009 -1,3111 -1,7717 -2,2776 -2,8183 -3,3872 -3,9787 -4,5793 -5,1727 -5,7463 -6,2903 -6,7940 -7,2451 -7,6300 -7,9358 -8,1520 -8,2791 -8,3347 -8,3506 -8,3622 -8,4007 -8,4940 -8,6615 -8,8928 -9,1304 -9,2898 -9,3079 -9,1778 -8,9471 -8,6839 -8,4448 -8,2627 -8,1418 -8,0518 -7,9328 -7,7209 -7,3787 -6,9101 -6,3525 -5,7552 -5,1630 -4,6089 -4,1037 -3,6348 -3,1910 -2,7904 -2,4816 -2,3153 -2,3098 -2,4375 -2,6387 -2,8455 -3,0031 -3,0831 -3,0841 -3,0279 -2,9492 -2,8819 -2,8407 -2,8091 -2,7532 -2,6571 -2,5400 -2,4366 -2,3656 -2,3206 -2,2807 -2,2239 -2,1359 -2,0247 -1,9309 -1,9138 -2,0186 -2,2457 -2,5439 -2,8320 -3,0409 -3,1500 -3,1930 -3,2349 -3,3394 -3,5384 -3,8224 -4,1570 -4,5065 -4,8373 -5,1100 -5,2820 -5,3250 -5,2426 -5,0734 -4,8805 -4,7277 -4,6522 -4,6533 -4,7064 -4,7862 -4,8768 -4,9665 -5,0471 -5,1176 -5,1781 -5,2186 -5,2263 -5,2036 -5,1672 -5,1292 -5,0842 -5,0189 -4,9261 -4,8026 -4,6444 -4,4550 -4,2488 -4,0416 -3,8413 -3,6469 -3,4525 -3,2559 -3,0689 -2,9169 -2,8236 -2,7958 -2,8190 -2,8664 -2,9175 -2,9678 -3,0152 -3,0456 -3,0395 -2,9860 -2,8897 -2,7636 -2,6165 -2,4524 -2,2835 -2,1307 -2,0130 -1,9389 -1,9015 -1,8803 -1,8520 -1,7899 -1,6610 -1,4393 -1,1262 -0,7581 -0,3925 -0,0840 0,1335 0,2463 0,2557 0,1878 0,1059 0,0930 0,2098 0,4657 0,8226 1,2181 1,5840 1,8610 2,0179 2,0597 2,0126 1,9011 1,7375 1,5262 1,2749 1,0033 0,7364 0,4920 0,2748 0,0830 -0,0892 -0,2553 -0,4354 -0,6473 -0,8955 -1,1702 -1,4592 -1,7573 -2,0663 -2,3851 -2,6881 -2,9243 -3,0532 -3,0695 -2,9983 -2,8821 -2,7615 -2,6543 -2,5582 -2,4733 -2,4150 -2,4031 -2,4440 -2,5311 -2,6555 -2,8049 -2,9539 -3,0719 -3,1452 -3,1836 -3,2060 -3,2240 -3,2379 -3,2343 -3,1849 -3,0604 -2,8598 -2,6205 -2,3925 -2,2125 -2,1015 -2,0712 -2,1127 -2,1818 -2,2067 -2,1248 -1,9192 -1,6255 -1,3055 -1,0166 -0,8003 -0,6802 -0,6596 -0,7247 -0,8554 -1,0302 -1,2180 -1,3742 -1,4540 -1,4353 -1,3325 -1,1919 -1,0721 -1,0192 -1,0538 -1,1747 -1,3652 -1,5892 -1,7929 -1,9250 -1,9666 -1,9518 -1,9557 -2,0491 -2,2545 -2,5296 -2,7851 -2,9211 -2,8614 -2,5737 -2,0795 -1,4506 -0,7865 -0,1770 0,3332 0,7478 1,0918 1,3841 1,6276 1,8119 1,9246 1,9594 1,9157 1,7987 1,6147 1,3616 1,0348 0,6483 0,2385 -0,1652 -0,5644 -0,9788 -1,4200 -1,8848 -2,3642 -2,8497 -3,3362 -3,8243 -4,3164 -4,8040 -5,2481 -5,5807 -5,7441 -5,7318 -5,5852 -5,3615 -5,1150 -4,8998 -4,7656 -4,7368 -4,7998 -4,9223 -5,0822 -5,2731 -5,4927 -5,7370 -6,0000 -6,2680 -6,5166 -6,7186 -6,8557 -6,9247 -6,9368 -6,9151 -6,8927 -6,9073 -6,9939 -7,1643 -7,3829 -7,5765 -7,6820 -7,6799 -7,5901 -7,4560 -7,3306 -7,2553 -7,2398 -7,2569 -7,2635 -7,2326 -7,1760 -7,1407 -7,1752 -7,2955 -7,4826 -7,7022 -7,9258 -8,1333 -8,3052 -8,4244 -8,4892 -8,5078 -8,4759 -8,3739 -8,1907 -7,9379 -7,6436 -7,3475 -7,0961 -6,9206 -6,8165
Fz    -0,2488 0,1774 0,4749 0,6432 0,6972 0,6666 0,5867 0,4934 0,4217 0,4000 0,4446 0,5554 0,7140 0,8926 1,0642 1,2065 1,2991 1,3286 1,2942 1,2049 1,0757 0,9322 0,8101 0,7406 0,7387 0,8030 0,9212 1,0746 1,2380 1,3781 1,4590 1,4583 1,3736 1,2103 0,9716 0,6617 0,2891 -0,1279 -0,5610 -0,9854 -1,3916 -1,7807 -2,1549 -2,5185 -2,8757 -3,2228 -3,5476 -3,8413 -4,1048 -4,3404 -4,5481 -4,7352 -4,9216 -5,1303 -5,3730 -5,6460 -5,9329 -6,2139 -6,4759 -6,7152 -6,9291 -7,1060 -7,2257 -7,2725 -7,2451 -7,1561 -7,0210 -6,8474 -6,6359 -6,3929 -6,1386 -5,9016 -5,6992 -5,5255 -5,3606 -5,1851 -4,9813 -4,7332 -4,4335 -4,0856 -3,6950 -3,2655 -2,8059 -2,3326 -1,8636 -1,4139 -0,9947 -0,6081 -0,2409 0,1296 0,5174 0,9183 1,3208 1,7200 2,1158 2,5024 2,8661 3,1880 3,4439 3,6095 3,6725 3,6409 3,5348 3,3633 3,1161 2,7807 2,3598 1,8706 1,3396 0,8006 0,2890 -0,1694 -0,5648 -0,9108 -1,2419 -1,5921 -1,9724 -2,3660 -2,7394 -3,0554 -3,2858 -3,4234 -3,4855 -3,4991 -3,4788 -3,4220 -3,3172 -3,1517 -2,9208 -2,6395 -2,3406 -2,0568 -1,8020 -1,5658 -1,3238 -1,0564 -0,7646 -0,4710 -0,2074 -0,0001 0,1350 0,1863 0,1393 -0,0165 -0,2693 -0,5813 -0,9102 -1,2334 -1,5538 -1,8762 -2,1776 -2,4047 -2,5072 -2,4702 -2,3143 -2,0730 -1,7698 -1,4081 -0,9777 -0,4755 0,0792 0,6498 1,2009 1,7147 2,1945 2,6521 3,0952 3,5319 3,9767 4,4388 4,9140 5,3941 5,8691 6,3115 6,6746 6,9132 6,9986 6,9236 6,7065 6,3861 6,0046 5,5940 5,1737 4,7563 4,3546 3,9753 3,6062 3,2166 2,7685 2,2248 1,5559 0,7506 -0,1746 -1,1836 -2,2444 -3,3412 -4,4668 -5,6055 -6,7202 -7,7537 -8,6462 -9,3675 -9,9428 -10,4404 -10,9276 -11,4334 -11,9483 -12,4507 -12,9250 -13,3599 -13,7440 -14,0662 -14,3166 -14,4848 -14,5599 -14,5312 -14,3873 -14,1176 -13,7178 -13,1991 -12,5927 -11,9402 -11,2717 -10,5922 -9,8931 -9,1744 -8,4522 -7,7416 -7,0432 -6,3519 -5,6713 -5,0172 -4,4073 -3,8459 -3,3189 -2,8155 -2,3517 -1,9578 -1,6435 -1,3819 -1,1221 -0,8113 -0,4123 0,0840 0,6503 1,2264 1,7445 2,1524 2,4173 2,5218 2,4705 2,2974 2,0531 1,7823 1,5096 1,2396 0,9621 0,6558 0,2941 -0,1469 -0,6843 -1,3270 -2,0690 -2,8865 -3,7459 -4,6119 -5,4509 -6,2323 -6,9278 -7,5135 -7,9722 -8,2989 -8,5058 -8,6228 -8,6873 -8,7298 -8,7676 -8,8106 -8,8651 -8,9245 -8,9634 -8,9515 -8,8725 -8,7277 -8,5293 -8,2913 -8,0269 -7,7528 -7,4884 -7,2414 -6,9985 -6,7307 -6,4067 -6,0090 -5,5389 -5,0100 -4,4431 -3,8650 -3,2980 -2,7486 -2,2216 -1,7415 -1,3517 -1,0908 -0,9715 -0,9738 -1,0542 -1,1602 -1,2452 -1,2804 -1,2625 -1,2132 -1,1672 -1,1510 -1,1618 -1,1597 -1,0896 -0,9240 -0,6880 -0,4430 -0,2489 -0,1405 -0,1254 -0,1903 -0,3115 -0,4725 -0,6783 -0,9509 -1,3068 -1,7288 -2,1615 -2,5367 -2,8091 -2,9746 -3,0658 -3,1362 -3,2362 -3,3903 -3,5875 -3,7956 -3,9817 -4,1218 -4,2013 -4,2137 -4,1597 -4,0455 -3,8859 -3,7089 -3,5514 -3,4437 -3,3968 -3,3996 -3,4301 -3,4717 -3,5238 -3,5988 -3,7100 -3,8599 -4,0377 -4,2277 -4,4221 -4,6248 -4,8402 -5,0582 -5,2532 -5,3961 -5,4615 -5,4325 -5,3093 -5,1096 -4,8598 -4,5892 -4,3201 -4,0550 -3,7835 -3,5043 -3,2355 -3,0039 -2,8338 -2,7426 -2,7355 -2,8038 -2,9307 -3,0945 -3,2745 -3,4555 -3,6254 -3,7748 -3,9021 -4,0101 -4,0972 -4,1544 -4,1711 -4,1431 -4,0750 -3,9715 -3,8326 -3,6535 -3,4243 -3,1310 -2,7639 -2,3296 -1,8575 -1,3913 -0,9709 -0,6187 -0,3421 -0,1381 0,0162 0,1732 0,3984 0,7354 1,1839 1,7044 2,2400 2,7394 3,1718 3,5311 3,8310 4,0909 4,3216 4,5169 4,6590 4,7354 4,7523 4,7290 4,6824 4,6154 4,5185 4,3788 4,1858 3,9338 3,6229 3,2581 2,8472 2,3976 1,9131 1,3976 0,8629 0,3368 -0,1411 -0,5402 -0,8540 -1,0984 -1,3029 -1,4988 -1,7056 -1,9302 -2,1762 -2,4474 -2,7430 -3,0520 -3,3563 -3,6388 -3,8877 -4,0984 -4,2704 -4,4037 -4,5000 -4,5685 -4,6232 -4,6703 -4,6972 -4,6814 -4,6049 -4,4626 -4,2680 -4,0509 -3,8442 -3,6720 -3,5415 -3,4344 -3,3075 -3,1135 -2,8243 -2,4430 -2,0033 -1,5589 -1,1636 -0,8569 -0,6574 -0,5604 -0,5394 -0,5607 -0,5988 -0,6411 -0,6798 -0,7036 -0,6976 -0,6517 -0,5719 -0,4790 -0,3965 -0,3440 -0,3400 -0,3963 -0,5031 -0,6317 -0,7521 -0,8502 -0,9336 -1,0279 -1,1596 -1,3339 -1,5199 -1,6555 -1,6719 -1,5208 -1,1933 -0,7286 -0,2043 0,2935 0,7019 0,9982 1,1975 1,3375 1,4579 1,5769 1,6798 1,7296 1,6929 1,5632 1,3640 1,1286 0,8759 0,6090 0,3303 0,0495 -0,2291 -0,5179 -0,8382 -1,2030 -1,6086 -2,0391 -2,4744 -2,8981 -3,3052 -3,7016 -4,0938 -4,4695 -4,7869 -4,9923 -5,0566 -4,9948 -4,8557 -4,6960 -4,5631 -4,4857 -4,4681 -4,4929 -4,5406 -4,6124 -4,7354 -4,9461 -5,2685 -5,6993 -6,2015 -6,7118 -7,1638 -7,5152 -7,7593 -7,9155 -8,0145 -8,0901 -8,1748 -8,2963 -8,4670 -8,6650 -8,8389 -8,9403 -8,9454 -8,8538 -8,6872 -8,4936 -8,3359 -8,2630 -8,2845 -8,3715 -8,4839 -8,5981 -8,7126 -8,8302 -8,9440 -9,0448 -9,1306 -9,2026 -9,2532 -9,2619 -9,2061 -9,0780 -8,8888 -8,6525 -8,3745 -8,0597 -7,7247 -7,3947 -7,0939 -6,8384 -6,6292 -6,4512
F3    0,1319 0,3359 0,4218 0,4077 0,3292 0,2248 0,1248 0,0535 0,0338 0,0822 0,2001 0,3652 0,5400 0,6960 0,8319 0,9595 1,0790 1,1734 1,2197 1,1945 1,0804 0,8823 0,6380 0,4016 0,2136 0,0902 0,0352 0,0544 0,1527 0,3193 0,5264 0,7453 0,9525 1,1169 1,1982 1,1644 1,0079 0,7469 0,4165 0,0484 -0,3433 -0,7553 -1,1864 -1,6375 -2,1067 -2,5730 -2,9938 -3,3277 -3,5605 -3,7122 -3,8272 -3,9585 -4,1483 -4,4083 -4,7163 -5,0316 -5,3151 -5,5351 -5,6706 -5,7170 -5,6833 -5,5794 -5,4116 -5,1921 -4,9467 -4,7067 -4,4952 -4,3195 -4,1749 -4,0576 -3,9755 -3,9403 -3,9443 -3,9555 -3,9416 -3,8903 -3,7990 -3,6575 -3,4534 -3,1867 -2,8696 -2,5198 -2,1548 -1,7878 -1,4291 -1,0919 -0,7853 -0,5046 -0,2295 0,0635 0,3841 0,7204 1,0556 1,3848 1,7097 2,0294 2,3386 2,6219 2,8447 2,9610 2,9403 2,7890 2,5382 2,2049 1,7803 1,2593 0,6649 0,0394 -0,5734 -1,1360 -1,6194 -2,0042 -2,2852 -2,4804 -2,6294 -2,7677 -2,9035 -3,0225 -3,1038 -3,1326 -3,1094 -3,0517 -2,9846 -2,9211 -2,8489 -2,7383 -2,5609 -2,2962 -1,9355 -1,4962 -1,0205 -0,5464 -0,0886 0,3551 0,7877 1,2016 1,5734 1,8728 2,0815 2,1990 2,2297 2,1691 2,0044 1,7355 1,3964 1,0443 0,7204 0,4227 0,1155 -0,2332 -0,6171 -0,9882 -1,2863 -1,4698 -1,5256 -1,4589 -1,2767 -0,9806 -0,5739 -0,0780 0,4626 0,9990 1,5023 1,9679 2,4068 2,8291 3,2340 3,6192 3,9962 4,3820 4,7834 5,1975 5,6103 5,9862 6,2712 6,4173 6,4029 6,2361 5,9488 5,5841 5,1827 4,7779 4,3960 4,0524 3,7484 3,4728 3,2078 2,9360 2,6382 2,2846 1,8363 1,2674 0,5885 -0,1606 -0,9454 -1,7563 -2,5959 -3,4593 -4,3234 -5,1426 -5,8568 -6,4275 -6,8793 -7,2895 -7,7285 -8,2148 -8,7247 -9,2289 -9,7085 -10,1516 -10,5497 -10,8957 -11,1761 -11,3711 -11,4660 -11,4578 -11,3482 -11,1371 -10,8254 -10,4263 -9,9752 -9,5242 -9,1146 -8,7438 -8,3721 -7,9675 -7,5364 -7,1014 -6,6678 -6,2241 -5,7641 -5,2950 -4,8276 -4,3623 -3,8869 -3,3971 -2,9098 -2,4472 -2,0210 -1,6319 -1,2661 -0,8870 -0,4471 0,0798 0,6710 1,2555 1,7510 2,1057 2,3065 2,3647 2,3059 2,1654 1,9781 1,7647 1,5282 1,2640 0,9688 0,6385 0,2640 -0,1653 -0,6567 -1,2132 -1,8271 -2,4789 -3,1463 -3,8103 -4,4506 -5,0448 -5,5711 -6,0086 -6,3375 -6,5472 -6,6465 -6,6647 -6,6389 -6,5979 -6,5571 -6,5282 -6,5227 -6,5357 -6,5341 -6,4741 -6,3309 -6,1132 -5,8545 -5,5900 -5,3411 -5,1200 -4,9337 -4,7722 -4,5961 -4,3497 -3,9874 -3,4954 -2,8933 -2,2240 -1,5469 -0,9269 -0,4019 0,0343 0,4073 0,7212 0,9470 1,0464 1,0039 0,8441 0,6236 0,4083 0,2493 0,1709 0,1710 0,2264 0,3008 0,3580 0,3808 0,3829 0,3975 0,4468 0,5262 0,6148 0,6919 0,7450 0,7697 0,7691 0,7503 0,7123 0,6321 0,4706 0,1984 -0,1758 -0,5952 -0,9738 -1,2397 -1,3766 -1,4324 -1,4886 -1,6147 -1,8309 -2,1028 -2,3699 -2,5876 -2,7408 -2,8225 -2,8190 -2,7248 -2,5589 -2,3606 -2,1742 -2,0334 -1,9510 -1,9176 -1,9083 -1,8973 -1,8723 -1,8381 -1,8108 -1,8094 -1,8432 -1,9038 -1,9738 -2,0433 -2,1149 -2,1912 -2,2612 -2,3072 -2,3193 -2,2933 -2,2226 -2,1017 -1,9352 -1,7374 -1,5248 -1,3080 -1,0924 -0,8897 -0,7224 -0,6109 -0,5610 -0,5702 -0,6374 -0,7622 -0,9404 -1,1595 -1,3936 -1,6036 -1,7493 -1,8069 -1,7792 -1,6895 -1,5627 -1,4148 -1,2571 -1,1009 -0,9579 -0,8388 -0,7434 -0,6577 -0,5611 -0,4302 -0,2378 0,0377 0,3925 0,7896 1,1716 1,4875 1,7137 1,8527 1,9190 1,9405 1,9699 2,0728 2,2931 2,6292 3,0381 3,4534 3,8078 4,0577 4,2002 4,2660 4,2917 4,2972 4,2820 4,2363 4,1560 4,0516 3,9408 3,8344 3,7327 3,6346 3,5397 3,4421 3,3294 3,1867 3,0012 2,7673 2,4877 2,1711 1,8292 1,4787 1,1504 0,8886 0,7225 0,6417 0,6040 0,5594 0,4756 0,3557 0,2278 0,1139 0,0120 -0,0932 -0,2138 -0,3566 -0,5283 -0,7315 -0,9564 -1,1864 -1,4106 -1,6323 -1,8633 -2,1116 -2,3665 -2,5927 -2,7337 -2,7339 -2,5762 -2,3005 -1,9818 -1,6949 -1,4950 -1,4103 -1,4307 -1,5021 -1,5440 -1,4881 -1,3106 -1,0347 -0,7034 -0,3567 -0,0321 0,2273 0,3812 0,4122 0,3344 0,1856 0,0150 -0,1269 -0,1976 -0,1755 -0,0718 0,0728 0,2053 0,2803 0,2681 0,1583 -0,0323 -0,2529 -0,4350 -0,5242 -0,5092 -0,4357 -0,3868 -0,4354 -0,6028 -0,8448 -1,0658 -1,1560 -1,0321 -0,6675 -0,1062 0,5491 1,1804 1,7041 2,0936 2,3678 2,5620 2,6990 2,7752 2,7717 2,6769 2,4965 2,2490 1,9571 1,6395 1,3053 0,9587 0,6132 0,2919 0,0051 -0,2672 -0,5657 -0,9247 -1,3568 -1,8514 -2,3813 -2,9098 -3,3991 -3,8186 -4,1479 -4,3681 -4,4546 -4,3894 -4,1818 -3,8742 -3,5294 -3,2142 -2,9889 -2,8959 -2,9422 -3,0973 -3,3176 -3,5756 -3,8644 -4,1831 -4,5290 -4,8962 -5,2697 -5,6211 -5,9138 -6,1214 -6,2447 -6,3106 -6,3547 -6,4043 -6,4768 -6,5914 -6,7655 -6,9885 -7,2163 -7,4014 -7,5194 -7,5716 -7,5804 -7,5867 -7,6328 -7,7310 -7,8504 -7,9373 -7,9535 -7,9036 -7,8342 -7,7993 -7,8258 -7,9080 -8,0274 -8,1692 -8,3190 -8,4531 -8,5451 -8,5824 -8,5676 -8,5012 -8,3751 -8,1863 -7,9462 -7,6735 -7,3944 -7,1431 -6,9431 -6,7896
F7    0,2594 0,6362 0,8907 1,0329 1,0891 1,0899 1,0584 1,0154 0,9908 1,0221 1,1386 1,3420 1,5970 1,8482 2,0470 2,1631 2,1803 2,0966 1,9255 1,6881 1,4077 1,1176 0,8670 0,6999 0,6224 0,6008 0,5926 0,5776 0,5573 0,5374 0,5178 0,4909 0,4364 0,3199 0,1092 -0,1982 -0,5682 -0,9482 -1,2946 -1,5922 -1,8531 -2,0974 -2,3435 -2,6150 -2,9398 -3,3240 -3,7325 -4,1040 -4,3866 -4,5687 -4,6835 -4,7911 -4,9503 -5,1921 -5,5056 -5,8423 -6,1355 -6,3217 -6,3654 -6,2772 -6,1061 -5,9079 -5,7174 -5,5383 -5,3541 -5,1477 -4,9083 -4,6290 -4,3092 -3,9595 -3,6000 -3,2508 -2,9243 -2,6258 -2,3638 -2,1524 -1,9974 -1,8810 -1,7612 -1,5888 -1,3289 -0,9807 -0,5833 -0,1965 0,1282 0,3614 0,4975 0,5581 0,5939 0,6624 0,7905 0,9627 1,1519 1,3441 1,5275 1,6873 1,8200 1,9321 2,0153 2,0344 1,9467 1,7339 1,4091 0,9900 0,4773 -0,1293 -0,8046 -1,4970 -2,1470 -2,7056 -3,1422 -3,4439 -3,6199 -3,7073 -3,7583 -3,8111 -3,8760 -3,9454 -4,0045 -4,0377 -4,0409 -4,0281 -4,0184 -4,0102 -3,9729 -3,8704 -3,6868 -3,4210 -3,0720 -2,6400 -2,1357 -1,5781 -0,9880 -0,3853 0,2076 0,7615 1,2417 1,6227 1,9050 2,1131 2,2719 2,3854 2,4387 2,4222 2,3540 2,2748 2,2122 2,1459 2,0110 1,7447 1,3404 0,8595 0,3929 0,0161 -0,2306 -0,3396 -0,3256 -0,2097 -0,0086 0,2604 0,5635 0,8519 1,0850 1,2530 1,3730 1,4646 1,5370 1,6021 1,6818 1,7925 1,9341 2,0996 2,2823 2,4639 2,6087 2,6810 2,6639 2,5617 2,3913 2,1721 1,9190 1,6459 1,3751 1,1357 0,9524 0,8292 0,7386 0,6336 0,4698 0,2131 -0,1626 -0,6628 -1,2499 -1,8521 -2,4076 -2,8984 -3,3469 -3,7923 -4,2632 -4,7522 -5,2153 -5,6066 -5,9186 -6,1830 -6,4388 -6,7090 -7,0048 -7,3390 -7,7214 -8,1459 -8,5919 -9,0303 -9,4238 -9,7360 -9,9506 -10,0759 -10,1256 -10,0962 -9,9662 -9,7187 -9,3644 -8,9384 -8,4730 -7,9760 -7,4455 -6,9054 -6,4109 -6,0083 -5,6998 -5,4556 -5,2519 -5,0891 -4,9740 -4,8899 -4,7917 -4,6381 -4,4193 -4,1454 -3,8251 -3,4611 -3,0490 -2,5752 -2,0258 -1,4037 -0,7443 -0,1135 0,4150 0,7817 0,9493 0,9106 0,7000 0,3890 0,0525 -0,2656 -0,5564 -0,8268 -1,0871 -1,3533 -1,6458 -1,9764 -2,3439 -2,7439 -3,1706 -3,6111 -4,0514 -4,4822 -4,8922 -5,2649 -5,5828 -5,8327 -6,0097 -6,1179 -6,1727 -6,1983 -6,2174 -6,2449 -6,2892 -6,3570 -6,4488 -6,5455 -6,6004 -6,5558 -6,3743 -6,0628 -5,6718 -5,2709 -4,9202 -4,6583 -4,4965 -4,4076 -4,3280 -4,1845 -3,9323 -3,5749 -3,1531 -2,7156 -2,2957 -1,9045 -1,5278 -1,1378 -0,7215 -0,3074 0,0364 0,2355 0,2520 0,1050 -0,1440 -0,4184 -0,6506 -0,8008 -0,8635 -0,8629 -0,8403 -0,8370 -0,8724 -0,9315 -0,9818 -1,0065 -1,0169 -1,0329 -1,0599 -1,0866 -1,0951 -1,0666 -0,9895 -0,8778 -0,7810 -0,7636 -0,8682 -1,0915 -1,3837 -1,6680 -1,8768 -1,9827 -2,0057 -2,0019 -2,0385 -2,1566 -2,3478 -2,5733 -2,8015 -3,0153 -3,1945 -3,3073 -3,3247 -3,2368 -3,0608 -2,8380 -2,6175 -2,4328 -2,2947 -2,2036 -2,1619 -2,1717 -2,2240 -2,2992 -2,3763 -2,4347 -2,4524 -2,4171 -2,3365 -2,2352 -2,1357 -2,0427 -1,9471 -1,8415 -1,7282 -1,6147 -1,5095 -1,4203 -1,3469 -1,2795 -1,2058 -1,1200 -1,0278 -0,9492 -0,9117 -0,9325 -1,0013 -1,0809 -1,1273 -1,1186 -1,0662 -0,9946 -0,9172 -0,8359 -0,7535 -0,6798 -0,6229 -0,5771 -0,5255 -0,4556 -0,3656 -0,2601 -0,1448 -0,0184 0,1233 0,2787 0,4441 0,6246 0,8309 1,0627 1,2987 1,5060 1,6607 1,7583 1,8027 1,7920 1,7293 1,6457 1,5990 1,6422 1,7982 2,0543 2,3691 2,6803 2,9175 3,0291 3,0028 2,8597 2,6350 2,3619 2,0653 1,7678 1,4963 1,2764 1,1185 1,0118 0,9307 0,8458 0,7284 0,5571 0,3275 0,0581 -0,2186 -0,4766 -0,7067 -0,9119 -1,0953 -1,2423 -1,3203 -1,3045 -1,1952 -1,0121 -0,7851 -0,5439 -0,3062 -0,0817 0,1122 0,2457 0,2932 0,2517 0,1344 -0,0474 -0,2817 -0,5370 -0,7635 -0,9231 -1,0114 -1,0490 -1,0577 -1,0445 -1,0019 -0,9153 -0,7742 -0,5881 -0,3911 -0,2244 -0,1160 -0,0809 -0,1233 -0,2287 -0,3564 -0,4482 -0,4529 -0,3549 -0,1857 -0,0075 0,1143 0,1343 0,0417 -0,1386 -0,3680 -0,6215 -0,8909 -1,1645 -1,4081 -1,5723 -1,6230 -1,5659 -1,4463 -1,3251 -1,2474 -1,2300 -1,2738 -1,3725 -1,5018 -1,6133 -1,6537 -1,5987 -1,4761 -1,3545 -1,3026 -1,3449 -1,4454 -1,5223 -1,4837 -1,2700 -0,8894 -0,4180 0,0420 0,4193 0,6994 0,9106 1,0959 1,2865 1,4864 1,6752 1,8253 1,9185 1,9482 1,9119 1,8084 1,6361 1,3871 1,0545 0,6546 0,2323 -0,1704 -0,5471 -0,9226 -1,3244 -1,7658 -2,2460 -2,7540 -3,2751 -3,7966 -4,3096 -4,8010 -5,2369 -5,5611 -5,7263 -5,7268 -5,5984 -5,3949 -5,1699 -4,9660 -4,8058 -4,6875 -4,5920 -4,5058 -4,4424 -4,4378 -4,5260 -4,7197 -5,0032 -5,3349 -5,6605 -5,9303 -6,1120 -6,1959 -6,1938 -6,1367 -6,0700 -6,0448 -6,1042 -6,2629 -6,4876 -6,7103 -6,8723 -6,9536 -6,9683 -6,9518 -6,9491 -6,9976 -7,1083 -7,2596 -7,4082 -7,5130 -7,5591 -7,5668 -7,5707 -7,5905 -7,6249 -7,6690 -7,7276 -7,8075 -7,9012 -7,9898 -8,0645 -8,1268 -8,1633 -8,1389 -8,0250 -7,8219 -7,5562 -7,2760 -7,0420 -6,8991 -6,8509
