Fp1   -2,1360 -2,2422 -2,2402 -2,1342 -1,9264 -1,6348 -1,3099 -1,0070 -0,7553 -0,5636 -0,4338 -0,3500 -0,2686 -0,1464 0,0241 0,2122 0,3611 0,4134 0,3447 0,1733 -0,0549 -0,2880 -0,4932 -0,6598 -0,7795 -0,8397 -0,8280 -0,7276 -0,5115 -0,1665 0,2686 0,7056 1,0648 1,3134 1,4472 1,4625 1,3592 1,1618 0,9196 0,6830 0,4955 0,4042 0,4536 0,6524 0,9528 1,2655 1,5013 1,6165 1,6340 1,6066 1,5531 1,4347 1,1989 0,8370 0,3947 -0,0621 -0,4816 -0,8293 -1,0741 -1,1889 -1,1609 -0,9846 -0,6653 -0,2459 0,1850 0,5339 0,7525 0,8347 0,7920 0,6592 0,4872 0,3139 0,1569 0,0280 -0,0474 -0,0217 0,1422 0,4166 0,7116 0,9446 1,1055 1,2473 1,4138 1,5839 1,6964 1,7147 1,6434 1,4938 1,2624 0,9403 0,5362 0,0964 -0,3150 -0,6669 -0,9701 -1,2318 -1,4295 -1,5351 -1,5465 -1,4983 -1,4425 -1,4053 -1,3689 -1,2978 -1,1724 -0,9975 -0,7893 -0,5595 -0,3171 -0,0900 0,0638 0,0848 -0,0290 -0,1997 -0,3178 -0,3097 -0,1604 0,1063 0,4483 0,8056 1,1122 1,3342 1,4935 1,6362 1,7767 1,8832 1,9147 1,8593 1,7423 1,6062 1,4850 1,3934 1,3357 1,3185 1,3455 1,3995 1,4438 1,4529 1,4304 1,4083 1,4612 1,6888 2,1278 2,6916 3,2102 3,5067 3,4597 3,0459 2,3395 1,4674 0,5608 -0,2659 -0,9194 -1,3348 -1,4820 -1,3686 -1,0515 -0,6412 -0,2618 0,0089 0,1572 0,2069 0,1938 0,1559 0,1233 0,1093 0,1101 0,1091 0,0886 0,0475 0,0019 -0,0287 -0,0244 0,0472 0,2238 0,5249 0,9439 1,4479 1,9641 2,3863 2,6276 2,6654 2,5304 2,2796 1,9855 1,7244 1,5527 1,4906 1,5257 1,6290 1,7664 1,9123 2,0669 2,2535 2,4919 2,7783 3,0834 3,3607 3,5469 3,5668 3,3785 3,0170 2,5696 2,1174 1,7125 1,3846 1,1479 0,9996 0,9250 0,9061 0,9218 0,9499 0,9784 1,0053 1,0258 1,0177 0,9426 0,7740 0,5268 0,2564 0,0260 -0,1342 -0,2434 -0,3419 -0,4484 -0,5510 -0,6401 -0,7292 -0,8425 -0,9940 -1,1784 -1,3742 -1,5600 -1,7270 -1,8709 -1,9768 -2,0216 -1,9981 -1,9359 -1,8844 -1,8691 -1,8716 -1,8593 -1,8192 -1,7626 -1,7156 -1,7077 -1,7542 -1,8485 -1,9643 -2,0539 -2,0700 -2,0042 -1,8892 -1,7651 -1,6482 -1,5214 -1,3601 -1,1669 -0,9653 -0,7768 -0,6139 -0,4864 -0,4190 -0,4593 -0,6484 -0,9868 -1,4466 -1,9984 -2,6114 -3,2362 -3,7863 -4,1475 -4,2297 -4,0227 -3,6021 -3,0861 -2,5788 -2,1451 -1,8161 -1,5940 -1,4593 -1,3946 -1,3931 -1,4394 -1,4936 -1,5082 -1,4620 -1,3745 -1,2837 -1,2112 -1,1393 -1,0093 -0,7605 -0,3888 0,0419 0,4469 0,7679 0,9803 1,0798 1,0723 0,9706 0,7900 0,5496 0,2806 0,0298 -0,1491 -0,2208 -0,1938 -0,1183 -0,0457 -0,0004 0,0116 -0,0020 -0,0137 0,0091 0,0764 0,1667 0,2384 0,2495 0,1696 -0,0218 -0,3334 -0,7500 -1,2298 -1,7214 -2,1819 -2,5791 -2,8934 -3,1243 -3,2798 -3,3542 -3,3252 -3,1696 -2,8878 -2,5318 -2,1974 -1,9688 -1,8741 -1,8897 -1,9642 -2,0372 -2,0509 -1,9560 -1,7204 -1,3461 -0,8766 -0,3817 0,0724 0,4477 0,7453 0,9937 1,2189 1,4213 1,5801 1,6739 1,6985 1,6716 1,6186 1,5587 1,5068 1,4775 1,4782 1,5066 1,5590 1,6344 1,7294 1,8340 1,9415 2,0670 2,2473 2,5027 2,7982 3,0603 3,2291 3,2863 3,2452 3,1264 2,9476 2,7298 2,4913 2,2252 1,9050 1,5241 1,1079 0,6919 0,3102 -0,0083 -0,2490 -0,4077 -0,4877 -0,5133 -0,5322 -0,5740 -0,6086 -0,5693 -0,4103 -0,1316 0,2326 0,6283 0,9988 1,2974 1,4966 1,5996 1,6385 1,6420 1,6078 1,5177 1,3703 1,1892 1,0073 0,8520 0,7426 0,7012 0,7519 0,8867 1,0447 1,1544 1,1986 1,2192 1,2624 1,3369 1,4214 1,4958 1,5643 1,6535 1,7840 1,9500 2,1286 2,2915 2,4106 2,4645 2,4434 2,3502 2,2030 2,0279 1,8456 1,6717 1,5304 1,4530 1,4523 1,5099 1,5918 1,6684 1,7159 1,7165 1,6674 1,5831 1,4780 1,3524 1,2052 1,0565 0,9398 0,8724 0,8447 0,8257 0,7719 0,6499 0,4603 0,2284 -0,0258 -0,2914 -0,5409 -0,7243 -0,7949 -0,7319 -0,5467 -0,2724 0,0543 0,3996 0,7352 1,0447 1,3227 1,5694 1,7899 1,9934 2,1862 2,3669 2,5309 2,6803 2,8235 2,9634 3,0952 3,2114 3,2945 3,3069 3,2063 2,9670 2,5883 2,0920 1,5219 0,9385 0,3968 -0,0781 -0,4935 -0,8670 -1,2017 -1,4866 -1,7180 -1,9062 -2,0596 -2,1693 -2,2150 -2,1860 -2,0917 -1,9522 -1,7898 -1,6277 -1,4827 -1,3593 -1,2555 -1,1772 -1,1392 -1,1521 -1,2027 -1,2495 -1,2457 -1,1707 -1,0308 -0,8322 -0,5727 -0,2590 0,0814 0,4034 0,6488 0,7604 0,7145 0,5383 0,2890 0,0282 -0,1880 -0,3305 -0,4119 -0,4621 -0,4985 -0,5170 -0,4950 -0,4080 -0,2450 -0,0017 0,3230 0,7154 1,1425 1,5580 1,9119 2,1633 2,2961 2,3199 2,2579 2,1331 1,9648 1,7721 1,5774 1,4028 1,2648 1,1750 1,1444 1,1775 1,2546 1,3206 1,3063 1,1683 0,9113 0,5777 0,2125 -0,1669 -0,5651 -0,9783 -1,3826 -1,7466 -2,0537 -2,3219 -2,5900 -2,8721 -3,1418 -3,3610 -3,5110 -3,5888 -3,5844 -3,4792 -3,2683 -2,9721 -2,6217 -2,2374 -1,8188 -1,3491 -0,8117 -0,2194 0,3727 0,8894 1,2755 1,5257 1,6734 1,7553 1,7939 1,8070 1,8174 1,8464 1,9032 1,9829
Fz    -1,4292 -1,6215 -1,6410 -1,5147 -1,2543 -0,8699 -0,3860 0,1506 0,6713 1,1053 1,4098 1,5792 1,6313 1,5878 1,4633 1,2717 1,0342 0,7714 0,4946 0,2102 -0,0767 -0,3736 -0,6969 -1,0370 -1,3390 -1,5334 -1,5849 -1,5044 -1,3232 -1,0742 -0,7892 -0,4888 -0,1748 0,1417 0,4073 0,5478 0,5311 0,3996 0,2350 0,1017 0,0304 0,0383 0,1346 0,3022 0,4933 0,6548 0,7563 0,8044 0,8421 0,9115 1,0038 1,0598 1,0192 0,8626 0,6094 0,2821 -0,1128 -0,5627 -1,0283 -1,4530 -1,7826 -1,9806 -2,0369 -1,9709 -1,8306 -1,6803 -1,5740 -1,5353 -1,5553 -1,5952 -1,6030 -1,5455 -1,4244 -1,2657 -1,0901 -0,8914 -0,6551 -0,3952 -0,1487 0,0620 0,2446 0,4122 0,5461 0,5894 0,4932 0,2724 -0,0020 -0,2624 -0,4825 -0,6704 -0,8419 -0,9957 -1,1158 -1,2066 -1,3075 -1,4569 -1,6521 -1,8572 -2,0429 -2,2122 -2,3860 -2,5627 -2,7070 -2,7872 -2,8018 -2,7624 -2,6731 -2,5318 -2,3455 -2,1482 -2,0038 -1,9736 -2,0669 -2,2207 -2,3343 -2,3256 -2,1686 -1,8963 -1,5739 -1,2646 -1,0164 -0,8563 -0,7782 -0,7442 -0,7143 -0,6726 -0,6265 -0,5902 -0,5759 -0,5953 -0,6601 -0,7779 -0,9523 -1,1739 -1,4025 -1,5799 -1,6638 -1,6316 -1,4760 -1,2172 -0,8939 -0,5335 -0,1502 0,2336 0,5752 0,8162 0,9021 0,8032 0,5258 0,1048 -0,4131 -0,9787 -1,5379 -2,0342 -2,4197 -2,6627 -2,7589 -2,7376 -2,6452 -2,5239 -2,4124 -2,3466 -2,3327 -2,3317 -2,2883 -2,1732 -2,0021 -1,8233 -1,6798 -1,5756 -1,4844 -1,3913 -1,3102 -1,2572 -1,2268 -1,1973 -1,1393 -1,0239 -0,8456 -0,6319 -0,4179 -0,2284 -0,0802 0,0190 0,0791 0,1220 0,1619 0,1963 0,2250 0,2696 0,3632 0,5239 0,7386 0,9693 1,1861 1,3846 1,5590 1,6779 1,6949 1,5706 1,2935 0,8979 0,4555 0,0409 -0,2953 -0,5214 -0,6200 -0,6036 -0,5195 -0,4253 -0,3653 -0,3627 -0,4115 -0,4781 -0,5315 -0,5778 -0,6571 -0,8103 -1,0525 -1,3643 -1,7013 -2,0194 -2,2969 -2,5329 -2,7279 -2,8775 -2,9843 -3,0667 -3,1521 -3,2611 -3,3989 -3,5548 -3,7084 -3,8376 -3,9269 -3,9665 -3,9461 -3,8626 -3,7355 -3,6057 -3,5144 -3,4834 -3,5197 -3,6361 -3,8513 -4,1631 -4,5265 -4,8556 -5,0533 -5,0554 -4,8563 -4,5068 -4,0905 -3,6910 -3,3632 -3,1229 -2,9516 -2,8178 -2,7029 -2,6060 -2,5363 -2,5017 -2,5010 -2,5324 -2,6013 -2,7148 -2,8841 -3,1319 -3,4803 -3,9264 -4,4351 -4,9445 -5,3715 -5,6335 -5,6863 -5,5446 -5,2662 -4,9172 -4,5517 -4,2119 -3,9287 -3,7185 -3,5893 -3,5486 -3,5919 -3,6810 -3,7471 -3,7201 -3,5570 -3,2541 -2,8423 -2,3669 -1,8625 -1,3388 -0,7944 -0,2462 0,2601 0,6681 0,9386 1,0603 1,0427 0,9058 0,6718 0,3667 0,0203 -0,3329 -0,6537 -0,9077 -1,0727 -1,1380 -1,1004 -0,9693 -0,7760 -0,5670 -0,3847 -0,2537 -0,1745 -0,1284 -0,1031 -0,1125 -0,1953 -0,3949 -0,7336 -1,1994 -1,7502 -2,3290 -2,8840 -3,3846 -3,8138 -4,1493 -4,3561 -4,4059 -4,3063 -4,1006 -3,8436 -3,5868 -3,3718 -3,2137 -3,0934 -2,9772 -2,8439 -2,6984 -2,5576 -2,4205 -2,2546 -2,0203 -1,7082 -1,3417 -0,9429 -0,5141 -0,0501 0,4449 0,9517 1,4421 1,8887 2,2667 2,5516 2,7265 2,7910 2,7636 2,6829 2,6019 2,5680 2,6007 2,6884 2,8059 2,9334 3,0683 3,2231 3,4173 3,6668 3,9667 4,2834 4,5712 4,7889 4,9038 4,8946 4,7522 4,4797 4,1008 3,6616 3,2125 2,7906 2,4191 2,1066 1,8403 1,5950 1,3559 1,1337 0,9545 0,8316 0,7484 0,6729 0,5945 0,5441 0,5691 0,6898 0,8844 1,1050 1,2982 1,4230 1,4663 1,4484 1,4110 1,3916 1,4011 1,4199 1,4134 1,3571 1,2589 1,1628 1,1217 1,1653 1,3011 1,5277 1,8241 2,1406 2,4212 2,6371 2,7948 2,9191 3,0350 3,1571 3,2869 3,4186 3,5471 3,6625 3,7452 3,7820 3,7812 3,7617 3,7305 3,6794 3,6028 3,5136 3,4292 3,3445 3,2333 3,0758 2,8717 2,6347 2,3869 2,1484 1,9260 1,7169 1,5261 1,3759 1,2949 1,2921 1,3421 1,3973 1,4178 1,3867 1,2996 1,1495 0,9238 0,6086 0,2059 -0,2491 -0,6944 -1,0704 -1,3412 -1,4903 -1,5074 -1,3931 -1,1692 -0,8737 -0,5403 -0,1828 0,2051 0,6359 1,1116 1,6169 2,1254 2,6090 3,0420 3,4028 3,6824 3,8961 4,0798 4,2655 4,4594 4,6474 4,8099 4,9219 4,9582 4,9115 4,7917 4,6025 4,3345 3,9830 3,5634 3,1056 2,6399 2,1843 1,7308 1,2544 0,7424 0,2081 -0,3237 -0,8278 -1,2731 -1,6206 -1,8384 -1,9203 -1,8858 -1,7616 -1,5713 -1,3398 -1,1004 -0,8929 -0,7533 -0,7002 -0,7334 -0,8424 -1,0045 -1,1787 -1,3237 -1,4144 -1,4339 -1,3675 -1,2147 -0,9955 -0,7460 -0,5140 -0,3455 -0,2622 -0,2542 -0,2949 -0,3562 -0,4114 -0,4420 -0,4476 -0,4416 -0,4369 -0,4295 -0,3923 -0,2963 -0,1332 0,0888 0,3648 0,7006 1,1005 1,5499 2,0107 2,4303 2,7614 2,9762 3,0677 3,0457 2,9352 2,7747 2,6090 2,4782 2,4074 2,4022 2,4496 2,5184 2,5597 2,5162 2,3416 2,0218 1,5879 1,1003 0,6060 0,1078 -0,4199 -0,9898 -1,5776 -2,1352 -2,6235 -3,0327 -3,3716 -3,6428 -3,8349 -3,9370 -3,9519 -3,8928 -3,7721 -3,5987 -3,3757 -3,0981 -2,7600 -2,3660 -1,9330 -1,4792 -1,0116 -0,5305 -0,0509 0,3937 0,7788 1,1150 1,4351 1,7593 2,0788 2,3713 2,6210 2,8278 3,0041 3,1613
F3    -2,3739 -2,5209 -2,4310 -2,1721 -1,7964 -1,3381 -0,8404 -0,3569 0,0623 0,3786 0,5726 0,6541 0,6587 0,6195 0,5398 0,4123 0,2582 0,1205 0,0190 -0,0703 -0,1929 -0,3861 -0,6543 -0,9527 -1,1946 -1,3000 -1,2516 -1,0962 -0,8943 -0,6820 -0,4698 -0,2387 0,0596 0,4502 0,8723 1,1992 1,3385 1,3107 1,2063 1,0791 0,9247 0,7522 0,6206 0,6021 0,7340 0,9942 1,3076 1,5986 1,8397 2,0283 2,1226 2,0332 1,6881 1,1071 0,4025 -0,3015 -0,9373 -1,4863 -1,9452 -2,3108 -2,5609 -2,6427 -2,5120 -2,1957 -1,8092 -1,4971 -1,3421 -1,3416 -1,4562 -1,6315 -1,7806 -1,8063 -1,6610 -1,3739 -1,0125 -0,6270 -0,2473 0,0793 0,2934 0,3798 0,3925 0,3980 0,3844 0,2405 -0,1307 -0,6766 -1,2172 -1,5924 -1,7577 -1,7661 -1,6997 -1,6037 -1,4788 -1,3484 -1,2970 -1,4044 -1,6704 -2,0280 -2,4093 -2,7859 -3,1479 -3,4452 -3,5844 -3,5064 -3,2332 -2,8293 -2,3544 -1,8495 -1,3498 -0,9205 -0,6744 -0,7158 -1,0431 -1,5108 -1,8971 -2,0282 -1,8700 -1,5167 -1,1071 -0,7591 -0,5500 -0,5038 -0,5757 -0,6835 -0,7708 -0,8242 -0,8481 -0,8467 -0,8262 -0,7987 -0,7770 -0,7717 -0,8031 -0,8993 -1,0588 -1,2353 -1,3684 -1,3948 -1,2568 -0,9581 -0,5824 -0,2284 0,0464 0,2150 0,2528 0,1356 -0,1488 -0,5898 -1,1444 -1,7470 -2,3405 -2,8821 -3,3167 -3,5783 -3,6199 -3,4272 -3,0315 -2,5338 -2,0850 -1,8087 -1,7469 -1,8710 -2,1067 -2,3536 -2,5203 -2,5555 -2,4580 -2,2646 -2,0139 -1,7198 -1,3982 -1,1070 -0,9254 -0,8832 -0,9327 -0,9929 -0,9895 -0,8624 -0,5981 -0,2626 0,0271 0,1681 0,1211 -0,0716 -0,3133 -0,5089 -0,6065 -0,6112 -0,5626 -0,4809 -0,3476 -0,1445 0,1163 0,4092 0,7245 1,0600 1,3787 1,6084 1,6863 1,5782 1,2752 0,8155 0,2915 -0,1962 -0,5841 -0,8410 -0,9573 -0,9560 -0,8842 -0,7826 -0,6810 -0,6088 -0,5795 -0,5707 -0,5463 -0,5040 -0,4832 -0,5220 -0,6250 -0,7713 -0,9406 -1,1316 -1,3526 -1,5916 -1,8104 -1,9772 -2,0967 -2,2068 -2,3426 -2,5038 -2,6564 -2,7604 -2,7971 -2,7852 -2,7630 -2,7437 -2,7016 -2,6079 -2,4719 -2,3448 -2,2889 -2,3465 -2,5310 -2,8323 -3,2207 -3,6465 -4,0478 -4,3609 -4,5255 -4,5002 -4,2831 -3,9126 -3,4570 -3,0010 -2,6232 -2,3627 -2,1955 -2,0609 -1,9190 -1,7762 -1,6719 -1,6402 -1,6724 -1,7358 -1,8150 -1,9116 -2,0300 -2,1905 -2,4314 -2,7806 -3,2290 -3,7161 -4,1328 -4,3643 -4,3551 -4,1377 -3,8031 -3,4395 -3,1008 -2,8196 -2,6211 -2,5210 -2,5237 -2,6250 -2,8013 -2,9847 -3,0810 -3,0375 -2,8667 -2,6042 -2,2833 -1,9349 -1,5623 -1,1243 -0,5765 0,0709 0,7445 1,3467 1,7997 2,0597 2,1103 1,9596 1,6372 1,1805 0,6261 0,0304 -0,5183 -0,9297 -1,1535 -1,1908 -1,0732 -0,8426 -0,5566 -0,2864 -0,0892 0,0134 0,0446 0,0656 0,1313 0,2364 0,3040 0,2288 -0,0616 -0,5760 -1,2615 -2,0087 -2,6867 -3,2079 -3,5565 -3,7570 -3,8366 -3,8153 -3,7050 -3,5084 -3,2392 -2,9553 -2,7398 -2,6297 -2,5840 -2,5231 -2,3861 -2,1614 -1,8726 -1,5381 -1,1542 -0,7195 -0,2613 0,1842 0,6189 1,0737 1,5528 2,0200 2,4304 2,7546 2,9811 3,1127 3,1633 3,1548 3,1103 3,0437 2,9653 2,8985 2,8746 2,9059 2,9768 3,0595 3,1358 3,2060 3,2783 3,3672 3,5043 3,7136 3,9692 4,2019 4,3406 4,3436 4,2038 3,9318 3,5514 3,1145 2,6822 2,2880 1,9428 1,6594 1,4413 1,2654 1,1075 0,9694 0,8720 0,8300 0,8232 0,7829 0,6303 0,3534 0,0473 -0,1440 -0,1234 0,1209 0,5310 1,0061 1,4383 1,7504 1,9182 1,9638 1,9253 1,8268 1,6737 1,4659 1,2124 0,9438 0,7182 0,5949 0,5985 0,7309 0,9911 1,3558 1,7672 2,1609 2,4978 2,7701 2,9871 3,1563 3,2757 3,3465 3,3906 3,4461 3,5288 3,6126 3,6684 3,7031 3,7462 3,8102 3,8705 3,8819 3,8229 3,7126 3,5759 3,4078 3,1834 2,8917 2,5577 2,2334 1,9689 1,7921 1,7089 1,7050 1,7494 1,8091 1,8628 1,8958 1,8902 1,8332 1,7282 1,5749 1,3477 1,0049 0,5199 -0,0846 -0,7225 -1,2820 -1,6843 -1,9095 -1,9782 -1,9213 -1,7670 -1,5483 -1,3062 -1,0668 -0,8151 -0,5114 -0,1330 0,3116 0,8001 1,3066 1,7930 2,2122 2,5255 2,7247 2,8517 2,9905 3,2123 3,5162 3,8320 4,0763 4,1925 4,1634 4,0139 3,7875 3,5093 3,1761 2,7811 2,3459 1,9234 1,5652 1,2820 1,0336 0,7623 0,4423 0,0836 -0,3088 -0,7504 -1,2422 -1,7442 -2,1964 -2,5512 -2,7701 -2,8122 -2,6590 -2,3405 -1,9282 -1,5146 -1,1870 -0,9948 -0,9413 -1,0086 -1,1668 -1,3663 -1,5609 -1,7302 -1,8502 -1,8738 -1,7591 -1,4959 -1,1093 -0,6582 -0,2212 0,1261 0,3366 0,4110 0,3944 0,3441 0,2852 0,1823 -0,0306 -0,3772 -0,7929 -1,1485 -1,3220 -1,2531 -0,9440 -0,4372 0,2064 0,9215 1,6415 2,2936 2,8096 3,1475 3,3069 3,3211 3,2335 3,0857 2,9242 2,7938 2,7125 2,6686 2,6516 2,6733 2,7474 2,8584 2,9502 2,9446 2,7854 2,4769 2,0724 1,6159 1,0978 0,4729 -0,2822 -1,1303 -1,9875 -2,7692 -3,4220 -3,9243 -4,2649 -4,4317 -4,4232 -4,2665 -4,0131 -3,7154 -3,4084 -3,1061 -2,8045 -2,4839 -2,1235 -1,7205 -1,2858 -0,8263 -0,3475 0,1265 0,5471 0,8755 1,1236 1,3431 1,5820 1,8600 2,1691 2,4863 2,7918 3,0782 3,3356
F7    -2,4500 -2,5890 -2,8196 -3,1108 -3,3600 -3,3945 -3,0971 -2,4945 -1,7181 -0,9218 -0,2214 0,3188 0,6605 0,7986 0,7841 0,6852 0,5324 0,3064 -0,0365 -0,5096 -1,0426 -1,5046 -1,7951 -1,9020 -1,8702 -1,7293 -1,4649 -1,0748 -0,6304 -0,2411 0,0550 0,3347 0,7030 1,1766 1,6709 2,0859 2,3770 2,5519 2,6550 2,7571 2,8989 3,0431 3,1065 3,0051 2,6705 2,0997 1,4102 0,7883 0,3607 0,1417 0,1053 0,2467 0,5393 0,8843 1,1491 1,2345 1,1182 0,8762 0,6375 0,4929 0,4444 0,4274 0,3788 0,3059 0,2931 0,4111 0,6169 0,7994 0,9206 1,0386 1,1991 1,3673 1,4767 1,4978 1,4372 1,3156 1,1594 0,9751 0,7491 0,4882 0,2273 0,0110 -0,0988 -0,0501 0,1240 0,3051 0,3989 0,4088 0,3889 0,3670 0,3375 0,2929 0,2428 0,2150 0,2170 0,1960 0,0849 -0,1130 -0,3419 -0,5634 -0,7562 -0,9073 -1,0292 -1,1302 -1,1886 -1,1834 -1,1229 -1,0275 -0,8891 -0,6569 -0,2717 0,2950 1,0135 1,7756 2,4227 2,8407 3,0209 3,0213 2,8984 2,6815 2,3818 2,0181 1,6455 1,3673 1,3060 1,5290 1,9704 2,4368 2,7258 2,7415 2,4948 2,0497 1,5180 1,0545 0,7994 0,8207 1,0945 1,5159 1,9480 2,2951 2,5375 2,7073 2,8297 2,8807 2,8271 2,6915 2,5173 2,2835 1,9275 1,4588 0,9860 0,6047 0,3067 0,0258 -0,2787 -0,5955 -0,8675 -1,0100 -0,9496 -0,6577 -0,1737 0,4008 0,9581 1,4603 1,9461 2,4378 2,8588 3,0786 3,0296 2,7699 2,4367 2,1511 1,9842 1,9735 2,1116 2,3391 2,5729 2,7394 2,7985 2,7727 2,7645 2,9005 3,2143 3,6051 3,9377 4,1433 4,2089 4,1510 4,0193 3,8646 3,7157 3,6056 3,5748 3,6316 3,7332 3,8196 3,8638 3,8906 3,9569 4,1080 4,3316 4,5451 4,6443 4,5834 4,3961 4,1516 3,9041 3,6675 3,4262 3,1558 2,8351 2,4901 2,2372 2,2145 2,4500 2,8340 3,2243 3,5455 3,7796 3,9173 3,9530 3,8946 3,7500 3,5087 3,1698 2,8014 2,5328 2,4550 2,5319 2,6284 2,6223 2,4672 2,2007 1,9265 1,7249 1,5649 1,3524 1,0525 0,7427 0,5570 0,5803 0,7814 1,0269 1,1656 1,1213 0,9014 0,5659 0,2251 -0,0009 -0,0546 0,0538 0,2904 0,6151 0,9735 1,2833 1,4395 1,3576 1,0236 0,5161 -0,0103 -0,3848 -0,4780 -0,2360 0,2847 0,9051 1,4019 1,6549 1,7254 1,7581 1,8050 1,7813 1,5878 1,2346 0,8523 0,6091 0,5981 0,7829 1,0411 1,2454 1,3142 1,2269 1,0325 0,8331 0,7234 0,7388 0,8560 1,0198 1,1874 1,3715 1,6284 1,9956 2,4353 2,8234 3,0189 2,9820 2,8144 2,6653 2,6148 2,6617 2,7812 2,9398 3,0646 3,0653 2,9135 2,6576 2,3630 2,0834 1,8639 1,7243 1,6680 1,7173 1,9179 2,3001 2,8205 3,3545 3,7704 4,0045 4,0601 3,9647 3,7368 3,3682 2,8331 2,1249 1,2903 0,4354 -0,3314 -0,9785 -1,5457 -2,0652 -2,5031 -2,7617 -2,7384 -2,4199 -1,9149 -1,3742 -0,9136 -0,6016 -0,4213 -0,2368 0,1193 0,7108 1,4718 2,2511 2,8644 3,1781 3,1722 2,9331 2,6063 2,3251 2,1575 2,1306 2,2687 2,5609 2,9307 3,2934 3,6182 3,9174 4,1947 4,4175 4,5352 4,5067 4,3202 3,9979 3,5796 3,1315 2,7752 2,6465 2,8074 3,2029 3,6861 4,0922 4,3208 4,3754 4,3296 4,2473 4,1380 3,9843 3,7794 3,5200 3,2023 2,8582 2,5617 2,3675 2,2568 2,1629 2,0402 1,8837 1,7049 1,5202 1,3512 1,2367 1,2517 1,4626 1,8311 2,2122 2,4614 2,5000 2,3010 1,8782 1,3066 0,7204 0,2590 0,0160 0,0370 0,3156 0,7755 1,3002 1,7918 2,1927 2,4812 2,6539 2,7127 2,6781 2,5928 2,4863 2,3396 2,1051 1,7694 1,3719 0,9733 0,6451 0,4722 0,5222 0,8098 1,2899 1,8651 2,4057 2,7876 2,9329 2,8354 2,5473 2,1452 1,7253 1,3976 1,2270 1,1778 1,1697 1,1927 1,3265 1,6364 2,0662 2,4390 2,5731 2,4067 2,0282 1,6080 1,3170 1,2728 1,4839 1,8238 2,1140 2,2442 2,2092 2,0686 1,8834 1,6758 1,4348 1,1441 0,7949 0,3988 0,0078 -0,3102 -0,5295 -0,6591 -0,7027 -0,6650 -0,5549 -0,3711 -0,1281 0,1119 0,2691 0,3023 0,2307 0,1325 0,1177 0,2591 0,5410 0,8808 1,1814 1,3773 1,4722 1,5368 1,6576 1,8791 2,1732 2,4413 2,5719 2,5112 2,2698 1,8775 1,3529 0,7182 0,0225 -0,6689 -1,3023 -1,8529 -2,3233 -2,7190 -3,0427 -3,3179 -3,5776 -3,8180 -3,9803 -3,9726 -3,7202 -3,2411 -2,6624 -2,1321 -1,7405 -1,5170 -1,4432 -1,4739 -1,5690 -1,7077 -1,8818 -2,0766 -2,2508 -2,3400 -2,2895 -2,0856 -1,7640 -1,3941 -1,0612 -0,8588 -0,8620 -1,0644 -1,3543 -1,5790 -1,6400 -1,5390 -1,3464 -1,1205 -0,8742 -0,6308 -0,4752 -0,4912 -0,6570 -0,8639 -1,0365 -1,1793 -1,3035 -1,3635 -1,3028 -1,1171 -0,8376 -0,4999 -0,1425 0,1936 0,4568 0,5831 0,5321 0,3202 0,0223 -0,2379 -0,3305 -0,2147 0,0215 0,2567 0,4278 0,5091 0,4593 0,2251 -0,1957 -0,7147 -1,2061 -1,5937 -1,8936 -2,1960 -2,5788 -3,0263 -3,4623 -3,8345 -4,1239 -4,3185 -4,4164 -4,4231 -4,3427 -4,1818 -3,9567 -3,7077 -3,4926 -3,3357 -3,2148 -3,1125 -3,0358 -2,9867 -2,9398 -2,8379 -2,6074 -2,2010 -1,6423 -1,0176 -0,4183 0,0959 0,4848 0,7267 0,8369 0,8640 0,8750 0,9343
