Fp1   -2,1163 -1,9582 -1,6598 -1,2407 -0,7528 -0,2473 0,2329 0,6511 0,9899 1,2519 1,4337 1,5133 1,4804 1,3699 1,2505 1,1781 1,1617 1,1585 1,0980 0,9242 0,6276 0,2435 -0,1687 -0,5389 -0,8007 -0,9246 -0,9345 -0,8759 -0,7791 -0,6566 -0,5188 -0,3764 -0,2278 -0,0568 0,1509 0,3859 0,6062 0,7524 0,7789 0,6834 0,5073 0,2967 0,0671 -0,1879 -0,4635 -0,7353 -0,9716 -1,1442 -1,2335 -1,2240 -1,0999 -0,8603 -0,5363 -0,1718 0,2119 0,6188 1,0477 1,4780 1,8850 2,2567 2,5845 2,8380 2,9625 2,9089 2,6597 2,2341 1,6930 1,1304 0,6265 0,2097 -0,1167 -0,3254 -0,3675 -0,2205 0,0732 0,4081 0,6632 0,7677 0,7311 0,6106 0,4544 0,2787 0,0818 -0,1325 -0,3407 -0,4971 -0,5475 -0,4589 -0,2396 0,0789 0,4619 0,8674 1,2535 1,6109 1,9646 2,3289 2,6745 2,9400 3,0644 3,0119 2,7718 2,3506 1,7794 1,1131 0,4126 -0,2585 -0,8302 -1,2580 -1,5641 -1,8280 -2,1258 -2,4620 -2,7583 -2,9197 -2,9057 -2,7354 -2,4520 -2,0992 -1,7141 -1,3315 -0,9915 -0,7241 -0,5212 -0,3360 -0,1255 0,1134 0,3546 0,5717 0,7444 0,8594 0,9259 0,9885 1,1295 1,4435 1,9834 2,7288 3,6019 4,4934 5,2922 5,9269 6,3884 6,7179 6,9810 7,2338 7,4918 7,7355 7,9514 8,1608 8,4144 8,7697 9,2622 9,8832 10,5828 11,2814 11,8767 12,2767 12,4558 12,4772 12,4465 12,4420 12,4833 12,5430 12,5693 12,4981 12,2717 11,8805 11,3790 10,8471 10,3412 9,8784 9,4519 9,0487 8,6557 8,2667 7,9046 7,6266 7,4856 7,4811 7,5496 7,5952 7,5437 7,3847 7,1636 6,9265 6,6821 6,4140 6,1154 5,7916 5,4330 5,0157 4,5383 4,0470 3,6137 3,2897 3,0757 2,9326 2,8152 2,6995 2,5809 2,4632 2,3666 2,3260 2,3580 2,4410 2,5285 2,5788 2,5873 2,5807 2,5669 2,5109 2,3640 2,0954 1,7023 1,2041 0,6233 -0,0231 -0,7087 -1,3729 -1,9162 -2,2389 -2,2938 -2,1029 -1,7369 -1,2739 -0,7648 -0,2374 0,2767 0,7330 1,0831 1,2983 1,3996 1,4593 1,5647 1,7723 2,0800 2,4268 2,7106 2,8174 2,6722 2,2918 1,7851 1,2950 0,9336 0,7496 0,7289 0,8212 0,9643 1,0895 1,1258 1,0254 0,7932 0,4982 0,2513 0,1474 0,2078 0,3690 0,5244 0,5862 0,5279 0,3832 0,2106 0,0602 -0,0410 -0,0849 -0,0722 -0,0042 0,1231 0,3289 0,6428 1,0731 1,5862 2,1331 2,6818 3,2033 3,6413 3,9177 3,9754 3,8192 3,5275 3,2194 2,9969 2,9014 2,9161 3,0028 3,1271 3,2567 3,3608 3,4325 3,4993 3,5929 3,7082 3,8027 3,8375 3,8156 3,7794 3,7732 3,8140 3,8990 4,0213 4,1623 4,2778 4,3181 4,2707 4,1642 4,0384 3,9275 3,8606 3,8544 3,8971 3,9392 3,8991 3,7034 3,3408 2,8855 2,4675 2,2017 2,1155 2,1420 2,1807 2,1534 2,0185 1,7801 1,4988 1,2619 1,1266 1,1034 1,1854 1,3542 1,5560 1,7117 1,7623 1,6881 1,5110 1,2952 1,1155 1,0127 0,9836 1,0089 1,0958 1,2932 1,6520 2,1742 2,8031 3,4410 3,9756 4,3210 4,4634 4,4812 4,4962 4,5861 4,7526 4,9619 5,1966 5,4675 5,7890 6,1544 6,5215 6,8045 6,9075 6,7885 6,4838 6,0730 5,6404 5,2530 4,9407 4,6963 4,5081 4,3845 4,3342 4,3360 4,3405 4,2942 4,1717 3,9841 3,7356 3,3853 2,8898 2,2879 1,7187 1,3382 1,2169 1,3115 1,5129 1,7177 1,8779 1,9971 2,0790 2,0999 2,0354 1,8927 1,7110 1,5404 1,4269 1,4083 1,5063 1,7092 1,9691 2,2241 2,4346 2,5932 2,6953 2,7123 2,6079 2,3653 1,9927 1,5200 1,0057 0,5386 0,2174 0,1156 0,2503 0,5703 0,9658 1,3157 1,5605 1,7292 1,8912 2,0925 2,3279 2,5528 2,7237 2,8269 2,8741 2,8911 2,9075 2,9415 3,0004 3,0980 3,2578 3,4972 3,8141 4,1861 4,5887 5,0143 5,4705 5,9690 6,5158 7,0955 7,6600 8,1429 8,4850 8,6517 8,6369 8,4478 8,0811 7,5303 6,8201 6,0178 5,2070 4,4737 3,9048 3,5632 3,4523 3,5171 3,6805 3,8811 4,0967 4,3417 4,6303 4,9508 5,2901 5,6559 6,0477 6,4207 6,6961 6,8077 6,7379 6,5233 6,2285 5,9180 5,6567 5,5125 5,5276 5,6874 5,9185 6,1202 6,2166 6,1768 5,9973 5,6884 5,2819 4,8477 4,4958 4,3421 4,4401 4,7255 5,0414 5,2270 5,1853 4,9056 4,4661 4,0057 3,6399 3,3897 3,2031 3,0336 2,8750 2,7264 2,5635 2,3816 2,2447 2,2477 2,4396 2,8015 3,2622 3,7136 4,0466 4,2076 4,2310 4,2121 4,2426 4,3568 4,5293 4,7225 4,9317 5,1831 5,5058 5,9351 6,5212 7,2867 8,1711 9,0400 9,7563 10,2599 10,6004 10,8913 11,2273 11,6271 12,0297 12,3382 12,4803 12,4336 12,2102 11,8423 11,3793 10,8813 10,3978 9,9415 9,4811 8,9757 8,4255 7,8845 7,4193 7,0592 6,7789 6,5235 6,2422 5,8932 5,4352 4,8423 4,1207 3,3050 2,4538 1,6403 0,9232 0,3275 -0,1501 -0,5187 -0,7722 -0,8991 -0,9037 -0,8142 -0,6883 -0,6187 -0,7027 -0,9849 -1,4260 -1,9219 -2,3522 -2,6298 -2,7404 -2,7551 -2,7926 -2,9465 -3,2393 -3,6257 -4,0249 -4,3630 -4,6108 -4,7801 -4,8931 -4,9650 -5,0085 -5,0462 -5,1059 -5,1881 -5,2487 -5,2358 -5,1273 -4,9162 -4,5829 -4,0968 -3,4397 -2,6266 -1,7094 -0,7644 0,1104 0,7984 1,1967 1,2624
Fz    -3,1601 -2,5590 -1,8731 -1,1537 -0,4785 0,0975 0,5506 0,8708 1,0597 1,1329 1,1076 1,0017 0,8552 0,7367 0,7136 0,8125 1,0051 1,2169 1,3552 1,3523 1,1934 0,9094 0,5509 0,1757 -0,1590 -0,4189 -0,6025 -0,7193 -0,7734 -0,7645 -0,6936 -0,5658 -0,3840 -0,1454 0,1426 0,4453 0,7092 0,8793 0,9100 0,7829 0,5227 0,1841 -0,1794 -0,5256 -0,8155 -1,0174 -1,1180 -1,1269 -1,0702 -0,9701 -0,8321 -0,6624 -0,4867 -0,3297 -0,1816 -0,0022 0,2415 0,5557 0,9239 1,3111 1,6644 1,9195 2,0151 1,9099 1,5891 1,0693 0,4156 -0,2621 -0,8590 -1,3260 -1,6604 -1,8636 -1,9303 -1,8698 -1,7251 -1,5680 -1,4681 -1,4525 -1,4941 -1,5434 -1,5716 -1,5824 -1,5898 -1,5910 -1,5586 -1,4573 -1,2680 -0,9986 -0,6775 -0,3343 0,0162 0,3694 0,7236 1,0890 1,4830 1,9002 2,2961 2,6057 2,7723 2,7623 2,5649 2,1977 1,7219 1,2340 0,8193 0,5205 0,3480 0,2896 0,2994 0,2975 0,2048 -0,0074 -0,2984 -0,5937 -0,8399 -1,0134 -1,0962 -1,0710 -0,9372 -0,7210 -0,4674 -0,2195 -0,0032 0,1732 0,3046 0,3784 0,3794 0,2985 0,1354 -0,0892 -0,3301 -0,5275 -0,6114 -0,5091 -0,1739 0,3880 1,1143 1,9016 2,6419 3,2690 3,7788 4,2175 4,6568 5,1546 5,7137 6,2853 6,8157 7,2897 7,7447 8,2582 8,9054 9,7126 10,6411 11,5942 12,4422 13,0756 13,4614 13,6498 13,7240 13,7441 13,7287 13,6664 13,5280 13,2752 12,8875 12,4007 11,9052 11,4872 11,1744 10,9340 10,7099 10,4579 10,1575 9,8145 9,4715 9,2049 9,0915 9,1607 9,3673 9,6030 9,7488 9,7385 9,5790 9,3117 8,9643 8,5388 8,0329 7,4557 6,8159 6,1109 5,3453 4,5488 3,7662 3,0345 2,3733 1,7943 1,3176 0,9736 0,7867 0,7649 0,9071 1,1997 1,5978 2,0290 2,4262 2,7567 3,0252 3,2442 3,3923 3,4149 3,2625 2,9120 2,3681 1,6654 0,8641 0,0354 -0,7500 -1,4199 -1,8980 -2,1259 -2,0961 -1,8579 -1,4976 -1,1027 -0,7294 -0,3955 -0,1013 0,1515 0,3595 0,5269 0,6742 0,8376 1,0602 1,3703 1,7565 2,1583 2,4780 2,6135 2,5071 2,1789 1,7173 1,2357 0,8301 0,5539 0,4110 0,3719 0,3900 0,3991 0,3203 0,0999 -0,2504 -0,6481 -0,9787 -1,1565 -1,1706 -1,0790 -0,9619 -0,8805 -0,8611 -0,8976 -0,9630 -1,0265 -1,0689 -1,0861 -1,0759 -1,0283 -0,9298 -0,7618 -0,4985 -0,1272 0,3292 0,8233 1,3099 1,7462 2,0789 2,2512 2,2297 2,0301 1,7253 1,4263 1,2375 1,2191 1,3850 1,7201 2,1822 2,6942 3,1621 3,5249 3,7884 4,0018 4,2026 4,3885 4,5270 4,5778 4,5128 4,3295 4,0524 3,7250 3,3920 3,0779 2,7788 2,4842 2,2029 1,9524 1,7312 1,5230 1,3153 1,1003 0,8625 0,5696 0,1812 -0,3175 -0,8830 -1,4189 -1,8133 -1,9921 -1,9640 -1,8179 -1,6679 -1,5973 -1,6466 -1,8156 -2,0580 -2,3001 -2,4888 -2,6100 -2,6628 -2,6495 -2,5956 -2,5471 -2,5409 -2,5908 -2,6829 -2,7757 -2,8287 -2,8296 -2,7861 -2,6987 -2,5445 -2,2803 -1,8675 -1,3007 -0,6182 0,1111 0,8124 1,4345 1,9738 2,4712 2,9680 3,4598 3,9026 4,2504 4,4844 4,6228 4,7093 4,7820 4,8359 4,8097 4,6210 4,2331 3,6883 3,0765 2,4889 1,9953 1,6320 1,3978 1,2766 1,2606 1,3440 1,5056 1,7025 1,8814 2,0002 2,0345 1,9539 1,7158 1,3060 0,7835 0,2719 -0,1048 -0,2882 -0,2997 -0,2099 -0,0937 0,0053 0,0751 0,0990 0,0417 -0,1197 -0,3710 -0,6681 -0,9574 -1,1919 -1,3408 -1,3843 -1,3095 -1,1220 -0,8574 -0,5682 -0,2980 -0,0704 0,1022 0,2029 0,2036 0,0740 -0,1993 -0,5929 -1,0346 -1,4142 -1,6235 -1,6073 -1,3870 -1,0503 -0,7085 -0,4334 -0,2214 -0,0210 0,2122 0,4804 0,7437 0,9493 1,0639 1,0869 1,0511 1,0111 1,0199 1,1135 1,3134 1,6288 2,0482 2,5350 3,0408 3,5374 4,0381 4,5814 5,1925 5,8629 6,5544 7,2104 7,7691 8,1764 8,3974 8,4197 8,2426 7,8652 7,3016 6,6005 5,8275 5,0324 4,2630 3,5986 3,1274 2,8878 2,8499 2,9482 3,1212 3,3373 3,5964 3,9044 4,2505 4,6238 5,0313 5,4730 5,9038 6,2370 6,3941 6,3497 6,1334 5,7981 5,3955 4,9790 4,6112 4,3531 4,2372 4,2449 4,3140 4,3742 4,3655 4,2391 3,9798 3,6331 3,3018 3,1057 3,1333 3,4085 3,8736 4,4048 4,8587 5,1106 5,0815 4,7744 4,2891 3,7692 3,3223 2,9880 2,7634 2,6346 2,5761 2,5401 2,4860 2,4250 2,4117 2,4987 2,7050 3,0059 3,3388 3,6363 3,8740 4,0840 4,3205 4,6134 4,9518 5,3027 5,6427 5,9778 6,3325 6,7269 7,1871 7,7616 8,4871 9,3297 10,1804 10,9188 11,4913 11,9373 12,3477 12,7975 13,3015 13,8109 14,2461 14,5408 14,6544 14,5602 14,2491 13,7501 13,1300 12,4558 11,7553 11,0141 10,2148 9,3791 8,5707 7,8542 7,2521 6,7387 6,2675 5,7946 5,2758 4,6705 3,9667 3,1927 2,3916 1,5999 0,8435 0,1347 -0,5261 -1,1274 -1,6240 -1,9494 -2,0619 -1,9782 -1,7674 -1,5332 -1,3946 -1,4473 -1,7180 -2,1470 -2,6187 -3,0168 -3,2711 -3,3797 -3,4081 -3,4557 -3,5955 -3,8377 -4,1380 -4,4323 -4,6744 -4,8570 -4,9977 -5,1108 -5,2001 -5,2704 -5,3417 -5,4498 -5,6140 -5,8103 -5,9873 -6,0906 -6,0632 -5,8469 -5,3973 -4,6975 -3,7728 -2,6967 -1,5738 -0,5201 0,3464 0,9202 1,1340
F3    -0,4745 -0,0503 0,2058 0,2927 0,2614 0,1873 0,1349 0,1404 0,2100 0,3218 0,4332 0,5024 0,5251 0,5492 0,6333 0,7892 0,9681 1,0928 1,1003 0,9702 0,7260 0,4153 0,0941 -0,1714 -0,3094 -0,2776 -0,0996 0,1330 0,2929 0,2795 0,0783 -0,2406 -0,5788 -0,8610 -1,0493 -1,1338 -1,1254 -1,0564 -0,9730 -0,9087 -0,8627 -0,8085 -0,7158 -0,5627 -0,3475 -0,1006 0,1308 0,3126 0,4333 0,4941 0,4981 0,4457 0,3336 0,1657 -0,0272 -0,1845 -0,2406 -0,1548 0,0757 0,4194 0,8260 1,2404 1,6043 1,8567 1,9429 1,8340 1,5536 1,1863 0,8443 0,6074 0,4846 0,4295 0,3849 0,3142 0,2032 0,0454 -0,1653 -0,4247 -0,7054 -0,9643 -1,1570 -1,2460 -1,2148 -1,0763 -0,8585 -0,5857 -0,2809 0,0249 0,3034 0,5416 0,7312 0,8575 0,9114 0,8979 0,8226 0,6874 0,5072 0,3135 0,1340 -0,0188 -0,1458 -0,2615 -0,3853 -0,5183 -0,6188 -0,6060 -0,4144 -0,0661 0,3141 0,5621 0,5520 0,2436 -0,3006 -0,9476 -1,5706 -2,0928 -2,4698 -2,6626 -2,6411 -2,4108 -2,0265 -1,5739 -1,1379 -0,7839 -0,5520 -0,4534 -0,4706 -0,5680 -0,7056 -0,8424 -0,9415 -0,9717 -0,8981 -0,6856 -0,3213 0,1694 0,7268 1,2842 1,8107 2,3321 2,9048 3,5667 4,3169 5,1280 5,9599 6,7617 7,4841 8,1060 8,6558 9,2053 9,8329 10,5687 11,3673 12,1265 12,7272 13,0825 13,1843 13,1060 12,9460 12,7681 12,5898 12,4026 12,1842 11,9020 11,5369 11,1222 10,7414 10,4701 10,3221 10,2502 10,1764 10,0261 9,7635 9,4143 9,0535 8,7699 8,6308 8,6512 8,7802 8,9165 8,9445 8,7787 8,3974 7,8514 7,2340 6,6280 6,0697 5,5411 4,9851 4,3456 3,6082 2,8134 2,0388 1,3629 0,8376 0,4903 0,3412 0,3991 0,6414 1,0150 1,4595 1,9123 2,2955 2,5265 2,5582 2,4052 2,1397 1,8649 1,6677 1,5796 1,5730 1,5852 1,5482 1,4084 1,1342 0,7276 0,2317 -0,2733 -0,6927 -0,9604 -1,0706 -1,0682 -1,0189 -0,9755 -0,9519 -0,9189 -0,8285 -0,6492 -0,3886 -0,0868 0,2178 0,5216 0,8597 1,2775 1,7885 2,3446 2,8464 3,1928 3,3317 3,2737 3,0653 2,7542 2,3801 1,9913 1,6506 1,4134 1,2968 1,2760 1,3054 1,3418 1,3615 1,3626 1,3516 1,3287 1,2856 1,2129 1,1030 0,9491 0,7513 0,5212 0,2735 0,0136 -0,2632 -0,5585 -0,8456 -1,0582 -1,1180 -0,9805 -0,6560 -0,1979 0,3260 0,8560 1,3457 1,7533 2,0403 2,1810 2,1722 2,0362 1,8209 1,5953 1,4354 1,4032 1,5192 1,7468 2,0146 2,2624 2,4735 2,6719 2,9024 3,2129 3,6403 4,1879 4,7987 5,3601 5,7515 5,9010 5,8071 5,5206 5,1179 4,6810 4,2741 3,9300 3,6622 3,4771 3,3723 3,3361 3,3520 3,3930 3,4159 3,3692 3,2113 2,9265 2,5275 2,0554 1,5852 1,2079 0,9776 0,8770 0,8430 0,8054 0,7037 0,5155 0,2901 0,1196 0,0628 0,1172 0,2528 0,4311 0,5806 0,5980 0,4135 0,0563 -0,3512 -0,6683 -0,8244 -0,8444 -0,8013 -0,7525 -0,6983 -0,5817 -0,3397 0,0403 0,5137 1,0161 1,5074 1,9886 2,4945 3,0709 3,7363 4,4516 5,1293 5,6653 5,9719 6,0113 5,8052 5,4075 4,8639 4,1953 3,4206 2,5965 1,8317 1,2546 0,9632 0,9880 1,2810 1,7369 2,2483 2,7454 3,1820 3,5085 3,6732 3,6380 3,3882 2,9348 2,3081 1,5615 0,7884 0,1157 -0,3383 -0,5045 -0,3848 -0,0648 0,3023 0,5682 0,6785 0,6939 0,7250 0,8570 1,1150 1,4561 1,7882 2,0185 2,1056 2,0717 1,9707 1,8531 1,7601 1,7279 1,7788 1,8992 2,0346 2,1191 2,1094 1,9821 1,7176 1,3084 0,7754 0,1669 -0,4500 -0,9961 -1,3937 -1,5842 -1,5443 -1,2901 -0,8642 -0,3181 0,2915 0,8963 1,4190 1,7966 2,0065 2,0664 2,0131 1,8922 1,7538 1,6419 1,5865 1,6055 1,7068 1,8817 2,0992 2,3193 2,5178 2,7074 2,9421 3,2994 3,8420 4,5759 5,4353 6,3030 7,0409 7,5193 7,6474 7,3880 6,7603 5,8532 4,8245 3,8531 3,0651 2,4988 2,1291 1,9129 1,8159 1,8211 1,9224 2,1146 2,3872 2,7218 3,0958 3,4899 3,8907 4,2798 4,6239 4,8771 4,9914 4,9360 4,7151 4,3676 3,9510 3,5356 3,2095 3,0491 3,0661 3,1968 3,3476 3,4543 3,5088 3,5294 3,5199 3,4687 3,3785 3,2879 3,2660 3,3897 3,7026 4,1557 4,5953 4,8428 4,7900 4,4331 3,8621 3,2244 2,6579 2,2319 1,9429 1,7515 1,6213 1,5320 1,4700 1,4359 1,4570 1,5583 1,7218 1,8917 2,0112 2,0511 2,0285 2,0160 2,1218 2,4396 2,9964 3,7254 4,4887 5,1427 5,6060 5,8914 6,0831 6,2874 6,5880 7,0177 7,5541 8,1407 8,7220 9,2774 9,8285 10,4079 11,0208 11,6270 12,1506 12,5125 12,6603 12,5692 12,2328 11,6724 10,9544 10,1817 9,4557 8,8341 8,3213 7,8905 7,5010 7,1060 6,6696 6,1893 5,6954 5,2257 4,8044 4,4375 4,1121 3,7916 3,4202 2,9409 2,3236 1,5835 0,7725 -0,0458 -0,8076 -1,4457 -1,9006 -2,1491 -2,2144 -2,1566 -2,0612 -2,0147 -2,0662 -2,2018 -2,3540 -2,4376 -2,3928 -2,2133 -1,9542 -1,7214 -1,6268 -1,7395 -2,0688 -2,5718 -3,1630 -3,7412 -4,2329 -4,6205 -4,9347 -5,2178 -5,4918 -5,7561 -5,9946 -6,1665 -6,2122 -6,0928 -5,8127 -5,3984 -4,8769 -4,2751 -3,6190 -2,9383 -2,2713 -1,6528 -1,1019 -0,6376 -0,2970 -0,1298
F7    -0,5264 -0,4726 -0,2992 -0,0295 0,2874 0,6007 0,8770 1,1051 1,2939 1,4556 1,5811 1,6308 1,5510 1,3052 0,8997 0,3872 -0,1480 -0,6146 -0,9398 -1,0889 -1,0780 -0,9720 -0,8514 -0,7636 -0,7057 -0,6531 -0,5933 -0,5291 -0,4649 -0,4000 -0,3251 -0,2233 -0,0906 0,0489 0,1622 0,2325 0,2599 0,2593 0,2586 0,2819 0,3264 0,3501 0,2897 0,1089 -0,1686 -0,4734 -0,7246 -0,8586 -0,8502 -0,7087 -0,4521 -0,1007 0,3147 0,7629 1,2281 1,7019 2,1598 2,5569 2,8538 3,0479 3,1701 3,2483 3,2897 3,2977 3,2792 3,2277 3,1188 2,9329 2,6660 2,3233 1,9271 1,5276 1,1837 0,9329 0,7813 0,7105 0,6867 0,6691 0,6189 0,5133 0,3566 0,1788 0,0222 -0,0664 -0,0464 0,0946 0,3329 0,6262 0,9291 1,1942 1,3806 1,4700 1,4695 1,4111 1,3514 1,3441 1,4002 1,4844 1,5490 1,5655 1,5325 1,4597 1,3459 1,1781 0,9525 0,6926 0,4378 0,2199 0,0523 -0,0655 -0,1303 -0,1261 -0,0453 0,0882 0,2255 0,3126 0,3064 0,1922 -0,0052 -0,2320 -0,4298 -0,5562 -0,5941 -0,5497 -0,4432 -0,2978 -0,1265 0,0722 0,3038 0,5726 0,8899 1,2662 1,6933 2,1474 2,6089 3,0771 3,5719 4,1141 4,6950 5,2700 5,7820 6,1866 6,4647 6,6283 6,7201 6,8045 6,9520 7,2168 7,6080 8,0805 8,5711 9,0419 9,4882 9,9221 10,3613 10,8218 11,3017 11,7634 12,1399 12,3737 12,4599 12,4455 12,3813 12,2697 12,0664 11,7406 11,3196 10,8736 10,4741 10,1636 9,9405 9,7616 9,5618 9,2862 8,9249 8,5238 8,1502 7,8435 7,6055 7,4293 7,3171 7,2633 7,2382 7,2020 7,1275 6,9993 6,8090 6,5626 6,2811 5,9826 5,6707 5,3400 4,9835 4,5961 4,1793 3,7396 3,2806 2,8112 2,3651 2,0020 1,7845 1,7514 1,9041 2,2062 2,5938 2,9944 3,3428 3,5898 3,7059 3,6795 3,5163 3,2465 2,9196 2,5747 2,2190 1,8470 1,4688 1,1073 0,7807 0,5044 0,3026 0,2068 0,2411 0,4126 0,7081 1,0921 1,5168 1,9367 2,3126 2,6147 2,8367 3,0006 3,1354 3,2557 3,3603 3,4360 3,4570 3,3904 3,2123 2,9289 2,5853 2,2546 2,0075 1,8734 1,8286 1,8265 1,8400 1,8706 1,9291 2,0217 2,1519 2,3298 2,5757 2,9008 3,2775 3,6387 3,9096 4,0384 4,0045 3,8165 3,5043 3,1054 2,6567 2,1916 1,7396 1,3349 1,0265 0,8754 0,9328 1,2094 1,6588 2,2021 2,7663 3,2917 3,7213 4,0097 4,1423 4,1433 4,0691 3,9835 3,9232 3,8799 3,8173 3,7047 3,5433 3,3658 3,2157 3,1277 3,1221 3,2070 3,3729 3,5891 3,8193 4,0483 4,2797 4,5077 4,7087 4,8679 4,9983 5,1316 5,2889 5,4557 5,5759 5,5714 5,3853 5,0254 4,5670 4,1103 3,7279 3,4451 3,2515 3,1196 3,0134 2,8950 2,7389 2,5452 2,3358 2,1401 1,9836 1,8797 1,8268 1,8092 1,7973 1,7667 1,7254 1,6999 1,6945 1,6822 1,6234 1,4952 1,3207 1,1662 1,1002 1,1554 1,3193 1,5531 1,8193 2,0964 2,3721 2,6337 2,8717 3,0908 3,3081 3,5368 3,7748 4,0075 4,2226 4,4176 4,5927 4,7403 4,8483 4,9125 4,9429 4,9595 4,9797 5,0098 5,0449 5,0723 5,0799 5,0580 4,9947 4,8855 4,7497 4,6173 4,4963 4,3640 4,1950 3,9907 3,7865 3,6298 3,5459 3,5159 3,4941 3,4524 3,4026 3,3700 3,3600 3,3591 3,3574 3,3593 3,3829 3,4538 3,5858 3,7546 3,8916 3,9177 3,7907 3,5264 3,1877 2,8606 2,6271 2,5456 2,6453 2,9198 3,3159 3,7399 4,0964 4,3316 4,4443 4,4606 4,4096 4,3124 4,1808 4,0261 3,8636 3,7002 3,5360 3,3826 3,2678 3,2197 3,2533 3,3575 3,4868 3,5764 3,5802 3,4968 3,3643 3,2412 3,1852 3,2306 3,3753 3,5896 3,8270 4,0351 4,1778 4,2568 4,3011 4,3400 4,3941 4,4882 4,6498 4,8824 5,1586 5,4457 5,7271 6,0097 6,3178 6,6659 7,0284 7,3449 7,5584 7,6473 7,6233 7,5034 7,2871 6,9664 6,5513 6,0771 5,5952 5,1653 4,8432 4,6584 4,6036 4,6432 4,7336 4,8399 4,9452 5,0461 5,1369 5,2041 5,2462 5,2866 5,3475 5,4207 5,4772 5,4914 5,4509 5,3688 5,2806 5,2141 5,1728 5,1606 5,2019 5,3251 5,5256 5,7508 5,9172 5,9460 5,8000 5,5064 5,1467 4,8192 4,5939 4,4756 4,4131 4,3549 4,2880 4,2252 4,1811 4,1649 4,1691 4,1586 4,0887 3,9379 3,7193 3,4713 3,2383 3,0511 2,9212 2,8417 2,7855 2,7207 2,6437 2,5929 2,6215 2,7571 2,9894 3,2800 3,5765 3,8364 4,0543 4,2722 4,5691 5,0279 5,6785 6,4584 7,2393 7,9027 8,3980 8,7489 9,0201 9,2795 9,5734 9,9249 10,3442 10,8221 11,3200 11,7889 12,1895 12,4817 12,6161 12,5613 12,3377 12,0112 11,6481 11,2863 10,9421 10,6131 10,2726 9,8850 9,4374 8,9528 8,4745 8,0383 7,6562 7,3202 7,0102 6,6968 6,3540 5,9769 5,5756 5,1515 4,6945 4,2024 3,6913 3,1872 2,7148 2,2996 1,9853 1,8283 1,8607 2,0620 2,3561 2,6294 2,7718 2,7250 2,5036 2,1796 1,8480 1,5851 1,4128 1,2894 1,1280 0,8359 0,3650 -0,2507 -0,8997 -1,4511 -1,8327 -2,0685 -2,2455 -2,4450 -2,6956 -2,9710 -3,2131 -3,3563 -3,3479 -3,1588 -2,7881 -2,2656 -1,6460 -0,9877 -0,3336 0,2902 0,8596 1,3426 1,7009 1,8993 1,9180 1,7608
