Fp1   1,5697 1,3839 1,0899 0,7208 0,3308 -0,0231 -0,2848 -0,4155 -0,4212 -0,3484 -0,2444 -0,1301 -0,0182 0,0687 0,1124 0,1167 0,0987 0,0655 0,0038 -0,1107 -0,2977 -0,5575 -0,8597 -1,1468 -1,3625 -1,4770 -1,4843 -1,3883 -1,2000 -0,9300 -0,5878 -0,2015 0,1763 0,4989 0,7518 0,9430 1,0805 1,1658 1,2018 1,1953 1,1498 1,0614 0,9190 0,7060 0,4119 0,0464 -0,3584 -0,7508 -1,0597 -1,2103 -1,1639 -0,9426 -0,6127 -0,2476 0,0950 0,3748 0,5620 0,6358 0,5954 0,4702 0,3084 0,1520 0,0194 -0,0956 -0,2134 -0,3485 -0,4960 -0,6462 -0,8011 -0,9671 -1,1440 -1,3255 -1,4955 -1,6217 -1,6763 -1,6645 -1,6174 -1,5645 -1,5243 -1,5161 -1,5664 -1,6968 -1,9095 -2,1877 -2,5038 -2,8241 -3,1186 -3,3683 -3,5654 -3,7134 -3,8268 -3,9229 -4,0138 -4,1046 -4,1887 -4,2505 -4,2767 -4,2603 -4,1980 -4,0955 -3,9702 -3,8349 -3,6838 -3,5141 -3,3574 -3,2719 -3,3051 -3,4696 -3,7388 -4,0597 -4,3840 -4,6927 -4,9937 -5,2993 -5,6026 -5,8717 -6,0590 -6,1123 -5,9890 -5,6756 -5,1896 -4,5676 -3,8591 -3,1219 -2,4132 -1,7826 -1,2671 -0,8898 -0,6596 -0,5674 -0,5730 -0,6070 -0,6112 -0,5713 -0,5081 -0,4511 -0,4171 -0,3995 -0,3764 -0,3266 -0,2410 -0,1305 -0,0216 0,0584 0,0959 0,0938 0,0639 0,0196 -0,0300 -0,0838 -0,1516 -0,2512 -0,3963 -0,5889 -0,8213 -1,0848 -1,3660 -1,6332 -1,8423 -1,9692 -2,0293 -2,0623 -2,1083 -2,1978 -2,3481 -2,5553 -2,7930 -3,0293 -3,2482 -3,4570 -3,6790 -3,9413 -4,2539 -4,5823 -4,8455 -4,9569 -4,8778 -4,6260 -4,2460 -3,7948 -3,3459 -2,9717 -2,7213 -2,6135 -2,6256 -2,6851 -2,6985 -2,6053 -2,3992 -2,1088 -1,7712 -1,4171 -1,0635 -0,7130 -0,3658 -0,0301 0,2855 0,5785 0,8455 1,0788 1,2758 1,4394 1,5618 1,6181 1,5896 1,4935 1,3795 1,3009 1,2881 1,3387 1,4179 1,4643 1,4074 1,2033 0,8615 0,4394 0,0107 -0,3658 -0,6585 -0,8671 -1,0219 -1,1719 -1,3584 -1,5865 -1,8172 -1,9943 -2,0863 -2,1108 -2,1154 -2,1384 -2,1938 -2,2814 -2,3920 -2,5067 -2,6059 -2,6784 -2,7178 -2,7221 -2,6932 -2,6320 -2,5363 -2,4042 -2,2434 -2,0828 -1,9621 -1,9067 -1,9215 -1,9956 -2,0996 -2,1936 -2,2539 -2,2943 -2,3575 -2,4835 -2,6818 -2,9247 -3,1599 -3,3343 -3,4129 -3,3881 -3,2762 -3,1062 -2,9045 -2,6831 -2,4363 -2,1555 -1,8406 -1,4948 -1,1221 -0,7344 -0,3484 0,0236 0,3655 0,6432 0,8111 0,8488 0,7885 0,6994 0,6468 0,6683 0,7740 0,9511 1,1651 1,3721 1,5338 1,6237 1,6250 1,5341 1,3634 1,1340 0,8622 0,5664 0,2828 0,0527 -0,1066 -0,1985 -0,2224 -0,1712 -0,0555 0,0880 0,2185 0,3202 0,4089 0,5138 0,6489 0,8000 0,9393 1,0521 1,1514 1,2680 1,4300 1,6414 1,8719 2,0651 2,1637 2,1315 1,9689 1,7196 1,4514 1,2168 1,0311 0,8841 0,7645 0,6660 0,5718 0,4567 0,3111 0,1515 0,0097 -0,0817 -0,0988 -0,0272 0,1331 0,3565 0,6035 0,8504 1,0999 1,3613 1,6300 1,8953 2,1639 2,4620 2,8059 3,1814 3,5558 3,9003 4,1957 4,4280 4,5919 4,6978 4,7690 4,8257 4,8724 4,9030 4,9163 4,9257 4,9507 5,0003 5,0716 5,1544 5,2281 5,2642 5,2452 5,1786 5,0867 4,9873 4,8915 4,8101 4,7472 4,6873 4,6051 4,4864 4,3338 4,1593 3,9746 3,7848 3,5917 3,4066 3,2593 3,1896 3,2219 3,3430 3,5031 3,6417 3,7193 3,7365 3,7254 3,7280 3,7867 3,9335 4,1668 4,4442 4,7141 4,9522 5,1642 5,3586 5,5279 5,6523 5,7154 5,7182 5,6732 5,5927 5,4912 5,3843 5,2764 5,1593 5,0290 4,8943 4,7655 4,6381 4,4911 4,2937 4,0151 3,6448 3,2138 2,7851 2,4149 2,1257 1,9157 1,7758 1,6941 1,6524 1,6255 1,5959 1,5740 1,5849 1,6409 1,7445 1,9056 2,1309 2,4059 2,6991 2,9724 3,1823 3,2836 3,2411 3,0376 2,6817 2,2118 1,6884 1,1811 0,7522 0,4412 0,2634 0,2132 0,2602 0,3612 0,4838 0,6113 0,7283 0,8174 0,8691 0,8903 0,9005 0,9134 0,9191 0,8884 0,7936 0,6195 0,3643 0,0429 -0,3139 -0,6647 -0,9604 -1,1628 -1,2719 -1,3269 -1,3757 -1,4441 -1,5278 -1,6016 -1,6338 -1,5974 -1,4819 -1,3038 -1,1040 -0,9348 -0,8406 -0,8315 -0,8770 -0,9340 -0,9773 -0,9987 -0,9955 -0,9732 -0,9524 -0,9619 -1,0258 -1,1577 -1,3591 -1,6111 -1,8636 -2,0533 -2,1483 -2,1649 -2,1354 -2,0779 -2,0036 -1,9265 -1,8534 -1,7820 -1,7189 -1,6836 -1,6929 -1,7412 -1,7974 -1,8188 -1,7746 -1,6611 -1,5011 -1,3288 -1,1685 -1,0230 -0,8859 -0,7609 -0,6604 -0,5989 -0,5929 -0,6526 -0,7701 -0,9257 -1,1023 -1,2883 -1,4748 -1,6602 -1,8530 -2,0665 -2,3196 -2,6358 -3,0190 -3,4364 -3,8396 -4,1989 -4,5094 -4,7836 -5,0404 -5,2894 -5,5190 -5,7068 -5,8449 -5,9501 -6,0431 -6,1285 -6,1951 -6,2278 -6,2160 -6,1521 -6,0225 -5,8112 -5,5186 -5,1730 -4,8170 -4,4775 -4,1561 -3,8536 -3,5907 -3,3946 -3,2756 -3,2273 -3,2384 -3,2981 -3,3984 -3,5372 -3,7143 -3,9266 -4,1669 -4,4235 -4,6766 -4,9001 -5,0704 -5,1793 -5,2387 -5,2691 -5,2812 -5,2650 -5,2011 -5,0853 -4,9348 -4,7680 -4,5886 -4,3878 -4,1604 -3,9182 -3,6880 -3,4942 -3,3494 -3,2627 -3,2405 -3,2814 -3,3850 -3,5566 -3,7965 -4,0903 -4,4195 -4,7742 -5,1528 -5,5511 -5,9600 -6,3699 -6,7710
Fz    2,4384 2,3161 2,1434 1,9275 1,6852 1,4443 1,2460 1,1226 1,0725 1,0711 1,0978 1,1389 1,1702 1,1589 1,0827 0,9406 0,7493 0,5302 0,2960 0,0436 -0,2395 -0,5626 -0,9196 -1,2863 -1,6312 -1,9246 -2,1328 -2,2157 -2,1487 -1,9420 -1,6400 -1,3078 -1,0073 -0,7707 -0,5962 -0,4702 -0,3809 -0,3149 -0,2551 -0,1902 -0,1254 -0,0801 -0,0749 -0,1202 -0,2106 -0,3238 -0,4292 -0,4961 -0,4925 -0,3859 -0,1625 0,1527 0,5006 0,8153 1,0534 1,1990 1,2493 1,2002 1,0516 0,8190 0,5320 0,2239 -0,0772 -0,3583 -0,6236 -0,8775 -1,1068 -1,2927 -1,4390 -1,5772 -1,7420 -1,9461 -2,1716 -2,3798 -2,5375 -2,6424 -2,7199 -2,8015 -2,9118 -3,0641 -3,2635 -3,5135 -3,8184 -4,1791 -4,5862 -5,0180 -5,4487 -5,8540 -6,2085 -6,4854 -6,6648 -6,7394 -6,7164 -6,6164 -6,4689 -6,3040 -6,1447 -6,0038 -5,8873 -5,7996 -5,7467 -5,7331 -5,7565 -5,8133 -5,9145 -6,0839 -6,3364 -6,6589 -7,0089 -7,3302 -7,5853 -7,7751 -7,9291 -8,0792 -8,2341 -8,3686 -8,4371 -8,3927 -8,2025 -7,8583 -7,3743 -6,7763 -6,0969 -5,3748 -4,6528 -3,9743 -3,3809 -2,9068 -2,5673 -2,3480 -2,2074 -2,0942 -1,9764 -1,8570 -1,7592 -1,6986 -1,6658 -1,6287 -1,5500 -1,4058 -1,2000 -0,9652 -0,7454 -0,5723 -0,4589 -0,4060 -0,4052 -0,4345 -0,4632 -0,4691 -0,4528 -0,4351 -0,4432 -0,4993 -0,6116 -0,7717 -0,9550 -1,1196 -1,2134 -1,2036 -1,1043 -0,9712 -0,8737 -0,8674 -0,9770 -1,1845 -1,4360 -1,6734 -1,8666 -2,0193 -2,1582 -2,3248 -2,5554 -2,8477 -3,1436 -3,3586 -3,4296 -3,3347 -3,0855 -2,7202 -2,3026 -1,9069 -1,5963 -1,4025 -1,3123 -1,2694 -1,2018 -1,0533 -0,8025 -0,4629 -0,0733 0,3223 0,6960 1,0434 1,3719 1,6891 2,0054 2,3322 2,6684 2,9925 3,2775 3,5052 3,6620 3,7334 3,7163 3,6336 3,5324 3,4663 3,4731 3,5562 3,6732 3,7423 3,6750 3,4197 2,9880 2,4490 1,8987 1,4229 1,0789 0,8907 0,8458 0,8972 0,9784 1,0318 1,0325 0,9934 0,9454 0,9092 0,8849 0,8607 0,8185 0,7354 0,5943 0,3962 0,1613 -0,0803 -0,3018 -0,4937 -0,6631 -0,8185 -0,9600 -1,0858 -1,2003 -1,3157 -1,4411 -1,5729 -1,7046 -1,8391 -1,9795 -2,1199 -2,2546 -2,3910 -2,5464 -2,7360 -2,9610 -3,2050 -3,4393 -3,6354 -3,7755 -3,8508 -3,8558 -3,7920 -3,6688 -3,4929 -3,2634 -2,9811 -2,6543 -2,2931 -1,9109 -1,5308 -1,1770 -0,8597 -0,5734 -0,3073 -0,0575 0,1738 0,3903 0,6031 0,8186 1,0297 1,2210 1,3795 1,5007 1,5880 1,6481 1,6854 1,7045 1,7123 1,7156 1,7170 1,7128 1,7003 1,6870 1,6903 1,7258 1,8018 1,9236 2,0919 2,2908 2,4898 2,6642 2,8090 2,9324 3,0415 3,1335 3,1960 3,2169 3,2020 3,1828 3,2004 3,2784 3,4095 3,5595 3,6812 3,7267 3,6531 3,4352 3,0862 2,6575 2,2127 1,8004 1,4462 1,1599 0,9378 0,7560 0,5799 0,3861 0,1696 -0,0603 -0,2768 -0,4358 -0,4922 -0,4287 -0,2729 -0,0778 0,1177 0,3084 0,5075 0,7251 0,9657 1,2426 1,5783 1,9854 2,4523 2,9495 3,4421 3,8943 4,2723 4,5579 4,7589 4,9015 5,0110 5,1019 5,1850 5,2791 5,4147 5,6177 5,8856 6,1860 6,4736 6,7049 6,8476 6,8939 6,8699 6,8203 6,7775 6,7494 6,7293 6,7013 6,6414 6,5273 6,3526 6,1300 5,8857 5,6483 5,4325 5,2356 5,0601 4,9309 4,8839 4,9380 5,0747 5,2416 5,3829 5,4710 5,5134 5,5367 5,5688 5,6325 5,7398 5,8842 6,0439 6,2003 6,3556 6,5287 6,7303 6,9417 7,1148 7,1985 7,1700 7,0428 6,8511 6,6314 6,4082 6,1894 5,9763 5,7735 5,5878 5,4243 5,2830 5,1542 5,0141 4,8276 4,5645 4,2222 3,8299 3,4261 3,0345 2,6657 2,3306 2,0427 1,8098 1,6303 1,4995 1,4178 1,3894 1,4137 1,4858 1,6036 1,7631 1,9486 2,1309 2,2717 2,3273 2,2581 2,0410 1,6736 1,1710 0,5695 -0,0683 -0,6680 -1,1703 -1,5441 -1,7777 -1,8708 -1,8373 -1,7001 -1,4813 -1,2058 -0,9075 -0,6204 -0,3664 -0,1557 0,0018 0,0871 0,0760 -0,0404 -0,2442 -0,5036 -0,7908 -1,0892 -1,3904 -1,6821 -1,9402 -2,1451 -2,3027 -2,4411 -2,5861 -2,7410 -2,8840 -2,9831 -3,0144 -2,9682 -2,8511 -2,6885 -2,5199 -2,3859 -2,3174 -2,3244 -2,3905 -2,4829 -2,5724 -2,6420 -2,6864 -2,7119 -2,7357 -2,7786 -2,8570 -2,9804 -3,1507 -3,3586 -3,5840 -3,8033 -4,0023 -4,1772 -4,3247 -4,4381 -4,5171 -4,5716 -4,6117 -4,6413 -4,6615 -4,6756 -4,6916 -4,7159 -4,7428 -4,7546 -4,7324 -4,6664 -4,5602 -4,4278 -4,2874 -4,1559 -4,0501 -3,9841 -3,9631 -3,9872 -4,0597 -4,1805 -4,3360 -4,5041 -4,6692 -4,8307 -4,9988 -5,1833 -5,3799 -5,5653 -5,7130 -5,8097 -5,8464 -5,8066 -5,6796 -5,4773 -5,2333 -4,9943 -4,8123 -4,7280 -4,7534 -4,8737 -5,0689 -5,3261 -5,6298 -5,9521 -6,2587 -6,5177 -6,6988 -6,7714 -6,7079 -6,4931 -6,1377 -5,6865 -5,2087 -4,7690 -4,4064 -4,1376 -3,9743 -3,9242 -3,9779 -4,1094 -4,2941 -4,5208 -4,7925 -5,1223 -5,5220 -5,9869 -6,4932 -7,0085 -7,5032 -7,9512 -8,3252 -8,6035 -8,7818 -8,8745 -8,9017 -8,8727 -8,7827 -8,6301 -8,4278 -8,1941 -7,9416 -7,6761 -7,4064 -7,1530 -6,9364 -6,7561 -6,5935 -6,4401 -6,3073 -6,2127 -6,1696 -6,1894 -6,2816 -6,4536 -6,7122 -7,0568 -7,4672 -7,9038 -8,3261 -8,7115 -9,0575
F3    2,1777 2,0114 1,7366 1,3947 1,0396 0,7258 0,5098 0,4270 0,4635 0,5698 0,7029 0,8443 0,9834 1,0981 1,1596 1,1477 1,0565 0,8883 0,6454 0,3275 -0,0670 -0,5289 -1,0246 -1,4975 -1,8891 -2,1558 -2,2679 -2,2105 -1,9926 -1,6467 -1,2265 -0,8039 -0,4504 -0,2036 -0,0552 0,0247 0,0604 0,0702 0,0761 0,1006 0,1491 0,2017 0,2201 0,1668 0,0270 -0,1802 -0,4189 -0,6524 -0,8333 -0,9015 -0,8176 -0,5980 -0,3046 -0,0030 0,2660 0,4856 0,6443 0,7221 0,7002 0,5805 0,3907 0,1711 -0,0427 -0,2340 -0,4036 -0,5517 -0,6638 -0,7296 -0,7708 -0,8348 -0,9617 -1,1632 -1,4165 -1,6683 -1,8661 -1,9928 -2,0635 -2,1012 -2,1312 -2,1862 -2,3039 -2,5161 -2,8378 -3,2596 -3,7434 -4,2338 -4,6852 -5,0754 -5,3938 -5,6316 -5,7837 -5,8475 -5,8215 -5,7107 -5,5320 -5,3150 -5,0969 -4,9093 -4,7663 -4,6706 -4,6248 -4,6268 -4,6577 -4,6965 -4,7495 -4,8510 -5,0368 -5,3229 -5,6927 -6,0971 -6,4830 -6,8234 -7,1233 -7,4000 -7,6553 -7,8643 -7,9844 -7,9706 -7,7923 -7,4499 -6,9669 -6,3688 -5,6837 -4,9526 -4,2283 -3,5674 -3,0220 -2,6257 -2,3802 -2,2551 -2,1947 -2,1348 -2,0404 -1,9317 -1,8595 -1,8610 -1,9310 -2,0194 -2,0521 -1,9688 -1,7584 -1,4656 -1,1595 -0,8928 -0,6856 -0,5362 -0,4353 -0,3739 -0,3458 -0,3480 -0,3770 -0,4225 -0,4720 -0,5226 -0,5824 -0,6627 -0,7649 -0,8677 -0,9338 -0,9395 -0,8986 -0,8517 -0,8392 -0,8873 -1,0065 -1,1854 -1,3883 -1,5763 -1,7358 -1,8827 -2,0490 -2,2705 -2,5673 -2,9154 -3,2383 -3,4414 -3,4647 -3,2981 -2,9608 -2,4985 -1,9926 -1,5367 -1,1991 -1,0051 -0,9288 -0,8972 -0,8239 -0,6509 -0,3675 -0,0041 0,3856 0,7499 1,0642 1,3374 1,5890 1,8271 2,0486 2,2488 2,4208 2,5585 2,6696 2,7714 2,8660 2,9309 2,9447 2,9199 2,9023 2,9392 3,0498 3,2153 3,3815 3,4710 3,4119 3,1714 2,7710 2,2761 1,7662 1,3051 0,9296 0,6542 0,4727 0,3585 0,2743 0,1937 0,1211 0,0873 0,1157 0,1927 0,2756 0,3221 0,3047 0,2076 0,0274 -0,2185 -0,4963 -0,7740 -1,0302 -1,2551 -1,4461 -1,6015 -1,7197 -1,8056 -1,8728 -1,9417 -2,0291 -2,1395 -2,2683 -2,4037 -2,5228 -2,5996 -2,6275 -2,6278 -2,6326 -2,6654 -2,7360 -2,8374 -2,9460 -3,0352 -3,0929 -3,1229 -3,1344 -3,1368 -3,1343 -3,1169 -3,0629 -2,9575 -2,7999 -2,5884 -2,3209 -2,0108 -1,6827 -1,3514 -1,0195 -0,6901 -0,3730 -0,0763 0,2021 0,4724 0,7421 1,0064 1,2515 1,4636 1,6328 1,7551 1,8345 1,8770 1,8840 1,8556 1,7971 1,7152 1,6091 1,4797 1,3468 1,2422 1,1845 1,1789 1,2348 1,3616 1,5431 1,7324 1,8826 1,9779 2,0341 2,0762 2,1150 2,1409 2,1412 2,1202 2,1040 2,1274 2,2132 2,3531 2,5023 2,6015 2,6068 2,4944 2,2593 1,9263 1,5475 1,1827 0,8784 0,6551 0,5084 0,4181 0,3520 0,2776 0,1812 0,0640 -0,0694 -0,2055 -0,3107 -0,3411 -0,2745 -0,1352 0,0234 0,1618 0,2771 0,3915 0,5273 0,7015 0,9348 1,2453 1,6305 2,0603 2,4931 2,8955 3,2413 3,5005 3,6480 3,6884 3,6587 3,6054 3,5635 3,5553 3,6020 3,7310 3,9601 4,2756 4,6325 4,9714 5,2355 5,3862 5,4204 5,3756 5,3051 5,2436 5,2000 5,1700 5,1391 5,0810 4,9687 4,7908 4,5574 4,2946 4,0307 3,7805 3,5474 3,3437 3,2068 3,1863 3,3060 3,5318 3,7803 3,9650 4,0407 4,0133 3,9217 3,8199 3,7706 3,8253 3,9913 4,2286 4,4889 4,7533 5,0294 5,3174 5,5889 5,7948 5,8930 5,8766 5,7709 5,6119 5,4317 5,2517 5,0802 4,9182 4,7731 4,6636 4,6060 4,5932 4,5885 4,5399 4,3993 4,1491 3,8199 3,4743 3,1661 2,9120 2,6956 2,4865 2,2563 1,9896 1,6870 1,3668 1,0651 0,8201 0,6509 0,5605 0,5542 0,6386 0,8042 1,0214 1,2483 1,4312 1,5081 1,4268 1,1634 0,7290 0,1670 -0,4617 -1,0921 -1,6629 -2,1289 -2,4629 -2,6521 -2,7020 -2,6323 -2,4634 -2,2147 -1,9105 -1,5762 -1,2296 -0,8798 -0,5387 -0,2378 -0,0304 0,0351 -0,0530 -0,2692 -0,5707 -0,9126 -1,2589 -1,5803 -1,8443 -2,0287 -2,1466 -2,2412 -2,3555 -2,5045 -2,6660 -2,7946 -2,8435 -2,7807 -2,6058 -2,3603 -2,1117 -1,9275 -1,8565 -1,9119 -2,0612 -2,2461 -2,4162 -2,5470 -2,6382 -2,7096 -2,7912 -2,9060 -3,0608 -3,2516 -3,4682 -3,6917 -3,8940 -4,0514 -4,1577 -4,2210 -4,2501 -4,2539 -4,2506 -4,2647 -4,3120 -4,3916 -4,4942 -4,6157 -4,7592 -4,9203 -5,0786 -5,2054 -5,2780 -5,2868 -5,2391 -5,1556 -5,0560 -4,9504 -4,8463 -4,7526 -4,6723 -4,6082 -4,5785 -4,6109 -4,7213 -4,9031 -5,1328 -5,3786 -5,6101 -5,8070 -5,9562 -6,0436 -6,0607 -6,0140 -5,9125 -5,7557 -5,5473 -5,3101 -5,0781 -4,8855 -4,7622 -4,7279 -4,7873 -4,9299 -5,1386 -5,3955 -5,6792 -5,9655 -6,2343 -6,4685 -6,6491 -6,7493 -6,7355 -6,5817 -6,2919 -5,9105 -5,5036 -5,1245 -4,7973 -4,5290 -4,3297 -4,2101 -4,1647 -4,1726 -4,2190 -4,3077 -4,4597 -4,7046 -5,0586 -5,5029 -5,9898 -6,4681 -6,9004 -7,2643 -7,5515 -7,7702 -7,9415 -8,0844 -8,2062 -8,2970 -8,3312 -8,2854 -8,1565 -7,9581 -7,7121 -7,4448 -7,1855 -6,9622 -6,7899 -6,6538 -6,5188 -6,3650 -6,2037 -6,0608 -5,9666 -5,9536 -6,0493 -6,2671 -6,6011 -7,0209 -7,4748 -7,9079 -8,2867 -8,6055 -8,8743
F7    1,3944 1,3235 1,1428 0,8934 0,6283 0,3886 0,2120 0,1229 0,1072 0,1250 0,1558 0,2109 0,2998 0,3989 0,4615 0,4464 0,3371 0,1413 -0,1148 -0,3984 -0,6849 -0,9588 -1,2022 -1,3911 -1,5118 -1,5750 -1,5987 -1,5871 -1,5328 -1,4234 -1,2476 -1,0118 -0,7438 -0,4697 -0,1978 0,0729 0,3386 0,5901 0,8200 1,0232 1,1872 1,2886 1,2999 1,2015 0,9939 0,6984 0,3432 -0,0362 -0,3755 -0,5854 -0,6032 -0,4395 -0,1658 0,1356 0,4079 0,6237 0,7629 0,7970 0,7069 0,5145 0,2849 0,0878 -0,0477 -0,1458 -0,2524 -0,3844 -0,5123 -0,5989 -0,6425 -0,6739 -0,7281 -0,8256 -0,9590 -1,0883 -1,1724 -1,2090 -1,2247 -1,2408 -1,2658 -1,3086 -1,3848 -1,5104 -1,6935 -1,9289 -2,1914 -2,4382 -2,6354 -2,7747 -2,8631 -2,9136 -2,9453 -2,9702 -2,9843 -2,9746 -2,9300 -2,8463 -2,7257 -2,5697 -2,3811 -2,1768 -1,9926 -1,8556 -1,7550 -1,6636 -1,5850 -1,5535 -1,5997 -1,7362 -1,9515 -2,2047 -2,4477 -2,6606 -2,8620 -3,0865 -3,3541 -3,6529 -3,9413 -4,1558 -4,2312 -4,1295 -3,8491 -3,4114 -2,8503 -2,2033 -1,5144 -0,8491 -0,2937 0,0726 0,2097 0,1305 -0,0970 -0,3710 -0,6099 -0,7898 -0,9248 -1,0331 -1,1205 -1,1695 -1,1440 -1,0154 -0,7904 -0,5171 -0,2633 -0,0807 0,0169 0,0515 0,0600 0,0727 0,0981 0,1205 0,1135 0,0580 -0,0483 -0,1899 -0,3401 -0,4778 -0,5960 -0,6872 -0,7328 -0,7211 -0,6725 -0,6304 -0,6307 -0,6887 -0,8060 -0,9718 -1,1601 -1,3427 -1,5085 -1,6668 -1,8388 -2,0502 -2,3118 -2,5873 -2,7870 -2,8164 -2,6386 -2,2820 -1,8014 -1,2633 -0,7557 -0,3679 -0,1544 -0,1190 -0,2079 -0,3226 -0,3730 -0,3250 -0,1945 -0,0130 0,1957 0,4207 0,6622 0,9234 1,1924 1,4340 1,6132 1,7196 1,7614 1,7570 1,7401 1,7523 1,8076 1,8756 1,9185 1,9397 1,9803 2,0789 2,2453 2,4559 2,6556 2,7681 2,7264 2,5061 2,1354 1,6865 1,2473 0,8828 0,6201 0,4596 0,3833 0,3526 0,3172 0,2404 0,1236 0,0002 -0,0966 -0,1614 -0,2121 -0,2663 -0,3296 -0,4022 -0,4843 -0,5732 -0,6642 -0,7519 -0,8246 -0,8695 -0,8819 -0,8581 -0,7889 -0,6654 -0,4923 -0,2999 -0,1344 -0,0322 -0,0035 -0,0314 -0,0749 -0,0851 -0,0355 0,0592 0,1553 0,2112 0,2127 0,1769 0,1401 0,1368 0,1809 0,2577 0,3299 0,3568 0,3251 0,2681 0,2422 0,2774 0,3646 0,4874 0,6422 0,8261 1,0272 1,2286 1,4124 1,5613 1,6617 1,7084 1,7126 1,7055 1,7274 1,8029 1,9280 2,0847 2,2595 2,4447 2,6283 2,7822 2,8594 2,8133 2,6253 2,3092 1,8933 1,4224 0,9689 0,6084 0,3810 0,2867 0,3063 0,4117 0,5586 0,6874 0,7536 0,7593 0,7486 0,7727 0,8588 0,9993 1,1653 1,3305 1,4861 1,6411 1,8084 1,9839 2,1348 2,2185 2,2101 2,1045 1,9102 1,6560 1,3850 1,1336 0,9200 0,7461 0,6066 0,4936 0,3838 0,2451 0,0687 -0,1222 -0,2906 -0,3995 -0,4149 -0,3138 -0,1057 0,1549 0,4008 0,6020 0,7776 0,9605 1,1655 1,3982 1,6811 2,0485 2,5124 3,0395 3,5658 4,0269 4,3760 4,5880 4,6641 4,6375 4,5715 4,5373 4,5759 4,6833 4,8346 5,0130 5,2046 5,3842 5,5283 5,6279 5,6784 5,6742 5,6242 5,5601 5,5142 5,4884 5,4566 5,3929 5,2795 5,0941 4,8167 4,4487 4,0192 3,5801 3,1874 2,8718 2,6318 2,4653 2,3981 2,4691 2,6828 2,9806 3,2605 3,4308 3,4539 3,3557 3,1979 3,0432 2,9456 2,9494 3,0677 3,2684 3,5038 3,7548 4,0315 4,3347 4,6338 4,8768 5,0179 5,0451 4,9817 4,8665 4,7409 4,6383 4,5684 4,5164 4,4643 4,4094 4,3594 4,3129 4,2501 4,1345 3,9205 3,5894 3,1854 2,8017 2,5160 2,3442 2,2533 2,1991 2,1455 2,0638 1,9324 1,7510 1,5606 1,4266 1,3916 1,4606 1,6219 1,8599 2,1538 2,4735 2,7754 2,9997 3,0873 3,0033 2,7426 2,3279 1,8073 1,2413 0,6937 0,2299 -0,0990 -0,2765 -0,3275 -0,3061 -0,2571 -0,1838 -0,0665 0,0954 0,2771 0,4562 0,6332 0,8237 1,0271 1,2068 1,3079 1,2970 1,1735 0,9552 0,6708 0,3586 0,0691 -0,1360 -0,2127 -0,1708 -0,0745 -0,0086 -0,0366 -0,1681 -0,3586 -0,5381 -0,6417 -0,6362 -0,5341 -0,3781 -0,2201 -0,1125 -0,0915 -0,1532 -0,2602 -0,3729 -0,4666 -0,5252 -0,5406 -0,5223 -0,4952 -0,4852 -0,5117 -0,5910 -0,7241 -0,8772 -0,9974 -1,0558 -1,0578 -1,0169 -0,9441 -0,8639 -0,8161 -0,8333 -0,9174 -1,0438 -1,1882 -1,3408 -1,4933 -1,6273 -1,7256 -1,7830 -1,8091 -1,8276 -1,8652 -1,9293 -2,0020 -2,0622 -2,1034 -2,1263 -2,1361 -2,1527 -2,2030 -2,2971 -2,4232 -2,5619 -2,7004 -2,8338 -2,9583 -3,0631 -3,1314 -3,1628 -3,1847 -3,2218 -3,2649 -3,2867 -3,2761 -3,2464 -3,2248 -3,2356 -3,2847 -3,3576 -3,4318 -3,4893 -3,5223 -3,5291 -3,5144 -3,4917 -3,4748 -3,4648 -3,4428 -3,3718 -3,2172 -2,9759 -2,6856 -2,3996 -2,1512 -1,9461 -1,7880 -1,6989 -1,6978 -1,7648 -1,8469 -1,8963 -1,8934 -1,8524 -1,8183 -1,8400 -1,9376 -2,1032 -2,3178 -2,5565 -2,7902 -2,9949 -3,1638 -3,3075 -3,4455 -3,5963 -3,7581 -3,8929 -3,9482 -3,8957 -3,7415 -3,5076 -3,2160 -2,8896 -2,5628 -2,2760 -2,0520 -1,8906 -1,7948 -1,7738 -1,8248 -1,9353 -2,0987 -2,3206 -2,6116 -2,9685 -3,3618 -3,7426 -4,0660 -4,3065 -4,4605 -4,5452
