Fp1   -2,1946 -2,4493 -2,6034 -2,6254 -2,5133 -2,2810 -1,9554 -1,5722 -1,1639 -0,7575 -0,3840 -0,0729 0,1627 0,3283 0,4410 0,5198 0,5716 0,5861 0,5508 0,4706 0,3678 0,2725 0,2204 0,2546 0,4193 0,7342 1,1678 1,6434 2,0778 2,4108 2,6104 2,6626 2,5638 2,3210 1,9593 1,5295 1,0980 0,7206 0,4202 0,1867 -0,0053 -0,1754 -0,3346 -0,5016 -0,7043 -0,9541 -1,2240 -1,4628 -1,6281 -1,7082 -1,7225 -1,7027 -1,6733 -1,6391 -1,5883 -1,5081 -1,4030 -1,2942 -1,1938 -1,0931 -0,9857 -0,8877 -0,8155 -0,7557 -0,6781 -0,5727 -0,4583 -0,3510 -0,2313 -0,0489 0,2304 0,5794 0,9075 1,1100 1,1318 0,9863 0,7246 0,4057 0,0881 -0,1734 -0,3368 -0,3889 -0,3502 -0,2569 -0,1287 0,0470 0,2958 0,6250 1,0093 1,4004 1,7542 2,0501 2,2872 2,4694 2,5883 2,6144 2,5157 2,2886 1,9732 1,6389 1,3533 1,1646 1,1015 1,1746 1,3823 1,7155 2,1427 2,6006 3,0170 3,3353 3,5248 3,5896 3,5583 3,4539 3,2764 3,0043 2,6060 2,0669 1,4189 0,7401 0,1163 -0,3990 -0,7898 -1,0590 -1,2164 -1,2914 -1,3265 -1,3323 -1,2588 -1,0246 -0,5700 0,1048 0,9425 1,8642 2,7897 3,6375 4,3511 4,9385 5,4602 5,9766 6,5110 7,0384 7,5036 7,8681 8,1397 8,3503 8,5166 8,6397 8,7270 8,8072 8,9374 9,1944 9,6392 10,2733 11,0284 11,7970 12,4723 12,9813 13,3068 13,4768 13,5226 13,4545 13,2811 13,0358 12,7713 12,5279 12,3106 12,1008 11,8870 11,6775 11,4866 11,3131 11,1310 10,9070 10,6256 10,2940 9,9264 9,5347 9,1384 8,7691 8,4538 8,1969 7,9845 7,7968 7,6168 7,4318 7,2336 7,0250 6,8226 6,6347 6,4465 6,2366 5,9943 5,7113 5,3682 4,9438 4,4374 3,8752 3,2925 2,7199 2,1804 1,6812 1,2099 0,7494 0,3030 -0,0952 -0,3958 -0,5621 -0,5935 -0,5229 -0,3893 -0,2120 0,0143 0,2994 0,6277 0,9468 1,1957 1,3458 1,4068 1,3995 1,3362 1,2261 1,0808 0,9095 0,7240 0,5597 0,4755 0,5132 0,6601 0,8591 1,0599 1,2593 1,4897 1,7748 2,0998 2,4206 2,6925 2,8818 2,9620 2,9171 2,7579 2,5383 2,3486 2,2725 2,3406 2,5248 2,7711 3,0334 3,2909 3,5485 3,8225 4,1216 4,4324 4,7191 4,9444 5,0964 5,1859 5,2171 5,1687 4,9997 4,6778 4,2054 3,6218 2,9869 2,3648 1,8078 1,3431 0,9731 0,6923 0,4996 0,3946 0,3741 0,4377 0,5926 0,8417 1,1638 1,5116 1,8321 2,0885 2,2681 2,3730 2,4091 2,3833 2,3024 2,1651 1,9616 1,6941 1,3985 1,1270 0,9052 0,7161 0,5207 0,2785 -0,0437 -0,4554 -0,9271 -1,3931 -1,7641 -1,9508 -1,8940 -1,5812 -1,0474 -0,3697 0,3478 0,9960 1,4832 1,7553 1,7995 1,6426 1,3526 1,0290 0,7679 0,6304 0,6397 0,7945 1,0754 1,4477 1,8722 2,3236 2,7957 3,2873 3,7884 4,2768 4,7111 5,0289 5,1654 5,0986 4,8825 4,6161 4,3684 4,1314 3,8428 3,4531 2,9802 2,5107 2,1525 1,9886 2,0620 2,3724 2,8696 3,4655 4,0730 4,6346 5,1142 5,4719 5,6578 5,6340 5,3994 4,9953 4,4941 3,9818 3,5279 3,1560 2,8422 2,5509 2,2716 2,0203 1,8183 1,6805 1,6207 1,6592 1,8140 2,0606 2,3066 2,4433 2,4303 2,3227 2,2270 2,2359 2,3788 2,6032 2,8073 2,9087 2,8826 2,7481 2,5278 2,2221 1,8381 1,4351 1,1053 0,9119 0,8699 0,9649 1,1542 1,3678 1,5490 1,6925 1,8262 1,9677 2,1188 2,2908 2,5069 2,7739 3,0574 3,2858 3,3926 3,3694 3,2744 3,1862 3,1549 3,1807 3,2215 3,2268 3,1750 3,0810 2,9697 2,8495 2,7149 2,5686 2,4311 2,3251 2,2691 2,2943 2,4514 2,7830 3,2848 3,8892 4,4830 4,9483 5,2087 5,2651 5,2017 5,1465 5,1997 5,3791 5,6274 5,8707 6,0580 6,1575 6,1547 6,0642 5,9189 5,7474 5,5796 5,4625 5,4389 5,5125 5,6608 5,8651 6,1055 6,3424 6,5141 6,5475 6,3857 6,0168 5,4799 4,8479 4,1947 3,5704 3,0104 2,5508 2,2138 1,9927 1,8615 1,7918 1,7650 1,7807 1,8478 1,9548 2,0614 2,1329 2,1751 2,2293 2,3386 2,5163 2,7470 3,0191 3,3399 3,7110 4,1055 4,4840 4,8204 5,1039 5,3181 5,4184 5,3517 5,1139 4,7734 4,4247 4,1221 3,8647 3,6352 3,4279 3,2286 2,9885 2,6456 2,1815 1,6405 1,0901 0,5767 0,1191 -0,2701 -0,5668 -0,7462 -0,8043 -0,7581 -0,6185 -0,3786 -0,0392 0,3575 0,7321 1,0130 1,1747 1,2392 1,2614 1,3174 1,4843 1,8204 2,3554 3,0868 3,9745 4,9315 5,8257 6,5199 6,9337 7,0783 7,0402 6,9349 6,8639 6,8852 6,9987 7,1559 7,3000 7,4075 7,4911 7,5688 7,6417 7,6974 7,7232 7,7221 7,7238 7,7775 7,9196 8,1382 8,3662 8,5117 8,4988 8,2873 7,8688 7,2583 6,4956 5,6480 4,7960 4,0081 3,3309 2,7881 2,3769 2,0777 1,8688 1,7223 1,5964 1,4537 1,2905 1,1370 1,0160 0,9016 0,7255 0,4192 -0,0495 -0,6602 -1,3383 -1,9713 -2,4551 -2,7416 -2,8408 -2,7965 -2,6674 -2,5167 -2,4069 -2,3900 -2,4870 -2,6745 -2,9133 -3,1920 -3,5158 -3,8420 -4,0700 -4,1257 -4,0333 -3,8847 -3,7498 -3,6273 -3,4773 -3,2936 -3,1329 -3,0773 -3,1738 -3,4086 -3,7187 -4,0162 -4,2140 -4,2606 -4,1570 -3,9325 -3,6072 -3,1905 -2,7174 -2,2783 -1,9846 -1,8765
Fz    -3,7005 -3,8581 -3,7491 -3,3556 -2,7089 -1,8845 -0,9867 -0,1219 0,6316 1,2366 1,6887 2,0052 2,2157 2,3519 2,4408 2,4958 2,5081 2,4529 2,3072 2,0640 1,7379 1,3614 0,9751 0,6280 0,3870 0,3164 0,4325 0,6864 0,9926 1,2694 1,4575 1,5197 1,4394 1,2304 0,9380 0,6200 0,3163 0,0337 -0,2433 -0,5294 -0,8229 -1,1069 -1,3671 -1,6106 -1,8634 -2,1422 -2,4258 -2,6586 -2,7906 -2,8139 -2,7612 -2,6820 -2,6169 -2,5811 -2,5641 -2,5435 -2,5052 -2,4531 -2,3996 -2,3453 -2,2773 -2,1860 -2,0699 -1,9217 -1,7302 -1,5008 -1,2592 -1,0208 -0,7570 -0,4047 0,0775 0,6576 1,2351 1,6991 1,9899 2,1105 2,0989 2,0074 1,8938 1,8074 1,7716 1,7773 1,7952 1,8020 1,8033 1,8339 1,9280 2,0878 2,2774 2,4446 2,5542 2,6015 2,6012 2,5650 2,4834 2,3281 2,0801 1,7533 1,3932 1,0581 0,7989 0,6474 0,6196 0,7225 0,9581 1,3206 1,7818 2,2816 2,7387 3,0753 3,2453 3,2554 3,1513 2,9730 2,7336 2,4308 2,0518 1,5722 0,9765 0,2865 -0,4454 -1,1660 -1,8285 -2,3753 -2,7434 -2,9027 -2,8741 -2,6912 -2,3555 -1,8385 -1,1241 -0,2421 0,7404 1,7515 2,7264 3,5996 4,3223 4,8931 5,3565 5,7709 6,1752 6,5682 6,9205 7,2165 7,4827 7,7669 8,0988 8,4835 8,9251 9,4393 10,0500 10,7787 11,6299 12,5795 13,5732 14,5358 15,3845 16,0519 16,5149 16,8004 16,9522 16,9963 16,9436 16,8123 16,6360 16,4464 16,2522 16,0395 15,7959 15,5290 15,2571 14,9867 14,7012 14,3750 13,9966 13,5720 13,1159 12,6536 12,2247 11,8685 11,5994 11,4058 11,2663 11,1555 11,0435 10,9018 10,7161 10,4947 10,2578 10,0031 9,6945 9,2950 8,7970 8,2168 7,5758 6,8898 6,1632 5,3883 4,5553 3,6675 2,7518 1,8534 1,0173 0,2740 -0,3582 -0,8615 -1,2128 -1,3922 -1,3997 -1,2690 -1,0573 -0,8141 -0,5538 -0,2600 0,0742 0,4187 0,7286 0,9820 1,1820 1,3299 1,4104 1,4011 1,2890 1,0801 0,8052 0,5258 0,3217 0,2513 0,3205 0,4919 0,7219 0,9885 1,2888 1,6143 1,9358 2,2161 2,4358 2,5986 2,7126 2,7758 2,7888 2,7844 2,8353 3,0105 3,3199 3,7063 4,0881 4,4084 4,6573 4,8627 5,0664 5,3030 5,5904 5,9290 6,3062 6,7015 7,0864 7,4216 7,6538 7,7193 7,5684 7,1965 6,6471 5,9845 5,2688 4,5423 3,8277 3,1356 2,4778 1,8733 1,3437 0,9153 0,6215 0,4982 0,5691 0,8246 1,2108 1,6423 2,0298 2,3039 2,4199 2,3575 2,1223 1,7458 1,2723 0,7443 0,2060 -0,2870 -0,6819 -0,9610 -1,1524 -1,3161 -1,5193 -1,8056 -2,1707 -2,5720 -2,9527 -3,2457 -3,3799 -3,3015 -2,9947 -2,4892 -1,8533 -1,1704 -0,5178 0,0404 0,4598 0,7275 0,8701 0,9497 1,0415 1,1971 1,4235 1,7059 2,0436 2,4537 2,9422 3,4877 4,0618 4,6517 5,2525 5,8453 6,3908 6,8382 7,1328 7,2332 7,1465 6,9461 6,7258 6,5243 6,3011 5,9898 5,5736 5,1129 4,7120 4,4704 4,4506 4,6627 5,0584 5,5447 6,0198 6,4117 6,6944 6,8729 6,9549 6,9342 6,7990 6,5464 6,1828 5,7168 5,1620 4,5387 3,8732 3,2035 2,5837 2,0693 1,6836 1,4038 1,1868 1,0043 0,8583 0,7712 0,7445 0,7259 0,6398 0,4544 0,2108 -0,0005 -0,0891 -0,0149 0,1912 0,4558 0,7145 0,9375 1,1166 1,2364 1,2675 1,2030 1,0941 1,0264 1,0598 1,2053 1,4449 1,7445 2,0575 2,3463 2,6058 2,8571 3,1241 3,4240 3,7727 4,1862 4,6655 5,1754 5,6413 5,9929 6,2209 6,3739 6,5029 6,6243 6,7185 6,7449 6,6684 6,4843 6,2169 5,8965 5,5425 5,1636 4,7719 4,3933 4,0624 3,8145 3,6902 3,7322 3,9602 4,3472 4,8151 5,2533 5,5573 5,6773 5,6463 5,5648 5,5492 5,6779 5,9587 6,3397 6,7514 7,1377 7,4537 7,6673 7,7684 7,7572 7,6264 7,3748 7,0320 6,6508 6,2837 5,9809 5,7933 5,7482 5,8192 5,9310 5,9963 5,9526 5,7720 5,4501 4,9988 4,4482 3,8424 3,2322 2,6685 2,1876 1,7949 1,4702 1,1919 0,9589 0,7910 0,7052 0,6931 0,7242 0,7735 0,8420 0,9505 1,1192 1,3497 1,6329 1,9808 2,4337 3,0127 3,6812 4,3696 5,0216 5,6063 6,0959 6,4489 6,6341 6,6732 6,6380 6,5992 6,5775 6,5497 6,4903 6,3836 6,1979 5,8815 5,3986 4,7674 4,0582 3,3540 2,7156 2,1745 1,7458 1,4468 1,2993 1,3088 1,4540 1,7031 2,0278 2,3932 2,7433 3,0053 3,1172 3,0560 2,8480 2,5674 2,3206 2,2142 2,3266 2,6931 3,3003 4,0917 4,9782 5,8487 6,5945 7,1481 7,5092 7,7364 7,9145 8,1234 8,4125 8,7825 9,1890 9,5794 9,9282 10,2332 10,4904 10,6917 10,8445 10,9777 11,1281 11,3321 11,6172 11,9807 12,3758 12,7227 12,9331 12,9327 12,6811 12,1809 11,4692 10,6033 9,6560 8,7129 7,8594 7,1600 6,6403 6,2818 6,0380 5,8542 5,6706 5,4246 5,0765 4,6405 4,1840 3,7812 3,4603 3,1925 2,9190 2,5874 2,1803 1,7241 1,2753 0,8912 0,6077 0,4364 0,3680 0,3697 0,3890 0,3659 0,2519 0,0332 -0,2603 -0,5818 -0,9117 -1,2578 -1,6091 -1,9105 -2,1044 -2,1854 -2,2001 -2,1933 -2,1628 -2,0717 -1,9043 -1,7008 -1,5392 -1,4856 -1,5580 -1,7215 -1,9124 -2,0759 -2,1985 -2,3080 -2,4315 -2,5551 -2,6298 -2,6173 -2,5373 -2,4614 -2,4456
F3    -1,7973 -2,0779 -2,2668 -2,2935 -2,1100 -1,7153 -1,1605 -0,5264 0,1105 0,6902 1,1516 1,4300 1,4895 1,3575 1,1220 0,8915 0,7496 0,7317 0,8227 0,9774 1,1501 1,3118 1,4521 1,5734 1,6864 1,8015 1,9097 1,9764 1,9625 1,8475 1,6313 1,3223 0,9339 0,4975 0,0644 -0,3241 -0,6676 -0,9873 -1,2728 -1,4737 -1,5476 -1,5014 -1,3890 -1,2792 -1,2226 -1,2377 -1,3132 -1,4132 -1,5005 -1,5672 -1,6319 -1,7036 -1,7613 -1,7694 -1,6993 -1,5389 -1,2888 -0,9605 -0,5803 -0,1893 0,1700 0,4693 0,6956 0,8443 0,9150 0,9043 0,8015 0,6155 0,4112 0,2904 0,3227 0,5058 0,7852 1,0969 1,3965 1,6674 1,9111 2,1383 2,3642 2,5982 2,8283 3,0210 3,1421 3,1753 3,1238 3,0040 2,8360 2,6362 2,4150 2,1837 1,9645 1,7896 1,6877 1,6744 1,7471 1,8855 2,0626 2,2580 2,4609 2,6568 2,8138 2,8934 2,8773 2,7792 2,6328 2,4685 2,2943 2,1014 1,8887 1,6671 1,4387 1,1917 0,9205 0,6380 0,3705 0,1387 -0,0628 -0,2651 -0,4945 -0,7485 -1,0108 -1,2767 -1,5486 -1,8074 -2,0013 -2,0725 -1,9888 -1,7431 -1,3386 -0,7887 -0,1255 0,6112 1,3953 2,2143 3,0472 3,8518 4,5818 5,2154 5,7598 6,2305 6,6366 6,9865 7,2924 7,5685 7,8302 8,0956 8,3862 8,7203 9,1008 9,5202 9,9825 10,5121 11,1279 11,8137 12,5172 13,1701 13,7109 14,1026 14,3361 14,4185 14,3615 14,1879 13,9456 13,7077 13,5480 13,5046 13,5571 13,6446 13,7048 13,6844 13,5299 13,2070 12,7315 12,1638 11,5725 11,0015 10,4617 9,9465 9,4577 9,0185 8,6616 8,4081 8,2527 8,1663 8,1123 8,0649 8,0120 7,9480 7,8628 7,7266 7,4856 7,0866 6,5055 5,7545 4,8762 3,9365 3,0126 2,1740 1,4585 0,8603 0,3473 -0,1146 -0,5529 -0,9805 -1,3785 -1,6963 -1,8763 -1,8840 -1,7291 -1,4709 -1,1923 -0,9529 -0,7605 -0,5872 -0,4066 -0,2159 -0,0245 0,1670 0,3703 0,5906 0,8090 0,9892 1,1091 1,1854 1,2691 1,4088 1,6101 1,8271 2,0029 2,1301 2,2650 2,4753 2,7819 3,1508 3,5279 3,8720 4,1548 4,3553 4,4709 4,5309 4,5853 4,6826 4,8552 5,1122 5,4249 5,7217 5,9212 5,9850 5,9435 5,8734 5,8534 5,9274 6,0858 6,2713 6,4100 6,4473 6,3536 6,1118 5,7207 5,2085 4,6372 4,0888 3,6373 3,3162 3,1027 2,9310 2,7335 2,4796 2,1836 1,8799 1,5978 1,3529 1,1449 0,9562 0,7671 0,5795 0,4196 0,3204 0,3048 0,3756 0,5112 0,6697 0,8015 0,8677 0,8491 0,7379 0,5387 0,2821 0,0125 -0,2469 -0,5030 -0,7707 -1,0536 -1,3375 -1,5956 -1,8052 -1,9571 -2,0405 -2,0353 -1,9299 -1,7318 -1,4531 -1,0995 -0,6795 -0,2263 0,1947 0,5144 0,7013 0,7753 0,7863 0,7851 0,8042 0,8577 0,9608 1,1447 1,4421 1,8637 2,3973 3,0229 3,7072 4,3776 4,9275 5,2727 5,3999 5,3480 5,1571 4,8573 4,4913 4,1166 3,7726 3,4581 3,1555 2,8741 2,6617 2,5715 2,6244 2,8037 3,0686 3,3653 3,6457 3,8952 4,1336 4,3823 4,6309 4,8304 4,9129 4,8278 4,5750 4,2092 3,8001 3,3878 2,9758 2,5509 2,1013 1,6265 1,1426 0,6725 0,2317 -0,1680 -0,5070 -0,7574 -0,8976 -0,9381 -0,9315 -0,9433 -1,0108 -1,1195 -1,2076 -1,1946 -1,0248 -0,7046 -0,3094 0,0567 0,3193 0,4541 0,4545 0,3056 0,0118 -0,3634 -0,7146 -0,9506 -1,0182 -0,8892 -0,5645 -0,0886 0,4718 1,0615 1,6336 2,1382 2,5461 2,8776 3,1848 3,5095 3,8645 4,2256 4,5293 4,7030 4,7131 4,5836 4,3659 4,0818 3,6975 3,1759 2,5420 1,8870 1,3173 0,9062 0,6786 0,6282 0,7319 0,9469 1,2160 1,4891 1,7277 1,8961 1,9670 1,9394 1,8413 1,7124 1,5899 1,5105 1,5083 1,5985 1,7724 2,0095 2,2946 2,6242 2,9938 3,3804 3,7423 4,0363 4,2357 4,3439 4,3920 4,4199 4,4475 4,4671 4,4702 4,4673 4,4719 4,4765 4,4491 4,3446 4,1287 3,7956 3,3683 2,8919 2,4187 1,9851 1,6085 1,3034 1,0809 0,9291 0,8121 0,7002 0,5968 0,5330 0,5393 0,6202 0,7451 0,8644 0,9421 0,9884 1,0666 1,2584 1,6169 2,1451 2,7992 3,5048 4,1869 4,7975 5,3130 5,7165 5,9834 6,0752 5,9568 5,6365 5,1787 4,6725 4,1894 3,7667 3,4186 3,1391 2,8895 2,6041 2,2288 1,7550 1,2147 0,6491 0,0911 -0,4327 -0,8943 -1,2607 -1,5034 -1,6165 -1,6181 -1,5297 -1,3668 -1,1463 -0,8920 -0,6339 -0,3996 -0,2083 -0,0734 0,0076 0,0725 0,1855 0,4051 0,7626 1,2584 1,8644 2,5272 3,1724 3,7253 4,1519 4,4809 4,7864 5,1440 5,5893 6,0983 6,5969 6,9984 7,2565 7,3950 7,4827 7,5754 7,6824 7,7870 7,8875 8,0067 8,1732 8,4040 8,6994 9,0380 9,3709 9,6281 9,7385 9,6475 9,3268 8,7831 8,0626 7,2436 6,4218 5,6933 5,1280 4,7401 4,4741 4,2342 3,9356 3,5319 3,0212 2,4515 1,9111 1,4843 1,1991 1,0070 0,8134 0,5330 0,1270 -0,3954 -0,9939 -1,6069 -2,1627 -2,5999 -2,8775 -2,9841 -2,9501 -2,8460 -2,7579 -2,7569 -2,8744 -3,0957 -3,3770 -3,6842 -4,0206 -4,4067 -4,8398 -5,2853 -5,6951 -6,0170 -6,1969 -6,1924 -6,0049 -5,6988 -5,3733 -5,0995 -4,8874 -4,7126 -4,5653 -4,4678 -4,4502 -4,5219 -4,6628 -4,8239 -4,9377 -4,9419 -4,8091 -4,5683 -4,2954 -4,0550
F7    -0,9692 -1,4146 -1,7898 -2,0320 -2,1077 -2,0134 -1,7785 -1,4612 -1,1272 -0,8235 -0,5704 -0,3683 -0,2107 -0,0933 -0,0095 0,0586 0,1326 0,2164 0,2943 0,3539 0,3966 0,4270 0,4480 0,4714 0,5227 0,6267 0,7827 0,9606 1,1185 1,2211 1,2558 1,2407 1,2078 1,1727 1,1295 1,0705 0,9980 0,9150 0,8146 0,6817 0,5075 0,3039 0,0974 -0,0899 -0,2442 -0,3547 -0,4221 -0,4668 -0,5126 -0,5667 -0,6130 -0,6191 -0,5549 -0,4157 -0,2321 -0,0564 0,0649 0,1169 0,1236 0,1252 0,1413 0,1653 0,1939 0,2475 0,3513 0,5107 0,7118 0,9363 1,1698 1,4028 1,6188 1,7810 1,8427 1,7796 1,6127 1,3949 1,1723 0,9624 0,7646 0,5885 0,4632 0,4108 0,4175 0,4426 0,4556 0,4589 0,4808 0,5601 0,7254 0,9730 1,2642 1,5471 1,7777 1,9219 1,9515 1,8531 1,6454 1,3768 1,1005 0,8457 0,6166 0,4195 0,2791 0,2236 0,2659 0,3975 0,5932 0,8261 1,0694 1,2828 1,4206 1,4621 1,4230 1,3331 1,2085 1,0434 0,8246 0,5504 0,2324 -0,1159 -0,4788 -0,8292 -1,1301 -1,3490 -1,4690 -1,4945 -1,4474 -1,3483 -1,1954 -0,9619 -0,6122 -0,1233 0,5084 1,2680 2,1148 2,9765 3,7782 4,4836 5,0938 5,6143 6,0430 6,3861 6,6712 6,9398 7,2226 7,5160 7,7866 8,0029 8,1614 8,2904 8,4387 8,6616 9,0028 9,4665 10,0028 10,5327 10,9917 11,3541 11,6274 11,8316 11,9782 12,0563 12,0401 11,9117 11,6791 11,3753 11,0447 10,7195 10,4002 10,0642 9,6936 9,2904 8,8699 8,4543 8,0726 7,7527 7,5060 7,3165 7,1475 6,9613 6,7291 6,4345 6,0887 5,7325 5,4057 5,1138 4,8337 4,5489 4,2633 3,9834 3,7084 3,4432 3,2074 3,0171 2,8582 2,6817 2,4327 2,0797 1,6237 1,0903 0,5144 -0,0712 -0,6380 -1,1585 -1,6014 -1,9301 -2,1106 -2,1262 -1,9918 -1,7560 -1,4816 -1,2148 -0,9705 -0,7435 -0,5226 -0,2983 -0,0693 0,1594 0,3860 0,6090 0,8183 0,9989 1,1438 1,2556 1,3397 1,4039 1,4616 1,5283 1,6119 1,7091 1,8153 1,9383 2,0999 2,3149 2,5672 2,8114 2,9995 3,1046 3,1244 3,0804 3,0124 2,9627 2,9585 3,0060 3,0953 3,2094 3,3334 3,4548 3,5554 3,6158 3,6351 3,6386 3,6589 3,7102 3,7850 3,8703 3,9561 4,0261 4,0460 3,9659 3,7442 3,3712 2,8775 2,3228 1,7722 1,2774 0,8734 0,5779 0,3865 0,2741 0,2072 0,1559 0,0989 0,0263 -0,0552 -0,1209 -0,1369 -0,0776 0,0568 0,2359 0,4184 0,5771 0,7020 0,7785 0,7809 0,6938 0,5319 0,3336 0,1364 -0,0440 -0,2164 -0,4011 -0,6180 -0,8811 -1,1885 -1,5138 -1,8177 -2,0658 -2,2335 -2,2983 -2,2344 -2,0179 -1,6458 -1,1551 -0,6215 -0,1331 0,2371 0,4440 0,4755 0,3594 0,1619 -0,0363 -0,1674 -0,1884 -0,0855 0,1199 0,3890 0,7043 1,0831 1,5435 2,0664 2,5981 3,0671 3,3894 3,4924 3,3615 3,0502 2,6410 2,2034 1,7856 1,4236 1,1396 0,9467 0,8627 0,8998 1,0418 1,2505 1,4933 1,7549 2,0267 2,2864 2,4876 2,5821 2,5542 2,4307 2,2652 2,1048 1,9539 1,7719 1,5222 1,2166 0,9039 0,6307 0,4194 0,2638 0,1342 -0,0023 -0,1598 -0,3302 -0,4938 -0,6214 -0,6737 -0,6208 -0,4685 -0,2607 -0,0557 0,0949 0,1570 0,1222 0,0099 -0,1394 -0,2770 -0,3645 -0,3930 -0,3819 -0,3661 -0,3832 -0,4568 -0,5774 -0,7014 -0,7659 -0,7143 -0,5351 -0,2670 0,0430 0,3669 0,6859 0,9876 1,2746 1,5624 1,8668 2,1916 2,5204 2,8196 3,0467 3,1595 3,1346 2,9894 2,7803 2,5734 2,4123 2,3027 2,2226 2,1563 2,1087 2,0761 2,0259 1,9276 1,7883 1,6424 1,5190 1,4281 1,3736 1,3706 1,4415 1,5861 1,7643 1,9299 2,0717 2,2027 2,3319 2,4755 2,6678 2,9281 3,2318 3,5255 3,7561 3,8825 3,8777 3,7333 3,4612 3,0908 2,6735 2,2854 2,0096 1,9026 1,9740 2,1887 2,4775 2,7576 2,9662 3,0712 3,0544 2,9107 2,6646 2,3672 2,0750 1,8340 1,6621 1,5382 1,4123 1,2361 0,9909 0,6969 0,3995 0,1431 -0,0404 -0,1270 -0,1049 0,0165 0,2192 0,4890 0,8028 1,1225 1,4220 1,7148 2,0403 2,4226 2,8520 3,2994 3,7419 4,1670 4,5554 4,8756 5,0987 5,2211 5,2674 5,2625 5,2044 5,0740 4,8589 4,5604 4,1851 3,7395 3,2280 2,6588 2,0552 1,4600 0,9195 0,4562 0,0617 -0,2797 -0,5712 -0,8102 -1,0012 -1,1485 -1,2378 -1,2409 -1,1463 -0,9790 -0,7816 -0,5819 -0,3876 -0,2135 -0,0914 -0,0339 0,0038 0,1220 0,4345 1,0114 1,8354 2,8018 3,7651 4,6004 5,2366 5,6529 5,8643 5,9187 5,8963 5,8883 5,9566 6,1062 6,3009 6,5035 6,6999 6,8906 7,0673 7,2040 7,2769 7,2915 7,2860 7,3086 7,3875 7,5109 7,6301 7,6924 7,6679 7,5360 7,2660 6,8366 6,2745 5,6590 5,0801 4,5959 4,2278 3,9725 3,8055 3,6872 3,5695 3,4049 3,1670 2,8655 2,5307 2,1908 1,8683 1,5830 1,3461 1,1511 0,9711 0,7686 0,5136 0,1960 -0,1754 -0,5819 -0,9989 -1,3993 -1,7604 -2,0786 -2,3806 -2,7109 -3,0940 -3,5156 -3,9489 -4,3801 -4,7863 -5,1214 -5,3507 -5,4728 -5,4991 -5,4368 -5,2881 -5,0545 -4,7512 -4,4211 -4,1209 -3,9012 -3,8005 -3,8339 -3,9757 -4,1653 -4,3386 -4,4486 -4,4607 -4,3424 -4,0669 -3,6306 -3,0815 -2,5272 -2,0821 -1,7820
