Fp1   -4,2255 -4,3791 -4,3286 -4,0398 -3,5549 -3,0260 -2,6325 -2,4542 -2,4322 -2,4417 -2,3811 -2,2032 -1,9100 -1,5450 -1,1629 -0,7860 -0,4135 -0,0721 0,1807 0,3107 0,3320 0,2701 0,1481 0,0289 0,0158 0,1843 0,5469 1,0717 1,6928 2,3077 2,7971 3,0582 3,0364 2,7474 2,2709 1,7253 1,2478 0,9694 0,9680 1,2309 1,6568 2,0837 2,3358 2,2981 1,9841 1,5464 1,2003 1,0901 1,2099 1,4418 1,6462 1,7268 1,6554 1,4602 1,1855 0,8533 0,4489 -0,0605 -0,6745 -1,3239 -1,8919 -2,2621 -2,3613 -2,1884 -1,8125 -1,3415 -0,8803 -0,4892 -0,1733 0,0933 0,3305 0,5101 0,5297 0,2697 -0,2748 -0,9330 -1,4592 -1,6903 -1,6204 -1,3615 -1,0317 -0,6668 -0,2365 0,2834 0,8866 1,5407 2,1658 2,6384 2,8562 2,7789 2,4051 1,7592 0,9259 0,0718 -0,6037 -0,9692 -1,0184 -0,8406 -0,5604 -0,2919 -0,1118 -0,0571 -0,1306 -0,2863 -0,4312 -0,4784 -0,4072 -0,2781 -0,1834 -0,1674 -0,1924 -0,1970 -0,1815 -0,2228 -0,4031 -0,7345 -1,1673 -1,6605 -2,2010 -2,7473 -3,2082 -3,5083 -3,6596 -3,7622 -3,9299 -4,2077 -4,5605 -4,9152 -5,1846 -5,2867 -5,1738 -4,8309 -4,2650 -3,5176 -2,6536 -1,7338 -0,8397 -0,1139 0,2974 0,3751 0,2692 0,1852 0,2359 0,3868 0,5187 0,5392 0,4363 0,2582 0,0754 -0,0481 -0,0647 0,0661 0,3666 0,7958 1,2488 1,6396 1,9673 2,2766 2,5720 2,7861 2,8245 2,6445 2,2938 1,8826 1,5203 1,2494 1,0342 0,8242 0,6134 0,4286 0,2720 0,0980 -0,1426 -0,4469 -0,7435 -0,9274 -0,9281 -0,7523 -0,4694 -0,1695 0,0859 0,2927 0,4789 0,6492 0,7666 0,7902 0,7218 0,6039 0,4723 0,3157 0,1004 -0,1657 -0,4244 -0,6103 -0,6744 -0,5980 -0,4167 -0,2083 -0,0429 0,0542 0,1042 0,1402 0,1674 0,1634 0,1112 0,0226 -0,0699 -0,1435 -0,2024 -0,2645 -0,3472 -0,4701 -0,6457 -0,8394 -0,9725 -1,0049 -0,9880 -1,0055 -1,0928 -1,2293 -1,3661 -1,4341 -1,3665 -1,1497 -0,8414 -0,5304 -0,2956 -0,1981 -0,2856 -0,5832 -1,0709 -1,6782 -2,3105 -2,8841 -3,3414 -3,6395 -3,7459 -3,6631 -3,4425 -3,1518 -2,8132 -2,3896 -1,8541 -1,2556 -0,6982 -0,2696 0,0052 0,1591 0,2407 0,2730 0,2526 0,1665 -0,0071 -0,2962 -0,6977 -1,1326 -1,4593 -1,5617 -1,4206 -1,0848 -0,6013 -0,0089 0,6121 1,1291 1,4331 1,5101 1,4050 1,1426 0,7201 0,1432 -0,5551 -1,2889 -1,9101 -2,2703 -2,2947 -1,9851 -1,3952 -0,6208 0,2163 0,9977 1,6185 1,9857 2,0412 1,8171 1,4557 1,1391 0,9934 1,0549 1,2839 1,5838 1,8316 1,9290 1,8368 1,5716 1,1882 0,7576 0,3258 -0,1132 -0,5813 -1,0568 -1,4828 -1,8245 -2,0714 -2,1758 -2,0337 -1,5593 -0,7768 0,1693 1,0860 1,8132 2,2579 2,4028 2,3127 2,0997 1,8451 1,5636 1,2546 0,9516 0,7067 0,5625 0,5329 0,5786 0,6104 0,5360 0,3107 -0,0377 -0,4183 -0,7292 -0,9135 -0,9614 -0,8714 -0,6217 -0,1787 0,4553 1,2108 1,9928 2,7425 3,4195 3,9463 4,2262 4,2184 3,9717 3,6172 3,3363 3,2793 3,4687 3,7794 4,0138 4,0056 3,6938 3,1454 2,5207 1,9935 1,6646 1,5331 1,5496 1,6800 1,9154 2,2580 2,7191 3,2911 3,9225 4,5617 5,2017 5,8329 6,3736 6,6819 6,6404 6,2406 5,5930 4,8593 4,1819 3,6586 3,3274 3,1511 3,0397 2,8978 2,6442 2,2243 1,6505 1,0209 0,4797 0,1602 0,1493 0,4783 1,1233 1,9922 2,9217 3,7342 4,3283 4,7086 4,9024 4,8553 4,4442 3,6082 2,4425 1,1578 -0,0092 -0,8416 -1,1694 -0,9170 -0,1540 0,8924 1,8945 2,5478 2,6990 2,4054 1,8837 1,3774 1,0482 0,9520 1,0622 1,3013 1,5768 1,8052 1,9292 1,9295 1,7983 1,5100 1,0672 0,5638 0,1603 0,0201 0,2679 0,9389 1,9352 3,0580 4,0995 4,9118 5,4137 5,5583 5,3256 4,7663 4,0305 3,3033 2,6956 2,2199 1,8653 1,6475 1,5756 1,6124 1,6798 1,6809 1,5188 1,1464 0,6242 0,1059 -0,2542 -0,3824 -0,2939 -0,0458 0,3158 0,7671 1,2831 1,8311 2,3740 2,8443 3,1177 3,0453 2,5339 1,6276 0,5318 -0,4611 -1,1069 -1,3084 -1,1180 -0,6582 -0,0476 0,5991 1,1509 1,5003 1,6351 1,6388 1,5983 1,5358 1,4336 1,2698 1,0279 0,7316 0,4653 0,3065 0,2443 0,1948 0,0887 -0,0752 -0,2517 -0,4029 -0,5257 -0,6436 -0,7872 -0,9708 -1,1786 -1,3848 -1,5831 -1,7829 -1,9920 -2,2194 -2,4756 -2,7337 -2,8912 -2,8115 -2,4186 -1,7371 -0,8623 0,0829 0,9750 1,7064 2,1990 2,4194 2,3815 2,1385 1,7761 1,3858 1,0253 0,7319 0,5835 0,6999 1,1675 1,9783 3,0210 4,1001 4,9724 5,4110 5,3008 4,7076 3,8319 2,8894 2,0323 1,3341 0,8098 0,4600 0,3010 0,3444 0,5575 0,8710 1,2266 1,5974 1,9780 2,3776 2,8140 3,2846 3,7242 4,0198 4,0875 3,9164 3,5461 3,0399 2,4753 1,9276 1,4540 1,1096 0,9560 1,0267 1,2812 1,6118 1,8988 2,0616 2,0784 1,9783 1,8058 1,6003 1,4046 1,2538 1,1368 0,9924 0,7655 0,4779 0,2416 0,1892 0,3722 0,7079 1,0231 1,1593 1,0661 0,8268 0,5929 0,4698 0,4535 0,4615 0,4145 0,2904 0,1262 -0,0009 -0,0101 0,1347 0,4179 0,8098 1,2804 1,7732 2,2028 2,5178 2,7634 3,0449 3,4333 3,9215 4,4478 4,9366 5,3208 5,5473 5,6060
Fz    -5,3916 -5,3435 -5,1243 -4,6927 -4,0905 -3,4743 -3,0276 -2,8317 -2,8295 -2,9014 -2,9516 -2,9310 -2,8258 -2,6522 -2,4277 -2,1338 -1,7380 -1,2576 -0,7668 -0,3356 0,0054 0,2455 0,3956 0,5266 0,7513 1,1401 1,6823 2,3181 2,9662 3,5332 3,9324 4,0995 4,0021 3,6533 3,1182 2,5032 1,9412 1,5661 1,4632 1,6265 1,9581 2,2983 2,4777 2,3902 2,0550 1,6206 1,2936 1,2105 1,3552 1,5976 1,7977 1,8769 1,8304 1,6987 1,5193 1,2973 1,0047 0,6042 0,0906 -0,4789 -1,0026 -1,3735 -1,5135 -1,4070 -1,1121 -0,7385 -0,4020 -0,1710 -0,0415 0,0384 0,1191 0,1954 0,1726 -0,0768 -0,5709 -1,1465 -1,5592 -1,6459 -1,4035 -0,9509 -0,4190 0,1365 0,7198 1,3301 1,9451 2,5281 3,0035 3,2609 3,2262 2,8990 2,3083 1,4824 0,4898 -0,5219 -1,3655 -1,9100 -2,1345 -2,1054 -1,9223 -1,6789 -1,4414 -1,2511 -1,1269 -1,0450 -0,9414 -0,7641 -0,5274 -0,3151 -0,2257 -0,2958 -0,4729 -0,6770 -0,8857 -1,1518 -1,5362 -2,0334 -2,5828 -3,1466 -3,7277 -4,3018 -4,7844 -5,0960 -5,2371 -5,2922 -5,3614 -5,4837 -5,6308 -5,7489 -5,7792 -5,6724 -5,4118 -5,0049 -4,4707 -3,8504 -3,1913 -2,5169 -1,8640 -1,3410 -1,0765 -1,0772 -1,1759 -1,1476 -0,8770 -0,4243 0,0494 0,4098 0,6093 0,6654 0,6286 0,5590 0,5125 0,5413 0,6794 0,9028 1,1321 1,3092 1,4500 1,5969 1,7452 1,8285 1,7672 1,5382 1,2057 0,8904 0,7023 0,6702 0,7332 0,8120 0,8793 0,9510 1,0171 1,0103 0,8643 0,5936 0,3124 0,1731 0,2659 0,5686 0,9813 1,3950 1,7461 2,0314 2,2701 2,4514 2,5299 2,4777 2,3283 2,1578 2,0199 1,8968 1,7333 1,5215 1,3234 1,2175 1,2578 1,4492 1,7238 1,9644 2,0732 2,0205 1,8429 1,5976 1,3122 0,9801 0,5954 0,1844 -0,1981 -0,5061 -0,7280 -0,8738 -0,9606 -1,0213 -1,0956 -1,1795 -1,2159 -1,1713 -1,0933 -1,0663 -1,1382 -1,3018 -1,5019 -1,6424 -1,6275 -1,4323 -1,1200 -0,7860 -0,5071 -0,3368 -0,3133 -0,4554 -0,7469 -1,1303 -1,5278 -1,8738 -2,1368 -2,3089 -2,3882 -2,3805 -2,3057 -2,1796 -1,9775 -1,6340 -1,1097 -0,4464 0,2539 0,8897 1,3984 1,7607 1,9777 2,0482 1,9750 1,7780 1,4733 1,0527 0,5190 -0,0541 -0,5264 -0,7734 -0,7530 -0,4814 0,0207 0,7208 1,5186 2,2399 2,7247 2,9145 2,8282 2,4868 1,9051 1,1243 0,2225 -0,6760 -1,4075 -1,8324 -1,8917 -1,5948 -0,9918 -0,1706 0,7588 1,6852 2,4910 3,0381 3,2060 2,9806 2,5027 1,9988 1,6569 1,5535 1,6521 1,8399 1,9862 2,0080 1,8949 1,6777 1,3979 1,1003 0,8112 0,5129 0,1774 -0,1738 -0,4797 -0,7062 -0,8537 -0,8956 -0,7553 -0,3697 0,2292 0,9051 1,4841 1,8326 1,8926 1,6897 1,3315 0,9572 0,6489 0,4044 0,2038 0,0646 0,0237 0,1081 0,3233 0,6321 0,9451 1,1513 1,1688 0,9934 0,7114 0,4464 0,2839 0,2525 0,3560 0,6089 1,0386 1,6415 2,3477 3,0640 3,7454 4,3765 4,8958 5,1958 5,2034 4,9374 4,5235 4,1630 4,0380 4,1985 4,5273 4,8127 4,8693 4,6246 4,1416 3,5813 3,1193 2,8522 2,7717 2,8252 2,9833 3,2434 3,6117 4,1028 4,7133 5,3911 6,0781 6,7620 7,4364 8,0222 8,3635 8,3149 7,8513 7,0955 6,2365 5,4388 4,8115 4,3927 4,1307 3,9073 3,5979 3,1101 2,4101 1,5598 0,7162 0,0686 -0,2347 -0,1227 0,4048 1,2920 2,4177 3,5858 4,5809 5,2756 5,6766 5,8393 5,7443 5,2909 4,4246 3,2400 1,9494 0,7946 -0,0019 -0,2677 0,0738 0,9573 2,1585 3,3393 4,1693 4,4670 4,2744 3,8091 3,3219 2,9787 2,8371 2,8706 3,0048 3,1588 3,2679 3,2932 3,2307 3,0834 2,8290 2,4586 2,0403 1,7091 1,6173 1,8905 2,5647 3,5347 4,5949 5,5415 6,2442 6,6401 6,6866 6,3535 5,6831 4,8280 3,9837 3,2723 2,7149 2,3103 2,0884 2,0719 2,2286 2,4801 2,7240 2,8497 2,7854 2,5574 2,2802 2,0761 2,0085 2,0709 2,2195 2,4177 2,6526 2,9235 3,2379 3,6011 3,9690 4,2129 4,1650 3,7173 2,9129 1,9651 1,1662 0,7372 0,7345 1,0692 1,6016 2,2164 2,8157 3,2848 3,5232 3,5256 3,3956 3,2504 3,1353 3,0359 2,9191 2,7561 2,5617 2,4139 2,3903 2,4892 2,6355 2,7499 2,7923 2,7533 2,6257 2,3947 2,0471 1,5834 1,0319 0,4509 -0,0970 -0,5761 -0,9765 -1,2977 -1,5516 -1,7646 -1,9403 -2,0181 -1,8990 -1,5222 -0,9021 -0,1146 0,7291 1,5072 2,1090 2,4547 2,5161 2,3220 1,9484 1,5038 1,0951 0,7844 0,6048 0,6255 0,9570 1,6777 2,7678 4,0931 5,4301 6,5200 7,1385 7,1810 6,7184 5,9567 5,1289 4,4159 3,9112 3,6195 3,5000 3,5199 3,6611 3,8948 4,1833 4,5076 4,8694 5,2745 5,7305 6,2497 6,8233 7,3789 7,7891 7,9457 7,8172 7,4441 6,9121 6,3239 5,7616 5,2674 4,8702 4,6179 4,5559 4,6724 4,8875 5,0988 5,2257 5,2306 5,1202 4,9196 4,6545 4,3656 4,0990 3,8660 3,6334 3,3703 3,1052 2,9357 2,9678 3,2261 3,6103 3,9489 4,1033 4,0437 3,8594 3,6909 3,6258 3,6462 3,6614 3,5854 3,3889 3,1092 2,8377 2,6774 2,6802 2,8306 3,0917 3,4358 3,8237 4,1917 4,5072 4,8287 5,2602 5,8500 6,5548 7,2802 7,9312 8,4290 8,7104 8,7572
F3    -5,3439 -5,4349 -5,2927 -4,8685 -4,2048 -3,4663 -2,8482 -2,4481 -2,2325 -2,1107 -2,0102 -1,8860 -1,7093 -1,4778 -1,2051 -0,8883 -0,5173 -0,1245 0,2098 0,4142 0,4606 0,3484 0,1140 -0,1313 -0,2335 -0,0928 0,2918 0,8514 1,4848 2,0846 2,5599 2,8459 2,9076 2,7539 2,4423 2,0615 1,7178 1,5250 1,5654 1,8426 2,2675 2,6799 2,9017 2,8149 2,4297 1,8973 1,4356 1,1942 1,1708 1,2536 1,3188 1,2937 1,1667 0,9629 0,7075 0,4050 0,0371 -0,4227 -0,9707 -1,5470 -2,0605 -2,4311 -2,6115 -2,5989 -2,4355 -2,1912 -1,9340 -1,6991 -1,4827 -1,2663 -1,0423 -0,8485 -0,7973 -1,0221 -1,5385 -2,1794 -2,6964 -2,9197 -2,8382 -2,5639 -2,2185 -1,8414 -1,4088 -0,9085 -0,3594 0,2010 0,6995 1,0327 1,1288 0,9817 0,6138 0,0483 -0,6603 -1,3986 -2,0299 -2,4648 -2,6948 -2,7665 -2,7452 -2,6982 -2,6836 -2,7439 -2,8941 -3,0987 -3,2779 -3,3628 -3,3486 -3,3004 -3,3019 -3,3775 -3,4686 -3,5033 -3,4843 -3,4973 -3,6341 -3,9145 -4,2898 -4,7136 -5,1732 -5,6450 -6,0674 -6,3815 -6,5821 -6,7262 -6,8858 -7,0881 -7,3049 -7,4813 -7,5472 -7,4403 -7,1458 -6,6921 -6,1204 -5,4758 -4,7938 -4,0856 -3,3835 -2,7948 -2,4530 -2,3822 -2,4403 -2,4223 -2,2153 -1,8601 -1,4865 -1,2059 -1,0650 -1,0567 -1,1351 -1,2393 -1,3159 -1,3130 -1,1873 -0,9491 -0,6666 -0,3946 -0,1283 0,1483 0,3988 0,5356 0,4756 0,2067 -0,1877 -0,5622 -0,7816 -0,8015 -0,6877 -0,5471 -0,4482 -0,4093 -0,4481 -0,6126 -0,9424 -1,4123 -1,9148 -2,2970 -2,4440 -2,3443 -2,0802 -1,7621 -1,4593 -1,1761 -0,8865 -0,5898 -0,3284 -0,1510 -0,0723 -0,0786 -0,1713 -0,3949 -0,7968 -1,3521 -1,9574 -2,4907 -2,8530 -2,9969 -2,9571 -2,8310 -2,7116 -2,6379 -2,5956 -2,5594 -2,5383 -2,5693 -2,6750 -2,8408 -3,0302 -3,2155 -3,3908 -3,5565 -3,7087 -3,8514 -3,9928 -4,1050 -4,1243 -4,0270 -3,8787 -3,7860 -3,8214 -3,9906 -4,2285 -4,4178 -4,4562 -4,3332 -4,1263 -3,9224 -3,7695 -3,6957 -3,7356 -3,9270 -4,2810 -4,7544 -5,2564 -5,6886 -5,9838 -6,1153 -6,0953 -5,9770 -5,8351 -5,7168 -5,5917 -5,3622 -4,9478 -4,3533 -3,6524 -2,9303 -2,2500 -1,6535 -1,1803 -0,8794 -0,7896 -0,9145 -1,2377 -1,7470 -2,4079 -3,1066 -3,6607 -3,9181 -3,8373 -3,4632 -2,8560 -2,0697 -1,1901 -0,3560 0,2931 0,6865 0,8182 0,7009 0,3579 -0,1663 -0,8093 -1,4754 -2,0313 -2,3577 -2,4014 -2,1687 -1,7005 -1,0622 -0,3291 0,4287 1,1334 1,6838 1,9853 2,0244 1,9067 1,7985 1,8227 2,0032 2,2764 2,5319 2,6609 2,6096 2,3956 2,0715 1,6922 1,3112 0,9588 0,6112 0,2177 -0,2264 -0,6669 -1,0466 -1,3282 -1,4574 -1,3452 -0,9209 -0,2037 0,6813 1,5580 2,2694 2,7133 2,8579 2,7544 2,5036 2,1753 1,7741 1,2979 0,7940 0,3444 0,0309 -0,0899 -0,0207 0,1607 0,3405 0,4295 0,4106 0,3447 0,3199 0,3850 0,5349 0,7457 1,0124 1,3535 1,7764 2,2427 2,6939 3,1010 3,4486 3,6862 3,7448 3,5950 3,2792 2,9218 2,7054 2,7746 3,1274 3,5992 3,9534 4,0019 3,6819 3,0689 2,3337 1,6570 1,1444 0,8088 0,6293 0,6069 0,7602 1,1001 1,6242 2,2986 3,0416 3,7757 4,4857 5,1808 5,8092 6,2364 6,3139 5,9799 5,2966 4,3964 3,4228 2,5144 1,7785 1,2394 0,8265 0,4233 -0,0773 -0,7251 -1,4680 -2,1556 -2,6039 -2,6716 -2,3010 -1,5133 -0,3867 0,9436 2,2789 3,4073 4,2055 4,6866 4,9184 4,9017 4,5614 3,8588 2,8736 1,7750 0,7632 0,0469 -0,1872 0,1600 1,0359 2,2216 3,3896 4,2285 4,5749 4,4787 4,1553 3,8456 3,7004 3,7581 3,9738 4,2628 4,5475 4,7752 4,9149 4,9510 4,8573 4,5807 4,0997 3,4952 2,9335 2,6019 2,6559 3,1491 3,9797 4,9337 5,7954 6,4273 6,7685 6,7831 6,4497 5,8180 5,0429 4,3165 3,7548 3,3686 3,1355 3,0542 3,1212 3,2978 3,5140 3,6809 3,6999 3,5114 3,1579 2,7694 2,4747 2,3338 2,3354 2,4367 2,6036 2,8183 3,0663 3,3431 3,6546 3,9636 4,1436 4,0218 3,4844 2,5658 1,4663 0,4686 -0,2017 -0,4710 -0,4056 -0,1260 0,2597 0,6541 0,9485 1,0566 0,9848 0,8344 0,7072 0,6279 0,5623 0,4598 0,2774 0,0226 -0,2262 -0,3844 -0,4431 -0,4614 -0,4990 -0,5805 -0,7102 -0,8929 -1,1352 -1,4419 -1,8198 -2,2710 -2,7732 -3,2789 -3,7448 -4,1549 -4,5184 -4,8595 -5,1997 -5,5213 -5,7373 -5,7230 -5,3920 -4,7450 -3,8699 -2,9097 -2,0150 -1,3034 -0,8445 -0,6609 -0,7351 -1,0047 -1,3544 -1,6454 -1,7821 -1,7241 -1,4320 -0,8457 0,0670 1,2602 2,5975 3,8718 4,8447 5,3051 5,1550 4,4749 3,4898 2,4583 1,5857 0,9867 0,6808 0,6275 0,7762 1,0825 1,4926 1,9418 2,3746 2,7602 3,1015 3,4367 3,8226 4,2871 4,7791 5,1824 5,3909 5,3582 5,0926 4,6427 4,0851 3,4985 2,9431 2,4754 2,1690 2,0898 2,2354 2,5137 2,7919 2,9584 2,9547 2,7793 2,4683 2,0845 1,7146 1,4360 1,2698 1,1763 1,1047 1,0551 1,0929 1,2924 1,6482 2,0363 2,2747 2,2339 1,9120 1,4358 0,9808 0,6638 0,4954 0,4153 0,3609 0,3034 0,2465 0,2244 0,2856 0,4545 0,7248 1,0896 1,5396 2,0221 2,4433 2,7496 2,9964 3,2965 3,7127 4,2188 4,7362 5,1823 5,4904 5,6049 5,5015
F7    -3,9579 -4,0902 -4,0428 -3,8049 -3,4188 -3,0015 -2,6824 -2,5111 -2,4285 -2,3305 -2,1466 -1,8561 -1,4735 -1,0492 -0,6511 -0,3159 -0,0335 0,2091 0,3922 0,4814 0,4536 0,2967 0,0272 -0,2741 -0,4820 -0,5008 -0,3073 0,0660 0,5631 1,1100 1,6093 1,9508 2,0505 1,8974 1,5676 1,1897 0,9012 0,8140 0,9794 1,3683 1,8879 2,4130 2,8147 2,9895 2,8965 2,5954 2,2373 1,9708 1,8406 1,7855 1,7129 1,5653 1,3409 1,0747 0,8049 0,5438 0,2583 -0,1124 -0,5948 -1,1364 -1,6323 -1,9762 -2,0894 -1,9411 -1,5664 -1,0648 -0,5635 -0,1583 0,1232 0,3150 0,4674 0,5825 0,5768 0,3374 -0,1528 -0,7513 -1,2324 -1,4307 -1,3308 -1,0485 -0,7215 -0,4117 -0,1077 0,2092 0,5356 0,8561 1,1417 1,3477 1,4354 1,3821 1,1644 0,7637 0,2124 -0,3800 -0,8698 -1,1559 -1,2219 -1,1262 -0,9701 -0,8540 -0,8369 -0,9298 -1,1096 -1,3195 -1,4825 -1,5491 -1,5340 -1,5089 -1,5515 -1,6778 -1,8185 -1,8844 -1,8579 -1,8123 -1,8425 -1,9929 -2,2493 -2,5752 -2,9310 -3,2661 -3,5269 -3,6979 -3,8274 -4,0054 -4,3045 -4,7254 -5,2047 -5,6629 -6,0241 -6,2204 -6,2097 -5,9788 -5,5363 -4,9194 -4,1830 -3,3728 -2,5385 -1,7744 -1,1979 -0,8625 -0,7136 -0,6553 -0,6440 -0,7084 -0,8946 -1,2118 -1,6244 -2,0671 -2,4613 -2,7413 -2,8675 -2,8077 -2,5366 -2,0799 -1,5263 -0,9621 -0,4186 0,0965 0,5511 0,8833 1,0268 0,9471 0,6725 0,2944 -0,0824 -0,4087 -0,7018 -0,9900 -1,2586 -1,4563 -1,5536 -1,5792 -1,5874 -1,6017 -1,5910 -1,4952 -1,2941 -1,0523 -0,8794 -0,8476 -0,9469 -1,1061 -1,2469 -1,3258 -1,3420 -1,3188 -1,2786 -1,2386 -1,2326 -1,3178 -1,5289 -1,8308 -2,1331 -2,3408 -2,3878 -2,2631 -2,0302 -1,7954 -1,6384 -1,5730 -1,5632 -1,5690 -1,5851 -1,6396 -1,7546 -1,9098 -2,0543 -2,1522 -2,2055 -2,2363 -2,2638 -2,3012 -2,3516 -2,3967 -2,4085 -2,3868 -2,3702 -2,4007 -2,4891 -2,6200 -2,7626 -2,8695 -2,8961 -2,8373 -2,7237 -2,5786 -2,4031 -2,2054 -2,0223 -1,9142 -1,9459 -2,1623 -2,5547 -3,0457 -3,5229 -3,8935 -4,1193 -4,2182 -4,2403 -4,2294 -4,1769 -4,0180 -3,7071 -3,2800 -2,8183 -2,3782 -1,9714 -1,5897 -1,2294 -0,9017 -0,6319 -0,4575 -0,4337 -0,6222 -1,0359 -1,5799 -2,0735 -2,3585 -2,3756 -2,1377 -1,6693 -1,0060 -0,2371 0,4898 1,0389 1,3473 1,4010 1,1940 0,7383 0,0823 -0,6971 -1,4899 -2,1493 -2,5347 -2,5681 -2,2573 -1,6863 -0,9811 -0,2597 0,3995 0,9439 1,3183 1,4729 1,4135 1,2289 1,0460 0,9582 0,9939 1,1241 1,2850 1,4085 1,4527 1,4028 1,2550 1,0192 0,7250 0,3922 0,0119 -0,4211 -0,8705 -1,2817 -1,6306 -1,9167 -2,1098 -2,1297 -1,9031 -1,4348 -0,8142 -0,1650 0,4004 0,7938 0,9561 0,8812 0,6244 0,2621 -0,1547 -0,5957 -1,0228 -1,3875 -1,6408 -1,7523 -1,7393 -1,6696 -1,6242 -1,6541 -1,7578 -1,8883 -1,9878 -2,0229 -1,9843 -1,8589 -1,6154 -1,2229 -0,6910 -0,0823 0,5237 1,0675 1,5014 1,7685 1,8311 1,7161 1,5162 1,3625 1,3846 1,6432 2,0776 2,5265 2,8055 2,7799 2,4090 1,7597 0,9873 0,2687 -0,2827 -0,6436 -0,8305 -0,8490 -0,6913 -0,3552 0,1457 0,7665 1,4247 2,0421 2,5881 3,0504 3,3796 3,4936 3,3354 2,9253 2,3588 1,7513 1,1904 0,7321 0,4060 0,2057 0,0898 -0,0041 -0,1476 -0,3956 -0,7434 -1,1157 -1,4029 -1,5126 -1,3908 -1,0153 -0,3944 0,4098 1,2636 1,9987 2,4968 2,7343 2,7302 2,4685 1,9135 1,0939 0,1289 -0,8295 -1,6492 -2,2165 -2,4260 -2,2109 -1,6030 -0,7646 0,0552 0,6260 0,8347 0,7242 0,4559 0,2174 0,1369 0,2404 0,4529 0,6473 0,7245 0,6619 0,4999 0,2857 0,0168 -0,3588 -0,8674 -1,4426 -1,9505 -2,2533 -2,2425 -1,8713 -1,1909 -0,3340 0,5455 1,3197 1,8901 2,1760 2,1345 1,8070 1,3252 0,8438 0,4538 0,1674 -0,0234 -0,1182 -0,1421 -0,1602 -0,2384 -0,4142 -0,7015 -1,0795 -1,4691 -1,7624 -1,8907 -1,8550 -1,7025 -1,4873 -1,2365 -0,9485 -0,6296 -0,3110 -0,0301 0,1697 0,2137 0,0117 -0,4785 -1,1988 -1,9886 -2,6399 -2,9881 -2,9879 -2,7196 -2,3242 -1,9286 -1,6138 -1,4250 -1,3791 -1,4475 -1,5624 -1,6791 -1,8076 -1,9640 -2,1361 -2,3087 -2,4635 -2,5569 -2,5474 -2,4431 -2,2994 -2,1759 -2,1062 -2,1056 -2,1882 -2,3559 -2,5820 -2,8277 -3,0677 -3,2905 -3,4990 -3,7161 -3,9703 -4,2787 -4,6421 -5,0346 -5,3782 -5,5507 -5,4492 -5,0493 -4,4124 -3,6595 -2,9316 -2,3459 -1,9694 -1,8076 -1,8117 -1,9130 -2,0454 -2,1329 -2,0949 -1,8912 -1,5435 -1,0961 -0,5693 0,0465 0,7572 1,5257 2,2621 2,8391 3,1257 3,0471 2,6374 2,0230 1,3585 0,7682 0,3113 -0,0127 -0,2203 -0,3123 -0,2855 -0,1531 0,0664 0,3670 0,7429 1,1766 1,6493 2,1532 2,6775 3,1731 3,5488 3,7235 3,6695 3,4102 3,0038 2,5322 2,0795 1,7109 1,4681 1,3779 1,4496 1,6435 1,8587 1,9862 1,9724 1,8240 1,5710 1,2402 0,8611 0,4827 0,1570 -0,0963 -0,2965 -0,4672 -0,5946 -0,6229 -0,5048 -0,2685 -0,0297 0,0742 -0,0281 -0,2974 -0,6073 -0,8202 -0,8682 -0,7802 -0,6481 -0,5656 -0,5820 -0,6852 -0,8084 -0,8686 -0,8251 -0,6944 -0,5020 -0,2499 0,0603 0,4117 0,7986 1,2468 1,7847 2,3975 3,0138 3,5321 3,8702 4,0020 3,9445 3,7320
