Fp1   -9,7629 -7,5339 -4,9828 -2,4824 -0,4405 0,8202 1,1492 0,6325 -0,4225 -1,6688 -2,9126 -4,0975 -5,1650 -5,9961 -6,4587 -6,4915 -6,1734 -5,6861 -5,1741 -4,6594 -4,0705 -3,3046 -2,3073 -1,1722 -0,1466 0,5131 0,7153 0,5812 0,3418 0,1933 0,2245 0,4248 0,7314 1,0876 1,4695 1,8826 2,3811 3,0430 3,8688 4,7530 5,5869 6,3376 6,9893 7,4505 7,6004 7,4293 7,0494 6,5610 5,9810 5,3113 4,6171 4,0036 3,5390 3,2363 3,0998 3,1241 3,2257 3,2156 2,8686 2,0654 0,9223 -0,2064 -0,8687 -0,7180 0,3264 2,0633 4,1375 6,1743 7,8279 8,7984 8,8834 8,0632 6,5431 4,6950 2,9365 1,5926 0,7595 0,2660 -0,1688 -0,6763 -1,1119 -1,1728 -0,6259 0,5878 2,4120 4,7199 7,2839 9,7773 11,8481 13,2083 13,6962 13,2964 12,1322 10,4488 8,5461 6,6592 4,9187 3,4384 2,3883 1,9297 2,0803 2,6561 3,3531 3,8891 4,0713 3,7630 2,8677 1,3985 -0,4300 -2,2084 -3,4760 -3,9141 -3,4756 -2,3666 -0,8728 0,8381 2,7224 4,6509 6,2706 7,1827 7,2740 6,8370 6,3303 6,0252 5,8772 5,6784 5,2814 4,6852 3,9726 3,2541 2,6871 2,4806 2,8177 3,7536 5,1782 6,8494 8,4816 9,8747 11,0034 11,9821 12,9514 13,9865 15,0497 15,9911 16,6209 16,8136 16,5853 16,1166 15,6787 15,4826 15,5573 15,7414 15,7887 15,5170 14,9036 14,0840 13,2882 12,7500 12,5965 12,8025 13,2494 13,7682 14,1524 14,2439 14,0173 13,5433 12,8969 12,1077 11,1599 10,0363 8,7802 7,5212 6,4211 5,5594 4,8845 4,2960 3,7486 3,2779 2,9952 3,0466 3,4791 4,1488 4,8035 5,2603 5,5210 5,7371 6,0579 6,5170 7,0499 7,5693 7,9992 8,2942 8,4727 8,6053 8,7247 8,7396 8,4907 7,9466 7,3130 6,9098 6,9551 7,4424 8,1506 8,7513 8,9510 8,6211 7,8810 7,0884 6,6608 6,7787 7,2479 7,6636 7,6904 7,2232 6,3451 5,1505 3,6271 1,7380 -0,3934 -2,3939 -3,7214 -3,9088 -2,8471 -0,8597 1,4771 3,5503 4,8757 5,2486 4,7805 3,7628 2,4882 1,1502 -0,1557 -1,3527 -2,3101 -2,8483 -2,8094 -2,1535 -1,0272 0,2860 1,5375 2,6404 3,6390 4,5982 5,5169 6,3024 6,8247 7,0266 7,0003 6,9419 7,0022 7,1755 7,3232 7,2931 7,0362 6,6178 6,1336 5,6499 5,1997 4,7861 4,3871 3,9678 3,5104 3,0677 2,7555 2,6048 2,4314 1,9420 0,9946 -0,2311 -1,2878 -1,7347 -1,4202 -0,5231 0,6480 1,8791 3,1091 4,3237 5,4595 6,4228 7,1329 7,5398 7,6527 7,5501 7,3378 7,0860 6,7718 6,2780 5,5001 4,5000 3,5589 3,0371 3,1370 3,7990 4,7947 5,8768 6,8820 7,7854 8,6999 9,7826 11,0799 12,4228 13,4634 13,8577 13,4529 12,3312 10,7465 9,0441 7,5735 6,5970 6,2255 6,4129 7,0206 7,9034 8,9405 9,9990 10,9064 11,4988 11,7075 11,5913 11,2820 10,8933 10,4900 10,1285 9,8606 9,6953 9,5990 9,5351 9,5027 9,5339 9,6265 9,7077 9,7170 9,7103 9,8644 10,3879 11,3942 12,8201 14,4627 16,0739 17,4354 18,4252 19,0397 19,3342 19,3564 19,1299 18,6643 17,9796 17,1093 16,0586 14,7831 13,2529 11,5651 9,9925 8,8781 8,4404 8,6425 9,2167 9,8420 10,3499 10,7790 11,2141 11,5776 11,6231 11,1692 10,3287 9,4900 9,0795 9,3137 10,1127 11,2011 12,2943 13,2237 13,9073 14,2469 14,1385 13,6079 12,8866 12,3181 12,1732 12,5322 13,2964 14,2890 15,3427 16,2897 16,9209 17,0485 16,6245 15,7668 14,6899 13,6366 12,8534 12,5906 13,0677 14,3526 16,2411 18,2872 19,9797 20,9479 21,0789 20,5019 19,5169 18,5277 17,9027 17,7826 18,0011 18,1748 17,8947 16,9587 15,5080 13,9117 12,5162 11,5353 11,0993 11,2685 11,9602 12,9210 13,7965 14,2286 13,9661 13,0042 11,6440 10,3750 9,6458 9,6767 10,4092 11,5893 12,9182 14,1562 15,1255 15,7070 15,8926 15,8154 15,6760 15,6110 15,6027 15,4746 15,0013 14,0975 12,9131 11,7201 10,6968 9,8116 8,9177 7,9409 6,9392 6,0281 5,3399 5,0456 5,3151 6,2131 7,6625 9,5192 11,6462 13,8911 15,9997 17,5883 18,2572 17,7895 16,2718 14,0321 11,4621 8,8869 6,5588 4,6892 3,4335 2,8542 2,8894 3,3631 4,1186 5,1666 6,6200 8,4725 10,4793 12,2433 13,4057 13,7947 13,4495 12,5402 11,2582 9,7292 7,9846 6,0367 4,0177 2,2432 1,1191 0,9271 1,6428 2,9583 4,4951 6,0078 7,4175 8,7268 9,9550 11,0915 12,0158 12,4728 12,1838 11,0194 9,1462 7,0725 5,4848 4,8890 5,3148 6,3357 7,3686 8,0028 8,1284 7,8242 7,2166 6,4894 5,9270 5,8339 6,3776 7,4799 8,8190 9,9260 10,3427 9,8178 8,4282 6,5191 4,5346 2,8686 1,7463 1,1559 0,8998 0,7679 0,7194 0,8997 1,4775 2,5128 3,9612 5,6944 7,5003 9,1369 10,4132 11,2099 11,4743 11,2576 10,7346 10,1560 9,7842 9,8165 10,3026 11,1226 12,0259 12,7165 12,9650 12,6365 11,6405 9,9430 7,6461 5,0236 2,4623 0,3507 -1,0110 -1,4857 -1,1789 -0,4248 0,3755 0,9373 1,1712 1,1520 1,0193 0,8556 0,6454 0,3606 0,0415 -0,2314 -0,4001 -0,4320 -0,2877 0,0630 0,5830 1,1840 1,8235 2,5558 3,4843 4,6637 6,0108 7,2887 8,1762 8,3809 7,7796 6,5144 4,9297 3,3721 2,0060 0,7708 -0,5074 -1,9343 -3,4314 -4,7627 -5,6609 -5,9527 -5,5704 -4,4804 -2,7083 -0,4836 1,7295
Fz    -5,7594 -4,1663 -2,5844 -1,1755 -0,1082 0,4533 0,4091 -0,1936 -1,1441 -2,1824 -3,1433 -3,9804 -4,6869 -5,2307 -5,5573 -5,6355 -5,4910 -5,1804 -4,7308 -4,1246 -3,3402 -2,3863 -1,3193 -0,2630 0,6039 1,1150 1,1986 0,9188 0,4462 -0,0297 -0,3786 -0,5489 -0,5379 -0,3511 0,0154 0,5758 1,3537 2,3517 3,4872 4,5933 5,5157 6,1903 6,6100 6,7550 6,6053 6,2081 5,6707 5,0717 4,4132 3,6677 2,8490 2,0270 1,2957 0,7449 0,4416 0,3977 0,5480 0,7834 1,0068 1,1698 1,2911 1,4576 1,7933 2,3850 3,1976 4,0584 4,7444 5,0915 5,0344 4,5717 3,7164 2,4923 0,9779 -0,6509 -2,1375 -3,2388 -3,8505 -4,0576 -4,0415 -3,9176 -3,6459 -3,0868 -2,1310 -0,7720 0,9188 2,8342 4,8334 6,7299 8,3021 9,3422 9,7160 9,3921 8,4441 7,0428 5,4173 3,7908 2,3483 1,2435 0,5835 0,3816 0,5301 0,8338 1,0911 1,1742 1,0458 0,7141 0,1908 -0,4969 -1,2598 -1,9309 -2,3215 -2,3117 -1,9125 -1,2514 -0,4845 0,2998 1,0932 1,8729 2,5241 2,8948 2,9317 2,7496 2,5573 2,5178 2,6675 2,9378 3,2282 3,4515 3,5364 3,4463 3,2209 2,9744 2,8226 2,8140 2,9370 3,1585 3,4375 3,7514 4,1531 4,7828 5,7904 7,2320 9,0113 10,8885 12,5495 13,7193 14,2854 14,3457 14,1154 13,7773 13,3997 12,9402 12,3072 11,4524 10,4357 9,4068 8,5245 7,8898 7,5304 7,4263 7,5507 7,8727 8,3300 8,8436 9,3682 9,8912 10,3750 10,7134 10,7428 10,3057 9,3456 7,9737 6,4286 4,9400 3,6238 2,5001 1,5767 0,8901 0,4962 0,4362 0,6935 1,1852 1,8033 2,4644 3,1324 3,8050 4,4692 5,0812 5,6033 6,0328 6,3671 6,5656 6,5796 6,4043 6,0728 5,6130 5,0395 4,3862 3,7294 3,1644 2,7539 2,4920 2,3093 2,1109 1,8202 1,4242 1,0103 0,7598 0,8559 1,3343 2,0189 2,6227 2,9221 2,8610 2,5228 2,0186 1,3951 0,6411 -0,2232 -1,0651 -1,6571 -1,8050 -1,4935 -0,8991 -0,2638 0,2227 0,4580 0,4374 0,2538 0,0527 -0,0475 -0,0152 0,0901 0,1780 0,2162 0,2776 0,4919 0,9348 1,5625 2,2421 2,8342 3,2523 3,4810 3,5735 3,6199 3,6876 3,7872 3,9081 4,0784 4,3606 4,7838 5,2905 5,7513 6,0252 6,0227 5,7368 5,2307 4,6109 3,9900 3,4401 2,9619 2,4943 1,9727 1,4082 0,9081 0,5841 0,4493 0,4354 0,4957 0,6660 1,0230 1,5798 2,2329 2,8278 3,2750 3,6064 3,9253 4,2939 4,6682 4,9289 4,9554 4,6980 4,2219 3,6843 3,2560 3,0417 3,0361 3,1443 3,2605 3,3531 3,4955 3,8105 4,3632 5,1069 5,9275 6,7166 7,4106 7,9891 8,4584 8,8296 9,0914 9,1826 8,9958 8,4500 7,5782 6,5275 5,5010 4,7102 4,3215 4,3988 4,8904 5,6638 6,5540 7,4013 8,0743 8,4763 8,5441 8,2628 7,6952 6,9790 6,2675 5,6578 5,1814 4,8466 4,6532 4,5732 4,5516 4,5382 4,5183 4,5131 4,5424 4,6020 4,7023 4,9086 5,3222 6,0259 7,0346 8,2629 9,5322 10,6309 11,4071 11,8310 11,9668 11,8909 11,6417 11,2187 10,6076 9,8166 8,8915 7,8840 6,8150 5,6877 4,5490 3,5328 2,8278 2,5759 2,7789 3,2968 3,9479 4,6252 5,3180 6,0133 6,5864 6,8180 6,5463 5,8111 4,8589 4,0128 3,5212 3,4855 3,8680 4,5356 5,3119 6,0117 6,4668 6,5834 6,4112 6,1479 6,0521 6,3033 6,8978 7,6648 8,3912 8,9405 9,2653 9,3561 9,2276 8,9335 8,5525 8,1629 7,8481 7,7099 7,8449 8,2922 8,9915 9,7820 10,4412 10,7505 10,5711 9,9033 8,8919 7,7936 6,9245 6,5639 6,8386 7,6568 8,7220 9,6345 10,0754 9,9647 9,4557 8,7914 8,1797 7,7541 7,5661 7,5774 7,6782 7,7313 7,5953 7,1533 6,3951 5,4828 4,6932 4,2658 4,2820 4,6511 5,1824 5,6883 6,0490 6,2149 6,1939 6,0452 5,8566 5,7040 5,6132 5,5393 5,3828 5,0584 4,5782 4,0472 3,5559 3,0916 2,5489 1,8183 0,8734 -0,2068 -1,2695 -2,1215 -2,5624 -2,4464 -1,7422 -0,5341 1,0449 2,8663 4,7740 6,5300 7,8385 8,4447 8,2395 7,3111 5,9042 4,3161 2,7986 1,5165 0,5582 -0,0405 -0,2850 -0,2175 0,1059 0,6714 1,5251 2,6928 4,0759 5,4404 6,5080 7,0747 7,0789 6,5937 5,7693 4,7551 3,6439 2,4854 1,3546 0,3866 -0,2566 -0,4501 -0,1708 0,4696 1,2697 2,0455 2,7112 3,2776 3,7906 4,2800 4,7366 5,0979 5,2544 5,0929 4,5551 3,6975 2,7316 1,9744 1,6824 1,8795 2,3412 2,7479 2,8712 2,6556 2,1569 1,4595 0,6841 0,0199 -0,3280 -0,2426 0,2430 0,9542 1,6305 2,0198 1,9873 1,5659 0,9077 0,1997 -0,3947 -0,7708 -0,9107 -0,8837 -0,7934 -0,6902 -0,5303 -0,2339 0,2405 0,8788 1,6279 2,4109 3,1440 3,7495 4,1497 4,2805 4,1465 3,8442 3,5187 3,3134 3,3326 3,6100 4,1013 4,6979 5,2530 5,6232 5,6881 5,3568 4,6098 3,5486 2,3761 1,3114 0,5062 0,0107 -0,2299 -0,3701 -0,6182 -1,1388 -1,9669 -2,9916 -4,0264 -4,9289 -5,6761 -6,3289 -6,9310 -7,4467 -7,7725 -7,7906 -7,4152 -6,6045 -5,3568 -3,7274 -1,8517 0,0605 1,7699 3,0848 3,9203 4,2803 4,1927 3,6722 2,7413 1,4785 0,0338 -1,4129 -2,7127 -3,7916 -4,6598 -5,3772 -5,9919 -6,4911 -6,8009 -6,8358 -6,5495 -5,9420 -5,0429 -3,9213 -2,7100 -1,5863
F3    -6,0380 -4,2166 -2,4057 -0,8230 0,3344 0,8932 0,7508 -0,0294 -1,1893 -2,4097 -3,4844 -4,3587 -5,0487 -5,5651 -5,8944 -6,0199 -5,9479 -5,6986 -5,2630 -4,6008 -3,6833 -2,5189 -1,1635 0,2489 1,5046 2,3763 2,7200 2,5435 1,9996 1,2993 0,6166 0,0589 -0,3151 -0,4764 -0,4103 -0,0986 0,4944 1,3845 2,4905 3,6330 4,6487 5,4717 6,0836 6,4337 6,4643 6,1949 5,7227 5,1351 4,4588 3,6972 2,8825 2,0787 1,3560 0,7842 0,4375 0,3592 0,5028 0,7432 0,9595 1,1022 1,2026 1,3489 1,6496 2,1780 2,9038 3,6760 4,2986 4,6345 4,6381 4,3097 3,6400 2,6084 1,2439 -0,3117 -1,8066 -2,9703 -3,6475 -3,8752 -3,8125 -3,5831 -3,1893 -2,5597 -1,6451 -0,4481 1,0165 2,7239 4,5847 6,4145 7,9677 9,0128 9,4075 9,1347 8,2930 7,0647 5,6640 4,2764 3,0396 2,0649 1,4365 1,1724 1,1965 1,3620 1,5132 1,5421 1,4017 1,0807 0,5781 -0,0904 -0,8546 -1,5680 -2,0469 -2,1557 -1,8767 -1,3110 -0,5994 0,1851 1,0632 2,0449 3,0147 3,7634 4,1515 4,2275 4,1740 4,1530 4,2097 4,2893 4,3141 4,2297 4,0034 3,6370 3,2028 2,8328 2,6423 2,6647 2,8620 3,1701 3,5247 3,8967 4,3426 5,0007 6,0094 7,4121 9,1023 10,8328 12,3013 13,2761 13,6980 13,6959 13,4908 13,2612 13,0638 12,8259 12,3985 11,6662 10,6513 9,5224 8,4992 7,7405 7,2929 7,1238 7,1995 7,5049 7,9961 8,5969 9,2470 9,9080 10,5153 10,9409 11,0079 10,5643 9,5841 8,2206 6,7334 5,3287 4,0704 2,9424 1,9608 1,2015 0,7542 0,6715 0,9308 1,4387 2,0813 2,7663 3,4430 4,1028 4,7433 5,3362 5,8454 6,2561 6,5592 6,7329 6,7641 6,6702 6,4797 6,1990 5,8129 5,3276 4,8115 4,3726 4,0775 3,8931 3,7102 3,4106 2,9196 2,2442 1,5143 0,9773 0,8848 1,3110 2,0747 2,8452 3,3329 3,4213 3,1603 2,6504 1,9329 0,9981 -0,1029 -1,1817 -1,9622 -2,2276 -1,9539 -1,3126 -0,5556 0,0922 0,4825 0,5791 0,4662 0,2923 0,1894 0,2207 0,3674 0,5576 0,7363 0,9270 1,2135 1,6542 2,2172 2,7970 3,2851 3,6270 3,8289 3,9384 4,0127 4,0762 4,1109 4,1101 4,1342 4,2860 4,6223 5,0986 5,5867 5,9405 6,0662 5,9507 5,6373 5,1931 4,6892 4,1757 3,6607 3,1138 2,5010 1,8502 1,2753 0,8882 0,6937 0,6061 0,5534 0,5491 0,6754 0,9900 1,4467 1,9195 2,3040 2,6022 2,9051 3,2878 3,7351 4,1530 4,4157 4,4242 4,1730 3,7685 3,3754 3,1209 3,0169 2,9728 2,8995 2,8003 2,7755 2,9477 3,3681 3,9829 4,6817 5,3683 5,9961 6,5656 7,1050 7,6396 8,1524 8,5489 8,6683 8,3768 7,6638 6,6383 5,4791 4,4121 3,6641 3,3736 3,5461 4,0848 4,8434 5,6627 6,3989 6,9411 7,2135 7,1853 6,8945 6,4485 5,9776 5,5771 5,2958 5,1631 5,1873 5,3322 5,5287 5,7166 5,8680 5,9738 6,0128 5,9589 5,8404 5,7749 5,9286 6,4397 7,3526 8,5836 9,9430 11,2041 12,1862 12,8147 13,1141 13,1459 12,9582 12,5655 11,9563 11,1324 10,1380 9,0290 7,8310 6,5630 5,3041 4,2152 3,4803 3,2141 3,4014 3,9079 4,5629 5,2607 5,9858 6,7244 7,3514 7,6361 7,3930 6,6374 5,5964 4,5885 3,8906 3,6629 3,9173 4,5295 5,2981 6,0034 6,4496 6,5315 6,3036 5,9795 5,8343 6,0539 6,6259 7,3564 8,0045 8,4200 8,5747 8,5026 8,2596 7,9236 7,5784 7,2910 7,1210 7,1367 7,3991 7,9265 8,6671 9,4961 10,2301 10,6614 10,6302 10,1056 9,2106 8,1950 7,3806 7,0541 7,3357 8,1137 9,0725 9,8066 10,0077 9,6274 8,8685 8,0164 7,2836 6,7720 6,4934 6,3882 6,3564 6,2996 6,1248 5,7433 5,1357 4,4244 3,8421 3,6023 3,7763 4,2681 4,8860 5,4457 5,8379 6,0357 6,0774 6,0471 6,0438 6,1388 6,3343 6,5448 6,6225 6,4413 5,9978 5,4071 4,7834 4,1473 3,4347 2,5700 1,5360 0,3886 -0,7618 -1,7430 -2,3281 -2,3199 -1,6544 -0,4127 1,2513 3,1717 5,1561 6,9553 8,2976 8,9694 8,8853 8,1144 6,8488 5,3286 3,7669 2,3176 1,0906 0,1673 -0,4042 -0,6209 -0,5158 -0,1012 0,6643 1,8043 3,2148 4,6447 5,7896 6,4245 6,4792 6,0269 5,2275 4,2553 3,2327 2,2195 1,2733 0,5007 0,0329 -0,0335 0,3118 0,9679 1,7618 2,5394 3,2376 3,8799 4,5159 5,1734 5,8345 6,4069 6,7240 6,6073 5,9557 4,8325 3,5102 2,3951 1,8191 1,8424 2,2445 2,7018 2,9829 3,0168 2,8281 2,4652 2,0156 1,6366 1,5067 1,7361 2,3097 3,0823 3,8135 4,2508 4,2509 3,8506 3,2159 2,5329 1,9368 1,4890 1,1776 0,9426 0,7246 0,5264 0,4315 0,5444 0,9150 1,5170 2,2692 3,0703 3,8332 4,4958 4,9972 5,2708 5,3026 5,1761 5,0385 5,0322 5,2403 5,6550 6,1809 6,6675 6,9703 7,0135 6,7763 6,2384 5,3973 4,3303 3,1962 2,1684 1,3683 0,8452 0,5756 0,4445 0,2549 -0,1859 -0,9515 -1,9441 -2,9580 -3,8277 -4,5341 -5,1648 -5,7838 -6,3553 -6,7727 -6,9221 -6,7132 -6,0755 -4,9723 -3,4483 -1,6464 0,2308 1,9787 3,4469 4,5696 5,3365 5,7260 5,6651 5,0597 3,8816 2,2393 0,3709 -1,4386 -2,9743 -4,1689 -5,0840 -5,8100 -6,3712 -6,7125 -6,7652 -6,5088 -5,9623 -5,1480 -4,1072 -2,9429 -1,8131
F7    -4,6682 -3,0716 -1,4859 -0,0868 0,9448 1,4423 1,3133 0,6159 -0,4310 -1,5607 -2,5968 -3,4780 -4,1917 -4,7193 -5,0311 -5,1110 -4,9786 -4,6766 -4,2328 -3,6493 -2,9272 -2,0859 -1,1757 -0,3005 0,3912 0,7669 0,7776 0,4904 0,0644 -0,3218 -0,5427 -0,5531 -0,3705 -0,0372 0,4096 0,9530 1,6073 2,3885 3,2470 4,0545 4,6844 5,0825 5,2485 5,1822 4,8922 4,4478 3,9652 3,5220 3,1110 2,6813 2,2031 1,6913 1,1930 0,7696 0,4749 0,3219 0,2706 0,2617 0,2591 0,2624 0,3023 0,4345 0,7254 1,2129 1,8517 2,5061 3,0168 3,2803 3,2695 2,9978 2,4757 1,7083 0,7358 -0,3291 -1,3093 -2,0283 -2,4042 -2,5004 -2,4648 -2,3964 -2,2625 -1,9436 -1,3461 -0,4562 0,6941 2,0564 3,5467 5,0186 6,2753 7,1267 7,4543 7,2362 6,5368 5,4871 4,2575 3,0218 1,9411 1,1589 0,7705 0,7761 1,0600 1,4293 1,6952 1,7479 1,5685 1,1842 0,6262 -0,0683 -0,8206 -1,4972 -1,9476 -2,0713 -1,8687 -1,4364 -0,8950 -0,2994 0,3737 1,1318 1,8797 2,4565 2,7630 2,8392 2,8158 2,8020 2,8225 2,8368 2,8005 2,6956 2,5180 2,2751 2,0123 1,8132 1,7470 1,8248 2,0141 2,2738 2,5662 2,8779 3,2622 3,8377 4,7172 5,9314 7,3951 8,9135 10,2283 11,1102 11,4698 11,4006 11,1012 10,7469 10,4092 10,0435 9,5406 8,8249 7,9307 6,9942 6,1744 5,5810 5,2506 5,1676 5,3090 5,6537 6,1491 6,7144 7,2869 7,8312 8,2962 8,5748 8,5119 7,9630 6,8859 5,4051 3,7756 2,2488 0,9612 -0,0575 -0,8054 -1,2636 -1,3990 -1,1933 -0,6834 0,0301 0,8272 1,6141 2,3461 3,0214 3,6456 4,2072 4,6955 5,1145 5,4545 5,6696 5,7092 5,5615 5,2524 4,8171 4,2918 3,7342 3,2338 2,8810 2,7119 2,6798 2,6779 2,5930 2,3522 1,9566 1,5054 1,1849 1,1820 1,5439 2,1146 2,6250 2,8566 2,7467 2,3711 1,8416 1,2162 0,4980 -0,2872 -1,0217 -1,5183 -1,6308 -1,3636 -0,8684 -0,3396 0,0684 0,2594 0,2114 -0,0057 -0,2646 -0,4561 -0,5457 -0,5731 -0,5996 -0,6373 -0,6166 -0,4290 -0,0168 0,5755 1,2307 1,8324 2,3130 2,6563 2,8817 3,0231 3,1037 3,1290 3,1144 3,1182 3,2246 3,4777 3,8351 4,1824 4,3896 4,3706 4,1135 3,6725 3,1470 2,6504 2,2591 1,9713 1,7160 1,4116 1,0399 0,6673 0,3744 0,1726 0,0126 -0,1365 -0,2336 -0,1891 0,0497 0,4418 0,8904 1,3256 1,7526 2,2222 2,7483 3,2671 3,6717 3,8682 3,8189 3,5738 3,2572 3,0092 2,9183 2,9771 3,0994 3,1980 3,2611 3,3634 3,6067 4,0393 4,6246 5,2787 5,9239 6,5153 7,0339 7,4698 7,8077 8,0126 8,0121 7,7048 7,0268 6,0267 4,8619 3,7418 2,8756 2,4206 2,4362 2,8739 3,6087 4,4857 5,3603 6,1205 6,6862 6,9977 7,0237 6,7947 6,4145 6,0119 5,6724 5,4227 5,2632 5,1841 5,1544 5,1268 5,0637 4,9613 4,8457 4,7432 4,6679 4,6573 4,7989 5,1990 5,9249 6,9627 8,2001 9,4494 10,5127 11,2602 11,6735 11,8160 11,7624 11,5547 11,1980 10,6757 9,9783 9,1260 8,1569 7,0982 5,9718 4,8451 3,8638 3,2103 3,0102 3,2567 3,8130 4,4994 5,1982 5,8834 6,5381 7,0513 7,2279 6,9245 6,1795 5,2179 4,3381 3,7807 3,6588 3,9514 4,5301 5,2095 5,7974 6,1369 6,1604 5,9361 5,6536 5,5387 5,7320 6,2063 6,7939 7,3079 7,6454 7,7897 7,7607 7,5980 7,3648 7,1236 6,9179 6,7914 6,8105 7,0503 7,5483 8,2628 9,0656 9,7704 10,1840 10,1727 9,7190 8,9367 8,0435 7,3082 6,9619 7,1040 7,6554 8,3712 8,9237 9,0553 8,7090 8,0230 7,2112 6,4583 5,8836 5,5337 5,3827 5,3531 5,3480 5,2652 5,0152 4,5823 4,0764 3,6905 3,5889 3,8234 4,3238 4,9469 5,5470 6,0251 6,3362 6,4855 6,5183 6,4916 6,4438 6,3786 6,2645 6,0481 5,6903 5,2162 4,7118 4,2468 3,8103 3,3243 2,7130 1,9639 1,1376 0,3473 -0,2590 -0,5222 -0,3238 0,3585 1,4436 2,7973 4,2828 5,7518 7,0166 7,8731 8,1640 7,8395 6,9807 5,7669 4,4038 3,0588 1,8394 0,8114 0,0192 -0,5063 -0,7499 -0,7073 -0,3586 0,3343 1,3669 2,6221 3,8716 4,8570 5,4006 5,4705 5,1639 4,6314 3,9972 3,3184 2,6105 1,9122 1,3168 0,9414 0,8735 1,1205 1,5888 2,1348 2,6540 3,1283 3,5976 4,1002 4,6424 5,1937 5,6771 5,9760 5,9763 5,6221 4,9641 4,1872 3,5648 3,3156 3,4577 3,8011 4,0870 4,1424 3,9301 3,4872 2,8645 2,1529 1,5214 1,1670 1,2094 1,6294 2,2790 2,9331 3,3655 3,4374 3,1503 2,6203 2,0095 1,4670 1,0907 0,9049 0,8640 0,8936 0,9566 1,0821 1,3223 1,6975 2,1868 2,7414 3,2952 3,7832 4,1554 4,3653 4,3665 4,1559 3,8061 3,4374 3,1738 3,1092 3,2827 3,6691 4,1841 4,7079 5,1216 5,3190 5,2000 4,7076 3,8894 2,9067 1,9631 1,2138 0,7252 0,4753 0,3552 0,1977 -0,1451 -0,7229 -1,4647 -2,2331 -2,9261 -3,5403 -4,1302 -4,7133 -5,2248 -5,5469 -5,5627 -5,1970 -4,4239 -3,2609 -1,7753 -0,0962 1,5926 3,0898 4,2381 4,9704 5,2900 5,2106 4,7289 3,8526 2,6466 1,2439 -0,1887 -1,5013 -2,6027 -3,4804 -4,1812 -4,7577 -5,2145 -5,4942 -5,5159 -5,2245 -4,6095 -3,7025 -2,5859 -1,3991 -0,3104
