Fp1   -0,5713 -0,5631 -0,5054 -0,3937 -0,2056 0,0779 0,4512 0,8815 1,3057 1,6354 1,7965 1,7778 1,6282 1,4024 1,1125 0,7287 0,2310 -0,3440 -0,9234 -1,4545 -1,9209 -2,3164 -2,6145 -2,7582 -2,6817 -2,3595 -1,8433 -1,2403 -0,6582 -0,1721 0,1782 0,3888 0,4981 0,5741 0,6669 0,7713 0,8397 0,8177 0,6760 0,4385 0,1744 -0,0546 -0,2163 -0,2753 -0,1809 0,0997 0,5450 1,0696 1,5583 1,9280 2,1527 2,2375 2,1916 2,0304 1,7863 1,5003 1,2048 0,9330 0,7455 0,7147 0,8681 1,1566 1,4732 1,7035 1,7859 1,7461 1,6675 1,6135 1,5829 1,5353 1,4363 1,2864 1,1218 0,9787 0,8548 0,7247 0,5880 0,4857 0,4801 0,6215 0,9078 1,2748 1,6453 1,9833 2,2966 2,6098 2,9474 3,3145 3,6794 3,9854 4,1742 4,2065 4,0853 3,8656 3,6268 3,4324 3,3092 3,2436 3,1867 3,0799 2,8861 2,6054 2,2810 1,9950 1,8396 1,8768 2,1111 2,4776 2,8514 3,0969 3,1370 2,9792 2,6859 2,3226 1,9309 1,5468 1,2239 1,0115 0,9039 0,8364 0,7401 0,5866 0,3804 0,1275 -0,1700 -0,4980 -0,8306 -1,1507 -1,4471 -1,6888 -1,8368 -1,8936 -1,9171 -1,9730 -2,0835 -2,2221 -2,3404 -2,3994 -2,3820 -2,2779 -2,0637 -1,7111 -1,2154 -0,6092 0,0468 0,6852 1,2522 1,7213 2,0883 2,3601 2,5490 2,6670 2,7183 2,7042 2,6425 2,5757 2,5488 2,5772 2,6360 2,6784 2,6691 2,6034 2,4998 2,3774 2,2387 2,0730 1,8766 1,6589 1,4357 1,2322 1,0861 1,0358 1,1044 1,2857 1,5408 1,8167 2,0702 2,2696 2,3841 2,3892 2,2834 2,0851 1,8204 1,5276 1,2664 1,0993 1,0572 1,1259 1,2621 1,4158 1,5425 1,6158 1,6370 1,6189 1,5633 1,4612 1,3119 1,1371 0,9723 0,8355 0,7004 0,5173 0,2687 -0,0041 -0,2239 -0,3188 -0,2563 -0,0506 0,2555 0,6093 0,9549 1,2513 1,4923 1,6957 1,8732 2,0143 2,0822 2,0138 1,7568 1,3333 0,8543 0,4469 0,1692 -0,0036 -0,1359 -0,2785 -0,4333 -0,5646 -0,6436 -0,6693 -0,6544 -0,6120 -0,5538 -0,4940 -0,4608 -0,5004 -0,6461 -0,8721 -1,0975 -1,2378 -1,2413 -1,0957 -0,8255 -0,4765 -0,0973 0,2540 0,5000 0,5716 0,4577 0,2193 -0,0448 -0,2505 -0,3536 -0,3363 -0,1926 0,0656 0,4060 0,7773 1,1142 1,3608 1,4954 1,5162 1,4149 1,1868 0,8606 0,4978 0,1551 -0,1411 -0,3859 -0,5826 -0,7438 -0,8926 -1,0527 -1,2329 -1,4195 -1,5849 -1,7023 -1,7574 -1,7532 -1,7056 -1,6283 -1,5200 -1,3750 -1,1993 -1,0128 -0,8436 -0,7221 -0,6711 -0,7045 -0,8337 -1,0595 -1,3534 -1,6563 -1,9012 -2,0391 -2,0558 -1,9811 -1,8761 -1,8002 -1,7869 -1,8379 -1,9191 -1,9753 -1,9659 -1,8856 -1,7520 -1,5836 -1,3910 -1,1796 -0,9561 -0,7317 -0,5265 -0,3681 -0,2718 -0,2226 -0,1879 -0,1484 -0,1086 -0,0765 -0,0356 0,0545 0,2166 0,4205 0,5996 0,6974 0,6974 0,6218 0,5119 0,4095 0,3450 0,3351 0,3833 0,4787 0,6036 0,7408 0,8580 0,8939 0,7815 0,4968 0,0865 -0,3540 -0,7367 -1,0238 -1,2170 -1,3169 -1,3143 -1,2134 -1,0495 -0,8871 -0,8016 -0,8508 -1,0551 -1,3934 -1,8129 -2,2452 -2,6160 -2,8489 -2,8776 -2,6779 -2,3035 -1,8715 -1,4944 -1,2290 -1,0763 -1,0015 -0,9545 -0,8923 -0,7947 -0,6550 -0,4630 -0,2050 0,1230 0,5043 0,9009 1,2721 1,5919 1,8469 2,0191 2,0813 2,0268 1,9035 1,7935 1,7545 1,7918 1,8701 1,9416 1,9734 1,9615 1,9116 1,8095 1,6295 1,3819 1,1284 0,9338 0,8132 0,7316 0,6396 0,5095 0,3483 0,1796 0,0203 -0,1166 -0,2097 -0,2364 -0,1896 -0,0834 0,0474 0,1519 0,1825 0,1225 -0,0012 -0,1355 -0,2379 -0,3020 -0,3499 -0,4003 -0,4453 -0,4541 -0,3905 -0,2204 0,0825 0,5211 1,0483 1,5564 1,9240 2,0879 2,0552 1,8618 1,5441 1,1439 0,7208 0,3541 0,1200 0,0507 0,1114 0,2236 0,3183 0,3720 0,4020 0,4398 0,5110 0,6263 0,7730 0,9189 1,0368 1,1262 1,2165 1,3434 1,5131 1,6923 1,8271 1,8682 1,7892 1,5995 1,3373 1,0440 0,7476 0,4679 0,2282 0,0513 -0,0575 -0,1106 -0,1197 -0,0893 -0,0271 0,0527 0,1353 0,2094 0,2614 0,2677 0,2053 0,0810 -0,0496 -0,1107 -0,0610 0,0786 0,2388 0,3345 0,2956 0,0945 -0,2413 -0,6436 -1,0403 -1,3847 -1,6559 -1,8451 -1,9596 -2,0296 -2,0913 -2,1704 -2,2724 -2,3649 -2,3787 -2,2519 -1,9754 -1,5876 -1,1415 -0,6967 -0,3185 -0,0501 0,1061 0,1696 0,1572 0,0740 -0,0869 -0,3316 -0,6485 -1,0147 -1,4134 -1,8323 -2,2473 -2,6185 -2,9063 -3,0955 -3,1943 -3,2067 -3,1173 -2,9131 -2,6087 -2,2387 -1,8465 -1,4938 -1,2522 -1,1545 -1,1600 -1,1789 -1,1351 -1,0159 -0,8641 -0,7236 -0,5959 -0,4464 -0,2529 -0,0540 0,0625 0,0317 -0,1281 -0,3226 -0,4367 -0,3890 -0,1654 0,1674 0,4943 0,7310 0,8710 0,9597 1,0417 1,1436 1,2825 1,4577 1,6324 1,7409 1,7183 1,5343 1,2108 0,8062 0,3788 -0,0232 -0,3461 -0,5458 -0,6275 -0,6382 -0,6091 -0,5359 -0,4174 -0,2833 -0,1776 -0,1281 -0,1314 -0,1621 -0,1995 -0,2298 -0,2231 -0,1444 0,0065 0,1912 0,3641 0,4887 0,5314 0,4592 0,2563 -0,0643 -0,4733 -0,9485 -1,4758 -2,0144 -2,4844 -2,8178 -3,0009 -3,0419 -2,9215 -2,6101 -2,1363 -1,6116 -1,1775 -0,9370 -0,9117 -1,0413 -1,2379 -1,4516
Fz    -0,1743 -0,2115 -0,2133 -0,1716 -0,0590 0,1514 0,4633 0,8495 1,2487 1,5713 1,7426 1,7499 1,6339 1,4353 1,1630 0,8017 0,3454 -0,1733 -0,6995 -1,1984 -1,6628 -2,0843 -2,4289 -2,6370 -2,6465 -2,4310 -2,0269 -1,5187 -0,9969 -0,5317 -0,1678 0,0839 0,2511 0,3836 0,5139 0,6295 0,6879 0,6493 0,5059 0,3001 0,1035 -0,0343 -0,0934 -0,0538 0,1053 0,3766 0,7140 1,0432 1,2909 1,4205 1,4399 1,3753 1,2473 1,0715 0,8688 0,6612 0,4577 0,2652 0,1170 0,0662 0,1399 0,3038 0,4704 0,5466 0,4889 0,3314 0,1573 0,0295 -0,0474 -0,1011 -0,1545 -0,2176 -0,2933 -0,3911 -0,5358 -0,7424 -0,9792 -1,1653 -1,2056 -1,0353 -0,6590 -0,1498 0,4033 0,9442 1,4531 1,9278 2,3735 2,7863 3,1386 3,3912 3,5146 3,4991 3,3606 3,1370 2,8671 2,5736 2,2652 1,9400 1,5825 1,1742 0,7134 0,2264 -0,2252 -0,5495 -0,6563 -0,4974 -0,0860 0,5052 1,1528 1,7192 2,1115 2,3091 2,3340 2,2112 1,9581 1,6065 1,2188 0,8628 0,5657 0,3078 0,0617 -0,1799 -0,4148 -0,6472 -0,8820 -1,1137 -1,3352 -1,5500 -1,7582 -1,9316 -2,0291 -2,0441 -2,0170 -1,9981 -2,0096 -2,0384 -2,0506 -2,0124 -1,9061 -1,7229 -1,4433 -1,0413 -0,5131 0,1035 0,7411 1,3282 1,8076 2,1426 2,3178 2,3395 2,2378 2,0555 1,8288 1,5853 1,3661 1,2286 1,2121 1,3065 1,4589 1,6038 1,6927 1,7117 1,6772 1,6162 1,5478 1,4821 1,4275 1,3922 1,3852 1,4240 1,5299 1,7106 1,9534 2,2307 2,5086 2,7585 2,9626 3,1025 3,1452 3,0559 2,8297 2,5010 2,1240 1,7604 1,4792 1,3425 1,3741 1,5417 1,7712 1,9849 2,1328 2,2047 2,2215 2,2048 2,1523 2,0450 1,8764 1,6682 1,4557 1,2584 1,0650 0,8533 0,6284 0,4397 0,3575 0,4288 0,6468 0,9595 1,3065 1,6401 1,9251 2,1482 2,3262 2,4846 2,6271 2,7318 2,7634 2,6814 2,4621 2,1416 1,8192 1,5943 1,4991 1,4925 1,4956 1,4403 1,3101 1,1350 0,9472 0,7608 0,5857 0,4411 0,3525 0,3350 0,3723 0,4127 0,4042 0,3408 0,2662 0,2363 0,2974 0,4785 0,7767 1,1547 1,5596 1,9288 2,1841 2,2586 2,1453 1,9092 1,6506 1,4548 1,3684 1,4114 1,5916 1,8996 2,3034 2,7477 3,1572 3,4625 3,6306 3,6586 3,5488 3,3073 2,9612 2,5562 2,1330 1,7137 1,3105 0,9369 0,6036 0,3084 0,0354 -0,2312 -0,4917 -0,7322 -0,9366 -1,0962 -1,2088 -1,2712 -1,2720 -1,1934 -1,0258 -0,7805 -0,4910 -0,2090 0,0092 0,1276 0,1334 0,0211 -0,2077 -0,5255 -0,8759 -1,1953 -1,4351 -1,5723 -1,6193 -1,6239 -1,6487 -1,7398 -1,9030 -2,0949 -2,2473 -2,3116 -2,2827 -2,1854 -2,0516 -1,9053 -1,7588 -1,6188 -1,4907 -1,3799 -1,2961 -1,2481 -1,2310 -1,2290 -1,2308 -1,2342 -1,2319 -1,1989 -1,1003 -0,9232 -0,6994 -0,4872 -0,3357 -0,2684 -0,2835 -0,3609 -0,4702 -0,5787 -0,6516 -0,6586 -0,5966 -0,4956 -0,3985 -0,3534 -0,4149 -0,6250 -0,9758 -1,3962 -1,7837 -2,0593 -2,2034 -2,2368 -2,1747 -2,0181 -1,7809 -1,5015 -1,2364 -1,0514 -1,0063 -1,1339 -1,4251 -1,8334 -2,2950 -2,7410 -3,0968 -3,2905 -3,2864 -3,1172 -2,8691 -2,6273 -2,4371 -2,2980 -2,1819 -2,0595 -1,9174 -1,7529 -1,5593 -1,3237 -1,0382 -0,7058 -0,3403 0,0333 0,3872 0,6997 0,9516 1,1163 1,1646 1,0955 0,9609 0,8422 0,7972 0,8303 0,9039 0,9692 0,9973 0,9862 0,9378 0,8331 0,6454 0,3842 0,1071 -0,1197 -0,2655 -0,3470 -0,4107 -0,4989 -0,6255 -0,7850 -0,9711 -1,1710 -1,3541 -1,4759 -1,4950 -1,3935 -1,1902 -0,9412 -0,7178 -0,5682 -0,4913 -0,4515 -0,4152 -0,3746 -0,3422 -0,3293 -0,3282 -0,3116 -0,2396 -0,0691 0,2293 0,6550 1,1632 1,6595 2,0327 2,2153 2,2080 2,0521 1,7961 1,4858 1,1675 0,8887 0,6894 0,5845 0,5552 0,5630 0,5758 0,5829 0,5974 0,6522 0,7851 1,0133 1,3150 1,6393 1,9370 2,1838 2,3817 2,5407 2,6580 2,7183 2,7082 2,6225 2,4637 2,2445 1,9809 1,6805 1,3425 0,9687 0,5804 0,2248 -0,0449 -0,1916 -0,2012 -0,0819 0,1401 0,4325 0,7668 1,1126 1,4231 1,6317 1,6787 1,5526 1,3090 1,0424 0,8294 0,6913 0,5977 0,4936 0,3309 0,0958 -0,1810 -0,4426 -0,6424 -0,7625 -0,7987 -0,7430 -0,5997 -0,4048 -0,2117 -0,0680 0,0049 0,0315 0,0773 0,2041 0,4316 0,7399 1,0913 1,4321 1,6956 1,8361 1,8552 1,7864 1,6652 1,5102 1,3161 1,0688 0,7693 0,4321 0,0659 -0,3280 -0,7408 -1,1481 -1,5235 -1,8579 -2,1564 -2,4046 -2,5530 -2,5527 -2,3991 -2,1269 -1,7885 -1,4526 -1,1888 -1,0201 -0,9014 -0,7562 -0,5390 -0,2723 -0,0297 0,1240 0,1802 0,1808 0,1635 0,1151 -0,0104 -0,2273 -0,4842 -0,6826 -0,7225 -0,5436 -0,1543 0,3568 0,8552 1,2422 1,5036 1,6775 1,7963 1,8745 1,9248 1,9521 1,9391 1,8550 1,6732 1,3842 1,0062 0,5778 0,1342 -0,2908 -0,6447 -0,8767 -0,9825 -0,9957 -0,9378 -0,8082 -0,6194 -0,4072 -0,2020 -0,0146 0,1510 0,2852 0,3675 0,3811 0,3377 0,2713 0,2059 0,1453 0,0860 0,0262 -0,0311 -0,0806 -0,1252 -0,1838 -0,2889 -0,4781 -0,7772 -1,1674 -1,5806 -1,9531 -2,2671 -2,5213 -2,6785 -2,6741 -2,4849 -2,1702 -1,8399 -1,5926 -1,4683 -1,4406 -1,4620 -1,5161
F3    0,2488 0,2247 0,2022 0,2016 0,2688 0,4493 0,7573 1,1622 1,5910 1,9453 2,1474 2,1856 2,1033 1,9441 1,7122 1,3801 0,9311 0,3945 -0,1663 -0,6965 -1,1712 -1,5870 -1,9366 -2,1807 -2,2547 -2,1223 -1,8183 -1,4286 -1,0383 -0,7067 -0,4708 -0,3438 -0,2998 -0,2776 -0,2257 -0,1456 -0,0827 -0,0870 -0,1807 -0,3381 -0,4976 -0,6093 -0,6526 -0,6048 -0,4355 -0,1426 0,2247 0,5826 0,8514 0,9930 1,0184 0,9647 0,8655 0,7371 0,5799 0,3839 0,1368 -0,1515 -0,4254 -0,6046 -0,6403 -0,5464 -0,3853 -0,2284 -0,1155 -0,0367 0,0501 0,1749 0,3233 0,4433 0,4808 0,4114 0,2508 0,0338 -0,2127 -0,4679 -0,6960 -0,8452 -0,8651 -0,7249 -0,4374 -0,0622 0,3364 0,7265 1,1013 1,4582 1,7969 2,1128 2,3818 2,5663 2,6375 2,5913 2,4554 2,2788 2,1063 1,9565 1,8189 1,6662 1,4710 1,2205 0,9224 0,6066 0,3253 0,1396 0,0948 0,2034 0,4460 0,7770 1,1256 1,4096 1,5697 1,5904 1,4892 1,2941 1,0339 0,7482 0,4912 0,3055 0,1866 0,0869 -0,0366 -0,1921 -0,3687 -0,5628 -0,7733 -0,9838 -1,1743 -1,3448 -1,5073 -1,6541 -1,7587 -1,8162 -1,8633 -1,9480 -2,0871 -2,2511 -2,3811 -2,4206 -2,3371 -2,1164 -1,7465 -1,2206 -0,5587 0,1803 0,9094 1,5403 2,0129 2,3099 2,4439 2,4416 2,3399 2,1759 1,9699 1,7300 1,4850 1,2991 1,2370 1,3136 1,4836 1,6772 1,8414 1,9586 2,0364 2,0842 2,0973 2,0637 1,9836 1,8703 1,7392 1,6084 1,5013 1,4415 1,4452 1,5125 1,6247 1,7539 1,8783 1,9857 2,0654 2,1072 2,1118 2,0922 2,0579 2,0122 1,9676 1,9474 1,9669 2,0160 2,0615 2,0687 2,0239 1,9434 1,8598 1,7956 1,7491 1,7025 1,6382 1,5511 1,4468 1,3235 1,1604 0,9388 0,6784 0,4404 0,2912 0,2682 0,3688 0,5592 0,7941 1,0344 1,2534 1,4427 1,6165 1,7941 1,9745 2,1313 2,2208 2,1885 1,9944 1,6578 1,2711 0,9502 0,7644 0,7083 0,7228 0,7407 0,7207 0,6469 0,5115 0,3185 0,0950 -0,1194 -0,2909 -0,3953 -0,4232 -0,3933 -0,3455 -0,3033 -0,2527 -0,1621 -0,0047 0,2327 0,5411 0,8918 1,2519 1,5829 1,8308 1,9397 1,8839 1,6893 1,4243 1,1701 0,9923 0,9324 1,0102 1,2241 1,5531 1,9546 2,3611 2,6969 2,9079 2,9695 2,8786 2,6562 2,3523 2,0320 1,7444 1,5058 1,3092 1,1415 0,9878 0,8278 0,6406 0,4202 0,1863 -0,0261 -0,1854 -0,2780 -0,3119 -0,3068 -0,2766 -0,2192 -0,1285 -0,0107 0,1129 0,2150 0,2758 0,2903 0,2577 0,1640 -0,0125 -0,2715 -0,5739 -0,8592 -1,0774 -1,2093 -1,2719 -1,3027 -1,3336 -1,3781 -1,4362 -1,4959 -1,5403 -1,5640 -1,5747 -1,5764 -1,5604 -1,5150 -1,4308 -1,3018 -1,1315 -0,9402 -0,7568 -0,5997 -0,4689 -0,3530 -0,2445 -0,1513 -0,0863 -0,0441 0,0038 0,0792 0,1714 0,2429 0,2545 0,1856 0,0448 -0,1316 -0,2962 -0,4173 -0,4873 -0,5115 -0,4973 -0,4511 -0,3839 -0,3238 -0,3228 -0,4402 -0,7051 -1,0858 -1,4984 -1,8543 -2,1068 -2,2549 -2,3142 -2,2946 -2,2027 -2,0512 -1,8677 -1,6976 -1,5983 -1,6220 -1,7942 -2,1003 -2,4877 -2,8759 -3,1697 -3,2805 -3,1625 -2,8447 -2,4181 -1,9803 -1,5957 -1,2973 -1,1001 -1,0003 -0,9729 -0,9796 -0,9771 -0,9208 -0,7740 -0,5234 -0,1924 0,1658 0,4938 0,7504 0,9123 0,9681 0,9202 0,8004 0,6771 0,6231 0,6686 0,7879 0,9249 1,0262 1,0686 1,0697 1,0631 1,0554 1,0201 0,9350 0,8096 0,6672 0,5184 0,3573 0,1748 -0,0249 -0,2151 -0,3637 -0,4616 -0,5215 -0,5500 -0,5409 -0,4924 -0,4142 -0,3233 -0,2437 -0,1999 -0,1988 -0,2153 -0,2074 -0,1505 -0,0590 0,0265 0,0713 0,0734 0,0665 0,1042 0,2419 0,5167 0,9265 1,4170 1,8905 2,2473 2,4328 2,4431 2,3019 2,0466 1,7257 1,3939 1,1048 0,9012 0,8017 0,7883 0,8183 0,8571 0,8976 0,9523 1,0406 1,1856 1,4033 1,6803 1,9743 2,2433 2,4699 2,6658 2,8516 3,0233 3,1385 3,1392 2,9866 2,6849 2,2817 1,8461 1,4358 1,0772 0,7668 0,4897 0,2396 0,0270 -0,1227 -0,1813 -0,1418 -0,0297 0,1090 0,2339 0,3286 0,3952 0,4316 0,4225 0,3602 0,2680 0,1926 0,1693 0,1963 0,2384 0,2477 0,1883 0,0569 -0,1140 -0,2745 -0,3860 -0,4417 -0,4588 -0,4557 -0,4447 -0,4350 -0,4284 -0,4176 -0,3903 -0,3226 -0,1775 0,0693 0,4042 0,7838 1,1594 1,4800 1,6917 1,7625 1,7007 1,5385 1,3109 1,0548 0,8042 0,5774 0,3764 0,1872 -0,0223 -0,2858 -0,6148 -0,9899 -1,3753 -1,7348 -2,0344 -2,2356 -2,2996 -2,2034 -1,9553 -1,5973 -1,2017 -0,8606 -0,6527 -0,5940 -0,6241 -0,6500 -0,6067 -0,4892 -0,3357 -0,1845 -0,0425 0,1154 0,3116 0,5215 0,6771 0,7236 0,6687 0,5782 0,5324 0,5853 0,7414 0,9472 1,1120 1,1663 1,1124 1,0129 0,9367 0,9269 0,9980 1,1321 1,2775 1,3695 1,3600 1,2352 1,0131 0,7185 0,3609 -0,0467 -0,4498 -0,7656 -0,9472 -1,0031 -0,9517 -0,7981 -0,5694 -0,3308 -0,1421 -0,0111 0,1016 0,2347 0,3823 0,5021 0,5700 0,6030 0,6280 0,6498 0,6502 0,6121 0,5469 0,4916 0,4698 0,4533 0,3634 0,1240 -0,2686 -0,7219 -1,1117 -1,3839 -1,5800 -1,7628 -1,9301 -2,0073 -1,9290 -1,7250 -1,5118 -1,4071 -1,4516 -1,5873 -1,7098 -1,7515
F7    1,0107 0,9350 0,7947 0,6098 0,4238 0,2809 0,2081 0,2147 0,2865 0,3771 0,4242 0,3887 0,2758 0,1195 -0,0528 -0,2423 -0,4625 -0,7085 -0,9590 -1,2013 -1,4322 -1,6343 -1,7646 -1,7700 -1,6172 -1,3135 -0,9103 -0,4819 -0,0970 0,2007 0,4011 0,5270 0,6190 0,7061 0,7810 0,8076 0,7595 0,6439 0,4922 0,3386 0,2058 0,0971 0,0080 -0,0505 -0,0482 0,0402 0,2050 0,3936 0,5430 0,6268 0,6547 0,6334 0,5520 0,4111 0,2404 0,0767 -0,0607 -0,1581 -0,1814 -0,0833 0,1550 0,4871 0,8036 0,9790 0,9414 0,7166 0,3976 0,0728 -0,2113 -0,4336 -0,5746 -0,6091 -0,5192 -0,3282 -0,1090 0,0588 0,1418 0,1650 0,1872 0,2693 0,4402 0,6733 0,9058 1,0909 1,2270 1,3450 1,4814 1,6498 1,8272 1,9736 2,0608 2,0809 2,0454 1,9824 1,9219 1,8762 1,8406 1,8020 1,7388 1,6260 1,4480 1,2057 0,9219 0,6455 0,4418 0,3694 0,4564 0,6857 1,0009 1,3341 1,6338 1,8707 2,0328 2,1192 2,1357 2,0967 2,0273 1,9484 1,8464 1,6735 1,3948 1,0311 0,6426 0,2776 -0,0577 -0,3854 -0,7224 -1,0666 -1,3954 -1,6675 -1,8499 -1,9513 -2,0080 -2,0350 -2,0073 -1,8908 -1,6794 -1,4012 -1,0991 -0,8084 -0,5420 -0,2907 -0,0429 0,1971 0,4107 0,5771 0,6853 0,7400 0,7589 0,7603 0,7545 0,7460 0,7450 0,7706 0,8382 0,9490 1,0959 1,2732 1,4677 1,6496 1,7805 1,8259 1,7556 1,5491 1,2144 0,8050 0,4129 0,1258 -0,0146 -0,0095 0,1228 0,3503 0,6208 0,8749 1,0740 1,2127 1,3045 1,3607 1,3780 1,3413 1,2375 1,0681 0,8538 0,6359 0,4668 0,3875 0,4125 0,5352 0,7382 0,9879 1,2330 1,4266 1,5457 1,5803 1,5217 1,3720 1,1483 0,8741 0,5761 0,2812 0,0016 -0,2683 -0,5293 -0,7554 -0,8971 -0,9047 -0,7514 -0,4449 -0,0289 0,4188 0,8060 1,0668 1,1871 1,1959 1,1420 1,0692 0,9912 0,8836 0,7123 0,4796 0,2393 0,0536 -0,0582 -0,1250 -0,1951 -0,2990 -0,4204 -0,5091 -0,5329 -0,5054 -0,4696 -0,4722 -0,5425 -0,6680 -0,7991 -0,8970 -0,9612 -0,9973 -0,9838 -0,8877 -0,6881 -0,3791 0,0217 0,4656 0,8860 1,2175 1,4037 1,4060 1,2223 0,8971 0,5126 0,1555 -0,1143 -0,2683 -0,3051 -0,2489 -0,1351 0,0050 0,1490 0,2883 0,4256 0,5527 0,6350 0,6337 0,5436 0,4009 0,2568 0,1492 0,0972 0,0998 0,1361 0,1751 0,1947 0,1916 0,1781 0,1684 0,1652 0,1597 0,1421 0,1027 0,0310 -0,0704 -0,1778 -0,2611 -0,3041 -0,3143 -0,3149 -0,3231 -0,3427 -0,3790 -0,4490 -0,5660 -0,7181 -0,8652 -0,9571 -0,9565 -0,8631 -0,7268 -0,6285 -0,6336 -0,7516 -0,9213 -1,0413 -1,0333 -0,8874 -0,6543 -0,4032 -0,1867 -0,0283 0,0770 0,1527 0,2133 0,2442 0,2227 0,1502 0,0458 -0,0761 -0,2032 -0,3169 -0,3966 -0,4260 -0,3990 -0,3292 -0,2437 -0,1633 -0,0945 -0,0412 -0,0124 -0,0065 0,0059 0,0707 0,2158 0,4174 0,6082 0,7227 0,7227 0,5903 0,3238 -0,0495 -0,4684 -0,8577 -1,1619 -1,3667 -1,4846 -1,5183 -1,4560 -1,2977 -1,0728 -0,8395 -0,6672 -0,6062 -0,6665 -0,8199 -1,0106 -1,1656 -1,2166 -1,1362 -0,9536 -0,7385 -0,5774 -0,5441 -0,6653 -0,9088 -1,1966 -1,4279 -1,5049 -1,3698 -1,0290 -0,5463 -0,0183 0,4562 0,8118 1,0319 1,1326 1,1440 1,1068 1,0689 1,0609 1,0701 1,0559 0,9959 0,9046 0,8142 0,7586 0,7698 0,8694 1,0498 1,2597 1,4115 1,4173 1,2420 0,9357 0,6058 0,3494 0,2074 0,1688 0,1951 0,2408 0,2665 0,2472 0,1761 0,0645 -0,0647 -0,1841 -0,2661 -0,2953 -0,2801 -0,2469 -0,2226 -0,2213 -0,2429 -0,2791 -0,3212 -0,3646 -0,4051 -0,4366 -0,4531 -0,4493 -0,4182 -0,3493 -0,2237 -0,0186 0,2621 0,5637 0,8040 0,9223 0,9026 0,7668 0,5569 0,3168 0,0796 -0,1360 -0,3266 -0,5012 -0,6655 -0,7987 -0,8564 -0,8017 -0,6308 -0,3709 -0,0658 0,2352 0,4851 0,6526 0,7395 0,7770 0,8010 0,8277 0,8526 0,8669 0,8671 0,8478 0,8009 0,7295 0,6502 0,5693 0,4713 0,3369 0,1667 -0,0203 -0,2081 -0,3939 -0,5811 -0,7774 -0,9897 -1,2028 -1,3718 -1,4488 -1,4147 -1,2848 -1,1011 -0,9116 -0,7426 -0,5954 -0,4700 -0,3719 -0,2972 -0,2347 -0,1876 -0,1815 -0,2436 -0,3771 -0,5529 -0,7260 -0,8579 -0,9299 -0,9501 -0,9480 -0,9612 -1,0285 -1,1806 -1,4161 -1,6862 -1,9152 -2,0466 -2,0712 -2,0161 -1,9224 -1,8291 -1,7423 -1,6121 -1,3662 -0,9878 -0,5644 -0,2408 -0,1167 -0,1972 -0,4197 -0,6973 -0,9546 -1,1531 -1,2968 -1,4184 -1,5643 -1,7747 -2,0572 -2,3806 -2,6986 -2,9666 -3,1350 -3,1513 -2,9875 -2,6673 -2,2591 -1,8284 -1,3947 -0,9450 -0,4898 -0,0866 0,2029 0,3585 0,3954 0,3316 0,1688 -0,0946 -0,4382 -0,8122 -1,1512 -1,3919 -1,4843 -1,3967 -1,1284 -0,7133 -0,2129 0,2821 0,6690 0,8871 0,9467 0,8970 0,7740 0,5749 0,2673 -0,1781 -0,7510 -1,3859 -1,9788 -2,4206 -2,6366 -2,6243 -2,4571 -2,2353 -2,0212 -1,8152 -1,5837 -1,2919 -0,9305 -0,5511 -0,2665 -0,1804 -0,3133 -0,6076 -0,9794 -1,3674 -1,7555 -2,1500 -2,5147 -2,7457 -2,7602 -2,6169 -2,5027 -2,5687 -2,7935 -3,0152 -3,0948 -3,0464 -3,0029 -3,0759 -3,2701 -3,4922 -3,6014 -3,4833 -3,1289 -2,6406 -2,1453 -1,7194 -1,3950 -1,1923 -1,1305 -1,2212 -1,4614
