Fp1   -1,3360 -1,1345 -0,9218 -0,7137 -0,5373 -0,4181 -0,3675 -0,3622 -0,3420 -0,2458 -0,0440 0,2634 0,6456 1,0225 1,2733 1,2863 1,0051 0,4391 -0,3412 -1,1988 -1,9458 -2,4030 -2,4729 -2,1610 -1,5393 -0,7162 0,1639 0,9410 1,4986 1,8084 1,9220 1,9214 1,8817 1,8585 1,8711 1,8880 1,8484 1,6971 1,4052 0,9737 0,4395 -0,1267 -0,6473 -1,0591 -1,3119 -1,3827 -1,3031 -1,1510 -1,0002 -0,8708 -0,7301 -0,5420 -0,3091 -0,0644 0,1671 0,3928 0,6429 0,9455 1,3056 1,6922 2,0402 2,2787 2,3756 2,3430 2,1892 1,8937 1,4528 0,9289 0,4418 0,1112 0,0100 0,1662 0,5884 1,2663 2,1416 3,0866 3,9261 4,5024 4,7327 4,6138 4,1973 3,5711 2,8358 2,0780 1,3634 0,7409 0,2343 -0,1629 -0,4731 -0,7159 -0,9057 -1,0544 -1,1580 -1,1791 -1,0579 -0,7636 -0,3430 0,0823 0,3736 0,4395 0,2509 -0,1907 -0,8815 -1,8086 -2,9300 -4,1701 -5,4306 -6,6036 -7,5975 -8,3748 -8,9616 -9,4099 -9,7529 -9,9890 -10,0843 -9,9881 -9,6616 -9,1022 -8,3512 -7,4939 -6,6469 -5,9253 -5,4006 -5,0689 -4,8592 -4,6827 -4,4760 -4,2087 -3,8804 -3,5080 -3,0961 -2,6183 -2,0283 -1,2832 -0,3550 0,7611 2,0212 3,3187 4,5233 5,5489 6,3849 7,0730 7,6560 8,1305 8,4387 8,5034 8,2853 7,8217 7,2119 6,5557 5,9046 5,2652 4,6387 4,0577 3,5774 3,2231 2,9634 2,7376 2,4941 2,2071 1,8814 1,5393 1,1930 0,8271 0,4094 -0,0787 -0,6134 -1,1332 -1,5760 -1,8987 -2,0687 -2,0634 -1,8826 -1,5518 -1,1205 -0,6676 -0,2824 -0,0136 0,1536 0,2638 0,3563 0,4599 0,5912 0,7462 0,9029 1,0392 1,1611 1,3131 1,5511 1,8981 2,3254 2,7788 3,2127 3,5967 3,9008 4,0835 4,1053 3,9687 3,7360 3,4971 3,3232 3,2408 3,2329 3,2625 3,3038 3,3578 3,4348 3,5294 3,6271 3,7144 3,7516 3,6586 3,3581 2,8305 2,1286 1,3549 0,6146 -0,0145 -0,4682 -0,6821 -0,6152 -0,2771 0,2785 0,9733 1,7102 2,3841 2,9117 3,2529 3,4149 3,4453 3,4179 3,4037 3,4421 3,5348 3,6639 3,8118 3,9604 4,0765 4,1139 4,0545 3,9393 3,8383 3,7920 3,7876 3,7821 3,7415 3,6696 3,5912 3,5111 3,4073 3,2569 3,0550 2,8192 2,5896 2,4214 2,3619 2,4261 2,6009 2,8686 3,2139 3,6142 4,0342 4,4290 4,7491 4,9495 5,0039 4,9057 4,6616 4,2897 3,8174 3,2813 2,7284 2,2147 1,8053 1,5608 1,5136 1,6612 1,9737 2,3877 2,8011 3,0919 3,1595 2,9743 2,6092 2,2148 1,9491 1,9250 2,1881 2,6990 3,3401 3,9581 4,4105 4,5995 4,4889 4,1104 3,5613 2,9712 2,4550 2,0926 1,9340 1,9912 2,2187 2,5157 2,7675 2,8950 2,8709 2,7069 2,4472 2,1706 1,9715 1,9199 2,0308 2,2749 2,6080 2,9869 3,3667 3,6956 3,9249 4,0257 4,0014 3,8835 3,7111 3,5087 3,2822 3,0415 2,8305 2,7212 2,7567 2,9043 3,0738 3,1784 3,1763 3,0720 2,8994 2,7085 2,5514 2,4597 2,4304 2,4427 2,4889 2,5831 2,7437 2,9738 3,2668 3,6304 4,0888 4,6519 5,2797 5,8753 6,3273 6,5780 6,6518 6,6250 6,5794 6,5705 6,6149 6,6991 6,7890 6,8354 6,7948 6,6563 6,4387 6,1641 5,8555 5,5648 5,3694 5,3230 5,4258 5,6366 5,8961 6,1499 6,3783 6,6084 6,8868 7,2401 7,6543 8,0769 8,4332 8,6470 8,6622 8,4654 8,1001 7,6495 7,1978 6,7969 6,4514 6,1326 5,8153 5,5076 5,2479 5,0897 5,0946 5,3171 5,7649 6,3686 7,0150 7,6190 8,1545 8,6269 9,0527 9,4665 9,9123 10,4127 10,9484 11,4662 11,8932 12,1528 12,1855 11,9746 11,5637 11,0640 10,6329 10,4130 10,4721 10,7908 11,2900 11,8691 12,4248 12,8539 13,0757 13,0705 12,8934 12,6406 12,3880 12,1513 11,8976 11,5845 11,1983 10,7586 10,2904 9,8167 9,3888 9,0907 8,9914 9,0961 9,3476 9,6656 9,9758 10,2162 10,3413 10,3342 10,2191 10,0615 9,9466 9,9496 10,1121 10,4367 10,8978 11,4521 12,0432 12,5976 13,0347 13,3049 13,4086 13,3542 13,1151 12,6567 11,9979 11,2339 10,5094 9,9666 9,6940 9,7053 9,9516 10,3468 10,7935 11,2113 11,5604 11,8448 12,0981 12,3639 12,6663 12,9807 13,2299 13,3096 13,1260 12,6325 11,8609 10,9167 9,9281 8,9981 8,1909 7,5294 6,9897 6,5129 6,0386 5,5363 5,0229 4,5469 4,1453 3,8189 3,5483 3,3190 3,1309 3,0010 2,9605 3,0365 3,2146 3,4233 3,5764 3,6348 3,6247 3,6114 3,6623 3,8241 4,1125 4,5036 4,9274 5,2862 5,4965 5,5224 5,3878 5,1569 4,8811 4,5620 4,1631 3,6530 3,0365 2,3513 1,6514 0,9990 0,4561 0,0739 -0,1063 -0,0481 0,2779 0,8816 1,7346 2,7515 3,7983 4,7396 5,4866 5,9978 6,2591 6,2854 6,1243 5,8322 5,4552 5,0366 4,6187 4,2285 3,8710 3,5327 3,1736 2,7340 2,1771 1,5355 0,9150 0,4465 0,2205 0,2600 0,5427 1,0334 1,6872 2,4281 3,1457 3,7287 4,1061 4,2679 4,2659 4,1926 4,1382 4,1546 4,2626 4,4724 4,7801 5,1603 5,5775 5,9897 6,3464 6,6100 6,7773 6,8692 6,9124 6,9293 6,9257 6,8899 6,8145 6,7044 6,5578 6,3534 6,0689 5,7218 5,3848 5,1482 5,0635 5,1164 5,2338 5,3140 5,2762 5,1051 4,8534 4,6012 4,4134 4,3242 4,3354 4,4148 4,5084 4,5593 4,5190
Fz    -0,2326 -0,2830 -0,3325 -0,4048 -0,5068 -0,6307 -0,7632 -0,8873 -0,9781 -1,0130 -0,9814 -0,8794 -0,7096 -0,4982 -0,2975 -0,1631 -0,1278 -0,1950 -0,3433 -0,5256 -0,6693 -0,6987 -0,5693 -0,2819 0,1287 0,6073 1,0780 1,4562 1,6807 1,7369 1,6529 1,4778 1,2621 1,0467 0,8555 0,6916 0,5461 0,4131 0,2920 0,1815 0,0821 -0,0002 -0,0621 -0,1079 -0,1459 -0,1885 -0,2536 -0,3532 -0,4824 -0,6236 -0,7594 -0,8816 -0,9905 -1,0868 -1,1614 -1,1948 -1,1688 -1,0735 -0,9057 -0,6716 -0,3957 -0,1160 0,1341 0,3307 0,4437 0,4350 0,2872 0,0311 -0,2618 -0,5161 -0,6821 -0,7383 -0,6812 -0,5182 -0,2681 0,0377 0,3557 0,6396 0,8533 0,9732 0,9870 0,9002 0,7307 0,4921 0,1903 -0,1678 -0,5752 -1,0315 -1,5356 -2,0688 -2,5904 -3,0483 -3,3929 -3,5863 -3,6102 -3,4751 -3,2286 -2,9525 -2,7432 -2,6848 -2,8269 -3,1793 -3,7200 -4,4060 -5,1853 -6,0036 -6,8044 -7,5275 -8,1196 -8,5528 -8,8330 -8,9876 -9,0460 -9,0316 -8,9630 -8,8586 -8,7435 -8,6490 -8,6034 -8,6248 -8,7211 -8,8893 -9,1093 -9,3338 -9,4934 -9,5228 -9,3834 -9,0680 -8,5949 -7,9950 -7,2922 -6,4911 -5,5801 -4,5466 -3,3899 -2,1235 -0,7746 0,6088 1,9587 3,2039 4,2935 5,2086 5,9547 6,5431 6,9881 7,3152 7,5649 7,7824 7,9959 8,1979 8,3485 8,4015 8,3303 8,1403 7,8610 7,5212 7,1338 6,7055 6,2477 5,7724 5,2872 4,7954 4,2948 3,7774 3,2374 2,6881 2,1770 1,7766 1,5539 1,5482 1,7677 2,1851 2,7342 3,3210 3,8491 4,2420 4,4598 4,5117 4,4489 4,3364 4,2286 4,1640 4,1604 4,2093 4,2781 4,3303 4,3485 4,3475 4,3660 4,4448 4,6035 4,8350 5,1135 5,4044 5,6715 5,8822 6,0144 6,0701 6,0796 6,0787 6,0837 6,0853 6,0594 5,9794 5,8323 5,6286 5,3959 5,1649 4,9685 4,8367 4,7735 4,7469 4,7126 4,6454 4,5473 4,4352 4,3234 4,2213 4,1480 4,1414 4,2417 4,4683 4,8115 5,2357 5,6829 6,0880 6,4047 6,6188 6,7425 6,8060 6,8505 6,9157 7,0277 7,2002 7,4419 7,7549 8,1207 8,4928 8,8088 9,0219 9,1236 9,1334 9,0748 8,9647 8,8222 8,6825 8,6011 8,6348 8,8130 9,1249 9,5282 9,9682 10,3955 10,7805 11,1158 11,4007 11,6219 11,7511 11,7608 11,6411 11,4030 11,0720 10,6777 10,2471 9,8027 9,3643 8,9489 8,5690 8,2292 7,9248 7,6474 7,3986 7,1991 7,0842 7,0853 7,2088 7,4365 7,7419 8,0956 8,4560 8,7673 8,9730 9,0376 8,9645 8,7997 8,6148 8,4837 8,4610 8,5632 8,7652 9,0161 9,2586 9,4453 9,5495 9,5711 9,5363 9,4885 9,4716 9,5161 9,6307 9,7999 9,9887 10,1550 10,2700 10,3350 10,3767 10,4233 10,4868 10,5638 10,6444 10,7142 10,7551 10,7540 10,7139 10,6535 10,5932 10,5406 10,4848 10,4031 10,2745 10,0945 9,8796 9,6534 9,4328 9,2293 9,0559 8,9261 8,8406 8,7788 8,7112 8,6235 8,5229 8,4269 8,3544 8,3250 8,3557 8,4526 8,6068 8,7917 8,9658 9,0859 9,1260 9,0894 9,0107 8,9478 8,9599 9,0782 9,2861 9,5218 9,7035 9,7686 9,7002 9,5276 9,3114 9,1221 9,0170 9,0227 9,1279 9,2910 9,4624 9,6101 9,7253 9,8095 9,8624 9,8828 9,8676 9,8081 9,6944 9,5238 9,3037 9,0526 8,8010 8,5876 8,4492 8,4115 8,4816 8,6398 8,8385 9,0128 9,1053 9,0950 9,0051 8,8784 8,7439 8,6065 8,4560 8,2811 8,0808 7,8707 7,6770 7,5293 7,4640 7,5205 7,7123 7,9980 8,2998 8,5599 8,7741 8,9702 9,1722 9,3867 9,6084 9,8239 10,0135 10,1545 10,2261 10,2108 10,0946 9,8712 9,5521 9,1821 8,8411 8,6127 8,5430 8,6284 8,8314 9,1001 9,3797 9,6186 9,7795 9,8528 9,8593 9,8316 9,7803 9,6760 9,4676 9,1193 8,6354 8,0525 7,4099 6,7385 6,0830 5,5125 5,0978 4,8770 4,8402 4,9398 5,1099 5,2887 5,4374 5,5431 5,6084 5,6462 5,6811 5,7481 5,8835 6,1105 6,4258 6,7967 7,1672 7,4732 7,6645 7,7266 7,6779 7,5375 7,3013 6,9537 6,4981 5,9731 5,4446 4,9841 4,6459 4,4544 4,4059 4,4777 4,6357 4,8454 5,0882 5,3687 5,7057 6,1156 6,5979 7,1238 7,6325 8,0453 8,2884 8,3100 8,0898 7,6432 7,0189 6,2899 5,5398 4,8386 4,2161 3,6578 3,1294 2,6115 2,1188 1,6909 1,3583 1,1165 0,9282 0,7448 0,5279 0,2631 -0,0383 -0,3540 -0,6755 -1,0178 -1,3976 -1,8023 -2,1846 -2,4837 -2,6485 -2,6471 -2,4660 -2,1170 -1,6473 -1,1288 -0,6289 -0,1860 0,1940 0,5203 0,7954 1,0068 1,1319 1,1493 1,0509 0,8491 0,5771 0,2859 0,0350 -0,1209 -0,1420 -0,0040 0,3021 0,7661 1,3495 1,9835 2,5844 3,0802 3,4324 3,6368 3,7092 3,6762 3,5714 3,4320 3,2971 3,2002 3,1559 3,1512 3,1543 3,1264 3,0219 2,7921 2,4120 1,9096 1,3669 0,8893 0,5642 0,4383 0,5220 0,8021 1,2411 1,7714 2,2991 2,7260 2,9816 3,0466 2,9546 2,7752 2,5874 2,4553 2,4172 2,4851 2,6446 2,8621 3,1001 3,3304 3,5410 3,7387 3,9388 4,1496 4,3668 4,5764 4,7519 4,8608 4,8821 4,8146 4,6665 4,4435 4,1492 3,7991 3,4252 3,0615 2,7259 2,4203 2,1379 1,8668 1,5934 1,3124 1,0367 0,7922 0,6032 0,4845 0,4381 0,4521 0,5059 0,5803 0,6658
F3    -0,6860 -0,5799 -0,4771 -0,4068 -0,3944 -0,4545 -0,5846 -0,7553 -0,9077 -0,9774 -0,9241 -0,7411 -0,4591 -0,1484 0,0998 0,2116 0,1595 -0,0383 -0,3284 -0,6276 -0,8341 -0,8579 -0,6560 -0,2431 0,3254 0,9696 1,5877 2,0720 2,3466 2,3954 2,2571 1,9978 1,6862 1,3789 1,1063 0,8679 0,6463 0,4275 0,2029 -0,0374 -0,2974 -0,5601 -0,7946 -0,9728 -1,0753 -1,0971 -1,0561 -0,9863 -0,9179 -0,8614 -0,8139 -0,7775 -0,7657 -0,7869 -0,8270 -0,8537 -0,8371 -0,7613 -0,6229 -0,4303 -0,2086 0,0024 0,1663 0,2589 0,2516 0,1089 -0,1764 -0,5513 -0,9172 -1,1750 -1,2599 -1,1466 -0,8366 -0,3500 0,2733 0,9679 1,6457 2,2152 2,6045 2,7678 2,6849 2,3657 1,8490 1,1894 0,4503 -0,3019 -1,0119 -1,6470 -2,1942 -2,6480 -3,0019 -3,2462 -3,3648 -3,3329 -3,1257 -2,7458 -2,2510 -1,7526 -1,3800 -1,2352 -1,3640 -1,7565 -2,3675 -3,1386 -4,0076 -4,9105 -5,7836 -6,5657 -7,2079 -7,6927 -8,0419 -8,2969 -8,4906 -8,6339 -8,7221 -8,7523 -8,7373 -8,7062 -8,6935 -8,7277 -8,8276 -8,9994 -9,2302 -9,4780 -9,6746 -9,7527 -9,6702 -9,4160 -9,0058 -8,4709 -7,8349 -7,0930 -6,2172 -5,1821 -3,9849 -2,6452 -1,2029 0,2786 1,7211 3,0555 4,2399 5,2604 6,1165 6,8041 7,3129 7,6399 7,8033 7,8453 7,8157 7,7467 7,6400 7,4797 7,2594 7,0029 6,7541 6,5398 6,3508 6,1589 5,9371 5,6666 5,3425 4,9717 4,5600 4,1095 3,6304 3,1530 2,7285 2,4157 2,2566 2,2639 2,4257 2,7104 3,0701 3,4522 3,8100 4,1018 4,2937 4,3756 4,3656 4,2913 4,1801 4,0629 3,9671 3,8983 3,8405 3,7782 3,7220 3,7109 3,7882 3,9695 4,2293 4,5187 4,7946 5,0338 5,2285 5,3715 5,4529 5,4762 5,4669 5,4527 5,4448 5,4390 5,4240 5,3870 5,3203 5,2256 5,1098 4,9806 4,8554 4,7605 4,7008 4,6426 4,5382 4,3598 4,1088 3,8088 3,4928 3,1974 2,9696 2,8698 2,9522 3,2386 3,7092 4,3069 4,9459 5,5342 6,0056 6,3337 6,5225 6,5973 6,6020 6,5874 6,5917 6,6328 6,7179 6,8510 7,0239 7,2041 7,3419 7,4006 7,3781 7,2950 7,1701 7,0139 6,8389 6,6735 6,5656 6,5619 6,6782 6,8932 7,1627 7,4380 7,6840 7,8914 8,0730 8,2439 8,4029 8,5337 8,6203 8,6602 8,6634 8,6387 8,5787 8,4566 8,2451 7,9392 7,5625 7,1525 6,7407 6,3417 5,9595 5,6031 5,3016 5,1041 5,0578 5,1795 5,4502 5,8299 6,2669 6,6934 7,0286 7,1977 7,1646 6,9605 6,6764 6,4248 6,3016 6,3638 6,6140 7,0008 7,4362 7,8199 8,0687 8,1410 8,0446 7,8294 7,5666 7,3228 7,1457 7,0618 7,0687 7,1282 7,1763 7,1561 7,0517 6,8878 6,7003 6,5179 6,3654 6,2683 6,2414 6,2770 6,3534 6,4543 6,5769 6,7227 6,8792 7,0103 7,0685 7,0192 6,8575 6,6060 6,2957 5,9525 5,5993 5,2700 5,0104 4,8547 4,7968 4,7939 4,7979 4,7830 4,7521 4,7315 4,7561 4,8517 5,0240 5,2577 5,5230 5,7853 6,0160 6,1991 6,3334 6,4363 6,5455 6,7076 6,9507 7,2621 7,5852 7,8471 7,9998 8,0417 8,0063 7,9409 7,8929 7,9018 7,9911 8,1562 8,3598 8,5503 8,6912 8,7696 8,7837 8,7388 8,6574 8,5692 8,4894 8,4146 8,3358 8,2481 8,1552 8,0736 8,0291 8,0448 8,1324 8,2896 8,4960 8,7115 8,8833 8,9632 8,9315 8,8091 8,6382 8,4513 8,2572 8,0454 7,7981 7,5087 7,1959 6,8983 6,6618 6,5377 6,5774 6,7995 7,1579 7,5623 7,9374 8,2553 8,5186 8,7366 8,9218 9,0884 9,2457 9,3951 9,5326 9,6457 9,7098 9,6927 9,5726 9,3589 9,0984 8,8609 8,7060 8,6564 8,7017 8,8193 8,9873 9,1769 9,3445 9,4438 9,4500 9,3699 9,2284 9,0421 8,8033 8,4881 8,0744 7,5607 6,9688 6,3292 5,6766 5,0643 4,5677 4,2545 4,1499 4,2295 4,4382 4,7071 4,9658 5,1599 5,2627 5,2770 5,2328 5,1767 5,1581 5,2203 5,3914 5,6710 6,0247 6,3984 6,7400 7,0122 7,2011 7,3082 7,3235 7,2109 6,9313 6,4814 5,9114 5,3115 4,7817 4,3998 4,2052 4,1976 4,3477 4,6113 4,9437 5,3150 5,7176 6,1614 6,6586 7,2044 7,7611 8,2620 8,6336 8,8127 8,7526 8,4341 7,8787 7,1477 6,3303 5,5267 4,8194 4,2409 3,7692 3,3560 2,9626 2,5828 2,2353 1,9287 1,6407 1,3365 0,9979 0,6325 0,2651 -0,0681 -0,3294 -0,5082 -0,6378 -0,7717 -0,9400 -1,1307 -1,3046 -1,4168 -1,4271 -1,3111 -1,0781 -0,7813 -0,4955 -0,2789 -0,1509 -0,0942 -0,0731 -0,0627 -0,0698 -0,1271 -0,2727 -0,5297 -0,8932 -1,3218 -1,7397 -2,0588 -2,2094 -2,1535 -1,8794 -1,3940 -0,7232 0,0841 0,9537 1,7944 2,5234 3,0919 3,4839 3,6998 3,7522 3,6715 3,5026 3,2954 3,0953 2,9306 2,8028 2,6953 2,5838 2,4316 2,1916 1,8372 1,3934 0,9348 0,5552 0,3304 0,3011 0,4782 0,8504 1,3816 2,0049 2,6293 3,1616 3,5332 3,7207 3,7505 3,6816 3,5769 3,4840 3,4370 3,4629 3,5776 3,7787 4,0463 4,3466 4,6436 4,9191 5,1807 5,4434 5,7135 5,9814 6,2163 6,3731 6,4153 6,3335 6,1402 5,8540 5,4968 5,1080 4,7481 4,4723 4,2994 4,2071 4,1482 4,0685 3,9309 3,7355 3,5190 3,3271 3,1882 3,1064 3,0645 3,0269 2,9522 2,8118 2,6034
F7    -1,0915 -0,6994 -0,3677 -0,1419 -0,0481 -0,0891 -0,2374 -0,4272 -0,5649 -0,5722 -0,4232 -0,1377 0,2374 0,6274 0,9399 1,1044 1,0998 0,9445 0,6763 0,3533 0,0546 -0,1407 -0,1860 -0,0775 0,1573 0,4656 0,7682 0,9742 1,0152 0,8744 0,5904 0,2336 -0,1200 -0,4004 -0,5559 -0,5700 -0,4637 -0,2832 -0,0865 0,0676 0,1401 0,1225 0,0264 -0,1291 -0,3164 -0,5037 -0,6607 -0,7570 -0,7629 -0,6589 -0,4463 -0,1535 0,1695 0,4729 0,7284 0,9301 1,0806 1,1853 1,2609 1,3353 1,4266 1,5281 1,6239 1,7015 1,7370 1,6881 1,5290 1,2909 1,0584 0,9253 0,9527 1,1534 1,4984 1,9339 2,3988 2,8345 3,1909 3,4395 3,5859 3,6573 3,6766 3,6534 3,5851 3,4592 3,2638 3,0015 2,6905 2,3576 2,0299 1,7302 1,4743 1,2715 1,1281 1,0530 1,0588 1,1536 1,3237 1,5241 1,6922 1,7745 1,7476 1,6176 1,4024 1,1108 0,7372 0,2753 -0,2643 -0,8434 -1,4030 -1,8890 -2,2796 -2,5918 -2,8620 -3,1201 -3,3715 -3,6021 -3,7979 -3,9587 -4,0923 -4,2047 -4,3016 -4,3937 -4,4872 -4,5664 -4,5966 -4,5444 -4,3886 -4,1165 -3,7267 -3,2391 -2,6890 -2,1032 -1,4768 -0,7738 0,0471 1,0066 2,0944 3,2676 4,4569 5,5861 6,5962 7,4606 8,1764 8,7413 9,1461 9,3878 9,4792 9,4515 9,3476 9,2063 9,0491 8,8840 8,7166 8,5539 8,3948 8,2159 7,9830 7,6785 7,3109 6,9022 6,4822 6,0862 5,7422 5,4600 5,2324 5,0486 4,9120 4,8443 4,8688 4,9953 5,2151 5,5002 5,8047 6,0751 6,2661 6,3515 6,3275 6,2129 6,0413 5,8478 5,6723 5,5623 5,5514 5,6281 5,7353 5,8044 5,7971 5,7220 5,6200 5,5331 5,4803 5,4581 5,4587 5,4804 5,5229 5,5751 5,6125 5,6158 5,5916 5,5639 5,5507 5,5523 5,5510 5,5189 5,4354 5,3042 5,1521 5,0140 4,9266 4,9185 4,9834 5,0746 5,1422 5,1684 5,1628 5,1381 5,0970 5,0351 4,9591 4,9002 4,9027 4,9963 5,1826 5,4391 5,7293 6,0142 6,2646 6,4621 6,5965 6,6719 6,7148 6,7616 6,8371 6,9474 7,0902 7,2581 7,4293 7,5638 7,6220 7,5933 7,5057 7,4021 7,3062 7,2124 7,1019 6,9716 6,8518 6,7905 6,8196 6,9399 7,1274 7,3450 7,5550 7,7321 7,8723 7,9838 8,0714 8,1367 8,1897 8,2418 8,2923 8,3282 8,3348 8,3045 8,2391 8,1501 8,0566 7,9811 7,9433 7,9548 8,0127 8,1027 8,2163 8,3614 8,5455 8,7546 8,9605 9,1421 9,2893 9,3866 9,4048 9,3158 9,1218 8,8765 8,6686 8,5785 8,6491 8,8810 9,2342 9,6335 9,9811 10,1818 10,1764 9,9634 9,5931 9,1442 8,7012 8,3371 8,1008 8,0078 8,0394 8,1463 8,2600 8,3148 8,2717 8,1196 7,8677 7,5506 7,2324 6,9868 6,8598 6,8498 6,9169 7,0122 7,1037 7,1835 7,2548 7,3166 7,3647 7,4020 7,4401 7,4845 7,5190 7,5135 7,4536 7,3576 7,2618 7,1816 7,0920 6,9523 6,7477 6,5004 6,2572 6,0754 6,0062 6,0719 6,2554 6,5098 6,7800 7,0204 7,2037 7,3204 7,3742 7,3841 7,3888 7,4341 7,5508 7,7364 7,9494 8,1274 8,2213 8,2162 8,1306 8,0041 7,8852 7,8256 7,8690 8,0305 8,2807 8,5552 8,7908 8,9536 9,0368 9,0520 9,0269 8,9906 8,9575 8,9322 8,9208 8,9301 8,9627 9,0150 9,0776 9,1358 9,1782 9,2065 9,2286 9,2400 9,2171 9,1303 8,9676 8,7461 8,5020 8,2671 8,0546 7,8594 7,6716 7,4925 7,3407 7,2372 7,1908 7,2057 7,2949 7,4650 7,6909 7,9261 8,1416 8,3403 8,5329 8,7169 8,8827 9,0269 9,1533 9,2648 9,3587 9,4298 9,4714 9,4728 9,4266 9,3431 9,2572 9,2213 9,2780 9,4322 9,6525 9,9007 10,1566 10,4119 10,6476 10,8288 10,9269 10,9419 10,8962 10,8032 10,6459 10,3884 10,0131 9,5479 9,0534 8,5821 8,1577 7,7941 7,5187 7,3683 7,3621 7,4887 7,7219 8,0339 8,3926 8,7613 9,1046 9,3973 9,6300 9,8037 9,9270 10,0243 10,1359 10,2925 10,4887 10,6825 10,8181 10,8602 10,8179 10,7289 10,6160 10,4614 10,2287 9,9057 9,5215 9,1297 8,7821 8,5176 8,3582 8,3023 8,3211 8,3712 8,4213 8,4692 8,5362 8,6527 8,8464 9,1305 9,4892 9,8696 10,1963 10,3940 10,4069 10,2123 9,8277 9,3088 8,7442 8,2347 7,8525 7,6056 7,4399 7,2775 7,0593 6,7729 6,4482 6,1188 5,7878 5,4341 5,0427 4,6235 4,2099 3,8493 3,5856 3,4312 3,3572 3,3212 3,3019 3,3090 3,3657 3,4894 3,6852 3,9509 4,2729 4,6132 4,9184 5,1484 5,2928 5,3629 5,3728 5,3253 5,2127 5,0248 4,7529 4,3911 3,9481 3,4672 3,0270 2,7084 2,5597 2,5907 2,7875 3,1258 3,5789 4,1168 4,6989 5,2756 5,8055 6,2659 6,6401 6,8973 7,0016 6,9418 6,7487 6,4837 6,2155 5,9968 5,8525 5,7807 5,7576 5,7364 5,6646 5,5211 5,3341 5,1617 5,0593 5,0528 5,1329 5,2727 5,4491 5,6492 5,8603 6,0603 6,2219 6,3260 6,3726 6,3817 6,3861 6,4209 6,5107 6,6650 6,8816 7,1470 7,4364 7,7164 7,9516 8,1232 8,2490 8,3730 8,5322 8,7390 8,9773 9,2002 9,3449 9,3668 9,2642 9,0755 8,8513 8,6275 8,4268 8,2733 8,1893 8,1751 8,2038 8,2324 8,2135 8,1109 7,9158 7,6503 7,3546 7,0697 6,8291 6,6504 6,5281 6,4337 6,3273 6,1755
