Fp1   -11,4051 -11,0877 -10,9578 -11,0953 -11,5135 -12,1204 -12,7644 -13,3453 -13,8346 -14,1949 -14,3345 -14,1354 -13,4991 -12,3799 -10,8027 -8,8647 -6,6965 -4,3990 -2,0491 0,2309 2,2610 3,8705 4,9631 5,5461 5,7180 5,6374 5,5016 5,5157 5,8336 6,4910 7,3851 8,3245 9,1116 9,6152 9,8050 9,7197 9,4110 8,9441 8,4240 7,9697 7,6606 7,5155 7,4866 7,4579 7,3041 6,9897 6,5989 6,2609 6,0403 5,8869 5,6808 5,3116 4,7206 3,9089 2,9354 1,9132 1,0005 0,3604 0,0801 0,1026 0,2559 0,3673 0,3433 0,1452 -0,2440 -0,7610 -1,2157 -1,3966 -1,2328 -0,8441 -0,4622 -0,3039 -0,4805 -0,9931 -1,7581 -2,6112 -3,3538 -3,8752 -4,2323 -4,5940 -5,1215 -5,8861 -6,8506 -7,8972 -8,8727 -9,6051 -9,8885 -9,5009 -8,2921 -6,3068 -3,8394 -1,3521 0,7103 2,1019 2,8408 3,1340 3,2628 3,4990 4,0308 4,9007 5,9936 7,0776 7,8636 8,0969 7,6833 6,7509 5,5761 4,4508 3,5705 2,9734 2,5341 2,0093 1,1438 -0,1962 -1,9581 -3,9448 -5,9185 -7,6998 -9,2084 -10,4283 -11,3440 -11,9156 -12,1185 -11,9775 -11,5181 -10,7001 -9,4613 -7,8406 -6,0144 -4,2028 -2,5702 -1,2184 -0,2196 0,3822 0,5987 0,5438 0,4489 0,5833 1,1437 2,2080 3,7305 5,5263 7,2961 8,7446 9,7037 10,1606 10,2354 10,1492 10,1313 10,3079 10,6859 11,2263 11,9141 12,7642 13,7548 14,7701 15,6500 16,3104 16,8026 17,2610 17,8034 18,4637 19,1723 19,7924 20,1962 20,2987 20,0421 19,4072 18,4374 17,2278 15,9008 14,5824 13,3712 12,3119 11,3704 10,4225 9,3122 7,9736 6,5247 5,2350 4,3681 4,0481 4,2526 4,8347 5,5160 5,9429 5,8398 5,1395 3,9944 2,6939 1,5312 0,6707 0,1063 -0,2671 -0,5463 -0,7596 -0,8804 -0,8865 -0,8046 -0,7058 -0,6668 -0,7278 -0,8730 -1,0242 -1,0425 -0,7744 -0,1610 0,6868 1,5518 2,2434 2,6675 2,8207 2,7537 2,5192 2,1313 1,5691 0,8298 -0,0320 -0,9437 -1,8697 -2,8085 -3,7733 -4,7961 -5,9132 -7,1152 -8,3034 -9,2930 -9,8878 -10,0074 -9,7921 -9,5808 -9,7250 -10,3698 -11,3817 -12,4473 -13,2566 -13,6546 -13,6487 -13,3143 -12,7193 -11,8733 -10,7139 -9,1926 -7,3856 -5,4704 -3,5806 -1,7081 0,2499 2,3731 4,6450 6,9609 9,1897 11,2327 13,0374 14,5900 15,9293 17,1541 18,3794 19,6828 21,0743 22,4666 23,6628 24,4299 24,6212 24,2228 23,3018 21,9575 20,3365 18,6477 17,1040 15,8435 14,9057 14,2380 13,7098 13,1667 12,5308 11,8700 11,3402 11,0412 10,9474 10,9545 10,9278 10,7112 10,1481 9,1265 7,6253 5,7312 3,6253 1,5344 -0,3428 -1,8893 -3,0868 -4,0236 -4,8847 -5,8903 -7,1961 -8,8288 -10,6992 -12,6559 -14,5368 -16,2056 -17,5769 -18,6430 -19,4616 -20,0771 -20,4674 -20,5892 -20,4536 -20,1405 -19,7672 -19,4580 -19,3141 -19,3732 -19,5804 -19,8021 -19,8880 -19,7230 -19,2283 -18,3713 -17,2146 -15,9222 -14,6734 -13,5658 -12,6060 -11,7512 -10,9024 -9,8928 -8,5650 -6,8790 -4,9469 -2,9826 -1,1891 0,3637 1,7783 3,2527 4,9552 6,9190 9,0164 11,0385 12,7996 14,1820 15,1208 15,5901 15,6418 15,4463 15,2664 15,3710 15,9383 16,9895 18,3672 19,7653 20,8332 21,3150 21,1339 20,3870 19,2907 18,1095 17,0669 16,2656 15,6770 15,2172 14,8321 14,5011 14,1663 13,6966 12,9526 11,9086 10,7260 9,7049 9,1472 9,2149 9,8594 10,8577 11,9189 12,7934 13,3444 13,5757 13,6235 13,6876 13,9070 14,2734 14,6652 14,9447 15,0097 14,7959 14,2807 13,4866 12,4806 11,3745 10,2996 9,3727 8,6819 8,2515 7,9976 7,7549 7,3787 6,8136 6,0648 5,1570 4,1510 3,1305 2,1307 1,1173 0,0410 -1,1186 -2,3481 -3,6080 -4,8270 -5,8979 -6,7234 -7,2889 -7,6685 -7,9394 -8,0920 -8,0345 -7,6865 -7,0499 -6,1893 -5,1607 -3,9619 -2,5478 -0,8961 0,9359 2,8315 4,7027 6,5436 8,3815 10,1649 11,6960 12,6924 12,9300 12,3614 11,1444 9,5536 7,8610 6,3177 5,1868 4,6888 4,8946 5,6650 6,6770 7,5373 7,9334 7,7383 7,0308 6,0417 5,0536 4,2778 3,7713 3,4498 3,1712 2,8324 2,4469 2,1552 2,1287 2,4444 3,0625 3,8949 4,8341 5,7463 6,5087 7,0675 7,4649 7,8278 8,3155 9,0349 9,9795 11,0446 12,1000 13,0561 13,8907 14,6303 15,2789 15,7467 15,8736 15,5329 14,6985 13,4343 11,8430 10,0119 7,9808 5,7392 3,2499 0,4944 -2,4963 -5,6390 -8,8145 -11,9061 -14,8297 -17,5111 -19,8625 -21,8082 -23,3105 -24,3793 -25,0884 -25,5530 -25,8470 -25,9652 -25,8863 -25,6460 -25,3170 -24,9342 -24,4970 -24,0443 -23,6628 -23,3864 -23,1081 -22,6170 -21,7210 -20,3543 -18,6101 -16,6744 -14,7089 -12,7901 -10,9476 -9,2223 -7,6585 -6,2481 -4,9122 -3,5531 -2,1124 -0,5676 1,1119 2,9712 5,0297 7,2449 9,5056 11,6521 13,5131 14,9454 15,8774 16,3392 16,4344 16,2688 15,8966 15,3111 14,4778 13,3920 12,0988 10,6559 9,0982 7,4353 5,6696 3,8242 1,9409 0,0436 -1,8617 -3,7249 -5,4202 -6,8272 -7,9629 -9,0127 -10,1997 -11,6007 -13,1024 -14,5249 -15,7359 -16,6678 -17,3170 -17,7583 -18,1383 -18,6151 -19,2850 -20,1612 -21,1896 -22,2537 -23,1913 -23,8576 -24,1827 -24,1760 -23,9156 -23,5402 -23,2180 -23,0917 -23,2133 -23,4886 -23,6887 -23,5606 -22,9776 -22,0079 -20,8493 -19,7228 -18,8283 -18,3256 -18,2774 -18,6195 -19,2180 -19,9460 -20,7347 -21,5995 -22,5996 -23,7528 -25,0004 -26,2332 -27,3084 -28,0596 -28,3444 -28,0874 -27,2806 -26,0009
Fz    -6,1050 -6,1743 -6,2609 -6,4169 -6,6619 -6,9719 -7,3014 -7,6215 -7,9183 -8,1599 -8,2838 -8,2100 -7,8632 -7,2010 -6,2371 -5,0394 -3,7032 -2,3126 -0,9242 0,4134 1,6405 2,6931 3,5226 4,1103 4,4693 4,6404 4,6903 4,6987 4,7353 4,8329 4,9768 5,1212 5,2144 5,2173 5,1126 4,8971 4,5737 4,1669 3,7404 3,3744 3,1194 2,9798 2,9333 2,9512 3,0100 3,1053 3,2529 3,4667 3,7287 3,9773 4,1259 4,0966 3,8508 3,4051 2,8218 2,1886 1,6008 1,1375 0,8297 0,6491 0,5321 0,4174 0,2741 0,1037 -0,0670 -0,1841 -0,1759 0,0046 0,3398 0,7466 1,1073 1,3174 1,3254 1,1392 0,8123 0,4344 0,1056 -0,1171 -0,2474 -0,3452 -0,4787 -0,7001 -1,0301 -1,4507 -1,9081 -2,3138 -2,5427 -2,4593 -1,9807 -1,1383 -0,0883 0,9465 1,7686 2,2783 2,4912 2,5004 2,4291 2,4045 2,5287 2,8374 3,2781 3,7315 4,0537 4,1268 3,9145 3,4850 2,9717 2,5067 2,1696 1,9680 1,8515 1,7427 1,5721 1,3048 0,9466 0,5375 0,1374 -0,2003 -0,4519 -0,6244 -0,7364 -0,8008 -0,8283 -0,8312 -0,7967 -0,6585 -0,3308 0,2120 0,9055 1,6474 2,3567 2,9758 3,4540 3,7563 3,8855 3,9017 3,9233 4,0820 4,4610 5,0684 5,8471 6,6952 7,4949 8,1487 8,6017 8,8454 8,9225 8,9238 8,9472 9,0484 9,2349 9,4984 9,8388 10,2556 10,7216 11,1737 11,5499 11,8369 12,0750 12,3207 12,6043 12,9124 13,1999 13,4247 13,5805 13,6835 13,7297 13,6818 13,5000 13,1756 12,7387 12,2385 11,7208 11,2164 10,7334 10,2559 9,7610 9,2516 8,7819 8,4467 8,3295 8,4586 8,8035 9,2855 9,7844 10,1658 10,3240 10,2132 9,8579 9,3474 8,8026 8,3270 7,9768 7,7588 7,6435 7,5852 7,5447 7,5000 7,4409 7,3542 7,2136 6,9873 6,6583 6,2461 5,8211 5,4846 5,3056 5,2737 5,3220 5,3831 5,4104 5,3752 5,2702 5,1104 4,9148 4,6795 4,3739 3,9696 3,4636 2,8798 2,2628 1,6662 1,1351 0,6903 0,3248 0,0229 -0,2086 -0,3375 -0,3469 -0,2869 -0,2768 -0,4362 -0,8052 -1,3206 -1,8519 -2,2730 -2,5253 -2,6174 -2,5821 -2,4479 -2,2214 -1,8753 -1,3788 -0,7492 -0,0511 0,6636 1,3970 2,1831 3,0458 3,9770 4,9419 5,8973 6,8021 7,6117 8,2800 8,7850 9,1512 9,4313 9,6722 9,8967 10,0937 10,2134 10,1901 9,9849 9,6063 9,0916 8,4849 7,8402 7,2332 6,7443 6,4192 6,2466 6,1640 6,0846 5,9380 5,7121 5,4642 5,2778 5,1919 5,1757 5,1636 5,0917 4,9054 4,5597 4,0335 3,3412 2,5307 1,6716 0,8343 0,0610 -0,6473 -1,3153 -1,9823 -2,7041 -3,5382 -4,5000 -5,5360 -6,5513 -7,4562 -8,1922 -8,7384 -9,1142 -9,3750 -9,5853 -9,7813 -9,9560 -10,0790 -10,1228 -10,0773 -9,9565 -9,8030 -9,6765 -9,6259 -9,6613 -9,7469 -9,8224 -9,8256 -9,7006 -9,4107 -8,9615 -8,4035 -7,8084 -7,2342 -6,7058 -6,2172 -5,7355 -5,2031 -4,5579 -3,7662 -2,8472 -1,8728 -0,9323 -0,0731 0,7326 1,5658 2,5054 3,5771 4,7344 5,8831 6,9256 7,7859 8,4085 8,7549 8,8287 8,7036 8,5178 8,4319 8,5706 8,9802 9,6114 10,3262 10,9432 11,3068 11,3394 11,0604 10,5671 9,9871 9,4220 8,9188 8,4828 8,1115 7,8159 7,6089 7,4741 7,3563 7,1941 6,9695 6,7315 6,5813 6,6239 6,9060 7,3771 7,9075 8,3527 8,6169 8,6806 8,5868 8,4106 8,2275 8,0783 7,9584 7,8409 7,6999 7,5081 7,2306 6,8417 6,3437 5,7658 5,1517 4,5443 3,9832 3,5080 3,1425 2,8712 2,6439 2,4072 2,1343 1,8288 1,5099 1,1985 0,8930 0,5484 0,0956 -0,5131 -1,2745 -2,1290 -2,9750 -3,6997 -4,2186 -4,5123 -4,6324 -4,6667 -4,6910 -4,7322 -4,7591 -4,7121 -4,5509 -4,2795 -3,9288 -3,5178 -3,0371 -2,4750 -1,8499 -1,2021 -0,5552 0,0996 0,7752 1,4452 2,0246 2,3943 2,4567 2,1897 1,6672 1,0179 0,3612 -0,1966 -0,5341 -0,5375 -0,1634 0,5205 1,3502 2,1329 2,7255 3,0716 3,1930 3,1663 3,0932 3,0512 3,0472 3,0232 2,9056 2,6564 2,3041 1,9359 1,6531 1,5260 1,5833 1,8163 2,1660 2,5216 2,7643 2,8299 2,7388 2,5792 2,4573 2,4454 2,5602 2,7801 3,0700 3,3859 3,6746 3,8884 3,9993 3,9932 3,8594 3,5947 3,2104 2,7306 2,1844 1,5941 0,9672 0,2966 -0,4391 -1,2682 -2,2066 -3,2331 -4,2906 -5,3257 -6,3215 -7,2842 -8,2121 -9,0819 -9,8482 -10,4614 -10,9087 -11,2263 -11,4561 -11,6037 -11,6491 -11,5855 -11,4351 -11,2358 -11,0282 -10,8586 -10,7674 -10,7534 -10,7552 -10,6842 -10,4741 -10,1053 -9,5965 -8,9784 -8,2688 -7,4719 -6,5996 -5,6868 -4,7810 -3,9147 -3,0900 -2,2929 -1,5185 -0,7724 -0,0582 0,6269 1,2988 1,9885 2,7233 3,5042 4,3006 5,0607 5,7327 6,2889 6,7291 7,0599 7,2770 7,3709 7,3511 7,2553 7,1173 6,9366 6,6947 6,3888 6,0375 5,6683 5,3009 4,9307 4,5361 4,1090 3,6686 3,2316 2,7681 2,2021 1,4710 0,5916 -0,3355 -1,1874 -1,8748 -2,3601 -2,6594 -2,8360 -2,9768 -3,1592 -3,4267 -3,7906 -4,2354 -4,7108 -5,1411 -5,4732 -5,7096 -5,8881 -6,0528 -6,2480 -6,5166 -6,8916 -7,3749 -7,9136 -8,4060 -8,7474 -8,8839 -8,8271 -8,6289 -8,3535 -8,0751 -7,8762 -7,8189 -7,9161 -8,1384 -8,4435 -8,8049 -9,2281 -9,7341 -10,3228 -10,9568 -11,5730 -12,0954 -12,4455 -12,5650 -12,4357 -12,0753 -11,5373
F3    -6,3541 -6,1528 -5,9866 -5,9273 -6,0048 -6,1916 -6,4276 -6,6686 -6,8951 -7,0806 -7,1762 -7,1181 -6,8396 -6,2935 -5,4785 -4,4449 -3,2687 -2,0139 -0,7288 0,5257 1,6680 2,6216 3,3397 3,8128 4,0650 4,1487 4,1358 4,1038 4,1158 4,1989 4,3346 4,4748 4,5674 4,5740 4,4813 4,2980 4,0474 3,7723 3,5335 3,3804 3,3165 3,3017 3,2808 3,2062 3,0561 2,8503 2,6428 2,4861 2,3923 2,3185 2,1873 1,9251 1,4957 0,9196 0,2665 -0,3683 -0,8844 -1,2019 -1,2976 -1,2199 -1,0619 -0,9139 -0,8335 -0,8478 -0,9596 -1,1299 -1,2737 -1,3069 -1,2044 -1,0185 -0,8550 -0,8246 -0,9937 -1,3636 -1,8714 -2,3977 -2,8073 -3,0222 -3,0621 -3,0153 -2,9787 -3,0188 -3,1634 -3,4125 -3,7413 -4,0821 -4,3101 -4,2741 -3,8683 -3,1009 -2,1072 -1,0950 -0,2588 0,2905 0,5477 0,5878 0,5291 0,5040 0,6250 0,9381 1,3962 1,8793 2,2421 2,3679 2,2201 1,8615 1,4165 1,0091 0,7129 0,5295 0,3976 0,2237 -0,0737 -0,5266 -1,1081 -1,7471 -2,3565 -2,8636 -3,2326 -3,4655 -3,5832 -3,6083 -3,5600 -3,4496 -3,2542 -2,9063 -2,3385 -1,5534 -0,6396 0,2803 1,1060 1,7650 2,1996 2,3780 2,3176 2,1031 1,8774 1,7884 1,9308 2,3290 2,9455 3,6901 4,4380 5,0672 5,4940 5,6914 5,7039 5,6431 5,6340 5,7511 6,0086 6,3944 6,8972 7,5055 8,1836 8,8601 9,4598 9,9522 10,3610 10,7286 11,0731 11,3769 11,6020 11,7181 11,7247 11,6418 11,4772 11,2178 10,8526 10,3963 9,8906 9,3862 8,9225 8,5200 8,1740 7,8488 7,4979 7,1056 6,7206 6,4449 6,3712 6,5279 6,8775 7,3388 7,7995 8,1372 8,2561 8,1189 7,7580 7,2665 6,7595 6,3241 5,9938 5,7596 5,5937 5,4655 5,3487 5,2241 5,0794 4,9050 4,6866 4,4088 4,0669 3,6839 3,3211 3,0569 2,9290 2,8998 2,8919 2,8446 2,7300 2,5422 2,2932 2,0100 1,7137 1,3991 1,0438 0,6389 0,1977 -0,2588 -0,7122 -1,1516 -1,5766 -1,9947 -2,4134 -2,8256 -3,1962 -3,4708 -3,6183 -3,6763 -3,7541 -3,9719 -4,3809 -4,9292 -5,4901 -5,9321 -6,1852 -6,2493 -6,1584 -5,9506 -5,6438 -5,2218 -4,6643 -3,9957 -3,2794 -2,5589 -1,8199 -1,0137 -0,1054 0,8990 1,9593 3,0233 4,0435 4,9799 5,7999 6,4940 7,0852 7,6072 8,0777 8,4934 8,8294 9,0368 9,0623 8,8846 8,5266 8,0342 7,4555 6,8466 6,2822 5,8374 5,5524 5,4142 5,3650 5,3260 5,2289 5,0542 4,8492 4,6910 4,6198 4,6156 4,6266 4,5946 4,4565 4,1501 3,6331 2,9044 2,0123 1,0450 0,1033 -0,7397 -1,4613 -2,0786 -2,6346 -3,1945 -3,8275 -4,5676 -5,3893 -6,2255 -7,0015 -7,6602 -8,1756 -8,5574 -8,8437 -9,0757 -9,2658 -9,3957 -9,4427 -9,4010 -9,2829 -9,1176 -8,9544 -8,8530 -8,8581 -8,9754 -9,1652 -9,3588 -9,4791 -9,4555 -9,2430 -8,8464 -8,3246 -7,7655 -7,2429 -6,7900 -6,4022 -6,0406 -5,6346 -5,1089 -4,4225 -3,5915 -2,6869 -1,8027 -0,9983 -0,2569 0,5014 1,3694 2,3948 3,5457 4,7275 5,8269 6,7477 7,4175 7,7879 7,8592 7,7083 7,4828 7,3546 7,4563 7,8310 8,4131 9,0430 9,5260 9,7108 9,5417 9,0689 8,4205 7,7485 7,1687 6,7269 6,4102 6,1862 6,0310 5,9239 5,8270 5,6862 5,4606 5,1523 4,8200 4,5676 4,5049 4,6879 5,0765 5,5499 5,9692 6,2374 6,3230 6,2481 6,0698 5,8567 5,6539 5,4626 5,2618 5,0380 4,7814 4,4700 4,0809 3,6137 3,0960 2,5711 2,0795 1,6528 1,3179 1,0837 0,9220 0,7762 0,5927 0,3497 0,0587 -0,2510 -0,5508 -0,8365 -1,1490 -1,5558 -2,1060 -2,7997 -3,5831 -4,3638 -5,0383 -5,5271 -5,8071 -5,9185 -5,9370 -5,9307 -5,9210 -5,8721 -5,7225 -5,4348 -5,0167 -4,5012 -3,9095 -3,2383 -2,4852 -1,6800 -0,8753 -0,1061 0,6259 1,3295 1,9868 2,5334 2,8745 2,9309 2,6856 2,2047 1,6058 1,0048 0,5090 0,2359 0,2864 0,6844 1,3433 2,0845 2,7092 3,0798 3,1597 3,0055 2,7342 2,4783 2,3286 2,2929 2,3076 2,2877 2,1817 2,0050 1,8335 1,7554 1,8236 2,0471 2,4047 2,8395 3,2538 3,5452 3,6609 3,6231 3,5126 3,4255 3,4269 3,5335 3,7292 3,9875 4,2746 4,5478 4,7642 4,8878 4,8839 4,7199 4,3816 3,8858 3,2727 2,5879 1,8637 1,1110 0,3236 -0,5156 -1,4248 -2,4054 -3,4219 -4,4091 -5,3193 -6,1591 -6,9666 -7,7664 -8,5518 -9,2905 -9,9396 -10,4711 -10,8802 -11,1618 -11,2957 -11,2704 -11,1145 -10,8882 -10,6459 -10,4231 -10,2526 -10,1592 -10,1249 -10,0733 -9,9064 -9,5596 -9,0330 -8,3793 -7,6606 -6,9083 -6,1222 -5,3018 -4,4714 -3,6725 -2,9316 -2,2421 -1,5794 -0,9277 -0,2792 0,3795 1,0669 1,8006 2,5963 3,4539 4,3424 5,2015 5,9607 6,5646 6,9935 7,2600 7,3836 7,3700 7,2131 6,9199 6,5285 6,0890 5,6287 5,1524 4,6631 4,1711 3,6914 3,2332 2,7879 2,3374 1,8825 1,4499 1,0595 0,6827 0,2407 -0,3414 -1,0673 -1,8576 -2,6042 -3,2223 -3,6700 -3,9574 -4,1459 -4,3236 -4,5646 -4,9015 -5,3298 -5,8194 -6,3116 -6,7271 -7,0059 -7,1370 -7,1523 -7,1100 -7,0827 -7,1414 -7,3343 -7,6629 -8,0609 -8,4094 -8,5948 -8,5710 -8,3738 -8,0838 -7,7846 -7,5539 -7,4634 -7,5537 -7,8095 -8,1747 -8,5868 -9,0079 -9,4417 -9,9151 -10,4389 -10,9903 -11,5219 -11,9691 -12,2561 -12,3220 -12,1452 -11,7436 -11,1724
F7    -4,7058 -4,3815 -4,1473 -4,0732 -4,1792 -4,4191 -4,7068 -4,9754 -5,1985 -5,3642 -5,4537 -5,4374 -5,2756 -4,9261 -4,3648 -3,6050 -2,6931 -1,6804 -0,6141 0,4410 1,3991 2,1843 2,7555 3,1114 3,2837 3,3283 3,3144 3,3075 3,3473 3,4332 3,5273 3,5801 3,5577 3,4542 3,2897 3,0970 2,9062 2,7419 2,6254 2,5643 2,5397 2,5144 2,4499 2,3164 2,1047 1,8404 1,5762 1,3595 1,1983 1,0524 0,8577 0,5609 0,1419 -0,3734 -0,9200 -1,4150 -1,7773 -1,9480 -1,9196 -1,7506 -1,5388 -1,3699 -1,2891 -1,3132 -1,4425 -1,6398 -1,8157 -1,8745 -1,7799 -1,5782 -1,3702 -1,2627 -1,3249 -1,5684 -1,9445 -2,3529 -2,6801 -2,8639 -2,9310 -2,9688 -3,0615 -3,2469 -3,5175 -3,8452 -4,1927 -4,4954 -4,6477 -4,5285 -4,0593 -3,2575 -2,2473 -1,2198 -0,3604 0,2192 0,5082 0,5737 0,5194 0,4572 0,4797 0,6282 0,8746 1,1364 1,3118 1,3210 1,1463 0,8473 0,5309 0,2992 0,2018 0,2166 0,2629 0,2305 0,0203 -0,4107 -1,0266 -1,7301 -2,4049 -2,9584 -3,3447 -3,5669 -3,6598 -3,6692 -3,6374 -3,5888 -3,5041 -3,3146 -2,9493 -2,3995 -1,7336 -1,0525 -0,4386 0,0515 0,3700 0,4772 0,3633 0,0766 -0,2686 -0,5315 -0,5998 -0,4174 0,0095 0,6107 1,2680 1,8577 2,2909 2,5300 2,6027 2,6042 2,6489 2,8031 3,0698 3,4248 3,8523 4,3482 4,8951 5,4477 5,9620 6,4317 6,8854 7,3500 7,8210 8,2642 8,6340 8,8927 9,0249 9,0315 8,9142 8,6784 8,3454 7,9517 7,5402 7,1495 6,8041 6,5132 6,2672 6,0323 5,7648 5,4502 5,1342 4,9093 4,8565 4,9920 5,2665 5,5913 5,8584 5,9621 5,8360 5,4825 4,9750 4,4321 3,9664 3,6311 3,4078 3,2475 3,1153 3,0018 2,9093 2,8340 2,7578 2,6493 2,4753 2,2165 1,8802 1,5018 1,1412 0,8650 0,7055 0,6357 0,5948 0,5333 0,4259 0,2613 0,0364 -0,2453 -0,5791 -0,9616 -1,3767 -1,7836 -2,1380 -2,4222 -2,6491 -2,8517 -3,0735 -3,3538 -3,7107 -4,1256 -4,5360 -4,8560 -5,0304 -5,0854 -5,1294 -5,2874 -5,6179 -6,0782 -6,5520 -6,9134 -7,0879 -7,0696 -6,8966 -6,6199 -6,2701 -5,8386 -5,3048 -4,6812 -4,0089 -3,3125 -2,5759 -1,7656 -0,8684 0,0929 1,0690 2,0082 2,8763 3,6617 4,3708 5,0291 5,6750 6,3338 6,9970 7,6285 8,1757 8,5728 8,7584 8,7061 8,4371 8,0028 7,4642 6,8882 6,3476 5,9037 5,5844 5,3789 5,2432 5,1110 4,9202 4,6512 4,3456 4,0747 3,8828 3,7662 3,6978 3,6389 3,5301 3,2968 2,8781 2,2560 1,4701 0,6095 -0,2198 -0,9394 -1,5193 -1,9704 -2,3368 -2,6905 -3,1103 -3,6439 -4,2858 -4,9888 -5,6908 -6,3382 -6,8971 -7,3534 -7,7086 -7,9722 -8,1484 -8,2346 -8,2320 -8,1541 -8,0253 -7,8790 -7,7556 -7,6947 -7,7209 -7,8313 -7,9924 -8,1527 -8,2578 -8,2546 -8,0981 -7,7719 -7,3057 -6,7649 -6,2146 -5,6977 -5,2342 -4,8108 -4,3688 -3,8329 -3,1626 -2,3786 -1,5565 -0,7914 -0,1439 0,3966 0,9019 1,4656 2,1517 2,9596 3,8301 4,6785 5,4244 6,0016 6,3594 6,4817 6,4140 6,2664 6,1759 6,2496 6,5219 6,9381 7,3661 7,6486 7,6762 7,4309 6,9821 6,4509 5,9633 5,6057 5,3995 5,3083 5,2726 5,2432 5,1878 5,0742 4,8664 4,5469 4,1409 3,7220 3,3942 3,2584 3,3677 3,6926 4,1254 4,5277 4,7865 4,8475 4,7195 4,4671 4,1865 3,9545 3,7874 3,6532 3,5155 3,3504 3,1373 2,8569 2,5039 2,0969 1,6726 1,2674 0,9108 0,6298 0,4380 0,3176 0,2280 0,1296 -0,0018 -0,1757 -0,3906 -0,6368 -0,9109 -1,2332 -1,6377 -2,1451 -2,7459 -3,3999 -4,0438 -4,6075 -5,0313 -5,2852 -5,3820 -5,3710 -5,3074 -5,2112 -5,0538 -4,7928 -4,4187 -3,9665 -3,4849 -2,9973 -2,4944 -1,9596 -1,3957 -0,8216 -0,2483 0,3302 0,9185 1,4897 1,9750 2,2888 2,3676 2,1954 1,8156 1,3170 0,8008 0,3725 0,1462 0,2156 0,6018 1,2229 1,9110 2,4751 2,7754 2,7687 2,5123 2,1342 1,7818 1,5589 1,4852 1,5071 1,5445 1,5380 1,4814 1,4224 1,4250 1,5257 1,7248 2,0074 2,3441 2,6785 2,9411 3,0873 3,1254 3,1169 3,1415 3,2474 3,4281 3,6427 3,8497 4,0232 4,1540 4,2427 4,2812 4,2375 4,0692 3,7538 3,3023 2,7520 2,1513 1,5410 0,9397 0,3402 -0,2844 -0,9636 -1,7069 -2,4888 -3,2594 -3,9817 -4,6593 -5,3210 -5,9866 -6,6516 -7,2847 -7,8397 -8,2843 -8,6110 -8,8193 -8,9040 -8,8731 -8,7608 -8,6098 -8,4460 -8,2889 -8,1763 -8,1495 -8,2010 -8,2513 -8,1898 -7,9404 -7,4991 -6,9259 -6,2995 -5,6713 -5,0544 -4,4473 -3,8583 -3,3021 -2,7759 -2,2521 -1,7016 -1,1184 -0,5109 0,1222 0,7940 1,5142 2,2817 3,0785 3,8650 4,5867 5,1925 5,6557 5,9856 6,2124 6,3526 6,3857 6,2653 5,9616 5,4979 4,9423 4,3665 3,8200 3,3255 2,8815 2,4746 2,0877 1,6963 1,2767 0,8316 0,3957 0,0034 -0,3524 -0,7268 -1,1826 -1,7287 -2,3052 -2,8307 -3,2493 -3,5416 -3,7251 -3,8544 -4,0034 -4,2293 -4,5480 -4,9431 -5,3849 -5,8362 -6,2541 -6,5999 -6,8480 -6,9886 -7,0342 -7,0269 -7,0306 -7,1106 -7,2962 -7,5487 -7,7669 -7,8385 -7,7028 -7,3780 -6,9391 -6,4776 -6,0799 -5,8178 -5,7289 -5,8039 -6,0025 -6,2761 -6,5871 -6,9280 -7,3204 -7,7881 -8,3346 -8,9345 -9,5296 -10,0372 -10,3742 -10,4796 -10,3219 -9,9161
