Fp1   -0,8303 -0,7350 -0,5921 -0,4390 -0,3117 -0,2217 -0,1546 -0,0888 -0,0106 0,0817 0,1788 0,2639 0,3192 0,3354 0,3163 0,2789 0,2465 0,2353 0,2447 0,2629 0,2779 0,2797 0,2569 0,1974 0,0939 -0,0509 -0,2259 -0,4171 -0,6074 -0,7766 -0,9058 -0,9847 -1,0141 -1,0027 -0,9609 -0,8945 -0,7999 -0,6665 -0,4852 -0,2545 0,0178 0,3134 0,6064 0,8694 1,0783 1,2195 1,3012 1,3490 1,3860 1,4197 1,4448 1,4484 1,4153 1,3373 1,2199 1,0780 0,9263 0,7773 0,6511 0,5749 0,5646 0,6114 0,6932 0,7922 0,8967 0,9951 1,0789 1,1486 1,2122 1,2783 1,3494 1,4171 1,4674 1,4918 1,4931 1,4809 1,4644 1,4483 1,4372 1,4414 1,4713 1,5266 1,5939 1,6549 1,6899 1,6806 1,6187 1,5122 1,3813 1,2483 1,1283 1,0205 0,9103 0,7861 0,6558 0,5461 0,4874 0,4999 0,5855 0,7309 0,9132 1,1081 1,2929 1,4450 1,5390 1,5505 1,4660 1,2902 1,0460 0,7669 0,4891 0,2451 0,0562 -0,0741 -0,1613 -0,2312 -0,3062 -0,3980 -0,5055 -0,6159 -0,7097 -0,7685 -0,7805 -0,7456 -0,6730 -0,5699 -0,4350 -0,2656 -0,0653 0,1564 0,3886 0,6267 0,8715 1,1194 1,3579 1,5774 1,7825 1,9911 2,2218 2,4787 2,7477 3,0040 3,2250 3,3967 3,5103 3,5591 3,5401 3,4590 3,3335 3,1885 3,0448 2,9110 2,7857 2,6715 2,5879 2,5643 2,6174 2,7408 2,9175 3,1354 3,3870 3,6602 3,9315 4,1740 4,3738 4,5390 4,6903 4,8443 5,0048 5,1633 5,3032 5,4027 5,4415 5,4104 5,3147 5,1628 4,9533 4,6785 4,3413 3,9636 3,5790 3,2197 2,9078 2,6533 2,4520 2,2863 2,1353 1,9905 1,8637 1,7760 1,7426 1,7659 1,8360 1,9310 2,0220 2,0827 2,0979 2,0664 1,9964 1,8964 1,7703 1,6192 1,4407 1,2333 1,0030 0,7616 0,5182 0,2747 0,0293 -0,2203 -0,4784 -0,7489 -1,0296 -1,3135 -1,5960 -1,8765 -2,1506 -2,4062 -2,6289 -2,8088 -2,9396 -3,0167 -3,0380 -3,0066 -2,9304 -2,8179 -2,6786 -2,5282 -2,3909 -2,2905 -2,2417 -2,2494 -2,3122 -2,4203 -2,5513 -2,6741 -2,7593 -2,7887 -2,7569 -2,6673 -2,5311 -2,3653 -2,1850 -1,9988 -1,8135 -1,6359 -1,4677 -1,3016 -1,1269 -0,9447 -0,7789 -0,6682 -0,6389 -0,6874 -0,7833 -0,8894 -0,9828 -1,0587 -1,1192 -1,1623 -1,1844 -1,1863 -1,1704 -1,1319 -1,0621 -0,9609 -0,8439 -0,7335 -0,6455 -0,5848 -0,5496 -0,5351 -0,5334 -0,5349 -0,5356 -0,5403 -0,5577 -0,5918 -0,6365 -0,6797 -0,7179 -0,7638 -0,8362 -0,9424 -1,0712 -1,1982 -1,2958 -1,3447 -1,3425 -1,3106 -1,2894 -1,3154 -1,3971 -1,5126 -1,6287 -1,7235 -1,7943 -1,8484 -1,8866 -1,8990 -1,8792 -1,8389 -1,8049 -1,8047 -1,8549 -1,9539 -2,0822 -2,2135 -2,3271 -2,4148 -2,4800 -2,5281 -2,5544 -2,5424 -2,4780 -2,3610 -2,2043 -2,0256 -1,8418 -1,6693 -1,5236 -1,4161 -1,3497 -1,3209 -1,3251 -1,3558 -1,3995 -1,4385 -1,4605 -1,4624 -1,4469 -1,4179 -1,3741 -1,3054 -1,2012 -1,0657 -0,9198 -0,7843 -0,6682 -0,5714 -0,4907 -0,4192 -0,3500 -0,2841 -0,2313 -0,2022 -0,1982 -0,2061 -0,2066 -0,1868 -0,1429 -0,0725 0,0276 0,1562 0,3037 0,4562 0,6050 0,7552 0,9218 1,1131 1,3156 1,4948 1,6107 1,6387 1,5806 1,4594 1,3015 1,1225 0,9253 0,7077 0,4737 0,2399 0,0307 -0,1350 -0,2505 -0,3132 -0,3149 -0,2453 -0,1087 0,0684 0,2502 0,4096 0,5359 0,6337 0,7148 0,7876 0,8527 0,9085 0,9598 1,0128 1,0630 1,0883 1,0615 0,9734 0,8412 0,6957 0,5634 0,4605 0,3969 0,3795 0,4072 0,4678 0,5438 0,6187 0,6839 0,7454 0,8188 0,9143 1,0295 1,1558 1,2840 1,4030 1,5043 1,5881 1,6614 1,7255 1,7719 1,7865 1,7602 1,7005 1,6381 1,6154 1,6641 1,7851 1,9445 2,0886 2,1706 2,1675 2,0786 1,9201 1,7216 1,5183 1,3382 1,1943 1,0864 1,0064 0,9454 0,8960 0,8524 0,8091 0,7543 0,6751 0,5707 0,4538 0,3345 0,2111 0,0780 -0,0630 -0,2012 -0,3220 -0,4129 -0,4667 -0,4814 -0,4601 -0,4109 -0,3426 -0,2540 -0,1264 0,0655 0,3312 0,6525 0,9867 1,2808 1,4883 1,5828 1,5611 1,4355 1,2262 0,9604 0,6725 0,4007 0,1797 0,0261 -0,0735 -0,1557 -0,2569 -0,3912 -0,5429 -0,6791 -0,7751 -0,8329 -0,8767 -0,9328 -1,0132 -1,1153 -1,2271 -1,3331 -1,4200 -1,4778 -1,4977 -1,4756 -1,4224 -1,3642 -1,3298 -1,3356 -1,3833 -1,4642 -1,5628 -1,6590 -1,7332 -1,7743 -1,7845 -1,7793 -1,7772 -1,7874 -1,8077 -1,8307 -1,8467 -1,8424 -1,8031 -1,7200 -1,5907 -1,4099 -1,1712 -0,8789 -0,5522 -0,2183 0,0906 0,3455 0,5313 0,6511 0,7197 0,7549 0,7636 0,7369 0,6632 0,5448 0,4020 0,2634 0,1498 0,0601 -0,0276 -0,1403 -0,2909 -0,4663 -0,6350 -0,7667 -0,8429 -0,8598 -0,8279 -0,7650 -0,6880 -0,6082 -0,5311 -0,4623 -0,4123 -0,3929 -0,4074 -0,4440 -0,4812 -0,5036 -0,5098 -0,5087 -0,5107 -0,5173 -0,5126 -0,4718 -0,3816 -0,2550 -0,1250 -0,0259 0,0226 0,0180 -0,0354 -0,1396 -0,3082 -0,5548 -0,8797 -1,2672 -1,6905 -2,1175 -2,5180 -2,8697 -3,1644 -3,4083 -3,6131 -3,7838 -3,9145 -3,9960 -4,0232 -3,9974 -3,9277 -3,8290 -3,7152 -3,5935 -3,4657 -3,3365 -3,2222 -3,1502 -3,1470 -3,2253 -3,3781 -3,5816 -3,8057 -4,0255 -4,2273 -4,4024 -4,5371 -4,6112 -4,6136
Fz    -1,1178 -1,0784 -1,0047 -0,9369 -0,9148 -0,9445 -0,9885 -0,9911 -0,9156 -0,7591 -0,5436 -0,3059 -0,0902 0,0665 0,1470 0,1575 0,1211 0,0646 0,0104 -0,0234 -0,0255 0,0012 0,0436 0,0862 0,1155 0,1206 0,0919 0,0190 -0,1029 -0,2649 -0,4461 -0,6229 -0,7798 -0,9123 -1,0204 -1,0951 -1,1099 -1,0265 -0,8105 -0,4495 0,0365 0,5981 1,1707 1,6915 2,1104 2,3982 2,5556 2,6064 2,5774 2,4908 2,3723 2,2490 2,1351 2,0265 1,9123 1,7896 1,6685 1,5689 1,5162 1,5327 1,6223 1,7647 1,9287 2,0905 2,2322 2,3331 2,3733 2,3489 2,2767 2,1856 2,1050 2,0561 2,0443 2,0579 2,0793 2,1005 2,1264 2,1658 2,2265 2,3160 2,4317 2,5499 2,6334 2,6513 2,5870 2,4354 2,2040 1,9166 1,6119 1,3317 1,1061 0,9399 0,8119 0,6928 0,5677 0,4478 0,3692 0,3796 0,5150 0,7841 1,1690 1,6314 2,1132 2,5411 2,8418 2,9636 2,8907 2,6433 2,2692 1,8317 1,3973 1,0237 0,7426 0,5459 0,3916 0,2283 0,0222 -0,2292 -0,4972 -0,7283 -0,8613 -0,8501 -0,6839 -0,3948 -0,0447 0,3063 0,6227 0,8953 1,1304 1,3420 1,5491 1,7759 2,0438 2,3570 2,7008 3,0534 3,4009 3,7447 4,0941 4,4497 4,7906 5,0834 5,3018 5,4320 5,4650 5,3952 5,2273 4,9821 4,6953 4,4086 4,1543 3,9433 3,7703 3,6379 3,5733 3,6097 3,7523 3,9681 4,2141 4,4703 4,7449 5,0492 5,3740 5,6930 5,9873 6,2604 6,5271 6,7936 7,0494 7,2712 7,4292 7,4961 7,4611 7,3366 7,1443 6,8913 6,5649 6,1570 5,6882 5,2037 4,7520 4,3689 4,0697 3,8452 3,6648 3,4932 3,3066 3,1026 2,8983 2,7195 2,5908 2,5328 2,5595 2,6661 2,8227 2,9836 3,1061 3,1638 3,1492 3,0673 2,9269 2,7358 2,5004 2,2331 1,9583 1,6987 1,4577 1,2241 0,9898 0,7558 0,5209 0,2758 0,0086 -0,2917 -0,6350 -1,0246 -1,4487 -1,8838 -2,3059 -2,6954 -3,0319 -3,2904 -3,4450 -3,4768 -3,3795 -3,1669 -2,8783 -2,5739 -2,3156 -2,1433 -2,0657 -2,0693 -2,1296 -2,2152 -2,2944 -2,3494 -2,3785 -2,3870 -2,3786 -2,3561 -2,3267 -2,3010 -2,2786 -2,2415 -2,1632 -2,0211 -1,8020 -1,5045 -1,1469 -0,7753 -0,4613 -0,2767 -0,2546 -0,3691 -0,5496 -0,7198 -0,8332 -0,8859 -0,9025 -0,9126 -0,9373 -0,9868 -1,0557 -1,1215 -1,1566 -1,1422 -1,0739 -0,9629 -0,8345 -0,7221 -0,6567 -0,6559 -0,7186 -0,8250 -0,9464 -1,0584 -1,1490 -1,2131 -1,2440 -1,2370 -1,2075 -1,1970 -1,2531 -1,3996 -1,6244 -1,8880 -2,1409 -2,3407 -2,4675 -2,5365 -2,5934 -2,6879 -2,8398 -3,0234 -3,1843 -3,2780 -3,2956 -3,2587 -3,1954 -3,1256 -3,0665 -3,0398 -3,0678 -3,1607 -3,3134 -3,5079 -3,7180 -3,9165 -4,0814 -4,2025 -4,2822 -4,3265 -4,3334 -4,2938 -4,2013 -4,0552 -3,8581 -3,6167 -3,3468 -3,0757 -2,8379 -2,6651 -2,5749 -2,5617 -2,5974 -2,6411 -2,6568 -2,6277 -2,5611 -2,4797 -2,4079 -2,3615 -2,3383 -2,3137 -2,2564 -2,1555 -2,0299 -1,9113 -1,8231 -1,7730 -1,7523 -1,7375 -1,7030 -1,6366 -1,5432 -1,4374 -1,3330 -1,2332 -1,1290 -1,0066 -0,8567 -0,6783 -0,4793 -0,2737 -0,0788 0,0927 0,2407 0,3783 0,5183 0,6566 0,7657 0,8091 0,7668 0,6488 0,4842 0,2992 0,1066 -0,0899 -0,2894 -0,4900 -0,6857 -0,8669 -1,0259 -1,1636 -1,2853 -1,3877 -1,4552 -1,4721 -1,4408 -1,3849 -1,3343 -1,3065 -1,2981 -1,2871 -1,2471 -1,1648 -1,0485 -0,9162 -0,7795 -0,6457 -0,5322 -0,4682 -0,4768 -0,5569 -0,6805 -0,8038 -0,8853 -0,9013 -0,8479 -0,7375 -0,5980 -0,4689 -0,3831 -0,3519 -0,3629 -0,3881 -0,3986 -0,3797 -0,3315 -0,2579 -0,1608 -0,0421 0,0938 0,2385 0,3717 0,4617 0,4846 0,4417 0,3597 0,2784 0,2418 0,2912 0,4500 0,7047 0,9995 1,2560 1,4084 1,4282 1,3210 1,1118 0,8366 0,5371 0,2510 0,0048 -0,1891 -0,3331 -0,4428 -0,5425 -0,6504 -0,7675 -0,8868 -1,0020 -1,1041 -1,1839 -1,2444 -1,3054 -1,3935 -1,5233 -1,6862 -1,8552 -2,0008 -2,1036 -2,1585 -2,1742 -2,1665 -2,1458 -2,1029 -2,0057 -1,8163 -1,5180 -1,1346 -0,7294 -0,3814 -0,1530 -0,0740 -0,1462 -0,3557 -0,6791 -1,0825 -1,5188 -1,9312 -2,2626 -2,4737 -2,5614 -2,5602 -2,5249 -2,5035 -2,5159 -2,5528 -2,5964 -2,6417 -2,6976 -2,7687 -2,8429 -2,9029 -2,9464 -2,9892 -3,0517 -3,1431 -3,2541 -3,3642 -3,4637 -3,5657 -3,6928 -3,8559 -4,0470 -4,2395 -4,3893 -4,4472 -4,3822 -4,2004 -3,9467 -3,6904 -3,4964 -3,3982 -3,3936 -3,4589 -3,5594 -3,6536 -3,7018 -3,6779 -3,5712 -3,3767 -3,0934 -2,7316 -2,3153 -1,8761 -1,4517 -1,0829 -0,8061 -0,6419 -0,5847 -0,6028 -0,6590 -0,7314 -0,8119 -0,8944 -0,9735 -1,0481 -1,1269 -1,2310 -1,3880 -1,6159 -1,9071 -2,2255 -2,5239 -2,7663 -2,9376 -3,0402 -3,0840 -3,0761 -3,0126 -2,8810 -2,6747 -2,4129 -2,1454 -1,9323 -1,8129 -1,7837 -1,8037 -1,8214 -1,8037 -1,7504 -1,6916 -1,6622 -1,6731 -1,7029 -1,7157 -1,6831 -1,5955 -1,4599 -1,2944 -1,1248 -0,9860 -0,9241 -0,9910 -1,2254 -1,6342 -2,1888 -2,8331 -3,4988 -4,1249 -4,6727 -5,1273 -5,4890 -5,7645 -5,9621 -6,0868 -6,1410 -6,1328 -6,0811 -6,0098 -5,9388 -5,8751 -5,8108 -5,7312 -5,6353 -5,5474 -5,5060 -5,5370 -5,6379 -5,7822 -5,9317 -6,0513 -6,1269 -6,1778 -6,2453 -6,3607 -6,5225 -6,7047
F3    -0,2762 -0,2549 -0,2607 -0,3232 -0,4585 -0,6474 -0,8324 -0,9449 -0,9416 -0,8181 -0,6001 -0,3288 -0,0481 0,2055 0,4074 0,5422 0,5980 0,5677 0,4597 0,3073 0,1555 0,0397 -0,0241 -0,0401 -0,0317 -0,0371 -0,0945 -0,2255 -0,4280 -0,6804 -0,9505 -1,2075 -1,4285 -1,5984 -1,7047 -1,7299 -1,6465 -1,4249 -1,0503 -0,5355 0,0760 0,7182 1,3196 1,8240 2,2011 2,4442 2,5586 2,5495 2,4186 2,1801 1,8758 1,5643 1,2953 1,0977 0,9825 0,9441 0,9635 1,0183 1,0947 1,1857 1,2854 1,3905 1,5064 1,6450 1,8075 1,9705 2,0933 2,1443 2,1184 2,0381 1,9435 1,8745 1,8518 1,8708 1,9147 1,9734 2,0480 2,1395 2,2446 2,3609 2,4844 2,5999 2,6792 2,6881 2,5978 2,3993 2,1148 1,7923 1,4869 1,2450 1,0934 1,0332 1,0370 1,0586 1,0537 1,0022 0,9192 0,8478 0,8352 0,9149 1,0981 1,3671 1,6698 1,9307 2,0760 2,0592 1,8710 1,5363 1,1077 0,6522 0,2343 -0,1030 -0,3522 -0,5400 -0,7099 -0,8937 -1,0919 -1,2762 -1,4058 -1,4402 -1,3487 -1,1182 -0,7613 -0,3211 0,1365 0,5452 0,8599 1,0664 1,1837 1,2527 1,3157 1,4026 1,5313 1,7158 1,9696 2,2989 2,6971 3,1493 3,6331 4,1142 4,5474 4,8933 5,1325 5,2643 5,2984 5,2497 5,1341 4,9700 4,7783 4,5759 4,3663 4,1388 3,8866 3,6294 3,4144 3,2898 3,2746 3,3523 3,4934 3,6793 3,9050 4,1628 4,4303 4,6792 4,8989 5,1081 5,3367 5,6004 5,8885 6,1693 6,3987 6,5342 6,5513 6,4492 6,2395 5,9304 5,5274 5,0495 4,5400 4,0581 3,6572 3,3696 3,1992 3,1178 3,0712 3,0007 2,8679 2,6682 2,4298 2,2008 2,0268 1,9326 1,9174 1,9615 2,0354 2,1105 2,1663 2,1931 2,1897 2,1591 2,1035 2,0237 1,9195 1,7904 1,6384 1,4663 1,2685 1,0313 0,7475 0,4239 0,0722 -0,2947 -0,6596 -1,0049 -1,3214 -1,6106 -1,8815 -2,1458 -2,4121 -2,6779 -2,9208 -3,1011 -3,1825 -3,1509 -3,0167 -2,8077 -2,5648 -2,3387 -2,1784 -2,1106 -2,1274 -2,1969 -2,2837 -2,3577 -2,3972 -2,3967 -2,3670 -2,3204 -2,2616 -2,1917 -2,1164 -2,0471 -1,9906 -1,9353 -1,8566 -1,7336 -1,5608 -1,3471 -1,1141 -0,9000 -0,7592 -0,7405 -0,8552 -1,0646 -1,2990 -1,4873 -1,5824 -1,5748 -1,4889 -1,3648 -1,2445 -1,1622 -1,1282 -1,1189 -1,0897 -1,0027 -0,8477 -0,6436 -0,4320 -0,2621 -0,1688 -0,1581 -0,2126 -0,3025 -0,3981 -0,4796 -0,5406 -0,5827 -0,6048 -0,6040 -0,5900 -0,5926 -0,6499 -0,7883 -1,0084 -1,2799 -1,5516 -1,7725 -1,9093 -1,9593 -1,9538 -1,9470 -1,9865 -2,0865 -2,2250 -2,3624 -2,4653 -2,5178 -2,5186 -2,4742 -2,4023 -2,3377 -2,3244 -2,3956 -2,5592 -2,7959 -3,0680 -3,3321 -3,5491 -3,6947 -3,7670 -3,7786 -3,7385 -3,6433 -3,4839 -3,2528 -2,9497 -2,5892 -2,2066 -1,8519 -1,5746 -1,4088 -1,3662 -1,4356 -1,5858 -1,7702 -1,9370 -2,0460 -2,0839 -2,0640 -2,0140 -1,9607 -1,9134 -1,8568 -1,7670 -1,6382 -1,4939 -1,3702 -1,2884 -1,2406 -1,1966 -1,1245 -1,0095 -0,8604 -0,7003 -0,5529 -0,4312 -0,3285 -0,2246 -0,1028 0,0393 0,1942 0,3548 0,5245 0,7150 0,9331 1,1718 1,4112 1,6221 1,7691 1,8194 1,7579 1,5971 1,3722 1,1226 0,8737 0,6341 0,4047 0,1876 -0,0136 -0,1973 -0,3608 -0,4952 -0,5887 -0,6330 -0,6229 -0,5563 -0,4395 -0,2906 -0,1349 0,0046 0,1164 0,2033 0,2752 0,3382 0,3873 0,4092 0,3981 0,3656 0,3295 0,2934 0,2443 0,1647 0,0497 -0,0864 -0,2175 -0,3190 -0,3745 -0,3710 -0,2974 -0,1547 0,0358 0,2387 0,4202 0,5622 0,6681 0,7525 0,8260 0,8890 0,9341 0,9554 0,9571 0,9509 0,9393 0,9040 0,8173 0,6685 0,4809 0,3004 0,1722 0,1304 0,2012 0,3960 0,6962 1,0477 1,3780 1,6217 1,7340 1,6963 1,5217 1,2559 0,9608 0,6896 0,4707 0,3080 0,1897 0,0917 -0,0161 -0,1509 -0,3029 -0,4492 -0,5766 -0,6842 -0,7744 -0,8495 -0,9171 -0,9911 -1,0832 -1,1918 -1,3018 -1,3948 -1,4570 -1,4780 -1,4484 -1,3613 -1,2134 -1,0056 -0,7419 -0,4304 -0,0837 0,2759 0,6111 0,8767 1,0382 1,0837 1,0189 0,8574 0,6152 0,3093 -0,0416 -0,4116 -0,7632 -1,0546 -1,2595 -1,3794 -1,4389 -1,4697 -1,4981 -1,5364 -1,5828 -1,6304 -1,6728 -1,7027 -1,7129 -1,7050 -1,6970 -1,7148 -1,7730 -1,8657 -1,9728 -2,0733 -2,1561 -2,2258 -2,2961 -2,3814 -2,4944 -2,6395 -2,8026 -2,9545 -3,0685 -3,1312 -3,1438 -3,1208 -3,0835 -3,0476 -3,0156 -2,9779 -2,9133 -2,7947 -2,6068 -2,3610 -2,0835 -1,7895 -1,4750 -1,1311 -0,7604 -0,3800 -0,0149 0,3078 0,5589 0,7114 0,7538 0,7021 0,5883 0,4379 0,2658 0,0852 -0,0893 -0,2452 -0,3791 -0,5025 -0,6386 -0,8081 -1,0126 -1,2299 -1,4243 -1,5688 -1,6579 -1,7065 -1,7352 -1,7544 -1,7520 -1,6970 -1,5628 -1,3597 -1,1420 -0,9783 -0,9097 -0,9298 -1,0009 -1,0857 -1,1663 -1,2470 -1,3470 -1,4847 -1,6575 -1,8339 -1,9631 -1,9967 -1,9091 -1,7050 -1,4132 -1,0780 -0,7552 -0,5121 -0,4210 -0,5356 -0,8679 -1,3813 -2,0048 -2,6608 -3,2940 -3,8796 -4,4079 -4,8662 -5,2357 -5,5012 -5,6559 -5,7005 -5,6483 -5,5318 -5,3979 -5,2868 -5,2097 -5,1439 -5,0530 -4,9185 -4,7546 -4,5954 -4,4748 -4,4152 -4,4237 -4,4894 -4,5835 -4,6779 -4,7671 -4,8657 -4,9870 -5,1351 -5,3127
F7    -0,2072 -0,1705 -0,1272 -0,1106 -0,1358 -0,1834 -0,2112 -0,1847 -0,0938 0,0531 0,2399 0,4413 0,6227 0,7522 0,8148 0,8127 0,7580 0,6651 0,5492 0,4274 0,3138 0,2109 0,1119 0,0081 -0,1063 -0,2360 -0,3870 -0,5631 -0,7561 -0,9449 -1,1055 -1,2230 -1,2933 -1,3196 -1,3094 -1,2678 -1,1880 -1,0519 -0,8425 -0,5576 -0,2143 0,1551 0,5120 0,8228 1,0656 1,2322 1,3239 1,3468 1,3119 1,2392 1,1541 1,0748 1,0037 0,9354 0,8675 0,8034 0,7471 0,7029 0,6789 0,6853 0,7269 0,7971 0,8845 0,9815 1,0814 1,1714 1,2361 1,2674 1,2694 1,2540 1,2309 1,2019 1,1643 1,1193 1,0774 1,0557 1,0703 1,1272 1,2209 1,3395 1,4657 1,5748 1,6440 1,6612 1,6229 1,5308 1,3956 1,2378 1,0805 0,9408 0,8247 0,7274 0,6369 0,5425 0,4445 0,3587 0,3083 0,3087 0,3636 0,4726 0,6350 0,8405 1,0555 1,2266 1,3021 1,2551 1,0926 0,8466 0,5585 0,2665 0,0017 -0,2131 -0,3729 -0,4990 -0,6295 -0,7929 -0,9892 -1,1937 -1,3729 -1,4974 -1,5469 -1,5073 -1,3719 -1,1528 -0,8866 -0,6186 -0,3809 -0,1861 -0,0305 0,1007 0,2254 0,3575 0,5074 0,6854 0,9004 1,1561 1,4478 1,7621 2,0786 2,3739 2,6308 2,8450 3,0214 3,1619 3,2597 3,3042 3,2883 3,2142 3,0916 2,9330 2,7509 2,5583 2,3710 2,2108 2,1029 2,0661 2,1003 2,1852 2,2977 2,4296 2,5876 2,7779 2,9907 3,1993 3,3776 3,5178 3,6298 3,7269 3,8165 3,8972 3,9573 3,9771 3,9381 3,8299 3,6506 3,4052 3,1080 2,7866 2,4784 2,2181 2,0246 1,8994 1,8292 1,7907 1,7562 1,7029 1,6175 1,4989 1,3587 1,2198 1,1080 1,0416 1,0254 1,0489 1,0916 1,1359 1,1754 1,2107 1,2397 1,2523 1,2312 1,1601 1,0334 0,8597 0,6570 0,4399 0,2119 -0,0303 -0,2875 -0,5595 -0,8486 -1,1544 -1,4664 -1,7665 -2,0373 -2,2687 -2,4603 -2,6197 -2,7600 -2,8932 -3,0201 -3,1297 -3,2049 -3,2292 -3,1952 -3,1108 -2,9954 -2,8718 -2,7568 -2,6566 -2,5688 -2,4875 -2,4054 -2,3130 -2,2029 -2,0793 -1,9595 -1,8631 -1,8007 -1,7709 -1,7641 -1,7669 -1,7653 -1,7457 -1,6970 -1,6137 -1,4937 -1,3399 -1,1663 -1,0006 -0,8734 -0,8065 -0,8078 -0,8687 -0,9612 -1,0410 -1,0660 -1,0181 -0,9111 -0,7778 -0,6517 -0,5542 -0,4898 -0,4445 -0,3914 -0,3057 -0,1803 -0,0324 0,1029 0,1892 0,2073 0,1602 0,0652 -0,0515 -0,1577 -0,2245 -0,2393 -0,2082 -0,1481 -0,0786 -0,0201 0,0094 0,0000 -0,0513 -0,1436 -0,2705 -0,4151 -0,5553 -0,6760 -0,7747 -0,8611 -0,9531 -1,0653 -1,1935 -1,3125 -1,3949 -1,4343 -1,4476 -1,4530 -1,4528 -1,4412 -1,4201 -1,3993 -1,3881 -1,3902 -1,4068 -1,4391 -1,4870 -1,5447 -1,5996 -1,6389 -1,6577 -1,6569 -1,6348 -1,5844 -1,5003 -1,3840 -1,2439 -1,0953 -0,9584 -0,8518 -0,7851 -0,7582 -0,7634 -0,7860 -0,8065 -0,8080 -0,7848 -0,7459 -0,7101 -0,6949 -0,7073 -0,7400 -0,7734 -0,7863 -0,7683 -0,7252 -0,6701 -0,6127 -0,5540 -0,4902 -0,4189 -0,3436 -0,2738 -0,2188 -0,1805 -0,1513 -0,1173 -0,0635 0,0199 0,1319 0,2612 0,3961 0,5362 0,6884 0,8546 1,0241 1,1785 1,2983 1,3667 1,3699 1,3000 1,1633 0,9817 0,7842 0,5952 0,4328 0,3096 0,2293 0,1834 0,1545 0,1276 0,0997 0,0805 0,0806 0,1019 0,1404 0,1948 0,2648 0,3448 0,4224 0,4830 0,5187 0,5331 0,5389 0,5511 0,5807 0,6324 0,7030 0,7774 0,8290 0,8316 0,7742 0,6656 0,5300 0,3967 0,2905 0,2297 0,2279 0,2880 0,3925 0,5079 0,6064 0,6807 0,7435 0,8155 0,9098 1,0209 1,1302 1,2195 1,2818 1,3231 1,3531 1,3706 1,3608 1,3094 1,2158 1,0936 0,9632 0,8465 0,7685 0,7521 0,8087 0,9308 1,0916 1,2517 1,3739 1,4342 1,4232 1,3453 1,2225 1,0861 0,9615 0,8605 0,7800 0,7038 0,6095 0,4834 0,3323 0,1769 0,0332 -0,0937 -0,2001 -0,2811 -0,3377 -0,3826 -0,4364 -0,5155 -0,6202 -0,7341 -0,8337 -0,8966 -0,9066 -0,8571 -0,7535 -0,6058 -0,4199 -0,1965 0,0633 0,3524 0,6541 0,9401 1,1782 1,3448 1,4290 1,4262 1,3318 1,1412 0,8590 0,5084 0,1308 -0,2246 -0,5166 -0,7249 -0,8514 -0,9138 -0,9364 -0,9413 -0,9415 -0,9403 -0,9384 -0,9392 -0,9457 -0,9567 -0,9673 -0,9737 -0,9756 -0,9716 -0,9554 -0,9200 -0,8686 -0,8193 -0,8025 -0,8494 -0,9768 -1,1785 -1,4274 -1,6865 -1,9211 -2,1073 -2,2330 -2,2994 -2,3176 -2,2999 -2,2553 -2,1933 -2,1231 -2,0463 -1,9525 -1,8303 -1,6782 -1,5012 -1,3026 -1,0824 -0,8419 -0,5848 -0,3157 -0,0415 0,2269 0,4747 0,6841 0,8425 0,9503 1,0163 1,0443 1,0300 0,9696 0,8662 0,7283 0,5628 0,3724 0,1624 -0,0555 -0,2625 -0,4376 -0,5669 -0,6535 -0,7151 -0,7715 -0,8323 -0,8933 -0,9457 -0,9814 -0,9930 -0,9792 -0,9539 -0,9427 -0,9639 -1,0102 -1,0556 -1,0779 -1,0728 -1,0501 -1,0272 -1,0233 -1,0499 -1,1038 -1,1702 -1,2301 -1,2670 -1,2719 -1,2452 -1,1975 -1,1559 -1,1639 -1,2659 -1,4827 -1,8014 -2,1839 -2,5852 -2,9676 -3,3074 -3,5947 -3,8276 -4,0051 -4,1250 -4,1881 -4,2004 -4,1718 -4,1121 -4,0315 -3,9440 -3,8666 -3,8133 -3,7870 -3,7755 -3,7590 -3,7245 -3,6736 -3,6184 -3,5731 -3,5455 -3,5319 -3,5206 -3,5035 -3,4860 -3,4836 -3,5059 -3,5478 -3,5995
