Fp1   -4,6796 -4,6311 -4,5302 -4,3731 -4,1181 -3,7337 -3,2468 -2,7296 -2,2435 -1,7947 -1,3395 -0,8372 -0,2940 0,2462 0,7483 1,2150 1,6767 2,1598 2,6627 3,1473 3,5524 3,8307 3,9807 4,0515 4,1106 4,1829 4,2159 4,1155 3,8108 3,2895 2,5996 1,8430 1,1617 0,6950 0,5132 0,5819 0,7860 0,9806 1,0309 0,8446 0,3952 -0,2783 -1,0826 -1,8915 -2,5944 -3,1397 -3,5277 -3,7635 -3,8396 -3,7597 -3,5513 -3,2440 -2,8511 -2,3799 -1,8450 -1,2674 -0,6706 -0,0854 0,4313 0,7867 0,8891 0,7043 0,2758 -0,3027 -0,9185 -1,4457 -1,7661 -1,8213 -1,6377 -1,2991 -0,9094 -0,5620 -0,3126 -0,1712 -0,1229 -0,1519 -0,2439 -0,3756 -0,5108 -0,5964 -0,5705 -0,3940 -0,0816 0,2968 0,6435 0,8708 0,9350 0,8577 0,7123 0,5763 0,4971 0,4951 0,5846 0,7841 1,1061 1,5461 2,0876 2,7001 3,3182 3,8343 4,1410 4,1935 4,0300 3,7307 3,3600 2,9374 2,4402 1,8200 1,0325 0,0765 -0,9855 -2,0382 -2,9445 -3,5859 -3,8971 -3,8769 -3,5799 -3,1062 -2,5897 -2,1756 -1,9764 -2,0169 -2,2107 -2,4059 -2,4779 -2,3907 -2,1832 -1,9292 -1,7048 -1,5494 -1,4488 -1,3678 -1,2881 -1,2072 -1,1142 -0,9825 -0,7803 -0,4904 -0,1287 0,2543 0,6091 0,9374 1,3025 1,7745 2,3590 2,9839 3,5412 3,9262 4,0637 3,9506 3,6924 3,4701 3,4461 3,6807 4,1134 4,6094 5,0415 5,3504 5,5429 5,6501 5,6980 5,7023 5,6633 5,5671 5,4014 5,1715 4,9118 4,6925 4,6037 4,7180 5,0606 5,5986 6,2472 6,8862 7,3892 7,6667 7,6938 7,4872 7,0576 6,4020 5,5449 4,5657 3,5665 2,6226 1,7714 1,0320 0,4144 -0,0906 -0,5197 -0,9236 -1,3376 -1,7659 -2,2006 -2,6459 -3,1165 -3,6093 -4,0816 -4,4742 -4,7617 -4,9720 -5,1634 -5,3871 -5,6644 -6,0016 -6,4074 -6,8703 -7,3348 -7,7222 -7,9603 -7,9960 -7,8057 -7,3968 -6,7988 -6,0592 -5,2330 -4,3640 -3,4804 -2,6161 -1,8315 -1,2052 -0,7933 -0,5960 -0,5616 -0,6240 -0,7374 -0,8795 -1,0307 -1,1594 -1,2295 -1,2200 -1,1452 -1,0637 -1,0567 -1,1817 -1,4369 -1,7619 -2,0785 -2,3438 -2,5723 -2,8094 -3,0817 -3,3642 -3,5948 -3,7296 -3,7820 -3,7890 -3,7475 -3,6083 -3,3336 -2,9438 -2,5112 -2,1269 -1,8722 -1,7985 -1,9203 -2,2258 -2,6861 -3,2472 -3,8150 -4,2658 -4,4928 -4,4585 -4,2105 -3,8494 -3,4725 -3,1387 -2,8702 -2,6673 -2,5046 -2,3244 -2,0699 -1,7396 -1,3953 -1,1144 -0,9388 -0,8787 -0,9611 -1,2400 -1,7366 -2,3925 -3,0882 -3,6937 -4,1184 -4,3438 -4,4200 -4,4264 -4,4164 -4,3802 -4,2604 -4,0105 -3,6371 -3,1894 -2,7245 -2,2903 -1,9267 -1,6646 -1,5160 -1,4684 -1,4849 -1,5119 -1,4994 -1,4259 -1,3160 -1,2403 -1,2840 -1,4956 -1,8501 -2,2548 -2,5975 -2,8000 -2,8433 -2,7553 -2,5827 -2,3718 -2,1506 -1,9100 -1,6186 -1,2689 -0,9007 -0,5718 -0,3085 -0,0898 0,1224 0,3362 0,5217 0,6620 0,7987 0,9967 1,2770 1,6091 1,9512 2,2650 2,5099 2,6613 2,7296 2,7379 2,6847 2,5551 2,3645 2,1760 2,0749 2,1266 2,3519 2,7336 3,2364 3,8105 4,3746 4,8226 5,0680 5,0868 4,9168 4,6131 4,2115 3,7412 3,2484 2,7890 2,4152 2,1794 2,1378 2,3390 2,7962 3,4753 4,3074 5,2042 6,0703 6,8246 7,4230 7,8650 8,1653 8,3199 8,3089 8,1290 7,8091 7,3938 6,9322 6,4904 6,1480 5,9588 5,9213 5,9792 6,0420 6,0162 5,8400 5,5125 5,0962 4,6758 4,3059 3,9983 3,7456 3,5510 3,4353 3,4133 3,4688 3,5678 3,6984 3,8764 4,1083 4,3682 4,6182 4,8467 5,0824 5,3655 5,7019 6,0432 6,3198 6,4938 6,5743 6,5935 6,5902 6,6114 6,6966 6,8436 7,0016 7,0993 7,0752 6,9026 6,6089 6,2844 6,0591 6,0431 6,2719 6,7070 7,2616 7,8110 8,2221 8,4111 8,3830 8,2222 8,0547 8,0009 8,1272 8,4228 8,8217 9,2481 9,6402 9,9488 10,1351 10,1824 10,1104 9,9758 9,8540 9,8042 9,8408 9,9246 9,9728 9,8950 9,6535 9,3023 8,9698 8,7887 8,8338 9,1136 9,5872 10,1742 10,7699 11,2812 11,6508 11,8489 11,8623 11,7119 11,4565 11,1513 10,8080 10,4061 9,9318 9,4028 8,8709 8,4034 8,0474 7,8111 7,6912 7,7008 7,8585 8,1585 8,5527 8,9525 9,2471 9,3345 9,1584 8,7203 8,0593 7,2215 6,2405 5,1473 3,9955 2,8736 1,8917 1,1507 0,7048 0,5395 0,5889 0,7785 1,0433 1,3111 1,4919 1,4978 1,2929 0,9257 0,5020 0,1253 -0,1374 -0,2603 -0,2441 -0,0997 0,1508 0,4601 0,7592 0,9891 1,1424 1,2742 1,4599 1,7429 2,1301 2,6186 3,2016 3,8602 4,5688 5,3008 6,0257 6,7065 7,3077 7,8115 8,2305 8,5992 8,9419 9,2368 9,4128 9,3864 9,1114 8,6065 7,9387 7,1859 6,4178 5,6914 5,0476 4,5120 4,0884 3,7354 3,3713 2,9309 2,4153 1,8776 1,3705 0,9084 0,4684 0,0180 -0,4601 -0,9590 -1,4482 -1,8830 -2,2216 -2,4419 -2,5533 -2,5899 -2,5786 -2,5234 -2,4234 -2,2747 -2,0484 -1,7001 -1,2162 -0,6329 -0,0146 0,5626 1,0100 1,2465 1,2478 1,0676 0,8093 0,5894 0,5021 0,5775 0,7667 0,9733 1,0992 1,0693 0,8323 0,3528 -0,3760 -1,3046 -2,3194 -3,2752 -4,0485 -4,5860 -4,9229 -5,1570 -5,3887 -5,6636 -5,9463 -6,1479 -6,1871 -6,0310 -5,6943 -5,2294 -4,7212 -4,2651 -3,9218 -3,6815 -3,4660 -3,1722
Fz    -2,0406 -2,2638 -2,4473 -2,5635 -2,5797 -2,4685 -2,2283 -1,8927 -1,5147 -1,1387 -0,7886 -0,4823 -0,2416 -0,0809 0,0057 0,0435 0,0704 0,1257 0,2340 0,3907 0,5656 0,7247 0,8491 0,9389 1,0072 1,0718 1,1512 1,2606 1,4021 1,5589 1,7063 1,8243 1,8994 1,9157 1,8523 1,6954 1,4557 1,1674 0,8648 0,5642 0,2699 -0,0093 -0,2543 -0,4436 -0,5686 -0,6350 -0,6470 -0,5947 -0,4656 -0,2659 -0,0248 0,2221 0,4476 0,6360 0,7822 0,8911 0,9745 1,0461 1,1124 1,1596 1,1554 1,0718 0,9067 0,6780 0,4081 0,1247 -0,1348 -0,3341 -0,4527 -0,4903 -0,4666 -0,4156 -0,3728 -0,3568 -0,3620 -0,3720 -0,3742 -0,3531 -0,2824 -0,1318 0,1203 0,4743 0,8991 1,3345 1,7152 2,0019 2,1944 2,3170 2,3859 2,3941 2,3272 2,1845 1,9865 1,7712 1,5833 1,4566 1,4038 1,4162 1,4616 1,4847 1,4232 1,2364 0,9242 0,5197 0,0694 -0,3824 -0,8087 -1,2065 -1,5875 -1,9608 -2,3282 -2,6881 -3,0313 -3,3421 -3,6190 -3,8880 -4,1846 -4,5254 -4,8939 -5,2444 -5,5211 -5,6824 -5,7113 -5,6136 -5,4097 -5,1276 -4,7941 -4,4349 -4,0782 -3,7500 -3,4689 -3,2455 -3,0785 -2,9462 -2,8109 -2,6326 -2,3829 -2,0494 -1,6379 -1,1763 -0,7083 -0,2713 0,1283 0,5187 0,9383 1,3975 1,8628 2,2730 2,5661 2,7028 2,6937 2,6061 2,5335 2,5486 2,6781 2,9010 3,1654 3,4137 3,6106 3,7614 3,9003 4,0532 4,2067 4,3125 4,3195 4,2103 4,0215 3,8319 3,7185 3,7160 3,8077 3,9443 4,0720 4,1577 4,2005 4,2218 4,2380 4,2425 4,2072 4,1027 3,9217 3,6859 3,4286 3,1696 2,9023 2,6058 2,2701 1,9073 1,5432 1,2044 0,9160 0,6988 0,5523 0,4370 0,2837 0,0324 -0,3347 -0,7910 -1,2899 -1,7940 -2,2954 -2,8101 -3,3510 -3,9125 -4,4773 -5,0219 -5,5170 -5,9327 -6,2381 -6,4016 -6,4055 -6,2550 -5,9701 -5,5792 -5,1230 -4,6536 -4,2213 -3,8599 -3,5819 -3,3831 -3,2486 -3,1544 -3,0736 -2,9852 -2,8799 -2,7570 -2,6186 -2,4655 -2,3005 -2,1380 -2,0026 -1,9122 -1,8678 -1,8588 -1,8760 -1,9193 -1,9953 -2,1077 -2,2473 -2,3914 -2,5051 -2,5441 -2,4677 -2,2684 -1,9938 -1,7266 -1,5371 -1,4578 -1,4864 -1,5970 -1,7514 -1,9182 -2,0919 -2,2933 -2,5500 -2,8744 -3,2530 -3,6460 -3,9984 -4,2680 -4,4466 -4,5529 -4,6113 -4,6439 -4,6705 -4,7047 -4,7483 -4,7981 -4,8577 -4,9388 -5,0510 -5,1975 -5,3836 -5,6194 -5,9081 -6,2388 -6,5956 -6,9629 -7,3171 -7,6262 -7,8647 -8,0234 -8,1084 -8,1363 -8,1305 -8,1164 -8,1077 -8,0898 -8,0252 -7,8827 -7,6587 -7,3766 -7,0802 -6,8182 -6,6228 -6,4970 -6,4205 -6,3653 -6,3090 -6,2406 -6,1576 -6,0584 -5,9428 -5,8153 -5,6810 -5,5381 -5,3800 -5,1995 -4,9916 -4,7617 -4,5319 -4,3312 -4,1822 -4,0969 -4,0749 -4,1010 -4,1544 -4,2174 -4,2757 -4,3156 -4,3248 -4,2923 -4,2104 -4,0818 -3,9157 -3,7121 -3,4542 -3,1285 -2,7475 -2,3479 -1,9750 -1,6759 -1,4969 -1,4705 -1,5980 -1,8483 -2,1648 -2,4673 -2,6634 -2,6858 -2,5317 -2,2663 -1,9876 -1,7777 -1,6755 -1,6770 -1,7527 -1,8649 -1,9792 -2,0693 -2,1195 -2,1230 -2,0751 -1,9680 -1,8003 -1,5903 -1,3713 -1,1698 -0,9896 -0,8156 -0,6324 -0,4375 -0,2400 -0,0498 0,1315 0,3123 0,5073 0,7331 0,9886 1,2375 1,4229 1,5006 1,4562 1,3000 1,0634 0,7981 0,5624 0,3943 0,2982 0,2537 0,2374 0,2375 0,2552 0,2937 0,3458 0,3898 0,4028 0,3844 0,3647 0,3884 0,4834 0,6350 0,7856 0,8718 0,8687 0,8032 0,7284 0,6850 0,6813 0,7029 0,7389 0,7918 0,8626 0,9422 1,0233 1,1076 1,1894 1,2447 1,2483 1,2036 1,1497 1,1370 1,1964 1,3202 1,4662 1,5849 1,6481 1,6636 1,6745 1,7383 1,8963 2,1549 2,4823 2,8102 3,0538 3,1573 3,1332 3,0578 3,0292 3,1194 3,3455 3,6764 4,0639 4,4700 4,8714 5,2511 5,5904 5,8688 6,0728 6,2072 6,2930 6,3468 6,3640 6,3209 6,1920 5,9648 5,6510 5,2917 4,9524 4,7069 4,6130 4,6926 4,9259 5,2604 5,6267 5,9548 6,1860 6,2821 6,2342 6,0629 5,8057 5,5017 5,1858 4,8933 4,6610 4,5210 4,4910 4,5636 4,7019 4,8538 4,9823 5,0840 5,1794 5,2863 5,3989 5,4830 5,4812 5,3361 5,0282 4,5908 4,0829 3,5527 3,0256 2,5142 2,0290 1,5862 1,2109 0,9287 0,7463 0,6441 0,5889 0,5488 0,4973 0,4129 0,2761 0,0690 -0,2094 -0,5280 -0,8319 -1,0715 -1,2236 -1,2987 -1,3295 -1,3486 -1,3701 -1,3864 -1,3788 -1,3345 -1,2481 -1,1132 -0,9294 -0,7165 -0,5041 -0,3086 -0,1233 0,0737 0,3093 0,6018 0,9478 1,3215 1,6907 2,0384 2,3684 2,6890 2,9917 3,2450 3,4087 3,4569 3,3940 3,2468 3,0414 2,7871 2,4783 2,1040 1,6593 1,1595 0,6445 0,1656 -0,2399 -0,5601 -0,7977 -0,9638 -1,0890 -1,2260 -1,4210 -1,6819 -1,9798 -2,2723 -2,5213 -2,6976 -2,7852 -2,7846 -2,7111 -2,5854 -2,4181 -2,2023 -1,9234 -1,5729 -1,1603 -0,7179 -0,2952 0,0632 0,3441 0,5709 0,7728 0,9464 1,0566 1,0754 1,0047 0,8660 0,6835 0,4770 0,2577 0,0233 -0,2446 -0,5746 -0,9952 -1,5274 -2,1805 -2,9430 -3,7730 -4,6050 -5,3748 -6,0453 -6,6079 -7,0653 -7,4160 -7,6522 -7,7636 -7,7413 -7,5849 -7,3146 -6,9740 -6,6206 -6,3102 -6,0836 -5,9528 -5,8877 -5,8186 -5,6687
F3    -2,0857 -2,1500 -2,1920 -2,1871 -2,0923 -1,8749 -1,5463 -1,1609 -0,7787 -0,4296 -0,1166 0,1569 0,3743 0,5210 0,6000 0,6290 0,6344 0,6505 0,7142 0,8495 1,0515 1,2825 1,4865 1,6199 1,6752 1,6748 1,6542 1,6506 1,6883 1,7628 1,8430 1,8884 1,8641 1,7441 1,5121 1,1690 0,7393 0,2653 -0,2048 -0,6244 -0,9569 -1,1897 -1,3379 -1,4310 -1,4979 -1,5566 -1,6066 -1,6261 -1,5857 -1,4697 -1,2847 -1,0504 -0,7909 -0,5324 -0,3017 -0,1241 -0,0214 -0,0068 -0,0827 -0,2394 -0,4572 -0,7146 -0,9973 -1,2987 -1,6045 -1,8769 -2,0671 -2,1465 -2,1166 -1,9935 -1,7935 -1,5358 -1,2539 -0,9964 -0,8100 -0,7209 -0,7286 -0,8049 -0,8979 -0,9436 -0,8858 -0,7000 -0,4109 -0,0839 0,2075 0,4188 0,5549 0,6550 0,7531 0,8542 0,9410 0,9872 0,9677 0,8717 0,7135 0,5279 0,3511 0,2054 0,0957 0,0106 -0,0745 -0,1833 -0,3265 -0,5034 -0,7068 -0,9249 -1,1484 -1,3827 -1,6506 -1,9730 -2,3514 -2,7676 -3,1928 -3,6009 -3,9819 -4,3413 -4,6843 -5,0069 -5,2989 -5,5489 -5,7464 -5,8792 -5,9312 -5,8905 -5,7597 -5,5538 -5,2884 -4,9772 -4,6357 -4,2825 -3,9367 -3,6174 -3,3400 -3,1159 -2,9577 -2,8752 -2,8572 -2,8568 -2,8047 -2,6423 -2,3433 -1,9098 -1,3586 -0,7196 -0,0399 0,6239 1,2228 1,7228 2,1054 2,3669 2,5187 2,5856 2,6044 2,6177 2,6626 2,7547 2,8836 3,0264 3,1670 3,3078 3,4611 3,6206 3,7426 3,7673 3,6571 3,4160 3,0935 2,7741 2,5423 2,4459 2,4888 2,6424 2,8606 3,0919 3,2934 3,4422 3,5350 3,5760 3,5664 3,4985 3,3567 3,1250 2,7971 2,3817 1,8950 1,3510 0,7611 0,1426 -0,4744 -1,0473 -1,5263 -1,8654 -2,0465 -2,1033 -2,1201 -2,1945 -2,3965 -2,7450 -3,2095 -3,7320 -4,2568 -4,7457 -5,1723 -5,5185 -5,7829 -5,9805 -6,1283 -6,2356 -6,3003 -6,3121 -6,2654 -6,1638 -6,0119 -5,8081 -5,5485 -5,2339 -4,8722 -4,4793 -4,0798 -3,7026 -3,3692 -3,0821 -2,8258 -2,5838 -2,3581 -2,1749 -2,0711 -2,0737 -2,1869 -2,3903 -2,6442 -2,8969 -3,0984 -3,2166 -3,2512 -3,2319 -3,2037 -3,2064 -3,2572 -3,3421 -3,4217 -3,4467 -3,3780 -3,2112 -2,9877 -2,7797 -2,6583 -2,6676 -2,8116 -3,0559 -3,3446 -3,6259 -3,8733 -4,0858 -4,2718 -4,4366 -4,5810 -4,6988 -4,7746 -4,7914 -4,7434 -4,6376 -4,4874 -4,3098 -4,1203 -3,9276 -3,7411 -3,5837 -3,4909 -3,4932 -3,6043 -3,8208 -4,1231 -4,4709 -4,8053 -5,0672 -5,2225 -5,2705 -5,2337 -5,1466 -5,0509 -4,9849 -4,9686 -5,0007 -5,0683 -5,1538 -5,2353 -5,2893 -5,3008 -5,2716 -5,2122 -5,1312 -5,0357 -4,9338 -4,8303 -4,7296 -4,6458 -4,5976 -4,5882 -4,5951 -4,5846 -4,5360 -4,4507 -4,3462 -4,2450 -4,1674 -4,1247 -4,1096 -4,0932 -4,0417 -3,9409 -3,8038 -3,6605 -3,5434 -3,4713 -3,4404 -3,4376 -3,4552 -3,4826 -3,4926 -3,4471 -3,3213 -3,1231 -2,8907 -2,6716 -2,4933 -2,3535 -2,2360 -2,1289 -2,0264 -1,9259 -1,8280 -1,7329 -1,6288 -1,4889 -1,2903 -1,0370 -0,7576 -0,4877 -0,2588 -0,0998 -0,0352 -0,0815 -0,2397 -0,4816 -0,7470 -0,9659 -1,0876 -1,0962 -1,0084 -0,8579 -0,6736 -0,4629 -0,2150 0,0767 0,3936 0,6941 0,9363 1,0991 1,1911 1,2397 1,2703 1,2928 1,3089 1,3266 1,3598 1,4207 1,5185 1,6543 1,8101 1,9503 2,0348 2,0310 1,9240 1,7313 1,5073 1,3156 1,1866 1,1067 1,0449 0,9850 0,9360 0,9189 0,9481 1,0231 1,1305 1,2547 1,3852 1,5162 1,6430 1,7577 1,8372 1,8423 1,7435 1,5530 1,3282 1,1412 1,0371 1,0153 1,0441 1,0977 1,1792 1,3040 1,4688 1,6477 1,8110 1,9371 2,0104 2,0215 1,9803 1,9211 1,8870 1,9083 1,9879 2,0935 2,1674 2,1627 2,0869 2,0077 2,0047 2,1130 2,3122 2,5530 2,7836 2,9607 3,0595 3,0843 3,0661 3,0475 3,0654 3,1418 3,2841 3,4859 3,7283 3,9859 4,2348 4,4558 4,6335 4,7594 4,8391 4,8907 4,9304 4,9639 4,9889 4,9961 4,9654 4,8764 4,7304 4,5626 4,4269 4,3652 4,3917 4,4990 4,6742 4,9086 5,1900 5,4864 5,7420 5,8964 5,9139 5,7946 5,5579 5,2240 4,8207 4,3978 4,0251 3,7706 3,6732 3,7229 3,8615 4,0139 4,1251 4,1747 4,1647 4,0957 3,9567 3,7344 3,4308 3,0771 2,7273 2,4336 2,2173 2,0600 1,9181 1,7473 1,5196 1,2272 0,8786 0,4866 0,0608 -0,3882 -0,8394 -1,2654 -1,6446 -1,9673 -2,2342 -2,4496 -2,6156 -2,7343 -2,8125 -2,8659 -2,9181 -2,9894 -3,0844 -3,1894 -3,2746 -3,3010 -3,2381 -3,0797 -2,8440 -2,5589 -2,2424 -1,8919 -1,4940 -1,0442 -0,5595 -0,0748 0,3752 0,7749 1,1325 1,4666 1,7883 2,0890 2,3471 2,5470 2,6875 2,7713 2,7970 2,7643 2,6779 2,5417 2,3512 2,0936 1,7517 1,3102 0,7719 0,1743 -0,4170 -0,9391 -1,3593 -1,6799 -1,9326 -2,1682 -2,4349 -2,7518 -3,0995 -3,4399 -3,7414 -3,9857 -4,1604 -4,2495 -4,2347 -4,1125 -3,9106 -3,6828 -3,4837 -3,3398 -3,2400 -3,1501 -3,0354 -2,8784 -2,6873 -2,4907 -2,3204 -2,2025 -2,1585 -2,1982 -2,3085 -2,4571 -2,6127 -2,7571 -2,8860 -3,0087 -3,1444 -3,3129 -3,5261 -3,7880 -4,0988 -4,4606 -4,8815 -5,3717 -5,9284 -6,5257 -7,1221 -7,6752 -8,1485 -8,5055 -8,7063 -8,7230 -8,5604 -8,2581 -7,8759 -7,4766 -7,1144 -6,8237 -6,6105 -6,4499 -6,2981 -6,1068 -5,8400
F7    -2,1334 -2,0268 -1,8948 -1,7428 -1,5601 -1,3334 -1,0700 -0,7964 -0,5329 -0,2708 0,0172 0,3397 0,6677 0,9576 1,1893 1,3799 1,5632 1,7574 1,9497 2,0989 2,1552 2,0957 1,9501 1,7920 1,6965 1,6863 1,7132 1,6935 1,5548 1,2621 0,8305 0,3275 -0,1443 -0,4852 -0,6396 -0,6155 -0,4712 -0,2865 -0,1377 -0,0834 -0,1594 -0,3761 -0,7094 -1,0999 -1,4767 -1,7914 -2,0283 -2,1900 -2,2869 -2,3351 -2,3471 -2,3186 -2,2338 -2,0848 -1,8762 -1,6165 -1,3197 -1,0120 -0,7331 -0,5306 -0,4497 -0,5116 -0,6990 -0,9652 -1,2498 -1,4864 -1,6157 -1,6086 -1,4754 -1,2593 -1,0283 -0,8588 -0,7996 -0,8495 -0,9724 -1,1315 -1,2974 -1,4366 -1,5093 -1,4792 -1,3216 -1,0328 -0,6405 -0,2084 0,1725 0,4119 0,4590 0,3267 0,0808 -0,1967 -0,4387 -0,6025 -0,6618 -0,5975 -0,3984 -0,0708 0,3599 0,8523 1,3465 1,7645 2,0320 2,1128 2,0214 1,7996 1,4881 1,1151 0,6920 0,2107 -0,3454 -0,9790 -1,6661 -2,3524 -2,9547 -3,3799 -3,5653 -3,5119 -3,2831 -2,9789 -2,7051 -2,5500 -2,5614 -2,7214 -2,9457 -3,1291 -3,2039 -3,1622 -3,0304 -2,8394 -2,6188 -2,3964 -2,1935 -2,0310 -1,9306 -1,8954 -1,8933 -1,8689 -1,7721 -1,5807 -1,3139 -1,0268 -0,7792 -0,5951 -0,4483 -0,2852 -0,0644 0,2162 0,5242 0,8133 1,0396 1,1776 1,2483 1,3277 1,5055 1,8244 2,2576 2,7340 3,1771 3,5344 3,7900 3,9558 4,0509 4,0875 4,0681 3,9925 3,8678 3,7153 3,5711 3,4834 3,4990 3,6439 3,9168 4,2931 4,7295 5,1664 5,5386 5,7885 5,8735 5,7639 5,4429 4,9200 4,2513 3,5313 2,8496 2,2543 1,7552 1,3475 1,0277 0,7879 0,6007 0,4209 0,2094 -0,0482 -0,3482 -0,6846 -1,0539 -1,4433 -1,8197 -2,1413 -2,3855 -2,5634 -2,7089 -2,8595 -3,0381 -3,2492 -3,4831 -3,7144 -3,9063 -4,0297 -4,0703 -4,0233 -3,8915 -3,6822 -3,4016 -3,0556 -2,6500 -2,1880 -1,6806 -1,1682 -0,7235 -0,4223 -0,3000 -0,3278 -0,4327 -0,5439 -0,6247 -0,6685 -0,6747 -0,6320 -0,5247 -0,3541 -0,1531 0,0223 0,1219 0,1275 0,0586 -0,0428 -0,1426 -0,2406 -0,3695 -0,5666 -0,8402 -1,1517 -1,4307 -1,6196 -1,7087 -1,7203 -1,6643 -1,5292 -1,3111 -1,0343 -0,7404 -0,4695 -0,2553 -0,1287 -0,1144 -0,2219 -0,4402 -0,7363 -1,0517 -1,3104 -1,4446 -1,4247 -1,2750 -1,0633 -0,8637 -0,7195 -0,6360 -0,5965 -0,5718 -0,5128 -0,3605 -0,0890 0,2664 0,6340 0,9502 1,1692 1,2423 1,1225 0,8021 0,3298 -0,2096 -0,7253 -1,1469 -1,4451 -1,6356 -1,7632 -1,8660 -1,9445 -1,9645 -1,8930 -1,7228 -1,4690 -1,1621 -0,8485 -0,5833 -0,4101 -0,3473 -0,3913 -0,5191 -0,6873 -0,8429 -0,9450 -0,9813 -0,9730 -0,9586 -0,9710 -1,0221 -1,0987 -1,1683 -1,1991 -1,1781 -1,1101 -1,0116 -0,9047 -0,8034 -0,7010 -0,5792 -0,4312 -0,2725 -0,1285 -0,0131 0,0830 0,1808 0,2899 0,4024 0,5158 0,6501 0,8261 1,0356 1,2503 1,4493 1,6232 1,7599 1,8468 1,8828 1,8737 1,8193 1,7211 1,6001 1,4967 1,4524 1,4951 1,6351 1,8663 2,1690 2,5098 2,8421 3,1131 3,2766 3,3075 3,2073 2,9942 2,6905 2,3256 1,9373 1,5642 1,2428 1,0116 0,9078 0,9567 1,1613 1,5015 1,9422 2,4392 2,9480 3,4337 3,8785 4,2818 4,6433 4,9448 5,1567 5,2590 5,2495 5,1400 4,9567 4,7450 4,5573 4,4220 4,3263 4,2318 4,1018 3,9174 3,6779 3,4008 3,1191 2,8676 2,6658 2,5123 2,3925 2,2945 2,2216 2,1838 2,1751 2,1704 2,1563 2,1516 2,1880 2,2758 2,4014 2,5523 2,7321 2,9457 3,1774 3,3908 3,5530 3,6550 3,7051 3,7132 3,6915 3,6685 3,6827 3,7500 3,8441 3,9108 3,8993 3,7885 3,5962 3,3738 3,1902 3,1031 3,1363 3,2843 3,5268 3,8243 4,1159 4,3408 4,4652 4,4935 4,4658 4,4404 4,4645 4,5539 4,6995 4,8876 5,1033 5,3189 5,4898 5,5700 5,5345 5,3950 5,1990 5,0060 4,8559 4,7518 4,6626 4,5450 4,3716 4,1510 3,9292 3,7694 3,7257 3,8295 4,0816 4,4457 4,8610 5,2710 5,6382 5,9343 6,1306 6,2106 6,1822 6,0636 5,8599 5,5634 5,1772 4,7314 4,2756 3,8575 3,5067 3,2391 3,0782 3,0575 3,1942 3,4660 3,8120 4,1464 4,3797 4,4488 4,3401 4,0772 3,6893 3,1924 2,5908 1,8985 1,1627 0,4604 -0,1308 -0,5627 -0,8299 -0,9599 -0,9856 -0,9265 -0,7954 -0,6229 -0,4702 -0,4122 -0,4945 -0,7030 -0,9745 -1,2344 -1,4271 -1,5275 -1,5317 -1,4411 -1,2607 -1,0132 -0,7445 -0,5054 -0,3212 -0,1775 -0,0399 0,1188 0,3111 0,5458 0,8343 1,1847 1,5887 2,0156 2,4212 2,7656 3,0274 3,2133 3,3557 3,4941 3,6489 3,8074 3,9276 3,9569 3,8579 3,6269 3,2918 2,8952 2,4794 2,0818 1,7360 1,4704 1,2930 1,1705 1,0321 0,8138 0,5053 0,1514 -0,1883 -0,4803 -0,7285 -0,9586 -1,1939 -1,4411 -1,6923 -1,9353 -2,1628 -2,3726 -2,5673 -2,7505 -2,9145 -3,0399 -3,1121 -3,1219 -3,0479 -2,8656 -2,5769 -2,2174 -1,8382 -1,4921 -1,2324 -1,1048 -1,1215 -1,2489 -1,4248 -1,5837 -1,6760 -1,6862 -1,6369 -1,5706 -1,5312 -1,5545 -1,6652 -1,8788 -2,1981 -2,6007 -3,0297 -3,4070 -3,6728 -3,8216 -3,9033 -3,9866 -4,1201 -4,3115 -4,5240 -4,6949 -4,7696 -4,7238 -4,5654 -4,3309 -4,0746 -3,8476 -3,6780 -3,5588 -3,4473 -3,2820
