Fp1   1,7257 1,7495 1,6545 1,5065 1,3494 1,1970 1,0491 0,9007 0,7536 0,6347 0,5828 0,6099 0,6919 0,7887 0,8616 0,8842 0,8472 0,7589 0,6284 0,4419 0,1758 -0,1580 -0,4940 -0,7453 -0,8492 -0,7859 -0,5746 -0,2692 0,0613 0,3627 0,5983 0,7388 0,7625 0,6561 0,4290 0,1318 -0,1612 -0,3964 -0,5621 -0,6844 -0,8211 -1,0431 -1,3774 -1,7720 -2,1353 -2,3855 -2,4605 -2,3224 -1,9882 -1,5468 -1,1087 -0,7361 -0,4270 -0,1362 0,1905 0,5681 0,9526 1,2760 1,4874 1,5567 1,4666 1,2270 0,8807 0,4867 0,1072 -0,1980 -0,3797 -0,4168 -0,3354 -0,1894 -0,0053 0,2279 0,5033 0,7751 1,0039 1,1877 1,3450 1,4931 1,6382 1,7726 1,8924 2,0214 2,1968 2,4227 2,6525 2,8226 2,8950 2,8754 2,8144 2,7975 2,9089 3,1672 3,4909 3,7484 3,8428 3,7432 3,4595 3,0182 2,4576 1,8281 1,1764 0,5155 -0,1858 -0,9642 -1,8095 -2,6627 -3,4616 -4,1770 -4,8148 -5,3960 -5,9407 -6,4631 -6,9663 -7,4370 -7,8627 -8,2520 -8,6199 -8,9598 -9,2557 -9,5128 -9,7459 -9,9479 -10,0922 -10,1508 -10,1008 -9,9328 -9,6751 -9,3947 -9,1384 -8,8666 -8,4779 -7,9076 -7,1900 -6,4152 -5,6375 -4,8576 -4,0698 -3,2715 -2,4376 -1,5297 -0,5480 0,4324 1,3027 1,9986 2,5123 2,8390 2,9767 2,9841 2,9803 3,0746 3,3218 3,7293 4,2682 4,8745 5,4531 5,9099 6,2025 6,3542 6,4138 6,4276 6,4633 6,6139 6,9482 7,4803 8,1719 8,9264 9,6253 10,2160 10,7258 11,1702 11,4880 11,5813 11,4098 11,0397 10,5938 10,1740 9,8425 9,6319 9,5414 9,5403 9,5880 9,6472 9,6870 9,6880 9,6392 9,5368 9,3927 9,2212 9,0163 8,7595 8,4240 7,9690 7,3925 6,7817 6,2451 5,8346 5,5731 5,4823 5,5508 5,7101 5,8645 5,9524 5,9787 5,9845 5,9820 5,9100 5,6503 5,1299 4,4211 3,7046 3,1319 2,7372 2,4626 2,2645 2,1915 2,3402 2,7531 3,3701 4,0568 4,6604 5,0550 5,1975 5,1747 5,1484 5,2263 5,4115 5,6469 5,8604 5,9776 5,9474 5,7866 5,5661 5,3426 5,1366 4,9604 4,8133 4,6644 4,4842 4,2835 4,0977 3,9512 3,8430 3,7574 3,6788 3,5921 3,4719 3,2735 2,9626 2,5914 2,3017 2,1882 2,1932 2,1851 2,1056 2,0122 2,0122 2,1777 2,4931 2,8559 3,1357 3,2553 3,2279 3,1332 3,0708 3,1148 3,2776 3,5022 3,6828 3,7060 3,5196 3,1870 2,8471 2,6106 2,5179 2,5612 2,6923 2,8284 2,8904 2,8476 2,7186 2,5443 2,3780 2,2778 2,2730 2,3520 2,4836 2,6125 2,6345 2,4350 2,0009 1,4615 0,9822 0,6503 0,4598 0,3590 0,2970 0,2419 0,1859 0,1494 0,1743 0,3073 0,5892 1,0346 1,5919 2,1339 2,5212 2,6894 2,6816 2,5927 2,4857 2,3754 2,2748 2,2072 2,1816 2,2020 2,2975 2,5091 2,8482 3,2815 3,7517 4,1867 4,4993 4,6400 4,6559 4,6467 4,6662 4,6973 4,7008 4,6727 4,6667 4,7573 4,9596 5,1921 5,3482 5,4001 5,4021 5,4174 5,4806 5,5867 5,6835 5,7082 5,6552 5,5671 5,4526 5,2835 5,0886 4,9790 5,0686 5,4017 5,9366 6,5730 7,1934 7,6901 7,9867 8,0663 7,9649 7,7277 7,3860 6,9721 6,5492 6,2100 6,0264 6,0137 6,1471 6,3764 6,6239 6,8093 6,8954 6,8947 6,8283 6,7095 6,5714 6,4702 6,4483 6,5175 6,6670 6,8537 6,9938 6,9962 6,8110 6,4341 5,8969 5,2755 4,6609 4,0970 3,5811 3,1077 2,6909 2,3803 2,2601 2,3870 2,7122 3,0948 3,4073 3,6122 3,7500 3,8842 4,0571 4,2635 4,4299 4,4303 4,1752 3,7057 3,1886 2,8114 2,6652 2,7035 2,8020 2,8545 2,8293 2,7652 2,7234 2,7297 2,7550 2,7450 2,6563 2,4583 2,1331 1,6987 1,2256 0,8419 0,6908 0,8203 1,1422 1,5232 1,8713 2,1437 2,3249 2,3965 2,3308 2,1361 1,8999 1,7565 1,8111 2,0845 2,5048 2,9601 3,3751 3,7327 4,0347 4,2699 4,4202 4,4817 4,4703 4,4109 4,3311 4,2666 4,2424 4,2290 4,1479 3,9420 3,6330 3,2999 3,0094 2,7868 2,6413 2,5978 2,6961 2,9540 3,3344 3,7567 4,1441 4,4514 4,6527 4,7335 4,7144 4,6547 4,6052 4,5728 4,5384 4,4848 4,3989 4,2599 4,0377 3,6943 3,1849 2,4781 1,6028 0,6590 -0,2533 -1,0955 -1,8671 -2,5563 -3,1259 -3,5310 -3,7561 -3,8309 -3,7973 -3,6753 -3,4724 -3,2207 -2,9906 -2,8494 -2,8091 -2,8421 -2,9461 -3,1403 -3,3925 -3,6065 -3,6963 -3,6300 -3,4142 -3,0864 -2,7167 -2,3737 -2,0803 -1,8153 -1,5556 -1,3070 -1,0896 -0,9008 -0,7051 -0,4596 -0,1416 0,2369 0,6212 0,9390 1,1607 1,3224 1,4822 1,6685 1,8599 2,0013 2,0551 2,0401 2,0167 2,0393 2,1254 2,2539 2,3789 2,4460 2,4102 2,2623 2,0410 1,8030 1,5799 1,3759 1,1981 1,0565 0,9322 0,7712 0,5260 0,2068 -0,1122 -0,3545 -0,5080 -0,6182 -0,7332 -0,8652 -0,9873 -1,0652 -1,0968 -1,1166 -1,1633 -1,2478 -1,3481 -1,4328 -1,4909 -1,5339 -1,5764 -1,6246 -1,6715 -1,7046 -1,7332 -1,7973 -1,9426 -2,1906 -2,5138 -2,8402 -3,1055 -3,3018 -3,4697 -3,6664 -3,9381 -4,2812 -4,6174 -4,8399 -4,8885 -4,7615 -4,4800 -4,0756 -3,5984 -3,1047 -2,6258 -2,1745 -1,7776 -1,4750 -1,2921 -1,2248 -1,2456 -1,3324 -1,5090 -1,8391 -2,3507 -2,9661 -3,5263 -3,8983 -4,0513 -4,0400 -3,9437
Fz    2,0619 1,9748 1,8512 1,7270 1,6327 1,5759 1,5413 1,5014 1,4348 1,3467 1,2609 1,1889 1,1170 1,0166 0,8628 0,6498 0,3941 0,1249 -0,1364 -0,3935 -0,6623 -0,9403 -1,1960 -1,3884 -1,4908 -1,4943 -1,4028 -1,2341 -1,0152 -0,7718 -0,5280 -0,3103 -0,1441 -0,0486 -0,0249 -0,0471 -0,0797 -0,1047 -0,1261 -0,1577 -0,2190 -0,3355 -0,5182 -0,7456 -0,9807 -1,1904 -1,3467 -1,4271 -1,4286 -1,3739 -1,2890 -1,1784 -1,0246 -0,7993 -0,4821 -0,0841 0,3487 0,7606 1,1097 1,3692 1,5276 1,6001 1,6223 1,6274 1,6372 1,6662 1,7229 1,8022 1,8776 1,9159 1,9104 1,8819 1,8404 1,7719 1,6725 1,5691 1,4998 1,4853 1,5173 1,5683 1,6146 1,6568 1,7165 1,8062 1,9106 1,9980 2,0390 2,0162 1,9346 1,8314 1,7606 1,7485 1,7655 1,7518 1,6638 1,4905 1,2383 0,9184 0,5444 0,1313 -0,3130 -0,7999 -1,3612 -2,0228 -2,7705 -3,5478 -4,2897 -4,9562 -5,5408 -6,0629 -6,5518 -7,0291 -7,4969 -7,9429 -8,3617 -8,7670 -9,1749 -9,5803 -9,9647 -10,3193 -10,6424 -10,9189 -11,1185 -11,2081 -11,1598 -10,9642 -10,6512 -10,2859 -9,9164 -9,5270 -9,0600 -8,4825 -7,8242 -7,1453 -6,4807 -5,8324 -5,1980 -4,5718 -3,9298 -3,2424 -2,5089 -1,7752 -1,1056 -0,5339 -0,0586 0,3177 0,5809 0,7435 0,8536 0,9554 1,0632 1,1717 1,2742 1,3642 1,4277 1,4513 1,4412 1,4265 1,4389 1,5030 1,6568 1,9595 2,4603 3,1694 4,0517 5,0278 6,0043 6,9304 7,8075 8,6350 9,3659 9,9196 10,2386 10,3345 10,2702 10,1101 9,9022 9,6832 9,4742 9,2813 9,1061 8,9495 8,8112 8,6932 8,5986 8,5291 8,4892 8,4839 8,5051 8,5296 8,5160 8,4072 8,1738 7,8503 7,4918 7,1258 6,7705 6,4563 6,2057 6,0116 5,8425 5,6709 5,4907 5,3064 5,1078 4,8556 4,4925 3,9990 3,4441 2,9494 2,6013 2,4087 2,3288 2,3327 2,4480 2,7325 3,2122 3,8425 4,5217 5,1318 5,5778 5,8271 5,9339 5,9970 6,0802 6,1853 6,2818 6,3337 6,3085 6,1913 6,0064 5,8060 5,6300 5,4927 5,3943 5,3172 5,2249 5,0911 4,9251 4,7597 4,6249 4,5354 4,4924 4,4910 4,5213 4,5609 4,5679 4,5058 4,3938 4,3007 4,2630 4,2383 4,1590 4,0096 3,8401 3,7255 3,7181 3,8163 3,9643 4,0815 4,1057 4,0199 3,8491 3,6394 3,4327 3,2491 3,0830 2,9046 2,6720 2,3678 2,0345 1,7489 1,5546 1,4414 1,3785 1,3376 1,2938 1,2345 1,1728 1,1383 1,1548 1,2364 1,3897 1,6010 1,8329 2,0422 2,1840 2,2014 2,0478 1,7445 1,3865 1,0728 0,8489 0,7081 0,6222 0,5677 0,5339 0,5238 0,5561 0,6606 0,8654 1,1897 1,6329 2,1522 2,6552 3,0311 3,2070 3,1871 3,0324 2,8060 2,5537 2,3179 2,1322 2,0031 1,9245 1,9056 1,9681 2,1242 2,3679 2,6769 3,0054 3,2845 3,4666 3,5684 3,6415 3,7120 3,7650 3,7744 3,7383 3,6928 3,6862 3,7291 3,7717 3,7486 3,6414 3,4815 3,3104 3,1603 3,0457 2,9508 2,8488 2,7456 2,6742 2,6410 2,6234 2,6279 2,7055 2,8993 3,2037 3,5684 3,9224 4,1986 4,3482 4,3509 4,2276 4,0294 3,8018 3,5676 3,3402 3,1496 3,0428 3,0453 3,1346 3,2616 3,3765 3,4360 3,4149 3,3261 3,2141 3,1184 3,0541 3,0261 3,0409 3,1002 3,2033 3,3511 3,5310 3,7038 3,8175 3,8286 3,7088 3,4578 3,1245 2,7836 2,4855 2,2453 2,0636 1,9408 1,8888 1,9308 2,0717 2,2641 2,4194 2,4687 2,4079 2,2868 2,1657 2,0851 2,0555 2,0490 2,0075 1,8871 1,7072 1,5449 1,4744 1,5095 1,5972 1,6654 1,6738 1,6312 1,5764 1,5453 1,5482 1,5712 1,5929 1,5929 1,5424 1,4063 1,1671 0,8505 0,5384 0,3376 0,2980 0,3781 0,5001 0,6059 0,6690 0,6882 0,6715 0,6231 0,5568 0,5142 0,5499 0,6956 0,9369 1,2138 1,4577 1,6336 1,7446 1,8030 1,8113 1,7682 1,6814 1,5685 1,4514 1,3540 1,3015 1,3034 1,3295 1,3186 1,2237 1,0465 0,8237 0,5893 0,3573 0,1361 -0,0537 -0,1772 -0,2060 -0,1410 -0,0163 0,1193 0,2209 0,2542 0,2027 0,0782 -0,0888 -0,2795 -0,4960 -0,7394 -0,9963 -1,2518 -1,5009 -1,7458 -1,9998 -2,2936 -2,6622 -3,1158 -3,6304 -4,1781 -4,7499 -5,3467 -5,9632 -6,5768 -7,1466 -7,6330 -8,0162 -8,2929 -8,4670 -8,5522 -8,5784 -8,5886 -8,6176 -8,6677 -8,7247 -8,7970 -8,9051 -9,0294 -9,1051 -9,0800 -8,9499 -8,7420 -8,4898 -8,2224 -7,9516 -7,6645 -7,3403 -6,9765 -6,5946 -6,2227 -5,8733 -5,5355 -5,1847 -4,8012 -4,3857 -3,9689 -3,5926 -3,2721 -2,9853 -2,7046 -2,4288 -2,1872 -2,0211 -1,9573 -1,9919 -2,0964 -2,2393 -2,4051 -2,5980 -2,8326 -3,1229 -3,4729 -3,8640 -4,2512 -4,5861 -4,8481 -5,0430 -5,1754 -5,2464 -5,2805 -5,3304 -5,4419 -5,6137 -5,7925 -5,9149 -5,9549 -5,9266 -5,8551 -5,7511 -5,6050 -5,4045 -5,1632 -4,9236 -4,7319 -4,6145 -4,5732 -4,6027 -4,7062 -4,8904 -5,1579 -5,5067 -5,9213 -6,3695 -6,8225 -7,2672 -7,6927 -8,0774 -8,3848 -8,5724 -8,6221 -8,5611 -8,4443 -8,3222 -8,2222 -8,1397 -8,0408 -7,8880 -7,6661 -7,3808 -7,0463 -6,6870 -6,3466 -6,0731 -5,8878 -5,7818 -5,7404 -5,7498 -5,7875 -5,8241 -5,8348 -5,8172 -5,8067 -5,8665 -6,0397 -6,3073 -6,5986 -6,8462 -7,0264 -7,1524 -7,2492
F3    1,3002 1,2673 1,1799 1,0708 0,9744 0,9082 0,8668 0,8267 0,7662 0,6921 0,6338 0,6096 0,6101 0,6033 0,5485 0,4170 0,2092 -0,0449 -0,3105 -0,5750 -0,8399 -1,0880 -1,2756 -1,3603 -1,3256 -1,1790 -0,9455 -0,6654 -0,3797 -0,1114 0,1278 0,3209 0,4457 0,4836 0,4371 0,3440 0,2564 0,2051 0,1868 0,1769 0,1389 0,0321 -0,1619 -0,4191 -0,6930 -0,9381 -1,1113 -1,1727 -1,1065 -0,9360 -0,7045 -0,4457 -0,1752 0,1105 0,4267 0,7763 1,1341 1,4613 1,7267 1,9038 1,9704 1,9285 1,8098 1,6560 1,5044 1,3826 1,3055 1,2675 1,2356 1,1736 1,0858 1,0164 0,9935 1,0025 1,0161 1,0246 1,0319 1,0434 1,0602 1,0800 1,1038 1,1470 1,2324 1,3634 1,5121 1,6360 1,6991 1,6854 1,6094 1,5205 1,4803 1,5138 1,5808 1,6105 1,5569 1,4135 1,1906 0,8978 0,5454 0,1492 -0,2757 -0,7287 -1,2291 -1,7953 -2,4126 -3,0318 -3,6006 -4,0945 -4,5242 -4,9279 -5,3509 -5,8238 -6,3483 -6,9024 -7,4652 -8,0375 -8,6266 -9,2138 -9,7601 -10,2391 -10,6389 -10,9396 -11,1123 -11,1375 -11,0113 -10,7452 -10,3771 -9,9707 -9,5719 -9,1631 -8,6813 -8,0861 -7,3975 -6,6666 -5,9225 -5,1706 -4,4236 -3,6968 -2,9789 -2,2397 -1,4745 -0,7296 -0,0713 0,4709 0,9090 1,2489 1,4767 1,6018 1,6748 1,7512 1,8611 2,0141 2,2085 2,4250 2,6245 2,7698 2,8527 2,8940 2,9199 2,9551 3,0478 3,2739 3,6978 4,3399 5,1656 6,0807 6,9713 7,7819 8,5310 9,2349 9,8412 10,2482 10,3901 10,2968 10,0587 9,7531 9,4268 9,1111 8,8222 8,5633 8,3371 8,1500 8,0048 7,8993 7,8257 7,7753 7,7492 7,7492 7,7584 7,7411 7,6453 7,4071 7,0054 6,5065 6,0065 5,5598 5,1925 4,9270 4,7669 4,6845 4,6420 4,6219 4,6313 4,6756 4,7315 4,7303 4,5673 4,1778 3,6220 3,0515 2,5906 2,2730 2,0699 1,9656 2,0042 2,2554 2,7413 3,3992 4,1040 4,7166 5,1286 5,3111 5,3483 5,3807 5,4956 5,6888 5,9028 6,0661 6,1138 6,0175 5,8159 5,5928 5,4142 5,3013 5,2433 5,2041 5,1343 5,0100 4,8540 4,7125 4,6220 4,5955 4,6267 4,6991 4,7889 4,8572 4,8428 4,6957 4,4447 4,1909 4,0001 3,8396 3,6442 3,4085 3,1948 3,0754 3,0828 3,1936 3,3395 3,4409 3,4505 3,3721 3,2460 3,1248 3,0478 3,0257 3,0394 3,0392 2,9557 2,7487 2,4597 2,1848 1,9879 1,8696 1,8053 1,7675 1,7245 1,6505 1,5471 1,4428 1,3741 1,3782 1,4878 1,7094 2,0143 2,3507 2,6419 2,7790 2,6681 2,3234 1,8784 1,4788 1,1907 1,0027 0,8722 0,7632 0,6576 0,5585 0,4944 0,5084 0,6367 0,8994 1,2952 1,7823 2,2655 2,6236 2,7753 2,7311 2,5679 2,3539 2,1235 1,9057 1,7299 1,6062 1,5326 1,5191 1,5858 1,7403 1,9679 2,2359 2,4895 2,6580 2,7090 2,6908 2,6816 2,7113 2,7535 2,7719 2,7643 2,7733 2,8488 2,9874 3,1099 3,1249 3,0137 2,8289 2,6323 2,4625 2,3287 2,2047 2,0598 1,9088 1,7928 1,7081 1,6126 1,5104 1,4714 1,5616 1,7886 2,1040 2,4336 2,7108 2,8896 2,9487 2,9032 2,7952 2,6558 2,4877 2,2863 2,0792 1,9375 1,9239 2,0437 2,2552 2,4957 2,6910 2,7817 2,7619 2,6786 2,5804 2,4873 2,4138 2,3856 2,4215 2,5218 2,6742 2,8507 3,0027 3,0773 3,0366 2,8584 2,5507 2,1765 1,8250 1,5469 1,3422 1,1934 1,0894 1,0395 1,0707 1,1947 1,3687 1,5076 1,5475 1,4897 1,3864 1,2973 1,2595 1,2742 1,2972 1,2534 1,0946 0,8559 0,6453 0,5670 0,6461 0,8193 0,9894 1,0909 1,1177 1,1089 1,1094 1,1387 1,1864 1,2303 1,2483 1,2122 1,0851 0,8372 0,4755 0,0776 -0,2282 -0,3610 -0,3437 -0,2555 -0,1704 -0,1340 -0,1587 -0,2379 -0,3643 -0,5209 -0,6640 -0,7357 -0,6956 -0,5454 -0,3363 -0,1393 0,0040 0,0959 0,1554 0,1931 0,2086 0,1980 0,1550 0,0752 -0,0307 -0,1348 -0,2170 -0,2993 -0,4406 -0,6858 -1,0230 -1,3976 -1,7584 -2,0784 -2,3384 -2,5080 -2,5472 -2,4285 -2,1604 -1,7923 -1,3949 -1,0359 -0,7659 -0,6079 -0,5456 -0,5389 -0,5643 -0,6295 -0,7479 -0,9197 -1,1417 -1,4175 -1,7526 -2,1560 -2,6461 -3,2404 -3,9259 -4,6512 -5,3637 -6,0391 -6,6723 -7,2584 -7,7799 -8,2052 -8,5104 -8,6991 -8,7930 -8,8126 -8,7758 -8,7079 -8,6480 -8,6285 -8,6480 -8,6866 -8,7494 -8,8569 -8,9872 -9,0678 -9,0367 -8,8848 -8,6439 -8,3632 -8,0930 -7,8594 -7,6501 -7,4356 -7,2053 -6,9783 -6,7817 -6,6236 -6,4848 -6,3280 -6,1174 -5,8398 -5,5214 -5,2089 -4,9236 -4,6475 -4,3557 -4,0492 -3,7578 -3,5237 -3,3757 -3,3127 -3,3109 -3,3460 -3,4100 -3,5132 -3,6734 -3,9028 -4,1983 -4,5331 -4,8573 -5,1235 -5,3193 -5,4639 -5,5762 -5,6669 -5,7603 -5,8956 -6,0936 -6,3237 -6,5117 -6,5922 -6,5581 -6,4545 -6,3351 -6,2290 -6,1316 -6,0241 -5,9064 -5,8038 -5,7443 -5,7366 -5,7694 -5,8296 -5,9196 -6,0493 -6,2243 -6,4449 -6,6990 -6,9584 -7,2024 -7,4339 -7,6649 -7,8986 -8,1181 -8,2881 -8,3821 -8,4101 -8,4100 -8,4178 -8,4476 -8,4826 -8,4807 -8,4014 -8,2323 -7,9870 -7,6859 -7,3499 -7,0093 -6,7007 -6,4438 -6,2357 -6,0707 -5,9514 -5,8783 -5,8411 -5,8211 -5,8129 -5,8470 -5,9781 -6,2345 -6,5794 -6,9280 -7,2062 -7,3905 -7,4973 -7,5510
F7    0,2561 0,3439 0,3622 0,3325 0,2787 0,2115 0,1296 0,0278 -0,0921 -0,2156 -0,3239 -0,4041 -0,4496 -0,4642 -0,4625 -0,4559 -0,4391 -0,3967 -0,3249 -0,2418 -0,1724 -0,1245 -0,0817 -0,0192 0,0777 0,2101 0,3714 0,5499 0,7313 0,9018 1,0447 1,1396 1,1685 1,1192 0,9924 0,8113 0,6125 0,4235 0,2515 0,0894 -0,0771 -0,2649 -0,4790 -0,7015 -0,9024 -1,0556 -1,1415 -1,1465 -1,0698 -0,9304 -0,7573 -0,5687 -0,3665 -0,1452 0,0982 0,3565 0,6084 0,8251 0,9849 1,0749 1,0853 1,0137 0,8721 0,6860 0,4881 0,3087 0,1661 0,0614 -0,0220 -0,1051 -0,1886 -0,2489 -0,2638 -0,2304 -0,1591 -0,0668 0,0293 0,1217 0,2120 0,2970 0,3704 0,4390 0,5174 0,6074 0,6956 0,7726 0,8410 0,9081 0,9828 1,0761 1,1974 1,3421 1,4859 1,5960 1,6457 1,6173 1,5002 1,2943 1,0162 0,6971 0,3661 0,0348 -0,3008 -0,6431 -0,9820 -1,3090 -1,6336 -1,9733 -2,3381 -2,7359 -3,1796 -3,6760 -4,2139 -4,7672 -5,3156 -5,8609 -6,4152 -6,9701 -7,4939 -7,9546 -8,3286 -8,5912 -8,7137 -8,6743 -8,4680 -8,1133 -7,6554 -7,1561 -6,6624 -6,1768 -5,6619 -5,0812 -4,4343 -3,7504 -3,0552 -2,3553 -1,6501 -0,9434 -0,2452 0,4284 1,0531 1,5974 2,0397 2,3876 2,6709 2,9103 3,1066 3,2648 3,4069 3,5549 3,7125 3,8702 4,0205 4,1626 4,2956 4,4206 4,5473 4,6884 4,8425 4,9940 5,1398 5,3082 5,5406 5,8625 6,2717 6,7348 7,2009 7,6385 8,0488 8,4334 8,7594 8,9682 9,0215 8,9344 8,7577 8,5344 8,2834 8,0134 7,7342 7,4578 7,1963 6,9596 6,7548 6,5837 6,4370 6,3000 6,1666 6,0388 5,9180 5,8076 5,7091 5,6082 5,4905 5,3696 5,2717 5,2087 5,1818 5,1867 5,2058 5,2113 5,1812 5,1121 5,0180 4,9186 4,8259 4,7307 4,6013 4,4104 4,1668 3,9072 3,6616 3,4382 3,2352 3,0653 2,9682 2,9861 3,1257 3,3462 3,5822 3,7738 3,8836 3,9115 3,9061 3,9366 4,0396 4,2003 4,3758 4,5204 4,5956 4,5847 4,5074 4,4072 4,3201 4,2658 4,2521 4,2695 4,2925 4,2998 4,2847 4,2471 4,1881 4,1123 4,0269 3,9355 3,8354 3,7168 3,5648 3,3730 3,1664 2,9966 2,8964 2,8497 2,8156 2,7730 2,7351 2,7300 2,7734 2,8550 2,9405 2,9896 2,9824 2,9342 2,8820 2,8567 2,8655 2,8958 2,9268 2,9340 2,8915 2,7912 2,6630 2,5569 2,5051 2,5120 2,5654 2,6342 2,6732 2,6493 2,5666 2,4614 2,3773 2,3471 2,3846 2,4826 2,6217 2,7809 2,9290 3,0141 2,9859 2,8418 2,6381 2,4430 2,2899 2,1751 2,0833 2,0060 1,9415 1,8880 1,8447 1,8155 1,8115 1,8533 1,9638 2,1438 2,3541 2,5314 2,6284 2,6382 2,5800 2,4705 2,3192 2,1440 1,9734 1,8367 1,7590 1,7586 1,8401 1,9869 2,1664 2,3431 2,4889 2,5872 2,6408 2,6723 2,7009 2,7229 2,7221 2,6942 2,6625 2,6668 2,7282 2,8209 2,8841 2,8672 2,7624 2,5932 2,3885 2,1760 1,9769 1,7969 1,6357 1,5071 1,4318 1,4100 1,4274 1,4877 1,6172 1,8396 2,1547 2,5354 2,9318 3,2849 3,5434 3,6796 3,6982 3,6266 3,4953 3,3305 3,1576 3,0080 2,9155 2,8992 2,9514 3,0422 3,1298 3,1755 3,1636 3,1134 3,0626 3,0363 3,0371 3,0598 3,0992 3,1468 3,1972 3,2547 3,3216 3,3817 3,4079 3,3781 3,2796 3,1103 2,8870 2,6398 2,3909 2,1468 1,9076 1,6799 1,4863 1,3654 1,3488 1,4261 1,5410 1,6313 1,6634 1,6355 1,5670 1,4886 1,4275 1,3864 1,3367 1,2453 1,1163 1,0002 0,9611 1,0299 1,1827 1,3626 1,5247 1,6605 1,7877 1,9251 2,0727 2,2052 2,2849 2,2813 2,1795 1,9790 1,6954 1,3643 1,0465 0,8140 0,7061 0,7072 0,7739 0,8655 0,9523 1,0160 1,0437 1,0254 0,9660 0,8959 0,8584 0,8864 0,9844 1,1237 1,2593 1,3567 1,4015 1,3947 1,3482 1,2806 1,2061 1,1273 1,0403 0,9431 0,8381 0,7290 0,6113 0,4737 0,3135 0,1483 0,0079 -0,0858 -0,1274 -0,1227 -0,0799 -0,0015 0,1179 0,2826 0,4850 0,7057 0,9195 1,1009 1,2355 1,3309 1,4088 1,4791 1,5285 1,5366 1,4981 1,4203 1,3056 1,1429 0,9151 0,6086 0,2239 -0,2185 -0,6854 -1,1500 -1,5982 -2,0203 -2,4056 -2,7412 -3,0150 -3,2267 -3,3917 -3,5270 -3,6377 -3,7200 -3,7717 -3,7978 -3,8086 -3,8105 -3,8068 -3,8096 -3,8344 -3,8737 -3,8901 -3,8435 -3,7171 -3,5193 -3,2768 -3,0279 -2,8076 -2,6273 -2,4719 -2,3200 -2,1663 -2,0232 -1,9062 -1,8226 -1,7664 -1,7184 -1,6602 -1,5906 -1,5204 -1,4506 -1,3674 -1,2600 -1,1320 -0,9960 -0,8658 -0,7499 -0,6471 -0,5518 -0,4619 -0,3822 -0,3229 -0,2938 -0,2937 -0,3055 -0,3032 -0,2666 -0,1953 -0,1073 -0,0217 0,0564 0,1277 0,1781 0,1776 0,1030 -0,0379 -0,2064 -0,3593 -0,4781 -0,5678 -0,6373 -0,6862 -0,7058 -0,6910 -0,6569 -0,6394 -0,6771 -0,7916 -0,9781 -1,2135 -1,4699 -1,7223 -1,9513 -2,1479 -2,3112 -2,4447 -2,5585 -2,6651 -2,7705 -2,8735 -2,9680 -3,0448 -3,1002 -3,1439 -3,1925 -3,2555 -3,3311 -3,4087 -3,4761 -3,5238 -3,5452 -3,5349 -3,4879 -3,4023 -3,2850 -3,1493 -3,0042 -2,8543 -2,7080 -2,5765 -2,4664 -2,3796 -2,3182 -2,2895 -2,3098 -2,3989 -2,5609 -2,7684 -2,9705 -3,1231 -3,2170 -3,2695 -3,2964
