Fp1   -0,0848 -0,1594 -0,2203 -0,2669 -0,2964 -0,3038 -0,2708 -0,1743 -0,0123 0,1890 0,3901 0,5544 0,6534 0,6691 0,6018 0,4741 0,3226 0,1846 0,0854 0,0273 -0,0145 -0,0780 -0,1867 -0,3305 -0,4757 -0,5867 -0,6324 -0,5912 -0,4653 -0,2830 -0,0813 0,1074 0,2609 0,3673 0,4215 0,4304 0,4158 0,3975 0,3752 0,3321 0,2518 0,1258 -0,0430 -0,2304 -0,3933 -0,4906 -0,4947 -0,3906 -0,1820 0,1014 0,4117 0,6988 0,9196 1,0445 1,0722 1,0341 0,9720 0,9069 0,8230 0,6831 0,4666 0,1949 -0,0876 -0,3483 -0,5757 -0,7694 -0,9333 -1,0673 -1,1655 -1,2318 -1,2902 -1,3642 -1,4555 -1,5450 -1,6018 -1,5967 -1,5207 -1,3937 -1,2504 -1,1121 -0,9776 -0,8425 -0,7187 -0,6273 -0,5712 -0,5128 -0,3875 -0,1490 0,2005 0,6148 1,0183 1,3249 1,4689 1,4341 1,2539 0,9842 0,6718 0,3399 -0,0075 -0,3668 -0,7132 -0,9940 -1,1415 -1,1000 -0,8549 -0,4460 0,0407 0,5043 0,8636 1,0758 1,1358 1,0707 0,9327 0,7826 0,6647 0,5875 0,5315 0,4735 0,4046 0,3339 0,2825 0,2723 0,3100 0,3846 0,4771 0,5696 0,6401 0,6644 0,6340 0,5737 0,5345 0,5619 0,6674 0,8288 1,0144 1,2022 1,3749 1,5120 1,5994 1,6383 1,6304 1,5614 1,4140 1,1952 0,9450 0,7210 0,5772 0,5421 0,6030 0,7071 0,7880 0,7963 0,7182 0,5773 0,4265 0,3244 0,3085 0,3851 0,5334 0,7146 0,8807 0,9865 1,0083 0,9586 0,8801 0,8207 0,8085 0,8460 0,9236 1,0259 1,1222 1,1679 1,1334 1,0306 0,9106 0,8440 0,8865 1,0501 1,3010 1,5851 1,8525 2,0700 2,2251 2,3272 2,4066 2,4998 2,6261 2,7800 2,9367 3,0540 3,0849 3,0115 2,8612 2,6867 2,5351 2,4362 2,4087 2,4659 2,6081 2,8119 3,0356 3,2340 3,3706 3,4260 3,4049 3,3282 3,2171 3,0843 2,9326 2,7607 2,5734 2,3799 2,1781 1,9556 1,7096 1,4576 1,2337 1,0794 1,0328 1,1116 1,3038 1,5721 1,8641 2,1265 2,3276 2,4716 2,5899 2,7171 2,8664 3,0147 3,1139 3,1209 3,0177 2,8096 2,5223 2,2058 1,9215 1,7110 1,5815 1,5196 1,5095 1,5441 1,6248 1,7461 1,8828 2,0037 2,0871 2,1209 2,1012 2,0408 1,9624 1,8814 1,7984 1,7043 1,5887 1,4475 1,2901 1,1394 1,0167 0,9244 0,8489 0,7800 0,7201 0,6760 0,6499 0,6426 0,6638 0,7358 0,8824 1,1095 1,4016 1,7305 2,0596 2,3447 2,5465 2,6489 2,6673 2,6404 2,6127 2,6151 2,6489 2,6883 2,7077 2,6998 2,6648 2,5933 2,4780 2,3387 2,2202 2,1599 2,1650 2,2187 2,2986 2,3806 2,4346 2,4275 2,3389 2,1787 1,9894 1,8290 1,7441 1,7494 1,8263 1,9435 2,0757 2,2045 2,3114 2,3721 2,3636 2,2749 2,1029 1,8497 1,5437 1,2501 1,0414 0,9612 1,0157 1,1849 1,4321 1,7111 1,9831 2,2289 2,4410 2,6092 2,7215 2,7715 2,7718 2,7596 2,7699 2,7996 2,8113 2,7687 2,6619 2,5030 2,3120 2,1100 1,9172 1,7552 1,6490 1,6205 1,6724 1,7824 1,9190 2,0617 2,1955 2,3023 2,3747 2,4345 2,5180 2,6319 2,7328 2,7512 2,6409 2,4116 2,1237 1,8572 1,6770 1,6062 1,6174 1,6532 1,6573 1,5992 1,4852 1,3561 1,2675 1,2615 1,3408 1,4673 1,5880 1,6699 1,7126 1,7375 1,7739 1,8443 1,9527 2,0910 2,2595 2,4661 2,7055 2,9475 3,1450 3,2579 3,2756 3,2239 3,1471 3,0786 3,0273 2,9894 2,9685 2,9769 3,0230 3,1047 3,2181 3,3597 3,5161 3,6597 3,7640 3,8166 3,8095 3,7335 3,5907 3,4052 3,2146 3,0566 2,9610 2,9392 2,9722 3,0137 3,0137 2,9397 2,7885 2,5891 2,3912 2,2421 2,1674 2,1644 2,2127 2,2834 2,3319 2,3019 2,1509 1,8759 1,5160 1,1406 0,8262 0,6358 0,6106 0,7619 1,0531 1,4005 1,7068 1,9033 1,9774 1,9706 1,9520 1,9864 2,1172 2,3550 2,6706 3,0018 3,2776 3,4447 3,4851 3,4205 3,2953 3,1496 3,0136 2,9184 2,8922 2,9425 3,0478 3,1686 3,2635 3,2980 3,2546 3,1333 2,9397 2,6896 2,4301 2,2362 2,1702 2,2442 2,4256 2,6679 2,9343 3,2033 3,4596 3,6815 3,8446 3,9369 3,9648 3,9470 3,9024 3,8375 3,7421 3,6085 3,4545 3,3204 3,2374 3,2055 3,2034 3,2087 3,2029 3,1728 3,1182 3,0565 3,0134 3,0048 3,0279 3,0671 3,1003 3,1039 3,0583 2,9543 2,7987 2,6217 2,4741 2,4060 2,4383 2,5471 2,6734 2,7537 2,7507 2,6632 2,5160 2,3523 2,2300 2,2080 2,3210 2,5579 2,8593 3,1399 3,3249 3,3791 3,3189 3,2011 3,0917 3,0319 3,0226 3,0342 3,0322 2,9947 2,9178 2,8115 2,6863 2,5378 2,3534 2,1375 1,9169 1,7161 1,5422 1,4028 1,3221 1,3247 1,4119 1,5628 1,7586 1,9963 2,2740 2,5644 2,8061 2,9315 2,9071 2,7429 2,4779 2,1664 1,8689 1,6332 1,4772 1,3868 1,3289 1,2699 1,1928 1,1053 1,0322 1,0004 1,0280 1,1162 1,2485 1,4003 1,5516 1,6907 1,8065 1,8810 1,8939 1,8424 1,7584 1,6905 1,6643 1,6686 1,6762 1,6634 1,6187 1,5482 1,4787 1,4441 1,4596 1,5091 1,5578 1,5739 1,5420 1,4602 1,3325 1,1636 0,9606 0,7402 0,5342 0,3765 0,2811 0,2359 0,2164 0,2026 0,1903 0,1866 0,1893 0,1810 0,1502 0,1145 0,1125 0,1746
Fz    -0,2498 -0,2501 -0,2893 -0,3768 -0,5046 -0,6323 -0,6976 -0,6548 -0,4978 -0,2553 0,0241 0,2880 0,4909 0,6064 0,6378 0,6102 0,5477 0,4650 0,3746 0,2884 0,2051 0,0994 -0,0629 -0,2887 -0,5388 -0,7459 -0,8445 -0,7951 -0,6037 -0,3211 -0,0194 0,2338 0,3934 0,4426 0,3945 0,2967 0,2193 0,2120 0,2721 0,3549 0,4076 0,3954 0,3144 0,1896 0,0580 -0,0499 -0,1118 -0,1096 -0,0333 0,1112 0,3030 0,5138 0,7153 0,8899 1,0413 1,1921 1,3612 1,5372 1,6666 1,6719 1,5014 1,1692 0,7452 0,3083 -0,0905 -0,4308 -0,7104 -0,9356 -1,1229 -1,3041 -1,5159 -1,7704 -2,0398 -2,2681 -2,3919 -2,3615 -2,1602 -1,8129 -1,3757 -0,9126 -0,4726 -0,0871 0,2201 0,4280 0,5327 0,5666 0,5915 0,6626 0,8006 0,9861 1,1647 1,2716 1,2682 1,1602 0,9838 0,7821 0,5838 0,3886 0,1684 -0,1031 -0,4106 -0,6853 -0,8377 -0,8012 -0,5616 -0,1663 0,2906 0,7057 1,0035 1,1510 1,1535 1,0439 0,8746 0,7067 0,5894 0,5421 0,5556 0,6065 0,6685 0,7227 0,7659 0,8094 0,8659 0,9402 1,0311 1,1316 1,2241 1,2863 1,3135 1,3354 1,3972 1,5182 1,6736 1,8156 1,9093 1,9442 1,9253 1,8642 1,7781 1,6822 1,5769 1,4498 1,2962 1,1366 1,0125 0,9672 1,0247 1,1788 1,3884 1,5851 1,6990 1,6916 1,5738 1,4061 1,2750 1,2528 1,3675 1,6004 1,9031 2,2178 2,4881 2,6678 2,7392 2,7240 2,6714 2,6299 2,6218 2,6434 2,6861 2,7422 2,7867 2,7760 2,6794 2,5071 2,3081 2,1494 2,0902 2,1553 2,3273 2,5617 2,8073 3,0197 3,1695 3,2493 3,2800 3,2986 3,3296 3,3757 3,4258 3,4548 3,4270 3,3201 3,1467 2,9487 2,7770 2,6747 2,6706 2,7747 2,9694 3,2086 3,4342 3,5971 3,6702 3,6570 3,5939 3,5334 3,5139 3,5423 3,5949 3,6310 3,6143 3,5259 3,3582 3,1101 2,7971 2,4588 2,1537 1,9452 1,8840 1,9886 2,2384 2,5823 2,9553 3,2989 3,5864 3,8338 4,0811 4,3597 4,6685 4,9668 5,1915 5,2864 5,2260 5,0215 4,7107 4,3456 3,9800 3,6560 3,3927 3,1846 3,0089 2,8406 2,6698 2,4980 2,3226 2,1413 1,9619 1,7928 1,6382 1,5080 1,4160 1,3640 1,3335 1,2933 1,2203 1,1165 1,0072 0,9238 0,8797 0,8574 0,8259 0,7697 0,6975 0,6280 0,5709 0,5286 0,5145 0,5639 0,7191 0,9986 1,3836 1,8292 2,2754 2,6551 2,9099 3,0125 2,9837 2,8866 2,8001 2,7819 2,8429 2,9510 3,0645 3,1570 3,2125 3,2138 3,1564 3,0727 3,0220 3,0489 3,1585 3,3255 3,5147 3,6897 3,8089 3,8257 3,7082 3,4655 3,1559 2,8650 2,6688 2,6039 2,6653 2,8262 3,0522 3,3025 3,5246 3,6537 3,6339 3,4502 3,1300 2,7196 2,2772 1,8741 1,5786 1,4296 1,4283 1,5464 1,7402 1,9665 2,1963 2,4172 2,6172 2,7722 2,8540 2,8479 2,7733 2,6887 2,6540 2,6807 2,7334 2,7763 2,8006 2,8122 2,8127 2,8021 2,7866 2,7750 2,7753 2,7974 2,8466 2,9140 2,9858 3,0599 3,1358 3,1997 3,2403 3,2722 3,3221 3,3879 3,4242 3,3704 3,1956 2,9186 2,5956 2,2967 2,0823 1,9790 1,9646 1,9804 1,9676 1,9017 1,8022 1,7167 1,6944 1,7649 1,9241 2,1334 2,3393 2,5020 2,6084 2,6690 2,7119 2,7701 2,8627 2,9932 3,1653 3,3829 3,6322 3,8763 4,0660 4,1589 4,1425 4,0469 3,9328 3,8541 3,8279 3,8397 3,8693 3,9113 3,9776 4,0878 4,2552 4,4789 4,7442 5,0259 5,2932 5,5149 5,6603 5,7035 5,6353 5,4732 5,2582 5,0411 4,8694 4,7770 4,7666 4,8013 4,8208 4,7703 4,6252 4,3974 4,1265 3,8645 3,6625 3,5562 3,5574 3,6471 3,7639 3,8118 3,7039 3,4108 2,9762 2,4922 2,0581 1,7530 1,6292 1,7052 1,9520 2,3002 2,6695 2,9983 3,2608 3,4608 3,6074 3,7050 3,7648 3,8112 3,8648 3,9229 3,9639 3,9663 3,9238 3,8542 3,7886 3,7473 3,7335 3,7512 3,8170 3,9481 4,1409 4,3641 4,5719 4,7230 4,7950 4,7808 4,6765 4,4909 4,2694 4,0872 4,0075 4,0475 4,1830 4,3759 4,5951 4,8230 5,0470 5,2483 5,4024 5,4893 5,5033 5,4558 5,3691 5,2610 5,1388 5,0080 4,8804 4,7661 4,6619 4,5554 4,4417 4,3309 4,2350 4,1574 4,0951 4,0471 4,0143 3,9894 3,9563 3,9020 3,8219 3,7173 3,5932 3,4573 3,3190 3,1933 3,1068 3,0910 3,1549 3,2673 3,3734 3,4315 3,4308 3,3832 3,3100 3,2426 3,2239 3,2940 3,4717 3,7438 4,0628 4,3582 4,5616 4,6291 4,5556 4,3766 4,1567 3,9592 3,8145 3,7152 3,6362 3,5504 3,4373 3,2910 3,1232 2,9552 2,8108 2,7166 2,6970 2,7579 2,8754 3,0147 3,1604 3,3232 3,5173 3,7432 3,9937 4,2582 4,5155 4,7263 4,8397 4,8142 4,6382 4,3291 3,9211 3,4616 3,0107 2,6280 2,3488 2,1709 2,0609 1,9751 1,8837 1,7837 1,6978 1,6627 1,7116 1,8563 2,0778 2,3327 2,5718 2,7576 2,8691 2,8973 2,8415 2,7132 2,5461 2,3860 2,2576 2,1508 2,0412 1,9122 1,7658 1,6238 1,5236 1,5023 1,5716 1,7057 1,8529 1,9614 1,9999 1,9603 1,8520 1,6927 1,4996 1,2928 1,1037 0,9676 0,9024 0,8949 0,9059 0,8909 0,8275 0,7295 0,6292 0,5507 0,5087 0,5236 0,6186 0,7983
F3    0,0949 -0,0991 -0,2989 -0,4855 -0,6643 -0,8416 -0,9962 -1,0852 -1,0727 -0,9527 -0,7536 -0,5254 -0,3234 -0,1849 -0,1102 -0,0767 -0,0692 -0,0890 -0,1372 -0,2026 -0,2712 -0,3415 -0,4244 -0,5255 -0,6239 -0,6727 -0,6221 -0,4466 -0,1633 0,1683 0,4706 0,6807 0,7687 0,7355 0,6089 0,4465 0,3246 0,3027 0,3942 0,5651 0,7513 0,8883 0,9428 0,9197 0,8445 0,7478 0,6613 0,6066 0,5798 0,5568 0,5108 0,4230 0,2906 0,1378 0,0162 -0,0185 0,0628 0,2464 0,4745 0,6593 0,7203 0,6268 0,4123 0,1437 -0,1253 -0,3736 -0,6032 -0,8287 -1,0702 -1,3430 -1,6410 -1,9280 -2,1485 -2,2516 -2,2108 -2,0279 -1,7272 -1,3458 -0,9269 -0,5115 -0,1282 0,2106 0,4983 0,7207 0,8573 0,9019 0,8742 0,8091 0,7428 0,6990 0,6759 0,6534 0,6174 0,5687 0,5163 0,4704 0,4345 0,3924 0,3089 0,1570 -0,0459 -0,2325 -0,3218 -0,2659 -0,0692 0,2215 0,5422 0,8337 1,0503 1,1642 1,1711 1,0910 0,9595 0,8204 0,7152 0,6712 0,6926 0,7581 0,8297 0,8753 0,8943 0,9211 0,9997 1,1526 1,3667 1,6009 1,8068 1,9452 1,9971 1,9738 1,9109 1,8400 1,7708 1,6955 1,6032 1,4897 1,3638 1,2441 1,1409 1,0407 0,9178 0,7648 0,6072 0,4890 0,4492 0,5047 0,6458 0,8421 1,0498 1,2211 1,3172 1,3192 1,2390 1,1270 1,0533 1,0635 1,1519 1,2793 1,4123 1,5453 1,6831 1,8178 1,9317 2,0121 2,0559 2,0676 2,0543 2,0260 2,0008 1,9955 2,0051 2,0014 1,9586 1,8767 1,7801 1,7066 1,6973 1,7789 1,9487 2,1787 2,4344 2,6868 2,9091 3,0731 3,1608 3,1758 3,1376 3,0681 2,9836 2,8908 2,7870 2,6697 2,5455 2,4319 2,3524 2,3315 2,3873 2,5215 2,7082 2,8995 3,0497 3,1356 3,1559 3,1230 3,0658 3,0305 3,0594 3,1620 3,3075 3,4372 3,4901 3,4279 3,2422 2,9425 2,5545 2,1322 1,7563 1,5097 1,4460 1,5705 1,8442 2,2025 2,5791 2,9245 3,2177 3,4729 3,7286 4,0170 4,3319 4,6246 4,8339 4,9172 4,8612 4,6836 4,4279 4,1431 3,8674 3,6299 3,4538 3,3432 3,2709 3,1941 3,0821 2,9266 2,7346 2,5270 2,3311 2,1646 2,0340 1,9504 1,9282 1,9646 2,0299 2,0828 2,0963 2,0698 2,0248 1,9865 1,9629 1,9381 1,8884 1,8033 1,6916 1,5720 1,4592 1,3635 1,3011 1,2996 1,3899 1,5916 1,9025 2,2915 2,6938 3,0226 3,2053 3,2210 3,1083 2,9416 2,7941 2,7092 2,6937 2,7293 2,7933 2,8710 2,9531 3,0246 3,0726 3,1071 3,1591 3,2508 3,3792 3,5269 3,6795 3,8268 3,9435 3,9774 3,8724 3,6160 3,2629 2,9153 2,6752 2,6045 2,7160 2,9849 3,3610 3,7784 4,1598 4,4173 4,4704 4,2848 3,8906 3,3623 2,7889 2,2527 1,8148 1,5137 1,3670 1,3671 1,4844 1,6858 1,9458 2,2393 2,5299 2,7700 2,9160 2,9409 2,8432 2,6559 2,4357 2,2321 2,0694 1,9591 1,9112 1,9295 2,0024 2,1118 2,2463 2,3972 2,5528 2,7044 2,8483 2,9778 3,0860 3,1761 3,2540 3,3167 3,3629 3,4032 3,4381 3,4310 3,3211 3,0689 2,6917 2,2605 1,8641 1,5692 1,4009 1,3465 1,3696 1,4228 1,4660 1,4838 1,4907 1,5176 1,5938 1,7360 1,9440 2,1995 2,4733 2,7335 2,9511 3,1099 3,2189 3,3074 3,3981 3,4896 3,5656 3,6112 3,6190 3,5883 3,5189 3,4055 3,2488 3,0756 2,9381 2,8831 2,9210 3,0238 3,1466 3,2532 3,3306 3,3889 3,4505 3,5396 3,6823 3,8975 4,1756 4,4685 4,7091 4,8390 4,8287 4,6824 4,4367 4,1487 3,8812 3,6833 3,5700 3,5163 3,4750 3,4056 3,2936 3,1462 2,9795 2,8152 2,6833 2,6142 2,6229 2,6926 2,7689 2,7781 2,6653 2,4266 2,1151 1,8132 1,5880 1,4676 1,4541 1,5422 1,7220 1,9772 2,2877 2,6331 2,9976 3,3625 3,6845 3,9002 3,9655 3,8884 3,7177 3,5054 3,2829 3,0599 2,8352 2,6164 2,4291 2,2994 2,2394 2,2553 2,3575 2,5555 2,8443 3,1972 3,5743 3,9385 4,2619 4,5095 4,6317 4,5947 4,4189 4,1767 3,9559 3,8179 3,7797 3,8275 3,9347 4,0690 4,1985 4,2994 4,3555 4,3522 4,2799 4,1461 3,9785 3,8157 3,6959 3,6451 3,6655 3,7331 3,8124 3,8795 3,9366 4,0040 4,0974 4,2143 4,3381 4,4484 4,5216 4,5257 4,4305 4,2309 3,9552 3,6546 3,3866 3,1964 3,0996 3,0834 3,1292 3,2269 3,3580 3,4761 3,5254 3,4802 3,3596 3,2067 3,0623 2,9566 2,9112 2,9397 3,0459 3,2197 3,4315 3,6354 3,7808 3,8184 3,7130 3,4699 3,1474 2,8262 2,5615 2,3635 2,2123 2,0786 1,9389 1,7859 1,6335 1,5159 1,4806 1,5708 1,8029 2,1506 2,5465 2,9088 3,1868 3,3856 3,5495 3,7247 3,9321 4,1557 4,3458 4,4391 4,3898 4,1939 3,8897 3,5297 3,1518 2,7806 2,4480 2,1960 2,0552 2,0233 2,0659 2,1361 2,1975 2,2371 2,2644 2,3029 2,3755 2,4895 2,6307 2,7727 2,8960 2,9966 3,0794 3,1457 3,1811 3,1550 3,0412 2,8373 2,5577 2,2208 1,8483 1,4731 1,1391 0,8908 0,7598 0,7549 0,8587 1,0274 1,2019 1,3275 1,3703 1,3269 1,2219 1,0857 0,9352 0,7815 0,6430 0,5451 0,5084 0,5332 0,5876 0,6154 0,5733 0,4666 0,3378 0,2261 0,1496 0,1184 0,1431 0,2283
F7    -1,0447 -0,8482 -0,5955 -0,3375 -0,1120 0,0691 0,2136 0,3278 0,4067 0,4429 0,4357 0,3883 0,2991 0,1604 -0,0270 -0,2363 -0,4193 -0,5322 -0,5555 -0,4976 -0,3922 -0,2908 -0,2356 -0,2311 -0,2456 -0,2394 -0,1884 -0,0925 0,0281 0,1573 0,3040 0,4906 0,7250 0,9831 1,2106 1,3451 1,3432 1,1874 0,8813 0,4542 -0,0337 -0,5023 -0,8711 -1,0729 -1,0724 -0,8875 -0,5815 -0,2285 0,1118 0,4063 0,6540 0,8727 1,0662 1,2066 1,2515 1,1720 0,9650 0,6438 0,2270 -0,2550 -0,7480 -1,1851 -1,5199 -1,7455 -1,8814 -1,9463 -1,9432 -1,8603 -1,6855 -1,4368 -1,1757 -0,9732 -0,8667 -0,8531 -0,9066 -0,9998 -1,1181 -1,2570 -1,4058 -1,5372 -1,6163 -1,6262 -1,5817 -1,5070 -1,4016 -1,2292 -0,9434 -0,5247 0,0069 0,5988 1,1728 1,6352 1,9002 1,9205 1,7045 1,3132 0,8384 0,3724 -0,0202 -0,3100 -0,4913 -0,5665 -0,5380 -0,4048 -0,1671 0,1610 0,5473 0,9504 1,3262 1,6310 1,8308 1,9136 1,8945 1,8053 1,6747 1,5168 1,3380 1,1492 0,9667 0,8030 0,6624 0,5404 0,4257 0,3106 0,2058 0,1358 0,1145 0,1297 0,1637 0,2223 0,3325 0,5146 0,7606 1,0420 1,3388 1,6464 1,9479 2,2040 2,3822 2,4819 2,5217 2,5064 2,4143 2,2199 1,9258 1,5715 1,2183 0,9259 0,7283 0,6213 0,5676 0,5181 0,4341 0,3070 0,1627 0,0449 -0,0068 0,0309 0,1602 0,3613 0,5982 0,8278 1,0181 1,1641 1,2843 1,3954 1,4901 1,5469 1,5652 1,5749 1,6041 1,6503 1,6904 1,7021 1,6759 1,6237 1,5746 1,5509 1,5533 1,5720 1,6019 1,6451 1,7087 1,8058 1,9565 2,1733 2,4442 2,7368 3,0136 3,2350 3,3667 3,3946 3,3269 3,1815 2,9810 2,7564 2,5499 2,4187 2,4212 2,5844 2,8839 3,2581 3,6348 3,9507 4,1620 4,2481 4,2020 4,0239 3,7325 3,3795 3,0403 2,7734 2,5825 2,4275 2,2702 2,1040 1,9504 1,8402 1,7966 1,8297 1,9419 2,1258 2,3523 2,5716 2,7382 2,8296 2,8473 2,8139 2,7651 2,7357 2,7511 2,8259 2,9551 3,1029 3,2147 3,2538 3,2188 3,1236 2,9766 2,7922 2,6087 2,4844 2,4757 2,6055 2,8440 3,1229 3,3678 3,5181 3,5396 3,4315 3,2237 2,9654 2,7091 2,4890 2,3107 2,1651 2,0493 1,9733 1,9475 1,9710 2,0344 2,1257 2,2312 2,3321 2,4052 2,4315 2,4124 2,3806 2,3847 2,4506 2,5665 2,7042 2,8370 2,9406 2,9965 3,0050 2,9933 3,0066 3,0862 3,2450 3,4518 3,6421 3,7576 3,7746 3,6988 3,5468 3,3405 3,1105 2,8882 2,6893 2,5137 2,3623 2,2481 2,1922 2,2085 2,2904 2,4100 2,5304 2,6157 2,6395 2,5903 2,4651 2,2625 1,9879 1,6591 1,3067 0,9785 0,7342 0,6245 0,6699 0,8476 1,0996 1,3678 1,6213 1,8495 2,0411 2,1804 2,2570 2,2716 2,2366 2,1770 2,1256 2,1066 2,1223 2,1578 2,1964 2,2407 2,3132 2,4229 2,5361 2,5929 2,5531 2,4195 2,2226 1,9942 1,7612 1,5536 1,4011 1,3194 1,3073 1,3499 1,4244 1,5144 1,6200 1,7442 1,8782 2,0125 2,1616 2,3652 2,6566 3,0215 3,3863 3,6543 3,7645 3,7180 3,5587 3,3357 3,0792 2,7982 2,4985 2,2062 1,9666 1,8259 1,8169 1,9471 2,1858 2,4604 2,6829 2,7959 2,7994 2,7352 2,6513 2,5771 2,5193 2,4721 2,4410 2,4593 2,5739 2,8082 3,1385 3,5019 3,8268 4,0626 4,1899 4,2153 4,1586 4,0456 3,9077 3,7799 3,6930 3,6627 3,6865 3,7446 3,8039 3,8227 3,7594 3,5893 3,3208 2,9919 2,6539 2,3606 2,1596 2,0789 2,1142 2,2255 2,3548 2,4543 2,5023 2,4971 2,4445 2,3578 2,2614 2,1822 2,1385 2,1340 2,1550 2,1828 2,2060 2,2113 2,1729 2,0692 1,9009 1,6896 1,4645 1,2545 1,0876 0,9927 0,9918 1,0767 1,2005 1,3059 1,3640 1,3848 1,4056 1,4736 1,6292 1,8896 2,2387 2,6277 2,9951 3,2937 3,4954 3,5848 3,5656 3,4615 3,2938 3,0706 2,8025 2,5180 2,2569 2,0495 1,9010 1,7944 1,7043 1,6142 1,5206 1,4269 1,3480 1,3222 1,3972 1,5891 1,8637 2,1628 2,4362 2,6516 2,7975 2,8808 2,9176 2,9272 2,9352 2,9754 3,0793 3,2500 3,4442 3,5900 3,6362 3,5946 3,5291 3,4975 3,5071 3,5247 3,5143 3,4551 3,3425 3,1864 3,0189 2,8963 2,8779 2,9953 3,2357 3,5482 3,8597 4,0888 4,1692 4,0821 3,8717 3,6246 3,4246 3,3194 3,3139 3,3794 3,4659 3,5197 3,4997 3,3859 3,1852 2,9348 2,6939 2,5198 2,4452 2,4675 2,5524 2,6543 2,7482 2,8459 2,9737 3,1359 3,2976 3,3964 3,3831 3,2559 3,0530 2,8239 2,6090 2,4254 2,2560 2,0620 1,8167 1,5333 1,2553 1,0346 0,9204 0,9456 1,1011 1,3304 1,5661 1,7787 1,9930 2,2565 2,5884 2,9494 3,2593 3,4484 3,4933 3,4187 3,2814 3,1466 3,0595 3,0279 3,0268 3,0181 2,9727 2,8820 2,7548 2,6033 2,4379 2,2715 2,1277 2,0398 2,0362 2,1192 2,2554 2,3886 2,4656 2,4655 2,4144 2,3763 2,4171 2,5639 2,7929 3,0444 3,2499 3,3558 3,3406 3,2181 3,0248 2,7991 2,5732 2,3748 2,2238 2,1234 2,0558 1,9919 1,9101 1,8060 1,6904 1,5813 1,4878 1,3982 1,2976 1,1926 1,1094 1,0667 1,0540 1,0339 0,9732 0,8752 0,7839 0,7596 0,8481
