Fp1   -1,8769 -2,4117 -2,9007 -3,7017 -5,0697 -6,9370 -8,9134 -10,4927 -11,2778 -11,0889 -9,9268 -7,8844 -5,1498 -2,0690 0,8825 3,2391 4,7024 5,2111 4,9129 4,0963 3,0947 2,1543 1,3413 0,5737 -0,2480 -1,1130 -1,8556 -2,2233 -2,0031 -1,0983 0,4478 2,4378 4,5475 6,3951 7,6190 7,9831 7,4675 6,2409 4,5401 2,6000 0,6947 -0,8135 -1,5562 -1,3193 -0,1217 1,7554 3,7545 5,1803 5,5142 4,6662 2,9821 1,0729 -0,4273 -1,1363 -1,0736 -0,5456 0,1074 0,6873 1,1623 1,5795 1,9568 2,2298 2,2938 2,1066 1,7268 1,2405 0,6641 -0,0432 -0,8580 -1,6368 -2,1867 -2,3581 -2,1315 -1,6549 -1,1258 -0,6222 -0,0941 0,5069 1,1335 1,6576 1,9399 1,8877 1,4898 0,8543 0,2043 -0,2308 -0,3541 -0,2174 0,1118 0,6689 1,5662 2,9033 4,7111 6,8983 9,1983 11,2264 12,6521 13,3333 13,3043 12,6860 11,6263 10,2822 8,8095 7,3200 5,8276 4,2965 2,7679 1,3928 0,3340 -0,3379 -0,6470 -0,6239 -0,2532 0,4538 1,3517 2,1776 2,7062 2,9030 2,9583 3,1862 3,8668 5,1011 6,7054 8,2659 9,4160 10,0626 10,3241 10,3350 10,1612 9,8522 9,5101 9,3016 9,4210 9,9641 10,7494 11,3110 11,1720 10,2049 8,7336 7,2711 6,2006 5,6554 5,5398 5,6219 5,6775 5,5790 5,3090 4,9677 4,7423 4,7861 5,0822 5,4360 5,6123 5,4634 4,9398 4,0541 2,8999 1,6967 0,7232 0,1662 0,1115 0,6889 2,1032 4,4260 7,3734 10,3432 12,7082 14,1081 14,5112 14,0700 12,9734 11,3777 9,3666 6,9658 4,2324 1,3162 -1,5829 -4,2597 -6,4738 -7,9680 -8,5759 -8,2695 -7,1008 -5,1534 -2,5771 0,3672 3,3508 6,0601 8,2271 9,6184 10,0648 9,5463 8,2582 6,5680 4,8624 3,3751 2,1297 1,0390 0,0371 -0,8539 -1,5594 -2,0561 -2,3600 -2,3963 -1,9934 -1,0483 0,3316 1,8163 2,9542 3,3564 2,9020 1,8123 0,5091 -0,6157 -1,3381 -1,6058 -1,4822 -1,0943 -0,5752 0,0005 0,6298 1,3494 2,2294 3,3455 4,6818 6,0818 7,2976 8,0469 8,0719 7,2395 5,6134 3,4331 1,0357 -1,2341 -3,1073 -4,4408 -5,2102 -5,4613 -5,2722 -4,7642 -4,0910 -3,3645 -2,6316 -1,9191 -1,2370 -0,5733 0,0690 0,6509 1,0782 1,1931 0,8840 0,2353 -0,4918 -1,0247 -1,1875 -0,9196 -0,3049 0,4566 1,1890 1,8430 2,4645 3,1221 3,8936 4,8744 6,1372 7,6714 9,3628 11,0120 12,3689 13,1730 13,2111 12,3923 10,7788 8,5524 5,9738 3,3692 1,0958 -0,5303 -1,2675 -0,9316 0,5239 2,8469 5,4774 7,7569 9,2192 9,7886 9,7513 9,5502 9,5876 10,0639 10,8667 11,6413 11,9895 11,6235 10,5077 8,9603 7,5109 6,5739 6,2523 6,4143 6,8765 7,5125 8,2837 9,2170 10,3241 11,5125 12,5831 13,3476 13,7135 13,6108 12,9196 11,5684 9,6689 7,4950 5,3374 3,3964 1,7694 0,4513 -0,6819 -1,7828 -2,8101 -3,4244 -3,1820 -1,8664 0,3218 2,8372 5,0630 6,5730 7,1983 6,9367 5,8715 4,1849 2,1980 0,3310 -1,0201 -1,6055 -1,3767 -0,4675 0,8632 2,2784 3,4213 4,0355 4,1017 3,8688 3,6958 3,8175 4,2484 4,8415 5,3902 5,7229 5,7449 5,4277 4,8112 4,0221 3,2627 2,7614 2,7140 3,2742 4,6101 6,8901 10,1170 13,9627 17,7954 20,9025 22,7699 23,2607 22,5782 21,0604 19,0280 16,7935 14,7031 13,0570 11,9154 11,0213 10,0228 8,8077 7,6236 6,9017 6,9474 7,7320 8,9128 10,0310 10,7468 10,9636 10,7794 10,3471 9,7565 8,9810 7,9338 6,6385 5,3283 4,3162 3,7961 3,8117 4,3264 5,2455 6,4123 7,6328 8,7358 9,6203 10,2161 10,4485 10,3303 10,0263 9,7379 9,5369 9,2898 8,7115 7,5777 5,9717 4,3044 3,0670 2,5517 2,7640 3,5238 4,6013 5,8090 7,0288 8,1774 9,2154 10,1852 11,1479 12,0767 12,8357 13,2405 13,1541 12,5596 11,5543 10,3136 9,1056 8,2818 8,1266 8,6838 9,7586 11,0759 12,4061 13,5378 14,2021 14,1646 13,4269 12,2536 10,9857 9,8339 8,7777 7,6436 6,3189 4,8823 3,5442 2,4986 1,7994 1,3408 0,9679 0,6230 0,3802 0,3759 0,7521 1,6090 2,9464 4,6508 6,5293 8,3632 9,9736 11,2310 12,0296 12,3303 12,2031 11,7616 11,0767 10,1901 9,1894 8,2223 7,4416 6,9603 6,8169 6,9175 7,0309 6,9420 6,6881 6,6593 7,4265 9,3769 12,3963 15,8327 18,7859 20,4978 20,6207 19,2928 17,0022 14,3281 11,7595 9,6608 8,2645 7,6395 7,6837 8,1360 8,6191 8,7818 8,4751 7,7825 6,8967 6,0107 5,2898 4,8348 4,6310 4,5917 4,6739 4,9118 5,3306 5,8698 6,4278 6,9731 7,5685 8,2511 8,9045 9,2953 9,2186 8,5564 7,2599 5,4058 3,2659 1,2601 -0,2016 -0,9314 -1,0935 -1,1015 -1,3319 -1,8921 -2,6380 -3,3596 -3,8794 -4,0183 -3,5711 -2,3644 -0,3760 2,1597 4,7640 6,8665 8,0088 8,0136 7,0426 5,4696 3,6393 1,7436 -0,1205 -1,8770 -3,4663 -4,8170 -5,7949 -6,2364 -6,0449 -5,2432 -3,9529 -2,3258 -0,4892 1,4466 3,3310 4,9265 5,9300 6,0809 5,3328 3,9461 2,3567 0,9187 -0,2345 -1,1531 -1,9617 -2,7409 -3,4460 -3,9197 -3,9937 -3,6112 -2,8627 -1,8845 -0,7602 0,4376 1,5492 2,3554 2,7127 2,5941 2,0211 1,0412 -0,2416 -1,6368 -2,8702 -3,6884 -3,9956 -3,8654 -3,4442 -2,8515 -2,1346 -1,3119 -0,4066 0,6109 1,8263 3,2685 4,8213 6,1962 6,9682 6,7868 5,6790
Fz    -1,5236 -0,9234 -0,2272 0,2486 0,2327 -0,3904 -1,5546 -3,0524 -4,5967 -5,8923 -6,6951 -6,8539 -6,3581 -5,3609 -4,1277 -2,9220 -1,9107 -1,1545 -0,6459 -0,3287 -0,1197 0,0398 0,1502 0,1776 0,1074 -0,0126 -0,0733 0,0351 0,3443 0,7955 1,2922 1,7494 2,1138 2,3541 2,4383 2,3513 2,1468 1,9474 1,8622 1,9102 2,0474 2,2554 2,5645 2,9986 3,5250 4,0324 4,3387 4,2580 3,6962 2,7102 1,4951 0,3163 -0,5995 -1,1765 -1,5080 -1,7535 -2,0235 -2,3324 -2,6157 -2,7822 -2,7676 -2,5641 -2,2189 -1,8026 -1,3911 -1,0886 -1,0344 -1,3248 -1,9056 -2,5798 -3,1335 -3,4517 -3,5388 -3,4603 -3,2674 -2,9756 -2,5960 -2,1558 -1,6856 -1,2033 -0,7061 -0,1691 0,4499 1,1924 2,0529 2,9319 3,6520 4,0500 4,0863 3,8791 3,6317 3,5226 3,6520 4,0451 4,6506 5,3400 5,9631 6,4237 6,6961 6,7923 6,7325 6,5372 6,2258 5,8055 5,2629 4,6050 3,9141 3,3308 2,9723 2,8560 2,8951 2,9630 2,9556 2,8122 2,5219 2,1297 1,7332 1,4716 1,5087 2,0005 3,0446 4,6135 6,4841 8,2577 9,5415 10,1483 10,1218 9,6184 8,8083 7,8648 6,9833 6,3643 6,1571 6,3812 6,8643 7,2841 7,3358 6,9209 6,1960 5,4379 4,8751 4,6131 4,6314 4,8262 5,0871 5,3254 5,4605 5,4554 5,3589 5,2587 5,1996 5,1657 5,1145 4,9956 4,7500 4,3272 3,7390 3,1051 2,6173 2,4372 2,6551 3,3370 4,5397 6,2335 8,2227 10,1754 11,7495 12,7131 12,9769 12,5667 11,5988 10,2455 8,6743 6,9985 5,2701 3,5018 1,7036 -0,0596 -1,6151 -2,7184 -3,1753 -2,9236 -2,0107 -0,5435 1,3130 3,3119 5,1431 6,5109 7,2249 7,2431 6,6571 5,6529 4,4585 3,2790 2,2466 1,4117 0,7741 0,3207 0,0328 -0,1203 -0,1874 -0,2394 -0,3231 -0,3859 -0,2894 0,0668 0,6240 1,1528 1,3684 1,0823 0,2806 -0,8944 -2,2173 -3,4487 -4,3730 -4,8251 -4,7295 -4,1328 -3,1759 -2,0135 -0,7624 0,5119 1,7990 3,1111 4,4128 5,5899 6,4873 6,9527 6,8629 6,1574 4,8668 3,1136 1,0898 -0,9746 -2,8495 -4,3403 -5,3167 -5,7291 -5,6086 -5,0532 -4,1817 -3,0719 -1,7680 -0,3488 1,0532 2,3077 3,3360 4,1096 4,5951 4,7081 4,3645 3,5926 2,5726 1,5639 0,7978 0,4039 0,3724 0,5766 0,8539 1,0857 1,2384 1,3637 1,5613 1,9204 2,4824 3,2390 4,1291 5,0106 5,6710 5,9150 5,6683 5,0085 4,1039 3,1188 2,1613 1,2973 0,5825 0,0728 -0,1614 -0,0131 0,6192 1,7169 3,0706 4,3321 5,1739 5,4577 5,2849 4,9053 4,5774 4,4566 4,5423 4,7159 4,8331 4,8046 4,6580 4,5513 4,6737 5,0946 5,7089 6,3210 6,7635 6,9441 6,8510 6,5594 6,1972 5,8697 5,6196 5,4513 5,3531 5,2732 5,1195 4,8265 4,4088 3,9304 3,4300 2,8967 2,3138 1,6793 0,9674 0,1512 -0,6776 -1,2632 -1,3119 -0,6751 0,5456 2,0293 3,3956 4,3819 4,8961 4,9301 4,4723 3,5345 2,2420 0,8469 -0,3651 -1,1741 -1,4722 -1,2725 -0,6908 0,0935 0,8851 1,5275 1,9499 2,1798 2,3111 2,4522 2,6735 2,9706 3,2761 3,5106 3,6006 3,4664 3,0578 2,4312 1,7787 1,3628 1,3948 1,9522 2,9889 4,3808 5,9482 7,4800 8,7818 9,7122 10,1986 10,2497 9,9426 9,3703 8,6195 7,7878 6,9907 6,3369 5,8600 5,4704 5,0283 4,4770 3,9001 3,4722 3,3417 3,5268 3,9091 4,3240 4,6624 4,8936 5,0075 4,9627 4,7014 4,1912 3,4576 2,6092 1,8117 1,1935 0,7849 0,5692 0,5487 0,7323 1,0881 1,5327 1,9643 2,3217 2,6097 2,8728 3,1613 3,5083 3,8984 4,2514 4,4465 4,3794 4,0292 3,4916 2,9186 2,4146 2,0061 1,6819 1,4194 1,1846 0,9486 0,7193 0,5487 0,5338 0,8060 1,4633 2,4927 3,7494 5,0031 6,0299 6,6989 6,9988 7,0198 6,9299 6,9255 7,1316 7,5246 7,9727 8,3482 8,5763 8,5881 8,2854 7,5987 6,5702 5,3476 4,1041 2,9603 1,9418 0,9998 0,0900 -0,7744 -1,5337 -2,1263 -2,5346 -2,7895 -2,9174 -2,8995 -2,7000 -2,3222 -1,8152 -1,2363 -0,6230 0,0106 0,6586 1,3070 1,9204 2,4189 2,6851 2,6507 2,3677 1,9655 1,5668 1,2597 1,1011 1,1176 1,3083 1,6385 2,0262 2,3548 2,5310 2,5677 2,6416 3,0670 4,1459 5,9520 8,2012 10,3346 11,7685 12,1266 11,3345 9,6042 7,3489 5,0357 3,0374 1,5582 0,6444 0,2394 0,2500 0,5748 1,0802 1,6046 2,0177 2,2581 2,3133 2,1997 1,9671 1,6862 1,4087 1,1536 0,9383 0,8010 0,7801 0,8789 1,0605 1,2909 1,5945 2,0397 2,6511 3,3611 4,0304 4,4720 4,4939 4,0021 3,0792 1,9606 0,9228 0,1283 -0,4798 -1,1362 -2,0835 -3,3985 -4,9430 -6,4346 -7,5439 -7,9934 -7,6353 -6,4733 -4,6513 -2,4420 -0,2103 1,6673 2,8995 3,3709 3,1763 2,5455 1,7061 0,8051 -0,0726 -0,8621 -1,5132 -1,9945 -2,2792 -2,3511 -2,2363 -2,0169 -1,8061 -1,7012 -1,7380 -1,8746 -2,0265 -2,1366 -2,2154 -2,3174 -2,4818 -2,7062 -2,9669 -3,2324 -3,4574 -3,6003 -3,6540 -3,6401 -3,5881 -3,5372 -3,5378 -3,6297 -3,8122 -4,0166 -4,1106 -3,9549 -3,4785 -2,7131 -1,7850 -0,8947 -0,2713 -0,0905 -0,4144 -1,1790 -2,2258 -3,3843 -4,5488 -5,6749 -6,7166 -7,5636 -8,0243 -7,8853 -6,9954 -5,3059 -2,8958 -0,0123 2,9205 5,3608 6,7871 6,9052 5,8123
F3    -0,7939 -0,4360 0,0337 0,3267 0,1901 -0,4854 -1,6439 -3,1070 -4,6260 -5,9341 -6,7926 -7,0321 -6,6068 -5,6378 -4,3902 -3,1563 -2,1243 -1,3543 -0,8297 -0,4821 -0,2144 0,0399 0,2815 0,4686 0,5600 0,5539 0,5010 0,4726 0,5158 0,6454 0,8612 1,1606 1,5390 1,9593 2,3221 2,5169 2,5243 2,4320 2,3361 2,2624 2,2116 2,2392 2,4360 2,8393 3,3851 3,9120 4,2055 4,0779 3,4496 2,3878 1,0948 -0,1480 -1,0847 -1,6031 -1,7692 -1,7429 -1,6694 -1,6305 -1,6461 -1,6854 -1,6912 -1,6260 -1,5018 -1,3584 -1,2356 -1,1846 -1,2884 -1,6235 -2,1658 -2,7588 -3,2089 -3,4124 -3,3973 -3,2551 -3,0429 -2,7616 -2,4055 -2,0009 -1,6032 -1,2633 -0,9860 -0,7229 -0,3967 0,0716 0,7245 1,5158 2,2953 2,8770 3,1579 3,1892 3,1316 3,1478 3,3334 3,7076 4,2286 4,8168 5,3896 5,8861 6,2628 6,4862 6,5421 6,4421 6,2061 5,8218 5,2302 4,4121 3,4901 2,6922 2,2153 2,1218 2,3276 2,6659 2,9694 3,1157 3,0438 2,7619 2,3458 1,9320 1,7050 1,8657 2,5738 3,8631 5,5475 7,2377 8,5355 9,2405 9,3876 9,1470 8,7034 8,1987 7,7440 7,4452 7,3927 7,5981 7,9154 8,0516 7,7208 6,8517 5,6583 4,5004 3,6843 3,3484 3,4414 3,7847 4,1838 4,4925 4,6255 4,5805 4,4380 4,2966 4,2034 4,1424 4,0634 3,9039 3,5998 3,1058 2,4416 1,7347 1,1909 1,0021 1,2957 2,1385 3,5272 5,3503 7,3695 9,2660 10,7352 11,5713 11,6930 11,1291 10,0038 8,5076 6,8334 5,1121 3,3940 1,6815 -0,0164 -1,6296 -2,9935 -3,8888 -4,1489 -3,7282 -2,6862 -1,1450 0,7267 2,7054 4,5222 5,9210 6,7364 6,9288 6,5624 5,7715 4,7405 3,6674 2,7033 1,9139 1,3015 0,8472 0,5223 0,2950 0,1345 -0,0095 -0,1796 -0,3273 -0,3158 -0,0456 0,4263 0,8870 1,0789 0,8293 0,1149 -0,9513 -2,1766 -3,3352 -4,1945 -4,5566 -4,3312 -3,5872 -2,5201 -1,3571 -0,2718 0,6625 1,4914 2,3311 3,2529 4,2012 5,0149 5,4964 5,4731 4,8508 3,6476 1,9799 0,0284 -1,9877 -3,8367 -5,3155 -6,2886 -6,6979 -6,5545 -5,9305 -4,9227 -3,6062 -2,0623 -0,4371 1,0845 2,3634 3,3560 4,0905 4,5700 4,7011 4,3693 3,5900 2,5521 1,5196 0,7083 0,2219 0,0393 0,0594 0,1788 0,3354 0,5123 0,7326 1,0536 1,5385 2,2167 3,0757 4,0578 5,0244 5,7516 6,0216 5,7476 5,0166 4,0149 2,9180 1,8413 0,8615 0,0569 -0,4789 -0,6465 -0,3553 0,4297 1,6139 2,9555 4,1388 4,9050 5,1742 5,0703 4,8294 4,6775 4,7365 4,9787 5,2616 5,4187 5,3432 5,0602 4,7457 4,6173 4,7716 5,1287 5,5166 5,7768 5,8011 5,5516 5,0985 4,6157 4,2952 4,2402 4,4304 4,7575 5,0608 5,1754 5,0137 4,6013 4,0225 3,3451 2,6098 1,8608 1,1317 0,3879 -0,4313 -1,2568 -1,8257 -1,8180 -1,0703 0,2906 1,8852 3,2824 4,2133 4,6201 4,5337 3,9651 2,9418 1,6058 0,2214 -0,9168 -1,5770 -1,6413 -1,1383 -0,2446 0,7732 1,6517 2,2147 2,4188 2,3509 2,1775 2,0650 2,1077 2,2993 2,5741 2,8659 3,1072 3,2069 3,0888 2,7614 2,3530 2,0699 2,1048 2,5792 3,5406 4,9526 6,6735 8,4706 10,0827 11,2846 11,9282 11,9747 11,4902 10,5942 9,4323 8,1891 7,0710 6,2369 5,7135 5,3748 5,0397 4,6074 4,1188 3,7272 3,5966 3,7721 4,1377 4,5145 4,7938 4,9642 5,0412 5,0118 4,8323 4,4492 3,8522 3,1351 2,4629 1,9413 1,5589 1,2771 1,1216 1,1566 1,4067 1,8209 2,3031 2,7815 3,2388 3,6805 4,0996 4,4703 4,7519 4,8943 4,8510 4,5977 4,1636 3,6390 3,1151 2,6196 2,1426 1,7069 1,3724 1,1785 1,1160 1,1554 1,2885 1,5707 2,1127 2,9829 4,1227 5,3620 6,4931 7,3506 7,8599 8,0391 7,9793 7,8339 7,7932 7,9886 8,3912 8,8412 9,1847 9,3477 9,2889 8,9528 8,3131 7,4326 6,4323 5,4094 4,3932 3,3523 2,2490 1,1151 0,0719 -0,7300 -1,2008 -1,3660 -1,3405 -1,2464 -1,1554 -1,0995 -1,0910 -1,0954 -1,0186 -0,7666 -0,3055 0,3437 1,1381 2,0119 2,8319 3,3945 3,5433 3,2933 2,8059 2,2769 1,8595 1,6372 1,6249 1,7886 2,0579 2,3259 2,4678 2,4010 2,1682 1,9914 2,2360 3,2468 5,1044 7,4795 9,7420 11,2595 11,6490 10,8610 9,1501 6,9764 4,8401 3,1167 1,9883 1,4682 1,4636 1,8477 2,4887 3,2167 3,8273 4,1682 4,1983 3,9515 3,4881 2,8974 2,2840 1,7066 1,1658 0,6665 0,2590 0,0102 -0,0459 0,0748 0,3474 0,7941 1,4627 2,3327 3,2828 4,1456 4,7411 4,8998 4,5531 3,8038 2,8834 2,0359 1,3826 0,8393 0,1672 -0,8602 -2,2927 -3,9690 -5,5982 -6,8575 -7,4874 -7,3648 -6,5042 -5,0200 -3,1144 -1,0819 0,7260 1,9921 2,5485 2,4369 1,8486 0,9966 0,0369 -0,9213 -1,7922 -2,5226 -3,0846 -3,4357 -3,5251 -3,3587 -3,0322 -2,6762 -2,3661 -2,0987 -1,8386 -1,5746 -1,3503 -1,2541 -1,3718 -1,7267 -2,2630 -2,8863 -3,5036 -4,0310 -4,4104 -4,6383 -4,7551 -4,7962 -4,7647 -4,6549 -4,4920 -4,3264 -4,1684 -3,9380 -3,5156 -2,8507 -2,0045 -1,1026 -0,2912 0,2744 0,4643 0,2220 -0,4124 -1,3158 -2,3427 -3,4005 -4,4627 -5,5080 -6,4316 -7,0126 -6,9972 -6,2200 -4,6492 -2,3806 0,3528 3,1717 5,5831 7,0854 7,3664 6,4833
F7    -1,6374 -1,2214 -0,6738 -0,2561 -0,2014 -0,6232 -1,4880 -2,6412 -3,8505 -4,8620 -5,4588 -5,5076 -5,0036 -4,0862 -2,9884 -1,9294 -1,0321 -0,3282 0,1889 0,5439 0,7807 0,9317 0,9837 0,8913 0,6276 0,2306 -0,1855 -0,4788 -0,5591 -0,4211 -0,1167 0,2832 0,7154 1,1303 1,4791 1,7212 1,8609 1,9573 2,0679 2,1911 2,2928 2,3787 2,5020 2,7056 2,9763 3,2315 3,3344 3,1497 2,6151 1,7793 0,7879 -0,1705 -0,9441 -1,4972 -1,9105 -2,2876 -2,6680 -3,0118 -3,2382 -3,2760 -3,0954 -2,7159 -2,1959 -1,6037 -1,0063 -0,4956 -0,2002 -0,2174 -0,5157 -0,9371 -1,3070 -1,5285 -1,5977 -1,5635 -1,4758 -1,3682 -1,2688 -1,2000 -1,1618 -1,1268 -1,0503 -0,8807 -0,5665 -0,0674 0,6119 1,3859 2,0995 2,6013 2,8370 2,8865 2,9050 3,0270 3,3224 3,7996 4,4022 5,0127 5,5092 5,8254 5,9482 5,8886 5,6702 5,3257 4,8886 4,3841 3,8193 3,2103 2,6245 2,1708 1,9348 1,9172 2,0282 2,1432 2,1607 2,0225 1,7240 1,3228 0,9326 0,6942 0,7469 1,2062 2,1376 3,5111 5,1417 6,6971 7,8413 8,4056 8,4224 8,0379 7,4232 6,7425 6,1473 5,7623 5,6580 5,8127 6,0766 6,2006 5,9637 5,3235 4,4485 3,5943 2,9625 2,6431 2,6143 2,7825 3,0514 3,3450 3,5906 3,7416 3,8147 3,8587 3,8906 3,8852 3,8085 3,6358 3,3401 2,8922 2,3015 1,6682 1,1643 0,9418 1,0801 1,6126 2,5536 3,8634 5,3969 6,9103 8,1401 8,8903 9,0613 8,6410 7,7012 6,3834 4,8475 3,2209 1,5800 -0,0387 -1,6046 -3,0404 -4,1840 -4,8308 -4,8365 -4,1825 -2,9564 -1,3033 0,5896 2,4851 4,1201 5,2727 5,8300 5,8074 5,3209 4,5471 3,6781 2,8765 2,2441 1,8109 1,5530 1,4261 1,3886 1,4112 1,4667 1,5061 1,4860 1,4384 1,4717 1,6753 2,0191 2,3291 2,3661 1,9546 1,0703 -0,1598 -1,5199 -2,7743 -3,7099 -4,1670 -4,0784 -3,4963 -2,5697 -1,4803 -0,3884 0,5994 1,4569 2,2221 2,9290 3,5552 4,0254 4,2348 4,0767 3,4828 2,4552 1,0694 -0,5376 -2,1811 -3,6533 -4,7671 -5,4011 -5,5232 -5,1854 -4,5012 -3,5993 -2,5661 -1,4467 -0,3019 0,7741 1,6986 2,4465 3,0430 3,4892 3,6971 3,5371 2,9667 2,1004 1,1653 0,4014 -0,0329 -0,1206 0,0283 0,2582 0,4492 0,5651 0,6599 0,8363 1,1816 1,7279 2,4528 3,2838 4,0859 4,6751 4,8861 4,6519 4,0319 3,1648 2,1950 1,2320 0,3564 -0,3622 -0,8606 -1,0721 -0,9169 -0,3427 0,5941 1,6959 2,6827 3,3175 3,5285 3,4311 3,2372 3,1378 3,2197 3,4363 3,6548 3,7430 3,6311 3,3550 3,0627 2,9322 3,0478 3,3516 3,7058 3,9868 4,1225 4,0981 3,9710 3,8506 3,8210 3,8889 4,0106 4,1347 4,1966 4,1177 3,8577 3,4495 2,9626 2,4473 1,9216 1,3967 0,8707 0,2914 -0,4023 -1,1502 -1,7237 -1,8502 -1,3857 -0,4055 0,8302 2,0147 2,9420 3,5421 3,7990 3,6714 3,1141 2,1639 0,9819 -0,1893 -1,1062 -1,5942 -1,5926 -1,1643 -0,4719 0,2737 0,8808 1,2398 1,3499 1,3001 1,2200 1,2214 1,3438 1,5450 1,7475 1,8744 1,8512 1,6274 1,2303 0,7951 0,5233 0,5883 1,0655 1,9345 3,1032 4,4189 5,6923 6,7528 7,4946 7,8864 7,9604 7,7838 7,4158 6,9007 6,2976 5,6924 5,1734 4,7705 4,4175 4,0118 3,5189 3,0189 2,6682 2,5988 2,8202 3,2106 3,6015 3,8742 3,9886 3,9379 3,7063 3,2752 2,6501 1,8844 1,0916 0,4150 -0,0513 -0,2979 -0,3472 -0,2013 0,1379 0,6291 1,1906 1,7343 2,2092 2,6172 2,9867 3,3402 3,6753 3,9547 4,1107 4,0708 3,7919 3,2978 2,6960 2,1267 1,6716 1,3292 1,0693 0,8774 0,7477 0,6713 0,6472 0,6916 0,8552 1,2292 1,8914 2,8317 3,9283 4,9843 5,8092 6,2962 6,4479 6,3559 6,1706 6,0558 6,1056 6,2889 6,5049 6,6880 6,8318 6,9139 6,8446 6,5273 5,9508 5,1922 4,3478 3,4785 2,5922 1,6695 0,7176 -0,2054 -1,0179 -1,6546 -2,0988 -2,3811 -2,5346 -2,5539 -2,4101 -2,0975 -1,6500 -1,1154 -0,5244 0,1174 0,8089 1,5320 2,2400 2,8363 3,1821 3,1808 2,8585 2,3412 1,7763 1,2845 0,9443 0,7904 0,8186 0,9871 1,2151 1,3975 1,4555 1,4149 1,4589 1,8839 2,9441 4,6612 6,7386 8,6626 9,9285 10,2308 9,5298 8,0263 6,0812 4,0913 2,3730 1,1084 0,3516 0,0648 0,1677 0,5606 1,1122 1,6677 2,1047 2,3707 2,4674 2,4201 2,2711 2,0705 1,8517 1,6253 1,3999 1,1917 1,0149 0,8701 0,7472 0,6555 0,6586 0,8517 1,2833 1,9060 2,5912 3,1581 3,4242 3,2930 2,8114 2,1454 1,4981 0,9904 0,5702 0,0386 -0,8100 -2,0416 -3,5374 -5,0471 -6,2695 -6,9388 -6,9017 -6,1401 -4,7563 -2,9619 -1,0598 0,6144 1,7864 2,3355 2,3269 1,9452 1,3759 0,7369 0,0936 -0,5023 -1,0110 -1,4120 -1,6904 -1,8338 -1,8619 -1,8451 -1,8757 -2,0168 -2,2700 -2,5803 -2,8754 -3,1139 -3,3002 -3,4556 -3,5801 -3,6521 -3,6649 -3,6379 -3,5883 -3,5176 -3,4275 -3,3261 -3,2226 -3,1350 -3,0958 -3,1394 -3,2706 -3,4278 -3,4820 -3,2985 -2,8136 -2,0625 -1,1635 -0,3007 0,3100 0,4961 0,1910 -0,5527 -1,5937 -2,7741 -3,9844 -5,1593 -6,2274 -7,0669 -7,5001 -7,3474 -6,4944 -4,9141 -2,6780 0,0030 2,7553 5,0961 6,5637 6,8950 6,1536
