Fp1   -7,3048 -7,4363 -6,4704 -4,8696 -3,1746 -1,8078 -0,9856 -0,6875 -0,6863 -0,6613 -0,3586 0,2828 1,1234 1,9386 2,5665 3,0036 3,3859 3,8443 4,3339 4,6058 4,3740 3,5264 2,1775 0,5321 -1,2464 -2,9880 -4,3810 -4,9871 -4,4716 -2,8580 -0,5684 1,7977 3,7643 5,1209 5,8479 5,9862 5,5945 4,7582 3,5964 2,2806 1,0420 0,1109 -0,4122 -0,6623 -0,9588 -1,5859 -2,5815 -3,7082 -4,6258 -5,1165 -5,1590 -4,8220 -4,1467 -3,1501 -1,9163 -0,6534 0,3611 0,8930 0,8411 0,3146 -0,3505 -0,7361 -0,5670 0,1592 1,2051 2,2323 2,9447 3,1793 2,9441 2,4004 1,7638 1,1773 0,6810 0,3012 0,1192 0,2216 0,5999 1,1019 1,4663 1,4475 0,9776 0,2293 -0,5097 -1,0344 -1,3120 -1,4404 -1,5421 -1,6461 -1,6358 -1,3062 -0,4935 0,8009 2,3593 3,7968 4,6856 4,6960 3,7107 1,8750 -0,4551 -2,8339 -4,8412 -6,1929 -6,8322 -6,9122 -6,6435 -6,1145 -5,2367 -3,8593 -1,9443 0,3191 2,5191 4,1672 4,8984 4,5869 3,3552 1,5201 -0,5259 -2,4625 -4,1143 -5,4066 -6,2744 -6,6082 -6,2558 -5,0753 -3,0392 -0,3589 2,4790 4,8399 6,1580 6,1343 4,8490 2,7397 0,4418 -1,4247 -2,4119 -2,3147 -1,1840 0,7140 3,0170 5,3997 7,6096 9,4083 10,5328 10,7451 9,9139 8,0529 5,3175 1,9818 -1,6002 -5,0406 -7,9731 -10,1081 -11,2556 -11,3609 -10,5639 -9,1399 -7,3164 -5,1975 -2,8860 -0,6291 1,1905 2,2148 2,3066 1,6485 0,6630 -0,2042 -0,6854 -0,7571 -0,5585 -0,2481 0,0699 0,3200 0,4126 0,2401 -0,2822 -1,1334 -2,1123 -2,8636 -3,0269 -2,4290 -1,1932 0,2991 1,5598 2,1724 1,9127 0,7720 -1,1029 -3,5045 -6,2092 -8,9197 -11,2053 -12,5905 -12,7467 -11,6094 -9,3665 -6,3721 -3,0473 0,1917 2,9974 5,1694 6,6801 7,5912 7,9436 7,7153 6,8476 5,3049 3,1318 0,4808 -2,3947 -5,1726 -7,5228 -9,2005 -10,1311 -10,4071 -10,1658 -9,4456 -8,1878 -6,3839 -4,1866 -1,8827 0,2044 1,7903 2,6789 2,8147 2,3099 1,4122 0,4092 -0,5138 -1,3787 -2,3702 -3,6548 -5,2167 -6,8419 -8,2333 -9,1349 -9,3731 -8,8399 -7,5223 -5,5654 -3,2446 -0,8529 1,3846 3,3351 4,9210 6,0069 6,3261 5,6085 3,8206 1,2572 -1,5746 -4,1469 -6,0802 -7,2365 -7,6866 -7,5778 -7,0125 -6,0281 -4,6899 -3,2134 -1,9739 -1,3579 -1,5932 -2,6594 -4,2831 -6,0256 -7,4380 -8,1956 -8,1623 -7,4034 -6,1544 -4,7579 -3,5856 -2,9413 -2,9466 -3,4782 -4,2189 -4,7979 -4,9443 -4,5924 -3,8836 -3,0770 -2,4518 -2,2287 -2,5028 -3,1985 -4,0696 -4,7820 -5,0812 -4,9331 -4,5030 -4,0120 -3,6094 -3,3494 -3,2295 -3,2005 -3,1549 -2,9922 -2,7403 -2,5716 -2,6806 -3,1603 -3,9547 -4,8555 -5,5085 -5,4652 -4,3514 -2,1006 0,9515 4,1822 6,8627 8,3304 8,1966 6,5148 3,7431 0,5104 -2,6093 -5,1801 -6,9050 -7,6262 -7,3340 -6,1793 -4,4666 -2,5971 -0,9561 0,2075 0,8470 1,0914 1,1451 1,1709 1,2189 1,2380 1,1469 0,8875 0,4369 -0,1732 -0,8467 -1,4997 -2,1457 -2,8427 -3,5615 -4,1484 -4,4121 -4,2241 -3,5550 -2,4677 -1,1217 0,2216 1,2444 1,6808 1,4320 0,5938 -0,6417 -2,0848 -3,5505 -4,8720 -5,9850 -6,9461 -7,8080 -8,4762 -8,7024 -8,2231 -6,9234 -4,9114 -2,4885 -0,0564 1,9966 3,3980 4,0437 3,9717 3,2922 2,1153 0,5206 -1,3913 -3,4275 -5,2998 -6,7130 -7,5061 -7,7256 -7,5355 -7,0469 -6,2491 -5,0860 -3,5789 -1,9057 -0,3838 0,6609 1,0563 0,8521 0,2490 -0,5431 -1,4153 -2,3451 -3,2777 -4,0594 -4,5118 -4,5409 -4,1609 -3,4464 -2,4724 -1,2799 0,0923 1,5096 2,7023 3,3849 3,4389 2,9586 2,1295 1,1132 0,0407 -0,9658 -1,8118 -2,4722 -2,9920 -3,3960 -3,5955 -3,4336 -2,8427 -1,9275 -0,8802 0,1524 1,0814 1,7861 2,1186 2,0563 1,7827 1,5364 1,3821 1,1751 0,7356 0,0219 -0,8430 -1,6650 -2,2983 -2,6838 -2,7713 -2,4562 -1,6573 -0,4280 1,0564 2,5951 4,0371 5,3015 6,3470 7,1315 7,6042 7,7081 7,3474 6,3671 4,6380 2,1956 -0,7099 -3,6516 -6,0788 -7,4217 -7,2944 -5,6861 -2,9953 0,1094 2,8919 4,7423 5,3441 4,7471 3,2947 1,4685 -0,2754 -1,6436 -2,5465 -3,0176 -3,1316 -2,9955 -2,7276 -2,3685 -1,8161 -0,9002 0,4232 1,9238 3,1492 3,6602 3,2601 2,0627 0,4054 -1,2806 -2,5825 -3,2328 -3,2282 -2,8165 -2,3318 -2,0111 -1,9230 -2,0083 -2,1416 -2,1632 -1,9364 -1,4470 -0,8435 -0,3367 -0,0627 -0,0728 -0,4356 -1,2848 -2,7065 -4,5605 -6,4441 -7,8930 -8,6472 -8,7391 -8,3687 -7,7222 -6,8778 -5,8259 -4,5569 -3,1197 -1,5929 -0,0408 1,4677 2,8090 3,7932 4,2359 4,0771 3,4078 2,3430 0,8837 -1,0492 -3,4275 -5,9670 -8,1745 -9,5583 -9,8280 -8,9783 -7,2631 -5,0922 -2,8927 -1,0085 0,3239 0,9874 1,0236 0,6305 0,0580 -0,5332 -1,1300 -1,7947 -2,5369 -3,2518 -3,7681 -3,9373 -3,6977 -3,1064 -2,3277 -1,5759 -1,0386 -0,8065 -0,8576 -1,1322 -1,6418 -2,4905 -3,7814 -5,5314 -7,6801 -10,1188 -12,6507 -14,9277 -16,4968 -16,9965 -16,3281 -14,6414 -12,2281 -9,4528 -6,6983 -4,3008 -2,5203 -1,5343 -1,4137 -2,0792 -3,2813 -4,6589 -5,8779 -6,7649 -7,3116 -7,5501 -7,4446 -6,9059 -5,8762 -4,3852 -2,5720 -0,7331 0,6538 1,0789 0,2805 -1,6052 -4,1491 -6,8374 -9,2028 -10,8754 -11,6263 -11,3952 -10,2808 -8,5091 -6,3862 -4,2408 -2,3739
Fz    -1,7363 -1,6199 -1,4713 -1,3202 -1,1759 -1,0332 -0,8931 -0,7781 -0,7282 -0,7823 -0,9539 -1,2139 -1,4904 -1,6960 -1,7772 -1,7412 -1,6414 -1,5507 -1,5444 -1,6768 -1,9430 -2,2622 -2,5045 -2,5446 -2,3109 -1,8109 -1,1245 -0,3714 0,3220 0,8514 1,1610 1,2653 1,2474 1,2219 1,2812 1,4620 1,7374 2,0313 2,2538 2,3470 2,3127 2,2062 2,1047 2,0706 2,1307 2,2775 2,4853 2,7275 2,9820 3,2177 3,3823 3,4160 3,2834 2,9961 2,6092 2,1978 1,8317 1,5603 1,4064 1,3678 1,4179 1,5046 1,5704 1,5870 1,5717 1,5806 1,6804 1,9041 2,2208 2,5495 2,8055 2,9381 2,9407 2,8407 2,6780 2,4897 2,3088 2,1707 2,1107 2,1490 2,2801 2,4776 2,7062 2,9362 3,1589 3,3814 3,5980 3,7795 3,8936 3,9222 3,8565 3,6873 3,4151 3,0764 2,7476 2,5099 2,4084 2,4398 2,5596 2,6975 2,7834 2,7722 2,6524 2,4384 2,1560 1,8296 1,4812 1,1317 0,7939 0,4578 0,0822 -0,3843 -0,9616 -1,6196 -2,2846 -2,8570 -3,2358 -3,3473 -3,1639 -2,7065 -2,0332 -1,2166 -0,3248 0,5851 1,4721 2,3157 3,1131 3,8675 4,5704 5,1923 5,6866 6,0112 6,1563 6,1554 6,0713 5,9700 5,8954 5,8537 5,8262 5,7905 5,7216 5,5872 5,3544 5,0061 4,5550 4,0523 3,5829 3,2422 3,1007 3,1770 3,4303 3,7690 4,0709 4,2142 4,1092 3,7309 3,1374 2,4493 1,7992 1,2896 0,9747 0,8606 0,9201 1,1127 1,3897 1,6897 1,9492 2,1259 2,2120 2,2311 2,2199 2,2092 2,2186 2,2668 2,3735 2,5460 2,7597 2,9521 3,0442 2,9803 2,7526 2,3918 1,9402 1,4404 0,9458 0,5274 0,2639 0,2113 0,3758 0,7129 1,1417 1,5598 1,8683 2,0036 1,9505 1,7361 1,4225 1,0871 0,7852 0,5225 0,2655 -0,0239 -0,3598 -0,7213 -1,0605 -1,3264 -1,4926 -1,5611 -1,5409 -1,4374 -1,2671 -1,0730 -0,9154 -0,8466 -0,8896 -1,0310 -1,2281 -1,4244 -1,5671 -1,6206 -1,5735 -1,4439 -1,2769 -1,1295 -1,0459 -1,0303 -1,0332 -0,9753 -0,7987 -0,5016 -0,1351 0,2336 0,5719 0,9004 1,2656 1,6984 2,1877 2,6770 3,0895 3,3678 3,4926 3,4686 3,3160 3,0770 2,8078 2,5471 2,3036 2,0763 1,8727 1,7108 1,6064 1,5593 1,5486 1,5428 1,5188 1,4801 1,4536 1,4709 1,5514 1,6952 1,8811 2,0659 2,2006 2,2656 2,2871 2,3074 2,3437 2,3756 2,3581 2,2453 2,0199 1,7105 1,3754 1,0626 0,7883 0,5492 0,3419 0,1728 0,0621 0,0403 0,1333 0,3452 0,6445 0,9598 1,1949 1,2737 1,1903 1,0138 0,8386 0,7325 0,7142 0,7617 0,8380 0,9130 0,9697 1,0097 1,0518 1,1176 1,2187 1,3614 1,5535 1,8011 2,0951 2,4049 2,6789 2,8448 2,8261 2,5883 2,1740 1,6752 1,1735 0,7187 0,3519 0,1179 0,0473 0,1372 0,3568 0,6672 1,0316 1,4074 1,7393 1,9672 2,0449 1,9538 1,7093 1,3537 0,9362 0,4997 0,0880 -0,2492 -0,4730 -0,5698 -0,5468 -0,4211 -0,2163 0,0373 0,3046 0,5557 0,7840 1,0043 1,2250 1,4223 1,5408 1,5236 1,3516 1,0642 0,7465 0,4942 0,3828 0,4509 0,6952 1,0715 1,5164 1,9854 2,4660 2,9466 3,3876 3,7222 3,8755 3,7838 3,4095 2,7608 1,9163 1,0106 0,1730 -0,5164 -1,0200 -1,3213 -1,4261 -1,3701 -1,2148 -1,0255 -0,8425 -0,6686 -0,4770 -0,2273 0,1115 0,5408 1,0236 1,4873 1,8358 1,9882 1,9302 1,7297 1,4984 1,3284 1,2497 1,2344 1,2452 1,2841 1,3890 1,5950 1,9123 2,3333 2,8420 3,4110 3,9890 4,5069 4,9106 5,1901 5,3723 5,4905 5,5662 5,6120 5,6321 5,6104 5,5043 5,2643 4,8687 4,3521 3,8092 3,3629 3,1082 3,0704 3,1957 3,3691 3,4582 3,3757 3,1209 2,7665 2,4090 2,1227 1,9353 1,8330 1,7865 1,7743 1,7885 1,8365 1,9523 2,1953 2,6171 3,2194 3,9425 4,6948 5,3979 6,0052 6,4901 6,8411 7,0684 7,1950 7,2426 7,2363 7,2048 7,1593 7,0738 6,8997 6,6054 6,2026 5,7470 5,3216 5,0093 4,8642 4,8894 5,0297 5,1925 5,2948 5,2987 5,2090 5,0472 4,8307 4,5759 4,3069 4,0464 3,8035 3,5797 3,3772 3,1993 3,0561 2,9670 2,9510 3,0102 3,1226 3,2467 3,3379 3,3644 3,3079 3,1584 2,9133 2,5873 2,2165 1,8461 1,5052 1,1995 0,9277 0,6974 0,5184 0,3837 0,2644 0,1222 -0,0718 -0,3153 -0,5595 -0,7176 -0,7038 -0,4780 -0,0655 0,4585 0,9990 1,4652 1,7831 1,9094 1,8472 1,6485 1,3926 1,1565 1,0008 0,9630 1,0476 1,2196 1,4132 1,5479 1,5486 1,3761 1,0518 0,6543 0,2842 0,0173 -0,1186 -0,1216 0,0180 0,3136 0,7524 1,2817 1,8240 2,3053 2,6789 2,9300 3,0636 3,0913 3,0335 2,9335 2,8563 2,8602 2,9664 3,1560 3,3920 3,6336 3,8337 3,9424 3,9220 3,7632 3,4865 3,1302 2,7330 2,3234 1,9204 1,5434 1,2199 0,9728 0,7984 0,6706 0,5649 0,4652 0,3520 0,1967 -0,0197 -0,2842 -0,5535 -0,7855 -0,9740 -1,1539 -1,3690 -1,6358 -1,9382 -2,2424 -2,5154 -2,7396 -2,9157 -3,0545 -3,1702 -3,2691 -3,3281 -3,2800 -3,0398 -2,5573 -1,8521 -1,0108 -0,1600 0,5684 1,0699 1,2828 1,1877 0,8091 0,2289 -0,4193 -1,0012 -1,4375 -1,7129 -1,8460 -1,8679 -1,8183 -1,7456 -1,7077 -1,7664 -1,9676 -2,3211 -2,7997 -3,3514 -3,9071 -4,3846
F3    -1,1700 -0,6449 -0,4440 -0,5316 -0,7704 -0,9809 -1,0462 -0,9786 -0,8977 -0,9231 -1,0671 -1,2224 -1,2469 -1,0791 -0,8017 -0,5934 -0,6135 -0,9299 -1,5211 -2,2960 -3,1023 -3,7364 -3,9722 -3,6167 -2,5891 -0,9871 0,9028 2,6755 3,9395 4,4498 4,1740 3,2759 2,0384 0,7687 -0,2657 -0,8764 -0,9994 -0,7211 -0,2422 0,2161 0,5188 0,6610 0,7235 0,8050 0,9980 1,3842 2,0064 2,8401 3,7908 4,6988 5,3499 5,5302 5,1206 4,1682 2,8835 1,5671 0,5164 -0,0546 -0,0705 0,3801 1,0538 1,6159 1,7830 1,4798 0,8871 0,3431 0,1697 0,5163 1,2818 2,1628 2,8069 2,9686 2,5760 1,7149 0,5782 -0,5846 -1,5167 -2,0024 -1,9122 -1,2359 -0,0913 1,2938 2,6323 3,6595 4,2213 4,3136 4,0433 3,5557 2,9736 2,3552 1,6873 0,9300 0,0932 -0,7093 -1,2836 -1,4433 -1,0880 -0,2384 0,9616 2,2804 3,4789 4,3860 4,9236 5,0853 4,8953 4,3866 3,6097 2,6346 1,5198 0,2804 -1,1003 -2,6207 -4,2299 -5,8242 -7,2391 -8,2533 -8,6392 -8,2369 -7,0113 -5,0864 -2,7410 -0,3407 1,7652 3,3269 4,2441 4,5908 4,5898 4,5176 4,5862 4,8609 5,2469 5,5477 5,5758 5,2532 4,6490 3,9424 3,3241 2,8957 2,6457 2,4910 2,3228 2,0452 1,6189 1,0906 0,5905 0,2969 0,3849 0,9808 2,1321 3,7838 5,7426 7,6542 9,0712 9,6126 9,1061 7,6242 5,4371 2,9377 0,5626 -1,2996 -2,4106 -2,7428 -2,4445 -1,7425 -0,8609 0,0191 0,7756 1,3375 1,6640 1,7464 1,6291 1,4153 1,2389 1,2171 1,3975 1,7161 1,9996 2,0280 1,6367 0,8139 -0,2718 -1,3513 -2,1752 -2,5678 -2,4179 -1,6716 -0,3544 1,4010 3,3510 5,1858 6,6010 7,3574 7,3223 6,4932 5,0014 3,0997 1,1185 -0,6374 -2,0144 -3,0580 -3,9318 -4,7739 -5,5958 -6,2698 -6,5953 -6,4085 -5,6701 -4,4806 -3,0357 -1,5781 -0,3621 0,4009 0,6062 0,2704 -0,5050 -1,5677 -2,7292 -3,7849 -4,5558 -4,9316 -4,8900 -4,4916 -3,8585 -3,1361 -2,4488 -1,8587 -1,3446 -0,8300 -0,2491 0,3966 1,0354 1,5837 2,0322 2,4724 3,0266 3,7448 4,5417 5,2092 5,5066 5,2832 4,5338 3,3482 1,8444 0,1789 -1,4244 -2,7191 -3,5219 -3,7586 -3,4636 -2,7586 -1,8246 -0,8629 -0,0484 0,5005 0,7338 0,6703 0,3814 -0,0276 -0,4251 -0,6715 -0,6636 -0,3807 0,1117 0,7074 1,3049 1,8110 2,1356 2,2187 2,0613 1,7173 1,2668 0,7955 0,3640 -0,0244 -0,4218 -0,8980 -1,4958 -2,1911 -2,8633 -3,3121 -3,3443 -2,8839 -2,0218 -0,9744 0,0009 0,6997 1,0500 1,1275 1,0848 1,0486 1,0525 1,0381 0,9168 0,6388 0,2252 -0,2373 -0,6242 -0,8139 -0,7203 -0,3024 0,4350 1,4247 2,5078 3,4362 3,9269 3,7438 2,7935 1,2059 -0,6806 -2,4607 -3,8284 -4,6334 -4,8333 -4,4397 -3,5085 -2,1478 -0,5193 1,1689 2,6802 3,7908 4,3521 4,3391 3,8421 3,0041 1,9590 0,8043 -0,3969 -1,5802 -2,6327 -3,4064 -3,7963 -3,7883 -3,4383 -2,8396 -2,1088 -1,3681 -0,7145 -0,1875 0,2428 0,6397 1,0336 1,3646 1,4725 1,1704 0,3771 -0,7878 -2,0266 -2,9868 -3,3933 -3,1166 -2,1851 -0,7696 0,8689 2,4702 3,8474 4,9103 5,6541 6,1029 6,2303 5,9260 5,0423 3,5102 1,4580 -0,7940 -2,8766 -4,5173 -5,5835 -6,0527 -5,9755 -5,4519 -4,6097 -3,5717 -2,4350 -1,2902 -0,2319 0,6839 1,4731 2,1838 2,8124 3,2592 3,3714 3,0521 2,3509 1,4547 0,5895 -0,0791 -0,4930 -0,6890 -0,7324 -0,6375 -0,3593 0,1385 0,8342 1,6625 2,5555 3,4474 4,2398 4,7898 4,9735 4,7696 4,2801 3,6800 3,1513 2,8350 2,7853 2,9366 3,1267 3,1818 3,0208 2,7125 2,4459 2,4262 2,7564 3,3755 4,0711 4,5545 4,5838 4,0805 3,1546 2,0228 0,9083 -0,0239 -0,7041 -1,1516 -1,4168 -1,5227 -1,4526 -1,1616 -0,5838 0,3431 1,6221 3,1484 4,7059 6,0247 6,8812 7,1823 6,9765 6,4035 5,6204 4,7428 3,8411 2,9851 2,2665 1,7639 1,5060 1,4889 1,7190 2,2245 3,0288 4,1162 5,4010 6,7132 7,8142 8,4451 8,4105 7,6701 6,3684 4,7719 3,1705 1,8127 0,8840 0,4937 0,6457 1,2237 2,0232 2,8154 3,4142 3,7293 3,7814 3,6601 3,4521 3,1866 2,8300 2,3328 1,6960 1,0014 0,3902 0,0070 -0,0672 0,1340 0,4575 0,6800 0,6030 0,1575 -0,5585 -1,3559 -2,0804 -2,6791 -3,1743 -3,5969 -3,9338 -4,1192 -4,0675 -3,7187 -3,0662 -2,1572 -1,0701 0,1024 1,2543 2,2709 3,0486 3,5110 3,6187 3,3901 2,9174 2,3452 1,8106 1,3862 1,0546 0,7216 0,2633 -0,4063 -1,2816 -2,2611 -3,1888 -3,9091 -4,3132 -4,3518 -4,0051 -3,2502 -2,0798 -0,5569 1,1542 2,8092 4,1386 4,9133 5,0042 4,4212 3,3095 1,9145 0,5412 -0,5040 -1,0000 -0,8825 -0,2451 0,7279 1,8344 2,8946 3,7677 4,3630 4,6338 4,5546 4,1117 3,3190 2,2322 0,9479 -0,4005 -1,6562 -2,6803 -3,3880 -3,7485 -3,7808 -3,5573 -3,1762 -2,7094 -2,1725 -1,5269 -0,7155 0,2685 1,3150 2,1967 2,6489 2,4813 1,6496 0,2524 -1,5167 -3,4110 -5,1620 -6,5321 -7,3840 -7,7096 -7,5801 -7,0643 -6,1895 -4,9631 -3,4169 -1,6565 0,0982 1,5264 2,3060 2,2460 1,3547 -0,1738 -2,0080 -3,7485 -5,0367 -5,6627 -5,5959 -4,9361 -3,8495 -2,5224 -1,1442 0,0756 0,8976 1,0977 0,5470 -0,7334 -2,5766 -4,7138 -6,8220
F7    -1,4440 -1,7535 -1,7594 -1,4929 -1,0403 -0,5316 -0,0981 0,1841 0,3128 0,3339 0,2982 0,2295 0,1243 -0,0222 -0,1948 -0,3554 -0,4553 -0,4559 -0,3511 -0,1747 0,0150 0,1558 0,1949 0,1019 -0,1233 -0,4487 -0,8092 -1,1124 -1,2629 -1,2037 -0,9403 -0,5216 -0,0011 0,5722 1,1358 1,6136 1,9461 2,1130 2,1316 2,0364 1,8485 1,5658 1,1919 0,7630 0,3336 -0,0515 -0,3672 -0,6032 -0,7640 -0,8638 -0,9061 -0,8678 -0,7140 -0,4357 -0,0767 0,2737 0,5192 0,5863 0,4357 0,0860 -0,3626 -0,7529 -0,9391 -0,8599 -0,5670 -0,1902 0,1272 0,2770 0,2151 -0,0238 -0,3353 -0,5779 -0,6165 -0,3694 0,1459 0,8010 1,4076 1,7984 1,8794 1,6367 1,1299 0,4851 -0,1316 -0,5590 -0,6875 -0,4977 -0,0699 0,4644 1,0024 1,5126 2,0123 2,5125 2,9870 3,3773 3,6115 3,6226 3,3711 2,8680 2,1750 1,3808 0,5720 -0,1832 -0,8380 -1,3668 -1,7654 -2,0414 -2,1913 -2,1905 -2,0157 -1,6815 -1,2524 -0,8176 -0,4559 -0,2148 -0,1078 -0,1354 -0,3085 -0,6434 -1,1303 -1,7144 -2,2998 -2,7562 -2,9368 -2,7279 -2,1144 -1,2054 -0,1991 0,7011 1,3798 1,8509 2,2070 2,5288 2,8464 3,1607 3,4621 3,7181 3,8677 3,8535 3,6670 3,3627 3,0312 2,7586 2,5987 2,5602 2,6021 2,6348 2,5463 2,2496 1,7217 1,0104 0,2161 -0,5321 -1,1047 -1,4154 -1,4602 -1,3022 -1,0160 -0,6587 -0,2869 0,0341 0,2494 0,3389 0,3224 0,2471 0,1706 0,1401 0,1704 0,2375 0,2979 0,3179 0,2936 0,2475 0,2035 0,1654 0,1155 0,0372 -0,0568 -0,1139 -0,0680 0,1117 0,3837 0,6377 0,7427 0,6040 0,1873 -0,4856 -1,3409 -2,2562 -3,0867 -3,7065 -4,0366 -4,0480 -3,7445 -3,1503 -2,3237 -1,3795 -0,4800 0,2168 0,6275 0,7829 0,8005 0,8088 0,8746 0,9729 1,0168 0,9169 0,6178 0,1071 -0,5784 -1,3590 -2,1389 -2,8324 -3,3684 -3,6806 -3,7094 -3,4257 -2,8625 -2,1207 -1,3317 -0,6114 -0,0445 0,3064 0,4078 0,2747 -0,0350 -0,4467 -0,8855 -1,2829 -1,5890 -1,7850 -1,8812 -1,9036 -1,8815 -1,8443 -1,8178 -1,8134 -1,8217 -1,8121 -1,7369 -1,5432 -1,1901 -0,6598 0,0436 0,8943 1,8262 2,7178 3,4191 3,8046 3,8060 3,4264 2,7511 1,9362 1,1571 0,5429 0,1400 -0,0742 -0,1493 -0,1370 -0,0989 -0,1051 -0,2067 -0,4214 -0,7359 -1,0990 -1,4239 -1,6241 -1,6604 -1,5591 -1,3870 -1,2067 -1,0507 -0,9218 -0,8080 -0,7002 -0,5982 -0,4961 -0,3696 -0,1893 0,0429 0,2687 0,3943 0,3516 0,1368 -0,2085 -0,6373 -1,1054 -1,5606 -1,9528 -2,2539 -2,4494 -2,5147 -2,4186 -2,1548 -1,7683 -1,3432 -0,9545 -0,6334 -0,3828 -0,2113 -0,1441 -0,2007 -0,3640 -0,5681 -0,7120 -0,6896 -0,4309 0,0612 0,7068 1,3760 1,9314 2,2769 2,3841 2,2722 1,9663 1,4780 0,8208 0,0427 -0,7616 -1,4716 -1,9818 -2,2391 -2,2534 -2,0772 -1,7706 -1,3762 -0,9263 -0,4713 -0,0891 0,1422 0,1784 0,0214 -0,2818 -0,6431 -0,9572 -1,1347 -1,1234 -0,9220 -0,5854 -0,2021 0,1425 0,3844 0,4897 0,4669 0,3704 0,2818 0,2708 0,3526 0,4718 0,5283 0,4311 0,1506 -0,2675 -0,7311 -1,1419 -1,4283 -1,5665 -1,5726 -1,4811 -1,3338 -1,1688 -0,9958 -0,7928 -0,5290 -0,1889 0,2111 0,6160 0,9511 1,1602 1,2231 1,1444 0,9358 0,6104 0,2022 -0,2109 -0,5280 -0,6894 -0,7195 -0,6966 -0,6773 -0,6558 -0,5845 -0,4160 -0,1211 0,3111 0,8676 1,4945 2,0908 2,5392 2,7565 2,7286 2,5121 2,2039 1,8897 1,6097 1,3687 1,1713 1,0366 0,9855 1,0351 1,2101 1,5427 2,0398 2,6478 3,2517 3,7199 3,9634 3,9702 3,7973 3,5232 3,1970 2,8328 2,4436 2,0616 1,7280 1,4780 1,3367 1,3215 1,4408 1,6812 2,0058 2,3671 2,7193 3,0246 3,2633 3,4342 3,5288 3,5134 3,3501 3,0372 2,6157 2,1464 1,6970 1,3514 1,2123 1,3757 1,8883 2,7166 3,7414 4,7827 5,6598 6,2648 6,5915 6,6994 6,6633 6,5419 6,3595 6,1029 5,7361 5,2243 4,5567 3,7630 2,9246 2,1762 1,6823 1,5746 1,8804 2,4957 3,2261 3,8664 4,2605 4,3228 4,0451 3,5037 2,8420 2,2168 1,7446 1,4819 1,4316 1,5623 1,8341 2,2036 2,6113 2,9880 3,2821 3,4645 3,5059 3,3685 3,0317 2,5285 1,9588 1,4642 1,1726 1,1492 1,3785 1,7799 2,2469 2,6875 3,0461 3,3005 3,4417 3,4643 3,3748 3,2006 2,9837 2,7658 2,5755 2,4221 2,2924 2,1505 1,9464 1,6408 1,2387 0,8024 0,4224 0,1660 0,0568 0,0948 0,2826 0,6251 1,1072 1,6772 2,2658 2,8213 3,3153 3,7272 4,0417 4,2487 4,3360 4,2864 4,0875 3,7374 3,2518 2,6754 2,0882 1,5978 1,3134 1,3030 1,5601 2,0048 2,5158 2,9719 3,2908 3,4475 3,4603 3,3665 3,2093 3,0346 2,8845 2,7800 2,7102 2,6448 2,5652 2,4855 2,4439 2,4766 2,5911 2,7493 2,8835 2,9281 2,8365 2,5960 2,2374 1,8109 1,3353 0,7822 0,1116 -0,6937 -1,6226 -2,6339 -3,6436 -4,5181 -5,0908 -5,2161 -4,8335 -3,9904 -2,8219 -1,5194 -0,2921 0,6832 1,3101 1,5893 1,6016 1,4664 1,2907 1,1211 0,9323 0,6653 0,2911 -0,1456 -0,5352 -0,7590 -0,7486 -0,5063 -0,0854 0,4231 0,8850 1,1502 1,1268 0,8318 0,3636 -0,1677 -0,6878 -1,1596 -1,5630 -1,8775 -2,0725 -2,1164 -1,9990 -1,7352 -1,3585
