Fp1   -0,2830 -0,3352 -0,3624 -0,3273 -0,2119 -0,0471 0,1121 0,2394 0,3430 0,4353 0,5255 0,6279 0,7416 0,8132 0,7514 0,4925 0,0410 -0,5285 -1,0850 -1,4839 -1,6335 -1,5351 -1,2683 -0,9427 -0,6528 -0,4588 -0,3854 -0,4118 -0,4731 -0,5034 -0,4781 -0,4019 -0,2720 -0,0774 0,1720 0,4430 0,7047 0,9343 1,0941 1,1211 0,9632 0,6466 0,2994 0,0765 0,0436 0,1493 0,3051 0,4748 0,6788 0,9292 1,1878 1,3892 1,4733 1,3852 1,0695 0,5053 -0,2521 -1,0759 -1,8029 -2,2746 -2,3857 -2,1176 -1,5380 -0,7724 0,0377 0,7794 1,3977 1,8951 2,3029 2,6429 2,9151 3,1164 3,2551 3,3509 3,4253 3,4653 3,4015 3,1594 2,7389 2,2285 1,7449 1,3687 1,1296 1,0168 0,9824 0,9631 0,9273 0,9096 0,9887 1,2159 1,5823 2,0522 2,5743 3,0451 3,3202 3,2971 2,9748 2,4351 1,7953 1,1801 0,7016 0,4337 0,3902 0,5245 0,7647 1,0582 1,3868 1,7536 2,1547 2,5596 2,9251 3,2311 3,4881 3,6999 3,8309 3,8111 3,5736 3,0955 2,4091 1,5813 0,6972 -0,1382 -0,8178 -1,2784 -1,5233 -1,5934 -1,5228 -1,3206 -0,9744 -0,4715 0,1643 0,8535 1,4833 1,9559 2,2236 2,3013 2,2582 2,1778 2,1047 2,0370 1,9621 1,8837 1,8250 1,8137 1,8538 1,9189 1,9887 2,0841 2,2554 2,5316 2,8823 3,2292 3,4925 3,6153 3,5560 3,3046 2,9290 2,5558 2,2811 2,1246 2,0690 2,1059 2,2307 2,4129 2,5920 2,7196 2,8030 2,8954 3,0422 3,2444 3,4716 3,6920 3,8745 3,9816 3,9818 3,8680 3,6564 3,3754 3,0612 2,7520 2,4746 2,2363 2,0264 1,8289 1,6391 1,4711 1,3659 1,3879 1,5765 1,8955 2,2590 2,5980 2,8852 3,1175 3,2788 3,3226 3,2152 2,9913 2,7388 2,5342 2,3986 2,2990 2,1754 1,9722 1,6649 1,2670 0,8269 0,4339 0,1954 0,1732 0,3426 0,6089 0,8699 1,0756 1,2360 1,3896 1,5670 1,7631 1,9326 2,0182 1,9924 1,8740 1,7125 1,5709 1,5080 1,5436 1,6392 1,7322 1,7874 1,8064 1,7999 1,7653 1,6896 1,5731 1,4359 1,2898 1,1293 0,9610 0,8161 0,7216 0,6821 0,6851 0,7014 0,6916 0,6458 0,6269 0,7623 1,1755 1,8883 2,7628 3,5479 4,0040 4,0134 3,6228 3,0109 2,3846 1,8586 1,4187 0,9925 0,5349 0,0611 -0,3478 -0,5605 -0,4734 -0,0961 0,4588 1,0684 1,6612 2,2155 2,7375 3,2256 3,6331 3,8831 3,9286 3,7920 3,5470 3,2799 3,0667 2,9475 2,8885 2,7950 2,6049 2,3586 2,1571 2,0813 2,1657 2,4178 2,8308 3,3638 3,9155 4,3572 4,6089 4,6744 4,6216 4,5419 4,5005 4,4967 4,4684 4,3507 4,1373 3,8875 3,6743 3,5225 3,4070 3,3093 3,2490 3,2642 3,3675 3,5028 3,5692 3,5231 3,4238 3,3565 3,3527 3,4045 3,5212 3,7318 4,0343 4,3757 4,6728 4,8466 4,8578 4,7216 4,4977 4,2755 4,1544 4,2107 4,4669 4,8768 5,3293 5,6896 5,8523 5,7634 5,4284 4,9189 4,3331 3,7351 3,1521 2,6195 2,1955 1,9341 1,8624 1,9951 2,3625 2,9942 3,8497 4,7802 5,5786 6,0707 6,1725 5,8986 5,3393 4,6222 3,8747 3,1972 2,6402 2,1916 1,8085 1,4848 1,2778 1,2571 1,4333 1,7473 2,1308 2,5536 3,0065 3,4631 3,8665 4,1504 4,2733 4,2329 4,0570 3,7894 3,4731 3,1366 2,7935 2,4614 2,1869 2,0545 2,1729 2,6252 3,3871 4,2886 5,0942 5,6399 5,8954 5,9291 5,8452 5,7461 5,7108 5,7773 5,9358 6,1395 6,3255 6,4282 6,3902 6,1919 5,8752 5,5284 5,2511 5,1330 5,2331 5,5511 6,0197 6,5386 7,0063 7,3274 7,4278 7,2840 6,9401 6,5064 6,1271 5,9081 5,8595 5,9176 6,0189 6,1400 6,2759 6,3870 6,3760 6,1370 5,6360 4,9532 4,2627 3,7487 3,5080 3,5281 3,7443 4,0875 4,4908 4,8929 5,2441 5,5029 5,6380 5,6426 5,5425 5,3827 5,2124 5,0732 4,9748 4,8706 4,6641 4,2603 3,6308 2,8325 1,9862 1,2478 0,7591 0,5928 0,7212 1,0349 1,4197 1,8238 2,2492 2,7060 3,1831 3,6463 4,0414 4,2856 4,2850 4,0082 3,5365 3,0183 2,5832 2,2932 2,1448 2,1118 2,1779 2,3371 2,5817 2,8854 3,1947 3,4550 3,6429 3,7685 3,8669 3,9909 4,1776 4,4058 4,6055 4,7260 4,7913 4,8752 5,0079 5,1280 5,1486 5,0484 4,8842 4,7351 4,6352 4,5471 4,4162 4,2492 4,1141 4,0660 4,0852 4,0860 3,9891 3,7870 3,5447 3,3457 3,2311 3,1758 3,1221 3,0371 2,9410 2,8849 2,9007 2,9671 3,0092 2,9393 2,7139 2,3550 1,9378 1,5687 1,3465 1,3101 1,4121 1,5596 1,6912 1,8097 1,9430 2,0889 2,2072 2,2501 2,1804 1,9760 1,6418 1,2286 0,8411 0,5975 0,5474 0,6468 0,8229 1,0491 1,3518 1,7517 2,2116 2,6525 3,0163 3,3062 3,5709 3,8676 4,2406 4,7033 5,2184 5,7107 6,0989 6,3049 6,2598 5,9307 5,3445 4,5937 3,8162 3,1475 2,6741 2,4178 2,3561 2,4466 2,6219 2,7910 2,8859 2,9038 2,8754 2,8146 2,7349 2,6866 2,7278 2,8583 3,0088 3,0876 3,0214 2,7758 2,3821 1,9508 1,6221 1,4849 1,5338 1,6865 1,8352 1,8988 1,8575 1,7667 1,7444 1,9117 2,2993 2,8028 3,2502 3,5113 3,5510 3,4120 3,1711 2,8974 2,6233 2,3468 2,0657 1,7978 1,5696 1,3908 1,2526
Fz    0,4447 0,2603 0,0748 -0,0822 -0,1779 -0,1846 -0,0833 0,1192 0,3704 0,5862 0,7040 0,7248 0,6946 0,6427 0,5489 0,3786 0,1359 -0,1266 -0,3394 -0,4555 -0,4721 -0,4292 -0,3849 -0,3800 -0,4152 -0,4594 -0,4786 -0,4561 -0,3908 -0,2813 -0,1201 0,0946 0,3437 0,5874 0,7859 0,9236 1,0112 1,0614 1,0624 0,9630 0,6912 0,2174 -0,3875 -0,9731 -1,3900 -1,5505 -1,4410 -1,1081 -0,6495 -0,2102 0,0560 0,0599 -0,1828 -0,5883 -1,0597 -1,5017 -1,8161 -1,9198 -1,7770 -1,4083 -0,8719 -0,2369 0,4263 1,0430 1,5392 1,8564 1,9637 1,8690 1,6176 1,2751 0,9098 0,5775 0,3032 0,0806 -0,1056 -0,2677 -0,4205 -0,5768 -0,7295 -0,8467 -0,8824 -0,7970 -0,5764 -0,2412 0,1512 0,5201 0,7962 0,9498 0,9804 0,8813 0,6234 0,1824 -0,4157 -1,0808 -1,6933 -2,1625 -2,4604 -2,6153 -2,6901 -2,7501 -2,8245 -2,8979 -2,9390 -2,9192 -2,8123 -2,6115 -2,3562 -2,1322 -2,0363 -2,1281 -2,4007 -2,7895 -3,2003 -3,5332 -3,6976 -3,6367 -3,3559 -2,9167 -2,3988 -1,8775 -1,4167 -1,0518 -0,7778 -0,5634 -0,3737 -0,1760 0,0584 0,3374 0,6341 0,9004 1,1008 1,2245 1,2657 1,2113 1,0626 0,8664 0,7181 0,7158 0,8975 1,2235 1,6124 1,9863 2,2886 2,4856 2,5630 2,5219 2,3725 2,1252 1,7938 1,4146 1,0514 0,7653 0,5771 0,4645 0,4002 0,3896 0,4762 0,7147 1,1238 1,6515 2,1891 2,6229 2,8820 2,9601 2,9027 2,7810 2,6682 2,6241 2,6831 2,8550 3,1427 3,5462 4,0379 4,5508 5,0124 5,3830 5,6484 5,7920 5,7941 5,6500 5,3818 5,0337 4,6499 4,2574 3,8724 3,5199 3,2477 3,1083 3,1130 3,2080 3,3188 3,4129 3,5006 3,5888 3,6614 3,6959 3,6792 3,6025 3,4464 3,1771 2,7693 2,2400 1,6597 1,1174 0,6724 0,3427 0,1245 0,0000 -0,0684 -0,1338 -0,2471 -0,4419 -0,7167 -1,0134 -1,2287 -1,2757 -1,1348 -0,8404 -0,4442 -0,0037 0,4124 0,7292 0,8836 0,8427 0,6150 0,2543 -0,1486 -0,4978 -0,7395 -0,8864 -0,9878 -1,0796 -1,1646 -1,2331 -1,2931 -1,3748 -1,5067 -1,6922 -1,9034 -2,0878 -2,1910 -2,1882 -2,1015 -1,9788 -1,8600 -1,7702 -1,7311 -1,7610 -1,8704 -2,0603 -2,3139 -2,5983 -2,8852 -3,1631 -3,4101 -3,5632 -3,5385 -3,2859 -2,8150 -2,1868 -1,4945 -0,8362 -0,2863 0,1132 0,3435 0,4073 0,3395 0,2015 0,0517 -0,0738 -0,1461 -0,1317 -0,0079 0,2186 0,5245 0,9038 1,3771 1,9575 2,6130 3,2642 3,8061 4,1443 4,2375 4,1169 3,8719 3,6119 3,4196 3,3212 3,2989 3,3275 3,3941 3,4869 3,5822 3,6480 3,6569 3,5960 3,4621 3,2460 2,9398 2,5694 2,2085 1,9437 1,8240 1,8435 1,9618 2,1226 2,2583 2,3075 2,2444 2,0977 1,9480 1,8968 2,0148 2,2917 2,6287 2,8929 2,9932 2,9119 2,6861 2,3720 2,0224 1,6723 1,3404 1,0521 0,8516 0,7783 0,8463 1,0487 1,3668 1,7689 2,2015 2,5845 2,8310 2,8967 2,8195 2,7024 2,6455 2,6943 2,8418 3,0672 3,3649 3,7273 4,1037 4,4104 4,5865 4,6124 4,4892 4,2276 3,8507 3,4020 2,9547 2,5923 2,3645 2,2668 2,2612 2,3044 2,3565 2,3761 2,3262 2,1972 2,0271 1,8812 1,8004 1,7779 1,7832 1,8040 1,8696 2,0375 2,3568 2,8291 3,3893 3,9281 4,3380 4,5416 4,5069 4,2656 3,9016 3,5033 3,1278 2,7986 2,5171 2,2736 2,0587 1,8785 1,7569 1,7113 1,7334 1,8030 1,9188 2,1071 2,4017 2,8096 3,2875 3,7585 4,1420 4,3578 4,3252 3,9900 3,3654 2,5561 1,7428 1,1179 0,8047 0,8197 1,0938 1,5265 2,0371 2,5829 3,1374 3,6500 4,0324 4,1908 4,0844 3,7640 3,3494 2,9639 2,6802 2,5014 2,3689 2,1953 1,9168 1,5290 1,0888 0,6943 0,4435 0,3776 0,4479 0,5389 0,5254 0,3376 0,0047 -0,3666 -0,6631 -0,8124 -0,7884 -0,6099 -0,3394 -0,0568 0,1787 0,3335 0,3799 0,2941 0,0845 -0,1847 -0,4180 -0,5523 -0,5968 -0,6158 -0,6797 -0,8250 -1,0404 -1,2795 -1,4870 -1,6207 -1,6613 -1,6130 -1,4979 -1,3396 -1,1473 -0,9142 -0,6230 -0,2484 0,2285 0,7923 1,3849 1,9313 2,3698 2,6560 2,7505 2,6297 2,3195 1,9088 1,5144 1,2260 1,0744 1,0434 1,1070 1,2454 1,4235 1,5708 1,6094 1,5109 1,3248 1,1398 1,0226 1,0004 1,0880 1,2961 1,5922 1,8752 2,0190 1,9508 1,6797 1,2619 0,7610 0,2319 -0,2834 -0,7538 -1,1580 -1,4894 -1,7558 -1,9669 -2,1273 -2,2402 -2,3082 -2,3318 -2,3159 -2,2692 -2,1900 -2,0692 -1,9158 -1,7647 -1,6552 -1,6069 -1,6172 -1,6769 -1,7785 -1,9097 -2,0527 -2,1882 -2,2914 -2,3286 -2,2759 -2,1459 -1,9925 -1,8800 -1,8486 -1,9062 -2,0299 -2,1593 -2,2121 -2,1381 -1,9568 -1,7298 -1,5011 -1,2714 -1,0243 -0,7611 -0,4984 -0,2343 0,0748 0,4867 1,0255 1,6753 2,3976 3,1196 3,7296 4,1251 4,2690 4,1913 3,9495 3,5899 3,1319 2,5794 1,9478 1,2878 0,6906 0,2618 0,0674 0,0888 0,2334 0,4030 0,5630 0,7444 0,9873 1,2948 1,6344 1,9561 2,1999 2,3001 2,2012 1,8800 1,3611 0,7240 0,0886 -0,4277 -0,7551 -0,8874 -0,8669 -0,7630 -0,6530 -0,5996 -0,6239 -0,6966 -0,7596 -0,7700 -0,7320 -0,6866 -0,6731 -0,7083 -0,7924 -0,9114 -1,0348 -1,1302 -1,1822 -1,1857 -1,1227 -0,9633 -0,6973 -0,3523
F3    -0,3609 -0,1472 0,0867 0,2935 0,4590 0,5933 0,7162 0,8387 0,9463 1,0001 0,9689 0,8620 0,7152 0,5389 0,3056 -0,0015 -0,3448 -0,6481 -0,8421 -0,8960 -0,8285 -0,7014 -0,5887 -0,5394 -0,5560 -0,5961 -0,6035 -0,5568 -0,4836 -0,4244 -0,3902 -0,3594 -0,3047 -0,2101 -0,0605 0,1655 0,4679 0,7937 1,0418 1,0998 0,8956 0,4528 -0,0971 -0,5749 -0,8412 -0,8452 -0,6226 -0,2642 0,1060 0,3416 0,3190 0,0052 -0,5284 -1,1664 -1,7987 -2,3099 -2,5618 -2,4397 -1,9283 -1,1322 -0,2135 0,6820 1,4491 2,0119 2,3278 2,3951 2,2447 1,9313 1,5243 1,0783 0,6144 0,1430 -0,3023 -0,6572 -0,8553 -0,8780 -0,7689 -0,5893 -0,3805 -0,1707 0,0224 0,2109 0,4362 0,7338 1,0938 1,4565 1,7409 1,8731 1,7979 1,4743 0,8686 -0,0169 -1,0887 -2,1505 -2,9769 -3,4130 -3,4209 -3,0749 -2,5378 -2,0020 -1,6009 -1,3643 -1,2515 -1,2022 -1,1611 -1,0979 -1,0322 -1,0337 -1,1809 -1,5023 -1,9584 -2,4755 -2,9760 -3,3730 -3,5719 -3,5082 -3,1905 -2,6889 -2,0801 -1,4147 -0,7297 -0,0661 0,5269 0,9945 1,2969 1,4410 1,4770 1,4487 1,3567 1,1919 0,9959 0,8528 0,8134 0,8507 0,8985 0,9268 0,9750 1,1064 1,3356 1,6158 1,8891 2,1299 2,3458 2,5575 2,7703 2,9462 3,0020 2,8457 2,4406 1,8534 1,2307 0,7182 0,3936 0,2547 0,2507 0,3327 0,5016 0,8153 1,3240 1,9956 2,7068 3,2976 3,6443 3,7129 3,5687 3,3314 3,1161 3,0018 3,0220 3,1682 3,4171 3,7451 4,1107 4,4536 4,7343 4,9556 5,1277 5,2320 5,2340 5,1235 4,9377 4,7428 4,5856 4,4695 4,3824 4,3359 4,3677 4,4947 4,6661 4,7799 4,7626 4,6217 4,4101 4,1709 3,9372 3,7483 3,6293 3,5668 3,5186 3,4251 3,2227 2,8850 2,4505 1,9846 1,5350 1,1433 0,8630 0,7323 0,7415 0,8301 0,8901 0,7824 0,4117 -0,1667 -0,7469 -1,1287 -1,2460 -1,1290 -0,8122 -0,3221 0,2785 0,8680 1,2897 1,4162 1,2223 0,8091 0,3484 -0,0145 -0,2387 -0,3879 -0,5510 -0,7545 -0,9492 -1,0755 -1,1232 -1,1222 -1,1050 -1,1004 -1,1370 -1,2272 -1,3580 -1,4977 -1,6122 -1,6801 -1,7077 -1,7372 -1,8146 -1,9345 -2,0300 -2,0295 -1,9179 -1,7483 -1,6213 -1,6518 -1,8986 -2,2940 -2,6694 -2,8642 -2,8061 -2,5220 -2,1059 -1,6632 -1,2560 -0,8978 -0,5946 -0,3624 -0,2005 -0,0857 0,0037 0,0896 0,2217 0,4570 0,7805 1,0714 1,2004 1,1817 1,1781 1,3311 1,6364 1,9741 2,1943 2,2061 2,0431 1,8311 1,6818 1,6369 1,6946 1,8522 2,1135 2,4716 2,8963 3,3282 3,6773 3,8412 3,7533 3,4323 2,9636 2,4309 1,8987 1,4469 1,1627 1,0973 1,2433 1,5436 1,9122 2,2490 2,4545 2,4661 2,2875 1,9770 1,6256 1,3571 1,2917 1,4463 1,6946 1,8722 1,9094 1,8414 1,7267 1,5976 1,4671 1,3419 1,2258 1,1211 1,0190 0,9033 0,7851 0,7262 0,8222 1,1503 1,6907 2,2896 2,7332 2,8827 2,7664 2,5606 2,4741 2,6170 2,9525 3,3592 3,7337 4,0181 4,1509 4,0773 3,8294 3,5218 3,2441 3,0031 2,7678 2,5414 2,3816 2,3496 2,4451 2,6049 2,7576 2,8616 2,8929 2,8150 2,5837 2,1963 1,7319 1,3232 1,0851 1,0742 1,2856 1,6705 2,1659 2,7170 3,2773 3,7930 4,1900 4,4007 4,4273 4,3519 4,2642 4,2033 4,1469 4,0288 3,7963 3,4608 3,0742 2,6742 2,2761 1,9078 1,6278 1,4882 1,4844 1,5641 1,6797 1,8302 2,0599 2,3925 2,7585 3,0278 3,1067 2,9632 2,5976 2,0461 1,3955 0,7676 0,2917 0,0720 0,1520 0,4892 0,9653 1,4491 1,8779 2,2747 2,6783 3,0642 3,3399 3,4088 3,2361 2,8671 2,4031 1,9602 1,6258 1,4335 1,3591 1,3350 1,2779 1,1187 0,8468 0,5628 0,4491 0,6144 0,9578 1,1955 1,0164 0,2825 -0,8459 -2,0011 -2,8456 -3,2221 -3,1461 -2,7342 -2,1420 -1,5152 -0,9559 -0,5155 -0,2136 -0,0604 -0,0518 -0,1438 -0,2609 -0,3458 -0,3941 -0,4561 -0,6056 -0,8769 -1,2331 -1,5989 -1,9150 -2,1605 -2,3307 -2,4065 -2,3620 -2,1877 -1,8926 -1,5009 -1,0433 -0,5307 0,0447 0,6652 1,2668 1,7722 2,1267 2,3010 2,2802 2,0735 1,7255 1,3045 0,8938 0,5804 0,4179 0,4049 0,5151 0,7297 1,0152 1,2746 1,3528 1,1285 0,6178 -0,0215 -0,5892 -0,9336 -0,9754 -0,7154 -0,2545 0,2216 0,5216 0,5394 0,2821 -0,1545 -0,6236 -0,9860 -1,1748 -1,2099 -1,1706 -1,1625 -1,2681 -1,5026 -1,8272 -2,1932 -2,5442 -2,8070 -2,9327 -2,9358 -2,8676 -2,7690 -2,6514 -2,5053 -2,3278 -2,1497 -2,0361 -2,0554 -2,2264 -2,4908 -2,7502 -2,9307 -3,0070 -2,9804 -2,8569 -2,6485 -2,3908 -2,1431 -1,9664 -1,9010 -1,9517 -2,0727 -2,1700 -2,1451 -1,9543 -1,6364 -1,2805 -0,9642 -0,7165 -0,5355 -0,4167 -0,3396 -0,2365 -0,0139 0,3822 0,9389 1,5929 2,2360 2,7392 3,0197 3,0800 2,9753 2,7707 2,5250 2,2787 2,0361 1,7637 1,4238 1,0280 0,6567 0,4178 0,3779 0,5152 0,7382 0,9576 1,1377 1,2822 1,3974 1,4774 1,5138 1,4976 1,4043 1,1908 0,8284 0,3417 -0,1848 -0,6385 -0,9170 -0,9566 -0,7527 -0,3636 0,1004 0,4941 0,6799 0,6014 0,3213 -0,0367 -0,3822 -0,6985 -1,0102 -1,3269 -1,6262 -1,8766 -2,0534 -2,1306 -2,0866 -1,9230 -1,6610 -1,3142 -0,8804 -0,3720 0,1539
F7    0,2969 -0,0568 -0,3709 -0,5783 -0,6361 -0,5306 -0,2826 0,0520 0,3938 0,6669 0,8246 0,8636 0,8224 0,7442 0,6296 0,4472 0,2020 -0,0315 -0,1624 -0,1555 -0,0518 0,0554 0,0759 -0,0168 -0,1858 -0,3869 -0,5950 -0,7669 -0,8153 -0,6589 -0,2996 0,1625 0,5850 0,8545 0,9271 0,8284 0,6300 0,4131 0,2361 0,1079 -0,0166 -0,1911 -0,4161 -0,6331 -0,7705 -0,7837 -0,6720 -0,4757 -0,2490 -0,0294 0,1704 0,3462 0,4776 0,5223 0,4530 0,3039 0,1596 0,0990 0,1697 0,3854 0,7165 1,0925 1,4322 1,6771 1,8062 1,8309 1,7756 1,6574 1,4852 1,2837 1,0943 0,9362 0,7797 0,5788 0,3347 0,1155 -0,0150 -0,0801 -0,1686 -0,3412 -0,5849 -0,8344 -0,9971 -0,9769 -0,7265 -0,3015 0,1557 0,5053 0,6839 0,7010 0,5900 0,3755 0,0755 -0,2781 -0,6247 -0,8904 -1,0324 -1,0765 -1,1024 -1,1705 -1,2656 -1,3265 -1,3136 -1,2180 -1,0307 -0,7460 -0,3969 -0,0563 0,2006 0,3165 0,2635 0,0825 -0,1162 -0,2325 -0,2407 -0,1559 0,0270 0,3266 0,7169 1,1037 1,3720 1,4595 1,3913 1,2493 1,1133 1,0217 0,9749 0,9741 1,0435 1,2025 1,4317 1,6772 1,8751 1,9755 1,9686 1,9105 1,9197 2,1188 2,5515 3,1517 3,7914 4,3460 4,7127 4,8027 4,5689 4,0504 3,3634 2,6372 1,9720 1,4410 1,0803 0,8607 0,7074 0,5699 0,4614 0,4361 0,5475 0,8263 1,2644 1,8004 2,3389 2,8023 3,1614 3,4148 3,5576 3,5916 3,5522 3,4977 3,4804 3,5390 3,7087 4,0300 4,5321 5,1782 5,8389 6,3492 6,5970 6,5734 6,3658 6,0939 5,8206 5,5200 5,1303 4,6251 4,0411 3,4678 3,0329 2,8780 3,0955 3,6553 4,4038 5,1438 5,7193 6,0623 6,1840 6,1365 5,9850 5,7739 5,4907 5,0968 4,5887 3,9988 3,3794 2,8144 2,3829 2,0831 1,8340 1,5514 1,1992 0,8169 0,5375 0,5469 0,9535 1,6651 2,4311 3,0336 3,3950 3,5177 3,4102 3,0974 2,6591 2,2229 1,9039 1,7233 1,5787 1,3257 0,9032 0,3795 -0,0983 -0,3847 -0,4051 -0,2009 0,0928 0,3446 0,4903 0,5066 0,3861 0,1679 -0,0443 -0,1158 0,0536 0,4574 0,9536 1,3355 1,4626 1,3307 1,0156 0,5625 -0,0522 -0,8532 -1,7790 -2,6619 -3,2696 -3,3830 -2,9096 -1,9716 -0,8500 0,1814 0,9662 1,4785 1,7969 2,0341 2,2314 2,3458 2,3434 2,2437 2,0675 1,7926 1,3782 0,8149 0,1481 -0,5198 -1,0223 -1,1472 -0,7565 0,0549 0,9982 1,8287 2,4839 3,0213 3,5122 3,9667 4,3175 4,4946 4,4979 4,3792 4,1889 3,9467 3,6423 3,2544 2,7594 2,1515 1,4914 0,9236 0,6030 0,6029 0,9001 1,4077 1,9764 2,4072 2,5338 2,3076 1,8068 1,1953 0,6766 0,4344 0,5538 0,9771 1,5615 2,1967 2,8385 3,4237 3,8370 4,0134 4,0084 3,9166 3,7732 3,5680 3,3011 2,9820 2,6165 2,2181 1,8212 1,4920 1,3337 1,4449 1,8499 2,4638 3,1022 3,5389 3,6225 3,3723 2,9633 2,6176 2,4799 2,5601 2,7679 2,9867 3,1425 3,2397 3,3363 3,5024 3,7988 4,2267 4,6723 4,9557 4,9627 4,7093 4,2881 3,7838 3,2453 2,7232 2,3157 2,1543 2,3311 2,8268 3,5032 4,1778 4,7196 5,0818 5,2647 5,2760 5,1237 4,8262 4,4329 4,0400 3,7591 3,6584 3,7478 4,0004 4,3693 4,7811 5,1059 5,1793 4,9174 4,4096 3,8728 3,4991 3,3323 3,2994 3,3271 3,3719 3,3744 3,2631 3,0105 2,6660 2,3248 2,0737 1,9672 2,0153 2,1841 2,4442 2,8110 3,2928 3,8268 4,2969 4,5886 4,6230 4,3721 3,8643 3,1827 2,4561 1,8356 1,4589 1,4055 1,6560 2,0908 2,5407 2,8570 2,9565 2,8205 2,4697 1,9689 1,4474 1,0595 0,9026 0,9669 1,1334 1,2379 1,1879 1,0294 0,8986 0,8996 1,0028 1,0731 1,0071 0,8321 0,6920 0,7608 1,1226 1,6963 2,2890 2,7182 2,8797 2,7547 2,3931 1,8808 1,3127 0,7864 0,3845 0,1325 -0,0215 -0,1662 -0,3488 -0,5218 -0,5846 -0,4732 -0,1748 0,2872 0,8209 1,2765 1,5445 1,6336 1,6534 1,7132 1,8293 1,9432 1,9978 1,9635 1,8393 1,6634 1,4945 1,3766 1,3237 1,3200 1,3422 1,3969 1,5193 1,7235 1,9761 2,2316 2,4661 2,6558 2,7572 2,7489 2,6553 2,4788 2,1437 1,5656 0,7851 0,0192 -0,4382 -0,3891 0,1672 1,0622 2,0490 2,8909 3,4395 3,6727 3,6557 3,4567 3,1064 2,6203 2,0174 1,3119 0,5283 -0,2639 -0,9515 -1,4216 -1,6097 -1,5334 -1,2839 -0,9591 -0,6218 -0,3432 -0,2363 -0,3928 -0,7888 -1,2550 -1,5544 -1,5241 -1,1742 -0,6626 -0,1767 0,1831 0,4320 0,6313 0,8171 1,0090 1,2356 1,5028 1,7670 1,9759 2,1114 2,1814 2,2043 2,2121 2,2384 2,2836 2,3028 2,2289 2,0066 1,6294 1,1748 0,8002 0,6818 0,9206 1,4883 2,2523 3,0385 3,6922 4,1293 4,3487 4,3967 4,3305 4,2112 4,0877 3,9687 3,8374 3,7114 3,6510 3,6932 3,8017 3,8908 3,8890 3,7874 3,6414 3,5227 3,4564 3,4054 3,3215 3,1996 3,0723 2,9719 2,9083 2,8814 2,8991 2,9672 3,0691 3,1701 3,2357 3,2323 3,1234 2,8827 2,5025 1,9903 1,3787 0,7430 0,1851 -0,2025 -0,3540 -0,2429 0,0967 0,5816 1,1142 1,5945 1,9293 2,0667 2,0139 1,8228 1,5684 1,3232 1,1261 0,9772 0,8658 0,8015 0,8119 0,9066 1,0511 1,1890
