Fp1   -2,2290 -2,5537 -2,8139 -3,0034 -3,1462 -3,2532 -3,3185 -3,3392 -3,3091 -3,2048 -2,9837 -2,5943 -2,0012 -1,2244 -0,3555 0,4689 1,1190 1,5152 1,6566 1,6193 1,5041 1,3721 1,2419 1,1416 1,1253 1,2272 1,4294 1,6748 1,8907 2,0127 2,0126 1,9145 1,7791 1,6653 1,6014 1,5891 1,6262 1,7186 1,8653 2,0393 2,1844 2,2277 2,0926 1,7145 1,0688 0,1966 -0,8030 -1,8157 -2,7577 -3,5885 -4,2969 -4,8873 -5,3726 -5,7657 -6,0773 -6,3228 -6,5212 -6,6871 -6,8260 -6,9260 -6,9544 -6,8801 -6,7013 -6,4427 -6,1361 -5,8160 -5,5210 -5,2791 -5,0905 -4,9384 -4,8105 -4,7036 -4,6148 -4,5371 -4,4707 -4,4293 -4,4196 -4,4269 -4,4327 -4,4336 -4,4318 -4,4139 -4,3498 -4,2113 -3,9912 -3,7068 -3,3822 -3,0266 -2,6410 -2,2351 -1,8274 -1,4384 -1,0871 -0,7843 -0,5295 -0,3160 -0,1313 0,0595 0,3210 0,7136 1,2350 1,7998 2,2929 2,6472 2,8696 3,0079 3,1089 3,1889 3,2158 3,1218 2,8537 2,4058 1,8042 1,0918 0,3408 -0,3477 -0,8832 -1,2317 -1,4274 -1,5387 -1,6184 -1,6794 -1,7139 -1,7259 -1,7270 -1,7061 -1,6391 -1,5350 -1,4431 -1,4122 -1,4585 -1,5741 -1,7462 -1,9470 -2,1136 -2,1759 -2,1072 -1,9318 -1,6849 -1,3894 -1,0700 -0,7699 -0,5476 -0,4520 -0,4889 -0,6093 -0,7293 -0,7650 -0,6655 -0,4399 -0,1604 0,0782 0,2049 0,1823 -0,0163 -0,4195 -1,0272 -1,7747 -2,5444 -3,2112 -3,6873 -3,9461 -4,0180 -3,9526 -3,7600 -3,3931 -2,8116 -2,0534 -1,2223 -0,4322 0,2223 0,6812 0,9388 1,0450 1,0739 1,0752 1,0531 0,9858 0,8609 0,6899 0,4933 0,2986 0,1617 0,1618 0,3508 0,7130 1,1715 1,6278 2,0020 2,2486 2,3598 2,3612 2,2849 2,1422 1,9286 1,6593 1,3997 1,2439 1,2516 1,4212 1,7129 2,0550 2,3310 2,4215 2,2851 1,9737 1,5748 1,1644 0,7965 0,5048 0,3006 0,1651 0,0620 -0,0310 -0,1100 -0,1645 -0,1851 -0,1595 -0,0860 0,0048 0,0533 -0,0013 -0,1867 -0,4868 -0,8610 -1,2677 -1,6765 -2,0687 -2,4336 -2,7772 -3,1216 -3,4679 -3,7695 -3,9537 -3,9591 -3,7613 -3,3813 -2,8716 -2,2999 -1,7463 -1,2927 -0,9930 -0,8512 -0,8333 -0,9049 -1,0466 -1,2419 -1,4793 -1,7645 -2,1111 -2,5157 -2,9423 -3,3284 -3,6037 -3,7134 -3,6387 -3,4035 -3,0542 -2,6318 -2,1603 -1,6563 -1,1405 -0,6317 -0,1399 0,3206 0,7220 1,0282 1,2095 1,2686 1,2506 1,2197 1,2331 1,3333 1,5381 1,8314 2,1757 2,5386 2,8933 3,2020 3,4196 3,5124 3,4703 3,3143 3,0910 2,8482 2,6103 2,3704 2,0982 1,7650 1,3724 0,9561 0,5621 0,2201 -0,0692 -0,3207 -0,5350 -0,6890 -0,7602 -0,7516 -0,6953 -0,6345 -0,5948 -0,5692 -0,5339 -0,4710 -0,3735 -0,2371 -0,0565 0,1657 0,4062 0,6276 0,8057 0,9476 1,0785 1,2143 1,3467 1,4524 1,5060 1,4818 1,3645 1,1731 0,9676 0,8266 0,8149 0,9681 1,2922 1,7633 2,3285 2,9285 3,5232 4,0919 4,6201 5,0985 5,5245 5,8919 6,1789 6,3614 6,4450 6,4713 6,4883 6,5165 6,5414 6,5408 6,5242 6,5418 6,6390 6,7979 6,9329 6,9543 6,8339 6,6186 6,3936 6,2332 6,1626 6,1454 6,1168 6,0412 5,9308 5,8116 5,6912 5,5597 5,4055 5,2343 5,0741 4,9585 4,9114 4,9353 4,9963 5,0365 5,0191 4,9518 4,8561 4,7443 4,6497 4,6436 4,7900 5,0933 5,4994 5,9359 6,3440 6,6893 6,9607 7,1595 7,2905 7,3636 7,3923 7,3776 7,2956 7,1236 6,8769 6,5921 6,2891 5,9745 5,6587 5,3599 5,1123 4,9642 4,9468 5,0462 5,2184 5,4203 5,6065 5,7130 5,6763 5,4693 5,1082 4,6314 4,0836 3,5143 2,9745 2,5115 2,1688 1,9863 1,9955 2,2105 2,6187 3,1897 3,8963 4,7103 5,5748 6,4008 7,0977 7,6089 7,9237 8,0672 8,0913 8,0749 8,1010 8,2059 8,3582 8,5039 8,6244 8,7371 8,8472 8,9242 8,9268 8,8286 8,6156 8,2745 7,8016 7,2282 6,6391 6,1502 5,8526 5,7753 5,8830 6,0895 6,2872 6,3896 6,3546 6,1804 5,8906 5,5294 5,1609 4,8506 4,6407 4,5426 4,5546 4,6785 4,9045 5,1902 5,4815 5,7526 6,0052 6,2483 6,4920 6,7312 6,9201 6,9810 6,8487 6,5131 6,0349 5,5325 5,1285 4,8806 4,7635 4,7148 4,6883 4,6678 4,6463 4,6009 4,4937 4,3026 4,0415 3,7435 3,4333 3,1109 2,7503 2,3222 1,8301 1,3142 0,8138 0,3495 -0,0565 -0,3748 -0,5851 -0,6877 -0,7067 -0,6765 -0,6088 -0,4811 -0,2625 0,0585 0,4658 0,9347 1,4545 2,0222 2,6268 3,2485 3,8683 4,4757 5,0680 5,6352 6,1527 6,5968 6,9597 7,2530 7,4934 7,6847 7,8175 7,8822 7,8828 7,8372 7,7645 7,6719 7,5540 7,4042 7,2182 6,9860 6,6983 6,3705 6,0518 5,8009 5,6542 5,6187 5,6904 5,8636 6,1123 6,3729 6,5642 6,6304 6,5457 6,2845 5,8234 5,1764 4,3967 3,5503 2,7138 1,9719 1,3879 0,9821 0,7373 0,6168 0,5785 0,5831 0,6027 0,6219 0,6316 0,6240 0,5961 0,5578 0,5288 0,5206 0,5264 0,5295 0,5099 0,4469 0,3317 0,1782 0,0173 -0,1157 -0,1916 -0,2095 -0,2031 -0,2078 -0,2307 -0,2626 -0,3053 -0,3901 -0,5628 -0,8316 -1,1395 -1,3982 -1,5390 -1,5399 -1,4229 -1,2290 -0,9981 -0,7669 -0,5648 -0,4075 -0,2917 -0,1907 -0,0616 0,1381 0,4344 0,8185 1,2262 1,5431 1,6569
Fz    -1,5373 -1,7035 -1,7758 -1,7679 -1,7151 -1,6195 -1,4449 -1,1503 -0,7132 -0,1354 0,5602 1,3367 2,1446 2,9181 3,5825 4,0711 4,3373 4,3553 4,1206 3,6587 3,0210 2,2626 1,4319 0,5857 -0,2072 -0,8886 -1,4299 -1,8329 -2,1229 -2,3403 -2,5240 -2,6878 -2,8021 -2,8069 -2,6522 -2,3261 -1,8461 -1,2390 -0,5430 0,1817 0,8544 1,3866 1,6973 1,7240 1,4382 0,8647 0,0868 -0,7799 -1,6298 -2,3983 -3,0627 -3,6201 -4,0705 -4,4171 -4,6750 -4,8786 -5,0692 -5,2688 -5,4648 -5,6126 -5,6531 -5,5395 -5,2549 -4,8087 -4,2287 -3,5623 -2,8741 -2,2249 -1,6463 -1,1381 -0,6873 -0,2871 0,0557 0,3300 0,5338 0,6811 0,8013 0,9265 1,0709 1,2285 1,3936 1,5781 1,8048 2,0820 2,3861 2,6673 2,8782 2,9964 3,0230 2,9754 2,8832 2,7825 2,7157 2,7240 2,8240 2,9883 3,1582 3,2867 3,3757 3,4627 3,5666 3,6506 3,6523 3,5506 3,3883 3,2292 3,1076 3,0212 2,9522 2,8806 2,7884 2,6604 2,4809 2,2440 1,9750 1,7322 1,5723 1,5144 1,5320 1,5727 1,5880 1,5521 1,4645 1,3394 1,1982 1,0658 0,9575 0,8579 0,7298 0,5538 0,3495 0,1501 -0,0323 -0,2024 -0,3493 -0,4427 -0,4625 -0,4116 -0,2988 -0,1329 0,0637 0,2552 0,4147 0,5419 0,6722 0,8685 1,1859 1,6381 2,1967 2,8090 3,4098 3,9382 4,3533 4,6304 4,7419 4,6464 4,3107 3,7503 3,0487 2,3360 1,7364 1,3199 1,0879 1,0023 1,0407 1,2247 1,5867 2,1201 2,7715 3,4639 4,1201 4,6863 5,1510 5,5386 5,8782 6,1731 6,3944 6,5016 6,4762 6,3385 6,1317 5,8972 5,6707 5,4873 5,3740 5,3370 5,3508 5,3637 5,3188 5,1805 4,9512 4,6645 4,3567 4,0463 3,7376 3,4421 3,1934 3,0329 2,9763 3,0013 3,0603 3,0860 2,9926 2,7102 2,2327 1,6215 0,9621 0,3246 -0,2514 -0,7532 -1,1795 -1,5290 -1,7985 -1,9835 -2,0840 -2,1166 -2,1117 -2,1003 -2,1135 -2,1845 -2,3357 -2,5664 -2,8569 -3,1761 -3,4923 -3,7778 -4,0127 -4,1869 -4,2979 -4,3480 -4,3406 -4,2717 -4,1315 -3,9144 -3,6191 -3,2457 -2,7996 -2,2918 -1,7457 -1,2067 -0,7302 -0,3538 -0,0835 0,0941 0,1958 0,2393 0,2499 0,2495 0,2418 0,2123 0,1446 0,0379 -0,0868 -0,1954 -0,2524 -0,2384 -0,1638 -0,0633 0,0252 0,0734 0,0690 0,0203 -0,0392 -0,0625 -0,0221 0,0633 0,1395 0,1598 0,1226 0,0678 0,0434 0,0776 0,1688 0,2872 0,3901 0,4528 0,4885 0,5317 0,6067 0,7124 0,8276 0,9240 0,9827 1,0066 1,0132 1,0137 1,0004 0,9476 0,8257 0,6223 0,3472 0,0180 -0,3541 -0,7629 -1,1920 -1,6001 -1,9319 -2,1460 -2,2315 -2,2065 -2,1076 -1,9698 -1,8062 -1,6043 -1,3360 -0,9741 -0,5107 0,0313 0,5987 1,1223 1,5503 1,8767 2,1284 2,3258 2,4595 2,5030 2,4417 2,2852 2,0554 1,7778 1,4885 1,2327 1,0487 0,9552 0,9541 1,0377 1,1898 1,3843 1,5983 1,8223 2,0438 2,2356 2,3723 2,4476 2,4621 2,4048 2,2581 2,0205 1,7176 1,3876 1,0600 0,7508 0,4736 0,2450 0,0764 -0,0449 -0,1703 -0,3757 -0,7180 -1,1941 -1,7331 -2,2297 -2,5914 -2,7707 -2,7754 -2,6514 -2,4462 -2,1923 -1,9224 -1,6786 -1,4960 -1,3840 -1,3182 -1,2468 -1,1136 -0,8789 -0,5354 -0,1196 0,3024 0,6726 0,9566 1,1173 1,1088 0,9264 0,6387 0,3485 0,1327 0,0229 0,0222 0,1214 0,3065 0,5611 0,8624 1,1817 1,5001 1,8145 2,1208 2,4056 2,6686 2,9345 3,2168 3,4906 3,7127 3,8518 3,8979 3,8627 3,7741 3,6591 3,5276 3,3749 3,1920 2,9636 2,6639 2,2713 1,7881 1,2416 0,6711 0,1184 -0,3758 -0,7761 -1,0488 -1,1583 -1,0734 -0,7855 -0,3198 0,2718 0,9300 1,6059 2,2633 2,8698 3,3896 3,7832 4,0156 4,0720 3,9651 3,7343 3,4386 3,1389 2,8684 2,6166 2,3534 2,0662 1,7694 1,4813 1,2024 0,9195 0,6235 0,3168 0,0027 -0,3251 -0,6713 -1,0139 -1,3043 -1,5058 -1,6231 -1,6891 -1,7366 -1,7824 -1,8301 -1,8785 -1,9235 -1,9552 -1,9553 -1,9007 -1,7742 -1,5725 -1,2996 -0,9498 -0,5071 0,0219 0,5776 1,0675 1,4215 1,6187 1,6823 1,6714 1,6619 1,7045 1,7945 1,8801 1,9003 1,8220 1,6630 1,4804 1,3293 1,2340 1,2003 1,2387 1,3620 1,5612 1,7937 2,0002 2,1407 2,2173 2,2583 2,2848 2,2945 2,2683 2,1935 2,0816 1,9604 1,8494 1,7536 1,6773 1,6247 1,5856 1,5354 1,4485 1,3164 1,1637 1,0437 1,0090 1,0824 1,2461 1,4526 1,6417 1,7512 1,7362 1,5939 1,3675 1,1201 0,8966 0,7077 0,5451 0,4035 0,2862 0,1955 0,1195 0,0313 -0,0883 -0,2342 -0,3864 -0,5234 -0,6229 -0,6636 -0,6308 -0,5210 -0,3455 -0,1284 0,1095 0,3698 0,6789 1,0660 1,5347 2,0553 2,5859 3,0951 3,5600 3,9511 4,2385 4,4118 4,4773 4,4425 4,3267 4,1801 4,0704 4,0491 4,1334 4,3060 4,5246 4,7381 4,8990 4,9770 4,9706 4,9018 4,7941 4,6543 4,4743 4,2438 3,9607 3,6327 3,2748 2,9027 2,5294 2,1612 1,7917 1,4073 1,0092 0,6246 0,2875 0,0131 -0,2141 -0,4395 -0,7270 -1,1336 -1,6869 -2,3715 -3,1359 -3,9277 -4,7182 -5,4816 -6,1769 -6,7651 -7,2364 -7,6146 -7,9328 -8,2021 -8,4184 -8,5931 -8,7570 -8,9365 -9,1357 -9,3331 -9,4901 -9,5662 -9,5302 -9,3713 -9,1143 -8,8227 -8,5715
F3    -1,6669 -1,9993 -2,3081 -2,5426 -2,6588 -2,6286 -2,4549 -2,1683 -1,8038 -1,3887 -0,9426 -0,4769 0,0049 0,5019 1,0103 1,5243 2,0272 2,4678 2,7599 2,8260 2,6367 2,2111 1,6079 0,9218 0,2585 -0,3072 -0,7483 -1,0686 -1,2698 -1,3370 -1,2521 -1,0223 -0,6921 -0,3272 0,0139 0,3027 0,5473 0,7790 1,0288 1,3023 1,5637 1,7460 1,7901 1,6721 1,3939 0,9634 0,3893 -0,3045 -1,0642 -1,8181 -2,5100 -3,1139 -3,6225 -4,0330 -4,3490 -4,5833 -4,7508 -4,8599 -4,9173 -4,9294 -4,8955 -4,8105 -4,6735 -4,4830 -4,2275 -3,8969 -3,4997 -3,0570 -2,5798 -2,0710 -1,5587 -1,1136 -0,8184 -0,7220 -0,8178 -1,0444 -1,2980 -1,4684 -1,4902 -1,3711 -1,1672 -0,9268 -0,6658 -0,3935 -0,1402 0,0576 0,1851 0,2526 0,2786 0,2800 0,2761 0,2898 0,3384 0,4300 0,5691 0,7579 0,9927 1,2638 1,5585 1,8665 2,1761 2,4538 2,6457 2,7182 2,6871 2,5953 2,4696 2,3106 2,1088 1,8582 1,5635 1,2490 0,9538 0,7146 0,5544 0,4796 0,4748 0,5038 0,5321 0,5539 0,5937 0,6716 0,7645 0,8037 0,7174 0,4737 0,0831 -0,4188 -0,9783 -1,5266 -1,9882 -2,2925 -2,3831 -2,2202 -1,7824 -1,0865 -0,2024 0,7636 1,7010 2,5103 3,1127 3,4680 3,5849 3,5104 3,3184 3,1014 2,9515 2,9314 3,0469 3,2385 3,4049 3,4559 3,3519 3,1059 2,7649 2,3930 2,0559 1,8046 1,6605 1,6168 1,6497 1,7217 1,7761 1,7549 1,6492 1,5280 1,4972 1,6221 1,8960 2,2708 2,7019 3,1697 3,6669 4,1730 4,6417 5,0080 5,2066 5,2059 5,0320 4,7522 4,4372 4,1425 3,9120 3,7740 3,7261 3,7256 3,7091 3,6254 3,4495 3,1786 2,8350 2,4653 2,1238 1,8548 1,6843 1,6217 1,6679 1,8158 2,0429 2,3089 2,5615 2,7364 2,7647 2,6043 2,2702 1,8273 1,3568 0,9272 0,5775 0,3099 0,1002 -0,0791 -0,2439 -0,4029 -0,5698 -0,7627 -0,9912 -1,2469 -1,5154 -1,7949 -2,0934 -2,4068 -2,7057 -2,9523 -3,1281 -3,2331 -3,2591 -3,1873 -3,0154 -2,7808 -2,5493 -2,3666 -2,2255 -2,0829 -1,8960 -1,6424 -1,3255 -0,9710 -0,6151 -0,2929 -0,0267 0,1794 0,3310 0,4273 0,4583 0,4271 0,3697 0,3348 0,3426 0,3725 0,3867 0,3714 0,3557 0,3816 0,4547 0,5272 0,5247 0,3982 0,1672 -0,0860 -0,2672 -0,3260 -0,2692 -0,1359 0,0280 0,1844 0,3189 0,4482 0,6024 0,7956 1,0158 1,2375 1,4365 1,5950 1,7077 1,7864 1,8517 1,9145 1,9683 2,0001 2,0048 1,9878 1,9553 1,9062 1,8310 1,7142 1,5379 1,2822 0,9388 0,5295 0,1037 -0,2850 -0,6003 -0,8370 -1,0129 -1,1404 -1,2143 -1,2269 -1,1727 -1,0395 -0,8106 -0,4844 -0,0843 0,3507 0,7775 1,1481 1,4174 1,5674 1,6234 1,6413 1,6841 1,8019 2,0144 2,3005 2,6137 2,9068 3,1382 3,2708 3,2869 3,2102 3,1044 3,0390 3,0532 3,1484 3,3034 3,4877 3,6674 3,8160 3,9284 4,0136 4,0637 4,0464 3,9407 3,7689 3,5889 3,4597 3,4108 3,4342 3,4941 3,5451 3,5494 3,4852 3,3496 3,1489 2,8863 2,5646 2,1983 1,8163 1,4507 1,1236 0,8441 0,6255 0,5000 0,5093 0,6761 0,9854 1,3856 1,7994 2,1366 2,3247 2,3404 2,2088 1,9815 1,7190 1,4794 1,3073 1,2238 1,2218 1,2726 1,3495 1,4503 1,5851 1,7478 1,9150 2,0644 2,1850 2,2778 2,3564 2,4421 2,5498 2,6796 2,8218 2,9615 3,0711 3,1185 3,0999 3,0523 3,0259 3,0631 3,1916 3,4029 3,6469 3,8694 4,0428 4,1608 4,2254 4,2377 4,1922 4,0824 3,9134 3,6976 3,4421 3,1472 2,8188 2,4727 2,1208 1,7626 1,3982 1,0413 0,7139 0,4423 0,2629 0,2148 0,3141 0,5388 0,8432 1,1910 1,5746 1,9942 2,4235 2,8158 3,1369 3,3761 3,5324 3,6102 3,6315 3,6368 3,6519 3,6505 3,5675 3,3639 3,0786 2,8078 2,6343 2,5825 2,6277 2,7250 2,8255 2,8832 2,8581 2,7224 2,4768 2,1558 1,8030 1,4438 1,0891 0,7523 0,4536 0,2130 0,0449 -0,0450 -0,0643 -0,0248 0,0775 0,2637 0,5486 0,9242 1,3629 1,8255 2,2614 2,6125 2,8283 2,8780 2,7538 2,4891 2,1776 1,9468 1,8904 2,0273 2,3181 2,7017 3,1174 3,5078 3,8107 3,9588 3,9004 3,6304 3,2048 2,7228 2,2752 1,8997 1,5979 1,3835 1,2813 1,2795 1,3202 1,3459 1,3470 1,3639 1,4544 1,6564 1,9597 2,3042 2,6143 2,8362 2,9404 2,9035 2,7035 2,3405 1,8602 1,3502 0,9162 0,6496 0,5909 0,7122 0,9360 1,1816 1,4068 1,6077 1,7869 1,9448 2,0964 2,2686 2,4814 2,7442 3,0661 3,4549 3,8941 4,3219 4,6471 4,7945 4,7423 4,5277 4,2314 3,9532 3,7742 3,7244 3,7846 3,9105 4,0546 4,1847 4,3025 4,4414 4,6371 4,8935 5,1796 5,4570 5,6968 5,8703 5,9424 5,8917 5,7297 5,4959 5,2459 5,0387 4,9109 4,8575 4,8421 4,8216 4,7665 4,6740 4,5605 4,4344 4,2849 4,0978 3,8734 3,6239 3,3625 3,1107 2,9104 2,8114 2,8336 2,9456 3,0899 3,2231 3,3236 3,3802 3,3960 3,3915 3,3815 3,3528 3,2693 3,0828 2,7427 2,2141 1,4957 0,6305 -0,2944 -1,1707 -1,9045 -2,4345 -2,7395 -2,8438 -2,8079 -2,7063 -2,6041 -2,5321 -2,4806 -2,4300 -2,3865 -2,3860 -2,4619 -2,6126 -2,8068 -3,0110 -3,1975 -3,3378 -3,4163 -3,4435 -3,4353
F7    -1,5096 -1,7777 -2,0392 -2,2675 -2,4460 -2,5558 -2,5862 -2,5471 -2,4563 -2,3192 -2,1226 -1,8422 -1,4582 -0,9709 -0,4113 0,1607 0,6707 1,0546 1,2835 1,3748 1,3727 1,3141 1,2217 1,1234 1,0570 1,0490 1,0986 1,1800 1,2529 1,2779 1,2330 1,1255 0,9917 0,8842 0,8454 0,8861 0,9869 1,1163 1,2452 1,3533 1,4269 1,4483 1,3837 1,1880 0,8295 0,3210 -0,2750 -0,8765 -1,4196 -1,8754 -2,2443 -2,5410 -2,7805 -2,9721 -3,1273 -3,2695 -3,4274 -3,6191 -3,8405 -4,0646 -4,2552 -4,3857 -4,4465 -4,4375 -4,3598 -4,2161 -4,0120 -3,7509 -3,4337 -3,0722 -2,6973 -2,3474 -2,0542 -1,8400 -1,7249 -1,7239 -1,8310 -2,0141 -2,2327 -2,4513 -2,6377 -2,7590 -2,7903 -2,7278 -2,5931 -2,4203 -2,2347 -2,0462 -1,8598 -1,6831 -1,5216 -1,3739 -1,2296 -1,0693 -0,8759 -0,6508 -0,4181 -0,2025 0,0006 0,2259 0,5050 0,8344 1,1791 1,5040 1,7969 2,0649 2,3177 2,5524 2,7459 2,8590 2,8580 2,7344 2,5037 2,2004 1,8779 1,5969 1,3908 1,2429 1,0972 0,8979 0,6270 0,3170 0,0291 -0,1865 -0,3137 -0,3605 -0,3473 -0,3098 -0,2943 -0,3299 -0,4062 -0,4866 -0,5416 -0,5603 -0,5361 -0,4607 -0,3359 -0,1716 0,0309 0,2804 0,5770 0,9026 1,2301 1,5333 1,7935 2,0030 2,1637 2,2841 2,3772 2,4490 2,4846 2,4576 2,3511 2,1658 1,9114 1,5935 1,2134 0,7851 0,3497 -0,0299 -0,2936 -0,4113 -0,3914 -0,2592 -0,0200 0,3479 0,8538 1,4576 2,0817 2,6436 3,0711 3,3173 3,3800 3,3050 3,1602 3,0028 2,8617 2,7399 2,6294 2,5216 2,4077 2,2813 2,1530 2,0530 2,0116 2,0368 2,1042 2,1665 2,1750 2,1013 1,9524 1,7699 1,6060 1,4952 1,4452 1,4510 1,5131 1,6362 1,8115 2,0148 2,2202 2,4017 2,5188 2,5239 2,3936 2,1461 1,8250 1,4741 1,1203 0,7700 0,4218 0,0810 -0,2383 -0,5184 -0,7445 -0,9086 -1,0012 -1,0082 -0,9286 -0,7899 -0,6390 -0,5197 -0,4563 -0,4513 -0,4961 -0,5804 -0,6954 -0,8299 -0,9668 -1,0877 -1,1810 -1,2380 -1,2509 -1,2178 -1,1372 -0,9990 -0,7887 -0,4981 -0,1357 0,2675 0,6645 1,0103 1,2754 1,4455 1,5124 1,4742 1,3420 1,1369 0,8794 0,5859 0,2723 -0,0407 -0,3245 -0,5408 -0,6477 -0,6192 -0,4638 -0,2246 0,0390 0,2749 0,4548 0,5769 0,6606 0,7352 0,8204 0,9141 0,9975 1,0553 1,0930 1,1335 1,1997 1,3050 1,4492 1,6161 1,7800 1,9209 2,0386 2,1449 2,2415 2,3060 2,2999 2,1941 1,9919 1,7255 1,4327 1,1411 0,8721 0,6466 0,4850 0,4022 0,3952 0,4342 0,4699 0,4569 0,3804 0,2700 0,1809 0,1594 0,2210 0,3483 0,5033 0,6485 0,7673 0,8664 0,9607 1,0609 1,1720 1,2929 1,4130 1,5136 1,5834 1,6357 1,7045 1,8195 1,9830 2,1659 2,3268 2,4371 2,4914 2,5055 2,5122 2,5523 2,6600 2,8464 3,0947 3,3666 3,6152 3,7994 3,9023 3,9360 3,9240 3,8854 3,8375 3,8008 3,7875 3,7882 3,7828 3,7656 3,7527 3,7649 3,8082 3,8726 3,9462 4,0280 4,1274 4,2461 4,3557 4,3997 4,3248 4,1203 3,8330 3,5447 3,3300 3,2177 3,1800 3,1605 3,1186 3,0531 2,9901 2,9578 2,9645 2,9919 3,0095 2,9947 2,9399 2,8552 2,7606 2,6641 2,5537 2,4215 2,2848 2,1699 2,0925 2,0721 2,1404 2,3164 2,5786 2,8726 3,1472 3,3792 3,5691 3,7240 3,8462 3,9361 4,0018 4,0592 4,1159 4,1605 4,1731 4,1396 4,0465 3,8796 3,6416 3,3616 3,0822 2,8449 2,6783 2,5892 2,5620 2,5763 2,6207 2,6811 2,7278 2,7256 2,6553 2,5167 2,3200 2,0834 1,8389 1,6264 1,4777 1,4077 1,4163 1,4932 1,6186 1,7684 1,9274 2,1007 2,3110 2,5811 2,9168 3,2973 3,6792 4,0164 4,2827 4,4779 4,6225 4,7456 4,8648 4,9787 5,0834 5,1839 5,2759 5,3269 5,2912 5,1445 4,9019 4,6050 4,2977 4,0107 3,7638 3,5810 3,4925 3,5122 3,6213 3,7796 3,9438 4,0809 4,1715 4,2027 4,1599 4,0326 3,8303 3,5890 3,3565 3,1697 3,0455 2,9864 2,9855 3,0208 3,0588 3,0832 3,1161 3,1985 3,3569 3,5910 3,8722 4,1397 4,3128 4,3267 4,1637 3,8626 3,5057 3,1855 2,9612 2,8372 2,7825 2,7655 2,7671 2,7723 2,7604 2,7115 2,6221 2,5136 2,4130 2,3264 2,2336 2,1067 1,9342 1,7316 1,5269 1,3382 1,1725 1,0384 0,9432 0,8827 0,8474 0,8342 0,8520 0,9191 1,0468 1,2264 1,4342 1,6448 1,8429 2,0278 2,2089 2,4004 2,6178 2,8739 3,1750 3,5188 3,8929 4,2780 4,6517 4,9916 5,2784 5,4970 5,6373 5,7018 5,7075 5,6755 5,6244 5,5723 5,5350 5,5182 5,5129 5,4999 5,4582 5,3755 5,2610 5,1432 5,0512 4,9950 4,9665 4,9550 4,9578 4,9739 4,9961 5,0145 5,0237 5,0129 4,9545 4,8179 4,5935 4,2922 3,9329 3,5425 3,1551 2,8017 2,5029 2,2709 2,1134 2,0287 1,9965 1,9792 1,9425 1,8770 1,7973 1,7270 1,6864 1,6862 1,7195 1,7647 1,8004 1,8131 1,8026 1,7876 1,8012 1,8682 1,9875 2,1363 2,2817 2,3891 2,4307 2,3933 2,2797 2,1004 1,8588 1,5534 1,2020 0,8499 0,5455 0,3134 0,1493 0,0393 -0,0199 -0,0228 0,0294 0,1251 0,2448 0,3648 0,4689 0,5626 0,6714 0,8240 1,0276 1,2507 1,4319 1,5146
