Fp1   -1,7874 -2,1943 -2,5806 -2,8835 -3,0233 -2,9321 -2,6078 -2,1278 -1,6015 -1,1187 -0,7380 -0,4943 -0,3958 -0,4178 -0,5076 -0,5996 -0,6392 -0,6110 -0,5510 -0,5193 -0,5524 -0,6386 -0,7325 -0,7827 -0,7529 -0,6359 -0,4605 -0,2821 -0,1547 -0,1029 -0,1103 -0,1339 -0,1325 -0,0853 0,0057 0,1140 0,1890 0,1745 0,0439 -0,1794 -0,4419 -0,6924 -0,8969 -1,0414 -1,1318 -1,1875 -1,2322 -1,2876 -1,3707 -1,4885 -1,6254 -1,7379 -1,7795 -1,7253 -1,5659 -1,3035 -0,9682 -0,6200 -0,3204 -0,1040 0,0283 0,1051 0,1719 0,2767 0,4509 0,6917 0,9543 1,1659 1,2565 1,1949 1,0153 0,8124 0,6955 0,7293 0,9032 1,1472 1,3724 1,5094 1,5331 1,4705 1,3806 1,3110 1,2740 1,2561 1,2315 1,1677 1,0347 0,8160 0,5231 0,1995 -0,1036 -0,3609 -0,5721 -0,7333 -0,8260 -0,8406 -0,8043 -0,7796 -0,8301 -0,9845 -1,2193 -1,4686 -1,6587 -1,7451 -1,7264 -1,6377 -1,5390 -1,4937 -1,5441 -1,7024 -1,9492 -2,2295 -2,4669 -2,6057 -2,6385 -2,5965 -2,5251 -2,4633 -2,4268 -2,4039 -2,3698 -2,2970 -2,1622 -1,9602 -1,7154 -1,4793 -1,3139 -1,2629 -1,3233 -1,4397 -1,5244 -1,4949 -1,3147 -1,0110 -0,6513 -0,3034 -0,0121 0,2129 0,3955 0,5640 0,7239 0,8731 1,0360 1,2771 1,6773 2,2764 3,0304 3,8272 4,5396 5,0749 5,3967 5,5229 5,5169 5,4618 5,4157 5,3870 5,3487 5,2664 5,1185 4,9111 4,6813 4,4777 4,3394 4,2904 4,3390 4,4718 4,6510 4,8256 4,9585 5,0404 5,0720 5,0510 4,9923 4,9410 4,9459 5,0232 5,1548 5,3105 5,4609 5,5760 5,6253 5,5909 5,4819 5,3265 5,1438 4,9314 4,6883 4,4351 4,2034 4,0061 3,8271 3,6499 3,4920 3,3855 3,3277 3,2730 3,1705 3,0000 2,7792 2,5505 2,3521 2,1848 2,0158 1,8205 1,6121 1,4240 1,2742 1,1557 1,0573 0,9855 0,9621 0,9982 1,0747 1,1453 1,1543 1,0575 0,8419 0,5330 0,1808 -0,1634 -0,4617 -0,7029 -0,9053 -1,0950 -1,2805 -1,4509 -1,5913 -1,6931 -1,7613 -1,8084 -1,8370 -1,8374 -1,8028 -1,7381 -1,6579 -1,5769 -1,5026 -1,4400 -1,3993 -1,3939 -1,4278 -1,4932 -1,5865 -1,7111 -1,8607 -2,0174 -2,1715 -2,3316 -2,5160 -2,7352 -2,9744 -3,1968 -3,3686 -3,4706 -3,4801 -3,3685 -3,1312 -2,8097 -2,4680 -2,1486 -1,8538 -1,5730 -1,3254 -1,1646 -1,1385 -1,2563 -1,4910 -1,7919 -2,0946 -2,3278 -2,4244 -2,3397 -2,0696 -1,6590 -1,1986 -0,8050 -0,5850 -0,5925 -0,8081 -1,1653 -1,5893 -2,0043 -2,3288 -2,4954 -2,4864 -2,3557 -2,2135 -2,1719 -2,2893 -2,5495 -2,8814 -3,2021 -3,4529 -3,6082 -3,6608 -3,5978 -3,3981 -3,0629 -2,6436 -2,2308 -1,9105 -1,7190 -1,6403 -1,6476 -1,7390 -1,9274 -2,2022 -2,5146 -2,8016 -3,0196 -3,1550 -3,2156 -3,2195 -3,1849 -3,1228 -3,0394 -2,9474 -2,8621 -2,7853 -2,7062 -2,6150 -2,5020 -2,3503 -2,1483 -1,9147 -1,7017 -1,5701 -1,5599 -1,6674 -1,8439 -2,0289 -2,1890 -2,3169 -2,4074 -2,4499 -2,4376 -2,3750 -2,2754 -2,1622 -2,0685 -2,0233 -2,0277 -2,0474 -2,0288 -1,9280 -1,7359 -1,4868 -1,2417 -1,0544 -0,9387 -0,8618 -0,7650 -0,5970 -0,3474 -0,0613 0,1907 0,3620 0,4539 0,5073 0,5781 0,7054 0,8845 1,0716 1,2179 1,2972 1,3038 1,2402 1,1161 0,9522 0,7821 0,6449 0,5641 0,5273 0,4958 0,4401 0,3622 0,2910 0,2591 0,2772 0,3206 0,3475 0,3412 0,3295 0,3564 0,4343 0,5350 0,6238 0,6848 0,7096 0,6870 0,6150 0,5124 0,4038 0,2946 0,1676 0,0102 -0,1620 -0,3159 -0,4364 -0,5468 -0,6894 -0,8858 -1,1143 -1,3183 -1,4316 -1,4124 -1,2660 -1,0341 -0,7613 -0,4776 -0,1976 0,0765 0,3429 0,5806 0,7391 0,7488 0,5582 0,1794 -0,2999 -0,7569 -1,0872 -1,2265 -1,1498 -0,8796 -0,4942 -0,1047 0,1893 0,3274 0,2950 0,1263 -0,1069 -0,3269 -0,4859 -0,5720 -0,5930 -0,5752 -0,5668 -0,6130 -0,7142 -0,8239 -0,8908 -0,8927 -0,8321 -0,7239 -0,6004 -0,5148 -0,5209 -0,6444 -0,8647 -1,1171 -1,3213 -1,4172 -1,3874 -1,2616 -1,0982 -0,9467 -0,8228 -0,7205 -0,6381 -0,5790 -0,5347 -0,4828 -0,4064 -0,3150 -0,2427 -0,2253 -0,2756 -0,3784 -0,5074 -0,6423 -0,7675 -0,8597 -0,8876 -0,8319 -0,7102 -0,5811 -0,5174 -0,5663 -0,7277 -0,9606 -1,2080 -1,4217 -1,5792 -1,6907 -1,7989 -1,9661 -2,2468 -2,6564 -3,1577 -3,6764 -4,1300 -4,4469 -4,5796 -4,5173 -4,2920 -3,9693 -3,6251 -3,3222 -3,0977 -2,9665 -2,9286 -2,9582 -2,9925 -2,9605 -2,8270 -2,6022 -2,3201 -2,0225 -1,7520 -1,5432 -1,4076 -1,3209 -1,2336 -1,0942 -0,8675 -0,5492 -0,1742 0,1962 0,4969 0,6746 0,7060 0,6110 0,4435 0,2694 0,1479 0,1125 0,1564 0,2335 0,2854 0,2820 0,2413 0,2098 0,2302 0,3167 0,4529 0,6099 0,7623 0,8851 0,9509 0,9378 0,8381 0,6697 0,4844 0,3451 0,2917 0,3369 0,4728 0,6667 0,8698 1,0501 1,2105 1,3685 1,5274 1,6715 1,7784 1,8284 1,8114 1,7272 1,5771 1,3633 1,1052 0,8526 0,6729 0,6103 0,6516 0,7313 0,7749 0,7429 0,6404 0,4984 0,3497 0,2195 0,1270 0,0790 0,0582 0,0200 -0,0958 -0,3436 -0,7547 -1,3217 -1,9853 -2,6438 -3,1974 -3,5949 -3,8433 -3,9814 -4,0590 -4,1279 -4,2263 -4,3624 -4,5095 -4,6128 -4,6204 -4,5299 -4,4023 -4,3223 -4,3446 -4,4789 -4,7042 -4,9829
Fz    -1,8762 -2,1454 -2,3960 -2,6284 -2,8356 -3,0015 -3,1164 -3,1818 -3,1938 -3,1376 -3,0083 -2,8288 -2,6371 -2,4628 -2,3219 -2,2236 -2,1677 -2,1378 -2,1076 -2,0530 -1,9577 -1,8164 -1,6381 -1,4430 -1,2523 -1,0806 -0,9393 -0,8428 -0,8061 -0,8333 -0,9054 -0,9860 -1,0408 -1,0493 -1,0089 -0,9384 -0,8682 -0,8210 -0,7993 -0,7929 -0,7979 -0,8206 -0,8653 -0,9284 -1,0037 -1,0910 -1,1988 -1,3335 -1,4833 -1,6224 -1,7303 -1,8005 -1,8395 -1,8553 -1,8429 -1,7838 -1,6662 -1,4950 -1,2832 -1,0471 -0,8112 -0,6008 -0,4267 -0,2818 -0,1514 -0,0218 0,1163 0,2664 0,4235 0,5762 0,7180 0,8598 1,0273 1,2453 1,5169 1,8125 2,0795 2,2645 2,3400 2,3216 2,2607 2,2106 2,1989 2,2200 2,2416 2,2190 2,1117 1,8986 1,5888 1,2231 0,8567 0,5302 0,2507 0,0036 -0,2230 -0,4297 -0,6141 -0,7779 -0,9216 -1,0406 -1,1313 -1,1936 -1,2327 -1,2634 -1,3074 -1,3792 -1,4809 -1,6085 -1,7586 -1,9288 -2,1118 -2,2841 -2,4069 -2,4481 -2,4012 -2,2829 -2,1244 -1,9572 -1,7935 -1,6202 -1,4136 -1,1542 -0,8357 -0,4764 -0,1207 0,1715 0,3404 0,3522 0,2265 0,0397 -0,1053 -0,1249 0,0103 0,2745 0,6163 0,9928 1,3807 1,7733 2,1749 2,5883 3,0031 3,4002 3,7645 4,0984 4,4233 4,7575 5,0943 5,4107 5,6954 5,9619 6,2312 6,5116 6,7979 7,0776 7,3252 7,5025 7,5754 7,5332 7,3939 7,2002 7,0053 6,8494 6,7478 6,6992 6,6966 6,7325 6,8038 6,9146 7,0733 7,2845 7,5353 7,7945 8,0320 8,2386 8,4248 8,6066 8,7968 9,0013 9,2139 9,4128 9,5651 9,6404 9,6242 9,5181 9,3251 9,0413 8,6651 8,2125 7,7255 7,2607 6,8613 6,5430 6,3082 6,1563 6,0769 6,0468 6,0382 6,0235 5,9766 5,8784 5,7151 5,4715 5,1376 4,7296 4,2986 3,9073 3,5946 3,3556 3,1533 2,9467 2,7120 2,4505 2,1843 1,9429 1,7493 1,6140 1,5347 1,4971 1,4764 1,4455 1,3884 1,3076 1,2164 1,1258 1,0347 0,9292 0,7919 0,6155 0,4067 0,1839 -0,0215 -0,1742 -0,2531 -0,2614 -0,2210 -0,1620 -0,1158 -0,1111 -0,1691 -0,2966 -0,4802 -0,6938 -0,9137 -1,1242 -1,3125 -1,4682 -1,5913 -1,6940 -1,7932 -1,8987 -2,0062 -2,1077 -2,2064 -2,3107 -2,4123 -2,4791 -2,4798 -2,4066 -2,2708 -2,0865 -1,8648 -1,6238 -1,3997 -1,2365 -1,1557 -1,1443 -1,1722 -1,2107 -1,2321 -1,2073 -1,1151 -0,9539 -0,7407 -0,5004 -0,2580 -0,0410 0,1184 0,1958 0,1909 0,1213 0,0030 -0,1535 -0,3321 -0,5096 -0,6693 -0,8114 -0,9456 -1,0767 -1,1977 -1,2952 -1,3562 -1,3742 -1,3545 -1,3127 -1,2680 -1,2276 -1,1820 -1,1198 -1,0425 -0,9589 -0,8719 -0,7740 -0,6549 -0,5175 -0,3886 -0,3059 -0,2910 -0,3378 -0,4247 -0,5305 -0,6400 -0,7458 -0,8501 -0,9601 -1,0738 -1,1740 -1,2421 -1,2730 -1,2717 -1,2458 -1,2046 -1,1529 -1,0862 -1,0002 -0,9091 -0,8477 -0,8519 -0,9383 -1,0977 -1,3009 -1,5156 -1,7244 -1,9259 -2,1223 -2,3085 -2,4682 -2,5723 -2,5873 -2,4935 -2,3018 -2,0471 -1,7686 -1,4992 -1,2631 -1,0720 -0,9217 -0,7940 -0,6640 -0,5076 -0,3069 -0,0532 0,2507 0,5897 0,9352 1,2513 1,5134 1,7214 1,8939 2,0568 2,2378 2,4564 2,7083 2,9643 3,1888 3,3548 3,4436 3,4448 3,3628 3,2168 3,0310 2,8287 2,6284 2,4409 2,2736 2,1350 2,0342 1,9770 1,9629 1,9771 1,9898 1,9779 1,9504 1,9436 1,9878 2,0792 2,1817 2,2571 2,2894 2,2826 2,2518 2,2191 2,2054 2,2157 2,2292 2,2068 2,1166 1,9585 1,7618 1,5566 1,3551 1,1584 0,9700 0,7970 0,6510 0,5487 0,5027 0,5073 0,5427 0,5914 0,6441 0,6984 0,7596 0,8309 0,8973 0,9208 0,8526 0,6577 0,3425 -0,0379 -0,4030 -0,6811 -0,8292 -0,8364 -0,7213 -0,5255 -0,3007 -0,0967 0,0428 0,0833 0,0135 -0,1514 -0,3829 -0,6500 -0,9140 -1,1247 -1,2404 -1,2532 -1,1854 -1,0626 -0,9006 -0,7140 -0,5204 -0,3329 -0,1610 -0,0243 0,0449 0,0228 -0,0836 -0,2332 -0,3681 -0,4397 -0,4270 -0,3381 -0,2011 -0,0491 0,0946 0,2230 0,3327 0,4050 0,4150 0,3611 0,2758 0,2033 0,1680 0,1643 0,1704 0,1753 0,1933 0,2482 0,3450 0,4618 0,5652 0,6250 0,6224 0,5537 0,4258 0,2480 0,0292 -0,2215 -0,4934 -0,7741 -1,0525 -1,3225 -1,5843 -1,8418 -2,1017 -2,3693 -2,6387 -2,8875 -3,0833 -3,1974 -3,2152 -3,1416 -2,9982 -2,8138 -2,6128 -2,4129 -2,2351 -2,1078 -2,0554 -2,0837 -2,1730 -2,2797 -2,3527 -2,3572 -2,2840 -2,1404 -1,9369 -1,6791 -1,3722 -1,0273 -0,6588 -0,2819 0,0892 0,4466 0,7903 1,1183 1,4183 1,6681 1,8436 1,9345 1,9540 1,9354 1,9205 1,9465 2,0353 2,1866 2,3751 2,5543 2,6745 2,7004 2,6239 2,4699 2,2918 2,1473 2,0740 2,0819 2,1601 2,2837 2,4190 2,5327 2,6088 2,6596 2,7104 2,7727 2,8413 2,9050 2,9451 2,9416 2,8963 2,8407 2,8156 2,8478 2,9464 3,0996 3,2711 3,4092 3,4708 3,4369 3,3129 3,1217 2,9032 2,7118 2,5957 2,5652 2,5846 2,5953 2,5450 2,4034 2,1701 1,8717 1,5490 1,2422 0,9833 0,7909 0,6615 0,5626 0,4436 0,2645 0,0178 -0,2728 -0,5749 -0,8650 -1,1317 -1,3678 -1,5673 -1,7352 -1,8957 -2,0790 -2,2981 -2,5387 -2,7679 -2,9545 -3,0927 -3,2075 -3,3325 -3,4817 -3,6450 -3,8077 -3,9625
F3    -1,4284 -1,6512 -1,8778 -2,0958 -2,2923 -2,4493 -2,5512 -2,5904 -2,5595 -2,4455 -2,2432 -1,9719 -1,6726 -1,3907 -1,1625 -1,0099 -0,9296 -0,8875 -0,8397 -0,7603 -0,6480 -0,5192 -0,3972 -0,3033 -0,2529 -0,2552 -0,3186 -0,4561 -0,6761 -0,9603 -1,2558 -1,4986 -1,6459 -1,6863 -1,6342 -1,5249 -1,4027 -1,2995 -1,2248 -1,1787 -1,1672 -1,1958 -1,2511 -1,3057 -1,3428 -1,3688 -1,4036 -1,4611 -1,5358 -1,6056 -1,6454 -1,6410 -1,6021 -1,5554 -1,5129 -1,4555 -1,3525 -1,1885 -0,9659 -0,7016 -0,4263 -0,1776 0,0134 0,1336 0,1925 0,2175 0,2411 0,2842 0,3472 0,4167 0,4815 0,5500 0,6515 0,8157 1,0449 1,3016 1,5219 1,6454 1,6484 1,5585 1,4343 1,3280 1,2668 1,2576 1,2915 1,3429 1,3724 1,3371 1,2067 0,9770 0,6730 0,3300 -0,0280 -0,3888 -0,7361 -1,0422 -1,2804 -1,4396 -1,5224 -1,5301 -1,4628 -1,3335 -1,1808 -1,0644 -1,0376 -1,1166 -1,2748 -1,4657 -1,6476 -1,7960 -1,9022 -1,9626 -1,9710 -1,9270 -1,8444 -1,7437 -1,6403 -1,5382 -1,4251 -1,2736 -1,0571 -0,7638 -0,4043 -0,0125 0,3588 0,6439 0,7736 0,7015 0,4368 0,0514 -0,3491 -0,6701 -0,8546 -0,8853 -0,7717 -0,5354 -0,2019 0,2096 0,6907 1,2293 1,7896 2,3213 2,7857 3,1771 3,5223 3,8529 4,1773 4,4812 4,7508 4,9898 5,2150 5,4458 5,7003 5,9826 6,2635 6,4833 6,5852 6,5464 6,3889 6,1724 5,9686 5,8283 5,7661 5,7730 5,8364 5,9474 6,1009 6,2939 6,5246 6,7833 7,0393 7,2424 7,3534 7,3763 7,3591 7,3637 7,4382 7,6029 7,8437 8,1121 8,3416 8,4762 8,4949 8,4101 8,2405 7,9890 7,6447 7,2018 6,6821 6,1416 5,6480 5,2564 5,0026 4,8969 4,9147 5,0042 5,1064 5,1684 5,1535 5,0574 4,9030 4,7086 4,4704 4,1842 3,8730 3,5821 3,3453 3,1568 2,9739 2,7477 2,4553 2,1130 1,7641 1,4552 1,2200 1,0733 1,0144 1,0315 1,0995 1,1800 1,2385 1,2607 1,2440 1,1786 1,0447 0,8289 0,5412 0,2115 -0,1276 -0,4476 -0,7127 -0,8810 -0,9258 -0,8513 -0,6913 -0,4961 -0,3148 -0,1835 -0,1232 -0,1423 -0,2376 -0,4004 -0,6253 -0,9050 -1,2181 -1,5273 -1,7941 -1,9929 -2,1136 -2,1595 -2,1480 -2,1128 -2,0980 -2,1347 -2,2128 -2,2833 -2,2957 -2,2304 -2,0983 -1,9196 -1,7088 -1,4769 -1,2445 -1,0389 -0,8763 -0,7605 -0,6964 -0,6891 -0,7254 -0,7673 -0,7704 -0,7085 -0,5823 -0,4174 -0,2545 -0,1352 -0,0868 -0,1117 -0,1911 -0,3022 -0,4304 -0,5634 -0,6830 -0,7729 -0,8295 -0,8635 -0,8913 -0,9235 -0,9579 -0,9837 -0,9927 -0,9921 -1,0077 -1,0696 -1,1868 -1,3341 -1,4690 -1,5628 -1,6076 -1,5974 -1,5187 -1,3592 -1,1186 -0,8167 -0,4991 -0,2278 -0,0538 0,0014 -0,0583 -0,2139 -0,4336 -0,6788 -0,9189 -1,1368 -1,3157 -1,4325 -1,4739 -1,4486 -1,3790 -1,2877 -1,1954 -1,1165 -1,0507 -0,9863 -0,9165 -0,8506 -0,8063 -0,7964 -0,8210 -0,8701 -0,9386 -1,0374 -1,1839 -1,3801 -1,6024 -1,8088 -1,9524 -1,9941 -1,9215 -1,7624 -1,5711 -1,3960 -1,2580 -1,1507 -1,0491 -0,9229 -0,7495 -0,5213 -0,2412 0,0845 0,4438 0,8156 1,1737 1,4918 1,7454 1,9221 2,0286 2,0852 2,1153 2,1436 2,1927 2,2738 2,3823 2,5036 2,6177 2,7002 2,7301 2,6981 2,6035 2,4511 2,2570 2,0483 1,8542 1,6996 1,5982 1,5463 1,5276 1,5240 1,5186 1,4945 1,4438 1,3794 1,3314 1,3250 1,3532 1,3745 1,3462 1,2577 1,1345 1,0223 0,9645 0,9797 1,0499 1,1267 1,1554 1,1053 0,9861 0,8343 0,6807 0,5348 0,3955 0,2706 0,1776 0,1323 0,1395 0,1890 0,2553 0,3100 0,3399 0,3511 0,3587 0,3801 0,4274 0,4935 0,5444 0,5317 0,4227 0,2270 -0,0057 -0,2132 -0,3495 -0,3955 -0,3575 -0,2580 -0,1241 0,0234 0,1728 0,3095 0,4032 0,4106 0,2909 0,0267 -0,3606 -0,8077 -1,2234 -1,5252 -1,6752 -1,6811 -1,5680 -1,3619 -1,0909 -0,7812 -0,4513 -0,1196 0,1783 0,3874 0,4543 0,3589 0,1385 -0,1164 -0,3031 -0,3597 -0,2901 -0,1473 0,0044 0,1239 0,2033 0,2505 0,2648 0,2378 0,1785 0,1237 0,1172 0,1796 0,2918 0,4084 0,4965 0,5651 0,6479 0,7621 0,8946 1,0175 1,1025 1,1262 1,0746 0,9442 0,7385 0,4673 0,1493 -0,1885 -0,5202 -0,8320 -1,1267 -1,4148 -1,7044 -1,9990 -2,2943 -2,5720 -2,8022 -2,9599 -3,0365 -3,0357 -2,9654 -2,8358 -2,6586 -2,4443 -2,2089 -1,9851 -1,8183 -1,7486 -1,7974 -1,9565 -2,1815 -2,4044 -2,5644 -2,6257 -2,5703 -2,3881 -2,0778 -1,6559 -1,1557 -0,6199 -0,0973 0,3670 0,7499 1,0557 1,2964 1,4733 1,5784 1,6099 1,5841 1,5354 1,5088 1,5489 1,6848 1,9194 2,2276 2,5584 2,8395 2,9944 2,9668 2,7478 2,3890 1,9868 1,6400 1,4134 1,3273 1,3679 1,5044 1,7031 1,9307 2,1580 2,3691 2,5598 2,7231 2,8501 2,9372 2,9761 2,9531 2,8739 2,7760 2,7059 2,6958 2,7618 2,9053 3,1021 3,3011 3,4459 3,4961 3,4306 3,2456 2,9678 2,6617 2,4041 2,2399 2,1604 2,1137 2,0300 1,8500 1,5513 1,1617 0,7442 0,3699 0,0961 -0,0449 -0,0583 0,0094 0,0891 0,1255 0,0986 0,0129 -0,1303 -0,3462 -0,6521 -1,0417 -1,4734 -1,8930 -2,2653 -2,5822 -2,8478 -3,0650 -3,2308 -3,3424 -3,4083 -3,4474 -3,4755 -3,4949 -3,5057 -3,5243 -3,5796
F7    -1,2667 -1,2436 -1,1820 -1,1234 -1,0643 -0,9663 -0,8030 -0,5831 -0,3315 -0,0677 0,1948 0,4442 0,6718 0,8724 1,0364 1,1463 1,1859 1,1536 1,0662 0,9553 0,8559 0,7818 0,7118 0,6087 0,4599 0,2999 0,1920 0,1872 0,2913 0,4644 0,6512 0,8052 0,8881 0,8720 0,7522 0,5515 0,3086 0,0654 -0,1385 -0,2730 -0,3265 -0,3086 -0,2448 -0,1668 -0,0999 -0,0542 -0,0320 -0,0346 -0,0631 -0,1249 -0,2325 -0,3855 -0,5582 -0,7076 -0,7870 -0,7649 -0,6441 -0,4540 -0,2230 0,0299 0,2807 0,5026 0,6866 0,8502 1,0216 1,2173 1,4347 1,6550 1,8463 1,9688 1,9909 1,9127 1,7735 1,6312 1,5330 1,4955 1,5016 1,5136 1,4979 1,4537 1,4143 1,4128 1,4470 1,4766 1,4504 1,3349 1,1214 0,8176 0,4526 0,0856 -0,2092 -0,3828 -0,4347 -0,3963 -0,2970 -0,1572 -0,0044 0,1206 0,1792 0,1541 0,0575 -0,0721 -0,1853 -0,2466 -0,2463 -0,1938 -0,1058 -0,0039 0,0841 0,1263 0,0992 0,0076 -0,1098 -0,2035 -0,2406 -0,2164 -0,1556 -0,0986 -0,0733 -0,0855 -0,1330 -0,2110 -0,3093 -0,4178 -0,5350 -0,6715 -0,8401 -1,0278 -1,1792 -1,2244 -1,1260 -0,8974 -0,5901 -0,2716 0,0023 0,2112 0,3667 0,4935 0,6207 0,7772 0,9913 1,2893 1,6913 2,2005 2,7935 3,4125 3,9725 4,3982 4,6680 4,8231 4,9285 5,0284 5,1417 5,2831 5,4670 5,6871 5,9066 6,0749 6,1566 6,1484 6,0716 5,9519 5,8149 5,6973 5,6338 5,6307 5,6646 5,7127 5,7728 5,8534 5,9571 6,0867 6,2556 6,4700 6,7027 6,8975 7,0021 6,9985 6,9055 6,7625 6,6079 6,4605 6,3129 6,1438 5,9398 5,7105 5,4796 5,2647 5,0728 4,9048 4,7506 4,5942 4,4341 4,2851 4,1542 4,0316 3,9077 3,7873 3,6811 3,5902 3,5007 3,3889 3,2334 3,0293 2,7948 2,5613 2,3545 2,1812 2,0353 1,9133 1,8131 1,7248 1,6292 1,5019 1,3254 1,1063 0,8744 0,6624 0,4865 0,3455 0,2289 0,1236 0,0217 -0,0665 -0,1167 -0,1195 -0,1008 -0,1015 -0,1465 -0,2316 -0,3285 -0,4024 -0,4357 -0,4409 -0,4483 -0,4813 -0,5391 -0,6017 -0,6477 -0,6699 -0,6725 -0,6637 -0,6515 -0,6359 -0,6057 -0,5559 -0,5088 -0,5041 -0,5691 -0,7027 -0,8828 -1,0808 -1,2718 -1,4327 -1,5312 -1,5300 -1,4102 -1,1850 -0,8849 -0,5432 -0,1992 0,0962 0,2851 0,3220 0,2070 -0,0029 -0,2211 -0,3731 -0,4155 -0,3320 -0,1328 0,1407 0,4286 0,6827 0,8857 1,0342 1,1094 1,0843 0,9610 0,7793 0,5868 0,4172 0,2914 0,2171 0,1809 0,1498 0,0860 -0,0343 -0,2168 -0,4550 -0,7308 -1,0038 -1,2120 -1,2968 -1,2393 -1,0694 -0,8362 -0,5799 -0,3281 -0,1026 0,0819 0,2251 0,3402 0,4359 0,4996 0,5037 0,4301 0,2901 0,1224 -0,0291 -0,1407 -0,2184 -0,2927 -0,4056 -0,5892 -0,8414 -1,1224 -1,3739 -1,5399 -1,5806 -1,4828 -1,2572 -0,9311 -0,5499 -0,1786 0,1212 0,3189 0,4144 0,4229 0,3661 0,2632 0,1225 -0,0575 -0,2781 -0,5305 -0,7854 -0,9929 -1,0970 -1,0633 -0,8925 -0,6127 -0,2667 0,0888 0,3902 0,5882 0,6696 0,6618 0,6146 0,5688 0,5413 0,5379 0,5750 0,6843 0,8876 1,1692 1,4819 1,7756 2,0144 2,1888 2,3219 2,4521 2,5984 2,7480 2,8741 2,9520 2,9546 2,8577 2,6663 2,4234 2,1845 1,9886 1,8545 1,7853 1,7665 1,7671 1,7590 1,7403 1,7356 1,7683 1,8340 1,9101 1,9853 2,0641 2,1440 2,2001 2,1982 2,1220 1,9809 1,7943 1,5805 1,3619 1,1673 1,0144 0,8895 0,7536 0,5750 0,3609 0,1574 0,0165 -0,0352 -0,0042 0,0754 0,1550 0,1946 0,1838 0,1389 0,0829 0,0341 0,0094 0,0271 0,1070 0,2668 0,5019 0,7657 0,9794 1,0675 0,9893 0,7557 0,4338 0,1301 -0,0517 -0,0564 0,1045 0,3709 0,6665 0,9224 1,0808 1,0938 0,9404 0,6534 0,3126 -0,0004 -0,2410 -0,3939 -0,4439 -0,3759 -0,2031 0,0276 0,2627 0,4668 0,6184 0,6996 0,7007 0,6254 0,4813 0,2791 0,0508 -0,1420 -0,2298 -0,1725 0,0145 0,2674 0,5092 0,6838 0,7682 0,7709 0,7249 0,6707 0,6318 0,6089 0,5960 0,5923 0,5978 0,6057 0,6105 0,6196 0,6512 0,7191 0,8214 0,9408 1,0525 1,1324 1,1638 1,1460 1,0967 1,0407 0,9954 0,9657 0,9434 0,9063 0,8224 0,6601 0,4006 0,0452 -0,3856 -0,8582 -1,3248 -1,7286 -2,0202 -2,1749 -2,1987 -2,1290 -2,0251 -1,9462 -1,9305 -1,9864 -2,0966 -2,2349 -2,3813 -2,5219 -2,6397 -2,7055 -2,6786 -2,5258 -2,2464 -1,8777 -1,4750 -1,0821 -0,7190 -0,3950 -0,1221 0,0894 0,2390 0,3342 0,3892 0,4265 0,4749 0,5604 0,6917 0,8550 1,0246 1,1792 1,3050 1,3884 1,4197 1,4050 1,3660 1,3225 1,2799 1,2351 1,1866 1,1335 1,0764 1,0240 0,9923 0,9946 1,0354 1,1083 1,1954 1,2717 1,3222 1,3572 1,4097 1,5050 1,6363 1,7762 1,9003 1,9897 2,0341 2,0458 2,0609 2,1152 2,2216 2,3697 2,5317 2,6647 2,7227 2,6793 2,5416 2,3413 2,1207 1,9258 1,7990 1,7627 1,8043 1,8793 1,9337 1,9314 1,8627 1,7313 1,5334 1,2571 0,9018 0,4921 0,0665 -0,3457 -0,7356 -1,1062 -1,4548 -1,7658 -2,0197 -2,2037 -2,3154 -2,3637 -2,3657 -2,3379 -2,2980 -2,2710 -2,2790 -2,3237 -2,3857 -2,4403 -2,4848 -2,5549 -2,7070 -2,9737 -3,3353 -3,7301 -4,0874 -4,3557
