Fp1   -0,5974 -0,6083 -0,4467 -0,2176 -0,0183 0,0724 -0,0011 -0,2570 -0,6590 -1,1208 -1,5376 -1,8195 -1,9055 -1,7691 -1,4293 -0,9460 -0,4013 0,1132 0,5219 0,8014 0,9810 1,1061 1,2074 1,2840 1,2930 1,1761 0,9219 0,5989 0,3210 0,1824 0,2101 0,3568 0,5357 0,6729 0,7284 0,6817 0,5291 0,3019 0,0706 -0,0824 -0,1097 -0,0363 0,0565 0,0982 0,0787 0,0258 -0,0499 -0,1622 -0,3090 -0,4429 -0,4905 -0,4038 -0,1866 0,1255 0,4901 0,8651 1,2187 1,5404 1,8367 2,1196 2,3945 2,6440 2,8234 2,8806 2,7877 2,5611 2,2505 1,9136 1,6056 1,3795 1,2744 1,2983 1,4242 1,6005 1,7722 1,9047 1,9896 2,0277 2,0106 1,9162 1,7316 1,4867 1,2616 1,1497 1,2026 1,4007 1,6778 1,9706 2,2371 2,4397 2,5452 2,5453 2,4689 2,3712 2,3092 2,3116 2,3656 2,4230 2,4168 2,2852 2,0087 1,6413 1,2979 1,0877 1,0557 1,1864 1,4379 1,7483 2,0364 2,2358 2,3276 2,3289 2,2671 2,1634 2,0290 1,8702 1,6949 1,5139 1,3431 1,1948 1,0683 0,9582 0,8743 0,8445 0,8905 1,0053 1,1571 1,3150 1,4720 1,6399 1,8131 1,9423 1,9599 1,8363 1,6040 1,3278 1,0617 0,8311 0,6337 0,4570 0,2996 0,1770 0,1217 0,1849 0,4214 0,8541 1,4457 2,1078 2,7401 3,2613 3,6145 3,7700 3,7439 3,5989 3,4038 3,1926 2,9703 2,7486 2,5670 2,4787 2,5081 2,6221 2,7587 2,8856 3,0154 3,1688 3,3486 3,5470 3,7561 3,9687 4,1723 4,3469 4,4715 4,5273 4,5012 4,3939 4,2233 4,0173 3,8075 3,6203 3,4688 3,3513 3,2556 3,1701 3,0961 3,0488 3,0498 3,1208 3,2732 3,4933 3,7450 3,9866 4,1714 4,2538 4,2246 4,1241 3,9983 3,8613 3,7153 3,5739 3,4432 3,3074 3,1548 3,0057 2,9052 2,8873 2,9412 3,0120 3,0444 3,0298 3,0051 3,0074 3,0476 3,1210 3,2133 3,2916 3,3131 3,2516 3,1109 2,9092 2,6544 2,3405 1,9758 1,6127 1,3407 1,2423 1,3496 1,6269 1,9918 2,3535 2,6333 2,7706 2,7345 2,5383 2,2358 1,8996 1,5875 1,3225 1,1008 0,9136 0,7664 0,6833 0,6895 0,7901 0,9695 1,1921 1,4031 1,5517 1,6207 1,6263 1,5986 1,5729 1,5874 1,6718 1,8247 2,0066 2,1632 2,2560 2,2788 2,2617 2,2553 2,2939 2,3685 2,4411 2,4886 2,5325 2,6144 2,7513 2,9293 3,1246 3,3177 3,5014 3,6847 3,8763 4,0571 4,1691 4,1479 3,9779 3,7115 3,4331 3,2031 3,0309 2,8976 2,7998 2,7578 2,7930 2,9105 3,0993 3,3367 3,5930 3,8323 4,0141 4,1028 4,0793 3,9515 3,7555 3,5380 3,3430 3,2128 3,1865 3,2847 3,5042 3,8368 4,2837 4,8453 5,4940 6,1546 6,7159 7,0702 7,1496 6,9454 6,5165 5,9765 5,4521 5,0436 4,8177 4,8131 5,0285 5,4119 5,8856 6,3781 6,8290 7,1928 7,4529 7,6138 7,6694 7,5876 7,3348 6,9213 6,4192 5,9354 5,5680 5,3819 5,4017 5,6069 5,9234 6,2384 6,4508 6,5202 6,4612 6,3027 6,0756 5,8364 5,6588 5,5821 5,5829 5,6025 5,5888 5,5214 5,4150 5,3064 5,2229 5,1495 5,0410 4,8741 4,6764 4,5150 4,4697 4,5981 4,9101 5,3681 5,8955 6,3812 6,7044 6,7814 6,5869 6,1488 5,5515 4,9302 4,4259 4,1342 4,0771 4,1916 4,3503 4,4352 4,4080 4,3027 4,1650 4,0194 3,8848 3,7893 3,7625 3,8187 3,9428 4,0857 4,1692 4,1095 3,8603 3,4491 2,9735 2,5511 2,2680 2,1625 2,2344 2,4577 2,7937 3,1949 3,6078 3,9832 4,2828 4,4829 4,5852 4,6104 4,5866 4,5539 4,5502 4,5733 4,5729 4,4968 4,3470 4,1853 4,0797 4,0599 4,1202 4,2374 4,3817 4,5211 4,6303 4,7025 4,7528 4,8060 4,8797 4,9715 5,0521 5,0826 5,0516 4,9975 4,9931 5,1037 5,3395 5,6472 5,9456 6,1650 6,2678 6,2631 6,2026 6,1451 6,1195 6,1298 6,1795 6,2718 6,3934 6,5210 6,6404 6,7430 6,8168 6,8557 6,8641 6,8456 6,7970 6,7117 6,5790 6,3868 6,1306 5,8175 5,4712 5,1469 4,9272 4,8859 5,0441 5,3538 5,7215 6,0563 6,3057 6,4644 6,5594 6,6214 6,6530 6,6207 6,4878 6,2493 5,9305 5,5727 5,2327 4,9773 4,8597 4,8990 5,0691 5,3026 5,5181 5,6534 5,6771 5,5824 5,3720 5,0619 4,7022 4,3672 4,1012 3,8796 3,6303 3,2891 2,8389 2,3159 1,7916 1,3457 1,0419 0,9122 0,9637 1,1875 1,5468 1,9666 2,3630 2,6823 2,9092 3,0489 3,1051 3,0652 2,9201 2,7044 2,4885 2,3209 2,2055 2,1327 2,0977 2,0950 2,1136 2,1406 2,1693 2,2063 2,2622 2,3478 2,4851 2,7089 3,0456 3,4791 3,9390 4,3411 4,6474 4,8861 5,1166 5,3759 5,6564 5,9244 6,1410 6,2650 6,2618 6,1170 5,8363 5,4451 4,9942 4,5522 4,1824 3,9257 3,7917 3,7573 3,7774 3,8042 3,8088 3,7940 3,7895 3,8328 3,9398 4,0801 4,1807 4,1598 3,9670 3,6045 3,1203 2,5866 2,0777 1,6460 1,3095 1,0637 0,8986 0,8054 0,7803 0,8257 0,9454 1,1359 1,3798 1,6596 1,9693 2,2915 2,5653 2,6990 2,6266 2,3503 1,9351 1,4698 1,0307 0,6733 0,4333 0,3261 0,3444 0,4452 0,5498 0,5898 0,5547 0,4854 0,4259 0,3875 0,3462 0,2675 0,1378 -0,0280 -0,2073 -0,3879 -0,5623 -0,7148 -0,8162
Fz    0,2048 0,2138 0,3783 0,5856 0,7303 0,7330 0,5443 0,1578 -0,3696 -0,9250 -1,3874 -1,6767 -1,7604 -1,6339 -1,3137 -0,8439 -0,2961 0,2414 0,6913 1,0178 1,2286 1,3492 1,4005 1,3849 1,2786 1,0514 0,7155 0,3491 0,0566 -0,0916 -0,0895 0,0113 0,1383 0,2397 0,2930 0,2852 0,2089 0,0763 -0,0737 -0,1862 -0,2238 -0,2023 -0,1844 -0,2249 -0,3250 -0,4509 -0,5857 -0,7389 -0,9119 -1,0702 -1,1579 -1,1372 -1,0114 -0,8066 -0,5475 -0,2568 0,0426 0,3371 0,6248 0,9098 1,1903 1,4456 1,6327 1,7036 1,6306 1,4225 1,1214 0,7819 0,4549 0,1847 0,0051 -0,0736 -0,0689 -0,0182 0,0400 0,0833 0,1092 0,1253 0,1298 0,0972 -0,0043 -0,1715 -0,3391 -0,4041 -0,2932 -0,0121 0,3714 0,7810 1,1590 1,4591 1,6420 1,6882 1,6110 1,4593 1,2995 1,1838 1,1291 1,1178 1,1050 1,0272 0,8333 0,5318 0,2033 -0,0522 -0,1784 -0,1695 -0,0446 0,1582 0,3798 0,5645 0,6837 0,7308 0,7108 0,6384 0,5350 0,4288 0,3453 0,2964 0,2816 0,2953 0,3279 0,3689 0,4169 0,4846 0,5863 0,7198 0,8656 1,0048 1,1403 1,2964 1,4830 1,6634 1,7744 1,7801 1,6972 1,5702 1,4341 1,3009 1,1668 1,0303 0,9002 0,7861 0,7030 0,6906 0,8095 1,0993 1,5398 2,0563 2,5640 2,9982 3,3092 3,4596 3,4506 3,3300 3,1530 2,9474 2,7259 2,5115 2,3405 2,2483 2,2447 2,2960 2,3512 2,3904 2,4324 2,5024 2,6144 2,7786 3,0048 3,2933 3,6245 3,9601 4,2566 4,4795 4,6086 4,6422 4,5926 4,4812 4,3367 4,1888 4,0569 3,9399 3,8218 3,6882 3,5412 3,3981 3,2866 3,2445 3,3035 3,4615 3,6818 3,9169 4,1143 4,2236 4,2355 4,1971 4,1608 4,1384 4,1175 4,0905 4,0448 3,9531 3,7992 3,6060 3,4262 3,3015 3,2329 3,1892 3,1461 3,1185 3,1503 3,2704 3,4716 3,7222 3,9743 4,1665 4,2460 4,1959 4,0343 3,7906 3,4819 3,1111 2,6929 2,2881 1,9990 1,9172 2,0712 2,4120 2,8392 3,2413 3,5240 3,6238 3,5204 3,2445 2,8675 2,4769 2,1406 1,8827 1,6901 1,5400 1,4215 1,3416 1,3151 1,3516 1,4521 1,6025 1,7654 1,8977 1,9789 2,0147 2,0244 2,0341 2,0751 2,1732 2,3305 2,5146 2,6721 2,7566 2,7506 2,6733 2,5692 2,4803 2,4221 2,3855 2,3656 2,3833 2,4671 2,6222 2,8302 3,0666 3,3094 3,5471 3,7791 4,0023 4,1933 4,3012 4,2709 4,0897 3,8112 3,5265 3,3068 3,1717 3,1081 3,1096 3,1850 3,3387 3,5577 3,8152 4,0824 4,3373 4,5606 4,7256 4,8028 4,7729 4,6389 4,4245 4,1579 3,8699 3,6078 3,4358 3,4080 3,5459 3,8451 4,2928 4,8681 5,5287 6,1973 6,7670 7,1349 7,2387 7,0774 6,7134 6,2532 5,8088 5,4643 5,2714 5,2554 5,4084 5,6879 6,0414 6,4242 6,7879 7,0806 7,2706 7,3489 7,3009 7,0927 6,6982 6,1453 5,5270 4,9651 4,5634 4,3802 4,4219 4,6479 4,9727 5,2821 5,4785 5,5248 5,4395 5,2563 5,0091 4,7517 4,5499 4,4375 4,3936 4,3709 4,3357 4,2769 4,1978 4,1126 4,0360 3,9578 3,8434 3,6705 3,4574 3,2651 3,1768 3,2591 3,5309 3,9589 4,4641 4,9304 5,2338 5,2907 5,0799 4,6349 4,0398 3,4184 2,8963 2,5606 2,4399 2,4932 2,6225 2,7287 2,7734 2,7828 2,7992 2,8455 2,9304 3,0625 3,2442 3,4580 3,6635 3,8025 3,8079 3,6242 3,2409 2,7141 2,1506 1,6580 1,3040 1,1157 1,0938 1,2205 1,4680 1,8009 2,1716 2,5198 2,7834 2,9216 2,9367 2,8629 2,7435 2,6271 2,5520 2,5130 2,4606 2,3449 2,1660 1,9763 1,8328 1,7633 1,7738 1,8611 2,0101 2,1894 2,3613 2,5090 2,6493 2,8115 3,0076 3,2188 3,4016 3,5139 3,5482 3,5438 3,5696 3,6879 3,9177 4,2258 4,5502 4,8232 4,9877 5,0199 4,9453 4,8208 4,7026 4,6373 4,6623 4,7882 4,9838 5,1971 5,3874 5,5274 5,5946 5,5802 5,4949 5,3570 5,1811 4,9759 4,7440 4,4838 4,1976 3,8974 3,6076 3,3748 3,2646 3,3295 3,5708 3,9251 4,2878 4,5609 4,6931 4,6928 4,6118 4,5087 4,4046 4,2674 4,0530 3,7524 3,3871 2,9882 2,5998 2,2797 2,0814 2,0350 2,1349 2,3387 2,5884 2,8351 3,0412 3,1694 3,1776 3,0395 2,7772 2,4559 2,1345 1,8263 1,5067 1,1490 0,7477 0,3234 -0,0824 -0,4129 -0,6086 -0,6246 -0,4417 -0,0685 0,4490 1,0268 1,5721 2,0235 2,3627 2,5968 2,7311 2,7514 2,6407 2,4212 2,1512 1,8710 1,5838 1,2919 1,0140 0,7663 0,5537 0,3775 0,2447 0,1672 0,1525 0,2062 0,3457 0,6042 1,0120 1,5601 2,1776 2,7673 3,2737 3,7121 4,1344 4,5700 5,0007 5,3833 5,6729 5,8251 5,8037 5,5974 5,2210 4,7079 4,1138 3,5144 2,9852 2,5798 2,3193 2,1942 2,1741 2,2174 2,2812 2,3377 2,3823 2,4274 2,4806 2,5237 2,5086 2,3739 2,0751 1,6144 1,0468 0,4558 -0,0805 -0,5183 -0,8558 -1,1114 -1,2998 -1,4240 -1,4758 -1,4405 -1,3056 -1,0716 -0,7619 -0,4105 -0,0399 0,3292 0,6495 0,8491 0,8702 0,7029 0,3866 -0,0120 -0,4219 -0,7828 -1,0591 -1,2374 -1,3157 -1,3150 -1,2926 -1,3105 -1,3891 -1,5011 -1,6045 -1,6787 -1,7371 -1,8124 -1,9287 -2,0886 -2,2821 -2,4955 -2,7114 -2,9079 -3,0571
F3    0,1540 0,1991 0,4072 0,6774 0,9132 1,0380 0,9855 0,7064 0,2143 -0,3787 -0,9025 -1,2245 -1,3000 -1,1550 -0,8546 -0,4736 -0,0746 0,2903 0,5735 0,7505 0,8343 0,8632 0,8686 0,8460 0,7532 0,5498 0,2540 -0,0467 -0,2467 -0,2851 -0,1740 0,0166 0,2046 0,3399 0,4073 0,3990 0,2994 0,1046 -0,1507 -0,3908 -0,5416 -0,5896 -0,5898 -0,6000 -0,6225 -0,6250 -0,6008 -0,5829 -0,6002 -0,6401 -0,6589 -0,6232 -0,5322 -0,4036 -0,2568 -0,1125 0,0147 0,1292 0,2490 0,3849 0,5351 0,6911 0,8363 0,9430 0,9816 0,9343 0,7982 0,5798 0,3026 0,0142 -0,2286 -0,3878 -0,4530 -0,4264 -0,3053 -0,0819 0,2407 0,6290 1,0129 1,2989 1,4089 1,3209 1,0861 0,8149 0,6265 0,5865 0,6909 0,9032 1,1827 1,4800 1,7363 1,9022 1,9596 1,9318 1,8720 1,8305 1,8232 1,8241 1,7815 1,6476 1,4053 1,0853 0,7613 0,5082 0,3581 0,3051 0,3394 0,4552 0,6335 0,8427 1,0538 1,2444 1,3990 1,5039 1,5404 1,4925 1,3641 1,1837 0,9954 0,8389 0,7319 0,6727 0,6606 0,7053 0,8085 0,9437 1,0674 1,1519 1,2029 1,2484 1,3052 1,3557 1,3644 1,3180 1,2420 1,1742 1,1326 1,1055 1,0624 0,9796 0,8617 0,7408 0,6660 0,6943 0,8725 1,2144 1,6865 2,2158 2,7168 3,1187 3,3773 3,4775 3,4370 3,2943 3,0813 2,8124 2,5059 2,2022 1,9565 1,8145 1,7862 1,8345 1,9009 1,9558 2,0143 2,1063 2,2451 2,4243 2,6286 2,8416 3,0447 3,2190 3,3539 3,4519 3,5223 3,5753 3,6180 3,6546 3,6931 3,7435 3,8022 3,8396 3,8094 3,6797 3,4624 3,2102 2,9868 2,8443 2,8119 2,8875 3,0398 3,2217 3,3752 3,4450 3,4130 3,3119 3,1900 3,0751 2,9829 2,9361 2,9509 3,0168 3,1073 3,2048 3,3050 3,3973 3,4487 3,4171 3,2892 3,1021 2,9192 2,7842 2,7095 2,6913 2,7107 2,7237 2,6721 2,5178 2,2702 1,9753 1,6761 1,3855 1,1045 0,8594 0,7104 0,7154 0,8868 1,1819 1,5304 1,8682 2,1494 2,3399 2,4172 2,3752 2,2237 1,9850 1,6914 1,3841 1,1043 0,8834 0,7465 0,7191 0,8137 1,0132 1,2744 1,5418 1,7571 1,8800 1,9094 1,8750 1,8131 1,7553 1,7303 1,7559 1,8250 1,9076 1,9744 2,0163 2,0472 2,0976 2,1956 2,3425 2,5096 2,6637 2,7967 2,9254 3,0607 3,1897 3,2973 3,3831 3,4514 3,5044 3,5544 3,6226 3,7128 3,7906 3,8008 3,7140 3,5564 3,3904 3,2644 3,1861 3,1442 3,1471 3,2243 3,3955 3,6468 3,9325 4,1975 4,4054 4,5433 4,6003 4,5546 4,3904 4,1220 3,7936 3,4580 3,1674 2,9822 2,9597 3,1180 3,4187 3,7972 4,2102 4,6514 5,1263 5,6177 6,0757 6,4366 6,6446 6,6704 6,5319 6,2965 6,0473 5,8460 5,7300 5,7210 5,8133 5,9744 6,1764 6,4106 6,6576 6,8737 7,0205 7,0809 7,0406 6,8754 6,5701 6,1491 5,6819 5,2558 4,9409 4,7751 4,7644 4,8856 5,0833 5,2780 5,3942 5,3943 5,2885 5,1145 4,9123 4,7204 4,5714 4,4713 4,3919 4,2947 4,1601 3,9981 3,8375 3,7097 3,6265 3,5601 3,4605 3,3031 3,1152 2,9676 2,9444 3,0997 3,4287 3,8746 4,3530 4,7706 5,0507 5,1536 5,0708 4,8089 4,4022 3,9312 3,5005 3,1970 3,0604 3,0691 3,1455 3,2021 3,1970 3,1423 3,0726 3,0241 3,0300 3,1055 3,2355 3,3827 3,5083 3,5766 3,5455 3,3735 3,0485 2,6121 2,1523 1,7644 1,5066 1,3912 1,4096 1,5526 1,8100 2,1596 2,5639 2,9748 3,3369 3,5998 3,7425 3,7789 3,7428 3,6749 3,6040 3,5190 3,3763 3,1461 2,8517 2,5623 2,3442 2,2223 2,1824 2,1974 2,2487 2,3314 2,4488 2,6098 2,8270 3,1080 3,4388 3,7745 4,0488 4,2083 4,2471 4,2124 4,1778 4,2085 4,3307 4,5259 4,7550 4,9781 5,1603 5,2807 5,3411 5,3564 5,3360 5,2869 5,2278 5,1795 5,1459 5,1210 5,1084 5,1188 5,1570 5,2216 5,3043 5,3817 5,4188 5,3936 5,3103 5,1839 5,0210 4,8192 4,5791 4,3220 4,0946 3,9526 3,9350 4,0454 4,2488 4,4879 4,7091 4,8818 5,0004 5,0699 5,0882 5,0377 4,8975 4,6649 4,3606 4,0191 3,6824 3,3952 3,1968 3,1093 3,1257 3,2075 3,3060 3,3877 3,4389 3,4512 3,4072 3,2926 3,1262 2,9572 2,8215 2,7081 2,5733 2,3790 2,1177 1,8143 1,5160 1,2763 1,1354 1,1124 1,2164 1,4551 1,8172 2,2497 2,6668 2,9857 3,1569 3,1735 3,0552 2,8276 2,5263 2,2153 1,9680 1,8183 1,7460 1,7116 1,6882 1,6637 1,6311 1,5839 1,5186 1,4410 1,3658 1,3157 1,3253 1,4372 1,6844 2,0607 2,5021 2,9143 3,2345 3,4730 3,6957 3,9650 4,2991 4,6762 5,0469 5,3374 5,4711 5,4080 5,1558 4,7523 4,2560 3,7397 3,2700 2,8923 2,6300 2,4829 2,4242 2,4075 2,3923 2,3734 2,3808 2,4428 2,5576 2,6924 2,7946 2,8009 2,6556 2,3398 1,8868 1,3721 0,8869 0,5000 0,2317 0,0625 -0,0378 -0,0880 -0,0864 -0,0199 0,1180 0,3145 0,5440 0,7965 1,0907 1,4394 1,8059 2,1133 2,2888 2,2956 2,1384 1,8493 1,4672 1,0358 0,6078 0,2342 -0,0528 -0,2570 -0,4214 -0,5977 -0,8022 -0,9985 -1,1306 -1,1728 -1,1486 -1,1061 -1,0843 -1,0974 -1,1437 -1,2206 -1,3259 -1,4469 -1,5540
F7    0,1622 0,1502 0,1333 0,0601 -0,0945 -0,3204 -0,5631 -0,7377 -0,7796 -0,7100 -0,6285 -0,6213 -0,6963 -0,8011 -0,8633 -0,8197 -0,6481 -0,3775 -0,0583 0,2659 0,5511 0,7553 0,8689 0,9198 0,9328 0,9036 0,8212 0,6965 0,5571 0,4270 0,3184 0,2334 0,1705 0,1276 0,1009 0,0840 0,0764 0,0937 0,1525 0,2335 0,2779 0,2415 0,1344 0,0025 -0,1122 -0,1971 -0,2679 -0,3396 -0,4007 -0,4156 -0,3539 -0,2300 -0,1014 -0,0108 0,0538 0,1382 0,2798 0,4885 0,7516 1,0499 1,3607 1,6420 1,8309 1,8777 1,7784 1,5736 1,3284 1,1144 0,9942 1,0006 1,1212 1,3129 1,5367 1,7697 1,9821 2,1195 2,1206 1,9526 1,6325 1,2250 0,8314 0,5764 0,5576 0,7742 1,1273 1,4995 1,8140 2,0406 2,1749 2,2104 2,1347 1,9514 1,6909 1,3998 1,1240 0,8998 0,7576 0,7184 0,7703 0,8659 0,9611 1,0567 1,1943 1,4092 1,6900 1,9858 2,2425 2,4200 2,4889 2,4450 2,3285 2,2057 2,1198 2,0653 2,0163 1,9617 1,8969 1,8084 1,6798 1,4941 1,2355 0,9069 0,5513 0,2431 0,0512 0,0041 0,0820 0,2355 0,4203 0,6255 0,8573 1,0924 1,2690 1,3353 1,2966 1,2037 1,1094 1,0368 0,9789 0,9197 0,8596 0,8220 0,8404 0,9430 1,1419 1,4240 1,7428 2,0243 2,2009 2,2462 2,1794 2,0476 1,9132 1,8403 1,8681 1,9866 2,1458 2,2928 2,4102 2,5188 2,6360 2,7411 2,7969 2,7940 2,7541 2,7016 2,6546 2,6302 2,6379 2,6711 2,7105 2,7364 2,7374 2,7071 2,6447 2,5630 2,4892 2,4569 2,4891 2,5735 2,6630 2,7075 2,6737 2,5494 2,3522 2,1341 1,9661 1,9056 1,9710 2,1359 2,3479 2,5545 2,7100 2,7767 2,7436 2,6362 2,4907 2,3252 2,1481 1,9686 1,7847 1,5828 1,3602 1,1392 0,9652 0,8880 0,9273 1,0514 1,1945 1,3019 1,3599 1,3896 1,4218 1,4750 1,5444 1,6073 1,6425 1,6346 1,5671 1,4237 1,1959 0,8885 0,5300 0,1820 -0,0695 -0,1448 -0,0098 0,2999 0,6924 1,0605 1,3098 1,3721 1,2295 0,9358 0,6022 0,3481 0,2391 0,2555 0,3243 0,3822 0,4111 0,4271 0,4518 0,4957 0,5607 0,6421 0,7248 0,7939 0,8489 0,9026 0,9696 1,0614 1,1914 1,3736 1,6042 1,8553 2,0879 2,2626 2,3452 2,3205 2,1983 1,9974 1,7350 1,4362 1,1463 0,9324 0,8564 0,9316 1,1079 1,3139 1,5162 1,7338 1,9971 2,3005 2,5957 2,8226 2,9445 2,9582 2,8774 2,7187 2,5051 2,2626 2,0094 1,7578 1,5262 1,3465 1,2621 1,3128 1,5084 1,8061 2,1172 2,3612 2,5119 2,5816 2,5848 2,5346 2,4496 2,3465 2,2298 2,0977 1,9671 1,8937 1,9530 2,1898 2,5869 3,0728 3,5436 3,8892 4,0315 3,9510 3,6913 3,3394 2,9902 2,7116 2,5350 2,4753 2,5551 2,7976 3,1905 3,6641 4,1164 4,4669 4,6913 4,8147 4,8789 4,9078 4,8880 4,7816 4,5639 4,2485 3,8828 3,5289 3,2536 3,1198 3,1639 3,3670 3,6651 3,9995 4,3363 4,6284 4,7998 4,8027 4,6649 4,4606 4,2538 4,0711 3,9073 3,7429 3,5655 3,3826 3,2198 3,1078 3,0623 3,0754 3,1304 3,2114 3,3050 3,4024 3,4979 3,5884 3,6716 3,7360 3,7459 3,6506 3,4160 3,0526 2,6225 2,2246 1,9519 1,8519 1,9237 2,1212 2,3559 2,5350 2,6148 2,6116 2,5672 2,5088 2,4352 2,3341 2,2048 2,0609 1,9227 1,8057 1,7060 1,5971 1,4463 1,2367 0,9856 0,7479 0,5962 0,5904 0,7493 1,0331 1,3638 1,6704 1,9083 2,0550 2,1131 2,1027 2,0435 1,9501 1,8387 1,7329 1,6625 1,6473 1,6775 1,7165 1,7286 1,7121 1,6963 1,7021 1,7296 1,7791 1,8575 1,9605 2,0537 2,0734 1,9629 1,7147 1,3788 1,0401 0,7962 0,7330 0,8883 1,2290 1,6755 2,1533 2,6122 3,0068 3,2880 3,4214 3,3990 3,2358 2,9742 2,6841 2,4437 2,3138 2,3250 2,4720 2,7099 2,9712 3,2047 3,3937 3,5288 3,5816 3,5215 3,3493 3,1130 2,8966 2,7694 2,7387 2,7603 2,7811 2,7552 2,6545 2,5001 2,3715 2,3625 2,5136 2,7720 3,0153 3,1294 3,0794 2,9158 2,7261 2,5846 2,5255 2,5341 2,5693 2,5967 2,5962 2,5621 2,5122 2,4808 2,4921 2,5455 2,6216 2,6996 2,7666 2,8112 2,8156 2,7588 2,6261 2,4262 2,1992 1,9850 1,7849 1,5732 1,3384 1,0974 0,8770 0,6931 0,5480 0,4400 0,3719 0,3528 0,3990 0,5264 0,7255 0,9479 1,1394 1,2827 1,4001 1,5245 1,6672 1,7928 1,8362 1,7539 1,5534 1,2785 0,9888 0,7353 0,5368 0,3860 0,2733 0,1926 0,1437 0,1329 0,1629 0,2317 0,3422 0,4998 0,7026 0,9426 1,2130 1,5126 1,8408 2,1846 2,5128 2,7850 2,9703 3,0696 3,1207 3,1765 3,2661 3,3655 3,4091 3,3357 3,1218 2,7800 2,3518 1,9027 1,5027 1,1990 1,0072 0,9220 0,9292 1,0059 1,1216 1,2504 1,3745 1,4722 1,5191 1,5054 1,4380 1,3204 1,1423 0,8944 0,5814 0,2154 -0,1877 -0,5970 -0,9632 -1,2360 -1,3867 -1,4124 -1,3223 -1,1258 -0,8406 -0,5113 -0,2080 0,0028 0,0857 0,0372 -0,1191 -0,3402 -0,5790 -0,7976 -0,9684 -1,0748 -1,1170 -1,1074 -1,0545 -0,9603 -0,8231 -0,6276 -0,3633 -0,0723 0,1484 0,2101 0,0791 -0,2248 -0,6443 -1,1025 -1,5289 -1,8792 -2,1390 -2,3140 -2,4111
