Fp1   3,3880 3,7837 3,8456 3,5187 2,8232 1,7913 0,3892 -1,4191 -3,5417 -5,7147 -7,5303 -8,4958 -8,1837 -6,4591 -3,6271 -0,3563 2,5985 4,6727 5,5997 5,3792 4,2092 2,4281 0,4711 -1,2136 -2,3115 -2,7542 -2,7039 -2,4160 -2,0494 -1,5464 -0,7031 0,5864 2,1430 3,5961 4,6532 5,2487 5,4966 5,5749 5,5843 5,4274 4,8316 3,5243 1,4371 -1,1667 -3,7291 -5,6227 -6,4381 -6,1550 -5,1056 -3,7588 -2,4657 -1,3515 -0,3878 0,4937 1,3463 2,1594 2,7615 2,7861 1,8479 -0,1657 -2,9397 -5,7947 -7,8900 -8,5418 -7,5563 -5,3169 -2,5441 0,0523 2,0181 3,2485 3,9089 4,1987 4,1490 3,6510 2,6150 1,0493 -0,9493 -3,2014 -5,4291 -7,2476 -8,2268 -8,0637 -6,7544 -4,6235 -2,2073 -0,0622 1,4452 2,2703 2,6351 2,8150 2,9450 2,9808 2,7804 2,2216 1,3102 0,2392 -0,6634 -1,1073 -0,9942 -0,4087 0,4924 1,5435 2,5476 3,2501 3,4202 3,0266 2,3424 1,8508 1,9740 2,8013 4,0211 5,0929 5,5180 5,0508 3,7611 1,9298 -0,1535 -2,3391 -4,5907 -6,8598 -9,0366 -11,0014 -12,6447 -13,8118 -14,2868 -13,8931 -12,5954 -10,4810 -7,6992 -4,4851 -1,2017 1,7302 3,9859 5,4475 6,1962 6,4285 6,3712 6,1999 5,9810 5,7154 5,4506 5,2956 5,2677 5,1578 4,6321 3,5092 1,9350 0,2943 -1,0308 -1,8321 -2,1085 -2,0304 -1,8484 -1,7553 -1,8072 -1,9719 -2,2067 -2,4450 -2,5450 -2,3315 -1,6963 -0,6047 0,9791 3,0375 5,2964 7,1634 7,9836 7,4042 5,5412 2,8936 0,1227 -2,1865 -3,6777 -4,2416 -3,9669 -3,1026 -2,0079 -1,0267 -0,3615 -0,0427 0,0070 -0,1375 -0,5008 -1,1928 -2,2921 -3,7694 -5,4816 -7,1382 -8,2913 -8,4954 -7,5685 -5,7086 -3,3483 -0,8930 1,4255 3,5045 5,2549 6,5446 7,2404 7,2876 6,7471 5,7815 4,6072 3,4114 2,2615 1,0788 -0,2761 -1,8541 -3,5196 -4,9637 -5,8239 -5,8701 -5,1547 -3,9995 -2,7998 -1,7908 -0,9755 -0,2402 0,4912 1,1787 1,6825 1,8319 1,4942 0,6184 -0,7281 -2,3186 -3,7829 -4,7668 -5,1483 -5,0927 -4,9003 -4,7997 -4,8349 -4,9098 -4,9029 -4,6934 -4,1238 -3,0804 -1,6706 -0,2586 0,7365 1,1096 0,9672 0,6089 0,3487 0,4233 0,9681 1,9994 3,4089 4,9716 6,3432 7,0780 6,7406 5,0892 2,2260 -1,3532 -4,8450 -7,3756 -8,3133 -7,4757 -5,1383 -1,9156 1,4199 4,1468 5,7625 6,0642 5,1732 3,4840 1,4866 -0,4354 -2,0507 -3,1867 -3,6650 -3,3648 -2,3201 -0,6941 1,3091 3,4141 5,1799 6,0536 5,6159 3,8430 1,1949 -1,5346 -3,5213 -4,2070 -3,4493 -1,4903 1,1835 4,0119 6,5002 8,2919 9,1659 8,9973 7,7621 5,6128 2,9280 0,2438 -1,9249 -3,2900 -3,8948 -4,0073 -3,8645 -3,5028 -2,8211 -1,7461 -0,3048 1,3991 3,2129 4,9523 6,4197 7,4274 7,8282 7,5313 6,4930 4,7374 2,4299 -0,0853 -2,3766 -4,1022 -5,1127 -5,4075 -5,0453 -4,0836 -2,5503 -0,5215 1,7334 3,7505 5,0517 5,3288 4,5317 2,8824 0,8088 -1,1913 -2,6861 -3,4142 -3,3432 -2,6377 -1,5496 -0,3004 0,9919 2,3163 3,6899 5,0492 6,2177 6,9697 7,1160 6,5604 5,3262 3,5764 1,6549 0,0494 -0,8322 -0,9193 -0,4819 0,1553 0,8839 1,7940 2,9446 4,2179 5,3812 6,2088 6,5405 6,2980 5,4757 4,1227 2,3485 0,3406 -1,6308 -3,2222 -4,0623 -3,8736 -2,6424 -0,6772 1,5297 3,5207 5,0206 5,9612 6,4057 6,4465 6,1438 5,5357 4,6815 3,6659 2,5704 1,4833 0,5172 -0,2323 -0,7340 -1,0339 -1,2690 -1,6267 -2,1841 -2,7778 -3,1005 -2,9272 -2,2283 -1,1309 0,2080 1,7749 3,7372 6,2047 8,9487 11,4111 12,9858 13,2852 12,2244 9,9738 6,8848 3,4360 0,1612 -2,4900 -4,2788 -5,1505 -5,0922 -4,0540 -1,9941 1,0203 4,7105 8,5323 11,7536 13,6687 13,8089 12,0298 8,5217 3,8150 -1,2674 -5,7850 -8,9518 -10,3697 -10,0440 -8,1960 -5,1296 -1,2726 2,8077 6,5488 9,5429 11,5282 12,2939 11,6981 9,8382 7,1675 4,3825 2,1292 0,7383 0,1609 0,0903 0,1394 -0,0036 -0,4780 -1,2291 -2,0445 -2,6244 -2,6816 -2,0505 -0,7522 1,0423 3,1149 5,2478 7,1921 8,6596 9,4055 9,3411 8,5601 7,2321 5,4729 3,3337 0,9019 -1,6207 -3,9509 -5,8266 -7,0719 -7,5835 -7,3001 -6,2087 -4,3488 -1,7632 1,5373 5,4849 9,7918 13,9094 17,1640 18,9492 18,8999 17,0328 13,7749 9,8291 5,9675 2,8456 0,8268 -0,1534 -0,5299 -0,7924 -1,1281 -1,3289 -1,0240 -0,0130 1,5587 3,2532 4,5294 4,9803 4,5188 3,3930 2,0245 0,7890 -0,1314 -0,7566 -1,1970 -1,5371 -1,7941 -1,9246 -1,8402 -1,4109 -0,4812 1,0215 2,9372 4,8859 6,4735 7,4879 7,9549 8,1037 8,2549 8,6308 9,2421 9,9682 10,6834 11,2700 11,5931 11,5397 11,0611 10,1510 8,8010 6,9783 4,6459 1,8532 -1,1403 -3,8252 -5,5676 -5,8478 -4,4788 -1,6809 2,0103 5,8877 9,1986 11,3081 11,8828 10,9645 8,8812 6,0630 2,8746 -0,4526 -3,7603 -6,8437 -9,3976 -11,0614 -11,4856 -10,4337 -7,9743 -4,6362 -1,3132 1,1037 2,1357 1,8695 0,7730 -0,6061 -1,8199 -2,5681 -2,7305 -2,3993 -1,8021 -1,1335 -0,4840 0,0833 0,4689 0,5514 0,2296 -0,5060 -1,4875 -2,3585 -2,7018 -2,2491 -1,0393 0,5873 2,1709 3,3664 4,0526 4,2676 4,0866 3,5544 2,6751 1,4547 0,0050 -1,3759 -2,2799 -2,4058 -1,7407 -0,5727 0,6530 1,5615 2,0284
Fz    -0,0872 -0,3268 -0,5987 -0,8147 -0,9044 -0,8374 -0,6139 -0,2440 0,2557 0,8398 1,4043 1,7932 1,8586 1,5359 0,8733 0,0013 -0,9208 -1,7428 -2,3428 -2,6466 -2,6523 -2,4353 -2,1134 -1,7888 -1,5059 -1,2573 -1,0300 -0,8411 -0,7250 -0,6889 -0,6876 -0,6436 -0,4978 -0,2383 0,1076 0,4893 0,8375 1,0823 1,1931 1,2035 1,1911 1,2354 1,3829 1,6186 1,8609 2,0034 1,9782 1,7886 1,4922 1,1587 0,8408 0,5668 0,3389 0,1328 -0,0831 -0,3133 -0,5179 -0,6289 -0,5811 -0,3454 0,0452 0,4934 0,8694 1,0622 1,0188 0,7555 0,3506 -0,0818 -0,4360 -0,6613 -0,7741 -0,8221 -0,8354 -0,8113 -0,7292 -0,5590 -0,2672 0,1567 0,6686 1,1702 1,5509 1,7473 1,7739 1,7005 1,6059 1,5473 1,5487 1,6003 1,6733 1,7470 1,8308 1,9608 2,1743 2,4790 2,8402 3,1920 3,4644 3,6088 3,6110 3,4813 3,2328 2,8794 2,4565 2,0241 1,6403 1,3330 1,0884 0,8533 0,5543 0,1296 -0,4441 -1,1430 -1,9026 -2,6362 -3,2730 -3,7902 -4,2007 -4,5042 -4,6596 -4,6052 -4,2988 -3,7449 -2,9992 -2,1580 -1,3420 -0,6731 -0,2404 -0,0666 -0,0949 -0,2128 -0,3045 -0,2908 -0,1250 0,2258 0,7650 1,4409 2,1635 2,8610 3,5050 4,0810 4,5611 4,9215 5,1729 5,3562 5,5069 5,6302 5,7018 5,6843 5,5533 5,3193 5,0203 4,6894 4,3350 3,9500 3,5346 3,1133 2,7407 2,4847 2,3868 2,4344 2,5700 2,7179 2,8090 2,8097 2,7469 2,6986 2,7507 2,9479 3,2656 3,6219 3,9217 4,1046 4,1579 4,0909 3,9072 3,6155 3,2518 2,8785 2,5612 2,3327 2,1695 2,0193 1,8612 1,7318 1,7048 1,8531 2,2132 2,7532 3,3671 3,9188 4,3124 4,5206 4,5522 4,4134 4,1036 3,6354 3,0539 2,4330 1,8506 1,3688 1,0261 0,8293 0,7600 0,7873 0,8712 0,9684 1,0494 1,0988 1,0886 0,9714 0,7149 0,3393 -0,0793 -0,4470 -0,7103 -0,8862 -1,0388 -1,2281 -1,4719 -1,7347 -1,9406 -2,0077 -1,8900 -1,6031 -1,2194 -0,8331 -0,5198 -0,3148 -0,2074 -0,1528 -0,1083 -0,0640 -0,0387 -0,0501 -0,0917 -0,1348 -0,1560 -0,1539 -0,1252 -0,0301 0,1935 0,5668 1,0294 1,4663 1,7762 1,9210 1,9224 1,8197 1,6331 1,3641 1,0284 0,6900 0,4503 0,3873 0,5051 0,7376 0,9804 1,1236 1,0827 0,8279 0,3932 -0,1317 -0,6208 -0,9466 -1,0260 -0,8459 -0,4500 0,0955 0,7201 1,3427 1,8583 2,1531 2,1585 1,9018 1,4934 1,0603 0,6963 0,4599 0,3961 0,5457 0,9321 1,5239 2,2077 2,8104 3,1653 3,1732 2,8289 2,2124 1,4581 0,7088 0,0704 -0,4055 -0,7074 -0,8479 -0,8532 -0,7516 -0,5748 -0,3760 -0,2191 -0,1337 -0,0895 -0,0251 0,1027 0,2901 0,4911 0,6501 0,7383 0,7595 0,7253 0,6398 0,5035 0,3202 0,1050 -0,1087 -0,2728 -0,3444 -0,3047 -0,1629 0,0456 0,2653 0,4385 0,5243 0,4940 0,3189 -0,0181 -0,4866 -0,9892 -1,3862 -1,5526 -1,4301 -1,0404 -0,4705 0,1495 0,6788 1,0018 1,0561 0,8490 0,4559 -0,0072 -0,4276 -0,7417 -0,9513 -1,0918 -1,1847 -1,2200 -1,1652 -0,9819 -0,6476 -0,1729 0,4033 1,0269 1,6308 2,1359 2,4732 2,6137 2,5687 2,3613 2,0155 1,5802 1,1386 0,7782 0,5571 0,4983 0,5994 0,8384 1,1739 1,5502 1,9074 2,1919 2,3608 2,3865 2,2684 2,0401 1,7567 1,4724 1,2234 1,0220 0,8687 0,7711 0,7432 0,7923 0,9151 1,0988 1,3186 1,5389 1,7240 1,8523 1,9216 1,9443 1,9420 1,9449 1,9819 2,0638 2,1768 2,2964 2,4085 2,5190 2,6427 2,7772 2,8954 2,9718 3,0107 3,0432 3,1072 3,2315 3,4298 3,7044 4,0488 4,4296 4,7704 4,9828 5,0218 4,9068 4,6934 4,4318 4,1369 3,7873 3,3654 2,9021 2,4784 2,1840 2,0744 2,1549 2,3889 2,7197 3,0949 3,4728 3,8122 4,0611 4,1523 4,0134 3,5971 2,9195 2,0792 1,2235 0,4807 -0,0749 -0,4050 -0,4877 -0,3255 0,0381 0,5147 0,9878 1,3506 1,5560 1,6362 1,6729 1,7507 1,9329 2,2501 2,6755 3,1096 3,4159 3,4934 3,3257 2,9757 2,5413 2,1098 1,7362 1,4505 1,2766 1,2372 1,3447 1,5893 1,9372 2,3426 2,7672 3,1906 3,6021 3,9878 4,3224 4,5702 4,6985 4,6923 4,5537 4,2899 3,8964 3,3584 2,6771 1,9020 1,1299 0,4750 0,0334 -0,1462 -0,0792 0,1554 0,4296 0,6021 0,5780 0,3617 0,0573 -0,1865 -0,2541 -0,1154 0,1763 0,5308 0,8791 1,2047 1,5244 1,8484 2,1636 2,4432 2,6638 2,8214 2,9390 3,0533 3,1813 3,2948 3,3419 3,2959 3,1732 3,0038 2,8028 2,5784 2,3597 2,2023 2,1561 2,2250 2,3632 2,5078 2,6104 2,6513 2,6355 2,5738 2,4717 2,3402 2,2075 2,1080 2,0641 2,0784 2,1386 2,2307 2,3486 2,4959 2,6716 2,8488 2,9665 2,9394 2,6888 2,1854 1,4774 0,6811 -0,0652 -0,6549 -1,0373 -1,2087 -1,1957 -1,0473 -0,8241 -0,5771 -0,3275 -0,0703 0,1956 0,4363 0,5765 0,5284 0,2440 -0,2438 -0,8218 -1,3394 -1,6799 -1,8096 -1,7713 -1,6403 -1,4824 -1,3388 -1,2329 -1,1723 -1,1505 -1,1631 -1,2199 -1,3284 -1,4704 -1,6050 -1,6879 -1,6831 -1,5758 -1,3953 -1,2162 -1,1239 -1,1736 -1,3717 -1,6857 -2,0657 -2,4544 -2,7879 -3,0072 -3,0833 -3,0295 -2,8893 -2,7176 -2,5719 -2,5062 -2,5554 -2,7170 -2,9469 -3,1850 -3,3900 -3,5501 -3,6694
F3    -3,1256 -3,6659 -4,0757 -4,1329 -3,6760 -2,6673 -1,1607 0,7378 2,8799 5,0534 6,9156 7,9717 7,7418 6,0509 3,1966 -0,1597 -3,2867 -5,6322 -6,9046 -7,0548 -6,2408 -4,7857 -3,1171 -1,6453 -0,6022 0,0210 0,3648 0,5350 0,5248 0,2557 -0,3193 -1,1195 -1,9214 -2,4643 -2,6064 -2,3970 -2,0371 -1,7674 -1,7059 -1,7241 -1,4919 -0,6704 0,8764 2,9506 5,0491 6,5882 7,1931 6,8519 5,8484 4,5508 3,2204 1,9600 0,7706 -0,3861 -1,5438 -2,6613 -3,5403 -3,8271 -3,1654 -1,4334 1,1069 3,8456 6,0175 6,9850 6,5004 4,7901 2,4122 -0,0035 -1,9937 -3,3873 -4,2777 -4,8389 -5,1263 -5,0453 -4,4581 -3,2738 -1,4952 0,7334 3,0986 5,1578 6,4632 6,7385 6,0013 4,5490 2,8442 1,3562 0,3846 -0,0482 -0,1412 -0,1258 -0,0865 0,0783 0,5540 1,4551 2,7180 4,0987 5,2743 5,9913 6,1540 5,7904 4,9636 3,7454 2,2735 0,7991 -0,3837 -1,1095 -1,4677 -1,7691 -2,3627 -3,4228 -4,8475 -6,3243 -7,4944 -8,1066 -8,1008 -7,5922 -6,7454 -5,6254 -4,1753 -2,3318 -0,1369 2,2510 4,6069 6,6710 8,1639 8,8327 8,5252 7,2442 5,1728 2,6615 0,1413 -1,9946 -3,4589 -4,1021 -3,9489 -3,2004 -2,1392 -0,9806 0,1894 1,3335 2,3644 3,1744 3,7638 4,3024 5,0253 6,0486 7,2667 8,4005 9,1489 9,3362 8,9775 8,2491 7,3827 6,5437 5,7938 5,1576 4,6888 4,4348 4,3527 4,3011 4,1136 3,6460 2,7740 1,4544 -0,1286 -1,5173 -2,1694 -1,7544 -0,3257 1,7198 3,8340 5,5381 6,5525 6,7951 6,3292 5,3424 4,1148 2,9315 1,9926 1,3614 0,9704 0,7159 0,5967 0,7619 1,4107 2,6520 4,4292 6,4898 8,4000 9,6858 10,0677 9,5700 8,4032 6,7780 4,8309 2,6714 0,4599 -1,5701 -3,1723 -4,1684 -4,5004 -4,2389 -3,5320 -2,5209 -1,3050 0,0453 1,4661 2,8549 4,0182 4,6928 4,6656 3,9188 2,6925 1,3884 0,3398 -0,3833 -0,9597 -1,6194 -2,4474 -3,3193 -3,9710 -4,1346 -3,6637 -2,6010 -1,1726 0,2757 1,3899 1,9600 2,0408 1,9168 1,9019 2,1293 2,4994 2,8079 2,9053 2,7253 2,2202 1,3750 0,3218 -0,6117 -1,0459 -0,7989 -0,0204 0,9092 1,6001 1,8141 1,4926 0,6942 -0,4694 -1,8358 -3,1354 -3,9629 -3,8927 -2,7064 -0,5398 2,1451 4,6944 6,4345 6,8733 5,8689 3,6749 0,8519 -1,9064 -3,9808 -4,9955 -4,8760 -3,7946 -2,0583 0,0010 2,0784 3,8712 5,0605 5,4016 4,8597 3,6219 1,9586 0,1183 -1,6243 -2,8889 -3,2448 -2,3962 -0,3864 2,3180 4,9497 6,7243 7,1256 6,0538 3,8061 0,9342 -1,9544 -4,3740 -6,0329 -6,8030 -6,6739 -5,7387 -4,1898 -2,3174 -0,4894 0,9468 1,8253 2,2365 2,4202 2,5622 2,6689 2,6035 2,2229 1,4920 0,4949 -0,6255 -1,7281 -2,7092 -3,5078 -4,0628 -4,2566 -3,9254 -2,9611 -1,4215 0,4554 2,3363 3,9053 4,9434 5,3402 5,0464 4,0283 2,2965 0,0129 -2,4350 -4,5066 -5,6948 -5,6954 -4,4874 -2,3431 0,2330 2,6456 4,3794 5,1365 4,9004 3,8956 2,4669 0,9361 -0,5155 -1,8680 -3,1534 -4,3126 -5,1590 -5,4605 -5,0485 -3,8937 -2,1275 -0,0056 2,1341 3,9125 5,0069 5,2891 4,8823 4,0401 2,9410 1,6244 0,1275 -1,3872 -2,6728 -3,5138 -3,7823 -3,4361 -2,5016 -1,0651 0,7260 2,6625 4,4744 5,8395 6,4369 6,0777 4,8397 3,0644 1,1936 -0,4283 -1,6546 -2,4962 -3,0063 -3,2081 -3,1023 -2,6955 -2,0205 -1,1494 -0,1887 0,7350 1,5031 2,0441 2,3593 2,5260 2,6962 3,0406 3,6118 4,2606 4,7339 4,8654 4,6600 4,2352 3,6862 2,9637 1,8963 0,3856 -1,4121 -3,1013 -4,2318 -4,4726 -3,6688 -1,8410 0,7760 3,7156 6,4091 8,4163 9,5593 9,8668 9,4334 8,3142 6,5097 4,0558 1,1626 -1,7315 -4,0611 -5,3284 -5,2547 -3,8134 -1,1983 2,1979 5,8237 9,0769 11,4468 12,6109 12,4322 10,8993 8,1375 4,5055 0,5761 -3,0679 -6,0076 -7,9783 -8,8045 -8,4240 -6,9706 -4,8189 -2,5228 -0,6228 0,5825 1,1282 1,2915 1,4281 1,8373 2,6673 3,8491 5,0809 5,9173 5,9728 5,1227 3,5502 1,6060 -0,3885 -2,2276 -3,7630 -4,8240 -5,2329 -4,9057 -3,9126 -2,4234 -0,6014 1,4442 3,6231 5,8112 7,8394 9,5179 10,6755 11,2002 11,0496 10,2316 8,7728 6,6688 3,8678 0,3777 -3,5624 -7,4361 -10,5907 -12,4436 -12,6606 -11,2816 -8,7382 -5,7285 -2,9964 -1,1008 -0,2416 -0,2005 -0,4637 -0,5260 -0,2005 0,3064 0,6114 0,4742 -0,0314 -0,5948 -0,8704 -0,6421 0,1028 1,1971 2,4003 3,5261 4,4998 5,3115 5,9357 6,3225 6,4574 6,3796 6,1184 5,6217 4,7778 3,5602 2,1572 0,9092 0,0925 -0,2297 -0,2030 -0,0976 -0,1909 -0,6354 -1,4093 -2,3880 -3,4205 -4,3344 -4,9486 -5,1350 -4,8592 -4,1560 -3,0768 -1,6457 0,1511 2,2967 4,6174 6,7105 8,0158 8,0225 6,5062 3,6525 -0,0061 -3,7696 -6,9578 -9,0651 -9,8697 -9,4580 -8,1398 -6,2836 -4,1533 -1,8474 0,6172 3,1453 5,4665 7,1561 7,7462 6,9195 4,7336 1,7196 -1,2797 -3,4746 -4,4609 -4,3106 -3,4184 -2,2686 -1,2642 -0,6440 -0,4481 -0,5532 -0,8092 -1,1666 -1,6498 -2,2323 -2,7872 -3,1291 -3,0735 -2,5339 -1,6430 -0,7613 -0,3165 -0,5874 -1,5774 -3,0490 -4,6689 -6,1429 -7,2644 -7,9025 -7,9924 -7,5380 -6,5941 -5,2612 -3,7370 -2,3547 -1,4992 -1,4147 -2,0591 -3,1429 -4,3085 -5,2923 -5,9942
F7    1,7020 1,8004 1,7314 1,5646 1,3791 1,1922 0,9253 0,4644 -0,2394 -1,1137 -1,9754 -2,5860 -2,7398 -2,3552 -1,5200 -0,4539 0,5818 1,3644 1,7484 1,6776 1,1921 0,4226 -0,4438 -1,2185 -1,7647 -2,0277 -2,0360 -1,8720 -1,6062 -1,2322 -0,6828 0,0649 0,9111 1,6799 2,2388 2,5621 2,7054 2,7425 2,7051 2,5505 2,1785 1,4973 0,5041 -0,6726 -1,7992 -2,6167 -2,9371 -2,7236 -2,1139 -1,3563 -0,6883 -0,2423 -0,0285 0,0270 0,0271 0,0446 0,0680 -0,0102 -0,3287 -0,9536 -1,8187 -2,7267 -3,3955 -3,5708 -3,1670 -2,3103 -1,2530 -0,2525 0,5148 0,9971 1,2460 1,3324 1,2833 1,0995 0,7978 0,4061 -0,0600 -0,5937 -1,1698 -1,7105 -2,0741 -2,1113 -1,7571 -1,0721 -0,2107 0,6397 1,3246 1,7735 2,0038 2,0737 2,0336 1,9084 1,7004 1,3997 1,0127 0,6028 0,3004 0,2418 0,4808 0,9685 1,5962 2,2271 2,7049 2,8800 2,6694 2,1192 1,4203 0,8436 0,6119 0,7889 1,2632 1,8091 2,1770 2,1926 1,8290 1,1906 0,4200 -0,3899 -1,2077 -2,0183 -2,8038 -3,5547 -4,2492 -4,8059 -5,0941 -5,0167 -4,5699 -3,8081 -2,7828 -1,5508 -0,2209 1,0581 2,1688 3,0671 3,7614 4,2840 4,6794 4,9799 5,1797 5,2598 5,2438 5,1966 5,1476 5,0278 4,7088 4,1168 3,3140 2,4684 1,7476 1,2393 0,9424 0,7972 0,7270 0,6842 0,6680 0,6904 0,7348 0,7720 0,8087 0,8938 1,0794 1,4097 1,9328 2,6602 3,4896 4,2028 4,5712 4,4771 3,9558 3,1592 2,2937 1,5550 1,0739 0,8979 1,0074 1,3232 1,7115 2,0342 2,2193 2,2830 2,2886 2,2779 2,2248 2,0617 1,7425 1,2596 0,6381 -0,0285 -0,5508 -0,7137 -0,3985 0,3512 1,3702 2,4747 3,5320 4,4590 5,1964 5,6976 5,9262 5,8601 5,5053 4,9151 4,1986 3,4881 2,8671 2,3223 1,7778 1,1749 0,5348 -0,0299 -0,3690 -0,3932 -0,1400 0,2499 0,6204 0,8799 1,0209 1,0878 1,1397 1,2235 1,3496 1,4768 1,5150 1,3560 0,9311 0,2716 -0,4765 -1,1210 -1,5294 -1,6757 -1,6127 -1,4244 -1,1882 -0,9518 -0,7246 -0,4720 -0,1178 0,4003 1,0448 1,6616 2,0774 2,2219 2,1609 2,0286 1,9394 1,9618 2,1362 2,4774 2,9625 3,5219 4,0347 4,3377 4,2618 3,6874 2,6131 1,2031 -0,2376 -1,3659 -1,9235 -1,8062 -1,0705 0,0881 1,3838 2,5214 3,2697 3,5026 3,2283 2,5866 1,7731 0,9421 0,1785 -0,4507 -0,8382 -0,8595 -0,4636 0,2905 1,2862 2,3819 3,3874 4,0594 4,1809 3,6817 2,7055 1,5647 0,6087 0,0829 0,0601 0,4646 1,1435 1,9246 2,6476 3,1839 3,4442 3,3685 2,9227 2,1375 1,1521 0,1915 -0,5218 -0,8686 -0,8859 -0,7236 -0,5246 -0,3345 -0,1225 0,1486 0,5031 0,9631 1,5334 2,1710 2,7706 3,1878 3,3061 3,0986 2,6213 1,9606 1,2058 0,4566 -0,1912 -0,6841 -1,0154 -1,1878 -1,1942 -1,0216 -0,6458 -0,0560 0,6788 1,3950 1,9106 2,1124 1,9896 1,6175 1,1151 0,6054 0,1945 -0,0479 -0,1116 -0,0440 0,0862 0,2252 0,3579 0,5239 0,7930 1,2052 1,7373 2,3167 2,8376 3,1758 3,2232 2,9475 2,4435 1,9135 1,5403 1,3578 1,2640 1,1698 1,1094 1,2010 1,5219 2,0341 2,6090 3,0960 3,3801 3,4080 3,1872 2,7689 2,2273 1,6393 1,0754 0,6111 0,3393 0,3525 0,6920 1,3064 2,0637 2,8064 3,4153 3,8436 4,1046 4,2246 4,2079 4,0478 3,7589 3,3740 2,9274 2,4638 2,0434 1,7064 1,4443 1,2129 0,9517 0,6061 0,1781 -0,2389 -0,5064 -0,5274 -0,2831 0,1869 0,8329 1,6552 2,7086 4,0028 5,3980 6,6258 7,4140 7,6101 7,2269 6,4005 5,3031 4,0949 2,9331 1,9666 1,2938 0,9465 0,9258 1,2315 1,8530 2,7497 3,8338 4,9502 5,8809 6,4028 6,3594 5,6883 4,4185 2,6885 0,7676 -0,9838 -2,2306 -2,7866 -2,6512 -1,9456 -0,8391 0,4782 1,8139 3,0160 4,0026 4,7302 5,1237 5,0736 4,5427 3,6603 2,6843 1,8701 1,3558 1,1280 1,0674 1,0285 0,9078 0,6769 0,3787 0,0957 -0,0822 -0,0738 0,1844 0,7153 1,4823 2,4035 3,3788 4,3012 5,0673 5,5984 5,8576 5,8423 5,5542 4,9831 4,1292 3,0517 1,8907 0,8234 -0,0143 -0,5593 -0,7850 -0,6692 -0,2086 0,5653 1,6102 2,8907 4,3433 5,8302 7,1519 8,1077 8,5454 8,3854 7,6372 6,4086 4,8976 3,3635 2,0731 1,2134 0,8050 0,7071 0,7415 0,8263 0,9984 1,3371 1,8746 2,5480 3,2043 3,6527 3,7537 3,4962 3,0040 2,4683 2,0474 1,7874 1,6213 1,4480 1,2080 0,8994 0,5625 0,2658 0,0997 0,1662 0,5361 1,1948 2,0308 2,8842 3,6124 4,1422 4,4924 4,7482 4,9987 5,2924 5,6374 6,0117 6,3607 6,6079 6,6840 6,5463 6,1750 5,5580 4,6818 3,5442 2,1990 0,7995 -0,4108 -1,1700 -1,2852 -0,7004 0,4740 1,9976 3,5765 4,9241 5,8050 6,0790 5,7255 4,8288 3,5348 2,0104 0,4224 -1,0673 -2,3039 -3,1514 -3,5155 -3,3533 -2,6791 -1,6004 -0,3499 0,7537 1,4242 1,5445 1,2113 0,6412 0,0341 -0,4738 -0,7784 -0,8038 -0,5516 -0,1183 0,3663 0,8077 1,1531 1,3646 1,4067 1,2544 0,9114 0,4358 -0,0482 -0,3784 -0,4177 -0,1181 0,4525 1,1449 1,8064 2,3364 2,6818 2,8109 2,7061 2,3723 1,8457 1,2065 0,5822 0,1122 -0,1082 -0,0650 0,1644 0,4452 0,6685 0,8170
