Fp1   -1,8936 -1,8119 -1,7192 -1,6280 -1,5442 -1,4634 -1,3724 -1,2575 -1,1143 -0,9477 -0,7651 -0,5750 -0,3884 -0,2082 -0,0187 0,2045 0,4696 0,7548 1,0197 1,2241 1,3377 1,3424 1,2382 1,0466 0,7972 0,5145 0,2217 -0,0524 -0,2748 -0,4156 -0,4610 -0,4211 -0,3200 -0,1823 -0,0227 0,1576 0,3596 0,5672 0,7450 0,8553 0,8779 0,8227 0,7259 0,6241 0,5355 0,4672 0,4319 0,4447 0,5022 0,5701 0,5946 0,5323 0,3775 0,1650 -0,0546 -0,2432 -0,3902 -0,5154 -0,6527 -0,8193 -0,9947 -1,1341 -1,1978 -1,1638 -1,0233 -0,7769 -0,4363 -0,0256 0,4176 0,8410 1,1844 1,4009 1,4778 1,4415 1,3403 1,2182 1,0955 0,9729 0,8512 0,7430 0,6680 0,6421 0,6724 0,7571 0,8849 1,0318 1,1677 1,2731 1,3445 1,3813 1,3788 1,3364 1,2617 1,1593 1,0229 0,8425 0,6190 0,3690 0,1134 -0,1439 -0,4272 -0,7749 -1,2078 -1,7119 -2,2509 -2,7886 -3,3004 -3,7755 -4,2202 -4,6517 -5,0801 -5,4927 -5,8539 -6,1226 -6,2726 -6,3012 -6,2288 -6,0922 -5,9316 -5,7691 -5,5917 -5,3554 -5,0154 -4,5555 -3,9879 -3,3330 -2,6066 -1,8237 -1,0048 -0,1748 0,6451 1,4445 2,2203 2,9641 3,6536 4,2582 4,7516 5,1175 5,3530 5,4737 5,5124 5,5071 5,4873 5,4717 5,4725 5,4941 5,5300 5,5633 5,5765 5,5683 5,5616 5,5920 5,6855 5,8415 6,0257 6,1811 6,2531 6,2171 6,0917 5,9318 5,7994 5,7325 5,7398 5,8194 5,9733 6,2008 6,4827 6,7784 7,0393 7,2249 7,3129 7,3016 7,2038 7,0395 6,8339 6,6176 6,4241 6,2834 6,2149 6,2195 6,2717 6,3196 6,2978 6,1488 5,8525 5,4410 4,9828 4,5463 4,1710 3,8639 3,6159 3,4181 3,2630 3,1408 3,0396 2,9507 2,8729 2,8115 2,7702 2,7446 2,7226 2,6936 2,6513 2,5828 2,4623 2,2662 1,9951 1,6735 1,3324 0,9965 0,6846 0,4104 0,1783 -0,0177 -0,1859 -0,3285 -0,4479 -0,5581 -0,6795 -0,8180 -0,9530 -1,0477 -1,0739 -1,0308 -0,9445 -0,8511 -0,7787 -0,7397 -0,7328 -0,7527 -0,7994 -0,8753 -0,9748 -1,0839 -1,1942 -1,3002 -1,3793 -1,3897 -1,2973 -1,1032 -0,8454 -0,5774 -0,3360 -0,1248 0,0678 0,2445 0,3982 0,5311 0,6617 0,8077 0,9693 1,1372 1,3116 1,5027 1,7147 1,9306 2,1113 2,2129 2,2148 2,1325 2,0013 1,8493 1,6886 1,5258 1,3679 1,2188 1,0821 0,9675 0,8868 0,8449 0,8440 0,8894 0,9859 1,1311 1,3162 1,5323 1,7722 2,0202 2,2457 2,4098 2,4774 2,4336 2,2953 2,0979 1,8688 1,6209 1,3670 1,1282 0,9262 0,7724 0,6633 0,5816 0,5094 0,4396 0,3691 0,2889 0,1911 0,0804 -0,0310 -0,1393 -0,2560 -0,3951 -0,5539 -0,7134 -0,8583 -0,9877 -1,1074 -1,2152 -1,2994 -1,3494 -1,3650 -1,3552 -1,3388 -1,3466 -1,4155 -1,5691 -1,8006 -2,0726 -2,3369 -2,5569 -2,7154 -2,8126 -2,8597 -2,8678 -2,8396 -2,7755 -2,6789 -2,5561 -2,4125 -2,2487 -2,0598 -1,8390 -1,5839 -1,3044 -1,0210 -0,7513 -0,5006 -0,2642 -0,0327 0,2070 0,4675 0,7597 1,0948 1,4786 1,9003 2,3307 2,7327 3,0768 3,3519 3,5646 3,7334 3,8874 4,0621 4,2820 4,5435 4,8189 5,0743 5,2884 5,4579 5,5867 5,6785 5,7414 5,7866 5,8135 5,7987 5,7068 5,5149 5,2218 4,8437 4,4155 3,9948 3,6447 3,4103 3,3140 3,3558 3,5098 3,7289 3,9622 4,1682 4,3165 4,3819 4,3439 4,1971 3,9633 3,6885 3,4253 3,2103 3,0503 2,9297 2,8372 2,7819 2,7832 2,8482 2,9673 3,1262 3,3139 3,5215 3,7343 3,9240 4,0542 4,0940 4,0262 3,8531 3,6040 3,3331 3,1015 2,9520 2,8928 2,9010 2,9380 2,9639 2,9520 2,9012 2,8282 2,7437 2,6417 2,5156 2,3726 2,2263 2,0843 1,9499 1,8340 1,7555 1,7322 1,7656 1,8311 1,8858 1,8937 1,8483 1,7684 1,6739 1,5724 1,4684 1,3793 1,3401 1,3930 1,5645 1,8419 2,1701 2,4752 2,6968 2,8085 2,8194 2,7613 2,6730 2,5893 2,5302 2,4919 2,4516 2,3858 2,2876 2,1714 2,0653 1,9992 1,9921 2,0452 2,1479 2,2863 2,4391 2,5682 2,6234 2,5691 2,4056 2,1642 1,8865 1,6095 1,3623 1,1691 1,0480 1,0008 1,0082 1,0421 1,0787 1,0979 1,0758 0,9852 0,8046 0,5278 0,1709 -0,2216 -0,5865 -0,8732 -1,0727 -1,2205 -1,3653 -1,5263 -1,6815 -1,7993 -1,8717 -1,9152 -1,9540 -2,0049 -2,0726 -2,1495 -2,2202 -2,2670 -2,2743 -2,2300 -2,1251 -1,9580 -1,7369 -1,4775 -1,1937 -0,8901 -0,5626 -0,1982 0,2195 0,6934 1,1999 1,6946 2,1280 2,4680 2,7142 2,8931 3,0368 3,1618 3,2629 3,3281 3,3590 3,3691 3,3655 3,3446 3,3063 3,2650 3,2411 3,2462 3,2829 3,3560 3,4710 3,6248 3,8030 3,9805 4,1220 4,1903 4,1634 4,0445 3,8594 3,6398 3,4062 3,1617 2,9018 2,6273 2,3462 2,0628 1,7712 1,4624 1,1334 0,7850 0,4147 0,0185 -0,4039 -0,8452 -1,2856 -1,6823 -1,9705 -2,0927 -2,0459 -1,9068 -1,8012 -1,8346 -2,0359 -2,3536 -2,7054 -3,0286 -3,2923 -3,4873 -3,6223 -3,7195 -3,7984 -3,8638 -3,9162 -3,9626 -4,0116 -4,0602 -4,0864 -4,0586 -3,9592 -3,8043 -3,6312 -3,4672 -3,3131 -3,1470 -2,9470 -2,7152 -2,4815 -2,2810 -2,1360 -2,0539 -2,0301 -2,0430 -2,0587 -2,0482 -1,9985 -1,9094 -1,7882 -1,6500 -1,5162 -1,4091 -1,3455 -1,3406
Fz    -1,7771 -1,6943 -1,5750 -1,4440 -1,3211 -1,2079 -1,0909 -0,9561 -0,7988 -0,6229 -0,4332 -0,2340 -0,0316 0,1687 0,3712 0,5885 0,8225 1,0495 1,2291 1,3267 1,3265 1,2284 1,0506 0,8301 0,6049 0,3917 0,1904 0,0017 -0,1644 -0,2915 -0,3661 -0,3835 -0,3484 -0,2738 -0,1762 -0,0682 0,0419 0,1453 0,2320 0,2936 0,3243 0,3268 0,3151 0,3049 0,3011 0,3021 0,3114 0,3391 0,3896 0,4514 0,4967 0,4950 0,4341 0,3301 0,2137 0,1072 0,0134 -0,0841 -0,2082 -0,3643 -0,5246 -0,6399 -0,6688 -0,5943 -0,4194 -0,1578 0,1696 0,5346 0,8997 1,2194 1,4482 1,5575 1,5481 1,4485 1,3000 1,1402 0,9893 0,8500 0,7167 0,5883 0,4762 0,4050 0,4038 0,4911 0,6642 0,8960 1,1434 1,3654 1,5362 1,6471 1,7024 1,7170 1,7069 1,6770 1,6176 1,5152 1,3652 1,1747 0,9508 0,6879 0,3653 -0,0434 -0,5493 -1,1339 -1,7563 -2,3721 -2,9459 -3,4577 -3,9078 -4,3135 -4,6949 -5,0579 -5,3845 -5,6422 -5,8024 -5,8540 -5,8100 -5,7082 -5,5980 -5,5152 -5,4616 -5,4005 -5,2759 -5,0388 -4,6605 -4,1281 -3,4366 -2,5941 -1,6315 -0,6000 0,4500 1,4885 2,5065 3,4942 4,4187 5,2245 5,8536 6,2671 6,4606 6,4652 6,3362 6,1360 5,9224 5,7440 5,6377 5,6235 5,6971 5,8266 5,9639 6,0689 6,1317 6,1741 6,2310 6,3245 6,4462 6,5586 6,6163 6,5936 6,5018 6,3870 6,3057 6,2946 6,3643 6,5158 6,7532 7,0780 7,4733 7,8963 8,2879 8,5952 8,7921 8,8804 8,8746 8,7885 8,6348 8,4326 8,2098 8,0003 7,8381 7,7455 7,7170 7,7131 7,6716 7,5346 7,2809 6,9423 6,5876 6,2808 6,0461 5,8670 5,7093 5,5425 5,3473 5,1157 4,8525 4,5758 4,3135 4,0894 3,9125 3,7779 3,6724 3,5789 3,4793 3,3577 3,2032 3,0134 2,7967 2,5680 2,3430 2,1358 1,9586 1,8155 1,6964 1,5801 1,4488 1,2981 1,1277 0,9291 0,6900 0,4140 0,1302 -0,1180 -0,2984 -0,4059 -0,4612 -0,4988 -0,5499 -0,6274 -0,7241 -0,8247 -0,9168 -0,9922 -1,0430 -1,0635 -1,0583 -1,0390 -1,0088 -0,9577 -0,8763 -0,7734 -0,6764 -0,6114 -0,5811 -0,5633 -0,5290 -0,4619 -0,3557 -0,2004 0,0156 0,2883 0,5924 0,8989 1,1926 1,4655 1,7008 1,8668 1,9317 1,8801 1,7213 1,4892 1,2288 0,9739 0,7377 0,5203 0,3191 0,1298 -0,0519 -0,2269 -0,3891 -0,5212 -0,5973 -0,5971 -0,5210 -0,3898 -0,2310 -0,0674 0,0846 0,2098 0,2930 0,3243 0,3009 0,2301 0,1288 0,0116 -0,1254 -0,3054 -0,5487 -0,8491 -1,1743 -1,4837 -1,7489 -1,9639 -2,1394 -2,2874 -2,4138 -2,5198 -2,6014 -2,6517 -2,6686 -2,6621 -2,6551 -2,6714 -2,7217 -2,8045 -2,9164 -3,0523 -3,1961 -3,3205 -3,3966 -3,4073 -3,3515 -3,2419 -3,1013 -2,9649 -2,8770 -2,8759 -2,9779 -3,1716 -3,4244 -3,6914 -3,9227 -4,0795 -4,1467 -4,1293 -4,0426 -3,9085 -3,7571 -3,6220 -3,5247 -3,4562 -3,3778 -3,2415 -3,0137 -2,6897 -2,2976 -1,8915 -1,5318 -1,2575 -1,0647 -0,9125 -0,7508 -0,5416 -0,2645 0,0821 0,4776 0,8848 1,2673 1,6082 1,9105 2,1820 2,4231 2,6332 2,8228 3,0088 3,1983 3,3807 3,5369 3,6556 3,7393 3,7970 3,8414 3,8913 3,9625 4,0473 4,1054 4,0797 3,9299 3,6494 3,2629 2,8247 2,4153 2,1149 1,9716 1,9933 2,1554 2,4050 2,6684 2,8732 2,9735 2,9573 2,8321 2,6108 2,3115 1,9587 1,5822 1,2183 0,9042 0,6599 0,4792 0,3444 0,2469 0,1898 0,1793 0,2206 0,3139 0,4529 0,6275 0,8249 1,0268 1,2080 1,3405 1,3968 1,3561 1,2161 0,9963 0,7319 0,4592 0,2006 -0,0413 -0,2727 -0,4966 -0,7065 -0,8849 -1,0165 -1,1055 -1,1745 -1,2405 -1,2994 -1,3362 -1,3478 -1,3489 -1,3510 -1,3418 -1,2895 -1,1700 -0,9935 -0,8031 -0,6487 -0,5592 -0,5362 -0,5664 -0,6339 -0,7183 -0,7879 -0,8010 -0,7186 -0,5196 -0,2165 0,1426 0,4924 0,7788 0,9799 1,1062 1,1867 1,2504 1,3177 1,3968 1,4835 1,5678 1,6415 1,7004 1,7468 1,7946 1,8669 1,9814 2,1350 2,3058 2,4649 2,5818 2,6220 2,5516 2,3567 2,0623 1,7263 1,4085 1,1435 0,9403 0,7991 0,7201 0,6947 0,7011 0,7126 0,7094 0,6780 0,6050 0,4758 0,2810 0,0207 -0,2913 -0,6236 -0,9307 -1,1764 -1,3584 -1,5130 -1,6905 -1,9174 -2,1768 -2,4290 -2,6484 -2,8391 -3,0239 -3,2223 -3,4401 -3,6705 -3,8964 -4,0933 -4,2356 -4,3060 -4,3002 -4,2249 -4,0909 -3,9077 -3,6788 -3,4014 -3,0691 -2,6730 -2,2071 -1,6832 -1,1392 -0,6268 -0,1893 0,1583 0,4359 0,6809 0,9217 1,1617 1,3790 1,5420 1,6360 1,6742 1,6876 1,7073 1,7583 1,8602 2,0263 2,2532 2,5220 2,8120 3,1074 3,3927 3,6463 3,8395 3,9404 3,9258 3,7943 3,5645 3,2615 2,9058 2,5125 2,0940 1,6644 1,2394 0,8351 0,4594 0,1063 -0,2379 -0,5828 -0,9358 -1,3108 -1,7257 -2,1863 -2,6761 -3,1600 -3,5875 -3,9022 -4,0650 -4,0851 -4,0307 -4,0008 -4,0741 -4,2717 -4,5573 -4,8717 -5,1675 -5,4197 -5,6221 -5,7821 -5,9140 -6,0273 -6,1200 -6,1861 -6,2275 -6,2557 -6,2794 -6,2918 -6,2759 -6,2232 -6,1446 -6,0561 -5,9559 -5,8194 -5,6159 -5,3347 -5,0040 -4,6832 -4,4312 -4,2797 -4,2276 -4,2460 -4,2836 -4,2822 -4,1988 -4,0178 -3,7507 -3,4313 -3,1058 -2,8161 -2,5878 -2,4316 -2,3537
F3    -1,2340 -1,2466 -1,1913 -1,0866 -0,9577 -0,8266 -0,7061 -0,5988 -0,5002 -0,4021 -0,2904 -0,1476 0,0367 0,2627 0,5270 0,8259 1,1441 1,4463 1,6876 1,8299 1,8470 1,7264 1,4827 1,1609 0,8110 0,4579 0,1036 -0,2509 -0,5866 -0,8671 -1,0577 -1,1453 -1,1392 -1,0582 -0,9191 -0,7308 -0,5022 -0,2544 -0,0182 0,1761 0,3075 0,3698 0,3697 0,3187 0,2291 0,1232 0,0410 0,0297 0,1166 0,2860 0,4814 0,6345 0,7016 0,6790 0,5897 0,4599 0,3031 0,1142 -0,1216 -0,4002 -0,6780 -0,8882 -0,9786 -0,9308 -0,7535 -0,4695 -0,1057 0,3109 0,7498 1,1669 1,5068 1,7236 1,8027 1,7646 1,6491 1,4934 1,3137 1,1041 0,8541 0,5704 0,2856 0,0484 -0,0921 -0,1027 0,0223 0,2568 0,5509 0,8486 1,1022 1,2774 1,3586 1,3550 1,2934 1,1987 1,0801 0,9351 0,7651 0,5835 0,4041 0,2221 0,0072 -0,2851 -0,6856 -1,1867 -1,7474 -2,3185 -2,8632 -3,3649 -3,8257 -4,2591 -4,6776 -5,0770 -5,4264 -5,6771 -5,7860 -5,7397 -5,5667 -5,3304 -5,1010 -4,9230 -4,7939 -4,6676 -4,4803 -4,1833 -3,7566 -3,2002 -2,5201 -1,7279 -0,8489 0,0779 1,0156 1,9464 2,8722 3,7917 4,6748 5,4631 6,0974 6,5478 6,8217 6,9501 6,9701 6,9186 6,8330 6,7490 6,6971 6,6985 6,7598 6,8704 7,0071 7,1469 7,2794 7,4088 7,5437 7,6821 7,8019 7,8650 7,8384 7,7189 7,5423 7,3688 7,2514 7,2095 7,2300 7,2949 7,4023 7,5618 7,7762 8,0268 8,2735 8,4719 8,5972 8,6501 8,6406 8,5727 8,4485 8,2817 8,0978 7,9245 7,7855 7,6966 7,6544 7,6228 7,5365 7,3289 6,9725 6,5020 5,9980 5,5401 5,1666 4,8697 4,6202 4,3901 4,1596 3,9165 3,6577 3,3961 3,1636 2,9946 2,9021 2,8697 2,8642 2,8565 2,8310 2,7767 2,6793 2,5252 2,3116 2,0493 1,7595 1,4712 1,2127 0,9992 0,8255 0,6703 0,5124 0,3446 0,1676 -0,0234 -0,2364 -0,4647 -0,6755 -0,8220 -0,8733 -0,8369 -0,7545 -0,6788 -0,6472 -0,6706 -0,7379 -0,8328 -0,9447 -1,0689 -1,1962 -1,3120 -1,4071 -1,4805 -1,5250 -1,5213 -1,4526 -1,3241 -1,1644 -1,0076 -0,8683 -0,7334 -0,5798 -0,3974 -0,1901 0,0402 0,2978 0,5775 0,8575 1,1162 1,3487 1,5570 1,7314 1,8478 1,8797 1,8128 1,6539 1,4315 1,1807 0,9217 0,6574 0,3884 0,1240 -0,1199 -0,3248 -0,4723 -0,5473 -0,5378 -0,4341 -0,2366 0,0354 0,3459 0,6566 0,9405 1,1831 1,3717 1,4915 1,5312 1,4878 1,3724 1,2127 1,0350 0,8436 0,6267 0,3825 0,1281 -0,1152 -0,3357 -0,5312 -0,7035 -0,8556 -0,9873 -1,0954 -1,1796 -1,2427 -1,2839 -1,2985 -1,2897 -1,2767 -1,2829 -1,3220 -1,3993 -1,5214 -1,6920 -1,9013 -2,1200 -2,3082 -2,4338 -2,4874 -2,4794 -2,4344 -2,3902 -2,3937 -2,4824 -2,6629 -2,9065 -3,1671 -3,4017 -3,5785 -3,6797 -3,7050 -3,6699 -3,5960 -3,5035 -3,4073 -3,3151 -3,2249 -3,1215 -2,9765 -2,7598 -2,4577 -2,0839 -1,6771 -1,2879 -0,9627 -0,7264 -0,5722 -0,4677 -0,3724 -0,2493 -0,0685 0,1870 0,5108 0,8740 1,2405 1,5836 1,8923 2,1626 2,3892 2,5719 2,7283 2,8862 3,0609 3,2421 3,4055 3,5376 3,6458 3,7484 3,8648 4,0131 4,2015 4,4108 4,5854 4,6491 4,5398 4,2383 3,7741 3,2187 2,6744 2,2423 1,9879 1,9314 2,0538 2,3001 2,5917 2,8539 3,0385 3,1270 3,1184 3,0173 2,8314 2,5719 2,2560 1,9115 1,5759 1,2820 1,0468 0,8771 0,7809 0,7650 0,8256 0,9480 1,1143 1,3078 1,5166 1,7333 1,9468 2,1372 2,2831 2,3669 2,3761 2,3084 2,1763 2,0072 1,8332 1,6762 1,5398 1,4139 1,2862 1,1556 1,0368 0,9477 0,8885 0,8410 0,7887 0,7296 0,6681 0,6042 0,5383 0,4809 0,4545 0,4813 0,5647 0,6771 0,7714 0,8111 0,7919 0,7357 0,6631 0,5798 0,4893 0,4119 0,3823 0,4339 0,5853 0,8296 1,1284 1,4205 1,6475 1,7800 1,8271 1,8227 1,8035 1,7950 1,8059 1,8272 1,8437 1,8508 1,8620 1,9037 2,0040 2,1819 2,4349 2,7313 3,0189 3,2422 3,3558 3,3274 3,1410 2,8059 2,3625 1,8736 1,4045 1,0047 0,7035 0,5163 0,4497 0,4928 0,6112 0,7557 0,8818 0,9599 0,9727 0,9092 0,7621 0,5293 0,2198 -0,1355 -0,4838 -0,7744 -0,9911 -1,1604 -1,3258 -1,5100 -1,6996 -1,8647 -1,9878 -2,0752 -2,1469 -2,2235 -2,3247 -2,4691 -2,6644 -2,8959 -3,1265 -3,3129 -3,4276 -3,4633 -3,4195 -3,2937 -3,0842 -2,7958 -2,4403 -2,0273 -1,5592 -1,0396 -0,4860 0,0695 0,5936 1,0672 1,4898 1,8687 2,2042 2,4796 2,6623 2,7256 2,6775 2,5623 2,4342 2,3349 2,2913 2,3210 2,4294 2,5993 2,7980 2,9990 3,1924 3,3761 3,5447 3,6851 3,7783 3,8078 3,7701 3,6738 3,5258 3,3230 3,0583 2,7291 2,3426 1,9208 1,4951 1,0895 0,7082 0,3414 -0,0237 -0,4030 -0,8175 -1,2824 -1,7934 -2,3249 -2,8375 -3,2799 -3,5939 -3,7367 -3,7160 -3,6076 -3,5263 -3,5644 -3,7441 -4,0168 -4,3063 -4,5548 -4,7380 -4,8552 -4,9210 -4,9575 -4,9833 -5,0093 -5,0443 -5,0990 -5,1825 -5,2927 -5,4045 -5,4753 -5,4719 -5,3918 -5,2533 -5,0693 -4,8343 -4,5339 -4,1704 -3,7804 -3,4253 -3,1586 -3,0034 -2,9538 -2,9840 -3,0530 -3,1106 -3,1124 -3,0313 -2,8636 -2,6307 -2,3717 -2,1265 -1,9196 -1,7599 -1,6532
F7    0,2733 0,1367 -0,0462 -0,2530 -0,4507 -0,6051 -0,6917 -0,7027 -0,6477 -0,5434 -0,4012 -0,2249 -0,0187 0,2080 0,4442 0,6791 0,8967 1,0743 1,1914 1,2363 1,1991 1,0639 0,8196 0,4788 0,0783 -0,3349 -0,7138 -1,0195 -1,2265 -1,3215 -1,3063 -1,2015 -1,0385 -0,8432 -0,6238 -0,3730 -0,0889 0,2036 0,4553 0,6165 0,6597 0,5928 0,4585 0,3141 0,2044 0,1510 0,1600 0,2320 0,3558 0,4936 0,5813 0,5657 0,4447 0,2675 0,0932 -0,0487 -0,1658 -0,2889 -0,4480 -0,6407 -0,8146 -0,8988 -0,8595 -0,7178 -0,5224 -0,3170 -0,1239 0,0562 0,2289 0,3876 0,5153 0,6009 0,6488 0,6758 0,7030 0,7427 0,7830 0,7936 0,7530 0,6664 0,5589 0,4607 0,4000 0,3990 0,4663 0,5906 0,7471 0,9149 1,0807 1,2240 1,3138 1,3240 1,2454 1,0812 0,8343 0,5067 0,1164 -0,2864 -0,6325 -0,8704 -0,9962 -1,0540 -1,1046 -1,1897 -1,3171 -1,4731 -1,6443 -1,8378 -2,0819 -2,3988 -2,7764 -3,1650 -3,4981 -3,7217 -3,8162 -3,7958 -3,6994 -3,5837 -3,5064 -3,4918 -3,5044 -3,4598 -3,2718 -2,8970 -2,3478 -1,6746 -0,9388 -0,1938 0,5239 1,1975 1,8284 2,4321 3,0276 3,6191 4,1899 4,7160 5,1818 5,5813 5,9122 6,1716 6,3525 6,4483 6,4599 6,3989 6,2867 6,1523 6,0307 5,9536 5,9378 5,9851 6,0890 6,2357 6,4004 6,5497 6,6468 6,6605 6,5740 6,3940 6,1563 5,9189 5,7352 5,6285 5,5933 5,6157 5,6887 5,8092 5,9666 6,1377 6,2904 6,3939 6,4277 6,3876 6,2835 6,1349 5,9669 5,8026 5,6516 5,5077 5,3634 5,2222 5,0923 4,9688 4,8249 4,6231 4,3421 3,9947 3,6179 3,2441 2,8791 2,5093 2,1304 1,7607 1,4270 1,1451 0,9178 0,7479 0,6438 0,6060 0,6109 0,6151 0,5800 0,4985 0,3951 0,2909 0,1731 0,0069 -0,2255 -0,5046 -0,7871 -1,0309 -1,2118 -1,3287 -1,4038 -1,4716 -1,5554 -1,6494 -1,7290 -1,7755 -1,7848 -1,7583 -1,6916 -1,5724 -1,3951 -1,1808 -0,9766 -0,8280 -0,7547 -0,7462 -0,7724 -0,8094 -0,8606 -0,9496 -1,0945 -1,2950 -1,5390 -1,7984 -2,0141 -2,1001 -1,9809 -1,6388 -1,1311 -0,5595 -0,0136 0,4623 0,8561 1,1603 1,3716 1,5090 1,6143 1,7261 1,8620 2,0276 2,2318 2,4815 2,7657 3,0472 3,2677 3,3647 3,2989 3,0782 2,7532 2,3841 2,0126 1,6623 1,3501 1,0926 0,9095 0,8224 0,8412 0,9554 1,1414 1,3771 1,6500 1,9505 2,2622 2,5673 2,8566 3,1232 3,3472 3,4930 3,5179 3,3896 3,1114 2,7250 2,2875 1,8524 1,4686 1,1781 1,0040 0,9497 1,0066 1,1514 1,3408 1,5203 1,6390 1,6578 1,5578 1,3490 1,0671 0,7562 0,4537 0,1928 0,0065 -0,0900 -0,1186 -0,1231 -0,1392 -0,1823 -0,2462 -0,3080 -0,3396 -0,3185 -0,2385 -0,1208 -0,0139 0,0219 -0,0593 -0,2630 -0,5518 -0,8710 -1,1745 -1,4330 -1,6291 -1,7512 -1,7959 -1,7720 -1,6943 -1,5746 -1,4206 -1,2338 -1,0059 -0,7224 -0,3774 0,0130 0,4102 0,7707 1,0652 1,2862 1,4399 1,5348 1,5823 1,6090 1,6581 1,7686 1,9559 2,2140 2,5313 2,8962 3,2936 3,6983 4,0801 4,4255 4,7506 5,0811 5,4161 5,7187 5,9433 6,0756 6,1434 6,1864 6,2239 6,2545 6,2698 6,2561 6,1914 6,0558 5,8512 5,6011 5,3281 5,0443 4,7677 4,5293 4,3624 4,2964 4,3479 4,4972 4,6817 4,8213 4,8546 4,7587 4,5438 4,2337 3,8578 3,4593 3,0953 2,8178 2,6452 2,5543 2,5062 2,4839 2,5060 2,6062 2,8012 3,0783 3,4047 3,7424 4,0608 4,3423 4,5780 4,7639 4,9007 4,9887 5,0258 5,0165 4,9779 4,9348 4,9092 4,9051 4,9019 4,8622 4,7525 4,5688 4,3491 4,1537 4,0231 3,9619 3,9614 4,0184 4,1245 4,2467 4,3328 4,3334 4,2273 4,0384 3,8195 3,6068 3,3968 3,1770 2,9655 2,8050 2,7223 2,7058 2,7290 2,7840 2,8863 3,0564 3,2974 3,5804 3,8470 4,0354 4,1102 4,0743 3,9579 3,7922 3,5906 3,3543 3,0915 2,8240 2,5833 2,4047 2,3201 2,3418 2,4519 2,6140 2,7916 2,9635 3,1300 3,3032 3,4824 3,6402 3,7299 3,7084 3,5554 3,2841 2,9379 2,5691 2,2122 1,8824 1,5989 1,3929 1,2859 1,2724 1,3216 1,3907 1,4368 1,4286 1,3474 1,1850 0,9526 0,6936 0,4736 0,3423 0,3012 0,3058 0,3002 0,2589 0,1982 0,1506 0,1347 0,1410 0,1352 0,0726 -0,0859 -0,3576 -0,7289 -1,1540 -1,5640 -1,8864 -2,0705 -2,1006 -1,9871 -1,7462 -1,3898 -0,9352 -0,4163 0,1261 0,6640 1,1835 1,6709 2,1057 2,4669 2,7430 2,9400 3,0818 3,2004 3,3229 3,4627 3,6206 3,7940 3,9782 4,1601 4,3151 4,4166 4,4522 4,4303 4,3729 4,3128 4,2918 4,3404 4,4516 4,5834 4,6902 4,7466 4,7464 4,6932 4,5992 4,4840 4,3649 4,2502 4,1399 4,0286 3,9088 3,7757 3,6240 3,4471 3,2453 3,0267 2,7912 2,5254 2,2171 1,8649 1,4735 1,0568 0,6584 0,3578 0,2342 0,3014 0,4743 0,6095 0,5897 0,3872 0,0649 -0,2796 -0,5767 -0,8020 -0,9576 -1,0548 -1,1065 -1,1219 -1,1064 -1,0734 -1,0532 -1,0796 -1,1615 -1,2677 -1,3455 -1,3606 -1,3184 -1,2438 -1,1490 -1,0247 -0,8528 -0,6263 -0,3670 -0,1254 0,0444 0,1136 0,0830 -0,0261 -0,1793 -0,3361 -0,4671 -0,5609 -0,6128 -0,6122 -0,5492 -0,4290 -0,2704 -0,0901 0,0977
