Fp1   0,0371 -0,4136 -1,0419 -1,7517 -2,4018 -2,8441 -2,9432 -2,6182 -1,9318 -1,1272 -0,5172 -0,3014 -0,4700 -0,8377 -1,1664 -1,3135 -1,2914 -1,1898 -1,0727 -0,9584 -0,8534 -0,7596 -0,6557 -0,5014 -0,2622 0,0708 0,4780 0,9222 1,3556 1,7041 1,8747 1,8237 1,6070 1,3349 1,0877 0,8866 0,7419 0,7081 0,8658 1,2503 1,8038 2,3777 2,7749 2,8291 2,4774 1,7685 0,8323 -0,1351 -0,9110 -1,3415 -1,4088 -1,1810 -0,7059 0,0126 0,9309 1,8855 2,6327 2,9860 2,8983 2,4138 1,6000 0,5631 -0,5183 -1,4359 -2,0341 -2,2569 -2,1528 -1,8323 -1,3907 -0,8819 -0,3769 -0,0039 0,0988 -0,1378 -0,6728 -1,3812 -2,1219 -2,7849 -3,2920 -3,5776 -3,5856 -3,3025 -2,7946 -2,1998 -1,6699 -1,3009 -1,1105 -1,0718 -1,1420 -1,2686 -1,4099 -1,5423 -1,6081 -1,4859 -1,0732 -0,4006 0,3521 0,9476 1,2049 1,0437 0,4708 -0,4224 -1,4524 -2,3804 -2,9951 -3,1923 -3,0128 -2,6293 -2,2729 -2,1185 -2,2056 -2,4534 -2,7380 -2,9563 -3,0578 -3,0399 -2,9008 -2,6143 -2,1781 -1,6572 -1,1308 -0,6015 -0,0095 0,6605 1,3219 1,8260 2,0501 1,9842 1,7452 1,4766 1,2403 1,0019 0,7060 0,3590 0,0228 -0,2489 -0,4258 -0,4821 -0,3955 -0,1526 0,2387 0,7213 1,2022 1,6278 2,0313 2,4809 2,9956 3,5127 3,9254 4,1552 4,2003 4,1277 4,0063 3,8317 3,5488 3,1772 2,8809 2,8640 3,1898 3,7135 4,1825 4,3999 4,3334 4,1064 3,8927 3,8151 3,9202 4,1985 4,6060 5,0781 5,5232 5,8148 5,8440 5,6117 5,2578 5,0030 5,0593 5,5247 6,2681 6,9281 7,1225 6,7009 5,8092 4,7660 3,8702 3,2634 2,9341 2,8268 2,9200 3,2062 3,6472 4,1815 4,7520 5,3085 5,8178 6,2852 6,7239 7,0885 7,2765 7,2053 6,8590 6,2672 5,4949 4,6688 3,9641 3,5263 3,4049 3,5488 3,8415 4,1494 4,3600 4,3892 4,2009 3,8457 3,4422 3,0920 2,8221 2,6032 2,4117 2,2690 2,2284 2,3341 2,5772 2,8651 3,0479 2,9956 2,6687 2,1313 1,5009 0,8896 0,3848 0,0564 -0,0488 0,0706 0,3645 0,7491 1,1215 1,3530 1,2963 0,8502 0,0608 -0,8479 -1,5678 -1,8525 -1,6182 -0,9767 -0,1835 0,4887 0,8721 0,9215 0,6604 0,1613 -0,4442 -1,0023 -1,4104 -1,6503 -1,7421 -1,6661 -1,3565 -0,7938 -0,0789 0,6082 1,1177 1,3861 1,4071 1,2064 0,8612 0,4965 0,2132 0,0068 -0,2109 -0,4929 -0,7900 -1,0011 -1,0453 -0,9117 -0,6897 -0,5256 -0,5078 -0,5976 -0,6725 -0,6093 -0,3181 0,2481 1,0549 1,9563 2,7456 3,2606 3,4476 3,3361 2,9769 2,4210 1,7362 1,0092 0,3264 -0,2250 -0,5542 -0,6185 -0,4749 -0,2372 0,0159 0,2740 0,5602 0,8832 1,2134 1,5044 1,7433 1,9682 2,2318 2,5640 2,9677 3,4300 3,9237 4,4054 4,8217 5,1347 5,3428 5,4669 5,5137 5,4691 5,3335 5,1655 5,0835 5,2001 5,5289 5,9397 6,2026 6,1039 5,5792 4,7756 3,9790 3,4737 3,4509 3,9626 4,8882 5,9640 6,9055 7,5458 7,8732 7,9639 7,9044 7,7567 7,5699 7,4210 7,4089 7,5699 7,8086 7,9285 7,7362 7,1402 6,2112 5,1888 4,3790 3,9732 3,9619 4,2063 4,5617 4,9382 5,2963 5,6342 5,9901 6,4194 6,9316 7,4530 7,8601 8,0259 7,8449 7,2936 6,5083 5,7561 5,2833 5,1899 5,4208 5,8303 6,2520 6,5480 6,6464 6,5535 6,3345 6,0788 5,8684 5,7667 5,8357 6,1371 6,7022 7,4958 8,3968 9,2115 9,7173 9,7450 9,2821 8,4888 7,5809 6,7238 6,0307 5,5865 5,4214 5,4712 5,5928 5,6508 5,6093 5,5265 5,4678 5,4450 5,4306 5,4118 5,4330 5,5897 5,9720 6,6006 7,4037 8,2324 8,9133 9,3304 9,4543 9,3017 8,9171 8,3787 7,7680 7,1462 6,5846 6,1690 5,9445 5,9029 6,0333 6,3397 6,8010 7,3425 7,8405 8,1436 8,1140 7,6823 6,8879 5,8768 4,8458 3,9498 3,2455 2,7057 2,2506 1,7713 1,1839 0,4991 -0,1722 -0,6832 -0,9163 -0,8217 -0,4507 0,0409 0,4581 0,6751 0,6969 0,6186 0,5485 0,5818 0,8001 1,2389 1,8546 2,5379 3,1505 3,5623 3,6951 3,5621 3,2523 2,8722 2,5181 2,2693 2,1609 2,1725 2,2622 2,3981 2,5453 2,6414 2,6300 2,5112 2,3273 2,1081 1,8473 1,5107 1,0620 0,4935 -0,1731 -0,9038 -1,6413 -2,2888 -2,7329 -2,8927 -2,7695 -2,4527 -2,0539 -1,6224 -1,1340 -0,5656 0,0295 0,5079 0,6850 0,4485 -0,1388 -0,8655 -1,5080 -1,9400 -2,1453 -2,1582 -2,0046 -1,6966 -1,2641 -0,7915 -0,4119 -0,2372 -0,2716 -0,3915 -0,4221 -0,2492 0,1262 0,6208 1,1333 1,5753 1,8672 1,9476 1,8197 1,5584 1,2456 0,9310 0,6512 0,4357 0,2804 0,1388 -0,0459 -0,3060 -0,6635 -1,1452 -1,7384 -2,3553 -2,8838 -3,2498 -3,4103 -3,3233 -2,9670 -2,3932 -1,7448 -1,2031 -0,9003 -0,8552 -0,9738 -1,1138 -1,1677 -1,1063 -0,9641 -0,8001 -0,6761 -0,6636 -0,8532 -1,3141 -2,0166 -2,8009 -3,4511 -3,8255 -3,9381 -3,9419 -4,0337 -4,3260 -4,7694 -5,1930 -5,4189 -5,3473 -4,9755 -4,3751 -3,6503 -2,9081 -2,2627 -1,8337 -1,6691 -1,6724 -1,6650 -1,5264 -1,2652 -0,9882 -0,8337 -0,9225 -1,3250 -2,0244 -2,9132 -3,8461 -4,6910 -5,3291 -5,6633 -5,6648 -5,3802 -4,8815 -4,2420 -3,5624 -2,9891 -2,6661 -2,6369 -2,8035 -2,9954 -3,0715 -2,9641 -2,6649 -2,1984 -1,6115
Fz    -0,1398 -0,6550 -1,3381 -2,1005 -2,8135 -3,3437 -3,5530 -3,3334 -2,7101 -1,8973 -1,1961 -0,8166 -0,7827 -0,9571 -1,1420 -1,2093 -1,1654 -1,0947 -1,0602 -1,0741 -1,1254 -1,1941 -1,2480 -1,2554 -1,1990 -1,0772 -0,8956 -0,6570 -0,3659 -0,0613 0,1789 0,3130 0,3949 0,5248 0,7590 1,0839 1,4697 1,9318 2,5239 3,2693 4,1046 4,8651 5,3198 5,2663 4,6376 3,5288 2,1467 0,7499 -0,4135 -1,1929 -1,5788 -1,6392 -1,4172 -0,9122 -0,1601 0,6895 1,4092 1,8283 1,9098 1,6941 1,2280 0,5820 -0,1136 -0,7070 -1,0891 -1,2190 -1,1279 -0,8922 -0,5675 -0,1717 0,2505 0,5849 0,6939 0,4985 0,0281 -0,5986 -1,2478 -1,8251 -2,2744 -2,5473 -2,5938 -2,3970 -2,0065 -1,5262 -1,0663 -0,6936 -0,4216 -0,2437 -0,1576 -0,1622 -0,2631 -0,4651 -0,7142 -0,8737 -0,8141 -0,5314 -0,1663 0,0846 0,0753 -0,2526 -0,8885 -1,7567 -2,7088 -3,5473 -4,0903 -4,2458 -4,0533 -3,6734 -3,3135 -3,1176 -3,1031 -3,1878 -3,2691 -3,2746 -3,1764 -2,9842 -2,7056 -2,3228 -1,8327 -1,2879 -0,7489 -0,1983 0,4431 1,1979 1,9646 2,5616 2,8309 2,7430 2,4256 2,0632 1,7642 1,5189 1,2640 0,9768 0,6904 0,4485 0,2891 0,2485 0,3448 0,5681 0,8816 1,2218 1,5184 1,7539 1,9904 2,3112 2,7388 3,2098 3,6206 3,8991 4,0482 4,1378 4,2336 4,3186 4,3180 4,2343 4,2207 4,4714 5,0383 5,7677 6,4055 6,7605 6,8055 6,6592 6,4854 6,4074 6,4926 6,7654 7,2093 7,7674 8,3338 8,7539 8,8886 8,7102 8,3348 7,9790 7,8844 8,1960 8,8104 9,3526 9,3975 8,7596 7,5890 6,2437 5,0765 4,2747 3,8471 3,7219 3,8361 4,1505 4,6291 5,2341 5,9219 6,6301 7,2965 7,9005 8,4445 8,8849 9,1262 9,0911 8,7623 8,1600 7,3343 6,4010 5,5378 4,9102 4,5978 4,5743 4,7355 4,9520 5,1086 5,1104 4,9029 4,5205 4,0796 3,6909 3,3854 3,1325 2,9116 2,7491 2,6903 2,7646 2,9646 3,2278 3,4404 3,4887 3,3209 2,9690 2,5136 2,0404 1,6316 1,3706 1,3207 1,4879 1,8129 2,2019 2,5489 2,7262 2,5835 2,0148 1,0728 0,0088 -0,8335 -1,1814 -0,9398 -0,2228 0,6985 1,5247 2,0529 2,2013 1,9674 1,4223 0,7199 0,0435 -0,4809 -0,8222 -0,9993 -0,9976 -0,7537 -0,2424 0,4440 1,1267 1,6410 1,8977 1,8720 1,5841 1,1165 0,6158 0,2167 -0,0611 -0,3109 -0,6117 -0,9429 -1,2174 -1,3514 -1,3222 -1,2069 -1,1386 -1,1897 -1,3111 -1,3820 -1,2897 -0,9527 -0,3222 0,5737 1,5957 2,5425 3,2488 3,6359 3,6857 3,3963 2,7866 1,9268 0,9315 -0,0708 -0,9426 -1,5522 -1,8454 -1,8935 -1,8280 -1,7306 -1,5970 -1,3803 -1,0585 -0,6732 -0,3048 -0,0006 0,2620 0,5491 0,9308 1,4544 2,1218 2,8791 3,6348 4,2975 4,8171 5,2039 5,4944 5,6958 5,7812 5,7400 5,6333 5,5946 5,7549 6,1400 6,6239 6,9755 6,9800 6,5729 5,8916 5,1867 4,6883 4,5419 4,7883 5,3392 5,9938 6,5383 6,8646 6,9973 7,0177 6,9899 6,9411 6,8840 6,8611 6,9489 7,1823 7,4770 7,6499 7,5250 7,0271 6,2301 5,3658 4,7323 4,5125 4,6748 5,0515 5,4804 5,8707 6,1891 6,4444 6,6925 7,0111 7,4277 7,8706 8,2032 8,2845 8,0088 7,3695 6,5307 5,7822 5,3736 5,3856 5,7329 6,2437 6,7391 7,0868 7,2324 7,1972 7,0483 6,8724 6,7549 6,7624 6,9449 7,3426 7,9727 8,7956 9,6898 10,4620 10,8949 10,8296 10,2685 9,3878 8,4182 7,5308 6,8301 6,3838 6,2037 6,2096 6,2528 6,2167 6,1080 6,0287 6,0646 6,2123 6,3949 6,5398 6,6536 6,8309 7,1891 7,7873 8,5839 9,4335 10,1311 10,5103 10,5133 10,1732 9,5784 8,8442 8,0651 7,2985 6,6128 6,1028 5,8307 5,7932 5,9575 6,2864 6,7327 7,2365 7,7162 8,0483 8,0858 7,7301 6,9985 6,0314 5,0275 4,1426 3,4309 2,8636 2,3618 1,8215 1,1721 0,4428 -0,2461 -0,7607 -1,0114 -0,9721 -0,6977 -0,3278 -0,0354 0,0683 -0,0082 -0,1735 -0,3188 -0,3311 -0,1012 0,4159 1,1511 1,9436 2,6011 2,9540 2,9142 2,5259 1,9404 1,3273 0,8198 0,5019 0,3877 0,4251 0,5489 0,7189 0,8950 1,0142 1,0356 0,9885 0,9383 0,9184 0,9108 0,8679 0,7396 0,4947 0,1248 -0,3512 -0,8696 -1,3250 -1,6128 -1,6739 -1,5268 -1,2619 -0,9750 -0,6869 -0,3422 0,1034 0,6005 1,0016 1,1285 0,8887 0,3677 -0,2173 -0,6720 -0,9290 -1,0268 -1,0143 -0,8913 -0,6323 -0,2492 0,1604 0,4289 0,4153 0,1158 -0,3116 -0,6359 -0,6852 -0,4215 0,0804 0,7037 1,3384 1,8832 2,2489 2,4033 2,3956 2,2999 2,1597 1,9952 1,8147 1,6015 1,3146 0,9278 0,4616 -0,0490 -0,5954 -1,1653 -1,6985 -2,1181 -2,3825 -2,4714 -2,3465 -1,9692 -1,3691 -0,6841 -0,1153 0,1730 0,1398 -0,1159 -0,4187 -0,6167 -0,6495 -0,5502 -0,3945 -0,2500 -0,1778 -0,2655 -0,6032 -1,1920 -1,8910 -2,4851 -2,8211 -2,8981 -2,8617 -2,9109 -3,1608 -3,5561 -3,9133 -4,0493 -3,8788 -3,4281 -2,7902 -2,0697 -1,3526 -0,7201 -0,2648 -0,0329 0,0504 0,1383 0,3370 0,6385 0,9421 1,1077 1,0015 0,5394 -0,2684 -1,3103 -2,4236 -3,4495 -4,2496 -4,7248 -4,8597 -4,7194 -4,3863 -3,9302 -3,4415 -3,0646 -2,9525 -3,1582 -3,5766 -4,0105 -4,2849 -4,3076 -4,0615 -3,5754 -2,9080
F3    1,5223 0,9870 0,2880 -0,4818 -1,2119 -1,7845 -2,0583 -1,9080 -1,3420 -0,5659 0,1167 0,4841 0,4930 0,2560 -0,0477 -0,2882 -0,4516 -0,6005 -0,7799 -0,9712 -1,1222 -1,1891 -1,1511 -1,0079 -0,7737 -0,4722 -0,1395 0,1840 0,4623 0,6535 0,7130 0,6462 0,5400 0,5024 0,5728 0,7084 0,8565 1,0246 1,2702 1,6336 2,0847 2,5031 2,6964 2,4838 1,8039 0,7482 -0,4895 -1,6771 -2,5988 -3,1221 -3,2385 -3,0133 -2,4938 -1,6929 -0,6665 0,4160 1,3114 1,8286 1,8997 1,5413 0,8080 -0,1885 -1,2627 -2,2090 -2,8722 -3,1841 -3,1785 -2,9606 -2,6280 -2,2386 -1,8633 -1,6151 -1,5978 -1,8381 -2,2660 -2,7557 -3,1982 -3,5394 -3,7589 -3,8303 -3,7111 -3,3746 -2,8475 -2,2174 -1,6003 -1,0954 -0,7628 -0,6305 -0,6878 -0,8774 -1,1345 -1,4231 -1,6914 -1,8302 -1,7469 -1,4698 -1,1482 -0,9601 -1,0336 -1,4310 -2,1528 -3,1171 -4,1448 -5,0043 -5,4999 -5,5490 -5,2162 -4,6914 -4,1996 -3,8832 -3,7451 -3,6938 -3,6358 -3,5271 -3,3727 -3,1983 -3,0102 -2,7936 -2,5545 -2,3358 -2,1643 -1,9843 -1,6873 -1,2219 -0,6576 -0,1497 0,1542 0,2178 0,1441 0,0720 0,0499 0,0042 -0,1864 -0,5734 -1,0909 -1,6048 -1,9815 -2,1366 -2,0548 -1,7713 -1,3486 -0,8781 -0,4601 -0,1355 0,1525 0,5006 0,9582 1,4857 1,9803 2,3480 2,5642 2,6747 2,7293 2,7112 2,5649 2,3159 2,1287 2,2007 2,5957 3,1822 3,7188 4,0009 3,9586 3,6620 3,2618 2,9209 2,7744 2,9022 3,3110 3,9358 4,6420 5,2343 5,5314 5,4745 5,1666 4,8235 4,6844 4,8908 5,3474 5,7069 5,5833 4,8334 3,6468 2,4004 1,4264 0,8667 0,6933 0,8238 1,2019 1,7946 2,5532 3,4035 4,2642 5,0604 5,7411 6,3006 6,7501 7,0575 7,1491 6,9785 6,5565 5,9186 5,1161 4,2527 3,4811 2,9323 2,6598 2,6352 2,7714 2,9577 3,0916 3,0823 2,8709 2,4858 2,0403 1,6466 1,3426 1,1049 0,9195 0,8228 0,8733 1,1101 1,5261 2,0414 2,5048 2,7524 2,6898 2,3442 1,8464 1,3601 1,0223 0,9214 1,0878 1,4840 2,0186 2,5815 3,0582 3,3196 3,2279 2,7021 1,8209 0,8518 0,1388 -0,0604 0,3263 1,1730 2,2238 3,2196 3,9994 4,4965 4,6825 4,5678 4,2343 3,8064 3,3786 2,9815 2,6261 2,3873 2,4046 2,7644 3,4033 4,1407 4,7828 5,1952 5,3175 5,1626 4,8290 4,4833 4,2662 4,1871 4,1386 4,0330 3,8905 3,7970 3,8272 3,9920 4,2097 4,3506 4,3482 4,2596 4,2080 4,2919 4,5643 5,0498 5,7223 6,4743 7,1448 7,5868 7,7178 7,5190 7,0074 6,2280 5,2586 4,1926 3,1210 2,1558 1,4440 1,0936 1,0894 1,3232 1,6982 2,1779 2,7520 3,3712 3,9210 4,2809 4,4256 4,4478 4,4763 4,6087 4,9014 5,3631 5,9407 6,5344 7,0430 7,4105 7,6468 7,7946 7,8757 7,8893 7,8570 7,8542 7,9906 8,3439 8,8882 9,4681 9,8464 9,8115 9,3017 8,4647 7,5817 6,9260 6,6705 6,8550 7,3744 8,0125 8,5444 8,8541 8,9590 8,9382 8,8693 8,8060 8,7774 8,8139 8,9641 9,2389 9,5364 9,6593 9,4276 8,7809 7,8171 6,7808 5,9680 5,5628 5,5513 5,7960 6,1640 6,5786 7,0035 7,4320 7,8947 8,4404 9,0722 9,7069 10,2081 10,4365 10,2762 9,7008 8,8624 8,0690 7,6153 7,6202 8,0029 8,5686 9,1089 9,4696 9,5864 9,4847 9,2559 9,0310 8,9349 9,0396 9,3675 9,9255 10,7077 11,6616 12,6525 13,4714 13,8923 13,7659 13,1181 12,1498 11,1114 10,1855 9,4734 9,0181 8,7978 8,7142 8,6300 8,4626 8,2488 8,0915 8,0526 8,1035 8,1624 8,1729 8,1638 8,2429 8,5269 9,0610 9,7878 10,5607 11,1896 11,5253 11,5181 11,1999 10,6497 9,9641 9,2203 8,4756 7,8118 7,3292 7,0741 7,0187 7,1235 7,3726 7,7458 8,1905 8,6228 8,9339 9,0058 8,7568 8,1920 7,4166 6,5914 5,8452 5,2155 4,6614 4,1101 3,4945 2,7927 2,0579 1,3985 0,9218 0,7011 0,7654 1,0744 1,5033 1,8848 2,0976 2,1232 2,0196 1,8678 1,7616 1,8003 2,0385 2,4502 2,9431 3,3820 3,6141 3,5291 3,1244 2,4990 1,7881 1,1228 0,6104 0,2971 0,1573 0,1392 0,2058 0,3183 0,4149 0,4506 0,4442 0,4494 0,4898 0,5412 0,5559 0,4898 0,3161 0,0223 -0,3909 -0,8953 -1,4324 -1,9284 -2,3013 -2,4889 -2,4899 -2,3536 -2,1116 -1,7445 -1,2390 -0,6617 -0,1729 0,0302 -0,1701 -0,7104 -1,3761 -1,9405 -2,2811 -2,3910 -2,3141 -2,0914 -1,7603 -1,3772 -1,0318 -0,8381 -0,8807 -1,1406 -1,4685 -1,6579 -1,5692 -1,1970 -0,6350 0,0016 0,6134 1,1091 1,4111 1,5058 1,4644 1,3823 1,3148 1,2697 1,2187 1,1017 0,8415 0,3862 -0,2545 -1,0233 -1,8520 -2,6600 -3,3513 -3,8504 -4,1301 -4,1880 -4,0206 -3,6403 -3,1141 -2,5768 -2,1934 -2,0899 -2,2857 -2,6742 -3,0773 -3,3331 -3,3616 -3,1806 -2,8716 -2,5292 -2,2499 -2,1496 -2,3318 -2,8008 -3,4250 -4,0082 -4,4064 -4,5930 -4,6486 -4,7011 -4,8343 -5,0161 -5,1196 -5,0169 -4,6554 -4,0691 -3,3450 -2,5744 -1,8299 -1,1846 -0,7249 -0,4825 -0,3559 -0,1637 0,2086 0,7309 1,2612 1,6222 1,6675 1,3245 0,6173 -0,3447 -1,4139 -2,4387 -3,2650 -3,7640 -3,8979 -3,7256 -3,3358 -2,8078 -2,2365 -1,7596 -1,5196 -1,5759 -1,8614 -2,2346 -2,5622 -2,7541 -2,7521 -2,5237 -2,0796
F7    -0,2779 -0,6762 -1,0936 -1,4572 -1,6938 -1,7275 -1,4682 -0,8716 -0,0388 0,7770 1,2904 1,3282 0,8962 0,1569 -0,6491 -1,3131 -1,7296 -1,8831 -1,8043 -1,5607 -1,2470 -0,9336 -0,6260 -0,2912 0,0882 0,4978 0,9050 1,2727 1,5656 1,7600 1,8543 1,8669 1,8208 1,7262 1,5618 1,2800 0,8568 0,3456 -0,1256 -0,4111 -0,4130 -0,1340 0,3045 0,7117 0,9109 0,7979 0,3697 -0,2593 -0,8952 -1,3643 -1,5933 -1,5855 -1,3427 -0,8560 -0,1682 0,5888 1,2330 1,6147 1,6644 1,3718 0,7570 -0,1103 -1,0936 -2,0230 -2,7509 -3,1899 -3,3305 -3,2179 -2,8956 -2,3859 -1,7427 -1,0965 -0,6197 -0,4326 -0,5354 -0,8338 -1,2223 -1,6205 -1,9502 -2,1293 -2,1004 -1,8529 -1,4307 -0,9412 -0,5222 -0,2619 -0,1659 -0,2044 -0,3501 -0,5678 -0,8085 -1,0199 -1,1353 -1,0761 -0,8183 -0,4580 -0,1756 -0,1174 -0,3061 -0,6608 -1,0905 -1,5484 -2,0040 -2,3973 -2,6440 -2,7008 -2,6309 -2,5920 -2,7326 -3,0778 -3,4975 -3,7827 -3,7712 -3,4392 -2,9110 -2,3795 -1,9892 -1,7799 -1,7137 -1,7198 -1,7118 -1,5937 -1,2883 -0,7922 -0,2065 0,3091 0,6364 0,7809 0,8546 0,9611 1,1087 1,2236 1,2091 1,0024 0,6018 0,0632 -0,5150 -1,0205 -1,3643 -1,4973 -1,4051 -1,1050 -0,6372 -0,0323 0,7058 1,5638 2,4732 3,3119 3,9562 4,3404 4,4795 4,4485 4,3226 4,1141 3,7779 3,3058 2,7984 2,4225 2,2921 2,3799 2,5372 2,6158 2,5895 2,5552 2,6151 2,7856 3,0350 3,3559 3,7572 4,2102 4,6197 4,8520 4,8142 4,5194 4,0823 3,6715 3,4645 3,5737 3,9449 4,3356 4,4545 4,1594 3,5370 2,8111 2,1827 1,7440 1,5039 1,4448 1,5507 1,8039 2,1697 2,5989 3,0318 3,3926 3,6269 3,7604 3,8657 3,9564 3,9629 3,8200 3,5333 3,1518 2,7303 2,3461 2,1010 2,0693 2,2476 2,5536 2,8717 3,1231 3,2918 3,3690 3,3055 3,0578 2,6508 2,1646 1,6709 1,2015 0,7788 0,4485 0,2672 0,2850 0,5222 0,9184 1,3326 1,6229 1,7123 1,6011 1,3460 1,0282 0,7340 0,5431 0,5107 0,6547 0,9573 1,3638 1,7693 2,0167 1,9373 1,4394 0,6037 -0,3206 -1,0474 -1,3906 -1,3141 -0,9185 -0,3836 0,1182 0,4838 0,6675 0,6349 0,3697 -0,0847 -0,6234 -1,1154 -1,4508 -1,5784 -1,4964 -1,2235 -0,7976 -0,2893 0,2129 0,6401 0,9596 1,1469 1,1719 1,0524 0,8915 0,8088 0,8338 0,8992 0,9408 0,9664 1,0248 1,1461 1,3097 1,4412 1,4551 1,3251 1,1070 0,8993 0,8046 0,9132 1,2767 1,8724 2,5904 3,2694 3,7748 4,0603 4,1446 4,0449 3,7629 3,3119 2,7289 2,0740 1,4389 0,9424 0,6781 0,6532 0,7964 1,0225 1,2784 1,5455 1,8216 2,0919 2,3196 2,4897 2,6518 2,8929 3,2678 3,7672 4,3481 4,9633 5,5503 6,0220 6,3053 6,3946 6,3547 6,2749 6,2319 6,2729 6,4197 6,6884 7,0806 7,5322 7,8887 7,9641 7,6444 6,9625 6,1083 5,3622 4,9797 5,0977 5,7026 6,6504 7,7132 8,6529 9,3114 9,6476 9,6992 9,5372 9,2482 8,9275 8,6741 8,5690 8,6257 8,7565 8,8010 8,6155 8,1527 7,4867 6,7917 6,2763 6,0691 6,1353 6,3134 6,4407 6,4533 6,3933 6,3556 6,4380 6,7126 7,1869 7,7719 8,3097 8,6325 8,6188 8,2572 7,6963 7,2035 7,0207 7,2319 7,7490 8,3855 8,9437 9,2859 9,3749 9,2581 9,0171 8,7415 8,5144 8,3915 8,4087 8,6072 9,0178 9,6052 10,2561 10,8269 11,1835 11,2264 10,9409 10,4147 9,7843 9,1804 8,7119 8,4480 8,3906 8,4729 8,6072 8,7546 8,9518 9,2538 9,6473 10,0132 10,1835 10,0622 9,7038 9,2823 8,9820 8,8981 9,0127 9,2345 9,4580 9,6198 9,7132 9,7499 9,7302 9,6422 9,4620 9,1741 8,8170 8,4880 8,2805 8,2352 8,3451 8,5728 8,8644 9,1737 9,4672 9,6870 9,7220 9,4539 8,8566 8,0456 7,2239 6,5741 6,1922 6,0767 6,1304 6,1856 6,0871 5,7870 5,3547 4,9053 4,5382 4,3141 4,2360 4,2423 4,2386 4,1607 4,0207 3,8914 3,8607 4,0097 4,3895 4,9726 5,6361 6,2125 6,5606 6,6092 6,3800 5,9847 5,5704 5,2438 5,0426 4,9498 4,9085 4,8455 4,7112 4,5041 4,2578 4,0139 3,8175 3,7236 3,7684 3,9227 4,0968 4,1873 4,1148 3,8423 3,3780 2,7771 2,1485 1,6383 1,3775 1,4314 1,7710 2,2774 2,7952 3,2122 3,4922 3,6334 3,6122 3,3818 2,9154 2,2651 1,5802 1,0434 0,7729 0,7611 0,8977 1,0892 1,3498 1,7425 2,2569 2,7702 3,1093 3,1489 2,8927 2,4980 2,1914 2,1306 2,3375 2,7278 3,1732 3,5516 3,7817 3,8344 3,7327 3,5387 3,3303 3,1808 3,1404 3,2089 3,3195 3,3632 3,2461 2,9269 2,4109 1,7485 1,0416 0,4071 -0,0716 -0,3430 -0,3693 -0,1497 0,2389 0,6509 0,9425 1,0358 0,9255 0,6588 0,3276 0,0516 -0,0688 -0,0043 0,1926 0,4331 0,6429 0,7651 0,7324 0,4831 0,0343 -0,4756 -0,8513 -0,9641 -0,8277 -0,5798 -0,3901 -0,3478 -0,4184 -0,4998 -0,5039 -0,3816 -0,1126 0,2895 0,7659 1,2254 1,5776 1,7656 1,8083 1,8173 1,9278 2,1955 2,5653 2,9124 3,1024 3,0396 2,6831 2,0505 1,2244 0,3321 -0,4883 -1,1137 -1,4698 -1,5554 -1,4076 -1,0533 -0,5094 0,1797 0,9065 1,5166 1,8944 2,0334 2,0180 1,9451 1,8648 1,7881 1,7357 1,7454
