Fp1   -1,7140 -1,6481 -1,5439 -1,4261 -1,3111 -1,2122 -1,1473 -1,1291 -1,1509 -1,1867 -1,2014 -1,1592 -1,0311 -0,8041 -0,4914 -0,1381 0,1921 0,4424 0,5809 0,6074 0,5488 0,4462 0,3366 0,2452 0,1905 0,1904 0,2540 0,3663 0,4834 0,5512 0,5310 0,4083 0,1947 -0,0591 -0,2679 -0,3554 -0,2935 -0,1001 0,1880 0,5329 0,8968 1,2388 1,5146 1,6794 1,6985 1,5669 1,3191 1,0155 0,7120 0,4390 0,2038 0,0098 -0,1280 -0,1909 -0,1767 -0,1043 0,0011 0,1206 0,2465 0,3698 0,4602 0,4713 0,3759 0,1921 -0,0268 -0,2217 -0,3520 -0,4081 -0,4050 -0,3673 -0,3226 -0,3034 -0,3367 -0,4290 -0,5690 -0,7426 -0,9408 -1,1577 -1,3881 -1,6237 -1,8515 -2,0591 -2,2436 -2,4076 -2,5435 -2,6284 -2,6372 -2,5576 -2,3928 -2,1554 -1,8614 -1,5297 -1,1745 -0,8003 -0,4155 -0,0433 0,2899 0,5698 0,7952 0,9729 1,1126 1,2236 1,3100 1,3725 1,4168 1,4561 1,5023 1,5665 1,6700 1,8342 2,0538 2,2943 2,5223 2,7247 2,9027 3,0598 3,1932 3,2874 3,3138 3,2380 3,0378 2,7209 2,3290 1,9265 1,5798 1,3423 1,2507 1,3299 1,5893 2,0028 2,4975 2,9725 3,3436 3,5807 3,7124 3,8009 3,9074 4,0714 4,3047 4,5888 4,8856 5,1672 5,4287 5,6651 5,8486 5,9414 5,9264 5,8167 5,6384 5,4173 5,1806 4,9539 4,7470 4,5454 4,3225 4,0594 3,7472 3,3837 2,9766 2,5371 2,0732 1,5986 1,1403 0,7235 0,3513 0,0057 -0,3301 -0,6511 -0,9355 -1,1638 -1,3209 -1,3882 -1,3528 -1,2245 -1,0337 -0,8118 -0,5764 -0,3291 -0,0663 0,2076 0,4784 0,7290 0,9459 1,1269 1,2841 1,4312 1,5677 1,6773 1,7437 1,7668 1,7632 1,7539 1,7489 1,7409 1,7149 1,6618 1,5814 1,4748 1,3384 1,1701 0,9740 0,7555 0,5116 0,2330 -0,0863 -0,4443 -0,8269 -1,2093 -1,5712 -1,9154 -2,2667 -2,6474 -3,0478 -3,4203 -3,7052 -3,8597 -3,8706 -3,7630 -3,6010 -3,4635 -3,4069 -3,4385 -3,5155 -3,5715 -3,5555 -3,4525 -3,2781 -3,0717 -2,8912 -2,7943 -2,8126 -2,9429 -3,1558 -3,4113 -3,6695 -3,8859 -4,0075 -3,9934 -3,8419 -3,5917 -3,2989 -3,0075 -2,7295 -2,4478 -2,1351 -1,7714 -1,3558 -0,9123 -0,4865 -0,1373 0,0791 0,1280 0,0105 -0,2295 -0,5143 -0,7627 -0,9260 -1,0029 -1,0320 -1,0622 -1,1264 -1,2341 -1,3731 -1,5079 -1,5898 -1,5801 -1,4622 -1,2300 -0,8765 -0,4068 0,1508 0,7614 1,4056 2,0792 2,7764 3,4756 4,1405 4,7391 5,2606 5,7099 6,0940 6,4178 6,6825 6,8793 6,9885 6,9925 6,8898 6,6932 6,4111 6,0334 5,5442 4,9562 4,3289 3,7436 3,2591 2,8904 2,6211 2,4248 2,2756 2,1464 2,0089 1,8409 1,6240 1,3325 0,9417 0,4541 -0,0927 -0,6378 -1,1147 -1,4698 -1,6792 -1,7552 -1,7376 -1,6748 -1,6077 -1,5566 -1,5135 -1,4500 -1,3354 -1,1537 -0,9115 -0,6301 -0,3281 -0,0149 0,2993 0,5989 0,8680 1,0959 1,2776 1,4131 1,5114 1,5911 1,6754 1,7797 1,9023 2,0256 2,1213 2,1654 2,1624 2,1579 2,2172 2,3839 2,6603 3,0165 3,4067 3,7785 4,0849 4,3007 4,4282 4,4841 4,4783 4,4087 4,2720 4,0728 3,8194 3,5187 3,1821 2,8334 2,4991 2,1901 1,8993 1,6163 1,3390 1,0769 0,8503 0,6864 0,6055 0,5987 0,6222 0,6208 0,5604 0,4406 0,2825 0,1131 -0,0389 -0,1470 -0,1996 -0,2136 -0,2364 -0,3297 -0,5396 -0,8700 -1,2765 -1,6830 -2,0066 -2,1815 -2,1740 -1,9849 -1,6446 -1,2024 -0,7067 -0,1942 0,3082 0,7824 1,2176 1,6075 1,9548 2,2800 2,6156 2,9813 3,3643 3,7235 4,0130 4,2034 4,2927 4,3054 4,2819 4,2605 4,2688 4,3282 4,4613 4,6836 4,9841 5,3231 5,6521 5,9328 6,1431 6,2780 6,3498 6,3831 6,4015 6,4167 6,4288 6,4368 6,4490 6,4803 6,5405 6,6312 6,7471 6,8707 6,9737 7,0238 6,9880 6,8428 6,5916 6,2674 5,9127 5,5560 5,2043 4,8502 4,4836 4,1065 3,7435 3,4412 3,2466 3,1750 3,1909 3,2274 3,2310 3,1870 3,1114 3,0279 2,9482 2,8674 2,7804 2,6967 2,6329 2,5970 2,5852 2,5922 2,6236 2,6944 2,8159 2,9894 3,2134 3,4902 3,8221 4,2029 4,6140 5,0296 5,4210 5,7632 6,0454 6,2774 6,4777 6,6518 6,7790 6,8286 6,7995 6,7338 6,6853 6,6841 6,7300 6,7998 6,8544 6,8518 6,7672 6,6073 6,4082 6,2159 6,0621 5,9503 5,8635 5,7795 5,6813 5,5716 5,4793 5,4458 5,5034 5,6691 5,9451 6,3223 6,7850 7,3080 7,8485 8,3497 8,7632 9,0622 9,2326 9,2626 9,1514 8,9207 8,6020 8,2231 7,8078 7,3775 6,9440 6,5079 6,0614 5,5911 5,0805 4,5189 3,9087 3,2609 2,5880 1,9043 1,2336 0,6091 0,0619 -0,3934 -0,7690 -1,0996 -1,4178 -1,7348 -2,0462 -2,3413 -2,6006 -2,8001 -2,9328 -3,0180 -3,0911 -3,1837 -3,3111 -3,4673 -3,6244 -3,7386 -3,7694 -3,7061 -3,5858 -3,4776 -3,4413 -3,4937 -3,6054 -3,7269 -3,8195 -3,8699 -3,8891 -3,9034 -3,9400 -4,0148 -4,1226 -4,2319 -4,3016 -4,3079 -4,2504 -4,1401 -3,9978 -3,8616 -3,7785 -3,7865 -3,8992 -4,1073 -4,3957 -4,7460 -5,1249 -5,4885 -5,8081 -6,0802 -6,3093 -6,4927 -6,6216 -6,6869 -6,6862 -6,6234 -6,5019 -6,3300 -6,1387 -5,9790 -5,8877 -5,8557 -5,8297 -5,7481 -5,5847 -5,3644 -5,1420 -4,9621 -4,8310 -4,7164 -4,5653 -4,3294
Fz    -3,2687 -3,3506 -3,4241 -3,4632 -3,4437 -3,3592 -3,2306 -3,0920 -2,9670 -2,8603 -2,7622 -2,6509 -2,4926 -2,2523 -1,9161 -1,5072 -1,0751 -0,6705 -0,3287 -0,0641 0,1307 0,2798 0,4073 0,5243 0,6372 0,7599 0,9111 1,0933 1,2832 1,4485 1,5682 1,6319 1,6361 1,5978 1,5616 1,5772 1,6724 1,8494 2,0975 2,3944 2,6967 2,9432 3,0766 3,0604 2,8833 2,5610 2,1388 1,6790 1,2367 0,8415 0,4937 0,1729 -0,1403 -0,4456 -0,7211 -0,9364 -1,0662 -1,0960 -1,0252 -0,8768 -0,7029 -0,5647 -0,5019 -0,5192 -0,5917 -0,6827 -0,7627 -0,8188 -0,8499 -0,8644 -0,8866 -0,9498 -1,0714 -1,2394 -1,4260 -1,6076 -1,7778 -1,9475 -2,1356 -2,3518 -2,5874 -2,8190 -3,0230 -3,1838 -3,2942 -3,3507 -3,3457 -3,2665 -3,1051 -2,8654 -2,5647 -2,2286 -1,8774 -1,5179 -1,1553 -0,8057 -0,4854 -0,1980 0,0610 0,2932 0,5003 0,6905 0,8764 1,0656 1,2572 1,4458 1,6273 1,8039 1,9880 2,1933 2,4141 2,6199 2,7727 2,8456 2,8295 2,7371 2,5969 2,4357 2,2644 2,0784 1,8646 1,6162 1,3447 1,0785 0,8512 0,6952 0,6416 0,7136 0,9127 1,2090 1,5444 1,8533 2,0914 2,2543 2,3734 2,4985 2,6778 2,9434 3,3022 3,7344 4,2052 4,6856 5,1569 5,5970 5,9741 6,2576 6,4344 6,5120 6,5066 6,4325 6,3031 6,1342 5,9363 5,7035 5,4171 5,0627 4,6395 4,1618 3,6555 3,1481 2,6564 2,1892 1,7531 1,3489 0,9689 0,6050 0,2600 -0,0508 -0,3105 -0,5109 -0,6488 -0,7194 -0,7231 -0,6760 -0,6070 -0,5390 -0,4704 -0,3732 -0,2177 -0,0014 0,2527 0,5190 0,7817 1,0346 1,2783 1,5099 1,7152 1,8732 1,9694 2,0028 1,9843 1,9281 1,8434 1,7322 1,5935 1,4259 1,2264 0,9862 0,6907 0,3244 -0,1233 -0,6521 -1,2491 -1,8929 -2,5607 -3,2333 -3,8933 -4,5251 -5,1258 -5,7090 -6,2880 -6,8561 -7,3814 -7,8180 -8,1257 -8,2865 -8,3089 -8,2237 -8,0772 -7,9189 -7,7894 -7,7097 -7,6806 -7,6958 -7,7528 -7,8473 -7,9627 -8,0770 -8,1793 -8,2754 -8,3816 -8,5145 -8,6790 -8,8600 -9,0213 -9,1123 -9,0870 -8,9286 -8,6615 -8,3363 -8,0003 -7,6794 -7,3792 -7,0977 -6,8321 -6,5785 -6,3308 -6,0850 -5,8482 -5,6435 -5,4972 -5,4225 -5,4172 -5,4640 -5,5289 -5,5700 -5,5579 -5,4927 -5,3988 -5,3029 -5,2163 -5,1351 -5,0461 -4,9263 -4,7480 -4,4922 -4,1557 -3,7428 -3,2564 -2,6996 -2,0800 -1,4052 -0,6738 0,1181 0,9632 1,8316 2,6756 3,4474 4,1187 4,6872 5,1668 5,5739 5,9157 6,1863 6,3718 6,4609 6,4505 6,3406 6,1245 5,7861 5,3085 4,6896 3,9541 3,1529 2,3495 1,6044 0,9640 0,4533 0,0739 -0,1971 -0,4025 -0,5934 -0,8182 -1,1194 -1,5273 -2,0480 -2,6587 -3,3179 -3,9840 -4,6282 -5,2340 -5,7915 -6,2958 -6,7457 -7,1400 -7,4737 -7,7373 -7,9192 -8,0011 -7,9601 -7,7844 -7,4865 -7,0963 -6,6469 -6,1735 -5,7164 -5,3124 -4,9745 -4,6815 -4,3900 -4,0555 -3,6487 -3,1660 -2,6291 -2,0741 -1,5392 -1,0599 -0,6550 -0,3039 0,0525 0,4755 0,9902 1,5765 2,1879 2,7758 3,3010 3,7343 4,0569 4,2638 4,3627 4,3679 4,2988 4,1789 4,0265 3,8485 3,6420 3,4014 3,1214 2,7952 2,4152 1,9837 1,5190 1,0453 0,5780 0,1259 -0,2972 -0,6743 -1,0028 -1,3041 -1,6146 -1,9654 -2,3713 -2,8289 -3,3175 -3,7979 -4,2236 -4,5616 -4,8101 -4,9983 -5,1709 -5,3680 -5,6083 -5,8789 -6,1320 -6,2988 -6,3176 -6,1592 -5,8367 -5,4014 -4,9224 -4,4530 -4,0127 -3,5993 -3,2087 -2,8427 -2,5051 -2,1859 -1,8512 -1,4541 -0,9622 -0,3796 0,2553 0,8895 1,4771 1,9914 2,4264 2,7879 3,0834 3,3250 3,5421 3,7822 4,0899 4,4794 4,9285 5,3951 5,8382 6,2337 6,5811 6,8911 7,1638 7,3834 7,5296 7,5886 7,5590 7,4601 7,3303 7,2123 7,1365 7,1154 7,1443 7,2069 7,2813 7,3376 7,3406 7,2677 7,1223 6,9248 6,6954 6,4431 6,1613 5,8330 5,4486 5,0194 4,5746 4,1415 3,7271 3,3150 2,8847 2,4369 2,0008 1,6205 1,3308 1,1350 1,0011 0,8867 0,7631 0,6186 0,4522 0,2684 0,0784 -0,0991 -0,2444 -0,3490 -0,4144 -0,4355 -0,3932 -0,2620 -0,0224 0,3318 0,7867 1,3067 1,8427 2,3535 2,8197 3,2421 3,6284 3,9792 4,2863 4,5428 4,7458 4,8902 4,9682 4,9785 4,9292 4,8316 4,6955 4,5356 4,3789 4,2576 4,1898 4,1675 4,1586 4,1256 4,0449 3,9154 3,7622 3,6326 3,5740 3,6130 3,7593 4,0166 4,3825 4,8432 5,3705 5,9217 6,4429 6,8816 7,1999 7,3777 7,4099 7,3041 7,0788 6,7554 6,3554 5,9027 5,4201 4,9193 4,3997 3,8548 3,2712 2,6247 1,8913 1,0677 0,1814 -0,7153 -1,5635 -2,3175 -2,9569 -3,4855 -3,9222 -4,2902 -4,6065 -4,8746 -5,0872 -5,2376 -5,3253 -5,3511 -5,3200 -5,2504 -5,1722 -5,1132 -5,0869 -5,0914 -5,1171 -5,1527 -5,1814 -5,1770 -5,1179 -5,0135 -4,9069 -4,8453 -4,8492 -4,9069 -4,9859 -5,0495 -5,0786 -5,0848 -5,1032 -5,1670 -5,2852 -5,4330 -5,5634 -5,6413 -5,6726 -5,6947 -5,7411 -5,8234 -5,9440 -6,1150 -6,3604 -6,6968 -7,1183 -7,6041 -8,1312 -8,6691 -9,1775 -9,6226 -9,9898 -10,2785 -10,4967 -10,6585 -10,7791 -10,8675 -10,9236 -10,9466 -10,9491 -10,9676 -11,0493 -11,2198 -11,4583 -11,7054 -11,8922 -11,9729 -11,9446 -11,8444 -11,7244 -11,6140 -11,4986 -11,3345 -11,0874
F3    -1,6742 -1,6704 -1,6455 -1,6074 -1,5595 -1,5065 -1,4618 -1,4396 -1,4418 -1,4567 -1,4658 -1,4448 -1,3640 -1,2021 -0,9672 -0,7026 -0,4662 -0,3013 -0,2218 -0,2163 -0,2596 -0,3231 -0,3825 -0,4187 -0,4112 -0,3373 -0,1873 0,0191 0,2334 0,4008 0,4884 0,4901 0,4166 0,3001 0,2010 0,1862 0,2973 0,5388 0,8887 1,3096 1,7525 2,1591 2,4670 2,6204 2,5892 2,3884 2,0763 1,7301 1,4154 1,1668 0,9869 0,8609 0,7799 0,7517 0,7887 0,8941 1,0612 1,2792 1,5313 1,7824 1,9730 2,0408 1,9570 1,7433 1,4596 1,1779 0,9576 0,8285 0,7901 0,8162 0,8559 0,8469 0,7458 0,5510 0,2913 -0,0040 -0,3202 -0,6548 -1,0083 -1,3746 -1,7339 -2,0558 -2,3153 -2,5052 -2,6307 -2,6985 -2,7099 -2,6640 -2,5641 -2,4175 -2,2320 -2,0160 -1,7738 -1,5011 -1,1994 -0,8859 -0,5833 -0,3061 -0,0592 0,1622 0,3709 0,5804 0,7918 0,9842 1,1238 1,1885 1,1860 1,1564 1,1593 1,2405 1,4016 1,6067 1,8177 2,0137 2,1862 2,3298 2,4358 2,4858 2,4538 2,3216 2,0950 1,8040 1,4936 1,2091 0,9859 0,8497 0,8260 0,9408 1,2043 1,5901 2,0315 2,4429 2,7549 2,9426 3,0322 3,0858 3,1708 3,3348 3,5934 3,9289 4,3030 4,6825 5,0463 5,3691 5,6083 5,7200 5,6911 5,5536 5,3640 5,1740 5,0126 4,8821 4,7591 4,6018 4,3700 4,0470 3,6428 3,1860 2,7135 2,2555 1,8255 1,4269 1,0602 0,7160 0,3728 0,0144 -0,3504 -0,6890 -0,9670 -1,1686 -1,2919 -1,3324 -1,2863 -1,1666 -1,0054 -0,8348 -0,6679 -0,4956 -0,3030 -0,0843 0,1552 0,4054 0,6547 0,8954 1,1220 1,3195 1,4618 1,5269 1,5133 1,4429 1,3536 1,2834 1,2492 1,2357 1,2095 1,1435 1,0223 0,8324 0,5617 0,2108 -0,2032 -0,6581 -1,1398 -1,6445 -2,1711 -2,7124 -3,2517 -3,7730 -4,2755 -4,7769 -5,3021 -5,8631 -6,4372 -6,9659 -7,3840 -7,6493 -7,7521 -7,7171 -7,6011 -7,4755 -7,4010 -7,4035 -7,4666 -7,5468 -7,6013 -7,6021 -7,5377 -7,4216 -7,3004 -7,2343 -7,2625 -7,3864 -7,5786 -7,7975 -7,9966 -8,1220 -8,1174 -7,9493 -7,6312 -7,2175 -6,7749 -6,3510 -5,9592 -5,5889 -5,2241 -4,8494 -4,4516 -4,0267 -3,5898 -3,1783 -2,8400 -2,6110 -2,5036 -2,5033 -2,5717 -2,6662 -2,7635 -2,8674 -2,9987 -3,1746 -3,3917 -3,6265 -3,8423 -3,9928 -4,0309 -3,9298 -3,6934 -3,3407 -2,8855 -2,3372 -1,7136 -1,0372 -0,3223 0,4259 1,1974 1,9633 2,6772 3,2936 3,7875 4,1558 4,4100 4,5710 4,6679 4,7260 4,7520 4,7336 4,6558 4,5050 4,2589 3,8827 3,3484 2,6640 1,8857 1,0999 0,3907 -0,1877 -0,6182 -0,9131 -1,1034 -1,2317 -1,3461 -1,4871 -1,6799 -1,9400 -2,2759 -2,6798 -3,1221 -3,5583 -3,9436 -4,2486 -4,4680 -4,6156 -4,7101 -4,7637 -4,7820 -4,7673 -4,7204 -4,6411 -4,5261 -4,3701 -4,1744 -3,9506 -3,7099 -3,4598 -3,2091 -2,9701 -2,7537 -2,5626 -2,3884 -2,2155 -2,0297 -1,8265 -1,6108 -1,3906 -1,1723 -0,9653 -0,7881 -0,6586 -0,5664 -0,4627 -0,2890 -0,0155 0,3490 0,7730 1,2164 1,6319 1,9725 2,2061 2,3251 2,3407 2,2694 2,1250 1,9203 1,6715 1,3936 1,0908 0,7613 0,4116 0,0547 -0,2998 -0,6447 -0,9663 -1,2483 -1,4793 -1,6524 -1,7608 -1,8038 -1,8008 -1,7927 -1,8215 -1,9060 -2,0399 -2,2062 -2,3839 -2,5443 -2,6572 -2,7094 -2,7215 -2,7449 -2,8417 -3,0567 -3,3899 -3,7889 -4,1674 -4,4364 -4,5322 -4,4319 -4,1551 -3,7524 -3,2860 -2,8057 -2,3363 -1,8852 -1,4556 -1,0550 -0,6902 -0,3509 -0,0045 0,3879 0,8422 1,3334 1,8065 2,2072 2,5042 2,6953 2,8025 2,8607 2,9020 2,9500 3,0280 3,1681 3,4010 3,7322 4,1330 4,5566 4,9584 5,3080 5,5945 5,8238 6,0105 6,1657 6,2895 6,3746 6,4178 6,4325 6,4451 6,4756 6,5234 6,5700 6,5934 6,5795 6,5198 6,3985 6,2000 5,9279 5,6080 5,2674 4,9200 4,5671 4,2060 3,8353 3,4614 3,1060 2,8065 2,5968 2,4818 2,4279 2,3832 2,3079 2,1910 2,0465 1,8993 1,7650 1,6420 1,5245 1,4179 1,3338 1,2746 1,2332 1,2041 1,1919 1,2050 1,2444 1,3031 1,3775 1,4744 1,6081 1,7924 2,0294 2,3022 2,5818 2,8451 3,0858 3,3122 3,5337 3,7495 3,9398 4,0753 4,1438 4,1626 4,1556 4,1302 4,0802 3,9966 3,8727 3,7044 3,4957 3,2630 3,0307 2,8190 2,6341 2,4690 2,3148 2,1671 2,0238 1,8909 1,7889 1,7413 1,7635 1,8714 2,0885 2,4407 2,9417 3,5794 4,3076 5,0522 5,7364 6,3032 6,7192 6,9713 7,0700 7,0456 6,9309 6,7496 6,5164 6,2361 5,9009 5,4954 5,0065 4,4249 3,7472 2,9864 2,1771 1,3644 0,5866 -0,1316 -0,7752 -1,3334 -1,8013 -2,1867 -2,5138 -2,8127 -3,0999 -3,3722 -3,6175 -3,8226 -3,9729 -4,0599 -4,0946 -4,1058 -4,1241 -4,1685 -4,2450 -4,3486 -4,4589 -4,5369 -4,5396 -4,4479 -4,2889 -4,1263 -4,0272 -4,0311 -4,1376 -4,3123 -4,5075 -4,6870 -4,8428 -4,9955 -5,1746 -5,3947 -5,6429 -5,8840 -6,0840 -6,2318 -6,3354 -6,4054 -6,4537 -6,5016 -6,5802 -6,7215 -6,9455 -7,2560 -7,6476 -8,1038 -8,5865 -9,0442 -9,4404 -9,7675 -10,0359 -10,2615 -10,4589 -10,6349 -10,7864 -10,8964 -10,9358 -10,8860 -10,7675 -10,6375 -10,5543 -10,5404 -10,5715 -10,5952 -10,5679 -10,4840 -10,3699 -10,2513 -10,1238 -9,9550 -9,7072 -9,3645
F7    -1,5454 -1,4820 -1,4151 -1,3650 -1,3334 -1,3122 -1,3019 -1,3110 -1,3409 -1,3802 -1,4108 -1,4132 -1,3676 -1,2582 -1,0841 -0,8685 -0,6522 -0,4701 -0,3333 -0,2297 -0,1390 -0,0492 0,0360 0,1040 0,1471 0,1706 0,1887 0,2129 0,2367 0,2383 0,2008 0,1227 0,0193 -0,0718 -0,0987 -0,0262 0,1441 0,3865 0,6737 0,9850 1,2998 1,5920 1,8362 2,0151 2,1193 2,1528 2,1394 2,1115 2,0837 2,0432 1,9690 1,8622 1,7565 1,6924 1,6843 1,7183 1,7766 1,8543 1,9588 2,0911 2,2224 2,2952 2,2624 2,1223 1,9161 1,6970 1,5067 1,3636 1,2649 1,1938 1,1240 1,0224 0,8641 0,6511 0,4109 0,1774 -0,0261 -0,1948 -0,3368 -0,4592 -0,5590 -0,6281 -0,6656 -0,6826 -0,6938 -0,7051 -0,7113 -0,7016 -0,6644 -0,5875 -0,4621 -0,2877 -0,0641 0,2128 0,5303 0,8471 1,1164 1,3154 1,4501 1,5368 1,5855 1,5986 1,5798 1,5473 1,5393 1,5967 1,7346 1,9391 2,1902 2,4711 2,7566 3,0117 3,2122 3,3578 3,4597 3,5260 3,5578 3,5501 3,4878 3,3430 3,0889 2,7272 2,3050 1,8998 1,5844 1,3995 1,3574 1,4640 1,7228 2,1123 2,5706 3,0152 3,3838 3,6591 3,8638 4,0370 4,2115 4,4034 4,6164 4,8400 5,0519 5,2360 5,3941 5,5308 5,6310 5,6649 5,6166 5,4997 5,3401 5,1566 4,9576 4,7464 4,5235 4,2864 4,0328 3,7621 3,4703 3,1514 2,8070 2,4444 2,0690 1,6909 1,3355 1,0361 0,8151 0,6722 0,5898 0,5491 0,5381 0,5484 0,5802 0,6466 0,7567 0,8983 1,0445 1,1756 1,2906 1,4016 1,5209 1,6508 1,7801 1,8854 1,9422 1,9461 1,9239 1,9191 1,9603 2,0401 2,1244 2,1819 2,2022 2,1972 2,1894 2,1969 2,2268 2,2784 2,3434 2,3981 2,4074 2,3473 2,2189 2,0373 1,8106 1,5361 1,2106 0,8377 0,4308 0,0121 -0,3994 -0,8039 -1,2203 -1,6680 -2,1413 -2,5988 -2,9795 -3,2280 -3,3179 -3,2727 -3,1681 -3,0947 -3,1083 -3,2053 -3,3345 -3,4332 -3,4619 -3,4144 -3,3081 -3,1773 -3,0688 -3,0272 -3,0747 -3,2065 -3,3996 -3,6224 -3,8408 -4,0143 -4,0946 -4,0464 -3,8720 -3,6085 -3,3043 -2,9933 -2,6800 -2,3451 -1,9657 -1,5348 -1,0683 -0,5995 -0,1675 0,1875 0,4237 0,5069 0,4340 0,2517 0,0455 -0,0992 -0,1329 -0,0578 0,0776 0,2078 0,2823 0,2774 0,1926 0,0542 -0,0882 -0,1811 -0,1857 -0,0754 0,1714 0,5573 1,0508 1,5994 2,1571 2,6954 3,1980 3,6554 4,0654 4,4403 4,8039 5,1700 5,5241 5,8319 6,0588 6,1750 6,1575 6,0028 5,7399 5,4161 5,0618 4,6712 4,2189 3,6994 3,1504 2,6355 2,2022 1,8594 1,5928 1,3884 1,2398 1,1380 1,0645 0,9985 0,9197 0,8002 0,6108 0,3439 0,0236 -0,3014 -0,5702 -0,7286 -0,7484 -0,6377 -0,4381 -0,2069 0,0066 0,1818 0,3310 0,4848 0,6680 0,8821 1,1042 1,3067 1,4792 1,6305 1,7731 1,9101 2,0377 2,1545 2,2598 2,3466 2,4073 2,4464 2,4795 2,5176 2,5605 2,5975 2,6072 2,5640 2,4638 2,3429 2,2637 2,2755 2,3889 2,5796 2,8053 3,0181 3,1791 3,2725 3,3057 3,2922 3,2377 3,1417 3,0056 2,8341 2,6326 2,4065 2,1641 1,9206 1,6865 1,4557 1,2134 0,9582 0,7057 0,4737 0,2739 0,1188 0,0256 -0,0008 0,0152 0,0290 0,0056 -0,0592 -0,1428 -0,2141 -0,2452 -0,2177 -0,1295 -0,0054 0,1017 0,1311 0,0444 -0,1555 -0,4295 -0,7156 -0,9423 -1,0519 -1,0226 -0,8691 -0,6263 -0,3258 0,0219 0,4186 0,8579 1,3205 1,7811 2,2099 2,5819 2,8940 3,1688 3,4334 3,6944 3,9349 4,1298 4,2601 4,3191 4,3115 4,2498 4,1524 4,0448 3,9630 3,9482 4,0271 4,1933 4,4084 4,6230 4,7959 4,9029 4,9434 4,9417 4,9337 4,9459 4,9830 5,0335 5,0824 5,1214 5,1494 5,1677 5,1821 5,2023 5,2302 5,2533 5,2459 5,1702 4,9893 4,6920 4,3055 3,8826 3,4760 3,1164 2,8002 2,4992 2,1899 1,8825 1,6245 1,4741 1,4578 1,5465 1,6765 1,7969 1,8961 1,9911 2,1016 2,2319 2,3674 2,4910 2,6000 2,7012 2,7963 2,8790 2,9468 3,0112 3,0929 3,2067 3,3526 3,5257 3,7301 3,9804 4,2917 4,6678 5,0926 5,5258 5,9129 6,2132 6,4205 6,5516 6,6159 6,6006 6,4867 6,2798 6,0188 5,7496 5,4976 5,2626 5,0267 4,7642 4,4579 4,1170 3,7811 3,5062 3,3413 3,3033 3,3622 3,4571 3,5257 3,5275 3,4608 3,3702 3,3244 3,3813 3,5695 3,8902 4,3279 4,8620 5,4671 6,1025 6,7115 7,2394 7,6508 7,9297 8,0720 8,0852 7,9854 7,7873 7,5029 7,1494 6,7493 6,3233 5,8870 5,4514 5,0157 4,5642 4,0788 3,5538 3,0015 2,4457 1,9112 1,4186 0,9837 0,6162 0,3106 0,0374 -0,2494 -0,5845 -0,9699 -1,3812 -1,7820 -2,1327 -2,4025 -2,5856 -2,7036 -2,7916 -2,8830 -3,0009 -3,1553 -3,3354 -3,5079 -3,6297 -3,6736 -3,6485 -3,5970 -3,5708 -3,5988 -3,6732 -3,7674 -3,8651 -3,9692 -4,0918 -4,2445 -4,4345 -4,6598 -4,9011 -5,1196 -5,2755 -5,3550 -5,3737 -5,3588 -5,3342 -5,3191 -5,3329 -5,3980 -5,5317 -5,7341 -5,9906 -6,2787 -6,5715 -6,8464 -7,1002 -7,3450 -7,5843 -7,8015 -7,9704 -8,0705 -8,0972 -8,0631 -7,9896 -7,9028 -7,8328 -7,8022 -7,8053 -7,8048 -7,7517 -7,6139 -7,3947 -7,1316 -6,8772 -6,6700 -6,5087 -6,3490 -6,1246 -5,7831
