Fp1   -0,6172 -0,7347 -0,8589 -0,9488 -0,9863 -0,9871 -0,9814 -0,9841 -0,9845 -0,9598 -0,8875 -0,7512 -0,5514 -0,3153 -0,0886 0,0805 0,1489 0,0901 -0,0827 -0,3154 -0,5430 -0,7124 -0,7805 -0,7186 -0,5332 -0,2736 -0,0123 0,1829 0,2747 0,2719 0,2276 0,2118 0,2707 0,4026 0,5720 0,7435 0,8943 1,0047 1,0556 1,0392 0,9666 0,8664 0,7781 0,7383 0,7599 0,8147 0,8510 0,8363 0,7850 0,7412 0,7425 0,7975 0,8878 0,9886 1,0889 1,1921 1,3026 1,4120 1,5026 1,5671 1,6194 1,6750 1,7272 1,7556 1,7536 1,7349 1,7128 1,6776 1,5949 1,4334 1,1964 0,9210 0,6461 0,3946 0,1853 0,0422 -0,0228 -0,0308 -0,0322 -0,0802 -0,2031 -0,3962 -0,6331 -0,8869 -1,1493 -1,4273 -1,7192 -2,0046 -2,2557 -2,4528 -2,5929 -2,6871 -2,7529 -2,8092 -2,8720 -2,9483 -3,0361 -3,1307 -3,2378 -3,3893 -3,6392 -4,0286 -4,5533 -5,1666 -5,8077 -6,4277 -6,9991 -7,5077 -7,9422 -8,2958 -8,5787 -8,8191 -9,0445 -9,2640 -9,4735 -9,6694 -9,8522 -10,0242 -10,1851 -10,3247 -10,4188 -10,4372 -10,3590 -10,1775 -9,8889 -9,4833 -8,9593 -8,3490 -7,7178 -7,1360 -6,6465 -6,2480 -5,9072 -5,5886 -5,2747 -4,9709 -4,7009 -4,4913 -4,3510 -4,2640 -4,2012 -4,1390 -4,0622 -3,9518 -3,7801 -3,5250 -3,1843 -2,7708 -2,2972 -1,7722 -1,2108 -0,6419 -0,1029 0,3754 0,7760 1,0949 1,3398 1,5317 1,6936 1,8360 1,9607 2,0729 2,1798 2,2797 2,3551 2,3740 2,3028 2,1264 1,8594 1,5453 1,2399 0,9885 0,8099 0,6919 0,5995 0,4937 0,3522 0,1801 0,0056 -0,1359 -0,2180 -0,2351 -0,2082 -0,1787 -0,1934 -0,2883 -0,4769 -0,7419 -1,0358 -1,2967 -1,4770 -1,5656 -1,5840 -1,5587 -1,4995 -1,4033 -1,2695 -1,1045 -0,9179 -0,7225 -0,5337 -0,3594 -0,1914 -0,0132 0,1871 0,4113 0,6501 0,8800 1,0694 1,1954 1,2576 1,2783 1,2887 1,3103 1,3428 1,3682 1,3693 1,3441 1,3053 1,2653 1,2300 1,2084 1,2196 1,2874 1,4291 1,6391 1,8813 2,1082 2,2907 2,4310 2,5453 2,6309 2,6604 2,6048 2,4577 2,2480 2,0355 1,8836 1,8256 1,8544 1,9376 2,0405 2,1441 2,2470 2,3542 2,4678 2,5850 2,6948 2,7797 2,8313 2,8667 2,9198 3,0120 3,1363 3,2646 3,3691 3,4361 3,4626 3,4475 3,3950 3,3139 3,2097 3,0886 2,9677 2,8725 2,8235 2,8292 2,8910 3,0087 3,1761 3,3786 3,6007 3,8353 4,0807 4,3265 4,5519 4,7331 4,8485 4,8805 4,8232 4,6899 4,5118 4,3344 4,2036 4,1414 4,1286 4,1167 4,0600 3,9415 3,7701 3,5609 3,3239 3,0666 2,7967 2,5282 2,2859 2,0968 1,9825 1,9649 2,0621 2,2597 2,4904 2,6500 2,6446 2,4327 2,0349 1,5187 0,9803 0,5184 0,1971 0,0296 0,0020 0,0991 0,2971 0,5461 0,7795 0,9420 1,0072 0,9832 0,9177 0,8853 0,9490 1,1305 1,4193 1,7931 2,2196 2,6525 3,0422 3,3570 3,5966 3,7839 3,9448 4,0930 4,2252 4,3204 4,3595 4,3560 4,3607 4,4288 4,5858 4,8180 5,0859 5,3477 5,5757 5,7503 5,8512 5,8653 5,7974 5,6651 5,4883 5,2981 5,1469 5,0920 5,1691 5,3758 5,6725 6,0022 6,3137 6,5675 6,7368 6,8156 6,8204 6,7786 6,7184 6,6618 6,6150 6,5684 6,5123 6,4506 6,4002 6,3817 6,4044 6,4507 6,4802 6,4517 6,3377 6,1280 5,8298 5,4605 5,0387 4,5896 4,1598 3,8148 3,6136 3,5767 3,6795 3,8721 4,1084 4,3611 4,6191 4,8732 5,1055 5,2945 5,4246 5,4823 5,4532 5,3358 5,1532 4,9420 4,7322 4,5396 4,3680 4,2114 4,0610 3,9143 3,7737 3,6433 3,5299 3,4406 3,3770 3,3311 3,2894 3,2444 3,2047 3,1882 3,2066 3,2584 3,3302 3,3989 3,4387 3,4368 3,4023 3,3552 3,3067 3,2472 3,1513 3,0006 2,8026 2,5868 2,3878 2,2335 2,1400 2,1095 2,1392 2,2337 2,3989 2,6291 2,9066 3,2083 3,5050 3,7585 3,9281 3,9878 3,9317 3,7595 3,4724 3,0935 2,6778 2,2919 1,9891 1,7919 1,6830 1,6217 1,5799 1,5571 1,5661 1,6158 1,7065 1,8250 1,9459 2,0459 2,1210 2,1851 2,2505 2,3127 2,3515 2,3446 2,2756 2,1349 1,9166 1,6208 1,2595 0,8613 0,4624 0,0909 -0,2441 -0,5497 -0,8286 -1,0560 -1,1877 -1,1984 -1,1090 -0,9816 -0,8984 -0,9319 -1,1136 -1,4290 -1,8436 -2,3308 -2,8787 -3,4715 -4,0669 -4,5972 -4,9982 -5,2365 -5,3059 -5,2135 -4,9869 -4,6859 -4,3895 -4,1632 -4,0355 -3,9959 -4,0096 -4,0403 -4,0577 -4,0361 -3,9637 -3,8564 -3,7514 -3,6803 -3,6478 -3,6306 -3,5911 -3,5012 -3,3613 -3,1981 -3,0427 -2,9050 -2,7664 -2,5958 -2,3743 -2,1084 -1,8256 -1,5594 -1,3362 -1,1666 -1,0455 -0,9599 -0,8947 -0,8327 -0,7611 -0,6777 -0,5851 -0,4851 -0,3846 -0,2974 -0,2404 -0,2315 -0,2838 -0,4025 -0,5909 -0,8503 -1,1673 -1,5086 -1,8326 -2,1031 -2,3002 -2,4325 -2,5329 -2,6363 -2,7607 -2,9085 -3,0812 -3,2889 -3,5432 -3,8397 -4,1545 -4,4595 -4,7365 -4,9768 -5,1747 -5,3303 -5,4559 -5,5667 -5,6648 -5,7360 -5,7631 -5,7347 -5,6486 -5,5154 -5,3599 -5,2130 -5,1044 -5,0620 -5,1071 -5,2392 -5,4282 -5,6230 -5,7662 -5,8104 -5,7332 -5,5394 -5,2521 -4,9016 -4,5180 -4,1236 -3,7335 -3,3642 -3,0384 -2,7696 -2,5464 -2,3458 -2,1628 -2,0123 -1,9095 -1,8642 -1,8885 -1,9986 -2,2053
Fz    -0,4473 -0,5740 -0,6945 -0,7928 -0,8652 -0,9150 -0,9485 -0,9713 -0,9846 -0,9837 -0,9571 -0,8907 -0,7808 -0,6426 -0,5041 -0,3947 -0,3420 -0,3624 -0,4423 -0,5408 -0,6191 -0,6582 -0,6489 -0,5838 -0,4670 -0,3184 -0,1667 -0,0400 0,0453 0,0982 0,1517 0,2428 0,3863 0,5656 0,7481 0,9065 1,0290 1,1197 1,1887 1,2357 1,2446 1,2017 1,1157 1,0145 0,9244 0,8572 0,8158 0,8083 0,8555 0,9810 1,1918 1,4685 1,7682 2,0375 2,2326 2,3362 2,3608 2,3407 2,3151 2,3121 2,3400 2,3831 2,4090 2,3881 2,3136 2,2039 2,0821 1,9517 1,7918 1,5788 1,3143 1,0288 0,7586 0,5243 0,3312 0,1772 0,0528 -0,0606 -0,1856 -0,3396 -0,5310 -0,7583 -1,0128 -1,2846 -1,5709 -1,8762 -2,2035 -2,5465 -2,8914 -3,2242 -3,5329 -3,8047 -4,0291 -4,2067 -4,3445 -4,4420 -4,4922 -4,4988 -4,4870 -4,5028 -4,5946 -4,7888 -5,0771 -5,4265 -5,7955 -6,1491 -6,4679 -6,7494 -7,0018 -7,2345 -7,4537 -7,6616 -7,8567 -8,0348 -8,1968 -8,3542 -8,5231 -8,7125 -8,9158 -9,1106 -9,2660 -9,3544 -9,3574 -9,2664 -9,0768 -8,7879 -8,4118 -7,9815 -7,5436 -7,1379 -6,7842 -6,4822 -6,2211 -5,9892 -5,7737 -5,5629 -5,3494 -5,1294 -4,8987 -4,6527 -4,3858 -4,0924 -3,7673 -3,4033 -2,9926 -2,5363 -2,0483 -1,5459 -1,0373 -0,5210 0,0035 0,5297 1,0462 1,5391 1,9910 2,3840 2,7108 2,9840 3,2261 3,4519 3,6635 3,8609 4,0487 4,2314 4,3992 4,5234 4,5696 4,5197 4,3809 4,1816 3,9585 3,7423 3,5503 3,3867 3,2471 3,1196 2,9872 2,8343 2,6538 2,4495 2,2358 2,0360 1,8761 1,7714 1,7135 1,6706 1,6017 1,4761 1,2880 1,0620 0,8422 0,6689 0,5614 0,5195 0,5306 0,5717 0,6125 0,6298 0,6223 0,6137 0,6432 0,7440 0,9285 1,1875 1,4997 1,8378 2,1690 2,4561 2,6654 2,7790 2,8002 2,7526 2,6771 2,6177 2,5987 2,6132 2,6352 2,6402 2,6201 2,5858 2,5592 2,5653 2,6261 2,7516 2,9298 3,1234 3,2846 3,3818 3,4132 3,3997 3,3685 3,3400 3,3222 3,3092 3,2820 3,2231 3,1389 3,0631 3,0335 3,0676 3,1556 3,2684 3,3743 3,4542 3,5090 3,5559 3,6140 3,6899 3,7748 3,8610 3,9580 4,0847 4,2473 4,4312 4,6100 4,7595 4,8720 4,9589 5,0389 5,1266 5,2271 5,3324 5,4285 5,5051 5,5594 5,5946 5,6209 5,6528 5,6993 5,7603 5,8344 5,9288 6,0533 6,2071 6,3736 6,5297 6,6547 6,7312 6,7492 6,7127 6,6409 6,5621 6,5037 6,4789 6,4761 6,4592 6,3836 6,2145 5,9372 5,5634 5,1316 4,6975 4,3110 3,9932 3,7368 3,5245 3,3402 3,1755 3,0392 2,9535 2,9253 2,9214 2,8848 2,7713 2,5695 2,2963 1,9853 1,6772 1,4077 1,1977 1,0562 0,9878 0,9931 1,0572 1,1475 1,2280 1,2740 1,2758 1,2407 1,1974 1,1913 1,2641 1,4341 1,6944 2,0230 2,3889 2,7555 3,0926 3,3886 3,6506 3,8922 4,1216 4,3360 4,5215 4,6589 4,7414 4,7930 4,8573 4,9633 5,1127 5,2947 5,5002 5,7185 5,9331 6,1257 6,2844 6,4076 6,5037 6,5854 6,6634 6,7464 6,8450 6,9714 7,1368 7,3444 7,5813 7,8207 8,0328 8,1910 8,2770 8,2918 8,2581 8,2084 8,1700 8,1576 8,1673 8,1790 8,1683 8,1201 8,0371 7,9424 7,8683 7,8355 7,8398 7,8540 7,8405 7,7642 7,6037 7,3532 7,0195 6,6259 6,2159 5,8473 5,5712 5,4139 5,3751 5,4366 5,5707 5,7482 5,9455 6,1432 6,3219 6,4640 6,5555 6,5840 6,5419 6,4361 6,2920 6,1411 6,0042 5,8871 5,7879 5,7004 5,6096 5,4908 5,3203 5,0915 4,8219 4,5424 4,2831 4,0627 3,8838 3,7391 3,6268 3,5546 3,5312 3,5585 3,6308 3,7339 3,8493 3,9635 4,0699 4,1605 4,2192 4,2233 4,1519 3,9956 3,7636 3,4837 3,1926 2,9298 2,7306 2,6161 2,5869 2,6308 2,7317 2,8777 3,0629 3,2809 3,5139 3,7288 3,8935 3,9992 4,0579 4,0789 4,0557 3,9788 3,8493 3,6809 3,4979 3,3298 3,1982 3,1077 3,0537 3,0292 3,0261 3,0364 3,0529 3,0650 3,0617 3,0377 2,9981 2,9555 2,9202 2,8918 2,8574 2,8012 2,7131 2,5846 2,4013 2,1463 1,8118 1,4083 0,9665 0,5289 0,1326 -0,2011 -0,4602 -0,6239 -0,6642 -0,5702 -0,3683 -0,1232 0,0729 0,1318 0,0124 -0,2634 -0,6402 -1,0668 -1,5115 -1,9540 -2,3721 -2,7378 -3,0275 -3,2368 -3,3792 -3,4704 -3,5216 -3,5464 -3,5627 -3,5848 -3,6128 -3,6330 -3,6316 -3,6102 -3,5797 -3,5446 -3,5021 -3,4535 -3,4060 -3,3603 -3,3022 -3,2102 -3,0692 -2,8833 -2,6760 -2,4774 -2,3039 -2,1480 -1,9824 -1,7753 -1,5089 -1,1887 -0,8375 -0,4852 -0,1622 0,1099 0,3270 0,5014 0,6505 0,7886 0,9222 1,0506 1,1733 1,2955 1,4204 1,5399 1,6340 1,6825 1,6799 1,6345 1,5556 1,4446 1,3009 1,1271 0,9275 0,7033 0,4514 0,1692 -0,1385 -0,4570 -0,7676 -1,0555 -1,3178 -1,5690 -1,8313 -2,1172 -2,4207 -2,7237 -3,0040 -3,2411 -3,4219 -3,5504 -3,6479 -3,7378 -3,8273 -3,9076 -3,9700 -4,0158 -4,0516 -4,0802 -4,1009 -4,1153 -4,1302 -4,1603 -4,2230 -4,3262 -4,4587 -4,5883 -4,6687 -4,6577 -4,5389 -4,3254 -4,0448 -3,7232 -3,3771 -3,0147 -2,6478 -2,3064 -2,0294 -1,8363 -1,7134 -1,6317 -1,5729 -1,5359 -1,5309 -1,5711 -1,6663 -1,8152 -2,0007
F3    -0,5936 -0,6881 -0,7761 -0,8395 -0,8815 -0,9222 -0,9826 -1,0683 -1,1648 -1,2490 -1,2964 -1,2822 -1,1902 -1,0241 -0,8122 -0,6042 -0,4625 -0,4302 -0,4934 -0,5837 -0,6270 -0,5826 -0,4401 -0,2114 0,0648 0,3316 0,5328 0,6265 0,6007 0,4931 0,3841 0,3520 0,4280 0,5873 0,7782 0,9587 1,1117 1,2365 1,3327 1,3866 1,3692 1,2576 1,0624 0,8320 0,6288 0,4963 0,4481 0,4836 0,6059 0,8166 1,1001 1,4182 1,7168 1,9423 2,0638 2,0867 2,0453 1,9796 1,9159 1,8689 1,8517 1,8712 1,9134 1,9517 1,9761 1,9997 2,0295 2,0348 1,9534 1,7389 1,4044 1,0162 0,6467 0,3400 0,1120 -0,0367 -0,1163 -0,1522 -0,1836 -0,2537 -0,3949 -0,6175 -0,9084 -1,2454 -1,6133 -2,0003 -2,3851 -2,7373 -3,0297 -3,2453 -3,3807 -3,4486 -3,4805 -3,5208 -3,6002 -3,7101 -3,8123 -3,8773 -3,9140 -3,9711 -4,1152 -4,3947 -4,8144 -5,3317 -5,8696 -6,3500 -6,7321 -7,0255 -7,2689 -7,5043 -7,7634 -8,0570 -8,3620 -8,6310 -8,8279 -8,9548 -9,0430 -9,1261 -9,2184 -9,3105 -9,3827 -9,4197 -9,4106 -9,3424 -9,1974 -8,9579 -8,6197 -8,2034 -7,7476 -7,2926 -6,8689 -6,4945 -6,1756 -5,9079 -5,6757 -5,4603 -5,2506 -5,0429 -4,8321 -4,6108 -4,3785 -4,1432 -3,9007 -3,6203 -3,2665 -2,8352 -2,3597 -1,8811 -1,4207 -0,9734 -0,5179 -0,0337 0,4810 1,0016 1,4832 1,8792 2,1725 2,3940 2,5979 2,8144 3,0364 3,2440 3,4298 3,6008 3,7585 3,8787 3,9214 3,8590 3,6931 3,4537 3,1879 2,9455 2,7637 2,6551 2,6008 2,5572 2,4783 2,3410 2,1541 1,9425 1,7314 1,5479 1,4267 1,3940 1,4373 1,4985 1,5028 1,4000 1,1907 0,9264 0,6837 0,5259 0,4783 0,5371 0,6849 0,8879 1,0918 1,2409 1,3053 1,2919 1,2338 1,1755 1,1614 1,2260 1,3855 1,6329 1,9403 2,2651 2,5631 2,8005 2,9585 3,0319 3,0331 2,9907 2,9323 2,8709 2,8122 2,7690 2,7583 2,7856 2,8408 2,9109 2,9931 3,0959 3,2315 3,3998 3,5785 3,7354 3,8508 3,9265 3,9723 3,9877 3,9624 3,8848 3,7445 3,5452 3,3281 3,1631 3,1061 3,1674 3,3160 3,5045 3,6908 3,8481 3,9654 4,0455 4,0960 4,1167 4,1009 4,0602 4,0422 4,1048 4,2663 4,4940 4,7321 4,9302 5,0559 5,0995 5,0770 5,0298 5,0040 5,0167 5,0483 5,0705 5,0725 5,0655 5,0730 5,1201 5,2171 5,3495 5,4907 5,6272 5,7663 5,9183 6,0777 6,2250 6,3381 6,3964 6,3865 6,3141 6,2092 6,1171 6,0841 6,1394 6,2750 6,4376 6,5477 6,5353 6,3681 6,0567 5,6403 5,1711 4,7019 4,2726 3,9042 3,6029 3,3626 3,1730 3,0369 2,9745 2,9946 3,0643 3,1119 3,0591 2,8585 2,5156 2,0879 1,6629 1,3192 1,0933 0,9821 0,9707 1,0468 1,1884 1,3504 1,4757 1,5226 1,4826 1,3857 1,2985 1,3034 1,4538 1,7448 2,1293 2,5550 2,9787 3,3621 3,6746 3,9042 4,0663 4,1960 4,3252 4,4652 4,6023 4,7061 4,7587 4,7850 4,8434 4,9813 5,2079 5,5014 5,8261 6,1428 6,4100 6,5846 6,6350 6,5618 6,4035 6,2143 6,0389 5,9120 5,8690 5,9376 6,1210 6,3918 6,7017 7,0025 7,2585 7,4397 7,5203 7,4948 7,3865 7,2371 7,0932 6,9925 6,9476 6,9413 6,9451 6,9389 6,9196 6,8987 6,8886 6,8832 6,8545 6,7713 6,6162 6,3898 6,1082 5,7893 5,4369 5,0492 4,6484 4,2943 4,0537 3,9551 3,9784 4,0846 4,2465 4,4575 4,7152 5,0006 5,2783 5,5138 5,6825 5,7628 5,7374 5,6118 5,4270 5,2394 5,0906 4,9963 4,9526 4,9382 4,9149 4,8369 4,6695 4,4118 4,1057 3,8151 3,5893 3,4414 3,3583 3,3270 3,3476 3,4216 3,5387 3,6818 3,8381 3,9951 4,1352 4,2419 4,3081 4,3330 4,3150 4,2481 4,1251 3,9445 3,7132 3,4472 3,1753 2,9438 2,8024 2,7744 2,8481 2,9955 3,1926 3,4286 3,7028 4,0082 4,3139 4,5651 4,7084 4,7204 4,6106 4,3993 4,1065 3,7614 3,4071 3,0922 2,8606 2,7378 2,7094 2,7268 2,7489 2,7681 2,7964 2,8450 2,9135 2,9846 3,0308 3,0344 3,0042 2,9674 2,9439 2,9296 2,9005 2,8302 2,7037 2,5203 2,2840 1,9939 1,6507 1,2707 0,8880 0,5381 0,2394 -0,0092 -0,2111 -0,3478 -0,3841 -0,3039 -0,1326 0,0653 0,2020 0,2017 0,0421 -0,2430 -0,6041 -1,0113 -1,4554 -1,9293 -2,4101 -2,8556 -3,2238 -3,4931 -3,6566 -3,7085 -3,6498 -3,5086 -3,3396 -3,2006 -3,1234 -3,1021 -3,1111 -3,1341 -3,1683 -3,2065 -3,2343 -3,2436 -3,2388 -3,2277 -3,2091 -3,1670 -3,0791 -2,9354 -2,7497 -2,5513 -2,3661 -2,1993 -2,0324 -1,8369 -1,5947 -1,3080 -0,9949 -0,6828 -0,3998 -0,1640 0,0195 0,1512 0,2344 0,2819 0,3143 0,3479 0,3947 0,4643 0,5531 0,6389 0,6914 0,6873 0,6248 0,5218 0,3933 0,2417 0,0722 -0,0974 -0,2449 -0,3577 -0,4439 -0,5334 -0,6602 -0,8396 -1,0609 -1,2999 -1,5434 -1,8053 -2,1120 -2,4702 -2,8555 -3,2250 -3,5366 -3,7621 -3,8992 -3,9773 -4,0435 -4,1260 -4,2114 -4,2693 -4,2907 -4,2928 -4,2966 -4,3107 -4,3332 -4,3619 -4,4019 -4,4668 -4,5701 -4,7120 -4,8767 -5,0363 -5,1551 -5,1965 -5,1398 -4,9898 -4,7672 -4,4900 -4,1683 -3,8086 -3,4252 -3,0535 -2,7418 -2,5171 -2,3657 -2,2584 -2,1837 -2,1457 -2,1419 -2,1599 -2,1917 -2,2413 -2,3162
F7    -1,3382 -1,2541 -1,1308 -0,9942 -0,8545 -0,6973 -0,5005 -0,2653 -0,0361 0,1229 0,1771 0,1381 0,0367 -0,1002 -0,2549 -0,4246 -0,6128 -0,7993 -0,9296 -0,9508 -0,8524 -0,6676 -0,4471 -0,2361 -0,0559 0,1031 0,2504 0,3581 0,3826 0,3192 0,2204 0,1695 0,2300 0,4001 0,6112 0,7818 0,8819 0,9464 1,0205 1,0962 1,1179 1,0522 0,9283 0,8019 0,6968 0,5857 0,4189 0,1682 -0,1470 -0,4672 -0,7175 -0,8366 -0,7962 -0,5933 -0,2340 0,2562 0,8147 1,3638 1,8462 2,2439 2,5702 2,8328 3,0003 3,0202 2,8702 2,5920 2,2739 1,9888 1,7447 1,4993 1,2133 0,8852 0,5403 0,2090 -0,0724 -0,2684 -0,3736 -0,4168 -0,4203 -0,3732 -0,2535 -0,0674 0,1354 0,2737 0,2601 0,0349 -0,3917 -0,9204 -1,4066 -1,7513 -1,9529 -2,0718 -2,1597 -2,2232 -2,2288 -2,1353 -1,9377 -1,6943 -1,5125 -1,5053 -1,7441 -2,2332 -2,9099 -3,6647 -4,3833 -4,9882 -5,4468 -5,7575 -5,9469 -6,0757 -6,2212 -6,4338 -6,7083 -7,0042 -7,2808 -7,5046 -7,6512 -7,7287 -7,7873 -7,8871 -8,0553 -8,2761 -8,5094 -8,7013 -8,7741 -8,6316 -8,1963 -7,4645 -6,5402 -5,6133 -4,8784 -4,4431 -4,2914 -4,3172 -4,3969 -4,4518 -4,4441 -4,3280 -4,0498 -3,6063 -3,0692 -2,5402 -2,0993 -1,7884 -1,6063 -1,5081 -1,4279 -1,3037 -1,0752 -0,6877 -0,1303 0,5371 1,2208 1,8457 2,3543 2,6894 2,8222 2,7862 2,6485 2,4575 2,2369 2,0174 1,8587 1,8341 1,9838 2,2806 2,6482 3,0028 3,2737 3,4115 3,4128 3,3263 3,2055 3,0616 2,8783 2,6503 2,3948 2,1436 1,9369 1,8097 1,7717 1,7998 1,8511 1,8822 1,8613 1,7744 1,6274 1,4384 1,2255 1,0034 0,7855 0,5758 0,3601 0,1303 -0,0779 -0,1815 -0,0903 0,2356 0,7380 1,2775 1,7242 2,0317 2,2293 2,3699 2,4892 2,5879 2,6363 2,6026 2,4819 2,2979 2,0852 1,8827 1,7307 1,6457 1,6002 1,5496 1,4770 1,4039 1,3629 1,3642 1,3826 1,3893 1,3929 1,4333 1,5381 1,6921 1,8498 1,9784 2,0871 2,2133 2,3907 2,6252 2,8816 3,0933 3,2024 3,1906 3,0756 2,8890 2,6646 2,4400 2,2544 2,1310 2,0531 1,9693 1,8359 1,6583 1,4843 1,3537 1,2655 1,1977 1,1410 1,1051 1,1031 1,1364 1,1819 1,1946 1,1411 1,0345 0,9352 0,9183 1,0287 1,2483 1,4986 1,6735 1,6844 1,5042 1,1920 0,8751 0,6902 0,7248 0,9972 1,4657 2,0356 2,5719 2,9432 3,0820 3,0117 2,8203 2,6019 2,4056 2,2336 2,0827 1,9744 1,9397 1,9774 2,0392 2,0598 1,9929 1,8234 1,5768 1,3250 1,1515 1,0831 1,0674 1,0231 0,8922 0,6566 0,3487 0,0591 -0,1060 -0,1119 -0,0313 0,0208 -0,0299 -0,1970 -0,4469 -0,7037 -0,8689 -0,8756 -0,7309 -0,5024 -0,2683 -0,0801 0,0354 0,0609 -0,0107 -0,1649 -0,3739 -0,6128 -0,8549 -1,0519 -1,1329 -1,0262 -0,6876 -0,1278 0,5753 1,2950 1,9072 2,3510 2,6417 2,8295 2,9620 3,0762 3,1879 3,2809 3,3239 3,2946 3,1838 2,9937 2,7575 2,5520 2,4593 2,5148 2,7056 2,9992 3,3513 3,6988 3,9716 4,1195 4,1261 4,0004 3,7666 3,4640 3,1483 2,8826 2,7232 2,7041 2,8195 3,0326 3,3132 3,6514 4,0286 4,3993 4,7208 4,9803 5,1762 5,2896 5,2797 5,1063 4,7692 4,3312 3,8971 3,5656 3,3943 3,3947 3,5408 3,7682 3,9867 4,1174 4,1167 3,9762 3,7166 3,3757 2,9864 2,5824 2,2281 2,0161 2,0174 2,2433 2,6524 3,1629 3,6559 3,9983 4,0862 3,8906 3,4889 3,0390 2,6918 2,5179 2,5063 2,6062 2,7594 2,9127 3,0275 3,0825 3,0767 3,0365 3,0052 3,0064 3,0215 3,0016 2,8993 2,7055 2,4663 2,2589 2,1467 2,1542 2,2639 2,4311 2,6192 2,8220 3,0424 3,2528 3,3935 3,4135 3,3036 3,0896 2,7947 2,4220 1,9911 1,5819 1,3059 1,2261 1,3248 1,5377 1,7996 2,0641 2,2958 2,4594 2,5301 2,5109 2,4315 2,3247 2,1998 2,0419 1,8440 1,6327 1,4489 1,3162 1,2420 1,2290 1,2699 1,3464 1,4356 1,5105 1,5530 1,5809 1,6419 1,7697 1,9574 2,1718 2,3700 2,4977 2,4959 2,3297 2,0173 1,6314 1,2665 0,9884 0,8060 0,6836 0,5734 0,4453 0,2939 0,1136 -0,1262 -0,4540 -0,8296 -1,1328 -1,2505 -1,1647 -0,9473 -0,6995 -0,5132 -0,4559 -0,5617 -0,8348 -1,2567 -1,7875 -2,3715 -2,9396 -3,4096 -3,7080 -3,8078 -3,7398 -3,5643 -3,3436 -3,1441 -3,0389 -3,0847 -3,2807 -3,5508 -3,7860 -3,9158 -3,9285 -3,8338 -3,6418 -3,3844 -3,1267 -2,9351 -2,8323 -2,7806 -2,7148 -2,5999 -2,4673 -2,3944 -2,4378 -2,5766 -2,7162 -2,7425 -2,5771 -2,2148 -1,7224 -1,1957 -0,7186 -0,3551 -0,1451 -0,0893 -0,1436 -0,2423 -0,3352 -0,4100 -0,4761 -0,5338 -0,5583 -0,5071 -0,3598 -0,1617 -0,0052 0,0365 -0,0545 -0,2577 -0,5470 -0,9064 -1,3174 -1,7386 -2,1072 -2,3708 -2,5241 -2,6056 -2,6534 -2,6732 -2,6544 -2,6009 -2,5408 -2,5112 -2,5354 -2,6078 -2,6960 -2,7608 -2,7778 -2,7542 -2,7368 -2,7956 -2,9857 -3,3184 -3,7633 -4,2732 -4,8027 -5,2947 -5,6645 -5,8325 -5,7730 -5,5242 -5,1568 -4,7385 -4,3296 -4,0063 -3,8569 -3,9261 -4,1718 -4,4875 -4,7624 -4,9294 -4,9797 -4,9403 -4,8338 -4,6659 -4,4438 -4,1782 -3,8644 -3,4869 -3,0503 -2,5971 -2,1945 -1,9065 -1,7699 -1,7860 -1,9275 -2,1499
