Fp1   -1,2313 -1,7188 -2,0295 -2,1412 -2,0925 -1,9291 -1,6802 -1,3581 -0,9589 -0,4791 0,0537 0,5665 0,9648 1,1848 1,2392 1,2192 1,2482 1,4163 1,7359 2,1368 2,5049 2,7406 2,7929 2,6541 2,3433 1,8955 1,3554 0,7760 0,2115 -0,2997 -0,7379 -1,0835 -1,3025 -1,3701 -1,2994 -1,1287 -0,8900 -0,6054 -0,3026 -0,0104 0,2517 0,4541 0,5371 0,4379 0,1399 -0,3046 -0,8040 -1,2853 -1,7182 -2,0990 -2,4228 -2,6655 -2,7903 -2,7794 -2,6619 -2,5064 -2,3754 -2,2904 -2,2384 -2,1798 -2,0517 -1,8105 -1,4922 -1,2030 -1,0371 -1,0040 -1,0273 -1,0055 -0,8782 -0,6500 -0,3711 -0,0991 0,1238 0,2711 0,3346 0,3293 0,2867 0,2506 0,2787 0,4178 0,6605 0,9466 1,2184 1,4557 1,6651 1,8651 2,0637 2,2296 2,2837 2,1461 1,8325 1,4752 1,2044 1,0454 0,9372 0,7917 0,5364 0,1616 -0,2540 -0,5967 -0,8129 -0,9594 -1,1742 -1,5867 -2,2335 -3,0662 -4,0140 -5,0075 -5,9723 -6,8469 -7,6161 -8,3137 -8,9876 -9,6641 -10,3339 -10,9505 -11,4462 -11,7792 -11,9722 -12,0931 -12,1779 -12,1798 -12,0239 -11,7031 -11,2886 -10,8427 -10,3494 -9,7527 -9,0348 -8,2193 -7,3217 -6,3522 -5,3502 -4,3703 -3,4523 -2,6252 -1,9099 -1,2954 -0,7288 -0,1381 0,5259 1,2596 2,0162 2,7410 3,3875 3,9163 4,3090 4,5723 4,7046 4,6845 4,5235 4,3191 4,2132 4,2913 4,5536 4,9720 5,5320 6,1978 6,8602 7,3638 7,6147 7,6546 7,6086 7,5802 7,6200 7,7520 7,9729 8,2347 8,4602 8,5892 8,6092 8,5344 8,3525 8,0015 7,4197 6,6244 5,7368 4,9307 4,3491 4,0438 3,9617 3,9839 3,9778 3,8192 3,4146 2,7671 2,0094 1,3202 0,8190 0,5429 0,4707 0,5389 0,6456 0,6838 0,6072 0,4544 0,3072 0,2415 0,2912 0,4265 0,5792 0,7034 0,8169 0,9797 1,2217 1,4915 1,6852 1,7213 1,5970 1,3951 1,2369 1,1912 1,2084 1,1810 1,0766 0,9618 0,8975 0,8660 0,8041 0,6609 0,4171 0,0836 -0,2880 -0,5943 -0,7058 -0,5263 -0,0486 0,6349 1,3701 2,0006 2,4034 2,5126 2,3772 2,1561 1,9816 1,8722 1,8041 1,7940 1,8808 2,0671 2,2971 2,4942 2,6203 2,6914 2,7434 2,7966 2,8419 2,8249 2,6535 2,2953 1,8773 1,6084 1,6064 1,8562 2,2815 2,7937 3,3071 3,7492 4,0655 4,2206 4,2107 4,0730 3,8616 3,6153 3,3600 3,1248 2,9366 2,8014 2,6926 2,5618 2,3848 2,1974 2,0617 2,0078 2,0284 2,1040 2,2036 2,2797 2,2911 2,2206 2,0686 1,8658 1,6836 1,5796 1,5514 1,5682 1,6177 1,7071 1,8534 2,0762 2,3542 2,5918 2,6791 2,5835 2,3517 2,0447 1,7006 1,3549 1,0613 0,8577 0,7327 0,6547 0,6132 0,6292 0,7376 0,9609 1,2945 1,7144 2,1753 2,5948 2,8605 2,8821 2,6586 2,2779 1,8377 1,4090 1,0713 0,9041 0,9233 1,0648 1,2308 1,3553 1,4475 1,5850 1,8574 2,3097 2,9213 3,6253 4,3448 5,0203 5,5952 5,9775 6,0664 5,8489 5,4060 4,8148 4,1259 3,4111 2,7459 2,1574 1,6247 1,1167 0,6258 0,1898 -0,1180 -0,2267 -0,0986 0,2651 0,8233 1,4907 2,1534 2,7092 3,0951 3,2919 3,3508 3,4169 3,6466 4,0685 4,5546 4,9177 5,0367 4,9210 4,6729 4,4028 4,1929 4,1053 4,1786 4,4140 4,7839 5,2454 5,7389 6,1811 6,4786 6,5604 6,4190 6,1240 5,7668 5,3945 5,0118 4,6179 4,2198 3,8329 3,4830 3,1903 2,9497 2,7504 2,6126 2,5798 2,6800 2,9106 3,2513 3,6755 4,1530 4,6384 5,0432 5,2483 5,2044 5,0047 4,8005 4,6694 4,5953 4,5155 4,3664 4,1236 3,8159 3,5087 3,2908 3,2499 3,4226 3,7589 4,1385 4,4249 4,5191 4,3593 3,8952 3,1515 2,3147 1,6393 1,2596 1,1591 1,2583 1,4648 1,6906 1,8785 2,0132 2,1062 2,1835 2,2833 2,4373 2,6410 2,8558 3,0463 3,1919 3,2531 3,1574 2,8531 2,3888 1,9010 1,5077 1,2513 1,1288 1,1265 1,2376 1,4666 1,8129 2,2484 2,7302 3,2386 3,7714 4,3025 4,7860 5,1731 5,3999 5,4164 5,2444 4,9441 4,5417 4,0475 3,5028 2,9653 2,4777 2,0598 1,7114 1,4178 1,1617 0,9342 0,7229 0,4966 0,2315 -0,0534 -0,3128 -0,5097 -0,6094 -0,5900 -0,4853 -0,3686 -0,2800 -0,1959 -0,0580 0,1761 0,4879 0,7960 0,9929 0,9706 0,6388 -0,0375 -0,9999 -2,0962 -3,1517 -4,0543 -4,7645 -5,2868 -5,6659 -5,9695 -6,2527 -6,5359 -6,8029 -7,0140 -7,1231 -7,0867 -6,8694 -6,4469 -5,8251 -5,0487 -4,1672 -3,2160 -2,2460 -1,3464 -0,6100 -0,0700 0,3137 0,6067 0,8674 1,1465 1,4775 1,8599 2,2608 2,6428 2,9805 3,2434 3,3848 3,3638 3,1678 2,8204 2,3697 1,8558 1,2872 0,6606 0,0043 -0,6364 -1,2572 -1,8975 -2,5841 -3,2795 -3,8895 -4,3259 -4,5564 -4,6101 -4,5622 -4,4985 -4,4735 -4,4863 -4,4842 -4,4077 -4,2460 -4,0402 -3,8475 -3,7217 -3,6870 -3,7006 -3,6830 -3,5939 -3,4519 -3,3057 -3,2173 -3,2527 -3,4505 -3,7847 -4,1578 -4,4486 -4,5708 -4,4858 -4,2042 -3,7940 -3,3600 -3,0056 -2,8108 -2,8022 -2,9203 -3,0587 -3,1590 -3,2428 -3,3680 -3,5900 -3,9491 -4,4440 -5,0097 -5,5478 -5,9777 -6,2672 -6,4432 -6,5644 -6,6617 -6,7150 -6,6956 -6,6118 -6,5051 -6,4290 -6,4220 -6,4624 -6,4713 -6,3962 -6,2629 -6,1332 -6,0472 -6,0177 -6,0467 -6,1008 -6,0831 -5,8912
Fz    -1,7223 -1,9084 -1,9521 -1,8606 -1,6793 -1,4544 -1,2148 -0,9714 -0,7203 -0,4515 -0,1691 0,0968 0,3013 0,4143 0,4462 0,4502 0,4949 0,6259 0,8433 1,1009 1,3288 1,4643 1,4718 1,3457 1,1059 0,7876 0,4288 0,0704 -0,2446 -0,4802 -0,6150 -0,6374 -0,5440 -0,3490 -0,0909 0,1855 0,4520 0,6982 0,9152 1,0925 1,2198 1,2756 1,2198 1,0144 0,6500 0,1606 -0,3867 -0,9269 -1,4226 -1,8592 -2,2215 -2,4815 -2,6138 -2,6210 -2,5388 -2,4175 -2,2919 -2,1669 -2,0278 -1,8504 -1,6041 -1,2726 -0,8889 -0,5312 -0,2702 -0,1159 -0,0162 0,0953 0,2514 0,4410 0,6334 0,8057 0,9499 1,0681 1,1690 1,2636 1,3595 1,4660 1,6015 1,7841 2,0077 2,2424 2,4649 2,6703 2,8584 3,0227 3,1510 3,2258 3,2237 3,1231 2,9373 2,7266 2,5442 2,3874 2,2112 1,9666 1,6270 1,2100 0,7796 0,4103 0,1370 -0,0688 -0,2825 -0,5787 -0,9896 -1,5100 -2,1230 -2,8044 -3,5138 -4,2050 -4,8537 -5,4680 -6,0687 -6,6700 -7,2771 -7,8788 -8,4428 -8,9365 -9,3535 -9,7022 -9,9629 -10,0727 -9,9786 -9,6970 -9,3014 -8,8512 -8,3494 -7,7755 -7,1379 -6,4708 -5,7965 -5,1197 -4,4517 -3,8163 -3,2389 -2,7427 -2,3437 -2,0378 -1,7933 -1,5623 -1,3088 -1,0273 -0,7332 -0,4429 -0,1686 0,0793 0,2997 0,5025 0,6863 0,8261 0,9080 0,9700 1,0854 1,3066 1,6459 2,1018 2,6724 3,3300 4,0005 4,5876 5,0315 5,3433 5,5755 5,7690 5,9460 6,1329 6,3593 6,6343 6,9343 7,2152 7,4372 7,5743 7,5993 7,4724 7,1639 6,6954 6,1515 5,6468 5,2758 5,0752 5,0132 5,0118 4,9773 4,8155 4,4563 3,9110 3,2938 2,7469 2,3569 2,1426 2,0810 2,1235 2,2001 2,2385 2,2019 2,1083 2,0108 1,9674 2,0096 2,1245 2,2686 2,4022 2,5178 2,6363 2,7707 2,8971 2,9625 2,9203 2,7653 2,5403 2,3085 2,1005 1,8804 1,5839 1,2023 0,8001 0,4493 0,1787 -0,0170 -0,1544 -0,2524 -0,3227 -0,3526 -0,2989 -0,1060 0,2604 0,7850 1,3956 1,9824 2,4382 2,6853 2,6931 2,5148 2,2805 2,1012 2,0036 1,9682 1,9846 2,0557 2,1723 2,2998 2,3975 2,4544 2,4960 2,5515 2,6282 2,7079 2,7425 2,6608 2,4369 2,1586 1,9745 1,9768 2,1686 2,5064 2,9350 3,4013 3,8587 4,2648 4,5800 4,7799 4,8699 4,8788 4,8356 4,7599 4,6674 4,5714 4,4804 4,3936 4,3003 4,1964 4,1071 4,0706 4,0975 4,1640 4,2342 4,2726 4,2493 4,1494 3,9750 3,7358 3,4605 3,2081 3,0361 2,9640 2,9817 3,0759 3,2337 3,4398 3,6722 3,8877 4,0215 4,0297 3,9243 3,7468 3,5221 3,2538 2,9540 2,6603 2,4094 2,2104 2,0549 1,9395 1,8738 1,8774 1,9675 2,1477 2,4087 2,7291 3,0630 3,3364 3,4768 3,4652 3,3436 3,1638 2,9621 2,7830 2,6751 2,6547 2,6952 2,7513 2,7943 2,8368 2,9248 3,1067 3,4055 3,8078 4,2740 4,7617 5,2385 5,6644 5,9623 6,0450 5,8898 5,5484 5,0835 4,5474 4,0053 3,5199 3,1157 2,7800 2,4904 2,2379 2,0389 1,9301 1,9489 2,1162 2,4273 2,8490 3,3265 3,7978 4,2052 4,4959 4,6293 4,6134 4,5374 4,5206 4,6154 4,7752 4,9045 4,9330 4,8585 4,7299 4,6038 4,5263 4,5359 4,6560 4,8841 5,1932 5,5437 5,8877 6,1666 6,3180 6,2955 6,0934 5,7546 5,3371 4,8717 4,3703 3,8557 3,3619 2,9205 2,5528 2,2607 2,0227 1,8138 1,6336 1,5084 1,4674 1,5250 1,6838 1,9396 2,2791 2,6690 3,0403 3,2991 3,3919 3,3579 3,2806 3,2055 3,1235 2,9972 2,7898 2,4895 2,1224 1,7462 1,4370 1,2619 1,2463 1,3635 1,5478 1,7175 1,8003 1,7396 1,4884 1,0555 0,5602 0,1679 -0,0324 -0,0488 0,0673 0,2521 0,4402 0,5830 0,6595 0,6730 0,6433 0,5971 0,5527 0,5059 0,4342 0,3191 0,1519 -0,0862 -0,4320 -0,9014 -1,4347 -1,9170 -2,2588 -2,4307 -2,4407 -2,3152 -2,0844 -1,7727 -1,4047 -1,0122 -0,6207 -0,2328 0,1546 0,5166 0,8095 0,9933 1,0319 0,9100 0,6640 0,3529 0,0130 -0,3283 -0,6329 -0,8721 -1,0376 -1,1247 -1,1287 -1,0572 -0,9309 -0,7753 -0,6229 -0,5163 -0,4848 -0,5186 -0,5852 -0,6564 -0,7000 -0,6826 -0,6014 -0,4859 -0,3623 -0,2335 -0,0867 0,0839 0,2512 0,3511 0,3070 0,0511 -0,4633 -1,2473 -2,2547 -3,3747 -4,4707 -5,4423 -6,2403 -6,8521 -7,2974 -7,6167 -7,8475 -8,0074 -8,0888 -8,0679 -7,9243 -7,6533 -7,2667 -6,7838 -6,2309 -5,6443 -5,0566 -4,4852 -3,9475 -3,4788 -3,1214 -2,8843 -2,7281 -2,5955 -2,4432 -2,2508 -2,0202 -1,7661 -1,5056 -1,2497 -1,0035 -0,7789 -0,6010 -0,5008 -0,5039 -0,6200 -0,8410 -1,1591 -1,5834 -2,1156 -2,7138 -3,3107 -3,8684 -4,3953 -4,9115 -5,4061 -5,8307 -6,1336 -6,2882 -6,2936 -6,1739 -5,9713 -5,7220 -5,4341 -5,0877 -4,6633 -4,1788 -3,6947 -3,2847 -3,0092 -2,8907 -2,8982 -2,9796 -3,1105 -3,3013 -3,5727 -3,9393 -4,4026 -4,9411 -5,5028 -6,0113 -6,3974 -6,6295 -6,7090 -6,6577 -6,5189 -6,3527 -6,2196 -6,1703 -6,2276 -6,3604 -6,5025 -6,6157 -6,7186 -6,8559 -7,0653 -7,3668 -7,7525 -8,1834 -8,6122 -9,0051 -9,3452 -9,6338 -9,8834 -10,0940 -10,2435 -10,3132 -10,3173 -10,2949 -10,2883 -10,3175 -10,3527 -10,3245 -10,1790 -9,9141 -9,5667 -9,1840 -8,8067 -8,4657 -8,1663 -7,8724 -7,5425
F3    -0,8123 -1,1938 -1,4455 -1,5524 -1,5413 -1,4503 -1,3089 -1,1326 -0,9173 -0,6485 -0,3278 0,0084 0,3017 0,5082 0,6323 0,7313 0,8798 1,1183 1,4283 1,7408 1,9734 2,0704 2,0164 1,8236 1,5185 1,1327 0,6987 0,2518 -0,1687 -0,5287 -0,8044 -0,9753 -1,0195 -0,9287 -0,7249 -0,4517 -0,1478 0,1606 0,4475 0,6854 0,8553 0,9364 0,8935 0,6933 0,3318 -0,1521 -0,6885 -1,2082 -1,6665 -2,0423 -2,3217 -2,4839 -2,5107 -2,4052 -2,1989 -1,9423 -1,6798 -1,4285 -1,1829 -0,9219 -0,6063 -0,2022 0,2705 0,7285 1,0812 1,2976 1,4185 1,5117 1,6214 1,7526 1,8888 2,0144 2,1238 2,2207 2,3172 2,4283 2,5600 2,7086 2,8739 3,0594 3,2552 3,4352 3,5815 3,6978 3,8007 3,9057 4,0110 4,0833 4,0595 3,8812 3,5632 3,2101 2,9234 2,7195 2,5459 2,3312 2,0212 1,6197 1,2028 0,8627 0,6323 0,4643 0,2663 -0,0364 -0,4593 -0,9793 -1,5739 -2,2244 -2,8992 -3,5587 -4,1810 -4,7719 -5,3488 -5,9268 -6,5181 -7,1188 -7,6968 -8,2180 -8,6807 -9,1019 -9,4598 -9,6723 -9,6632 -9,4408 -9,0886 -8,6820 -8,2304 -7,7081 -7,1171 -6,4873 -5,8333 -5,1518 -4,4532 -3,7669 -3,1229 -2,5451 -2,0502 -1,6367 -1,2764 -0,9232 -0,5395 -0,1174 0,3294 0,7877 1,2502 1,7049 2,1370 2,5347 2,8715 3,0995 3,1959 3,2170 3,2731 3,4518 3,7869 4,2871 4,9484 5,7218 6,4903 7,1096 7,4907 7,6513 7,6780 7,6506 7,6194 7,6265 7,7038 7,8521 8,0352 8,2029 8,3183 8,3620 8,3088 8,1158 7,7484 7,2247 6,6291 6,0778 5,6656 5,4274 5,3308 5,2994 5,2393 5,0503 4,6503 4,0455 3,3630 2,7695 2,3691 2,1808 2,1675 2,2609 2,3744 2,4257 2,3790 2,2610 2,1288 2,0379 2,0208 2,0727 2,1632 2,2674 2,3911 2,5614 2,7871 3,0294 3,2154 3,2800 3,2066 3,0427 2,8711 2,7413 2,6183 2,4249 2,1432 1,8346 1,5615 1,3338 1,1328 0,9454 0,7675 0,6034 0,4822 0,4661 0,6289 1,0160 1,6120 2,3340 3,0544 3,6431 3,9961 4,0609 3,8957 3,6678 3,5250 3,5012 3,5619 3,6744 3,8198 3,9733 4,0952 4,1504 4,1393 4,0973 4,0607 4,0404 4,0161 3,9269 3,6813 3,2443 2,7288 2,3303 2,1738 2,2676 2,5614 2,9922 3,4959 4,0078 4,4640 4,8088 5,0113 5,0789 5,0475 4,9565 4,8387 4,7195 4,6118 4,5125 4,4015 4,2478 4,0401 3,8211 3,6614 3,6001 3,6294 3,7174 3,8225 3,8992 3,9145 3,8544 3,7200 3,5429 3,3947 3,3416 3,3959 3,5313 3,7221 3,9544 4,2169 4,4901 4,7257 4,8471 4,8046 4,6209 4,3564 4,0482 3,7028 3,3346 2,9845 2,6880 2,4475 2,2527 2,1110 2,0516 2,1101 2,3062 2,6323 3,0589 3,5371 3,9908 4,3215 4,4510 4,3815 4,1938 3,9699 3,7552 3,5872 3,4999 3,4930 3,5281 3,5569 3,5591 3,5666 3,6487 3,8684 4,2472 4,7572 5,3380 5,9250 6,4683 6,9204 7,2052 7,2370 7,0026 6,5754 6,0352 5,4362 4,8377 4,2979 3,8380 3,4388 3,0674 2,7084 2,3864 2,1583 2,0795 2,1760 2,4407 2,8390 3,3166 3,8092 4,2521 4,5839 4,7585 4,7901 4,7861 4,8794 5,1071 5,3801 5,5592 5,5559 5,3842 5,1305 4,8851 4,7117 4,6477 4,7037 4,8644 5,1015 5,3838 5,6728 5,9166 6,0582 6,0514 5,8879 5,6139 5,2964 4,9678 4,6279 4,2790 3,9332 3,6052 3,3087 3,0473 2,8050 2,5654 2,3384 2,1600 2,0672 2,0834 2,2199 2,4766 2,8365 3,2552 3,6473 3,9042 3,9760 3,9309 3,8821 3,8789 3,8936 3,8700 3,7634 3,5653 3,3071 3,0483 2,8619 2,8097 2,9112 3,1315 3,3913 3,5898 3,6367 3,4641 3,0225 2,3381 1,5761 0,9565 0,5967 0,4867 0,5624 0,7500 0,9789 1,1970 1,3767 1,5102 1,6061 1,6853 1,7673 1,8501 1,9094 1,9202 1,8654 1,7156 1,4190 0,9481 0,3639 -0,2052 -0,6571 -0,9564 -1,1095 -1,1424 -1,0807 -0,9377 -0,7241 -0,4635 -0,1772 0,1433 0,5148 0,9158 1,2927 1,5891 1,7474 1,7331 1,5767 1,3444 1,0801 0,8131 0,5754 0,3771 0,2018 0,0374 -0,1102 -0,2312 -0,3243 -0,3982 -0,4786 -0,6105 -0,8246 -1,0991 -1,3818 -1,6295 -1,7948 -1,8231 -1,6969 -1,4518 -1,1383 -0,7886 -0,4122 -0,0145 0,3767 0,7038 0,8954 0,8783 0,5890 -0,0027 -0,8649 -1,8902 -2,9393 -3,9124 -4,7611 -5,4637 -6,0265 -6,4814 -6,8598 -7,1714 -7,4002 -7,5202 -7,5132 -7,3747 -7,1095 -6,7237 -6,2272 -5,6428 -4,9990 -4,3254 -3,6695 -3,1057 -2,7046 -2,4789 -2,3711 -2,2999 -2,1989 -2,0294 -1,7830 -1,4782 -1,1495 -0,8332 -0,5564 -0,3419 -0,2121 -0,1843 -0,2681 -0,4606 -0,7463 -1,1139 -1,5728 -2,1247 -2,7230 -3,2987 -3,8241 -4,3241 -4,8248 -5,3024 -5,6864 -5,9116 -5,9540 -5,8274 -5,5735 -5,2469 -4,8920 -4,5216 -4,1119 -3,6323 -3,0904 -2,5455 -2,0819 -1,7767 -1,6594 -1,6884 -1,7929 -1,9358 -2,1218 -2,3712 -2,7047 -3,1378 -3,6694 -4,2621 -4,8352 -5,2956 -5,5806 -5,6634 -5,5443 -5,2580 -4,8756 -4,4904 -4,2005 -4,0707 -4,0835 -4,1624 -4,2579 -4,3840 -4,5805 -4,8789 -5,2923 -5,7985 -6,3296 -6,8092 -7,1926 -7,4699 -7,6569 -7,7810 -7,8561 -7,8741 -7,8324 -7,7610 -7,7131 -7,7391 -7,8551 -8,0065 -8,0872 -8,0210 -7,8107 -7,5133 -7,1947 -6,9078 -6,6901 -6,5408 -6,4002 -6,1951
F7    0,3712 0,1200 -0,1380 -0,3702 -0,5616 -0,7069 -0,7998 -0,8339 -0,8060 -0,7203 -0,5920 -0,4474 -0,3145 -0,2081 -0,1214 -0,0300 0,0957 0,2767 0,5146 0,7845 1,0421 1,2452 1,3677 1,4001 1,3419 1,2001 0,9904 0,7378 0,4705 0,2141 -0,0101 -0,1806 -0,2731 -0,2730 -0,1901 -0,0552 0,0978 0,2445 0,3662 0,4439 0,4583 0,3927 0,2381 -0,0001 -0,3048 -0,6515 -1,0078 -1,3402 -1,6254 -1,8524 -2,0140 -2,0979 -2,0888 -1,9770 -1,7671 -1,4814 -1,1499 -0,7969 -0,4408 -0,0951 0,2358 0,5511 0,8362 1,0627 1,2124 1,2982 1,3583 1,4260 1,5041 1,5726 1,6125 1,6205 1,6052 1,5786 1,5547 1,5528 1,5909 1,6743 1,7907 1,9160 2,0194 2,0700 2,0508 1,9642 1,8269 1,6638 1,4989 1,3434 1,1911 1,0289 0,8636 0,7267 0,6422 0,6046 0,5908 0,5746 0,5309 0,4503 0,3527 0,2727 0,2254 0,1880 0,1100 -0,0573 -0,3340 -0,7096 -1,1636 -1,6759 -2,2206 -2,7660 -3,2917 -3,8007 -4,3108 -4,8384 -5,3876 -5,9416 -6,4659 -6,9294 -7,3223 -7,6485 -7,9018 -8,0563 -8,0872 -7,9994 -7,8228 -7,5779 -7,2523 -6,8205 -6,2817 -5,6645 -4,9970 -4,2924 -3,5656 -2,8454 -2,1649 -1,5510 -1,0176 -0,5594 -0,1496 0,2503 0,6691 1,1096 1,5569 1,9998 2,4323 2,8411 3,2087 3,5245 3,7786 3,9581 4,0657 4,1371 4,2279 4,3823 4,6246 4,9715 5,4318 5,9842 6,5639 7,0822 7,4695 7,7073 7,8235 7,8612 7,8585 7,8460 7,8439 7,8536 7,8574 7,8289 7,7482 7,6068 7,4012 7,1231 6,7624 6,3263 5,8506 5,3904 4,9923 4,6708 4,4055 4,1600 3,9021 3,6086 3,2667 2,8916 2,5365 2,2653 2,1157 2,0900 2,1665 2,3081 2,4665 2,5931 2,6658 2,6981 2,7207 2,7595 2,8262 2,9176 3,0176 3,1109 3,2018 3,3137 3,4619 3,6294 3,7740 3,8588 3,8737 3,8373 3,7776 3,7015 3,5787 3,3703 3,0772 2,7488 2,4411 2,1754 1,9363 1,6933 1,4231 1,1261 0,8397 0,6296 0,5635 0,6798 0,9643 1,3528 1,7590 2,1053 2,3371 2,4283 2,4008 2,3260 2,2750 2,2708 2,2991 2,3440 2,3988 2,4538 2,4898 2,4908 2,4598 2,4151 2,3757 2,3536 2,3476 2,3356 2,2792 2,1583 2,0041 1,8780 1,8184 1,8283 1,8986 2,0214 2,1832 2,3595 2,5179 2,6256 2,6631 2,6376 2,5816 2,5350 2,5251 2,5547 2,6013 2,6288 2,6050 2,5167 2,3769 2,2217 2,0925 2,0134 1,9882 2,0079 2,0532 2,1003 2,1364 2,1669 2,2044 2,2613 2,3512 2,4787 2,6291 2,7780 2,9079 3,0103 3,0823 3,1266 3,1454 3,1286 3,0609 2,9440 2,7967 2,6348 2,4616 2,2803 2,1043 1,9492 1,8210 1,7205 1,6519 1,6259 1,6547 1,7408 1,8726 2,0321 2,1974 2,3328 2,3919 2,3428 2,1931 1,9838 1,7575 1,5449 1,3759 1,2753 1,2478 1,2754 1,3299 1,3964 1,4909 1,6524 1,9171 2,2960 2,7669 3,2849 3,8016 4,2759 4,6671 4,9239 4,9984 4,8832 4,6168 4,2483 3,8186 3,3690 2,9379 2,5490 2,2117 1,9289 1,7032 1,5431 1,4584 1,4521 1,5222 1,6635 1,8637 2,0991 2,3369 2,5498 2,7304 2,8888 3,0485 3,2501 3,5283 3,8699 4,2078 4,4641 4,5977 4,6218 4,5835 4,5314 4,5017 4,5183 4,5884 4,6981 4,8202 4,9294 5,0089 5,0463 5,0304 4,9537 4,8168 4,6337 4,4218 4,1873 3,9291 3,6492 3,3545 3,0570 2,7711 2,5082 2,2729 2,0710 1,9181 1,8314 1,8162 1,8666 1,9751 2,1340 2,3352 2,5700 2,8179 3,0401 3,2068 3,3279 3,4297 3,5109 3,5441 3,5014 3,3709 3,1628 2,9073 2,6453 2,4190 2,2587 2,1699 2,1317 2,1056 2,0477 1,9218 1,7078 1,4019 1,0348 0,6901 0,4653 0,4050 0,4904 0,6757 0,9148 1,1715 1,4242 1,6595 1,8639 2,0264 2,1421 2,2066 2,2097 2,1394 1,9957 1,7924 1,5398 1,2344 0,8801 0,5143 0,1936 -0,0486 -0,2136 -0,3174 -0,3730 -0,3823 -0,3362 -0,2201 -0,0251 0,2468 0,5871 0,9773 1,3800 1,7502 2,0517 2,2588 2,3610 2,3746 2,3321 2,2599 2,1737 2,0814 1,9776 1,8496 1,6917 1,5125 1,3251 1,1362 0,9463 0,7503 0,5350 0,2911 0,0279 -0,2338 -0,4728 -0,6642 -0,7843 -0,8313 -0,8263 -0,7906 -0,7320 -0,6504 -0,5496 -0,4456 -0,3647 -0,3341 -0,3824 -0,5418 -0,8369 -1,2631 -1,7757 -2,3094 -2,8133 -3,2603 -3,6398 -3,9519 -4,2031 -4,4010 -4,5515 -4,6547 -4,7067 -4,7043 -4,6472 -4,5403 -4,3868 -4,1807 -3,9129 -3,5780 -3,1760 -2,7215 -2,2495 -1,8010 -1,4005 -1,0534 -0,7612 -0,5233 -0,3277 -0,1560 0,0009 0,1379 0,2436 0,3091 0,3285 0,2986 0,2218 0,1048 -0,0452 -0,2220 -0,4224 -0,6472 -0,8945 -1,1475 -1,3808 -1,5808 -1,7525 -1,9052 -2,0341 -2,1168 -2,1320 -2,0783 -1,9758 -1,8543 -1,7359 -1,6245 -1,5073 -1,3648 -1,1830 -0,9641 -0,7247 -0,4882 -0,2842 -0,1419 -0,0735 -0,0756 -0,1454 -0,2824 -0,4820 -0,7394 -1,0545 -1,4235 -1,8248 -2,2169 -2,5570 -2,8163 -2,9769 -3,0310 -2,9890 -2,8784 -2,7332 -2,5909 -2,4837 -2,4197 -2,3850 -2,3742 -2,4072 -2,5121 -2,7003 -2,9605 -3,2623 -3,5631 -3,8275 -4,0410 -4,2055 -4,3320 -4,4349 -4,5205 -4,5814 -4,6084 -4,6076 -4,5978 -4,5961 -4,6038 -4,5969 -4,5372 -4,4029 -4,2060 -3,9795 -3,7554 -3,5562 -3,3975 -3,2822 -3,1896 -3,0906
