Fp1   -3,1238 -2,7675 -2,3926 -2,0725 -1,8614 -1,7818 -1,8266 -1,9582 -2,1135 -2,2284 -2,2593 -2,1830 -1,9947 -1,7119 -1,3698 -1,0059 -0,6541 -0,3400 -0,0627 0,2138 0,5380 0,9359 1,3955 1,8795 2,3420 2,7360 3,0169 3,1537 3,1419 3,0049 2,7799 2,5024 2,2068 1,9366 1,7361 1,6219 1,5675 1,5196 1,4278 1,2544 0,9699 0,5640 0,0665 -0,4552 -0,9231 -1,2768 -1,4908 -1,5766 -1,5704 -1,5106 -1,4294 -1,3586 -1,3285 -1,3575 -1,4443 -1,5653 -1,6781 -1,7363 -1,7114 -1,6099 -1,4727 -1,3487 -1,2651 -1,2158 -1,1704 -1,0906 -0,9505 -0,7595 -0,5610 -0,4051 -0,3328 -0,3766 -0,5545 -0,8622 -1,2774 -1,7676 -2,2897 -2,7884 -3,2040 -3,4907 -3,6276 -3,6071 -3,4211 -3,0688 -2,5867 -2,0630 -1,6094 -1,3078 -1,1800 -1,2045 -1,3496 -1,5773 -1,8292 -2,0286 -2,1015 -2,0062 -1,7505 -1,3777 -0,9416 -0,5044 -0,1366 0,1086 0,2252 0,2474 0,2065 0,1023 -0,0810 -0,3459 -0,6738 -1,0376 -1,4142 -1,7797 -2,1019 -2,3536 -2,5326 -2,6511 -2,7131 -2,7259 -2,7246 -2,7622 -2,8710 -3,0408 -3,2295 -3,3851 -3,4633 -3,4419 -3,3326 -3,1735 -2,9973 -2,8061 -2,5776 -2,2895 -1,9256 -1,4593 -0,8527 -0,0926 0,7713 1,6364 2,4021 3,0185 3,4929 3,8594 4,1432 4,3474 4,4686 4,5240 4,5643 4,6603 4,8663 5,1944 5,6232 6,1253 6,6749 7,2404 7,7845 8,2743 8,6794 8,9567 9,0493 8,9175 8,5682 8,0482 7,4223 6,7631 6,1334 5,5593 5,0291 4,5244 4,0501 3,6381 3,3297 3,1497 3,0827 3,0662 3,0132 2,8458 2,5212 2,0536 1,5161 0,9970 0,5464 0,1676 -0,1656 -0,5042 -0,9119 -1,4298 -2,0421 -2,6782 -3,2416 -3,6438 -3,8301 -3,7947 -3,5839 -3,2792 -2,9588 -2,6617 -2,3936 -2,1565 -1,9579 -1,7993 -1,6712 -1,5567 -1,4400 -1,3182 -1,2044 -1,1080 -1,0149 -0,9056 -0,7911 -0,7120 -0,7045 -0,7827 -0,9438 -1,1608 -1,3774 -1,5421 -1,6467 -1,7180 -1,7734 -1,7956 -1,7594 -1,6667 -1,5406 -1,4037 -1,2863 -1,2317 -1,2565 -1,3198 -1,3615 -1,3603 -1,3347 -1,3057 -1,2757 -1,2330 -1,1638 -1,0692 -0,9818 -0,9603 -1,0589 -1,2984 -1,6529 -2,0527 -2,4018 -2,6142 -2,6538 -2,5461 -2,3476 -2,1073 -1,8579 -1,6270 -1,4431 -1,3324 -1,2968 -1,3058 -1,3275 -1,3569 -1,4007 -1,4568 -1,5350 -1,6795 -1,9477 -2,3688 -2,9186 -3,5212 -4,0677 -4,4413 -4,5473 -4,3573 -3,9382 -3,4213 -2,9239 -2,4979 -2,1406 -1,8290 -1,5358 -1,2362 -0,9209 -0,6023 -0,3051 -0,0543 0,1260 0,2093 0,1775 0,0361 -0,1897 -0,4669 -0,7620 -1,0486 -1,3118 -1,5473 -1,7574 -1,9488 -2,1288 -2,3109 -2,5203 -2,7833 -3,1109 -3,4955 -3,9165 -4,3400 -4,7111 -4,9575 -5,0216 -4,8959 -4,6249 -4,2724 -3,8841 -3,4743 -3,0470 -2,6252 -2,2550 -1,9809 -1,8138 -1,7179 -1,6276 -1,4891 -1,2976 -1,0944 -0,9278 -0,8268 -0,8045 -0,8638 -0,9969 -1,1854 -1,3968 -1,5805 -1,6758 -1,6405 -1,4888 -1,2883 -1,1071 -0,9723 -0,8744 -0,7866 -0,6774 -0,5160 -0,2730 0,0651 0,4642 0,8358 1,0900 1,1923 1,1563 1,0039 0,7467 0,3919 -0,0478 -0,5427 -1,0425 -1,4900 -1,8403 -2,0625 -2,1346 -2,0496 -1,8232 -1,4921 -1,0979 -0,6692 -0,2183 0,2434 0,6918 1,0893 1,3944 1,5751 1,6191 1,5381 1,3582 1,1007 0,7684 0,3528 -0,1472 -0,7091 -1,2790 -1,7812 -2,1444 -2,3300 -2,3388 -2,1994 -1,9506 -1,6236 -1,2346 -0,7955 -0,3251 0,1522 0,6123 1,0337 1,3913 1,6497 1,7796 1,7877 1,7179 1,6179 1,5074 1,3757 1,2016 0,9744 0,7089 0,4444 0,2158 0,0259 -0,1380 -0,2694 -0,3413 -0,3387 -0,2800 -0,1953 -0,0900 0,0512 0,2175 0,3531 0,4017 0,3607 0,2804 0,2176 0,2024 0,2446 0,3447 0,4946 0,6870 0,9246 1,2026 1,4958 1,7767 2,0418 2,3093 2,5919 2,8718 3,0983 3,2125 3,1813 3,0134 2,7476 2,4309 2,1013 1,7748 1,4416 1,0844 0,7040 0,3191 -0,0486 -0,3811 -0,6635 -0,8818 -1,0188 -1,0455 -0,9242 -0,6349 -0,2110 0,2536 0,6428 0,8805 0,9602 0,9206 0,8023 0,6278 0,4073 0,1644 -0,0442 -0,1482 -0,1091 0,0640 0,3401 0,6890 1,0787 1,4753 1,8570 2,2212 2,5705 2,8930 3,1543 3,3104 3,3236 3,1704 2,8523 2,4180 1,9600 1,5702 1,2971 1,1466 1,0994 1,1120 1,1198 1,0567 0,8762 0,5650 0,1479 -0,3208 -0,7709 -1,1350 -1,3707 -1,4769 -1,4920 -1,4806 -1,5143 -1,6392 -1,8464 -2,0762 -2,2526 -2,3113 -2,2168 -1,9796 -1,6523 -1,2915 -0,9281 -0,5702 -0,2161 0,1404 0,5074 0,8959 1,3200 1,7902 2,2992 2,8128 3,2800 3,6561 3,9096 4,0170 3,9716 3,7963 3,5343 3,2348 2,9527 2,7487 2,6770 2,7762 3,0666 3,5458 4,1896 4,9580 5,7842 6,5591 7,1572 7,4906 7,5397 7,3505 7,0169 6,6471 6,3161 6,0345 5,7570 5,4137 4,9469 4,3435 3,6460 2,9274 2,2446 1,6154 1,0362 0,5111 0,0540 -0,3322 -0,6660 -0,9659 -1,2296 -1,4416 -1,5877 -1,6648 -1,6959 -1,7304 -1,8199 -1,9934 -2,2490 -2,5588 -2,8801 -3,1751 -3,4343 -3,6758 -3,9126 -4,1244 -4,2691 -4,3167 -4,2669 -4,1460 -3,9942 -3,8457 -3,7178 -3,6223 -3,5750 -3,5826 -3,6284 -3,6849 -3,7398 -3,8077 -3,9244 -4,1317 -4,4486 -4,8447 -5,2397 -5,5390 -5,6821 -5,6648 -5,5293 -5,3413 -5,1579 -4,9970 -4,8320 -4,6191 -4,3331 -3,9775 -3,5657
Fz    -4,1301 -3,8005 -3,4457 -3,1319 -2,9108 -2,8056 -2,8070 -2,8716 -2,9302 -2,9191 -2,8114 -2,6157 -2,3485 -2,0150 -1,6121 -1,1427 -0,6264 -0,0971 0,4129 0,8905 1,3454 1,7962 2,2452 2,6681 3,0253 3,2815 3,4150 3,4177 3,2932 3,0618 2,7630 2,4467 2,1601 1,9396 1,8085 1,7716 1,8072 1,8662 1,8824 1,7861 1,5209 1,0761 0,5118 -0,0642 -0,5533 -0,9094 -1,1484 -1,3259 -1,4941 -1,6760 -1,8794 -2,1192 -2,4115 -2,7559 -3,1305 -3,4976 -3,8139 -4,0392 -4,1433 -4,1149 -3,9676 -3,7385 -3,4761 -3,2174 -2,9593 -2,6626 -2,2956 -1,8747 -1,4581 -1,1114 -0,8921 -0,8467 -0,9978 -1,3325 -1,8048 -2,3470 -2,8861 -3,3618 -3,7355 -3,9877 -4,1117 -4,1024 -3,9456 -3,6271 -3,1625 -2,6190 -2,1013 -1,7022 -1,4608 -1,3676 -1,3931 -1,4908 -1,5937 -1,6315 -1,5453 -1,3000 -0,8994 -0,3845 0,1788 0,7047 1,1038 1,3171 1,3423 1,2249 1,0156 0,7393 0,3990 -0,0006 -0,4393 -0,8856 -1,3035 -1,6494 -1,8733 -1,9485 -1,9044 -1,8115 -1,7342 -1,7135 -1,7828 -1,9661 -2,2516 -2,5786 -2,8651 -3,0482 -3,1008 -3,0284 -2,8607 -2,6412 -2,4091 -2,1789 -1,9363 -1,6584 -1,3280 -0,9263 -0,4316 0,1579 0,7996 1,4129 1,9176 2,2804 2,5412 2,7894 3,0965 3,4690 3,8674 4,2600 4,6617 5,1330 5,7386 6,5033 7,4038 8,3888 9,3924 10,3384 11,1527 11,7824 12,1983 12,3788 12,3025 11,9648 11,3970 10,6649 9,8573 9,0697 8,3724 7,7875 7,3013 6,8947 6,5598 6,3048 6,1447 6,0849 6,1082 6,1733 6,2248 6,2043 6,0624 5,7834 5,3992 4,9591 4,4894 3,9930 3,4653 2,8906 2,2421 1,5058 0,7082 -0,0829 -0,7807 -1,3089 -1,6254 -1,7279 -1,6497 -1,4586 -1,2394 -1,0580 -0,9383 -0,8721 -0,8355 -0,7979 -0,7277 -0,6017 -0,4205 -0,2251 -0,0827 -0,0353 -0,0617 -0,1049 -0,1315 -0,1540 -0,2072 -0,3251 -0,5251 -0,7869 -1,0484 -1,2446 -1,3493 -1,3761 -1,3433 -1,2446 -1,0603 -0,7914 -0,4700 -0,1452 0,1240 0,2825 0,3169 0,2761 0,2320 0,2207 0,2295 0,2284 0,2024 0,1585 0,1150 0,0825 0,0475 -0,0222 -0,1494 -0,3315 -0,5493 -0,7747 -0,9673 -1,0798 -1,0801 -0,9699 -0,7739 -0,5134 -0,1996 0,1528 0,5129 0,8377 1,1001 1,3055 1,4604 1,5422 1,5233 1,4011 1,1740 0,8117 0,2754 -0,4351 -1,2567 -2,0744 -2,7544 -3,1772 -3,2642 -3,0081 -2,4837 -1,8096 -1,0880 -0,3766 0,2955 0,9077 1,4436 1,8935 2,2582 2,5545 2,8097 3,0442 3,2521 3,3995 3,4492 3,3834 3,2002 2,9031 2,5039 2,0301 1,5206 1,0095 0,5142 0,0415 -0,4032 -0,8259 -1,2534 -1,7167 -2,2281 -2,7761 -3,3311 -3,8465 -4,2558 -4,4819 -4,4730 -4,2405 -3,8555 -3,4051 -2,9474 -2,5030 -2,0777 -1,6865 -1,3526 -1,0906 -0,8958 -0,7470 -0,6127 -0,4663 -0,3133 -0,1954 -0,1582 -0,2190 -0,3630 -0,5542 -0,7488 -0,9064 -0,9964 -0,9965 -0,8888 -0,6684 -0,3654 -0,0430 0,2424 0,4772 0,6844 0,8974 1,1403 1,4215 1,7421 2,0998 2,4645 2,7621 2,9129 2,8878 2,7131 2,4290 2,0596 1,6195 1,1340 0,6451 0,2017 -0,1583 -0,4170 -0,5671 -0,6019 -0,5198 -0,3321 -0,0640 0,2546 0,6049 0,9813 1,3754 1,7590 2,0904 2,3314 2,4557 2,4496 2,3163 2,0781 1,7593 1,3600 0,8519 0,2056 -0,5741 -1,4267 -2,2490 -2,9368 -3,4277 -3,7141 -3,8239 -3,7858 -3,6072 -3,2772 -2,7917 -2,1788 -1,4977 -0,8098 -0,1536 0,4470 0,9569 1,3361 1,5722 1,6900 1,7232 1,6865 1,5760 1,3897 1,1367 0,8402 0,5412 0,2799 0,0716 -0,0850 -0,1792 -0,1851 -0,0907 0,0816 0,2943 0,5268 0,7758 1,0241 1,2277 1,3447 1,3742 1,3594 1,3513 1,3747 1,4294 1,5078 1,6052 1,7269 1,8904 2,1121 2,3926 2,7248 3,1081 3,5440 4,0158 4,4754 4,8484 5,0621 5,0765 4,8927 4,5403 4,0633 3,5120 2,9352 2,3706 1,8442 1,3735 0,9670 0,6241 0,3359 0,0856 -0,1410 -0,3345 -0,4557 -0,4561 -0,3134 -0,0607 0,2182 0,4273 0,5063 0,4518 0,2984 0,0831 -0,1760 -0,4737 -0,7865 -1,0481 -1,1718 -1,1048 -0,8536 -0,4611 0,0267 0,5718 1,1472 1,7398 2,3392 2,9264 3,4778 3,9769 4,4101 4,7506 4,9565 4,9978 4,8925 4,7085 4,5228 4,3854 4,3198 4,3263 4,3715 4,3935 4,3324 4,1570 3,8763 3,5331 3,1778 2,8491 2,5768 2,3855 2,2853 2,2602 2,2690 2,2604 2,1985 2,0858 1,9600 1,8704 1,8576 1,9409 2,1077 2,3140 2,5052 2,6426 2,7176 2,7505 2,7736 2,8159 2,9017 3,0613 3,3316 3,7309 4,2294 4,7560 5,2359 5,6127 5,8503 5,9425 5,9247 5,8549 5,7880 5,7714 5,8506 6,0622 6,4228 6,9234 7,5326 8,2108 8,9255 9,6367 10,2699 10,7262 10,9229 10,8284 10,4783 9,9691 9,4193 8,9144 8,4711 8,0440 7,5610 6,9602 6,2255 5,4086 4,6044 3,8826 3,2465 2,6575 2,0893 1,5484 1,0540 0,6139 0,2305 -0,0900 -0,3428 -0,5280 -0,6472 -0,7123 -0,7516 -0,7935 -0,8557 -0,9513 -1,0911 -1,2726 -1,4807 -1,7108 -1,9735 -2,2637 -2,5403 -2,7449 -2,8345 -2,7967 -2,6487 -2,4293 -2,1819 -1,9387 -1,7178 -1,5286 -1,3725 -1,2454 -1,1476 -1,0930 -1,1078 -1,2230 -1,4624 -1,8235 -2,2622 -2,6925 -3,0121 -3,1472 -3,0867 -2,8815 -2,6114 -2,3422 -2,1013 -1,8803 -1,6562 -1,4179 -1,1743 -0,9367
F3    -1,3883 -1,1228 -0,8077 -0,5223 -0,3362 -0,2970 -0,4226 -0,6909 -1,0444 -1,4080 -1,7084 -1,8929 -1,9367 -1,8266 -1,5582 -1,1639 -0,7235 -0,3232 -0,0040 0,2466 0,4616 0,6663 0,8749 1,0985 1,3428 1,5981 1,8412 2,0474 2,1998 2,2890 2,3023 2,2178 2,0205 1,7230 1,3646 0,9995 0,6830 0,4503 0,2986 0,1883 0,0636 -0,1165 -0,3496 -0,5935 -0,7997 -0,9480 -1,0568 -1,1660 -1,3031 -1,4671 -1,6401 -1,8024 -1,9341 -2,0165 -2,0402 -2,0086 -1,9330 -1,8244 -1,6909 -1,5383 -1,3706 -1,1947 -1,0284 -0,8946 -0,7981 -0,7075 -0,5684 -0,3476 -0,0626 0,2346 0,4916 0,6665 0,7197 0,6146 0,3418 -0,0652 -0,5435 -1,0217 -1,4338 -1,7392 -1,9332 -2,0296 -2,0338 -1,9351 -1,7247 -1,4294 -1,1256 -0,9011 -0,7910 -0,7615 -0,7527 -0,7176 -0,6315 -0,4909 -0,3026 -0,0684 0,2139 0,5374 0,8772 1,1910 1,4316 1,5671 1,5930 1,5253 1,3852 1,1944 0,9754 0,7442 0,5029 0,2428 -0,0414 -0,3368 -0,6097 -0,8238 -0,9673 -1,0652 -1,1640 -1,3080 -1,5305 -1,8521 -2,2595 -2,6849 -3,0263 -3,2037 -3,1989 -3,0455 -2,7907 -2,4662 -2,0821 -1,6346 -1,1163 -0,5310 0,0932 0,7082 1,2666 1,7309 2,0738 2,2871 2,3951 2,4569 2,5505 2,7417 3,0541 3,4647 3,9353 4,4479 5,0158 5,6710 6,4413 7,3289 8,3084 9,3361 10,3503 11,2733 12,0237 12,5343 12,7630 12,6953 12,3456 11,7644 11,0373 10,2629 9,5236 8,8685 8,3099 7,8342 7,4249 7,0755 6,7793 6,5206 6,2866 6,0772 5,8891 5,6962 5,4579 5,1492 4,7778 4,3805 4,0021 3,6606 3,3293 2,9667 2,5599 2,1296 1,7027 1,2923 0,8957 0,4983 0,0808 -0,3629 -0,8163 -1,2487 -1,6231 -1,8969 -2,0309 -2,0054 -1,8240 -1,5009 -1,0547 -0,5134 0,0864 0,7102 1,3208 1,8610 2,2522 2,4210 2,3341 2,0120 1,5137 0,9132 0,2849 -0,3056 -0,8061 -1,1689 -1,3494 -1,3301 -1,1395 -0,8393 -0,4936 -0,1433 0,2037 0,5619 0,9471 1,3585 1,7678 2,1194 2,3559 2,4533 2,4296 2,3311 2,2146 2,1309 2,1089 2,1480 2,2263 2,3172 2,4008 2,4674 2,5134 2,5322 2,5124 2,4471 2,3489 2,2604 2,2413 2,3356 2,5502 2,8513 3,1708 3,4292 3,5691 3,5747 3,4684 3,2868 3,0525 2,7731 2,4607 2,1331 1,7910 1,4125 0,9692 0,4399 -0,1707 -0,8121 -1,3930 -1,8086 -1,9689 -1,8328 -1,4310 -0,8465 -0,1695 0,5282 1,1852 1,7483 2,1908 2,5231 2,7854 3,0285 3,2962 3,6148 3,9806 4,3428 4,6126 4,7113 4,6161 4,3566 3,9789 3,5311 3,0673 2,6350 2,2582 1,9381 1,6619 1,3994 1,1053 0,7374 0,2796 -0,2521 -0,8205 -1,3771 -1,8565 -2,1767 -2,2710 -2,1274 -1,8022 -1,3995 -1,0260 -0,7505 -0,5918 -0,5343 -0,5492 -0,6002 -0,6347 -0,5907 -0,4316 -0,1818 0,0794 0,2640 0,3208 0,2526 0,1055 -0,0572 -0,1790 -0,2180 -0,1580 -0,0225 0,1326 0,2483 0,2815 0,2143 0,0651 -0,1099 -0,2407 -0,2750 -0,1921 -0,0014 0,2723 0,6030 0,9640 1,3234 1,6527 1,9312 2,1310 2,2088 2,1263 1,8853 1,5363 1,1517 0,7985 0,5314 0,3840 0,3555 0,4086 0,4925 0,5824 0,6934 0,8518 1,0665 1,3305 1,6303 1,9428 2,2252 2,4202 2,4748 2,3569 2,0630 1,6177 1,0590 0,4179 -0,2847 -1,0223 -1,7430 -2,3653 -2,8042 -3,0162 -3,0206 -2,8740 -2,6277 -2,3100 -1,9361 -1,5198 -1,0837 -0,6736 -0,3589 -0,2008 -0,2096 -0,3352 -0,4974 -0,6231 -0,6653 -0,6097 -0,4738 -0,2939 -0,1073 0,0597 0,1906 0,2748 0,3175 0,3410 0,3664 0,3985 0,4377 0,4961 0,5882 0,7000 0,7764 0,7536 0,6087 0,3749 0,1110 -0,1356 -0,3413 -0,4968 -0,5957 -0,6250 -0,5576 -0,3614 -0,0227 0,4393 0,9757 1,5181 1,9942 2,3573 2,6154 2,8222 3,0272 3,2325 3,3990 3,4880 3,4814 3,3665 3,1251 2,7546 2,2890 1,7908 1,3287 0,9610 0,7243 0,6232 0,6294 0,6924 0,7511 0,7522 0,6807 0,5728 0,4941 0,4984 0,5910 0,7152 0,7809 0,7177 0,5162 0,2351 -0,0268 -0,1806 -0,1862 -0,0531 0,1861 0,4964 0,8440 1,1957 1,5223 1,8029 2,0313 2,2220 2,4016 2,5861 2,7698 2,9355 3,0737 3,1861 3,2713 3,3094 3,2669 3,1222 2,8913 2,6316 2,4190 2,3116 2,3211 2,4088 2,5086 2,5570 2,5110 2,3580 2,1191 1,8359 1,5557 1,3238 1,1776 1,1316 1,1699 1,2576 1,3579 1,4399 1,4897 1,5244 1,5821 1,6915 1,8547 2,0493 2,2416 2,4052 2,5378 2,6592 2,7929 2,9457 3,1016 3,2365 3,3497 3,4805 3,6904 4,0216 4,4694 4,9855 5,5005 5,9550 6,3263 6,6257 6,8730 7,0891 7,3068 7,5644 7,8847 8,2666 8,6872 9,1082 9,4881 9,7961 10,0126 10,1225 10,1162 9,9965 9,7838 9,5158 9,2440 9,0216 8,8834 8,8234 8,7878 8,6893 8,4400 7,9947 7,3741 6,6403 5,8536 5,0621 4,3149 3,6576 3,1161 2,6936 2,3724 2,1156 1,8726 1,5884 1,2179 0,7500 0,2236 -0,2795 -0,6680 -0,8800 -0,9068 -0,7974 -0,6390 -0,5245 -0,5239 -0,6621 -0,9110 -1,2062 -1,4788 -1,6812 -1,7987 -1,8458 -1,8444 -1,7977 -1,6919 -1,5198 -1,2907 -1,0190 -0,7203 -0,4264 -0,1926 -0,0810 -0,1361 -0,3732 -0,7733 -1,2732 -1,7614 -2,1055 -2,2124 -2,0799 -1,7953 -1,4858 -1,2542 -1,1396 -1,1228 -1,1549 -1,1814 -1,1554 -1,0438
F7    -1,5767 -1,2898 -1,0187 -0,8089 -0,6992 -0,7141 -0,8477 -1,0587 -1,2924 -1,5008 -1,6394 -1,6616 -1,5382 -1,2848 -0,9580 -0,6209 -0,3218 -0,0916 0,0681 0,2021 0,3819 0,6525 1,0032 1,3906 1,7674 2,0863 2,3006 2,3791 2,3199 2,1484 1,9018 1,6151 1,3196 1,0515 0,8443 0,7075 0,6236 0,5724 0,5443 0,5235 0,4722 0,3437 0,1071 -0,2369 -0,6515 -1,0708 -1,4193 -1,6401 -1,7165 -1,6681 -1,5383 -1,3834 -1,2541 -1,1726 -1,1296 -1,0934 -1,0246 -0,8961 -0,7066 -0,4764 -0,2310 0,0134 0,2540 0,4901 0,7089 0,8879 1,0126 1,0769 1,0767 1,0144 0,9001 0,7370 0,5133 0,2137 -0,1678 -0,6182 -1,1054 -1,5828 -1,9933 -2,2829 -2,4233 -2,4149 -2,2725 -2,0202 -1,6979 -1,3629 -1,0745 -0,8687 -0,7420 -0,6662 -0,6251 -0,6292 -0,6894 -0,7863 -0,8706 -0,8868 -0,7985 -0,6042 -0,3376 -0,0513 0,2041 0,3951 0,5112 0,5562 0,5334 0,4364 0,2543 -0,0195 -0,3840 -0,8296 -1,3312 -1,8428 -2,3049 -2,6666 -2,9015 -3,0052 -2,9870 -2,8733 -2,7118 -2,5612 -2,4677 -2,4469 -2,4848 -2,5503 -2,6055 -2,6186 -2,5797 -2,5003 -2,3909 -2,2482 -2,0644 -1,8348 -1,5494 -1,1819 -0,6978 -0,0862 0,6187 1,3545 2,0731 2,7595 3,4076 3,9968 4,5010 4,9071 5,2211 5,4711 5,7056 5,9809 6,3343 6,7659 7,2522 7,7750 8,3313 8,9167 9,5018 10,0335 10,4554 10,7197 10,7908 10,6506 10,3055 9,7802 9,1081 8,3284 7,4767 6,5731 5,6345 4,7060 3,8714 3,2202 2,7993 2,5915 2,5286 2,5198 2,4838 2,3721 2,1720 1,8951 1,5654 1,2057 0,8289 0,4376 0,0223 -0,4377 -0,9608 -1,5451 -2,1641 -2,7729 -3,3139 -3,7215 -3,9422 -3,9626 -3,8204 -3,5853 -3,3246 -3,0783 -2,8603 -2,6724 -2,5070 -2,3445 -2,1644 -1,9620 -1,7527 -1,5572 -1,3929 -1,2769 -1,2235 -1,2353 -1,3007 -1,4000 -1,5137 -1,6290 -1,7348 -1,8131 -1,8440 -1,8197 -1,7494 -1,6488 -1,5227 -1,3621 -1,1612 -0,9283 -0,6758 -0,4097 -0,1423 0,0971 0,2858 0,4341 0,5712 0,7109 0,8432 0,9486 1,0091 1,0162 0,9780 0,9160 0,8456 0,7656 0,6641 0,5251 0,3368 0,1071 -0,1298 -0,3330 -0,4813 -0,5728 -0,6058 -0,5737 -0,4811 -0,3521 -0,2207 -0,1172 -0,0582 -0,0473 -0,0820 -0,1574 -0,2629 -0,3842 -0,5154 -0,6713 -0,8798 -1,1644 -1,5300 -1,9564 -2,3985 -2,7934 -3,0754 -3,2011 -3,1761 -3,0480 -2,8627 -2,6270 -2,3181 -1,9230 -1,4567 -0,9500 -0,4399 0,0346 0,4444 0,7780 1,0318 1,1956 1,2519 1,1842 0,9899 0,6934 0,3508 0,0308 -0,2162 -0,3730 -0,4543 -0,4994 -0,5512 -0,6360 -0,7658 -0,9426 -1,1572 -1,3995 -1,6685 -1,9555 -2,2240 -2,4214 -2,5074 -2,4711 -2,3319 -2,1250 -1,8791 -1,6101 -1,3365 -1,0892 -0,9010 -0,7926 -0,7674 -0,8058 -0,8621 -0,8853 -0,8539 -0,7844 -0,7039 -0,6240 -0,5495 -0,4993 -0,5052 -0,5906 -0,7501 -0,9485 -1,1347 -1,2617 -1,3048 -1,2653 -1,1637 -1,0286 -0,8817 -0,7259 -0,5493 -0,3438 -0,1154 0,1177 0,3293 0,4846 0,5516 0,5167 0,3864 0,1778 -0,0841 -0,3709 -0,6637 -0,9599 -1,2646 -1,5803 -1,8966 -2,1793 -2,3786 -2,4538 -2,3914 -2,2028 -1,9118 -1,5449 -1,1246 -0,6716 -0,2144 0,2054 0,5439 0,7734 0,8917 0,9134 0,8583 0,7419 0,5699 0,3426 0,0701 -0,2171 -0,4785 -0,6837 -0,8211 -0,8989 -0,9360 -0,9465 -0,9275 -0,8579 -0,7109 -0,4771 -0,1748 0,1561 0,4684 0,7293 0,9332 1,0915 1,2116 1,2927 1,3325 1,3310 1,2918 1,2260 1,1513 1,0816 1,0265 0,9984 1,0038 1,0261 1,0288 0,9796 0,8652 0,6867 0,4599 0,2293 0,0670 0,0327 0,1294 0,3045 0,4868 0,6228 0,6915 0,6969 0,6528 0,5758 0,4820 0,3865 0,3165 0,3198 0,4415 0,6926 1,0492 1,4704 1,9088 2,3131 2,6329 2,8240 2,8598 2,7444 2,5126 2,2140 1,8950 1,5866 1,2941 0,9958 0,6660 0,3063 -0,0509 -0,3612 -0,5812 -0,6799 -0,6563 -0,5358 -0,3449 -0,0978 0,1971 0,5271 0,8617 1,1458 1,3181 1,3435 1,2276 1,0084 0,7427 0,4931 0,3183 0,2685 0,3723 0,6159 0,9470 1,3138 1,6959 2,0963 2,5174 2,9467 3,3537 3,6924 3,9109 3,9706 3,8657 3,6274 3,3113 2,9801 2,6915 2,4866 2,3749 2,3323 2,3259 2,3423 2,3832 2,4381 2,4695 2,4217 2,2418 1,9064 1,4432 0,9304 0,4621 0,1044 -0,1236 -0,2419 -0,3009 -0,3607 -0,4511 -0,5564 -0,6393 -0,6633 -0,5929 -0,4012 -0,0925 0,2955 0,7176 1,1347 1,5075 1,8076 2,0386 2,2337 2,4361 2,6784 2,9666 3,2826 3,6023 3,9095 4,1916 4,4315 4,6118 4,7278 4,7952 4,8406 4,8843 4,9370 5,0097 5,1198 5,2862 5,5261 5,8533 6,2678 6,7473 7,2483 7,7151 8,0930 8,3392 8,4287 8,3612 8,1687 7,9037 7,6072 7,2878 6,9244 6,4897 5,9751 5,4037 4,8293 4,3185 3,9151 3,6087 3,3502 3,1021 2,8610 2,6316 2,4041 2,1610 1,8911 1,6006 1,3133 1,0536 0,8256 0,6101 0,3748 0,0890 -0,2583 -0,6518 -1,0609 -1,4500 -1,7828 -2,0378 -2,2171 -2,3282 -2,3685 -2,3374 -2,2495 -2,1299 -2,0029 -1,8889 -1,8061 -1,7671 -1,7736 -1,8116 -1,8463 -1,8396 -1,7848 -1,7221 -1,7169 -1,8204 -2,0390 -2,3283 -2,6139 -2,8245 -2,9154 -2,8735 -2,7090 -2,4555 -2,1758 -1,9506 -1,8435 -1,8696 -1,9933 -2,1456 -2,2455
