Fp1   -2,0923 -1,8866 -1,6597 -1,4428 -1,2575 -1,1108 -1,0012 -0,9185 -0,8356 -0,7153 -0,5373 -0,3157 -0,0878 0,1090 0,2457 0,2969 0,2413 0,0715 -0,1975 -0,5277 -0,8659 -1,1561 -1,3483 -1,4063 -1,3198 -1,1108 -0,8228 -0,5029 -0,1893 0,0939 0,3369 0,5438 0,7307 0,9142 1,0983 1,2715 1,4141 1,5069 1,5398 1,5188 1,4647 1,3975 1,3240 1,2430 1,1548 1,0641 0,9802 0,9186 0,8976 0,9307 1,0131 1,1113 1,1760 1,1752 1,1129 1,0127 0,8915 0,7543 0,6141 0,5082 0,4851 0,5707 0,7463 0,9566 1,1397 1,2546 1,2848 1,2273 1,0912 0,9012 0,6964 0,5237 0,4250 0,4220 0,5088 0,6544 0,8122 0,9412 1,0245 1,0739 1,1212 1,2043 1,3514 1,5664 1,8204 2,0608 2,2316 2,2886 2,2065 1,9837 1,6458 1,2447 0,8455 0,4956 0,2016 -0,0647 -0,3434 -0,6678 -1,0462 -1,4466 -1,8105 -2,0940 -2,2972 -2,4549 -2,6077 -2,7800 -2,9808 -3,2211 -3,5152 -3,8631 -4,2416 -4,6202 -4,9782 -5,3064 -5,5939 -5,8158 -5,9322 -5,9049 -5,7258 -5,4250 -5,0464 -4,6228 -4,1696 -3,6912 -3,1961 -2,7072 -2,2475 -1,8181 -1,3998 -0,9710 -0,5189 -0,0413 0,4597 0,9839 1,5284 2,0753 2,5857 3,0124 3,3262 3,5367 3,6839 3,8022 3,8911 3,9240 3,8845 3,7915 3,6879 3,6082 3,5624 3,5518 3,5846 3,6679 3,7906 3,9221 4,0228 4,0572 4,0121 3,9083 3,7929 3,7173 3,7172 3,8041 3,9663 4,1749 4,3917 4,5759 4,6900 4,7050 4,6075 4,4036 4,1219 3,8096 3,5167 3,2757 3,0953 2,9711 2,9003 2,8859 2,9253 2,9933 3,0400 3,0112 2,8734 2,6288 2,3138 1,9808 1,6699 1,3969 1,1608 0,9565 0,7776 0,6168 0,4693 0,3388 0,2353 0,1628 0,1106 0,0555 -0,0280 -0,1529 -0,3107 -0,4812 -0,6536 -0,8336 -1,0339 -1,2614 -1,5106 -1,7659 -2,0098 -2,2295 -2,4176 -2,5734 -2,7071 -2,8388 -2,9928 -3,1874 -3,4225 -3,6724 -3,8944 -4,0425 -4,0761 -3,9708 -3,7342 -3,4138 -3,0829 -2,8045 -2,6042 -2,4738 -2,3938 -2,3479 -2,3248 -2,3097 -2,2773 -2,2045 -2,0899 -1,9579 -1,8394 -1,7491 -1,6812 -1,6256 -1,5776 -1,5275 -1,4542 -1,3422 -1,1983 -1,0535 -0,9495 -0,9163 -0,9494 -1,0071 -1,0319 -0,9849 -0,8737 -0,7610 -0,7356 -0,8533 -1,1003 -1,4117 -1,7121 -1,9395 -2,0553 -2,0477 -1,9307 -1,7390 -1,5157 -1,2987 -1,1102 -0,9583 -0,8430 -0,7577 -0,6900 -0,6294 -0,5774 -0,5482 -0,5613 -0,6292 -0,7485 -0,8934 -1,0203 -1,0903 -1,0931 -1,0427 -0,9527 -0,8243 -0,6595 -0,4779 -0,3186 -0,2276 -0,2369 -0,3424 -0,5028 -0,6669 -0,8036 -0,9139 -1,0218 -1,1473 -1,2903 -1,4427 -1,6027 -1,7679 -1,9241 -2,0452 -2,1071 -2,0948 -1,9976 -1,8116 -1,5445 -1,2125 -0,8419 -0,4637 -0,0945 0,2701 0,6370 0,9987 1,3320 1,6070 1,7977 1,8891 1,8741 1,7513 1,5298 1,2337 0,9010 0,5816 0,3249 0,1637 0,1055 0,1308 0,2024 0,2902 0,3887 0,5073 0,6513 0,8150 0,9847 1,1399 1,2574 1,3222 1,3367 1,3192 1,2971 1,2986 1,3455 1,4474 1,6008 1,7888 1,9838 2,1540 2,2703 2,3096 2,2528 2,0907 1,8481 1,5960 1,4170 1,3514 1,3783 1,4429 1,4954 1,5147 1,5154 1,5344 1,6008 1,7137 1,8467 1,9668 2,0487 2,0853 2,0917 2,0954 2,1200 2,1776 2,2643 2,3555 2,4178 2,4274 2,3779 2,2784 2,1486 2,0160 1,9151 1,8756 1,9056 1,9896 2,0982 2,1984 2,2643 2,2833 2,2523 2,1722 2,0492 1,8970 1,7347 1,5867 1,4801 1,4320 1,4378 1,4701 1,4896 1,4621 1,3813 1,2783 1,2043 1,1985 1,2651 1,3750 1,4825 1,5400 1,5096 1,3736 1,1384 0,8261 0,4667 0,0937 -0,2664 -0,5982 -0,8829 -1,0880 -1,1838 -1,1664 -1,0619 -0,9102 -0,7466 -0,5930 -0,4584 -0,3389 -0,2195 -0,0873 0,0555 0,1856 0,2631 0,2490 0,1240 -0,1046 -0,3982 -0,6894 -0,9090 -1,0201 -1,0268 -0,9591 -0,8495 -0,7178 -0,5745 -0,4320 -0,3130 -0,2497 -0,2711 -0,3825 -0,5601 -0,7686 -0,9772 -1,1564 -1,2641 -1,2510 -1,0939 -0,8193 -0,4887 -0,1654 0,1102 0,3346 0,5353 0,7435 0,9749 1,2303 1,5010 1,7659 1,9868 2,1149 2,1132 1,9768 1,7289 1,4003 1,0143 0,5874 0,1358 -0,3232 -0,7749 -1,2120 -1,6408 -2,0754 -2,5145 -2,9284 -3,2823 -3,5697 -3,8224 -4,0921 -4,4199 -4,8070 -5,2101 -5,5629 -5,8069 -5,9107 -5,8710 -5,7027 -5,4281 -5,0689 -4,6441 -4,1741 -3,6851 -3,2050 -2,7475 -2,2922 -1,7903 -1,1991 -0,5101 0,2506 1,0358 1,7925 2,4770 3,0650 3,5494 3,9326 4,2263 4,4603 4,6727 4,8801 5,0624 5,1773 5,1876 5,0870 4,9135 4,7332 4,6066 4,5602 4,5765 4,6029 4,5747 4,4431 4,1927 3,8422 3,4386 3,0458 2,7225 2,5020 2,3925 2,3830 2,4389 2,5073 2,5454 2,5407 2,5033 2,4493 2,3932 2,3448 2,3026 2,2575 2,2050 2,1510 2,1018 2,0540 1,9976 1,9212 1,8120 1,6574 1,4505 1,1896 0,8779 0,5327 0,1883 -0,1172 -0,3583 -0,5279 -0,6380 -0,7137 -0,7864 -0,8943 -1,0816 -1,3741 -1,7525 -2,1538 -2,5038 -2,7542 -2,8999 -2,9719 -3,0215 -3,1016 -3,2463 -3,4563 -3,6999 -3,9301 -4,1083 -4,2222 -4,2830 -4,3046 -4,2903 -4,2353 -4,1370 -3,9994 -3,8310 -3,6362 -3,4105 -3,1433 -2,8331 -2,5063 -2,2184 -2,0217 -1,9191 -1,8552 -1,7579 -1,5892
Fz    -2,5352 -2,3040 -2,0237 -1,7256 -1,4377 -1,1754 -0,9436 -0,7436 -0,5691 -0,4029 -0,2306 -0,0560 0,1012 0,2183 0,2757 0,2545 0,1388 -0,0759 -0,3715 -0,7078 -1,0348 -1,3006 -1,4526 -1,4510 -1,2917 -1,0160 -0,6922 -0,3847 -0,1338 0,0526 0,1974 0,3448 0,5415 0,8084 1,1252 1,4381 1,6850 1,8212 1,8345 1,7460 1,5985 1,4358 1,2847 1,1575 1,0631 1,0062 0,9796 0,9703 0,9753 1,0058 1,0688 1,1464 1,2006 1,2026 1,1518 1,0666 0,9609 0,8387 0,7104 0,6040 0,5529 0,5746 0,6575 0,7631 0,8474 0,8820 0,8609 0,7947 0,7052 0,6193 0,5648 0,5689 0,6524 0,8202 1,0543 1,3110 1,5293 1,6588 1,6869 1,6469 1,6030 1,6212 1,7370 1,9372 2,1652 2,3499 2,4379 2,4094 2,2726 2,0541 1,7948 1,5429 1,3372 1,1871 1,0680 0,9346 0,7422 0,4653 0,1118 -0,2701 -0,6093 -0,8505 -0,9793 -1,0195 -1,0144 -1,0075 -1,0354 -1,1321 -1,3252 -1,6198 -1,9941 -2,4126 -2,8418 -3,2529 -3,6197 -3,9146 -4,1101 -4,1880 -4,1502 -4,0110 -3,7774 -3,4420 -2,9965 -2,4472 -1,8250 -1,1843 -0,5830 -0,0538 0,4067 0,8281 1,2480 1,6972 2,1887 2,7165 3,2578 3,7760 4,2294 4,5841 4,8284 4,9799 5,0737 5,1346 5,1572 5,1167 4,9954 4,8009 4,5629 4,3185 4,1015 3,9455 3,8867 3,9484 4,1210 4,3635 4,6223 4,8503 5,0205 5,1350 5,2201 5,3106 5,4356 5,6119 5,8427 6,1155 6,3986 6,6446 6,8055 6,8495 6,7639 6,5512 6,2343 5,8608 5,4891 5,1653 4,9124 4,7343 4,6258 4,5774 4,5701 4,5687 4,5293 4,4170 4,2168 3,9372 3,6085 3,2700 2,9493 2,6544 2,3838 2,1359 1,9102 1,7098 1,5448 1,4264 1,3504 1,2875 1,1943 1,0368 0,8042 0,5119 0,1984 -0,0892 -0,3198 -0,4899 -0,6175 -0,7287 -0,8476 -0,9910 -1,1701 -1,3927 -1,6586 -1,9556 -2,2700 -2,5997 -2,9528 -3,3321 -3,7179 -4,0630 -4,3081 -4,4044 -4,3269 -4,0797 -3,6980 -3,2443 -2,7917 -2,3985 -2,0903 -1,8643 -1,7050 -1,5985 -1,5343 -1,4954 -1,4567 -1,3999 -1,3328 -1,2879 -1,2977 -1,3684 -1,4812 -1,6160 -1,7606 -1,8958 -1,9892 -2,0164 -1,9812 -1,9152 -1,8617 -1,8493 -1,8729 -1,9031 -1,9100 -1,8817 -1,8326 -1,8047 -1,8504 -2,0010 -2,2469 -2,5460 -2,8462 -3,0997 -3,2717 -3,3444 -3,3193 -3,2177 -3,0788 -2,9476 -2,8556 -2,8129 -2,8119 -2,8293 -2,8299 -2,7839 -2,6841 -2,5475 -2,4050 -2,2898 -2,2232 -2,2012 -2,1950 -2,1693 -2,1020 -1,9889 -1,8357 -1,6513 -1,4458 -1,2314 -1,0272 -0,8629 -0,7722 -0,7708 -0,8409 -0,9423 -1,0384 -1,1143 -1,1776 -1,2455 -1,3311 -1,4382 -1,5619 -1,6905 -1,8077 -1,8961 -1,9426 -1,9399 -1,8819 -1,7671 -1,6016 -1,3957 -1,1625 -0,9164 -0,6646 -0,4031 -0,1277 0,1559 0,4289 0,6634 0,8326 0,9216 0,9257 0,8479 0,7015 0,5105 0,3034 0,1038 -0,0774 -0,2419 -0,3972 -0,5536 -0,7232 -0,9074 -1,0841 -1,2153 -1,2689 -1,2374 -1,1385 -1,0074 -0,8845 -0,8032 -0,7782 -0,7980 -0,8267 -0,8187 -0,7368 -0,5639 -0,3055 0,0134 0,3508 0,6554 0,8841 1,0157 1,0465 0,9847 0,8605 0,7342 0,6713 0,7029 0,8131 0,9611 1,1058 1,2183 1,2895 1,3341 1,3765 1,4296 1,4896 1,5465 1,5923 1,6293 1,6792 1,7710 1,9152 2,0914 2,2555 2,3567 2,3575 2,2460 2,0350 1,7558 1,4539 1,1814 0,9885 0,9116 0,9583 1,1019 1,2937 1,4800 1,6144 1,6664 1,6225 1,4791 1,2424 0,9364 0,6048 0,3009 0,0683 -0,0801 -0,1703 -0,2523 -0,3749 -0,5648 -0,8097 -1,0573 -1,2391 -1,3070 -1,2553 -1,1178 -0,9504 -0,8142 -0,7620 -0,8242 -1,0015 -1,2727 -1,6075 -1,9746 -2,3456 -2,6898 -2,9644 -3,1208 -3,1292 -2,9996 -2,7807 -2,5360 -2,3174 -2,1530 -2,0484 -1,9910 -1,9581 -1,9327 -1,9147 -1,9180 -1,9599 -2,0482 -2,1749 -2,3165 -2,4350 -2,4846 -2,4349 -2,2911 -2,0884 -1,8692 -1,6649 -1,4874 -1,3318 -1,1904 -1,0721 -1,0088 -1,0373 -1,1705 -1,3828 -1,6243 -1,8461 -2,0117 -2,0903 -2,0578 -1,9154 -1,6984 -1,4569 -1,2300 -1,0327 -0,8526 -0,6592 -0,4240 -0,1391 0,1825 0,5154 0,8260 1,0714 1,2061 1,2052 1,0793 0,8640 0,5939 0,2887 -0,0455 -0,4138 -0,8269 -1,2913 -1,8019 -2,3441 -2,8944 -3,4145 -3,8569 -4,1927 -4,4351 -4,6367 -4,8657 -5,1775 -5,5868 -6,0551 -6,5019 -6,8365 -6,9939 -6,9504 -6,7198 -6,3396 -5,8579 -5,3247 -4,7882 -4,2895 -3,8511 -3,4642 -3,0846 -2,6461 -2,0932 -1,4103 -0,6250 0,2072 1,0250 1,7819 2,4564 3,0465 3,5572 3,9974 4,3874 4,7571 5,1231 5,4701 5,7544 5,9290 5,9749 5,9211 5,8328 5,7754 5,7838 5,8498 5,9290 5,9585 5,8834 5,6775 5,3558 4,9719 4,5974 4,2870 4,0593 3,9057 3,8037 3,7187 3,6109 3,4568 3,2615 3,0481 2,8415 2,6571 2,4943 2,3387 2,1773 2,0131 1,8617 1,7354 1,6360 1,5602 1,5029 1,4495 1,3669 1,2090 0,9321 0,5193 0,0015 -0,5497 -1,0575 -1,4718 -1,7771 -1,9853 -2,1249 -2,2343 -2,3628 -2,5663 -2,8817 -3,2945 -3,7382 -4,1295 -4,4103 -4,5701 -4,6435 -4,6915 -4,7775 -4,9412 -5,1831 -5,4685 -5,7488 -5,9804 -6,1348 -6,2027 -6,1931 -6,1263 -6,0200 -5,8786 -5,6929 -5,4472 -5,1268 -4,7229 -4,2388 -3,7015 -3,1666 -2,7048 -2,3705 -2,1683 -2,0495 -1,9461 -1,8129
F3    -2,1978 -1,9820 -1,7234 -1,4586 -1,2150 -1,0066 -0,8408 -0,7179 -0,6199 -0,5131 -0,3766 -0,2234 -0,0876 0,0033 0,0363 0,0030 -0,1056 -0,2884 -0,5209 -0,7602 -0,9699 -1,1328 -1,2406 -1,2850 -1,2636 -1,1844 -1,0570 -0,8854 -0,6723 -0,4231 -0,1414 0,1791 0,5461 0,9486 1,3475 1,6890 1,9254 2,0295 2,0044 1,8861 1,7287 1,5752 1,4396 1,3180 1,2083 1,1141 1,0383 0,9807 0,9454 0,9473 0,9994 1,0875 1,1668 1,1902 1,1397 1,0317 0,8948 0,7504 0,6188 0,5360 0,5462 0,6664 0,8630 1,0688 1,2215 1,2896 1,2728 1,1905 1,0731 0,9577 0,8836 0,8844 0,9728 1,1319 1,3215 1,4920 1,5973 1,6121 1,5449 1,4375 1,3489 1,3329 1,4165 1,5881 1,8030 2,0064 2,1551 2,2257 2,2117 2,1199 1,9692 1,7891 1,6080 1,4308 1,2302 0,9675 0,6224 0,2091 -0,2242 -0,6067 -0,8762 -1,0131 -1,0505 -1,0549 -1,0946 -1,2105 -1,4097 -1,6836 -2,0180 -2,3906 -2,7728 -3,1457 -3,5060 -3,8568 -4,1935 -4,4983 -4,7402 -4,8847 -4,9120 -4,8212 -4,6157 -4,2966 -3,8730 -3,3686 -2,8205 -2,2760 -1,7820 -1,3647 -1,0190 -0,7102 -0,3869 -0,0017 0,4748 1,0484 1,6993 2,3849 3,0512 3,6484 4,1435 4,5290 4,8154 5,0088 5,0988 5,0704 4,9235 4,6821 4,3905 4,1012 3,8638 3,7195 3,6941 3,7830 3,9426 4,1064 4,2140 4,2314 4,1596 4,0350 3,9153 3,8543 3,8854 4,0235 4,2676 4,5966 4,9645 5,3045 5,5461 5,6401 5,5745 5,3673 5,0533 4,6739 4,2705 3,8766 3,5173 3,2146 2,9939 2,8784 2,8724 2,9459 3,0411 3,0963 3,0674 2,9354 2,7069 2,4060 2,0598 1,6891 1,3108 0,9424 0,5966 0,2793 -0,0033 -0,2398 -0,4226 -0,5590 -0,6711 -0,7847 -0,9188 -1,0777 -1,2484 -1,4132 -1,5699 -1,7330 -1,9159 -2,1160 -2,3148 -2,4926 -2,6474 -2,7967 -2,9579 -3,1353 -3,3287 -3,5458 -3,7982 -4,0877 -4,3977 -4,6917 -4,9198 -5,0293 -4,9784 -4,7530 -4,3800 -3,9277 -3,4857 -3,1264 -2,8754 -2,7146 -2,6103 -2,5385 -2,4902 -2,4589 -2,4302 -2,3885 -2,3318 -2,2735 -2,2238 -2,1773 -2,1273 -2,0840 -2,0652 -2,0702 -2,0752 -2,0567 -2,0120 -1,9635 -1,9450 -1,9763 -2,0457 -2,1150 -2,1415 -2,1010 -2,0075 -1,9198 -1,9163 -2,0436 -2,2877 -2,5938 -2,8993 -3,1516 -3,3131 -3,3657 -3,3106 -3,1696 -2,9837 -2,8007 -2,6555 -2,5591 -2,5046 -2,4774 -2,4596 -2,4351 -2,3962 -2,3475 -2,3049 -2,2858 -2,2965 -2,3222 -2,3327 -2,3000 -2,2171 -2,0986 -1,9673 -1,8385 -1,7167 -1,6013 -1,4943 -1,4072 -1,3587 -1,3547 -1,3745 -1,3872 -1,3803 -1,3712 -1,3905 -1,4548 -1,5556 -1,6732 -1,7921 -1,9026 -1,9954 -2,0586 -2,0827 -2,0637 -1,9964 -1,8754 -1,7009 -1,4756 -1,2065 -0,9055 -0,5792 -0,2258 0,1501 0,5271 0,8720 1,1527 1,3482 1,4522 1,4686 1,4073 1,2827 1,1124 0,9156 0,7138 0,5258 0,3618 0,2214 0,0962 -0,0249 -0,1454 -0,2559 -0,3414 -0,3939 -0,4158 -0,4166 -0,4075 -0,3989 -0,3972 -0,4016 -0,4033 -0,3890 -0,3457 -0,2616 -0,1274 0,0595 0,2879 0,5286 0,7404 0,8880 0,9552 0,9375 0,8345 0,6643 0,4816 0,3573 0,3352 0,4110 0,5488 0,7077 0,8628 1,0164 1,1922 1,4122 1,6708 1,9295 2,1368 2,2547 2,2845 2,2728 2,2821 2,3506 2,4788 2,6355 2,7710 2,8377 2,8108 2,6898 2,4884 2,2317 1,9577 1,7150 1,5507 1,4915 1,5334 1,6458 1,7847 1,9082 1,9891 2,0169 1,9910 1,9179 1,8157 1,7107 1,6256 1,5713 1,5400 1,5049 1,4335 1,3015 1,1042 0,8676 0,6496 0,5176 0,5123 0,6219 0,7895 0,9427 1,0226 0,9963 0,8596 0,6301 0,3338 -0,0025 -0,3534 -0,7013 -1,0340 -1,3263 -1,5379 -1,6358 -1,6135 -1,4912 -1,3075 -1,1093 -0,9412 -0,8342 -0,7968 -0,8151 -0,8637 -0,9215 -0,9844 -1,0663 -1,1844 -1,3452 -1,5425 -1,7521 -1,9296 -2,0324 -2,0476 -1,9926 -1,8962 -1,7825 -1,6603 -1,5250 -1,3772 -1,2456 -1,1859 -1,2489 -1,4428 -1,7255 -2,0274 -2,2805 -2,4319 -2,4415 -2,2839 -1,9650 -1,5345 -1,0692 -0,6416 -0,2929 -0,0170 0,2325 0,5068 0,8277 1,1811 1,5316 1,8377 2,0586 2,1598 2,1272 1,9748 1,7322 1,4252 1,0713 0,6841 0,2749 -0,1477 -0,5756 -1,0017 -1,4264 -1,8566 -2,2906 -2,7093 -3,0896 -3,4277 -3,7468 -4,0860 -4,4756 -4,9149 -5,3659 -5,7677 -6,0621 -6,2163 -6,2284 -6,1189 -5,9190 -5,6588 -5,3603 -5,0369 -4,6943 -4,3326 -3,9424 -3,4963 -2,9564 -2,2984 -1,5277 -0,6760 0,2072 1,0661 1,8550 2,5524 3,1565 3,6710 4,1008 4,4624 4,7802 5,0637 5,2954 5,4433 5,4860 5,4331 5,3319 5,2489 5,2355 5,3019 5,4144 5,5107 5,5239 5,4069 5,1474 4,7716 4,3391 3,9243 3,5844 3,3369 3,1691 3,0602 2,9879 2,9263 2,8544 2,7641 2,6579 2,5423 2,4216 2,2966 2,1670 2,0354 1,9117 1,8094 1,7357 1,6868 1,6535 1,6253 1,5857 1,5112 1,3787 1,1687 0,8712 0,4988 0,0927 -0,2925 -0,6086 -0,8303 -0,9652 -1,0484 -1,1283 -1,2589 -1,4914 -1,8503 -2,3093 -2,7951 -3,2213 -3,5311 -3,7229 -3,8456 -3,9717 -4,1627 -4,4408 -4,7837 -5,1411 -5,4576 -5,6892 -5,8161 -5,8421 -5,7861 -5,6725 -5,5230 -5,3483 -5,1467 -4,9056 -4,6048 -4,2254 -3,7632 -3,2429 -2,7239 -2,2860 -1,9881 -1,8289 -1,7472 -1,6668 -1,5418
F7    -2,1214 -2,2197 -2,3001 -2,3310 -2,2787 -2,1304 -1,9112 -1,6669 -1,4233 -1,1721 -0,8994 -0,6197 -0,3691 -0,1732 -0,0377 0,0367 0,0480 0,0021 -0,0784 -0,1626 -0,2303 -0,2765 -0,2928 -0,2534 -0,1311 0,0768 0,3428 0,6221 0,8742 1,0781 1,2344 1,3604 1,4818 1,6132 1,7463 1,8575 1,9141 1,8782 1,7252 1,4717 1,1732 0,8867 0,6363 0,4169 0,2221 0,0662 -0,0196 -0,0122 0,0873 0,2585 0,4701 0,6798 0,8421 0,9283 0,9364 0,8787 0,7662 0,6104 0,4379 0,2953 0,2367 0,3042 0,5101 0,8247 1,1800 1,4912 1,6894 1,7439 1,6630 1,4756 1,2215 0,9541 0,7352 0,6128 0,6063 0,7028 0,8597 1,0195 1,1358 1,1897 1,1902 1,1647 1,1466 1,1586 1,1936 1,2133 1,1700 1,0335 0,8081 0,5253 0,2240 -0,0563 -0,2774 -0,4219 -0,5107 -0,5928 -0,7211 -0,9322 -1,2211 -1,5275 -1,7694 -1,9055 -1,9615 -1,9981 -2,0582 -2,1474 -2,2639 -2,4372 -2,7170 -3,1253 -3,6312 -4,1721 -4,6906 -5,1503 -5,5313 -5,8189 -5,9897 -6,0116 -5,8691 -5,5866 -5,2211 -4,8311 -4,4514 -4,0852 -3,7205 -3,3554 -3,0012 -2,6656 -2,3456 -2,0260 -1,6763 -1,2581 -0,7498 -0,1661 0,4488 1,0487 1,6013 2,0772 2,4443 2,6864 2,8161 2,8584 2,8299 2,7335 2,5657 2,3304 2,0520 1,7769 1,5606 1,4539 1,4902 1,6720 1,9619 2,2915 2,5827 2,7738 2,8429 2,8168 2,7560 2,7307 2,8012 2,9978 3,3035 3,6567 3,9776 4,1917 4,2454 4,1207 3,8469 3,4902 3,1222 2,7915 2,5138 2,2763 2,0525 1,8262 1,6087 1,4310 1,3118 1,2287 1,1228 0,9298 0,6163 0,1993 -0,2629 -0,6999 -1,0571 -1,3076 -1,4524 -1,5174 -1,5419 -1,5625 -1,6011 -1,6647 -1,7500 -1,8451 -1,9301 -1,9855 -2,0128 -2,0421 -2,1164 -2,2660 -2,4892 -2,7539 -3,0240 -3,2855 -3,5452 -3,8069 -4,0567 -4,2657 -4,4014 -4,4474 -4,4224 -4,3785 -4,3774 -4,4602 -4,6238 -4,8192 -4,9760 -5,0307 -4,9407 -4,6941 -4,3217 -3,8986 -3,5161 -3,2363 -3,0698 -2,9916 -2,9651 -2,9598 -2,9566 -2,9388 -2,8863 -2,7903 -2,6681 -2,5504 -2,4558 -2,3827 -2,3216 -2,2681 -2,2218 -2,1723 -2,0939 -1,9669 -1,8017 -1,6420 -1,5437 -1,5377 -1,6038 -1,6797 -1,6938 -1,5974 -1,3898 -1,1317 -0,9239 -0,8489 -0,9282 -1,1270 -1,3821 -1,6282 -1,8168 -1,9213 -1,9295 -1,8353 -1,6406 -1,3617 -1,0263 -0,6654 -0,3125 -0,0057 0,2189 0,3383 0,3472 0,2526 0,0706 -0,1666 -0,4091 -0,5998 -0,6954 -0,6883 -0,6097 -0,5008 -0,3778 -0,2296 -0,0486 0,1514 0,3442 0,4953 0,5585 0,4955 0,3061 0,0262 -0,2957 -0,6209 -0,9293 -1,2030 -1,4102 -1,5200 -1,5280 -1,4578 -1,3488 -1,2430 -1,1710 -1,1381 -1,1210 -1,0804 -0,9785 -0,7888 -0,5111 -0,1793 0,1601 0,4738 0,7425 0,9480 1,0712 1,1049 1,0679 1,0005 0,9436 0,9195 0,9300 0,9670 1,0197 1,0774 1,1309 1,1752 1,2102 1,2369 1,2537 1,2665 1,2952 1,3573 1,4469 1,5341 1,5862 1,5827 1,5179 1,4005 1,2501 1,0896 0,9391 0,8191 0,7563 0,7874 0,9483 1,2471 1,6418 2,0562 2,4219 2,6995 2,8638 2,8924 2,7914 2,6209 2,4715 2,4054 2,4215 2,4699 2,4969 2,4808 2,4376 2,4023 2,4026 2,4417 2,5011 2,5578 2,5966 2,6169 2,6350 2,6759 2,7574 2,8839 3,0455 3,2166 3,3576 3,4232 3,3772 3,2143 2,9716 2,7096 2,4782 2,3010 2,1815 2,1160 2,0951 2,0985 2,1030 2,0935 2,0607 1,9933 1,8841 1,7401 1,5850 1,4580 1,4063 1,4661 1,6424 1,9030 2,1871 2,4305 2,5978 2,6975 2,7662 2,8354 2,9084 2,9670 2,9909 2,9661 2,8829 2,7341 2,5172 2,2402 1,9252 1,5993 1,2735 0,9437 0,6194 0,3373 0,1425 0,0626 0,0930 0,2028 0,3532 0,5081 0,6361 0,7186 0,7574 0,7685 0,7644 0,7396 0,6765 0,5645 0,4066 0,2137 0,0064 -0,1794 -0,3102 -0,3799 -0,4115 -0,4363 -0,4711 -0,5039 -0,4993 -0,4288 -0,2986 -0,1445 -0,0051 0,0984 0,1640 0,1945 0,1862 0,1418 0,0999 0,1332 0,2966 0,5782 0,9077 1,1953 1,3671 1,3949 1,3083 1,1739 1,0629 1,0332 1,1171 1,3073 1,5471 1,7451 1,8201 1,7422 1,5312 1,2241 0,8521 0,4424 0,0220 -0,3881 -0,7762 -1,1401 -1,4882 -1,8294 -2,1559 -2,4482 -2,7057 -2,9596 -3,2513 -3,6048 -4,0120 -4,4321 -4,8062 -5,0777 -5,2037 -5,1672 -4,9850 -4,7023 -4,3770 -4,0583 -3,7710 -3,5169 -3,2860 -3,0653 -2,8323 -2,5423 -2,1356 -1,5695 -0,8453 -0,0036 0,8925 1,7743 2,5836 3,2831 3,8516 4,2781 4,5708 4,7666 4,9170 5,0570 5,1881 5,2890 5,3383 5,3309 5,2856 5,2412 5,2407 5,3070 5,4205 5,5183 5,5264 5,4035 5,1576 4,8307 4,4768 4,1488 3,8874 3,7130 3,6310 3,6421 3,7377 3,8861 4,0309 4,1126 4,0990 3,9936 3,8243 3,6343 3,4754 3,3908 3,3992 3,4901 3,6320 3,7884 3,9286 4,0188 4,0121 3,8667 3,5766 3,1707 2,6905 2,1851 1,7076 1,3035 1,0065 0,8454 0,8417 0,9849 1,2053 1,3786 1,3768 1,1380 0,7004 0,1711 -0,3430 -0,7885 -1,1691 -1,5108 -1,8314 -2,1348 -2,4152 -2,6632 -2,8693 -3,0180 -3,0876 -3,0621 -2,9439 -2,7537 -2,5206 -2,2692 -2,0159 -1,7766 -1,5648 -1,3766 -1,1856 -0,9610 -0,6957 -0,4271 -0,2288 -0,1605 -0,2159 -0,3199 -0,3843 -0,3694
