Fp1   1,2296 0,1944 -0,6849 -1,2649 -1,4363 -1,1323 -0,3573 0,7645 1,9697 2,9380 3,4267 3,3443 2,7425 1,7860 0,7233 -0,1573 -0,5978 -0,4590 0,2147 1,2060 2,1963 2,8401 2,8325 1,9987 0,3802 -1,7628 -4,0398 -6,0326 -7,3718 -7,8073 -7,2566 -5,7999 -3,6428 -1,0869 1,5057 3,7821 5,4833 6,4861 6,7890 6,4876 5,7340 4,6716 3,3960 1,9548 0,3453 -1,4629 -3,4509 -5,4900 -7,3544 -8,7747 -9,5104 -9,4216 -8,5058 -6,8755 -4,6994 -2,1777 0,4139 2,6925 4,2526 4,8270 4,3840 3,1013 1,2697 -0,8051 -2,8547 -4,6380 -5,9117 -6,4405 -6,0716 -4,8348 -2,9801 -0,8987 1,0123 2,4472 3,2563 3,4850 3,3373 3,0571 2,7822 2,4558 1,8728 0,8470 -0,6380 -2,4162 -4,2333 -5,8251 -6,9368 -7,3627 -7,0373 -6,0908 -4,8007 -3,4671 -2,2838 -1,2804 -0,3736 0,5268 1,4341 2,2557 2,8315 3,0211 2,7568 2,0325 0,8974 -0,5040 -1,9099 -3,0148 -3,6038 -3,6324 -3,2156 -2,5717 -1,9484 -1,5277 -1,3431 -1,2789 -1,1768 -0,9691 -0,7390 -0,6817 -0,9990 -1,7790 -2,9440 -4,3156 -5,7133 -6,9869 -8,0075 -8,6642 -8,8402 -8,3752 -7,0824 -4,8538 -1,8172 1,5889 4,7403 7,0818 8,3397 8,6015 8,2282 7,6126 6,9534 6,2144 5,2331 3,8439 1,9772 -0,2767 -2,6710 -4,8648 -6,5016 -7,2842 -7,0511 -5,8621 -4,0460 -2,1270 -0,6323 0,0839 -0,0928 -1,0659 -2,6141 -4,4722 -6,3490 -7,9319 -8,9344 -9,1621 -8,5667 -7,2677 -5,5363 -3,7544 -2,3374 -1,6054 -1,6683 -2,4102 -3,5834 -4,9298 -6,2213 -7,2294 -7,7427 -7,6850 -7,2091 -6,6196 -6,1779 -5,9811 -5,9873 -6,0988 -6,2107 -6,2272 -6,0965 -5,8626 -5,6685 -5,6635 -5,8772 -6,1834 -6,3769 -6,2814 -5,8200 -5,0365 -4,0680 -3,0933 -2,2931 -1,7967 -1,5998 -1,5295 -1,3515 -0,9748 -0,5767 -0,5161 -1,1114 -2,4747 -4,4861 -6,8390 -9,0885 -10,7253 -11,3149 -10,6634 -8,9012 -6,4222 -3,7301 -1,2861 0,5711 1,6288 1,7877 1,0875 -0,2514 -1,8404 -3,2438 -4,1868 -4,6977 -5,0322 -5,4500 -6,0410 -6,6975 -7,2085 -7,3856 -7,1325 -6,4534 -5,4371 -4,2141 -2,8890 -1,5260 -0,2178 0,8605 1,5036 1,5719 1,0271 -0,0848 -1,6484 -3,4873 -5,3674 -6,9897 -8,0191 -8,1788 -7,3451 -5,5959 -3,2181 -0,6339 1,7667 3,7599 5,2712 6,2767 6,7474 6,6487 5,9616 4,7097 2,9766 0,9084 -1,2851 -3,3369 -4,9669 -5,9654 -6,2537 -5,8596 -4,8360 -3,2078 -1,0016 1,6587 4,4707 6,9677 8,6527 9,1723 8,4134 6,4861 3,6555 0,3030 -3,0822 -5,9695 -7,9379 -8,7937 -8,5558 -7,3696 -5,4502 -3,0677 -0,5396 1,7952 3,6212 4,6804 4,7748 3,7850 1,7405 -1,1103 -4,2938 -7,1889 -9,1778 -9,8445 -9,1036 -7,1673 -4,4217 -1,3146 1,7270 4,3357 6,2006 7,0680 6,7818 5,3425 2,9288 -0,1552 -3,5504 -6,8660 -9,6941 -11,6666 -12,5144 -12,0807 -10,3384 -7,4605 -3,8977 -0,3563 2,3919 3,7920 3,7011 2,3912 0,3994 -1,6659 -3,2932 -4,1914 -4,3278 -3,8426 -2,9260 -1,7736 -0,5883 0,4379 1,1499 1,4503 1,3206 0,8173 0,0309 -0,9511 -2,0314 -3,0722 -3,9020 -4,3557 -4,3157 -3,7369 -2,6438 -1,1131 0,7277 2,6832 4,4939 5,8785 6,5998 6,5345 5,7142 4,3180 2,6305 0,9657 -0,4459 -1,5319 -2,3488 -2,9813 -3,4636 -3,7790 -3,8975 -3,7614 -3,2315 -2,1183 -0,3454 1,8875 4,1162 5,8086 6,5676 6,1920 4,6441 2,0584 -1,2174 -4,6627 -7,7028 -9,8098 -10,5821 -9,8418 -7,6979 -4,4944 -0,6771 3,2835 6,8946 9,6815 11,2883 11,5692 10,6265 8,7695 6,4133 3,9733 1,7653 -0,0727 -1,5746 -2,8586 -4,0319 -5,1144 -5,9893 -6,4257 -6,1805 -5,1407 -3,4280 -1,3772 0,6050 2,1810 3,1460 3,4403 3,1405 2,4397 1,5948 0,8118 0,1371 -0,5298 -1,3200 -2,2783 -3,3139 -4,2491 -4,9352 -5,3160 -5,4053 -5,2513 -4,9192 -4,4727 -3,9795 -3,5388 -3,2657 -3,2317 -3,4155 -3,6792 -3,7893 -3,5209 -2,7889 -1,6948 -0,4696 0,6390 1,4634 1,9367 2,0521 1,8349 1,3665 0,7951 0,2719 -0,1183 -0,3461 -0,4084 -0,3355 -0,1885 -0,0281 0,1171 0,2503 0,3724 0,4693 0,5193 0,4545 0,1388 -0,5484 -1,5963 -2,8197 -3,9186 -4,6384 -4,9094 -4,7996 -4,3463 -3,5027 -2,2499 -0,7036 0,9052 2,3046 3,2400 3,5339 3,1507 2,2142 0,9842 -0,1819 -0,9198 -1,0312 -0,6307 -0,1029 0,1303 -0,1476 -0,8703 -1,8081 -2,7432 -3,5521 -4,1934 -4,6498 -4,8638 -4,7432 -4,2540 -3,4803 -2,5809 -1,7259 -1,0837 -0,8141 -1,0165 -1,6574 -2,5420 -3,3692 -3,8537 -3,8692 -3,5458 -3,2248 -3,2390 -3,6678 -4,2633 -4,6094 -4,3974 -3,6244 -2,5776 -1,6331 -1,0191 -0,7095 -0,4873 -0,0874 0,6717 1,7778 2,9801 3,8907 4,1827 3,7323 2,6283 1,1160 -0,4423 -1,6216 -2,0743 -1,7009 -0,7143 0,4717 1,4335 1,8634 1,6225 0,7785 -0,4037 -1,5831 -2,5174 -3,1676 -3,6777 -4,2757 -5,1411 -6,2612 -7,3596 -7,9870 -7,7427 -6,4841 -4,4002 -1,9298 0,4017 2,1259 2,9034 2,5939 1,3369 -0,4812 -2,4101 -4,1308 -5,5389 -6,6966 -7,6921 -8,4944 -8,9421 -8,9031 -8,4296 -7,7516 -7,1746 -6,9835 -7,3459 -8,2247 -9,3770 -10,4644 -11,1822 -11,3048 -10,6732 -9,2277 -7,0725 -4,4890 -1,8890 0,2571 1,5014 1,5012 0,1129 -2,5140 -5,9201 -9,4564 -12,4974 -14,6288 -15,6986 -15,7397 -14,8814 -13,3313 -11,3843 -9,3839 -7,6401 -6,3618 -5,6196 -5,3407
Fz    -0,1912 0,2388 0,6081 0,9034 1,1264 1,2813 1,3648 1,3660 1,2758 1,1027 0,8834 0,6713 0,5105 0,4139 0,3516 0,2581 0,0626 -0,2756 -0,7453 -1,2781 -1,7605 -2,0694 -2,1224 -1,9154 -1,5267 -1,0823 -0,6981 -0,4407 -0,3219 -0,3169 -0,3850 -0,4912 -0,6247 -0,7972 -1,0086 -1,2208 -1,3713 -1,4083 -1,3052 -1,0610 -0,6987 -0,2616 0,2043 0,6667 1,1114 1,5343 1,9305 2,2801 2,5450 2,6872 2,6942 2,5815 2,3683 2,0661 1,6980 1,3145 0,9796 0,7465 0,6462 0,6851 0,8433 1,0788 1,3363 1,5574 1,6912 1,7018 1,5711 1,2972 0,8933 0,3833 -0,2009 -0,8129 -1,3812 -1,8166 -2,0474 -2,0649 -1,9314 -1,7354 -1,5339 -1,3344 -1,1183 -0,8665 -0,5710 -0,2412 0,0977 0,4121 0,6676 0,8380 0,9172 0,9248 0,8994 0,8792 0,8802 0,8879 0,8727 0,8139 0,7130 0,5842 0,4436 0,3166 0,2369 0,2195 0,2377 0,2343 0,1519 -0,0462 -0,3765 -0,8473 -1,4659 -2,2320 -3,1234 -4,0829 -5,0220 -5,8498 -6,5031 -6,9461 -7,1531 -7,1116 -6,8431 -6,4068 -5,8734 -5,2891 -4,6524 -3,9207 -3,0500 -2,0373 -0,9333 0,1731 1,1771 1,9879 2,5687 2,9553 3,2253 3,4437 3,6294 3,7619 3,8117 3,7672 3,6475 3,4966 3,3603 3,2639 3,2133 3,2059 3,2307 3,2630 3,2717 3,2316 3,1262 2,9476 2,7049 2,4282 2,1560 1,9180 1,7224 1,5483 1,3555 1,1075 0,7955 0,4418 0,0800 -0,2674 -0,5865 -0,8614 -1,0738 -1,2166 -1,3008 -1,3469 -1,3719 -1,3798 -1,3573 -1,2837 -1,1592 -1,0228 -0,9362 -0,9450 -1,0516 -1,2130 -1,3571 -1,4110 -1,3322 -1,1298 -0,8531 -0,5531 -0,2512 0,0513 0,3446 0,6069 0,8245 1,0020 1,1525 1,2851 1,3999 1,4837 1,5050 1,4260 1,2271 0,9209 0,5422 0,1238 -0,3161 -0,7738 -1,2475 -1,7112 -2,1036 -2,3609 -2,4612 -2,4374 -2,3616 -2,3220 -2,3985 -2,6419 -3,0580 -3,5974 -4,1587 -4,6196 -4,8786 -4,8841 -4,6433 -4,2192 -3,7098 -3,2159 -2,8100 -2,5177 -2,3162 -2,1491 -1,9623 -1,7420 -1,5197 -1,3452 -1,2577 -1,2699 -1,3681 -1,5344 -1,7603 -2,0282 -2,2883 -2,4754 -2,5524 -2,5343 -2,4705 -2,3996 -2,3186 -2,1924 -1,9934 -1,7355 -1,4729 -1,2629 -1,1266 -1,0441 -0,9812 -0,9193 -0,8650 -0,8384 -0,8526 -0,9016 -0,9634 -1,0032 -0,9781 -0,8487 -0,5971 -0,2399 0,1727 0,5725 0,8950 1,0957 1,1493 1,0428 0,7732 0,3457 -0,2256 -0,9129 -1,6808 -2,4922 -3,2936 -3,9932 -4,4730 -4,6383 -4,4623 -3,9983 -3,3658 -2,7142 -2,1693 -1,7872 -1,5539 -1,4332 -1,4130 -1,5082 -1,7331 -2,0742 -2,4789 -2,8676 -3,1598 -3,2991 -3,2653 -3,0713 -2,7542 -2,3776 -2,0366 -1,8429 -1,8908 -2,2217 -2,8040 -3,5356 -4,2753 -4,8916 -5,2989 -5,4696 -5,4260 -5,2225 -4,9235 -4,5827 -4,2368 -3,9110 -3,6254 -3,4043 -3,2834 -3,3000 -3,4745 -3,7975 -4,2180 -4,6393 -4,9388 -5,0091 -4,7994 -4,3424 -3,7485 -3,1616 -2,7004 -2,4207 -2,3183 -2,3675 -2,5540 -2,8702 -3,2955 -3,7859 -4,2740 -4,6793 -4,9317 -4,9921 -4,8556 -4,5367 -4,0571 -3,4493 -2,7713 -2,1070 -1,5384 -1,1165 -0,8623 -0,7870 -0,8965 -1,1728 -1,5633 -1,9987 -2,4157 -2,7601 -2,9850 -3,0639 -3,0093 -2,8756 -2,7424 -2,6770 -2,6956 -2,7573 -2,7954 -2,7550 -2,6148 -2,3935 -2,1531 -1,9952 -2,0243 -2,2882 -2,7434 -3,2700 -3,7145 -3,9365 -3,8486 -3,4383 -2,7660 -1,9461 -1,1188 -0,4163 0,0737 0,3309 0,3902 0,3020 0,0996 -0,2011 -0,5779 -0,9830 -1,3516 -1,6262 -1,7754 -1,7979 -1,7183 -1,5767 -1,4159 -1,2669 -1,1413 -1,0353 -0,9383 -0,8392 -0,7340 -0,6354 -0,5707 -0,5700 -0,6606 -0,8612 -1,1668 -1,5386 -1,9126 -2,2139 -2,3764 -2,3776 -2,2658 -2,1431 -2,1034 -2,1778 -2,3329 -2,5099 -2,6573 -2,7413 -2,7424 -2,6514 -2,4659 -2,1848 -1,8124 -1,3718 -0,9084 -0,4785 -0,1307 0,1111 0,2460 0,2789 0,2116 0,0518 -0,1721 -0,4109 -0,6084 -0,7202 -0,7251 -0,6228 -0,4272 -0,1680 0,1099 0,3569 0,5262 0,5765 0,4861 0,2701 -0,0229 -0,3363 -0,6276 -0,8729 -1,0612 -1,1780 -1,1885 -1,0504 -0,7500 -0,3220 0,1640 0,6320 1,0190 1,2821 1,3956 1,3527 1,1711 0,8905 0,5499 0,1639 -0,2700 -0,7447 -1,2278 -1,6693 -2,0173 -2,2334 -2,3038 -2,2540 -2,1587 -2,1221 -2,2320 -2,5191 -2,9478 -3,4332 -3,8748 -4,1937 -4,3611 -4,4036 -4,3864 -4,3842 -4,4552 -4,6358 -4,9425 -5,3592 -5,8214 -6,2298 -6,4879 -6,5338 -6,3561 -5,9911 -5,5047 -4,9684 -4,4382 -3,9406 -3,4788 -3,0482 -2,6432 -2,2599 -1,9065 -1,6158 -1,4344 -1,3928 -1,4882 -1,6871 -1,9291 -2,1332 -2,2240 -2,1712 -2,0081 -1,8090 -1,6427 -1,5419 -1,4936 -1,4435 -1,3211 -1,0821 -0,7323 -0,3217 0,0719 0,3623 0,4867 0,4409 0,2838 0,0961 -0,0681 -0,1968 -0,3015 -0,3985 -0,5091 -0,6639 -0,8885 -1,1730 -1,4612 -1,6863 -1,8256 -1,9200 -2,0492 -2,2939 -2,7077 -3,3038 -4,0613 -4,9344 -5,8433 -6,6666 -7,2759 -7,5891 -7,5965 -7,3608 -6,9957 -6,6205 -6,3112 -6,0947 -5,9787 -5,9692 -6,0626 -6,2380 -6,4609 -6,6852 -6,8556 -6,9253 -6,8821 -6,7634 -6,6451 -6,6027 -6,6738 -6,8488 -7,0960 -7,3934 -7,7354 -8,1161 -8,5157 -8,8978 -9,2101 -9,3911 -9,3923 -9,2037 -8,8651 -8,4627 -8,1081 -7,8981 -7,8761 -8,0224 -8,2734 -8,5497 -8,7766 -8,9024 -8,9183 -8,8557 -8,7597 -8,6662
F3    -0,9362 0,1568 1,0097 1,5599 1,8273 1,8508 1,6472 1,2303 0,6519 0,0150 -0,5394 -0,8639 -0,8570 -0,5218 -0,0036 0,4275 0,4759 -0,0425 -1,1114 -2,5097 -3,8731 -4,7886 -4,9089 -4,0759 -2,4006 -0,2280 2,0074 3,9188 5,2281 5,7825 5,5508 4,5947 3,0345 1,0425 -1,1358 -3,1992 -4,8789 -6,0071 -6,5057 -6,3613 -5,6339 -4,4590 -3,0000 -1,3841 0,3284 2,1219 3,9734 5,7959 7,4098 8,5846 9,1271 8,9388 8,0064 6,3869 4,2237 1,7603 -0,6781 -2,7379 -4,1159 -4,6422 -4,3173 -3,2806 -1,7525 0,0095 1,7450 3,2155 4,2070 4,5353 4,0813 2,8466 0,9861 -1,2074 -3,3569 -5,0791 -6,1028 -6,3906 -6,1514 -5,6913 -5,2011 -4,6509 -3,8595 -2,6610 -1,0372 0,8544 2,7454 4,3452 5,4042 5,7703 5,4529 4,6360 3,6018 2,6003 1,7452 0,9936 0,2173 -0,6779 -1,6670 -2,6107 -3,3186 -3,6105 -3,3753 -2,6317 -1,5404 -0,3513 0,6700 1,3048 1,4180 0,9579 -0,0532 -1,5125 -3,2461 -5,0550 -6,7699 -8,2871 -9,5598 -10,5385 -11,1106 -11,1177 -10,4507 -9,1347 -7,3249 -5,2216 -2,9749 -0,6574 1,6718 3,8793 5,7431 7,0136 7,4816 7,0335 5,7344 3,8907 1,9785 0,4408 -0,4990 -0,8868 -0,9380 -0,8640 -0,7419 -0,5017 -0,0024 0,8780 2,1770 3,8058 5,5496 7,1271 8,2723 8,7821 8,5280 7,5018 5,8935 4,0774 2,4593 1,3217 0,7688 0,7416 1,0732 1,5656 2,0457 2,3837 2,4805 2,2521 1,6488 0,7085 -0,4126 -1,4782 -2,2626 -2,6335 -2,5799 -2,1783 -1,5258 -0,7070 0,1622 0,8828 1,2208 1,0459 0,4297 -0,3898 -1,1260 -1,5488 -1,5496 -1,1677 -0,5555 0,1131 0,7249 1,2483 1,7014 2,1024 2,4337 2,6457 2,6933 2,5650 2,2873 1,9017 1,4349 0,9009 0,3363 -0,2010 -0,6938 -1,2078 -1,8383 -2,6069 -3,3937 -3,9418 -3,9480 -3,2177 -1,7840 0,0731 1,8953 3,1667 3,4661 2,6015 0,6684 -1,9775 -4,8147 -7,3033 -9,0266 -9,7540 -9,4425 -8,2369 -6,4568 -4,5279 -2,8453 -1,6189 -0,7997 -0,1569 0,5349 1,3375 2,1356 2,7328 2,9485 2,6797 1,9311 0,8072 -0,5261 -1,8827 -3,0876 -3,9993 -4,5333 -4,6927 -4,5600 -4,2145 -3,6534 -2,8094 -1,6480 -0,2578 1,1299 2,2210 2,7909 2,7614 2,1912 1,2283 0,0467 -1,2154 -2,4652 -3,6144 -4,5446 -5,1136 -5,1897 -4,6915 -3,6182 -2,0639 -0,2084 1,7104 3,4356 4,7384 5,4618 5,5461 5,0162 3,9321 2,3502 0,3275 -2,0467 -4,6077 -7,0709 -9,0433 -10,1279 -10,0615 -8,7959 -6,5099 -3,5963 -0,6107 1,8786 3,5005 4,1732 3,9961 3,0915 1,5529 -0,5074 -2,8932 -5,3031 -7,3692 -8,7304 -9,1034 -8,3436 -6,4938 -3,8009 -0,7082 2,1808 4,2208 4,9278 4,1499 2,0915 -0,7931 -3,9578 -6,9136 -9,3085 -10,9276 -11,6529 -11,4349 -10,2968 -8,3455 -5,7702 -2,8366 0,1281 2,7642 4,7107 5,6422 5,3302 3,7269 1,0447 -2,2128 -5,3240 -7,5458 -8,3784 -7,7650 -6,0953 -4,0067 -2,1113 -0,7929 -0,1558 -0,1241 -0,5803 -1,4211 -2,5244 -3,7195 -4,8097 -5,6115 -5,9839 -5,8559 -5,2357 -4,1780 -2,7496 -1,0477 0,7439 2,3444 3,4637 3,9209 3,6777 2,7837 1,3303 -0,5311 -2,5603 -4,4614 -5,9534 -6,8217 -6,9558 -6,3864 -5,2901 -3,9455 -2,6454 -1,5835 -0,7917 -0,1878 0,3270 0,8114 1,2708 1,6504 1,8084 1,4983 0,4510 -1,4334 -3,9252 -6,4943 -8,5095 -9,4519 -9,0311 -7,2138 -4,2210 -0,5074 3,3117 6,5887 8,7903 9,6155 9,0421 7,2838 4,6832 1,6056 -1,5875 -4,5157 -6,8115 -8,2073 -8,6018 -8,0743 -6,8475 -5,2191 -3,4839 -1,8625 -0,4637 0,6968 1,6476 2,4281 3,0633 3,5263 3,7134 3,4620 2,6216 1,1669 -0,7271 -2,7298 -4,4697 -5,6344 -6,0434 -5,7158 -4,8970 -3,9685 -3,2417 -2,7981 -2,5177 -2,2322 -1,8504 -1,3840 -0,8894 -0,3973 0,1062 0,6476 1,2280 1,8090 2,3309 2,7502 3,0635 3,2953 3,4567 3,5093 3,3641 2,9279 2,1783 1,2084 0,1967 -0,6758 -1,2906 -1,5932 -1,5624 -1,2091 -0,6028 0,1142 0,7515 1,1344 1,1747 0,8979 0,4096 -0,1659 -0,7321 -1,2347 -1,6509 -1,9523 -2,0694 -1,9169 -1,4545 -0,6943 0,3231 1,5164 2,7366 3,7740 4,4141 4,5356 4,1804 3,5005 2,6144 1,5407 0,2755 -1,1054 -2,4463 -3,5789 -4,3638 -4,6976 -4,5292 -3,9071 -3,0290 -2,2247 -1,8417 -2,0750 -2,8457 -3,8253 -4,6071 -4,9153 -4,7117 -4,1547 -3,4815 -2,9018 -2,5411 -2,4555 -2,6926 -3,2944 -4,2149 -5,2737 -6,2192 -6,8282 -6,9579 -6,5484 -5,6256 -4,3184 -2,8481 -1,4687 -0,3925 0,2844 0,6428 0,9210 1,3591 2,0020 2,6405 2,9445 2,6666 1,7802 0,5054 -0,7809 -1,7311 -2,2160 -2,3783 -2,5149 -2,8829 -3,5456 -4,3229 -4,8708 -4,8716 -4,2135 -3,0238 -1,5717 -0,1805 0,8130 1,1492 0,7961 0,0047 -0,8325 -1,3893 -1,5043 -1,1654 -0,4846 0,3108 0,9354 1,1841 1,0713 0,8359 0,7781 1,0522 1,5655 2,0158 2,0080 1,2128 -0,4933 -2,9839 -5,9309 -8,8717 -11,2848 -12,7156 -12,9280 -12,0000 -10,2992 -8,3245 -6,4883 -4,9793 -3,7976 -2,8986 -2,3053 -2,1058 -2,3608 -3,0143 -3,8722 -4,6498 -5,0703 -4,9835 -4,4455 -3,6979 -3,0512 -2,7514 -2,9189 -3,5810 -4,7278 -6,3145 -8,2164 -10,1987 -11,9328 -13,0537 -13,2449 -12,3459 -10,4420 -7,8813 -5,1873 -2,8927 -1,3767 -0,7901 -1,0802 -2,0601 -3,4624 -4,9766 -6,3121 -7,2754 -7,7997 -7,9162 -7,7240
F7    0,4977 0,2552 0,0215 -0,1294 -0,1125 0,1285 0,5859 1,1753 1,7476 2,1313 2,1993 1,9187 1,3575 0,6553 -0,0186 -0,5116 -0,7269 -0,6433 -0,3133 0,1577 0,6356 0,9776 1,0545 0,7860 0,1756 -0,6849 -1,6462 -2,5382 -3,2002 -3,5130 -3,4317 -2,9926 -2,2867 -1,4267 -0,5271 0,3042 0,9758 1,4298 1,6631 1,7315 1,7135 1,6511 1,5294 1,3089 0,9505 0,4268 -0,2518 -1,0198 -1,7740 -2,3969 -2,7774 -2,8406 -2,5689 -1,9948 -1,1654 -0,1333 1,0007 2,0523 2,8083 3,1306 3,0081 2,5293 1,8235 1,0117 0,1913 -0,5441 -1,0912 -1,3607 -1,3252 -1,0486 -0,6693 -0,3349 -0,1377 -0,0940 -0,1614 -0,2707 -0,3553 -0,3679 -0,2966 -0,1815 -0,1009 -0,1235 -0,2750 -0,5499 -0,9336 -1,3908 -1,8372 -2,1496 -2,2255 -2,0401 -1,6512 -1,1596 -0,6560 -0,1945 0,1986 0,5162 0,7661 0,9494 1,0458 1,0349 0,9094 0,6564 0,2615 -0,2449 -0,7626 -1,1623 -1,3599 -1,3580 -1,2271 -1,0588 -0,9330 -0,8977 -0,9488 -1,0339 -1,0953 -1,1190 -1,1447 -1,2372 -1,4447 -1,7627 -2,1223 -2,4303 -2,6210 -2,6646 -2,5614 -2,3447 -2,0479 -1,6407 -1,0129 -0,0518 1,2427 2,7068 4,0770 5,1098 5,6737 5,7845 5,5774 5,2133 4,7784 4,2642 3,6273 2,8505 1,9631 1,0330 0,1494 -0,5903 -1,0848 -1,2427 -1,0224 -0,4743 0,2533 0,9535 1,4274 1,5511 1,3071 0,7647 0,0242 -0,8164 -1,6485 -2,3422 -2,7706 -2,8549 -2,6038 -2,1139 -1,5252 -0,9819 -0,6126 -0,5017 -0,6528 -0,9881 -1,3909 -1,7644 -2,0566 -2,2399 -2,2916 -2,2202 -2,1033 -2,0615 -2,1763 -2,4344 -2,7496 -3,0216 -3,1732 -3,1562 -2,9612 -2,6373 -2,2759 -1,9562 -1,7073 -1,5101 -1,3169 -1,0716 -0,7341 -0,3006 0,1922 0,6803 1,0908 1,3608 1,4664 1,4465 1,3785 1,2962 1,1275 0,7375 0,0390 -0,9419 -2,0840 -3,2213 -4,1788 -4,7907 -4,9282 -4,5477 -3,7264 -2,6351 -1,4636 -0,3613 0,5680 1,2456 1,6110 1,6392 1,3675 0,9032 0,3923 -0,0584 -0,4416 -0,8258 -1,2786 -1,8041 -2,3309 -2,7607 -3,0351 -3,1532 -3,1335 -2,9802 -2,6752 -2,1884 -1,5101 -0,7000 0,1044 0,7446 1,1055 1,1345 0,8358 0,2649 -0,4796 -1,2689 -1,9571 -2,4036 -2,5110 -2,2554 -1,6873 -0,9194 -0,1007 0,6399 1,2426 1,6993 2,0046 2,1395 2,0794 1,8050 1,3134 0,6279 -0,1968 -1,0687 -1,8632 -2,4529 -2,7619 -2,7931 -2,5986 -2,2210 -1,6591 -0,8913 0,0573 1,0586 1,8974 2,3595 2,3233 1,7931 0,8710 -0,2913 -1,5317 -2,6945 -3,6362 -4,2424 -4,4607 -4,3147 -3,8773 -3,2324 -2,4614 -1,6516 -0,8997 -0,2966 0,0827 0,1748 -0,0726 -0,6753 -1,5773 -2,6416 -3,6741 -4,4766 -4,9130 -4,9421 -4,5988 -3,9650 -3,1573 -2,3098 -1,5475 -0,9675 -0,6316 -0,5679 -0,7764 -1,2337 -1,9069 -2,7562 -3,7027 -4,6119 -5,3385 -5,7802 -5,8731 -5,5689 -4,8667 -3,8664 -2,7683 -1,8037 -1,1536 -0,9051 -1,0457 -1,4749 -2,0274 -2,5152 -2,7973 -2,8359 -2,6865 -2,4363 -2,1629 -1,9236 -1,7586 -1,6932 -1,7316 -1,8499 -1,9989 -2,1257 -2,2006 -2,2172 -2,1684 -2,0376 -1,8120 -1,4940 -1,1052 -0,6801 -0,2497 0,1741 0,5908 0,9846 1,3030 1,4639 1,3952 1,0710 0,5268 -0,1378 -0,7820 -1,2788 -1,5687 -1,6730 -1,6551 -1,5699 -1,4551 -1,3450 -1,2531 -1,1333 -0,8821 -0,4169 0,2320 0,9088 1,4164 1,6157 1,4526 0,9301 0,0945 -0,9540 -2,0765 -3,1246 -3,9416 -4,3597 -4,2444 -3,5605 -2,3952 -0,9167 0,6720 2,1460 3,2813 3,9060 3,9489 3,4583 2,5851 1,5328 0,4997 -0,3749 -1,0516 -1,5863 -2,0724 -2,5689 -3,0494 -3,3983 -3,4660 -3,1565 -2,4972 -1,6384 -0,7802 -0,0807 0,3825 0,5935 0,5696 0,3477 -0,0175 -0,4534 -0,8834 -1,2612 -1,5897 -1,8975 -2,1984 -2,4651 -2,6369 -2,6605 -2,5150 -2,2110 -1,7934 -1,3381 -0,9228 -0,6128 -0,4777 -0,5806 -0,9291 -1,4428 -1,9626 -2,2954 -2,2875 -1,8957 -1,2128 -0,4317 0,2451 0,6969 0,9037 0,8969 0,7161 0,4143 0,0733 -0,2213 -0,4166 -0,4926 -0,4486 -0,3088 -0,1188 0,0764 0,2507 0,4024 0,5442 0,6858 0,8186 0,8987 0,8536 0,6229 0,1990 -0,3577 -0,9321 -1,4117 -1,7436 -1,9202 -1,9156 -1,6756 -1,1767 -0,4795 0,2760 0,9122 1,2677 1,2538 0,8915 0,3043 -0,3291 -0,8261 -1,0450 -0,9364 -0,5842 -0,1803 0,0715 0,0563 -0,2195 -0,6777 -1,2418 -1,8581 -2,4718 -3,0045 -3,3573 -3,4460 -3,2490 -2,8168 -2,2423 -1,6381 -1,1288 -0,8260 -0,7922 -1,0194 -1,4312 -1,9023 -2,2961 -2,5223 -2,5909 -2,6034 -2,6635 -2,7874 -2,8915 -2,8592 -2,6345 -2,2778 -1,9318 -1,7207 -1,6721 -1,7177 -1,7461 -1,6520 -1,3660 -0,8827 -0,2810 0,3023 0,7308 0,9121 0,8168 0,4948 0,0869 -0,2131 -0,2551 -0,0109 0,4263 0,9025 1,2637 1,3858 1,1974 0,7093 0,0195 -0,7317 -1,4204 -1,9730 -2,3755 -2,6759 -2,9547 -3,2469 -3,4853 -3,5382 -3,3083 -2,7978 -2,1018 -1,3594 -0,7044 -0,2461 -0,0787 -0,2678 -0,8013 -1,5784 -2,4562 -3,3024 -4,0275 -4,6008 -5,0286 -5,3003 -5,3686 -5,2082 -4,8735 -4,4817 -4,1645 -4,0384 -4,1774 -4,5771 -5,1362 -5,6903 -6,0803 -6,1908 -5,9486 -5,3389 -4,4336 -3,3837 -2,3791 -1,6011 -1,1864 -1,2131 -1,7031 -2,6172 -3,8386 -5,1706 -6,3837 -7,2994 -7,8356 -7,9810 -7,7662 -7,2648 -6,5952 -5,8930 -5,2726 -4,8016 -4,4966 -4,3417
