Fp1   -1,7870 -1,7061 -1,6102 -1,5269 -1,4805 -1,4865 -1,5390 -1,6095 -1,6577 -1,6462 -1,5531 -1,3772 -1,1332 -0,8426 -0,5306 -0,2230 0,0565 0,2842 0,4385 0,5118 0,5194 0,4898 0,4483 0,4096 0,3826 0,3810 0,4249 0,5292 0,6887 0,8756 1,0529 1,1936 1,2911 1,3560 1,4019 1,4319 1,4372 1,4072 1,3388 1,2360 1,1022 0,9414 0,7633 0,5796 0,3910 0,1834 -0,0585 -0,3311 -0,6061 -0,8425 -1,0055 -1,0800 -1,0676 -0,9763 -0,8228 -0,6385 -0,4576 -0,2994 -0,1681 -0,0629 0,0192 0,0846 0,1415 0,1982 0,2645 0,3492 0,4487 0,5404 0,5998 0,6240 0,6346 0,6624 0,7350 0,8738 1,0841 1,3390 1,5850 1,7773 1,9101 2,0118 2,1098 2,2040 2,2751 2,3032 2,2702 2,1579 1,9570 1,6757 1,3438 1,0085 0,7195 0,5165 0,4284 0,4762 0,6689 0,9962 1,4227 1,8905 2,3303 2,6798 2,9014 2,9881 2,9535 2,8140 2,5830 2,2838 1,9578 1,6511 1,3882 1,1627 0,9558 0,7650 0,6119 0,5238 0,5070 0,5403 0,5927 0,6482 0,7163 0,8227 0,9877 1,2097 1,4674 1,7328 1,9841 2,2120 2,4273 2,6641 2,9619 3,3330 3,7473 4,1497 4,4921 4,7530 4,9381 5,0710 5,1784 5,2727 5,3493 5,4037 5,4477 5,5073 5,6053 5,7453 5,9143 6,1007 6,2999 6,5073 6,7197 6,9403 7,1743 7,4221 7,6775 7,9254 8,1462 8,3311 8,4924 8,6566 8,8444 9,0507 9,2533 9,4479 9,6646 9,9394 10,2775 10,6483 11,0055 11,3069 11,5258 11,6500 11,6718 11,5764 11,3450 10,9744 10,4926 9,9527 9,4047 8,8682 8,3350 7,7948 7,2504 6,7158 6,2044 5,7120 5,2125 4,6748 4,0796 3,4253 2,7251 1,9993 1,2668 0,5407 -0,1726 -0,8733 -1,5626 -2,2322 -2,8556 -3,3904 -3,7902 -4,0189 -4,0598 -3,9232 -3,6497 -3,3031 -2,9562 -2,6743 -2,4972 -2,4276 -2,4365 -2,4864 -2,5481 -2,6019 -2,6399 -2,6721 -2,7189 -2,7937 -2,8900 -2,9813 -3,0313 -3,0160 -2,9431 -2,8479 -2,7645 -2,6994 -2,6321 -2,5410 -2,4221 -2,2855 -2,1398 -1,9891 -1,8396 -1,7080 -1,6238 -1,6168 -1,6924 -1,8221 -1,9656 -2,1007 -2,2278 -2,3552 -2,4864 -2,6195 -2,7499 -2,8734 -2,9890 -3,0965 -3,1924 -3,2677 -3,3123 -3,3185 -3,2838 -3,2128 -3,1200 -3,0228 -2,9243 -2,8125 -2,6842 -2,5601 -2,4751 -2,4565 -2,5078 -2,6075 -2,7185 -2,8020 -2,8309 -2,7989 -2,7180 -2,6075 -2,4853 -2,3677 -2,2760 -2,2412 -2,2943 -2,4471 -2,6803 -2,9450 -3,1750 -3,3091 -3,3116 -3,1827 -2,9587 -2,6984 -2,4566 -2,2688 -2,1587 -2,1438 -2,2256 -2,3814 -2,5727 -2,7642 -2,9332 -3,0665 -3,1586 -3,2110 -3,2269 -3,2100 -3,1757 -3,1598 -3,2076 -3,3446 -3,5582 -3,8042 -4,0254 -4,1690 -4,1997 -4,1082 -3,9132 -3,6597 -3,4048 -3,1951 -3,0485 -2,9551 -2,8968 -2,8629 -2,8514 -2,8661 -2,9159 -3,0132 -3,1703 -3,3928 -3,6711 -3,9762 -4,2678 -4,5100 -4,6849 -4,7905 -4,8337 -4,8306 -4,8031 -4,7720 -4,7544 -4,7594 -4,7837 -4,8170 -4,8500 -4,8728 -4,8660 -4,7982 -4,6397 -4,3895 -4,0918 -3,8142 -3,6069 -3,4889 -3,4594 -3,5046 -3,5922 -3,6754 -3,7120 -3,6830 -3,5951 -3,4650 -3,3005 -3,0956 -2,8391 -2,5280 -2,1720 -1,7904 -1,4062 -1,0413 -0,7149 -0,4424 -0,2320 -0,0805 0,0266 0,1099 0,1858 0,2513 0,2834 0,2591 0,1754 0,0526 -0,0791 -0,2002 -0,3072 -0,4041 -0,4948 -0,5851 -0,6877 -0,8173 -0,9763 -1,1480 -1,3097 -1,4553 -1,6027 -1,7828 -2,0304 -2,3744 -2,8160 -3,3138 -3,7998 -4,2097 -4,4983 -4,6451 -4,6550 -4,5450 -4,3323 -4,0369 -3,6898 -3,3307 -3,0021 -2,7424 -2,5760 -2,5042 -2,5059 -2,5506 -2,6139 -2,6883 -2,7784 -2,8830 -2,9828 -3,0501 -3,0631 -3,0126 -2,8999 -2,7301 -2,5053 -2,2295 -1,9188 -1,6028 -1,3085 -1,0425 -0,7893 -0,5302 -0,2603 0,0092 0,2547 0,4452 0,5516 0,5596 0,4803 0,3553 0,2447 0,2010 0,2486 0,3775 0,5471 0,6990 0,7726 0,7222 0,5354 0,2425 -0,0944 -0,4060 -0,6405 -0,7793 -0,8382 -0,8529 -0,8556 -0,8598 -0,8650 -0,8719 -0,8890 -0,9253 -0,9835 -1,0578 -1,1371 -1,2106 -1,2694 -1,3031 -1,2999 -1,2547 -1,1734 -1,0665 -0,9387 -0,7895 -0,6192 -0,4325 -0,2392 -0,0501 0,1324 0,3163 0,5101 0,7074 0,8827 1,0007 1,0279 0,9410 0,7305 0,4046 -0,0071 -0,4579 -0,9003 -1,3023 -1,6477 -1,9244 -2,1211 -2,2364 -2,2847 -2,2918 -2,2830 -2,2709 -2,2497 -2,2023 -2,1201 -2,0156 -1,9174 -1,8532 -1,8383 -1,8673 -1,9081 -1,9073 -1,8105 -1,5858 -1,2368 -0,7979 -0,3129 0,1772 0,6265 0,9798 1,1942 1,2679 1,2378 1,1523 1,0525 0,9706 0,9276 0,9253 0,9466 0,9726 1,0032 1,0582 1,1594 1,3117 1,4984 1,6944 1,8832 2,0652 2,2518 2,4540 2,6717 2,8888 3,0804 3,2270 3,3234 3,3788 3,4083 3,4217 3,4176 3,3898 3,3321 3,2309 3,0551 2,7684 2,3577 1,8499 1,3001 0,7619 0,2672 -0,1759 -0,5705 -0,9204 -1,2309 -1,5190 -1,8165 -2,1584 -2,5636 -3,0243 -3,5109 -3,9857 -4,4199 -4,7992 -5,1156 -5,3598 -5,5230 -5,5962 -5,5671 -5,4311 -5,2051 -4,9289 -4,6520 -4,4187 -4,2537 -4,1572 -4,1104 -4,0803 -4,0220 -3,8953 -3,6907 -3,4361 -3,1750 -2,9366 -2,7289 -2,5531 -2,4177 -2,3365 -2,3161 -2,3523 -2,4337 -2,5434 -2,6618 -2,7703 -2,8502 -2,8812 -2,8465 -2,7425 -2,5883 -2,4232 -2,2863 -2,1924
Fz    -0,6613 -0,5780 -0,4960 -0,4188 -0,3535 -0,3141 -0,3129 -0,3532 -0,4263 -0,5112 -0,5832 -0,6255 -0,6315 -0,5995 -0,5344 -0,4522 -0,3794 -0,3421 -0,3534 -0,4052 -0,4712 -0,5195 -0,5285 -0,4908 -0,4053 -0,2683 -0,0763 0,1662 0,4428 0,7236 0,9718 1,1586 1,2724 1,3197 1,3185 1,2897 1,2491 1,2027 1,1485 1,0785 0,9792 0,8371 0,6478 0,4162 0,1471 -0,1601 -0,5042 -0,8689 -1,2213 -1,5238 -1,7480 -1,8817 -1,9241 -1,8795 -1,7590 -1,5878 -1,4020 -1,2341 -1,1067 -1,0313 -1,0071 -1,0199 -1,0471 -1,0639 -1,0458 -0,9739 -0,8455 -0,6799 -0,5081 -0,3555 -0,2337 -0,1401 -0,0567 0,0453 0,1872 0,3646 0,5492 0,7106 0,8389 0,9426 1,0285 1,0865 1,0980 1,0515 0,9472 0,7888 0,5743 0,2994 -0,0267 -0,3704 -0,6820 -0,9133 -1,0314 -1,0246 -0,9019 -0,6865 -0,4146 -0,1329 0,1104 0,2770 0,3425 0,2964 0,1388 -0,1239 -0,4754 -0,8792 -1,2778 -1,6124 -1,8534 -2,0112 -2,1186 -2,2023 -2,2669 -2,2990 -2,2840 -2,2184 -2,1061 -1,9517 -1,7570 -1,5202 -1,2378 -0,9115 -0,5554 -0,1941 0,1492 0,4639 0,7581 1,0577 1,3931 1,7751 2,1795 2,5549 2,8494 3,0330 3,1040 3,0809 2,9910 2,8587 2,7049 2,5545 2,4382 2,3835 2,4058 2,5023 2,6587 2,8659 3,1223 3,4211 3,7491 4,0959 4,4593 4,8413 5,2437 5,6610 6,0779 6,4752 6,8430 7,1862 7,5151 7,8323 8,1386 8,4489 8,7921 9,1890 9,6338 10,0993 10,5498 10,9533 11,2897 11,5535 11,7477 11,8729 11,9222 11,8879 11,7722 11,5875 11,3435 11,0383 10,6686 10,2444 9,7878 9,3214 8,8561 8,3856 7,8931 7,3689 6,8181 6,2576 5,7063 5,1775 4,6748 4,1958 3,7346 3,2802 2,8189 2,3453 1,8729 1,4334 1,0678 0,8173 0,7109 0,7491 0,8980 1,1007 1,2954 1,4356 1,5044 1,5165 1,5012 1,4791 1,4542 1,4212 1,3725 1,3001 1,1997 1,0729 0,9283 0,7855 0,6720 0,6072 0,5900 0,6014 0,6189 0,6286 0,6303 0,6305 0,6292 0,6193 0,5976 0,5716 0,5529 0,5449 0,5355 0,5080 0,4560 0,3868 0,3164 0,2606 0,2311 0,2351 0,2724 0,3323 0,4000 0,4680 0,5376 0,6126 0,6949 0,7862 0,8908 1,0130 1,1523 1,3004 1,4437 1,5731 1,6958 1,8333 2,0020 2,1948 2,3799 2,5215 2,6065 2,6554 2,7115 2,8164 2,9846 3,1972 3,4168 3,6081 3,7485 3,8280 3,8432 3,7925 3,6759 3,4980 3,2733 3,0307 2,8121 2,6619 2,6140 2,6817 2,8501 3,0768 3,3107 3,5133 3,6636 3,7526 3,7795 3,7512 3,6799 3,5789 3,4594 3,3319 3,2031 3,0759 2,9550 2,8457 2,7446 2,6360 2,5027 2,3405 2,1626 1,9936 1,8614 1,7913 1,8051 1,9185 2,1327 2,4262 2,7593 3,0901 3,3882 3,6387 3,8399 3,9953 4,1091 4,1846 4,2236 4,2228 4,1707 4,0547 3,8742 3,6450 3,3919 3,1415 2,9221 2,7621 2,6800 2,6736 2,7233 2,8023 2,8823 2,9393 2,9573 2,9270 2,8453 2,7237 2,5954 2,5078 2,4982 2,5714 2,6935 2,8081 2,8645 2,8358 2,7220 2,5473 2,3546 2,1951 2,1088 2,1067 2,1729 2,2829 2,4227 2,5937 2,8057 3,0673 3,3844 3,7606 4,1939 4,6713 5,1647 5,6379 6,0598 6,4129 6,6931 6,9048 7,0516 7,1308 7,1395 7,0856 6,9908 6,8836 6,7888 6,7148 6,6492 6,5651 6,4334 6,2300 5,9378 5,5471 5,0610 4,5024 3,9112 3,3245 2,7592 2,2117 1,6679 1,1141 0,5527 0,0096 -0,4746 -0,8631 -1,1347 -1,2890 -1,3453 -1,3299 -1,2640 -1,1630 -1,0431 -0,9255 -0,8365 -0,8058 -0,8545 -0,9798 -1,1522 -1,3307 -1,4814 -1,5899 -1,6588 -1,6983 -1,7199 -1,7353 -1,7501 -1,7610 -1,7620 -1,7496 -1,7175 -1,6515 -1,5348 -1,3564 -1,1125 -0,8034 -0,4339 -0,0177 0,4244 0,8701 1,2953 1,6700 1,9604 2,1356 2,1793 2,1030 1,9472 1,7663 1,6070 1,4929 1,4164 1,3441 1,2321 1,0454 0,7741 0,4392 0,0784 -0,2751 -0,6075 -0,9224 -1,2309 -1,5462 -1,8780 -2,2194 -2,5443 -2,8246 -3,0487 -3,2226 -3,3592 -3,4695 -3,5620 -3,6449 -3,7272 -3,8143 -3,9034 -3,9843 -4,0467 -4,0830 -4,0854 -4,0470 -3,9668 -3,8492 -3,6982 -3,5138 -3,2967 -3,0609 -2,8372 -2,6614 -2,5571 -2,5316 -2,5812 -2,6973 -2,8680 -3,0769 -3,3008 -3,5108 -3,6849 -3,8210 -3,9302 -4,0190 -4,0842 -4,1204 -4,1269 -4,1078 -4,0686 -4,0075 -3,9126 -3,7721 -3,5876 -3,3769 -3,1647 -2,9711 -2,8081 -2,6765 -2,5606 -2,4295 -2,2530 -2,0202 -1,7480 -1,4695 -1,2114 -0,9854 -0,8051 -0,6981 -0,6940 -0,7996 -0,9928 -1,2393 -1,5098 -1,7840 -2,0510 -2,3108 -2,5714 -2,8342 -3,0840 -3,2920 -3,4308 -3,4853 -3,4549 -3,3449 -3,1570 -2,8862 -2,5281 -2,0914 -1,6044 -1,1075 -0,6332 -0,1937 0,2158 0,6107 1,0100 1,4256 1,8540 2,2822 2,6932 3,0573 3,3254 3,4422 3,3747 3,1289 2,7452 2,2802 1,7897 1,3142 0,8766 0,4865 0,1392 -0,1930 -0,5600 -1,0120 -1,5752 -2,2404 -2,9713 -3,7235 -4,4601 -5,1548 -5,7892 -6,3484 -6,8196 -7,1896 -7,4427 -7,5692 -7,5840 -7,5353 -7,4856 -7,4826 -7,5416 -7,6481 -7,7740 -7,8900 -7,9669 -7,9802 -7,9262 -7,8292 -7,7279 -7,6521 -7,6116 -7,6034 -7,6212 -7,6550 -7,6881 -7,7012 -7,6793 -7,6103 -7,4854 -7,3033 -7,0697 -6,7897 -6,4639 -6,0959 -5,7055 -5,3334 -5,0269 -4,8128
F3    0,0810 0,1102 0,1402 0,1656 0,1808 0,1742 0,1324 0,0487 -0,0707 -0,2050 -0,3276 -0,4190 -0,4707 -0,4816 -0,4571 -0,4109 -0,3633 -0,3368 -0,3497 -0,4054 -0,4852 -0,5572 -0,5928 -0,5768 -0,5041 -0,3729 -0,1845 0,0513 0,3117 0,5628 0,7705 0,9156 0,9994 1,0389 1,0555 1,0659 1,0748 1,0740 1,0503 0,9928 0,8916 0,7364 0,5215 0,2476 -0,0814 -0,4635 -0,8940 -1,3544 -1,8098 -2,2190 -2,5466 -2,7699 -2,8773 -2,8644 -2,7405 -2,5380 -2,3074 -2,0970 -1,9366 -1,8374 -1,7959 -1,7976 -1,8193 -1,8343 -1,8177 -1,7522 -1,6360 -1,4863 -1,3289 -1,1853 -1,0671 -0,9763 -0,9035 -0,8264 -0,7213 -0,5814 -0,4210 -0,2574 -0,0939 0,0776 0,2585 0,4332 0,5784 0,6774 0,7223 0,7094 0,6350 0,4979 0,3105 0,1087 -0,0572 -0,1425 -0,1234 0,0006 0,2141 0,4930 0,8059 1,1131 1,3725 1,5499 1,6240 1,5858 1,4328 1,1647 0,7904 0,3418 -0,1240 -0,5429 -0,8725 -1,1056 -1,2575 -1,3431 -1,3645 -1,3165 -1,2025 -1,0409 -0,8558 -0,6645 -0,4721 -0,2701 -0,0421 0,2245 0,5262 0,8444 1,1564 1,4470 1,7176 1,9864 2,2765 2,5943 2,9181 3,2055 3,4134 3,5155 3,5101 3,4181 3,2721 3,1009 2,9256 2,7669 2,6466 2,5807 2,5750 2,6222 2,7076 2,8236 2,9738 3,1634 3,3962 3,6760 4,0035 4,3744 4,7796 5,2035 5,6239 6,0195 6,3812 6,7172 7,0465 7,3839 7,7368 8,1177 8,5481 9,0420 9,5855 10,1367 10,6433 11,0629 11,3781 11,5968 11,7364 11,8054 11,7983 11,7028 11,5149 11,2448 10,9041 10,4932 10,0107 9,4697 8,8973 8,3199 7,7508 7,1833 6,5961 5,9709 5,3045 4,6098 3,9075 3,2163 2,5462 1,8988 1,2718 0,6619 0,0677 -0,5047 -1,0365 -1,4985 -1,8592 -2,0899 -2,1720 -2,1102 -1,9398 -1,7193 -1,5134 -1,3732 -1,3190 -1,3357 -1,3846 -1,4286 -1,4484 -1,4426 -1,4244 -1,4147 -1,4317 -1,4822 -1,5628 -1,6596 -1,7510 -1,8204 -1,8718 -1,9272 -2,0078 -2,1162 -2,2358 -2,3464 -2,4407 -2,5245 -2,6028 -2,6721 -2,7251 -2,7615 -2,7936 -2,8393 -2,9079 -2,9918 -3,0733 -3,1384 -3,1826 -3,2038 -3,1994 -3,1697 -3,1194 -3,0555 -2,9861 -2,9171 -2,8496 -2,7795 -2,6999 -2,6039 -2,4872 -2,3534 -2,2179 -2,0981 -1,9939 -1,8862 -1,7570 -1,6106 -1,4737 -1,3760 -1,3289 -1,3157 -1,2984 -1,2367 -1,1097 -0,9252 -0,7107 -0,4961 -0,3014 -0,1348 0,0019 0,1047 0,1645 0,1743 0,1381 0,0773 0,0283 0,0311 0,1175 0,3007 0,5673 0,8780 1,1842 1,4457 1,6345 1,7334 1,7382 1,6599 1,5218 1,3527 1,1815 1,0342 0,9256 0,8527 0,8009 0,7530 0,6900 0,5905 0,4381 0,2334 -0,0023 -0,2345 -0,4242 -0,5346 -0,5363 -0,4123 -0,1674 0,1640 0,5248 0,8587 1,1339 1,3474 1,5114 1,6381 1,7350 1,8079 1,8597 1,8851 1,8686 1,7953 1,6652 1,4952 1,3078 1,1222 0,9540 0,8165 0,7184 0,6587 0,6282 0,6145 0,6032 0,5807 0,5408 0,4885 0,4384 0,4131 0,4410 0,5487 0,7473 1,0171 1,3050 1,5434 1,6820 1,7029 1,6163 1,4530 1,2612 1,0966 1,0010 0,9857 1,0361 1,1309 1,2600 1,4278 1,6434 1,9097 2,2193 2,5581 2,9105 3,2603 3,5899 3,8814 4,1238 4,3164 4,4671 4,5898 4,6946 4,7768 4,8203 4,8128 4,7554 4,6609 4,5469 4,4255 4,2965 4,1501 3,9740 3,7580 3,4953 3,1814 2,8171 2,4145 1,9977 1,5885 1,1925 0,8014 0,4043 -0,0044 -0,4165 -0,8061 -1,1379 -1,3784 -1,5057 -1,5166 -1,4289 -1,2714 -1,0730 -0,8624 -0,6701 -0,5270 -0,4609 -0,4939 -0,6343 -0,8690 -1,1641 -1,4774 -1,7722 -2,0273 -2,2363 -2,3979 -2,5103 -2,5742 -2,5903 -2,5574 -2,4750 -2,3465 -2,1771 -1,9720 -1,7377 -1,4817 -1,2064 -0,9053 -0,5697 -0,1999 0,1931 0,5935 0,9839 1,3441 1,6533 1,8957 2,0646 2,1694 2,2353 2,2937 2,3664 2,4538 2,5315 2,5575 2,4871 2,2906 1,9710 1,5688 1,1418 0,7374 0,3785 0,0666 -0,2086 -0,4621 -0,7046 -0,9337 -1,1344 -1,2951 -1,4193 -1,5198 -1,6061 -1,6810 -1,7425 -1,7895 -1,8262 -1,8615 -1,9026 -1,9491 -1,9938 -2,0247 -2,0265 -1,9854 -1,8958 -1,7618 -1,5940 -1,4049 -1,2049 -1,0061 -0,8256 -0,6827 -0,5920 -0,5614 -0,5959 -0,7003 -0,8773 -1,1202 -1,4067 -1,7033 -1,9793 -2,2214 -2,4293 -2,6015 -2,7314 -2,8148 -2,8568 -2,8721 -2,8753 -2,8687 -2,8382 -2,7655 -2,6446 -2,4876 -2,3163 -2,1516 -2,0082 -1,8908 -1,7887 -1,6758 -1,5225 -1,3104 -1,0432 -0,7468 -0,4553 -0,1988 -0,0051 0,1001 0,1039 0,0181 -0,1262 -0,2957 -0,4666 -0,6256 -0,7696 -0,9085 -1,0597 -1,2324 -1,4150 -1,5792 -1,6968 -1,7520 -1,7438 -1,6789 -1,5588 -1,3732 -1,1087 -0,7635 -0,3571 0,0762 0,5045 0,9130 1,3039 1,6883 2,0763 2,4676 2,8487 3,1995 3,4995 3,7213 3,8266 3,7793 3,5682 3,2157 2,7668 2,2714 1,7703 1,2905 0,8485 0,4549 0,1111 -0,2030 -0,5307 -0,9208 -1,4057 -1,9877 -2,6393 -3,3167 -3,9780 -4,5917 -5,1372 -5,6026 -5,9839 -6,2784 -6,4792 -6,5813 -6,5957 -6,5549 -6,4998 -6,4613 -6,4505 -6,4599 -6,4744 -6,4774 -6,4503 -6,3780 -6,2604 -6,1168 -5,9723 -5,8395 -5,7128 -5,5823 -5,4453 -5,3064 -5,1731 -5,0529 -4,9502 -4,8582 -4,7613 -4,6439 -4,4957 -4,3097 -4,0817 -3,8136 -3,5206 -3,2350 -2,9954 -2,8230
F7    -0,0937 -0,3153 -0,5257 -0,7033 -0,8417 -0,9504 -1,0408 -1,1184 -1,1834 -1,2300 -1,2493 -1,2358 -1,1885 -1,1063 -0,9891 -0,8405 -0,6699 -0,4933 -0,3274 -0,1747 -0,0177 0,1673 0,3866 0,6224 0,8461 1,0395 1,2013 1,3385 1,4527 1,5340 1,5665 1,5397 1,4571 1,3348 1,1954 1,0605 0,9428 0,8434 0,7567 0,6736 0,5810 0,4642 0,3140 0,1296 -0,0886 -0,3464 -0,6523 -1,0012 -1,3650 -1,6989 -1,9594 -2,1212 -2,1789 -2,1401 -2,0246 -1,8658 -1,7023 -1,5618 -1,4534 -1,3738 -1,3163 -1,2734 -1,2364 -1,1945 -1,1375 -1,0591 -0,9636 -0,8695 -0,8010 -0,7728 -0,7830 -0,8099 -0,8122 -0,7407 -0,5650 -0,2929 0,0367 0,3823 0,7215 1,0479 1,3529 1,6176 1,8245 1,9675 2,0498 2,0752 2,0416 1,9426 1,7832 1,5933 1,4208 1,3120 1,2922 1,3601 1,4975 1,6845 1,9048 2,1401 2,3636 2,5435 2,6498 2,6622 2,5735 2,3849 2,1067 1,7648 1,4019 1,0638 0,7794 0,5509 0,3633 0,2046 0,0794 0,0050 -0,0073 0,0349 0,1091 0,1930 0,2768 0,3683 0,4848 0,6402 0,8355 1,0588 1,2931 1,5231 1,7428 1,9633 2,2067 2,4849 2,7832 3,0642 3,2866 3,4243 3,4764 3,4657 3,4256 3,3794 3,3304 3,2708 3,1954 3,1079 3,0211 2,9528 2,9230 2,9555 3,0694 3,2625 3,5121 3,7924 4,0872 4,3932 4,7153 5,0546 5,4003 5,7332 6,0393 6,3208 6,5919 6,8655 7,1503 7,4599 7,8099 8,1995 8,6011 8,9724 9,2761 9,4912 9,6180 9,6727 9,6735 9,6262 9,5226 9,3496 9,1026 8,7868 8,4041 7,9434 7,3941 6,7634 6,0754 5,3583 4,6381 3,9355 3,2647 2,6326 2,0346 1,4511 0,8546 0,2235 -0,4479 -1,1457 -1,8435 -2,5160 -3,1496 -3,7414 -4,2896 -4,7873 -5,2196 -5,5612 -5,7822 -5,8664 -5,8243 -5,6896 -5,5112 -5,3434 -5,2310 -5,1915 -5,2125 -5,2658 -5,3228 -5,3645 -5,3893 -5,4103 -5,4448 -5,5045 -5,5889 -5,6782 -5,7390 -5,7488 -5,7151 -5,6668 -5,6301 -5,6137 -5,6084 -5,6002 -5,5868 -5,5793 -5,5896 -5,6216 -5,6753 -5,7538 -5,8626 -5,9986 -6,1439 -6,2743 -6,3733 -6,4393 -6,4837 -6,5219 -6,5661 -6,6213 -6,6844 -6,7457 -6,7972 -6,8405 -6,8869 -6,9477 -7,0250 -7,1088 -7,1830 -7,2386 -7,2802 -7,3187 -7,3544 -7,3754 -7,3730 -7,3578 -7,3588 -7,4063 -7,5109 -7,6519 -7,7833 -7,8553 -7,8408 -7,7471 -7,6049 -7,4468 -7,2938 -7,1555 -7,0377 -6,9525 -6,9205 -6,9600 -7,0718 -7,2348 -7,4148 -7,5777 -7,6968 -7,7568 -7,7609 -7,7298 -7,6872 -7,6465 -7,6125 -7,5878 -7,5726 -7,5628 -7,5528 -7,5422 -7,5388 -7,5528 -7,5937 -7,6690 -7,7759 -7,8964 -8,0061 -8,0909 -8,1537 -8,2039 -8,2467 -8,2807 -8,3019 -8,3053 -8,2824 -8,2233 -8,1244 -7,9954 -7,8575 -7,7356 -7,6453 -7,5856 -7,5433 -7,5065 -7,4743 -7,4568 -7,4691 -7,5254 -7,6354 -7,7948 -7,9764 -8,1367 -8,2392 -8,2747 -8,2623 -8,2315 -8,2040 -8,1907 -8,1958 -8,2161 -8,2421 -8,2623 -8,2663 -8,2458 -8,1938 -8,1018 -7,9597 -7,7603 -7,5087 -7,2299 -6,9672 -6,7669 -6,6557 -6,6323 -6,6737 -6,7439 -6,8012 -6,8093 -6,7512 -6,6331 -6,4751 -6,2954 -6,0977 -5,8706 -5,6032 -5,3033 -5,0007 -4,7343 -4,5327 -4,4023 -4,3304 -4,2972 -4,2864 -4,2918 -4,3168 -4,3691 -4,4553 -4,5808 -4,7460 -4,9408 -5,1430 -5,3254 -5,4665 -5,5549 -5,5829 -5,5427 -5,4306 -5,2560 -5,0435 -4,8265 -4,6324 -4,4696 -4,3303 -4,2064 -4,1023 -4,0328 -4,0151 -4,0619 -4,1752 -4,3415 -4,5329 -4,7133 -4,8474 -4,9140 -4,9122 -4,8533 -4,7494 -4,6133 -4,4638 -4,3271 -4,2353 -4,2183 -4,2917 -4,4441 -4,6377 -4,8269 -4,9796 -5,0870 -5,1538 -5,1815 -5,1649 -5,0990 -4,9833 -4,8199 -4,6127 -4,3665 -4,0882 -3,7901 -3,4925 -3,2188 -2,9859 -2,7957 -2,6355 -2,4872 -2,3342 -2,1655 -1,9792 -1,7856 -1,6026 -1,4507 -1,3454 -1,2832 -1,2398 -1,1846 -1,0984 -0,9818 -0,8541 -0,7465 -0,6942 -0,7247 -0,8430 -1,0238 -1,2239 -1,4023 -1,5351 -1,6185 -1,6664 -1,7048 -1,7577 -1,8301 -1,9065 -1,9712 -2,0238 -2,0731 -2,1206 -2,1563 -2,1673 -2,1506 -2,1195 -2,0977 -2,1038 -2,1386 -2,1840 -2,2064 -2,1681 -2,0470 -1,8525 -1,6192 -1,3849 -1,1698 -0,9741 -0,7911 -0,6203 -0,4685 -0,3474 -0,2725 -0,2654 -0,3501 -0,5423 -0,8362 -1,1967 -1,5677 -1,8996 -2,1711 -2,3844 -2,5470 -2,6671 -2,7559 -2,8280 -2,8976 -2,9737 -3,0514 -3,1119 -3,1375 -3,1262 -3,0921 -3,0545 -3,0296 -3,0309 -3,0631 -3,1089 -3,1251 -3,0613 -2,8855 -2,6004 -2,2390 -1,8430 -1,4433 -1,0599 -0,7135 -0,4241 -0,1983 -0,0279 0,0987 0,1863 0,2339 0,2402 0,2092 0,1516 0,0863 0,0435 0,0610 0,1680 0,3685 0,6391 0,9428 1,2520 1,5635 1,8923 2,2502 2,6284 3,0017 3,3456 3,6466 3,8999 4,1061 4,2683 4,3875 4,4588 4,4753 4,4318 4,3203 4,1257 3,8349 3,4540 3,0133 2,5535 2,1059 1,6846 1,2907 0,9218 0,5787 0,2605 -0,0467 -0,3707 -0,7392 -1,1642 -1,6360 -2,1287 -2,6156 -3,0780 -3,5007 -3,8677 -4,1661 -4,3928 -4,5464 -4,6179 -4,5968 -4,4912 -4,3366 -4,1812 -4,0612 -3,9855 -3,9405 -3,9055 -3,8615 -3,7906 -3,6780 -3,5240 -3,3487 -3,1755 -3,0098 -2,8391 -2,6498 -2,4407 -2,2199 -1,9978 -1,7880 -1,6084 -1,4731 -1,3862 -1,3465 -1,3459 -1,3621 -1,3590 -1,3005 -1,1728 -0,9975 -0,8216 -0,6879
