Fp1   -2,4658 -2,3038 -2,2164 -2,1993 -2,2349 -2,2986 -2,3654 -2,4104 -2,4078 -2,3385 -2,1972 -1,9902 -1,7307 -1,4385 -1,1365 -0,8433 -0,5680 -0,3086 -0,0531 0,2119 0,4899 0,7670 1,0127 1,1921 1,2862 1,3041 1,2762 1,2423 1,2381 1,2792 1,3569 1,4538 1,5572 1,6587 1,7467 1,8056 1,8240 1,8008 1,7444 1,6648 1,5666 1,4459 1,2917 1,0922 0,8437 0,5521 0,2284 -0,1170 -0,4750 -0,8342 -1,1780 -1,4883 -1,7570 -1,9930 -2,2123 -2,4198 -2,6026 -2,7398 -2,8178 -2,8364 -2,8079 -2,7500 -2,6742 -2,5839 -2,4817 -2,3692 -2,2418 -2,0969 -1,9488 -1,8241 -1,7403 -1,6924 -1,6641 -1,6441 -1,6286 -1,6127 -1,5880 -1,5474 -1,4899 -1,4183 -1,3365 -1,2521 -1,1814 -1,1458 -1,1662 -1,2586 -1,4299 -1,6765 -1,9880 -2,3502 -2,7453 -3,1483 -3,5271 -3,8512 -4,1021 -4,2787 -4,3944 -4,4678 -4,5131 -4,5385 -4,5483 -4,5415 -4,5109 -4,4512 -4,3639 -4,2552 -4,1297 -3,9961 -3,8794 -3,8184 -3,8509 -4,0008 -4,2752 -4,6652 -5,1435 -5,6632 -6,1667 -6,6038 -6,9467 -7,1886 -7,3287 -7,3606 -7,2769 -7,0829 -6,7992 -6,4444 -6,0167 -5,4946 -4,8561 -4,0997 -3,2548 -2,3712 -1,4928 -0,6404 0,1832 0,9852 1,7804 2,5837 3,3976 4,1990 4,9339 5,5340 5,9509 6,1782 6,2433 6,1911 6,0716 5,9239 5,7617 5,5759 5,3458 5,0508 4,6817 4,2451 3,7581 3,2427 2,7257 2,2344 1,7845 1,3761 1,0040 0,6691 0,3788 0,1376 -0,0574 -0,2138 -0,3437 -0,4656 -0,5950 -0,7298 -0,8475 -0,9165 -0,9106 -0,8171 -0,6358 -0,3764 -0,0585 0,2850 0,6148 0,9014 1,1335 1,3138 1,4521 1,5631 1,6616 1,7569 1,8545 1,9558 2,0521 2,1211 2,1321 2,0582 1,8899 1,6403 1,3309 0,9722 0,5598 0,0865 -0,4514 -1,0590 -1,7451 -2,5140 -3,3518 -4,2213 -5,0723 -5,8527 -6,5152 -7,0257 -7,3755 -7,5884 -7,7135 -7,8065 -7,9049 -8,0121 -8,1058 -8,1647 -8,1851 -8,1747 -8,1389 -8,0748 -7,9759 -7,8419 -7,6803 -7,4954 -7,2812 -7,0332 -6,7610 -6,4841 -6,2166 -5,9652 -5,7361 -5,5378 -5,3769 -5,2550 -5,1693 -5,1112 -5,0664 -5,0186 -4,9491 -4,8376 -4,6735 -4,4653 -4,2374 -4,0152 -3,8087 -3,6072 -3,3921 -3,1584 -2,9234 -2,7217 -2,5948 -2,5767 -2,6763 -2,8716 -3,1226 -3,3891 -3,6409 -3,8567 -4,0236 -4,1395 -4,2168 -4,2751 -4,3269 -4,3722 -4,4012 -4,4010 -4,3631 -4,2891 -4,1909 -4,0868 -3,9945 -3,9266 -3,8910 -3,8951 -3,9464 -4,0508 -4,2086 -4,4098 -4,6324 -4,8506 -5,0491 -5,2284 -5,3923 -5,5322 -5,6308 -5,6747 -5,6566 -5,5722 -5,4233 -5,2232 -4,9935 -4,7575 -4,5388 -4,3568 -4,2207 -4,1264 -4,0594 -3,9983 -3,9211 -3,8149 -3,6847 -3,5520 -3,4394 -3,3561 -3,2945 -3,2387 -3,1720 -3,0785 -2,9433 -2,7581 -2,5286 -2,2754 -2,0274 -1,8136 -1,6543 -1,5515 -1,4850 -1,4273 -1,3681 -1,3208 -1,3011 -1,3052 -1,3171 -1,3274 -1,3324 -1,3212 -1,2703 -1,1529 -0,9529 -0,6762 -0,3549 -0,0403 0,2150 0,3718 0,4122 0,3387 0,1654 -0,0886 -0,3973 -0,7233 -1,0209 -1,2492 -1,3869 -1,4403 -1,4349 -1,3964 -1,3361 -1,2509 -1,1347 -0,9947 -0,8562 -0,7497 -0,6941 -0,6926 -0,7395 -0,8271 -0,9468 -1,0905 -1,2574 -1,4567 -1,6994 -1,9891 -2,3180 -2,6697 -3,0238 -3,3533 -3,6246 -3,8067 -3,8842 -3,8614 -3,7551 -3,5835 -3,3634 -3,1141 -2,8549 -2,5989 -2,3567 -2,1423 -1,9742 -1,8742 -1,8664 -1,9667 -2,1716 -2,4578 -2,7911 -3,1356 -3,4638 -3,7570 -4,0033 -4,1969 -4,3391 -4,4357 -4,4931 -4,5151 -4,5006 -4,4441 -4,3388 -4,1831 -3,9833 -3,7450 -3,4658 -3,1414 -2,7763 -2,3896 -2,0150 -1,6874 -1,4269 -1,2377 -1,1136 -1,0361 -0,9781 -0,9199 -0,8601 -0,8090 -0,7718 -0,7390 -0,6949 -0,6325 -0,5562 -0,4717 -0,3729 -0,2427 -0,0681 0,1434 0,3624 0,5537 0,6945 0,7780 0,8065 0,7841 0,7153 0,6080 0,4756 0,3358 0,2061 0,0992 0,0185 -0,0402 -0,0847 -0,1269 -0,1868 -0,2869 -0,4382 -0,6328 -0,8508 -1,0732 -1,2887 -1,4923 -1,6799 -1,8456 -1,9859 -2,1050 -2,2148 -2,3304 -2,4614 -2,6079 -2,7601 -2,9024 -3,0207 -3,1087 -3,1653 -3,1900 -3,1846 -3,1563 -3,1163 -3,0742 -3,0308 -2,9766 -2,8969 -2,7799 -2,6240 -2,4423 -2,2551 -2,0727 -1,8893 -1,6939 -1,4839 -1,2688 -1,0646 -0,8834 -0,7319 -0,6217 -0,5736 -0,6105 -0,7434 -0,9671 -1,2681 -1,6305 -2,0335 -2,4479 -2,8418 -3,1876 -3,4613 -3,6398 -3,7077 -3,6646 -3,5239 -3,3049 -3,0206 -2,6701 -2,2425 -1,7277 -1,1315 -0,4804 0,1904 0,8573 1,5152 2,1675 2,8150 3,4594 4,1080 4,7671 5,4318 6,0860 6,7114 7,2921 7,8131 8,2573 8,6073 8,8475 8,9672 8,9628 8,8399 8,6104 8,2898 7,8906 7,4130 6,8497 6,2045 5,5025 4,7811 4,0761 3,4137 2,8050 2,2513 1,7546 1,3237 0,9689 0,6892 0,4624 0,2523 0,0309 -0,2038 -0,4301 -0,6196 -0,7531 -0,8249 -0,8375 -0,7943 -0,6969 -0,5502 -0,3682 -0,1719 0,0175 0,1848 0,3233 0,4345 0,5285 0,6234 0,7353 0,8642 0,9904 1,0804 1,0989 1,0256 0,8673 0,6527 0,4127 0,1640 -0,0978 -0,3912 -0,7325 -1,1254 -1,5640 -2,0393 -2,5404 -3,0553 -3,5736 -4,0858 -4,5838 -5,0654 -5,5351 -5,9952 -6,4390 -6,8526 -7,2142 -7,4976 -7,6882 -7,7951 -7,8435 -7,8584 -7,8596 -7,8676 -7,9031 -7,9739 -8,0633 -8,1359 -8,1523 -8,0796 -7,8970
Fz    -2,5014 -2,2431 -2,1120 -2,1065 -2,2024 -2,3566 -2,5157 -2,6243 -2,6369 -2,5321 -2,3123 -1,9904 -1,5857 -1,1326 -0,6783 -0,2681 0,0696 0,3328 0,5475 0,7469 0,9445 1,1259 1,2586 1,3102 1,2732 1,1771 1,0762 1,0299 1,0853 1,2512 1,4892 1,7380 1,9449 2,0794 2,1311 2,1015 2,0016 1,8503 1,6717 1,4881 1,3081 1,1179 0,8864 0,5903 0,2367 -0,1420 -0,5105 -0,8475 -1,1488 -1,4168 -1,6490 -1,8388 -1,9876 -2,1125 -2,2393 -2,3812 -2,5251 -2,6459 -2,7343 -2,8083 -2,9027 -3,0439 -3,2229 -3,3987 -3,5260 -3,5712 -3,5145 -3,3623 -3,1598 -2,9718 -2,8412 -2,7656 -2,7145 -2,6614 -2,5951 -2,5097 -2,3981 -2,2570 -2,0928 -1,9206 -1,7595 -1,6294 -1,5438 -1,5033 -1,4993 -1,5217 -1,5648 -1,6353 -1,7558 -1,9487 -2,2123 -2,5153 -2,8185 -3,0900 -3,3046 -3,4428 -3,4982 -3,4817 -3,4194 -3,3502 -3,3184 -3,3520 -3,4462 -3,5728 -3,6990 -3,7930 -3,8233 -3,7737 -3,6641 -3,5452 -3,4765 -3,5065 -3,6634 -3,9466 -4,3191 -4,7133 -5,0549 -5,2932 -5,4115 -5,4174 -5,3215 -5,1244 -4,8237 -4,4312 -3,9680 -3,4392 -2,8184 -2,0585 -1,1214 -0,0123 1,2008 2,4088 3,5175 4,4884 5,3332 6,0907 6,8156 7,5695 8,3976 9,2932 10,1751 10,9126 11,3958 11,5882 11,5226 11,2715 10,9185 10,5307 10,1368 9,7335 9,3033 8,8264 8,2888 7,6892 7,0402 6,3661 5,7047 5,0997 4,5791 4,1445 3,7848 3,4971 3,2911 3,1769 3,1538 3,2119 3,3341 3,4890 3,6401 3,7719 3,8993 4,0529 4,2639 4,5603 4,9634 5,4867 6,1325 6,8770 7,6670 8,4383 9,1353 9,7158 10,1511 10,4319 10,5706 10,5953 10,5452 10,4638 10,3773 10,2750 10,1117 9,8325 9,4117 8,8757 8,2793 7,6630 7,0393 6,4103 5,7777 5,1323 4,4441 3,6716 2,7861 1,7911 0,7229 -0,3571 -1,3705 -2,2401 -2,9209 -3,4189 -3,7859 -4,0913 -4,3862 -4,6771 -4,9359 -5,1359 -5,2740 -5,3628 -5,4171 -5,4414 -5,4246 -5,3504 -5,2098 -4,9975 -4,7074 -4,3487 -3,9576 -3,5860 -3,2750 -3,0402 -2,8735 -2,7524 -2,6507 -2,5503 -2,4488 -2,3521 -2,2647 -2,1820 -2,0813 -1,9238 -1,6837 -1,3736 -1,0318 -0,6873 -0,3371 0,0439 0,4738 0,9435 1,4202 1,8603 2,2121 2,4243 2,4736 2,3823 2,1993 1,9622 1,6856 1,3810 1,0760 0,8016 0,5671 0,3607 0,1777 0,0338 -0,0459 -0,0447 0,0350 0,1656 0,2993 0,3888 0,4081 0,3542 0,2346 0,0542 -0,1894 -0,5055 -0,9012 -1,3642 -1,8525 -2,3087 -2,6868 -2,9656 -3,1372 -3,1943 -3,1371 -2,9806 -2,7384 -2,4123 -2,0077 -1,5512 -1,0868 -0,6596 -0,3047 -0,0446 0,1095 0,1561 0,1100 0,0050 -0,1185 -0,2319 -0,3277 -0,4128 -0,4927 -0,5629 -0,6109 -0,6231 -0,5865 -0,4806 -0,2748 0,0499 0,4750 0,9430 1,3855 1,7530 2,0267 2,2165 2,3550 2,4829 2,6198 2,7500 2,8486 2,9142 2,9625 3,0040 3,0479 3,1207 3,2648 3,5160 3,8873 4,3648 4,9072 5,4544 5,9409 6,3030 6,4872 6,4650 6,2416 5,8524 5,3605 4,8532 4,4229 4,1378 4,0205 4,0425 4,1448 4,2741 4,4033 4,5270 4,6453 4,7467 4,8071 4,8072 4,7459 4,6379 4,5015 4,3504 4,1932 4,0365 3,8794 3,7106 3,5165 3,2908 3,0372 2,7652 2,4830 2,2002 1,9359 1,7173 1,5648 1,4806 1,4539 1,4737 1,5324 1,6186 1,7190 1,8283 1,9455 2,0585 2,1427 2,1681 2,1029 1,9241 1,6288 1,2338 0,7717 0,2854 -0,1829 -0,6008 -0,9455 -1,2026 -1,3688 -1,4539 -1,4772 -1,4595 -1,4169 -1,3560 -1,2758 -1,1725 -1,0443 -0,8884 -0,7007 -0,4799 -0,2305 0,0309 0,2706 0,4534 0,5652 0,6102 0,6037 0,5801 0,5885 0,6662 0,8180 1,0197 1,2393 1,4530 1,6435 1,7946 1,8994 1,9722 2,0494 2,1733 2,3681 2,6227 2,8924 3,1269 3,2971 3,3967 3,4277 3,3895 3,2799 3,1069 2,8983 2,6938 2,5257 2,4054 2,3214 2,2521 2,1805 2,0957 1,9860 1,8408 1,6624 1,4683 1,2810 1,1143 0,9684 0,8369 0,7184 0,6199 0,5477 0,4945 0,4360 0,3461 0,2122 0,0384 -0,1577 -0,3535 -0,5381 -0,7213 -0,9177 -1,1283 -1,3422 -1,5434 -1,7169 -1,8543 -1,9515 -2,0003 -1,9921 -1,9287 -1,8298 -1,7300 -1,6590 -1,6158 -1,5695 -1,4869 -1,3561 -1,1938 -1,0349 -0,9075 -0,8187 -0,7655 -0,7482 -0,7736 -0,8518 -0,9933 -1,2080 -1,4979 -1,8451 -2,2101 -2,5479 -2,8260 -3,0254 -3,1307 -3,1331 -3,0399 -2,8764 -2,6743 -2,4524 -2,2052 -1,9071 -1,5274 -1,0511 -0,4914 0,1236 0,7775 1,4689 2,1921 2,9268 3,6575 4,3858 5,1173 5,8404 6,5263 7,1442 7,6755 8,1143 8,4588 8,7014 8,8258 8,8102 8,6354 8,3006 7,8357 7,2951 6,7301 6,1614 5,5833 4,9935 4,4069 3,8480 3,3430 2,9126 2,5598 2,2696 2,0218 1,8038 1,6105 1,4313 1,2352 0,9781 0,6342 0,2198 -0,2130 -0,6047 -0,9104 -1,0991 -1,1493 -1,0537 -0,8231 -0,4881 -0,0976 0,2895 0,6193 0,8561 0,9876 1,0238 0,9911 0,9217 0,8332 0,7170 0,5505 0,3166 0,0123 -0,3468 -0,7242 -1,0770 -1,3756 -1,6183 -1,8370 -2,0857 -2,4115 -2,8337 -3,3479 -3,9387 -4,5813 -5,2464 -5,9131 -6,5706 -7,2100 -7,8270 -8,4242 -8,9974 -9,5271 -9,9887 -10,3541 -10,5866 -10,6580 -10,5757 -10,3820 -10,1340 -9,8923 -9,7180 -9,6635 -9,7521 -9,9610 -10,2233 -10,4433 -10,5227 -10,3937
F3    -1,5372 -1,4203 -1,3587 -1,3536 -1,4009 -1,4935 -1,6184 -1,7532 -1,8679 -1,9342 -1,9337 -1,8579 -1,7077 -1,4953 -1,2412 -0,9649 -0,6802 -0,3939 -0,1065 0,1829 0,4694 0,7375 0,9611 1,1140 1,1883 1,2039 1,1986 1,2149 1,2877 1,4246 1,6008 1,7779 1,9223 2,0100 2,0253 1,9611 1,8206 1,6185 1,3775 1,1218 0,8688 0,6232 0,3770 0,1204 -0,1445 -0,4013 -0,6293 -0,8184 -0,9758 -1,1195 -1,2634 -1,4122 -1,5662 -1,7299 -1,9088 -2,0993 -2,2828 -2,4355 -2,5446 -2,6161 -2,6703 -2,7271 -2,7904 -2,8464 -2,8767 -2,8661 -2,8043 -2,6954 -2,5652 -2,4500 -2,3730 -2,3348 -2,3251 -2,3352 -2,3576 -2,3788 -2,3807 -2,3499 -2,2845 -2,1904 -2,0754 -1,9481 -1,8198 -1,7033 -1,6109 -1,5530 -1,5396 -1,5801 -1,6828 -1,8479 -2,0591 -2,2862 -2,4986 -2,6773 -2,8154 -2,9137 -2,9792 -3,0240 -3,0620 -3,1089 -3,1793 -3,2771 -3,3905 -3,5013 -3,5952 -3,6611 -3,6875 -3,6734 -3,6395 -3,6239 -3,6668 -3,7960 -4,0190 -4,3197 -4,6590 -4,9838 -5,2445 -5,4123 -5,4839 -5,4735 -5,3966 -5,2571 -5,0494 -4,7689 -4,4152 -3,9816 -3,4491 -2,7918 -1,9928 -1,0604 -0,0353 1,0216 2,0561 3,0386 3,9627 4,8368 5,6811 6,5200 7,3671 8,2055 8,9753 9,5895 9,9792 10,1279 10,0685 9,8619 9,5765 9,2655 8,9524 8,6341 8,2935 7,9096 7,4677 6,9660 6,4161 5,8407 5,2736 4,7530 4,3062 3,9416 3,6558 3,4445 3,3040 3,2274 3,2027 3,2167 3,2550 3,2933 3,3053 3,2835 3,2505 3,2468 3,3131 3,4792 3,7577 4,1442 4,6184 5,1442 5,6749 6,1676 6,5941 6,9372 7,1864 7,3417 7,4150 7,4248 7,3928 7,3424 7,2877 7,2222 7,1197 6,9465 6,6808 6,3258 5,9003 5,4191 4,8870 4,3067 3,6847 3,0233 2,3131 1,5383 0,6935 -0,2056 -1,1261 -2,0221 -2,8386 -3,5247 -4,0546 -4,4378 -4,7125 -4,9268 -5,1158 -5,2864 -5,4220 -5,5068 -5,5402 -5,5322 -5,4886 -5,4033 -5,2617 -5,0540 -4,7849 -4,4687 -4,1204 -3,7586 -3,4095 -3,1003 -2,8470 -2,6503 -2,5018 -2,3902 -2,3049 -2,2397 -2,1932 -2,1623 -2,1379 -2,1069 -2,0502 -1,9437 -1,7724 -1,5430 -1,2791 -1,0011 -0,7117 -0,3977 -0,0478 0,3298 0,7076 1,0507 1,3227 1,4908 1,5417 1,4934 1,3827 1,2422 1,0919 0,9476 0,8284 0,7509 0,7162 0,7117 0,7284 0,7713 0,8537 0,9851 1,1615 1,3633 1,5583 1,7114 1,7941 1,7914 1,7040 1,5437 1,3239 1,0532 0,7365 0,3852 0,0233 -0,3171 -0,6112 -0,8508 -1,0361 -1,1640 -1,2293 -1,2306 -1,1661 -1,0280 -0,8118 -0,5288 -0,2069 0,1177 0,4097 0,6434 0,8066 0,8996 0,9359 0,9409 0,9422 0,9566 0,9832 1,0056 1,0067 0,9822 0,9423 0,9041 0,8848 0,9025 0,9789 1,1293 1,3490 1,6102 1,8721 2,0965 2,2584 2,3527 2,3972 2,4207 2,4413 2,4573 2,4620 2,4612 2,4681 2,4896 2,5294 2,6013 2,7291 2,9330 3,2171 3,5660 3,9439 4,2979 4,5720 4,7225 4,7280 4,5904 4,3275 3,9669 3,5456 3,1122 2,7223 2,4235 2,2398 2,1647 2,1720 2,2333 2,3280 2,4439 2,5729 2,7038 2,8194 2,9036 2,9497 2,9588 2,9324 2,8677 2,7609 2,6120 2,4220 2,1906 1,9199 1,6181 1,3011 0,9872 0,6911 0,4233 0,1963 0,0250 -0,0782 -0,1083 -0,0679 0,0363 0,1914 0,3757 0,5624 0,7309 0,8678 0,9623 1,0045 0,9829 0,8827 0,6926 0,4152 0,0693 -0,3155 -0,7070 -1,0787 -1,4120 -1,6936 -1,9151 -2,0746 -2,1755 -2,2245 -2,2283 -2,1921 -2,1175 -2,0042 -1,8541 -1,6744 -1,4723 -1,2503 -1,0099 -0,7580 -0,5116 -0,2966 -0,1369 -0,0424 -0,0105 -0,0283 -0,0664 -0,0840 -0,0499 0,0417 0,1724 0,3154 0,4507 0,5672 0,6578 0,7206 0,7667 0,8202 0,9077 1,0407 1,2060 1,3677 1,4853 1,5342 1,5090 1,4171 1,2713 1,0877 0,8867 0,6942 0,5348 0,4237 0,3633 0,3450 0,3548 0,3794 0,4078 0,4267 0,4218 0,3868 0,3282 0,2600 0,1953 0,1415 0,1012 0,0755 0,0660 0,0701 0,0753 0,0615 0,0115 -0,0803 -0,2075 -0,3545 -0,5032 -0,6424 -0,7703 -0,8860 -0,9820 -1,0496 -1,0868 -1,0998 -1,1006 -1,0987 -1,0935 -1,0758 -1,0374 -0,9809 -0,9210 -0,8727 -0,8332 -0,7787 -0,6843 -0,5430 -0,3711 -0,1979 -0,0483 0,0632 0,1278 0,1356 0,0768 -0,0541 -0,2561 -0,5241 -0,8492 -1,2116 -1,5802 -1,9221 -2,2132 -2,4374 -2,5829 -2,6439 -2,6259 -2,5458 -2,4207 -2,2544 -2,0329 -1,7309 -1,3261 -0,8142 -0,2149 0,4385 1,1177 1,8080 2,5016 3,1902 3,8671 4,5332 5,1889 5,8248 6,4219 6,9627 7,4365 7,8384 8,1656 8,4151 8,5793 8,6446 8,5962 8,4261 8,1412 7,7646 7,3246 6,8364 6,2999 5,7179 5,1064 4,4898 3,8940 3,3405 2,8402 2,3915 1,9881 1,6269 1,3106 1,0378 0,7935 0,5525 0,2963 0,0248 -0,2458 -0,4957 -0,7101 -0,8757 -0,9779 -1,0051 -0,9551 -0,8394 -0,6846 -0,5244 -0,3884 -0,2936 -0,2434 -0,2305 -0,2389 -0,2483 -0,2473 -0,2440 -0,2610 -0,3215 -0,4415 -0,6240 -0,8555 -1,1124 -1,3740 -1,6313 -1,8952 -2,1928 -2,5492 -2,9692 -3,4400 -3,9416 -4,4523 -4,9533 -5,4347 -5,8949 -6,3375 -6,7714 -7,2084 -7,6516 -8,0895 -8,5023 -8,8628 -9,1374 -9,3008 -9,3536 -9,3201 -9,2327 -9,1223 -9,0191 -8,9496 -8,9251 -8,9323 -8,9353 -8,8860 -8,7379 -8,4598
F7    -0,6174 -0,5561 -0,5554 -0,6101 -0,7131 -0,8609 -1,0471 -1,2552 -1,4582 -1,6246 -1,7286 -1,7577 -1,7143 -1,6091 -1,4504 -1,2389 -0,9756 -0,6707 -0,3425 -0,0116 0,3005 0,5717 0,7788 0,9043 0,9473 0,9264 0,8712 0,8177 0,8008 0,8387 0,9264 1,0474 1,1836 1,3136 1,4118 1,4549 1,4313 1,3451 1,2121 1,0532 0,8861 0,7186 0,5472 0,3651 0,1704 -0,0296 -0,2231 -0,4053 -0,5854 -0,7831 -1,0155 -1,2856 -1,5785 -1,8689 -2,1324 -2,3497 -2,5064 -2,5966 -2,6304 -2,6313 -2,6238 -2,6189 -2,6096 -2,5811 -2,5264 -2,4512 -2,3667 -2,2859 -2,2232 -2,1913 -2,1939 -2,2243 -2,2722 -2,3266 -2,3750 -2,4032 -2,3994 -2,3622 -2,3021 -2,2300 -2,1448 -2,0360 -1,9005 -1,7521 -1,6180 -1,5287 -1,5097 -1,5750 -1,7243 -1,9414 -2,1988 -2,4666 -2,7207 -2,9465 -3,1376 -3,2951 -3,4271 -3,5431 -3,6478 -3,7412 -3,8202 -3,8790 -3,9087 -3,9045 -3,8734 -3,8305 -3,7889 -3,7612 -3,7651 -3,8208 -3,9422 -4,1300 -4,3702 -4,6404 -4,9173 -5,1804 -5,4158 -5,6172 -5,7828 -5,9092 -5,9880 -6,0044 -5,9392 -5,7783 -5,5196 -5,1700 -4,7344 -4,2147 -3,6154 -2,9486 -2,2311 -1,4783 -0,6982 0,1056 0,9263 1,7533 2,5774 3,3907 4,1809 4,9230 5,5743 6,0833 6,4130 6,5607 6,5549 6,4410 6,2668 6,0655 5,8459 5,5983 5,3098 4,9738 4,5938 4,1815 3,7538 3,3307 2,9336 2,5801 2,2799 2,0375 1,8558 1,7325 1,6573 1,6132 1,5812 1,5438 1,4836 1,3831 1,2334 1,0481 0,8652 0,7328 0,6866 0,7342 0,8553 1,0145 1,1741 1,3031 1,3868 1,4318 1,4609 1,4981 1,5605 1,6611 1,8089 1,9993 2,2121 2,4207 2,5986 2,7196 2,7602 2,7055 2,5531 2,3121 1,9965 1,6155 1,1692 0,6535 0,0679 -0,5826 -1,2904 -2,0442 -2,8224 -3,5921 -4,3195 -4,9767 -5,5413 -5,9975 -6,3445 -6,6001 -6,7968 -6,9680 -7,1308 -7,2757 -7,3745 -7,4019 -7,3507 -7,2300 -7,0540 -6,8313 -6,5631 -6,2521 -5,9114 -5,5630 -5,2286 -4,9252 -4,6635 -4,4433 -4,2534 -4,0800 -3,9131 -3,7453 -3,5739 -3,4066 -3,2596 -3,1442 -3,0591 -2,9926 -2,9243 -2,8299 -2,6911 -2,5051 -2,2834 -2,0393 -1,7764 -1,4874 -1,1678 -0,8300 -0,5025 -0,2176 -0,0025 0,1273 0,1754 0,1641 0,1240 0,0812 0,0529 0,0483 0,0705 0,1153 0,1712 0,2253 0,2750 0,3326 0,4153 0,5309 0,6730 0,8260 0,9687 1,0760 1,1239 1,1007 1,0137 0,8825 0,7262 0,5551 0,3724 0,1811 -0,0104 -0,1892 -0,3488 -0,4958 -0,6421 -0,7906 -0,9307 -1,0457 -1,1168 -1,1275 -1,0719 -0,9591 -0,8067 -0,6367 -0,4737 -0,3401 -0,2468 -0,1927 -0,1668 -0,1509 -0,1238 -0,0706 0,0097 0,1041 0,1944 0,2655 0,3071 0,3152 0,2931 0,2539 0,2215 0,2233 0,2760 0,3769 0,5045 0,6246 0,7011 0,7134 0,6649 0,5764 0,4674 0,3471 0,2200 0,0972 -0,0049 -0,0738 -0,1025 -0,0847 -0,0137 0,1127 0,2900 0,5042 0,7239 0,9023 0,9933 0,9707 0,8360 0,6088 0,3111 -0,0389 -0,4202 -0,8015 -1,1418 -1,4038 -1,5707 -1,6487 -1,6547 -1,6034 -1,5029 -1,3586 -1,1768 -0,9692 -0,7550 -0,5584 -0,4019 -0,3007 -0,2651 -0,3059 -0,4341 -0,6540 -0,9599 -1,3370 -1,7633 -2,2082 -2,6345 -3,0093 -3,3162 -3,5567 -3,7398 -3,8704 -3,9428 -3,9416 -3,8509 -3,6669 -3,4050 -3,0958 -2,7742 -2,4715 -2,2140 -2,0214 -1,9040 -1,8620 -1,8905 -1,9843 -2,1368 -2,3360 -2,5631 -2,7985 -3,0318 -3,2627 -3,4901 -3,7040 -3,8873 -4,0215 -4,0919 -4,0907 -4,0193 -3,8862 -3,7052 -3,4950 -3,2774 -3,0691 -2,8731 -2,6817 -2,4873 -2,2905 -2,1026 -1,9398 -1,8147 -1,7319 -1,6877 -1,6699 -1,6624 -1,6518 -1,6313 -1,6024 -1,5726 -1,5499 -1,5396 -1,5440 -1,5612 -1,5827 -1,5931 -1,5758 -1,5205 -1,4312 -1,3297 -1,2471 -1,2070 -1,2179 -1,2770 -1,3764 -1,5042 -1,6437 -1,7758 -1,8836 -1,9548 -1,9824 -1,9671 -1,9154 -1,8364 -1,7455 -1,6657 -1,6185 -1,6134 -1,6472 -1,7076 -1,7739 -1,8228 -1,8364 -1,8081 -1,7429 -1,6587 -1,5851 -1,5535 -1,5842 -1,6802 -1,8273 -2,0025 -2,1834 -2,3543 -2,5027 -2,6139 -2,6725 -2,6731 -2,6280 -2,5651 -2,5144 -2,4946 -2,5039 -2,5226 -2,5259 -2,4986 -2,4395 -2,3519 -2,2318 -2,0709 -1,8669 -1,6261 -1,3616 -1,0921 -0,8370 -0,6134 -0,4366 -0,3210 -0,2777 -0,3102 -0,4119 -0,5723 -0,7826 -1,0304 -1,2949 -1,5520 -1,7813 -1,9669 -2,0938 -2,1496 -2,1337 -2,0616 -1,9526 -1,8116 -1,6227 -1,3600 -1,0048 -0,5596 -0,0501 0,4865 1,0206 1,5432 2,0644 2,5982 3,1520 3,7239 4,3052 4,8807 5,4327 5,9470 6,4140 6,8239 7,1664 7,4314 7,6110 7,7002 7,6972 7,6022 7,4177 7,1535 6,8266 6,4483 6,0192 5,5420 5,0320 4,5102 3,9945 3,4955 3,0141 2,5412 2,0654 1,5860 1,1179 0,6842 0,3012 -0,0282 -0,3113 -0,5558 -0,7653 -0,9416 -1,0869 -1,2013 -1,2797 -1,3126 -1,2916 -1,2163 -1,0944 -0,9385 -0,7597 -0,5675 -0,3711 -0,1804 0,0000 0,1765 0,3610 0,5574 0,7542 0,9278 1,0483 1,0882 1,0317 0,8784 0,6399 0,3351 -0,0167 -0,4034 -0,8182 -1,2533 -1,7002 -2,1520 -2,6039 -3,0543 -3,5050 -3,9581 -4,4128 -4,8680 -5,3212 -5,7642 -6,1847 -6,5723 -6,9170 -7,2067 -7,4355 -7,6114 -7,7511 -7,8696 -7,9761 -8,0721 -8,1512 -8,1978 -8,1906 -8,1092 -7,9377 -7,6651 -7,2863
