Fp1   -2,2815 -2,1383 -1,9644 -1,7829 -1,6270 -1,5219 -1,4638 -1,4193 -1,3439 -1,2062 -1,0033 -0,7605 -0,5139 -0,2886 -0,0882 0,0985 0,2801 0,4484 0,5815 0,6625 0,6977 0,7132 0,7284 0,7389 0,7343 0,7176 0,6986 0,6776 0,6487 0,6190 0,6154 0,6631 0,7610 0,8780 0,9730 1,0158 0,9966 0,9232 0,8172 0,7027 0,5920 0,4827 0,3697 0,2569 0,1564 0,0800 0,0332 0,0130 0,0103 0,0184 0,0381 0,0770 0,1462 0,2526 0,3909 0,5520 0,7294 0,9142 1,0896 1,2317 1,3087 1,2848 1,1376 0,8783 0,5535 0,2254 -0,0506 -0,2368 -0,3225 -0,3305 -0,3063 -0,2996 -0,3450 -0,4455 -0,5716 -0,6793 -0,7291 -0,7007 -0,6013 -0,4664 -0,3449 -0,2763 -0,2761 -0,3429 -0,4674 -0,6310 -0,8108 -0,9929 -1,1691 -1,3178 -1,4023 -1,4011 -1,3404 -1,2821 -1,2749 -1,3290 -1,4357 -1,5860 -1,7669 -1,9587 -2,1340 -2,2603 -2,3169 -2,3119 -2,2776 -2,2478 -2,2397 -2,2551 -2,2936 -2,3625 -2,4817 -2,6808 -2,9852 -3,3904 -3,8513 -4,3033 -4,6965 -5,0098 -5,2385 -5,3761 -5,4177 -5,3783 -5,2970 -5,2171 -5,1664 -5,1544 -5,1752 -5,2084 -5,2324 -5,2451 -5,2647 -5,3021 -5,3381 -5,3333 -5,2558 -5,0928 -4,8431 -4,5127 -4,1205 -3,7025 -3,3010 -2,9470 -2,6513 -2,4099 -2,2112 -2,0322 -1,8391 -1,6058 -1,3315 -1,0315 -0,7207 -0,4170 -0,1486 0,0612 0,2128 0,3230 0,4106 0,4940 0,5928 0,7191 0,8743 1,0546 1,2520 1,4453 1,5971 1,6692 1,6478 1,5566 1,4493 1,3860 1,4005 1,4810 1,5793 1,6269 1,5556 1,3284 0,9577 0,4965 0,0220 -0,3854 -0,6779 -0,8654 -1,0016 -1,1398 -1,2982 -1,4674 -1,6414 -1,8255 -2,0198 -2,2116 -2,3875 -2,5453 -2,6918 -2,8287 -2,9473 -3,0374 -3,0904 -3,0964 -3,0541 -2,9819 -2,9084 -2,8530 -2,8272 -2,8544 -2,9758 -3,2177 -3,5572 -3,9339 -4,3010 -4,6434 -4,9488 -5,1871 -5,3269 -5,3601 -5,3055 -5,1876 -5,0182 -4,8016 -4,5534 -4,3064 -4,0947 -3,9367 -3,8345 -3,7880 -3,8011 -3,8752 -4,0086 -4,2013 -4,4519 -4,7441 -5,0414 -5,2970 -5,4675 -5,5246 -5,4642 -5,3091 -5,0993 -4,8813 -4,6964 -4,5629 -4,4655 -4,3719 -4,2627 -4,1422 -4,0267 -3,9245 -3,8235 -3,6985 -3,5411 -3,3761 -3,2416 -3,1543 -3,1009 -3,0607 -3,0230 -2,9771 -2,9041 -2,7925 -2,6465 -2,4764 -2,2948 -2,1233 -1,9907 -1,9168 -1,9001 -1,9290 -2,0014 -2,1173 -2,2628 -2,4186 -2,5754 -2,7270 -2,8599 -2,9614 -3,0315 -3,0790 -3,1137 -3,1454 -3,1781 -3,2067 -3,2263 -3,2465 -3,2859 -3,3555 -3,4542 -3,5778 -3,7177 -3,8495 -3,9377 -3,9634 -3,9382 -3,8890 -3,8366 -3,7911 -3,7544 -3,7251 -3,7036 -3,6969 -3,7197 -3,7902 -3,9205 -4,1067 -4,3155 -4,4784 -4,5175 -4,3876 -4,0975 -3,6964 -3,2484 -2,8180 -2,4647 -2,2331 -2,1402 -2,1735 -2,2956 -2,4500 -2,5746 -2,6204 -2,5646 -2,4178 -2,2227 -2,0393 -1,9232 -1,9025 -1,9681 -2,0921 -2,2536 -2,4404 -2,6357 -2,8149 -2,9484 -3,0087 -2,9892 -2,9169 -2,8270 -2,7285 -2,6030 -2,4241 -2,1731 -1,8500 -1,4826 -1,1210 -0,8131 -0,5824 -0,4321 -0,3615 -0,3717 -0,4595 -0,6140 -0,8072 -0,9889 -1,1088 -1,1500 -1,1316 -1,0824 -1,0250 -0,9744 -0,9360 -0,9107 -0,9007 -0,9081 -0,9310 -0,9629 -0,9923 -0,9985 -0,9562 -0,8527 -0,7017 -0,5348 -0,3829 -0,2714 -0,2260 -0,2716 -0,4215 -0,6662 -0,9677 -1,2694 -1,5184 -1,6884 -1,7837 -1,8334 -1,8809 -1,9686 -2,1197 -2,3288 -2,5649 -2,7919 -2,9925 -3,1724 -3,3449 -3,5103 -3,6409 -3,6942 -3,6483 -3,5268 -3,3844 -3,2722 -3,2140 -3,2070 -3,2298 -3,2518 -3,2447 -3,1966 -3,1214 -3,0539 -3,0275 -3,0554 -3,1292 -3,2280 -3,3301 -3,4232 -3,5066 -3,5818 -3,6420 -3,6745 -3,6747 -3,6518 -3,6205 -3,5923 -3,5765 -3,5767 -3,5856 -3,5925 -3,5941 -3,5982 -3,6175 -3,6618 -3,7322 -3,8145 -3,8735 -3,8628 -3,7550 -3,5695 -3,3668 -3,2116 -3,1415 -3,1555 -3,2200 -3,2920 -3,3462 -3,3790 -3,3911 -3,3737 -3,3116 -3,1944 -3,0250 -2,8220 -2,6143 -2,4332 -2,3071 -2,2645 -2,3288 -2,4959 -2,7204 -2,9372 -3,1007 -3,2002 -3,2441 -3,2380 -3,1828 -3,0891 -2,9860 -2,9079 -2,8745 -2,8868 -2,9351 -3,0038 -3,0766 -3,1415 -3,1943 -3,2363 -3,2721 -3,3123 -3,3801 -3,5033 -3,7025 -3,9932 -4,3883 -4,8863 -5,4670 -6,0994 -6,7492 -7,3787 -7,9442 -8,4010 -8,7246 -8,9281 -9,0491 -9,1194 -9,1445 -9,1066 -8,9917 -8,8197 -8,6398 -8,4909 -8,3736 -8,2653 -8,1514 -8,0347 -7,9192 -7,7967 -7,6528 -7,4767 -7,2665 -7,0345 -6,7998 -6,5702 -6,3330 -6,0649 -5,7517 -5,4060 -5,0731 -4,8107 -4,6565 -4,6071 -4,6209 -4,6383 -4,6084 -4,5005 -4,2988 -4,0006 -3,6184 -3,1720 -2,6856 -2,1969 -1,7611 -1,4357 -1,2561 -1,2147 -1,2530 -1,2836 -1,2330 -1,0738 -0,8297 -0,5590 -0,3290 -0,1935 -0,1747 -0,2564 -0,3989 -0,5655 -0,7335 -0,8854 -1,0086 -1,1104 -1,2208 -1,3724 -1,5853 -1,8636 -2,1900 -2,5249 -2,8219 -3,0510 -3,2082 -3,3033 -3,3422 -3,3225 -3,2459 -3,1309 -3,0088 -2,9104 -2,8591 -2,8724 -2,9586 -3,1069 -3,2900 -3,4845 -3,6859 -3,8932 -4,0843 -4,2171 -4,2572 -4,2003 -4,0731 -3,9232 -3,7996 -3,7296 -3,7088 -3,7109 -3,7108 -3,7019 -3,6916 -3,6881 -3,7031 -3,7550 -3,8529 -3,9812 -4,1118 -4,2236 -4,3047 -4,3495 -4,3615 -4,3519 -4,3238 -4,2638 -4,1525 -3,9832 -3,7657 -3,5182 -3,2560
Fz    -1,9763 -1,8376 -1,6722 -1,5081 -1,3810 -1,3191 -1,3235 -1,3599 -1,3753 -1,3278 -1,2070 -1,0341 -0,8435 -0,6574 -0,4766 -0,2919 -0,1023 0,0802 0,2425 0,3837 0,5165 0,6576 0,8132 0,9744 1,1264 1,2530 1,3320 1,3442 1,2907 1,1976 1,0975 1,0066 0,9186 0,8194 0,7055 0,5877 0,4834 0,4069 0,3648 0,3509 0,3460 0,3272 0,2832 0,2199 0,1533 0,0996 0,0690 0,0628 0,0763 0,1031 0,1384 0,1862 0,2633 0,3879 0,5616 0,7621 0,9511 1,0896 1,1533 1,1375 1,0459 0,8829 0,6605 0,4054 0,1501 -0,0847 -0,2936 -0,4735 -0,6194 -0,7348 -0,8362 -0,9418 -1,0564 -1,1673 -1,2538 -1,2951 -1,2749 -1,1859 -1,0367 -0,8556 -0,6854 -0,5681 -0,5274 -0,5683 -0,6809 -0,8421 -1,0230 -1,2041 -1,3760 -1,5252 -1,6317 -1,6869 -1,7094 -1,7339 -1,7818 -1,8502 -1,9264 -2,0038 -2,0831 -2,1699 -2,2675 -2,3666 -2,4482 -2,5002 -2,5273 -2,5407 -2,5439 -2,5318 -2,4999 -2,4540 -2,4169 -2,4280 -2,5265 -2,7280 -3,0168 -3,3585 -3,7195 -4,0773 -4,4157 -4,7155 -4,9544 -5,1223 -5,2316 -5,3093 -5,3767 -5,4400 -5,4959 -5,5358 -5,5508 -5,5438 -5,5322 -5,5276 -5,5197 -5,4831 -5,3964 -5,2522 -5,0537 -4,8085 -4,5271 -4,2266 -3,9281 -3,6507 -3,4058 -3,1958 -3,0126 -2,8345 -2,6334 -2,3910 -2,1051 -1,7788 -1,4138 -1,0194 -0,6198 -0,2414 0,1015 0,4091 0,6917 0,9634 1,2310 1,4901 1,7343 1,9663 2,1948 2,4207 2,6286 2,7922 2,8935 2,9424 2,9818 3,0635 3,2112 3,4050 3,5951 3,7177 3,7124 3,5501 3,2488 2,8598 2,4457 2,0607 1,7330 1,4551 1,1927 0,9101 0,5917 0,2423 -0,1267 -0,4966 -0,8368 -1,1153 -1,3190 -1,4603 -1,5627 -1,6400 -1,6917 -1,7144 -1,7133 -1,7032 -1,7043 -1,7344 -1,8033 -1,9118 -2,0602 -2,2601 -2,5325 -2,8883 -3,3070 -3,7444 -4,1613 -4,5349 -4,8467 -5,0769 -5,2163 -5,2770 -5,2876 -5,2731 -5,2404 -5,1832 -5,0984 -4,9917 -4,8759 -4,7682 -4,6897 -4,6640 -4,7070 -4,8174 -4,9853 -5,2023 -5,4523 -5,7007 -5,9053 -6,0359 -6,0809 -6,0430 -5,9344 -5,7711 -5,5698 -5,3499 -5,1310 -4,9233 -4,7224 -4,5178 -4,3074 -4,1008 -3,9109 -3,7470 -3,6134 -3,5097 -3,4348 -3,3887 -3,3652 -3,3455 -3,3054 -3,2355 -3,1484 -3,0618 -2,9849 -2,9216 -2,8714 -2,8235 -2,7622 -2,6807 -2,5881 -2,5050 -2,4517 -2,4399 -2,4731 -2,5474 -2,6509 -2,7726 -2,9113 -3,0691 -3,2401 -3,4114 -3,5713 -3,7123 -3,8285 -3,9143 -3,9655 -3,9840 -3,9832 -3,9856 -4,0128 -4,0747 -4,1720 -4,3044 -4,4690 -4,6478 -4,8072 -4,9174 -4,9676 -4,9650 -4,9285 -4,8832 -4,8530 -4,8512 -4,8748 -4,9071 -4,9317 -4,9421 -4,9404 -4,9314 -4,9154 -4,8799 -4,7991 -4,6515 -4,4391 -4,1862 -3,9257 -3,6894 -3,5035 -3,3817 -3,3216 -3,3084 -3,3210 -3,3362 -3,3328 -3,2932 -3,2054 -3,0703 -2,9064 -2,7437 -2,6107 -2,5235 -2,4837 -2,4876 -2,5331 -2,6128 -2,7049 -2,7815 -2,8246 -2,8349 -2,8293 -2,8295 -2,8400 -2,8346 -2,7696 -2,6104 -2,3458 -1,9867 -1,5649 -1,1289 -0,7302 -0,4056 -0,1740 -0,0429 -0,0134 -0,0775 -0,2137 -0,3822 -0,5284 -0,6071 -0,6078 -0,5541 -0,4790 -0,4056 -0,3446 -0,3019 -0,2860 -0,3064 -0,3661 -0,4619 -0,5868 -0,7238 -0,8399 -0,8939 -0,8562 -0,7250 -0,5249 -0,2925 -0,0677 0,1107 0,2097 0,2076 0,1023 -0,0861 -0,3227 -0,5733 -0,8143 -1,0374 -1,2483 -1,4571 -1,6648 -1,8629 -2,0442 -2,2107 -2,3744 -2,5519 -2,7532 -2,9722 -3,1900 -3,3822 -3,5289 -3,6236 -3,6731 -3,6902 -3,6887 -3,6811 -3,6740 -3,6659 -3,6480 -3,6075 -3,5336 -3,4278 -3,3079 -3,1981 -3,1171 -3,0717 -3,0545 -3,0489 -3,0406 -3,0270 -3,0201 -3,0387 -3,0953 -3,1873 -3,3023 -3,4286 -3,5633 -3,7099 -3,8670 -4,0187 -4,1421 -4,2263 -4,2833 -4,3373 -4,4030 -4,4723 -4,5162 -4,4978 -4,3863 -4,1707 -3,8699 -3,5320 -3,2183 -2,9785 -2,8294 -2,7508 -2,7065 -2,6729 -2,6483 -2,6391 -2,6437 -2,6471 -2,6268 -2,5626 -2,4472 -2,2923 -2,1265 -1,9873 -1,9100 -1,9163 -2,0022 -2,1368 -2,2816 -2,4105 -2,5076 -2,5564 -2,5459 -2,4837 -2,3944 -2,3048 -2,2318 -2,1812 -2,1538 -2,1504 -2,1684 -2,1959 -2,2162 -2,2212 -2,2195 -2,2269 -2,2555 -2,3168 -2,4285 -2,6129 -2,8864 -3,2447 -3,6606 -4,0988 -4,5333 -4,9518 -5,3496 -5,7196 -6,0492 -6,3298 -6,5682 -6,7796 -6,9679 -7,1129 -7,1827 -7,1657 -7,0929 -7,0239 -7,0076 -7,0545 -7,1389 -7,2215 -7,2719 -7,2771 -7,2372 -7,1563 -7,0365 -6,8794 -6,6918 -6,4845 -6,2670 -6,0401 -5,7933 -5,5091 -5,1790 -4,8199 -4,4716 -4,1748 -3,9494 -3,7849 -3,6498 -3,5105 -3,3408 -3,1227 -2,8493 -2,5264 -2,1647 -1,7745 -1,3741 -0,9970 -0,6783 -0,4317 -0,2368 -0,0463 0,1906 0,5002 0,8691 1,2519 1,5932 1,8516 2,0105 2,0749 2,0641 2,0042 1,9195 1,8260 1,7273 1,6130 1,4667 1,2813 1,0685 0,8461 0,6211 0,3940 0,1698 -0,0420 -0,2378 -0,4221 -0,5980 -0,7549 -0,8733 -0,9403 -0,9585 -0,9410 -0,9072 -0,8854 -0,9082 -0,9966 -1,1475 -1,3394 -1,5475 -1,7527 -1,9363 -2,0776 -2,1617 -2,1942 -2,1991 -2,2039 -2,2285 -2,2796 -2,3442 -2,3924 -2,3952 -2,3469 -2,2667 -2,1800 -2,1010 -2,0384 -2,0047 -2,0076 -2,0416 -2,0977 -2,1741 -2,2701 -2,3785 -2,4871 -2,5824 -2,6478 -2,6668 -2,6355 -2,5674 -2,4858 -2,4077 -2,3359
F3    -2,0922 -1,8120 -1,4610 -1,1242 -0,8912 -0,8162 -0,8902 -1,0446 -1,1882 -1,2525 -1,2193 -1,1143 -0,9753 -0,8192 -0,6355 -0,4081 -0,1426 0,1316 0,3839 0,6041 0,8025 0,9912 1,1589 1,2679 1,2868 1,2178 1,0910 0,9444 0,8144 0,7320 0,7153 0,7590 0,8308 0,8853 0,8861 0,8242 0,7171 0,5948 0,4849 0,3985 0,3233 0,2355 0,1225 -0,0072 -0,1333 -0,2348 -0,2920 -0,2913 -0,2324 -0,1260 0,0157 0,1907 0,4136 0,7031 1,0548 1,4285 1,7612 1,9909 2,0827 2,0349 1,8543 1,5344 1,0758 0,5235 -0,0351 -0,5120 -0,8557 -1,0550 -1,1338 -1,1445 -1,1514 -1,2028 -1,3075 -1,4308 -1,5201 -1,5336 -1,4480 -1,2597 -0,9920 -0,6993 -0,4543 -0,3164 -0,3081 -0,4237 -0,6471 -0,9481 -1,2807 -1,6027 -1,8873 -2,1102 -2,2397 -2,2563 -2,1804 -2,0660 -1,9612 -1,8839 -1,8359 -1,8190 -1,8338 -1,8820 -1,9616 -2,0517 -2,1181 -2,1430 -2,1385 -2,1262 -2,1153 -2,1020 -2,0831 -2,0642 -2,0640 -2,1173 -2,2645 -2,5275 -2,8935 -3,3208 -3,7610 -4,1767 -4,5428 -4,8331 -5,0198 -5,0941 -5,0846 -5,0436 -5,0110 -4,9949 -4,9809 -4,9503 -4,8961 -4,8348 -4,8028 -4,8241 -4,8779 -4,9100 -4,8711 -4,7387 -4,5140 -4,2158 -3,8785 -3,5455 -3,2550 -3,0286 -2,8699 -2,7661 -2,6842 -2,5725 -2,3841 -2,1047 -1,7551 -1,3669 -0,9625 -0,5591 -0,1793 0,1588 0,4541 0,7124 0,9324 1,1134 1,2639 1,3966 1,5246 1,6646 1,8334 2,0356 2,2509 2,4380 2,5562 2,5947 2,5905 2,6118 2,7068 2,8701 3,0542 3,1935 3,2222 3,1016 2,8312 2,4417 1,9923 1,5648 1,2303 1,0032 0,8336 0,6482 0,4019 0,0882 -0,2814 -0,6842 -1,0777 -1,4087 -1,6420 -1,7815 -1,8606 -1,9088 -1,9284 -1,9039 -1,8263 -1,7074 -1,5781 -1,4748 -1,4209 -1,4184 -1,4669 -1,5923 -1,8446 -2,2486 -2,7634 -3,3056 -3,8097 -4,2482 -4,6030 -4,8489 -4,9725 -4,9932 -4,9561 -4,8964 -4,8132 -4,6845 -4,5061 -4,3038 -4,1144 -3,9663 -3,8808 -3,8768 -3,9622 -4,1222 -4,3328 -4,5811 -4,8562 -5,1317 -5,3730 -5,5547 -5,6573 -5,6564 -5,5315 -5,2865 -4,9638 -4,6382 -4,3863 -4,2415 -4,1762 -4,1311 -4,0625 -3,9585 -3,8250 -3,6712 -3,5066 -3,3478 -3,2234 -3,1656 -3,1855 -3,2537 -3,3122 -3,3149 -3,2557 -3,1532 -3,0294 -2,9062 -2,7955 -2,6896 -2,5763 -2,4642 -2,3817 -2,3524 -2,3790 -2,4554 -2,5833 -2,7624 -2,9741 -3,1940 -3,4099 -3,6144 -3,7900 -3,9160 -3,9851 -4,0031 -3,9802 -3,9255 -3,8461 -3,7543 -3,6764 -3,6473 -3,6882 -3,7932 -3,9379 -4,1026 -4,2805 -4,4574 -4,5973 -4,6603 -4,6312 -4,5231 -4,3700 -4,2203 -4,1221 -4,1029 -4,1595 -4,2676 -4,4000 -4,5340 -4,6494 -4,7343 -4,7858 -4,7902 -4,7139 -4,5252 -4,2255 -3,8554 -3,4761 -3,1461 -2,9065 -2,7697 -2,7177 -2,7184 -2,7395 -2,7518 -2,7318 -2,6683 -2,5668 -2,4523 -2,3643 -2,3405 -2,3983 -2,5234 -2,6772 -2,8289 -2,9776 -3,1315 -3,2733 -3,3583 -3,3457 -3,2300 -3,0504 -2,8688 -2,7252 -2,6080 -2,4677 -2,2563 -1,9554 -1,5836 -1,1918 -0,8433 -0,5801 -0,3994 -0,2720 -0,1828 -0,1444 -0,1797 -0,3007 -0,4921 -0,7055 -0,8816 -0,9868 -1,0234 -1,0122 -0,9729 -0,9198 -0,8627 -0,8117 -0,7798 -0,7788 -0,8147 -0,8852 -0,9741 -1,0479 -1,0604 -0,9718 -0,7708 -0,4830 -0,1584 0,1452 0,3773 0,5003 0,4896 0,3348 0,0510 -0,3126 -0,6891 -1,0276 -1,3164 -1,5774 -1,8387 -2,1070 -2,3661 -2,5934 -2,7756 -2,9167 -3,0388 -3,1666 -3,3095 -3,4536 -3,5659 -3,6106 -3,5729 -3,4671 -3,3272 -3,1917 -3,0918 -3,0425 -3,0421 -3,0773 -3,1223 -3,1421 -3,1113 -3,0368 -2,9571 -2,9182 -2,9467 -3,0319 -3,1322 -3,2063 -3,2399 -3,2438 -3,2356 -3,2287 -3,2322 -3,2511 -3,2868 -3,3454 -3,4417 -3,5842 -3,7553 -3,9181 -4,0459 -4,1394 -4,2185 -4,3032 -4,3985 -4,4823 -4,4997 -4,3826 -4,0914 -3,6519 -3,1521 -2,7059 -2,4098 -2,3084 -2,3775 -2,5442 -2,7360 -2,9119 -3,0511 -3,1324 -3,1306 -3,0290 -2,8307 -2,5611 -2,2611 -1,9785 -1,7577 -1,6338 -1,6270 -1,7296 -1,9007 -2,0884 -2,2603 -2,4047 -2,5118 -2,5696 -2,5787 -2,5569 -2,5237 -2,4861 -2,4411 -2,3881 -2,3364 -2,3000 -2,2842 -2,2777 -2,2638 -2,2372 -2,2077 -2,1961 -2,2309 -2,3388 -2,5390 -2,8422 -3,2408 -3,6977 -4,1640 -4,6067 -5,0191 -5,4081 -5,7733 -6,0992 -6,3774 -6,6267 -6,8783 -7,1388 -7,3705 -7,5094 -7,5149 -7,4085 -7,2601 -7,1342 -7,0490 -6,9811 -6,8993 -6,7901 -6,6599 -6,5244 -6,3983 -6,2859 -6,1837 -6,0924 -6,0182 -5,9606 -5,8993 -5,7948 -5,6055 -5,3160 -4,9525 -4,5665 -4,2066 -3,9030 -3,6656 -3,4870 -3,3502 -3,2284 -3,0879 -2,9066 -2,6824 -2,4156 -2,0955 -1,7227 -1,3380 -1,0133 -0,8048 -0,7043 -0,6294 -0,4673 -0,1419 0,3450 0,9181 1,4665 1,8896 2,1257 2,1571 2,0076 1,7357 1,4170 1,1198 0,8879 0,7305 0,6229 0,5269 0,4202 0,3009 0,1668 0,0123 -0,1612 -0,3500 -0,5586 -0,7942 -1,0453 -1,2694 -1,4070 -1,4141 -1,2874 -1,0683 -0,8279 -0,6449 -0,5853 -0,6826 -0,9225 -1,2516 -1,6103 -1,9545 -2,2446 -2,4343 -2,4880 -2,4118 -2,2539 -2,0785 -1,9436 -1,8855 -1,9043 -1,9620 -2,0069 -2,0095 -1,9748 -1,9212 -1,8611 -1,8114 -1,8070 -1,8783 -2,0221 -2,2113 -2,4216 -2,6384 -2,8485 -3,0376 -3,1868 -3,2650 -3,2385 -3,1026 -2,8987 -2,6905 -2,5204 -2,3867
