Fp1   -0,7061 -0,5531 -0,4536 -0,3833 -0,3205 -0,2742 -0,2723 -0,3238 -0,3996 -0,4580 -0,4823 -0,4808 -0,4629 -0,4328 -0,4011 -0,3894 -0,4137 -0,4593 -0,4748 -0,4020 -0,2184 0,0503 0,3509 0,6307 0,8547 1,0124 1,1152 1,1818 1,2195 1,2190 1,1644 1,0495 0,8852 0,6911 0,4879 0,2985 0,1452 0,0389 -0,0250 -0,0599 -0,0807 -0,0976 -0,1156 -0,1431 -0,1958 -0,2874 -0,4176 -0,5732 -0,7383 -0,8988 -1,0446 -1,1641 -1,2336 -1,2239 -1,1305 -0,9898 -0,8606 -0,7885 -0,7806 -0,8139 -0,8628 -0,9095 -0,9378 -0,9371 -0,9180 -0,9063 -0,9109 -0,9088 -0,8694 -0,7766 -0,6248 -0,4159 -0,1750 0,0453 0,1872 0,2213 0,1577 0,0336 -0,1072 -0,2304 -0,3224 -0,3889 -0,4412 -0,4816 -0,4934 -0,4558 -0,3741 -0,2806 -0,1991 -0,1200 -0,0134 0,1426 0,3432 0,5514 0,7073 0,7549 0,6643 0,4385 0,1009 -0,3190 -0,7940 -1,3001 -1,8091 -2,2850 -2,6948 -3,0186 -3,2440 -3,3608 -3,3735 -3,3129 -3,2278 -3,1659 -3,1614 -3,2195 -3,3112 -3,3941 -3,4394 -3,4410 -3,4100 -3,3578 -3,2813 -3,1684 -3,0139 -2,8292 -2,6375 -2,4607 -2,3081 -2,1726 -2,0274 -1,8272 -1,5285 -1,1201 -0,6323 -0,1148 0,3945 0,8816 1,3444 1,7756 2,1586 2,4792 2,7332 2,9176 3,0194 3,0218 2,9254 2,7609 2,5756 2,4053 2,2645 2,1565 2,0823 2,0455 2,0582 2,1381 2,2943 2,5130 2,7564 2,9834 3,1698 3,3062 3,3841 3,3993 3,3674 3,3253 3,3099 3,3376 3,3975 3,4629 3,5099 3,5284 3,5199 3,4926 3,4597 3,4353 3,4310 3,4527 3,4909 3,5145 3,4853 3,3857 3,2291 3,0434 2,8569 2,6991 2,5961 2,5570 2,5670 2,5973 2,6231 2,6358 2,6466 2,6859 2,7905 2,9782 3,2266 3,4742 3,6498 3,7158 3,6870 3,6034 3,4979 3,3954 3,3228 3,2997 3,3211 3,3583 3,3757 3,3445 3,2436 3,0614 2,8063 2,5087 2,2076 1,9346 1,7115 1,5540 1,4746 1,4829 1,5785 1,7408 1,9296 2,1003 2,2271 2,3231 2,4391 2,6248 2,8798 3,1419 3,3218 3,3539 3,2262 2,9793 2,6868 2,4358 2,3046 2,3354 2,5151 2,7854 3,0718 3,3092 3,4570 3,5068 3,4791 3,4078 3,3264 3,2658 3,2547 3,3175 3,4694 3,7039 3,9828 4,2477 4,4445 4,5421 4,5405 4,4663 4,3551 4,2364 4,1339 4,0705 4,0650 4,1222 4,2268 4,3492 4,4632 4,5639 4,6671 4,7921 4,9476 5,1302 5,3274 5,5206 5,6899 5,8212 5,9122 5,9731 6,0168 6,0465 6,0554 6,0338 5,9703 5,8526 5,6790 5,4679 5,2511 5,0617 4,9298 4,8792 4,9164 5,0199 5,1422 5,2274 5,2350 5,1602 5,0346 4,8999 4,7777 4,6638 4,5460 4,4249 4,3167 4,2412 4,2132 4,2397 4,3131 4,4078 4,4892 4,5254 4,4937 4,3901 4,2308 4,0393 3,8383 3,6518 3,5051 3,4213 3,4195 3,5091 3,6747 3,8754 4,0637 4,2079 4,3031 4,3674 4,4246 4,4920 4,5751 4,6667 4,7561 4,8416 4,9254 4,9928 5,0065 4,9360 4,7877 4,5964 4,3988 4,2211 4,0808 3,9807 3,9038 3,8234 3,7191 3,5855 3,4325 3,2799 3,1546 3,0802 3,0548 3,0469 3,0229 2,9707 2,8946 2,8011 2,6992 2,6089 2,5563 2,5570 2,6079 2,6943 2,7997 2,9112 3,0204 3,1272 3,2445 3,3834 3,5282 3,6373 3,6727 3,6225 3,5012 3,3371 3,1612 3,0037 2,8915 2,8412 2,8498 2,8960 2,9548 3,0099 3,0531 3,0773 3,0726 3,0355 2,9806 2,9357 2,9199 2,9291 2,9427 2,9451 2,9436 2,9622 3,0207 3,1187 3,2352 3,3437 3,4291 3,4979 3,5722 3,6692 3,7802 3,8719 3,9072 3,8645 3,7440 3,5626 3,3426 3,1000 2,8441 2,5826 2,3187 2,0462 1,7615 1,4788 1,2235 1,0173 0,8740 0,7985 0,7818 0,8040 0,8456 0,8925 0,9326 0,9548 0,9552 0,9408 0,9308 0,9521 1,0276 1,1581 1,3143 1,4532 1,5423 1,5663 1,5180 1,3964 1,2219 1,0412 0,9041 0,8311 0,8070 0,8036 0,8040 0,8052 0,8054 0,7967 0,7710 0,7277 0,6795 0,6481 0,6494 0,6827 0,7327 0,7762 0,7922 0,7700 0,7045 0,5893 0,4234 0,2219 0,0120 -0,1867 -0,3749 -0,5663 -0,7629 -0,9379 -1,0447 -1,0389 -0,9004 -0,6514 -0,3549 -0,0880 0,0922 0,1598 0,1091 -0,0572 -0,3285 -0,6813 -1,0793 -1,4801 -1,8482 -2,1691 -2,4553 -2,7330 -3,0205 -3,3143 -3,5879 -3,7979 -3,9009 -3,8746 -3,7301 -3,5094 -3,2710 -3,0686 -2,9312 -2,8492 -2,7835 -2,6935 -2,5612 -2,3955 -2,2213 -2,0661 -1,9462 -1,8616 -1,8002 -1,7512 -1,7116 -1,6815 -1,6581 -1,6395 -1,6252 -1,6102 -1,5850 -1,5422 -1,4841 -1,4269 -1,3952 -1,4027 -1,4369 -1,4656 -1,4585 -1,4019 -1,3021 -1,1793 -1,0572 -0,9519 -0,8702 -0,8131 -0,7744 -0,7389 -0,6933 -0,6386 -0,5860 -0,5403 -0,4944 -0,4387 -0,3673 -0,2712 -0,1349 0,0522 0,2775 0,5090 0,7201 0,9089 1,0939 1,2992 1,5422 1,8224 2,1136 2,3686 2,5390 2,5955 2,5352 2,3738 2,1354 1,8453 1,5264 1,1917 0,8412 0,4696 0,0774 -0,3287 -0,7407 -1,1416 -1,4953 -1,7556 -1,8937 -1,9131 -1,8416 -1,7165 -1,5755 -1,4508 -1,3684 -1,3518 -1,4167 -1,5567 -1,7415 -1,9349 -2,1109 -2,2528 -2,3468 -2,3830 -2,3588 -2,2797 -2,1596 -2,0169 -1,8707 -1,7433 -1,6603 -1,6352 -1,6536 -1,6815 -1,6873 -1,6580 -1,6017 -1,5412 -1,5018 -1,4970 -1,5241 -1,5757
Fz    -0,7504 -0,4811 -0,3084 -0,2149 -0,1727 -0,1720 -0,2197 -0,3098 -0,4000 -0,4354 -0,3938 -0,2948 -0,1682 -0,0348 0,0863 0,1748 0,2221 0,2479 0,2992 0,4219 0,6229 0,8623 1,0828 1,2456 1,3414 1,3843 1,4023 1,4231 1,4585 1,4981 1,5126 1,4661 1,3334 1,1116 0,8226 0,5081 0,2099 -0,0515 -0,2799 -0,4880 -0,6858 -0,8754 -1,0531 -1,2226 -1,3993 -1,5968 -1,8148 -2,0486 -2,2990 -2,5671 -2,8456 -3,1122 -3,3245 -3,4343 -3,4191 -3,3008 -3,1351 -2,9803 -2,8661 -2,7878 -2,7300 -2,6827 -2,6397 -2,5995 -2,5734 -2,5755 -2,5954 -2,5926 -2,5283 -2,3887 -2,1752 -1,8989 -1,5925 -1,3124 -1,1127 -1,0145 -0,9994 -1,0309 -1,0771 -1,1222 -1,1668 -1,2197 -1,2832 -1,3390 -1,3411 -1,2409 -1,0327 -0,7694 -0,5255 -0,3461 -0,2267 -0,1283 -0,0115 0,1308 0,2652 0,3345 0,2850 0,0906 -0,2415 -0,6853 -1,2138 -1,8027 -2,4191 -3,0131 -3,5333 -3,9489 -4,2541 -4,4609 -4,5917 -4,6742 -4,7387 -4,8189 -4,9463 -5,1279 -5,3282 -5,4901 -5,5716 -5,5657 -5,4946 -5,3828 -5,2367 -5,0468 -4,8040 -4,5128 -4,1935 -3,8692 -3,5524 -3,2408 -2,9166 -2,5503 -2,1226 -1,6441 -1,1516 -0,6852 -0,2698 0,0905 0,4057 0,6947 0,9793 1,2761 1,5869 1,8916 2,1478 2,3079 2,3467 2,2819 2,1654 2,0510 1,9752 1,9583 2,0078 2,1209 2,2872 2,4931 2,7276 2,9847 3,2568 3,5316 3,7965 4,0370 4,2346 4,3774 4,4760 4,5591 4,6504 4,7488 4,8275 4,8547 4,8203 4,7402 4,6383 4,5307 4,4265 4,3336 4,2584 4,1990 4,1362 4,0343 3,8616 3,6194 3,3486 3,1054 2,9339 2,8518 2,8429 2,8628 2,8637 2,8214 2,7415 2,6461 2,5629 2,5269 2,5727 2,7094 2,9010 3,0759 3,1639 3,1380 3,0243 2,8705 2,7133 2,5798 2,4987 2,4936 2,5622 2,6684 2,7545 2,7628 2,6525 2,4146 2,0779 1,6993 1,3393 1,0410 0,8259 0,6990 0,6586 0,7027 0,8262 1,0095 1,2125 1,3891 1,5087 1,5761 1,6320 1,7194 1,8377 1,9360 1,9491 1,8389 1,6125 1,3178 1,0255 0,8121 0,7402 0,8344 1,0673 1,3787 1,7095 2,0180 2,2772 2,4739 2,6108 2,7062 2,7894 2,8936 3,0475 3,2724 3,5805 3,9641 4,3814 4,7669 5,0598 5,2273 5,2759 5,2440 5,1747 5,0908 4,9969 4,8992 4,8143 4,7617 4,7552 4,8021 4,9049 5,0612 5,2613 5,4881 5,7255 5,9652 6,2022 6,4275 6,6272 6,7876 6,9022 6,9754 7,0156 7,0253 7,0045 6,9569 6,8874 6,7997 6,7025 6,6121 6,5453 6,5125 6,5191 6,5678 6,6542 6,7595 6,8498 6,8833 6,8251 6,6675 6,4386 6,1822 5,9277 5,6781 5,4231 5,1636 4,9210 4,7230 4,5877 4,5207 4,5117 4,5352 4,5615 4,5666 4,5361 4,4725 4,3979 4,3424 4,3321 4,3815 4,4904 4,6489 4,8522 5,1021 5,3863 5,6666 5,8986 6,0580 6,1574 6,2410 6,3570 6,5275 6,7391 6,9559 7,1472 7,3103 7,4636 7,6086 7,7096 7,7232 7,6373 7,4701 7,2466 6,9926 6,7344 6,4887 6,2575 6,0331 5,8055 5,5710 5,3401 5,1369 4,9883 4,9090 4,8886 4,8938 4,8925 4,8713 4,8303 4,7727 4,7073 4,6584 4,6542 4,7056 4,8043 4,9353 5,0845 5,2405 5,3958 5,5485 5,7038 5,8613 5,9964 6,0639 6,0306 5,9005 5,7098 5,5006 5,3008 5,1248 4,9831 4,8816 4,8120 4,7522 4,6816 4,5930 4,4875 4,3633 4,2154 4,0500 3,8942 3,7837 3,7386 3,7530 3,8028 3,8690 3,9574 4,0930 4,2971 4,5693 4,8859 5,2115 5,5161 5,7855 6,0172 6,2076 6,3440 6,4078 6,3845 6,2688 6,0627 5,7726 5,4093 4,9887 4,5307 4,0558 3,5749 3,0866 2,5890 2,0966 1,6420 1,2663 1,0079 0,8879 0,8970 0,9986 1,1490 1,3161 1,4820 1,6355 1,7663 1,8658 1,9315 1,9732 2,0116 2,0625 2,1248 2,1887 2,2522 2,3200 2,3904 2,4514 2,4948 2,5285 2,5678 2,6163 2,6582 2,6725 2,6521 2,6050 2,5380 2,4504 2,3416 2,2178 2,0912 1,9754 1,8767 1,7935 1,7269 1,6827 1,6637 1,6623 1,6563 1,6135 1,5077 1,3297 1,0787 0,7509 0,3394 -0,1530 -0,6924 -1,2048 -1,5959 -1,7843 -1,7329 -1,4710 -1,0917 -0,7124 -0,4258 -0,2799 -0,2902 -0,4533 -0,7522 -1,1591 -1,6397 -2,1514 -2,6485 -3,0991 -3,4974 -3,8540 -4,1760 -4,4578 -4,6840 -4,8324 -4,8788 -4,8066 -4,6153 -4,3258 -3,9803 -3,6323 -3,3320 -3,1085 -2,9592 -2,8570 -2,7716 -2,6856 -2,5961 -2,5062 -2,4161 -2,3201 -2,2126 -2,0967 -1,9857 -1,8928 -1,8230 -1,7754 -1,7464 -1,7274 -1,7080 -1,6841 -1,6598 -1,6446 -1,6484 -1,6700 -1,6886 -1,6705 -1,5857 -1,4260 -1,2133 -0,9883 -0,7829 -0,6022 -0,4330 -0,2640 -0,0933 0,0763 0,2380 0,3771 0,4821 0,5619 0,6426 0,7506 0,9065 1,1267 1,4192 1,7712 2,1446 2,4926 2,7893 3,0439 3,2862 3,5417 3,8181 4,1009 4,3532 4,5229 4,5603 4,4382 4,1602 3,7533 3,2522 2,6909 2,0990 1,4979 0,8981 0,3058 -0,2669 -0,8005 -1,2741 -1,6664 -1,9534 -2,1172 -2,1624 -2,1152 -2,0056 -1,8585 -1,6978 -1,5499 -1,4451 -1,4203 -1,5059 -1,7047 -1,9860 -2,3007 -2,6015 -2,8534 -3,0334 -3,1304 -3,1419 -3,0702 -2,9231 -2,7203 -2,4937 -2,2850 -2,1389 -2,0840 -2,1115 -2,1811 -2,2455 -2,2707 -2,2405 -2,1564 -2,0373 -1,9161 -1,8288 -1,8032
F3    -0,5821 -0,3635 -0,2046 -0,0975 -0,0325 -0,0187 -0,0729 -0,1875 -0,3147 -0,3945 -0,3996 -0,3443 -0,2578 -0,1650 -0,0855 -0,0348 -0,0141 0,0011 0,0552 0,1856 0,3928 0,6433 0,8957 1,1219 1,3098 1,4603 1,5840 1,6930 1,7877 1,8484 1,8384 1,7235 1,4939 1,1719 0,8031 0,4411 0,1249 -0,1369 -0,3597 -0,5617 -0,7518 -0,9302 -1,0959 -1,2577 -1,4334 -1,6349 -1,8579 -2,0915 -2,3290 -2,5657 -2,7911 -2,9817 -3,0973 -3,0994 -2,9832 -2,7941 -2,6071 -2,4868 -2,4552 -2,4895 -2,5478 -2,5903 -2,5898 -2,5415 -2,4672 -2,3985 -2,3461 -2,2910 -2,2089 -2,0870 -1,9140 -1,6828 -1,4142 -1,1688 -1,0189 -1,0046 -1,1150 -1,3049 -1,5218 -1,7260 -1,8972 -2,0279 -2,1128 -2,1397 -2,0833 -1,9212 -1,6674 -1,3779 -1,1124 -0,8930 -0,7034 -0,5163 -0,3206 -0,1370 -0,0158 -0,0142 -0,1692 -0,4833 -0,9297 -1,4677 -2,0580 -2,6709 -3,2801 -3,8519 -4,3530 -4,7617 -5,0669 -5,2627 -5,3522 -5,3541 -5,3008 -5,2336 -5,1967 -5,2152 -5,2790 -5,3577 -5,4273 -5,4775 -5,5050 -5,5045 -5,4651 -5,3725 -5,2162 -4,9971 -4,7336 -4,4517 -4,1673 -3,8769 -3,5583 -3,1790 -2,7129 -2,1602 -1,5511 -0,9306 -0,3387 0,1986 0,6696 1,0752 1,4261 1,7394 2,0290 2,2900 2,4921 2,5991 2,5976 2,5104 2,3816 2,2531 2,1541 2,1003 2,0936 2,1265 2,1926 2,2925 2,4295 2,5998 2,7873 2,9739 3,1537 3,3274 3,4855 3,6117 3,7039 3,7813 3,8688 3,9749 4,0826 4,1617 4,1914 4,1696 4,1058 4,0117 3,9000 3,7872 3,6945 3,6431 3,6392 3,6623 3,6733 3,6425 3,5677 3,4652 3,3536 3,2442 3,1344 3,0080 2,8527 2,6768 2,5071 2,3695 2,2808 2,2573 2,3161 2,4560 2,6425 2,8149 2,9121 2,9056 2,8107 2,6625 2,4912 2,3244 2,1957 2,1316 2,1303 2,1577 2,1641 2,1053 1,9541 1,7060 1,3823 1,0251 0,6785 0,3741 0,1309 -0,0370 -0,1160 -0,0949 0,0268 0,2288 0,4663 0,6823 0,8342 0,9198 0,9801 1,0621 1,1706 1,2571 1,2526 1,1130 0,8471 0,5128 0,1916 -0,0344 -0,1015 0,0129 0,2784 0,6308 1,0044 1,3494 1,6343 1,8477 1,9980 2,1067 2,2014 2,3109 2,4630 2,6838 2,9926 3,3867 3,8297 4,2619 4,6258 4,8845 5,0313 5,0865 5,0766 5,0149 4,9059 4,7618 4,6105 4,4847 4,4119 4,4094 4,4846 4,6341 4,8449 5,0949 5,3585 5,6140 5,8469 6,0493 6,2169 6,3436 6,4243 6,4631 6,4735 6,4681 6,4557 6,4408 6,4195 6,3793 6,3111 6,2152 6,1007 5,9855 5,8973 5,8632 5,8930 5,9694 6,0512 6,0893 6,0468 5,9172 5,7299 5,5305 5,3500 5,1888 5,0287 4,8579 4,6824 4,5173 4,3749 4,2602 4,1666 4,0756 3,9659 3,8197 3,6213 3,3687 3,0852 2,8131 2,5956 2,4654 2,4416 2,5292 2,7237 3,0097 3,3524 3,6998 4,0041 4,2442 4,4346 4,6123 4,8086 5,0306 5,2625 5,4790 5,6601 5,8053 5,9309 6,0445 6,1254 6,1390 6,0660 5,9087 5,6826 5,4166 5,1494 4,9094 4,6994 4,5050 4,3122 4,1177 3,9283 3,7579 3,6251 3,5450 3,5120 3,4959 3,4629 3,3977 3,3023 3,1850 3,0607 2,9593 2,9152 2,9444 3,0376 3,1730 3,3290 3,4887 3,6374 3,7660 3,8766 3,9753 4,0525 4,0815 4,0381 3,9183 3,7400 3,5358 3,3413 3,1862 3,0878 3,0476 3,0512 3,0770 3,1085 3,1388 3,1651 3,1806 3,1726 3,1341 3,0770 3,0281 3,0091 3,0222 3,0538 3,0929 3,1448 3,2275 3,3548 3,5228 3,7076 3,8750 3,9966 4,0640 4,0909 4,0967 4,0836 4,0330 3,9251 3,7547 3,5288 3,2583 2,9537 2,6224 2,2699 1,9013 1,5186 1,1181 0,7031 0,2958 -0,0670 -0,3478 -0,5178 -0,5697 -0,5286 -0,4410 -0,3518 -0,2913 -0,2768 -0,3137 -0,3931 -0,4953 -0,5955 -0,6685 -0,6934 -0,6656 -0,6039 -0,5408 -0,5023 -0,4992 -0,5338 -0,6022 -0,6819 -0,7298 -0,7062 -0,6048 -0,4586 -0,3171 -0,2158 -0,1661 -0,1661 -0,2136 -0,3056 -0,4334 -0,5783 -0,7139 -0,8182 -0,8827 -0,9133 -0,9286 -0,9526 -1,0069 -1,1125 -1,2910 -1,5502 -1,8715 -2,2225 -2,5777 -2,9277 -3,2716 -3,5957 -3,8600 -4,0065 -3,9858 -3,7843 -3,4416 -3,0442 -2,6900 -2,4496 -2,3516 -2,3985 -2,5845 -2,8968 -3,3079 -3,7760 -4,2546 -4,7030 -5,0974 -5,4381 -5,7416 -6,0220 -6,2800 -6,4995 -6,6501 -6,6960 -6,6150 -6,4138 -6,1308 -5,8242 -5,5552 -5,3701 -5,2818 -5,2625 -5,2615 -5,2351 -5,1603 -5,0333 -4,8643 -4,6741 -4,4891 -4,3313 -4,2152 -4,1481 -4,1287 -4,1478 -4,1940 -4,2551 -4,3142 -4,3537 -4,3625 -4,3375 -4,2829 -4,2104 -4,1317 -4,0460 -3,9375 -3,7868 -3,5891 -3,3610 -3,1312 -2,9217 -2,7371 -2,5711 -2,4203 -2,2839 -2,1542 -2,0199 -1,8784 -1,7366 -1,6010 -1,4712 -1,3412 -1,2000 -1,0316 -0,8209 -0,5673 -0,2932 -0,0302 0,2062 0,4280 0,6617 0,9290 1,2350 1,5625 1,8720 2,1090 2,2232 2,1848 1,9906 1,6615 1,2322 0,7407 0,2199 -0,3114 -0,8511 -1,4023 -1,9587 -2,5016 -3,0111 -3,4697 -3,8547 -4,1398 -4,3104 -4,3728 -4,3486 -4,2663 -4,1578 -4,0528 -3,9776 -3,9592 -4,0210 -4,1676 -4,3776 -4,6141 -4,8410 -5,0314 -5,1679 -5,2444 -5,2641 -5,2314 -5,1510 -5,0332 -4,8983 -4,7763 -4,7003 -4,6856 -4,7144 -4,7484 -4,7562 -4,7267 -4,6657 -4,5891 -4,5171 -4,4692 -4,4583 -4,4895
F7    -0,9337 -0,7270 -0,5223 -0,3314 -0,1709 -0,0672 -0,0401 -0,0787 -0,1400 -0,1810 -0,1905 -0,1822 -0,1709 -0,1648 -0,1700 -0,1922 -0,2325 -0,2775 -0,2958 -0,2553 -0,1478 0,0073 0,1805 0,3491 0,5045 0,6499 0,7910 0,9279 1,0523 1,1460 1,1822 1,1386 1,0108 0,8111 0,5634 0,3053 0,0810 -0,0822 -0,1862 -0,2510 -0,2959 -0,3262 -0,3361 -0,3262 -0,3184 -0,3474 -0,4370 -0,5861 -0,7724 -0,9642 -1,1343 -1,2656 -1,3453 -1,3639 -1,3288 -1,2711 -1,2317 -1,2346 -1,2734 -1,3241 -1,3691 -1,4001 -1,4078 -1,3807 -1,3191 -1,2396 -1,1577 -1,0715 -0,9697 -0,8435 -0,6856 -0,4945 -0,2900 -0,1158 -0,0209 -0,0333 -0,1473 -0,3288 -0,5321 -0,7191 -0,8715 -0,9897 -1,0804 -1,1399 -1,1478 -1,0833 -0,9511 -0,7830 -0,6143 -0,4612 -0,3215 -0,1883 -0,0590 0,0569 0,1364 0,1545 0,0955 -0,0481 -0,2814 -0,6054 -1,0102 -1,4751 -1,9708 -2,4616 -2,9108 -3,2874 -3,5666 -3,7339 -3,7951 -3,7846 -3,7547 -3,7542 -3,8119 -3,9256 -4,0649 -4,1967 -4,3045 -4,3862 -4,4428 -4,4682 -4,4479 -4,3683 -4,2254 -4,0293 -3,7996 -3,5543 -3,2985 -3,0214 -2,7011 -2,3136 -1,8490 -1,3238 -0,7775 -0,2494 0,2416 0,6969 1,1209 1,5094 1,8531 2,1528 2,4215 2,6651 2,8666 2,9976 3,0447 3,0168 2,9312 2,8032 2,6516 2,5009 2,3723 2,2790 2,2317 2,2413 2,3145 2,4432 2,6026 2,7655 2,9186 3,0556 3,1586 3,1997 3,1684 3,0867 2,9931 2,9144 2,8543 2,8045 2,7587 2,7158 2,6747 2,6335 2,5912 2,5514 2,5250 2,5262 2,5597 2,6152 2,6734 2,7182 2,7407 2,7348 2,6977 2,6343 2,5551 2,4707 2,3870 2,3037 2,2186 2,1337 2,0593 2,0183 2,0390 2,1326 2,2772 2,4237 2,5218 2,5474 2,5104 2,4324 2,3265 2,2038 2,0862 2,0010 1,9638 1,9666 1,9789 1,9610 1,8770 1,7082 1,4643 1,1792 0,8908 0,6234 0,3895 0,2012 0,0747 0,0278 0,0683 0,1810 0,3259 0,4573 0,5513 0,6216 0,7084 0,8434 1,0179 1,1814 1,2691 1,2365 1,0797 0,8333 0,5563 0,3189 0,1888 0,2067 0,3643 0,6077 0,8655 1,0767 1,2057 1,2490 1,2296 1,1802 1,1285 1,0933 1,0881 1,1250 1,2145 1,3572 1,5374 1,7267 1,8993 2,0408 2,1511 2,2402 2,3180 2,3838 2,4302 2,4568 2,4726 2,4838 2,4899 2,4920 2,5018 2,5428 2,6390 2,7997 3,0141 3,2576 3,5012 3,7191 3,8949 4,0232 4,1068 4,1551 4,1819 4,2006 4,2207 4,2397 4,2350 4,1701 4,0200 3,7901 3,5117 3,2283 2,9882 2,8353 2,7953 2,8601 2,9855 3,1044 3,1555 3,1112 2,9882 2,8308 2,6780 2,5454 2,4345 2,3530 2,3157 2,3271 2,3739 2,4359 2,4950 2,5326 2,5280 2,4598 2,3125 2,0877 1,8108 1,5221 1,2624 1,0651 0,9509 0,9248 0,9804 1,1076 1,2880 1,4911 1,6831 1,8427 1,9717 2,0900 2,2173 2,3613 2,5202 2,6852 2,8441 2,9861 3,1036 3,1842 3,2058 3,1506 3,0234 2,8480 2,6489 2,4415 2,2351 2,0364 1,8532 1,6962 1,5756 1,4951 1,4495 1,4309 1,4370 1,4687 1,5143 1,5446 1,5305 1,4608 1,3420 1,1898 1,0290 0,8925 0,8082 0,7847 0,8145 0,8834 0,9738 1,0660 1,1417 1,1897 1,2126 1,2237 1,2328 1,2380 1,2281 1,1886 1,1110 1,0012 0,8809 0,7776 0,7110 0,6835 0,6819 0,6892 0,6949 0,6971 0,7003 0,7099 0,7284 0,7594 0,8130 0,8975 1,0028 1,0965 1,1423 1,1248 1,0631 0,9998 0,9749 1,0067 1,0873 1,1948 1,3077 1,4130 1,5063 1,5846 1,6372 1,6451 1,5913 1,4718 1,2969 1,0843 0,8530 0,6181 0,3921 0,1883 0,0149 -0,1332 -0,2678 -0,3929 -0,5032 -0,5910 -0,6485 -0,6702 -0,6588 -0,6280 -0,5950 -0,5743 -0,5788 -0,6191 -0,6960 -0,7961 -0,8968 -0,9709 -0,9937 -0,9597 -0,8913 -0,8255 -0,7885 -0,7867 -0,8201 -0,8924 -0,9978 -1,1075 -1,1829 -1,2041 -1,1832 -1,1487 -1,1218 -1,1091 -1,1127 -1,1382 -1,1879 -1,2542 -1,3212 -1,3730 -1,4021 -1,4112 -1,4083 -1,4046 -1,4136 -1,4464 -1,5126 -1,6228 -1,7817 -1,9769 -2,1847 -2,3859 -2,5768 -2,7646 -2,9514 -3,1219 -3,2461 -3,2877 -3,2190 -3,0424 -2,8009 -2,5623 -2,3891 -2,3177 -2,3541 -2,4821 -2,6741 -2,9031 -3,1515 -3,4092 -3,6641 -3,9026 -4,1209 -4,3266 -4,5278 -4,7226 -4,8982 -5,0303 -5,0891 -5,0535 -4,9232 -4,7223 -4,4928 -4,2834 -4,1315 -4,0446 -3,9982 -3,9560 -3,8902 -3,7863 -3,6410 -3,4634 -3,2755 -3,1030 -2,9597 -2,8455 -2,7560 -2,6885 -2,6393 -2,6042 -2,5755 -2,5387 -2,4777 -2,3852 -2,2665 -2,1375 -2,0209 -1,9367 -1,8899 -1,8672 -1,8463 -1,8099 -1,7545 -1,6880 -1,6209 -1,5625 -1,5244 -1,5231 -1,5672 -1,6408 -1,7088 -1,7382 -1,7078 -1,6080 -1,4452 -1,2429 -1,0250 -0,7957 -0,5407 -0,2481 0,0724 0,3921 0,6819 0,9243 1,1131 1,2483 1,3342 1,3778 1,3857 1,3608 1,3042 1,2150 1,0886 0,9203 0,7151 0,4871 0,2488 0,0002 -0,2701 -0,5726 -0,9042 -1,2513 -1,6009 -1,9429 -2,2608 -2,5291 -2,7266 -2,8466 -2,8967 -2,8957 -2,8725 -2,8574 -2,8728 -2,9303 -3,0310 -3,1638 -3,3070 -3,4374 -3,5396 -3,6062 -3,6341 -3,6245 -3,5833 -3,5200 -3,4458 -3,3683 -3,2906 -3,2196 -3,1693 -3,1454 -3,1326 -3,0984 -3,0116 -2,8595 -2,6584 -2,4473 -2,2695 -2,1525 -2,1005 -2,1060
