Fp1   -0,3225 -0,3275 -0,3040 -0,2762 -0,2683 -0,2999 -0,3768 -0,4885 -0,6167 -0,7431 -0,8515 -0,9276 -0,9608 -0,9457 -0,8848 -0,7883 -0,6725 -0,5533 -0,4391 -0,3318 -0,2377 -0,1723 -0,1552 -0,1976 -0,2973 -0,4431 -0,6183 -0,7952 -0,9337 -0,9978 -0,9762 -0,8846 -0,7458 -0,5668 -0,3381 -0,0545 0,2659 0,5851 0,8650 1,0883 1,2632 1,4089 1,5360 1,6436 1,7295 1,7962 1,8479 1,8881 1,9213 1,9543 1,9959 2,0512 2,1192 2,1950 2,2708 2,3375 2,3880 2,4245 2,4599 2,5086 2,5760 2,6610 2,7666 2,9000 3,0635 3,2489 3,4362 3,5941 3,6913 3,7151 3,6746 3,5870 3,4681 3,3332 3,1917 3,0430 2,8852 2,7251 2,5819 2,4845 2,4577 2,5092 2,6295 2,7986 2,9879 3,1636 3,2931 3,3570 3,3587 3,3236 3,2837 3,2621 3,2644 3,2795 3,2871 3,2694 3,2202 3,1462 3,0611 2,9742 2,8787 2,7529 2,5779 2,3488 2,0720 1,7610 1,4350 1,1154 0,8188 0,5573 0,3408 0,1784 0,0730 0,0119 -0,0375 -0,1153 -0,2422 -0,4019 -0,5534 -0,6601 -0,7102 -0,7137 -0,6883 -0,6514 -0,6214 -0,6116 -0,6172 -0,6088 -0,5471 -0,4045 -0,1732 0,1439 0,5395 0,9980 1,5003 2,0345 2,5938 3,1670 3,7381 4,2923 4,8189 5,3105 5,7631 6,1744 6,5373 6,8358 7,0524 7,1833 7,2435 7,2558 7,2380 7,1974 7,1318 7,0322 6,8931 6,7224 6,5400 6,3686 6,2312 6,1500 6,1388 6,1998 6,3319 6,5324 6,7890 7,0809 7,3899 7,7006 7,9924 8,2398 8,4197 8,5193 8,5459 8,5265 8,4904 8,4549 8,4236 8,3921 8,3517 8,2877 8,1812 8,0200 7,8078 7,5589 7,2849 6,9856 6,6533 6,2876 5,9049 5,5356 5,2115 4,9548 4,7792 4,6961 4,7113 4,8158 4,9830 5,1728 5,3401 5,4490 5,4811 5,4328 5,3097 5,1260 4,9077 4,6853 4,4801 4,2985 4,1374 3,9900 3,8443 3,6826 3,4862 3,2388 2,9298 2,5574 2,1329 1,6854 1,2587 0,8950 0,6163 0,4173 0,2722 0,1483 0,0190 -0,1274 -0,2896 -0,4620 -0,6367 -0,8012 -0,9421 -1,0520 -1,1346 -1,1989 -1,2471 -1,2733 -1,2760 -1,2671 -1,2634 -1,2748 -1,3031 -1,3484 -1,4103 -1,4873 -1,5757 -1,6674 -1,7544 -1,8391 -1,9314 -2,0331 -2,1294 -2,1964 -2,2139 -2,1746 -2,0858 -1,9658 -1,8350 -1,7008 -1,5495 -1,3561 -1,1057 -0,8098 -0,5049 -0,2353 -0,0315 0,1027 0,1876 0,2537 0,3288 0,4329 0,5742 0,7435 0,9144 1,0533 1,1365 1,1621 1,1462 1,1125 1,0856 1,0885 1,1390 1,2414 1,3841 1,5470 1,7077 1,8446 1,9407 1,9901 2,0019 1,9957 1,9906 1,9949 2,0075 2,0276 2,0593 2,1107 2,1878 2,2909 2,4213 2,5897 2,8043 3,0507 3,2914 3,4880 3,6219 3,6928 3,7046 3,6587 3,5643 3,4456 3,3342 3,2579 3,2317 3,2515 3,2969 3,3441 3,3726 3,3668 3,3222 3,2515 3,1718 3,0899 3,0046 2,9169 2,8338 2,7675 2,7303 2,7290 2,7690 2,8601 3,0100 3,2105 3,4388 3,6678 3,8755 4,0520 4,2003 4,3276 4,4383 4,5306 4,5993 4,6414 4,6617 4,6684 4,6659 4,6524 4,6221 4,5661 4,4796 4,3690 4,2473 4,1224 3,9968 3,8716 3,7496 3,6399 3,5562 3,5027 3,4675 3,4332 3,3888 3,3361 3,2882 3,2567 3,2349 3,1972 3,1149 2,9731 2,7823 2,5767 2,4019 2,3005 2,3002 2,4080 2,6081 2,8650 3,1351 3,3825 3,5868 3,7400 3,8444 3,9090 3,9411 3,9389 3,8925 3,7933 3,6446 3,4618 3,2692 3,0937 2,9528 2,8460 2,7601 2,6785 2,5851 2,4683 2,3272 2,1749 2,0385 1,9491 1,9248 1,9618 2,0413 2,1410 2,2420 2,3350 2,4191 2,4918 2,5470 2,5846 2,6123 2,6381 2,6655 2,6931 2,7149 2,7222 2,7096 2,6801 2,6429 2,6091 2,5877 2,5825 2,5889 2,5953 2,5981 2,6148 2,6719 2,7807 2,9288 3,0907 3,2378 3,3451 3,3976 3,3946 3,3473 3,2719 3,1824 3,0901 3,0079 2,9537 2,9421 2,9740 3,0350 3,1054 3,1715 3,2311 3,2895 3,3525 3,4244 3,5098 3,6105 3,7181 3,8107 3,8585 3,8405 3,7538 3,6068 3,4089 3,1749 2,9319 2,7152 2,5568 2,4738 2,4620 2,5009 2,5678 2,6443 2,7192 2,7934 2,8758 2,9703 3,0679 3,1496 3,1949 3,1892 3,1251 3,0043 2,8432 2,6716 2,5177 2,3911 2,2790 2,1568 2,0029 1,8068 1,5738 1,3226 1,0756 0,8433 0,6187 0,3874 0,1416 -0,1137 -0,3659 -0,5993 -0,7965 -0,9453 -1,0474 -1,1086 -1,1208 -1,0664 -0,9383 -0,7432 -0,4895 -0,1887 0,1367 0,4587 0,7611 1,0443 1,3140 1,5723 1,8236 2,0753 2,3247 2,5498 2,7201 2,8187 2,8549 2,8558 2,8516 2,8636 2,8998 2,9576 3,0246 3,0781 3,0932 3,0557 2,9696 2,8580 2,7606 2,7193 2,7598 2,8824 3,0670 3,2866 3,5168 3,7381 3,9394 4,1197 4,2825 4,4249 4,5328 4,5863 4,5684 4,4744 4,3185 4,1262 3,9130 3,6740 3,3912 3,0454 2,6267 2,1398 1,6000 1,0256 0,4333 -0,1668 -0,7707 -1,3714 -1,9530 -2,4942 -2,9726 -3,3686 -3,6723 -3,8894 -4,0400 -4,1479 -4,2270 -4,2752 -4,2838 -4,2517 -4,1926 -4,1326 -4,1034 -4,1281 -4,2062 -4,3113 -4,4099 -4,4756 -4,4921 -4,4519 -4,3573 -4,2207 -4,0657 -3,9238 -3,8209 -3,7654 -3,7511 -3,7651 -3,7944 -3,8365 -3,9020 -4,0018 -4,1283 -4,2564 -4,3627 -4,4357 -4,4682 -4,4443 -4,3418
Fz    -0,1826 -0,1567 -0,0842 0,0078 0,0799 0,0892 0,0081 -0,1612 -0,3915 -0,6451 -0,8842 -1,0721 -1,1772 -1,1875 -1,1201 -1,0115 -0,8983 -0,8027 -0,7274 -0,6620 -0,5975 -0,5383 -0,5042 -0,5179 -0,5911 -0,7230 -0,9029 -1,1049 -1,2847 -1,3918 -1,3960 -1,3023 -1,1357 -0,9077 -0,6062 -0,2207 0,2320 0,7078 1,1571 1,5435 1,8489 2,0685 2,2050 2,2652 2,2621 2,2156 2,1474 2,0742 2,0094 1,9677 1,9643 2,0072 2,0929 2,2111 2,3496 2,4972 2,6453 2,7876 2,9191 3,0355 3,1340 3,2154 3,2834 3,3430 3,3996 3,4599 3,5277 3,5976 3,6570 3,6989 3,7255 3,7377 3,7291 3,6895 3,6075 3,4755 3,3018 3,1152 2,9530 2,8438 2,7950 2,7956 2,8364 2,9241 3,0699 3,2644 3,4694 3,6363 3,7347 3,7664 3,7550 3,7277 3,6986 3,6636 3,6109 3,5344 3,4386 3,3323 3,2236 3,1176 3,0147 2,9109 2,8002 2,6711 2,4999 2,2584 1,9339 1,5400 1,1106 0,6882 0,3117 0,0049 -0,2328 -0,4257 -0,6139 -0,8367 -1,1096 -1,4061 -1,6635 -1,8155 -1,8290 -1,7193 -1,5352 -1,3328 -1,1514 -0,9994 -0,8568 -0,6901 -0,4736 -0,2002 0,1249 0,5014 0,9339 1,4192 1,9488 2,5175 3,1145 3,7122 4,2799 4,8078 5,3152 5,8346 6,3881 6,9708 7,5504 8,0813 8,5245 8,8593 9,0850 9,2139 9,2658 9,2654 9,2347 9,1832 9,1074 8,9985 8,8499 8,6633 8,4577 8,2718 8,1505 8,1250 8,2044 8,3769 8,6180 8,9029 9,2137 9,5357 9,8506 10,1392 10,3882 10,5963 10,7687 10,9083 11,0133 11,0793 11,0958 11,0455 10,9097 10,6749 10,3413 9,9337 9,4995 9,0859 8,7147 8,3748 8,0391 7,6898 7,3342 7,0002 6,7188 6,5110 6,3850 6,3342 6,3369 6,3625 6,3816 6,3753 6,3459 6,3225 6,3453 6,4297 6,5453 6,6342 6,6497 6,5797 6,4443 6,2759 6,0998 5,9186 5,7088 5,4382 5,0893 4,6648 4,1774 3,6421 3,0760 2,5072 1,9776 1,5292 1,1777 0,9006 0,6499 0,3758 0,0463 -0,3396 -0,7519 -1,1459 -1,4818 -1,7318 -1,8825 -1,9353 -1,9022 -1,7984 -1,6395 -1,4495 -1,2691 -1,1493 -1,1290 -1,2167 -1,3863 -1,5879 -1,7637 -1,8688 -1,8896 -1,8496 -1,7951 -1,7761 -1,8348 -1,9951 -2,2493 -2,5514 -2,8285 -3,0075 -3,0424 -2,9253 -2,6802 -2,3432 -1,9464 -1,5149 -1,0767 -0,6707 -0,3416 -0,1246 -0,0274 -0,0208 -0,0510 -0,0676 -0,0441 0,0253 0,1432 0,3132 0,5270 0,7560 0,9626 1,1182 1,2138 1,2617 1,2918 1,3469 1,4709 1,6890 1,9948 2,3524 2,7073 3,0039 3,2022 3,2847 3,2521 3,1232 2,9322 2,7169 2,5093 2,3414 2,2470 2,2515 2,3547 2,5277 2,7314 2,9438 3,1647 3,3971 3,6299 3,8426 4,0192 4,1560 4,2516 4,2983 4,2901 4,2346 4,1531 4,0735 4,0210 4,0063 4,0258 4,0714 4,1335 4,1940 4,2279 4,2130 4,1355 3,9971 3,8236 3,6560 3,5268 3,4434 3,3904 3,3435 3,2892 3,2358 3,2081 3,2338 3,3356 3,5215 3,7784 4,0775 4,3866 4,6787 4,9332 5,1277 5,2357 5,2422 5,1593 5,0229 4,8751 4,7486 4,6542 4,5788 4,5033 4,4272 4,3672 4,3353 4,3245 4,3141 4,2867 4,2403 4,1884 4,1489 4,1327 4,1398 4,1583 4,1673 4,1468 4,0859 3,9797 3,8227 3,6097 3,3452 3,0486 2,7507 2,4877 2,2965 2,2069 2,2311 2,3603 2,5675 2,8164 3,0718 3,3041 3,4911 3,6237 3,7117 3,7783 3,8434 3,9082 3,9565 3,9693 3,9326 3,8402 3,6978 3,5213 3,3238 3,1092 2,8779 2,6342 2,3917 2,1760 2,0187 1,9427 1,9505 2,0204 2,1155 2,2048 2,2736 2,3162 2,3288 2,3131 2,2804 2,2533 2,2620 2,3257 2,4356 2,5558 2,6387 2,6430 2,5486 2,3646 2,1282 1,8941 1,7135 1,6140 1,5960 1,6460 1,7477 1,8876 2,0612 2,2671 2,4930 2,7137 2,9044 3,0515 3,1529 3,2121 3,2349 3,2323 3,2250 3,2393 3,2957 3,4020 3,5550 3,7439 3,9451 4,1227 4,2447 4,3023 4,3085 4,2784 4,2218 4,1529 4,1001 4,0923 4,1333 4,1905 4,2137 4,1706 4,0726 3,9577 3,8520 3,7564 3,6607 3,5582 3,4559 3,3732 3,3268 3,3218 3,3608 3,4506 3,5964 3,7937 4,0285 4,2818 4,5356 4,7734 4,9730 5,1021 5,1246 5,0099 4,7450 4,3474 3,8704 3,3876 2,9651 2,6353 2,3857 2,1698 1,9313 1,6252 1,2309 0,7624 0,2700 -0,1768 -0,5241 -0,7603 -0,9103 -1,0076 -1,0710 -1,1031 -1,1032 -1,0721 -1,0084 -0,9127 -0,7869 -0,6292 -0,4342 -0,2007 0,0667 0,3652 0,6970 1,0601 1,4398 1,8172 2,1864 2,5553 2,9235 3,2632 3,5269 3,6778 3,7095 3,6427 3,5078 3,3344 3,1548 3,0136 2,9557 2,9992 3,1229 3,2773 3,4068 3,4720 3,4688 3,4343 3,4337 3,5315 3,7646 4,1264 4,5647 5,0002 5,3592 5,6003 5,7153 5,7112 5,5990 5,4009 5,1533 4,8974 4,6659 4,4681 4,2845 4,0803 3,8235 3,4938 3,0827 2,5925 2,0322 1,4135 0,7535 0,0757 -0,5954 -1,2413 -1,8506 -2,4127 -2,9113 -3,3316 -3,6737 -3,9573 -4,2110 -4,4546 -4,6854 -4,8802 -5,0115 -5,0647 -5,0507 -5,0087 -4,9980 -5,0725 -5,2500 -5,5035 -5,7808 -6,0242 -6,1783 -6,2019 -6,0830 -5,8455 -5,5406 -5,2286 -4,9542 -4,7315 -4,5493 -4,3932 -4,2668 -4,1943 -4,1975 -4,2658 -4,3523 -4,4083 -4,4232 -4,4261 -4,4492 -4,4923 -4,5235
F3    -0,0119 -0,0177 -0,0376 -0,0893 -0,1863 -0,3340 -0,5199 -0,7135 -0,8833 -1,0096 -1,0853 -1,1094 -1,0851 -1,0244 -0,9501 -0,8847 -0,8372 -0,7983 -0,7491 -0,6757 -0,5786 -0,4735 -0,3853 -0,3396 -0,3538 -0,4290 -0,5499 -0,6909 -0,8214 -0,9084 -0,9268 -0,8736 -0,7624 -0,5955 -0,3536 -0,0209 0,3872 0,8254 1,2401 1,5895 1,8492 2,0094 2,0680 2,0289 1,9134 1,7672 1,6436 1,5762 1,5673 1,5999 1,6550 1,7189 1,7868 1,8628 1,9528 2,0606 2,1899 2,3477 2,5420 2,7763 3,0441 3,3244 3,5803 3,7686 3,8620 3,8658 3,8110 3,7270 3,6293 3,5329 3,4599 3,4253 3,4215 3,4190 3,3793 3,2708 3,0856 2,8460 2,5997 2,4026 2,2986 2,3089 2,4354 2,6705 2,9958 3,3703 3,7287 4,0057 4,1723 4,2480 4,2781 4,3003 4,3251 4,3312 4,2799 4,1428 3,9205 3,6420 3,3490 3,0764 2,8381 2,6333 2,4611 2,3210 2,1996 2,0697 1,9077 1,7083 1,4802 1,2342 0,9808 0,7326 0,4969 0,2637 0,0049 -0,3067 -0,6681 -1,0330 -1,3305 -1,5021 -1,5286 -1,4319 -1,2591 -1,0651 -0,9027 -0,8067 -0,7748 -0,7645 -0,7143 -0,5685 -0,2931 0,1206 0,6549 1,2712 1,9265 2,5857 3,2194 3,8046 4,3379 4,8426 5,3541 5,8967 6,4701 7,0507 7,6003 8,0790 8,4574 8,7264 8,8954 8,9827 9,0104 9,0052 8,9907 8,9700 8,9201 8,8078 8,6084 8,3217 7,9856 7,6705 7,4471 7,3504 7,3729 7,4863 7,6635 7,8901 8,1677 8,5044 8,8959 9,3138 9,7122 10,0478 10,2951 10,4493 10,5184 10,5116 10,4285 10,2579 9,9876 9,6190 9,1737 8,6890 8,2033 7,7415 7,3089 6,9021 6,5224 6,1818 5,9002 5,6958 5,5736 5,5244 5,5335 5,5856 5,6634 5,7480 5,8236 5,8829 5,9287 5,9731 6,0280 6,0907 6,1333 6,1126 5,9972 5,7918 5,5342 5,2676 5,0165 4,7786 4,5285 4,2360 3,8871 3,4882 3,0534 2,5959 2,1309 1,6837 1,2845 0,9500 0,6695 0,4100 0,1350 -0,1813 -0,5483 -0,9550 -1,3716 -1,7606 -2,0874 -2,3228 -2,4430 -2,4402 -2,3298 -2,1445 -1,9216 -1,6974 -1,5102 -1,3972 -1,3792 -1,4491 -1,5808 -1,7436 -1,9037 -2,0242 -2,0797 -2,0723 -2,0268 -1,9777 -1,9645 -2,0231 -2,1655 -2,3640 -2,5623 -2,7005 -2,7333 -2,6384 -2,4197 -2,1015 -1,7161 -1,2961 -0,8756 -0,4899 -0,1685 0,0707 0,2276 0,3272 0,4111 0,5134 0,6463 0,8052 0,9815 1,1672 1,3545 1,5330 1,6880 1,8066 1,8910 1,9598 2,0324 2,1181 2,2198 2,3421 2,4897 2,6556 2,8161 2,9434 3,0238 3,0600 3,0597 3,0266 2,9639 2,8802 2,7928 2,7260 2,7052 2,7502 2,8673 3,0453 3,2650 3,5111 3,7730 4,0371 4,2807 4,4714 4,5805 4,6024 4,5599 4,4911 4,4279 4,3834 4,3550 4,3387 4,3349 4,3367 4,3257 4,2838 4,2019 4,0792 3,9257 3,7633 3,6151 3,4959 3,4126 3,3607 3,3216 3,2772 3,2268 3,1875 3,1839 3,2376 3,3612 3,5552 3,8092 4,1010 4,3982 4,6647 4,8747 5,0220 5,1158 5,1643 5,1710 5,1420 5,0854 5,0047 4,8998 4,7737 4,6321 4,4809 4,3297 4,1934 4,0850 4,0064 3,9489 3,9011 3,8614 3,8467 3,8851 3,9955 4,1738 4,3945 4,6150 4,7841 4,8629 4,8414 4,7309 4,5444 4,2904 3,9812 3,6416 3,3089 3,0231 2,8156 2,7038 2,6950 2,7860 2,9612 3,1963 3,4692 3,7618 4,0524 4,3123 4,5189 4,6679 4,7664 4,8135 4,8009 4,7298 4,6184 4,4912 4,3600 4,2154 4,0346 3,8028 3,5238 3,2142 2,8944 2,5868 2,3201 2,1246 2,0205 2,0058 2,0588 2,1561 2,2802 2,4075 2,5061 2,5549 2,5625 2,5633 2,5929 2,6614 2,7489 2,8222 2,8514 2,8196 2,7307 2,6093 2,4919 2,4114 2,3848 2,4103 2,4759 2,5693 2,6779 2,7871 2,8843 2,9642 3,0268 3,0739 3,1071 3,1275 3,1358 3,1319 3,1149 3,0881 3,0694 3,0884 3,1641 3,2938 3,4626 3,6506 3,8309 3,9749 4,0664 4,1096 4,1242 4,1328 4,1508 4,1883 4,2566 4,3649 4,5066 4,6494 4,7448 4,7574 4,6872 4,5578 4,3911 4,2046 4,0206 3,8610 3,7412 3,6702 3,6443 3,6487 3,6747 3,7353 3,8578 4,0646 4,3575 4,7138 5,0891 5,4231 5,6508 5,7194 5,6045 5,3125 4,8705 4,3250 3,7449 3,2071 2,7680 2,4413 2,2005 2,0003 1,8024 1,5886 1,3585 1,1229 0,8969 0,6931 0,5175 0,3666 0,2296 0,0991 -0,0167 -0,0987 -0,1369 -0,1388 -0,1214 -0,0959 -0,0591 0,0051 0,1128 0,2719 0,4823 0,7411 1,0433 1,3762 1,7183 2,0490 2,3592 2,6526 2,9369 3,2099 3,4522 3,6356 3,7399 3,7650 3,7309 3,6617 3,5716 3,4703 3,3705 3,2841 3,2163 3,1654 3,1264 3,1002 3,0992 3,1462 3,2685 3,4854 3,7966 4,1789 4,5940 4,9982 5,3496 5,6134 5,7657 5,7912 5,6858 5,4643 5,1603 4,8130 4,4559 4,1107 3,7851 3,4787 3,1895 2,9109 2,6242 2,3009 1,9116 1,4409 0,8983 0,3108 -0,2957 -0,9057 -1,5077 -2,0829 -2,5986 -3,0204 -3,3367 -3,5693 -3,7557 -3,9228 -4,0762 -4,2039 -4,2872 -4,3156 -4,2971 -4,2591 -4,2411 -4,2787 -4,3859 -4,5474 -4,7293 -4,8909 -4,9901 -4,9965 -4,9047 -4,7338 -4,5197 -4,3105 -4,1544 -4,0779 -4,0760 -4,1244 -4,2028 -4,3020 -4,4119 -4,5084 -4,5586 -4,5480 -4,5009 -4,4637 -4,4661 -4,4949 -4,5035
F7    -0,3753 -0,3420 -0,3038 -0,2759 -0,2746 -0,3093 -0,3789 -0,4753 -0,5861 -0,6916 -0,7677 -0,7959 -0,7714 -0,7030 -0,6100 -0,5144 -0,4351 -0,3826 -0,3561 -0,3452 -0,3387 -0,3347 -0,3427 -0,3741 -0,4295 -0,4956 -0,5517 -0,5778 -0,5637 -0,5141 -0,4440 -0,3701 -0,3004 -0,2246 -0,1169 0,0436 0,2562 0,4992 0,7415 0,9547 1,1210 1,2364 1,3073 1,3435 1,3566 1,3585 1,3580 1,3579 1,3612 1,3771 1,4157 1,4762 1,5480 1,6241 1,7053 1,7929 1,8839 1,9740 2,0630 2,1567 2,2616 2,3755 2,4850 2,5710 2,6216 2,6394 2,6383 2,6295 2,6168 2,6028 2,5895 2,5726 2,5426 2,4908 2,4106 2,2989 2,1583 2,0000 1,8487 1,7433 1,7210 1,7979 1,9654 2,2011 2,4778 2,7636 3,0224 3,2222 3,3498 3,4145 3,4367 3,4353 3,4183 3,3798 3,3064 3,1902 3,0343 2,8526 2,6641 2,4845 2,3172 2,1548 1,9881 1,8120 1,6252 1,4267 1,2182 1,0082 0,8098 0,6340 0,4885 0,3754 0,2864 0,1989 0,0815 -0,0899 -0,3120 -0,5501 -0,7573 -0,9000 -0,9703 -0,9806 -0,9522 -0,9055 -0,8540 -0,7997 -0,7344 -0,6445 -0,5132 -0,3218 -0,0552 0,2904 0,7026 1,1549 1,6191 2,0770 2,5205 2,9459 3,3514 3,7389 4,1157 4,4918 4,8748 5,2642 5,6471 5,9982 6,2870 6,4898 6,5985 6,6206 6,5757 6,4904 6,3867 6,2717 6,1391 5,9819 5,8032 5,6210 5,4687 5,3866 5,3980 5,4919 5,6342 5,7953 5,9671 6,1554 6,3656 6,5948 6,8289 7,0457 7,2263 7,3632 7,4604 7,5260 7,5649 7,5717 7,5291 7,4186 7,2316 6,9713 6,6523 6,3030 5,9598 5,6479 5,3680 5,1045 4,8463 4,5953 4,3628 4,1632 4,0074 3,8954 3,8175 3,7659 3,7378 3,7265 3,7146 3,6863 3,6450 3,6128 3,6122 3,6468 3,6963 3,7279 3,7134 3,6427 3,5253 3,3812 3,2258 3,0584 2,8621 2,6149 2,3069 1,9478 1,5589 1,1618 0,7757 0,4212 0,1210 -0,1069 -0,2606 -0,3650 -0,4639 -0,5977 -0,7842 -1,0132 -1,2520 -1,4625 -1,6165 -1,6983 -1,7033 -1,6414 -1,5387 -1,4255 -1,3211 -1,2305 -1,1544 -1,0987 -1,0743 -1,0884 -1,1384 -1,2120 -1,2909 -1,3561 -1,3958 -1,4126 -1,4228 -1,4446 -1,4880 -1,5545 -1,6399 -1,7348 -1,8213 -1,8713 -1,8532 -1,7470 -1,5553 -1,2997 -1,0086 -0,7058 -0,4095 -0,1363 0,0963 0,2736 0,3936 0,4712 0,5284 0,5809 0,6334 0,6845 0,7325 0,7798 0,8352 0,9087 0,9996 1,0926 1,1695 1,2244 1,2680 1,3213 1,4032 1,5181 1,6534 1,7897 1,9130 2,0147 2,0838 2,1060 2,0715 1,9800 1,8435 1,6876 1,5478 1,4573 1,4353 1,4828 1,5857 1,7193 1,8605 1,9980 2,1306 2,2581 2,3775 2,4851 2,5772 2,6520 2,7098 2,7477 2,7584 2,7359 2,6815 2,6057 2,5243 2,4454 2,3626 2,2638 2,1476 2,0260 1,9156 1,8257 1,7533 1,6904 1,6365 1,5996 1,5869 1,5979 1,6248 1,6615 1,7110 1,7830 1,8859 2,0261 2,2087 2,4303 2,6726 2,9066 3,1060 3,2583 3,3656 3,4344 3,4663 3,4607 3,4210 3,3563 3,2794 3,2032 3,1341 3,0691 3,0025 2,9324 2,8593 2,7836 2,7075 2,6383 2,5854 2,5569 2,5569 2,5849 2,6353 2,6978 2,7560 2,7931 2,8046 2,8012 2,7965 2,7926 2,7762 2,7267 2,6331 2,5064 2,3746 2,2652 2,1926 2,1643 2,1881 2,2691 2,4020 2,5696 2,7466 2,9077 3,0361 3,1326 3,2107 3,2790 3,3262 3,3289 3,2695 3,1483 2,9816 2,7907 2,5945 2,4096 2,2505 2,1244 2,0240 1,9295 1,8275 1,7275 1,6577 1,6395 1,6670 1,7153 1,7632 1,8038 1,8366 1,8595 1,8716 1,8789 1,8926 1,9230 1,9717 2,0278 2,0692 2,0698 2,0098 1,8901 1,7363 1,5865 1,4730 1,4087 1,3873 1,3953 1,4236 1,4697 1,5359 1,6259 1,7403 1,8715 2,0064 2,1313 2,2345 2,3095 2,3571 2,3830 2,3959 2,4067 2,4258 2,4570 2,4983 2,5476 2,6035 2,6604 2,7092 2,7438 2,7604 2,7549 2,7247 2,6777 2,6349 2,6198 2,6401 2,6809 2,7174 2,7340 2,7298 2,7139 2,6953 2,6757 2,6492 2,6062 2,5379 2,4465 2,3509 2,2759 2,2350 2,2273 2,2494 2,3057 2,4060 2,5556 2,7471 2,9574 3,1490 3,2779 3,3064 3,2173 3,0210 2,7518 2,4573 2,1832 1,9598 1,7974 1,6866 1,6009 1,5036 1,3631 1,1646 0,9101 0,6129 0,2980 0,0019 -0,2415 -0,4154 -0,5234 -0,5819 -0,6103 -0,6251 -0,6380 -0,6518 -0,6585 -0,6488 -0,6176 -0,5598 -0,4673 -0,3319 -0,1474 0,0872 0,3656 0,6748 0,9998 1,3266 1,6434 1,9392 2,2024 2,4179 2,5689 2,6456 2,6501 2,5950 2,5001 2,3842 2,2608 2,1425 2,0462 1,9891 1,9817 2,0184 2,0767 2,1317 2,1779 2,2323 2,3216 2,4669 2,6721 2,9210 3,1822 3,4188 3,6019 3,7196 3,7767 3,7838 3,7480 3,6756 3,5806 3,4822 3,3934 3,3093 3,2058 3,0517 2,8272 2,5305 2,1701 1,7522 1,2736 0,7298 0,1305 -0,4943 -1,1044 -1,6629 -2,1486 -2,5581 -2,8969 -3,1674 -3,3695 -3,5093 -3,6042 -3,6752 -3,7342 -3,7783 -3,7978 -3,7885 -3,7565 -3,7142 -3,6773 -3,6632 -3,6828 -3,7327 -3,7992 -3,8665 -3,9192 -3,9438 -3,9315 -3,8814 -3,8048 -3,7267 -3,6774 -3,6744 -3,7131 -3,7760 -3,8473 -3,9173 -3,9765 -4,0110 -4,0048 -3,9534 -3,8745 -3,7995 -3,7506 -3,7278 -3,7138
