Fp1   -0,0959 -0,3234 -0,6475 -0,9702 -1,1918 -1,2404 -1,0941 -0,7838 -0,3726 0,0700 0,4828 0,8217 1,0558 1,1610 1,1231 0,9505 0,6801 0,3603 0,0298 -0,2811 -0,5410 -0,7225 -0,8136 -0,8183 -0,7442 -0,5930 -0,3686 -0,0915 0,2087 0,5104 0,7974 1,0397 1,1873 1,1994 1,0812 0,8847 0,6686 0,4627 0,2710 0,0974 -0,0384 -0,1096 -0,1112 -0,0831 -0,0903 -0,1739 -0,3362 -0,5624 -0,8323 -1,1125 -1,3557 -1,5114 -1,5466 -1,4700 -1,3309 -1,1857 -1,0632 -0,9581 -0,8508 -0,7258 -0,5740 -0,3953 -0,2017 -0,0020 0,2212 0,5089 0,8953 1,3760 1,8924 2,3404 2,6189 2,6892 2,5839 2,3705 2,1197 1,8936 1,7407 1,6910 1,7515 1,9035 2,1105 2,3392 2,5711 2,7935 2,9897 3,1482 3,2682 3,3398 3,3227 3,1638 2,8464 2,4178 1,9607 1,5490 1,2304 1,0273 0,9324 0,9164 0,9589 1,0669 1,2566 1,5200 1,8110 2,0641 2,2274 2,2749 2,1978 1,9945 1,6593 1,1801 0,5713 -0,0900 -0,6784 -1,0830 -1,2657 -1,2799 -1,2462 -1,2932 -1,4961 -1,8458 -2,2626 -2,6387 -2,8866 -2,9651 -2,8770 -2,6569 -2,3559 -2,0154 -1,6524 -1,2735 -0,8896 -0,5001 -0,0730 0,4413 1,0730 1,8101 2,6051 3,4082 4,1902 4,9345 5,6225 6,2355 6,7657 7,2231 7,6393 8,0569 8,4985 8,9400 9,3228 9,6006 9,7710 9,8639 9,9033 9,8904 9,8211 9,7075 9,5834 9,5010 9,5156 9,6506 9,8768 10,1352 10,3799 10,5958 10,7833 10,9372 11,0330 11,0221 10,8395 10,4347 9,8118 9,0381 8,2119 7,4161 6,6940 6,0529 5,4787 4,9503 4,4549 3,9930 3,5722 3,2034 2,8940 2,6388 2,4138 2,1793 1,8939 1,5373 1,1216 0,6868 0,2886 -0,0239 -0,2354 -0,3706 -0,4823 -0,6353 -0,8872 -1,2696 -1,7866 -2,4178 -3,1126 -3,7937 -4,3772 -4,7941 -5,0120 -5,0487 -4,9556 -4,7853 -4,5764 -4,3490 -4,0968 -3,7926 -3,4154 -2,9834 -2,5636 -2,2361 -2,0418 -1,9663 -1,9607 -1,9642 -1,9220 -1,8069 -1,6318 -1,4372 -1,2612 -1,1045 -0,9195 -0,6493 -0,2842 0,1207 0,4754 0,6988 0,7496 0,6364 0,4151 0,1785 0,0311 0,0495 0,2491 0,5783 0,9355 1,1989 1,2684 1,0998 0,7157 0,1960 -0,3448 -0,7961 -1,0905 -1,2181 -1,2065 -1,0961 -0,9344 -0,7731 -0,6552 -0,6062 -0,6332 -0,7221 -0,8326 -0,9011 -0,8607 -0,6826 -0,4086 -0,1347 0,0435 0,0780 -0,0169 -0,1799 -0,3391 -0,4489 -0,5043 -0,5256 -0,5288 -0,5124 -0,4824 -0,4857 -0,5984 -0,8717 -1,2875 -1,7632 -2,2009 -2,5279 -2,6978 -2,6945 -2,5524 -2,3431 -2,1224 -1,8999 -1,6638 -1,4256 -1,2237 -1,0838 -0,9949 -0,9303 -0,8781 -0,8529 -0,8912 -1,0330 -1,2879 -1,6109 -1,9201 -2,1495 -2,2901 -2,3860 -2,4869 -2,6007 -2,6911 -2,7113 -2,6347 -2,4678 -2,2428 -1,9995 -1,7715 -1,5846 -1,4536 -1,3714 -1,3085 -1,2315 -1,1193 -0,9572 -0,7265 -0,4099 -0,0090 0,4468 0,9078 1,3120 1,5904 1,6844 1,5793 1,3216 0,9937 0,6701 0,3922 0,1596 -0,0649 -0,3286 -0,6522 -1,0165 -1,3746 -1,6695 -1,8589 -1,9354 -1,9107 -1,7849 -1,5495 -1,2113 -0,8038 -0,3768 0,0212 0,3563 0,6087 0,7629 0,8034 0,7214 0,5289 0,2624 -0,0382 -0,3586 -0,7031 -1,0534 -1,3492 -1,5213 -1,5429 -1,4441 -1,2825 -1,1113 -0,9694 -0,8771 -0,8345 -0,8302 -0,8541 -0,9050 -0,9931 -1,1367 -1,3487 -1,6206 -1,9225 -2,2193 -2,4781 -2,6692 -2,7769 -2,7997 -2,7229 -2,5020 -2,0935 -1,5099 -0,8475 -0,2640 0,0841 0,1116 -0,1609 -0,6258 -1,1353 -1,5507 -1,7804 -1,7967 -1,6202 -1,2837 -0,8143 -0,2477 0,3559 0,9167 1,3538 1,6131 1,6908 1,6308 1,4952 1,3379 1,1962 1,0969 1,0638 1,1176 1,2687 1,5046 1,7825 2,0427 2,2451 2,4016 2,5774 2,8586 3,3009 3,8901 4,5391 5,1177 5,4969 5,5879 5,3690 4,8916 4,2610 3,5952 2,9780 2,4413 1,9919 1,6517 1,4678 1,4806 1,6861 2,0287 2,4232 2,7863 3,0620 3,2319 3,3026 3,2887 3,2125 3,1093 3,0182 2,9608 2,9280 2,8867 2,8017 2,6634 2,5027 2,3747 2,3257 2,3823 2,5634 2,8826 3,3290 3,8500 4,3623 4,7871 5,0763 5,2022 5,1429 4,8999 4,5264 4,1203 3,7833 3,5851 3,5501 3,6564 3,8439 4,0323 4,1493 4,1551 4,0457 3,8289 3,5001 3,0483 2,4950 1,9205 1,4392 1,1402 1,0424 1,0982 1,2237 1,3183 1,2837 1,0572 0,6377 0,0789 -0,5429 -1,1553 -1,7017 -2,1460 -2,4664 -2,6445 -2,6668 -2,5469 -2,3428 -2,1433 -2,0192 -1,9788 -1,9714 -1,9247 -1,7753 -1,4794 -1,0197 -0,4122 0,3044 1,0926 1,9186 2,7335 3,4679 4,0499 4,4307 4,6063 4,6275 4,5889 4,5960 4,7224 4,9901 5,3872 5,8949 6,4854 7,1023 7,6627 8,0954 8,3798 8,5444 8,6253 8,6350 8,5788 8,4849 8,4038 8,3763 8,3977 8,4158 8,3703 8,2342 8,0239 7,7835 7,5603 7,3887 7,2814 7,2156 7,1269 6,9346 6,5887 6,0911 5,4776 4,7982 4,1110 3,4729 2,9128 2,4138 1,9341 1,4483 0,9607 0,4853 0,0296 -0,4084 -0,8406 -1,2803 -1,7290 -2,1676 -2,5572 -2,8482 -2,9962 -2,9795 -2,8159 -2,5723 -2,3561 -2,2821 -2,4268 -2,7976 -3,3372 -3,9578 -4,5758 -5,1213 -5,5324 -5,7620 -5,7929 -5,6487 -5,3944 -5,1187 -4,9012 -4,7892 -4,7925 -4,8834 -5,0066 -5,1092 -5,1694 -5,1940 -5,1929 -5,1672 -5,1157 -5,0423 -4,9552
Fz    -0,5759 -0,7384 -0,9709 -1,1928 -1,3147 -1,2636 -1,0133 -0,6005 -0,1048 0,3865 0,8017 1,0893 1,2150 1,1667 0,9690 0,6849 0,3922 0,1454 -0,0450 -0,1952 -0,3182 -0,4148 -0,4814 -0,5141 -0,4994 -0,4120 -0,2327 0,0294 0,3378 0,6458 0,9085 1,0840 1,1383 1,0628 0,8904 0,6835 0,4965 0,3475 0,2275 0,1287 0,0612 0,0445 0,0750 0,1012 0,0497 -0,1218 -0,4121 -0,7982 -1,2437 -1,6995 -2,1177 -2,4624 -2,7125 -2,8646 -2,9337 -2,9418 -2,8994 -2,7973 -2,6174 -2,3502 -2,0018 -1,5947 -1,1630 -0,7318 -0,2986 0,1624 0,6738 1,2266 1,7659 2,1997 2,4394 2,4507 2,2697 1,9794 1,6801 1,4677 1,4102 1,5247 1,7717 2,0802 2,3899 2,6768 2,9440 3,1923 3,4091 3,5831 3,7139 3,7937 3,7867 3,6411 3,3332 2,8967 2,4061 1,9391 1,5607 1,3147 1,2059 1,2017 1,2655 1,3832 1,5523 1,7517 1,9298 2,0317 2,0314 1,9273 1,7157 1,3785 0,8871 0,2246 -0,5737 -1,3999 -2,1099 -2,5913 -2,8129 -2,8389 -2,8023 -2,8447 -3,0550 -3,4448 -3,9549 -4,4803 -4,9135 -5,1879 -5,2917 -5,2559 -5,1287 -4,9465 -4,7234 -4,4653 -4,1774 -3,8423 -3,4049 -2,7988 -1,9897 -0,9974 0,1138 1,2673 2,3996 3,4607 4,4139 5,2477 5,9828 6,6600 7,3199 7,9852 8,6477 9,2676 9,8019 10,2427 10,6285 11,0097 11,3977 11,7509 12,0165 12,1746 12,2526 12,3157 12,4406 12,6704 12,9843 13,3207 13,6298 13,8994 14,1399 14,3558 14,5268 14,6059 14,5301 14,2449 13,7355 13,0392 12,2314 11,3987 10,6129 9,9085 9,2712 8,6500 7,9897 7,2596 6,4632 5,6306 4,7977 3,9820 3,1740 2,3550 1,5223 0,7057 -0,0362 -0,6348 -1,0362 -1,2268 -1,2434 -1,1564 -1,0472 -0,9969 -1,0769 -1,3317 -1,7742 -2,3852 -3,1084 -3,8530 -4,5172 -5,0138 -5,2915 -5,3530 -5,2464 -5,0326 -4,7601 -4,4537 -4,1109 -3,7106 -3,2361 -2,7056 -2,1770 -1,7102 -1,3286 -1,0218 -0,7702 -0,5491 -0,3203 -0,0415 0,3050 0,7005 1,1157 1,5507 2,0482 2,6581 3,3828 4,1547 4,8636 5,4078 5,7353 5,8542 5,8184 5,7056 5,5931 5,5342 5,5427 5,5880 5,6003 5,4890 5,1794 4,6464 3,9246 3,1036 2,3088 1,6569 1,2071 0,9492 0,8370 0,8213 0,8530 0,8805 0,8641 0,7891 0,6626 0,5068 0,3577 0,2649 0,2781 0,4151 0,6405 0,8771 1,0381 1,0546 0,9020 0,6161 0,2748 -0,0443 -0,2986 -0,4854 -0,6244 -0,7395 -0,8637 -1,0519 -1,3663 -1,8385 -2,4444 -3,1144 -3,7651 -4,3204 -4,7118 -4,8921 -4,8684 -4,7012 -4,4564 -4,1652 -3,8346 -3,4825 -3,1479 -2,8633 -2,6352 -2,4597 -2,3468 -2,3213 -2,4099 -2,6296 -2,9725 -3,3917 -3,8118 -4,1689 -4,4487 -4,6884 -4,9377 -5,2148 -5,4990 -5,7490 -5,9237 -5,9961 -5,9643 -5,8515 -5,6876 -5,4866 -5,2404 -4,9276 -4,5319 -4,0669 -3,5765 -3,1033 -2,6555 -2,2075 -1,7297 -1,2205 -0,7146 -0,2689 0,0529 0,1945 0,1280 -0,1288 -0,5209 -0,9773 -1,4291 -1,8270 -2,1545 -2,4198 -2,6327 -2,7941 -2,9004 -2,9414 -2,9055 -2,7998 -2,6531 -2,4953 -2,3430 -2,1980 -2,0484 -1,8761 -1,6707 -1,4332 -1,1709 -0,8997 -0,6479 -0,4466 -0,3109 -0,2367 -0,2218 -0,2830 -0,4395 -0,6786 -0,9432 -1,1568 -1,2691 -1,2786 -1,2138 -1,1089 -0,9978 -0,9081 -0,8510 -0,8247 -0,8306 -0,8843 -1,0133 -1,2440 -1,5813 -1,9948 -2,4306 -2,8328 -3,1539 -3,3555 -3,4187 -3,3445 -3,1340 -2,7777 -2,2759 -1,6691 -1,0504 -0,5505 -0,2911 -0,3246 -0,6119 -1,0514 -1,5244 -1,9299 -2,2050 -2,3259 -2,2908 -2,1017 -1,7643 -1,3019 -0,7608 -0,2048 0,2975 0,6929 0,9643 1,1319 1,2317 1,2889 1,3140 1,3184 1,3272 1,3764 1,4965 1,6877 1,9065 2,0894 2,1995 2,2614 2,3541 2,5669 2,9481 3,4739 4,0482 4,5353 4,8076 4,7847 4,4586 3,8969 3,2150 2,5234 1,8816 1,2967 0,7672 0,3249 0,0344 -0,0483 0,0799 0,3642 0,7222 1,0737 1,3545 1,5218 1,5545 1,4563 1,2621 1,0359 0,8487 0,7450 0,7228 0,7397 0,7431 0,7114 0,6770 0,7058 0,8521 1,1387 1,5691 2,1354 2,8051 3,5041 4,1252 4,5704 4,7929 4,7992 4,6227 4,3141 3,9503 3,6282 3,4353 3,4244 3,6015 3,9251 4,3141 4,6684 4,9035 4,9819 4,9144 4,7277 4,4361 4,0487 3,6034 3,1836 2,8941 2,8067 2,9203 3,1688 3,4518 3,6572 3,6811 3,4515 2,9461 2,1940 1,2637 0,2508 -0,7337 -1,5862 -2,2332 -2,6400 -2,8127 -2,7970 -2,6708 -2,5211 -2,3992 -2,2901 -2,1317 -1,8639 -1,4580 -0,9167 -0,2645 0,4602 1,2184 1,9851 2,7432 3,4598 4,0761 4,5249 4,7631 4,8033 4,7240 4,6485 4,6975 4,9417 5,3874 6,0010 6,7391 7,5550 8,3898 9,1747 9,8522 10,3973 10,8134 11,1083 11,2819 11,3402 11,3120 11,2420 11,1662 11,0882 10,9815 10,8179 10,5943 10,3329 10,0665 9,8243 9,6271 9,4807 9,3601 9,2038 8,9413 8,5324 7,9825 7,3293 6,6282 5,9436 5,3305 4,8033 4,3222 3,8253 3,2800 2,7027 2,1306 1,5903 1,0882 0,6146 0,1539 -0,3007 -0,7357 -1,1125 -1,3771 -1,4832 -1,4174 -1,2094 -0,9302 -0,6823 -0,5710 -0,6635 -0,9645 -1,4298 -1,9989 -2,6165 -3,2350 -3,8115 -4,3133 -4,7181 -5,0147 -5,2125 -5,3427 -5,4419 -5,5393 -5,6505 -5,7636 -5,8393 -5,8445 -5,7830 -5,6862 -5,5813 -5,4798 -5,3856 -5,2982 -5,2092
F3    -1,1597 -1,3336 -1,4428 -1,4689 -1,3839 -1,1765 -0,8778 -0,5545 -0,2734 -0,0694 0,0565 0,1178 0,1239 0,0727 -0,0441 -0,2350 -0,5025 -0,8311 -1,1776 -1,4797 -1,6735 -1,7152 -1,5992 -1,3577 -1,0357 -0,6655 -0,2655 0,1438 0,5292 0,8504 1,0724 1,1787 1,1852 1,1363 1,0834 1,0611 1,0761 1,1106 1,1455 1,1860 1,2576 1,3740 1,5072 1,5870 1,5332 1,3014 0,9060 0,4083 -0,1091 -0,5722 -0,9398 -1,2079 -1,3905 -1,4994 -1,5357 -1,4914 -1,3592 -1,1496 -0,8940 -0,6381 -0,4371 -0,3424 -0,3686 -0,4754 -0,5831 -0,6021 -0,4733 -0,1987 0,1736 0,5902 1,0093 1,3922 1,6934 1,8678 1,8971 1,8063 1,6528 1,5050 1,4233 1,4462 1,5828 1,8105 2,0792 2,3171 2,4488 2,4297 2,2663 1,9999 1,6769 1,3327 0,9982 0,7159 0,5376 0,4948 0,5816 0,7669 1,0111 1,2693 1,4969 1,6562 1,7163 1,6501 1,4456 1,1275 0,7554 0,3830 0,0092 -0,4332 -1,0325 -1,8169 -2,7002 -3,5100 -4,0728 -4,2870 -4,1445 -3,7184 -3,1449 -2,5874 -2,1793 -1,9837 -1,9981 -2,1835 -2,4858 -2,8371 -3,1636 -3,4124 -3,5701 -3,6492 -3,6711 -3,6623 -3,6475 -3,6205 -3,5210 -3,2525 -2,7355 -1,9483 -0,9341 0,2153 1,3867 2,4799 3,4405 4,2760 5,0382 5,7813 6,5254 7,2571 7,9523 8,5891 9,1441 9,5949 9,9346 10,1808 10,3701 10,5446 10,7398 10,9749 11,2553 11,5768 11,9201 12,2446 12,5031 12,6661 12,7331 12,7217 12,6537 12,5475 12,4073 12,2130 11,9217 11,4854 10,8803 10,1313 9,3127 8,5233 7,8517 7,3448 6,9923 6,7371 6,4975 6,1870 5,7366 5,1161 4,3371 3,4411 2,4834 1,5216 0,6072 -0,2184 -0,9244 -1,4842 -1,8706 -2,0673 -2,0918 -2,0063 -1,9064 -1,8918 -2,0284 -2,3167 -2,6916 -3,0619 -3,3613 -3,5712 -3,7102 -3,8079 -3,8752 -3,8923 -3,8266 -3,6606 -3,4025 -3,0708 -2,6812 -2,2516 -1,8095 -1,3938 -1,0531 -0,8290 -0,7260 -0,6986 -0,6668 -0,5438 -0,2595 0,2159 0,8496 1,5536 2,2302 2,8168 3,3008 3,7113 4,0911 4,4524 4,7603 4,9620 5,0318 4,9872 4,8770 4,7565 4,6617 4,5993 4,5581 4,5223 4,4806 4,4268 4,3508 4,2347 4,0683 3,8642 3,6459 3,4313 3,2315 3,0513 2,8770 2,6776 2,4200 2,0822 1,6674 1,2159 0,7915 0,4530 0,2331 0,1333 0,1325 0,1983 0,2916 0,3743 0,4166 0,3999 0,3209 0,1938 0,0480 -0,0740 -0,1297 -0,1137 -0,0785 -0,1081 -0,2683 -0,5782 -1,0076 -1,4986 -2,0000 -2,4825 -2,9221 -3,2744 -3,4829 -3,5175 -3,4019 -3,1957 -2,9528 -2,7021 -2,4617 -2,2564 -2,1136 -2,0400 -2,0078 -1,9725 -1,9081 -1,8290 -1,7773 -1,7850 -1,8492 -1,9395 -2,0240 -2,0938 -2,1746 -2,3202 -2,5819 -2,9694 -3,4360 -3,9024 -4,2871 -4,5256 -4,5837 -4,4556 -4,1496 -3,6837 -3,0900 -2,4122 -1,7009 -1,0107 -0,3814 0,1803 0,6872 1,1385 1,5076 1,7674 1,9144 1,9671 1,9435 1,8388 1,6226 1,2710 0,8078 0,3103 -0,1327 -0,4698 -0,6963 -0,8297 -0,8898 -0,9015 -0,8991 -0,9069 -0,9115 -0,8664 -0,7324 -0,5101 -0,2374 0,0311 0,2433 0,3715 0,4269 0,4505 0,4847 0,5433 0,6068 0,6482 0,6566 0,6324 0,5725 0,4671 0,3097 0,1056 -0,1230 -0,3368 -0,4927 -0,5625 -0,5345 -0,4116 -0,2249 -0,0390 0,0814 0,1126 0,0728 -0,0120 -0,1278 -0,2667 -0,4225 -0,5927 -0,7704 -0,9296 -1,0294 -1,0404 -0,9671 -0,8375 -0,6628 -0,4162 -0,0686 0,3523 0,7466 0,9916 1,0118 0,8096 0,4430 -0,0125 -0,4816 -0,8900 -1,1724 -1,2924 -1,2579 -1,1142 -0,9225 -0,7337 -0,5658 -0,3956 -0,1760 0,1305 0,5305 0,9981 1,4787 1,9038 2,2183 2,3970 2,4413 2,3790 2,2595 2,1247 1,9877 1,8502 1,7284 1,6531 1,6501 1,7285 1,8830 2,0945 2,3271 2,5336 2,6662 2,6862 2,5791 2,3621 2,0687 1,7266 1,3518 0,9596 0,5817 0,2719 0,0915 0,0747 0,2025 0,4150 0,6519 0,8802 1,0883 1,2653 1,3894 1,4323 1,3716 1,2076 0,9797 0,7642 0,6406 0,6511 0,7888 1,0200 1,3113 1,6416 2,0003 2,3824 2,7860 3,2053 3,6164 3,9673 4,1883 4,2315 4,1049 3,8657 3,5870 3,3322 3,1397 3,0188 2,9631 2,9722 3,0529 3,1927 3,3440 3,4410 3,4321 3,3094 3,1129 2,8969 2,6918 2,5028 2,3352 2,2047 2,1187 2,0614 2,0003 1,8979 1,7150 1,4141 0,9723 0,3925 -0,2916 -1,0152 -1,6936 -2,2492 -2,6328 -2,8259 -2,8398 -2,7166 -2,5234 -2,3293 -2,1792 -2,0833 -2,0208 -1,9576 -1,8705 -1,7599 -1,6365 -1,4969 -1,3199 -1,0801 -0,7514 -0,3015 0,2963 1,0376 1,8680 2,6862 3,3777 3,8685 4,1602 4,3207 4,4440 4,6106 4,8683 5,2348 5,7059 6,2618 6,8678 7,4709 8,0016 8,3849 8,5602 8,5086 8,2705 7,9397 7,6346 7,4591 7,4613 7,6153 7,8425 8,0571 8,2009 8,2509 8,2096 8,0867 7,8754 7,5417 7,0417 6,3588 5,5307 4,6408 3,7784 2,9993 2,3123 1,6930 1,1167 0,5843 0,1194 -0,2549 -0,5311 -0,7209 -0,8581 -0,9962 -1,1937 -1,4904 -1,8908 -2,3723 -2,9048 -3,4483 -3,9405 -4,3121 -4,5247 -4,5913 -4,5656 -4,5153 -4,4967 -4,5419 -4,6509 -4,7973 -4,9495 -5,0955 -5,2513 -5,4552 -5,7480 -6,1397 -6,5954 -7,0588 -7,4818 -7,8354 -8,1076 -8,2926 -8,3800 -8,3593 -8,2370 -8,0396 -7,7973 -7,5298 -7,2442 -6,9401 -6,6174 -6,2830
F7    -0,6196 -0,7666 -0,8895 -0,9712 -0,9849 -0,9098 -0,7498 -0,5320 -0,2915 -0,0620 0,1265 0,2566 0,3259 0,3379 0,2944 0,1968 0,0518 -0,1277 -0,3221 -0,5010 -0,6302 -0,6912 -0,6942 -0,6685 -0,6417 -0,6262 -0,6176 -0,6011 -0,5572 -0,4612 -0,2927 -0,0553 0,2189 0,4935 0,7534 0,9989 1,2231 1,4039 1,5181 1,5544 1,5131 1,4014 1,2260 0,9865 0,6832 0,3377 -0,0087 -0,3170 -0,5658 -0,7457 -0,8475 -0,8581 -0,7664 -0,5772 -0,3214 -0,0433 0,2253 0,4732 0,6990 0,8980 1,0582 1,1672 1,2260 1,2602 1,3165 1,4415 1,6598 1,9639 2,3129 2,6392 2,8767 2,9896 2,9721 2,8330 2,5963 2,3079 2,0337 1,8407 1,7707 1,8242 1,9699 2,1693 2,3928 2,6173 2,8211 2,9854 3,0978 3,1486 3,1252 3,0156 2,8205 2,5620 2,2756 1,9925 1,7314 1,5037 1,3136 1,1580 1,0370 0,9671 0,9750 1,0738 1,2412 1,4176 1,5320 1,5362 1,4188 1,1949 0,8897 0,5312 0,1576 -0,1756 -0,4096 -0,5087 -0,4767 -0,3547 -0,2081 -0,1040 -0,0854 -0,1570 -0,2937 -0,4611 -0,6320 -0,7833 -0,8860 -0,9123 -0,8553 -0,7284 -0,5495 -0,3318 -0,0816 0,2100 0,5680 1,0189 1,5709 2,2053 2,8849 3,5756 4,2591 4,9228 5,5480 6,1173 6,6256 7,0803 7,4992 7,9058 8,3160 8,7240 9,1044 9,4304 9,6858 9,8620 9,9539 9,9689 9,9348 9,8909 9,8744 9,9153 10,0305 10,2207 10,4714 10,7545 11,0341 11,2781 11,4674 11,5947 11,6543 11,6319 11,5046 11,2596 10,9138 10,5082 10,0807 9,6394 9,1602 8,6085 7,9713 7,2715 6,5564 5,8750 5,2608 4,7211 4,2382 3,7844 3,3391 2,8961 2,4597 2,0383 1,6412 1,2831 0,9871 0,7650 0,5921 0,4148 0,1827 -0,1313 -0,5284 -0,9884 -1,4807 -1,9758 -2,4489 -2,8762 -3,2296 -3,4786 -3,6017 -3,5990 -3,4882 -3,2931 -3,0410 -2,7551 -2,4363 -2,0613 -1,6067 -1,0768 -0,5143 0,0163 0,4565 0,7725 0,9611 1,0507 1,0900 1,1233 1,1723 1,2381 1,3113 1,3860 1,4704 1,5771 1,7017 1,8200 1,9064 1,9464 1,9332 1,8660 1,7618 1,6660 1,6459 1,7555 1,9954 2,3081 2,6132 2,8449 2,9682 2,9759 2,8789 2,7009 2,4761 2,2429 2,0322 1,8590 1,7252 1,6310 1,5790 1,5701 1,6065 1,6900 1,8168 1,9766 2,1567 2,3401 2,5019 2,6087 2,6228 2,5159 2,2895 1,9849 1,6730 1,4243 1,2744 1,2100 1,1872 1,1668 1,1378 1,1166 1,1193 1,1328 1,1157 1,0286 0,8654 0,6555 0,4389 0,2488 0,1135 0,0525 0,0656 0,1378 0,2532 0,3947 0,5372 0,6494 0,7050 0,7025 0,6710 0,6520 0,6715 0,7257 0,7840 0,8080 0,7796 0,7178 0,6624 0,6390 0,6387 0,6274 0,5736 0,4763 0,3666 0,2842 0,2536 0,2760 0,3387 0,4302 0,5459 0,6828 0,8339 0,9888 1,1372 1,2710 1,3920 1,5194 1,6818 1,8996 2,1772 2,5074 2,8687 3,2171 3,4921 3,6405 3,6384 3,4958 3,2488 2,9464 2,6308 2,3219 2,0161 1,6990 1,3599 0,9978 0,6198 0,2401 -0,1176 -0,4196 -0,6222 -0,6757 -0,5401 -0,2070 0,2815 0,8370 1,3603 1,7844 2,0872 2,2719 2,3472 2,3247 2,2249 2,0794 1,9193 1,7605 1,6008 1,4347 1,2665 1,1062 0,9549 0,8017 0,6414 0,4882 0,3700 0,3170 0,3502 0,4680 0,6343 0,7857 0,8555 0,7956 0,5886 0,2543 -0,1529 -0,5615 -0,9052 -1,1442 -1,2795 -1,3383 -1,3323 -1,2347 -1,0070 -0,6433 -0,1886 0,2675 0,6142 0,7644 0,7019 0,4925 0,2466 0,0634 -0,0081 0,0256 0,1285 0,2778 0,4812 0,7520 1,0758 1,4049 1,6807 1,8625 1,9451 1,9563 1,9402 1,9360 1,9627 2,0227 2,1152 2,2416 2,4009 2,5864 2,7856 2,9790 3,1425 3,2642 3,3591 3,4621 3,6016 3,7788 3,9666 4,1237 4,2109 4,1959 4,0539 3,7749 3,3769 2,9076 2,4272 1,9870 1,6237 1,3658 1,2352 1,2395 1,3644 1,5772 1,8356 2,0986 2,3369 2,5401 2,7166 2,8863 3,0718 3,2834 3,5061 3,7011 3,8279 3,8668 3,8231 3,7174 3,5799 3,4489 3,3669 3,3751 3,5018 3,7477 4,0788 4,4377 4,7638 5,0081 5,1381 5,1348 4,9943 4,7390 4,4192 4,0909 3,7895 3,5296 3,3239 3,1894 3,1297 3,1207 3,1226 3,1069 3,0682 3,0148 2,9507 2,8655 2,7418 2,5748 2,3784 2,1695 1,9538 1,7250 1,4710 1,1800 0,8553 0,5211 0,2111 -0,0546 -0,2798 -0,4785 -0,6591 -0,8227 -0,9635 -1,0680 -1,1212 -1,1147 -1,0503 -0,9430 -0,8201 -0,7094 -0,6231 -0,5527 -0,4757 -0,3647 -0,1984 0,0291 0,3136 0,6581 1,0777 1,5813 2,1491 2,7283 3,2521 3,6759 4,0037 4,2801 4,5581 4,8683 5,2140 5,5897 5,9965 6,4340 6,8831 7,3072 7,6715 7,9634 8,1936 8,3768 8,5126 8,5947 8,6312 8,6427 8,6387 8,6029 8,4999 8,2974 7,9869 7,5907 7,1528 6,7236 6,3447 6,0349 5,7792 5,5332 5,2457 4,8834 4,4366 3,9161 3,3546 2,8029 2,3056 1,8760 1,4946 1,1340 0,7847 0,4557 0,1564 -0,1144 -0,3688 -0,6262 -0,9068 -1,2258 -1,5820 -1,9471 -2,2701 -2,4967 -2,5982 -2,5950 -2,5542 -2,5618 -2,6914 -2,9810 -3,4217 -3,9648 -4,5443 -5,0996 -5,5823 -5,9510 -6,1739 -6,2411 -6,1687 -5,9910 -5,7462 -5,4710 -5,1999 -4,9602 -4,7672 -4,6269 -4,5421 -4,5141 -4,5302 -4,5528 -4,5292 -4,4175 -4,2094 -3,9337
