Fp1   -1,8278 -1,6857 -1,5347 -1,3681 -1,1940 -1,0330 -0,9020 -0,8007 -0,7161 -0,6412 -0,5926 -0,6074 -0,7156 -0,9114 -1,1469 -1,3502 -1,4553 -1,4242 -1,2533 -0,9693 -0,6162 -0,2412 0,1145 0,4182 0,6453 0,7801 0,8247 0,8069 0,7651 0,7246 0,6954 0,6865 0,7153 0,8033 0,9616 1,1746 1,3964 1,5686 1,6448 1,6082 1,4770 1,2911 1,0933 0,9148 0,7629 0,6178 0,4504 0,2469 0,0161 -0,2171 -0,4192 -0,5584 -0,6160 -0,5920 -0,5078 -0,4053 -0,3339 -0,3340 -0,4242 -0,5922 -0,7950 -0,9784 -1,1032 -1,1599 -1,1632 -1,1350 -1,0910 -1,0412 -0,9920 -0,9427 -0,8770 -0,7630 -0,5596 -0,2340 0,2135 0,7383 1,2692 1,7398 2,1104 2,3686 2,5183 2,5743 2,5580 2,4884 2,3739 2,2077 1,9692 1,6382 1,2117 0,7079 0,1633 -0,3751 -0,8649 -1,2832 -1,6246 -1,8921 -2,0930 -2,2427 -2,3699 -2,5167 -2,7259 -3,0212 -3,3988 -3,8331 -4,2863 -4,7159 -5,0832 -5,3632 -5,5518 -5,6597 -5,6992 -5,6791 -5,6090 -5,5009 -5,3678 -5,2217 -5,0635 -4,8733 -4,6199 -4,2832 -3,8622 -3,3681 -2,8192 -2,2380 -1,6462 -1,0602 -0,4973 0,0176 0,4598 0,8218 1,1141 1,3517 1,5485 1,7169 1,8647 1,9965 2,1203 2,2454 2,3737 2,4985 2,6160 2,7341 2,8687 3,0276 3,1973 3,3457 3,4380 3,4525 3,3849 3,2394 3,0292 2,7848 2,5499 2,3613 2,2321 2,1534 2,1069 2,0738 2,0366 1,9806 1,8971 1,7902 1,6835 1,6166 1,6272 1,7336 1,9273 2,1765 2,4349 2,6548 2,7983 2,8432 2,7897 2,6616 2,4946 2,3174 2,1454 1,9951 1,8953 1,8732 1,9267 2,0147 2,0760 2,0545 1,9154 1,6517 1,2853 0,8589 0,4277 0,0436 -0,2641 -0,4983 -0,6815 -0,8378 -0,9873 -1,1529 -1,3557 -1,6033 -1,8899 -2,2039 -2,5304 -2,8496 -3,1421 -3,3972 -3,6197 -3,8315 -4,0618 -4,3266 -4,6146 -4,8911 -5,1189 -5,2766 -5,3607 -5,3805 -5,3574 -5,3195 -5,2862 -5,2609 -5,2346 -5,1903 -5,1104 -4,9891 -4,8361 -4,6625 -4,4657 -4,2331 -3,9588 -3,6551 -3,3469 -3,0597 -2,8169 -2,6435 -2,5576 -2,5501 -2,5837 -2,6194 -2,6445 -2,6758 -2,7396 -2,8449 -2,9718 -3,0800 -3,1277 -3,0893 -2,9654 -2,7790 -2,5641 -2,3544 -2,1722 -2,0264 -1,9193 -1,8468 -1,7923 -1,7310 -1,6473 -1,5459 -1,4441 -1,3578 -1,2926 -1,2396 -1,1789 -1,0970 -0,9983 -0,8997 -0,8193 -0,7745 -0,7834 -0,8589 -0,9984 -1,1817 -1,3818 -1,5772 -1,7614 -1,9410 -2,1243 -2,3113 -2,4920 -2,6497 -2,7627 -2,8099 -2,7836 -2,6927 -2,5526 -2,3742 -2,1668 -1,9450 -1,7294 -1,5462 -1,4306 -1,4205 -1,5351 -1,7620 -2,0650 -2,3956 -2,7030 -2,9497 -3,1208 -3,2229 -3,2761 -3,2997 -3,2978 -3,2631 -3,1909 -3,0770 -2,9103 -2,6835 -2,4094 -2,1194 -1,8479 -1,6167 -1,4305 -1,2836 -1,1702 -1,0926 -1,0646 -1,1043 -1,2184 -1,3913 -1,5858 -1,7533 -1,8504 -1,8526 -1,7555 -1,5708 -1,3286 -1,0794 -0,8795 -0,7665 -0,7488 -0,8121 -0,9287 -1,0665 -1,2002 -1,3126 -1,3916 -1,4316 -1,4399 -1,4372 -1,4476 -1,4869 -1,5596 -1,6597 -1,7684 -1,8562 -1,8965 -1,8745 -1,7862 -1,6390 -1,4591 -1,2873 -1,1601 -1,0954 -1,0926 -1,1414 -1,2293 -1,3469 -1,4883 -1,6426 -1,7867 -1,8938 -1,9525 -1,9759 -1,9934 -2,0356 -2,1250 -2,2783 -2,5036 -2,7893 -3,0988 -3,3760 -3,5630 -3,6214 -3,5444 -3,3515 -3,0762 -2,7562 -2,4303 -2,1374 -1,9118 -1,7755 -1,7296 -1,7545 -1,8206 -1,9035 -1,9855 -2,0454 -2,0569 -1,9993 -1,8679 -1,6780 -1,4571 -1,2287 -1,0054 -0,7999 -0,6360 -0,5458 -0,5564 -0,6782 -0,8955 -1,1608 -1,4047 -1,5650 -1,6126 -1,5574 -1,4344 -1,2865 -1,1542 -1,0679 -1,0449 -1,0927 -1,2122 -1,3937 -1,6105 -1,8232 -1,9921 -2,0975 -2,1497 -2,1756 -2,1924 -2,1991 -2,1891 -2,1630 -2,1278 -2,0922 -2,0689 -2,0734 -2,1128 -2,1794 -2,2583 -2,3387 -2,4161 -2,4850 -2,5325 -2,5445 -2,5232 -2,4893 -2,4624 -2,4448 -2,4274 -2,3971 -2,3365 -2,2259 -2,0561 -1,8379 -1,5958 -1,3565 -1,1349 -0,9236 -0,6974 -0,4417 -0,1718 0,0751 0,2600 0,3540 0,3407 0,2195 0,0091 -0,2548 -0,5324 -0,7951 -1,0334 -1,2517 -1,4477 -1,6014 -1,6861 -1,6853 -1,5994 -1,4447 -1,2494 -1,0464 -0,8668 -0,7375 -0,6792 -0,7033 -0,8088 -0,9816 -1,1940 -1,4120 -1,6085 -1,7729 -1,9147 -2,0600 -2,2333 -2,4384 -2,6578 -2,8651 -3,0355 -3,1533 -3,2195 -3,2510 -3,2711 -3,3016 -3,3541 -3,4241 -3,4966 -3,5619 -3,6216 -3,6809 -3,7428 -3,8082 -3,8685 -3,8988 -3,8657 -3,7441 -3,5277 -3,2304 -2,8816 -2,5151 -2,1571 -1,8255 -1,5445 -1,3480 -1,2546 -1,2396 -1,2449 -1,2239 -1,1735 -1,1210 -1,0909 -1,0897 -1,1113 -1,1423 -1,1603 -1,1349 -1,0340 -0,8390 -0,5628 -0,2517 0,0344 0,2439 0,3502 0,3634 0,3254 0,2816 0,2523 0,2291 0,1926 0,1272 0,0232 -0,1222 -0,2983 -0,4808 -0,6448 -0,7804 -0,8943 -1,0006 -1,1073 -1,2090 -1,2921 -1,3492 -1,3888 -1,4352 -1,5137 -1,6319 -1,7777 -1,9334 -2,0896 -2,2454 -2,4031 -2,5628 -2,7252 -2,9003 -3,1086 -3,3628 -3,6543 -3,9612 -4,2605 -4,5296 -4,7526 -4,9281 -5,0662 -5,1791 -5,2742 -5,3497 -5,3982 -5,4221 -5,4438 -5,4988 -5,6173 -5,8085 -6,0598 -6,3473 -6,6474 -6,9387 -7,1975 -7,4013 -7,5407 -7,6233 -7,6656 -7,6835 -7,6892 -7,6973 -7,7243 -7,7763 -7,8451 -7,9186 -7,9911 -8,0636 -8,1352 -8,1939
Fz    -0,4085 -0,4606 -0,4767 -0,4377 -0,3452 -0,2208 -0,0946 0,0072 0,0672 0,0724 0,0084 -0,1380 -0,3662 -0,6517 -0,9469 -1,1950 -1,3477 -1,3776 -1,2841 -1,0927 -0,8451 -0,5840 -0,3422 -0,1383 0,0214 0,1360 0,2096 0,2545 0,2872 0,3202 0,3618 0,4223 0,5143 0,6489 0,8282 1,0341 1,2231 1,3412 1,3491 1,2391 1,0364 0,7887 0,5481 0,3540 0,2176 0,1193 0,0254 -0,0878 -0,2245 -0,3698 -0,4926 -0,5521 -0,5121 -0,3588 -0,1168 0,1522 0,3708 0,4789 0,4542 0,3160 0,1123 -0,1003 -0,2779 -0,4024 -0,4787 -0,5167 -0,5187 -0,4815 -0,4041 -0,2898 -0,1370 0,0714 0,3633 0,7571 1,2399 1,7640 2,2636 2,6792 2,9752 3,1427 3,1920 3,1456 3,0338 2,8859 2,7157 2,5130 2,2472 1,8878 1,4270 0,8867 0,3113 -0,2423 -0,7193 -1,0832 -1,3218 -1,4478 -1,4972 -1,5208 -1,5712 -1,6890 -1,8908 -2,1629 -2,4680 -2,7625 -3,0147 -3,2151 -3,3730 -3,5058 -3,6266 -3,7352 -3,8164 -3,8483 -3,8156 -3,7170 -3,5644 -3,3738 -3,1547 -2,9014 -2,5979 -2,2298 -1,7921 -1,2892 -0,7355 -0,1520 0,4387 1,0152 1,5537 2,0252 2,4021 2,6717 2,8436 2,9472 3,0257 3,1240 3,2695 3,4630 3,6886 3,9233 4,1419 4,3244 4,4654 4,5791 4,6923 4,8238 4,9683 5,0973 5,1754 5,1795 5,1074 4,9689 4,7813 4,5739 4,3859 4,2519 4,1875 4,1866 4,2301 4,2947 4,3579 4,4037 4,4286 4,4432 4,4701 4,5374 4,6663 4,8604 5,1027 5,3574 5,5763 5,7112 5,7293 5,6234 5,4175 5,1620 4,9130 4,7043 4,5388 4,4063 4,3056 4,2433 4,2117 4,1794 4,1041 3,9501 3,6984 3,3490 2,9174 2,4304 1,9261 1,4513 1,0489 0,7397 0,5134 0,3366 0,1708 -0,0184 -0,2575 -0,5605 -0,9298 -1,3599 -1,8382 -2,3406 -2,8317 -3,2760 -3,6548 -3,9740 -4,2559 -4,5217 -4,7777 -5,0161 -5,2251 -5,3944 -5,5135 -5,5701 -5,5561 -5,4772 -5,3512 -5,1976 -5,0265 -4,8379 -4,6292 -4,3988 -4,1444 -3,8587 -3,5306 -3,1545 -2,7400 -2,3136 -1,9108 -1,5657 -1,3060 -1,1500 -1,0968 -1,1163 -1,1574 -1,1783 -1,1766 -1,1925 -1,2759 -1,4483 -1,6871 -1,9392 -2,1484 -2,2772 -2,3158 -2,2820 -2,2133 -2,1493 -2,1117 -2,0987 -2,0930 -2,0685 -1,9954 -1,8569 -1,6674 -1,4705 -1,3140 -1,2265 -1,2091 -1,2392 -1,2843 -1,3179 -1,3275 -1,3128 -1,2829 -1,2569 -1,2627 -1,3267 -1,4585 -1,6466 -1,8659 -2,0875 -2,2889 -2,4624 -2,6147 -2,7580 -2,9028 -3,0558 -3,2167 -3,3784 -3,5317 -3,6680 -3,7729 -3,8195 -3,7769 -3,6321 -3,4084 -3,1666 -2,9857 -2,9280 -3,0075 -3,1860 -3,3973 -3,5778 -3,6896 -3,7286 -3,7127 -3,6630 -3,5985 -3,5314 -3,4583 -3,3601 -3,2129 -2,9952 -2,6926 -2,3106 -1,8849 -1,4728 -1,1264 -0,8708 -0,6964 -0,5702 -0,4576 -0,3398 -0,2177 -0,1057 -0,0248 0,0052 -0,0251 -0,1059 -0,2081 -0,2934 -0,3238 -0,2707 -0,1276 0,0807 0,3036 0,4868 0,5934 0,6136 0,5654 0,4851 0,4100 0,3668 0,3674 0,4043 0,4479 0,4592 0,4124 0,3064 0,1546 -0,0248 -0,2123 -0,3892 -0,5439 -0,6727 -0,7751 -0,8506 -0,9036 -0,9454 -0,9893 -1,0418 -1,1000 -1,1544 -1,1933 -1,2120 -1,2234 -1,2526 -1,3164 -1,4124 -1,5274 -1,6500 -1,7764 -1,9076 -2,0470 -2,1999 -2,3713 -2,5579 -2,7431 -2,8983 -2,9895 -2,9908 -2,8944 -2,7070 -2,4411 -2,1167 -1,7668 -1,4348 -1,1622 -0,9725 -0,8611 -0,8013 -0,7618 -0,7242 -0,6853 -0,6453 -0,5977 -0,5324 -0,4469 -0,3514 -0,2612 -0,1814 -0,1053 -0,0258 0,0537 0,1189 0,1501 0,1259 0,0292 -0,1388 -0,3460 -0,5356 -0,6500 -0,6567 -0,5596 -0,3931 -0,2079 -0,0550 0,0244 -0,0001 -0,1453 -0,4019 -0,7293 -1,0683 -1,3623 -1,5773 -1,7145 -1,8012 -1,8663 -1,9208 -1,9572 -1,9595 -1,9150 -1,8235 -1,7015 -1,5769 -1,4752 -1,4084 -1,3766 -1,3765 -1,4070 -1,4671 -1,5508 -1,6504 -1,7624 -1,8856 -2,0110 -2,1203 -2,1967 -2,2309 -2,2134 -2,1299 -1,9735 -1,7568 -1,5028 -1,2288 -0,9413 -0,6386 -0,3157 0,0263 0,3744 0,7082 1,0066 1,2502 1,4201 1,5003 1,4811 1,3629 1,1597 0,8982 0,6114 0,3315 0,0922 -0,0726 -0,1416 -0,1196 -0,0358 0,0704 0,1647 0,2281 0,2581 0,2619 0,2492 0,2259 0,1883 0,1255 0,0302 -0,0907 -0,2181 -0,3338 -0,4361 -0,5431 -0,6767 -0,8409 -1,0171 -1,1792 -1,3102 -1,4094 -1,4887 -1,5667 -1,6613 -1,7858 -1,9449 -2,1308 -2,3256 -2,5112 -2,6760 -2,8134 -2,9197 -2,9933 -3,0257 -2,9924 -2,8604 -2,6093 -2,2483 -1,8187 -1,3785 -0,9787 -0,6483 -0,3977 -0,2333 -0,1598 -0,1627 -0,1951 -0,1942 -0,1188 0,0261 0,1995 0,3521 0,4508 0,4905 0,4970 0,5157 0,5929 0,7585 1,0169 1,3452 1,7008 2,0327 2,2925 2,4501 2,5137 2,5287 2,5428 2,5713 2,5906 2,5584 2,4375 2,2133 1,9032 1,5533 1,2176 0,9331 0,7122 0,5508 0,4368 0,3540 0,2871 0,2236 0,1522 0,0600 -0,0676 -0,2373 -0,4380 -0,6427 -0,8248 -0,9744 -1,1041 -1,2395 -1,4061 -1,6211 -1,8941 -2,2268 -2,6052 -2,9977 -3,3713 -3,7089 -4,0132 -4,3025 -4,5992 -4,9135 -5,2341 -5,5340 -5,7813 -5,9516 -6,0454 -6,0999 -6,1793 -6,3443 -6,6231 -7,0031 -7,4417 -7,8820 -8,2670 -8,5495 -8,7022 -8,7237 -8,6345 -8,4666 -8,2539 -8,0295 -7,8262 -7,6722 -7,5795 -7,5417 -7,5428 -7,5668 -7,5992 -7,6268 -7,6313
F3    -1,3249 -1,4122 -1,4176 -1,3338 -1,1869 -1,0252 -0,8914 -0,8026 -0,7534 -0,7346 -0,7517 -0,8245 -0,9680 -1,1722 -1,3991 -1,5953 -1,7113 -1,7138 -1,5897 -1,3463 -1,0095 -0,6158 -0,2051 0,1833 0,5128 0,7548 0,9017 0,9740 1,0087 1,0388 1,0852 1,1578 1,2577 1,3816 1,5205 1,6533 1,7437 1,7520 1,6573 1,4716 1,2370 1,0056 0,8169 0,6855 0,5982 0,5213 0,4231 0,2939 0,1461 0,0024 -0,1066 -0,1433 -0,0744 0,1082 0,3681 0,6271 0,7948 0,8058 0,6410 0,3292 -0,0634 -0,4549 -0,7746 -0,9851 -1,0851 -1,0945 -1,0369 -0,9349 -0,8108 -0,6838 -0,5555 -0,3997 -0,1707 0,1693 0,6209 1,1370 1,6417 2,0628 2,3577 2,5199 2,5699 2,5431 2,4781 2,4011 2,3123 2,1837 1,9714 1,6391 1,1833 0,6385 0,0602 -0,4946 -0,9833 -1,3850 -1,6961 -1,9235 -2,0844 -2,2080 -2,3330 -2,4987 -2,7300 -3,0276 -3,3700 -3,7247 -4,0595 -4,3493 -4,5787 -4,7441 -4,8524 -4,9107 -4,9190 -4,8724 -4,7705 -4,6239 -4,4531 -4,2827 -4,1269 -3,9740 -3,7903 -3,5384 -3,1920 -2,7414 -2,1949 -1,5765 -0,9187 -0,2537 0,3869 0,9674 1,4526 1,8224 2,0769 2,2279 2,2985 2,3250 2,3478 2,3987 2,4958 2,6412 2,8207 3,0088 3,1806 3,3276 3,4628 3,6032 3,7448 3,8580 3,9064 3,8722 3,7625 3,5944 3,3874 3,1717 2,9864 2,8591 2,7896 2,7535 2,7212 2,6733 2,6046 2,5228 2,4459 2,3959 2,3945 2,4600 2,6013 2,8112 3,0674 3,3344 3,5676 3,7213 3,7618 3,6798 3,4978 3,2655 3,0378 2,8489 2,7081 2,6193 2,5955 2,6462 2,7516 2,8579 2,8962 2,8079 2,5629 2,1659 1,6544 1,0879 0,5353 0,0608 -0,2953 -0,5264 -0,6577 -0,7332 -0,8042 -0,9210 -1,1221 -1,4230 -1,8139 -2,2691 -2,7564 -3,2436 -3,7031 -4,1196 -4,4929 -4,8372 -5,1716 -5,5070 -5,8352 -6,1334 -6,3785 -6,5569 -6,6621 -6,6920 -6,6518 -6,5574 -6,4287 -6,2788 -6,1130 -5,9319 -5,7342 -5,5197 -5,2877 -5,0313 -4,7363 -4,3918 -4,0062 -3,6113 -3,2486 -2,9531 -2,7464 -2,6371 -2,6186 -2,6624 -2,7243 -2,7692 -2,7980 -2,8484 -2,9647 -3,1601 -3,4037 -3,6368 -3,8006 -3,8582 -3,8017 -3,6496 -3,4411 -3,2229 -3,0328 -2,8856 -2,7737 -2,6755 -2,5652 -2,4273 -2,2707 -2,1260 -2,0228 -1,9717 -1,9620 -1,9686 -1,9625 -1,9278 -1,8707 -1,8094 -1,7600 -1,7342 -1,7479 -1,8222 -1,9687 -2,1744 -2,4019 -2,6037 -2,7500 -2,8510 -2,9514 -3,0997 -3,3190 -3,5955 -3,8854 -4,1346 -4,3053 -4,3896 -4,3977 -4,3392 -4,2165 -4,0342 -3,8132 -3,5986 -3,4532 -3,4322 -3,5525 -3,7837 -4,0684 -4,3516 -4,5951 -4,7788 -4,8979 -4,9620 -4,9917 -5,0037 -4,9904 -4,9221 -4,7701 -4,5204 -4,1731 -3,7459 -3,2820 -2,8427 -2,4851 -2,2406 -2,1092 -2,0692 -2,0937 -2,1620 -2,2613 -2,3843 -2,5231 -2,6655 -2,7937 -2,8852 -2,9153 -2,8645 -2,7221 -2,4913 -2,1926 -1,8673 -1,5698 -1,3513 -1,2462 -1,2645 -1,3866 -1,5683 -1,7582 -1,9149 -2,0140 -2,0529 -2,0556 -2,0633 -2,1092 -2,2032 -2,3389 -2,5051 -2,6851 -2,8563 -2,9952 -3,0841 -3,1113 -3,0722 -2,9737 -2,8391 -2,7042 -2,6030 -2,5560 -2,5659 -2,6205 -2,7016 -2,7988 -2,9095 -3,0240 -3,1217 -3,1850 -3,2129 -3,2201 -3,2296 -3,2668 -3,3541 -3,5035 -3,7120 -3,9607 -4,2137 -4,4237 -4,5490 -4,5696 -4,4861 -4,3087 -4,0533 -3,7477 -3,4358 -3,1658 -2,9674 -2,8341 -2,7277 -2,6090 -2,4668 -2,3181 -2,1825 -2,0654 -1,9650 -1,8819 -1,8181 -1,7738 -1,7457 -1,7258 -1,7070 -1,6917 -1,6958 -1,7441 -1,8583 -2,0429 -2,2727 -2,4946 -2,6452 -2,6766 -2,5762 -2,3677 -2,0944 -1,8065 -1,5553 -1,3910 -1,3582 -1,4846 -1,7636 -2,1502 -2,5753 -2,9669 -3,2714 -3,4691 -3,5709 -3,5963 -3,5585 -3,4669 -3,3373 -3,1949 -3,0675 -2,9785 -2,9404 -2,9471 -2,9752 -2,9988 -3,0072 -3,0113 -3,0327 -3,0869 -3,1779 -3,3054 -3,4668 -3,6467 -3,8149 -3,9427 -4,0138 -4,0172 -3,9395 -3,7739 -3,5331 -3,2460 -2,9421 -2,6384 -2,3332 -2,0123 -1,6684 -1,3139 -0,9754 -0,6825 -0,4644 -0,3489 -0,3539 -0,4776 -0,6970 -0,9729 -1,2586 -1,5122 -1,7036 -1,8123 -1,8248 -1,7407 -1,5794 -1,3749 -1,1615 -0,9656 -0,8070 -0,7023 -0,6622 -0,6862 -0,7639 -0,8869 -1,0563 -1,2731 -1,5270 -1,7956 -2,0549 -2,2911 -2,5058 -2,7081 -2,9012 -3,0792 -3,2315 -3,3460 -3,4163 -3,4491 -3,4617 -3,4760 -3,5158 -3,6002 -3,7322 -3,8995 -4,0858 -4,2825 -4,4901 -4,7114 -4,9426 -5,1631 -5,3335 -5,4094 -5,3615 -5,1869 -4,9075 -4,5615 -4,1905 -3,8266 -3,4931 -3,2135 -3,0110 -2,8903 -2,8225 -2,7604 -2,6722 -2,5600 -2,4477 -2,3601 -2,3111 -2,2982 -2,3002 -2,2807 -2,2043 -2,0508 -1,8200 -1,5325 -1,2288 -0,9598 -0,7686 -0,6714 -0,6473 -0,6508 -0,6467 -0,6340 -0,6386 -0,6905 -0,8075 -0,9922 -1,2319 -1,4981 -1,7538 -1,9676 -2,1228 -2,2200 -2,2733 -2,2970 -2,2956 -2,2675 -2,2205 -2,1804 -2,1872 -2,2754 -2,4514 -2,6897 -2,9508 -3,2013 -3,4242 -3,6173 -3,7912 -3,9693 -4,1842 -4,4618 -4,7987 -5,1571 -5,4917 -5,7751 -6,0015 -6,1822 -6,3389 -6,4890 -6,6355 -6,7703 -6,8812 -6,9611 -7,0223 -7,1027 -7,2511 -7,5042 -7,8677 -8,3138 -8,7898 -9,2356 -9,5992 -9,8452 -9,9591 -9,9489 -9,8382 -9,6579 -9,4432 -9,2326 -9,0664 -8,9761 -8,9667 -9,0116 -9,0724 -9,1238 -9,1634 -9,1989 -9,2261
F7    -0,6325 -0,4090 -0,2748 -0,2120 -0,1894 -0,1838 -0,1825 -0,1724 -0,1421 -0,1043 -0,1094 -0,2263 -0,4968 -0,8999 -1,3500 -1,7330 -1,9528 -1,9579 -1,7417 -1,3381 -0,8139 -0,2556 0,2511 0,6382 0,8635 0,9127 0,8062 0,6030 0,3784 0,1951 0,0946 0,0998 0,2128 0,4140 0,6687 0,9275 1,1276 1,2123 1,1576 0,9856 0,7576 0,5468 0,4075 0,3585 0,3800 0,4195 0,4198 0,3487 0,2014 -0,0104 -0,2564 -0,4859 -0,6458 -0,7114 -0,7039 -0,6803 -0,6997 -0,7935 -0,9520 -1,1318 -1,2785 -1,3542 -1,3574 -1,3249 -1,3114 -1,3613 -1,4922 -1,6946 -1,9336 -2,1556 -2,3034 -2,3342 -2,2253 -1,9701 -1,5802 -1,0910 -0,5555 -0,0282 0,4524 0,8684 1,2141 1,4876 1,6854 1,7973 1,8007 1,6637 1,3598 0,8877 0,2780 -0,4217 -1,1612 -1,8908 -2,5604 -3,1228 -3,5364 -3,7709 -3,8180 -3,7022 -3,4832 -3,2407 -3,0456 -2,9395 -2,9368 -3,0380 -3,2387 -3,5283 -3,8850 -4,2723 -4,6454 -4,9613 -5,1863 -5,3026 -5,3153 -5,2502 -5,1436 -5,0302 -4,9265 -4,8180 -4,6687 -4,4434 -4,1204 -3,6946 -3,1814 -2,6147 -2,0287 -1,4443 -0,8768 -0,3533 0,0903 0,4287 0,6566 0,7845 0,8384 0,8532 0,8591 0,8725 0,9007 0,9462 1,0046 1,0618 1,1030 1,1294 1,1635 1,2311 1,3361 1,4555 1,5582 1,6325 1,6899 1,7376 1,7655 1,7655 1,7509 1,7465 1,7608 1,7692 1,7255 1,5896 1,3488 1,0264 0,6726 0,3469 0,1061 -0,0011 0,0535 0,2666 0,6018 0,9950 1,3667 1,6437 1,7792 1,7605 1,6108 1,3825 1,1355 0,9133 0,7361 0,6109 0,5417 0,5264 0,5480 0,5715 0,5468 0,4211 0,1641 -0,2142 -0,6685 -1,1344 -1,5452 -1,8526 -2,0486 -2,1696 -2,2723 -2,3979 -2,5551 -2,7348 -2,9324 -3,1520 -3,3959 -3,6531 -3,9005 -4,1155 -4,2904 -4,4354 -4,5747 -4,7357 -4,9336 -5,1569 -5,3721 -5,5465 -5,6670 -5,7412 -5,7854 -5,8153 -5,8453 -5,8849 -5,9320 -5,9761 -6,0083 -6,0225 -6,0127 -5,9816 -5,9435 -5,9085 -5,8680 -5,8003 -5,6854 -5,5169 -5,3031 -5,0623 -4,8153 -4,5837 -4,3883 -4,2417 -4,1405 -4,0703 -4,0164 -3,9704 -3,9278 -3,8855 -3,8405 -3,7880 -3,7173 -3,6114 -3,4523 -3,2312 -2,9621 -2,6868 -2,4583 -2,3153 -2,2683 -2,2968 -2,3536 -2,3824 -2,3454 -2,2375 -2,0731 -1,8688 -1,6351 -1,3733 -1,0813 -0,7723 -0,4837 -0,2625 -0,1424 -0,1303 -0,2075 -0,3449 -0,5159 -0,6978 -0,8710 -1,0192 -1,1344 -1,2223 -1,3015 -1,3935 -1,5160 -1,6743 -1,8507 -2,0046 -2,0951 -2,1017 -2,0239 -1,8687 -1,6461 -1,3751 -1,0871 -0,8222 -0,6271 -0,5460 -0,6005 -0,7796 -1,0492 -1,3660 -1,6850 -1,9676 -2,1879 -2,3327 -2,4041 -2,4175 -2,3907 -2,3368 -2,2666 -2,1876 -2,1040 -2,0229 -1,9593 -1,9279 -1,9301 -1,9504 -1,9664 -1,9617 -1,9339 -1,8970 -1,8752 -1,8875 -1,9334 -1,9972 -2,0615 -2,1105 -2,1268 -2,0926 -1,9969 -1,8486 -1,6844 -1,5597 -1,5217 -1,5875 -1,7417 -1,9518 -2,1830 -2,4041 -2,5878 -2,7104 -2,7556 -2,7248 -2,6455 -2,5605 -2,4997 -2,4647 -2,4383 -2,4027 -2,3461 -2,2649 -2,1701 -2,0824 -2,0119 -1,9490 -1,8837 -1,8274 -1,8052 -1,8337 -1,9090 -2,0146 -2,1341 -2,2577 -2,3808 -2,4933 -2,5760 -2,6147 -2,6136 -2,5936 -2,5759 -2,5719 -2,5915 -2,6550 -2,7864 -2,9931 -3,2502 -3,5003 -3,6765 -3,7393 -3,6909 -3,5567 -3,3636 -3,1373 -2,9072 -2,7045 -2,5566 -2,4815 -2,4818 -2,5449 -2,6495 -2,7734 -2,8879 -2,9481 -2,9065 -2,7469 -2,4983 -2,2143 -1,9440 -1,7195 -1,5569 -1,4624 -1,4366 -1,4772 -1,5806 -1,7401 -1,9405 -2,1521 -2,3278 -2,4134 -2,3697 -2,2010 -1,9615 -1,7299 -1,5702 -1,5144 -1,5693 -1,7267 -1,9643 -2,2503 -2,5489 -2,8242 -3,0457 -3,2001 -3,2937 -3,3342 -3,3078 -3,1855 -2,9548 -2,6447 -2,3178 -2,0371 -1,8418 -1,7461 -1,7466 -1,8261 -1,9604 -2,1303 -2,3276 -2,5444 -2,7545 -2,9165 -3,0027 -3,0165 -2,9832 -2,9354 -2,9043 -2,9004 -2,8980 -2,8477 -2,7088 -2,4754 -2,1740 -1,8420 -1,5082 -1,1822 -0,8622 -0,5561 -0,2904 -0,0968 0,0048 0,0088 -0,0773 -0,2356 -0,4445 -0,6844 -0,9308 -1,1506 -1,3164 -1,4229 -1,4835 -1,5125 -1,5135 -1,4809 -1,4043 -1,2753 -1,0999 -0,9047 -0,7320 -0,6247 -0,6111 -0,6980 -0,8780 -1,1399 -1,4638 -1,8118 -2,1345 -2,3942 -2,5881 -2,7509 -2,9296 -3,1501 -3,4030 -3,6502 -3,8422 -3,9411 -3,9419 -3,8735 -3,7826 -3,7180 -3,7203 -3,8063 -3,9618 -4,1530 -4,3466 -4,5232 -4,6767 -4,8024 -4,8866 -4,9093 -4,8566 -4,7269 -4,5275 -4,2660 -3,9527 -3,6098 -3,2681 -2,9560 -2,6991 -2,5213 -2,4308 -2,4055 -2,4030 -2,3900 -2,3575 -2,3089 -2,2460 -2,1719 -2,0960 -2,0294 -1,9734 -1,9102 -1,8049 -1,6275 -1,3826 -1,1178 -0,9003 -0,7844 -0,7825 -0,8516 -0,9123 -0,8963 -0,7830 -0,5975 -0,3860 -0,1954 -0,0605 0,0068 0,0172 -0,0109 -0,0676 -0,1528 -0,2699 -0,4202 -0,5951 -0,7726 -0,9216 -1,0117 -1,0240 -0,9630 -0,8541 -0,7295 -0,6201 -0,5571 -0,5704 -0,6812 -0,8928 -1,1866 -1,5309 -1,8988 -2,2716 -2,6248 -2,9249 -3,1496 -3,2983 -3,3869 -3,4445 -3,5114 -3,6281 -3,8210 -4,0932 -4,4192 -4,7543 -5,0589 -5,3208 -5,5568 -5,7970 -6,0649 -6,3650 -6,6821 -6,9918 -7,2757 -7,5248 -7,7381 -7,9220 -8,0849 -8,2237 -8,3204 -8,3586 -8,3434 -8,3014 -8,2598 -8,2309 -8,2159 -8,2206 -8,2650 -8,3709 -8,5363
