Fp1   1,2468 1,2171 1,1517 1,0440 0,8778 0,6778 0,5210 0,5074 0,6539 0,8012 0,6809 0,0923 -0,9811 -2,3769 -3,8273 -5,0440 -5,7963 -5,9754 -5,6195 -4,8835 -3,9563 -2,9662 -1,9381 -0,8262 0,4320 1,8553 3,3488 4,7081 5,7264 6,2934 6,4128 6,1713 5,6937 5,0810 4,3592 3,5099 2,5536 1,5561 0,5794 -0,3236 -1,1107 -1,7723 -2,3121 -2,6965 -2,8606 -2,7884 -2,5709 -2,3678 -2,3117 -2,4473 -2,7428 -3,1434 -3,6099 -4,1255 -4,6760 -5,2165 -5,6520 -5,8625 -5,7676 -5,3901 -4,8483 -4,2639 -3,6722 -3,0212 -2,2393 -1,2785 -0,1165 1,2036 2,4953 3,4668 3,9051 3,8046 3,3305 2,7297 2,2487 2,0397 2,1109 2,3756 2,7508 3,2185 3,8163 4,5772 5,4740 6,4155 7,2940 8,0456 8,6713 9,1943 9,6046 9,8639 9,9653 9,9732 9,9956 10,1252 10,4079 10,8483 11,4304 12,1017 12,7151 13,0290 12,8213 11,9996 10,6068 8,7614 6,6083 4,3112 2,0512 0,0039 -1,7155 -3,1189 -4,3463 -5,5780 -6,9368 -8,4426 -10,0281 -11,5878 -13,0028 -14,1346 -14,8420 -15,0348 -14,7236 -14,0241 -13,1246 -12,2443 -11,5499 -11,0485 -10,5862 -9,9840 -9,1788 -8,2506 -7,3365 -6,5078 -5,7190 -4,8802 -3,9552 -2,9638 -1,9256 -0,8397 0,3091 1,5464 2,8970 4,3693 5,9527 7,6355 9,4056 11,1910 12,8198 14,0958 14,9109 15,2727 15,2707 15,0458 14,7565 14,5457 14,5109 14,6636 14,9301 15,2159 15,4513 15,5735 15,5213 15,2745 14,8754 14,4158 14,0306 13,8647 13,9937 14,3584 14,7842 15,0967 15,2330 15,2200 15,0718 14,7614 14,2637 13,5728 12,6920 11,6465 10,5090 9,3992 8,4347 7,6652 7,0508 6,4964 5,9041 5,2185 4,4412 3,5887 2,6389 1,5364 0,2392 -1,2434 -2,8083 -4,2320 -5,2380 -5,6517 -5,4962 -4,9505 -4,2574 -3,6691 -3,3985 -3,5533 -4,1005 -4,8695 -5,5780 -5,9281 -5,7472 -5,0510 -3,9853 -2,7565 -1,6013 -0,7416 -0,3155 -0,3322 -0,6782 -1,1787 -1,6820 -2,1168 -2,4935 -2,8667 -3,2935 -3,8038 -4,3873 -4,9969 -5,5660 -6,0323 -6,3453 -6,4519 -6,2941 -5,8291 -5,0426 -3,9601 -2,6629 -1,2936 -0,0374 0,9303 1,5373 1,8752 2,1514 2,5764 3,2567 4,1222 4,9794 5,6795 6,2189 6,6999 7,2536 7,9827 8,9150 9,9887 11,0811 12,0678 12,8749 13,5006 14,0082 14,4982 15,0582 15,7128 16,4186 17,0929 17,6128 17,8292 17,6698 17,2293 16,7036 16,2363 15,8365 15,4223 14,9119 14,2632 13,4805 12,6495 11,9472 11,5651 11,5876 11,9251 12,3666 12,7005 12,8120 12,7304 12,5983 12,5593 12,6453 12,7691 12,7987 12,6087 12,1162 11,3385 10,3830 9,3414 8,2244 6,9924 5,6150 4,1172 2,5957 1,1859 0,0063 -0,8781 -1,4658 -1,8288 -2,1050 -2,4314 -2,8538 -3,2850 -3,5245 -3,3466 -2,6594 -1,5897 -0,3814 0,7634 1,7364 2,4859 3,0120 3,4001 3,8032 4,3494 5,0667 5,8960 6,7720 7,6846 8,6514 9,6260 10,4763 11,0863 11,4706 11,7597 12,0765 12,4577 12,8974 13,3957 13,9403 14,4874 14,9881 15,4286 15,8577 16,3873 17,1469 18,2092 19,5390 20,9940 22,3456 23,3200 23,6964 23,4298 22,6907 21,7812 20,9727 20,3893 20,0414 19,9491 20,1960 20,8826 22,0482 23,6110 25,3643 27,0353 28,3619 29,1672 29,4242 29,2570 28,8638 28,4550 28,2196 28,2474 28,4845 28,7955 29,0357 29,0704 28,8066 28,2446 27,4797 26,6503 25,8845 25,2666 24,8100 24,4413 24,0365 23,4941 22,7725 21,8906 20,9200 19,9663 19,1572 18,6184 18,4069 18,4518 18,5602 18,4730 17,9395 16,8285 15,2335 13,4657 11,9321 10,9735 10,7182 11,0282 11,5893 12,0569 12,1731 11,8507 11,1840 10,3568 9,5211 8,7304 7,9667 7,2406 6,6571 6,3720 6,4668 6,8512 7,3149 7,6968 7,9918 8,3139 8,7800 9,4111 10,1055 10,7007 11,0968 11,3392 11,5704 11,9070 12,3748 12,9194 13,4418 13,8778 14,2852 14,8237 15,5991 16,5222 17,3508 17,8568 17,9365 17,6202 17,0258 16,2679 15,3913 14,4018 13,3462 12,3444 11,5618 11,1589 11,2123 11,6402 12,2276 12,7429 13,0402 13,0943 12,9792 12,8071 12,6851 12,7404 13,1370 13,9885 15,2522 16,7572 18,3196 19,8079 21,1479 22,3101 23,2743 24,0022 24,4422 24,5528 24,3513 23,9452 23,4722 22,9902 22,4521 21,8165 21,1584 20,6260 20,3038 20,1575 20,0744 19,9118 19,5344 18,8597 17,8904 16,6914 15,3203 13,7813 12,0545 10,1596 8,1732 6,2076 4,4059 2,9233 1,8710 1,2789 1,0985 1,2228 1,5117 1,8146 1,9808 1,8646 1,3629 0,4915 -0,6001 -1,7385 -2,8299 -3,8319 -4,6888 -5,3474 -5,8021 -6,1145 -6,4058 -6,7858 -7,2582 -7,7406 -8,1701 -8,5286 -8,7879 -8,8766 -8,6817 -8,0656 -6,8952 -5,0889 -2,6710 0,2032 3,2862 6,3248 9,1229 11,5479 13,5464 15,1749 16,5384 17,6606 18,4695 18,9228 19,0752 19,0259 18,8749 18,6996 18,5156 18,2928 18,0231 17,7208 17,3506 16,7962 15,9167 14,6272 12,9288 10,8948 8,6428 6,2998 3,9639 1,6919 -0,4906 -2,5828 -4,5892 -6,4755 -8,1382 -9,4215 -10,1997 -10,4740 -10,3810 -10,0937 -9,7429 -9,4522 -9,4048 -9,8291 -10,8992 -12,6054 -14,6915 -16,7479 -18,3961 -19,4040 -19,6888 -19,3116 -18,4906 -17,5297 -16,6495 -15,9084 -15,2926 -14,8170 -14,5316 -14,4846 -14,6788 -15,0333 -15,3981 -15,6293 -15,6681 -15,5723 -15,4801 -15,5158 -15,7068 -15,9893 -16,2776 -16,5112 -16,6835 -16,8493 -17,0661 -17,3271 -17,5679 -17,7092 -17,6681 -17,3740 -16,8325 -16,1707
Fz    -0,8605 -0,5798 -0,2724 0,0307 0,2761 0,4257 0,4830 0,4924 0,4947 0,4729 0,3547 0,0729 -0,3809 -0,9540 -1,5575 -2,0821 -2,4183 -2,4945 -2,3050 -1,9037 -1,3718 -0,7832 -0,1891 0,3773 0,9053 1,4062 1,8895 2,3367 2,7108 2,9846 3,1559 3,2333 3,2186 3,1018 2,8605 2,4758 1,9588 1,3499 0,7026 0,0714 -0,5086 -1,0344 -1,5095 -1,9101 -2,1966 -2,3589 -2,4332 -2,4801 -2,5571 -2,7008 -2,9204 -3,2100 -3,5573 -3,9397 -4,3246 -4,6763 -4,9594 -5,1421 -5,2031 -5,1454 -5,0065 -4,8372 -4,6682 -4,5040 -4,3378 -4,1548 -3,9291 -3,6508 -3,3690 -3,1851 -3,1862 -3,3852 -3,7147 -4,0583 -4,3017 -4,3821 -4,3042 -4,1135 -3,8549 -3,5407 -3,1518 -2,6656 -2,0805 -1,4228 -0,7405 -0,0870 0,4924 0,9579 1,2743 1,4333 1,4695 1,4443 1,4147 1,4177 1,4725 1,5871 1,7593 1,9671 2,1537 2,2327 2,1243 1,7919 1,2514 0,5599 -0,2031 -0,9515 -1,6042 -2,0927 -2,3783 -2,4800 -2,4805 -2,4927 -2,6173 -2,9164 -3,4042 -4,0487 -4,7730 -5,4709 -6,0434 -6,4306 -6,6113 -6,5914 -6,4035 -6,1169 -5,8117 -5,5251 -5,2336 -4,8959 -4,5014 -4,0834 -3,6924 -3,3507 -3,0346 -2,7039 -2,3386 -1,9361 -1,4905 -0,9950 -0,4561 0,1073 0,6721 1,2114 1,6914 2,0906 2,4212 2,7086 2,9583 3,1659 3,3402 3,4954 3,6395 3,7886 3,9793 4,2571 4,6514 5,1487 5,6898 6,2010 6,6272 6,9451 7,1659 7,3316 7,4966 7,7074 7,9968 8,3746 8,8114 9,2382 9,5783 9,7974 9,9272 10,0318 10,1567 10,3103 10,4698 10,5866 10,6020 10,4780 10,2217 9,8835 9,5247 9,1828 8,8628 8,5471 8,2061 7,8112 7,3451 6,7987 6,1679 5,4571 4,6768 3,8387 2,9722 2,1501 1,4706 0,9875 0,6704 0,4368 0,2092 -0,0639 -0,4115 -0,8388 -1,3280 -1,8386 -2,3042 -2,6493 -2,8327 -2,8735 -2,8252 -2,7382 -2,6499 -2,5911 -2,5885 -2,6579 -2,7938 -2,9731 -3,1736 -3,3843 -3,5993 -3,8130 -4,0232 -4,2362 -4,4631 -4,7053 -4,9451 -5,1538 -5,3020 -5,3629 -5,3156 -5,1554 -4,9031 -4,6031 -4,3066 -4,0559 -3,8884 -3,8410 -3,9190 -4,0597 -4,1517 -4,0954 -3,8572 -3,4921 -3,1028 -2,7494 -2,4085 -2,0161 -1,5216 -0,9094 -0,2022 0,5525 1,3014 1,9984 2,6118 3,1261 3,5392 3,8646 4,1337 4,3856 4,6522 4,9428 5,2267 5,4432 5,5528 5,5741 5,5533 5,5053 5,3966 5,1778 4,8228 4,3345 3,7376 3,0982 2,5398 2,1968 2,1332 2,3024 2,5843 2,8533 3,0286 3,1003 3,1213 3,1560 3,2176 3,2534 3,1786 2,9073 2,3795 1,6037 0,6646 -0,3336 -1,3229 -2,2784 -3,1972 -4,0701 -4,8625 -5,5227 -6,0029 -6,2807 -6,3734 -6,3392 -6,2585 -6,1987 -6,1869 -6,2068 -6,2059 -6,1204 -5,9265 -5,6652 -5,3936 -5,1241 -4,8337 -4,5135 -4,1768 -3,8285 -3,4505 -3,0228 -2,5469 -2,0459 -1,5427 -1,0378 -0,5156 0,0151 0,4980 0,8619 1,0760 1,1700 1,2035 1,2361 1,3289 1,5378 1,8808 2,3238 2,8087 3,2876 3,7431 4,1961 4,6949 5,2840 5,9752 6,7355 7,4872 8,1180 8,5191 8,6396 8,5173 8,2544 7,9470 7,6322 7,3108 7,0095 6,8042 6,7900 7,0335 7,5402 8,2480 9,0482 9,8184 10,4608 10,9339 11,2595 11,4921 11,6923 11,9183 12,2032 12,5368 12,8822 13,1963 13,4304 13,5347 13,4737 13,2406 12,8615 12,3828 11,8527 11,3033 10,7389 10,1448 9,5168 8,8716 8,2381 7,6530 7,1531 6,7671 6,5140 6,3877 6,3334 6,2503 6,0267 5,5788 4,8861 4,0180 3,1243 2,3801 1,9189 1,7840 1,9178 2,1959 2,4768 2,6423 2,6339 2,4642 2,1818 1,8222 1,3888 0,8739 0,2971 -0,2804 -0,7793 -1,1465 -1,3879 -1,5529 -1,6804 -1,7680 -1,7886 -1,7247 -1,5844 -1,4020 -1,2344 -1,1396 -1,1342 -1,1783 -1,2070 -1,1687 -1,0448 -0,8530 -0,6191 -0,3311 0,0657 0,6100 1,2584 1,8941 2,3928 2,6757 2,7280 2,5971 2,3596 2,0714 1,7449 1,3727 0,9670 0,5809 0,2987 0,1946 0,2827 0,5070 0,7821 1,0414 1,2564 1,4294 1,5798 1,7419 1,9745 2,3532 2,9234 3,6574 4,4708 5,2766 6,0156 6,6599 7,2085 7,6679 8,0274 8,2571 8,3338 8,2663 8,0969 7,8759 7,6277 7,3417 7,0133 6,6922 6,4628 6,3755 6,4117 6,5043 6,5696 6,5258 6,3119 5,9123 5,3596 4,7032 3,9770 3,2044 2,4194 1,6607 0,9531 0,3231 -0,1800 -0,5031 -0,6335 -0,6218 -0,5677 -0,5802 -0,7366 -1,0646 -1,5546 -2,1797 -2,8930 -3,6175 -4,2724 -4,8074 -5,2009 -5,4476 -5,5633 -5,5882 -5,5855 -5,6343 -5,7926 -6,0525 -6,3558 -6,6474 -6,8930 -7,0621 -7,1158 -7,0143 -6,7245 -6,2140 -5,4534 -4,4426 -3,2311 -1,9115 -0,5916 0,6355 1,7044 2,5848 3,2926 3,8750 4,3617 4,7471 5,0292 5,2346 5,4006 5,5572 5,7166 5,8648 5,9814 6,0690 6,1368 6,1558 6,0473 5,7234 5,1443 4,3485 3,4392 2,5328 1,7086 0,9893 0,3552 -0,2379 -0,8459 -1,5114 -2,2258 -2,9167 -3,4749 -3,8047 -3,8739 -3,7288 -3,4547 -3,1255 -2,8002 -2,5507 -2,4705 -2,6471 -3,1043 -3,7564 -4,4413 -5,0153 -5,4149 -5,6478 -5,7642 -5,8442 -5,9660 -6,1512 -6,3585 -6,5457 -6,7182 -6,9189 -7,2019 -7,6092 -8,1472 -8,7709 -9,3918 -9,9192 -10,3120 -10,5986 -10,8420 -11,0794 -11,2948 -11,4396 -11,4740 -11,4061 -11,2994 -11,2321 -11,2460 -11,3330 -11,4500 -11,5385 -11,5495 -11,4813 -11,3975
F3    0,3502 0,5764 0,7933 0,9807 1,1062 1,1510 1,1258 1,0727 1,0263 0,9625 0,8005 0,4669 -0,0454 -0,6747 -1,3231 -1,8790 -2,2345 -2,3174 -2,1185 -1,6897 -1,1155 -0,4782 0,1610 0,7628 1,3154 1,8301 2,3085 2,7173 3,0033 3,1274 3,0837 2,8942 2,5940 2,2123 1,7551 1,2127 0,5913 -0,0784 -0,7482 -1,3573 -1,8547 -2,2251 -2,4773 -2,6129 -2,6265 -2,5396 -2,4155 -2,3340 -2,3523 -2,4842 -2,7068 -2,9887 -3,3085 -3,6536 -4,0130 -4,3699 -4,6994 -4,9722 -5,1651 -5,2749 -5,3272 -5,3562 -5,3713 -5,3503 -5,2566 -5,0520 -4,7019 -4,2078 -3,6488 -3,1650 -2,8756 -2,8131 -2,9207 -3,0863 -3,1935 -3,1720 -3,0174 -2,7700 -2,4733 -2,1444 -1,7768 -1,3636 -0,9104 -0,4312 0,0577 0,5414 1,0060 1,4304 1,7798 2,0182 2,1335 2,1459 2,0954 2,0283 1,9916 2,0278 2,1639 2,3921 2,6499 2,8266 2,8105 2,5408 2,0250 1,3266 0,5387 -0,2439 -0,9452 -1,5107 -1,9097 -2,1598 -2,3375 -2,5479 -2,8795 -3,3744 -4,0255 -4,7897 -5,5926 -6,3344 -6,9179 -7,2820 -7,4138 -7,3412 -7,1263 -6,8595 -6,6197 -6,4205 -6,2132 -5,9458 -5,6105 -5,2491 -4,9215 -4,6589 -4,4401 -4,2193 -3,9643 -3,6581 -3,2808 -2,8104 -2,2359 -1,5623 -0,8083 -0,0070 0,7968 1,5652 2,2849 2,9459 3,5086 3,9206 4,1582 4,2340 4,1866 4,0770 3,9824 3,9803 4,1296 4,4485 4,9044 5,4358 5,9800 6,4835 6,9081 7,2445 7,5121 7,7484 8,0033 8,3236 8,7195 9,1475 9,5351 9,8324 10,0468 10,2179 10,3699 10,5013 10,6008 10,6500 10,6212 10,4906 10,2620 9,9754 9,6841 9,4198 9,1792 8,9339 8,6462 8,2863 7,8435 7,3173 6,7049 6,0006 5,2004 4,3082 3,3554 2,4203 1,6061 0,9806 0,5381 0,2190 -0,0479 -0,3241 -0,6549 -1,0573 -1,5129 -1,9687 -2,3425 -2,5529 -2,5719 -2,4448 -2,2534 -2,0700 -1,9443 -1,9086 -1,9831 -2,1687 -2,4389 -2,7481 -3,0593 -3,3595 -3,6533 -3,9475 -4,2420 -4,5331 -4,8169 -5,0801 -5,2947 -5,4294 -5,4585 -5,3613 -5,1275 -4,7672 -4,3133 -3,8128 -3,3142 -2,8603 -2,4959 -2,2673 -2,1892 -2,2108 -2,2339 -2,1637 -1,9568 -1,6461 -1,3055 -0,9728 -0,6205 -0,1995 0,3201 0,9391 1,6281 2,3351 3,0030 3,5858 4,0612 4,4366 4,7428 5,0199 5,3051 5,6231 5,9826 6,3733 6,7532 7,0549 7,2396 7,3391 7,4200 7,5110 7,5774 7,5567 7,4055 7,1088 6,6727 6,1442 5,6278 5,2455 5,0590 5,0320 5,0670 5,0691 4,9886 4,8403 4,6928 4,6164 4,6266 4,6734 4,6709 4,5258 4,1685 3,5961 2,8753 2,0837 1,2596 0,4022 -0,5001 -1,4328 -2,3366 -3,1269 -3,7313 -4,1178 -4,3060 -4,3610 -4,3676 -4,3899 -4,4431 -4,4939 -4,4732 -4,3069 -3,9700 -3,5120 -3,0092 -2,5022 -1,9948 -1,4905 -0,9988 -0,5123 -0,0057 0,5385 1,1113 1,6797 2,2101 2,6947 3,1509 3,5807 3,9451 4,1920 4,3054 4,3182 4,2841 4,2536 4,2809 4,4210 4,6959 5,0799 5,5296 6,0197 6,5521 7,1494 7,8403 8,6345 9,5028 10,3771 11,1592 11,7328 12,0001 11,9345 11,6028 11,1301 10,6273 10,1419 9,6840 9,2890 9,0376 9,0198 9,2883 9,8325 10,5782 11,4062 12,1837 12,8012 13,2076 13,4158 13,4781 13,4657 13,4549 13,4939 13,5828 13,6936 13,7898 13,8265 13,7586 13,5596 13,2286 12,7870 12,2686 11,7110 11,1448 10,5784 10,0005 9,4045 8,8021 8,2170 7,6835 7,2429 6,9384 6,8036 6,8343 6,9615 7,0610 6,9946 6,6540 6,0049 5,1229 4,1807 3,3840 2,8966 2,7788 2,9688 3,3195 3,6619 3,8592 3,8458 3,6343 3,2800 2,8339 2,3199 1,7518 1,1700 0,6525 0,2861 0,1199 0,1309 0,2460 0,4089 0,6168 0,8980 1,2684 1,7090 2,1674 2,5708 2,8551 2,9996 3,0359 3,0199 2,9995 2,9981 3,0136 3,0429 3,1213 3,3227 3,6986 4,2112 4,7414 5,1607 5,3902 5,4217 5,3102 5,1314 4,9298 4,7063 4,4513 4,1789 3,9379 3,7986 3,8158 3,9862 4,2455 4,5125 4,7313 4,8846 4,9830 5,0465 5,1018 5,1988 5,4084 5,7738 6,2648 6,7993 7,3053 7,7522 8,1467 8,5169 8,8819 9,2230 9,4881 9,6258 9,6202 9,5019 9,3226 9,1130 8,8657 8,5724 8,2707 8,0285 7,8853 7,8266 7,8039 7,7555 7,6144 7,3249 6,8697 6,2722 5,5677 4,7770 3,9163 3,0248 2,1602 1,3726 0,7041 0,2019 -0,0982 -0,2061 -0,1891 -0,1434 -0,1539 -0,2721 -0,5181 -0,8935 -1,3871 -1,9594 -2,5370 -3,0516 -3,4771 -3,8176 -4,0789 -4,2664 -4,3919 -4,4831 -4,5882 -4,7497 -4,9632 -5,1868 -5,3866 -5,5493 -5,6574 -5,6737 -5,5499 -5,2438 -4,7240 -3,9717 -2,9965 -1,8467 -0,6015 0,6516 1,8367 2,8937 3,7904 4,5435 5,2018 5,7890 6,2822 6,6526 6,8967 7,0297 7,0784 7,0732 7,0284 6,9501 6,8594 6,7763 6,6750 6,4755 6,0845 5,4524 4,6045 3,6303 2,6404 1,7174 0,8933 0,1580 -0,5239 -1,1964 -1,8855 -2,5667 -3,1604 -3,5659 -3,7143 -3,6118 -3,3389 -2,9991 -2,6643 -2,3753 -2,1792 -2,1470 -2,3528 -2,8183 -3,4623 -4,1284 -4,6789 -5,0561 -5,2671 -5,3519 -5,3774 -5,4167 -5,4980 -5,5894 -5,6551 -5,7070 -5,8002 -6,0014 -6,3549 -6,8535 -7,4282 -7,9733 -8,3981 -8,6757 -8,8520 -9,0030 -9,1739 -9,3558 -9,5056 -9,5814 -9,5790 -9,5445 -9,5390 -9,5880 -9,6713 -9,7440 -9,7559 -9,6725 -9,5074 -9,3359
F7    1,3804 1,4118 1,4131 1,3743 1,2824 1,1421 0,9806 0,8412 0,7497 0,6753 0,5404 0,2783 -0,1237 -0,6249 -1,1512 -1,6100 -1,9073 -1,9805 -1,8231 -1,4831 -1,0381 -0,5599 -0,0891 0,3665 0,8187 1,2770 1,7181 2,0802 2,2963 2,3311 2,1927 1,9226 1,5767 1,2007 0,8112 0,4046 -0,0110 -0,4129 -0,7796 -1,0940 -1,3483 -1,5500 -1,7059 -1,7998 -1,8026 -1,7160 -1,5979 -1,5340 -1,5819 -1,7412 -1,9710 -2,2305 -2,5013 -2,7842 -3,0860 -3,4079 -3,7349 -4,0337 -4,2648 -4,4082 -4,4780 -4,4996 -4,4758 -4,3816 -4,1838 -3,8537 -3,3715 -2,7501 -2,0700 -1,4659 -1,0554 -0,8831 -0,9145 -1,0542 -1,1822 -1,2098 -1,1127 -0,9170 -0,6605 -0,3664 -0,0435 0,2991 0,6483 0,9937 1,3337 1,6725 2,0091 2,3236 2,5782 2,7394 2,7995 2,7773 2,7044 2,6150 2,5478 2,5482 2,6576 2,8862 3,1858 3,4521 3,5685 3,4591 3,1117 2,5694 1,9026 1,1832 0,4729 -0,1729 -0,7120 -1,1457 -1,5295 -1,9411 -2,4371 -3,0273 -3,6793 -4,3388 -4,9383 -5,3994 -5,6563 -5,6884 -5,5293 -5,2466 -4,9241 -4,6520 -4,4910 -4,4278 -4,3868 -4,2991 -4,1541 -3,9960 -3,8799 -3,8242 -3,7960 -3,7410 -3,6215 -3,4199 -3,1247 -2,7290 -2,2367 -1,6650 -1,0395 -0,3843 0,2825 0,9515 1,6183 2,2595 2,8144 3,2153 3,4352 3,4996 3,4672 3,4091 3,3917 3,4650 3,6584 3,9721 4,3750 4,8256 5,2900 5,7343 6,1176 6,4070 6,5942 6,7052 6,8027 6,9631 7,2293 7,5791 7,9375 8,2313 8,4402 8,5913 8,7126 8,8109 8,8814 8,9142 8,8926 8,7984 8,6260 8,3907 8,1154 7,8073 7,4540 7,0403 6,5641 6,0432 5,5068 4,9742 4,4395 3,8747 3,2483 2,5485 1,8067 1,1033 0,5303 0,1314 -0,1210 -0,2942 -0,4546 -0,6558 -0,9368 -1,3069 -1,7353 -2,1544 -2,4704 -2,5942 -2,4926 -2,2116 -1,8413 -1,4696 -1,1661 -0,9819 -0,9471 -1,0625 -1,2952 -1,5925 -1,9102 -2,2316 -2,5651 -2,9273 -3,3232 -3,7385 -4,1416 -4,4857 -4,7233 -4,8284 -4,7984 -4,6351 -4,3374 -3,9120 -3,3830 -2,7915 -2,1886 -1,6283 -1,1616 -0,8257 -0,6177 -0,4826 -0,3420 -0,1339 0,1625 0,5148 0,8603 1,1642 1,4478 1,7598 2,1394 2,5981 3,1133 3,6386 4,1238 4,5312 4,8485 5,0960 5,3172 5,5570 5,8454 6,1922 6,5927 7,0303 7,4615 7,8181 8,0559 8,1938 8,2828 8,3450 8,3522 8,2561 8,0322 7,6885 7,2522 6,7737 6,3334 6,0132 5,8489 5,8104 5,8282 5,8330 5,7840 5,6866 5,5896 5,5443 5,5587 5,5923 5,5861 5,4830 5,2405 4,8573 4,3759 3,8422 3,2716 2,6556 1,9828 1,2601 0,5277 -0,1471 -0,6961 -1,0781 -1,2946 -1,3899 -1,4333 -1,4820 -1,5479 -1,5920 -1,5416 -1,3271 -0,9393 -0,4531 0,0261 0,4403 0,7928 1,1058 1,3967 1,6875 2,0063 2,3681 2,7621 3,1629 3,5520 3,9303 4,3057 4,6670 4,9752 5,1909 5,3097 5,3639 5,3879 5,4002 5,4220 5,4899 5,6332 5,8514 6,1265 6,4497 6,8321 7,2949 7,8538 8,5036 9,2059 9,8904 10,4650 10,8346 10,9344 10,7660 10,4052 9,9678 9,5526 9,2018 8,9204 8,7260 8,6651 8,7909 9,1351 9,6879 10,3905 11,1417 11,8157 12,2988 12,5349 12,5411 12,3820 12,1430 11,9117 11,7454 11,6526 11,6089 11,5744 11,5012 11,3540 11,1307 10,8569 10,5636 10,2692 9,9752 9,6715 9,3383 8,9548 8,5187 8,0493 7,5801 7,1535 6,8122 6,5928 6,5174 6,5742 6,7011 6,7944 6,7351 6,4215 5,8148 4,9811 4,0835 3,3198 2,8475 2,7216 2,8762 3,1647 3,4277 3,5489 3,4867 3,2728 2,9760 2,6584 2,3476 2,0432 1,7492 1,4934 1,3168 1,2452 1,2618 1,3205 1,3956 1,5122 1,7241 2,0637 2,5099 2,9940 3,4295 3,7525 3,9476 4,0423 4,0785 4,0914 4,1004 4,1070 4,1132 4,1545 4,3003 4,5983 5,0137 5,4396 5,7656 5,9305 5,9358 5,8315 5,6797 5,5191 5,3594 5,2010 5,0533 4,9390 4,8902 4,9302 5,0487 5,2016 5,3371 5,4153 5,4169 5,3476 5,2334 5,1135 5,0448 5,0961 5,3079 5,6571 6,0766 6,5046 6,9104 7,2906 7,6514 7,9866 8,2669 8,4525 8,5187 8,4796 8,3877 8,2970 8,2202 8,1245 7,9774 7,7918 7,6117 7,4672 7,3600 7,2744 7,1832 7,0462 6,8220 6,4872 6,0436 5,5026 4,8686 4,1472 3,3705 2,5967 1,8860 1,2891 0,8478 0,5827 0,4761 0,4747 0,5117 0,5281 0,4766 0,3200 0,0336 -0,3836 -0,8912 -1,4123 -1,8833 -2,2881 -2,6348 -2,9210 -3,1369 -3,2786 -3,3583 -3,4141 -3,4921 -3,6072 -3,7398 -3,8701 -3,9916 -4,0910 -4,1333 -4,0671 -3,8415 -3,4194 -2,7883 -1,9684 -1,0103 0,0198 1,0573 2,0490 2,9529 3,7484 4,4498 5,0866 5,6571 6,1164 6,4191 6,5546 6,5470 6,4479 6,3176 6,1964 6,1033 6,0536 6,0512 6,0618 6,0084 5,8040 5,3952 4,7873 4,0387 3,2326 2,4386 1,6879 0,9768 0,2861 -0,4052 -1,1047 -1,7868 -2,3875 -2,8286 -3,0575 -3,0798 -2,9552 -2,7549 -2,5279 -2,3122 -2,1628 -2,1505 -2,3379 -2,7409 -3,2952 -3,8761 -4,3692 -4,7191 -4,9220 -5,0037 -5,0127 -5,0018 -4,9894 -4,9508 -4,8638 -4,7462 -4,6496 -4,6339 -4,7433 -4,9832 -5,3078 -5,6407 -5,9195 -6,1303 -6,3061 -6,4894 -6,6916 -6,8845 -7,0200 -7,0559 -6,9860 -6,8529 -6,7163 -6,6105 -6,5377 -6,4822 -6,4174 -6,3133 -6,1628 -6,0035
