Fp1   -10,0287 -8,6894 -6,9093 -4,9195 -3,0533 -1,7194 -1,2267 -1,6209 -2,6830 -4,0458 -5,3085 -6,1412 -6,3673 -5,9291 -4,8008 -3,0452 -0,9509 1,0326 2,5675 3,6247 4,4280 5,2044 5,9807 6,5982 6,8277 6,4425 5,3002 3,4737 1,3130 -0,6950 -2,1925 -3,0853 -3,4286 -3,2269 -2,3934 -0,9174 0,9815 2,8911 4,3358 4,9297 4,5966 3,6866 2,7761 2,3013 2,3349 2,6243 2,8218 2,7034 2,2110 1,3912 0,3731 -0,6531 -1,5205 -2,1773 -2,7071 -3,2401 -3,8213 -4,3552 -4,6472 -4,5037 -3,8648 -2,8934 -1,9164 -1,2219 -0,8788 -0,7626 -0,7348 -0,7795 -0,9915 -1,4248 -1,9348 -2,2234 -2,0722 -1,5010 -0,7045 0,1278 0,9428 1,8096 2,7803 3,7840 4,6829 5,4071 6,0061 6,5987 7,2971 8,1608 9,1803 10,2672 11,2645 11,9779 12,2330 11,9704 11,3061 10,4776 9,7338 9,2667 9,1823 9,4966 10,1596 11,0440 11,8759 12,2619 11,8840 10,6801 8,8463 6,7072 4,5468 2,4946 0,5828 -1,0976 -2,3587 -3,0254 -3,0697 -2,6493 -1,9911 -1,2521 -0,5151 0,1683 0,7936 1,4133 2,1000 2,9096 3,8465 4,8326 5,7252 6,3430 6,4749 5,9637 4,8387 3,3246 1,7077 0,2103 -1,0403 -1,9914 -2,6455 -3,0522 -3,2709 -3,3176 -3,1770 -2,8358 -2,2654 -1,4309 -0,3648 0,8118 1,9477 2,8647 3,3151 3,0677 2,0949 0,6595 -0,7729 -1,6985 -1,7333 -0,7473 1,0799 3,3424 5,5225 7,0488 7,4521 6,6384 4,9848 3,1380 1,7234 1,1219 1,3542 2,1104 2,9229 3,4119 3,4528 3,1394 2,6449 2,1702 1,9565 2,2275 3,0712 4,3630 5,7952 6,9979 7,6442 7,4881 6,4055 4,4800 2,0614 -0,3117 -2,1138 -3,0480 -3,1181 -2,4935 -1,3349 0,2600 2,2448 4,6056 7,3196 10,2900 13,2909 15,9732 17,9411 18,8354 18,4351 16,7906 14,2190 11,0979 7,6980 4,2211 0,9430 -1,7076 -3,2624 -3,4879 -2,5307 -0,7950 1,2178 3,0029 4,1992 4,7440 4,8590 4,8635 4,9595 5,1360 5,2343 5,0890 4,6351 3,9308 3,1179 2,3696 1,8349 1,5932 1,6655 2,0503 2,6957 3,4233 3,9325 3,9397 3,3531 2,3335 1,2004 0,2693 -0,2980 -0,5750 -0,8055 -1,2114 -1,8389 -2,5447 -3,0876 -3,2794 -3,1046 -2,6921 -2,1822 -1,6350 -1,0449 -0,4212 0,1775 0,6955 1,0957 1,3057 1,2593 1,0082 0,7050 0,4767 0,3399 0,1973 -0,0934 -0,6168 -1,3276 -2,0409 -2,5004 -2,5144 -2,0981 -1,5108 -1,0974 -1,0566 -1,3573 -1,8187 -2,2057 -2,2960 -1,9519 -1,1688 -0,0749 1,1107 2,1677 2,9566 3,4314 3,6242 3,6247 3,5059 3,2913 3,0419 2,9158 3,0596 3,4542 3,9237 4,2870 4,4367 4,3142 3,9589 3,5705 3,3744 3,4131 3,5681 3,7609 4,0337 4,4408 4,9157 5,2516 5,2175 4,7172 3,8648 2,9009 2,0010 1,1656 0,3060 -0,5986 -1,4266 -1,9517 -1,9626 -1,3757 -0,2454 1,3045 3,1236 5,0211 6,7425 7,9733 8,4143 7,9202 6,5595 4,5536 2,1916 -0,2411 -2,5090 -4,3953 -5,6340 -5,9490 -5,2238 -3,6164 -1,4883 0,7492 2,7525 4,3121 5,3542 5,9014 6,0423 5,8801 5,4354 4,6197 3,3862 1,9116 0,5532 -0,3896 -0,8338 -0,8733 -0,6697 -0,4081 -0,2851 -0,4480 -0,9378 -1,6922 -2,5361 -3,1935 -3,4473 -3,3261 -3,0941 -3,0394 -3,2581 -3,6271 -3,9433 -4,0460 -3,8536 -3,3988 -2,8731 -2,5731 -2,7084 -3,2026 -3,7027 -3,8429 -3,5444 -3,0788 -2,8607 -3,1744 -4,0305 -5,2137 -6,4336 -7,4175 -7,9515 -7,9705 -7,6308 -7,2282 -6,9886 -6,9008 -6,7427 -6,2991 -5,5358 -4,5423 -3,4125 -2,2333 -1,0746 0,0525 1,1554 2,1650 2,9006 3,1334 2,7046 1,6412 0,2022 -1,2255 -2,3267 -2,9574 -3,1051 -2,8216 -2,1816 -1,2564 -0,1046 1,2051 2,5374 3,6735 4,3963 4,5960 4,3043 3,6758 2,9183 2,1965 1,5891 1,1085 0,7565 0,5759 0,5980 0,7284 0,7739 0,6269 0,3914 0,3198 0,6035 1,1750 1,7309 1,9602 1,7196 1,0322 0,0372 -1,0383 -1,9939 -2,8139 -3,6060 -4,3322 -4,7154 -4,4515 -3,4365 -1,8255 0,0128 1,6496 2,8415 3,6768 4,4715 5,5035 6,8094 8,1940 9,3980 10,2405 10,6526 10,6434 10,2222 9,3557 8,0457 6,4310 4,7715 3,3520 2,4058 2,0371 2,1327 2,3809 2,4304 2,0500 1,2480 0,3538 -0,0950 0,3105 1,5540 3,1773 4,5469 5,2090 5,0596 4,2479 2,9896 1,4643 -0,1642 -1,7076 -2,9991 -3,9634 -4,6321 -5,0809 -5,3402 -5,3846 -5,1709 -4,6223 -3,6184 -2,0752 -0,0425 2,2989 4,7094 6,9410 8,7483 9,8900 10,1672 9,5066 8,0036 5,8783 3,4023 0,8679 -1,4225 -3,2284 -4,4684 -5,1901 -5,4206 -5,0876 -4,0940 -2,4416 -0,2735 2,1990 4,8005 7,4134 9,9298 12,2058 14,0713 15,4071 16,2226 16,6354 16,7528 16,5823 16,0870 15,2945 14,2924 13,1457 11,8604 10,4231 8,8697 7,2870 5,7542 4,3175 3,0028 1,8211 0,7803 -0,0555 -0,5345 -0,5084 0,0139 0,8054 1,5151 1,8115 1,4787 0,5279 -0,7288 -1,8285 -2,4826 -2,7854 -3,1114 -3,8004 -4,9295 -6,3517 -7,8845 -9,4222 -10,9134 -12,2745 -13,2883 -13,6030 -12,9100 -11,1291 -8,4276 -5,1686 -1,8526 1,0444 3,2557 4,7096 5,3446 4,9957 3,5056 0,9426 -2,3109 -5,6521 -8,4574 -10,3207 -11,2224 -11,5056 -11,6506 -11,9961 -12,5884 -13,2206 -13,5777 -13,3618 -12,3881 -10,6873 -8,5380 -6,3423 -4,4172 -2,8912 -1,7791 -1,1207 -1,0221 -1,5494 -2,6077 -3,9588 -5,3274 -6,4543 -7,1127
Fz    -8,5837 -7,9612 -6,8658 -5,3658 -3,6766 -2,1330 -1,0419 -0,5461 -0,6104 -1,0967 -1,8184 -2,5646 -3,1323 -3,3395 -3,0306 -2,1462 -0,8128 0,6834 2,0380 3,0617 3,7203 4,0686 4,1656 4,0560 3,7771 3,3414 2,7379 1,9768 1,1292 0,2944 -0,4749 -1,1842 -1,8210 -2,2775 -2,3645 -1,9449 -1,0723 0,0106 0,9877 1,6031 1,7854 1,7065 1,6788 1,9456 2,5364 3,2689 3,8700 4,1232 3,9422 3,3562 2,4605 1,3686 0,1815 -1,0199 -2,1678 -3,1935 -4,0204 -4,5765 -4,8138 -4,7244 -4,3610 -3,8536 -3,3874 -3,1089 -3,0277 -3,0266 -2,9602 -2,7413 -2,3777 -1,9331 -1,4317 -0,8206 -0,0523 0,8112 1,6072 2,1824 2,4780 2,5205 2,3564 2,0100 1,5047 0,9160 0,3980 0,1520 0,3419 1,0179 2,1032 3,4421 4,8683 6,2461 7,4799 8,5122 9,3116 9,8625 10,1847 10,3405 10,3876 10,3429 10,2074 9,9797 9,6282 9,1047 8,4029 7,5703 6,6481 5,6214 4,4223 2,9746 1,2826 -0,4945 -2,0892 -3,2509 -3,8363 -3,8354 -3,3486 -2,5348 -1,5631 -0,5708 0,3704 1,2573 2,1338 3,0633 4,0843 5,1556 6,1412 6,8484 7,0897 6,7651 5,9232 4,7235 3,3326 1,8686 0,4226 -0,9066 -2,0036 -2,7574 -3,0957 -3,0040 -2,5306 -1,7795 -0,8794 0,0604 0,9784 1,8675 2,7464 3,5788 4,2090 4,4397 4,2039 3,6417 3,0125 2,5562 2,4169 2,6215 3,0822 3,6373 4,0943 4,2423 3,9112 3,0928 1,9850 0,8941 0,0915 -0,2789 -0,2190 0,1630 0,7152 1,3082 1,8790 2,4199 2,9385 3,4463 3,9650 4,5082 5,0562 5,5621 5,9850 6,3037 6,4866 6,4584 6,1148 5,3930 4,3470 3,1499 2,0091 1,0710 0,4027 0,0480 0,0648 0,5021 1,3704 2,6346 4,2256 6,0510 7,9812 9,8230 11,3256 12,2276 12,3472 11,6800 10,3978 8,7267 6,8439 4,8837 3,0011 1,4137 0,3561 -0,0480 0,1258 0,6359 1,1603 1,3908 1,1576 0,5188 -0,2840 -0,9817 -1,4187 -1,5860 -1,5584 -1,4048 -1,1328 -0,6940 -0,0348 0,8514 1,9045 3,0050 3,9986 4,7363 5,1158 5,0952 4,6760 3,8941 2,8359 1,6336 0,4220 -0,6834 -1,5882 -2,2459 -2,6835 -2,9628 -3,1174 -3,1266 -2,9389 -2,5299 -1,9502 -1,3084 -0,7010 -0,1701 0,2636 0,5452 0,6056 0,4556 0,2119 -0,0036 -0,1543 -0,2666 -0,3619 -0,4278 -0,4280 -0,3205 -0,0654 0,3615 0,9449 1,6192 2,2770 2,7944 3,0594 2,9855 2,5485 1,8433 1,0662 0,4160 0,0162 -0,0932 0,0662 0,4449 0,9915 1,6495 2,3395 2,9478 3,3438 3,4441 3,2707 2,9226 2,5055 2,1114 1,8269 1,7103 1,7558 1,9044 2,0975 2,2971 2,4650 2,5804 2,6733 2,7740 2,8326 2,7566 2,5314 2,2492 2,0124 1,8364 1,6415 1,3264 0,8483 0,2439 -0,4143 -1,0787 -1,7352 -2,3494 -2,8210 -3,0030 -2,7819 -2,1550 -1,2331 -0,1796 0,8519 1,7407 2,3975 2,7611 2,7855 2,4382 1,7382 0,7732 -0,3385 -1,4871 -2,5823 -3,5538 -4,3339 -4,8229 -4,8969 -4,4888 -3,6614 -2,5827 -1,4410 -0,3846 0,4923 1,1383 1,5327 1,6853 1,6328 1,4133 1,0546 0,6044 0,1533 -0,2164 -0,5108 -0,8279 -1,2699 -1,8546 -2,5114 -3,1451 -3,6789 -4,0713 -4,3259 -4,4580 -4,4391 -4,2120 -3,7588 -3,1285 -2,4008 -1,6430 -0,9098 -0,2635 0,2416 0,5896 0,7785 0,7524 0,3818 -0,4591 -1,7595 -3,2976 -4,7221 -5,7469 -6,2875 -6,4360 -6,3406 -6,1133 -5,8092 -5,4409 -4,9879 -4,4175 -3,7377 -3,0375 -2,4572 -2,0998 -1,9541 -1,9030 -1,8159 -1,6184 -1,2703 -0,7491 -0,0990 0,5627 1,1156 1,4875 1,6387 1,5385 1,1827 0,6296 0,0141 -0,4828 -0,7101 -0,6202 -0,2705 0,2189 0,6991 1,0393 1,1950 1,2348 1,2912 1,4819 1,8579 2,3940 3,0014 3,5581 3,9668 4,2000 4,2929 4,3026 4,2663 4,1888 4,0599 3,8459 3,4646 2,8283 1,9440 0,9591 0,1162 -0,3608 -0,4033 -0,1355 0,2452 0,6123 0,9265 1,1706 1,3216 1,3478 1,1959 0,8333 0,3532 -0,0059 0,0081 0,5182 1,4780 2,7040 3,9575 5,0663 6,0077 6,8785 7,7718 8,6673 9,4363 9,9467 10,1429 10,0453 9,7065 9,1538 8,3640 7,3268 6,1182 4,8829 3,7667 2,8822 2,2930 1,9904 1,9028 1,9479 2,0649 2,2372 2,5251 3,0354 3,8041 4,7054 5,4702 5,8066 5,5560 4,7625 3,6035 2,2687 0,8914 -0,4395 -1,6444 -2,6526 -3,4203 -3,9313 -4,1871 -4,2105 -4,0572 -3,7834 -3,3716 -2,7038 -1,6415 -0,1576 1,6096 3,4233 5,0547 6,3428 7,1992 7,5949 7,5697 7,2417 6,7607 6,2252 5,6586 5,0623 4,4549 3,8662 3,3458 2,9867 2,8997 3,1382 3,6499 4,2961 4,9211 5,4326 5,8339 6,1813 6,5225 6,8814 7,2875 7,7880 8,4097 9,1047 9,7497 10,2222 10,4732 10,5209 10,4119 10,1948 9,9033 9,5504 9,1203 8,5686 7,8593 7,0088 6,0770 5,1331 4,2576 3,5472 3,0579 2,7340 2,4188 1,9512 1,2432 0,2803 -0,8798 -2,0791 -3,0916 -3,7499 -4,0616 -4,1856 -4,2956 -4,4700 -4,6905 -4,9182 -5,1533 -5,4146 -5,6692 -5,7847 -5,5679 -4,8830 -3,7238 -2,1754 -0,3679 1,5106 3,2235 4,5532 5,3441 5,4814 4,8727 3,5157 1,5907 -0,5553 -2,5341 -4,0484 -4,9734 -5,3679 -5,4140 -5,3161 -5,2146 -5,1608 -5,1410 -5,0935 -4,9096 -4,4702 -3,7272 -2,7511 -1,6865 -0,6505 0,3311 1,2861 2,1902 2,9153 3,2882 3,1952 2,6337 1,7064 0,6039 -0,4375
F3    -7,9143 -7,2107 -6,1628 -4,8261 -3,3895 -2,1498 -1,3603 -1,1050 -1,3025 -1,7955 -2,4168 -3,0093 -3,4311 -3,5410 -3,1912 -2,3042 -0,9835 0,4976 1,8446 2,8822 3,5836 3,9994 4,1839 4,1824 4,0264 3,7064 3,1768 2,4207 1,5141 0,5934 -0,2445 -0,9720 -1,5614 -1,9171 -1,8893 -1,3855 -0,4896 0,5393 1,3791 1,7840 1,7173 1,4010 1,1978 1,3845 1,9871 2,7857 3,4623 3,7650 3,5855 2,9531 1,9924 0,8643 -0,2901 -1,3790 -2,3603 -3,2120 -3,9013 -4,3886 -4,6457 -4,6674 -4,4837 -4,1733 -3,8528 -3,6146 -3,4613 -3,3137 -3,0769 -2,7046 -2,2293 -1,7217 -1,1987 -0,6028 0,1027 0,8440 1,4671 1,8536 1,9929 1,9520 1,7928 1,5216 1,1156 0,6001 0,1058 -0,1555 0,0039 0,6492 1,7045 3,0067 4,3900 5,7396 6,9814 8,0533 8,9053 9,5171 9,9106 10,1351 10,2351 10,2401 10,1807 10,0675 9,8458 9,4223 8,7546 7,8829 6,8680 5,7300 4,4383 2,9392 1,2335 -0,5439 -2,1582 -3,3842 -4,0797 -4,2079 -3,8377 -3,1190 -2,2343 -1,3300 -0,4637 0,3865 1,2758 2,2591 3,3617 4,5391 5,6630 6,5399 6,9558 6,7691 5,9999 4,8095 3,3849 1,8595 0,3239 -1,1260 -2,3645 -3,2531 -3,6838 -3,6145 -3,0940 -2,2589 -1,2819 -0,2988 0,6281 1,5023 2,3542 3,1585 3,7767 4,0332 3,8712 3,4135 2,8931 2,5545 2,5838 3,0407 3,8136 4,6657 5,3246 5,5408 5,1585 4,2183 2,9787 1,7986 0,9742 0,6386 0,7577 1,1869 1,7427 2,2699 2,6855 2,9715 3,1517 3,2920 3,4927 3,8274 4,2798 4,7618 5,1927 5,5342 5,7394 5,7071 5,3105 4,4842 3,3076 2,0081 0,8567 0,0297 -0,4325 -0,5424 -0,2844 0,3800 1,4689 2,9530 4,7580 6,7768 8,8636 10,8177 12,3903 13,3242 13,4389 12,7246 11,3351 9,4748 7,3168 5,0249 2,8127 0,9571 -0,2729 -0,7528 -0,5786 -0,0129 0,6096 0,9699 0,8881 0,4135 -0,2344 -0,8220 -1,2144 -1,3947 -1,4179 -1,3390 -1,1641 -0,8557 -0,3756 0,2832 1,0851 1,9412 2,7127 3,2561 3,4850 3,3867 2,9855 2,3249 1,4882 0,5863 -0,2869 -1,0598 -1,6661 -2,0725 -2,3116 -2,4501 -2,5194 -2,4788 -2,2431 -1,7676 -1,1172 -0,4397 0,1334 0,5570 0,8405 0,9691 0,9013 0,6564 0,3400 0,0452 -0,2255 -0,5155 -0,8294 -1,1081 -1,2723 -1,2694 -1,0750 -0,6740 -0,0647 0,7138 1,5553 2,3030 2,7963 2,9067 2,5876 1,9212 1,0844 0,2649 -0,3865 -0,7745 -0,8650 -0,6660 -0,2139 0,4175 1,1235 1,7814 2,2575 2,4509 2,3525 2,0330 1,5880 1,1172 0,7226 0,4832 0,4232 0,5209 0,7464 1,0509 1,3348 1,5071 1,5724 1,5871 1,5522 1,4289 1,2475 1,1219 1,1413 1,2767 1,3921 1,3316 1,0087 0,4436 -0,2728 -1,0615 -1,8840 -2,6853 -3,3443 -3,6937 -3,5915 -3,0015 -2,0220 -0,8365 0,3640 1,4183 2,1919 2,5833 2,5413 2,0825 1,3032 0,3418 -0,6884 -1,7178 -2,6967 -3,5798 -4,3165 -4,8199 -4,9610 -4,6395 -3,8721 -2,7965 -1,6033 -0,4692 0,4754 1,1507 1,5259 1,6294 1,5313 1,2867 0,9131 0,4424 -0,0339 -0,4152 -0,6861 -0,9359 -1,2771 -1,7475 -2,2876 -2,7895 -3,1542 -3,3390 -3,3769 -3,3255 -3,1915 -2,9383 -2,5643 -2,1375 -1,7343 -1,3715 -1,0296 -0,7103 -0,4281 -0,1791 0,0295 0,1149 -0,0877 -0,7322 -1,8253 -3,1593 -4,3961 -5,2612 -5,6847 -5,7692 -5,6560 -5,4386 -5,1583 -4,8232 -4,4145 -3,9117 -3,3400 -2,7959 -2,4164 -2,3035 -2,4389 -2,6648 -2,7816 -2,6680 -2,2974 -1,7122 -1,0201 -0,3502 0,2169 0,6528 0,9322 1,0056 0,8313 0,4309 -0,0910 -0,5683 -0,8381 -0,8210 -0,5440 -0,1113 0,3268 0,6220 0,7054 0,6307 0,5461 0,6130 0,9148 1,4208 2,0191 2,5788 3,0086 3,2832 3,4218 3,4622 3,4447 3,4015 3,3532 3,2817 3,1009 2,6939 2,0160 1,1734 0,4078 -0,0304 -0,0472 0,2552 0,6998 1,1584 1,5549 1,8250 1,9263 1,8416 1,5404 1,0118 0,3786 -0,0804 -0,0719 0,5443 1,6856 3,0813 4,4042 5,4509 6,2425 6,9546 7,7411 8,6001 9,3926 9,9720 10,2682 10,2681 9,9737 9,3754 8,4511 7,2190 5,7839 4,3054 2,9385 1,8134 1,0191 0,5679 0,3953 0,4072 0,5178 0,6902 0,9883 1,5476 2,4402 3,5601 4,6223 5,2842 5,3239 4,7407 3,7064 2,4419 1,1219 -0,1412 -1,2633 -2,1753 -2,8467 -3,2967 -3,5711 -3,7160 -3,7705 -3,7423 -3,5501 -3,0147 -1,9653 -0,3842 1,5518 3,5615 5,3832 6,8490 7,8782 8,4325 8,5077 8,1643 7,5194 6,6903 5,7666 4,8310 3,9523 3,1600 2,4802 1,9959 1,8193 2,0004 2,4852 3,1459 3,8479 4,5136 5,1278 5,6875 6,1720 6,5640 6,8878 7,2214 7,6491 8,1810 8,7227 9,1447 9,3730 9,4063 9,2831 9,0524 8,7467 8,3712 7,9035 7,2999 6,5291 5,6133 4,6206 3,6306 2,7384 2,0597 1,6680 1,5097 1,4053 1,1521 0,6273 -0,1944 -1,2469 -2,3582 -3,2926 -3,8856 -4,1520 -4,2497 -4,3451 -4,5166 -4,7558 -5,0273 -5,3206 -5,6443 -5,9689 -6,1594 -5,9913 -5,2847 -4,0142 -2,2839 -0,2695 1,7915 3,6337 5,0389 5,8676 6,0204 5,4164 4,0590 2,1161 -0,0934 -2,1992 -3,8951 -5,0305 -5,6385 -5,8919 -6,0049 -6,1267 -6,2927 -6,4443 -6,4690 -6,2358 -5,6534 -4,7448 -3,6629 -2,6054 -1,6842 -0,8622 -0,0345 0,8148 1,5462 1,9476 1,8644 1,2663 0,2486 -0,9841 -2,1707
F7    -6,5563 -5,9965 -5,1160 -3,9313 -2,5850 -1,3392 -0,4534 -0,0654 -0,1737 -0,6864 -1,4520 -2,2773 -2,9640 -3,3334 -3,2347 -2,5970 -1,5022 -0,1743 1,1274 2,2191 3,0307 3,5593 3,8169 3,8311 3,6494 3,3078 2,8154 2,1842 1,4641 0,7296 0,0253 -0,6439 -1,2556 -1,7121 -1,8571 -1,5834 -0,9418 -0,1336 0,5877 1,0224 1,1207 1,0265 0,9953 1,2242 1,7265 2,3354 2,8124 2,9761 2,7631 2,2150 1,4320 0,5233 -0,4247 -1,3523 -2,2183 -2,9875 -3,6199 -4,0730 -4,3073 -4,2952 -4,0454 -3,6346 -3,2006 -2,8683 -2,6655 -2,5195 -2,3248 -2,0060 -1,5507 -0,9967 -0,3766 0,3157 1,0824 1,8525 2,4809 2,8333 2,8615 2,6026 2,1289 1,5084 0,8111 0,1403 -0,3589 -0,5331 -0,2834 0,3853 1,3655 2,4998 3,6533 4,7547 5,7839 6,7334 7,5780 8,2730 8,7848 9,1098 9,2490 9,1911 8,9402 8,5258 7,9705 7,2842 6,4969 5,6536 4,7669 3,7970 2,6761 1,3460 -0,1782 -1,7489 -3,1273 -4,0954 -4,5380 -4,4648 -3,9826 -3,2414 -2,3908 -1,5502 -0,7805 -0,0758 0,6206 1,3864 2,2720 3,2432 4,1697 4,8692 5,1738 5,0011 4,3934 3,4764 2,3783 1,1954 0,0141 -1,0674 -1,9451 -2,5357 -2,7971 -2,7318 -2,3848 -1,8414 -1,2019 -0,5460 0,0907 0,7146 1,3440 1,9419 2,3714 2,4649 2,1693 1,6124 1,0308 0,6513 0,6158 0,9462 1,5387 2,2113 2,7651 3,0132 2,8254 2,2135 1,3574 0,5169 -0,0943 -0,3798 -0,3592 -0,1230 0,2097 0,5329 0,7972 1,0119 1,2103 1,4246 1,6786 1,9749 2,2866 2,5731 2,8065 2,9796 3,0784 3,0539 2,8327 2,3657 1,6830 0,8976 0,1474 -0,4759 -0,9374 -1,2009 -1,1882 -0,8113 -0,0238 1,1579 2,6653 4,3935 6,2019 7,9083 9,2966 10,1455 10,2949 9,7301 8,5870 7,0608 5,3231 3,5185 1,8029 0,3689 -0,5900 -0,9803 -0,8733 -0,4698 -0,0318 0,1906 0,0624 -0,3625 -0,8839 -1,2912 -1,4831 -1,4929 -1,4179 -1,3212 -1,1868 -0,9483 -0,5473 0,0323 0,7534 1,5286 2,2360 2,7548 3,0091 2,9860 2,7133 2,2299 1,5854 0,8397 0,0445 -0,7555 -1,5022 -2,1381 -2,6399 -3,0133 -3,2592 -3,3523 -3,2495 -2,9304 -2,4396 -1,8772 -1,3375 -0,8689 -0,4971 -0,2708 -0,2451 -0,4078 -0,6652 -0,9299 -1,1897 -1,4756 -1,7920 -2,0925 -2,2995 -2,3319 -2,1225 -1,6392 -0,9121 -0,0399 0,8286 1,5341 1,9476 1,9868 1,6377 0,9894 0,2170 -0,4989 -1,0386 -1,3534 -1,4443 -1,3349 -1,0547 -0,6466 -0,1811 0,2436 0,5209 0,5876 0,4684 0,2489 0,0093 -0,1970 -0,3277 -0,3495 -0,2537 -0,0552 0,2313 0,5894 0,9735 1,3237 1,6104 1,8174 1,8943 1,7886 1,5307 1,2409 1,0383 0,9516 0,9088 0,7989 0,5465 0,1474 -0,3537 -0,9154 -1,5160 -2,1126 -2,5993 -2,8260 -2,6772 -2,1457 -1,3340 -0,3929 0,5344 1,3294 1,8943 2,1568 2,0757 1,6499 0,9399 0,0561 -0,8919 -1,8303 -2,7191 -3,5341 -4,2323 -4,7179 -4,8598 -4,5757 -3,9021 -2,9727 -1,9439 -0,9469 -0,0806 0,5859 1,0201 1,2328 1,2615 1,1386 0,8834 0,5313 0,1503 -0,2004 -0,5287 -0,9084 -1,4087 -2,0257 -2,6816 -3,2809 -3,7518 -4,0669 -4,2564 -4,3735 -4,4287 -4,3804 -4,1882 -3,8469 -3,3724 -2,7794 -2,0996 -1,4083 -0,8020 -0,3533 -0,1120 -0,1464 -0,5531 -1,3986 -2,6252 -4,0070 -5,2289 -6,0489 -6,4080 -6,4040 -6,1853 -5,8728 -5,5359 -5,1945 -4,8225 -4,3787 -3,8627 -3,3476 -2,9453 -2,7247 -2,6475 -2,5862 -2,4180 -2,0960 -1,6269 -1,0388 -0,4010 0,1786 0,6095 0,8446 0,8548 0,6104 0,1055 -0,6061 -1,3979 -2,0912 -2,5214 -2,6137 -2,3987 -1,9794 -1,4990 -1,0991 -0,8566 -0,7442 -0,6544 -0,4705 -0,1335 0,3376 0,8656 1,3545 1,7382 2,0048 2,1741 2,2623 2,2599 2,1411 1,8900 1,4960 0,9256 0,1503 -0,7757 -1,6865 -2,3576 -2,6106 -2,4174 -1,9120 -1,2842 -0,6721 -0,1502 0,2321 0,4380 0,4398 0,2023 -0,2790 -0,8911 -1,3927 -1,5323 -1,1812 -0,3835 0,6715 1,7385 2,6385 3,3370 3,9160 4,4668 4,9967 5,4324 5,7023 5,7881 5,7069 5,4739 5,0698 4,4417 3,5717 2,5355 1,4731 0,5221 -0,2103 -0,6600 -0,8304 -0,7882 -0,6212 -0,4035 -0,1656 0,1371 0,5945 1,2503 2,0305 2,7405 3,1394 3,0671 2,5246 1,6404 0,5745 -0,5483 -1,6396 -2,6251 -3,4499 -4,0917 -4,5496 -4,8213 -4,9053 -4,8242 -4,6071 -4,2255 -3,5698 -2,5272 -1,1000 0,5528 2,1892 3,5923 4,6323 5,2662 5,5084 5,4172 5,0900 4,6258 4,0714 3,4214 2,6772 1,8827 1,1080 0,4354 -0,0320 -0,1916 0,0005 0,4923 1,1509 1,8193 2,3881 2,8324 3,1875 3,5040 3,8328 4,2376 4,7883 5,5114 6,3418 7,1355 7,7536 8,1310 8,2649 8,1759 7,8934 7,4523 6,8866 6,2120 5,4174 4,4930 3,4654 2,3942 1,3554 0,4496 -0,2096 -0,5631 -0,6736 -0,7137 -0,8731 -1,2732 -1,9515 -2,8625 -3,8614 -4,7353 -5,3146 -5,5743 -5,6218 -5,5974 -5,5943 -5,6469 -5,7686 -5,9837 -6,3042 -6,6729 -6,9310 -6,8646 -6,3251 -5,3048 -3,8960 -2,2318 -0,4874 1,1243 2,4060 3,2118 3,4306 2,9724 1,8225 0,1161 -1,8647 -3,7775 -5,3338 -6,3922 -6,9837 -7,2574 -7,3914 -7,5142 -7,6715 -7,8330 -7,9089 -7,7696 -7,2995 -6,4738 -5,3923 -4,2267 -3,1133 -2,0811 -1,0894 -0,1413 0,6556 1,1434 1,2121 0,8477 0,1290 -0,7807 -1,6686
