Fp1   -0,2195 -0,1211 0,0629 0,2733 0,4399 0,5007 0,4360 0,2890 0,1480 0,0979 0,1719 0,3361 0,5124 0,6219 0,6185 0,4965 0,2780 0,0014 -0,2799 -0,5037 -0,6097 -0,5462 -0,2855 0,1424 0,6358 1,0589 1,3054 1,3392 1,1897 0,9259 0,6333 0,3966 0,2773 0,2853 0,3591 0,3926 0,3086 0,1082 -0,1460 -0,3835 -0,5749 -0,7407 -0,9129 -1,0918 -1,2507 -1,3671 -1,4339 -1,4505 -1,4125 -1,3128 -1,1529 -0,9487 -0,7315 -0,5484 -0,4526 -0,4729 -0,5857 -0,7245 -0,8217 -0,8435 -0,7958 -0,7078 -0,6154 -0,5507 -0,5333 -0,5596 -0,5951 -0,5822 -0,4688 -0,2324 0,1128 0,5263 0,9625 1,3849 1,7660 2,0894 2,3462 2,5183 2,5736 2,4917 2,2945 2,0407 1,7865 1,5493 1,3131 1,0677 0,8314 0,6331 0,4852 0,3809 0,3067 0,2516 0,2054 0,1507 0,0604 -0,0819 -0,2550 -0,4007 -0,4613 -0,4197 -0,3103 -0,1960 -0,1364 -0,1710 -0,3177 -0,5760 -0,9271 -1,3313 -1,7338 -2,0836 -2,3490 -2,5207 -2,6026 -2,6071 -2,5628 -2,5216 -2,5408 -2,6503 -2,8358 -3,0548 -3,2619 -3,4198 -3,5068 -3,5282 -3,5173 -3,5120 -3,5194 -3,5121 -3,4632 -3,3730 -3,2615 -3,1446 -3,0169 -2,8589 -2,6521 -2,3802 -2,0267 -1,5808 -1,0414 -0,4182 0,2578 0,9345 1,5619 2,1113 2,5749 2,9591 3,2847 3,5819 3,8723 4,1505 4,3879 4,5526 4,6352 4,6635 4,6911 4,7595 4,8649 4,9698 5,0467 5,1051 5,1759 5,2767 5,3936 5,4901 5,5320 5,5081 5,4356 5,3406 5,2334 5,1101 4,9730 4,8380 4,7190 4,6166 4,5162 4,3896 4,2024 3,9339 3,5921 3,2123 2,8436 2,5370 2,3390 2,2745 2,3250 2,4388 2,5681 2,6830 2,7585 2,7667 2,6831 2,5013 2,2445 1,9588 1,6894 1,4622 1,2838 1,1428 1,0105 0,8505 0,6339 0,3547 0,0420 -0,2488 -0,4727 -0,6265 -0,7405 -0,8451 -0,9527 -1,0639 -1,1792 -1,3010 -1,4282 -1,5519 -1,6630 -1,7649 -1,8751 -2,0184 -2,2208 -2,4963 -2,8254 -3,1517 -3,4120 -3,5656 -3,5975 -3,5134 -3,3347 -3,0927 -2,8345 -2,6233 -2,5112 -2,5074 -2,5767 -2,6646 -2,7252 -2,7355 -2,6958 -2,6161 -2,5040 -2,3667 -2,2226 -2,0956 -1,9947 -1,9107 -1,8388 -1,7850 -1,7477 -1,7089 -1,6421 -1,5259 -1,3594 -1,1748 -1,0287 -0,9763 -1,0489 -1,2372 -1,4886 -1,7306 -1,9141 -2,0411 -2,1464 -2,2552 -2,3666 -2,4764 -2,5976 -2,7481 -2,9293 -3,1203 -3,2879 -3,4033 -3,4581 -3,4656 -3,4415 -3,3919 -3,3214 -3,2426 -3,1685 -3,0989 -3,0241 -2,9378 -2,8431 -2,7496 -2,6698 -2,6204 -2,6202 -2,6794 -2,7908 -2,9313 -3,0657 -3,1533 -3,1599 -3,0678 -2,8887 -2,6772 -2,5158 -2,4753 -2,5817 -2,7949 -3,0103 -3,1068 -3,0152 -2,7491 -2,3889 -2,0395 -1,7829 -1,6476 -1,6150 -1,6530 -1,7352 -1,8362 -1,9206 -1,9414 -1,8511 -1,6272 -1,2977 -0,9459 -0,6792 -0,5725 -0,6304 -0,7976 -1,0006 -1,1868 -1,3391 -1,4596 -1,5411 -1,5599 -1,4875 -1,3103 -1,0433 -0,7258 -0,4006 -0,0987 0,1599 0,3540 0,4573 0,4531 0,3586 0,2285 0,1200 0,0460 -0,0304 -0,1572 -0,3494 -0,5740 -0,7736 -0,9048 -0,9603 -0,9643 -0,9494 -0,9292 -0,8831 -0,7722 -0,5788 -0,3318 -0,0981 0,0501 0,0808 0,0334 -0,0079 0,0199 0,1188 0,2376 0,3035 0,2553 0,0694 -0,2273 -0,5662 -0,8647 -1,0579 -1,1164 -1,0505 -0,9030 -0,7349 -0,6016 -0,5333 -0,5299 -0,5690 -0,6184 -0,6386 -0,5883 -0,4529 -0,2685 -0,1060 -0,0372 -0,1112 -0,3345 -0,6612 -1,0065 -1,2720 -1,3748 -1,2804 -1,0210 -0,6793 -0,3533 -0,1253 -0,0376 -0,0796 -0,1991 -0,3400 -0,4764 -0,6160 -0,7734 -0,9347 -1,0554 -1,1003 -1,0789 -1,0305 -0,9798 -0,9152 -0,8005 -0,6035 -0,3204 0,0156 0,3474 0,6150 0,7709 0,8004 0,7349 0,6400 0,5839 0,6115 0,7279 0,8930 1,0380 1,1000 1,0489 0,8865 0,6415 0,3718 0,1549 0,0463 0,0470 0,1168 0,2136 0,3141 0,4096 0,4960 0,5688 0,6217 0,6493 0,6533 0,6491 0,6684 0,7474 0,9057 1,1320 1,3896 1,6378 1,8519 2,0250 2,1574 2,2460 2,2775 2,2341 2,1121 1,9358 1,7489 1,5942 1,5019 1,4921 1,5723 1,7276 1,9239 2,1270 2,3178 2,4868 2,6204 2,7034 2,7364 2,7520 2,8065 2,9415 3,1399 3,3265 3,4227 3,4012 3,2920 3,1498 3,0189 2,9149 2,8226 2,7043 2,5210 2,2568 1,9300 1,5771 1,2182 0,8419 0,4369 0,0356 -0,2901 -0,4815 -0,5373 -0,5099 -0,4684 -0,4640 -0,5226 -0,6536 -0,8473 -1,0619 -1,2312 -1,3055 -1,2877 -1,2234 -1,1570 -1,1017 -1,0423 -0,9520 -0,8063 -0,5971 -0,3371 -0,0485 0,2496 0,5425 0,8170 1,0614 1,2695 1,4437 1,5983 1,7599 1,9635 2,2411 2,6005 3,0068 3,3897 3,6781 3,8339 3,8592 3,7795 3,6269 3,4294 3,2076 2,9758 2,7430 2,5133 2,2935 2,1017 1,9587 1,8739 1,8418 1,8517 1,8979 1,9796 2,0874 2,1907 2,2476 2,2270 2,1181 1,9323 1,7125 1,5276 1,4372 1,4543 1,5400 1,6299 1,6675 1,6268 1,5204 1,3904 1,2781 1,1938 1,1138 1,0030 0,8366 0,6052 0,3138 -0,0146 -0,3373 -0,6029 -0,7742 -0,8496 -0,8679 -0,8945 -0,9908 -1,1741 -1,4006 -1,5996 -1,7289 -1,7990 -1,8547 -1,9389 -2,0592 -2,1775 -2,2445 -2,2500 -2,2362 -2,2644 -2,3755 -2,5734 -2,8223 -3,0607 -3,2336 -3,3133 -3,2927 -3,1827 -3,0184 -2,8437 -2,6808 -2,5190 -2,3362
Fz    0,4388 0,4349 0,4487 0,4701 0,4879 0,4838 0,4433 0,3735 0,3012 0,2533 0,2372 0,2392 0,2389 0,2242 0,1973 0,1696 0,1503 0,1392 0,1344 0,1395 0,1595 0,1945 0,2414 0,2954 0,3496 0,3966 0,4349 0,4676 0,4875 0,4726 0,4035 0,2863 0,1559 0,0538 -0,0046 -0,0364 -0,0666 -0,1071 -0,1586 -0,2217 -0,3067 -0,4297 -0,5966 -0,7928 -0,9930 -1,1743 -1,3170 -1,4035 -1,4229 -1,3729 -1,2589 -1,0923 -0,8890 -0,6734 -0,4849 -0,3657 -0,3327 -0,3658 -0,4253 -0,4796 -0,5166 -0,5382 -0,5457 -0,5303 -0,4754 -0,3684 -0,2070 0,0044 0,2584 0,5433 0,8411 1,1325 1,4087 1,6783 1,9551 2,2422 2,5222 2,7559 2,8923 2,8906 2,7453 2,4912 2,1847 1,8758 1,5946 1,3584 1,1789 1,0552 0,9636 0,8626 0,7128 0,4949 0,2157 -0,0982 -0,4116 -0,6889 -0,8995 -1,0254 -1,0704 -1,0614 -1,0378 -1,0347 -1,0710 -1,1529 -1,2834 -1,4702 -1,7206 -2,0292 -2,3700 -2,7013 -2,9801 -3,1767 -3,2854 -3,3237 -3,3222 -3,3142 -3,3233 -3,3532 -3,3852 -3,3954 -3,3777 -3,3469 -3,3264 -3,3383 -3,3997 -3,5112 -3,6454 -3,7547 -3,7977 -3,7560 -3,6344 -3,4486 -3,2084 -2,9140 -2,5628 -2,1481 -1,6578 -1,0868 -0,4461 0,2412 0,9416 1,6132 2,2193 2,7406 3,1770 3,5453 3,8771 4,2085 4,5615 4,9338 5,3057 5,6546 5,9650 6,2374 6,4881 6,7334 6,9691 7,1737 7,3310 7,4472 7,5419 7,6296 7,7097 7,7686 7,7866 7,7476 7,6465 7,4897 7,2911 7,0724 6,8608 6,6812 6,5490 6,4718 6,4475 6,4577 6,4717 6,4615 6,4099 6,3125 6,1783 6,0267 5,8837 5,7684 5,6804 5,6089 5,5518 5,5179 5,5121 5,5230 5,5216 5,4707 5,3428 5,1334 4,8573 4,5358 4,1898 3,8382 3,4973 3,1763 2,8737 2,5819 2,3029 2,0567 1,8681 1,7420 1,6540 1,5657 1,4478 1,2935 1,1152 0,9293 0,7440 0,5580 0,3664 0,1688 -0,0275 -0,2131 -0,3846 -0,5413 -0,6746 -0,7700 -0,8221 -0,8378 -0,8254 -0,7916 -0,7455 -0,6966 -0,6512 -0,6140 -0,5897 -0,5825 -0,5937 -0,6165 -0,6362 -0,6411 -0,6296 -0,6025 -0,5534 -0,4769 -0,3877 -0,3204 -0,3031 -0,3345 -0,3872 -0,4217 -0,4000 -0,2992 -0,1245 0,0899 0,2949 0,4468 0,5196 0,5025 0,3957 0,2163 0,0024 -0,1997 -0,3641 -0,4998 -0,6306 -0,7624 -0,8781 -0,9609 -1,0155 -1,0657 -1,1396 -1,2514 -1,3930 -1,5382 -1,6603 -1,7462 -1,7958 -1,8139 -1,8111 -1,8015 -1,7923 -1,7779 -1,7506 -1,7113 -1,6684 -1,6320 -1,6112 -1,6153 -1,6523 -1,7231 -1,8196 -1,9284 -2,0325 -2,1107 -2,1435 -2,1253 -2,0737 -2,0250 -2,0141 -2,0546 -2,1393 -2,2444 -2,3304 -2,3589 -2,3174 -2,2270 -2,1277 -2,0602 -2,0496 -2,0953 -2,1766 -2,2657 -2,3394 -2,3830 -2,3884 -2,3470 -2,2487 -2,0934 -1,9010 -1,7101 -1,5628 -1,4795 -1,4432 -1,4149 -1,3662 -1,2990 -1,2356 -1,1944 -1,1756 -1,1683 -1,1620 -1,1472 -1,1158 -1,0669 -1,0080 -0,9445 -0,8709 -0,7757 -0,6545 -0,5156 -0,3711 -0,2277 -0,0869 0,0454 0,1552 0,2228 0,2335 0,1902 0,1165 0,0416 -0,0142 -0,0442 -0,0505 -0,0353 0,0072 0,0879 0,2092 0,3542 0,4908 0,5870 0,6301 0,6406 0,6627 0,7348 0,8659 1,0290 1,1701 1,2314 1,1790 1,0181 0,7855 0,5320 0,3057 0,1434 0,0639 0,0582 0,0915 0,1243 0,1338 0,1155 0,0717 0,0028 -0,0856 -0,1766 -0,2544 -0,3193 -0,3827 -0,4527 -0,5327 -0,6253 -0,7305 -0,8417 -0,9435 -1,0176 -1,0540 -1,0568 -1,0398 -1,0195 -1,0119 -1,0268 -1,0617 -1,1059 -1,1501 -1,1921 -1,2370 -1,2901 -1,3458 -1,3844 -1,3855 -1,3417 -1,2612 -1,1599 -1,0504 -0,9351 -0,8040 -0,6435 -0,4510 -0,2392 -0,0296 0,1588 0,3162 0,4412 0,5362 0,6074 0,6707 0,7484 0,8505 0,9590 1,0377 1,0543 0,9938 0,8626 0,6881 0,5109 0,3690 0,2867 0,2741 0,3285 0,4318 0,5568 0,6806 0,7935 0,8946 0,9836 1,0544 1,1018 1,1321 1,1615 1,2039 1,2663 1,3488 1,4457 1,5490 1,6519 1,7493 1,8356 1,9034 1,9451 1,9584 1,9510 1,9359 1,9187 1,8980 1,8826 1,8965 1,9602 2,0740 2,2238 2,3984 2,5955 2,8107 3,0289 3,2322 3,4125 3,5704 3,7069 3,8184 3,8991 3,9468 3,9693 3,9840 4,0074 4,0380 4,0527 4,0199 3,9147 3,7208 3,4310 3,0578 2,6411 2,2326 1,8686 1,5641 1,3251 1,1520 1,0295 0,9256 0,8046 0,6442 0,4419 0,2102 -0,0343 -0,2791 -0,5115 -0,7100 -0,8501 -0,9200 -0,9245 -0,8764 -0,7877 -0,6687 -0,5231 -0,3460 -0,1312 0,1182 0,3914 0,6754 0,9584 1,2337 1,4992 1,7515 1,9845 2,1972 2,4001 2,6088 2,8369 3,0912 3,3685 3,6489 3,8972 4,0759 4,1636 4,1624 4,0923 3,9776 3,8358 3,6764 3,5068 3,3372 3,1834 3,0622 2,9809 2,9306 2,8918 2,8482 2,7980 2,7528 2,7242 2,7137 2,7222 2,7581 2,8255 2,9107 2,9909 3,0495 3,0782 3,0672 3,0059 2,8921 2,7340 2,5457 2,3465 2,1580 1,9946 1,8563 1,7327 1,6110 1,4794 1,3260 1,1396 0,9203 0,6824 0,4443 0,2160 -0,0056 -0,2347 -0,4866 -0,7647 -1,0499 -1,3036 -1,4918 -1,6110 -1,6891 -1,7640 -1,8662 -2,0097 -2,1881 -2,3802 -2,5662 -2,7391 -2,9002 -3,0505 -3,1885 -3,3085 -3,3994 -3,4504 -3,4559 -3,4118 -3,3152 -3,1742 -3,0102 -2,8446 -2,6840 -2,5214
F3    0,1631 0,1882 0,2162 0,2201 0,1836 0,1040 0,0009 -0,0824 -0,0963 -0,0110 0,1667 0,3951 0,6155 0,7729 0,8334 0,7927 0,6707 0,5005 0,3202 0,1669 0,0663 0,0300 0,0599 0,1511 0,2918 0,4667 0,6611 0,8575 1,0215 1,1008 1,0499 0,8671 0,6108 0,3674 0,1921 0,0813 -0,0009 -0,0830 -0,1709 -0,2636 -0,3772 -0,5452 -0,7865 -1,0795 -1,3764 -1,6340 -1,8274 -1,9448 -1,9797 -1,9272 -1,7841 -1,5527 -1,2471 -0,9058 -0,5971 -0,3924 -0,3220 -0,3611 -0,4567 -0,5646 -0,6662 -0,7605 -0,8460 -0,9084 -0,9233 -0,8676 -0,7250 -0,4869 -0,1599 0,2248 0,6136 0,9503 1,2068 1,3958 1,5554 1,7221 1,9102 2,0999 2,2410 2,2783 2,1865 1,9854 1,7228 1,4462 1,1882 0,9704 0,8097 0,7090 0,6479 0,5877 0,4900 0,3338 0,1222 -0,1258 -0,3869 -0,6379 -0,8564 -1,0215 -1,1217 -1,1629 -1,1690 -1,1687 -1,1799 -1,2104 -1,2657 -1,3523 -1,4719 -1,6178 -1,7782 -1,9426 -2,1026 -2,2521 -2,3903 -2,5196 -2,6396 -2,7449 -2,8290 -2,8863 -2,9084 -2,8898 -2,8423 -2,7934 -2,7704 -2,7898 -2,8547 -2,9496 -3,0360 -3,0696 -3,0307 -2,9346 -2,8164 -2,7073 -2,6132 -2,5120 -2,3665 -2,1401 -1,8088 -1,3692 -0,8326 -0,2174 0,4441 1,0976 1,6820 2,1561 2,5113 2,7739 2,9972 3,2403 3,5379 3,8862 4,2527 4,5977 4,8915 5,1309 5,3395 5,5448 5,7517 5,9451 6,1111 6,2506 6,3728 6,4824 6,5734 6,6303 6,6369 6,5880 6,4928 6,3652 6,2162 6,0552 5,8941 5,7455 5,6189 5,5236 5,4659 5,4388 5,4183 5,3727 5,2777 5,1298 4,9501 4,7747 4,6431 4,5816 4,5909 4,6558 4,7599 4,8858 5,0086 5,1003 5,1366 5,0992 4,9772 4,7706 4,4887 4,1491 3,7815 3,4237 3,1089 2,8510 2,6394 2,4459 2,2447 2,0331 1,8316 1,6582 1,5061 1,3468 1,1502 0,9020 0,6121 0,3105 0,0337 -0,1925 -0,3595 -0,4695 -0,5269 -0,5414 -0,5357 -0,5392 -0,5662 -0,6082 -0,6515 -0,6926 -0,7369 -0,7936 -0,8681 -0,9514 -1,0220 -1,0596 -1,0547 -1,0076 -0,9254 -0,8165 -0,6899 -0,5601 -0,4459 -0,3583 -0,2919 -0,2356 -0,1923 -0,1814 -0,2171 -0,2862 -0,3530 -0,3798 -0,3395 -0,2208 -0,0309 0,2019 0,4327 0,6112 0,6970 0,6707 0,5352 0,3115 0,0347 -0,2547 -0,5279 -0,7788 -1,0111 -1,2147 -1,3624 -1,4321 -1,4281 -1,3790 -1,3179 -1,2675 -1,2370 -1,2268 -1,2347 -1,2603 -1,3025 -1,3587 -1,4305 -1,5230 -1,6301 -1,7257 -1,7774 -1,7690 -1,7099 -1,6228 -1,5255 -1,4247 -1,3235 -1,2298 -1,1586 -1,1277 -1,1462 -1,2056 -1,2843 -1,3643 -1,4463 -1,5480 -1,6822 -1,8352 -1,9698 -2,0457 -2,0346 -1,9333 -1,7699 -1,5916 -1,4439 -1,3599 -1,3557 -1,4270 -1,5541 -1,7113 -1,8680 -1,9858 -2,0243 -1,9526 -1,7572 -1,4463 -1,0525 -0,6358 -0,2723 -0,0237 0,0910 0,0925 0,0145 -0,1136 -0,2618 -0,3903 -0,4586 -0,4528 -0,3954 -0,3281 -0,2865 -0,2882 -0,3303 -0,3900 -0,4297 -0,4129 -0,3250 -0,1784 0,0029 0,2023 0,4129 0,6269 0,8271 0,9841 1,0651 1,0551 0,9670 0,8308 0,6767 0,5264 0,3935 0,2924 0,2471 0,2819 0,3990 0,5650 0,7242 0,8263 0,8509 0,8187 0,7801 0,7884 0,8743 1,0301 1,2121 1,3600 1,4279 1,4044 1,3086 1,1713 1,0220 0,8878 0,7908 0,7327 0,6913 0,6408 0,5707 0,4836 0,3848 0,2823 0,1939 0,1470 0,1596 0,2230 0,3114 0,4029 0,4839 0,5443 0,5722 0,5530 0,4756 0,3440 0,1798 0,0114 -0,1397 -0,2653 -0,3665 -0,4425 -0,4897 -0,5076 -0,5003 -0,4741 -0,4366 -0,3934 -0,3413 -0,2678 -0,1639 -0,0344 0,1043 0,2349 0,3462 0,4405 0,5366 0,6578 0,8137 0,9934 1,1717 1,3230 1,4379 1,5280 1,6132 1,7086 1,8228 1,9594 2,1073 2,2352 2,3052 2,2915 2,1869 2,0041 1,7777 1,5590 1,3989 1,3280 1,3505 1,4470 1,5790 1,7052 1,8056 1,8913 1,9860 2,1021 2,2349 2,3737 2,5131 2,6467 2,7559 2,8137 2,8018 2,7244 2,6077 2,4878 2,3997 2,3659 2,3869 2,4442 2,5173 2,5962 2,6763 2,7454 2,7885 2,8075 2,8237 2,8548 2,8997 2,9530 3,0245 3,1360 3,2999 3,5047 3,7225 3,9246 4,0872 4,1884 4,2118 4,1571 4,0464 3,9192 3,8188 3,7756 3,7900 3,8275 3,8370 3,7765 3,6231 3,3696 3,0273 2,6334 2,2402 1,8920 1,6148 1,4231 1,3231 1,3041 1,3343 1,3691 1,3658 1,2921 1,1260 0,8544 0,4803 0,0374 -0,4105 -0,7953 -1,0741 -1,2354 -1,2849 -1,2334 -1,0895 -0,8541 -0,5263 -0,1210 0,3230 0,7597 1,1552 1,4929 1,7646 1,9578 2,0569 2,0649 2,0203 1,9860 2,0196 2,1517 2,3816 2,6850 3,0232 3,3478 3,6064 3,7567 3,7793 3,6814 3,4904 3,2454 2,9891 2,7596 2,5818 2,4592 2,3736 2,2956 2,2027 2,0934 1,9892 1,9251 1,9263 1,9866 2,0717 2,1505 2,2141 2,2659 2,3055 2,3300 2,3386 2,3268 2,2807 2,1851 2,0381 1,8529 1,6493 1,4500 1,2761 1,1421 1,0541 1,0087 0,9895 0,9678 0,9119 0,8021 0,6410 0,4504 0,2569 0,0757 -0,0994 -0,2908 -0,5204 -0,7885 -1,0610 -1,2805 -1,3974 -1,3998 -1,3172 -1,2038 -1,1197 -1,1154 -1,2162 -1,4158 -1,6843 -1,9865 -2,2933 -2,5852 -2,8499 -3,0717 -3,2253 -3,2891 -3,2606 -3,1538 -2,9904 -2,7995 -2,6142 -2,4597 -2,3454 -2,2658
F7    0,0432 -0,1495 -0,2917 -0,3600 -0,3501 -0,2818 -0,1802 -0,0581 0,0766 0,2020 0,2766 0,2615 0,1536 -0,0033 -0,1394 -0,1936 -0,1396 0,0084 0,2058 0,3976 0,5406 0,6213 0,6550 0,6669 0,6734 0,6730 0,6526 0,6013 0,5156 0,4009 0,2753 0,1670 0,0977 0,0650 0,0426 0,0078 -0,0335 -0,0584 -0,0555 -0,0361 -0,0247 -0,0442 -0,1050 -0,2072 -0,3537 -0,5503 -0,7933 -1,0609 -1,3131 -1,4980 -1,5747 -1,5357 -1,4068 -1,2306 -1,0537 -0,9193 -0,8492 -0,8323 -0,8394 -0,8485 -0,8562 -0,8720 -0,9067 -0,9639 -1,0361 -1,1097 -1,1704 -1,2058 -1,1991 -1,1192 -0,9304 -0,6204 -0,2160 0,2338 0,6811 1,0874 1,4195 1,6443 1,7320 1,6685 1,4695 1,1781 0,8457 0,5145 0,2132 -0,0361 -0,2116 -0,2986 -0,3026 -0,2502 -0,1789 -0,1242 -0,1091 -0,1346 -0,1811 -0,2237 -0,2484 -0,2591 -0,2730 -0,3016 -0,3322 -0,3331 -0,2834 -0,1964 -0,1169 -0,1022 -0,2004 -0,4282 -0,7533 -1,1000 -1,3808 -1,5368 -1,5632 -1,5049 -1,4261 -1,3782 -1,3892 -1,4688 -1,6103 -1,7956 -2,0070 -2,2308 -2,4530 -2,6621 -2,8595 -3,0530 -3,2361 -3,3816 -3,4569 -3,4416 -3,3368 -3,1568 -2,9079 -2,5850 -2,1847 -1,7081 -1,1617 -0,5705 0,0163 0,5412 0,9636 1,2746 1,4973 1,6734 1,8447 2,0385 2,2615 2,5006 2,7295 2,9246 3,0875 3,2460 3,4277 3,6400 3,8707 4,0943 4,2781 4,3964 4,4467 4,4537 4,4522 4,4637 4,4900 4,5271 4,5728 4,6161 4,6307 4,5886 4,4818 4,3308 4,1703 4,0290 3,9213 3,8520 3,8205 3,8211 3,8440 3,8775 3,9049 3,9038 3,8563 3,7618 3,6432 3,5295 3,4275 3,3162 3,1732 2,9982 2,8118 2,6384 2,4916 2,3696 2,2624 2,1599 2,0508 1,9117 1,7097 1,4231 1,0619 0,6650 0,2795 -0,0508 -0,2813 -0,3724 -0,3148 -0,1447 0,0709 0,2615 0,3720 0,3714 0,2504 0,0129 -0,3283 -0,7444 -1,1915 -1,6211 -1,9941 -2,2910 -2,5162 -2,6877 -2,8182 -2,9118 -2,9716 -2,9947 -2,9636 -2,8609 -2,6936 -2,4983 -2,3238 -2,2123 -2,1870 -2,2493 -2,3775 -2,5251 -2,6314 -2,6459 -2,5485 -2,3505 -2,0833 -1,7896 -1,5189 -1,3119 -1,1797 -1,1051 -1,0646 -1,0417 -1,0238 -1,0045 -0,9894 -0,9855 -0,9859 -0,9741 -0,9435 -0,9059 -0,8826 -0,8876 -0,9152 -0,9463 -0,9730 -1,0134 -1,0894 -1,1932 -1,2881 -1,3412 -1,3503 -1,3427 -1,3572 -1,4248 -1,5554 -1,7364 -1,9450 -2,1602 -2,3636 -2,5328 -2,6419 -2,6643 -2,5790 -2,3834 -2,1089 -1,8155 -1,5607 -1,3756 -1,2682 -1,2354 -1,2625 -1,3222 -1,3835 -1,4248 -1,4364 -1,4187 -1,3813 -1,3390 -1,3098 -1,3094 -1,3390 -1,3840 -1,4317 -1,4786 -1,5190 -1,5449 -1,5559 -1,5557 -1,5363 -1,4792 -1,3712 -1,2152 -1,0319 -0,8574 -0,7283 -0,6575 -0,6216 -0,5746 -0,4847 -0,3632 -0,2539 -0,2006 -0,2211 -0,2938 -0,3585 -0,3432 -0,2075 0,0307 0,3075 0,5526 0,7210 0,8037 0,8238 0,8234 0,8389 0,8793 0,9214 0,9284 0,8831 0,8045 0,7337 0,7029 0,7156 0,7516 0,7841 0,7886 0,7472 0,6570 0,5406 0,4435 0,4126 0,4737 0,6226 0,8304 1,0495 1,2258 1,3170 1,3093 1,2224 1,1053 1,0179 1,0000 1,0530 1,1566 1,2913 1,4389 1,5764 1,6779 1,7211 1,6905 1,5812 1,4029 1,1846 0,9762 0,8334 0,7888 0,8345 0,9268 1,0030 1,0104 0,9326 0,7901 0,6159 0,4386 0,2870 0,1887 0,1520 0,1608 0,1901 0,2185 0,2288 0,2063 0,1469 0,0694 0,0184 0,0395 0,1465 0,3121 0,4882 0,6287 0,7013 0,6957 0,6264 0,5209 0,4035 0,2919 0,1983 0,1318 0,1056 0,1418 0,2579 0,4452 0,6618 0,8521 0,9778 1,0343 1,0440 1,0392 1,0463 1,0805 1,1507 1,2639 1,4192 1,5961 1,7557 1,8576 1,8817 1,8400 1,7650 1,6860 1,6200 1,5774 1,5649 1,5831 1,6266 1,6841 1,7405 1,7872 1,8383 1,9230 2,0567 2,2248 2,3923 2,5179 2,5662 2,5164 2,3677 2,1417 1,8874 1,6725 1,5648 1,6119 1,8195 2,1422 2,5044 2,8364 3,0918 3,2454 3,2863 3,2165 3,0562 2,8458 2,6310 2,4374 2,2630 2,0980 1,9505 1,8540 1,8556 1,9886 2,2461 2,5782 2,9192 3,2169 3,4452 3,6000 3,6870 3,7134 3,6888 3,6265 3,5396 3,4386 3,3343 3,2416 3,1711 3,1179 3,0663 3,0038 2,9248 2,8262 2,7097 2,5820 2,4421 2,2697 2,0367 1,7274 1,3496 0,9300 0,5037 0,1030 -0,2494 -0,5361 -0,7382 -0,8381 -0,8354 -0,7554 -0,6370 -0,5125 -0,3982 -0,2953 -0,1953 -0,0892 0,0246 0,1360 0,2328 0,3090 0,3630 0,3968 0,4197 0,4498 0,5190 0,6730 0,9464 1,3332 1,7825 2,2242 2,6010 2,8892 3,0962 3,2416 3,3352 3,3661 3,3151 3,1812 2,9931 2,7949 2,6250 2,5023 2,4199 2,3525 2,2802 2,2128 2,1907 2,2530 2,4024 2,5974 2,7742 2,8825 2,9082 2,8655 2,7694 2,6264 2,4447 2,2398 2,0281 1,8263 1,6595 1,5514 1,4979 1,4614 1,3957 1,2738 1,0992 0,9066 0,7491 0,6675 0,6657 0,7160 0,7798 0,8195 0,8013 0,7055 0,5414 0,3438 0,1479 -0,0296 -0,1906 -0,3454 -0,5021 -0,6584 -0,7949 -0,8781 -0,8878 -0,8437 -0,7951 -0,7834 -0,8184 -0,8824 -0,9452 -0,9850 -1,0078 -1,0412 -1,1063 -1,2008 -1,3114 -1,4321 -1,5671 -1,7202 -1,8829 -2,0284 -2,1218 -2,1430 -2,0985 -2,0176 -1,9378 -1,8868
