Fp1   2,4292 2,3646 2,1302 1,8315 1,5372 1,2611 0,9898 0,7375 0,5656 0,5229 0,6008 0,7735 1,0243 1,3158 1,5932 1,8147 1,9503 1,9778 1,9043 1,7691 1,6134 1,4494 1,2576 1,0112 0,6989 0,3336 -0,0446 -0,3822 -0,6440 -0,8298 -0,9597 -1,0430 -1,0672 -1,0145 -0,8793 -0,6818 -0,4755 -0,3216 -0,2506 -0,2611 -0,3528 -0,5404 -0,8347 -1,2189 -1,6456 -2,0568 -2,4127 -2,7056 -2,9522 -3,1833 -3,4293 -3,6874 -3,9053 -4,0071 -3,9390 -3,7029 -3,3659 -3,0371 -2,8237 -2,7848 -2,9039 -3,0925 -3,2356 -3,2479 -3,1103 -2,8710 -2,6106 -2,3821 -2,1620 -1,8763 -1,4913 -1,0577 -0,6639 -0,3778 -0,2297 -0,2156 -0,3018 -0,4459 -0,6209 -0,8197 -1,0454 -1,3007 -1,5876 -1,9106 -2,2562 -2,5626 -2,7343 -2,7097 -2,5093 -2,2124 -1,8975 -1,6241 -1,4446 -1,3854 -1,4228 -1,5067 -1,6086 -1,7417 -1,9334 -2,1996 -2,5585 -3,0381 -3,6440 -4,3358 -5,0458 -5,7098 -6,2904 -6,7906 -7,2420 -7,6692 -8,0578 -8,3687 -8,5922 -8,7656 -8,9404 -9,1560 -9,4300 -9,7442 -10,0404 -10,2412 -10,2889 -10,1644 -9,8714 -9,4211 -8,8335 -8,1329 -7,3531 -6,5554 -5,8069 -5,1399 -4,5565 -4,0555 -3,6259 -3,2395 -2,8739 -2,5318 -2,2414 -2,0436 -1,9548 -1,9363 -1,9205 -1,8609 -1,7396 -1,5491 -1,2846 -0,9438 -0,5246 -0,0308 0,5123 1,0509 1,5188 1,8607 2,0391 2,0302 1,8362 1,5102 1,1533 0,8736 0,7474 0,8008 0,9984 1,2510 1,4671 1,6171 1,7483 1,9245 2,1546 2,3811 2,5234 2,5274 2,3831 2,1119 1,7648 1,4259 1,1658 0,9946 0,8860 0,8172 0,7578 0,6570 0,4699 0,1857 -0,1690 -0,5395 -0,8710 -1,1386 -1,3539 -1,5612 -1,8320 -2,2241 -2,7164 -3,2093 -3,6062 -3,8734 -4,0134 -4,0216 -3,9051 -3,7229 -3,5567 -3,4329 -3,2993 -3,0890 -2,7870 -2,4425 -2,1377 -1,9421 -1,8847 -1,9671 -2,1819 -2,5095 -2,9131 -3,3399 -3,7316 -4,0432 -4,2689 -4,4551 -4,6586 -4,8777 -5,0514 -5,1189 -5,0616 -4,9017 -4,6720 -4,4000 -4,1247 -3,9004 -3,7710 -3,7562 -3,8588 -4,0721 -4,3766 -4,7411 -5,1329 -5,5133 -5,8344 -6,0576 -6,1668 -6,1638 -6,0757 -5,9572 -5,8573 -5,7882 -5,7442 -5,7387 -5,7961 -5,9224 -6,1086 -6,3448 -6,6086 -6,8658 -7,0951 -7,3060 -7,5267 -7,7730 -8,0323 -8,2788 -8,4836 -8,6082 -8,6025 -8,4267 -8,0949 -7,6980 -7,3548 -7,1255 -6,9797 -6,8507 -6,6940 -6,4931 -6,2439 -5,9497 -5,6165 -5,2532 -4,8727 -4,4790 -4,0594 -3,6121 -3,1782 -2,8238 -2,5858 -2,4481 -2,3562 -2,2448 -2,0750 -1,8646 -1,6796 -1,5923 -1,6341 -1,7773 -1,9540 -2,0913 -2,1447 -2,1153 -2,0285 -1,9014 -1,7376 -1,5384 -1,3032 -1,0368 -0,7667 -0,5369 -0,3713 -0,2521 -0,1408 -0,0107 0,1345 0,2702 0,3770 0,4492 0,4739 0,4108 0,2072 -0,1485 -0,5927 -1,0213 -1,3490 -1,5398 -1,6049 -1,5740 -1,4568 -1,2315 -0,8727 -0,3918 0,1555 0,7030 1,2080 1,6425 1,9729 2,1848 2,3143 2,4018 2,4200 2,3087 2,0750 1,7973 1,5331 1,2763 0,9983 0,6872 0,3514 0,0171 -0,2808 -0,5149 -0,6710 -0,7423 -0,7357 -0,6804 -0,6183 -0,5829 -0,5751 -0,5561 -0,4878 -0,3881 -0,3187 -0,3152 -0,3577 -0,4020 -0,4089 -0,3618 -0,2717 -0,1512 0,0006 0,1771 0,3455 0,4576 0,4794 0,4126 0,2841 0,1140 -0,1139 -0,4367 -0,8455 -1,2568 -1,5760 -1,7631 -1,8283 -1,8046 -1,7387 -1,6772 -1,6363 -1,5924 -1,5219 -1,4386 -1,3773 -1,3508 -1,3359 -1,3093 -1,2874 -1,3222 -1,4568 -1,6927 -2,0004 -2,3479 -2,7116 -3,0717 -3,3965 -3,6434 -3,7866 -3,8443 -3,8737 -3,9340 -4,0500 -4,2155 -4,4160 -4,6308 -4,8265 -4,9746 -5,0625 -5,0782 -5,0056 -4,8470 -4,6380 -4,4310 -4,2561 -4,0979 -3,9177 -3,6949 -3,4380 -3,1637 -2,8778 -2,5830 -2,3063 -2,1061 -2,0365 -2,1016 -2,2504 -2,4174 -2,5667 -2,7002 -2,8388 -2,9965 -3,1581 -3,2856 -3,3558 -3,3801 -3,3809 -3,3622 -3,3125 -3,2192 -3,0760 -2,8912 -2,6870 -2,4855 -2,3019 -2,1485 -2,0328 -1,9542 -1,9094 -1,9071 -1,9814 -2,1793 -2,5102 -2,9129 -3,2933 -3,5959 -3,8303 -4,0365 -4,2342 -4,3970 -4,4646 -4,3862 -4,1560 -3,8111 -3,4096 -3,0125 -2,6777 -2,4656 -2,4260 -2,5615 -2,8084 -3,0700 -3,2742 -3,3964 -3,4418 -3,4340 -3,4113 -3,4087 -3,4521 -3,5661 -3,7718 -4,0780 -4,4705 -4,9149 -5,3856 -5,8874 -6,4461 -7,0798 -7,7770 -8,5011 -9,2084 -9,8535 -10,3781 -10,7173 -10,8370 -10,7456 -10,4535 -9,9669 -9,3327 -8,6415 -7,9634 -7,2994 -6,6023 -5,8375 -5,0072 -4,1239 -3,1951 -2,2419 -1,3003 -0,3947 0,4698 1,2904 2,0550 2,7467 3,3631 3,9265 4,4549 4,9229 5,2586 5,3791 5,2249 4,7836 4,1093 3,3095 2,4883 1,7021 0,9642 0,2718 -0,3733 -0,9636 -1,5022 -2,0058 -2,4815 -2,9117 -3,2600 -3,4775 -3,5112 -3,3292 -2,9474 -2,4312 -1,8639 -1,3013 -0,7564 -0,2337 0,2367 0,5995 0,8105 0,8742 0,8296 0,6876 0,4095 -0,0446 -0,6609 -1,3588 -2,0270 -2,5775 -2,9852 -3,2922 -3,5742 -3,8920 -4,2643 -4,6650 -5,0381 -5,3230 -5,4782 -5,4999 -5,4366 -5,3758 -5,3869 -5,4760 -5,6004 -5,7124 -5,7801 -5,7850 -5,7182 -5,5757 -5,3618 -5,0946 -4,8077 -4,5475 -4,3626 -4,2811 -4,3051 -4,4217 -4,6057 -4,8178 -5,0198 -5,1965 -5,3492 -5,4727 -5,5677 -5,6814 -5,9053 -6,3062 -6,8654 -7,4959 -8,1061 -8,6371 -9,0536 -9,3283 -9,4478 -9,4207
Fz    5,7303 5,4708 5,1228 4,7661 4,4568 4,2150 4,0370 3,9237 3,8955 3,9613 4,0946 4,2618 4,4438 4,6190 4,7545 4,8143 4,7621 4,5730 4,2586 3,8665 3,4509 3,0491 2,6778 2,3419 2,0464 1,8053 1,6507 1,6250 1,7557 2,0313 2,4048 2,8244 3,2566 3,6843 4,0937 4,4602 4,7397 4,8854 4,8747 4,7114 4,4133 4,0094 3,5420 3,0624 2,6235 2,2640 1,9944 1,7998 1,6624 1,5733 1,5273 1,5256 1,5852 1,7284 1,9624 2,2638 2,5781 2,8356 2,9763 2,9711 2,8360 2,6331 2,4460 2,3426 2,3460 2,4303 2,5490 2,6766 2,8317 3,0545 3,3547 3,6913 4,0031 4,2469 4,4081 4,4930 4,5173 4,4939 4,4301 4,3332 4,2137 4,0844 3,9515 3,8064 3,6460 3,5032 3,4366 3,4824 3,6221 3,8036 3,9825 4,1249 4,1874 4,1348 3,9726 3,7366 3,4568 3,1407 2,7847 2,3895 1,9561 1,4822 0,9730 0,4449 -0,0811 -0,5823 -1,0419 -1,4636 -1,8708 -2,2782 -2,6705 -3,0173 -3,3085 -3,5633 -3,8119 -4,0784 -4,3663 -4,6452 -4,8601 -4,9577 -4,9110 -4,7213 -4,4068 -3,9931 -3,5076 -2,9700 -2,3990 -1,8327 -1,3227 -0,9020 -0,5733 -0,3192 -0,1069 0,1016 0,3300 0,5796 0,8263 1,0234 1,1312 1,1524 1,1270 1,0990 1,1022 1,1615 1,2887 1,4785 1,7153 1,9838 2,2672 2,5393 2,7700 2,9350 3,0165 3,0061 2,9197 2,8067 2,7364 2,7743 2,9629 3,3113 3,7855 4,3148 4,8264 5,2872 5,7117 6,1268 6,5296 6,8817 7,1351 7,2577 7,2435 7,1126 6,9133 6,7178 6,5895 6,5508 6,5914 6,6894 6,8129 6,9178 6,9650 6,9350 6,8279 6,6610 6,4602 6,2466 6,0288 5,8014 5,5403 5,2186 4,8431 4,4639 4,1347 3,8752 3,6861 3,5780 3,5554 3,5883 3,6333 3,6841 3,7759 3,9388 4,1583 4,3787 4,5310 4,5648 4,4649 4,2407 3,9123 3,5103 3,0741 2,6432 2,2490 1,9132 1,6454 1,4383 1,2801 1,1746 1,1355 1,1641 1,2430 1,3486 1,4731 1,6251 1,8043 1,9890 2,1485 2,2546 2,2834 2,2200 2,0688 1,8547 1,6153 1,3923 1,2212 1,1154 1,0688 1,0729 1,1174 1,1812 1,2439 1,3045 1,3731 1,4455 1,4983 1,5043 1,4434 1,3072 1,1083 0,8752 0,6337 0,3936 0,1503 -0,1038 -0,3711 -0,6488 -0,9200 -1,1429 -1,2634 -1,2420 -1,0814 -0,8341 -0,5731 -0,3421 -0,1367 0,0685 0,2933 0,5504 0,8461 1,1759 1,5259 1,8752 2,1990 2,4821 2,7307 2,9587 3,1640 3,3254 3,4271 3,4823 3,5293 3,6054 3,7169 3,8299 3,8919 3,8655 3,7526 3,5920 3,4378 3,3380 3,3149 3,3581 3,4398 3,5388 3,6460 3,7609 3,8901 4,0434 4,2208 4,4086 4,5920 4,7639 4,9235 5,0698 5,1951 5,2900 5,3585 5,4128 5,4474 5,4295 5,3211 5,1189 4,8730 4,6572 4,5230 4,4801 4,5065 4,5734 4,6664 4,7907 4,9617 5,1867 5,4513 5,7291 5,9996 6,2468 6,4499 6,5997 6,7182 6,8370 6,9544 7,0425 7,0887 7,1022 7,0811 6,9988 6,8253 6,5525 6,2074 5,8495 5,5470 5,3472 5,2637 5,2843 5,3798 5,5142 5,6588 5,8010 5,9483 6,1262 6,3513 6,5952 6,7935 6,8991 6,9133 6,8721 6,8219 6,7976 6,8094 6,8517 6,9140 6,9784 7,0180 7,0037 6,9199 6,7762 6,5997 6,4154 6,2300 6,0352 5,8367 5,6686 5,5644 5,5272 5,5331 5,5487 5,5428 5,4987 5,4235 5,3417 5,2704 5,2038 5,1262 5,0359 4,9503 4,8871 4,8436 4,7966 4,7230 4,6186 4,4927 4,3551 4,2130 4,0792 3,9785 3,9402 3,9745 4,0581 4,1427 4,1811 4,1523 4,0607 3,9212 3,7573 3,6058 3,5033 3,4705 3,5163 3,6417 3,8301 4,0433 4,2387 4,3928 4,5086 4,6007 4,6761 4,7336 4,7799 4,8345 4,9105 4,9940 5,0478 5,0357 4,9445 4,7855 4,5788 4,3398 4,0765 3,7964 3,5179 3,2821 3,1426 3,1287 3,2296 3,4197 3,6796 3,9906 4,3267 4,6567 4,9448 5,1558 5,2714 5,3007 5,2690 5,2000 5,1058 4,9848 4,8217 4,5901 4,2636 3,8442 3,3821 2,9524 2,6060 2,3481 2,1588 2,0202 1,9305 1,9016 1,9438 2,0496 2,1917 2,3343 2,4473 2,5052 2,4780 2,3377 2,0857 1,7668 1,4532 1,2091 1,0696 1,0390 1,0949 1,1990 1,3115 1,3945 1,4104 1,3284 1,1333 0,8305 0,4395 -0,0193 -0,5313 -1,0878 -1,6794 -2,2829 -2,8603 -3,3717 -3,7836 -4,0652 -4,1918 -4,1623 -3,9981 -3,7179 -3,3348 -2,8773 -2,3901 -1,9062 -1,4261 -0,9209 -0,3618 0,2579 0,9283 1,6310 2,3353 3,0034 3,6072 4,1362 4,5930 4,9860 5,3217 5,6066 5,8507 6,0597 6,2213 6,3029 6,2654 6,0797 5,7371 5,2605 4,7031 4,1202 3,5440 2,9851 2,4475 1,9394 1,4729 1,0542 0,6825 0,3645 0,1234 -0,0107 -0,0086 0,1547 0,4841 0,9480 1,4856 2,0347 2,5569 3,0430 3,4944 3,9009 4,2373 4,4814 4,6312 4,6951 4,6595 4,4856 4,1453 3,6477 3,0327 2,3499 1,6434 0,9440 0,2625 -0,4079 -1,0770 -1,7424 -2,3823 -2,9627 -3,4500 -3,8155 -4,0415 -4,1400 -4,1597 -4,1571 -4,1619 -4,1743 -4,1837 -4,1784 -4,1513 -4,1024 -4,0348 -3,9510 -3,8550 -3,7527 -3,6549 -3,5783 -3,5371 -3,5381 -3,5830 -3,6664 -3,7729 -3,8831 -3,9830 -4,0643 -4,1195 -4,1554 -4,2140 -4,3605 -4,6357 -5,0258 -5,4769 -5,9313 -6,3461 -6,6876 -6,9231 -7,0298 -7,0055
F3    3,4162 3,1744 2,8915 2,6348 2,4299 2,2590 2,0874 1,9066 1,7535 1,6689 1,6526 1,6828 1,7448 1,8222 1,8945 1,9473 1,9645 1,9238 1,8160 1,6552 1,4648 1,2587 1,0359 0,7916 0,5315 0,2797 0,0804 -0,0135 0,0328 0,2136 0,4897 0,8183 1,1712 1,5289 1,8717 2,1717 2,3872 2,4779 2,4294 2,2545 1,9761 1,6187 1,2133 0,8007 0,4258 0,1221 -0,1063 -0,2816 -0,4243 -0,5391 -0,6238 -0,6716 -0,6621 -0,5655 -0,3652 -0,0820 0,2219 0,4654 0,5826 0,5472 0,3844 0,1668 -0,0170 -0,1025 -0,0736 0,0393 0,1872 0,3454 0,5393 0,8177 1,1889 1,5985 1,9692 2,2476 2,4147 2,4767 2,4546 2,3709 2,2436 2,0876 1,9154 1,7336 1,5340 1,2928 1,0004 0,6982 0,4667 0,3702 0,4164 0,5684 0,7831 1,0140 1,1939 1,2587 1,1878 1,0021 0,7312 0,3936 0,0029 -0,4237 -0,8746 -1,3500 -1,8464 -2,3497 -2,8455 -3,3218 -3,7676 -4,1843 -4,5871 -4,9815 -5,3451 -5,6487 -5,8934 -6,1128 -6,3463 -6,6220 -6,9455 -7,2889 -7,5980 -7,8156 -7,9055 -7,8568 -7,6708 -7,3532 -6,9132 -6,3591 -5,7103 -5,0190 -4,3574 -3,7764 -3,2928 -2,9016 -2,5758 -2,2782 -1,9861 -1,7002 -1,4405 -1,2425 -1,1322 -1,0958 -1,0897 -1,0734 -1,0198 -0,9098 -0,7315 -0,4847 -0,1780 0,1750 0,5506 0,9122 1,2220 1,4538 1,5895 1,6166 1,5376 1,3828 1,2098 1,0876 1,0744 1,1967 1,4365 1,7387 2,0493 2,3531 2,6710 3,0168 3,3670 3,6706 3,8787 3,9651 3,9297 3,7895 3,5823 3,3710 3,2127 3,1236 3,0885 3,0854 3,0840 3,0425 2,9286 2,7406 2,5038 2,2558 2,0284 1,8362 1,6750 1,5238 1,3455 1,1083 0,8247 0,5527 0,3438 0,2024 0,1107 0,0694 0,0829 0,1240 0,1530 0,1706 0,2240 0,3555 0,5599 0,7842 0,9561 1,0213 0,9618 0,7847 0,5095 0,1665 -0,2077 -0,5789 -0,9193 -1,2100 -1,4470 -1,6438 -1,8132 -1,9402 -1,9896 -1,9394 -1,8008 -1,6070 -1,3841 -1,1425 -0,8999 -0,6930 -0,5624 -0,5352 -0,6212 -0,8144 -1,0914 -1,4130 -1,7349 -2,0135 -2,2138 -2,3239 -2,3563 -2,3275 -2,2521 -2,1500 -2,0380 -1,9141 -1,7704 -1,6195 -1,4920 -1,4144 -1,4057 -1,4803 -1,6364 -1,8514 -2,0961 -2,3493 -2,6018 -2,8488 -3,0885 -3,3225 -3,5373 -3,6898 -3,7273 -3,6215 -3,3932 -3,1142 -2,8691 -2,6986 -2,5830 -2,4807 -2,3601 -2,1976 -1,9744 -1,6845 -1,3372 -0,9543 -0,5657 -0,1958 0,1493 0,4701 0,7506 0,9616 1,0893 1,1520 1,1916 1,2485 1,3347 1,4218 1,4577 1,4028 1,2623 1,0859 0,9399 0,8786 0,9214 1,0419 1,1906 1,3294 1,4445 1,5415 1,6413 1,7700 1,9425 2,1581 2,4133 2,7076 3,0340 3,3686 3,6743 3,9204 4,1025 4,2330 4,3087 4,2976 4,1627 3,9032 3,5702 3,2362 2,9552 2,7484 2,6088 2,5220 2,4903 2,5393 2,7004 2,9829 3,3595 3,7797 4,1928 4,5530 4,8195 4,9826 5,0839 5,1776 5,2659 5,3050 5,2652 5,1525 4,9760 4,7275 4,3968 3,9924 3,5499 3,1295 2,7981 2,6003 2,5424 2,5982 2,7219 2,8634 2,9873 3,0866 3,1860 3,3298 3,5443 3,7981 4,0174 4,1473 4,1833 4,1544 4,1023 4,0603 4,0379 4,0299 4,0298 4,0285 4,0116 3,9599 3,8586 3,7070 3,5155 3,2948 3,0475 2,7721 2,4903 2,2547 2,1101 2,0575 2,0624 2,0804 2,0737 2,0240 1,9455 1,8776 1,8507 1,8613 1,8870 1,9166 1,9562 2,0092 2,0604 2,0825 2,0571 1,9895 1,9002 1,8065 1,7162 1,6344 1,5743 1,5564 1,5903 1,6538 1,6950 1,6611 1,5339 1,3302 1,0772 0,8042 0,5496 0,3516 0,2333 0,2075 0,2785 0,4303 0,6225 0,8130 0,9846 1,1479 1,3162 1,4850 1,6396 1,7768 1,9123 2,0604 2,2075 2,3088 2,3155 2,2060 1,9954 1,7197 1,4147 1,1043 0,8030 0,5251 0,2988 0,1624 0,1340 0,1973 0,3244 0,4951 0,6943 0,9050 1,1072 1,2772 1,3923 1,4411 1,4254 1,3503 1,2188 1,0352 0,8046 0,5294 0,2050 -0,1749 -0,5948 -1,0000 -1,3241 -1,5379 -1,6609 -1,7281 -1,7576 -1,7406 -1,6519 -1,4720 -1,2068 -0,8927 -0,5833 -0,3272 -0,1606 -0,1137 -0,2056 -0,4218 -0,7061 -0,9828 -1,1918 -1,3038 -1,3136 -1,2350 -1,0962 -0,9311 -0,7770 -0,6727 -0,6497 -0,7267 -0,9077 -1,1872 -1,5583 -2,0132 -2,5435 -3,1384 -3,7772 -4,4280 -5,0577 -5,6361 -6,1291 -6,5003 -6,7326 -6,8296 -6,7885 -6,5976 -6,2674 -5,8376 -5,3505 -4,8215 -4,2353 -3,5708 -2,8279 -2,0253 -1,1938 -0,3797 0,3670 1,0161 1,5623 2,0158 2,3931 2,7086 2,9737 3,2044 3,4143 3,5957 3,7132 3,7199 3,5755 3,2620 2,8013 2,2549 1,6877 1,1354 0,6067 0,1064 -0,3476 -0,7302 -1,0301 -1,2567 -1,4225 -1,5257 -1,5517 -1,4786 -1,2812 -0,9452 -0,4846 0,0579 0,6298 1,1904 1,7156 2,1851 2,5722 2,8479 2,9961 3,0265 2,9614 2,8001 2,5129 2,0735 1,4935 0,8267 0,1436 -0,4984 -1,0704 -1,5750 -2,0374 -2,4865 -2,9327 -3,3593 -3,7306 -4,0111 -4,1753 -4,2163 -4,1629 -4,0807 -4,0340 -4,0480 -4,1109 -4,2002 -4,2948 -4,3733 -4,4154 -4,4048 -4,3382 -4,2304 -4,1054 -3,9887 -3,9026 -3,8555 -3,8398 -3,8436 -3,8598 -3,8829 -3,9045 -3,9159 -3,9111 -3,8862 -3,8482 -3,8364 -3,9199 -4,1530 -4,5325 -5,0023 -5,4925 -5,9494 -6,3332 -6,6076 -6,7450 -6,7402
F7    -0,4161 -0,4531 -0,5323 -0,6288 -0,7332 -0,8499 -0,9860 -1,1342 -1,2676 -1,3607 -1,4089 -1,4187 -1,3971 -1,3539 -1,2969 -1,2242 -1,1365 -1,0518 -0,9989 -0,9989 -1,0542 -1,1495 -1,2634 -1,3812 -1,4970 -1,6052 -1,6918 -1,7386 -1,7351 -1,6837 -1,5965 -1,4853 -1,3576 -1,2212 -1,0897 -0,9824 -0,9212 -0,9220 -0,9847 -1,0968 -1,2456 -1,4255 -1,6330 -1,8583 -2,0834 -2,2866 -2,4580 -2,6037 -2,7305 -2,8390 -2,9312 -3,0102 -3,0722 -3,1054 -3,0987 -3,0573 -3,0096 -2,9924 -3,0263 -3,1056 -3,1992 -3,2582 -3,2359 -3,1132 -2,9067 -2,6554 -2,3963 -2,1471 -1,9041 -1,6507 -1,3766 -1,0918 -0,8221 -0,5953 -0,4343 -0,3530 -0,3504 -0,4140 -0,5276 -0,6762 -0,8490 -1,0424 -1,2627 -1,5195 -1,8063 -2,0885 -2,3193 -2,4690 -2,5383 -2,5426 -2,4906 -2,3900 -2,2658 -2,1554 -2,0881 -2,0778 -2,1276 -2,2365 -2,3964 -2,5911 -2,8079 -3,0464 -3,3091 -3,5949 -3,9041 -4,2389 -4,5987 -4,9804 -5,3767 -5,7646 -6,1095 -6,3913 -6,6220 -6,8340 -7,0572 -7,3095 -7,5928 -7,8901 -8,1715 -8,4063 -8,5718 -8,6525 -8,6260 -8,4609 -8,1333 -7,6433 -7,0195 -6,3151 -5,5911 -4,8926 -4,2391 -3,6304 -3,0534 -2,4963 -1,9638 -1,4759 -1,0552 -0,7200 -0,4736 -0,2917 -0,1306 0,0449 0,2462 0,4680 0,6964 0,9161 1,1229 1,3315 1,5595 1,8035 2,0357 2,2220 2,3371 2,3707 2,3264 2,2216 2,0888 1,9702 1,9073 1,9256 2,0235 2,1748 2,3483 2,5259 2,7037 2,8745 3,0131 3,0835 3,0589 2,9370 2,7406 2,5052 2,2687 2,0667 1,9178 1,8129 1,7262 1,6335 1,5174 1,3662 1,1771 0,9592 0,7318 0,5176 0,3330 0,1839 0,0676 -0,0251 -0,1082 -0,1927 -0,2738 -0,3311 -0,3506 -0,3367 -0,2993 -0,2412 -0,1676 -0,0963 -0,0450 -0,0067 0,0490 0,1485 0,2911 0,4484 0,5801 0,6534 0,6501 0,5624 0,3957 0,1710 -0,0824 -0,3323 -0,5458 -0,7009 -0,8014 -0,8804 -0,9768 -1,1009 -1,2296 -1,3259 -1,3610 -1,3288 -1,2461 -1,1437 -1,0560 -1,0107 -1,0228 -1,0971 -1,2324 -1,4222 -1,6492 -1,8866 -2,1066 -2,2868 -2,4127 -2,4820 -2,5011 -2,4735 -2,4006 -2,2939 -2,1745 -2,0603 -1,9605 -1,8851 -1,8466 -1,8500 -1,8932 -1,9758 -2,0978 -2,2515 -2,4216 -2,5919 -2,7495 -2,8843 -2,9901 -3,0664 -3,1131 -3,1240 -3,0918 -3,0168 -2,9142 -2,8165 -2,7587 -2,7528 -2,7820 -2,8228 -2,8631 -2,8959 -2,9071 -2,8777 -2,7949 -2,6579 -2,4776 -2,2685 -2,0402 -1,8007 -1,5660 -1,3567 -1,1839 -1,0437 -0,9231 -0,8083 -0,6928 -0,5836 -0,4995 -0,4567 -0,4511 -0,4585 -0,4503 -0,4063 -0,3206 -0,2050 -0,0803 0,0400 0,1552 0,2725 0,4036 0,5633 0,7605 0,9915 1,2478 1,5239 1,8123 2,0929 2,3314 2,4977 2,5831 2,5948 2,5374 2,4075 2,2036 1,9426 1,6645 1,4153 1,2234 1,0897 0,9968 0,9304 0,8959 0,9173 1,0200 1,2103 1,4686 1,7608 2,0553 2,3255 2,5457 2,7042 2,8194 2,9218 3,0134 3,0689 3,0704 3,0172 2,9066 2,7268 2,4713 2,1535 1,8113 1,5000 1,2747 1,1660 1,1678 1,2420 1,3359 1,4019 1,4147 1,3765 1,3118 1,2552 1,2326 1,2450 1,2745 1,3096 1,3592 1,4382 1,5502 1,6841 1,8245 1,9651 2,1080 2,2514 2,3870 2,5035 2,5871 2,6234 2,6012 2,5164 2,3711 2,1732 1,9474 1,7372 1,5798 1,4825 1,4257 1,3825 1,3309 1,2580 1,1648 1,0656 0,9779 0,9110 0,8692 0,8608 0,8962 0,9694 1,0510 1,1056 1,1163 1,0886 1,0354 0,9623 0,8673 0,7457 0,5988 0,4392 0,2839 0,1403 0,0015 -0,1460 -0,3107 -0,4907 -0,6773 -0,8585 -1,0195 -1,1455 -1,2242 -1,2433 -1,1948 -1,0884 -0,9535 -0,8217 -0,7080 -0,6091 -0,5141 -0,4126 -0,2951 -0,1508 0,0294 0,2404 0,4530 0,6207 0,7031 0,6921 0,6137 0,5055 0,3916 0,2749 0,1456 -0,0017 -0,1534 -0,2778 -0,3486 -0,3604 -0,3243 -0,2577 -0,1785 -0,1017 -0,0396 -0,0054 -0,0081 -0,0404 -0,0849 -0,1335 -0,1925 -0,2711 -0,3710 -0,4856 -0,6074 -0,7343 -0,8621 -0,9743 -1,0491 -1,0768 -1,0649 -1,0287 -0,9822 -0,9291 -0,8596 -0,7605 -0,6317 -0,4888 -0,3534 -0,2430 -0,1665 -0,1241 -0,1091 -0,1083 -0,1030 -0,0760 -0,0203 0,0590 0,1501 0,2384 0,3067 0,3355 0,3059 0,2060 0,0366 -0,1900 -0,4545 -0,7381 -1,0308 -1,3342 -1,6588 -2,0180 -2,4178 -2,8514 -3,3032 -3,7536 -4,1805 -4,5627 -4,8846 -5,1344 -5,2931 -5,3362 -5,2503 -5,0432 -4,7357 -4,3491 -3,8964 -3,3833 -2,8132 -2,1911 -1,5292 -0,8518 -0,1890 0,4386 1,0266 1,5820 2,1125 2,6172 3,0851 3,5046 3,8699 4,1780 4,4217 4,5886 4,6622 4,6298 4,4994 4,3002 4,0611 3,7925 3,4935 3,1675 2,8291 2,4963 2,1812 1,8873 1,6148 1,3665 1,1486 0,9704 0,8462 0,7922 0,8150 0,9047 1,0411 1,2079 1,3985 1,6042 1,8005 1,9515 2,0298 2,0339 1,9814 1,8831 1,7322 1,5201 1,2578 0,9790 0,7214 0,5086 0,3459 0,2225 0,1155 -0,0001 -0,1380 -0,2930 -0,4431 -0,5620 -0,6327 -0,6557 -0,6509 -0,6508 -0,6836 -0,7588 -0,8683 -0,9951 -1,1215 -1,2323 -1,3143 -1,3572 -1,3650 -1,3616 -1,3772 -1,4331 -1,5356 -1,6743 -1,8296 -1,9881 -2,1473 -2,3058 -2,4526 -2,5699 -2,6441 -2,6701 -2,6591 -2,6474 -2,6866 -2,8128 -3,0267 -3,3016 -3,6051 -3,9098 -4,1919 -4,4301 -4,6118 -4,7382
