Fp1   1,8022 1,8901 1,9597 2,0021 2,0188 2,0197 2,0149 2,0080 1,9930 1,9583 1,8935 1,7937 1,6543 1,4674 1,2284 0,9410 0,6140 0,2586 -0,1060 -0,4480 -0,7358 -0,9547 -1,1042 -1,1884 -1,2146 -1,1933 -1,1344 -1,0545 -0,9811 -0,9377 -0,9262 -0,9299 -0,9246 -0,8893 -0,8190 -0,7315 -0,6581 -0,6232 -0,6333 -0,6846 -0,7741 -0,8923 -1,0164 -1,1197 -1,1796 -1,1885 -1,1628 -1,1299 -1,1040 -1,0781 -1,0323 -0,9436 -0,7939 -0,5703 -0,2710 0,0840 0,4518 0,7858 1,0617 1,2842 1,4689 1,6230 1,7391 1,7993 1,7868 1,6961 1,5376 1,3371 1,1269 0,9265 0,7297 0,5140 0,2614 -0,0325 -0,3611 -0,7142 -1,0827 -1,4546 -1,8089 -2,1240 -2,3906 -2,6083 -2,7799 -2,9138 -3,0192 -3,0988 -3,1516 -3,1742 -3,1577 -3,0903 -2,9690 -2,8082 -2,6391 -2,4956 -2,3983 -2,3471 -2,3314 -2,3451 -2,3916 -2,4721 -2,5726 -2,6722 -2,7632 -2,8524 -2,9482 -3,0469 -3,1324 -3,1890 -3,2072 -3,1832 -3,1221 -3,0448 -2,9826 -2,9614 -2,9894 -3,0574 -3,1467 -3,2372 -3,3086 -3,3366 -3,2904 -3,1385 -2,8643 -2,4826 -2,0362 -1,5690 -1,1063 -0,6616 -0,2502 0,1071 0,3910 0,5873 0,6823 0,6682 0,5592 0,3896 0,1981 0,0204 -0,1110 -0,1742 -0,1710 -0,1267 -0,0768 -0,0549 -0,0837 -0,1662 -0,2848 -0,4180 -0,5555 -0,6983 -0,8524 -1,0251 -1,2224 -1,4467 -1,6935 -1,9530 -2,2133 -2,4601 -2,6798 -2,8658 -3,0197 -3,1434 -3,2350 -3,2929 -3,3198 -3,3226 -3,3099 -3,2882 -3,2584 -3,2203 -3,1801 -3,1478 -3,1322 -3,1474 -3,2184 -3,3593 -3,5503 -3,7500 -3,9276 -4,0746 -4,1930 -4,2863 -4,3549 -4,3921 -4,3923 -4,3590 -4,3016 -4,2322 -4,1676 -4,1278 -4,1273 -4,1721 -4,2655 -4,4117 -4,6060 -4,8201 -5,0067 -5,1253 -5,1601 -5,1133 -4,9892 -4,7883 -4,5123 -4,1683 -3,7708 -3,3390 -2,8949 -2,4630 -2,0708 -1,7471 -1,5150 -1,3756 -1,3037 -1,2648 -1,2289 -1,1708 -1,0704 -0,9155 -0,7044 -0,4463 -0,1555 0,1546 0,4692 0,7676 1,0289 1,2412 1,4038 1,5232 1,6038 1,6476 1,6598 1,6507 1,6326 1,6175 1,6146 1,6290 1,6569 1,6828 1,6836 1,6432 1,5574 1,4258 1,2480 1,0261 0,7666 0,4819 0,1923 -0,0797 -0,3200 -0,5279 -0,7114 -0,8812 -1,0450 -1,2018 -1,3396 -1,4375 -1,4784 -1,4665 -1,4251 -1,3768 -1,3315 -1,2939 -1,2726 -1,2793 -1,3222 -1,3985 -1,4894 -1,5610 -1,5786 -1,5243 -1,4043 -1,2395 -1,0492 -0,8433 -0,6247 -0,3924 -0,1474 0,0969 0,3152 0,4841 0,5979 0,6697 0,7182 0,7543 0,7840 0,8242 0,9087 1,0711 1,3202 1,6352 1,9854 2,3514 2,7230 3,0838 3,4056 3,6567 3,8153 3,8790 3,8584 3,7687 3,6316 3,4745 3,3249 3,2072 3,1367 3,1159 3,1377 3,1850 3,2319 3,2578 3,2603 3,2468 3,2166 3,1575 3,0613 2,9396 2,8267 2,7629 2,7718 2,8569 3,0078 3,1987 3,3895 3,5374 3,6082 3,5871 3,4857 3,3407 3,1991 3,1018 3,0732 3,1238 3,2549 3,4614 3,7295 4,0300 4,3151 4,5346 4,6598 4,6942 4,6720 4,6398 4,6286 4,6438 4,6781 4,7280 4,8040 4,9274 5,1098 5,3341 5,5585 5,7343 5,8264 5,8251 5,7427 5,6037 5,4349 5,2541 5,0628 4,8507 4,6042 4,3188 4,0040 3,6781 3,3590 3,0637 2,8086 2,6096 2,4802 2,4237 2,4238 2,4485 2,4699 2,4781 2,4819 2,4964 2,5280 2,5714 2,6255 2,7036 2,8237 2,9886 3,1750 3,3436 3,4616 3,5187 3,5237 3,4907 3,4334 3,3706 3,3293 3,3386 3,4171 3,5641 3,7625 3,9900 4,2258 4,4501 4,6440 4,7943 4,8920 4,9299 4,9077 4,8389 4,7484 4,6636 4,6043 4,5791 4,5864 4,6124 4,6357 4,6410 4,6244 4,5885 4,5392 4,4872 4,4447 4,4127 4,3758 4,3130 4,2115 4,0729 3,9114 3,7435 3,5752 3,3984 3,1984 2,9670 2,7175 2,4891 2,3299 2,2668 2,2885 2,3609 2,4618 2,5933 2,7588 2,9374 3,0882 3,1769 3,1981 3,1722 3,1243 3,0639 2,9890 2,9028 2,8204 2,7596 2,7332 2,7500 2,8106 2,8994 2,9853 3,0347 3,0309 2,9843 2,9182 2,8488 2,7790 2,7035 2,6121 2,4987 2,3718 2,2487 2,1376 2,0305 1,9083 1,7490 1,5358 1,2655 0,9535 0,6295 0,3254 0,0630 -0,1543 -0,3400 -0,5145 -0,6971 -0,9005 -1,1228 -1,3455 -1,5466 -1,7131 -1,8425 -1,9359 -1,9918 -2,0046 -1,9653 -1,8645 -1,7014 -1,4907 -1,2580 -1,0285 -0,8124 -0,6011 -0,3798 -0,1444 0,0941 0,3170 0,5071 0,6538 0,7567 0,8216 0,8472 0,8170 0,7088 0,5147 0,2531 -0,0384 -0,3238 -0,5847 -0,8243 -1,0587 -1,3021 -1,5584 -1,8239 -2,0902 -2,3462 -2,5856 -2,8067 -3,0012 -3,1542 -3,2636 -3,3489 -3,4372 -3,5486 -3,6944 -3,8799 -4,1015 -4,3396 -4,5650 -4,7558 -4,9016 -4,9913 -5,0011 -4,9054 -4,7095 -4,4669 -4,2490 -4,0989 -4,0164 -3,9800 -3,9720 -3,9859 -4,0175 -4,0591 -4,0982 -4,1187 -4,1003 -4,0208 -3,8714 -3,6692 -3,4506 -3,2498 -3,0846 -2,9572 -2,8660 -2,8154 -2,8118 -2,8567 -2,9464 -3,0714 -3,2151 -3,3613 -3,5005 -3,6277 -3,7377 -3,8273 -3,9033 -3,9846 -4,0897 -4,2209 -4,3591 -4,4749 -4,5483 -4,5809 -4,5847 -4,5688 -4,5429 -4,5209 -4,5164 -4,5373 -4,5838 -4,6500 -4,7269 -4,8090 -4,9047 -5,0356 -5,2103 -5,4024 -5,5676 -5,6773 -5,7272 -5,7296 -5,7024 -5,6560 -5,5917 -5,5196 -5,4685 -5,4707
Fz    2,9909 3,0625 3,0739 3,0446 2,9993 2,9596 2,9366 2,9291 2,9289 2,9241 2,9001 2,8409 2,7289 2,5462 2,2805 1,9305 1,5046 1,0184 0,4973 -0,0221 -0,4997 -0,9061 -1,2305 -1,4764 -1,6574 -1,7943 -1,9032 -1,9857 -2,0340 -2,0392 -1,9958 -1,9054 -1,7794 -1,6369 -1,5022 -1,3959 -1,3274 -1,2966 -1,3020 -1,3488 -1,4445 -1,5800 -1,7229 -1,8369 -1,8988 -1,9010 -1,8487 -1,7520 -1,6188 -1,4541 -1,2601 -1,0360 -0,7755 -0,4675 -0,1065 0,2937 0,7004 1,0793 1,4112 1,6935 1,9286 2,1160 2,2537 2,3441 2,3927 2,3987 2,3501 2,2321 2,0341 1,7472 1,3668 0,9033 0,3895 -0,1316 -0,6244 -1,0723 -1,4776 -1,8476 -2,1839 -2,4913 -2,7840 -3,0726 -3,3524 -3,6111 -3,8347 -4,0076 -4,1144 -4,1448 -4,0959 -3,9726 -3,7886 -3,5674 -3,3418 -3,1479 -3,0143 -2,9511 -2,9507 -3,0005 -3,0908 -3,2072 -3,3255 -3,4252 -3,5077 -3,5923 -3,6961 -3,8182 -3,9405 -4,0420 -4,1079 -4,1309 -4,1129 -4,0675 -4,0120 -3,9588 -3,9132 -3,8753 -3,8423 -3,8112 -3,7771 -3,7238 -3,6224 -3,4441 -3,1761 -2,8321 -2,4456 -2,0491 -1,6610 -1,2932 -0,9601 -0,6771 -0,4530 -0,2874 -0,1780 -0,1250 -0,1239 -0,1589 -0,2076 -0,2480 -0,2607 -0,2325 -0,1649 -0,0755 0,0129 0,0842 0,1329 0,1629 0,1823 0,1960 0,2017 0,1933 0,1644 0,1097 0,0241 -0,0965 -0,2469 -0,4106 -0,5661 -0,6938 -0,7798 -0,8232 -0,8376 -0,8405 -0,8440 -0,8519 -0,8622 -0,8712 -0,8748 -0,8676 -0,8456 -0,8131 -0,7834 -0,7750 -0,8104 -0,9155 -1,1084 -1,3838 -1,7058 -2,0230 -2,2966 -2,5144 -2,6806 -2,7999 -2,8732 -2,9034 -2,9031 -2,8941 -2,8956 -2,9191 -2,9721 -3,0609 -3,1858 -3,3421 -3,5292 -3,7545 -4,0180 -4,2936 -4,5346 -4,6963 -4,7533 -4,6983 -4,5335 -4,2642 -3,9002 -3,4599 -2,9723 -2,4714 -1,9856 -1,5323 -1,1236 -0,7729 -0,4893 -0,2637 -0,0693 0,1211 0,3269 0,5658 0,8530 1,1957 1,5911 2,0274 2,4843 2,9382 3,3681 3,7603 4,1057 4,3955 4,6232 4,7928 4,9216 5,0317 5,1400 5,2520 5,3611 5,4536 5,5195 5,5593 5,5772 5,5674 5,5122 5,3925 5,1976 4,9271 4,5895 4,2012 3,7842 3,3587 2,9363 2,5230 2,1250 1,7482 1,3944 1,0599 0,7386 0,4298 0,1445 -0,0939 -0,2629 -0,3552 -0,3788 -0,3490 -0,2867 -0,2216 -0,1885 -0,2185 -0,3266 -0,5011 -0,7027 -0,8767 -0,9733 -0,9680 -0,8723 -0,7213 -0,5484 -0,3704 -0,1877 0,0106 0,2387 0,5042 0,8047 1,1348 1,4920 1,8734 2,2660 2,6451 2,9890 3,2982 3,5985 3,9230 4,2921 4,7049 5,1443 5,5897 6,0252 6,4353 6,7964 7,0766 7,2494 7,3091 7,2701 7,1583 7,0041 6,8369 6,6834 6,5663 6,4973 6,4758 6,4945 6,5398 6,5947 6,6518 6,7139 6,7786 6,8284 6,8377 6,7922 6,7034 6,6084 6,5515 6,5627 6,6503 6,8036 6,9949 7,1852 7,3369 7,4225 7,4273 7,3528 7,2212 7,0688 6,9319 6,8397 6,8120 6,8507 6,9392 7,0567 7,1913 7,3334 7,4671 7,5762 7,6567 7,7226 7,7962 7,8905 8,0024 8,1225 8,2460 8,3808 8,5450 8,7514 8,9906 9,2328 9,4368 9,5601 9,5728 9,4669 9,2540 8,9590 8,6129 8,2485 7,8957 7,5769 7,3016 7,0627 6,8402 6,6110 6,3577 6,0731 5,7617 5,4400 5,1330 4,8665 4,6584 4,5143 4,4275 4,3834 4,3637 4,3492 4,3255 4,2945 4,2758 4,2903 4,3408 4,4085 4,4651 4,4878 4,4651 4,3932 4,2765 4,1346 4,0047 3,9281 3,9304 4,0081 4,1336 4,2802 4,4404 4,6186 4,8113 5,0027 5,1772 5,3258 5,4418 5,5178 5,5495 5,5407 5,5020 5,4432 5,3709 5,2905 5,2083 5,1309 5,0662 5,0196 4,9894 4,9703 4,9608 4,9590 4,9522 4,9184 4,8381 4,7027 4,5118 4,2674 3,9683 3,6146 3,2165 2,7956 2,3821 2,0137 1,7347 1,5835 1,5748 1,6878 1,8764 2,0933 2,3074 2,5027 2,6665 2,7846 2,8475 2,8576 2,8277 2,7713 2,6962 2,6092 2,5230 2,4565 2,4303 2,4624 2,5611 2,7131 2,8818 3,0259 3,1214 3,1692 3,1858 3,1885 3,1837 3,1713 3,1522 3,1223 3,0660 2,9659 2,8157 2,6222 2,3962 2,1459 1,8769 1,5974 1,3219 1,0692 0,8564 0,6907 0,5655 0,4620 0,3577 0,2324 0,0688 -0,1428 -0,3976 -0,6781 -0,9653 -1,2485 -1,5252 -1,7978 -2,0704 -2,3421 -2,5980 -2,8079 -2,9405 -2,9807 -2,9346 -2,8237 -2,6715 -2,4984 -2,3247 -2,1710 -2,0518 -1,9695 -1,9184 -1,8922 -1,8870 -1,8990 -1,9295 -1,9911 -2,1039 -2,2809 -2,5160 -2,7844 -3,0562 -3,3135 -3,5597 -3,8128 -4,0863 -4,3773 -4,6717 -4,9517 -5,2028 -5,4162 -5,5859 -5,7038 -5,7660 -5,7846 -5,7867 -5,8002 -5,8436 -5,9253 -6,0454 -6,1903 -6,3318 -6,4392 -6,4926 -6,4862 -6,4234 -6,3092 -6,1460 -5,9399 -5,7115 -5,4908 -5,3007 -5,1458 -5,0170 -4,9058 -4,8102 -4,7303 -4,6582 -4,5761 -4,4686 -4,3297 -4,1539 -3,9295 -3,6484 -3,3203 -2,9748 -2,6498 -2,3772 -2,1763 -2,0530 -1,9998 -1,9989 -2,0302 -2,0774 -2,1305 -2,1832 -2,2281 -2,2603 -2,2821 -2,2979 -2,3081 -2,3168 -2,3429 -2,4174 -2,5668 -2,7964 -3,0911 -3,4286 -3,7867 -4,1419 -4,4686 -4,7429 -4,9488 -5,0876 -5,1807 -5,2572 -5,3392 -5,4411 -5,5780 -5,7637 -5,9950 -6,2447 -6,4757 -6,6608 -6,7932 -6,8854 -6,9586 -7,0247 -7,0823 -7,1318 -7,1851 -7,2529
F3    2,8424 2,8450 2,8065 2,7465 2,6877 2,6504 2,6448 2,6676 2,7068 2,7510 2,7885 2,7955 2,7334 2,5652 2,2768 1,8816 1,4085 0,8902 0,3603 -0,1452 -0,5948 -0,9691 -1,2592 -1,4624 -1,5881 -1,6599 -1,7049 -1,7420 -1,7777 -1,8078 -1,8213 -1,8097 -1,7723 -1,7149 -1,6507 -1,5930 -1,5461 -1,5071 -1,4747 -1,4575 -1,4714 -1,5177 -1,5728 -1,6048 -1,5914 -1,5262 -1,4172 -1,2754 -1,1047 -0,9084 -0,6948 -0,4684 -0,2169 0,0843 0,4499 0,8638 1,2801 1,6477 1,9392 2,1560 2,3083 2,3986 2,4231 2,3824 2,2853 2,1404 1,9544 1,7383 1,5048 1,2550 0,9751 0,6484 0,2696 -0,1513 -0,5965 -1,0504 -1,5029 -1,9388 -2,3313 -2,6616 -2,9371 -3,1800 -3,4079 -3,6279 -3,8370 -4,0226 -4,1683 -4,2562 -4,2674 -4,1868 -4,0145 -3,7746 -3,5119 -3,2763 -3,1051 -3,0103 -2,9805 -2,9966 -3,0440 -3,1074 -3,1638 -3,1983 -3,2234 -3,2726 -3,3748 -3,5282 -3,6986 -3,8414 -3,9236 -3,9294 -3,8610 -3,7418 -3,6097 -3,4993 -3,4298 -3,4020 -3,4062 -3,4319 -3,4704 -3,5029 -3,4954 -3,4078 -3,2135 -2,9180 -2,5544 -2,1574 -1,7477 -1,3423 -0,9673 -0,6558 -0,4322 -0,3021 -0,2620 -0,3070 -0,4221 -0,5753 -0,7262 -0,8389 -0,8897 -0,8712 -0,7980 -0,7029 -0,6239 -0,5886 -0,6052 -0,6607 -0,7294 -0,7883 -0,8282 -0,8535 -0,8777 -0,9195 -1,0007 -1,1360 -1,3180 -1,5180 -1,7033 -1,8490 -1,9416 -1,9801 -1,9748 -1,9440 -1,9071 -1,8738 -1,8375 -1,7822 -1,6959 -1,5775 -1,4376 -1,2971 -1,1815 -1,1115 -1,1021 -1,1714 -1,3379 -1,5969 -1,9023 -2,1872 -2,4068 -2,5574 -2,6618 -2,7447 -2,8192 -2,8857 -2,9428 -2,9962 -3,0524 -3,1112 -3,1685 -3,2228 -3,2794 -3,3532 -3,4666 -3,6377 -3,8624 -4,1037 -4,3059 -4,4221 -4,4320 -4,3412 -4,1694 -3,9360 -3,6483 -3,3047 -2,9087 -2,4775 -2,0365 -1,6113 -1,2260 -0,9068 -0,6742 -0,5218 -0,4126 -0,3045 -0,1693 0,0079 0,2336 0,5080 0,8289 1,1927 1,5938 2,0204 2,4498 2,8506 3,1927 3,4581 3,6439 3,7601 3,8253 3,8624 3,8899 3,9144 3,9328 3,9405 3,9401 3,9393 3,9382 3,9182 3,8506 3,7173 3,5208 3,2753 2,9981 2,7051 2,4087 2,1167 1,8318 1,5538 1,2795 1,0028 0,7181 0,4234 0,1259 -0,1538 -0,3867 -0,5468 -0,6246 -0,6324 -0,5941 -0,5317 -0,4631 -0,4060 -0,3817 -0,4148 -0,5253 -0,7113 -0,9373 -1,1421 -1,2622 -1,2585 -1,1327 -0,9231 -0,6770 -0,4285 -0,1938 0,0279 0,2498 0,4815 0,7172 0,9470 1,1701 1,3926 1,6131 1,8202 2,0035 2,1711 2,3547 2,5932 2,9047 3,2783 3,6887 4,1127 4,5309 4,9217 5,2603 5,5231 5,6961 5,7813 5,7920 5,7427 5,6469 5,5184 5,3745 5,2410 5,1449 5,1068 5,1354 5,2182 5,3231 5,4182 5,4883 5,5292 5,5354 5,4998 5,4255 5,3359 5,2706 5,2692 5,3562 5,5374 5,7952 6,0856 6,3495 6,5357 6,6145 6,5809 6,4537 6,2724 6,0862 5,9405 5,8717 5,9043 6,0430 6,2721 6,5664 6,8965 7,2235 7,5013 7,6924 7,7829 7,7859 7,7323 7,6536 7,5715 7,5017 7,4596 7,4669 7,5514 7,7310 7,9947 8,2982 8,5776 8,7703 8,8395 8,7851 8,6342 8,4246 8,1887 7,9438 7,6917 7,4260 7,1374 6,8179 6,4624 6,0771 5,6873 5,3331 5,0489 4,8488 4,7240 4,6496 4,5984 4,5535 4,5115 4,4787 4,4619 4,4588 4,4607 4,4694 4,5040 4,5854 4,7183 4,8846 5,0496 5,1801 5,2583 5,2763 5,2283 5,1184 4,9719 4,8306 4,7377 4,7202 4,7778 4,8917 5,0459 5,2300 5,4241 5,5959 5,7169 5,7705 5,7510 5,6674 5,5464 5,4239 5,3272 5,2643 5,2329 5,2339 5,2682 5,3275 5,3978 5,4674 5,5271 5,5692 5,5923 5,6040 5,6124 5,6136 5,5892 5,5171 5,3804 5,1683 4,8770 4,5148 4,1032 3,6686 3,2404 2,8587 2,5764 2,4421 2,4723 2,6385 2,8865 3,1685 3,4577 3,7390 3,9928 4,1900 4,3039 4,3287 4,2840 4,1984 4,0923 3,9801 3,8805 3,8169 3,8103 3,8747 4,0100 4,1915 4,3742 4,5116 4,5746 4,5641 4,5050 4,4226 4,3263 4,2164 4,0951 3,9637 3,8185 3,6608 3,4992 3,3384 3,1709 2,9826 2,7619 2,5033 2,2108 1,9020 1,6029 1,3351 1,1050 0,9050 0,7217 0,5419 0,3544 0,1549 -0,0473 -0,2344 -0,4004 -0,5603 -0,7362 -0,9400 -1,1670 -1,3956 -1,5924 -1,7235 -1,7688 -1,7302 -1,6260 -1,4793 -1,3067 -1,1148 -0,9077 -0,6976 -0,5084 -0,3656 -0,2824 -0,2541 -0,2632 -0,2915 -0,3338 -0,4058 -0,5365 -0,7464 -1,0275 -1,3456 -1,6579 -1,9327 -2,1631 -2,3656 -2,5588 -2,7482 -2,9288 -3,0928 -3,2342 -3,3538 -3,4581 -3,5477 -3,6178 -3,6748 -3,7421 -3,8443 -3,9920 -4,1838 -4,4108 -4,6522 -4,8743 -5,0405 -5,1243 -5,1125 -5,0055 -4,8165 -4,5687 -4,2970 -4,0479 -3,8629 -3,7566 -3,7144 -3,7117 -3,7365 -3,7924 -3,8800 -3,9788 -4,0492 -4,0564 -3,9892 -3,8527 -3,6545 -3,4045 -3,1193 -2,8214 -2,5330 -2,2722 -2,0539 -1,8892 -1,7832 -1,7352 -1,7397 -1,7862 -1,8625 -1,9580 -2,0610 -2,1554 -2,2258 -2,2615 -2,2621 -2,2443 -2,2416 -2,2912 -2,4161 -2,6120 -2,8540 -3,1165 -3,3834 -3,6426 -3,8817 -4,0881 -4,2547 -4,3881 -4,5056 -4,6217 -4,7403 -4,8646 -5,0124 -5,2114 -5,4705 -5,7583 -6,0174 -6,1963 -6,2719 -6,2558 -6,1814 -6,0794 -5,9696 -5,8749 -5,8256 -5,8443
F7    1,5500 1,5956 1,6237 1,6497 1,6887 1,7464 1,8151 1,8791 1,9260 1,9530 1,9618 1,9491 1,8978 1,7795 1,5713 1,2719 0,9024 0,4946 0,0811 -0,3058 -0,6345 -0,8771 -1,0112 -1,0281 -0,9476 -0,8202 -0,7075 -0,6539 -0,6706 -0,7363 -0,8154 -0,8778 -0,9041 -0,8836 -0,8258 -0,7666 -0,7492 -0,7951 -0,8911 -1,0111 -1,1402 -1,2656 -1,3658 -1,4250 -1,4366 -1,3969 -1,3087 -1,1841 -1,0348 -0,8668 -0,6849 -0,4916 -0,2748 -0,0130 0,3016 0,6478 0,9778 1,2387 1,4029 1,4790 1,4922 1,4647 1,4069 1,3176 1,1925 1,0349 0,8576 0,6804 0,5219 0,3871 0,2633 0,1315 -0,0203 -0,1962 -0,3969 -0,6244 -0,8815 -1,1562 -1,4134 -1,6203 -1,7726 -1,8842 -1,9723 -2,0582 -2,1641 -2,2983 -2,4503 -2,5974 -2,7119 -2,7634 -2,7289 -2,6041 -2,4051 -2,1624 -1,9123 -1,6832 -1,4887 -1,3371 -1,2429 -1,2162 -1,2467 -1,3129 -1,4043 -1,5238 -1,6742 -1,8445 -2,0117 -2,1539 -2,2567 -2,3091 -2,3047 -2,2511 -2,1720 -2,0956 -2,0399 -2,0057 -1,9831 -1,9675 -1,9648 -1,9791 -1,9975 -1,9859 -1,9046 -1,7379 -1,5037 -1,2323 -0,9476 -0,6692 -0,4187 -0,2170 -0,0751 0,0059 0,0240 -0,0219 -0,1167 -0,2321 -0,3489 -0,4624 -0,5688 -0,6543 -0,7049 -0,7195 -0,7119 -0,7016 -0,7014 -0,7143 -0,7418 -0,7900 -0,8654 -0,9675 -1,0908 -1,2350 -1,4065 -1,6052 -1,8126 -1,9979 -2,1375 -2,2217 -2,2488 -2,2240 -2,1630 -2,0883 -2,0196 -1,9662 -1,9250 -1,8829 -1,8257 -1,7493 -1,6623 -1,5826 -1,5290 -1,5084 -1,5157 -1,5499 -1,6228 -1,7380 -1,8654 -1,9572 -1,9922 -1,9932 -2,0012 -2,0449 -2,1277 -2,2299 -2,3256 -2,3942 -2,4137 -2,3650 -2,2525 -2,1111 -1,9870 -1,9158 -1,9178 -1,9988 -2,1434 -2,3116 -2,4561 -2,5482 -2,5868 -2,5868 -2,5624 -2,5138 -2,4253 -2,2728 -2,0402 -1,7318 -1,3756 -1,0111 -0,6757 -0,4032 -0,2238 -0,1444 -0,1346 -0,1421 -0,1209 -0,0465 0,0812 0,2490 0,4435 0,6576 0,8899 1,1390 1,3974 1,6501 1,8779 2,0628 2,1917 2,2552 2,2505 2,1884 2,0909 1,9776 1,8647 1,7745 1,7343 1,7583 1,8291 1,9002 1,9253 1,8866 1,7946 1,6675 1,5173 1,3488 1,1640 0,9692 0,7733 0,5821 0,3941 0,1999 -0,0116 -0,2432 -0,4825 -0,7028 -0,8692 -0,9518 -0,9424 -0,8614 -0,7453 -0,6260 -0,5214 -0,4393 -0,3889 -0,3867 -0,4500 -0,5803 -0,7488 -0,9029 -0,9928 -0,9953 -0,9230 -0,8119 -0,6913 -0,5668 -0,4291 -0,2670 -0,0747 0,1404 0,3580 0,5571 0,7287 0,8750 0,9962 1,0820 1,1240 1,1360 1,1581 1,2339 1,3814 1,5913 1,8477 2,1421 2,4683 2,8102 3,1358 3,4001 3,5640 3,6184 3,5829 3,4855 3,3542 3,2171 3,1005 3,0254 2,9984 3,0101 3,0449 3,0835 3,1041 3,0955 3,0685 3,0432 3,0218 2,9824 2,9045 2,7956 2,6906 2,6275 2,6302 2,7081 2,8543 3,0373 3,2095 3,3255 3,3514 3,2732 3,1106 2,9172 2,7518 2,6493 2,6206 2,6695 2,7977 2,9996 3,2629 3,5683 3,8816 4,1554 4,3482 4,4463 4,4703 4,4586 4,4349 4,4014 4,3601 4,3286 4,3381 4,4194 4,5774 4,7764 4,9575 5,0685 5,0820 5,0007 4,8518 4,6733 4,5013 4,3585 4,2464 4,1458 4,0289 3,8737 3,6745 3,4388 3,1800 2,9144 2,6601 2,4340 2,2491 2,1095 2,0050 1,9155 1,8247 1,7318 1,6514 1,6011 1,5868 1,6039 1,6529 1,7447 1,8878 2,0772 2,2915 2,4996 2,6755 2,8101 2,9052 2,9586 2,9654 2,9340 2,8910 2,8705 2,8966 2,9704 3,0720 3,1784 3,2749 3,3491 3,3904 3,3980 3,3749 3,3206 3,2367 3,1350 3,0379 2,9668 2,9292 2,9204 2,9352 2,9695 3,0181 3,0781 3,1429 3,1959 3,2201 3,2105 3,1781 3,1384 3,0925 3,0202 2,8951 2,7070 2,4689 2,2040 1,9292 1,6496 1,3656 1,0848 0,8309 0,6440 0,5676 0,6263 0,8040 1,0540 1,3346 1,6253 1,9119 2,1667 2,3505 2,4327 2,4118 2,3207 2,2043 2,0889 1,9763 1,8643 1,7607 1,6804 1,6404 1,6553 1,7272 1,8383 1,9553 2,0441 2,0858 2,0847 2,0524 1,9913 1,9013 1,7934 1,6817 1,5743 1,4813 1,4165 1,3826 1,3591 1,3109 1,2087 1,0383 0,8011 0,5125 0,1963 -0,1257 -0,4377 -0,7277 -0,9902 -1,2299 -1,4591 -1,6843 -1,8894 -2,0420 -2,1231 -2,1442 -2,1327 -2,1113 -2,0878 -2,0574 -2,0083 -1,9266 -1,8044 -1,6509 -1,4902 -1,3437 -1,2133 -1,0826 -0,9383 -0,7868 -0,6522 -0,5659 -0,5528 -0,6141 -0,7177 -0,8181 -0,8938 -0,9602 -1,0517 -1,1949 -1,3899 -1,6137 -1,8419 -2,0636 -2,2821 -2,5099 -2,7526 -3,0017 -3,2436 -3,4666 -3,6610 -3,8231 -3,9550 -4,0570 -4,1264 -4,1643 -4,1775 -4,1764 -4,1720 -4,1777 -4,2092 -4,2739 -4,3579 -4,4333 -4,4782 -4,4844 -4,4479 -4,3577 -4,2010 -3,9932 -3,7975 -3,6910 -3,7043 -3,8022 -3,9223 -4,0249 -4,1068 -4,1791 -4,2396 -4,2672 -4,2401 -4,1502 -3,9976 -3,7886 -3,5441 -3,2958 -3,0702 -2,8738 -2,6986 -2,5415 -2,4166 -2,3455 -2,3428 -2,4086 -2,5279 -2,6772 -2,8326 -2,9732 -3,0843 -3,1590 -3,1942 -3,1953 -3,1869 -3,2039 -3,2693 -3,3820 -3,5225 -3,6681 -3,8053 -3,9269 -4,0283 -4,1131 -4,1927 -4,2775 -4,3716 -4,4740 -4,5755 -4,6616 -4,7294 -4,8038 -4,9212 -5,0902 -5,2747 -5,4191 -5,4843 -5,4603 -5,3594 -5,2030 -5,0059 -4,7772 -4,5377 -4,3285 -4,1931
