Fp1   -4,9863 -4,6018 -4,1339 -3,6052 -3,0520 -2,5254 -2,0654 -1,6763 -1,3375 -1,0420 -0,8139 -0,6725 -0,5856 -0,4778 -0,2944 -0,0546 0,1584 0,2627 0,2450 0,1681 0,1205 0,1678 0,3337 0,6079 0,9579 1,3388 1,7012 2,0056 2,2361 2,3945 2,4770 2,4753 2,3980 2,2761 2,1454 2,0277 1,9308 1,8551 1,7772 1,6449 1,4181 1,1057 0,7502 0,3797 -0,0134 -0,4381 -0,8636 -1,2223 -1,4380 -1,4597 -1,2924 -1,0084 -0,7251 -0,5586 -0,5844 -0,8086 -1,1435 -1,4181 -1,4594 -1,1910 -0,6589 0,0247 0,7513 1,4496 2,0817 2,6275 3,0824 3,4684 3,8228 4,1488 4,3926 4,4926 4,4389 4,2681 4,0201 3,7257 3,4222 3,1471 2,9130 2,7067 2,5072 2,2908 2,0342 1,7415 1,4701 1,2981 1,2512 1,2737 1,2694 1,1527 0,8843 0,5082 0,1553 -0,0168 0,0919 0,4839 1,0880 1,8086 2,5535 3,2345 3,7739 4,1238 4,2772 4,2525 4,0695 3,7575 3,3740 2,9832 2,6144 2,2541 1,8617 1,3901 0,8226 0,1951 -0,4317 -1,0191 -1,5685 -2,1068 -2,6631 -3,2526 -3,8719 -4,4917 -5,0664 -5,5720 -6,0144 -6,3784 -6,5904 -6,5498 -6,1990 -5,5658 -4,7460 -3,8447 -2,9318 -2,0351 -1,1610 -0,3095 0,5294 1,3720 2,2198 3,0554 3,8607 4,6269 5,3498 6,0237 6,6355 7,1600 7,5680 7,8508 8,0387 8,1874 8,3394 8,4994 8,6559 8,8098 8,9628 9,0963 9,1733 9,1567 9,0263 8,7919 8,4868 8,1503 7,8172 7,5058 7,2048 6,8775 6,4879 6,0238 5,4978 4,9362 4,3772 3,8760 3,4993 3,2891 3,2210 3,2030 3,1259 2,9223 2,5838 2,1302 1,5715 0,9064 0,1568 -0,6115 -1,3184 -1,9148 -2,3789 -2,6784 -2,7729 -2,6715 -2,4522 -2,2024 -1,9640 -1,7540 -1,6131 -1,6075 -1,7825 -2,1171 -2,5135 -2,8327 -2,9572 -2,8418 -2,5254 -2,1017 -1,6702 -1,2913 -0,9747 -0,7133 -0,5250 -0,4560 -0,5448 -0,7839 -1,1162 -1,4640 -1,7629 -1,9818 -2,1217 -2,1852 -2,1547 -2,0118 -1,7725 -1,4979 -1,2774 -1,1959 -1,2987 -1,5689 -1,9292 -2,2745 -2,5257 -2,6601 -2,6965 -2,6693 -2,6140 -2,5536 -2,4875 -2,3957 -2,2496 -2,0196 -1,6856 -1,2508 -0,7447 -0,2039 0,3498 0,9054 1,4305 1,8580 2,1206 2,2046 2,1732 2,1332 2,1597 2,2484 2,3394 2,3739 2,3272 2,2065 2,0308 1,8176 1,5933 1,3931 1,2286 1,0617 0,8334 0,5216 0,1647 -0,1634 -0,3937 -0,4872 -0,4310 -0,2248 0,1152 0,5509 1,0359 1,5373 2,0460 2,5643 3,0759 3,5214 3,8133 3,8870 3,7501 3,4838 3,1927 2,9543 2,8093 2,7727 2,8332 2,9484 3,0651 3,1475 3,1896 3,2051 3,2040 3,1821 3,1366 3,0867 3,0712 3,1306 3,2939 3,5611 3,8810 4,1681 4,3537 4,4101 4,3333 4,1373 3,8788 3,6590 3,5654 3,6108 3,7295 3,8115 3,7438 3,4558 2,9531 2,3062 1,6086 0,9505 0,4141 0,0629 -0,0791 -0,0341 0,1433 0,3861 0,6459 0,9204 1,2411 1,6339 2,1012 2,6253 3,1681 3,6791 4,1169 4,4595 4,6931 4,7894 4,7091 4,4415 4,0338 3,5691 3,1258 2,7622 2,5181 2,4145 2,4476 2,5791 2,7457 2,9021 3,0540 3,2427 3,5026 3,8298 4,1713 4,4416 4,5713 4,5532 4,4402 4,2958 4,1469 3,9788 3,7587 3,4530 3,0458 2,5572 2,0348 1,5192 1,0302 0,5915 0,2473 0,0485 0,0338 0,2198 0,5915 1,0949 1,6364 2,0968 2,3712 2,4070 2,2129 1,8490 1,4183 1,0519 0,8631 0,8979 1,1239 1,4560 1,7918 2,0418 2,1493 2,1029 1,9438 1,7474 1,5826 1,4835 1,4545 1,4926 1,6045 1,8021 2,0882 2,4537 2,8905 3,3996 3,9765 4,5745 5,0963 5,4432 5,5581 5,4210 5,0383 4,4385 3,6615 2,7561 1,7922 0,8562 0,0250 -0,6489 -1,1309 -1,4010 -1,4556 -1,2984 -0,9397 -0,4085 0,2473 0,9666 1,6783 2,3122 2,8264 3,2316 3,5806 3,9235 4,2802 4,6456 4,9933 5,2599 5,3525 5,2038 4,8186 4,2625 3,6279 3,0245 2,5669 2,3274 2,2823 2,3187 2,3178 2,2387 2,1248 2,0391 2,0072 2,0112 2,0194 2,0166 2,0063 1,9948 1,9905 2,0112 2,0714 2,1573 2,2223 2,2182 2,1321 1,9910 1,8412 1,7247 1,6576 1,6221 1,5819 1,4981 1,3324 1,0489 0,6308 0,1058 -0,4564 -0,9808 -1,4114 -1,7062 -1,8444 -1,8540 -1,8142 -1,8191 -1,9299 -2,1560 -2,4775 -2,8776 -3,3472 -3,8806 -4,4838 -5,1771 -5,9692 -6,8207 -7,6390 -8,3090 -8,7295 -8,8392 -8,6384 -8,1983 -7,6301 -7,0362 -6,4926 -6,0425 -5,6876 -5,4020 -5,1584 -4,9369 -4,7366 -4,5921 -4,5594 -4,6783 -4,9518 -5,3311 -5,7036 -5,9110 -5,8072 -5,3207 -4,4764 -3,3724 -2,1447 -0,9420 0,0939 0,8606 1,3246 1,5164 1,5184 1,4639 1,5132 1,7956 2,3444 3,0684 3,8026 4,4079 4,8301 5,0825 5,1915 5,1663 5,0027 4,6933 4,2369 3,6532 2,9835 2,2733 1,5632 0,8935 0,2981 -0,2029 -0,5983 -0,8958 -1,1491 -1,4483 -1,8624 -2,3953 -2,9966 -3,6060 -4,1835 -4,7150 -5,2041 -5,6558 -6,0738 -6,4779 -6,9069 -7,3948 -7,9412 -8,5078 -9,0454 -9,5391 -10,0317 -10,5940 -11,2645 -12,0136 -12,7612 -13,4145 -13,8909 -14,1367 -14,1551 -14,0092 -13,7709 -13,4706 -13,1059 -12,6892 -12,2688 -11,9017 -11,6108 -11,3776 -11,1678 -10,9490 -10,6917 -10,3802 -10,0313 -9,6946 -9,4319 -9,2920 -9,2791 -9,3375 -9,3730 -9,2952 -9,0571 -8,6758 -8,2231 -7,7826 -7,4138 -7,1596
Fz    -1,7693 -1,6259 -1,3954 -1,0939 -0,7472 -0,3905 -0,0623 0,2117 0,4265 0,5893 0,7123 0,8109 0,8995 0,9804 1,0396 1,0525 0,9966 0,8707 0,7069 0,5564 0,4636 0,4492 0,5107 0,6293 0,7817 0,9463 1,1022 1,2268 1,2994 1,3112 1,2652 1,1706 1,0380 0,8714 0,6668 0,4191 0,1371 -0,1539 -0,4296 -0,6813 -0,9060 -1,0926 -1,2317 -1,3353 -1,4377 -1,5732 -1,7547 -1,9673 -2,1724 -2,3219 -2,3811 -2,3468 -2,2479 -2,1251 -2,0058 -1,8923 -1,7642 -1,5864 -1,3264 -0,9812 -0,5939 -0,2349 0,0446 0,2448 0,4044 0,5647 0,7462 0,9505 1,1707 1,3946 1,6035 1,7810 1,9263 2,0475 2,1441 2,2046 2,2158 2,1717 2,0786 1,9607 1,8578 1,8006 1,7876 1,7896 1,7731 1,7187 1,6279 1,5181 1,4097 1,3139 1,2319 1,1678 1,1428 1,1883 1,3205 1,5210 1,7439 1,9433 2,0903 2,1728 2,1886 2,1348 2,0022 1,7795 1,4674 1,0910 0,6936 0,3113 -0,0429 -0,3712 -0,6824 -0,9887 -1,2938 -1,5936 -1,8986 -2,2447 -2,6695 -3,1745 -3,7165 -4,2342 -4,6801 -5,0297 -5,2732 -5,4166 -5,4807 -5,4812 -5,4063 -5,2238 -4,9172 -4,5105 -4,0572 -3,6072 -3,1831 -2,7781 -2,3683 -1,9227 -1,4105 -0,8119 -0,1299 0,6150 1,4027 2,2189 3,0418 3,8359 4,5568 5,1603 5,6109 5,8960 6,0374 6,0844 6,0913 6,1015 6,1455 6,2387 6,3722 6,5154 6,6325 6,6955 6,6872 6,6041 6,4569 6,2681 6,0648 5,8677 5,6800 5,4898 5,2789 5,0294 4,7266 4,3653 3,9577 3,5345 3,1342 2,7890 2,5115 2,2867 2,0815 1,8656 1,6326 1,4053 1,2195 1,1014 1,0595 1,0888 1,1676 1,2536 1,2991 1,2836 1,2223 1,1440 1,0691 1,0093 0,9657 0,9189 0,8351 0,6895 0,4829 0,2356 -0,0253 -0,2688 -0,4601 -0,5688 -0,5813 -0,5023 -0,3480 -0,1395 0,1023 0,3556 0,5929 0,7829 0,9084 0,9848 1,0499 1,1288 1,2171 1,2963 1,3574 1,4077 1,4630 1,5333 1,6122 1,6778 1,7127 1,7277 1,7568 1,8259 1,9403 2,0990 2,3024 2,5423 2,7952 3,0236 3,1854 3,2518 3,2223 3,1293 3,0282 2,9781 3,0160 3,1428 3,3322 3,5504 3,7632 3,9319 4,0170 3,9946 3,8701 3,6741 3,4539 3,2605 3,1221 3,0274 2,9406 2,8303 2,6854 2,5155 2,3421 2,1830 2,0469 1,9349 1,8328 1,7022 1,5012 1,2199 0,8934 0,5787 0,3242 0,1585 0,0957 0,1380 0,2718 0,4681 0,6903 0,9019 1,0747 1,1980 1,2762 1,3163 1,3249 1,3144 1,3022 1,3026 1,3171 1,3324 1,3283 1,2941 1,2392 1,1845 1,1478 1,1407 1,1704 1,2307 1,2934 1,3262 1,3217 1,3052 1,3183 1,4026 1,5916 1,8975 2,2949 2,7222 3,1034 3,3666 3,4552 3,3487 3,0866 2,7630 2,4758 2,2697 2,1271 2,0043 1,8656 1,6926 1,4840 1,2537 1,0215 0,8023 0,6064 0,4453 0,3303 0,2628 0,2288 0,2046 0,1746 0,1493 0,1607 0,2366 0,3792 0,5639 0,7493 0,8930 0,9675 0,9682 0,9049 0,7899 0,6406 0,4886 0,3707 0,3094 0,3092 0,3684 0,4831 0,6400 0,8161 0,9896 1,1476 1,2905 1,4288 1,5716 1,7200 1,8665 1,9934 2,0796 2,1197 2,1334 2,1527 2,2030 2,2912 2,4022 2,5088 2,5895 2,6434 2,6884 2,7394 2,7930 2,8365 2,8589 2,8485 2,7916 2,6863 2,5543 2,4354 2,3675 2,3630 2,4010 2,4466 2,4716 2,4555 2,3814 2,2473 2,0764 1,9025 1,7448 1,6022 1,4687 1,3530 1,2823 1,2904 1,3963 1,5902 1,8378 2,0899 2,2901 2,3902 2,3741 2,2734 2,1513 2,0684 2,0635 2,1542 2,3365 2,5751 2,8010 2,9329 2,9135 2,7303 2,4057 1,9813 1,5106 1,0495 0,6397 0,3028 0,0493 -0,1163 -0,1974 -0,2084 -0,1744 -0,1172 -0,0294 0,1271 0,3818 0,7200 1,0889 1,4314 1,7105 1,9171 2,0644 2,1738 2,2570 2,3118 2,3302 2,3064 2,2347 2,1070 1,9240 1,7062 1,4895 1,3139 1,2169 1,2242 1,3362 1,5162 1,6963 1,8045 1,7916 1,6439 1,3861 1,0758 0,7829 0,5586 0,4157 0,3337 0,2808 0,2369 0,1999 0,1737 0,1551 0,1312 0,0902 0,0332 -0,0270 -0,0787 -0,1171 -0,1381 -0,1357 -0,1072 -0,0610 -0,0179 -0,0035 -0,0365 -0,1234 -0,2651 -0,4622 -0,7059 -0,9735 -1,2459 -1,5296 -1,8436 -2,1879 -2,5315 -2,8318 -3,0595 -3,2053 -3,2754 -3,2925 -3,3028 -3,3663 -3,5204 -3,7462 -3,9795 -4,1586 -4,2560 -4,2736 -4,2244 -4,1203 -3,9678 -3,7735 -3,5575 -3,3529 -3,1922 -3,0933 -3,0517 -3,0429 -3,0358 -3,0050 -2,9262 -2,7722 -2,5239 -2,1776 -1,7347 -1,1940 -0,5638 0,1247 0,8231 1,4843 2,0732 2,5613 2,9236 3,1553 3,2869 3,3689 3,4451 3,5494 3,7145 3,9611 4,2725 4,5850 4,8181 4,9219 4,8994 4,7950 4,6599 4,5176 4,3573 4,1536 3,8897 3,5754 3,2509 2,9698 2,7723 2,6637 2,6135 2,5785 2,5290 2,4509 2,3284 2,1357 1,8497 1,4720 1,0406 0,6129 0,2358 -0,0734 -0,3266 -0,5509 -0,7709 -1,0036 -1,2662 -1,5738 -1,9228 -2,2873 -2,6406 -2,9828 -3,3466 -3,7784 -4,3058 -4,9177 -5,5687 -6,1972 -6,7406 -7,1526 -7,4217 -7,5714 -7,6313 -7,6110 -7,5064 -7,3301 -7,1291 -6,9668 -6,8851 -6,8890 -6,9628 -7,0899 -7,2640 -7,4871 -7,7537 -8,0367 -8,2959 -8,4924 -8,5908 -8,5614 -8,3967 -8,1225 -7,7936 -7,4793 -7,2457 -7,1365 -7,1619 -7,2975
F3    -2,1648 -1,9583 -1,6920 -1,3868 -1,0653 -0,7461 -0,4453 -0,1790 0,0346 0,1738 0,2187 0,1679 0,0534 -0,0678 -0,1408 -0,1388 -0,0742 0,0148 0,0967 0,1649 0,2279 0,2937 0,3643 0,4395 0,5252 0,6340 0,7733 0,9326 1,0879 1,2171 1,3117 1,3761 1,4144 1,4112 1,3379 1,1770 0,9389 0,6586 0,3744 0,1095 -0,1264 -0,3273 -0,4916 -0,6278 -0,7495 -0,8650 -0,9735 -1,0655 -1,1221 -1,1223 -1,0599 -0,9523 -0,8348 -0,7449 -0,7011 -0,6907 -0,6754 -0,6097 -0,4593 -0,2180 0,0858 0,3998 0,6745 0,8814 1,0138 1,0795 1,0986 1,0998 1,1110 1,1517 1,2328 1,3609 1,5410 1,7695 2,0187 2,2382 2,3835 2,4476 2,4619 2,4714 2,5042 2,5491 2,5618 2,4948 2,3243 2,0507 1,6892 1,2687 0,8331 0,4359 0,1309 -0,0317 -0,0127 0,2007 0,5819 1,0633 1,5559 1,9816 2,2998 2,5108 2,6378 2,7007 2,7028 2,6344 2,4864 2,2635 1,9818 1,6500 1,2651 0,8275 0,3468 -0,1652 -0,6932 -1,2155 -1,7138 -2,1838 -2,6326 -3,0668 -3,4834 -3,8665 -4,1918 -4,4281 -4,5435 -4,5223 -4,3817 -4,1658 -3,9184 -3,6616 -3,3995 -3,1351 -2,8716 -2,6004 -2,3014 -1,9548 -1,5531 -1,0978 -0,5860 -0,0086 0,6326 1,3164 2,0136 2,7013 3,3633 3,9842 4,5510 5,0569 5,4998 5,8834 6,2157 6,4993 6,7270 6,8941 7,0088 7,0835 7,1206 7,1180 7,0873 7,0527 7,0253 6,9839 6,8847 6,6939 6,4168 6,0916 5,7588 5,4368 5,1219 4,8039 4,4808 4,1658 3,8821 3,6452 3,4441 3,2406 2,9832 2,6300 2,1683 1,6214 1,0446 0,5131 0,0993 -0,1525 -0,2348 -0,1702 -0,0053 0,1974 0,3809 0,5154 0,5927 0,6120 0,5811 0,5224 0,4596 0,3977 0,3254 0,2353 0,1299 0,0073 -0,1426 -0,3210 -0,5059 -0,6633 -0,7679 -0,8075 -0,7765 -0,6733 -0,5044 -0,2897 -0,0639 0,1284 0,2525 0,3056 0,3150 0,3067 0,2852 0,2443 0,1894 0,1427 0,1303 0,1645 0,2341 0,3101 0,3695 0,4183 0,4811 0,5676 0,6606 0,7355 0,7745 0,7656 0,7067 0,6142 0,5193 0,4594 0,4707 0,5835 0,8155 1,1612 1,5852 2,0346 2,4617 2,8349 3,1321 3,3274 3,3890 3,2952 3,0593 2,7445 2,4519 2,2818 2,2855 2,4434 2,6829 2,9137 3,0623 3,0926 3,0075 2,8368 2,6278 2,4317 2,2743 2,1362 1,9741 1,7629 1,5164 1,2748 1,0784 0,9531 0,9109 0,9506 1,0544 1,1984 1,3684 1,5572 1,7501 1,9233 2,0554 2,1342 2,1560 2,1253 2,0585 1,9819 1,9225 1,8963 1,9057 1,9476 2,0171 2,1040 2,1928 2,2718 2,3418 2,4097 2,4759 2,5375 2,6031 2,6916 2,8120 2,9510 3,0845 3,1944 3,2760 3,3366 3,3895 3,4374 3,4554 3,3961 3,2281 2,9715 2,6833 2,4110 2,1744 1,9782 1,8220 1,7037 1,6210 1,5691 1,5345 1,4891 1,3973 1,2421 1,0508 0,8872 0,8111 0,8446 0,9707 1,1534 1,3521 1,5261 1,6440 1,6947 1,6898 1,6591 1,6442 1,6819 1,7857 1,9408 2,1175 2,2915 2,4559 2,6138 2,7647 2,9005 3,0104 3,0839 3,1099 3,0746 2,9670 2,7983 2,6106 2,4634 2,4055 2,4504 2,5675 2,7030 2,8148 2,8887 2,9297 2,9463 2,9450 2,9327 2,9198 2,9203 2,9479 3,0077 3,0892 3,1673 3,2109 3,1912 3,0842 2,8758 2,5752 2,2242 1,8842 1,6084 1,4208 1,3168 1,2829 1,3124 1,4031 1,5519 1,7519 1,9881 2,2289 2,4307 2,5529 2,5708 2,4872 2,3374 2,1792 2,0677 2,0336 2,0790 2,1826 2,3078 2,4169 2,4828 2,4943 2,4595 2,4076 2,3828 2,4298 2,5735 2,7996 3,0462 3,2203 3,2408 3,0793 2,7682 2,3803 2,0027 1,7097 1,5405 1,4923 1,5344 1,6309 1,7537 1,8773 1,9684 1,9943 1,9491 1,8615 1,7663 1,6767 1,5904 1,5121 1,4627 1,4654 1,5344 1,6755 1,8911 2,1777 2,5168 2,8697 3,1793 3,3836 3,4385 3,3350 3,0951 2,7597 2,3846 2,0324 1,7541 1,5718 1,4720 1,4147 1,3557 1,2629 1,1285 0,9736 0,8368 0,7514 0,7314 0,7681 0,8345 0,8980 0,9344 0,9321 0,8890 0,8107 0,7109 0,6102 0,5336 0,5037 0,5275 0,5865 0,6463 0,6797 0,6810 0,6594 0,6276 0,5970 0,5708 0,5332 0,4540 0,3113 0,1075 -0,1410 -0,4232 -0,7403 -1,0971 -1,4871 -1,8883 -2,2724 -2,6141 -2,8934 -3,1037 -3,2631 -3,4110 -3,5837 -3,7869 -3,9885 -4,1413 -4,2138 -4,2065 -4,1412 -4,0394 -3,9060 -3,7323 -3,5168 -3,2845 -3,0809 -2,9445 -2,8820 -2,8647 -2,8511 -2,8120 -2,7315 -2,5970 -2,3984 -2,1289 -1,7820 -1,3538 -0,8515 -0,2978 0,2726 0,8181 1,2954 1,6673 1,9160 2,0629 2,1748 2,3308 2,5801 2,9302 3,3585 3,8267 4,2896 4,6994 5,0130 5,2043 5,2729 5,2436 5,1540 5,0370 4,9105 4,7729 4,6050 4,3843 4,1027 3,7712 3,4099 3,0336 2,6408 2,2261 1,8070 1,4243 1,1101 0,8665 0,6730 0,5053 0,3500 0,2072 0,0828 -0,0282 -0,1585 -0,3596 -0,6674 -1,0788 -1,5658 -2,0996 -2,6545 -3,1994 -3,7001 -4,1361 -4,5179 -4,8857 -5,2807 -5,7181 -6,1824 -6,6354 -7,0263 -7,3098 -7,4676 -7,5130 -7,4727 -7,3635 -7,1893 -6,9648 -6,7352 -6,5636 -6,4961 -6,5374 -6,6562 -6,8076 -6,9546 -7,0759 -7,1577 -7,1836 -7,1383 -7,0166 -6,8227 -6,5682 -6,2740 -5,9682 -5,6804 -5,4409 -5,2831 -5,2355 -5,3092 -5,4901
F7    -2,3153 -2,1631 -1,9883 -1,7900 -1,5669 -1,3372 -1,1318 -0,9697 -0,8476 -0,7539 -0,6776 -0,5953 -0,4683 -0,2693 -0,0166 0,2192 0,3505 0,3303 0,1856 -0,0022 -0,1424 -0,1751 -0,0922 0,0710 0,2696 0,4792 0,6952 0,9153 1,1297 1,3202 1,4595 1,5228 1,5075 1,4344 1,3327 1,2263 1,1319 1,0549 0,9804 0,8807 0,7461 0,5964 0,4534 0,3094 0,1281 -0,1211 -0,4280 -0,7406 -0,9944 -1,1435 -1,1728 -1,1006 -0,9772 -0,8718 -0,8452 -0,9199 -1,0634 -1,1943 -1,2187 -1,0786 -0,7783 -0,3766 0,0496 0,4475 0,8048 1,1269 1,4113 1,6527 1,8565 2,0257 2,1428 2,1820 2,1307 1,9919 1,7766 1,5064 1,2159 0,9407 0,7003 0,4994 0,3417 0,2310 0,1662 0,1509 0,2038 0,3442 0,5622 0,8054 0,9945 1,0513 0,9298 0,6524 0,3160 0,0453 -0,0749 -0,0327 0,1323 0,3716 0,6504 0,9397 1,2063 1,4163 1,5458 1,5845 1,5348 1,4110 1,2355 1,0236 0,7812 0,5158 0,2374 -0,0508 -0,3464 -0,6357 -0,9051 -1,1595 -1,4161 -1,6852 -1,9648 -2,2498 -2,5368 -2,8196 -3,0947 -3,3750 -3,6821 -4,0076 -4,2853 -4,4094 -4,2908 -3,9042 -3,2945 -2,5449 -1,7427 -0,9603 -0,2494 0,3685 0,9070 1,4018 1,8864 2,3778 2,8788 3,3879 3,9049 4,4214 4,9080 5,3199 5,6236 5,8188 5,9359 6,0083 6,0478 6,0451 5,9961 5,9198 5,8434 5,7749 5,6935 5,5663 5,3808 5,1638 4,9692 4,8389 4,7749 4,7435 4,6945 4,5732 4,3342 3,9590 3,4639 2,8932 2,3146 1,8129 1,4693 1,3269 1,3637 1,5020 1,6505 1,7429 1,7451 1,6410 1,4170 1,0628 0,5914 0,0554 -0,4675 -0,9063 -1,2148 -1,3673 -1,3602 -1,2278 -1,0326 -0,8231 -0,6181 -0,4381 -0,3286 -0,3381 -0,4831 -0,7355 -1,0320 -1,2920 -1,4432 -1,4502 -1,3307 -1,1439 -0,9606 -0,8290 -0,7584 -0,7343 -0,7490 -0,8154 -0,9521 -1,1598 -1,4140 -1,6745 -1,8987 -2,0549 -2,1328 -2,1380 -2,0783 -1,9600 -1,8001 -1,6386 -1,5283 -1,5086 -1,5851 -1,7303 -1,8968 -2,0334 -2,1067 -2,1098 -2,0544 -1,9593 -1,8419 -1,7120 -1,5769 -1,4474 -1,3243 -1,1860 -1,0053 -0,7730 -0,5026 -0,2138 0,0831 0,3821 0,6602 0,8715 0,9727 0,9583 0,8730 0,7871 0,7537 0,7827 0,8494 0,9174 0,9549 0,9454 0,8915 0,8090 0,7155 0,6209 0,5208 0,3989 0,2426 0,0584 -0,1285 -0,2866 -0,3878 -0,4148 -0,3631 -0,2365 -0,0439 0,1994 0,4736 0,7697 1,0988 1,4726 1,8684 2,2214 2,4557 2,5262 2,4421 2,2536 2,0199 1,7890 1,6012 1,4903 1,4709 1,5262 1,6124 1,6775 1,6867 1,6351 1,5394 1,4189 1,2888 1,1619 1,0533 0,9853 0,9851 1,0643 1,1972 1,3295 1,4110 1,4120 1,3182 1,1372 0,9208 0,7528 0,6949 0,7473 0,8557 0,9420 0,9350 0,8003 0,5560 0,2544 -0,0492 -0,3109 -0,4974 -0,5870 -0,5767 -0,4852 -0,3502 -0,2155 -0,1096 -0,0290 0,0520 0,1603 0,3159 0,5284 0,7869 1,0610 1,3204 1,5510 1,7477 1,8970 1,9782 1,9815 1,9181 1,8062 1,6548 1,4708 1,2759 1,1052 0,9853 0,9182 0,8896 0,8959 0,9522 1,0716 1,2444 1,4388 1,6116 1,7222 1,7498 1,7050 1,6207 1,5282 1,4380 1,3379 1,1997 0,9865 0,6709 0,2577 -0,2138 -0,6884 -1,1107 -1,4327 -1,6194 -1,6498 -1,5178 -1,2390 -0,8527 -0,4100 0,0319 0,4082 0,6536 0,7245 0,6149 0,3555 0,0097 -0,3369 -0,6025 -0,7411 -0,7519 -0,6656 -0,5254 -0,3750 -0,2531 -0,1914 -0,2062 -0,2906 -0,4236 -0,5848 -0,7522 -0,8899 -0,9491 -0,8889 -0,6940 -0,3742 0,0450 0,5272 1,0204 1,4552 1,7633 1,9112 1,9057 1,7661 1,5030 1,1217 0,6371 0,0870 -0,4710 -0,9814 -1,4138 -1,7610 -2,0177 -2,1683 -2,1878 -2,0468 -1,7269 -1,2437 -0,6581 -0,0636 0,4419 0,7910 0,9701 1,0185 0,9982 0,9549 0,9047 0,8522 0,7997 0,7340 0,6253 0,4536 0,2278 -0,0257 -0,2792 -0,4989 -0,6434 -0,6863 -0,6433 -0,5697 -0,5231 -0,5200 -0,5320 -0,5186 -0,4614 -0,3720 -0,2818 -0,2274 -0,2363 -0,3112 -0,4207 -0,5115 -0,5430 -0,5124 -0,4478 -0,3856 -0,3514 -0,3551 -0,3906 -0,4399 -0,4845 -0,5182 -0,5484 -0,5886 -0,6542 -0,7624 -0,9270 -1,1442 -1,3848 -1,6057 -1,7653 -1,8315 -1,7917 -1,6705 -1,5283 -1,4318 -1,4211 -1,5001 -1,6537 -1,8693 -2,1438 -2,4806 -2,8896 -3,3834 -3,9617 -4,5908 -5,2026 -5,7184 -6,0738 -6,2306 -6,1884 -5,9885 -5,6956 -5,3690 -5,0497 -4,7569 -4,4888 -4,2319 -3,9750 -3,7155 -3,4653 -3,2533 -3,1140 -3,0710 -3,1279 -3,2585 -3,3979 -3,4520 -3,3311 -2,9903 -2,4420 -1,7376 -0,9425 -0,1253 0,6412 1,2857 1,7540 2,0201 2,0951 2,0408 1,9588 1,9457 2,0437 2,2250 2,4269 2,6039 2,7465 2,8629 2,9557 3,0110 3,0013 2,8940 2,6643 2,3160 1,8893 1,4428 1,0282 0,6765 0,3991 0,1980 0,0739 0,0145 -0,0218 -0,0946 -0,2464 -0,4798 -0,7687 -1,0844 -1,4074 -1,7283 -2,0420 -2,3394 -2,6094 -2,8556 -3,1036 -3,3822 -3,6967 -4,0202 -4,3129 -4,5594 -4,7876 -5,0521 -5,3946 -5,8136 -6,2627 -6,6765 -7,0011 -7,2163 -7,3439 -7,4298 -7,5023 -7,5504 -7,5499 -7,5027 -7,4442 -7,4135 -7,4275 -7,4798 -7,5516 -7,6141 -7,6316 -7,5789 -7,4538 -7,2778 -7,0919 -6,9458 -6,8688 -6,8441 -6,8135 -6,7100 -6,4935 -6,1667 -5,7641 -5,3290 -4,9028 -4,5308
