Fp1   -1,6922 -1,8298 -1,9148 -1,9500 -1,9482 -1,9244 -1,8882 -1,8430 -1,7888 -1,7298 -1,6735 -1,6214 -1,5647 -1,4940 -1,4047 -1,2997 -1,1917 -1,0971 -1,0165 -0,9317 -0,8240 -0,6862 -0,5218 -0,3428 -0,1639 0,0071 0,1689 0,3242 0,4810 0,6499 0,8316 1,0137 1,1787 1,3110 1,3982 1,4365 1,4379 1,4247 1,4183 1,4353 1,4880 1,5828 1,7172 1,8760 2,0318 2,1561 2,2324 2,2609 2,2547 2,2257 2,1763 2,1066 2,0258 1,9476 1,8776 1,8117 1,7446 1,6786 1,6271 1,6072 1,6274 1,6860 1,7766 1,8912 2,0203 2,1548 2,2908 2,4329 2,5907 2,7696 2,9636 3,1625 3,3634 3,5709 3,7874 4,0025 4,1951 4,3444 4,4395 4,4816 4,4818 4,4565 4,4232 4,4003 4,4060 4,4511 4,5271 4,6069 4,6612 4,6817 4,6844 4,6903 4,7077 4,7309 4,7480 4,7481 4,7229 4,6682 4,5862 4,4846 4,3742 4,2678 4,1754 4,0962 4,0175 3,9228 3,8001 3,6472 3,4747 3,3072 3,1796 3,1254 3,1621 3,2807 3,4449 3,6033 3,7102 3,7476 3,7330 3,7025 3,6792 3,6574 3,6187 3,5568 3,4781 3,3862 3,2765 3,1443 2,9944 2,8492 2,7541 2,7666 2,9307 3,2536 3,7026 4,2239 4,7678 5,3027 5,8185 6,3219 6,8235 7,3271 7,8225 8,2827 8,6665 8,9337 9,0652 9,0754 9,0033 8,8917 8,7745 8,6759 8,6089 8,5717 8,5533 8,5424 8,5258 8,4862 8,4150 8,3242 8,2420 8,2004 8,2279 8,3438 8,5551 8,8580 9,2399 9,6802 10,1507 10,6193 11,0544 11,4288 11,7254 11,9368 12,0565 12,0698 11,9540 11,6910 11,2873 10,7791 10,2130 9,6258 9,0384 8,4611 7,9027 7,3787 6,9098 6,5146 6,2047 5,9862 5,8575 5,8093 5,8273 5,8908 5,9712 6,0358 6,0570 6,0238 5,9487 5,8565 5,7660 5,6843 5,6091 5,5277 5,4202 5,2709 5,0792 4,8617 4,6452 4,4526 4,2926 4,1574 4,0245 3,8643 3,6612 3,4245 3,1796 2,9535 2,7696 2,6418 2,5720 2,5526 2,5652 2,5756 2,5408 2,4302 2,2399 1,9910 1,7188 1,4604 1,2429 1,0818 0,9852 0,9559 0,9912 1,0837 1,2245 1,4073 1,6258 1,8646 2,0980 2,3008 2,4586 2,5645 2,6118 2,5936 2,5110 2,3797 2,2329 2,1161 2,0719 2,1176 2,2353 2,3863 2,5371 2,6758 2,8082 2,9403 3,0679 3,1844 3,2893 3,3870 3,4807 3,5666 3,6326 3,6639 3,6549 3,6231 3,6058 3,6395 3,7399 3,8992 4,0930 4,2894 4,4591 4,5864 4,6746 4,7421 4,8120 4,8983 4,9996 5,1045 5,2037 5,2917 5,3630 5,4147 5,4490 5,4722 5,4943 5,5281 5,5857 5,6756 5,8017 5,9598 6,1329 6,2882 6,3863 6,4030 6,3448 6,2423 6,1298 6,0322 5,9616 5,9188 5,8947 5,8708 5,8238 5,7345 5,5978 5,4262 5,2436 5,0731 4,9249 4,7941 4,6698 4,5483 4,4359 4,3451 4,2876 4,2694 4,2939 4,3652 4,4850 4,6438 4,8181 4,9737 5,0811 5,1344 5,1548 5,1748 5,2207 5,3046 5,4263 5,5787 5,7508 5,9306 6,1068 6,2679 6,4014 6,5018 6,5754 6,6283 6,6523 6,6357 6,5850 6,5229 6,4676 6,4226 6,3819 6,3407 6,3017 6,2744 6,2713 6,3043 6,3810 6,5013 6,6536 6,8204 6,9872 7,1401 7,2608 7,3334 7,3561 7,3415 7,3059 7,2637 7,2308 7,2230 7,2429 7,2703 7,2753 7,2435 7,1828 7,1076 7,0246 6,9362 6,8501 6,7792 6,7342 6,7187 6,7272 6,7442 6,7474 6,7171 6,6493 6,5585 6,4718 6,4183 6,4154 6,4572 6,5176 6,5645 6,5739 6,5389 6,4690 6,3816 6,2950 6,2248 6,1757 6,1320 6,0655 5,9590 5,8206 5,6726 5,5343 5,4159 5,3194 5,2382 5,1580 5,0626 4,9408 4,7950 4,6458 4,5277 4,4741 4,5030 4,6120 4,7836 4,9948 5,2215 5,4403 5,6326 5,7857 5,8952 5,9698 6,0284 6,0830 6,1266 6,1430 6,1255 6,0839 6,0370 6,0014 5,9834 5,9766 5,9638 5,9219 5,8318 5,6911 5,5177 5,3406 5,1821 5,0503 4,9497 4,8925 4,8836 4,9029 4,9143 4,8920 4,8329 4,7473 4,6477 4,5454 4,4501 4,3681 4,3023 4,2559 4,2368 4,2539 4,3053 4,3733 4,4330 4,4683 4,4822 4,4924 4,5188 4,5707 4,6415 4,7162 4,7799 4,8232 4,8473 4,8629 4,8792 4,8965 4,9034 4,8773 4,7935 4,6428 4,4350 4,1873 3,9147 3,6274 3,3309 3,0288 2,7269 2,4349 2,1631 1,9167 1,6895 1,4689 1,2493 1,0373 0,8461 0,6915 0,5900 0,5546 0,5904 0,6967 0,8716 1,1103 1,3980 1,7058 1,9989 2,2490 2,4471 2,6074 2,7568 2,9183 3,1099 3,3527 3,6670 4,0493 4,4591 4,8330 5,1178 5,2934 5,3719 5,3803 5,3454 5,2882 5,2235 5,1569 5,0834 4,9894 4,8582 4,6799 4,4572 4,2058 3,9464 3,6955 3,4648 3,2618 3,0896 2,9471 2,8323 2,7441 2,6825 2,6471 2,6313 2,6191 2,5922 2,5390 2,4583 2,3588 2,2574 2,1731 2,1167 2,0820 2,0469 1,9862 1,8844 1,7412 1,5630 1,3561 1,1309 0,9035 0,6877 0,4903 0,3149 0,1680 0,0594 -0,0045 -0,0291 -0,0303 -0,0255 -0,0245 -0,0204 0,0117 0,1015 0,2644 0,4921 0,7543 1,0070 1,2030 1,3024 1,2789 1,1233 0,8425 0,4592 0,0123 -0,4482 -0,8742 -1,2328 -1,5120 -1,7168 -1,8589 -1,9451 -1,9720 -1,9331 -1,8301 -1,6742 -1,4750 -1,2337 -0,9482 -0,6267 -0,2976 -0,0014 0,2312 0,4008
Fz    -1,5347 -1,6785 -1,7891 -1,8822 -1,9781 -2,0844 -2,1913 -2,2723 -2,2912 -2,2199 -2,0568 -1,8299 -1,5826 -1,3570 -1,1799 -1,0605 -0,9973 -0,9812 -0,9931 -1,0090 -1,0089 -0,9788 -0,9126 -0,8186 -0,7101 -0,5837 -0,4155 -0,1793 0,1338 0,4989 0,8603 1,1604 1,3711 1,4960 1,5535 1,5656 1,5555 1,5431 1,5410 1,5607 1,6138 1,7102 1,8599 2,0669 2,3131 2,5587 2,7626 2,9013 2,9720 2,9780 2,9170 2,7853 2,5914 2,3553 2,0995 1,8474 1,6239 1,4488 1,3333 1,2776 1,2699 1,2932 1,3387 1,4105 1,5211 1,6812 1,8922 2,1458 2,4305 2,7360 3,0517 3,3692 3,6850 3,9988 4,3068 4,5941 4,8361 5,0126 5,1161 5,1456 5,0981 4,9768 4,8069 4,6353 4,5124 4,4696 4,5091 4,6066 4,7242 4,8314 4,9202 5,0010 5,0879 5,1895 5,3067 5,4356 5,5670 5,6834 5,7586 5,7659 5,6898 5,5365 5,3289 5,0910 4,8364 4,5697 4,2898 3,9976 3,7069 3,4469 3,2501 3,1426 3,1410 3,2458 3,4270 3,6232 3,7637 3,8052 3,7585 3,6817 3,6378 3,6565 3,7321 3,8418 3,9539 4,0311 4,0442 3,9868 3,8749 3,7400 3,6269 3,5913 3,6859 3,9424 4,3614 4,9169 5,5675 6,2691 6,9868 7,7003 8,3971 9,0619 9,6764 10,2277 10,7117 11,1256 11,4638 11,7209 11,8943 11,9823 11,9885 11,9298 11,8298 11,7015 11,5455 11,3647 11,1725 10,9891 10,8377 10,7394 10,7043 10,7307 10,8145 10,9593 11,1801 11,5011 11,9398 12,4840 13,0864 13,6848 14,2293 14,6918 15,0627 15,3368 15,4973 15,5100 15,3381 14,9658 14,4125 13,7278 12,9675 12,1739 11,3743 10,5887 9,8382 9,1529 8,5703 8,1175 7,8025 7,6233 7,5794 7,6636 7,8477 8,0791 8,2920 8,4264 8,4468 8,3569 8,1984 8,0262 7,8770 7,7611 7,6702 7,5817 7,4604 7,2718 7,0051 6,6837 6,3518 6,0479 5,7875 5,5619 5,3444 5,1023 4,8226 4,5295 4,2730 4,0997 4,0321 4,0621 4,1508 4,2419 4,2807 4,2262 4,0563 3,7744 3,4112 3,0186 2,6549 2,3654 2,1708 2,0716 2,0602 2,1296 2,2738 2,4789 2,7201 2,9742 3,2322 3,4915 3,7369 3,9383 4,0688 4,1198 4,1001 4,0262 3,9119 3,7658 3,6023 3,4533 3,3610 3,3520 3,4171 3,5208 3,6316 3,7413 3,8612 4,0030 4,1655 4,3379 4,5081 4,6625 4,7894 4,8847 4,9503 4,9867 4,9966 4,9975 5,0229 5,1064 5,2639 5,4879 5,7534 6,0263 6,2735 6,4721 6,6104 6,6828 6,6903 6,6447 6,5672 6,4853 6,4286 6,4177 6,4548 6,5266 6,6171 6,7183 6,8307 6,9549 7,0869 7,2254 7,3806 7,5725 7,8158 8,0949 8,3547 8,5278 8,5731 8,4908 8,3109 8,0779 7,8411 7,6425 7,5043 7,4230 7,3751 7,3295 7,2628 7,1680 7,0478 6,9046 6,7358 6,5325 6,2847 5,9926 5,6767 5,3776 5,1435 5,0095 4,9842 5,0553 5,2010 5,3946 5,6024 5,7841 5,9093 5,9791 6,0240 6,0805 6,1703 6,2977 6,4572 6,6392 6,8317 7,0224 7,2007 7,3555 7,4743 7,5533 7,6057 7,6482 7,6859 7,7206 7,7650 7,8347 7,9317 8,0376 8,1208 8,1491 8,1011 7,9757 7,7979 7,6119 7,4630 7,3798 7,3683 7,4206 7,5246 7,6593 7,7896 7,8788 7,9072 7,8791 7,8109 7,7204 7,6283 7,5565 7,5139 7,4880 7,4574 7,4113 7,3525 7,2854 7,2080 7,1221 7,0461 7,0094 7,0327 7,1118 7,2144 7,2919 7,3004 7,2186 7,0575 6,8546 6,6607 6,5231 6,4670 6,4873 6,5579 6,6490 6,7375 6,8119 6,8669 6,8955 6,8894 6,8439 6,7510 6,5882 6,3292 5,9760 5,5738 5,1912 4,8865 4,6861 4,5789 4,5214 4,4583 4,3473 4,1690 3,9258 3,6436 3,3675 3,1442 3,0065 2,9668 3,0244 3,1744 3,4078 3,7005 4,0124 4,3016 4,5440 4,7414 4,9129 5,0732 5,2144 5,3109 5,3387 5,2936 5,1963 5,0844 4,9919 4,9309 4,8867 4,8279 4,7249 4,5674 4,3670 4,1446 3,9187 3,7035 3,5179 3,3872 3,3229 3,3045 3,2945 3,2710 3,2351 3,1913 3,1364 3,0685 2,9959 2,9302 2,8746 2,8300 2,8072 2,8204 2,8652 2,9099 2,9137 2,8588 2,7676 2,6928 2,6894 2,7843 2,9641 3,1862 3,4004 3,5696 3,6857 3,7656 3,8310 3,8944 3,9482 3,9578 3,8757 3,6723 3,3541 2,9616 2,5511 2,1693 1,8352 1,5441 1,2811 1,0313 0,7887 0,5576 0,3413 0,1336 -0,0722 -0,2779 -0,4850 -0,6936 -0,8898 -1,0394 -1,0972 -1,0251 -0,8059 -0,4515 -0,0025 0,4809 0,9347 1,3096 1,5818 1,7513 1,8311 1,8376 1,8025 1,7901 1,8851 2,1458 2,5638 3,0698 3,5769 4,0193 4,3634 4,5959 4,7149 4,7327 4,6733 4,5587 4,3984 4,1928 3,9439 3,6620 3,3611 3,0510 2,7367 2,4251 2,1281 1,8565 1,6133 1,3952 1,1998 1,0338 0,9126 0,8500 0,8481 0,8932 0,9613 1,0264 1,0682 1,0788 1,0657 1,0435 1,0193 0,9851 0,9234 0,8183 0,6606 0,4464 0,1756 -0,1454 -0,4937 -0,8309 -1,1237 -1,3620 -1,5540 -1,7119 -1,8424 -1,9483 -2,0341 -2,1063 -2,1684 -2,2146 -2,2258 -2,1764 -2,0510 -1,8588 -1,6325 -1,4134 -1,2391 -1,1398 -1,1382 -1,2455 -1,4596 -1,7675 -2,1463 -2,5614 -2,9711 -3,3400 -3,6521 -3,9145 -4,1459 -4,3541 -4,5178 -4,5927 -4,5447 -4,3774 -4,1273 -3,8328 -3,5120 -3,1651 -2,7911 -2,4019 -2,0255 -1,6938 -1,4250
F3    -1,6639 -1,8701 -2,0443 -2,2014 -2,3528 -2,4940 -2,6110 -2,6872 -2,7009 -2,6288 -2,4616 -2,2122 -1,9130 -1,6087 -1,3466 -1,1625 -1,0739 -1,0760 -1,1362 -1,2013 -1,2201 -1,1608 -1,0171 -0,8054 -0,5472 -0,2547 0,0659 0,4107 0,7765 1,1475 1,4865 1,7537 1,9269 2,0021 1,9856 1,8921 1,7433 1,5685 1,4094 1,3176 1,3328 1,4648 1,6985 2,0066 2,3502 2,6792 2,9454 3,1188 3,1929 3,1760 3,0785 2,9112 2,6949 2,4629 2,2533 2,0968 2,0070 1,9762 1,9849 2,0146 2,0545 2,1017 2,1620 2,2457 2,3590 2,5022 2,6723 2,8653 3,0829 3,3388 3,6519 4,0247 4,4332 4,8381 5,2043 5,5100 5,7465 5,9138 6,0110 6,0261 5,9429 5,7644 5,5276 5,2927 5,1193 5,0453 5,0778 5,1995 5,3781 5,5777 5,7709 5,9502 6,1217 6,2866 6,4316 6,5370 6,5894 6,5871 6,5378 6,4527 6,3407 6,2051 6,0427 5,8469 5,6125 5,3368 5,0174 4,6581 4,2833 3,9394 3,6760 3,5269 3,5071 3,6151 3,8269 4,0945 4,3618 4,5901 4,7747 4,9395 5,1109 5,2966 5,4839 5,6418 5,7268 5,7033 5,5650 5,3360 5,0553 4,7649 4,5076 4,3277 4,2667 4,3586 4,6198 5,0408 5,5856 6,2103 6,8866 7,6043 8,3489 9,0867 9,7726 10,3665 10,8441 11,2006 11,4497 11,6165 11,7233 11,7814 11,7963 11,7743 11,7150 11,6021 11,4150 11,1516 10,8362 10,5118 10,2265 10,0226 9,9239 9,9337 10,0468 10,2601 10,5785 11,0124 11,5609 12,1902 12,8369 13,4393 13,9667 14,4199 14,8074 15,1186 15,3167 15,3478 15,1619 14,7417 14,1160 13,3467 12,5039 11,6457 10,8126 10,0303 9,3157 8,6859 8,1619 7,7574 7,4729 7,3067 7,2628 7,3415 7,5233 7,7588 7,9781 8,1188 8,1532 8,0968 7,9923 7,8799 7,7770 7,6828 7,5862 7,4638 7,2829 7,0213 6,6820 6,2917 5,8862 5,4981 5,1517 4,8578 4,6087 4,3854 4,1801 4,0113 3,9108 3,8982 3,9702 4,0989 4,2324 4,3099 4,2840 4,1329 3,8627 3,5030 3,0980 2,6970 2,3482 2,0895 1,9375 1,8843 1,9064 1,9800 2,0923 2,2379 2,4112 2,6094 2,8344 3,0856 3,3485 3,5944 3,7932 3,9259 3,9897 3,9968 3,9680 3,9217 3,8687 3,8210 3,7968 3,8106 3,8595 3,9272 4,0024 4,0864 4,1853 4,3012 4,4297 4,5604 4,6785 4,7680 4,8176 4,8225 4,7842 4,7144 4,6400 4,5965 4,6108 4,6880 4,8136 4,9712 5,1537 5,3518 5,5430 5,7009 5,8106 5,8712 5,8926 5,8895 5,8771 5,8709 5,8869 5,9357 6,0159 6,1137 6,2099 6,2967 6,3902 6,5149 6,6768 6,8574 7,0320 7,1911 7,3457 7,5052 7,6493 7,7331 7,7209 7,6130 7,4432 7,2582 7,0961 6,9776 6,9047 6,8641 6,8372 6,8119 6,7879 6,7694 6,7518 6,7140 6,6240 6,4546 6,1998 5,8781 5,5267 5,1949 4,9346 4,7799 4,7303 4,7551 4,8133 4,8756 4,9317 4,9828 5,0361 5,1109 5,2380 5,4441 5,7339 6,0855 6,4610 6,8167 7,1145 7,3326 7,4687 7,5288 7,5189 7,4509 7,3500 7,2436 7,1477 7,0709 7,0250 7,0246 7,0775 7,1748 7,2895 7,3847 7,4297 7,4167 7,3647 7,3051 7,2646 7,2568 7,2822 7,3347 7,4040 7,4724 7,5159 7,5189 7,4848 7,4322 7,3809 7,3478 7,3523 7,4140 7,5377 7,7040 7,8783 8,0295 8,1360 8,1817 8,1597 8,0825 7,9823 7,8990 7,8613 7,8657 7,8694 7,8133 7,6586 7,4076 7,0997 6,7958 6,5619 6,4526 6,4917 6,6590 6,8997 7,1488 7,3552 7,4930 7,5588 7,5622 7,5192 7,4466 7,3505 7,2150 7,0101 6,7187 6,3560 5,9637 5,5916 5,2811 5,0516 4,8958 4,7879 4,6945 4,5792 4,4058 4,1549 3,8450 3,5359 3,3023 3,2000 3,2497 3,4409 3,7408 4,1036 4,4813 4,8352 5,1486 5,4283 5,6876 5,9235 6,1139 6,2319 6,2607 6,2002 6,0664 5,8855 5,6823 5,4703 5,2491 5,0119 4,7573 4,4984 4,2587 4,0635 3,9358 3,8941 3,9477 4,0896 4,2885 4,4919 4,6502 4,7363 4,7401 4,6551 4,4860 4,2655 4,0480 3,8773 3,7684 3,7199 3,7310 3,7947 3,8867 3,9742 4,0375 4,0797 4,1259 4,2098 4,3548 4,5589 4,7932 5,0164 5,1878 5,2776 5,2736 5,1850 5,0358 4,8516 4,6443 4,4053 4,1188 3,7830 3,4196 3,0661 2,7542 2,4948 2,2822 2,1033 1,9377 1,7624 1,5667 1,3561 1,1392 0,9126 0,6610 0,3688 0,0363 -0,3078 -0,6115 -0,8211 -0,9018 -0,8413 -0,6366 -0,2868 0,1920 0,7488 1,3050 1,7847 2,1397 2,3582 2,4612 2,4931 2,5135 2,5911 2,7868 3,1273 3,5878 4,1005 4,5826 4,9659 5,2148 5,3263 5,3202 5,2302 5,0939 4,9369 4,7617 4,5598 4,3327 4,0943 3,8541 3,6120 3,3658 3,1149 2,8562 2,5829 2,2881 1,9713 1,6431 1,3253 1,0458 0,8297 0,6925 0,6374 0,6550 0,7262 0,8262 0,9348 1,0427 1,1443 1,2225 1,2495 1,2022 1,0703 0,8532 0,5576 0,1996 -0,1937 -0,5820 -0,9195 -1,1749 -1,3444 -1,4487 -1,5192 -1,5811 -1,6419 -1,6967 -1,7430 -1,7864 -1,8260 -1,8376 -1,7790 -1,6158 -1,3479 -1,0176 -0,6961 -0,4566 -0,3541 -0,4157 -0,6371 -0,9858 -1,4146 -1,8762 -2,3290 -2,7423 -3,1031 -3,4177 -3,7032 -3,9741 -4,2289 -4,4365 -4,5410 -4,4918 -4,2778 -3,9330 -3,5128 -3,0607 -2,5945 -2,1215 -1,6613 -1,2491 -0,9201 -0,6906
F7    -1,3030 -1,5000 -1,6625 -1,8043 -1,9352 -2,0493 -2,1288 -2,1542 -2,1139 -2,0074 -1,8428 -1,6338 -1,3991 -1,1610 -0,9398 -0,7490 -0,5970 -0,4843 -0,3986 -0,3199 -0,2326 -0,1292 -0,0100 0,1169 0,2422 0,3628 0,4829 0,6144 0,7720 0,9556 1,1399 1,2875 1,3712 1,3822 1,3254 1,2140 1,0696 0,9218 0,8030 0,7429 0,7584 0,8463 0,9867 1,1552 1,3303 1,4946 1,6376 1,7581 1,8567 1,9276 1,9588 1,9409 1,8769 1,7833 1,6833 1,5964 1,5318 1,4890 1,4656 1,4625 1,4800 1,5144 1,5632 1,6278 1,7078 1,8014 1,9100 2,0407 2,2050 2,4126 2,6625 2,9425 3,2356 3,5275 3,8068 4,0589 4,2653 4,4101 4,4865 4,4977 4,4547 4,3760 4,2876 4,2161 4,1803 4,1865 4,2279 4,2901 4,3622 4,4418 4,5290 4,6185 4,7013 4,7710 4,8270 4,8718 4,9067 4,9263 4,9169 4,8639 4,7647 4,6321 4,4827 4,3219 4,1436 3,9404 3,7150 3,4864 3,2872 3,1489 3,0830 3,0778 3,1102 3,1582 3,2020 3,2258 3,2255 3,2138 3,2136 3,2442 3,3091 3,3982 3,5002 3,6055 3,7029 3,7780 3,8188 3,8189 3,7788 3,7107 3,6397 3,5992 3,6203 3,7217 3,9035 4,1510 4,4483 4,7897 5,1783 5,6135 6,0778 6,5369 6,9540 7,3026 7,5721 7,7673 7,9049 8,0041 8,0731 8,1067 8,0971 8,0435 7,9490 7,8163 7,6503 7,4643 7,2801 7,1224 7,0170 6,9866 7,0402 7,1698 7,3584 7,5926 7,8702 8,1999 8,5889 9,0288 9,4904 9,9330 10,3198 10,6315 10,8675 11,0349 11,1320 11,1388 11,0245 10,7668 10,3665 9,8493 9,2526 8,6078 7,9346 7,2460 6,5596 5,9046 5,3170 4,8256 4,4472 4,1909 4,0548 4,0219 4,0624 4,1394 4,2151 4,2609 4,2641 4,2310 4,1833 4,1458 4,1293 4,1254 4,1128 4,0641 3,9544 3,7721 3,5252 3,2391 2,9491 2,6884 2,4786 2,3256 2,2186 2,1342 2,0511 1,9672 1,8992 1,8642 1,8691 1,9081 1,9593 1,9872 1,9587 1,8567 1,6803 1,4409 1,1601 0,8676 0,5952 0,3683 0,2008 0,0970 0,0555 0,0733 0,1457 0,2633 0,4106 0,5744 0,7512 0,9426 1,1440 1,3401 1,5096 1,6332 1,6993 1,7075 1,6686 1,5997 1,5198 1,4500 1,4146 1,4324 1,5026 1,6046 1,7182 1,8429 1,9930 2,1769 2,3819 2,5778 2,7359 2,8438 2,9070 2,9434 2,9734 3,0103 3,0581 3,1186 3,1968 3,2980 3,4212 3,5575 3,6936 3,8136 3,9017 3,9495 3,9623 3,9519 3,9276 3,8953 3,8665 3,8585 3,8814 3,9269 3,9766 4,0221 4,0732 4,1480 4,2594 4,4073 4,5797 4,7597 4,9339 5,1003 5,2709 5,4544 5,6341 5,7731 5,8383 5,8184 5,7257 5,5902 5,4456 5,3181 5,2229 5,1627 5,1266 5,0950 5,0503 4,9817 4,8823 4,7438 4,5588 4,3292 4,0725 3,8172 3,5920 3,4204 3,3178 3,2891 3,3236 3,3987 3,4888 3,5734 3,6426 3,6957 3,7412 3,8010 3,9030 4,0634 4,2765 4,5222 4,7780 5,0219 5,2311 5,3913 5,5053 5,5871 5,6447 5,6753 5,6736 5,6384 5,5732 5,4925 5,4266 5,4082 5,4516 5,5446 5,6579 5,7582 5,8195 5,8337 5,8133 5,7808 5,7539 5,7388 5,7356 5,7501 5,7930 5,8648 5,9480 6,0229 6,0844 6,1436 6,2144 6,3048 6,4144 6,5330 6,6396 6,7077 6,7180 6,6744 6,6018 6,5259 6,4612 6,4173 6,4021 6,4168 6,4569 6,5144 6,5717 6,6010 6,5776 6,4956 6,3704 6,2325 6,1180 6,0582 6,0650 6,1238 6,2054 6,2862 6,3571 6,4183 6,4701 6,5080 6,5238 6,5087 6,4526 6,3415 6,1654 5,9338 5,6791 5,4444 5,2680 5,1691 5,1394 5,1504 5,1723 5,1848 5,1723 5,1203 5,0253 4,9041 4,7873 4,7069 4,6864 4,7392 4,8656 5,0496 5,2606 5,4613 5,6241 5,7467 5,8497 5,9543 6,0633 6,1603 6,2234 6,2360 6,1940 6,1078 5,9991 5,8910 5,7960 5,7100 5,6188 5,5096 5,3780 5,2275 5,0677 4,9121 4,7766 4,6789 4,6346 4,6444 4,6873 4,7349 4,7710 4,7929 4,7990 4,7859 4,7554 4,7134 4,6604 4,5920 4,5106 4,4328 4,3780 4,3508 4,3402 4,3333 4,3257 4,3235 4,3439 4,4067 4,5200 4,6716 4,8338 4,9726 5,0582 5,0783 5,0459 4,9896 4,9309 4,8666 4,7701 4,6098 4,3725 4,0736 3,7503 3,4435 3,1799 2,9634 2,7775 2,5959 2,3974 2,1750 1,9318 1,6743 1,4109 1,1507 0,8993 0,6607 0,4430 0,2597 0,1275 0,0642 0,0873 0,2129 0,4470 0,7740 1,1556 1,5447 1,9020 2,2049 2,4452 2,6243 2,7543 2,8650 3,0023 3,2096 3,5024 3,8561 4,2205 4,5491 4,8154 5,0092 5,1285 5,1784 5,1723 5,1230 5,0315 4,8899 4,6964 4,4637 4,2149 3,9701 3,7387 3,5189 3,3068 3,1053 2,9227 2,7600 2,6066 2,4498 2,2884 2,1338 2,0024 1,9064 1,8492 1,8242 1,8212 1,8334 1,8599 1,9021 1,9552 1,9992 2,0034 1,9420 1,8036 1,5915 1,3208 1,0139 0,6967 0,3968 0,1378 -0,0717 -0,2383 -0,3750 -0,4934 -0,5976 -0,6826 -0,7355 -0,7441 -0,7046 -0,6218 -0,4979 -0,3277 -0,1105 0,1341 0,3678 0,5511 0,6593 0,6808 0,6097 0,4460 0,1985 -0,1155 -0,4699 -0,8351 -1,1863 -1,5094 -1,8001 -2,0617 -2,2983 -2,5053 -2,6633 -2,7416 -2,7131 -2,5696 -2,3255 -2,0071 -1,6394 -1,2421 -0,8353 -0,4408 -0,0774 0,2427 0,5160
